Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B
67,0,0,0,0,0.0153687,0.0144721,0,0,0.0271454,0.0208964,0.0189875,0.00867886,0,0,0.00374423,0,0.0155663,0.00434677,0.0405119,0.024186,0.0207642,0.0103199,0.00690178,0.0211473,0.00773796,0.00923594,0.0103616,0.0347065,0.00753395,0.00716503,0.00549216,0.00547696,0.0315443,0.00452227,0.00400442,0.00418068,0.0182775,0.0187126,0.0233378,0.00466086,0.00778647,0,0,0.0351678,0,0.0109206,0.0205547,0.0392405,0.0247447,0.0314782,0.00265769,0.0190717,0.0120918,0.024753,0.0177948,0.0139254,0.0230653,0.0421534,0.0201512,0.0345318,0.0175037,0.0180076,0.0116222,0.0103755,0.0203885,0.00681224,0,0,0,0.0148517,0
68,0,0,0,0,0.0153031,0.0146845,0,0,0.0266315,0.0209501,0.0184144,0.00889786,0,0,0.00395187,0,0.015505,0.00447676,0.0406931,0.0242464,0.0206306,0.00981034,0.00712548,0.0211284,0.00744451,0.00881832,0.00992377,0.0344967,0.00749273,0.00734499,0.005482,0.0054779,0.0315327,0.00439991,0.00406353,0.00420107,0.0205785,0.0187039,0.0263138,0.00495221,0.00770435,0,0,0.0350088,0,0.0109552,0.0205935,0.0384873,0.0279107,0.0316156,0.00309278,0.0193971,0.0120769,0.0235604,0.0170057,0.0149264,0.0238105,0.0416319,0.0209087,0.0354959,0.0192853,0.0180544,0.0115786,0.0102575,0.020579,0.00650951,0,0,0,0.0155084,0
69,0,0,0,0,0.0151229,0.014833,0,0,0.0259013,0.0208371,0.0176793,0.00917454,0,0,0.00402274,0,0.0155855,0.00454246,0.0406939,0.0239412,0.0205441,0.00928708,0.00752961,0.0210231,0.00703691,0.00843553,0.00938223,0.0342244,0.00750913,0.00756275,0.00523906,0.00541451,0.0314795,0.00439336,0.00412979,0.00423179,0.0188849,0.0187032,0.0241395,0.00524447,0.00771123,0,0,0.0349179,0,0.010961,0.0206839,0.0375306,0.0268082,0.0316203,0.00368864,0.0197249,0.0122901,0.0229786,0.0174762,0.0152506,0.0229118,0.0408601,0.0191216,0.0347643,0.0190277,0.0181178,0.0115817,0.0102113,0.0207333,0.0062825,0,0,0,0.0155127,0
70,0,0,0,0,0.0149412,0.0149049,0,0,0.0253364,0.020775,0.0167171,0.00947718,0,0,0.00406436,0,0.0156319,0.00452761,0.0406688,0.0234872,0.0205159,0.00844677,0.00767261,0.0209597,0.00668072,0.00794817,0.00877406,0.0341206,0.00754978,0.00792333,0.00513237,0.00530149,0.0315894,0.00441905,0.00419369,0.00423993,0.0180581,0.0187247,0.0229465,0.00516298,0.00786273,0,0,0.0348873,0,0.0109731,0.0205987,0.0366073,0.0268541,0.031691,0.00464511,0.0196853,0.0124923,0.0225513,0.01667,0.0146212,0.0224764,0.04077,0.0182688,0.03509,0.0195768,0.0181047,0.011496,0.0101397,0.0208153,0.00622191,0,0,0,0.0149041,0
71,0,0,0,0,0.0147961,0.0148909,0,0,0.0249987,0.0207753,0.0158559,0.00986712,0,0,0.00416562,0,0.0156254,0.00452529,0.0407358,0.0230753,0.0204001,0.00763828,0.00749253,0.020878,0.00648318,0.00752506,0.00820398,0.0341835,0.0076811,0.00842939,0.0051687,0.00519761,0.0319746,0.00444112,0.00423436,0.00417126,0.0185957,0.0188059,0.0234846,0.00496235,0.00793283,0,0,0.0348932,0,0.010998,0.0204287,0.0364903,0.0272933,0.0319204,0.00610449,0.0193678,0.0126569,0.022351,0.0150979,0.0131557,0.0228397,0.0415339,0.0190534,0.0346188,0.0199316,0.018119,0.0113753,0.0100307,0.0208252,0.00627735,0,0,0,0.0138988,0
72,0,0,0,0,0.0146132,0.0147399,0,0,0.0246007,0.020799,0.0150216,0.0102017,0,0,0.00402927,0,0.0156365,0.00445575,0.0407686,0.0226376,0.0202308,0.00703596,0.00713533,0.0207375,0.0063378,0.00713099,0.0076645,0.0342974,0.00792903,0.00897438,0.00526476,0.00511896,0.0323788,0.00451579,0.00429335,0.00409473,0.019097,0.0188923,0.0242515,0.00498091,0.0079269,0,0,0.0350201,0,0.0110059,0.0203575,0.0370078,0.026693,0.032203,0.00622739,0.0188382,0.0128048,0.0223656,0.0141561,0.0115889,0.0230402,0.04169,0.0198685,0.0344777,0.0201379,0.0180827,0.0112451,0.00992656,0.0207048,0.00646734,0,0,0,0.012929,0
73,0,0,0,0,0.014224,0.0144628,0,0,0.0240479,0.0206619,0.0141157,0.0104095,0,0,0.00368346,0,0.0158203,0.00422984,0.0406345,0.0221221,0.0201159,0.00659974,0.00666076,0.0203849,0.00613753,0.00658215,0.00706812,0.0344039,0.00827916,0.00948871,0.00536112,0.00506211,0.0327382,0.00468137,0.00446194,0.0039781,0.0177745,0.0189533,0.0240568,0.00499948,0.00793175,0,0,0.0351614,0,0.0110412,0.0202556,0.0376693,0.0249559,0.0325083,0.00416141,0.0181589,0.0130553,0.0226855,0.0138258,0.010509,0.0229124,0.0414101,0.020268,0.0348423,0.0187231,0.0179491,0.0110777,0.00981649,0.0204834,0.00669541,0,0,0,0.0122472,0
74,0,0,0,0,0.0139214,0.0144696,0,0,0.0231744,0.0205697,0.0132103,0.0106169,0,0,0.00377235,0,0.01593,0.00420075,0.0403857,0.0214872,0.0201088,0.00646057,0.00616029,0.0202151,0.00601297,0.00607081,0.00660385,0.0345893,0.00878662,0.00993894,0.00552688,0.00502122,0.0326522,0.00489557,0.0045642,0.00393058,0.0165778,0.0189837,0.0240473,0.00498575,0.00805085,0,0,0.034968,0,0.011057,0.020037,0.0380119,0.0247345,0.0331129,0.00249721,0.0177058,0.01345,0.0231597,0.0130388,0.0100363,0.0234447,0.0421438,0.0209237,0.0360692,0.0159495,0.0177694,0.0109624,0.0096944,0.0206131,0.00692405,0,0,0,0.0120226,0
75,0,0,0,0,0.0133139,0.0143865,0,0,0.0220967,0.0204889,0.0122776,0.0106977,0,0,0.00392001,0,0.0160075,0.00418375,0.0400404,0.0207503,0.0200724,0.00638163,0.00546846,0.0199352,0.00586148,0.00533008,0.00623908,0.0348251,0.00914481,0.0103057,0.0057418,0.00498923,0.0323055,0.00509811,0.00471338,0.00388588,0.0163286,0.0190128,0.0225559,0.00494501,0.00831324,0,0,0.0347318,0,0.0110574,0.0197432,0.0380973,0.0254612,0.0335789,0.0020188,0.0170929,0.0138402,0.0237704,0.012667,0.00979934,0.0242269,0.0429061,0.0217443,0.0364305,0.0136167,0.0174728,0.0108652,0.0095786,0.0206479,0.00729427,0,0,0,0.0113219,0
76,0,0,0,0,0.0123692,0.0137468,0,0,0.0211741,0.0206442,0.0112984,0.0101012,0,0,0.00320446,0,0.015842,0.00382826,0.0398058,0.0199087,0.0193966,0.00617249,0.00410385,0.0193978,0.00546941,0.00394671,0.0057174,0.0348844,0.00913975,0.0103188,0.00566347,0.00507689,0.0322722,0.00504763,0.00476869,0.0037714,0.0132883,0.0191598,0.0176623,0.00437368,0.00833932,0,0,0.0352005,0,0.0109918,0.0196086,0.0381863,0.0249859,0.0318597,0.00471921,0.0152552,0.0138945,0.0241786,0.0104925,0.00769872,0.0227824,0.0397659,0,0.0327614,0.0100105,0.0171459,0.0108024,0.0095324,0.0200453,0.00763113,0,0,0,0.00815886,0
77,0,0,0,0,0.0115254,0.0120945,0,0,0.0205116,0.0211206,0.010253,0.00879768,0,0,0.00123274,0,0.0154366,0.00293743,0.0397711,0.0191308,0.0178074,0.00610339,0.00269019,0.0183574,0.00484759,0.00218775,0.00513607,0.0346436,0.00876761,0.0100538,0.0053435,0.00533352,0.0331196,0.00494927,0.00470933,0.00354675,0.00667295,0.0194469,0.0143334,0.00562224,0.00843554,0,0,0.0372408,0,0.0109609,0.019835,0.0388874,0.0271751,0.0270608,0.0119436,0.011489,0.013526,0.0255763,0.00565328,0.00350871,0.0214436,0.0404898,0,0.0259793,0.00725894,0.0171608,0.0108562,0.00949814,0.0182799,0.00882968,0,0,0,0.00432539,0
78,0,0,0,0,0.0113796,0.0110983,0,0,0.0188603,0.0213724,0.0101584,0.0082605,0,0,0.000823621,0,0.0152636,0.00252209,0.0396882,0.0190361,0.016895,0.00728061,0.00341495,0.0176953,0.00441927,0.0023082,0.00577966,0.0344108,0.00860605,0.00951547,0.00557761,0.0054094,0.0322636,0.00516691,0.00472631,0.00336086,0.0087122,0.0196116,0.018159,0.00725724,0.00884607,0,0,0.0382993,0,0.0109792,0.0199443,0.0387014,0.0310183,0.0250346,0.0163079,0.00965994,0.0136262,0.0258776,0.00330333,0.00287132,0.0236469,0.0443604,0,0.0259905,0.00928555,0.0174053,0.0109821,0.00936186,0.0173226,0.0101317,0,0,0,0.00418168,0
79,0,0,0,0,0.0112977,0.0106294,0,0,0.0174561,0.021466,0.0111278,0.0079495,0,0,0.00123311,0,0.0151784,0.00239243,0.0393833,0.0191712,0.0165453,0.00834645,0.0041467,0.0172152,0.00405864,0.00310676,0.0072285,0.0342121,0.00860677,0.00897021,0.00642254,0.00520829,0.0311841,0.00531992,0.00477215,0.00317086,0.0085119,0.0196676,0.019141,0.00729132,0.00908778,0,0,0.0387372,0,0.0110145,0.0199147,0.0375448,0.0317377,0.0251223,0.0176146,0.00891467,0.0139592,0.0252712,0.00247457,0.00225831,0.0251882,0.0433292,0,0.027912,0.00860058,0.0175447,0.0110741,0.00922738,0.0169138,0.0108695,0,0,0,0.00376631,0
80,0,0,0,0,0.0111079,0.0102667,0,0,0.0175614,0.0215301,0.012988,0.00752935,0,0,0.00184161,0,0.0151826,0.00230789,0.0388754,0.0191363,0.0162553,0.00878747,0.00463838,0.0167846,0.00374774,0.00437944,0.00894033,0.033959,0.00872324,0.00884154,0.00749536,0.00493122,0.0313306,0.00556968,0.00484241,0.00299697,0.00823848,0.0196996,0.019011,0.00691523,0.00931014,0,0,0.0391349,0,0.011033,0.0198783,0.0362001,0.0310108,0.0254377,0.017607,0.00838154,0.0144246,0.0254529,0.00320676,0.0023375,0.0260487,0.0418903,0,0.0276916,0.0082,0.0176174,0.0112306,0.00918244,0.0165419,0.0115634,0,0,0,0.00373619,0
81,0,0,0,0,0.0108581,0.00983,0,0,0.0201273,0.0216816,0.0152054,0.00693337,0,0,0.00253194,0,0.015102,0.00230474,0.0383504,0.0186203,0.015907,0.00921778,0.00492311,0.0163551,0.0035557,0.00618438,0.0107663,0.0338066,0.00907197,0.00959808,0.00845053,0.00473556,0.0320463,0.00584231,0.00485674,0.00282316,0.00857075,0.0197461,0.0187522,0.00676833,0.00958759,0,0,0.0395636,0,0.01102,0.0198662,0.0352535,0.0297464,0.0253592,0.0166153,0.0078822,0.0148724,0.0266742,0.0043694,0.00254553,0.0254081,0.0415041,0,0.0253082,0.00896964,0.0175651,0.0114168,0.0092087,0.0160582,0.0123209,0,0,0,0.00478418,0
82,0,0,0,0,0.0106946,0.00947508,0,0,0.0248344,0.0218509,0.0174543,0.00634397,0,0,0.00319133,0,0.0149828,0.00244792,0.0380349,0.0177681,0.0155872,0.0102936,0.00501411,0.0159289,0.00355189,0.00833332,0.0126338,0.0340446,0.00959166,0.0112757,0.00930353,0.00494714,0.0329963,0.00603611,0.00482225,0.00267055,0.00927539,0.0197582,0.018389,0.00670365,0.00979317,0,0,0.0399481,0,0.0109959,0.0199387,0.0349942,0.0281651,0.0252149,0.0152358,0.00752561,0.0151577,0.0282112,0.0056206,0.00360498,0.0237052,0.0415485,0,0.0241615,0.0103123,0.0174927,0.0116083,0.00925582,0.0156224,0.0129388,0,0,0,0.00614019,0
83,0,0,0,0,0.0108624,0.00930344,0,0,0.0311256,0.0220523,0.0194377,0.00585669,0,0,0.00384198,0,0.0148557,0.0026926,0.0380016,0.0165414,0.0153477,0.01191,0.00504843,0.0156792,0.00379617,0.010653,0.0143834,0.0346702,0.0101692,0.0134757,0.0101022,0.00573604,0.0355791,0.00620285,0.00474155,0.00255854,0.0100197,0.0197337,0.0180333,0.00657792,0.00988072,0,0,0.040159,0,0.0109607,0.0200166,0.0353982,0.0266046,0.025297,0.0142427,0.00732213,0.0152298,0.0292269,0.00651265,0.00487666,0.0223991,0.0415167,0,0.0242838,0.0115624,0.0174656,0.0117462,0.0092961,0.0153382,0.0133362,0,0,0,0.00714602,0
84,0,0,0,0,0.0112285,0.00918652,0,0,0.038197,0.0223138,0.0212626,0.00545101,0,0,0.00457291,0,0.014709,0.00296628,0.03823,0.0150037,0.0150744,0.0134211,0.00518264,0.0155128,0.00433437,0.0130699,0.0158549,0.0355074,0.0106075,0.0158721,0.0107497,0.00690782,0.0407859,0.00630202,0.00458315,0.00252776,0.0107994,0.0196896,0.0179993,0.00654897,0.00993798,0,0,0.0404104,0,0.0109242,0.0202527,0.0362434,0.0255347,0.0253832,0.0136667,0.00717388,0.0151119,0.0292758,0.00636032,0.0052864,0.0217815,0.0413939,0,0.0229176,0.0123232,0.0175942,0.0118984,0.00937236,0.0151253,0.0135664,0,0,0,0.00756603,0
85,0,0,0,0,0.0115751,0.00908311,0,0,0.0449118,0.0226025,0.0227413,0.00511948,0,0,0.00549311,0,0.0145689,0.00330863,0.0385234,0.0134298,0.0148539,0.0145961,0.00549316,0.015338,0.00526974,0.0155049,0.0170893,0.0364411,0.0111479,0.0182665,0.0111379,0.00821573,0.0475735,0.00635513,0.00440503,0.00249762,0.0113948,0.0196331,0.0179765,0.00654848,0.0100794,0,0,0.0406963,0,0.0108796,0.0206088,0.0371297,0.0249078,0.0253347,0.0133232,0.00691825,0.0148302,0.0286843,0.00551456,0.00486638,0.0214225,0.0411898,0,0.021391,0.0124735,0.0178025,0.0120163,0.00947048,0.0148949,0.0138068,0,0,0,0.00734498,0
86,0,0,0,0,0.011692,0.00899949,0,0,0.0512891,0.0228812,0.0240598,0.00485092,0,0,0.00648533,0,0.0144427,0.00368532,0.038763,0.0132237,0.0146542,0.015417,0.00573132,0.0151989,0.00650519,0.0178707,0.0180712,0.0372403,0.0118185,0.0206262,0.0116074,0.00953109,0.0556815,0.0063457,0.00423393,0.00254614,0.0118511,0.0195918,0.0181641,0.00648558,0.0103065,0,0,0.0410267,0,0.0108601,0.0207823,0.0377275,0.0246968,0.0251943,0.0130895,0.00664323,0.0145198,0.0278777,0.00465726,0.0040899,0.0211412,0.0408263,0,0.0206101,0.0119473,0.0180883,0.012139,0.00960739,0.0146415,0.0140435,0,0,0,0.00690014,0
87,0,0,0,0,0.0116452,0.00895698,0,0,0.0577967,0.0230924,0.0255928,0.00460677,0,0,0.00741058,0,0.0143493,0.00406999,0.0389013,0.0147601,0.0145018,0.0159582,0.00574217,0.015055,0.00776788,0.0200582,0.0188489,0.0378683,0.0125363,0.0229879,0.0120419,0.010902,0.0644148,0.00630834,0.00408799,0.00275401,0.0123447,0.0195246,0.0183454,0.00634784,0.0104937,0,0,0.0413081,0,0.0108345,0.0210478,0.0380054,0.0249361,0.0250494,0.0131387,0.00632982,0.0142188,0.0271936,0.00429018,0.00348641,0.0209348,0.0405417,0,0.0202787,0.0112597,0.0183591,0.0122357,0.00975052,0.0143717,0.0142594,0,0,0,0.00649522,0
88,0,0,0,0,0.0115642,0.00895586,0,0,0.064708,0.0232837,0.0277964,0.00446417,0,0,0.00811948,0,0.0142909,0.00437021,0.0389457,0.0166221,0.0144179,0.0163877,0.0054817,0.0149191,0.00891039,0.021942,0.0194474,0.0383517,0.0132128,0.0253156,0.0124442,0.0123532,0.0741812,0.00625454,0.00398723,0.00302214,0.0128348,0.0194904,0.0185264,0.00605633,0.0105761,0,0,0.0414111,0,0.0108406,0.0213116,0.0379746,0.0253275,0.0250392,0.0134137,0.00608293,0.0139524,0.0268017,0.0044661,0.00348135,0.0208046,0.040451,0,0.0200174,0.0108103,0.0185498,0.0123137,0.0098317,0.0141244,0.0144438,0,0,0,0.00628507,0
89,0,0,0,0,0.0116081,0.00897821,0,0,0.0718469,0.0234568,0.0302729,0.00447976,0,0,0.0085876,0,0.014256,0.00452264,0.0386848,0.0177419,0.0143064,0.0170211,0.00493208,0.0147395,0.00995825,0.0236611,0.0197906,0.0386651,0.0139995,0.0279167,0.0131047,0.0139066,0.085406,0.00624742,0.00396823,0.00315782,0.0130669,0.0194461,0.0185212,0.00560173,0.0105422,0,0,0.0413251,0,0.010841,0.0212479,0.0374712,0.0254418,0.0253133,0.0134306,0.00584596,0.0137104,0.0266919,0.00494649,0.00384227,0.0205022,0.0399355,0,0.0198132,0.010593,0.0186398,0.0124045,0.00985985,0.0139383,0.0145749,0,0,0,0.00623956,0
90,0,0,0,0,0.0118613,0.0102935,0,0,0.0789333,0.0230325,0.0318505,0.00809163,0,0,0.0087924,0,0.014419,0.00498191,0.0394907,0.0157771,0.0138138,0.0179888,0.00690543,0.0145628,0.0104558,0.0268943,0.0187206,0.0356786,0.0155266,0.0319637,0.0137476,0.0160292,0.0984614,0.00556268,0.00390187,0.0030229,0.0499266,0.0190997,0.0454429,0.0113154,0.00864857,0,0,0.0381098,0,0.0108832,0.0204031,0.036277,0.041399,0.0258896,0.0266081,0.0127539,0.0135437,0.015423,0.0233719,0.0218907,0.0389795,0,0,0.0489863,0.0448063,0.0182484,0.0120394,0.00981144,0.0162136,0.0127427,0,0,0,0.0139562,0
91,0,0,0,0,0.0122134,0.0103748,0,0,0.0845894,0.0230744,0.034438,0.00799358,0,0,0.00891088,0,0.0143712,0.00502184,0.0391772,0.0143101,0.013954,0.0191451,0.00766698,0.0142786,0.0111384,0.0281701,0.0186924,0.0353901,0.0168321,0.034968,0.0148255,0.017362,0.10726,0.00562627,0.00390432,0.00308326,0.0488975,0.0190697,0.0437563,0.0107793,0.00848581,0,0,0.0375883,0,0.0108568,0.0202355,0.0354872,0.0397846,0.0262419,0.0251616,0.0126705,0.0134531,0.0161679,0.022317,0.0207235,0.0376813,0,0.0387486,0.0475357,0.043886,0.0181763,0.0120596,0.00975329,0.0162318,0.0127591,0,0,0,0.0133662,0
92,0,0,0,0,0.0126,0.0105093,0,0,0.0890415,0.0231034,0.0369018,0.00805063,0,0,0.0090544,0,0.0143342,0.00514646,0.0388313,0.0136907,0.0141138,0.0201308,0.00846143,0.0139043,0.0116292,0.0292129,0.0186299,0.0347995,0.0180023,0.0375265,0.0158479,0.0185004,0.113847,0.00568642,0.0039329,0.00318208,0.0493847,0.0190443,0.0438608,0.010696,0.00834348,0,0,0.0370049,0,0.0108676,0.0200729,0.0346782,0.0400515,0.0264368,0.0247407,0.0126971,0.013417,0.0167234,0.0220185,0.0200381,0.0374173,0,0.0377668,0.0471975,0.044369,0.0180904,0.012176,0.00973614,0.0162957,0.0127138,0,0,0,0.0129329,0
93,0,0,0,0,0.0129329,0.0107695,0,0,0.0921616,0.0230982,0.0390478,0.00813227,0,0,0.00922259,0,0.0143191,0.00529546,0.0383446,0.0142556,0.0142988,0.0207134,0.00906462,0.0136072,0.0120476,0.030048,0.0186384,0.0342191,0.0188625,0.0393819,0.0165742,0.0193897,0.118604,0.0057436,0.00394181,0.00320058,0.0495224,0.0190057,0.0437494,0.0107443,0.00815527,0,0,0.036307,0,0.0108693,0.0198712,0.0338141,0.0402448,0.0265815,0.0244339,0.0126475,0.0133486,0.017234,0.0218441,0.0194528,0.0370983,0,0.0372717,0.0469134,0.0445063,0.0179135,0.0123177,0.00975733,0.0164666,0.0125697,0,0,0,0.0123777,0
94,0,0,0,0,0.0130767,0.0110273,0,0,0.0940711,0.0230484,0.0405634,0.00829771,0,0,0.00932963,0,0.0143398,0.00543044,0.037852,0.0150074,0.0145073,0.020878,0.00931278,0.013382,0.0123907,0.0306308,0.0185653,0.0337784,0.0193491,0.0404309,0.0168592,0.0199416,0.121466,0.00576682,0.0039416,0.00318065,0.0494652,0.0189051,0.0435581,0.010839,0.00791567,0,0,0.0356121,0,0.0108528,0.0196851,0.033107,0.0402391,0.0267238,0.0242539,0.0123275,0.0133374,0.0176366,0.0213344,0.0190559,0.0368288,0,0.036936,0.0467471,0.0444696,0.0177509,0.0124709,0.00979324,0.0166386,0.0123524,0,0,0,0.0120202,0
95,0,0,0,0,0.0132243,0.0113131,0,0,0.0946915,0.0230066,0.0410439,0.00855757,0,0,0.00943124,0,0.0143799,0.00554572,0.0376876,0.015301,0.0147162,0.0206849,0.0092703,0.0132026,0.0125681,0.030902,0.0184605,0.0334864,0.0193581,0.0406062,0.0168541,0.0201297,0.122263,0.00569008,0.00391351,0.00315936,0.0493892,0.0187707,0.0434839,0.0108567,0.0076835,0,0,0.0348427,0,0.0108129,0.0194583,0.033084,0.0402993,0.0269397,0.0235417,0.0118364,0.013309,0.0179229,0.0208848,0.0185069,0.036374,0,0.0365694,0.0464301,0.0443841,0.0176382,0.0125334,0.00979267,0.0168549,0.0120904,0,0,0,0.0120863,0
96,0,0,0,0,0.0134661,0.0115455,0,0,0.0938758,0.0230139,0.0406597,0.00870669,0,0,0.00962625,0,0.0143705,0.00565702,0.0377972,0.0149929,0.0146754,0.0202543,0.00869539,0.0129761,0.0125934,0.0309214,0.0184609,0.0332636,0.0189701,0.040031,0.0165558,0.0200069,0.121174,0.00552861,0.00389428,0.00317402,0.0490285,0.0186698,0.0434163,0.0105478,0.00761013,0,0,0.0340868,0,0.0107777,0.0191619,0.0335983,0.0405014,0.0270879,0.0223358,0.0108724,0.0130872,0.0179417,0.0206516,0.0179833,0.0358162,0,0.0361011,0.0458662,0.0440308,0.0175502,0.0126005,0.00973676,0.0168874,0.0119655,0,0,0,0.0129088,0
97,0,0,0,0,0.0137969,0.0116499,0,0,0.0920242,0.0230771,0.0396642,0.00865353,0,0,0.00983934,0,0.0143239,0.00571297,0.037923,0.0141549,0.0144613,0.0196792,0.00775449,0.0126326,0.0125815,0.0308226,0.0184785,0.0330893,0.0183509,0.0389961,0.0160242,0.0196432,0.11864,0.00530947,0.003855,0.0031684,0.0484717,0.0186003,0.043396,0.0100083,0.0076641,0,0,0.0336003,0,0.0107374,0.0189966,0.0339388,0.0406745,0.0271044,0.0214205,0.00961656,0.0128379,0.0178685,0.0200247,0.0179455,0.0354576,0,0.0358418,0.045456,0.0435458,0.0175008,0.0126528,0.00971076,0.0167315,0.0119791,0,0,0,0.0133247,0
98,0,0,0,0,0.014488,0.01154,0,0,0.0883226,0.0233025,0.0385024,0.00907224,0,0,0.0101878,0,0.0142448,0.00556391,0.0392972,0.0130259,0.0131018,0.0177541,0.00388566,0.0121259,0.01294,0.0296895,0.0185428,0.0338525,0.0168599,0.0363907,0.0152378,0.0188619,0.112921,0.00527866,0.00380348,0.00328506,0.0341074,0.0186502,0.0372449,0.00824728,0.00832938,0,0,0.0338464,0,0.010595,0.0190106,0.0311702,0.0431702,0.027729,0.0227667,0.00577078,0.0121689,0,0.0277035,0.0117505,0.0320243,0,0.0295507,0.0432744,0.0366095,0.0172403,0.0127322,0.00970835,0.0158997,0.0129152,0,0,0,0.0130734,0
99,0,0,0,0,0.0138985,0.0115433,0,0,0.0869449,0.0231157,0.0379875,0.00409695,0,0,0.0107981,0,0.0144188,0.00586607,0.0369996,0.011715,0.0146495,0.0171339,0.00259338,0.0121893,0.0129088,0.0284876,0.0193411,0.0363394,0.0160719,0.0350284,0.0151012,0.0178441,0.109724,0.00541667,0.00378393,0.00322323,0.0214231,0.0186231,0.0214011,0.00691472,0.00843962,0,0,0.0337668,0,0.0105229,0.0188848,0.0322818,0.0237058,0.0317994,0.00426771,0.00154525,0.0122993,0.0252535,0.0157277,0.0112597,0.01592,0.0322827,0.0137254,0.0254263,0.018095,0.0164897,0.0126679,0.00968297,0.0160043,0.0127506,0,0,0,0.0130955,0
100,0,0,0,0,0.0137117,0.0111658,0,0,0.0839404,0.0231807,0.0368037,0.00424718,0,0,0.0107614,0,0.0144358,0.00575134,0.0369504,0.0111958,0.0142598,0.0154131,0.00342148,0.0114081,0.0126219,0.0272211,0.0189887,0.0361577,0.0147794,0.0325819,0.0144195,0.0172016,0.105331,0.00516883,0.00377336,0.00314862,0.0214605,0.0185195,0.0219965,0.00760614,0.00856748,0,0,0.034206,0,0.0105229,0.0190471,0.0325417,0.024483,0.0315766,0.00493683,0.00113873,0.0120211,0.0254852,0.0163566,0.0119526,0.0160531,0.0321395,0.0135123,0.0266155,0.0185088,0.0165229,0.0127982,0.00977375,0.0154777,0.0129687,0,0,0,0.0135496,0
101,0,0,0,0,0.0142138,0.0111954,0,0,0.0808892,0.0231847,0.0345112,0.00842974,0,0,0.0111104,0,0.0144798,0.00596298,0.0378306,0.0105419,0.0133511,0.0138891,0.00448647,0.0101507,0.0119906,0.0271463,0.0175414,0.0325479,0.0137995,0.0307161,0.0131178,0.0172263,0.102426,0.00476534,0.0037558,0.0031148,0.0452476,0.0182697,0.042457,0.00792374,0.00809452,0,0,0.0338657,0,0.010587,0.019329,0.0345357,0.0413935,0.0268275,0.0196534,0.00436943,0.0120101,0.0182989,0.0212463,0.017634,0.034791,0,0.0341096,0.0464869,0.041027,0.0172744,0.0130719,0.00999739,0.0156035,0.0128054,0,0,0,0.0132456,0
102,0,0,0,0,0.0142179,0.0111375,0,0,0.07832,0.0232012,0.0335593,0.00875914,0,0,0.01094,0,0.0144867,0.00587296,0.0380777,0.0103951,0.0129695,0.0117204,0.00470094,0.00956005,0.011532,0.0255108,0.0171634,0.0321688,0.0121633,0.0283571,0.0122424,0.016705,0.0988261,0.00455478,0.00373512,0.00312434,0.0462104,0.0182272,0.0438988,0.00783509,0.00826477,0,0,0.0336922,0,0.0105506,0.019286,0.0346505,0.0428883,0.0267456,0.0208325,0.00377482,0.0117255,0.0183216,0.021029,0.0186889,0.0363168,0,0,0.0477978,0.042213,0.0171612,0.0131619,0.0100425,0.0154605,0.0129331,0,0,0,0,0
103,0,0,0,0,0.0142247,0.0110131,0,0,0.0763307,0.0231807,0.0332037,0.0086673,0,0,0.0108321,0,0.0144538,0.00579742,0.0382859,0.0114099,0.0126328,0.00911672,0.00464794,0.00908708,0.0109073,0.023182,0.0169654,0.0319019,0.0102261,0.0258598,0.0113736,0.0162343,0.0954803,0.00448254,0.00370873,0.0031158,0.0433468,0.0182478,0.0417621,0.00745109,0.00846578,0,0,0.0335451,0,0.0105267,0.0191516,0.0346018,0.041248,0.0266317,0.0192626,0.00296914,0.0115326,0.0187149,0.019379,0.0179061,0.0346657,0,0.0374245,0.0461196,0.0396996,0.0170228,0.0132312,0.00997203,0.0153123,0.0130876,0,0,0,0,0
104,0,0,0,0,0.0139886,0.0104265,0,0,0.0743104,0.0233871,0.0347151,0.00644529,0,0,0.0113538,0,0.0141727,0.00582782,0.0375666,0.0156817,0.0121651,0.00697792,0.00448924,0.0090157,0.0102212,0.018889,0.017997,0.0345293,0.00743406,0.0223457,0.0111239,0.0151627,0.0905551,0.0050798,0.00369156,0.00330006,0.0184839,0.0185672,0.0204295,0.00923029,0.00968566,0,0,0.0351258,0,0.0103709,0.0192501,0.0332777,0.0243852,0.0297146,0.00696649,0.00509092,0.0114097,0.0272292,0.0150383,0.013063,0.0139093,0.0301378,0.0155751,0.0252661,0.0186948,0.0165336,0.013373,0.00985038,0.0143437,0.0142762,0,0,0,0,0
