Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
274,0,0,0,0,0.0038735,0.00413734,0,0,0,0.0149866,0.0218526,0.00614181,0,0,0.00376126,0,0.0155119,0.00288311,0.0394724,0.00417651,0.0175474,0.00552093,0.00353934,0.00168281,0.00348691,0.00754258,0.00365317,0.0287729,0.0043309,0.00925489,0.00327355,0.00741067,0.0181661,0.00312882,0.00415568,0.00157484,0.0357558,0.024231,0.0192731,0.00867312,0.00771029,0,0,0.00140644,0,0.0167255,0.00351293,0.0387833,0.0168466,0.0165593,0.0145677,0.00269292,0.00325589,0,0.0247472,0.0113394,0.00579702,0,0.0155173,0.0399193,0.00273474,0.00542297,0.00382027,0.006404,0.00222679,0,0,0,0.0120396,0.0025778,0.00821123
275,0,0,0,0,0.00257122,0.00316541,0,0,0,0.0138509,0.0218702,0.00583393,0,0,0.00232334,0,0.0154255,0.0019726,0.0389072,0.00417695,0.0180687,0.00415429,0.00236469,0.000892127,0.00300428,0.00648923,0.00271136,0.029006,0.00367632,0.00819956,0.00322133,0.00733133,0.0173114,0.00208134,0.00412517,0.00143236,0.0283298,0.0238207,0.0132742,0.00756699,0.00797264,0,0,0.00559817,0,0.0160587,0.00392474,0.0383972,0.0138192,0.0185651,0.0269325,0.00277583,0.0019152,0.0067471,0.020425,0.00735346,0.0112642,0.0201645,0.0187849,0.0350337,0.00380212,0.00346632,0.00287883,0.00523822,0.00305523,0,0,0,0.0133015,0.00242208,0.011977
276,0,0,0,0,0.00213816,0.00303755,0,0,0,0.0144401,0.0219192,0.00614738,0,0,0.00216163,0,0.0154181,0.00180457,0.0387876,0.00410407,0.0180027,0.00354274,0.00187651,0.00108043,0.00392484,0.00599916,0.00249935,0.0291504,0.00353527,0.00801895,0.00302003,0.00721128,0.0180824,0.00200757,0.00416871,0.00148774,0.0274142,0.0238756,0.0142864,0.00746178,0.00804233,0,0,0.00536908,0,0.016121,0.00383295,0.0386769,0.0151394,0.0189148,0.0270593,0.00276513,0.00188386,0.00691401,0.020431,0.00751491,0.0112341,0.0197206,0.0189237,0.0336589,0.00375088,0.00374865,0.00306404,0.00501484,0.00317872,0,0,0,0.0137352,0.00235753,0
277,0,0,0,0,0.0019077,0.00289168,0,0,0,0.0152144,0.0219315,0.006602,0,0,0.00223077,0,0.0154415,0.00187298,0.0386792,0.00418426,0.0179319,0.0032024,0.00171308,0.00146007,0.00484314,0.00564827,0.00384577,0.0291856,0.00339606,0.0080037,0.0028534,0.00696501,0.0186102,0.00218499,0.00416925,0.00147716,0.0260441,0.0238598,0.0138204,0.00722304,0.00834287,0,0,0.00572011,0,0.0161594,0.00388276,0.0389258,0.0156186,0.0193254,0.0254067,0.00277334,0.00169463,0.00678912,0.0206822,0.00719409,0.0107944,0.0198558,0.0182817,0.0311877,0.00381293,0.00376277,0.00326166,0.00475445,0.0034334,0,0,0,0.0131768,0.00234912,0.0113922
278,0,0,0,0,0.00154523,0.00261112,0,0,0,0.0156009,0.0218693,0.0070408,0,0,0.00226162,0,0.0154574,0.00188375,0.0385691,0.00475888,0.0178704,0.00292956,0.00170458,0.00216794,0.00517592,0.00538756,0.00462349,0.0291248,0.00319699,0.0078791,0.00281015,0.0067335,0.0188918,0.00236377,0.00411719,0.001402,0.0255369,0.023843,0.0141803,0.00702079,0.00845201,0,0,0.00618945,0,0.0161582,0.00409073,0.0391284,0.016322,0.0197023,0.0251742,0.0032086,0.00146412,0.00642347,0.0208145,0.00686342,0.0103695,0.0199817,0.0179616,0.0298456,0.00398291,0.00381593,0.00336226,0.00431741,0.00353182,0,0,0,0.0128008,0.00236264,0.01122
279,0,0,0,0,0.00124083,0.00233879,0,0,0,0.0164592,0.0217539,0.00780745,0,0,0.00230745,0,0.015471,0.00189492,0.0383762,0.00567069,0.0178854,0.00233134,0.00178703,0.00296703,0.00483726,0.00541166,0.00489511,0.0291816,0.00325192,0.00788017,0.00289747,0.00651892,0.0200503,0.00254075,0.00406254,0.00143975,0.0256905,0.0238173,0.0151494,0.00669383,0.00840348,0,0,0.00666554,0,0.0161441,0.00416704,0.0393528,0.0178521,0.0200138,0.025838,0.00352826,0.00127564,0.00633936,0.021316,0.00651834,0.00971617,0.0203095,0.0179386,0.0291827,0.00408975,0.00378298,0.00328504,0.00387187,0.00363779,0,0,0,0.0125907,0.00224928,0.0116814
280,0,0,0,0,0.000948359,0.00215681,0,0,0,0.0180987,0.0217739,0.00880876,0,0,0.00231968,0,0.0154381,0.00215276,0.0381235,0.00661171,0.0181388,0.00153378,0.00160915,0.00380126,0.00368129,0.00508684,0.00383913,0.0295323,0.00351124,0.00813528,0.00309485,0.00635406,0.0221808,0.0026551,0.0040974,0.00138957,0.0259295,0.0237626,0.0160165,0.00640901,0.00839857,0,0,0.0070599,0,0.0161457,0.00414501,0.0395744,0.0191362,0.0203445,0.0265431,0.00416708,0.00113492,0.00611394,0.0217784,0.00683163,0.00892006,0.0211495,0.0187058,0.0286851,0.00413608,0.00383832,0.00308067,0.00348954,0.00377426,0,0,0,0.0126717,0.00232249,0.0123718
281,0,0,0,0,0.00086667,0.00192248,0,0,0,0.019808,0.0217419,0.00986657,0,0,0.00267765,0,0.0154522,0.00242052,0.0384683,0.00754303,0.0180381,0.00104841,0.00138297,0.00480704,0.00327195,0.00464221,0.00382456,0.0300205,0.00356726,0.00823144,0.00335451,0.00637482,0.0241702,0.00298273,0.00413462,0.00127133,0.0286978,0.023708,0.0280262,0.00606398,0.00840418,0,0,0.00740477,0,0.0161186,0.00411526,0.0381221,0.0399903,0.020918,0.0302473,0.00490336,0.00091895,0.0208892,0,0.0260725,0.0187549,0.0215525,0.0149417,0.0252931,0.00422068,0.00387094,0.00296332,0.00310924,0.00364168,0,0,0,0.0122887,0.00213422,0.00857229
282,0,0,0,0,0.000984578,0.00214269,0,0,0,0.0197172,0.0216611,0.0100249,0,0,0.00318499,0,0.0155782,0.00268301,0.0376792,0.00799105,0.0188394,0.000891527,0.0014895,0.0053864,0.00347325,0.00416131,0.00382511,0.0301882,0.00368107,0.00783349,0.0033085,0.00623883,0.0241104,0.00323987,0.00416515,0.00115582,0.0260779,0.0236849,0.0167315,0.00587261,0.00898344,0,0,0.00778392,0,0.0161431,0.00413902,0.040005,0.0202863,0.021247,0.0276532,0.00596696,0.00100265,0.00523171,0.0225311,0.00782088,0.00696444,0.0234596,0.0211384,0.0276093,0.00404778,0.00386976,0.00296303,0.00322953,0.00426748,0,0,0,0.014108,0.00259705,0.0138966
283,0,0,0,0,0.00175928,0.00398784,0,0,0,0.0199896,0.0218874,0.0104432,0,0,0.00480001,0,0.0154792,0.00352208,0.037386,0.00871234,0.0192355,0.00156847,0.00133987,0.0067297,0.00363568,0.00399315,0.00421681,0.0303445,0.00396961,0.00762964,0.00346555,0.00614944,0.0243011,0.00476928,0.00423383,0.00142593,0.0263149,0.024638,0.0164365,0.00552822,0.00890417,0,0,0.00618424,0,0.0178004,0.006221,0.0402226,0.0194003,0.0214405,0.0271345,0,0.00479167,0.00468878,0.0229082,0.00689794,0.00525577,0.0245751,0.0211689,0.0276512,0.0032353,0.0102914,0.00665706,0.0055159,0.00365224,0,0,0,0.0144262,0.00360729,0.014185
284,0,0,0,0,0.00128393,0.00294999,0,0,0,0.0200888,0.0216252,0.0108104,0,0,0.00537717,0,0.0156097,0.00380151,0.0372351,0.00946872,0.019471,0.00229411,0.00117365,0.00702939,0.00361229,0.00411303,0.00468947,0.0303207,0.00399391,0.00732131,0.00340106,0.00613545,0.0241985,0.00489499,0.00427665,0.00124614,0.0262072,0.0241754,0.0150467,0.00508892,0.00923925,0,0,0.00417944,0,0.0170037,0.00446232,0.0404271,0.0169107,0.0220235,0.0255334,0,0.00258486,0.00448781,0.0229547,0.00573586,0.00313922,0.0258474,0.0213228,0.0278853,0.00346831,0.00670237,0.00476657,0.00458364,0.00431814,0,0,0,0.014152,0.0044254,0.0145197
285,0,0,0,0,0.00111184,0.00275808,0,0,0,0.020251,0.0213672,0.0112005,0,0,0.00560494,0,0.0157732,0.003863,0.0372396,0.0101898,0.0198089,0.00305755,0.000817897,0.00788997,0.00365789,0.00427582,0.00529919,0.0303723,0.00400652,0.00698522,0.00326145,0.00611338,0.0241733,0.00500912,0.00438834,0.0010443,0.0256584,0.0240413,0.0126839,0.00467403,0.00938619,0,0,0.00430898,0,0.0170053,0.00428733,0.0404752,0.0131137,0.0226661,0.0239034,0,0.00236264,0.00453858,0.0228906,0.00450658,0.00155292,0.0271061,0.0215829,0.0281404,0.00337464,0.00636949,0.00459058,0.00432759,0.00473125,0,0,0,0.0138641,0.00501438,0.014914
286,0,0,0,0,0.00131751,0.0023917,0,0,0,0.0199116,0.0211499,0.0113616,0,0,0.00591818,0,0.0158826,0.00375257,0.0375156,0.0108176,0.0204736,0.00411125,0.00245553,0.00869569,0.00367774,0.00385365,0.00566003,0.0301345,0.00416436,0.00642403,0.00304407,0.00607842,0.0233433,0.00501842,0.00441565,0.000792044,0.0235562,0.0238385,0.00864952,0.00409283,0.00976544,0,0,0.00387329,0,0.0169856,0.00383759,0.040439,0.00983849,0.0234238,0.0222094,0,0.00216572,0.00457542,0.0225842,0.00329938,0.00242582,0.0279063,0.0218784,0.0276545,0.00297672,0.00607504,0.00446223,0.00375299,0.00530841,0,0,0,0.0140581,0.00565127,0
