Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
112,0,0,0,0,0.00243843,0.00309344,0,0,0,0.0646529,0.0220142,0.0348379,0,0,0.00178038,0,0.0154296,0.00145721,0.0378232,0.0236867,0.0131057,0.00938475,0.00329159,0.00501074,0.0102281,0.0168296,0.0197706,0.0278613,0.00320171,0.0157103,0.00906022,0.0153927,0.0762123,0.00215659,0.0040471,0.0015702,0.0134708,0.0234366,0.0069216,0.00346868,0.00619477,0,0,0.00261999,0,0.0161992,0.00448442,0.0369631,0.0111492,0.022375,0.0088241,0.00717861,0.00444897,0.00353744,0.0210649,0.00395724,0.00423169,0.0286415,0.0164665,0.0148574,0.00374259,0.00417775,0.00305782,0.00625914,0.00262082,0,0,0,0.0104344,0.00791871,0.00295753
113,0,0,0,0,0.00287121,0.00336341,0,0,0,0.0611472,0.0221849,0.034495,0,0,0.00178639,0,0.0151977,0.00154999,0.0387096,0.0271672,0.0123794,0.0153621,0.00425865,0.00521609,0.0137628,0.0188204,0.0226864,0.027885,0.00391944,0.010674,0.00692463,0.015438,0.0711094,0.00221963,0.00410204,0.00163746,0.0139937,0.0236294,0.00660815,0.00377406,0.00628526,0,0,0.00255064,0,0.0163151,0.00475828,0.0370997,0.0113842,0.0219594,0.00923263,0.00769629,0.0050542,0.00386271,0.0211075,0.00364139,0.0043798,0.0283274,0.0161187,0.0162082,0.00415331,0.00410316,0.00338296,0.00635384,0.00309687,0,0,0,0.0106545,0.00903869,0.00284337
114,0,0,0,0,0.0031109,0.00346329,0,0,0,0.0586313,0.0223765,0.0332324,0,0,0.00168258,0,0.0148003,0.00159329,0.0395053,0.0274111,0.0120287,0.0175948,0.00471836,0.00504576,0.0157571,0.0207406,0.023708,0.0274753,0.00552412,0.00870737,0.00601392,0.0154025,0.067793,0.00216411,0.00425741,0.00184653,0.0143717,0.0236409,0.00667054,0.00410332,0.00622904,0,0,0.00326468,0,0.0163063,0.00513353,0.0374122,0.0115775,0.0215113,0.00989096,0.00810897,0.00547407,0.00413394,0.0210803,0.00344377,0.00466346,0.027952,0.0158668,0.017081,0.00484671,0.0043814,0.00341784,0.00652974,0.00349765,0,0,0,0.0107593,0.00944684,0.00273362
115,0,0,0,0,0.00324886,0.00345989,0,0,0,0.0562663,0.0224861,0.0315592,0,0,0.00157964,0,0.0146302,0.00149336,0.0402363,0.0260671,0.0120573,0.0179287,0.00497569,0.00489328,0.0167151,0.0218539,0.0235723,0.0267585,0.00633932,0.00802959,0.00575512,0.0153408,0.0651229,0.0020556,0.00434717,0.00190195,0.0146854,0.0236569,0.00675187,0.00439624,0.00629425,0,0,0.0037512,0,0.0163041,0.00525907,0.0377408,0.01158,0.0211039,0.0104532,0.00841038,0.0056878,0.00429574,0.0211304,0.00342621,0.0048679,0.0276278,0.0157607,0.0177352,0.00517968,0.00462918,0.00334639,0.00657582,0.00384755,0,0,0,0.0107498,0.00970229,0.00266115
116,0,0,0,0,0.0034023,0.00346068,0,0,0,0.0533181,0.0225962,0.029558,0,0,0.00152189,0,0.014567,0.00142964,0.0409575,0.0246427,0.0122757,0.0181788,0.00530502,0.00480057,0.0176733,0.0230015,0.0231709,0.0260248,0.00733539,0.00746156,0.00584418,0.0153571,0.0618083,0.00199496,0.00438297,0.00208228,0.0149067,0.0236888,0.0068697,0.00469993,0.00642268,0,0,0.00427253,0,0.016301,0.00544987,0.0380747,0.0115915,0.0207632,0.0115256,0.0087349,0.00574143,0.00438648,0.0211627,0.00341248,0.00501963,0.0272903,0.0156544,0.0182444,0.00542084,0.00493371,0.0033216,0.00657586,0.00422243,0,0,0,0.010697,0.0100757,0.0026142
117,0,0,0,0,0.00350121,0.00337981,0,0,0,0.0496742,0.022561,0.0274332,0,0,0.00146425,0,0.0146076,0.00137141,0.0416362,0.0230992,0.0126075,0.0183324,0.00571538,0.00469919,0.018639,0.0239306,0.0224743,0.0253001,0.00841653,0.00694131,0.00607056,0.0154331,0.0576619,0.00186099,0.00434221,0.00195611,0.0150482,0.0236546,0.00689885,0.00491365,0.0065313,0,0,0.00462992,0,0.0162463,0.00555429,0.038394,0.0114898,0.0204753,0.0124653,0.00899306,0.00563102,0.0044089,0.0211804,0.0033966,0.00526115,0.0270275,0.0155434,0.0188188,0.00549501,0.00488244,0.003368,0.00639103,0.00455785,0,0,0,0.0107141,0.0105603,0.00261314
118,0,0,0,0,0.0038496,0.00429132,0,0,0,0.0454493,0.0219675,0.025167,0,0,0.00199131,0,0.0151207,0.00186321,0.042285,0.0214511,0.0127752,0.0182298,0.00600837,0.00477196,0.0193506,0.0245143,0.0214234,0.0246541,0.00940075,0.00651191,0.00639464,0.01552,0.0528625,0.00232743,0.00411429,0.00113242,0.015141,0.0239556,0.00698841,0.0050899,0.00677208,0,0,0.00344523,0,0.0169242,0.00513874,0.0388518,0.0113349,0.0201963,0.0132614,0.00932677,0.00618029,0.00450085,0.021123,0.00346834,0.00559062,0.0267751,0.0153514,0.0191573,0.00495947,0.0045626,0.00396191,0.00701851,0.00447211,0,0,0,0.0107421,0.0107244,0.0026322
119,0,0,0,0,0.00408158,0.00398782,0,0,0,0.0402563,0.0213466,0.0223552,0,0,0.0024334,0,0.0156718,0.0024224,0.0430572,0.0196195,0.0127915,0.0177307,0.00602223,0.0048056,0.019496,0.0245783,0.0198825,0.0240781,0.0102554,0.0062128,0.0067733,0.0156866,0.046996,0.00249679,0.00403108,0.00130753,0.015356,0.0235463,0.00734678,0.00525717,0.00676065,0,0,0.00397228,0,0.0163103,0.00510122,0.0392932,0.0116921,0.0198106,0.0136774,0.0101507,0.00566249,0.00458433,0.0210657,0.00353916,0.00569658,0.0265131,0.0153936,0.0195052,0.00518956,0.0046153,0.00319495,0.00689186,0.0048102,0,0,0,0.0107668,0.0102828,0.00281499
120,0,0,0,0,0.00406247,0.003986,0,0,0,0.0341146,0.0213091,0.0191712,0,0,0.00222094,0,0.0156196,0.00220005,0.043944,0.0178914,0.0130519,0.0168036,0.00594163,0.00460104,0.0190689,0.0241117,0.0178899,0.0235551,0.0106635,0.00594793,0.00688981,0.0156355,0.0399376,0.00241365,0.00401751,0.00117051,0.0155794,0.0235315,0.00777948,0.00529073,0.00682699,0,0,0.00357531,0,0.0163345,0.00489939,0.0397548,0.0119207,0.0196215,0.0138871,0.0102867,0.00564331,0.00466998,0.0209231,0.00360385,0.00585279,0.0262342,0.0155248,0.0198878,0.00496485,0.00445028,0.00314951,0.00678089,0.00478303,0,0,0,0.0106817,0.00989493,0.00286976
121,0,0,0,0,0.00377421,0.00367271,0,0,0,0.0268848,0.0219235,0.0156742,0,0,0.00134374,0,0.014974,0.00126594,0.0448011,0.0163075,0.013608,0.0156803,0.0057962,0.0042596,0.0179837,0.0230014,0.0154485,0.0231248,0.0106361,0.00561726,0.00660704,0.0152445,0.0315401,0.00179572,0.0040192,0.00141101,0.0154749,0.0235511,0.00796395,0.00529684,0.00680272,0,0,0.00323038,0,0.0163746,0.00468254,0.0401239,0.0119344,0.0195001,0.0141019,0.00997426,0.00572074,0.00467944,0.0208418,0.00373241,0.00605339,0.026041,0.0155469,0.0199414,0.00483862,0.00427482,0.00316592,0.00641966,0.00467135,0,0,0,0.010588,0.00952026,0.00287098
122,0,0,0,0,0.00365863,0.00358678,0,0,0,0.0196642,0.0220497,0.0124231,0,0,0.00100631,0,0.0150477,0.000984973,0.0454895,0.0149602,0.0143867,0.01438,0.00551273,0.00404822,0.0161491,0.0209815,0.0124517,0.0229076,0.010275,0.00529691,0.00618232,0.0145296,0.0228465,0.00155716,0.00399928,0.00137621,0.0152049,0.0235387,0.00795756,0.00529233,0.0068965,0,0,0.0029249,0,0.0164166,0.00423667,0.0404185,0.0118075,0.0193871,0.0141703,0.009724,0.0055743,0.00466747,0.0208915,0.00384913,0.00618306,0.0259747,0.0155192,0.019743,0.00451181,0.00405724,0.00311481,0.0061933,0.00449429,0,0,0,0.010451,0.00894,0.00296472
123,0,0,0,0,0.00349351,0.00354326,0,0,0,0.014962,0.0216759,0.010621,0,0,0.000924791,0,0.0152918,0.00090539,0.0460026,0.0140879,0.0150178,0.013141,0.00497098,0.00367726,0.01368,0.018123,0.00870646,0.0231258,0.00959362,0.00510366,0.0058479,0.0138909,0.0161314,0.00155027,0.00387655,0.000854511,0.0151489,0.0234293,0.00814465,0.00533924,0.0067328,0,0,0.00303129,0,0.0164359,0.00413863,0.0407769,0.0115479,0.0193715,0.0143263,0.00963432,0.00522103,0.00468145,0.0209122,0.00439458,0.00634564,0.0259044,0.0155307,0.019494,0.00434702,0.00409392,0.00297931,0.00607617,0.00400275,0,0,0,0.01025,0.00801295,0.00312852
124,0,0,0,0,0.00316497,0.00325306,0,0,0,0.0138919,0.0211669,0.00971421,0,0,0.000704833,0,0.015612,0.000866735,0.045422,0.0138035,0.0162441,0.00847911,0.00394175,0.00318892,0.00949673,0.0112032,0.00357428,0.0242852,0.00667323,0.00293511,0.00388532,0.0132827,0.015361,0.00160237,0.00385349,0.000411655,0.0148362,0.0232672,0.0081912,0.00527384,0.00670675,0,0,0.00313346,0,0.0162862,0.00361473,0.0411165,0.0114657,0.0194376,0.0142755,0.00898485,0.00449935,0.00465548,0.0209152,0.00461659,0.00642231,0.0259654,0.0155641,0.0191959,0.00357594,0.00388193,0.00268979,0.00555328,0.00343127,0,0,0,0.0100274,0.00642418,0.00328806
125,0,0,0,0,0.00314855,0.00317669,0,0,0,0.0182095,0.0213089,0.0133966,0,0,0.000386373,0,0.0153762,0.00060827,0.0462831,0.0171013,0.0165651,0.0125325,0.00356541,0.00297345,0.00730997,0.0111031,0.00382807,0.0256271,0.00793295,0.00529531,0.00460054,0.0133375,0.018202,0.0013884,0.00385633,0.000592837,0.0148034,0.0232178,0.00810347,0.00513371,0.00683841,0,0,0.00322672,0,0.0162439,0.00355158,0.0415016,0.0113771,0.019462,0.0142664,0.0088127,0.00439157,0.00457809,0.0209739,0.00460057,0.00647319,0.0261027,0.0155616,0.0192861,0.00351735,0.00386309,0.00261093,0.00534816,0.00356257,0,0,0,0.0100517,0.005687,0.00326238
126,0,0,0,0,0.00285543,0.00289478,0,0,0,0.022329,0.0214434,0.0159996,0,0,0.000743531,0,0.015094,0.000780243,0.0462705,0.0202742,0.0172921,0.013288,0.00316133,0.0026458,0.00440775,0.00876085,0.00597864,0.027673,0.00734627,0.00588349,0.00464267,0.0135926,0.0226051,0.00115225,0.00388611,0.000956947,0.014672,0.0231141,0.00779325,0.00507407,0.00679906,0,0,0.00338513,0,0.0161468,0.00326597,0.0418766,0.0111744,0.0194876,0.0140643,0.00821976,0.00424261,0.00437068,0.0210151,0.00464341,0.0064925,0.0262959,0.0155201,0.019344,0.00326604,0.00372171,0.00251378,0.00489359,0.0034337,0,0,0,0.0100716,0.00454056,0.00321381
127,0,0,0,0,0.00314613,0.00353702,0,0,0,0.0254861,0.0215658,0.0186331,0,0,0.00132541,0,0.0148686,0.000982289,0.0458707,0.0234635,0.0179199,0.0136634,0.00333468,0.00277883,0.00388006,0.00782754,0.00876439,0.0299756,0.00702465,0.00654277,0.00517555,0.0142228,0.0259333,0.00083411,0.00381727,0.0011598,0.0149624,0.0232985,0.00746006,0.00499742,0.00719135,0,0,0.00555023,0,0.0165826,0.00290046,0.04209,0.0118254,0.01967,0.0134995,0.00721664,0.00540356,0.00422619,0.0213764,0.00460927,0.00655361,0.0264244,0.0159083,0.0203043,0.00257181,0.00330662,0.00304027,0.00510778,0.00358686,0,0,0,0.0105356,0.00371869,0.00344021
128,0,0,0,0,0.00291949,0.00320527,0,0,0,0.0268519,0.0206994,0.0197353,0,0,0.00116443,0,0.0156564,0.000564766,0.0457857,0.0242863,0.0192493,0.012877,0.00397223,0.00207124,0.00699063,0.00830499,0.0106418,0.0317427,0.00709825,0.00760332,0.00634038,0.0150209,0.0272752,0.00162193,0.00386405,0.000432262,0.0148234,0.0229608,0.0068893,0.00506452,0.00719827,0,0,0.00440873,0,0.0160764,0.00194937,0.0424407,0.011395,0.0193821,0.0123866,0.00692415,0.00374505,0.00433604,0.0209365,0.00396874,0.00627583,0.0264897,0.0159249,0.020483,0.00162066,0.00286157,0.00222018,0.00448734,0.00338051,0,0,0,0.0102506,0.00240378,0.00361899
129,0,0,0,0,0.00283472,0.00334179,0,0,0,0.0272769,0.0203678,0.0208104,0,0,0.00109996,0,0.0159622,0.000402184,0.0454688,0.0253919,0.0202186,0.0123138,0.00496588,0.00194547,0.010062,0.010115,0.0123201,0.0331424,0.00707241,0.00829872,0.00737494,0.015526,0.028023,0.00151486,0.00393804,0.000368274,0.0149679,0.0228889,0.00626916,0.00506066,0.00723777,0,0,0.00532245,0,0.0160687,0.00148526,0.0426037,0.0114032,0.0192967,0.0119616,0.0063738,0.00362276,0.00441196,0.0209798,0.00368926,0.00622467,0.0265248,0.0159245,0.0212387,0.00109845,0.00260327,0.00209206,0.00429273,0.00337918,0,0,0,0.0103566,0.00171238,0.00376517
130,0,0,0,0,0.00267906,0.00332849,0,0,0,0.0271128,0.0203768,0.0218479,0,0,0.00150538,0,0.0159091,0.000192062,0.0450184,0.0275431,0.0209945,0.0121988,0.00604941,0.00185935,0.0118187,0.0119321,0.0134295,0.0339865,0.00671924,0.00835425,0.00813022,0.015699,0.0281879,0.00134291,0.00399726,0.000404014,0.0153714,0.0228405,0.00542528,0.00513569,0.00719507,0,0,0.00619412,0,0.0160677,0.00117695,0.0427239,0.0114133,0.0192075,0.0113856,0.00588241,0.00393009,0.00445735,0.0210746,0.0032717,0.00617834,0.0265569,0.0158939,0.022374,0.00105848,0.00242324,0.0020196,0.00404096,0.00358452,0,0,0,0.0105585,0.00149069,0.00386325
131,0,0,0,0,0.00247411,0.00312748,0,0,0,0.0280619,0.0211481,0.0232461,0,0,0.0027431,0,0.0150841,0.00116394,0.0447774,0.0307153,0.0212462,0.012346,0.00674522,0.00157543,0.0119996,0.0128151,0.0144457,0.0345545,0.00635444,0.00813692,0.00833047,0.0152893,0.0291024,0.00196176,0.00378544,0.0013713,0.0155648,0.0228172,0.00526559,0.00530406,0.00709839,0,0,0.00638288,0,0.0161064,0.00115624,0.0428399,0.0114735,0.0192393,0.0111589,0.00543761,0.00450696,0.00452226,0.0211638,0.00328205,0.00613064,0.0264407,0.0157913,0.0230185,0.00126034,0.0025259,0.00205042,0.00389139,0.0041728,0,0,0,0.0104665,0.00166047,0.00399882
132,0,0,0,0,0.00228476,0.00285567,0,0,0,0.0283296,0.0216481,0.0236559,0,0,0.00323131,0,0.0146727,0.00172339,0.0444526,0.0330669,0.0212893,0.0121874,0.00702397,0.0017384,0.0116126,0.0125969,0.0145865,0.0347785,0.00612226,0.00780984,0.00805184,0.0150682,0.0294205,0.00213486,0.00390875,0.00201574,0.0157583,0.0228267,0.0049677,0.00540379,0.0069084,0,0,0.00611149,0,0.0160527,0.0012401,0.0429311,0.0118929,0.0191132,0.0105296,0.00535613,0.00480051,0.00456983,0.0211586,0.00293286,0.00599372,0.0262465,0.0157225,0.0237624,0.00142937,0.00260661,0.00205703,0.00367198,0.00461357,0,0,0,0.0106547,0.0019324,0.00437722
133,0,0,0,0,0.00216513,0.00263853,0,0,0,0.0292367,0.0217738,0.023276,0,0,0.00313506,0,0.0146016,0.00184674,0.0443037,0.0322228,0.0210744,0.0122433,0.0069995,0.00193637,0.0105499,0.0114918,0.0139789,0.0344904,0.00609614,0.00774931,0.00756977,0.0148107,0.0302603,0.00195008,0.00396558,0.0020274,0.015775,0.0228341,0.00490769,0.00546848,0.00660305,0,0,0.00573454,0,0.0160078,0.00134393,0.0429177,0.0129142,0.0188706,0.00977762,0.00563883,0.00481083,0.00463006,0.0211544,0.00239977,0.0059852,0.0259815,0.0158314,0.0244016,0.0015251,0.00259039,0.00202871,0.00354307,0.00497125,0,0,0,0.0109609,0.00225965,0.00471998
134,0,0,0,0,0.00222745,0.00248456,0,0,0,0.0307676,0.0214923,0.0223672,0,0,0.00251908,0,0.0148206,0.00155838,0.0442758,0.0285505,0.0206535,0.0125867,0.00662926,0.00210459,0.008779,0.0100963,0.0127593,0.0334761,0.0064754,0.0077683,0.00686027,0.0143872,0.0314256,0.00159191,0.00388445,0.00148834,0.0154465,0.0228256,0.00555084,0.00553091,0.00635889,0,0,0.00535108,0,0.0159525,0.00139126,0.0427954,0.0143213,0.018542,0.00917649,0.00609013,0.00454971,0.00468209,0.0212789,0.0020567,0.00602666,0.0256465,0.0160492,0.024688,0.00152126,0.00246887,0.00196049,0.00349286,0.00523046,0,0,0,0.0111335,0.00257289,0.00512988
135,0,0,0,0,0.00254247,0.00256617,0,0,0,0.0321065,0.0206513,0.0212541,0,0,0.00148335,0,0.0154127,0.000605762,0.0442501,0.0250603,0.020175,0.0130328,0.0060874,0.00213172,0.00661554,0.00868601,0.0110831,0.0318474,0.00718642,0.00773498,0.00587607,0.0137935,0.0321812,0.00108021,0.00390392,0.000486237,0.0148943,0.0227637,0.0068553,0.00549036,0.00625232,0,0,0.00515992,0,0.015883,0.00144519,0.0426161,0.0159377,0.0181677,0.00879338,0.00674803,0.00396777,0.00475001,0.021589,0.00210506,0.00611086,0.0252436,0.0162792,0.0246495,0.00144346,0.00230094,0.00185429,0.00362542,0.00548152,0,0,0,0.0113997,0.00289615,0.00572865
136,0,0,0,0,0.00280416,0.00257804,0,0,0,0.0331419,0.0202753,0.0214252,0,0,0.00116061,0,0.0156139,0.000508418,0.0439726,0.0237059,0.0198063,0.0129891,0.00566979,0.00224065,0.00474354,0.00737878,0.00927871,0.0301504,0.00779842,0.00773728,0.00526143,0.0131818,0.0326213,0.00100962,0.00399243,0.000622029,0.0140664,0.0227532,0.00846127,0.00546626,0.0062752,0,0,0.00495603,0,0.0158271,0.0016411,0.0424075,0.0174205,0.0178122,0.0085881,0.00728363,0.00365002,0.00479003,0.0220619,0.00255054,0.00620933,0.0248429,0.0163533,0.024025,0.00149908,0.00221939,0.00184427,0.00375086,0.00586491,0,0,0,0.011557,0.00311753,0.0065035
137,0,0,0,0,0.00336559,0.00342896,0,0,0,0.0325179,0.0204031,0.0217924,0,0,0.000784316,0,0.0158146,0.000801595,0.0435427,0.0227744,0.0195563,0.012996,0.00566009,0.00219289,0.00350484,0.00660623,0.00817802,0.0288043,0.00835214,0.00800937,0.00481064,0.01262,0.0318847,0.00121179,0.00406334,0.000572105,0.0134061,0.0230378,0.0105055,0.00533496,0.00678733,0,0,0.00764081,0,0.0164146,0.00150058,0.0422072,0.0191097,0.0175401,0.00845955,0.00751551,0.00476775,0.00483166,0.0227983,0.00331255,0.00625619,0.0244881,0.0164866,0.0230326,0.00069859,0.00270675,0.00227057,0.00464262,0.0064598,0,0,0,0.0119364,0.0034616,0.00766537
138,0,0,0,0,0.00344294,0.00336003,0,0,0,0.0302265,0.0204085,0.0205348,0,0,0.0007011,0,0.0163188,0.00105802,0.0432197,0.0207392,0.019582,0.013736,0.00563547,0.00218801,0.00216066,0.00700629,0.00838487,0.0280469,0.00857019,0.00864837,0.00482195,0.0121828,0.0300058,0.00119502,0.00435917,0.000758538,0.0124126,0.0229465,0.0123988,0.00517278,0.00670044,0,0,0.00711481,0,0.0162544,0.00121237,0.0420304,0.0203661,0.0171976,0.00855313,0.00793117,0.00427346,0.00493132,0.0232938,0.00402695,0.00623858,0.0241239,0.0163241,0.0214482,0.000305967,0.00235545,0.00196881,0.00452489,0.0060518,0,0,0,0.0118717,0.00356756,0.00870064
139,0,0,0,0,0.0034316,0.00323775,0,0,0,0.0277656,0.02042,0.0183805,0,0,0.000909636,0,0.0163208,0.000955235,0.0428773,0.018709,0.0197378,0.0150584,0.0057703,0.00233032,0.000448534,0.00910064,0.0100961,0.0281306,0.00824862,0.00965187,0.00540413,0.0115402,0.0282371,0.00103401,0.00445257,0.000846788,0.0117812,0.0227921,0.0144613,0.00512449,0.00654299,0,0,0.00669606,0,0.0161114,0.000932068,0.0418138,0.0216255,0.0168154,0.00884743,0.00801075,0.00388738,0.00500347,0.0238061,0.00473843,0.00603475,0.0237456,0.0161468,0.0196711,0.000259117,0.00202471,0.00169562,0.00427909,0.00563008,0,0,0,0.011676,0.00356659,0.00940974
140,0,0,0,0,0.00347092,0.00319411,0,0,0,0.0259221,0.0205512,0.0162496,0,0,0.00113878,0,0.0162815,0.000688478,0.0426388,0.016898,0.0199344,0.0158131,0.0060993,0.00253156,0.00262177,0.0123227,0.0124872,0.0288636,0.00822481,0.0114286,0.0062003,0.0109104,0.0268589,0.000993187,0.00426068,0.000648082,0.011697,0.0226553,0.0164082,0.00506363,0.00644965,0,0,0.00643855,0,0.0159857,0.000717764,0.0415741,0.0225266,0.016504,0.00932238,0.00772273,0.00350583,0.00504145,0.0241852,0.00527844,0.00572221,0.0233141,0.0158536,0.0174853,0.000561002,0.00177832,0.00150835,0.00408682,0.00549496,0,0,0,0.0113025,0.00360044,0.00999582
141,0,0,0,0,0.00360727,0.00326469,0,0,0,0.0239117,0.0205562,0.0142952,0,0,0.00118849,0,0.0163134,0.000669964,0.0424429,0.0153752,0.019961,0.0155193,0.00646963,0.00267023,0.00496139,0.0156129,0.0145332,0.0297075,0.00903451,0.0136324,0.00671716,0.0103493,0.0249692,0.000951912,0.00430083,0.000669719,0.0123138,0.0225717,0.0181275,0.00480034,0.00633622,0,0,0.00622882,0,0.015902,0.000678722,0.0412786,0.0228957,0.0162916,0.0099899,0.00722592,0.00309301,0.00514741,0.0244638,0.00571188,0.00551451,0.0228213,0.0153504,0.0152875,0.000838628,0.00162753,0.00139593,0.00403012,0.00560721,0,0,0,0.0109195,0.00382053,0.0106164
142,0,0,0,0,0.00385915,0.00331944,0,0,0,0.0213938,0.0205024,0.0123239,0,0,0.00111539,0,0.0163014,0.000899279,0.0420888,0.0142229,0.0197338,0.015527,0.00655744,0.00272281,0.00642208,0.0179337,0.0153603,0.0300928,0.00994211,0.0151516,0.00667798,0.00967586,0.0222516,0.000849091,0.00451462,0.000934327,0.0135345,0.0225652,0.0195587,0.00464752,0.00616331,0,0,0.00572289,0,0.0158347,0.000624495,0.0408739,0.022819,0.0159716,0.011012,0.00668868,0.00275492,0.0053252,0.0246141,0.00607318,0.00540848,0.0224324,0.0147302,0.0129645,0.000894341,0.00159154,0.00136506,0.00419228,0.00573766,0,0,0,0.010542,0.00405053,0.0111998
143,0,0,0,0,0.00409071,0.00338655,0,0,0,0.0189926,0.0206733,0.0106655,0,0,0.00104448,0,0.0160735,0.000955541,0.0416266,0.0134428,0.0193449,0.0164141,0.00647825,0.00286852,0.0071154,0.0192754,0.0151115,0.0297236,0.0103851,0.0157066,0.00621013,0.00884621,0.0196387,0.000920399,0.00437544,0.00088181,0.0154653,0.0225712,0.0205648,0.00455058,0.00614608,0,0,0.00508676,0,0.0157729,0.00061225,0.0404558,0.0224476,0.0156471,0.0120188,0.00608728,0.00260868,0.0056369,0.0246311,0.00624493,0.00562932,0.0221092,0.0141139,0.0104322,0.000880532,0.00163179,0.0013376,0.00454054,0.00547522,0,0,0,0.0100754,0.00431817,0.0117101
144,0,0,0,0,0.00421881,0.00347545,0,0,0,0.0168129,0.0209251,0.00897835,0,0,0.000963653,0,0.0160637,0.00101521,0.041007,0.0129061,0.0191221,0.0166038,0.00634686,0.00308148,0.00746305,0.0192411,0.0139529,0.0287621,0.00994637,0.0151819,0.0055005,0.00810325,0.0173538,0.000975815,0.00422007,0.000764859,0.0178413,0.0225606,0.021259,0.00449113,0.00624468,0,0,0.0045146,0,0.0156988,0.000727446,0.0401546,0.0222497,0.0154006,0.0128961,0.00550254,0.00255493,0.00591013,0.0244334,0.00593169,0.00613681,0.0216594,0.0139002,0.00743982,0.000929635,0.00163295,0.00130574,0.00476887,0.005362,0,0,0,0.00970032,0.00445625,0.0120867
145,0,0,0,0,0.00421626,0.0034893,0,0,0,0.0151831,0.0210003,0.00748404,0,0,0.00083178,0,0.015982,0.00119428,0.040426,0.01241,0.0189937,0.0163196,0.00634336,0.00320843,0.00792653,0.0185831,0.01279,0.0276729,0.00921207,0.0144859,0.00489138,0.00758265,0.0157026,0.00105516,0.00412447,0.0008422,0.020156,0.0225671,0.0216804,0.00442567,0.00640635,0,0,0.00413243,0,0.0156216,0.000860111,0.0399948,0.0226653,0.0152752,0.0136314,0.00498823,0.00251564,0.00599311,0.0239074,0.00534765,0.0066528,0.020907,0.0144066,0.00426838,0.00108092,0.00156843,0.00125027,0.00474996,0.00545341,0,0,0,0.00980416,0.00449246,0.0123649
146,0,0,0,0,0.00372241,0.00493262,0,0,0,0.0130464,0.0210402,0.00611823,0,0,0.0014631,0,0.0158544,0.00120813,0.0401199,0.0118582,0.0189293,0.0151678,0.00781275,0.00270092,0.00783908,0.0168357,0.0115954,0.0267029,0.00827442,0.0133258,0.00447488,0.00750498,0.0134616,0.000826532,0.00409758,0.000920376,0.0257494,0.0231203,0.0279978,0.00506047,0.00814117,0,0,0.0130775,0,0.0166319,0.00452123,0.0409301,0.0377061,0.0165228,0.0115753,0.00291842,0.00572747,0.00878432,0.0195363,0.00378298,0.0107943,0.0188051,0.0258492,0.0140428,0.00218837,0.00529231,0.00339926,0.00545289,0.00471294,0,0,0,0.0171462,0.00449962,0.0174068
147,0,0,0,0,0.00383787,0.00399772,0,0,0,0.0122018,0.0211146,0.00526579,0,0,0.000810871,0,0.0160577,0.00149844,0.0398487,0.0115526,0.0188803,0.0141985,0.00757331,0.00316855,0.00773395,0.0155822,0.0109287,0.0261832,0.00785042,0.0128743,0.0044269,0.00763579,0.012824,0.00103216,0.00410279,0.00118948,0.0237896,0.0227739,0.0257574,0.0046862,0.00730944,0,0,0.00694695,0,0.0158726,0.00126795,0.0404374,0.0359988,0.0161042,0.013048,0.00302865,0.00381549,0.0082043,0.0196895,0.00419657,0.0101545,0.0178767,0.0240471,0.0091989,0.000548785,0.00239278,0.00175682,0.00458033,0.00419793,0,0,0,0.0160983,0.00449336,0.0168052
148,0,0,0,0,0.00406616,0.00391735,0,0,0,0.0122105,0.0214254,0.00457483,0,0,0.000813397,0,0.0160814,0.00198556,0.0397412,0.011521,0.0188869,0.0131818,0.00690521,0.00353816,0.00745938,0.014624,0.0104033,0.0260819,0.00763149,0.0125306,0.00430085,0.00788836,0.0132576,0.000996038,0.00415168,0.00147841,0.0225801,0.0229196,0.0202697,0.00428367,0.00707441,0,0,0.00646798,0,0.0159547,0.00154729,0.0393624,0.0250113,0.0147505,0.0163437,0.00381882,0.00408689,0.00668512,0.0222699,0.00515945,0.008428,0.0186003,0.0164757,0.00772642,0.000121021,0.00269134,0.00202221,0.00501062,0.00333127,0,0,0,0.011639,0.00444298,0.0143137
