Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M,IMU_B,RTHI
155,0,0,0,0,0,0.0105911,0.0111725,0,0.0235421,0.0202675,0.0177465,0.00104784,0,0,0.016084,0,0.0164849,0.0105344,0.0422775,0.0210607,0.0204376,0.00890055,0.00518397,0.00627149,0.00432176,0.00471896,0.00954061,0.0241742,0.00528346,0.00679624,0.00611363,0.0128689,0.0241562,0.0116325,0.00476106,0.000868045,0.0496883,0.0193937,0.0468645,0.00416158,0.0128023,0,0,0.0124803,0,0.0122594,0.0105724,0.0434027,0.0584691,0.0176467,0.015956,0.00895213,0.0126751,0,0.0167672,0.017292,0,0.0367469,0.0305244,0.0416519,0.0659631,0.0100684,0.00773803,0.00704806,0.00594038,0.00980737,0,0,0,0,0,0.0112352
156,0,0,0,0,0,0.00734201,0.00896152,0,0.0194689,0.0199688,0.0159985,0.00107829,0,0,0.0108013,0,0.0164072,0.00692559,0.041908,0.0208533,0.0206943,0.0104449,0.00595651,0.0054834,0.00402705,0.00654532,0.0111476,0.0245041,0.00517247,0.00755558,0.00683099,0.0130606,0.0210863,0.00799758,0.00445126,0.000812512,0.0498851,0.0191889,0.0422558,0.0045449,0.0118578,0,0,0.0113602,0,0.0127588,0.0105678,0.043049,0.054052,0.0172831,0.0142527,0.00816296,0.0125479,0,0.0146317,0.0149158,0,0.0333383,0.0267475,0.0368242,0.064551,0.0107852,0.00697754,0.00675208,0.00471024,0.00893093,0,0,0,0,0,0.0102566
157,0,0,0,0,0,0.01216,0.0123302,0,0.01905,0.0203125,0.0144051,0.00113864,0,0,0.0198048,0,0.0166759,0.012301,0.0416766,0.0199428,0.0212738,0.0102581,0.0066614,0.00810374,0.00337993,0.00938365,0.0126851,0.0257883,0.00540322,0.0090503,0.0076581,0.0127028,0.0194945,0.0148481,0.00531726,0.000872223,0.0562843,0.0193379,0.0474195,0.0053225,0.0133707,0,0,0.0134279,0,0.0120592,0.011275,0.0429921,0.0530167,0.0175813,0.0132088,0.00735917,0.0130443,0,0.0141567,0.0137244,0,0.0353004,0.0299183,0.0368115,0.0691667,0.0105218,0.00777023,0.00734373,0.00685757,0.010272,0,0,0,0,0,0.010107
158,0,0,0,0,0,0.00717932,0.00846888,0,0.0154252,0.0199867,0.0129872,0.00138253,0,0,0.00996933,0,0.0163169,0.00599468,0.0411275,0.0201962,0.021453,0.00817487,0.00741965,0.00546224,0.0032758,0.00969657,0.0131603,0.026492,0.0062814,0.0099954,0.00846057,0.013242,0.0172646,0.0074865,0.00437434,0.00089141,0.0604961,0.0192459,0.0453118,0.00599355,0.0118029,0,0,0.0109821,0,0.0127905,0.0108491,0.0431568,0.0513535,0.0168309,0.0094252,0.00627079,0.0123042,0,0,0.0113866,0,0.0325517,0.0272774,0.0335277,0.0706059,0.0113077,0.00658166,0.00657933,0.00460556,0.00864881,0,0,0,0,0,0.00942109
159,0,0,0,0,0,0.0152788,0.0140985,0,0.0156881,0.0207364,0.0122676,0.00173283,0,0,0.0238201,0,0.0167564,0.0146439,0.0409114,0.0186689,0.0212722,0.00798046,0.00738747,0.009535,0.00283957,0.0112655,0.0132576,0.0268917,0.00686016,0.0115699,0.00830111,0.0120137,0.01735,0.0182047,0.0058816,0.000651339,0.0535833,0.0198992,0.0378325,0.00568149,0.0140794,0,0,0.0131245,0,0.011398,0.0115325,0.0425809,0.0415755,0.0170274,0.0101816,0.00544166,0.0136414,0,0.0089899,0.00914882,0,0.028195,0.0223501,0.0286453,0.0628417,0.0105473,0.00839437,0.00720572,0.0081543,0.010326,0,0,0,0,0,0.00798259
160,0,0,0,0,0,0.0180003,0.0161991,0,0.0136259,0.0210055,0.0110925,0.00219415,0,0,0.0252835,0,0.0169524,0.0157772,0.0405341,0.018096,0.0208736,0.00830529,0.00865453,0.00941408,0.00334714,0.0111197,0.012097,0.0260985,0.00693938,0.0117537,0.00775025,0.0112363,0.0169922,0.0194421,0.00641906,0.000313453,0.0486761,0.0202996,0.0277514,0.0057664,0.0148441,0,0,0.01219,0,0.011009,0.0118907,0.0421247,0.0330267,0.0168008,0.0161675,0.0032578,0.0143889,0,0.0106521,0.0072787,0,0.0236146,0.01537,0.0231414,0.0541796,0.010843,0.00907708,0.0070948,0.00978314,0.0105912,0,0,0,0,0,0.00658695
161,0,0,0,0,0,0.0158611,0.0141236,0,0.0140587,0.0212862,0.0104142,0.00229046,0,0,0.0236996,0,0.0164685,0.0142487,0.0402578,0.0165891,0.0205152,0.00953882,0.00651963,0.00893208,0.00496745,0.0122999,0.0110858,0.0252467,0.0071069,0.012669,0.00735396,0.0101146,0.0159585,0.0180251,0.00572311,0.000651129,0.0526036,0.0202519,0.0333289,0.00511914,0.0141591,0,0,0.0135332,0,0.0111271,0.0112279,0.0421591,0.0398302,0.0173648,0.0174215,0.00451159,0.0132017,0,0.0130539,0.00700216,0,0.0243239,0.016812,0.0263017,0.0581783,0.00974604,0.00872511,0.00701313,0.00792879,0.0102749,0,0,0,0,0,0.00568793
162,0,0,0,0,0,0.012698,0.0115451,0,0.0151564,0.0215725,0.00974137,0.0025115,0,0,0.0197394,0,0.0159162,0.0114152,0.0398997,0.0147625,0.0203172,0.0106867,0.00394057,0.00794513,0.00674372,0.0136388,0.0106081,0.0246729,0.00731341,0.0134678,0.00717875,0.00928519,0.0154161,0.0145808,0.00499748,0.00100526,0.0453609,0.0201337,0.0335293,0.0045005,0.0130929,0,0,0.0156762,0,0.0115577,0.00999673,0.0421079,0.0389535,0.0180151,0.0189514,0.00655464,0.0119765,0,0.0149529,0.0077272,0,0.023481,0.017883,0.0280987,0.0528947,0.00804235,0.00789452,0.0069076,0.00634376,0.00957251,0,0,0,0,0,0.00465188
163,0,0,0,0,0,0.00509494,0.00658508,0,0.0156628,0.0214431,0.00901121,0.00287649,0,0,0.00602194,0,0.015697,0.00303786,0.0393066,0.0132807,0.0201819,0.0109317,0.00197834,0.0056825,0.00764746,0.0142499,0.0104051,0.0244816,0.00743925,0.013991,0.00710202,0.00891128,0.0154241,0.00445471,0.00402261,0.00115077,0.0354704,0.0202343,0.0350833,0.00353934,0.0101397,0,0,0.0120033,0,0.012601,0.00797721,0.0420304,0.0391581,0.018557,0.0226975,0.00828683,0.0107117,0,0.0175385,0.01028,0,0.0247203,0.0193286,0.0305032,0.0505287,0.00760614,0.00576846,0.00559504,0.00614977,0.00693421,0,0,0,0,0,0.00455931
164,0,0,0,0,0,0.00443989,0.00637104,0,0.0151567,0.0216285,0.00809244,0.00279674,0,0,0.00509737,0,0.0156552,0.00248983,0.038896,0.0120541,0.0201917,0.0102136,0.00207721,0.00564686,0.0076404,0.0137596,0.010083,0.0245169,0.00719504,0.0137146,0.00682789,0.00881592,0.0150065,0.00369726,0.00402549,0.00136034,0.0362235,0.0204171,0.0382653,0.00286186,0.00996525,0,0,0.0114205,0,0.0126556,0.00765495,0.0421295,0.0433082,0.0188708,0.025529,0.00826722,0.0109535,0,0,0.0123303,0,0.0269203,0.0203167,0.0340159,0.049809,0.00744798,0.00547244,0.00530471,0.0070225,0.00717062,0,0,0,0,0,0.0048918
165,0,0,0,0,0,0.00395149,0.00605596,0,0.0144898,0.0217727,0.00734731,0.00263719,0,0,0.00498225,0,0.0155891,0.00237512,0.0388471,0.0111012,0.0202543,0.00899107,0.00260996,0.00566908,0.00716032,0.0125437,0.00949292,0.0246505,0.00669043,0.0127727,0.00648503,0.00884753,0.0145555,0.00328944,0.00405962,0.00153975,0.0360814,0.0207311,0.0400931,0.00249411,0.00988454,0,0,0.00933251,0,0.0129096,0.00689663,0.0416299,0.043596,0.0191809,0.0226818,0.00773763,0.0109018,0,0,0.0113607,0,0.0270321,0.0202133,0.0340983,0.0457448,0.0073626,0.00466492,0.00453847,0.00738714,0.0078259,0,0,0,0,0,0.00461191
166,0,0,0,0,0,0.00508341,0.00678512,0,0.0158765,0.0221059,0.00744393,0.00317031,0,0,0.00473279,0,0.0154481,0.00201708,0.0392049,0.010259,0.0199658,0.00848446,0.00307171,0.00652899,0.00680577,0.0121151,0.00918221,0.0250093,0.006421,0.0124311,0.00645228,0.00883439,0.0165899,0.00237645,0.00413195,0.00187362,0.0377358,0.020917,0.0391515,0.00266534,0.00944906,0,0,0.0112152,0,0.0128284,0.00632182,0.0404146,0.0408128,0.0172323,0.0182612,0.00845567,0.0111119,0,0,0.0159727,0,0.0231838,0.00335254,0.0164175,0.0413692,0.00656358,0.00460795,0.00467491,0.00882686,0.00789408,0,0,0,0,0,0.0150417
167,0,0,0,0,0,0.0055518,0.00685877,0,0.0163264,0.0221134,0.00709556,0.0032999,0,0,0.00473863,0,0.0154441,0.00198381,0.0394683,0.00938404,0.0199857,0.00788776,0.00327944,0.00646328,0.00636544,0.0115694,0.00876871,0.02518,0.00580548,0.0114411,0.00613231,0.00873306,0.0173458,0.00206865,0.00413458,0.00186985,0.0394666,0.0209415,0.0392539,0.0030256,0.00901706,0,0,0.0123755,0,0.0127515,0.00637275,0.0401251,0.0405604,0.017456,0.0190386,0.00762583,0.0113782,0,0,0.0152742,0,0.0231086,0.00401792,0.0159672,0.0377634,0.00625615,0.00475586,0.00488178,0.00919786,0.00789933,0,0,0,0,0,0.0154531
168,0,0,0,0,0,0.00598345,0.00690761,0,0.0170661,0.0220762,0.00699838,0.00327328,0,0,0.00467578,0,0.0154041,0.00202329,0.0394025,0.00856476,0.0200022,0.00747824,0.00333545,0.00626997,0.00596007,0.0112163,0.00851456,0.0252526,0.00528033,0.0106547,0.0058006,0.00863555,0.0182866,0.00176333,0.00415493,0.00177535,0.0402928,0.0209529,0.0380751,0.00361219,0.00870632,0,0,0.0137419,0,0.0126915,0.00653927,0.0395816,0.0387401,0.0176119,0.0198332,0.00653912,0.0114405,0,0.0192195,0.012421,0,0.0218774,0.00504407,0.0143583,0.0381816,0.00593734,0.00489726,0.00510971,0.00932682,0.00767655,0,0,0,0,0,0.014566
169,0,0,0,0,0,0.00634223,0.00683627,0,0.017565,0.0219699,0.00697019,0.00352443,0,0,0.00504817,0,0.0153766,0.00225534,0.0386092,0.00785423,0.0203117,0.00688053,0.00337382,0.00581355,0.00551532,0.0108886,0.00826496,0.0254296,0.00482468,0.0100558,0.00544646,0.00843068,0.0191226,0.00179781,0.00420744,0.00157705,0.0324684,0.0209118,0.0257318,0.00409545,0.00831301,0,0,0.0156381,0,0.0126186,0.00693331,0.0399053,0.020363,0.0179788,0.0192711,0.00556728,0.0115792,0.020082,0.00103128,0.00508028,0,0.019116,0.0129084,0.0155763,0.0334836,0.00565607,0.00523524,0.00551382,0.00912085,0.00731665,0,0,0,0,0,0.00327401
170,0,0,0,0,0,0.00687686,0.00704158,0,0.0190696,0.0218383,0.00793745,0.00354219,0,0,0.00534857,0,0.0153601,0.00236068,0.0385355,0.0070662,0.0200268,0.00632677,0.00330402,0.00505828,0.00449178,0.0102318,0.00826092,0.0260706,0.00462473,0.0101314,0.00556193,0.0082702,0.0209552,0.00174321,0.00427503,0.00150538,0.0430379,0.020936,0.037223,0.00364529,0.00832969,0,0,0.0169847,0,0.0125599,0.00739478,0.0385197,0.0377611,0.0188883,0.021834,0.00430621,0.0117407,0,0.014906,0.00929056,0,0.0220803,0.0057418,0.0144675,0.0402905,0.00559164,0.0057291,0.00578737,0.00878052,0.00738456,0,0,0,0,0,0.0126826
171,0,0,0,0,0,0.00582883,0.00619929,0,0.0196915,0.0216573,0.00864997,0.00402933,0,0,0.00358165,0,0.0154436,0.00133939,0.0380006,0.00696844,0.0203253,0.00537809,0.00318726,0.00430458,0.00411571,0.00935442,0.0080956,0.0266165,0.00440401,0.010057,0.00556928,0.00798894,0.0217842,0.000573266,0.00424408,0.00134945,0.033605,0.0211603,0.0250174,0.00385642,0.00794824,0,0,0.0154123,0,0.0127496,0.00678125,0.0393214,0.0212588,0.0194536,0.0208517,0.00360693,0.0115777,0.0179081,0.0042823,0.0077922,0,0.0196238,0.0119986,0.0159064,0.0337863,0.00544751,0.0051288,0.00528175,0.00781399,0.00666766,0,0,0,0,0,0.00514267
172,0,0,0,0,0,0.00479272,0.00536516,0,0.0205588,0.0214895,0.00980173,0.00414604,0,0,0.00102992,0,0.0155608,0.00107652,0.037966,0.00743923,0.0203839,0.00422197,0.00295156,0.00384002,0.00388349,0.00818489,0.0079429,0.0271965,0.0043009,0.00997885,0.00576571,0.00780423,0.022926,0.00211705,0.00412793,0.00107819,0.0321197,0.0213781,0.0229646,0.00387891,0.00798191,0,0,0.0130156,0,0.01288,0.00602901,0.0390588,0.0200336,0.0200671,0.0217617,0.00295506,0.011732,0.0176553,0.00540634,0.00906564,0,0.0195852,0.012672,0.0161312,0.0331123,0.005529,0.00430712,0.00464147,0.00682188,0.00607086,0,0,0,0,0,0.0061228
173,0,0,0,0,0,0.00482318,0.00529992,0,0.02143,0.0213894,0.0109137,0.00420857,0,0,0.000629699,0,0.0155556,0.000944735,0.037979,0.00802205,0.0205015,0.00288698,0.003042,0.00343011,0.00351991,0.00699295,0.00770178,0.027685,0.00424737,0.0096998,0.00587353,0.00765846,0.0240304,0.00254748,0.00405123,0.000789435,0.0305564,0.0213985,0.0215456,0.00369268,0.00814014,0,0,0.0134286,0,0.0128375,0.00615061,0.0389737,0.0198737,0.0207572,0.0229422,0.00288398,0.0119958,0.0175535,0.00645222,0.0100278,0,0.0198221,0.0139598,0.0167407,0.0316991,0.00556537,0.00431244,0.00462671,0.00587763,0.00616166,0,0,0,0,0,0.0070036
174,0,0,0,0,0,0.00489046,0.0053852,0,0.0220127,0.0214198,0.011668,0.0041193,0,0,0.000502958,0,0.0154149,0.000955736,0.0380489,0.00824753,0.0205418,0.00167783,0.00317002,0.0034186,0.00323892,0.00587871,0.00743015,0.0279583,0.00412022,0.00906466,0.00588346,0.0075919,0.0247665,0.00274007,0.00400272,0.00050791,0.0285975,0.0214068,0.0201506,0.00348899,0.00840372,0,0,0.0136365,0,0.0127796,0.0062173,0.039102,0.0196011,0.0214616,0.0240501,0.00296483,0.0121769,0.0175357,0.00702248,0.0108826,0,0.019984,0.0131984,0.0175227,0.0297247,0.00566657,0.00437925,0.0046466,0.00513981,0.00650623,0,0,0,0,0,0.00789227
175,0,0,0,0,0,0.00502235,0.00551584,0,0.0224426,0.0214088,0.0120888,0.00389882,0,0,0.000595229,0,0.0153809,0.00102955,0.0381241,0.00820627,0.0204757,0.00139981,0.00349408,0.00359933,0.00303675,0.005043,0.00724355,0.028104,0.00399821,0.00820939,0.00583729,0.00759954,0.0252839,0.00266345,0.00399429,0.000407744,0.0262745,0.0214199,0.0179976,0.00328114,0.00873791,0,0,0.0136391,0,0.0126999,0.0063497,0.0393763,0.0190416,0.0220367,0.0246605,0.0031964,0.0123862,0.0176927,0.00713924,0.0116418,0,0.0198732,0.0135105,0.0177635,0.0274803,0.00581475,0.00452987,0.00473083,0.00464879,0.0070338,0,0,0,0,0,0.00840089
176,0,0,0,0,0,0.0047811,0.00561892,0,0.0216497,0.0211318,0.0123714,0.00277988,0,0,0.00111437,0,0.0155658,0.000790181,0.0388828,0.0088498,0.0201288,0.00252826,0.00323196,0.00383601,0.00301793,0.00425129,0.00718245,0.0279288,0.00385144,0.00679042,0.00570046,0.00798419,0.0242418,0.00241956,0.00399107,0.000349973,0.0103093,0.021184,0.0231418,0.00230805,0.00967594,0,0,0.0133174,0,0.0127164,0.00684645,0.0406642,0.0314891,0.0240542,0.0217228,0.00480444,0.0126726,0.012432,0.00882153,0.0163916,0,0.022118,0.0222824,0.0330065,0.00900307,0.00644628,0.00479108,0.00482286,0.00428272,0.00843907,0,0,0,0,0,0.012815
177,0,0,0,0,0,0.00501031,0.00578882,0,0.0219446,0.0210941,0.0128462,0.00284131,0,0,0.00123521,0,0.0156058,0.000584407,0.0388143,0.00924903,0.0201409,0.00350428,0.00381004,0.00435152,0.00322032,0.0043973,0.00725725,0.0280761,0.00406873,0.00623068,0.00567859,0.00804337,0.0246363,0.0020921,0.00397691,0.000486898,0.0109395,0.021161,0.0237102,0.00202574,0.00998335,0,0,0.0138746,0,0.0126823,0.00693264,0.0409045,0.0320539,0.0243268,0.0215198,0.00508183,0.012903,0.0132006,0.00871974,0.0166838,0,0.0216783,0.0228491,0.0327203,0.0108118,0.00653722,0.004882,0.00489908,0.00446759,0.00906215,0,0,0,0,0,0.0126777
178,0,0,0,0,0,0.0053889,0.00603042,0,0.0224788,0.0210999,0.0134739,0.00294641,0,0,0.00158705,0,0.0156344,0.000767746,0.0386989,0.00999197,0.0202568,0.00424181,0.00433241,0.00498299,0.00345818,0.00476525,0.00742022,0.0282969,0.00434714,0.00610639,0.00573123,0.00796715,0.0251678,0.00177734,0.00402113,0.000640778,0.0112734,0.0211257,0.0238594,0.00183223,0.0102523,0,0,0.0145426,0,0.0126567,0.00708378,0.040958,0.0320221,0.0245202,0.021477,0.00534409,0.0131718,0.0138418,0.00867748,0.0167731,0,0.0211886,0.0228522,0.0319511,0.0118976,0.0065797,0.00500051,0.00498063,0.00479638,0.00963397,0,0,0,0,0,0.0121725
179,0,0,0,0,0,0.00594158,0.0064114,0,0.0230806,0.0211313,0.0140862,0.0031334,0,0,0.00237675,0,0.0156746,0.00122792,0.038541,0.0106911,0.0203873,0.00489255,0.00477712,0.00566047,0.003696,0.00520982,0.0076382,0.0285457,0.00462691,0.00617939,0.00579941,0.00785055,0.0257418,0.00162319,0.00408915,0.000883417,0.0111164,0.0210625,0.0234327,0.00169862,0.0104928,0,0,0.0155855,0,0.0126044,0.00734786,0.0408846,0.0316322,0.0246708,0.0217092,0.00552052,0.0135044,0.0145621,0.0086131,0.0163989,0,0.0207454,0.022569,0.0308285,0.013043,0.00658078,0.00516344,0.00518362,0.00519378,0.0102091,0,0,0,0,0,0.0119226
180,0,0,0,0,0,0.00640074,0.00676904,0,0.0251942,0.0214271,0.0149885,0.00286961,0,0,0.000826405,0,0.015599,0.000477966,0.038378,0.0110856,0.0199383,0.00487234,0.00491412,0.00707166,0.00404205,0.0055217,0.00810749,0.0288435,0.00447505,0.00657945,0.00585803,0.00763104,0.0281383,0.00152989,0.00404597,0.00108194,0.0134706,0.0213387,0.0227357,0.00442291,0.00998079,0,0,0.0157093,0,0.0125661,0.00689219,0.0408723,0.0277055,0.0215616,0.0153379,0.00332716,0.0137771,0.0250272,0.00978802,0.0120672,0,0,0.01997,0.0305025,0.0128622,0.00629408,0.00479492,0.00486355,0.00606957,0.00940217,0,0,0,0,0,0.0102378
181,0,0,0,0,0,0.00524438,0.00626343,0,0.0242044,0.0212603,0.0153378,0.00392917,0,0,0.000725022,0,0.0157677,0.00058221,0.0380602,0.0120891,0.0203852,0.00605387,0.00539593,0.00720671,0.00408935,0.00610484,0.00803522,0.029068,0.00514081,0.00635481,0.00595934,0.00765962,0.0268093,0.00188924,0.00406506,0.00088932,0.0111256,0.0212397,0.0218131,0.00156357,0.0107315,0,0,0.0141747,0,0.0127311,0.00664246,0.0409779,0.0286023,0.0249888,0.0227666,0.00552492,0.0140506,0.016512,0.00903333,0.0153094,0,0.0198995,0.0218031,0.0273261,0.0155435,0.00653192,0.00454937,0.00459067,0.0061569,0.0108935,0,0,0,0,0,0.0119264
182,0,0,0,0,0,0.00535805,0.00642823,0,0.0249775,0.0213055,0.0159865,0.00424315,0,0,0.000630603,0,0.0157978,0.000787351,0.0378197,0.0126513,0.0204137,0.00658722,0.00523552,0.00822003,0.00430146,0.00639972,0.00823396,0.0292938,0.00531958,0.0063246,0.00597244,0.00760432,0.0275556,0.00234423,0.00407771,0.000805551,0.0100579,0.021341,0.0195222,0.00190217,0.0109191,0,0,0.0136236,0,0.0127606,0.00643147,0.0409324,0.0257341,0.0251051,0.0240049,0.00561424,0.0142469,0.0176737,0.00974499,0.0148544,0,0.0193719,0.0211562,0.0254505,0.0150317,0.00646534,0.00443089,0.00439591,0.00641847,0.0112832,0,0,0,0,0,0.0119589
183,0,0,0,0,0,0.00541035,0.00654992,0,0.0257141,0.0213279,0.0165254,0.00461352,0,0,0.00114419,0,0.0158289,0.000990144,0.037499,0.0131991,0.0205181,0.00723484,0.00509835,0.00915702,0.00455311,0.00671343,0.00843237,0.0295515,0.00558287,0.00622789,0.00599224,0.00753824,0.0283838,0.00280999,0.00410004,0.000911611,0.0101833,0.021458,0.0169492,0.00252957,0.0110559,0,0,0.0133271,0,0.0128044,0.00616741,0.0409245,0.0227227,0.0250672,0.0253342,0.0056096,0.0143708,0.0196774,0.0103514,0.0140105,0,0.0183897,0.0199747,0.0234719,0.0150702,0.00629181,0.00426674,0.00419629,0.00666842,0.011478,0,0,0,0,0,0.0113009
184,0,0,0,0,0,0.0054387,0.00663614,0,0.0264985,0.021367,0.0171274,0.00512601,0,0,0.00178731,0,0.0158159,0.00108085,0.0370698,0.0138751,0.0207018,0.00798424,0.00531833,0.00999205,0.00482146,0.00704288,0.00869645,0.029919,0.00595295,0.00620336,0.00612117,0.00748319,0.0294021,0.00332547,0.00412889,0.00115103,0.0119867,0.0215998,0.0148339,0.00356925,0.0111332,0,0,0.0132692,0,0.0128365,0.00580035,0.0410687,0.0208923,0.0249281,0.0266678,0.00525676,0.0144485,0.0228191,0.0112743,0.0127426,0,0.0169675,0.0174019,0.0204631,0.0151696,0.00602921,0.00407887,0.00399609,0.00687266,0.0115117,0,0,0,0,0,0.0105921
185,0,0,0,0,0,0.00514072,0.00693334,0,0.0268194,0.0213841,0.0178047,0.00587363,0,0,0.00273584,0,0.0158286,0.00134578,0.0366631,0.0150494,0.0210019,0.00915434,0.00604817,0.0104508,0.00536854,0.00775917,0.00907725,0.0303335,0.00652459,0.00619032,0.00623275,0.00757077,0.0297605,0.00408429,0.00422177,0.00114895,0.0137366,0.0215219,0.0159247,0.00426868,0.0113799,0,0,0.0154814,0,0.0128252,0.00598153,0.041403,0.0227069,0.025029,0.0271889,0.00475071,0.0148421,0.024964,0.0121225,0.0120213,0,0.0166339,0.0165314,0.0202514,0.0153899,0.00578947,0.0041245,0.004257,0.00769015,0.0114023,0,0,0,0,0,0.0103954
186,0,0,0,0,0,0.00554752,0.0072694,0,0.0274612,0.0213476,0.0184854,0.0062614,0,0,0.00305733,0,0.0158007,0.00149665,0.0364529,0.0159722,0.0210979,0.0100188,0.00617624,0.0112953,0.00580025,0.00835326,0.00954532,0.0306546,0.00695372,0.00625738,0.00637401,0.00761372,0.0304439,0.00445832,0.00428341,0.00120668,0.0146108,0.0215085,0.0169066,0.00471355,0.0116383,0,0,0.016449,0,0.0127791,0.00616629,0.0417672,0.0238745,0.0252328,0.0272823,0.00474692,0.015023,0.026373,0.0129084,0.0118646,0,0.0164902,0.0163048,0.0209316,0.0155291,0.00567509,0.00419543,0.00434768,0.00782503,0.0115878,0,0,0,0,0,0.0104576
187,0,0,0,0,0,0.00600889,0.00759225,0,0.0282541,0.0212776,0.0192339,0.00659845,0,0,0.00311373,0,0.0158011,0.0015234,0.036338,0.0169317,0.0211971,0.0107348,0.00634345,0.0121222,0.00613714,0.0088765,0.00998123,0.0309263,0.00733721,0.00636636,0.00662371,0.00761359,0.031304,0.00463629,0.00436777,0.00132138,0.0152687,0.021477,0.0176086,0.0049521,0.0118839,0,0,0.0173741,0,0.0127394,0.00643063,0.0422286,0.0240723,0.0254212,0.0270486,0.00473049,0.0152176,0.0273617,0.0135624,0.011928,0,0.0166831,0.016083,0.0215785,0.0159452,0.0056143,0.00427955,0.00451119,0.00785266,0.0117662,0,0,0,0,0,0.0105273
188,0,0,0,0,0,0.006559,0.00790521,0,0.0290446,0.0212195,0.0199365,0.00692545,0,0,0.00276007,0,0.0159355,0.0012399,0.0362798,0.0178746,0.0213159,0.011381,0.00660442,0.0129262,0.0064566,0.00937451,0.0104275,0.0311706,0.00768668,0.00648097,0.00695338,0.00760882,0.0321628,0.00450718,0.00448663,0.00142316,0.0167726,0.0214211,0.0186175,0.00504188,0.0121301,0,0,0.0182386,0,0.0127146,0.00674391,0.0427515,0.024381,0.0257195,0.0267589,0.00475121,0.015378,0.0281065,0.0140371,0.0120109,0,0.0180764,0.0156958,0.0216319,0.0173169,0.00557235,0.00444826,0.00465835,0.00775794,0.0119856,0,0,0,0,0,0.0105327
189,0,0,0,0,0,0.00626135,0.00776763,0,0.0297774,0.0211369,0.020506,0.00720718,0,0,0.00391544,0,0.0160025,0.00158885,0.0364653,0.018814,0.0214413,0.0119707,0.00683507,0.0136689,0.00673311,0.00984123,0.0108464,0.0313184,0.00804079,0.00660528,0.00714024,0.00765539,0.0329993,0.00538842,0.00448228,0.0014725,0.0173502,0.0214737,0.0182481,0.00498799,0.0121964,0,0,0.0170758,0,0.0127953,0.00636089,0.043341,0.0238952,0.0260757,0.0262188,0.00494952,0.0154351,0.0284168,0.014391,0.0122246,0,0.0196802,0.0150145,0.021602,0.0177178,0.00554931,0.00432104,0.00438637,0.00758863,0.0119544,0,0,0,0,0,0.0105527
190,0,0,0,0,0,0.00610207,0.00767457,0,0.0304756,0.0210523,0.0210084,0.00746696,0,0,0.00456208,0,0.0160517,0.00189746,0.0367518,0.0197843,0.0215764,0.0125464,0.00706819,0.0142571,0.00703521,0.0103832,0.0112549,0.0314517,0.00844128,0.00679303,0.00726015,0.00773393,0.0338852,0.0058933,0.00452452,0.00152969,0.0169309,0.021479,0.0171644,0.00483333,0.0121905,0,0,0.0161739,0,0.012867,0.00608521,0.0438493,0.0224784,0.0264177,0.0252929,0.00507582,0.0154499,0.0283037,0.0146182,0.012793,0,0.0212742,0.013998,0.021483,0.0170577,0.00556196,0.00423352,0.00418264,0.00741406,0.0119807,0,0,0,0,0,0.0104973
191,0,0,0,0,0,0.00599701,0.00756364,0,0.0309844,0.0209594,0.0215364,0.00770585,0,0,0.00499789,0,0.0161119,0.0020241,0.0369449,0.0207679,0.0217001,0.0131474,0.00732153,0.014728,0.00738719,0.0109988,0.0116893,0.0316205,0.0087992,0.00698878,0.00736409,0.00783482,0.034521,0.0062456,0.00454433,0.0015707,0.0160234,0.0214719,0.0157878,0.004561,0.0121436,0,0,0.0153856,0,0.0129483,0.00596408,0.0441571,0.0201547,0.0268212,0.0237676,0.00512973,0.0154821,0.0277777,0.0146803,0.0135177,0,0.0230563,0.0126086,0.0210865,0.0159478,0.00552586,0.00420432,0.00398771,0.00719222,0.0120669,0,0,0,0,0,0.0103298
192,0,0,0,0,0,0.00588996,0.00744908,0,0.0314268,0.0208367,0.0221355,0.00797824,0,0,0.00529116,0,0.0161874,0.00222294,0.0372361,0.0217824,0.0218219,0.0136389,0.00753122,0.015084,0.00776666,0.011531,0.0120855,0.031819,0.0090911,0.00717468,0.00751105,0.00792779,0.0349184,0.00641813,0.00455284,0.00160965,0.0146576,0.0214509,0.0136528,0.0041359,0.0120629,0,0,0.0145544,0,0.0130516,0.0059255,0.0443284,0.0172013,0.0273135,0.0218915,0.00528475,0.0154644,0.0267015,0.0147502,0.0144131,0,0.0248797,0.0111339,0.0206728,0.0145394,0.00543737,0.00426458,0.00381089,0.00689055,0.0122198,0,0,0,0,0,0.0100319
