Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M,IMU_B,RTHI
80,0,0,0,0,0,0.00640806,0.00828327,0,0.0313921,0.0203697,0.0200305,0.00863587,0,0,0.00641778,0,0.0161967,0.00244087,0.0350465,0.0143783,0.0221147,0.0099145,0.00747703,0.0145373,0.00567558,0.00710465,0.00908081,0.0304204,0.00826593,0.00986477,0.0077922,0.00678973,0.0354122,0.00604415,0.00440459,0.00189461,0.00965224,0.0209834,0.0127813,0.00565105,0.0123339,0,0,0.0134219,0,0.0126886,0.00589225,0.0431966,0.0191427,0.02773,0.0226624,0.00569145,0.0163845,0.0280504,0.0164872,0.0158278,0.0147292,0.0231832,0.0126257,0.0223255,0.00813439,0.00624175,0.00529765,0.00510765,0.00928793,0.0130051,0,0,0,0,0,0.0124364
81,0,0,0,0,0,0.00628953,0.00818277,0,0.0313281,0.0203264,0.020325,0.00863482,0,0,0.00670873,0,0.0161625,0.00262867,0.035565,0.0155879,0.0220985,0.0102734,0.0072349,0.0142943,0.00605228,0.00771459,0.00938844,0.0306089,0.00836559,0.00981188,0.00786763,0.00692216,0.0354527,0.0060988,0.0044171,0.00194385,0.00859415,0.0209499,0.0105639,0.00519752,0.0121787,0,0,0.0128517,0,0.0127805,0.00577109,0.0432418,0.0154185,0.0280018,0.0203544,0.00593644,0.0161131,0.0264855,0.0162601,0.0167279,0.0135827,0.0250011,0.0106794,0.0209553,0.0080586,0.00625028,0.00524045,0.0048652,0.00933744,0.0131845,0,0,0,0,0,0.0119287
82,0,0,0,0,0,0.00632363,0.00812046,0,0.0311851,0.0203585,0.0205585,0.00874252,0,0,0.00695067,0,0.0160723,0.00279967,0.0362619,0.0169137,0.0220144,0.0106169,0.0069373,0.0141257,0.00647433,0.00837575,0.00973367,0.0307949,0.00846973,0.00977465,0.00791471,0.00712068,0.0352856,0.00609559,0.00445038,0.00197198,0.00975796,0.0209176,0.00816368,0.00461737,0.0121269,0,0,0.0120392,0,0.0128379,0.00575993,0.0430896,0.0112561,0.0285688,0.017157,0.00649019,0.0158218,0.0243531,0.0155225,0.0173534,0.012386,0.0271674,0.00846827,0.0204375,0.0105272,0.00626636,0.00528997,0.00463393,0.00927862,0.0135137,0,0,0,0,0,0.0114202
83,0,0,0,0,0,0.00638046,0.0079942,0,0.0308873,0.0202509,0.0206652,0.00880991,0,0,0.00715222,0,0.0161225,0.00292051,0.0370014,0.0183116,0.0219031,0.0109085,0.00662694,0.0138845,0.00699295,0.00903961,0.0100535,0.0309871,0.00853887,0.00969899,0.00796708,0.00730839,0.0349788,0.00600017,0.00444801,0.00203965,0.0125912,0.0208863,0.00657936,0.00402732,0.0121469,0,0,0.0109802,0,0.012922,0.00582873,0.0427364,0.00771766,0.0292815,0.0129915,0.00719318,0.0154986,0.0218405,0.0157641,0.0180445,0.0117432,0.0293565,0.00641699,0.0209566,0.014397,0.00628874,0.00545849,0.00441413,0.00910174,0.0139522,0,0,0,0,0,0.0110764
84,0,0,0,0,0,0.00642802,0.00794767,0,0.0305754,0.0201472,0.0207419,0.00879461,0,0,0.00767957,0,0.0161539,0.00316979,0.0377536,0.0196489,0.0216804,0.0111463,0.00642246,0.0136676,0.00755382,0.00962216,0.0103725,0.0312117,0.00859949,0.0095987,0.00801089,0.00754738,0.0345777,0.00612982,0.00439044,0.00210111,0.014546,0.020848,0.00678231,0.0036249,0.0123147,0,0,0.0101291,0,0.0129645,0.0060163,0.0424073,0.00862971,0.0301964,0.00698305,0.0078756,0.0154151,0.018991,0.0153736,0.0185704,0.0126994,0.0313582,0.0068778,0.0204321,0.0180017,0.0063553,0.0057708,0.00434759,0.00896872,0.0143799,0,0,0,0,0,0.0110077
85,0,0,0,0,0,0.00664795,0.00818396,0,0.0301764,0.0200084,0.0209305,0.00868206,0,0,0.00769122,0,0.0162431,0.00325495,0.0384468,0.0204888,0.0213472,0.0112762,0.00614524,0.0135692,0.00787265,0.0101036,0.0106043,0.0312857,0.00859266,0.00944133,0.00793849,0.00775321,0.0341337,0.0059554,0.00437026,0.0022072,0.0169714,0.0206829,0.00977724,0.00325897,0.0125677,0,0,0.0104933,0,0.0129394,0.006476,0.0422926,0.0127994,0.0308753,0.0011343,0.00856307,0.0154774,0.016394,0.0154439,0.0182174,0.015551,0.032752,0.00906294,0.0214824,0.0209381,0.00639255,0.00618564,0.00471554,0.0088274,0.0146319,0,0,0,0,0,0.0113354
86,0,0,0,0,0,0.00686923,0.00854979,0,0.0298565,0.019907,0.0209345,0.00848763,0,0,0.00759505,0,0.0163182,0.00330609,0.0389263,0.0215629,0.020941,0.0110961,0.00588474,0.0137183,0.00822264,0.0103495,0.0107097,0.0311579,0.0084967,0.00930655,0.00784849,0.00785212,0.0340298,0.00578963,0.00435432,0.00233819,0.0186363,0.0205096,0.0135601,0.00301246,0.0126867,0,0,0.0112718,0,0.012911,0.00705537,0.0423227,0.01773,0.0312947,0.00753896,0.00908564,0.0156015,0.0147911,0.0158743,0.0171279,0.0190879,0.0331898,0.0112377,0.0245354,0.0227427,0.00640792,0.00660239,0.00494259,0.00865453,0.0146076,0,0,0,0,0,0.0119943
87,0,0,0,0,0,0.00711655,0.00896162,0,0.0298132,0.0197913,0.0208051,0.0082879,0,0,0.00699769,0,0.0164673,0.00317274,0.0391395,0.0228935,0.0205812,0.0106803,0.00574474,0.0139935,0.0083874,0.0102332,0.0106079,0.0310579,0.00835766,0.00925751,0.00773605,0.00781784,0.0342992,0.0053017,0.00446093,0.00245267,0.0202414,0.0203225,0.0169939,0.00266474,0.0127215,0,0,0.0124087,0,0.01287,0.00761337,0.0424798,0.0218396,0.0312476,0.0134407,0.00936065,0.015682,0.01406,0.0164497,0.0162418,0.0213171,0.0327501,0.0126676,0.0276018,0.0237464,0.00630158,0.00685698,0.00506882,0.00848082,0.0143239,0,0,0,0,0,0.0132328
88,0,0,0,0,0,0.00688882,0.00883862,0,0.0295886,0.0197622,0.0204767,0.00824838,0,0,0.00726007,0,0.0164723,0.0032733,0.0391531,0.0239736,0.0203905,0.01037,0.005788,0.0140092,0.00829126,0.00992506,0.0103111,0.0309659,0.00827969,0.0092647,0.00753809,0.00775023,0.0344798,0.00531323,0.00447203,0.00252419,0.0236692,0.0203321,0.0195923,0.00244738,0.0126749,0,0,0.0118038,0,0.0129352,0.00750388,0.0424548,0.0244474,0.0309915,0.0142236,0.00961296,0.0154535,0.013154,0.0173156,0.0168794,0.0202013,0.0323899,0.0131282,0.0273336,0.0273265,0.0062968,0.00695215,0.00475412,0.008106,0.0143082,0,0,0,0,0,0.0143644
89,0,0,0,0,0,0.00627322,0.0082281,0,0.0298158,0.0196907,0.0198665,0.00835683,0,0,0.00866137,0,0.0164234,0.00378031,0.0392621,0.0250465,0.0202237,0.00951778,0.00629304,0.0140234,0.00790965,0.0091388,0.00976331,0.0309465,0.00816428,0.00949706,0.00746637,0.0076241,0.0351451,0.00613729,0.0043238,0.00249636,0.0286948,0.0205287,0.0235377,0.00282406,0.0124615,0,0,0.0101292,0,0.0131569,0.00681752,0.042084,0.0296421,0.0310443,0.0125645,0.00982929,0.0149754,0.012351,0.0182448,0.0180611,0.0185862,0.0326394,0.013776,0.0252082,0.0323429,0.00623625,0.00679559,0.0040765,0.00767618,0.0145315,0,0,0,0,0,0.0150182
90,0,0,0,0,0,0.00623888,0.00825509,0,0.0296716,0.0196578,0.019344,0.00860038,0,0,0.00882395,0,0.0164114,0.00392302,0.0394627,0.0261401,0.0202441,0.00900796,0.00673727,0.0142592,0.00763504,0.00866068,0.00918441,0.0308746,0.00822272,0.00979379,0.00740831,0.00745356,0.0356744,0.00622111,0.00432252,0.00252996,0.0322397,0.0205248,0.0268696,0.00304959,0.0124801,0,0,0.0102906,0,0.0131475,0.00681437,0.0416791,0.0356784,0.0312899,0.0142601,0.00973301,0.0149051,0.0134682,0.0187232,0.0185244,0.0186502,0.0327498,0.0152958,0,0.0363073,0.00612745,0.00669784,0.00407953,0.00751188,0.0146924,0,0,0,0,0,0.0154483
91,0,0,0,0,0,0.00615564,0.00810204,0,0.0293403,0.0197612,0.0188268,0.00888482,0,0,0.00860427,0,0.016328,0.00391322,0.0394231,0.0271389,0.0203194,0.0087792,0.00722154,0.0141928,0.00731735,0.00829258,0.0085542,0.0307762,0.00844255,0.0101564,0.00736779,0.00724558,0.035939,0.00597327,0.00446275,0.00259395,0.0306764,0.0204572,0.0269112,0.00316667,0.0124711,0,0,0.0103375,0,0.0131421,0.00692182,0.0410867,0.0385162,0.0316166,0.0116553,0.00951517,0.0146017,0.0130458,0.019067,0.0192608,0.0185427,0.0331601,0.0149977,0.0253338,0.0335987,0.00604031,0.00656444,0.00416371,0.00726655,0.0147877,0,0,0,0,0,0.0156417
92,0,0,0,0,0,0.0060469,0.00774406,0,0.0290455,0.0197814,0.0183406,0.00912876,0,0,0.00798153,0,0.0163479,0.00371613,0.0392369,0.0280785,0.0203208,0.00863763,0.00766438,0.0141098,0.00698167,0.00797493,0.00808064,0.0306886,0.00869358,0.0105136,0.00733312,0.00706431,0.0360967,0.00547628,0.00459478,0.00265229,0.0277029,0.0205271,0.0255249,0.00318031,0.0122955,0,0,0.00940063,0,0.0132405,0.00680798,0.0407719,0.0378155,0.0317472,0.0116508,0.00913501,0.0140059,0.0143046,0.0190999,0.0191767,0.0194407,0.0331174,0.0148733,0.0275524,0.029544,0.00610379,0.00628569,0.00389552,0.00697144,0.0147904,0,0,0,0,0,0
93,0,0,0,0,0,0.00603972,0.00750905,0,0.0302333,0.0197714,0.0191712,0.00937978,0,0,0.00780497,0,0.0163692,0.00369514,0.0390373,0.0294208,0.0203802,0.00796043,0.00827726,0.014001,0.0073994,0.0081212,0.0083927,0.0314829,0.00792903,0.0109558,0.00770615,0.00550476,0.0377242,0.00533657,0.00459506,0.00271705,0.0248541,0.0205345,0.0239995,0.00359261,0.0122809,0,0,0.009128,0,0.0133361,0.00688754,0.0405794,0.0350314,0.0322306,0.0129361,0.00881834,0.0135964,0.0163335,0.0182392,0.0180497,0.020876,0.0325427,0.0150724,0.0299947,0.0260947,0.00621448,0.00607655,0.00376832,0.00686405,0.0148935,0,0,0,0,0,0.0156021
94,0,0,0,0,0,0.00614328,0.00738194,0,0.0323002,0.0197068,0.0205705,0.00937727,0,0,0.00819276,0,0.0164439,0.00384703,0.0390463,0.0309032,0.0203294,0.00767018,0.00868827,0.0140447,0.00759707,0.00795788,0.00867355,0.0321003,0.00813377,0.0123419,0.00929671,0.00568078,0.0404704,0.00562723,0.00455148,0.0026628,0.020984,0.0206638,0.0227605,0.00404839,0.012359,0,0,0.0080571,0,0.0134195,0.00702896,0.0406158,0.0321667,0.032883,0.0144034,0.00850641,0.0134126,0.0183862,0.0174869,0.0168235,0.0230763,0.0323271,0.0157799,0.0326016,0.0229242,0.00661265,0.00596418,0.00351616,0.00678231,0.0149697,0,0,0,0,0,0.0153029
95,0,0,0,0,0,0.0062577,0.00713042,0,0.0348289,0.0195624,0.0231073,0.00939132,0,0,0.00785513,0,0.0166132,0.00379874,0.0390768,0.0329987,0.0203712,0.00827147,0.00906422,0.0137864,0.00799321,0.00821301,0.00909218,0.0328129,0.00912207,0.0142032,0.01171,0.00717547,0.0431657,0.0054791,0.00463233,0.00264128,0.0174197,0.0206805,0.0225478,0.00451943,0.0125557,0,0,0.00723789,0,0.0135021,0.00719606,0.0408527,0.031098,0.0335027,0.0155869,0.00823718,0.0131286,0.0201281,0.0169925,0.0157743,0.0238973,0.0327125,0.0168569,0.0353533,0.0187646,0.00712359,0.00587662,0.00338745,0.00656115,0.0151028,0,0,0,0,0,0.015078
96,0,0,0,0,0,0.0129349,0.0136471,0,0.0336011,0.0198968,0.0208994,0.00931661,0,0,0.013232,0,0.0186101,0.0102453,0.0394549,0.031985,0.0203888,0.00758808,0.0084643,0.0167517,0.00698531,0.00689317,0.00743869,0.0322958,0.00880005,0.0135838,0.0103036,0.00568042,0.0414642,0.010124,0.00746831,0.00320339,0.0154459,0.020397,0.0212064,0.00426149,0.0141987,0,0,0.0136414,0,0.0120558,0.00953008,0.0409096,0.0316399,0.0336423,0.0157953,0.00865346,0.0145489,0.0215241,0.0171607,0.0158335,0.0196279,0.0335897,0.016557,0,0.0150097,0.00732808,0.00788185,0.00555779,0.00973677,0.0161774,0,0,0,0,0,0.0155189
97,0,0,0,0,0,0.00674768,0.00790613,0,0.0384201,0.0193242,0.0275645,0.00917347,0,0,0.00731276,0,0.0168533,0.00394317,0.039633,0.0361107,0.0201806,0.0101327,0.00996857,0.0147149,0.00793221,0.00819409,0.00920047,0.0336667,0.0116083,0.0179637,0.0157812,0.0100692,0.0494985,0.00565129,0.0046482,0.00281766,0.0146209,0.020405,0.0197653,0.0051666,0.0127571,0,0,0.00981906,0,0.0133435,0.00748973,0.041169,0.0290087,0.0345553,0.0182656,0.0077843,0.0132413,0.0227689,0.0172627,0.0148536,0.0388398,0.0315469,0.0144347,0,0.0189455,0.00710997,0.00585538,0.00412674,0.0062854,0.0149391,0,0,0,0,0,0.0154024
98,0,0,0,0,0,0.00653194,0.00754315,0,0.039801,0.0193189,0.029551,0.00925916,0,0,0.00706705,0,0.0168859,0.00393012,0.0397216,0.0378243,0.0201718,0.0106036,0.0103324,0.0143255,0.00769638,0.00792527,0.00871962,0.0336974,0.0123598,0.0190743,0.0171855,0.0109923,0.0511725,0.00551777,0.00469594,0.00277458,0.0141519,0.020391,0.0205556,0.00522888,0.012634,0,0,0.00976504,0,0.013378,0.00735971,0.0410413,0.0293871,0.0348139,0.0187639,0.00757629,0.0130382,0.022436,0.0172282,0.0153442,0.0501188,0.0311564,0.0134725,0,0.0152138,0.00709367,0.0056848,0.00409836,0.00576783,0.0147619,0,0,0,0,0,0.0156006
99,0,0,0,0,0,0.00619122,0.00715828,0,0.040987,0.0193404,0.0313075,0.00943194,0,0,0.00668676,0,0.0168953,0.00381939,0.0396194,0.039518,0.0201506,0.0106539,0.0106981,0.0136279,0.00730437,0.00738164,0.00791806,0.0335402,0.0128179,0.0198312,0.0183454,0.0117143,0.0523815,0.00528295,0.00475838,0.00269337,0.0156545,0.0204441,0.022389,0.00526925,0.0123807,0,0,0.00971494,0,0.0133943,0.00715838,0.0407189,0.0303698,0.0351635,0.0196718,0.00720965,0.0128421,0.0215975,0.0170098,0.0160729,0.0480723,0.031331,0.0126273,0,0.013026,0.0070627,0.00549914,0.00400615,0.00530907,0.0145006,0,0,0,0,0,0.0158345
100,0,0,0,0,0,0.00576463,0.00673537,0,0.0419209,0.0193633,0.0325563,0.00920755,0,0,0.00620356,0,0.0168654,0.00358107,0.0392633,0.0407707,0.0201432,0.0102592,0.0110602,0.012723,0.00673248,0.00652063,0.00678674,0.033299,0.0130479,0.0200863,0.0192124,0.0120217,0.0529218,0.00498287,0.00484645,0.00256287,0.0149101,0.0205008,0.0218523,0.00542159,0.0120194,0,0,0.00970309,0,0.0133994,0.00695978,0.0400766,0.0302627,0.035505,0.021217,0.00675465,0.0127136,0.0213712,0.0168907,0.0160508,0.0450016,0.031662,0.0122276,0,0.0110974,0.00705989,0.00532904,0.00391777,0.00506988,0.0141579,0,0,0,0,0,0.0158975
101,0,0,0,0,0,0.00515321,0.00566934,0,0.0429359,0.019441,0.0327587,0.00883059,0,0,0.00569754,0,0.0167825,0.00313495,0.0387309,0.0409118,0.0200451,0.00912285,0.0112022,0.0109336,0.00578331,0.00483422,0.00498548,0.032906,0.0126147,0.0193406,0.0191644,0.0114403,0.0521762,0.00452474,0.00502804,0.00223504,0.0146638,0.0206974,0.0219317,0.00563811,0.011681,0,0,0.00801687,0,0.0134774,0.00689448,0.0392719,0.0305169,0.0356793,0.0229186,0.0063694,0.012502,0.022289,0.0168503,0.0147948,0.0446369,0.0316972,0.0123119,0,0.00949937,0.00761325,0.00510776,0.00342781,0.00471,0.0137733,0,0,0,0,0,0.0156678
102,0,0,0,0,0,0.00466785,0.00538153,0,0.042318,0.0195621,0.0321535,0.00847301,0,0,0.00507344,0,0.0165767,0.00273272,0.0381541,0.0397761,0.0198806,0.00834938,0.0116204,0.00999903,0.00474579,0.00299457,0.0036595,0.0324308,0.0122363,0.0184699,0.018675,0.0104653,0.0510141,0.00401873,0.00500638,0.00195619,0.0132987,0.020848,0.0205833,0.0060277,0.0112334,0,0,0.00803333,0,0.013448,0.00634818,0.0384783,0.0294364,0.0358033,0.0216307,0.00563753,0.0122373,0.0232948,0.0165737,0.0138257,0.045846,0.0316524,0.0119679,0,0.00822521,0.00734947,0.00471926,0.00311755,0.0048501,0.0131546,0,0,0,0,0,0.0155233
103,0,0,0,0,0,0.0041863,0.0051369,0,0.0430869,0.0197169,0.0313861,0.00817282,0,0,0.00461367,0,0.0164425,0.00232797,0.037589,0.0369559,0.0197025,0.00875475,0.0119702,0.00891514,0.00353945,0.00175034,0.00293386,0.0321369,0.012439,0.0178158,0.0179952,0.00891385,0.0484915,0.00361378,0.00502236,0.00160583,0.012523,0.0209449,0.0193638,0.00650207,0.0109978,0,0,0.00804653,0,0.0134244,0.00601596,0.0375417,0.0278196,0.0358706,0.0195449,0.00476652,0.0120955,0.0241889,0.0165848,0.0149559,0.0470885,0.031262,0.0111795,0,0.00721578,0.00724616,0.00446171,0.00293973,0.00507461,0.0125785,0,0,0,0,0,0.0155757
104,0,0,0,0,0,0.00378296,0.0052274,0,0.044388,0.0200312,0.0301954,0.00782955,0,0,0.00398624,0,0.0162691,0.0019675,0.0369187,0.0319883,0.0199849,0.0126421,0.0124963,0.0086068,0.00231599,0.00734319,0.00617958,0.0316811,0.0132758,0.0187621,0.0168648,0.00660582,0.0477852,0.00318004,0.00488223,0.00127863,0.00956691,0.0211095,0.0116748,0.0066463,0.0106729,0,0,0.00854694,0,0.0135166,0.00512316,0.0368704,0.0187052,0.0354284,0.0058124,0.00367409,0.0113308,0.0217698,0.0158025,0.0223991,0,0.0319496,0.00814599,0,0.00888134,0.00634229,0.00392982,0.00268244,0.00555476,0.0120289,0,0,0,0,0,0.0158343
105,0,0,0,0,0,0.00415308,0.006501,0,0.0428659,0.0203526,0.0254086,0.00747621,0,0,0.00389832,0,0.0160918,0.00206026,0.036849,0.0230816,0.0203089,0.0169646,0.0134861,0.00836966,0.00182377,0.0125195,0.0110661,0.0311448,0.013807,0.0195842,0.0135956,0.00333718,0.0460432,0.00301079,0.00465796,0.001082,0.0101995,0.0207013,0.00841945,0.00675037,0.0105312,0,0,0.0146733,0,0.0131298,0.00536165,0.0365335,0.0143805,0.0348578,0.0020177,0.00235641,0.0122766,0.0212893,0.0162278,0.025994,0,0.0314727,0.00643099,0,0.0101802,0.00468757,0.00501012,0.00391221,0.00672229,0.0112084,0,0,0,0,0,0.0159373
106,0,0,0,0,0,0.00388091,0.00642957,0,0.0450383,0.0206688,0.0222996,0.00656459,0,0,0.0035339,0,0.0159305,0.00158665,0.0365292,0.0159185,0.0199956,0.0214285,0.0136493,0.00715584,0.00412237,0.0178765,0.0158227,0.031163,0.0155164,0.0219434,0.0120223,0.00627222,0.0473501,0.00264694,0.00452836,0.000683772,0.0106123,0.0207946,0.00735537,0.00653665,0.010223,0,0,0.015223,0,0.0129997,0.0052623,0.0362551,0.0118735,0.0343732,0.00107738,0.00194416,0.0123097,0.0202945,0.0163099,0.0267132,0,0.0311694,0.00600991,0,0.010066,0.00443486,0.00511604,0.00394343,0.00721003,0.0104761,0,0,0,0,0,0.0159261
107,0,0,0,0,0,0.00318372,0.00614099,0,0.0510773,0.0209434,0.0234055,0.00549711,0,0,0.00344683,0,0.0158425,0.00128882,0.0363311,0.0147935,0.019705,0.0224248,0.0134665,0.00530678,0.00559279,0.0207301,0.0175059,0.0315499,0.0161939,0.0241665,0.0123792,0.00761003,0.0527698,0.00231466,0.00441122,0.000764805,0.0112736,0.0209348,0.00633708,0.00596989,0.0098296,0,0,0.0151021,0,0.0129477,0.00479132,0.0363719,0.00984309,0.0338043,0.00029646,0.00186523,0.0123737,0.0190125,0.0162974,0.0264468,0,0.0311128,0.00567639,0,0.0108784,0.00444434,0.00490555,0.00376051,0.0076222,0.00978092,0,0,0,0,0,0.0158599
108,0,0,0,0,0,0.00273957,0.00599133,0,0.0563524,0.0211988,0.0249384,0.00408503,0,0,0.00392634,0,0.015829,0.00144214,0.0363797,0.0151705,0.0193662,0.0226631,0.01287,0.00408062,0.00681701,0.0228919,0.0186924,0.0320046,0.0166472,0.0259817,0.0126002,0.0090723,0.0583871,0.00240142,0.00424825,0.00106487,0.0120901,0.0210157,0.0054238,0.00526532,0.0094702,0,0,0.0152249,0,0.0129245,0.00450139,0.0367537,0.00878616,0.0332822,0.000666566,0.00191627,0.0123906,0.0180068,0.0173154,0.025061,0,0.0311639,0.00537028,0,0.0122598,0.00426771,0.00470118,0.00360133,0.00800745,0.0093029,0,0,0,0,0,0.0160711
109,0,0,0,0,0,0.00235367,0.00589584,0,0.0606956,0.0213906,0.0266769,0.00313705,0,0,0.00457221,0,0.0158682,0.00176384,0.0365249,0.0165426,0.0190769,0.0226299,0.0119076,0.00319012,0.00787196,0.0245503,0.0194219,0.0325144,0.0170044,0.0276226,0.0129011,0.0106097,0.0639764,0.00279944,0.00411882,0.00128356,0.0130094,0.0210512,0.00462073,0.00470609,0.00915889,0,0,0.015326,0,0.0129106,0.00441203,0.0370907,0.00841651,0.0329262,0.00168957,0.00200179,0.0123608,0.017454,0.0181747,0.0222666,0,0.031188,0.0050332,0,0.0137627,0.0040136,0.00460509,0.00351404,0.00828996,0.0089701,0,0,0,0,0,0.0163327
110,0,0,0,0,0,0.00200636,0.00582193,0,0.0642939,0.0215218,0.0283018,0.00264099,0,0,0.00507197,0,0.0158933,0.00204258,0.0365863,0.0186333,0.0188762,0.0223732,0.0107686,0.00254582,0.00871807,0.0257324,0.0196704,0.0329704,0.0171261,0.0290927,0.0134863,0.0121773,0.0700368,0.00322798,0.0040978,0.00138861,0.0137987,0.0210777,0.00392658,0.00452243,0.00893528,0,0,0.0153493,0,0.0129026,0.00440739,0.0374046,0.00839296,0.0327422,0.00253925,0.00197044,0.0123587,0.0173637,0.0185286,0.0210103,0,0.0310886,0.00463145,0,0.0149701,0.00373544,0.00461589,0.0034771,0.00845512,0.00868675,0,0,0,0,0,0.0164588
111,0,0,0,0,0,0.00177343,0.00576194,0,0.0678319,0.0215654,0.0301579,0.00233512,0,0,0.00534023,0,0.0158981,0.0021863,0.036497,0.0214344,0.018482,0.0219158,0.00956429,0.00221096,0.00930753,0.0266073,0.0192464,0.0330874,0.0172599,0.0303471,0.0140976,0.0137231,0.0772704,0.00358474,0.00411517,0.00144168,0.0141942,0.0211008,0.00314573,0.00457595,0.0087524,0,0,0.0153475,0,0.0129295,0.00439556,0.0377974,0.00858156,0.0326236,0.00325214,0.00180877,0.0122521,0.0175467,0.0187127,0.0212199,0,0.0308063,0.00403538,0,0.0157997,0.0034568,0.00462567,0.00342484,0.00841659,0.00843305,0,0,0,0,0,0.0164716
112,0,0,0,0,0,0.00183166,0.00570641,0,0.0714194,0.0214151,0.0315752,0.00221903,0,0,0.0053902,0,0.016004,0.00213143,0.0365082,0.0249939,0.0181274,0.0215648,0.00840013,0.00218111,0.00981093,0.0274318,0.0183923,0.0329496,0.0175578,0.031408,0.0146819,0.0150212,0.0835044,0.00380005,0.00404616,0.00146293,0.0137393,0.0210796,0.00443967,0.00499461,0.0087436,0,0,0.0150394,0,0.0129783,0.00437734,0.0377881,0.00896321,0.032762,0.00290473,0.00176194,0.0119544,0.0181583,0.0169112,0.0199715,0,0.0301174,0.00393688,0.0184365,0.0155096,0.0032933,0.00458381,0.00336334,0.00822853,0.0083614,0,0,0,0,0,0.0160439
113,0,0,0,0,0,0.00232037,0.00581282,0,0.0739649,0.0213003,0.0329722,0.00208142,0,0,0.00534685,0,0.016046,0.00210625,0.0364094,0.0279971,0.0179257,0.0213601,0.00735084,0.00219268,0.0101289,0.02822,0.0173509,0.0325518,0.0181892,0.0325436,0.0154661,0.0160321,0.0874603,0.00383318,0.00404475,0.00124661,0.0133431,0.0210322,0.00419319,0.00503674,0.00875789,0,0,0.0154314,0,0.0129583,0.00476958,0.0376554,0.00930501,0.0324332,0.00242073,0.00152226,0.0118128,0.0183669,0.0167173,0.0199296,0,0.0297178,0.00322478,0.0166731,0.0156206,0.00300026,0.00495387,0.00356343,0.0080884,0.00821972,0,0,0,0,0,0.0158543
114,0,0,0,0,0,0.00289736,0.0060387,0,0.0748971,0.0212405,0.0341394,0.00211856,0,0,0.00553804,0,0.0160186,0.00230502,0.0363761,0.0283764,0.0178421,0.0213813,0.00678986,0.00227517,0.0104291,0.0290531,0.0164225,0.0321867,0.0189253,0.0335447,0.0163237,0.0167763,0.0887059,0.00399669,0.00409147,0.00102749,0.0133274,0.0209913,0.0040527,0.0050693,0.00887155,0,0,0.0160443,0,0.0129131,0.00522064,0.0372796,0.00936134,0.0319775,0.00199052,0.00151401,0.01181,0.0184258,0.016472,0.0197223,0,0.029283,0.00261459,0.0162777,0.0159361,0.00283985,0.00532655,0.00374813,0.0082016,0.00820844,0,0,0,0,0,0.0154867
115,0,0,0,0,0,0.00361446,0.00651542,0,0.0746901,0.0212092,0.0350343,0.00226273,0,0,0.00622281,0,0.0159576,0.00282431,0.0363883,0.027053,0.0177802,0.0213037,0.00681761,0.00232619,0.0106261,0.0297367,0.0157036,0.0318953,0.019421,0.0341617,0.0171123,0.0172917,0.0882182,0.0044293,0.00408094,0.000916651,0.0136007,0.0209519,0.00393296,0.00513923,0.00914308,0,0,0.0171563,0,0.0128556,0.0055231,0.0368054,0.00905676,0.0313858,0.00212805,0.00207876,0.0119111,0.0183694,0.0160957,0.0194256,0,0.0287846,0.00332788,0.0163052,0.016461,0.00270348,0.00579324,0.0038982,0.00863608,0.00840987,0,0,0,0,0,0.0149356
116,0,0,0,0,0,0.00398304,0.0062675,0,0.0737682,0.021188,0.0358862,0.00286797,0,0,0.00376063,0,0.0159545,0.00147924,0.0365619,0.0256413,0.0164182,0.0200654,0.00433189,0.0017752,0.0103244,0.0298985,0.0144696,0.0298541,0.0195024,0.0341985,0.0176349,0.0178783,0.0876505,0.00239416,0.0040803,0.0010081,0.0145491,0.0210215,0.012739,0.00304846,0.00841632,0,0,0.0159756,0,0.012959,0.0049634,0.0375962,0.01709,0.0255961,0.00614064,0.00215895,0.0111981,0.0192636,0.0218788,0.0263712,0,0,0.0155886,0.0248157,0.0161533,0.00304953,0.00560443,0.00358547,0.00813051,0.00638844,0,0,0,0,0,0.0204727
