Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
12,0,0,0,0,0.0128261,0.0149273,0,0,0.0166196,0.020488,0.00660507,0.00465491,0,0,0.0144173,0,0.0158677,0.00853306,0.0382204,0.0111226,0.0261536,0.0172287,0.0207855,0.0121328,0.01106,0.0147397,0.00968159,0.0317638,0.0117052,0.0158471,0.00687783,0.00877691,0.0202458,0.00791113,0.00385512,0.00420237,0.0146494,0.0167859,0.0157181,0.01835,0.00607087,0,0,0.0253179,0,0.0107824,0.0208785,0.0419677,0.0211331,0.0335969,0.0133957,0.0134894,0.021884,0.0183071,0.027763,0.0171135,0.0181026,0.00791637,0.0236253,0.0118576,0.0153933,0.0195978,0.0228521,0.0144663,0.0117597,0.0209505,0.00460023,0,0,0,0
13,0,0,0,0,0.0129842,0.0152836,0,0,0.0159391,0.0201873,0.00675047,0.00439306,0,0,0.0150243,0,0.0161764,0.00855288,0.0375725,0.0124596,0.0263837,0.0173827,0.0215968,0.0122915,0.00917889,0.0135621,0.00916475,0.0316076,0.011246,0.0151291,0.00682871,0.00864222,0.0192511,0.00827629,0.00411393,0.00413514,0.0152466,0.0165572,0.015352,0.0181702,0.00621282,0,0,0.0252603,0,0.010903,0.0213692,0.0418129,0.0199932,0.0335855,0.0133101,0.0140143,0.0227018,0.0186068,0.0279378,0.0177368,0.0184533,0.00720706,0.023442,0.0120265,0.0147429,0.0206841,0.0237294,0.0146743,0.0120297,0.021229,0.00457154,0,0,0,0
14,0,0,0,0,0.0135894,0.0161777,0,0,0.0172132,0.0198764,0.00778015,0.00469735,0,0,0.0166013,0,0.0162073,0.00923825,0.0370889,0.0142269,0.027077,0.0172186,0.0242649,0.0131436,0.00818251,0.0130989,0.0088733,0.0320237,0.0106368,0.0144611,0.00700261,0.00888215,0.0205809,0.00916768,0.00411232,0.00423007,0.0267277,0.0162699,0.0357139,0.0186751,0.00681234,0,0,0.0248364,0,0.0111021,0.0220568,0.0438468,0.0405492,0.0346076,0.0176814,0.0170029,0.0238749,0.0209597,0.0260004,0.0185931,0.02476,0.0198686,0.0245073,0.023777,0.0328737,0.0246888,0.0250884,0.0152878,0.0123463,0.0221601,0.00478285,0,0,0,0
15,0,0,0,0,0.0133674,0.0161505,0,0,0.0149231,0.0199627,0.00685188,0.00480959,0,0,0.016439,0,0.0159257,0.00913365,0.0369699,0.016176,0.0266463,0.01649,0.0218559,0.0126784,0.00849675,0.0122496,0.00895872,0.0334734,0.00966053,0.012095,0.00641917,0.00911825,0.0174764,0.00897776,0.00393576,0.00415346,0.042746,0.0163298,0.0427028,0.0177477,0.00633956,0,0,0.0249012,0,0.0110816,0.0220904,0.0416156,0.0432249,0.0337527,0.0174391,0.0145533,0.0239837,0.0208046,0.0319526,0.0208815,0.0226258,0.0116261,0.029593,0.0204106,0.0244261,0.0551165,0.0252,0.015452,0.0124421,0.0220076,0.00479612,0,0,0,0
16,0,0,0,0,0.0124878,0.0148253,0,0,0.0181887,0.0205814,0.00830783,0.00592262,0,0,0.0143874,0,0.0155965,0.00811968,0.0365052,0.017306,0.0285762,0.016154,0.0227327,0.0109813,0.00937352,0.0127291,0.00871562,0.0341369,0.00938853,0.0116032,0.00639431,0.00878362,0.0210451,0.00777753,0.00371737,0.00382997,0.0711652,0.0167184,0.0856362,0.0160415,0.00554019,0,0,0.0259323,0,0.0108881,0.0212916,0.0455029,0.0925611,0.0308012,0.0311739,0.0144735,0.0229969,0.0240357,0.0289386,0.0237921,0.0349625,0.0437546,0.0433509,0.0512443,0.0632649,0.0708979,0.0238461,0.0150391,0.0121522,0.0202949,0.00570929,0,0,0,0
17,0,0,0,0,0.0129945,0.0156131,0,0,0.0166623,0.0203187,0.00799518,0.00594228,0,0,0.0158198,0,0.0158297,0.00886976,0.0361583,0.0184999,0.026673,0.0145622,0.020978,0.0121358,0.00921935,0.0112648,0.00811914,0.0343663,0.00878022,0.00943832,0.00597935,0.00857566,0.0187726,0.00895353,0.00381685,0.00400988,0.057209,0.0165854,0.0593109,0.0171862,0.00538856,0,0,0.0257934,0,0.0109187,0.0214166,0.0419965,0.0544094,0.0337288,0.0205117,0.0149178,0.0239566,0.0221002,0.0333709,0.0242272,0.0270351,0.0132375,0.0325212,0.026314,0.0322161,0.0724858,0.0242503,0.0151776,0.0119923,0.0212864,0.0060356,0,0,0,0
18,0,0,0,0,0.012489,0.0147907,0,0,0.0177193,0.0206291,0.00854292,0.00522472,0,0,0.014752,0,0.015623,0.00821682,0.0363681,0.0186812,0.026466,0.0133947,0.0210632,0.0110628,0.00845822,0.0107559,0.00746978,0.0335289,0.00855551,0.00902237,0.00589699,0.00820545,0.0201203,0.00822711,0.00371884,0.0036815,0.0239079,0.0167041,0.0172063,0.015787,0.00463945,0,0,0.0266186,0,0.0107871,0.0208616,0.0406618,0.0164422,0.0324087,0.0125525,0.0151153,0.0234127,0.0191815,0.0293947,0.0189592,0.0199217,0.00746307,0.025057,0.0138912,0.0153283,0.0345694,0.023369,0.0148274,0.0117287,0.0202852,0.00625544,0,0,0,0
19,0,0,0,0,0.0120735,0.0138713,0,0,0.0168517,0.0209301,0.00886315,0.00604626,0,0,0.0136681,0,0.0154516,0.00756282,0.0357778,0.0183076,0.0267257,0.0126865,0.0182347,0.0102291,0.00758731,0.0101115,0.0074358,0.033283,0.00831458,0.0082839,0.00542079,0.00745035,0.0183734,0.00751484,0.00363187,0.00346568,0.0409121,0.0169297,0.0384087,0.015717,0.00427021,0,0,0.0273827,0,0.0105915,0.0202806,0.0404587,0.0331347,0.0321145,0.0132469,0.0126672,0.0228122,0.0219271,0.0328564,0.0221409,0.0234179,0.0106031,0.0318288,0.0210843,0.0233892,0.0575879,0.0223383,0.0144824,0.0114952,0.0191465,0.00702378,0,0,0,0
20,0,0,0,0,0.011937,0.013343,0,0,0.01728,0.0210926,0.00922465,0.00612271,0,0,0.0128755,0,0.0153088,0.00713512,0.035621,0.0174752,0.0269966,0.0124626,0.0180367,0.0097983,0.00684849,0.00992702,0.00716852,0.0326258,0.00823695,0.00836826,0.00515345,0.00702432,0.0185527,0.00708049,0.00353653,0.00340922,0.0328479,0.0170014,0.0296644,0.0149297,0.00432433,0,0,0.0278317,0,0.0105333,0.0200952,0.0403193,0.0256997,0.0317572,0.0121019,0.0127979,0.0226439,0.0218467,0.0312177,0.0219212,0.0229972,0.00979685,0.0290789,0.0185641,0.0228172,0.0488306,0.0219635,0.0143957,0.0114261,0.0184815,0.00732988,0,0,0,0
21,0,0,0,0,0.0120847,0.0132264,0,0,0.0184042,0.0211489,0.00939079,0.00505794,0,0,0.0125361,0,0.0152923,0.00703438,0.0364707,0.0161793,0.0268187,0.0125174,0.0206388,0.00970732,0.0064681,0.0103762,0.00673261,0.0316618,0.00818128,0.00916432,0.00508041,0.00699211,0.0205577,0.00696521,0.00346551,0.0034385,0.0195364,0.0169022,0.0277478,0.0141644,0.00473773,0,0,0.0277285,0,0.0106521,0.0201743,0.0409271,0.0489287,0.0316948,0.0133398,0.0158412,0.0228233,0.0190507,0.0247415,0.0195226,0.0216168,0.0210459,0.0174251,0.0195525,0.0330934,0.0147539,0.0222932,0.0144432,0.0114469,0.0183317,0.00705691,0,0,0,0
22,0,0,0,0,0.0119282,0.0126805,0,0,0.0178918,0.0213732,0.00961486,0.00548271,0,0,0.0117168,0,0.0152101,0.0066914,0.036724,0.0150996,0.0267485,0.0127124,0.0198815,0.0092829,0.00627251,0.010532,0.00682173,0.0315453,0.00815479,0.00942851,0.00504396,0.00675323,0.0198617,0.00645507,0.00342628,0.0033647,0.0207749,0.0171492,0.0309161,0.013743,0.00463291,0,0,0.0281502,0,0.0104661,0.0198294,0.0408519,0.054306,0.0317533,0.0144604,0.0158215,0.0223343,0.0178633,0.0249219,0.0205492,0.0220938,0.0234615,0.017045,0.021732,0.0366718,0.0127285,0.0216553,0.0143765,0.011331,0.0177467,0.00754659,0,0,0,0
23,0,0,0,0,0.0118542,0.0123998,0,0,0.0168447,0.0214477,0.00944432,0.00509252,0,0,0.0113088,0,0.0152401,0.00648488,0.0371231,0.0140696,0.0264964,0.0127104,0.0197053,0.00900857,0.00612447,0.0105654,0.00685957,0.0315148,0.00817372,0.00977253,0.00505802,0.00662436,0.0186031,0.00618206,0.00345236,0.00329798,0.0182255,0.017182,0.0303561,0.0124751,0.00431785,0,0,0.0289649,0,0.0104319,0.0196806,0.0404863,0.0546238,0.0310933,0.0156907,0.0159658,0.0221093,0.0200907,0.0254019,0.0215599,0.0222676,0.0236993,0.0170074,0.0221241,0.0373206,0.0137305,0.0213689,0.0141899,0.0112436,0.0174084,0.00754421,0,0,0,0
24,0,0,0,0,0.0117775,0.0121818,0,0,0.0157082,0.0214564,0.00895204,0.00477233,0,0,0.0108476,0,0.0151814,0.00625917,0.0376254,0.0131483,0.0263314,0.0125876,0.0195278,0.00877457,0.0060895,0.0104987,0.00685497,0.0315697,0.00828317,0.0101123,0.00520352,0.00652171,0.0172754,0.00589985,0.00348996,0.00315063,0.0146729,0.0172964,0.0286266,0.0112001,0.0038506,0,0,0.0298319,0,0.0103649,0.0195562,0.0401622,0.0527342,0.0304187,0.0167654,0.0161018,0.021708,0.0218311,0.026023,0.0224553,0.022604,0.0227839,0.0169879,0.0217518,0.0366978,0.0175081,0.0209582,0.014051,0.011181,0.0171263,0.00757915,0,0,0,0
25,0,0,0,0,0.0116655,0.0119819,0,0,0.0141911,0.0214375,0.00832715,0.00469579,0,0,0.0102045,0,0.0150305,0.00610975,0.0378392,0.0122914,0.0262667,0.0123099,0.0192538,0.00858123,0.00607277,0.0103033,0.00672917,0.0315733,0.00833767,0.0100938,0.00524665,0.00631071,0.0155513,0.00559881,0.00352696,0.00302759,0.01277,0.0174664,0.0252449,0.0100283,0.00336268,0,0,0.0307676,0,0.0103243,0.019457,0.0399024,0.0482947,0.029835,0.0179798,0.01625,0.0211613,0.022419,0.0267783,0.0230795,0.0229209,0.021019,0.0170846,0.020664,0.034554,0.0239159,0.0204485,0.01383,0.0111196,0.0168616,0.0076958,0,0,0,0
26,0,0,0,0,0.0114305,0.0116995,0,0,0.0122591,0.0215091,0.00788693,0.00484543,0,0,0.00976651,0,0.0149158,0.00590085,0.0373508,0.0117121,0.0263565,0.0118899,0.0182613,0.00858789,0.00590529,0.00983336,0.00657859,0.0316777,0.00825487,0.00955396,0.00510705,0.00586302,0.0129967,0.00525413,0.00352673,0.00297615,0.0273325,0.0176821,0.0130775,0.00851947,0.00281676,0,0,0.0319325,0,0.0102419,0.0192935,0.0394692,0.0266315,0.0290017,0.0205529,0.0157152,0.0206102,0.0229191,0.0288678,0.0235992,0.0227741,0.0148218,0.0195264,0.0174026,0.0252707,0.0383117,0.0198763,0.0135886,0.010977,0.0165163,0.00791983,0,0,0,0
27,0,0,0,0,0.011311,0.0116311,0,0,0.0109517,0.0214695,0.00796915,0.00492066,0,0,0.00970364,0,0.0149059,0.005769,0.0370024,0.0114456,0.0263354,0.0116488,0.0182096,0.00897788,0.00603677,0.00986871,0.00658917,0.0319109,0.00827579,0.00890255,0.00497372,0.00547534,0.0108131,0.0051709,0.00354269,0.00297984,0.0284226,0.0177551,0.0140771,0.00809661,0.0027019,0,0,0.032561,0,0.0101856,0.0192116,0.0395847,0.0271004,0.0292271,0.0221146,0.0167007,0.020449,0.0227318,0.0287999,0.0239714,0.0225332,0.0151388,0.0191456,0,0.0252354,0.0393577,0.0197016,0.0133815,0.0108467,0.0164569,0.00798319,0,0,0,0
28,0,0,0,0,0.0114425,0.0118439,0,0,0.0102556,0.0213968,0.0081414,0.00494047,0,0,0.00997457,0,0.0150401,0.00589009,0.0373461,0.0112406,0.0260152,0.0115959,0.0194419,0.00977273,0.00671246,0.0105706,0.00685381,0.0320959,0.00842752,0.00858363,0.00480345,0.0052084,0.00960079,0.00540374,0.0035609,0.00311823,0.0083443,0.0176869,0.0368968,0.0091436,0.00302234,0,0,0.0323459,0,0.0102442,0.0191641,0.0405555,0.0612417,0.0308323,0.0204399,0.0195375,0.0206219,0.0217306,0.0265288,0.0245722,0.0229642,0.0241818,0.0178462,0,0.0387218,0.0165654,0.0199342,0.013211,0.0107039,0.0168175,0.007738,0,0,0,0
29,0,0,0,0,0.0114575,0.0118713,0,0,0.00946998,0.0215256,0.00843838,0.00501258,0,0,0.00976948,0,0.0152033,0.00589765,0.0372442,0.0112101,0.0259513,0.0114667,0.0192982,0.010321,0.00705832,0.0108237,0.00717761,0.0325634,0.00854632,0.00813038,0.00450024,0.00480896,0.00781675,0.00540003,0.00358762,0.00326662,0.00896981,0.0178186,0.036032,0.00889313,0.00330126,0,0,0.0324099,0,0.0102152,0.0189987,0.040448,0.0590141,0.0311459,0.0210844,0.020448,0.0204323,0.0194495,0.0260562,0.0243073,0.0223124,0.0234867,0.0177332,0,0.0375018,0.0152417,0.0196614,0.0129871,0.0105627,0.0169914,0.00765609,0,0,0,0
30,0,0,0,0,0.0114891,0.0118769,0,0,0.00849329,0.0214846,0.00854736,0.00510147,0,0,0.00978776,0,0.0152382,0.0059512,0.0373211,0.0108448,0.0260296,0.0114434,0.0191545,0.0109451,0.00727757,0.0109759,0.00753276,0.0329668,0.00858843,0.00786405,0.00427364,0.0044182,0.00607637,0.00546061,0.00357558,0.00342735,0.00958144,0.0178932,0.0353783,0.00885454,0.00372904,0,0,0.0323752,0,0.0102203,0.0188568,0.0402723,0.0571286,0.0315118,0.0216732,0.0213776,0.0203152,0.0185661,0.025163,0.0240279,0.0217996,0.0230688,0.0179406,0,0.0370725,0.0130507,0.0194668,0.012833,0.0104429,0.0172359,0.00752504,0,0,0,0
31,0,0,0,0,0.0115625,0.0119165,0,0,0.00746535,0.0213238,0.0083894,0.00515954,0,0,0.00986752,0,0.0151263,0.00596824,0.0374394,0.0100403,0.0261223,0.0115069,0.0188414,0.0115542,0.00747063,0.0111104,0.00792838,0.0332659,0.00865915,0.00797365,0.00448878,0.00412666,0.00469625,0.00549389,0.00353386,0.0034612,0.0101454,0.0179452,0.0350042,0.009023,0.0042264,0,0,0.0322647,0,0.0102057,0.0187156,0.0400428,0.0555333,0.0320096,0.0223537,0.0221291,0.0201739,0.0188457,0.0239947,0.023839,0.021631,0.0228346,0.0183319,0,0.0369906,0.0101758,0.0192624,0.012843,0.0102977,0.0174701,0.00749315,0,0,0,0
32,0,0,0,0,0.0116293,0.0119153,0,0,0.00666641,0.0212339,0.00806991,0.0053257,0,0,0.00978576,0,0.0150738,0.00591335,0.0375305,0.00903306,0.0259532,0.011687,0.0181695,0.0119186,0.0075637,0.0112138,0.00829939,0.0334625,0.00885968,0.00845322,0.00497686,0.00395324,0.00380773,0.00544836,0.00355083,0.0034092,0.0105817,0.0180438,0.0348409,0.00917105,0.00479621,0,0,0.032242,0,0.0101306,0.0185284,0.0399207,0.0541301,0.0324648,0.0232305,0.0222976,0.019899,0.0194663,0.0233236,0.0237341,0.0216181,0.0226562,0.0185662,0,0.0360262,0.0076675,0.0189247,0.012833,0.0101445,0.0175271,0.00770606,0,0,0,0
33,0,0,0,0,0.0117281,0.0119622,0,0,0.00574083,0.0211678,0.00758758,0.00545578,0,0,0.00983272,0,0.015113,0.00591103,0.0376087,0.00800301,0.0258088,0.0118509,0.0175819,0.0121693,0.00752693,0.0112229,0.00854242,0.0335449,0.00909654,0.00894479,0.00539728,0.00390717,0.00300811,0.0055229,0.00363896,0.00331812,0.0114147,0.0180979,0.0349566,0.00894977,0.00523917,0,0,0.0323356,0,0.0101239,0.0183886,0.0398758,0.0530129,0.0327844,0.0238299,0.0223096,0.0197551,0.0199521,0.0229455,0.0235086,0.0216032,0.0223124,0.0185489,0,0.0351627,0.00598314,0.0186822,0.012715,0.010086,0.0176108,0.00784334,0,0,0,0
34,0,0,0,0,0.01193,0.0120636,0,0,0.00472155,0.0211942,0.0073943,0.00546411,0,0,0.00999556,0,0.0151254,0.00600167,0.0376574,0.0072695,0.0258175,0.0119363,0.0171474,0.0124417,0.00744877,0.0112123,0.00872603,0.0336058,0.00930148,0.00922725,0.00570396,0.00385936,0.00203459,0.00566388,0.00368992,0.00322216,0.012362,0.0181304,0.0352862,0.00859636,0.00550892,0,0,0.0323518,0,0.010161,0.0183286,0.0399036,0.0522571,0.0330456,0.0240568,0.0223157,0.0197211,0.020584,0.0226557,0.023093,0.0215873,0.0218616,0.0183069,0,0.0345193,0.00586788,0.0186589,0.012467,0.0100687,0.0177591,0.00786272,0,0,0,0
