Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
36,0,0,0,0,0.00753696,0.00395737,0,0,0.0101509,0.0219049,0.00327114,0.00220357,0,0,0.00114417,0,0.0155475,0.00230718,0.0401178,0.00880594,0.0201845,0.0076526,0.00206858,0.0138039,0.00642115,0.0109334,0.0072338,0.0257147,0.00563022,0.00982018,0.00407807,0.00864477,0.0101792,0.00285192,0.00425386,0.00115207,0.0238549,0.0222758,0.0189383,0.00344478,0.00643209,0,0,0.0054177,0,0.0150474,0.00375531,0.03868,0.021042,0.0140534,0.0158355,0.00794821,0.00406583,0.0214059,0.00296492,0.00489564,0.0175809,0.0139191,0.00826825,0.00543563,0.00452191,0.00319418,0.00852679,0.00495024,0,0,0,0.00470993,0.010412,0.0149156,0,0
37,0,0,0,0,0.00804634,0.00460101,0,0,0.0113242,0.0220705,0.00355817,0.00189517,0,0,0.00179673,0,0.0154549,0.00272294,0.0400924,0.00795213,0.0201742,0.00808484,0.00200786,0.0140249,0.00618252,0.0104093,0.00680806,0.0259323,0.00522426,0.00918584,0.00384482,0.00842562,0.0117296,0.00281137,0.00425057,0.00115462,0.0229533,0.0223461,0.017121,0.00376126,0.00681792,0,0,0.00650902,0,0.0150768,0.00436664,0.0384973,0.0182205,0.0137713,0.0167451,0.00794845,0.00477049,0.0215743,0.00381542,0.00544384,0.0177609,0.0136748,0.0138238,0.00608589,0.00478799,0.00314365,0.00892902,0.00523125,0,0,0,0.00473672,0.0101027,0.0146591,0,0
38,0,0,0,0,0.00795381,0.00516524,0,0,0.0123151,0.0222836,0.00399544,0.00177357,0,0,0.00246381,0,0.0154109,0.0031469,0.0400044,0.00715145,0.0201225,0.00788398,0.00201363,0.0133961,0.00593312,0.0100262,0.00659993,0.0261723,0.00495128,0.0090902,0.00362108,0.00809818,0.0135415,0.00255631,0.00427785,0.00120789,0.0224897,0.0227544,0.0156244,0.00403618,0.00708915,0,0,0.00551469,0,0.0157193,0.00482036,0.0383522,0.0162959,0.0139096,0.0175044,0.00714468,0.0052111,0.0219696,0.0043008,0.005925,0.0181501,0.0135486,0.0204985,0.00648585,0.00421471,0.00245258,0.00849054,0.00514261,0,0,0,0.00497991,0.00940685,0.0140201,0,0
39,0,0,0,0,0.00830341,0.00508631,0,0,0.013308,0.0223933,0.00468509,0.00156538,0,0,0.00266909,0,0.0154284,0.003206,0.0397636,0.00651969,0.0200582,0.00715986,0.00176976,0.0134289,0.0057157,0.00971342,0.00652356,0.026476,0.00498371,0.00956715,0.00365805,0.00780135,0.0151349,0.00269866,0.00432194,0.00132943,0.0243886,0.0225787,0.0153109,0.0042523,0.00726984,0,0,0.00728925,0,0.0152816,0.0049852,0.0382564,0.014763,0.0142967,0.0182569,0.00613756,0.00551223,0.0222212,0.00448836,0.00602685,0.0185304,0.0135223,0.0273985,0.00685859,0.00468198,0.00313285,0.00894254,0.00564345,0,0,0,0.00522207,0.00872028,0.0134487,0,0
40,0,0,0,0,0.00814849,0.00506008,0,0,0.0144499,0.0225411,0.0054916,0.00140699,0,0,0.00275482,0,0.0154543,0.00323027,0.0394182,0.00626896,0.019915,0.00674901,0.00161572,0.0128738,0.00562338,0.00941717,0.00644524,0.0268879,0.00513269,0.0102926,0.00380631,0.00754051,0.0167106,0.00258938,0.00436822,0.00132872,0.0267592,0.0226817,0.0155089,0.00452225,0.00719581,0,0,0.0072123,0,0.0153987,0.00506012,0.0382965,0.0139421,0.0149054,0.0192224,0.004719,0.00560287,0.0222735,0.00478856,0.00567993,0.0187398,0.0136089,0.0320282,0.00692234,0.00457151,0.00307192,0.00850602,0.00562918,0,0,0,0.00537981,0.00841251,0.0138844,0,0
41,0,0,0,0,0.0078851,0.00497412,0,0,0.0156252,0.0225214,0.00646223,0.00129561,0,0,0.00292345,0,0.0153994,0.00326006,0.0390194,0.00621612,0.0199001,0.0064014,0.00152906,0.0121487,0.00548655,0.00896226,0.00619374,0.0273861,0.00529276,0.0108239,0.0040614,0.00731882,0.0183286,0.0023948,0.00436404,0.00132711,0.0288151,0.022762,0.0157766,0.00479564,0.00692751,0,0,0.00698529,0,0.0155141,0.00510953,0.038385,0.0142012,0.0156641,0.0207961,0.00334058,0.00549525,0.0219028,0.00520372,0.00533328,0.0185686,0.0141404,0.0349781,0.00690226,0.00447541,0.00297424,0.0078576,0.00540663,0,0,0,0.00549322,0.00906889,0,0,0
42,0,0,0,0,0.00778092,0.00500891,0,0,0.0168172,0.0224684,0.00739211,0.00137239,0,0,0.00290894,0,0.0153739,0.00336266,0.0386593,0.00608306,0.0199775,0.00587332,0.00139345,0.0116623,0.00517517,0.00831752,0.00576474,0.0279734,0.00524218,0.0109299,0.0042704,0.00716697,0.0199255,0.00225911,0.00437681,0.00138226,0.0292455,0.0228385,0.0148615,0.00492938,0.00661366,0,0,0.0069981,0,0.0156141,0.00518432,0.0384484,0.0142424,0.0164298,0.0216574,0.00242155,0.00542168,0.0216711,0.00539208,0.00542365,0.0188392,0.0146568,0.0355006,0.00690725,0.00446054,0.00299015,0.00735094,0.00518173,0,0,0,0.00527296,0.00954431,0,0,0
43,0,0,0,0,0.00754993,0.0047917,0,0,0.0178432,0.0223524,0.0080808,0.00150566,0,0,0.00286046,0,0.0153916,0.00333392,0.0384391,0.00576528,0.0200119,0.00561394,0.00127981,0.0111893,0.00478594,0.0075967,0.00528523,0.0284735,0.00494863,0.0106392,0.00418352,0.00701992,0.0212755,0.00208169,0.00436604,0.00140303,0.0295808,0.0228242,0.0139042,0.00523438,0.00627505,0,0,0.00721236,0,0.0155654,0.00510548,0.0383888,0.0137401,0.0171599,0.0225123,0.00145461,0.00534185,0.0212856,0.00538279,0.00567235,0.019168,0.0154147,0.0365011,0.00672387,0.00452092,0.00302618,0.00680897,0.00495938,0,0,0,0.00438852,0.0103063,0,0,0
44,0,0,0,0,0.00720188,0.00456769,0,0,0.0187394,0.0222146,0.00863977,0.00170529,0,0,0.00290313,0,0.0154127,0.00332209,0.0383737,0.0054753,0.0199983,0.00533798,0.00125215,0.0107626,0.00480965,0.00683165,0.00476219,0.0287502,0.00449151,0.0101146,0.00406264,0.00688815,0.0224146,0.00195562,0.00439262,0.00144545,0.0300573,0.0228273,0.0132627,0.00552502,0.00592798,0,0,0.00732273,0,0.0155453,0.00501514,0.0381361,0.0135249,0.0179043,0.0232195,0.000722043,0.00521617,0.0205285,0.00520774,0.00605615,0.0197471,0.0164693,0.0371243,0.00653771,0.00451056,0.00302427,0.00637118,0.00472636,0,0,0,0.00459393,0.0109895,0,0,0
45,0,0,0,0,0.00667251,0.0041959,0,0,0.0196009,0.0222452,0.00914354,0.00172562,0,0,0.00247645,0,0.0154307,0.00325761,0.03836,0.00536609,0.0199879,0.00471071,0.00145205,0.0103467,0.00503283,0.00610411,0.00434558,0.0289896,0.00407992,0.00939485,0.00376403,0.00681284,0.0234625,0.00187753,0.00451057,0.00151126,0.0303575,0.0228166,0.0129532,0.00568609,0.0055922,0,0,0.00729838,0,0.0155126,0.00486165,0.0378047,0.0135338,0.0187132,0.0239615,0.000739459,0.00502308,0.019784,0.00510362,0.00655724,0.0203897,0.0181288,0.0375932,0.00624737,0.00452035,0.0030135,0.00592782,0.00444544,0,0,0,0.00528881,0.0117811,0,0,0
46,0,0,0,0,0.00606175,0.00377603,0,0,0.0204864,0.0223077,0.00982972,0.00164408,0,0,0.00220525,0,0.0153783,0.00316718,0.0383678,0.00566159,0.0200145,0.00397859,0.00177046,0.00992456,0.00501292,0.00541132,0.00407126,0.0292454,0.00385599,0.00892344,0.00366049,0.00674174,0.0246318,0.00194769,0.00457296,0.00157799,0.0303316,0.0228096,0.0130322,0.00572361,0.00528546,0,0,0.00729902,0,0.0154682,0.00478618,0.037501,0.0142599,0.0194376,0.0252915,0.00116711,0.0047688,0.0196046,0.00520411,0.00718912,0.020627,0.0196517,0.0376284,0.00601687,0.00458737,0.00300623,0.00561028,0.00411116,0,0,0,0.00540368,0.0128295,0,0,0
47,0,0,0,0,0.00459144,0.00356178,0,0,0.0214004,0.0224632,0.0105349,0.00140075,0,0,0.00201325,0,0.0152057,0.00298388,0.0383799,0.00636609,0.0200599,0.00365725,0.00183637,0.00819542,0.00514441,0.00499631,0.00415748,0.0295119,0.00386748,0.00891304,0.00383576,0.00661225,0.0258324,0.00219476,0.0045502,0.00141116,0.0297971,0.0232369,0.0132543,0.00572346,0.00409437,0,0,0.00534163,0,0.0162093,0.00511029,0.0374633,0.0149624,0.0200884,0.0264619,0.00175533,0.00396939,0.0196522,0.00534133,0.00782607,0.020527,0.0197139,0.0371626,0.00582709,0.00415269,0.00260145,0.00432134,0.00238016,0,0,0,0.00505637,0.0138986,0,0,0
48,0,0,0,0,0.00476123,0.00289821,0,0,0.0221447,0.0222906,0.0112942,0.00138467,0,0,0.00196254,0,0.0153118,0.0029836,0.0383274,0.0074015,0.0200728,0.00353638,0.00230822,0.00876194,0.00497915,0.00476033,0.00431104,0.0297963,0.00399726,0.00912956,0.00410374,0.00647522,0.0267626,0.00233512,0.00451293,0.00157038,0.0286874,0.0228744,0.0133897,0.00540324,0.00453118,0,0,0.00652552,0,0.0154577,0.00447052,0.0378776,0.0152259,0.0206295,0.0268977,0.00181644,0.00388883,0.0196647,0.00503391,0.00832552,0.0203258,0.0200506,0.0358447,0.00553468,0.00394091,0.00288338,0.00485591,0.00314867,0,0,0,0.005125,0.0147551,0,0,0
49,0,0,0,0,0.00439007,0.00277579,0,0,0.0229141,0.0221175,0.0122057,0.00161514,0,0,0.00197643,0,0.0153598,0.00301695,0.0382001,0.0085005,0.020212,0.00371562,0.00269376,0.00840359,0.00491432,0.00460367,0.00444532,0.0301371,0.0042003,0.00926436,0.00436093,0.00635193,0.0275421,0.00239301,0.00445688,0.00159769,0.0273178,0.0228963,0.0132927,0.00494948,0.00413953,0,0,0.00603702,0,0.0155074,0.00425174,0.038511,0.0158015,0.0211883,0.0268895,0.00204852,0.00350386,0.019508,0.00444102,0.00856673,0.0201063,0.0207433,0.0338123,0.00528139,0.00373142,0.00275365,0.00473277,0.002858,0,0,0,0.00529547,0.0154357,0,0,0
50,0,0,0,0,0.00399009,0.0027178,0,0,0.0236385,0.0221494,0.0129965,0.00240823,0,0,0.00204674,0,0.0153555,0.00300271,0.0380049,0.00940996,0.0201679,0.004084,0.00308734,0.00796758,0.00516725,0.00454188,0.00464244,0.0303851,0.00432511,0.00936247,0.00455612,0.00625878,0.0282888,0.00244271,0.00449743,0.00155481,0.0260628,0.0229544,0.0136093,0.00455136,0.0039094,0,0,0.00570738,0,0.0155857,0.00415553,0.0393274,0.0168663,0.0217266,0.0272193,0.00231132,0.00320336,0.0196864,0.00433154,0.00860829,0.0196933,0.0213946,0.0323205,0.00521554,0.0034882,0.00262911,0.00480447,0.00271368,0,0,0,0.0052338,0.0161902,0,0,0
51,0,0,0,0,0.00368184,0.0025538,0,0,0.0244951,0.0222029,0.0135224,0.00260896,0,0,0.00244714,0,0.0152704,0.00308882,0.0378055,0.0101749,0.020088,0.00453705,0.00339536,0.00719165,0.00556664,0.00462083,0.00492625,0.0305944,0.00437631,0.00941256,0.00461573,0.00618421,0.0292507,0.00243849,0.00456935,0.00153841,0.0251556,0.0229985,0.0149853,0.00450952,0.00379994,0,0,0.00542025,0,0.0156502,0.00408464,0.0400929,0.0190437,0.022149,0.0291346,0.00257036,0.00299801,0.0212427,0.00491038,0.0090342,0.0186438,0.0226284,0.0313593,0.00515199,0.00334804,0.00258128,0.00473512,0.00264945,0,0,0,0.00540976,0,0,0,0
52,0,0,0,0,0.00339831,0.00241893,0,0,0.0251986,0.0223686,0.0139306,0.00272386,0,0,0.00282407,0,0.0153051,0.0031096,0.0376423,0.0108442,0.020062,0.00503778,0.00350043,0.00637883,0.00551161,0.00466179,0.00521566,0.0307675,0.00436816,0.00928628,0.00466062,0.00613722,0.0299797,0.002432,0.00459416,0.00147213,0.0243558,0.0230403,0.015614,0.0044521,0.00371463,0,0,0.00514484,0,0.0157362,0.00402097,0.0406035,0.0199493,0.0226513,0.0297211,0.00320384,0.00283908,0.0217293,0.00513488,0.0089517,0.0184914,0.0228479,0.0300776,0.00510787,0.00297459,0.00251875,0.00466447,0.00275096,0,0,0,0.00561469,0,0,0,0
53,0,0,0,0,0.00324607,0.00224598,0,0,0.02587,0.0224143,0.0143451,0.00296702,0,0,0.00305875,0,0.0154732,0.00319977,0.037486,0.0113384,0.0201179,0.0054262,0.00348696,0.00554774,0.00548389,0.00469284,0.00529819,0.0309648,0.00436616,0.00908294,0.004729,0.00613381,0.0307555,0.0024544,0.00456996,0.00141768,0.0234662,0.023043,0.0153634,0.00432378,0.00377304,0,0,0.00509591,0,0.0157737,0.00391873,0.0407964,0.0206424,0.0232198,0.0298929,0.00416948,0.00276,0.0215229,0.00525863,0.00838988,0.0187314,0.0230161,0.0284276,0.00500658,0.0027601,0.00241247,0.00455686,0.00302598,0,0,0,0.00589751,0,0,0,0
54,0,0,0,0,0.00310954,0.00199221,0,0,0.0265706,0.0223872,0.0148315,0.00323798,0,0,0.00328462,0,0.0155087,0.00319452,0.0372989,0.0118984,0.0203106,0.00564972,0.00339429,0.00460633,0.00560712,0.00478877,0.00522755,0.0311961,0.00445936,0.00890255,0.00478352,0.00610728,0.0315892,0.00244092,0.00458754,0.0013001,0.0236885,0.0229934,0.0155075,0.00427369,0.00407702,0,0,0.00537048,0,0.0156918,0.00378184,0.0407808,0.0207127,0.0237901,0.0292486,0.00521003,0.00281254,0.0215011,0.00503829,0.00720134,0.0192084,0.0231943,0.0281529,0.00502539,0.00272852,0.00238816,0.00443592,0.00328933,0,0,0,0.00535567,0.016439,0,0,0
55,0,0,0,0,0.00298417,0.00181161,0,0,0.0271478,0.0222648,0.015244,0.00354705,0,0,0.003672,0,0.0153966,0.00324989,0.0371496,0.0123782,0.02032,0.00572346,0.00335832,0.00365532,0.00582008,0.00493625,0.00539666,0.0313226,0.00457758,0.00873946,0.00482981,0.00610176,0.0322635,0.00238396,0.0046354,0.00119659,0.0224293,0.0229475,0.0153148,0.00419921,0.00438505,0,0,0.00563481,0,0.0156376,0.00366602,0.0406689,0.0209327,0.0242176,0.0293978,0.00639999,0.00294073,0.0211036,0.00529436,0.00687001,0.01932,0,0.026986,0.00510016,0.00274786,0.00235628,0.00439631,0.00350357,0,0,0,0.00495279,0.0164831,0,0,0
56,0,0,0,0,0.00269358,0.00200445,0,0,0.027629,0.0221958,0.0157803,0.0040535,0,0,0.00423472,0,0.0152966,0.00342809,0.0368768,0.0131562,0.0203805,0.00605375,0.00344142,0.00269536,0.00610059,0.00504833,0.00572818,0.0315426,0.00479159,0.00876694,0.00496606,0.0061536,0.0326956,0.00259529,0.00466275,0.00110182,0.0229776,0.023209,0.0153045,0.0042864,0.00358567,0,0,0.00453408,0,0.0161216,0.00407685,0.0405114,0.0205343,0.0246926,0.0286949,0.00743023,0.00295774,0.021444,0.00508385,0.00566198,0.0202058,0,0.0273821,0.00510884,0.00284721,0.00216505,0.00371529,0.00367775,0,0,0,0.00435678,0.0153753,0,0,0
57,0,0,0,0,0.00291305,0.00162755,0,0,0.0283538,0.0219455,0.016519,0.0051494,0,0,0.00462341,0,0.0153182,0.00344343,0.0365104,0.0141607,0.0207487,0.00661398,0.0039679,0.00220741,0.00635072,0.00515724,0.00606701,0.0318762,0.00506595,0.00910118,0.0052483,0.00613975,0.0334053,0.00246804,0.00465678,0.000949576,0.0268398,0.0226613,0.0178438,0.00440854,0.00591375,0,0,0.0084618,0,0.0152518,0.00401601,0.0403959,0.022636,0.0255359,0.0275851,0.00770607,0.00406748,0.0229519,0.0048726,0.00394732,0.0211537,0,0.0302459,0.00557427,0.00340907,0.00257217,0.00489324,0.00421365,0,0,0,0.00363468,0.0135898,0.0771395,0,0
58,0,0,0,0,0.00273206,0.00167389,0,0,0.0291141,0.0219628,0.017039,0.00540974,0,0,0.00500225,0,0.0153581,0.00356901,0.0366633,0.0149284,0.0208116,0.00689466,0.00409763,0.0015157,0.00668308,0.00548822,0.0065069,0.0320811,0.00506828,0.00907495,0.00528209,0.00615741,0.0341816,0.00262638,0.00471622,0.00078342,0.0239684,0.0226739,0.0142855,0.00449888,0.00593632,0,0,0.00827292,0,0.015331,0.00388302,0.0404704,0.019223,0.0257549,0.0268769,0.00863361,0.00401844,0.0230364,0.00452437,0.00463488,0.0225872,0,0.027785,0.00556529,0.00366104,0.00249825,0.00490367,0.00418032,0,0,0,0.00361417,0.0141309,0,0,0
59,0,0,0,0,0.00258165,0.00167753,0,0,0.0299531,0.021987,0.0176306,0.0057502,0,0,0.00531971,0,0.0153758,0.00362267,0.036618,0.0158052,0.0211735,0.00744408,0.00433072,0.00103636,0.00692966,0.00575431,0.00691428,0.0324297,0.00533544,0.0090264,0.00547391,0.00617272,0.0351384,0.00278124,0.00475527,0.000669844,0.0255408,0.0227134,0.0140741,0.00484904,0.00602654,0,0,0.0080845,0,0.0153736,0.00380834,0.0407518,0.0171262,0.0263982,0.0242879,0.00898522,0.00408338,0.024776,0.003906,0.00503022,0.0250769,0.0208935,0.0285208,0.00563244,0.00378974,0.00245545,0.00483982,0.00428268,0,0,0,0.00442257,0.0125329,0.0134044,0,0
60,0,0,0,0,0.00250642,0.00173582,0,0,0.0305323,0.0219093,0.0181575,0.00617402,0,0,0.00552224,0,0.0153963,0.00358658,0.0366826,0.0166998,0.0212013,0.00781913,0.00464699,0.00107209,0.00715883,0.00603002,0.00724963,0.0326242,0.00555991,0.00900065,0.0056298,0.00619357,0.0358211,0.00289728,0.00475144,0.000527864,0.0242977,0.0226844,0.0115624,0.00489907,0.00607547,0,0,0.00770681,0,0.015381,0.00363338,0.0411533,0.0136714,0.0270039,0.0221086,0.00947598,0.00410626,0.0250809,0.00335405,0.00582861,0.0268929,0.0210486,0.027571,0.00564448,0.0035239,0.00231072,0.00486243,0.0044167,0,0,0,0.0050734,0.011843,0.0141599,0,0
61,0,0,0,0,0.00250635,0.00180589,0,0,0.031099,0.0217678,0.018708,0.0068633,0,0,0.00567895,0,0.0153838,0.00350568,0.0367904,0.0176753,0.021237,0.00804203,0.00491467,0.00155697,0.00739168,0.00635071,0.0075729,0.0328428,0.0058287,0.0091135,0.00580228,0.00620217,0.0364401,0.00299938,0.00473019,0.000434107,0.0233168,0.0226665,0.00924134,0.00486904,0.00605611,0,0,0.00719657,0,0.0154148,0.00338824,0.0414978,0.0105416,0.0277464,0.0198151,0.00990661,0.00412342,0.0252787,0.00284107,0.00650795,0.0288757,0.0215111,0.0269068,0.00555477,0.0030384,0.00213466,0.00496219,0.0046041,0,0,0,0.00573242,0.0112176,0.0122181,0,0
62,0,0,0,0,0.00260854,0.00193007,0,0,0.0317289,0.0215907,0.0192514,0.00729243,0,0,0.00573535,0,0.0153676,0.0034299,0.0368879,0.0185669,0.02135,0.00824159,0.00511011,0.00215439,0.00765839,0.00667022,0.0078638,0.033085,0.00607366,0.00924552,0.00613638,0.0062203,0.0371048,0.00304136,0.00471423,0.000378729,0.0219448,0.0226266,0.00649121,0.00465546,0.00600964,0,0,0.00657299,0,0.0154157,0.00307241,0.0417039,0.00780139,0.0285554,0.0169582,0.0102753,0.00411741,0.0254085,0.00261181,0.00712679,0.0311115,0.0220594,0.0259297,0.00537423,0.00276852,0.00196299,0.0051096,0.00486686,0,0,0,0.00647075,0.0107937,0.0103199,0,0
63,0,0,0,0,0.00286988,0.0022083,0,0,0.032316,0.021519,0.0195885,0.00633104,0,0,0.00563454,0,0.0154401,0.00328012,0.0369289,0.0193678,0.0214962,0.00836349,0.00513938,0.00278663,0.00784277,0.00685855,0.00801959,0.0333175,0.00622577,0.00940003,0.00631434,0.0062524,0.0377906,0.00292007,0.00470286,0.000300594,0.0200644,0.0225791,0.0033499,0.00431634,0.00598053,0,0,0.00572183,0,0.0154025,0.00260984,0.0418134,0.00670148,0.0292417,0.014151,0.0107179,0.00415228,0.0255593,0.00270847,0.00759518,0.0332621,0.022034,0.0244261,0.00502158,0.00216799,0.00178887,0.00530122,0.00514741,0,0,0,0.00694815,0.0112393,0.00926143,0,0
64,0,0,0,0,0.00309077,0.00259798,0,0,0.0328347,0.0215294,0.019745,0.00618326,0,0,0.00570498,0,0.0154276,0.00316774,0.0369729,0.0201693,0.021618,0.00848648,0.00526334,0.00331681,0.00797636,0.00697541,0.00815775,0.0335176,0.00631622,0.00960293,0.00641065,0.00625217,0.0384159,0.002831,0.00475339,0.00032143,0.0175056,0.022475,0.00132225,0.00430237,0.00618775,0,0,0.0059099,0,0.0153209,0.00245673,0.0418004,0.00895362,0.0298368,0.0111038,0.0108508,0.0042911,0.025621,0.00341538,0.00780661,0.0350858,0.0206299,0.021919,0.00493809,0.00210001,0.00183304,0.00569472,0.00541835,0,0,0,0.00722839,0.0121759,0.00901037,0,0
65,0,0,0,0,0.00318961,0.00248473,0,0,0.0331267,0.0216367,0.0198561,0.0063404,0,0,0.00590662,0,0.0152915,0.00321733,0.03713,0.0209261,0.021547,0.00868066,0.00520399,0.00422957,0.0080298,0.00713314,0.00825605,0.0336421,0.0063675,0.00967865,0.00648444,0.00621078,0.0387162,0.00305577,0.00486308,0.000355541,0.0142724,0.0228266,0.0049005,0.00409077,0.00474199,0,0,0.00379759,0,0.0159705,0.00285367,0.0417345,0.0129962,0.0302427,0.00763577,0.0110964,0.00463742,0.0245727,0.00511251,0.00794046,0.0362533,0.0209278,0.0181538,0.00475763,0.00163608,0.00156595,0.00494721,0.00570246,0,0,0,0.00765486,0.013481,0.00947597,0,0
66,0,0,0,0,0.00335127,0.00307976,0,0,0.0334815,0.0214874,0.0199689,0.00656583,0,0,0.00596479,0,0.0153514,0.00313749,0.0373912,0.021548,0.0213691,0.00878567,0.00531615,0.00437319,0.00809078,0.00737111,0.00839655,0.033703,0.00634003,0.00945619,0.00642796,0.0061825,0.0390378,0.00288105,0.00482804,0.00038676,0.0109241,0.0224595,0.00914775,0.00360574,0.00581572,0,0,0.00484452,0,0.0154514,0.00204445,0.041778,0.0176444,0.030353,0.00695843,0.010871,0.00440594,0.0229447,0.00747521,0.00828101,0.0367588,0.0226638,0.0141072,0.00487084,0.00170849,0.00165416,0.00590769,0.0058322,0,0,0,0.00788243,0.0155453,0.0102077,0,0
67,0,0,0,0,0.00344597,0.00331798,0,0,0.0337427,0.021416,0.0199622,0.00649262,0,0,0.00602013,0,0.0154019,0.00316839,0.0377238,0.0220099,0.0211454,0.00870254,0.00507097,0.00483071,0.0083583,0.00762982,0.00861533,0.0335845,0.00620518,0.0091725,0.00631517,0.00620576,0.0392867,0.00293445,0.00479149,0.000405164,0.00755976,0.022466,0.0122253,0.00290915,0.00553389,0,0,0.00423078,0,0.0155307,0.00181107,0.0418251,0.0218148,0.0300686,0.00870065,0.0108016,0.00450857,0.0221524,0.00781458,0.00707948,0.0367737,0.0250151,0.0111708,0.00481257,0.00143044,0.00155381,0.00601284,0.00579018,0,0,0,0.00664102,0.0176928,0.0111738,0,0
68,0,0,0,0,0.00363731,0.00376855,0,0,0.0339403,0.0213776,0.0200465,0.00625862,0,0,0.00616841,0,0.0153769,0.00319667,0.0381124,0.0223688,0.0209917,0.00862771,0.00464494,0.00524707,0.00863388,0.00791565,0.00873135,0.03341,0.00605183,0.00893156,0.00618423,0.00617475,0.0395116,0.00291514,0.00483619,0.000505627,0.00398318,0.0224224,0.0147266,0.0021117,0.00538282,0,0,0.003888,0,0.0155351,0.00149658,0.0418212,0.025009,0.0295936,0.00974663,0.0109591,0.0045779,0.021204,0.00689591,0.00513606,0.0366744,0.0268185,0.00831739,0.00469043,0.000962996,0.00145124,0.00640839,0.00569085,0,0,0,0.00518855,0.0196239,0.0124053,0,0
69,0,0,0,0,0.00391992,0.00434583,0,0,0.0341397,0.0213986,0.0202061,0.00602507,0,0,0.00621548,0,0.0153352,0.00312349,0.0385858,0.0226711,0.020838,0.00846152,0.00437673,0.00567902,0.00900585,0.00827103,0.00881669,0.0332363,0.00588788,0.00872739,0.00601076,0.00608138,0.0397141,0.0027889,0.00492382,0.00061509,0.003023,0.0223025,0.0176568,0.00157937,0.00541017,0,0,0.00401492,0,0.0154332,0.00112993,0.0417342,0.0278861,0.0292306,0.0130006,0.0113768,0.00454792,0.0190644,0.00742489,0.00377995,0.0363497,0.0290605,0.00561866,0.00453627,0.000833312,0.00145962,0.0070422,0.00564574,0,0,0,0.00483203,0.0225897,0.0144259,0,0
70,0,0,0,0,0.00420928,0.00497074,0,0,0.0344715,0.0212715,0.0200891,0.00578243,0,0,0.00603617,0,0.0153984,0.00307952,0.039384,0.0228759,0.0203862,0.00808476,0.00413323,0.00607075,0.00944707,0.00875442,0.00892465,0.0330934,0.00554711,0.00847745,0.00574305,0.00607535,0.0400036,0.00262228,0.00486237,0.000587449,0.00675761,0.0221328,0.0235645,0.00234252,0.00540791,0,0,0.00410385,0,0.0153019,0.000848034,0.0412881,0.034494,0.0287541,0.0185044,0.0121188,0.0044683,0.0176404,0.00863758,0.00145786,0.0355597,0.034569,0.00387913,0.0042053,0.000903265,0.00152629,0.00784312,0.00547027,0,0,0,0.00367675,0.0279264,0.0184352,0,0
71,0,0,0,0,0.0043688,0.00529674,0,0,0.0343372,0.0212708,0.01954,0.00570689,0,0,0.0058764,0,0.0154911,0.00298387,0.039528,0.0227458,0.0202105,0.00789252,0.00434406,0.00629523,0.00959095,0.00885674,0.00873593,0.0329231,0.00539347,0.00834134,0.00549452,0.0059681,0.0400188,0.00244187,0.00486651,0.000613213,0.0114724,0.0220091,0.0251184,0.00301606,0.00539239,0,0,0.00416132,0,0.0152656,0.000854628,0.0408293,0.0359716,0.0284182,0.0166509,0.0125816,0.00438425,0.0152393,0.00670899,0.00393958,0.0359023,0.0325767,0.0166016,0.00404887,0.000766365,0.0015643,0.00821726,0.00546799,0,0,0,0.00345186,0.0273604,0.0197084,0,0
72,0,0,0,0,0.00447981,0.00510134,0,0,0.0342531,0.0212802,0.0188391,0.0054947,0,0,0.00594077,0,0.0154602,0.00298536,0.0396776,0.0224325,0.0200422,0.00735852,0.00466165,0.00713101,0.00961379,0.00871622,0.00859905,0.0327293,0.00526203,0.00842979,0.00531103,0.00587379,0.0401899,0.00261263,0.00490665,0.000577426,0.0193395,0.0223956,0.028166,0.00350646,0.00359034,0,0,0.00486024,0,0.0160159,0.00271722,0.0403377,0.0382338,0.0282934,0.0144676,0.0134078,0.0053821,0.0135659,0.00573332,0.00586052,0.0364672,0.03025,0.0238511,0.0034148,0.00256961,0.00144044,0.00748079,0.00569819,0,0,0,0.00384602,0.0259338,0.0203874,0,0
