Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
230,0,0,0,0,0.00578333,0.00517416,0,0,0.0588669,0.0207076,0.0307781,0.00710741,0,0,0.00239307,0,0.0165504,0.00096669,0.0402925,0.023233,0.0123262,0.0156661,0.00521504,0.0111247,0.0155467,0.020046,0.0208087,0.0234622,0.00575858,0.010195,0.00658036,0.0145643,0.0692665,0.00456383,0.00448651,0.00148625,0.0149278,0.0218474,0.0114131,0.00523018,0.00664395,0,0,0.0041756,0,0.0150742,0.00270509,0.0379474,0.0145707,0.0214342,0.0129768,0.00934091,0.00647156,0.0198123,0.000787192,0.00296332,0.0261942,0.0736254,0.017275,0.00553115,0.00534713,0.00189845,0.0083057,0.00643237,0,0,0,0.00289957,0.0111125,0,0,0
231,0,0,0,0,0.00598196,0.0055718,0,0,0.0538843,0.0208848,0.0287679,0.00740631,0,0,0.00285652,0,0.0162672,0.00129152,0.041146,0.0232579,0.012266,0.017044,0.0056536,0.0118412,0.0166806,0.0214427,0.0205087,0.0229305,0.00753411,0.0084637,0.00647246,0.014673,0.0629248,0.00522159,0.00448829,0.000602516,0.0148844,0.0216893,0.0108805,0.00541743,0.00707086,0,0,0.00540911,0,0.0147222,0.00338132,0.0382174,0.0147964,0.021075,0.0130546,0.0100033,0.00658131,0.0200528,0.000730517,0.00301706,0.026065,0.0738814,0.0183052,0.00638177,0.00644929,0.00253038,0.00916945,0.00677044,0,0,0,0.00331627,0.011402,0,0,0
232,0,0,0,0,0.0059418,0.00514068,0,0,0.0485621,0.0208335,0.0262842,0.00756413,0,0,0.00288274,0,0.0163602,0.00142602,0.041902,0.0223034,0.012383,0.0170799,0.00574483,0.011465,0.0170728,0.0219483,0.0194567,0.0223215,0.00875603,0.00734092,0.0063002,0.0146358,0.056565,0.00502079,0.00449916,0.000554883,0.0148852,0.0216914,0.0105422,0.00553705,0.00692941,0,0,0.00509809,0,0.0147378,0.00306501,0.0385536,0.014703,0.0208185,0.0131881,0.0102153,0.00632745,0.0201546,0.000782947,0.00326819,0.0259245,0.0740366,0.0188229,0.00597312,0.00623956,0.00255332,0.00874794,0.00678151,0,0,0,0.00315529,0.0115776,0,0,0
233,0,0,0,0,0.00576353,0.00476481,0,0,0.0433728,0.0208875,0.023551,0.00733934,0,0,0.00290547,0,0.0163351,0.00143463,0.0425246,0.0203996,0.0127533,0.0153496,0.00565825,0.0110676,0.0163076,0.0209073,0.0173272,0.0218052,0.00909772,0.00687571,0.00613653,0.0143665,0.0507174,0.00493642,0.00444454,0.000517562,0.0146261,0.0216502,0.010354,0.00564153,0.00664224,0,0,0.00453289,0,0.0147461,0.00272213,0.0388838,0.0143946,0.020612,0.0131982,0.010242,0.00599799,0.0200904,0.000931132,0.0033265,0.025888,0.0740402,0.0186845,0.00552666,0.00603576,0.00254074,0.00846204,0.00661454,0,0,0,0,0.0115698,0,0,0
234,0,0,0,0,0.00556507,0.00445785,0,0,0.0388813,0.0208303,0.0206476,0.00667289,0,0,0.00283471,0,0.0163514,0.00141274,0.0428612,0.0173379,0.0134179,0.0114729,0.00540077,0.010673,0.0141384,0.0177466,0.0139087,0.0215782,0.00833251,0.0072255,0.00566757,0.0136353,0.0460179,0.00485525,0.00442787,0.000561659,0.0147251,0.0215459,0.0104802,0.00576201,0.00629286,0,0,0.00411239,0,0.0147081,0.00251704,0.0391518,0.0140607,0.0204472,0.0132877,0.0101694,0.00558357,0.0201149,0.00115296,0.00320391,0.0258568,0.0740335,0.0185699,0.00512101,0.00602529,0.0026791,0.00828183,0.00626475,0,0,0,0,0.0115851,0,0,0
235,0,0,0,0,0.00606261,0.00448551,0,0,0.0224841,0.0208347,0.0151161,0.00696797,0,0,0.00269016,0,0.01635,0.0013766,0.0448694,0.0188414,0.0131615,0.0189108,0.00615669,0.0108326,0.0178984,0.0246731,0.0159644,0.0214887,0.011306,0.0067616,0.00563566,0.0139662,0.0254363,0.0046966,0.00444232,0.000473794,0.0149162,0.0215786,0.0104633,0.00589937,0.0067349,0,0,0.00467372,0,0.0146665,0.00281405,0.0396837,0.0139806,0.0199666,0.0133748,0.0111903,0.00582031,0.0200296,0.00132636,0.00392507,0.0257794,0.0742808,0.019106,0.00546772,0.00627116,0.00279904,0.00813291,0.00666546,0,0,0,0,0.011848,0,0,0
236,0,0,0,0,0.00597991,0.00429035,0,0,0.0144168,0.0207721,0.0109694,0.00615016,0,0,0.00272452,0,0.0163816,0.00133849,0.0454739,0.0161907,0.0138519,0.0173413,0.00597282,0.0105596,0.0160988,0.0228685,0.0131137,0.0216469,0.0103067,0.00776123,0.00552363,0.0133186,0.015437,0.0046831,0.00448344,0.000514139,0.0146317,0.0214321,0.0105289,0.00594358,0.00657336,0,0,0.00450233,0,0.0146346,0.00269014,0.0400049,0.0137685,0.0198148,0.0133541,0.0110944,0.00557158,0.0199656,0.00161092,0.00428226,0.0258447,0.0742623,0.018931,0.0052291,0.00642013,0.0028438,0.00793391,0.00643344,0,0,0,0,0.011794,0,0,0
237,0,0,0,0,0.00367215,0.00328338,0,0,0.0225441,0.0204712,0.00561629,0.0031436,0,0,0.00306292,0,0.0165366,0.00144286,0.0402975,0.0178735,0.0199368,0.0273164,0.00420594,0.00899366,0.0138565,0.0195877,0.0188787,0.0246327,0.0121156,0.015535,0.00719603,0.0191088,0.0312196,0.00498741,0.00448109,0.000790332,0.0134595,0.0209364,0.010603,0.00621642,0.00363678,0,0,0.00230601,0,0.0144072,0.00178578,0.0402653,0.0130955,0.0199886,0.0131296,0.00828254,0.0032651,0.0197452,0.00192993,0.00434207,0.0259368,0.0740138,0.0172808,0.0022728,0.00560289,0.00299503,0.00799943,0.00343575,0,0,0,0,0.0111307,0,0,0
238,0,0,0,0,0.00563169,0.0037733,0,0,0.014179,0.0206177,0.00974388,0.00410234,0,0,0.0026341,0,0.0164511,0.00127722,0.0458127,0.0120434,0.0156213,0.0122011,0.00433962,0.0100401,0.0099618,0.0160476,0.00671247,0.0235802,0.00882057,0.00896722,0.00544579,0.0127618,0.0144259,0.00462274,0.0045263,0.000559854,0.0139613,0.0212621,0.0106156,0.00575016,0.00578797,0,0,0.00361013,0,0.0144996,0.00219033,0.0407067,0.0135629,0.0196813,0.0129619,0.0101275,0.00467377,0.0197541,0.00194962,0.00450294,0.0261458,0.0741032,0.0187226,0.00428256,0.00608762,0.00304776,0.0076181,0.00591979,0,0,0,0,0.0118973,0,0,0
239,0,0,0,0,0.00324217,0.00296978,0,0,0.00660061,0.0205835,0.00864897,0.00166105,0,0,0.00207321,0,0.0164486,0.000950767,0.0414982,0.0214103,0.0198043,0.0170578,0.00396656,0.00798849,0.0100051,0.0106326,0.0104939,0.0260689,0.00695221,0.00775297,0.00590455,0.017387,0.014035,0.00379715,0.00457287,0.000744734,0.0131852,0.0216992,0.0104593,0.00581719,0.00413654,0,0,0.00878953,0,0.0154771,0.00299535,0.0411185,0.0132097,0.0197974,0.0125645,0.00779815,0.00571176,0.0195765,0.00206612,0.00438339,0.0263243,0.0740981,0.0176949,0.00234447,0.0023911,0.00127523,0.00630334,0.00396478,0,0,0,0,0.0115577,0,0,0
240,0,0,0,0,0.00483625,0.00304166,0,0,0.0252579,0.0205701,0.0169299,0.00237805,0,0,0.00262535,0,0.0164775,0.00107152,0.0455435,0.0196975,0.0175305,0.00901837,0.00292618,0.009008,0.00345722,0.00972257,0.00625869,0.027403,0.00748144,0.00914226,0.00637166,0.0136376,0.0258982,0.0042946,0.00455497,0.000583265,0.0135057,0.0212035,0.00964319,0.0056234,0.00492765,0,0,0.00264559,0,0.0146088,0.00173617,0.0415864,0.0133087,0.0195291,0.0123395,0.00893428,0.00410271,0.0195675,0.00212361,0.00483038,0.0264922,0.0745313,0.0188049,0.00337976,0.00573985,0.00341453,0.00705311,0.00515129,0,0,0,0,0.0120972,0,0,0
241,0,0,0,0,0.00436444,0.00282267,0,0,0.0284394,0.0205418,0.0196319,0.00202026,0,0,0.00260012,0,0.0165072,0.000986641,0.0454452,0.0227437,0.018498,0.00852281,0.00280808,0.00846774,0.00365433,0.00755721,0.00790741,0.0291508,0.0073065,0.00938803,0.00748312,0.0145405,0.0292642,0.00417733,0.00456776,0.000627548,0.0133353,0.0211284,0.00912129,0.00559679,0.00446646,0,0,0.00229581,0,0.0145822,0.00148123,0.0419426,0.0129679,0.0193921,0.0120956,0.00846236,0.00374355,0.0195445,0.00216881,0.00511891,0.0265755,0.0747585,0.0190972,0.00284579,0.00555007,0.00334159,0.00686084,0.00471577,0,0,0,0,0.0121174,0,0,0
242,0,0,0,0,0.00366949,0.00251244,0,0,0.0265556,0.0204768,0.0201577,0.0020866,0,0,0.00286784,0,0.0165392,0.00109609,0.0446409,0.0243618,0.019892,0.00522895,0.00365294,0.00773935,0.00789515,0.00551736,0.00843595,0.0303631,0.00622882,0.00832549,0.00870401,0.0162351,0.0278376,0.00419659,0.00455829,0.00069958,0.0134091,0.0209998,0.00850054,0.00557071,0.00372169,0,0,0.00247189,0,0.0145454,0.00156362,0.042181,0.0127726,0.0192291,0.011497,0.00763349,0.00318264,0.0195527,0.00202759,0.00530493,0.0266096,0.0746445,0.0195094,0.00202226,0.00530812,0.0033494,0.00681528,0.00409016,0,0,0,0,0.0122433,0,0,0
243,0,0,0,0,0.00344458,0.00239539,0,0,0.0294372,0.020457,0.0222081,0.00248322,0,0,0.00301283,0,0.016539,0.00114669,0.0451016,0.0252874,0.020402,0.00688393,0.00418296,0.00733557,0.00906223,0.00796095,0.0108361,0.0314651,0.00646922,0.00904461,0.00905891,0.0161728,0.0306401,0.00415625,0.00454587,0.000743274,0.0132689,0.0209235,0.00808072,0.00557678,0.00345064,0,0,0.00274571,0,0.0145343,0.00181234,0.0423879,0.0131543,0.0191064,0.0110301,0.00735757,0.0028878,0.019484,0.00211149,0.00539752,0.0264976,0.0746767,0.0197219,0.0016428,0.00519702,0.0034599,0.00685843,0.00393654,0,0,0,0,0.0125293,0,0,0
244,0,0,0,0,0.00319278,0.00229054,0,0,0.0295248,0.0204213,0.023369,0.0028956,0,0,0.00311656,0,0.0165837,0.00122489,0.044828,0.027265,0.0210504,0.00794462,0.00491041,0.00691189,0.0102132,0.00972589,0.0121358,0.0322427,0.00589924,0.00862946,0.00944802,0.0161734,0.0308281,0.00416877,0.00459405,0.000717802,0.0133775,0.020877,0.00745729,0.00565279,0.00325432,0,0,0.003204,0,0.0145543,0.0021634,0.0425449,0.0136339,0.0189625,0.0106183,0.00701331,0.00274874,0.0197067,0.00214087,0.00546423,0.0263505,0.0752317,0.0202336,0.00128598,0.00518205,0.00354536,0.00696374,0.00376403,0,0,0,0.00435529,0.0128122,0,0,0
245,0,0,0,0,0.00317788,0.00218618,0,0,0.0307364,0.0203659,0.0246259,0.0031275,0,0,0.00308184,0,0.0166692,0.00124924,0.0446247,0.0300371,0.0212653,0.008541,0.00518989,0.00680078,0.010194,0.0107024,0.0132258,0.0328955,0.00541738,0.00861734,0.00986639,0.0157296,0.031871,0.00421732,0.00474186,0.000629965,0.0131627,0.0208884,0.00726788,0.00581593,0.00325395,0,0,0.00325104,0,0.0145625,0.00237206,0.0426759,0.0140889,0.0188663,0.0103935,0.00702686,0.00272562,0.0198665,0.00208297,0.00523546,0.0261141,0.0758135,0.0204895,0.00117,0.00521445,0.00362525,0.00702464,0.00374809,0,0,0,0.00490259,0.0125577,0,0,0
246,0,0,0,0,0.0032993,0.00199774,0,0,0.0313731,0.0204037,0.0247622,0.0033166,0,0,0.00300949,0,0.0166531,0.00128755,0.0442967,0.0317443,0.0212511,0.00828294,0.00530332,0.0066183,0.00959463,0.0105987,0.0133317,0.0330745,0.00521178,0.0087282,0.00965682,0.0154356,0.0325692,0.00423486,0.00476165,0.00064459,0.0133927,0.0208843,0.00699132,0.00594856,0.00348012,0,0,0.00320657,0,0.0145746,0.00243258,0.0427253,0.015144,0.0186887,0.0101874,0.00724476,0.00260314,0.0200689,0.00234088,0.00528444,0.0258203,0.0766128,0.0209008,0.00111776,0.00528382,0.0036942,0.00695578,0.00382302,0,0,0,0.0050014,0.0127043,0,0,0
247,0,0,0,0,0.00386681,0.00191723,0,0,0.0307804,0.0205149,0.0503814,0.00552263,0,0,0.00298207,0,0.016529,0.00130054,0.0398047,0.0760999,0.0193455,0.0242079,0.00590135,0.00671504,0.0116605,0.0160543,0.0051006,0.0293321,0.0181921,0.0156784,0.0328893,0,0.0288426,0.00427752,0.00463906,0.000693317,0.0130204,0.0208653,0.0067327,0.00539068,0.00420675,0,0,0.00244708,0,0.0145671,0.00241043,0.0416955,0.0160318,0.0190832,0.0093352,0.00666151,0.00243594,0.0208033,0.00355849,0.0045684,0.0261631,0.0767704,0.0202047,0.00128089,0.0056962,0.00394975,0.0069884,0.00470248,0,0,0,0.00373248,0.0126356,0,0,0
248,0,0,0,0,0.00369707,0.00210204,0,0,0.0350477,0.0204149,0.0230132,0.00358747,0,0,0.00247393,0,0.0167231,0.000987231,0.0445259,0.0264015,0.0201228,0.00807042,0.00474037,0.00652253,0.00544444,0.0104978,0.0123809,0.0315922,0.00664661,0.0103581,0.00812548,0.0138213,0.03589,0.00387578,0.00448997,0.00124672,0.0139064,0.0212215,0.00843963,0.00606144,0.00441741,0,0,0.00553794,0,0.0150759,0.00209852,0.0424953,0.0177946,0.0181482,0.0103809,0.00790557,0.00347846,0.0205246,0.00380229,0.00544733,0.0249359,0.0781486,0.020771,0.00084829,0.00413079,0.00301322,0.00628608,0.00475081,0,0,0,0,0.0132012,0,0,0
249,0,0,0,0,0.00389926,0.00192295,0,0,0.0361962,0.020693,0.0221001,0.0036303,0,0,0.00273735,0,0.0164509,0.00119544,0.0446534,0.0232169,0.0194536,0.00951756,0.0043792,0.00671173,0.00272506,0.0114235,0.0116503,0.0300227,0.00808808,0.0112024,0.00712884,0.0128641,0.036838,0.00406311,0.00456656,0.000626705,0.0137495,0.0211511,0.0100293,0.00594559,0.00464868,0,0,0.00399651,0,0.0149765,0.00192152,0.0421438,0.0200574,0.0178486,0.0111429,0.00828024,0.00335565,0.0210062,0.00481208,0.00527437,0.0248177,0.0784172,0.0202955,0.00121192,0.00483084,0.00337429,0.00623561,0.00515254,0,0,0,0.00413519,0.0138798,0,0,0
250,0,0,0,0,0.00408851,0.00188083,0,0,0.036242,0.0207068,0.0219517,0.00372446,0,0,0.00266236,0,0.0164485,0.00112496,0.0444258,0.02231,0.0190519,0.0105178,0.00427625,0.00680884,0.000463788,0.0120794,0.0108652,0.0283834,0.00947137,0.0118167,0.00661823,0.0121214,0.0364132,0.00399533,0.00456586,0.000593218,0.0137369,0.0211965,0.0118626,0.00575017,0.00491698,0,0,0.00423546,0,0.0150404,0.00193602,0.0418857,0.0219259,0.0175004,0.0123776,0.00853003,0.00360554,0.0216608,0.00574548,0.00506043,0.0242796,0.0789378,0.0193225,0.00132393,0.00456024,0.00330732,0.00597548,0.00550728,0,0,0,0.00398793,0.0138085,0,0,0
251,0,0,0,0,0.00438762,0.00166111,0,0,0.034538,0.0206593,0.0216793,0.00372404,0,0,0.00275405,0,0.016475,0.00122686,0.0440285,0.0211097,0.018845,0.0109831,0.00438358,0.00721864,0.00150548,0.012367,0.0103414,0.0271589,0.0102207,0.0119024,0.00623391,0.0117175,0.0340882,0.00419301,0.00459247,0.000650119,0.013271,0.0210122,0.0131697,0.00561052,0.00487493,0,0,0.00278579,0,0.0148332,0.00228384,0.0416971,0.0228395,0.0173142,0.0133214,0.00868947,0.00311608,0.0217739,0.00621961,0.00486143,0.0240873,0.0793051,0.0176673,0.00142101,0.00514331,0.00392686,0.0059906,0.0057004,0,0,0,0.00401234,0.0135028,0,0,0
252,0,0,0,0,0.00455463,0.00151531,0,0,0.0315027,0.0206759,0.0200937,0.00363757,0,0,0.00281988,0,0.0164513,0.00126576,0.0436184,0.0191761,0.0189126,0.011749,0.00454666,0.00743076,0.00292777,0.0133836,0.0108063,0.0265289,0.0103727,0.0121404,0.00603023,0.0114022,0.0313704,0.00431994,0.00457964,0.000658546,0.0139623,0.0209345,0.014548,0.00546392,0.00511028,0,0,0.00242638,0,0.0147667,0.00240507,0.0415716,0.0231022,0.017003,0.0135994,0.00879257,0.0030326,0.0222763,0.00658129,0.00418312,0.0230364,0.0808062,0.0158386,0.00141683,0.00530152,0.00406455,0.00587627,0.00584931,0,0,0,0.00372577,0.0127116,0,0,0
253,0,0,0,0,0.00475019,0.00137899,0,0,0.0285849,0.0206864,0.0176736,0.00349132,0,0,0.00297244,0,0.016447,0.00130476,0.0433062,0.0173251,0.0191419,0.0133871,0.00473315,0.00760255,0.00435562,0.015336,0.0124149,0.0265807,0.0101944,0.0128878,0.00618933,0.0109405,0.0288757,0.00447719,0.00456761,0.0006081,0.0151413,0.0208578,0.0159012,0.00533207,0.00541199,0,0,0.00223502,0,0.01467,0.00253244,0.041437,0.0228993,0.0167118,0.0133594,0.00872261,0.00301709,0.0227447,0.00674753,0.00356002,0.0217412,0.0823166,0.0135942,0.00144678,0.00546971,0.00399431,0.00591885,0.00599075,0,0,0,0.00360413,0.0117918,0,0,0
254,0,0,0,0,0.00502838,0.00126958,0,0,0.0258919,0.0206596,0.0153725,0.00338804,0,0,0.00304942,0,0.0164933,0.00129006,0.0430677,0.0160747,0.0194194,0.0155225,0.00499289,0.00763662,0.00568693,0.0177305,0.0142791,0.0273428,0.0102724,0.0141605,0.00662422,0.0105108,0.0264603,0.00455293,0.00461818,0.000510407,0.016014,0.0208094,0.0170626,0.00526751,0.00556932,0,0,0.00222283,0,0.014629,0.00288503,0.0412705,0.0226988,0.0164846,0.0138528,0.00833029,0.00303728,0.0229051,0.00712058,0.00362089,0.0209599,0.0832788,0.0111468,0.0015421,0.00572824,0.00401745,0.00598472,0.00609558,0,0,0,0.00401993,0.0115541,0,0,0
255,0,0,0,0,0.00539502,0.00123694,0,0,0.0231132,0.0206428,0.013262,0.00336278,0,0,0.0030806,0,0.0165335,0.00126554,0.0426989,0.0151495,0.0195686,0.0172929,0.00536104,0.00763527,0.00665472,0.0198485,0.01567,0.0282912,0.0108499,0.0156182,0.00698601,0.0100319,0.0236181,0.00456045,0.00468133,0.000441122,0.0173634,0.0207784,0.0179887,0.00521828,0.00578916,0,0,0.00227745,0,0.0146225,0.00325408,0.0410316,0.0220086,0.016285,0.0145103,0.00772046,0.0031622,0.023243,0.00724732,0.00420589,0.0201257,0.0842769,0.00863875,0.00155402,0.00581432,0.00418867,0.00606662,0.00617435,0,0,0,0.00474973,0.011559,0,0,0
256,0,0,0,0,0.00577773,0.00126874,0,0,0.0204367,0.02072,0.0112367,0.003472,0,0,0.00306034,0,0.0164749,0.00123307,0.042147,0.0144055,0.0195023,0.0181072,0.00562445,0.00776886,0.00723829,0.0213217,0.0162474,0.0287238,0.0114878,0.0166354,0.00685454,0.0093708,0.0204786,0.00465084,0.00460939,0.000477369,0.0188806,0.0207295,0.018483,0.00509246,0.00607216,0,0,0.00222361,0,0.0145815,0.00329523,0.0407215,0.0211924,0.0159772,0.0144642,0.00691441,0.00367048,0.0231208,0.00698322,0.00473993,0.0195833,0.0848207,0.00659714,0.00145817,0.00574074,0.00425227,0.00623147,0.00635817,0,0,0,0.00524534,0.0113372,0,0,0
257,0,0,0,0,0.00518454,0.00211507,0,0,0.0175994,0.0209927,0.00919414,0.00365472,0,0,0.00218577,0,0.0162822,0.00103398,0.0414092,0.0137477,0.0193666,0.0172768,0.00597763,0.00713581,0.00750078,0.021516,0.0154726,0.028439,0.0113828,0.0165089,0.00622109,0.00862145,0.0170608,0.00393476,0.00453385,0.000667284,0.0197392,0.0213636,0.0187445,0.00492456,0.00746978,0,0,0.00729777,0,0.0154253,0.00233283,0.0403364,0.021213,0.0156755,0.0142228,0.0058605,0.00516107,0.0229073,0.00654195,0.00529543,0.0192906,0.0850172,0.00550508,0.000901796,0.00285409,0.00227407,0.00551895,0.0064258,0,0,0,0.00572646,0.0109725,0,0,0
258,0,0,0,0,0.00595016,0.00191034,0,0,0.0150385,0.0209799,0.00751707,0.00375386,0,0,0.00297223,0,0.0163424,0.000870785,0.040744,0.0129361,0.0191148,0.0163163,0.0056694,0.00811032,0.00805925,0.0210313,0.0143554,0.0275719,0.0108465,0.0158587,0.00556723,0.00791474,0.0147311,0.0047774,0.00444214,0.00029036,0.0201597,0.0210065,0.0189545,0.00470945,0.00651056,0,0,0.00312962,0,0.0148562,0.0021378,0.0399445,0.0223718,0.0154535,0.0146091,0.00556969,0.00387096,0.0228978,0.0061068,0.00602225,0.0191353,0.0851321,0.00630597,0.000868385,0.00423724,0.00357343,0.00629881,0.00655005,0,0,0,0.00608537,0.0112527,0,0,0
259,0,0,0,0,0.00600265,0.00202956,0,0,0.0130862,0.0211336,0.00608062,0.00382258,0,0,0.00284134,0,0.0162716,0.000677862,0.0402718,0.0120944,0.01877,0.0154363,0.00547932,0.00836639,0.00878785,0.0200762,0.0134363,0.0266138,0.0100813,0.0151052,0.00502457,0.00745133,0.0130257,0.00474506,0.0043963,0.000297515,0.0214577,0.0210528,0.0191362,0.00434888,0.00655612,0,0,0.00317705,0,0.0148686,0.00206464,0.0395509,0.0231984,0.0152999,0.0155653,0.0054316,0.0036189,0.0229672,0.00576641,0.0067558,0.0191788,0.085259,0.00761995,0.00096652,0.00402136,0.00353858,0.00632958,0.00646283,0,0,0,0.00646879,0.012262,0,0,0
260,0,0,0,0,0.00628732,0.0020483,0,0,0.0115492,0.0213333,0.00538933,0.00471115,0,0,0.00280912,0,0.0161672,0.000728631,0.040969,0.0115902,0.0179645,0.0147107,0.00686123,0.00898542,0.00908685,0.0184875,0.0128306,0.0253115,0.00950088,0.0143794,0.00488311,0.00775815,0.0112987,0.0048725,0.00440952,0.000454991,0.0237674,0.0210809,0.0145685,0.00614364,0.00694717,0,0,0.0034157,0,0.0149246,0.00193785,0.0398825,0.0151135,0.0144096,0.0126951,0.00417267,0.0037472,0.0213176,0.00431233,0.0020648,0,0.0801898,0.0257389,0.00115388,0.0037874,0.00352011,0.00704881,0.00701489,0,0,0,0.00394104,0.00670574,0,0,0
261,0,0,0,0,0.00635781,0.00207795,0,0,0.010924,0.0215134,0.00440864,0.00465898,0,0,0.00276165,0,0.0160912,0.000960167,0.0408207,0.0109344,0.0178493,0.0137211,0.00643311,0.00939201,0.00915732,0.01721,0.0119775,0.0248936,0.00886532,0.0137816,0.00475473,0.00795639,0.010526,0.00493187,0.00441811,0.000683817,0.0293217,0.0211322,0.0166696,0.005965,0.00703057,0,0,0.0026782,0,0.014907,0.00183509,0.0395315,0.0149813,0.01406,0.0126385,0.00431361,0.00369048,0.0216786,0.00490443,0.00158018,0,0.0812667,0.0309753,0.00167536,0.00391356,0.00372421,0.00730721,0.00694785,0,0,0,0.00284542,0.00601351,0,0,0
262,0,0,0,0,0.00657846,0.00215314,0,0,0.0105625,0.0217716,0.00364766,0.0044777,0,0,0.002913,0,0.0159622,0.00118736,0.0407997,0.0103198,0.0179061,0.0123232,0.00606458,0.00965987,0.00878712,0.01569,0.0109528,0.0248451,0.00823978,0.0129475,0.004686,0.00822166,0.0102788,0.00509096,0.00431463,0.000830542,0.0338889,0.0211446,0.0188715,0.00594936,0.00697593,0,0,0.00209975,0,0.014848,0.00181121,0.0391879,0.0148746,0.0136872,0.0125836,0.00434968,0.00347577,0.0218665,0.00569985,0.00224012,0,0.0813156,0.0368592,0.00206803,0.00400851,0.00383814,0.00764269,0.00702867,0,0,0,0.00174164,0.00568654,0,0,0
263,0,0,0,0,0.0069131,0.00231305,0,0,0.0105775,0.021944,0.0032008,0.00423745,0,0,0.0031717,0,0.015912,0.00154918,0.040933,0.00988051,0.0180369,0.010657,0.00573172,0.00986242,0.00824675,0.0141305,0.00998713,0.0250154,0.00744423,0.0117624,0.00457915,0.00841952,0.0103848,0.00521045,0.00428169,0.000993595,0.0384872,0.0211922,0.0207342,0.00608624,0.00705405,0,0,0.00206815,0,0.0148275,0.00186221,0.0388882,0.0137426,0.0133512,0.012653,0.00446096,0.0032691,0.0219576,0.00646365,0.00366682,0,0.0806702,0.0423227,0.002479,0.00405491,0.00386131,0.0079303,0.0071519,0,0,0,0.00107872,0.00510814,0,0,0
264,0,0,0,0,0.00728867,0.00247274,0,0,0.0109291,0.0220609,0.00306725,0.0039711,0,0,0.00358515,0,0.0158923,0.00194516,0.0410753,0.00943495,0.0181762,0.00982348,0.00541226,0.00990373,0.00757255,0.0128667,0.0090921,0.0252983,0.00662228,0.0105234,0.00401298,0.00854822,0.0108927,0.00534709,0.00430009,0.00119497,0.0430282,0.0212012,0.0224063,0.0062789,0.00725257,0,0,0.00237297,0,0.0148524,0.00222968,0.0387495,0.0123079,0.0131485,0.0129631,0.00446154,0.00311934,0.0218082,0.00708699,0.0050402,0,0.0793752,0.0474059,0.00291382,0.00391101,0.00399062,0.00805488,0.00719464,0,0,0,0,0.00468998,0,0,0
265,0,0,0,0,0.00766326,0.00261121,0,0,0.0115057,0.0221279,0.00321345,0.0036895,0,0,0.00406998,0,0.015866,0.00220616,0.0410548,0.0089577,0.018288,0.00956899,0.00515116,0.00974817,0.00693577,0.0118867,0.00829546,0.025537,0.00587902,0.00955562,0.00355197,0.00859527,0.0115834,0.00550934,0.00432496,0.00132624,0.0468097,0.0212948,0.0241404,0.0065144,0.00758097,0,0,0.00273977,0,0.0148937,0.00245342,0.0387428,0.0115378,0.0131198,0.0129909,0.00412858,0.00311894,0.0221929,0.00732027,0.0059778,0,0.0776509,0.0515199,0.00332709,0.00400192,0.00409142,0.00800321,0.00720177,0,0,0,0,0.00488122,0,0,0
266,0,0,0,0,0.00739207,0.00293105,0,0,0.0117754,0.022324,0.00355973,0.00363499,0,0,0.00359483,0,0.0157366,0.00196309,0.0408922,0.00841748,0.018334,0.00913003,0.00527672,0.00883128,0.00651907,0.0110902,0.00792646,0.0256366,0.00543035,0.00917015,0.00344743,0.00859459,0.0123193,0.0044991,0.00439447,0.00151804,0.0499464,0.0218942,0.0261213,0.00727749,0.00859244,0,0,0.00395003,0,0.0156206,0.00105632,0.0387957,0.0114211,0.0130836,0,0.00343831,0.00449594,0.0223339,0.00671278,0.00571128,0,0.0752716,0.0553698,0.00321673,0.00236109,0.00247021,0.00688297,0.00743399,0,0,0,0.00461113,0.00637221,0,0,0
267,0,0,0,0,0.00769077,0.00331087,0,0,0.0126481,0.0222765,0.00399428,0.00290976,0,0,0.00443979,0,0.0157614,0.0024226,0.0403186,0.00774287,0.0181948,0.00838678,0.00442424,0.00847113,0.00603722,0.0104487,0.00748925,0.0259572,0.00517933,0.00942204,0.00355395,0.00820501,0.0134932,0.00524495,0.00438314,0.00147795,0.0520167,0.0219171,0.0250179,0.00647962,0.0082763,0,0,0.00357466,0,0.0156654,0.0013397,0.0385656,0.0124855,0.0139712,0.0129223,0.00351794,0.00409284,0.0233749,0.00713909,0.0065374,0,0,0.0594402,0.0035533,0.00243681,0.00262202,0.00667789,0.0072059,0,0,0,0.0066249,0.00390671,0,0,0
