Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B,
37,0,0,0,0,0.0119282,0.0117618,0,0,0.0145933,0.0242525,0.00493752,0.00616481,0,0,0.0108263,0,0.014032,0.00527582,0.0397653,0.00942922,0.0195799,0.00572762,0.00533889,0.00339353,0.00237601,0.00713186,0.00380341,0.029553,0.00490851,0.00874805,0.00410065,0.00910781,0.0162252,0.0059705,0.00387013,0.00351152,0.0233714,0.0191273,0.020749,0.00291256,0.00852001,0,0,0.0399744,0,0.0108867,0.0204624,0.0383031,0.0384973,0.0179718,0.0246129,0.00562179,0.0170838,0.0166346,0,0.0950549,0.0202478,0.0127962,0.0207987,0.0276637,0.0366885,0.016429,0.0129024,0.012191,0.0129656,0.012413,0,0,0,0,0,0
38,0,0,0,0,0.0119027,0.011499,0,0,0.0151585,0.0240911,0.00559708,0.00569138,0,0,0.0101991,0,0.014055,0.00504221,0.0393106,0.00900056,0.0195934,0.00570878,0.00516413,0.00414834,0.00230729,0.00719356,0.00378147,0.0297221,0.00501703,0.00908112,0.00402215,0.00883986,0.0170711,0.00582289,0.00386904,0.00347015,0.0237462,0.0192318,0.0207756,0.00292904,0.00849635,0,0,0.0399048,0,0.0109401,0.0203555,0.0381867,0.0379804,0.0183859,0.026435,0.00433206,0.0174194,0.0162063,0,0.0937542,0.0218705,0.0132586,0.0208419,0.0296249,0.0381025,0.0162371,0.0128271,0.0120325,0.0124041,0.011996,0,0,0,0,0,0
39,0,0,0,0,0.0116167,0.0113075,0,0,0.0154934,0.0238897,0.00629798,0.00513432,0,0,0.009471,0,0.0140968,0.00476664,0.0390316,0.00834068,0.0196884,0.00531081,0.00508514,0.00512396,0.0021928,0.00648739,0.00350226,0.0298865,0.00506202,0.00923728,0.00385399,0.00852098,0.0176208,0.00572853,0.00387156,0.00340367,0.0239349,0.0192941,0.0208649,0.00344437,0.00824244,0,0,0.0394638,0,0.0109787,0.0200781,0.0378339,0.0369837,0.0191185,0.0287477,0.00289296,0.0176056,0.0156802,0,0.0818494,0.0232765,0.0140321,0.0205784,0.0314508,0.0391827,0.0158661,0.0127517,0.0118579,0.0120656,0.0113633,0,0,0,0,0,0
40,0,0,0,0,0.0115344,0.0112138,0,0,0.0168803,0.0238944,0.00705861,0.00534957,0,0,0.00923714,0,0.0140787,0.00463086,0.0379749,0.00795259,0.0200239,0.00505666,0.00492902,0.00582934,0.00275778,0.00654032,0.00338809,0.0303372,0.00523885,0.00962904,0.00361588,0.00806287,0.0197083,0.00600138,0.00391016,0.00340914,0.0204681,0.0194907,0.0169604,0.00306547,0.00875617,0,0,0.0400395,0,0.0109625,0.0200537,0.0357643,0.0267389,0.0177768,0.0349974,0.00406127,0.0180474,0.0297181,0,0,0.0293362,0.017372,0,0.0341727,0.0318637,0.0155181,0.0127548,0.0117442,0.0114492,0.0115598,0,0,0,0,0,0
41,0,0,0,0,0.0111366,0.0110694,0,0,0.0175182,0.0237811,0.00770802,0.00501794,0,0,0.00884527,0,0.0141139,0.00449843,0.0377546,0.00714946,0.0201461,0.00419422,0.00464348,0.00640258,0.00257275,0.00547748,0.00290227,0.030602,0.00501061,0.00907901,0.00356081,0.00778784,0.0204917,0.00609718,0.00392939,0.0032873,0.0213787,0.0195618,0.0164854,0.00371003,0.00872108,0,0,0.0400376,0,0.0110105,0.0198919,0.035641,0.0257858,0.0180399,0.0366392,0.00355456,0.0181969,0.0300639,0,0,0.030347,0.0179333,0.0222116,0.0349073,0.0327824,0.0151951,0.012721,0.011626,0.0111201,0.0113963,0,0,0,0,0,0
42,0,0,0,0,0.0109463,0.0109843,0,0,0.0181222,0.0237118,0.00821675,0.00481848,0,0,0.00854729,0,0.0141582,0.00443101,0.0373929,0.00655258,0.0202582,0.00343596,0.00431978,0.00713786,0.0023919,0.00449316,0.00264195,0.0309189,0.00483175,0.00832792,0.00346485,0.00743711,0.0212795,0.0061988,0.00392284,0.00321161,0.0218473,0.0196453,0.0167923,0.00389376,0.00871225,0,0,0.0399606,0,0.0110199,0.0197246,0.0361393,0.025985,0.0183262,0.0370914,0.00341073,0.0183155,0.0282421,0.0186603,0.0680071,0.030739,0.0175748,0.0221471,0.0353221,0.0336052,0.0148887,0.0126251,0.0114899,0.0111534,0.0112157,0,0,0,0,0,0
43,0,0,0,0,0.0108381,0.0108766,0,0,0.0184826,0.02364,0.00875254,0.00444991,0,0,0.00823773,0,0.0141754,0.00438854,0.0372496,0.00591272,0.0202287,0.00312577,0.0039208,0.00779224,0.00224639,0.00333274,0.00274298,0.0312429,0.00474221,0.00759341,0.0034011,0.00710785,0.0217197,0.00620244,0.00395247,0.00314041,0.021114,0.0196713,0.0157351,0.00368799,0.00849615,0,0,0.0397125,0,0.011038,0.0195562,0.0359946,0.0241518,0.0192079,0.0381018,0.00317691,0.0183333,0.030424,0,0.0742894,0.0314322,0.0181843,0.0221807,0.0354148,0.0323839,0.0146864,0.0124907,0.0113964,0.0114654,0.0108742,0,0,0,0,0,0
44,0,0,0,0,0.0110703,0.0107699,0,0,0.0186876,0.0235969,0.00934689,0.0038878,0,0,0.00786075,0,0.0141842,0.00429115,0.0373317,0.00573374,0.0201445,0.00349468,0.00372958,0.00827299,0.00226848,0.00251266,0.003012,0.031426,0.00479694,0.00702982,0.00338071,0.00695902,0.0219268,0.00613489,0.00394404,0.00310617,0.0204644,0.0196542,0.0164997,0.00429854,0.00833434,0,0,0.0396642,0,0.0110298,0.0195217,0.0367282,0.0249011,0.0191875,0.037773,0.00325518,0.0183331,0.028601,0.0189773,0.0740911,0.0306685,0.0174753,0,0.0349578,0.0321914,0.0146347,0.0124214,0.0113919,0.011674,0.0106079,0,0,0,0,0,0
45,0,0,0,0,0.0113231,0.0107736,0,0,0.0194083,0.0235412,0.0101795,0.00373894,0,0,0.00774488,0,0.0142242,0.00426611,0.0373645,0.00592234,0.0199934,0.00389627,0.00347373,0.00875119,0.00270783,0.0025986,0.00357616,0.0318372,0.00509588,0.00708084,0.00365519,0.00668826,0.0227578,0.00615122,0.0039183,0.00306407,0.0201082,0.0196482,0.0159289,0.00407479,0.00830289,0,0,0.0396062,0,0.0109924,0.0194905,0.037301,0.0241243,0.0195623,0.0373064,0.00301419,0.0183019,0.0292105,0.0186084,0.0737825,0.029275,0.0171484,0.022135,0.0333007,0.0312561,0.0145526,0.0124135,0.0113898,0.0119555,0.0103231,0,0,0,0,0,0
46,0,0,0,0,0.0114868,0.0108131,0,0,0.0200959,0.0234802,0.0110821,0.00396669,0,0,0.00756771,0,0.0142769,0.00420633,0.0373037,0.00655758,0.0198668,0.00440075,0.00337139,0.00943151,0.00321367,0.00279047,0.00423151,0.0322641,0.00540698,0.00730074,0.00401575,0.00647181,0.0235524,0.0061635,0.00390069,0.00305696,0.0186717,0.0196374,0.0165836,0.00370218,0.00827198,0,0,0.0395855,0,0.0109619,0.0195165,0.0378852,0.0246747,0.0199704,0.0373653,0.00261479,0.0183549,0.0298927,0.0178604,0.0744613,0.02823,0.0164653,0.0223657,0.0322235,0.0292291,0.0145734,0.0123676,0.0114044,0.0122468,0.0100409,0,0,0,0,0,0
47,0,0,0,0,0.0115258,0.0108625,0,0,0.0207514,0.0233945,0.0118677,0.00409988,0,0,0.00733203,0,0.0142794,0.00414046,0.037138,0.0072649,0.0197585,0.00489936,0.00337588,0.0102036,0.00366118,0.00302643,0.00487973,0.0326387,0.00567395,0.00748903,0.00431861,0.00629046,0.024305,0.00612054,0.00391391,0.00311674,0.0169493,0.0195984,0.0169406,0.00337214,0.0082814,0,0,0.039574,0,0.0109166,0.01956,0.0382139,0.0247804,0.0203858,0.0374662,0.00237568,0.0184384,0.0300106,0.0172965,0.0757711,0.0271927,0.0159514,0.0225678,0.0310258,0.026731,0.0146416,0.0123,0.0114218,0.0125306,0.00980185,0,0,0,0,0,0
48,0,0,0,0,0.0115175,0.0109377,0,0,0.0213801,0.0233049,0.0124258,0.00418941,0,0,0.00701487,0,0.0143175,0.00403599,0.0368921,0.00780109,0.0196677,0.00541323,0.00341265,0.0109973,0.0040209,0.00332446,0.00533853,0.0329355,0.00586677,0.00756293,0.00449826,0.00611096,0.0250385,0.00606108,0.00391446,0.00314919,0.0154601,0.0196162,0.0172019,0.00319676,0.00843065,0,0,0.0395635,0,0.0109318,0.0196476,0.0383442,0.0249865,0.020767,0.0371155,0.00251727,0.0185147,0.02988,0.0166716,0.0770687,0.0262907,0.015507,0.0228493,0.0300278,0.0244238,0.0147188,0.0122717,0.011471,0.0128244,0.00961163,0,0,0,0,0,0
49,0,0,0,0,0.0114674,0.0109751,0,0,0.0220148,0.0231735,0.0128526,0.0042975,0,0,0.00666198,0,0.0144213,0.00394349,0.0366277,0.00820875,0.0197187,0.00594635,0.00344432,0.0117477,0.00429464,0.00368397,0.00575981,0.0331618,0.00605923,0.0075562,0.00464111,0.00595288,0.0258603,0.00600656,0.00389867,0.00311676,0.0145129,0.0196259,0.0178587,0.00317561,0.00862793,0,0,0.0395763,0,0.0109522,0.0197581,0.0383707,0.0254991,0.0211414,0.0363724,0.003188,0.0186728,0.0297987,0.0157803,0.0782021,0.0255996,0.0150891,0.0232281,0.0294487,0.0227572,0.014799,0.0122033,0.0115349,0.0130772,0.00941544,0,0,0,0,0,0
50,0,0,0,0,0.0114705,0.0109885,0,0,0.0225481,0.0230396,0.0132562,0.00443586,0,0,0.00623007,0,0.0144991,0.00381336,0.0363961,0.00857898,0.019801,0.0065318,0.00336713,0.0124829,0.00452959,0.00404813,0.00622894,0.0333722,0.00630275,0.00751586,0.00480515,0.00582299,0.026655,0.00593064,0.00388689,0.00310666,0.0143416,0.0195861,0.0190517,0.00326466,0.00887695,0,0,0.0396666,0,0.0109182,0.0198887,0.0383124,0.0265167,0.0215362,0.0359631,0.00411659,0.0188518,0.0298537,0.0151437,0.0791213,0.025248,0.0146737,0.0237267,0.0292007,0.0219052,0.0148498,0.0121206,0.011579,0.0133219,0.00928828,0,0,0,0,0,0
51,0,0,0,0,0.0114983,0.0109546,0,0,0.0230436,0.0229309,0.0136916,0.00468454,0,0,0.00581691,0,0.0145176,0.00367987,0.0361977,0.0089994,0.0198821,0.00718139,0.00310449,0.0132047,0.00476628,0.00447104,0.00669591,0.0335812,0.00662337,0.00752301,0.00501494,0.00569258,0.0273416,0.00579279,0.0039467,0.00316902,0.0153569,0.0195529,0.0209788,0.00343384,0.0091665,0,0,0.0398053,0,0.0108946,0.0199775,0.0382462,0.0282252,0.0219619,0.0354387,0.0050831,0.018992,0.0299683,0.0147543,0.0798806,0.0252048,0.0144221,0.0242772,0.0289886,0.0222228,0.0149137,0.0120287,0.011586,0.0135148,0.00928927,0,0,0,0,0,0
52,0,0,0,0,0.0114795,0.0109029,0,0,0.0236837,0.0228287,0.0142419,0.00504975,0,0,0.00539155,0,0.0145404,0.00359124,0.0360227,0.00952581,0.020076,0.0077954,0.00282931,0.013943,0.00503064,0.00490829,0.00716265,0.0338122,0.00693357,0.00764353,0.00519549,0.00556648,0.0281144,0.00561717,0.00404589,0.00330511,0.0177053,0.0195375,0.023701,0.00362741,0.0094546,0,0,0.0398528,0,0.0109181,0.0200112,0.038243,0.0307101,0.0224284,0.0351126,0.00609226,0.0191005,0.0301083,0.0144927,0.0805111,0.025471,0.0144405,0.0248972,0.0293077,0.0239346,0.0149585,0.0119647,0.0115892,0.0135755,0.0092865,0,0,0,0,0,0
53,0,0,0,0,0.0113393,0.0107866,0,0,0.0243911,0.0227133,0.0148646,0.00533228,0,0,0.00486191,0,0.0146162,0.00338988,0.0358715,0.010217,0.020327,0.00839136,0.00256707,0.014543,0.00527417,0.00539414,0.00760093,0.0339992,0.0071967,0.00774933,0.00528148,0.00547253,0.0289162,0.00546114,0.00412782,0.00333741,0.0187341,0.0194921,0.0251844,0.00374789,0.00968654,0,0,0.0398489,0,0.0109324,0.0200068,0.0382544,0.0321205,0.0228566,0.0353429,0.00704677,0.019229,0.0299829,0.0142261,0.0810134,0.0259074,0.0142699,0.0252459,0.0301548,0.0246277,0.0150089,0.0119084,0.0115559,0.0134946,0.00921466,0,0,0,0,0,0
54,0,0,0,0,0.01116,0.0106683,0,0,0.0250566,0.022594,0.015467,0.00548757,0,0,0.00424605,0,0.0146579,0.0030381,0.0356844,0.0109797,0.0205086,0.00891569,0.00234946,0.0150813,0.00549219,0.00591667,0.00799653,0.0340991,0.00739181,0.00780634,0.00537724,0.00540781,0.0296437,0.00536345,0.00418507,0.00329958,0.0189364,0.0194337,0.0260753,0.00375428,0.0099625,0,0,0.0398449,0,0.0109122,0.0199968,0.0383436,0.033351,0.0232223,0.0353128,0.00787099,0.0193082,0.0296755,0.0137353,0.0814322,0.0264484,0.0139127,0.025529,0.0313318,0.0245902,0.0149818,0.0118437,0.0115279,0.0133453,0.0091176,0,0,0,0,0,0
55,0,0,0,0,0.0110662,0.0105842,0,0,0.025606,0.0225002,0.0160235,0.00565202,0,0,0.00365141,0,0.0147375,0.00268582,0.0354746,0.0116918,0.020601,0.00944361,0.00223374,0.0156681,0.00574457,0.00653788,0.00840373,0.0341665,0.00756062,0.00777262,0.00547115,0.00538107,0.0302511,0.00533092,0.00421133,0.003186,0.0192839,0.0194241,0.0272164,0.00370214,0.010183,0,0,0.0398383,0,0.0109407,0.0200537,0.0385245,0.0351352,0.0235336,0.035065,0.00856898,0.019287,0.0292681,0.0132839,0.0818156,0.0271971,0.013654,0.0258971,0.0327226,0.0250761,0.0150136,0.0118131,0.011527,0.0132092,0.00902512,0,0,0,0,0,0
56,0,0,0,0,0.0110228,0.0105166,0,0,0.0261257,0.0223583,0.0164804,0.00591221,0,0,0.0032044,0,0.0148948,0.00238761,0.0353596,0.0123205,0.020701,0.00997107,0.00223304,0.0162482,0.00591469,0.00705341,0.00879675,0.0342026,0.00770543,0.00770626,0.00553216,0.00537082,0.0308129,0.00538235,0.00422293,0.0031959,0.0206232,0.0194082,0.0288562,0.00360403,0.0103464,0,0,0.0397808,0,0.0109735,0.0201009,0.0387627,0.0373932,0.0237723,0.0350459,0.00918462,0.01917,0.0288256,0.012947,0.082221,0.0278787,0.0137412,0.0260628,0.0338845,0.0268688,0.0150417,0.0118259,0.0115603,0.0130954,0.00884586,0,0,0,0,0,0
57,0,0,0,0,0.0109656,0.010433,0,0,0.0266696,0.0221748,0.0168225,0.00617681,0,0,0.00290068,0,0.0150941,0.00215044,0.0355651,0.0128347,0.0208953,0.0103878,0.00237068,0.016788,0.00593769,0.00736357,0.00908944,0.0341576,0.00783277,0.00763763,0.00554897,0.00536305,0.0314174,0.00546218,0.00427864,0.0033263,0.0215387,0.0193324,0.0303054,0.00351182,0.0104413,0,0,0.0396825,0,0.0109613,0.0201376,0.0390409,0.0392789,0.0238497,0.035337,0.00974525,0.0190771,0.0283866,0.0128702,0.0825581,0.0287227,0.0137143,0.0262238,0.035121,0.0284211,0.0150225,0.0118378,0.0115859,0.0129993,0.00857025,0,0,0,0,0,0
58,0,0,0,0,0.0109605,0.0103534,0,0,0.0269778,0.0220895,0.0171489,0.00647975,0,0,0.00255322,0,0.0151754,0.00194346,0.035792,0.0134896,0.0210487,0.0108933,0.00258935,0.0173331,0.00612838,0.00782233,0.00945751,0.0341885,0.00802529,0.00757677,0.00556957,0.00538412,0.0317378,0.0054629,0.00431251,0.00340845,0.0230519,0.0192716,0.0321511,0.00342655,0.0105194,0,0,0.0395537,0,0.0109502,0.0202001,0.0391534,0.0417076,0.0239313,0.0353548,0.010196,0.0189603,0.0280316,0.0130703,0.0827418,0.0295173,0.0139594,0.0264356,0.036234,0.0305779,0.0149784,0.0118556,0.0116415,0.0129679,0.00828879,0,0,0,0,0,0
59,0,0,0,0,0.0109093,0.0102847,0,0,0.0272461,0.0220319,0.0175198,0.0067076,0,0,0.00232058,0,0.0152231,0.00173083,0.0360146,0.0141749,0.0212057,0.0114022,0.00280797,0.0178193,0.00637022,0.00832102,0.00980984,0.0342691,0.00827705,0.00759302,0.00564479,0.00540141,0.0320147,0.00548003,0.00434696,0.00345066,0.0255047,0.0192132,0.0344456,0.00332103,0.0105812,0,0,0.0393811,0,0.0109311,0.0202384,0.0391206,0.0446654,0.0240435,0.0349404,0.0105363,0.0187999,0.0277554,0.0134656,0.0827248,0.0300474,0.0146745,0.0266623,0.0370851,0.0335546,0.0149041,0.011863,0.0116997,0.0129436,0.00804368,0,0,0,0,0,0
60,0,0,0,0,0.0108694,0.0102547,0,0,0.0275657,0.0220295,0.0178998,0.00687539,0,0,0.00208081,0,0.0151485,0.00175943,0.0362219,0.0148303,0.0213937,0.0117765,0.00304152,0.0182291,0.00653772,0.0086869,0.0100528,0.0343338,0.00850669,0.00767547,0.00573264,0.00538858,0.032395,0.00542103,0.00436357,0.00352773,0.0280285,0.0191644,0.0367047,0.00321551,0.0106067,0,0,0.0392602,0,0.010928,0.0202694,0.0389608,0.0474572,0.0241229,0.0343243,0.0108848,0.0186102,0.0274882,0.0141054,0.0825242,0.0302911,0.0155198,0.0266535,0.0376691,0.0364117,0.0148309,0.0118716,0.0117423,0.012963,0.00780585,0,0,0,0,0,0
61,0,0,0,0,0.0108097,0.010218,0,0,0.0279146,0.0219688,0.0182686,0.0070472,0,0,0.00183656,0,0.0151267,0.00186542,0.0363451,0.0154846,0.0215876,0.0120632,0.00332576,0.0185925,0.00663812,0.00892602,0.0102416,0.0343813,0.00869267,0.00773995,0.00578128,0.00535325,0.0329091,0.00534615,0.00439598,0.00362479,0.0304352,0.0191133,0.038886,0.00307126,0.0105814,0,0,0.0390981,0,0.0109471,0.0202733,0.0387762,0.0499405,0.024226,0.0339832,0.0112231,0.0183927,0.0271608,0.015042,0.0821408,0.0304622,0.0165326,0.026269,0.037966,0.0390149,0.0148387,0.0118874,0.0117696,0.0130643,0.00760914,0,0,0,0,0,0
62,0,0,0,0,0.0107512,0.0102218,0,0,0.028262,0.0218458,0.0185765,0.00729389,0,0,0.00161136,0,0.0152277,0.00191228,0.0363676,0.0161564,0.0217563,0.0123309,0.00363674,0.0189561,0.0067392,0.00918027,0.0104086,0.0344242,0.00885515,0.00779326,0.00579047,0.00531253,0.0333897,0.00530774,0.00435459,0.00364119,0.0329382,0.0190443,0.0409231,0.00283241,0.0105264,0,0,0.038752,0,0.010959,0.0202268,0.0386202,0.0523913,0.0244958,0.0337981,0.0115722,0.0181107,0.0268486,0.0161696,0.0815826,0.0303895,0.0179236,0.0254527,0.037967,0.041642,0.0148314,0.0118758,0.011737,0.0132214,0.00746195,0,0,0,0,0,0
63,0,0,0,0,0.0107577,0.0102874,0,0,0.0286276,0.021766,0.0188116,0.00757508,0,0,0.00127025,0,0.0153043,0.00202436,0.0363556,0.016891,0.021906,0.0125994,0.00397505,0.0192886,0.00686562,0.00947449,0.0105745,0.0344666,0.00904248,0.00783711,0.00579552,0.00527505,0.0338423,0.00519745,0.00430227,0.00368001,0.0356763,0.0189678,0.0430571,0.00246371,0.0103693,0,0,0.0382853,0,0.0109846,0.0201404,0.0387272,0.0547491,0.0250207,0.0332989,0.0120152,0.0178605,0.0265091,0.0174562,0.0807743,0.0299932,0.0198061,0.0242485,0.0377139,0.044467,0.0147907,0.0118631,0.0116932,0.0134495,0.00732977,0,0,0,0,0,0
64,0,0,0,0,0.0108409,0.0103959,0,0,0.0290088,0.0217483,0.0190801,0.0078435,0,0,0.000877623,0,0.0152977,0.00217177,0.036415,0.0178152,0.0220442,0.0128721,0.00430749,0.0196316,0.00712442,0.00980451,0.0107839,0.0345514,0.00923574,0.00785921,0.00581729,0.00525653,0.0342355,0.00503813,0.00423794,0.00366507,0.038498,0.0188897,0.0451941,0.00201143,0.0102707,0,0,0.0377718,0,0.0110092,0.0200946,0.0390026,0.056746,0.0257676,0.0323165,0.0124667,0.0176096,0.0261789,0.0188431,0.0796727,0.0292499,0.0221582,0.0227131,0.0371034,0.0472007,0.0147724,0.0118721,0.0116804,0.0137469,0.00720254,0,0,0,0,0,0
65,0,0,0,0,0.0110163,0.0105632,0,0,0.0294003,0.0218256,0.0193928,0.00820621,0,0,0.000650176,0,0.015155,0.00239539,0.0365957,0.0186499,0.0221681,0.0131509,0.00462797,0.0200165,0.00745125,0.0101405,0.0110036,0.0346676,0.00939737,0.00791671,0.00582395,0.00526614,0.0345945,0.00482006,0.00420867,0.00363618,0.0411074,0.0187893,0.0470817,0.00159408,0.0100697,0,0,0.0373306,0,0.0110047,0.0201277,0.0393247,0.0584708,0.0266465,0.0308164,0.0128877,0.0172853,0.0257482,0.0195887,0.0783816,0.0279926,0.0247848,0.0212854,0.036077,0.0492506,0.014832,0.0118093,0.0117147,0.0141134,0.00713565,0,0,0,0,0,0
66,0,0,0,0,0.0111098,0.0107474,0,0,0.0296693,0.0217824,0.0196451,0.0087818,0,0,0.00085331,0,0.0151564,0.00255306,0.0369203,0.0187945,0.0222484,0.0134215,0.00489161,0.0202976,0.00778896,0.0105087,0.0112027,0.0348123,0.00956658,0.00801006,0.0058425,0.00533354,0.0348479,0.00465062,0.00426928,0.00364664,0.0424371,0.0186996,0.0478464,0.00150485,0.00993398,0,0,0.0367537,0,0.011003,0.0201106,0.0396127,0.0595894,0.0277391,0.0283522,0.0132321,0.0169325,0.0251071,0.019597,0.0770171,0.0261387,0.0275353,0.0202376,0.0348113,0.0497103,0.0149026,0.0117179,0.0117151,0.0144665,0.00709424,0,0,0,0,0,0
67,0,0,0,0,0.0111957,0.0109484,0,0,0.0297536,0.0216817,0.0197123,0.00931445,0,0,0.00122604,0,0.0152128,0.0027198,0.0373686,0.0192726,0.0223097,0.0136913,0.00515362,0.0204282,0.00814588,0.0109182,0.0113439,0.0349533,0.00975037,0.00811361,0.00592412,0.00542811,0.0349017,0.00444912,0.00423749,0.00371785,0.0417776,0.0186376,0.0472926,0.0021388,0.00987352,0,0,0.0360637,0,0.0110424,0.0200474,0.0397987,0.0598374,0.0291097,0.024198,0.0137194,0.016603,0.0239812,0.0189786,0.0757145,0.0241868,0.0302555,0.0194575,0.0339198,0.0481483,0.0149722,0.0116791,0.0116474,0.0148305,0.00707658,0,0,0,0,0,0
68,0,0,0,0,0.0113136,0.0111716,0,0,0.0298449,0.0214797,0.0196702,0.00956566,0,0,0.00150892,0,0.0153738,0.00277893,0.038135,0.0200395,0.0221146,0.0138655,0.0053946,0.020466,0.0086588,0.0113959,0.011432,0.0349913,0.00980399,0.00807941,0.00591347,0.00557976,0.0350389,0.00427023,0.00413987,0.00381206,0.037144,0.0185922,0.0440672,0.00343555,0.0096989,0,0,0.0352937,0,0.0111036,0.0200128,0.0396894,0.0579263,0.0304187,0.0160601,0.014347,0.0163296,0.0218465,0.016374,0,0.0230287,0.0332917,0.0197789,0.0340578,0.042636,0.0151309,0.011605,0.0115762,0.0151495,0.00698369,0,0,0,0,0,0
69,0,0,0,0,0.0115037,0.0114498,0,0,0.0297313,0.0214511,0.0197447,0.00977992,0,0,0.00184349,0,0.0153698,0.00291448,0.0387411,0.0206293,0.0220195,0.0140268,0.00562888,0.0205251,0.00905175,0.0117482,0.0114923,0.0350141,0.00988413,0.00813172,0.00592709,0.00568818,0.0349885,0.00401374,0.00409822,0.00382842,0.0320728,0.0185525,0.0413177,0.00446515,0.00952539,0,0,0.0346334,0,0.0111279,0.0199628,0.0395241,0.0568347,0.0316743,0.00966663,0.0151531,0.0160836,0.0199648,0.0154133,0,0.0248876,0.0351947,0.0213378,0.0365845,0.0368227,0.0152907,0.0114461,0.0114923,0.0155082,0.00694046,0,0,0,0.0133325,0,0
70,0,0,0,0,0.0116094,0.011704,0,0,0.0296402,0.0213275,0.0197684,0.0100881,0,0,0.00189993,0,0.0154256,0.00297676,0.0394257,0.02102,0.0218322,0.0139858,0.00579629,0.0204888,0.0093828,0.0120084,0.0115177,0.0350541,0.00990827,0.00818835,0.00593274,0.0057913,0.0349711,0.0038246,0.00410418,0.00383406,0.0246723,0.0185197,0.0390018,0.00544234,0.00937109,0,0,0.0339637,0,0.0111717,0.0198916,0.0392186,0.0571864,0.0328198,0.00798154,0.0158184,0.0157855,0.0182134,0.0130687,0,0.0293471,0.035865,0.0239619,0.0416416,0.0290863,0.0154603,0.0113267,0.0113798,0.0157927,0.00697283,0,0,0,0.0138145,0,0
71,0,0,0,0,0.0115529,0.0118764,0,0,0.0293868,0.0211538,0.0193964,0.0103216,0,0,0.00176331,0,0.0155662,0.00295289,0.0398948,0.0209797,0.0216489,0.0136116,0.00606557,0.020399,0.00938857,0.0118841,0.0112231,0.0349511,0.00981013,0.00817784,0.0058079,0.00582562,0.0349769,0.00376705,0.00405319,0.00383413,0.022322,0.0185038,0.0387337,0.00598872,0.00926189,0,0,0.033616,0,0.0112275,0.0198806,0.0388023,0.0586207,0.033276,0.0130679,0.016192,0.015592,0.0173792,0.0114311,0,0.0322134,0.0356374,0.0252869,0.0445844,0.026282,0.0156759,0.0112641,0.0112749,0.0159442,0.00702209,0,0,0,0.0147982,0,0
72,0,0,0,0,0.0114161,0.0119769,0,0,0.0289062,0.0210527,0.0188098,0.0105715,0,0,0.00169129,0,0.0156764,0.00297498,0.0400222,0.0206044,0.021617,0.0131214,0.00650948,0.0202946,0.00911189,0.011529,0.0107619,0.0347537,0.00975271,0.00824884,0.00567663,0.00575791,0.0348257,0.00376923,0.00404003,0.00385154,0.0301504,0.0185081,0.0428773,0.00624604,0.00925238,0,0,0.0334288,0,0.0112817,0.0198666,0.0378871,0.0638675,0.0335011,0.0118667,0.0165002,0.0157026,0.0170842,0.0115134,0,0.031227,0.0356563,0.0254918,0.0434105,0.0346458,0.0159393,0.0111663,0.0111944,0.0160422,0.00722207,0,0,0,0.0149687,0,0
73,0,0,0,0,0.0114257,0.0121234,0,0,0.0282569,0.0210332,0.0180947,0.0108651,0,0,0.00176319,0,0.0157002,0.00307907,0.0401746,0.0200616,0.0215221,0.0125039,0.00720224,0.0202608,0.00872014,0.0112006,0.0102122,0.0344134,0.00964031,0.00828634,0.00547411,0.00569026,0.0345051,0.00375017,0.00407029,0.00388121,0.0340931,0.0184759,0.0459513,0.00660526,0.00907869,0,0,0.0332686,0,0.0113171,0.0198438,0.0371249,0.0695291,0.033566,0.0121088,0.0170639,0.0158823,0.0165708,0.0110595,0,0,0.0355606,0.0267263,0.0451328,0.0379378,0.0162377,0.011059,0.011061,0.0161725,0.00743493,0,0,0,0.0143105,0,0
74,0,0,0,0,0.0116085,0.0124064,0,0,0.0276239,0.0210575,0.0173258,0.011309,0,0,0.00198501,0,0.0156642,0.00324474,0.0402411,0.0195776,0.0214012,0.0118724,0.00754961,0.0203149,0.00827655,0.0108001,0.00974498,0.0342936,0.00969353,0.00855369,0.0054939,0.00560641,0.0344129,0.00376986,0.00409025,0.00388993,0.0327344,0.0184506,0.0432509,0.00686428,0.00910703,0,0,0.0328773,0,0.0113195,0.0198291,0.0369426,0.0670769,0.0341161,0.0120197,0.0174092,0.0160657,0.0163191,0.0103001,0,0.0320988,0.0349184,0.0258387,0.0452359,0.0337382,0.016427,0.0110128,0.0110277,0.0164116,0.00788662,0,0,0,0,0,0
