Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B,
151,0,0,0,0,0.0095448,0.00747089,0,0,0.0160348,0.0243149,0.00456928,0.00503211,0,0,0.00870216,0,0.0139469,0.00403104,0.0399351,0.00894541,0.0191747,0.0040295,0.0050169,0.00485088,0.0012417,0.00576813,0.00256826,0.0294448,0.00359262,0.00656315,0.00330964,0.00821591,0.0185564,0.00515665,0.00400099,0.0031524,0.019734,0.0189932,0.0173681,0.00276976,0.00753986,0,0,0.0365525,0,0.0109895,0.0196878,0.0387495,0.0372461,0.0197005,0.0206983,0.00295852,0.0165974,0.0174811,0,0,0.0191897,0.0142059,0.0188296,0.0281905,0.035971,0.0145869,0.0129487,0.0121699,0.0080712,0.0115543,0,0,0,0,0,0
152,0,0,0,0,0.00951255,0.00751972,0,0,0.0168723,0.0242621,0.00546807,0.00451078,0,0,0.00863193,0,0.0139459,0.00410352,0.0396405,0.0084539,0.0193213,0.00348512,0.0050299,0.00505281,0.00131576,0.00484006,0.00243877,0.0296541,0.00384535,0.00677136,0.00335032,0.00803783,0.0197071,0.00539358,0.00399456,0.00314173,0.0195469,0.0190332,0.017295,0.00302947,0.00747709,0,0,0.0367195,0,0.0109919,0.0197086,0.0383011,0.0366225,0.0199445,0.0217503,0.00246972,0.0165941,0.0169028,0,0,0.0199262,0.0144327,0.0183967,0.0279791,0.0354147,0.0146215,0.0129583,0.0120981,0.00840563,0.011427,0,0,0,0,0,0
153,0,0,0,0,0.00945754,0.00766564,0,0,0.0178259,0.024164,0.00642603,0.00397805,0,0,0.00854417,0,0.0139842,0.00415394,0.0394802,0.00821711,0.0195154,0.00283357,0.00505815,0.00544358,0.00149031,0.0038464,0.00238242,0.0299849,0.00415294,0.00699351,0.00344971,0.00787699,0.0209164,0.00559299,0.00398058,0.0031137,0.0190636,0.0190774,0.0173445,0.00360494,0.00732324,0,0,0.0367175,0,0.011001,0.0196989,0.0378322,0.0354707,0.0202094,0.0244194,0.00319119,0.0165572,0.0163393,0,0,0.0205876,0.0145627,0.0182775,0.0279807,0.0343539,0.0145851,0.0128281,0.011991,0.00882006,0.0112083,0,0,0,0,0,0
154,0,0,0,0,0.00947164,0.00782394,0,0,0.0186528,0.02406,0.00718424,0.00352382,0,0,0.00845429,0,0.0140206,0.00413863,0.039394,0.0080182,0.0196458,0.00227205,0.00495426,0.0059232,0.001752,0.00295421,0.00238917,0.0302812,0.00434194,0.00691009,0.00342143,0.00774869,0.0219557,0.00573393,0.00396359,0.00306765,0.0188838,0.0191196,0.0175547,0.00435082,0.00723178,0,0,0.0367557,0,0.0109944,0.0197338,0.0373906,0.0337896,0.0202917,0.0262573,0.00408577,0.0165945,0.0161157,0,0,0.0211862,0.0146428,0.0183561,0.0281882,0.0332377,0.0145403,0.0126453,0.0119508,0.00918127,0.0109823,0,0,0,0,0,0
155,0,0,0,0,0.00953349,0.00797318,0,0,0.0192738,0.0239897,0.00761709,0.00323041,0,0,0.00833579,0,0.0140654,0.00407633,0.0393915,0.00740506,0.0196653,0.00216382,0.004649,0.00630996,0.00210464,0.00222873,0.00243564,0.0305405,0.00440245,0.00640623,0.00320457,0.00763081,0.0227697,0.00586213,0.00395434,0.00304986,0.0188934,0.0191817,0.0178578,0.00509893,0.00728574,0,0,0.0368959,0,0.0109961,0.0198298,0.0371551,0.0317224,0.0202554,0.0275949,0.00455359,0.0166215,0.0163431,0,0,0.0217361,0.014633,0.0187593,0.0283708,0.0320829,0.0144754,0.0126218,0.0120552,0.0094289,0.0107957,0,0,0,0,0,0
156,0,0,0,0,0.00966937,0.00806884,0,0,0.0199289,0.0239828,0.00782021,0.00306343,0,0,0.00821557,0,0.014054,0.00401045,0.0393714,0.00660607,0.0195707,0.00258595,0.00411727,0.00657441,0.00239761,0.00188449,0.00262422,0.0307411,0.00439795,0.00576809,0.00296706,0.0074783,0.0236371,0.00594725,0.00397503,0.00303881,0.0187024,0.0192744,0.017844,0.00574742,0.00735684,0,0,0.0370036,0,0.011009,0.0197676,0.037127,0.0292869,0.0200894,0.0291783,0.0044505,0.0166,0.0172187,0,0,0.0223016,0.0143951,0.0198781,0.028545,0.0304345,0.0143833,0.0127092,0.0120919,0.00954916,0.0106987,0,0,0,0,0,0
157,0,0,0,0,0.0102091,0.00807905,0,0,0.0209352,0.0240352,0.00802547,0.00292842,0,0,0.00840106,0,0.0140222,0.0040833,0.0389276,0.00593906,0.0194578,0.00309945,0.00341908,0.00680219,0.00248039,0.00177212,0.00281329,0.0309151,0.00446705,0.00539662,0.00283184,0.0072454,0.0249736,0.00616775,0.00401895,0.0031282,0.01823,0.0193983,0.016725,0.00659217,0.00780552,0,0,0.0376754,0,0.0109922,0.0198663,0.0366205,0.0234849,0.0185149,0.0323851,0.00283877,0.0166766,0.0236714,0,0,0.0245749,0.014322,0.0215143,0.0289231,0.0269008,0.0144199,0.0128231,0.0119719,0.00936119,0.0109743,0,0,0,0,0,0
158,0,0,0,0,0.0105522,0.00818785,0,0,0.0220858,0.0240189,0.00853742,0.0029467,0,0,0.00864713,0,0.0140437,0.00418455,0.0385523,0.00544635,0.0193021,0.00363406,0.00316096,0.00709735,0.00267221,0.00188971,0.00318242,0.0312531,0.00467921,0.0053479,0.00288793,0.00693344,0.0264537,0.0063881,0.00407104,0.00319525,0.0166454,0.0194816,0.0160606,0.00693629,0.00810189,0,0,0.0381725,0,0.0109661,0.0199374,0.0365122,0.0205277,0.0178828,0.0344072,0.00171094,0.0167304,0.0288887,0,0,0.025574,0.0156244,0.0218088,0.028426,0.0231383,0.0144394,0.0128273,0.0119446,0.00933901,0.011119,0,0,0,0,0,0
159,0,0,0,0,0.0105234,0.0082382,0,0,0.0228723,0.0240125,0.00923599,0.00294815,0,0,0.00861214,0,0.014013,0.00416319,0.0383902,0.00527387,0.0192217,0.00429162,0.00311904,0.00740833,0.00292696,0.00220635,0.00361391,0.0315228,0.00504451,0.00545312,0.00305231,0.00667263,0.0274594,0.00641613,0.00411036,0.00311407,0.0160657,0.0194839,0.0165131,0.00700324,0.00804084,0,0,0.0384677,0,0.0109806,0.0200148,0.0368835,0.0210595,0.0181271,0.0345756,0.00169851,0.0166953,0.029063,0,0,0.025197,0.0150779,0.0219345,0.0278647,0.0213792,0.0145112,0.0127724,0.0119893,0.00940699,0.0109447,0,0,0,0,0,0
160,0,0,0,0,0.0106006,0.00827011,0,0,0.0238181,0.0241183,0.0100898,0.00301066,0,0,0.00843032,0,0.0138809,0.00405089,0.038171,0.00553609,0.0191415,0.00473654,0.00320707,0.00794444,0.00308127,0.00241842,0.00392359,0.0316934,0.00536304,0.00578294,0.00327009,0.00641606,0.0286586,0.00638045,0.00411645,0.00305051,0.016017,0.0195224,0.0174204,0.0073108,0.00809875,0,0,0.0389021,0,0.0109794,0.0201672,0.0375992,0.0224924,0.0179771,0.0343407,0.00169708,0.0166175,0.0279425,0.0160637,0,0.0244662,0.0142131,0.0220866,0.027499,0.0207179,0.0146114,0.0127085,0.0119455,0.00943309,0.010789,0,0,0,0.0175007,0,0
161,0,0,0,0,0.0106411,0.00837553,0,0,0.0246396,0.0240742,0.0109845,0.00312612,0,0,0.00835196,0,0.0138886,0.00396017,0.0380033,0.0062881,0.0190998,0.00518884,0.00320318,0.00866888,0.0033347,0.00277405,0.00434565,0.0319281,0.00567598,0.00615636,0.00352776,0.00618317,0.0297253,0.00642783,0.004119,0.00303213,0.0163063,0.0195517,0.0185214,0.00713184,0.00808404,0,0,0.0392422,0,0.0109971,0.0201988,0.0379216,0.0237241,0.0183065,0.0342897,0.00172349,0.016554,0.0279163,0.0172229,0,0.024178,0.0138738,0.0225458,0.0275445,0.0205662,0.0145763,0.0125194,0.0118228,0.00962786,0.0106035,0,0,0,0.0170993,0,0
162,0,0,0,0,0.0107057,0.00852548,0,0,0.0253567,0.0238919,0.0117837,0.00329709,0,0,0.00840059,0,0.01402,0.00393132,0.0378314,0.00704441,0.019108,0.0056707,0.00312881,0.00937049,0.00354553,0.00318649,0.00481988,0.0321539,0.0059438,0.00643172,0.0037533,0.00599018,0.0305935,0.00656321,0.00408798,0.0030328,0.0169452,0.0195564,0.0200163,0.00692038,0.00808861,0,0,0.0392335,0,0.0110054,0.0200865,0.0381807,0.024991,0.0186988,0.0342619,0.00188756,0.0166026,0.0277361,0.016458,0,0.0241,0.0137555,0.0228113,0.0279501,0.0212098,0.0145794,0.0122755,0.0117483,0.0098998,0.0105122,0,0,0,0.0161711,0,0
163,0,0,0,0,0.0107746,0.0086683,0,0,0.0259757,0.0237395,0.0124794,0.00356947,0,0,0.00823553,0,0.0141386,0.00392275,0.0376575,0.00776244,0.0191244,0.00622082,0.00299754,0.0100293,0.00376168,0.00361214,0.00534646,0.0323672,0.00614677,0.00653334,0.00392112,0.0058648,0.0312731,0.00664136,0.00408758,0.00301946,0.0178517,0.0195532,0.0216328,0.00673976,0.00814249,0,0,0.0392367,0,0.011017,0.0200429,0.038577,0.0262704,0.0191407,0.034337,0.0023455,0.01672,0.0273989,0.0155972,0,0.0240503,0.0137974,0.0230891,0.0283272,0.022308,0.0146777,0.0121382,0.0117843,0.0101949,0.0104602,0,0,0,0.0149112,0,0
164,0,0,0,0,0.0107724,0.00871484,0,0,0.0264946,0.0236561,0.0130708,0.00380394,0,0,0.00785475,0,0.0141653,0.00387613,0.0374464,0.00832386,0.0192682,0.00678335,0.00272242,0.0107152,0.00393552,0.00398376,0.00585847,0.0325373,0.0063406,0.00657259,0.0040759,0.00576993,0.031789,0.0066322,0.00411058,0.00301707,0.0191421,0.0195439,0.0225274,0.00666955,0.00821848,0,0,0.0393147,0,0.0110321,0.0200549,0.0387177,0.0283995,0.0195568,0.0345444,0.00334035,0.0168595,0.0271199,0.0149281,0,0.0242402,0.0139949,0.0232581,0.0286153,0.0236004,0.0146951,0.0120216,0.0118065,0.0104575,0.0103651,0,0,0,0.013438,0,0
165,0,0,0,0,0.0107827,0.0087635,0,0,0.0268815,0.0235492,0.0136456,0.00404422,0,0,0.00748107,0,0.014203,0.0037635,0.0371872,0.00888095,0.0195121,0.00740801,0.00234654,0.0115069,0.00409768,0.00438341,0.00638004,0.0327012,0.00656948,0.00655734,0.00423657,0.00568155,0.032196,0.00656951,0.00412469,0.00300091,0.0211642,0.0195405,0.0232305,0.00661924,0.00827219,0,0,0.0393438,0,0.0110601,0.0200088,0.0386445,0.0312464,0.0199793,0.0345109,0.00466406,0.016947,0.0270122,0.0142985,0,0.024756,0.0140969,0.0235869,0.0294674,0.0256178,0.0146047,0.0119887,0.0118479,0.0107143,0.0102493,0,0,0,0.0123293,0,0
166,0,0,0,0,0.0108105,0.00878872,0,0,0.0270939,0.0234219,0.0141385,0.00431836,0,0,0.00711463,0,0.014237,0.00348365,0.0369127,0.009511,0.019643,0.00808961,0.00198286,0.0120326,0.00428836,0.00482165,0.006868,0.0328495,0.00678559,0.00651223,0.00432772,0.00562784,0.0324987,0.00653995,0.00413521,0.00299823,0.0237603,0.0195196,0.0262834,0.00658203,0.00849195,0,0,0.039559,0,0.011035,0.0199876,0.0387861,0.0339434,0.0203336,0.0346151,0.00574748,0.0170403,0.027108,0.0139952,0,0.0256109,0.0142081,0.0241519,0.0306474,0.0282796,0.014543,0.0119324,0.0119307,0.0108838,0.010189,0,0,0,0.0116556,0,0
167,0,0,0,0,0.0107982,0.00873512,0,0,0.0275185,0.0232799,0.0146549,0.00458602,0,0,0.00677519,0,0.0143381,0.00323046,0.0366592,0.0101108,0.0198229,0.00864134,0.00188953,0.0126209,0.00453031,0.00518388,0.00729521,0.0329824,0.00694465,0.00649344,0.0044023,0.00556564,0.0330078,0.00657232,0.00416243,0.00300516,0.0255403,0.0194615,0.0290061,0.00660652,0.00863676,0,0,0.0395442,0,0.0110073,0.0199671,0.0389167,0.0365763,0.0206277,0.0347822,0.00679892,0.0171539,0.0272373,0.0138548,0,0.0265413,0.0143349,0.0247154,0.0319652,0.0302471,0.0145473,0.0118255,0.0118557,0.0110619,0.00997671,0,0,0,0.0110365,0,0
