Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
70,0,0,0,0,0,0.0117773,0.0108077,0,0,0,0.0357055,0.021541,0.0260326,0.0127722,0,0,0.00332218,0,0.0154315,0.00310814,0.0325608,0.0244851,0.0251085,0.0157219,0.00607123,0.0150364,0.0109849,0.0105889,0.0113403,0.0364578,0.0115178,0.013361,0.0108758,0.00460129,0.0444772,0.00285503,0.00425023,0.0036343,0.0523903,0.0189135,0.0379739,0.0106488,0.0128308,0,0,0.0382048,0,0.0112861,0.020029,0.047025,0.051574,0.0308769,0.0286001,0.00738489,0.0132073,0.0174947,0.011477,0.0115771,0.0289436,0.0334456,0.0275917,0.0258108,0.0624417,0.0143831,0.0134398,0.0151317,0.00663977,0.00903179,0,0,0,0.00964934
71,0,0,0,0,0,0.0116954,0.0110112,0,0,0,0.0355522,0.0214603,0.0257066,0.0125251,0,0,0.00339608,0,0.0154909,0.00316667,0.0327686,0.0245419,0.0249165,0.0150309,0.00567721,0.0150359,0.0108235,0.0102569,0.0107725,0.0361737,0.0112181,0.0133383,0.0106911,0.0043218,0.0445913,0.00272155,0.00426831,0.00368384,0.0655701,0.0189069,0.0498695,0.0100329,0.0127814,0,0,0.0374237,0,0.0113249,0.0199376,0.0466222,0.0647954,0.0306628,0.0284778,0.00787066,0.0126547,0.0166586,0.0109517,0.0111486,0.0307728,0.0363367,0.0337782,0.0281202,0.0752015,0.0144967,0.0133704,0.0151067,0.00691627,0.00912511,0,0,0,0.00992892
72,0,0,0,0,0,0.0115788,0.0111431,0,0,0,0.0361872,0.0213947,0.02647,0.012375,0,0,0.0034375,0,0.0155535,0.00323354,0.0328344,0.0258077,0.0246235,0.0140704,0.00557259,0.0150894,0.0108719,0.00989934,0.0102195,0.0362262,0.0109395,0.0139314,0.0113873,0.00472199,0.0457291,0.00261493,0.00420295,0.00370969,0.0712832,0.0189149,0.0559811,0.00994046,0.01271,0,0,0.0368077,0,0.0113775,0.0199029,0.0461473,0.072574,0.0307108,0.0282625,0.0082304,0.012251,0.0163587,0.0106015,0.0108381,0.0312122,0.0373489,0.0359525,0.0295971,0.0813878,0.0146347,0.0133346,0.0150323,0.00715734,0.00917463,0,0,0,0.00991219
73,0,0,0,0,0,0.0115501,0.011244,0,0,0,0.0378899,0.0213582,0.0286626,0.0122972,0,0,0.0034019,0,0.015609,0.00336655,0.0328359,0.0285371,0.0243222,0.0132026,0.00559064,0.0152581,0.0111859,0.00969504,0.00986542,0.0365874,0.0110683,0.0153141,0.0132495,0.0064972,0.0481158,0.00256142,0.00418794,0.00377572,0.0701582,0.0189024,0.0558551,0.0101334,0.0126501,0,0,0.0365519,0,0.0114127,0.0199337,0.0459045,0.0737139,0.0309453,0.0280791,0.00854611,0.0120726,0.016781,0.0105126,0.0106983,0.0302798,0.0365541,0.0343804,0.0300348,0.0813201,0.0148295,0.0134086,0.0149645,0.00737638,0.00914984,0,0,0,0.00985095
74,0,0,0,0,0,0.0115752,0.0112803,0,0,0,0.0407391,0.0213385,0.0321159,0.0122116,0,0,0.00336332,0,0.0156468,0.00352967,0.0327645,0.0325826,0.0240792,0.012825,0.00568701,0.0154768,0.01175,0.00978071,0.00981792,0.0371862,0.012016,0.017527,0.0162306,0.00947508,0.0516135,0.00251402,0.0041812,0.00384689,0.0640779,0.0188766,0.0506613,0.0104152,0.012622,0,0,0.0363384,0,0.01142,0.0199098,0.0457082,0.0684293,0.0313516,0.0279154,0.00888018,0.0120069,0.0179424,0.0110012,0.0109921,0.0285376,0.0344582,0.0305353,0.0297373,0.0755716,0.0150038,0.0134631,0.0148771,0.00746761,0.00911555,0,0,0,0.0101102
75,0,0,0,0,0,0.0118121,0.0114221,0,0,0,0.0449721,0.021349,0.0370176,0.012256,0,0,0.00349202,0,0.0156657,0.00376474,0.032578,0.0382117,0.023904,0.0132227,0.00573188,0.0159865,0.0126334,0.0103523,0.010291,0.0380555,0.014009,0.0206579,0.0202364,0.0132467,0.0560414,0.00261439,0.00407897,0.00402177,0.0557556,0.0188243,0.0429182,0.0106963,0.0127216,0,0,0.0361972,0,0.0114074,0.019938,0.0456187,0.0593043,0.0318596,0.0276079,0.00927353,0.0119915,0.0195449,0.0120289,0.0117162,0.0267759,0.0317025,0.0255758,0.0291003,0.0661361,0.0152144,0.0134594,0.0148394,0.00753822,0.00912657,0,0,0,0.0105787
76,0,0,0,0,0,0.0119548,0.0115363,0,0,0,0.0500795,0.021336,0.0423855,0.0123268,0,0,0.00373219,0,0.0156628,0.00403601,0.0324594,0.0443805,0.0237547,0.0142308,0.00574056,0.0164354,0.0136933,0.0113248,0.0112134,0.039136,0.016707,0.0243001,0.0245873,0.0173455,0.0614165,0.00278185,0.00400176,0.00415943,0.0474549,0.0187591,0.0355582,0.011245,0.0128192,0,0,0.0359173,0,0.0114306,0.0199136,0.0456682,0.0506237,0.0325737,0.0272149,0.00964633,0.0120543,0.0214327,0.0131661,0.0126144,0.0253273,0.0293468,0.0209724,0.0289565,0.0568875,0.0153441,0.0134598,0.0147773,0.00754091,0.00922112,0,0,0,0.0110625
77,0,0,0,0,0,0.011938,0.0116286,0,0,0,0.0556283,0.021278,0.0479687,0.012369,0,0,0.00392492,0,0.0156782,0.00438904,0.0324055,0.0507012,0.0235962,0.0157597,0.00578342,0.0167517,0.0148617,0.0124958,0.0123838,0.0403135,0.019717,0.0280703,0.0290244,0.0214176,0.0672417,0.00300224,0.00396291,0.00429947,0.0406112,0.0187288,0.0306253,0.0119246,0.0129251,0,0,0.0354978,0,0.0115039,0.0198169,0.0457315,0.0446513,0.0333842,0.0267209,0.00996357,0.0121735,0.0231919,0.0144155,0.0133542,0.0242401,0.0283903,0.018187,0.0290417,0.0492283,0.0153381,0.0134748,0.0147125,0.00748209,0.00934942,0,0,0,0.0113466
78,0,0,0,0,0,0.011732,0.0115641,0,0,0,0.060322,0.0212573,0.0526176,0.0123281,0,0,0.00416726,0,0.0156937,0.0047786,0.0324211,0.056149,0.0234256,0.0172234,0.00597833,0.0169229,0.0157702,0.0134173,0.0132728,0.0412259,0.0221624,0.0311336,0.0325968,0.0245466,0.0722069,0.00325033,0.00396485,0.00441082,0.0344702,0.0187196,0.0266781,0.0124295,0.0129952,0,0,0.0349958,0,0.0115654,0.0197118,0.0456585,0.0402576,0.0341375,0.0254252,0.010053,0.0123879,0.0237101,0.0143614,0.0124536,0.0232997,0.0283667,0.0169041,0.028056,0.0422819,0.015233,0.0135338,0.0146977,0.00726546,0.00940924,0,0,0,0.0110416
79,0,0,0,0,0,0.0112602,0.0112082,0,0,0,0.0627715,0.0212599,0.0551583,0.0119742,0,0,0.00425048,0,0.0157219,0.00511443,0.0327554,0.0593041,0.0230405,0.0182505,0.00643169,0.0164059,0.0161318,0.0138239,0.013595,0.0416689,0.0235473,0.0329577,0.034554,0.0261477,0.075593,0.00325669,0.00408798,0.00423869,0.0297123,0.0187703,0.0223981,0.0127339,0.012721,0,0,0.0341771,0,0.0115583,0.0193514,0.0456221,0.0358913,0.0348127,0.0236488,0.00982462,0.0126967,0.0232373,0.0137744,0.0101441,0.0227017,0.0282361,0.0158823,0.0270087,0.0380225,0.0146841,0.0135663,0.014648,0.00688976,0.00937087,0,0,0,0.00993101
80,0,0,0,0,0,0.0110931,0.0109544,0,0,0,0.064331,0.0211939,0.0569303,0.0115996,0,0,0.00429259,0,0.0157452,0.0053997,0.0330635,0.0615034,0.0227622,0.0183573,0.00675989,0.0161054,0.0160991,0.0135435,0.0131244,0.0418251,0.0240067,0.0337757,0.0355518,0.0267354,0.0777001,0.00333464,0.00415648,0.00420039,0.0252521,0.0187625,0.0185654,0.0127661,0.0126342,0,0,0.0335926,0,0.0115609,0.0191229,0.0454413,0.0304582,0.0351259,0.0239068,0.00956081,0.0128632,0.0222703,0.0129469,0.00789691,0.0227332,0.027862,0.0146345,0.0260576,0.0337923,0.0143106,0.0135707,0.0146343,0.00660953,0.00911862,0,0,0,0.00871693
81,0,0,0,0,0,0.0110299,0.0107131,0,0,0,0.0653319,0.0210933,0.0582309,0.011187,0,0,0.00422841,0,0.015722,0.00555067,0.0332203,0.0630813,0.0224162,0.0180132,0.00730865,0.0158134,0.0157778,0.0128556,0.0123666,0.0416797,0.0241137,0.0341167,0.0361183,0.0268471,0.0793125,0.00341366,0.00421832,0.00414814,0.0211674,0.0187666,0.0165287,0.0128605,0.0125297,0,0,0.033131,0,0.0115414,0.0189257,0.0450683,0.0254927,0.0354048,0.0267151,0.00923151,0.0129677,0.0216483,0.0130257,0.00636583,0.0231551,0.0275349,0.0129976,0.0257605,0.0295053,0.0140469,0.0135951,0.0146147,0.00632307,0.00883912,0,0,0,0.00755808
82,0,0,0,0,0,0.0109194,0.0104403,0,0,0,0.0655316,0.021068,0.0587048,0.0107832,0,0,0.0041103,0,0.0156169,0.00563211,0.0330798,0.0638146,0.0221722,0.017192,0.00797587,0.0154422,0.0150355,0.0115369,0.0111231,0.0413011,0.0236601,0.0337191,0.0359849,0.0262548,0.0800367,0.00342761,0.00422939,0.00410744,0.0183729,0.0187775,0.0182925,0.0131115,0.0123737,0,0,0.032723,0,0.0115162,0.0187347,0.0445459,0.0227722,0.0357193,0.0297044,0.00884892,0.0131178,0.0211703,0.0129568,0.00566828,0.023521,0.0276004,0.0114355,0.0266371,0.0254129,0.0138321,0.0135865,0.014539,0.00596999,0.00863617,0,0,0,0.00647264
83,0,0,0,0,0,0.0107468,0.0100538,0,0,0,0.0651635,0.021164,0.0584887,0.0103446,0,0,0.00375999,0,0.0156567,0.00556898,0.0327214,0.0635865,0.0219808,0.016065,0.00873427,0.015046,0.0141227,0.0097943,0.00964262,0.0408796,0.0228503,0.0327702,0.035305,0.0251739,0.0798896,0.00337079,0.00423068,0.00402197,0.0186443,0.018824,0.0228745,0.0134733,0.0121863,0,0,0.0323944,0,0.0115052,0.0184827,0.0438284,0.0230258,0.0359662,0.0318857,0.00841054,0.0132757,0.0219555,0.013705,0.00625718,0.0236066,0.0279463,0.010275,0.0265918,0.0226058,0.013554,0.0135592,0.0144,0.00550106,0.00831222,0,0,0,0.00556969
84,0,0,0,0,0,0.0105561,0.00958246,0,0,0,0.0634133,0.0213152,0.0568216,0.00985593,0,0,0.00335532,0,0.0156426,0.00541516,0.0322517,0.061502,0.0218799,0.014505,0.00947166,0.0145991,0.0129388,0.00743208,0.00807552,0.040291,0.0214696,0.0310358,0.0336257,0.0229989,0.077686,0.00331844,0.00423921,0.00387588,0.0236928,0.018888,0.0304035,0.013736,0.0119969,0,0,0.0322588,0,0.0114958,0.0181908,0.0429105,0.0283356,0.0360864,0.0316414,0.00789514,0.0135336,0.0231381,0.0140589,0.00686722,0.0227176,0.0283318,0.0103597,0.0279992,0.0235659,0.0132599,0.0135475,0.014228,0.00497487,0.00786476,0,0,0,0.00444551
85,0,0,0,0,0,0.0104681,0.00909273,0,0,0,0.0599679,0.0214823,0.0531954,0.00931889,0,0,0.00289964,0,0.0155753,0.00522869,0.0318839,0.0570561,0.0218361,0.0133442,0.0101882,0.0141055,0.011386,0.00416959,0.00702412,0.0396584,0.0194753,0.0285145,0.0306973,0.019478,0.0727791,0.00330571,0.00422528,0.00373314,0.0296583,0.0189339,0.0370427,0.013895,0.0118352,0,0,0.0323822,0,0.0114669,0.0180411,0.0420654,0.0341683,0.0360168,0.030127,0.00741943,0.0137197,0.0238891,0.0143366,0.00746656,0.0217569,0.0278502,0.0119207,0.0309225,0.0269816,0.0130796,0.0136301,0.0141389,0.00445047,0.00718898,0,0,0,0.00362219
86,0,0,0,0,0,0.0104928,0.00850548,0,0,0,0.0554961,0.0216332,0.0478149,0.00888672,0,0,0.00232749,0,0.0155346,0.00491818,0.031554,0.0503826,0.0217031,0.014173,0.0110028,0.0135511,0.0094264,0.00140021,0.00798993,0.03916,0.0172879,0.0257422,0.0265742,0.014798,0.0661056,0.00336472,0.00423367,0.00361196,0.031325,0.0189815,0.0383243,0.0140218,0.0117062,0,0,0.0328707,0,0.0114192,0.0180268,0.0414821,0.0352293,0.0358723,0.0282889,0.00679549,0.0138765,0.0239243,0.0146245,0.00756888,0.0204896,0.0265264,0.012791,0.0313694,0.0279234,0.0129898,0.0137749,0.0141302,0.00382758,0.0064767,0,0,0,0.00328455
87,0,0,0,0,0,0.0107988,0.00803741,0,0,0,0.0526477,0.0217415,0.0425479,0.00859422,0,0,0.00174113,0,0.0155101,0.00450419,0.0313441,0.0430634,0.0214841,0.017018,0.012052,0.0131215,0.0074885,0.0056165,0.0110713,0.0390909,0.0157323,0.0239808,0.0222617,0.00988351,0.0611499,0.00358441,0.00423312,0.00344269,0.0285012,0.0190851,0.0339257,0.014837,0.0116865,0,0,0.0333489,0,0.0113574,0.0179772,0.0410949,0.0309071,0.0360464,0.0303255,0.00664198,0.0141358,0.0253278,0.0159859,0.00929422,0.0205448,0.0284622,0,0.0284792,0.0253081,0.0129216,0.0139168,0.0140768,0.00331901,0.00582177,0,0,0,0.00374948
88,0,0,0,0,0,0.0114034,0.00677148,0,0,0,0.0399935,0.0221346,0.0257608,0.00603874,0,0,0.00134559,0,0.015346,0.00381121,0.0314846,0.0235328,0.0200985,0.0228171,0.0115357,0.0116181,0.00252946,0.0140254,0.0181477,0.0371161,0.0146686,0.020539,0.0120963,0.00574011,0.0460563,0.00368717,0.00428274,0.00331072,0.0451454,0.0191173,0.0497353,0.0105696,0.012332,0,0,0.0354403,0,0.0114079,0.0186508,0.041625,0.0453495,0.0309746,0.0233215,0.00554874,0.0142042,0.0224444,0.013197,0.00323906,0.0238269,0,0,0,0.0394553,0.0139253,0.014511,0.0143059,0.00249727,0.00378588,0,0,0,0.00729973
89,0,0,0,0,0,0.0117455,0.00654031,0,0,0,0.0477196,0.022324,0.02721,0.00566573,0,0,0.0018684,0,0.015254,0.00379406,0.0314773,0.0236955,0.0197409,0.0233091,0.0115182,0.0110017,0.00285246,0.0165934,0.0193133,0.0375048,0.0149357,0.0228799,0.0122438,0.00687891,0.052739,0.00371067,0.00425334,0.0032522,0.045964,0.0191526,0.0497615,0.0108017,0.0123673,0,0,0.0360068,0,0.0113611,0.0189011,0.0418669,0.0453869,0.0309286,0.0254134,0.00577592,0.0144971,0.0222237,0.0133022,0.00315594,0.0242288,0,0,0,0.0403412,0.0140824,0.0147242,0.014433,0.00243527,0.00381572,0,0,0,0.00675303
90,0,0,0,0,0,0.0130595,0.00662723,0,0,0,0.0604284,0.0227591,0.0361203,0.00970372,0,0,0.00295329,0,0.0150105,0.00315542,0.0319125,0.0328269,0.0204147,0.0236776,0.0204324,0.0114592,0.00794609,0.0161923,0.0196017,0.0421946,0.015888,0.0263866,0.0157423,0.00476336,0.065032,0.00475565,0.00411353,0.0031966,0.0402156,0.0195249,0.0326673,0.0221189,0.0132257,0,0,0.0378415,0,0.0110539,0.0194643,0.0416823,0.0320986,0.0374888,0.062363,0.0138172,0.0154826,0.0408266,0.0344707,0.0340202,0.054766,0.072333,0,0,0.0363884,0.0146657,0.0150188,0.0145676,0.00390739,0.00510534,0,0,0,0.0216293
91,0,0,0,0,0,0.012981,0.00612135,0,0,0,0.0617144,0.0230238,0.0320638,0.0102817,0,0,0.00460386,0,0.014948,0.00287154,0.0320509,0.0301052,0.0205081,0.0265217,0.0224477,0.0100449,0.00844063,0.0202728,0.0232383,0.0429079,0.0169712,0.0280965,0.0131876,0.00872839,0.064955,0.0050392,0.00435328,0.00312696,0.0457427,0.0194549,0.0408428,0.0227558,0.0139927,0,0,0.0408791,0,0.0112386,0.0208677,0.0423118,0.0381815,0.0367786,0.064262,0.0158701,0.0164284,0.0411506,0.0361481,0.0355269,0.0578094,0.0748597,0,0,0.0427715,0.0164207,0.016004,0.0150176,0.00597209,0.00582999,0,0,0,0.0233626
92,0,0,0,0,0,0.0130508,0.00625747,0,0,0,0.067429,0.023116,0.0340292,0.0103332,0,0,0.00518515,0,0.0149415,0.00285295,0.0322983,0.0332691,0.0202191,0.0262879,0.0218194,0.00957287,0.00975633,0.0220378,0.023479,0.0433593,0.0171511,0.0303347,0.0135392,0.010449,0.0716031,0.00514835,0.00441062,0.00306284,0.0451075,0.0194715,0.0405357,0.0228816,0.0142238,0,0,0.0417144,0,0.0112169,0.0212494,0.0425351,0.0377888,0.0366257,0.064065,0.0164392,0.0168532,0.0410293,0.0365409,0.034883,0.0568043,0.0741489,0,0,0.0422526,0.0169369,0.0164105,0.0152239,0.00672632,0.00634162,0,0,0,0.0223464
93,0,0,0,0,0,0.013332,0.00639823,0,0,0,0.0726038,0.0231203,0.0357979,0.0103413,0,0,0.00562208,0,0.0148689,0.00284483,0.0325647,0.036217,0.0199791,0.0257914,0.0208455,0.00920574,0.0108076,0.0233185,0.0230934,0.0435019,0.0172475,0.0320793,0.0140552,0.0123066,0.0796501,0.00520146,0.00445771,0.00305621,0.0448773,0.0194965,0.0401997,0.0229137,0.0144867,0,0,0.0422417,0,0.0112157,0.0215064,0.0425926,0.0370215,0.0363108,0.0635063,0.0169538,0.0171189,0.0413521,0.0364068,0.0343925,0.0560046,0.0735495,0,0,0.0421419,0.0173387,0.0167814,0.0153492,0.00718203,0.00683069,0,0,0,0.0217219
94,0,0,0,0,0,0.0138255,0.00656996,0,0,0,0.0778313,0.0229783,0.0371541,0.0102511,0,0,0.00603701,0,0.0147,0.00288517,0.0327703,0.038271,0.0197262,0.0249795,0.019705,0.00885917,0.0114897,0.024259,0.0220261,0.0432241,0.0172303,0.033304,0.0145665,0.0141953,0.0884244,0.00519844,0.00451554,0.00311274,0.04507,0.0195096,0.0398138,0.0227552,0.0147845,0,0,0.0425092,0,0.0112218,0.0216783,0.0424818,0.0360228,0.0356841,0.0639661,0.0175123,0.0172938,0.0421774,0,0.0349648,0.0567729,0.0728544,0,0,0.0425747,0.0175849,0.017012,0.015376,0.00733953,0.00721048,0,0,0,0.022177
95,0,0,0,0,0,0.0143903,0.00672775,0,0,0,0.082578,0.0229431,0.0385284,0.0100094,0,0,0.00619465,0,0.0147337,0.00286524,0.0329126,0.0386689,0.0195314,0.0240398,0.018618,0.00867674,0.0119626,0.0251284,0.0205413,0.0425742,0.0174163,0.0344062,0.0152824,0.0158622,0.0962605,0.00520268,0.00454686,0.00315767,0.0463534,0.0194888,0.0401753,0.022398,0.0150524,0,0,0.0425386,0,0.0112145,0.0217557,0.0421229,0.0355089,0.0348045,0.0625809,0.0180419,0.0173333,0.0418246,0.0362869,0.0346643,0.0567582,0.0724839,0,0,0.0440605,0.017643,0.0171255,0.0153664,0.0072643,0.00745179,0,0,0,0.0219742
96,0,0,0,0,0,0.0148446,0.00685992,0,0,0,0.0863329,0.0229902,0.0402449,0.00963784,0,0,0.00609623,0,0.0147805,0.00273411,0.0329798,0.0375298,0.0193939,0.0234381,0.0177928,0.00860073,0.0122304,0.0259623,0.0191508,0.0417977,0.0178991,0.0356169,0.0164926,0.0171994,0.102555,0.00514728,0.00455795,0.00313364,0.0470935,0.0194738,0.0399821,0.0219493,0.0152667,0,0,0.042305,0,0.0112121,0.0216932,0.0416971,0.0343769,0.0338159,0.0622125,0.0183895,0.0173319,0.041782,0.0354427,0.0349801,0.0573008,0.0717191,0,0,0.0451637,0.0175152,0.0171257,0.0153122,0.00710282,0.0075449,0,0,0,0.0219462
97,0,0,0,0,0,0.0150525,0.00697628,0,0,0,0.0888557,0.0230091,0.041905,0.00914783,0,0,0.00595497,0,0.0148063,0.00264114,0.0330804,0.0357612,0.0192942,0.023087,0.0173039,0.00856009,0.0122969,0.0266365,0.0180225,0.0410295,0.0184559,0.036818,0.0177497,0.0181967,0.107009,0.00505909,0.00456706,0.00316914,0.047904,0.0194602,0.040039,0.0214177,0.0153945,0,0,0.0418274,0,0.0112144,0.0215159,0.0412497,0.0337028,0.0328427,0.0619401,0.0187166,0.0171405,0.0417616,0.0359693,0.0350253,0.0575661,0.0711815,0,0,0.0462134,0.017233,0.0170624,0.0152484,0.00698591,0.00753965,0,0,0,0.0215245
98,0,0,0,0,0,0.0150384,0.00705787,0,0,0,0.0906829,0.0229955,0.0434504,0.00864366,0,0,0.00582907,0,0.0148095,0.00255874,0.0333577,0.0343793,0.0191836,0.0226393,0.0171371,0.00854762,0.0121364,0.0270441,0.0171473,0.0402834,0.018954,0.0377629,0.0186359,0.0189067,0.110216,0.00496762,0.00458971,0.00324158,0.0488319,0.0194423,0.040554,0.0208609,0.0154712,0,0,0.0411823,0,0.0112146,0.0213221,0.0409567,0.033727,0.0319534,0.0617272,0.0190658,0.0168169,0.0419681,0.036373,0.0346133,0.057381,0.0710175,0,0,0.0472222,0.0168904,0.0169698,0.0151746,0.00698969,0.00744579,0,0,0,0.0206519
99,0,0,0,0,0,0.0149549,0.00714151,0,0,0,0.0919479,0.0229808,0.0448616,0.00820184,0,0,0.00572797,0,0.014804,0.00248776,0.0337204,0.0335657,0.0189718,0.0218432,0.0171685,0.00848482,0.0117538,0.0271846,0.0165577,0.0395264,0.0192463,0.0383349,0.0191442,0.0194314,0.112351,0.0048642,0.00460331,0.00326461,0.0497214,0.0194188,0.0413852,0.0202638,0.0155145,0,0,0.0404577,0,0.0112154,0.0211256,0.0409417,0.0342418,0.0311112,0.0615422,0.0193963,0.0165091,0.0423845,0.035743,0.0339569,0.0567607,0.0711176,0,0,0.0480436,0.016492,0.0169163,0.0151186,0.00713173,0.00720609,0,0,0,0.020252
100,0,0,0,0,0,0.0149743,0.00715727,0,0,0,0.0910015,0.0229114,0.0448119,0.00548907,0,0,0.00527948,0,0.0148463,0.00247921,0.0350471,0.0325049,0.0172493,0.0204776,0.0150005,0.00822814,0.0117423,0.02794,0.0159309,0.037752,0.0190593,0.0381926,0.0189808,0.0197632,0.112078,0.00445505,0.00455797,0.00329042,0.0678256,0.019287,0.035001,0.0164088,0.0155127,0,0,0.0388624,0,0.0111694,0.0204176,0.0426238,0.0336717,0.0289352,0.0782821,0.0172518,0.0153796,0,0.0510017,0.0573698,0.0716727,0.0618814,0.0605035,0,0.075959,0.0156311,0.0166418,0.0150461,0.0068136,0.0062925,0,0,0,0.043965
101,0,0,0,0,0,0.0152228,0.00728981,0,0,0,0.0918055,0.0230222,0.0455568,0.00793094,0,0,0.00571362,0,0.0147966,0.0024816,0.0334602,0.0324404,0.0181646,0.0201679,0.0174363,0.00809409,0.0112456,0.0273344,0.0158296,0.0379826,0.0192565,0.0387026,0.0193206,0.0199207,0.113102,0.00468853,0.00454407,0.00332948,0.0494032,0.0193214,0.0407554,0.0190249,0.0154567,0,0,0.0392511,0,0.0111187,0.0203876,0.0412885,0.0337229,0.0293608,0.0615935,0.0201099,0.0157494,0.0428799,0.0338042,0.031938,0.0546719,0.0728157,0.0502393,0,0.0476128,0.0156434,0.0166819,0.0151038,0.00765281,0.00663632,0,0,0,0.0196605
102,0,0,0,0,0,0.0154838,0.00730858,0,0,0,0.0905727,0.0230573,0.0452369,0.0082362,0,0,0.0058152,0,0.0147797,0.00252126,0.0332395,0.031786,0.0177392,0.0193957,0.0177791,0.00786786,0.0106975,0.0268544,0.0156578,0.0371002,0.0187991,0.0381935,0.0189326,0.0198581,0.111693,0.00465011,0.00450326,0.00335336,0.0511789,0.0192597,0.0418716,0.0186145,0.0155795,0,0,0.0391887,0,0.0111067,0.0204324,0.0414678,0.0342405,0.0284039,0.0623437,0.0206229,0.015515,0.0427019,0.0348388,0.0329536,0.0548466,0.0732316,0.0469791,0,0.0495517,0.0155755,0.0166387,0.0151451,0.00800167,0.00648242,0,0,0,0.0197438
103,0,0,0,0,0,0.0156991,0.00734224,0,0,0,0.0885946,0.023101,0.0444358,0.00851938,0,0,0.00594672,0,0.0147574,0.00265425,0.0332049,0.0310539,0.0172772,0.0184868,0.0177133,0.00751046,0.00986612,0.0259903,0.0156099,0.0360038,0.0179579,0.0370681,0.0183656,0.0196013,0.109235,0.00452872,0.00448824,0.00330921,0.0527808,0.0192184,0.0421949,0.017994,0.0156224,0,0,0.0390167,0,0.0110977,0.0205105,0.0412712,0.0340147,0.027387,0.0626916,0.0208914,0.0153456,0.0415341,0.0332114,0.0331858,0.054689,0.0730144,0.0463123,0,0.0514365,0.0153856,0.0165898,0.015163,0.00825411,0.00637694,0,0,0,0.0200478
104,0,0,0,0,0,0.0158506,0.00737512,0,0,0,0.0862784,0.0231251,0.0433232,0.00883575,0,0,0.00613269,0,0.0147378,0.00278728,0.0332143,0.0302331,0.0167954,0.0171737,0.0171778,0.00710875,0.0088171,0.0248482,0.0155751,0.0346498,0.0168504,0.0353645,0.0174862,0.0192471,0.106095,0.0043846,0.00446816,0.00322887,0.0540785,0.0191782,0.0419829,0.0170036,0.0156367,0,0,0.0389063,0,0.0110942,0.0203339,0.0408936,0.0328965,0.0259869,0.0630228,0.0210061,0.0151989,0.0418134,0,0.0325294,0.0548874,0.0726193,0.0473486,0,0.0532644,0.0152437,0.0165341,0.0151416,0.00845784,0.00634834,0,0,0,0
105,0,0,0,0,0,0.0159352,0.00744668,0,0,0,0.0837995,0.0231456,0.0423161,0.00945969,0,0,0.00636645,0,0.0147434,0.00296428,0.0330546,0.0293534,0.0164176,0.0154708,0.0167828,0.00680483,0.00762186,0.0234152,0.0156243,0.0334219,0.0154411,0.0331331,0.0165705,0.0188271,0.102679,0.00424727,0.00443555,0.00321026,0.0564588,0.019182,0.0432928,0.0165523,0.0155997,0,0,0.0389506,0,0.0110779,0.0202676,0.0408173,0.0332527,0.0248551,0.0610101,0.021435,0.0152034,0.0427716,0,0.0290656,0.0546723,0.0731308,0.0479105,0,0.0559313,0.0151483,0.0164481,0.0151504,0.00866652,0.00640514,0,0,0,0
106,0,0,0,0,0,0.0159724,0.00759355,0,0,0,0.0818584,0.0231689,0.0417538,0.0115276,0,0,0.0065937,0,0.0147004,0.00316369,0.0321776,0.0290553,0.0167537,0.0137286,0.0178372,0.00652951,0.00592937,0.0213432,0.0159094,0.0330561,0.0138381,0.030676,0.0157858,0.0182246,0.0996573,0.00415541,0.00439498,0.00326002,0.0629017,0.0192578,0.0465369,0.018757,0.0153837,0,0,0.0390546,0,0.0109756,0.0203514,0.0418918,0.0347321,0.0254442,0.0599591,0.0233662,0.0156884,0.0416365,0.110771,0.0278271,0.0547417,0.0724967,0.0495115,0,0.0629929,0.015002,0.0163292,0.0151937,0.00891198,0.00649224,0,0,0,0
107,0,0,0,0,0,0.0158665,0.00749466,0,0,0,0.0792306,0.0232037,0.0405621,0.0122789,0,0,0.00678065,0,0.0146319,0.00325128,0.0322179,0.0283331,0.0164982,0.0116342,0.0174957,0.00622403,0.00452496,0.0197189,0.0163642,0.0318953,0.0118201,0.0277436,0.0145035,0.0176418,0.0959388,0.0039713,0.00443291,0.00325848,0.0617635,0.0192086,0.0444816,0.0182807,0.0153472,0,0,0.0394941,0,0.0110084,0.020687,0.0422449,0.0319781,0.0242367,0.0588358,0.0239202,0.0159038,0.0396555,0.116709,0.0287501,0.0534075,0.0734666,0.0481208,0,0.0624153,0.0152287,0.0163268,0.0152168,0.00925653,0.00661398,0,0,0,0
