Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,IMU_B,
63,0,0,0,0,0.00750329,0.00190218,0,0,0.0365646,0.0212455,0.0206245,0.00565892,0,0,0.00590332,0,0.0153915,0.00237123,0.039227,0.0229167,0.0202433,0.00821664,0.00419287,0.0119533,0.0084293,0.00865452,0.0100753,0.0347105,0.00472297,0.00676184,0.00472601,0.00605763,0.0418823,0.00499232,0.00454571,0.00112481,0.0142206,0.0219727,0.0249554,0.00362886,0.0070505,0,0,0.00491737,0,0.0151988,0.00311119,0.0427006,0.037875,0.0278194,0.0202362,0.01441,0.00631019,0.00765258,0.0204189,0.0121895,0.00627043,0,0.0637883,0.0113182,0.00342675,0.00221183,0.00224478,0.00676303,0.00533828,0,0,0,0,0.0383532,0,0
64,0,0,0,0,0.0076708,0.00199392,0,0,0.0366502,0.0210873,0.0198825,0.00538006,0,0,0.00613724,0,0.0153463,0.00249001,0.0395867,0.0226415,0.0198888,0.00763562,0.00477102,0.0124524,0.00842299,0.00847437,0.0099781,0.0344224,0.00445104,0.00686299,0.00450311,0.00581836,0.0421679,0.00512626,0.00449267,0.00103104,0.00217487,0.0220974,0.0225863,0.00469421,0.00676563,0,0,0.00754231,0,0.0153698,0.00433787,0.0425042,0.0374697,0.0272418,0.0174682,0.014922,0.00716243,0.00654067,0.0179988,0.00908596,0.00490123,0,0.0687454,0.0126349,0.00309954,0.00319369,0.00295177,0.00718124,0.00515449,0,0,0,0,0.0387385,0,0
65,0,0,0,0,0.00786986,0.00209759,0,0,0.0359293,0.0209733,0.0188605,0.00539537,0,0,0.00606194,0,0.0153385,0.00247561,0.0396405,0.0221551,0.0199608,0.0069559,0.00530082,0.0124515,0.00828289,0.00819647,0.00948453,0.0341507,0.00442066,0.00684312,0.00418946,0.00567957,0.0418493,0.00493896,0.00447426,0.00100295,0.0140673,0.0220715,0.028594,0.00506622,0.00675561,0,0,0.00792566,0,0.015371,0.00447994,0.042256,0.0442057,0.0271779,0.0150946,0.0151989,0.00721719,0.00625041,0.0157108,0.00702598,0.0067663,0,0.072355,0.022851,0.00303931,0.00329742,0.00302073,0.00734515,0.00524123,0,0,0,0.0304517,0.0391268,0,0
66,0,0,0,0,0.0079634,0.00213843,0,0,0.0353582,0.0209824,0.0180286,0.00552326,0,0,0.00594013,0,0.01533,0.00246854,0.0397251,0.021774,0.0198827,0.00613046,0.00559511,0.0124815,0.00811153,0.00792366,0.00876151,0.0339089,0.00442811,0.00691639,0.00393516,0.00548651,0.041669,0.00480806,0.00448693,0.00106904,0.0225087,0.0220327,0.0329092,0.00543826,0.00664986,0,0,0.00816454,0,0.0153721,0.00454396,0.0416673,0.048966,0.0271223,0.0141332,0.0153602,0.00739912,0.00640982,0.0144827,0.00623256,0.00770598,0,0.0749628,0.0310841,0.00300897,0.00341318,0.00308723,0.00741316,0.005242,0,0,0,0.0292218,0.0396382,0,0
67,0,0,0,0,0.0080692,0.00195675,0,0,0.0341287,0.0199374,0.0159076,0.00563682,0,0,0.00663936,0,0.0164737,0.00357858,0.0396237,0.0201219,0.0201218,0.00608721,0.0055477,0.0128348,0.00740971,0.00731998,0.00785806,0.0335711,0.00505781,0.00644156,0.00350242,0.00366243,0.0412609,0.0053322,0.00512923,0.00112969,0.0205782,0.021818,0.0312471,0.00502687,0.00636345,0,0,0.00848948,0,0.0156399,0.00409993,0.0417005,0.0496151,0.0269904,0.0113213,0.0153674,0.00725411,0.00656862,0.0110662,0.00741436,0.0101949,0,0.0718491,0.0302787,0.00275735,0.00311324,0.00257335,0.0078191,0.00505676,0,0,0,0.0284662,0.0403241,0,0
68,0,0,0,0,0.00737949,0.00260409,0,0,0.0338225,0.0209456,0.0164615,0.00611575,0,0,0.00572656,0,0.0153392,0.00241688,0.0395088,0.0208632,0.0195939,0.00478968,0.0057969,0.0119984,0.00744247,0.00694265,0.00697071,0.033411,0.00474928,0.00712738,0.00360607,0.00508933,0.0409276,0.0044219,0.00453268,0.00107124,0.0265605,0.0216117,0.0348361,0.00537223,0.00712903,0,0,0.0031992,0,0.0148088,0.00188907,0.0407057,0.054527,0.0274084,0.0145326,0.0151705,0.00588652,0.00678417,0.0141695,0.0059363,0.00705005,0,0.0751,0.0347839,0.00352283,0.00119264,0.00152991,0.00730496,0.00579028,0,0,0,0.029568,0.0395724,0,0
69,0,0,0,0,0.00729863,0.00255317,0,0,0.0328246,0.0209141,0.0153163,0.00638183,0,0,0.00565727,0,0.0153281,0.00243894,0.039468,0.0203493,0.0195187,0.00423421,0.00558241,0.0119105,0.00714496,0.00646141,0.00683639,0.0332959,0.00504203,0.00759907,0.00365504,0.0049804,0.0404368,0.00434959,0.0045238,0.00101703,0.0238598,0.0216567,0.0326904,0.00504232,0.00684664,0,0,0.00376932,0,0.0148663,0.00210395,0.0408078,0.0531485,0.0277174,0.0156288,0.014895,0.00603242,0.00755145,0.0153194,0.00642055,0.00533926,0,0.073749,0.031636,0.00348099,0.000978687,0.00158527,0.0070832,0.00574483,0,0,0,0.0302276,0.0391491,0,0
70,0,0,0,0,0.00781071,0.00198035,0,0,0.0315893,0.0209462,0.0142982,0.00647822,0,0,0.00516325,0,0.0153517,0.00224017,0.039431,0.019899,0.019437,0.00398594,0.00547067,0.0120045,0.00684119,0.00604982,0.00615759,0.033276,0.00550258,0.00791389,0.00377197,0.00498894,0.0391993,0.00407334,0.0045108,0.00117059,0.0178662,0.0218779,0.0290865,0.00485978,0.00578445,0,0,0.00815615,0,0.0153581,0.00404909,0.0411406,0.0490301,0.028077,0.0162522,0.0149669,0.00752735,0.00847895,0.0169016,0.00751404,0.00399724,0,0.0707134,0.0236903,0.00293442,0.00243267,0.00276044,0.00693021,0.00498786,0,0,0,0.0309843,0.0387697,0,0
71,0,0,0,0,0.00784833,0.00186027,0,0,0.030412,0.0209307,0.0134699,0.00659973,0,0,0.00489158,0,0.0153666,0.00206091,0.0393589,0.0194536,0.0193831,0.00392726,0.00485919,0.0118535,0.00648578,0.00542457,0.00500083,0.0333805,0.00607711,0.0078907,0.0039641,0.00497056,0.0382671,0.00396358,0.00449757,0.0012252,0.0119479,0.0218803,0.0263116,0.00426359,0.00542432,0,0,0.00819593,0,0.015368,0.00389194,0.0414267,0.0442753,0.0285913,0.0168831,0.014445,0.00755445,0.00969203,0.0191876,0.00899958,0.00368361,0,0.0671461,0.0158816,0.00292479,0.00228148,0.00266821,0.00677901,0.00473081,0,0,0,0.0313875,0.0384766,0,0
72,0,0,0,0,0.0076103,0.00205417,0,0,0.0297165,0.0208877,0.0130762,0.00672054,0,0,0.00535624,0,0.0153676,0.00227838,0.0392518,0.0190805,0.0194598,0.00339668,0.00416873,0.0109754,0.00594857,0.00413053,0.00406039,0.0336357,0.00652975,0.00858869,0.00441455,0.00488695,0.0392508,0.00422966,0.00447373,0.0010717,0.00689898,0.0218157,0.0251566,0.0033339,0.00591019,0,0,0.00567492,0,0.0151103,0.00279187,0.0416177,0.0411308,0.0291637,0.018259,0.0132465,0.00653528,0.0110543,0.0211265,0.0109178,0.00476229,0,0.064971,0.0139569,0.00305137,0.00126592,0.00199414,0.00623025,0.00523125,0,0,0,0.0312735,0.0380798,0,0
73,0,0,0,0,0.00785648,0.00178916,0,0,0.0289132,0.020881,0.012359,0.00658289,0,0,0.00520904,0,0.0153706,0.00221625,0.0391845,0.0185583,0.0194919,0.00348669,0.00389734,0.0105,0.00541479,0.00295603,0.00346669,0.0337725,0.00701304,0.00917554,0.00474949,0.00486383,0.0392899,0.00422819,0.00446537,0.00107558,0.00415853,0.0218114,0.0244654,0.00288587,0.00564825,0,0,0.00607086,0,0.0151481,0.00318538,0.0418636,0.040045,0.0295594,0.0190758,0.012767,0.00660824,0.0116429,0.0220325,0.0121303,0.00573333,0,0.0639104,0.0123014,0.00291846,0.00147672,0.00223255,0.00611103,0.00497304,0,0,0,0.0308393,0.0381081,0,0
74,0,0,0,0,0.00799419,0.00137581,0,0,0.0280013,0.0209162,0.0115935,0.00646656,0,0,0.00453926,0,0.0153617,0.00192808,0.0392522,0.0179922,0.0194658,0.00405332,0.00392379,0.0103138,0.00494171,0.00188625,0.00325633,0.0338717,0.00743462,0.00957039,0.00501899,0.00494465,0.0385703,0.00401532,0.00449435,0.001143,0.00449189,0.0218254,0.0237858,0.00269295,0.00519392,0,0,0.00726268,0,0.0152594,0.00377811,0.0421809,0.0405179,0.0298187,0.0182252,0.0123473,0.00696942,0.0110396,0.0222515,0.0114257,0.00560187,0,0.0642039,0.00852903,0.0029793,0.00185548,0.0025699,0.00620573,0.0044871,0,0,0,0.0300272,0.0383601,0,0
75,0,0,0,0,0.00782285,0.00122719,0,0,0.0264659,0.0209396,0.0110751,0.00640699,0,0,0.00448705,0,0.0153654,0.00199407,0.0392547,0.0175212,0.0194129,0.00488553,0.00423359,0.00969001,0.00447565,0.000730534,0.00338775,0.0338423,0.00782383,0.00990793,0.00525956,0.00496457,0.0381975,0.0040747,0.0045299,0.001207,0.00693222,0.0217782,0.0233187,0.00267893,0.0053611,0,0,0.0073926,0,0.0152479,0.00373526,0.0422821,0.040586,0.0299063,0.0169896,0.0117571,0.00674592,0.00954967,0.021765,0.00921746,0.00525252,0,0.065681,0.00713836,0.00307652,0.00184035,0.00250644,0.00606653,0.0046935,0,0,0,0.0291078,0.0380614,0,0
76,0,0,0,0,0.00870505,0.00116065,0,0,0.0242799,0.0210482,0.0110848,0.00637926,0,0,0.00169045,0,0.0153494,0.00123695,0.0391663,0.0171467,0.0192906,0.00602776,0.00440004,0.0100109,0.00399291,0.00115665,0.00436422,0.0338058,0.00825094,0.0101069,0.00547942,0.00498821,0.0380643,0.00300611,0.00471437,0.00117955,0.00999721,0.0224113,0.0230773,0.00295754,0.00491528,0,0,0.0189882,0,0.0164932,0.00954796,0.0419823,0.0396075,0.0297868,0.0175108,0.0113189,0.0101822,0.00759563,0.0207316,0.00807111,0.00575591,0,0.0674122,0.0101959,0.00487722,0.007472,0.00585881,0.00687129,0.00320819,0,0,0,0.0285998,0.0372777,0,0
77,0,0,0,0,0.00680159,0.00114232,0,0,0.0220197,0.0208229,0.011113,0.00633418,0,0,0.00418728,0,0.0154048,0.00192165,0.0389855,0.016765,0.0191508,0.00732394,0.00500191,0.00814201,0.00375553,0.00266987,0.00569771,0.0336642,0.00863582,0.0100631,0.00572298,0.0050466,0.0377897,0.00388185,0.00449252,0.00108835,0.0154601,0.0215903,0.0209653,0.0031796,0.00610425,0,0,0.00512392,0,0.0150091,0.00257733,0.0411605,0.0351037,0.0295793,0.0206786,0.0102645,0.00617455,0.00665671,0.0200736,0.00832047,0.00508107,0,0.0691207,0.017552,0.00344644,0.000896191,0.00189051,0.00582921,0.00567228,0,0,0,0,0.037042,0,0
78,0,0,0,0,0.00671975,0.00118068,0,0,0.0192112,0.0209492,0.0115023,0.00611785,0,0,0.0037875,0,0.0154012,0.00173674,0.0385195,0.0168188,0.0189811,0.00858447,0.00535431,0.00738809,0.00402343,0.00435704,0.0075592,0.0334666,0.00890836,0.00984854,0.00622196,0.00506951,0.0370823,0.00367149,0.00451699,0.000966862,0.0179598,0.0216762,0.0211267,0.00311671,0.00628981,0,0,0.00552778,0,0.0151085,0.00300963,0.0396748,0.0346217,0.0296375,0.0239519,0.00958424,0.00654881,0.00537019,0.0194916,0.00881527,0.0050544,0,0.0696147,0.0197641,0.0035565,0.00101282,0.00217645,0.00555211,0.00596095,0,0,0,0,0.0370961,0,0
79,0,0,0,0,0.00679371,0.00153365,0,0,0.016788,0.0210768,0.0126784,0.00585885,0,0,0.00333934,0,0.0153935,0.00154724,0.0379593,0.0177103,0.0187442,0.00963347,0.00574595,0.0066398,0.00473827,0.00601843,0.00975333,0.033469,0.00904099,0.00972846,0.00691122,0.005147,0.0362529,0.0034125,0.0045539,0.000848512,0.0204505,0.0218047,0.0222631,0.00281368,0.00654113,0,0,0.00568984,0,0.0152119,0.00338081,0.0377333,0.0344688,0.029951,0.0262333,0.00894979,0.00686748,0.00439711,0.0198404,0.00971798,0.00535757,0,0.0691552,0.0205713,0.00367709,0.00114462,0.00238269,0.00519917,0.00627884,0,0,0,0,0.0372606,0,0
80,0,0,0,0,0.00691124,0.00214003,0,0,0.0159027,0.0211879,0.0142812,0.00559542,0,0,0.0029387,0,0.0153788,0.00140995,0.0375043,0.019132,0.0184667,0.0106356,0.00610217,0.00594489,0.00557939,0.00767934,0.0120652,0.0338138,0.00904301,0.009898,0.00749973,0.00538275,0.0354772,0.00308594,0.00460585,0.000718522,0.0238968,0.0219504,0.0250423,0.00252076,0.00679277,0,0,0.00608341,0,0.0153318,0.00376428,0.0360699,0.0350044,0.0304009,0.0268181,0.00840088,0.00713842,0.00298693,0.0211105,0.0108111,0.0063763,0,0.0675145,0.0211603,0.00383926,0.00134127,0.00256436,0.0048782,0.00663364,0,0,0,0,0.0372219,0,0
81,0,0,0,0,0.00688475,0.00287273,0,0,0.017304,0.0212539,0.0158993,0.00516182,0,0,0.00264894,0,0.0152928,0.00138029,0.0372889,0.0204622,0.0182339,0.0116772,0.00637934,0.0052417,0.00625126,0.00907502,0.014151,0.0343394,0.00894901,0.0103539,0.00775915,0.00582644,0.0345855,0.00270708,0.00465932,0.000548853,0.0292084,0.0220986,0.0292715,0.00254263,0.00712091,0,0,0.00647031,0,0.0153905,0.00423858,0.0355441,0.0368507,0.0308481,0.0263821,0.00795195,0.00733921,0.00247571,0.0225854,0.0121626,0.00767661,0,0.0658866,0.024025,0.00403356,0.00168266,0.00280706,0.00457583,0.0070743,0,0,0,0,0.0370162,0,0
82,0,0,0,0,0.00709455,0.00233813,0,0,0.0343245,0.021191,0.0200321,0.00578376,0,0,0.00222638,0,0.0153029,0.00125674,0.0369851,0.0163144,0.0196113,0.0253948,0.00563574,0.00507854,0.00601371,0.0218821,0.0176071,0.0348958,0.0184143,0.0242421,0.0136331,0.00940727,0.0389427,0.00219118,0.00459437,0.000658509,0.0287349,0.0219947,0.0278968,0.0033109,0.00564606,0,0,0.00826771,0,0.0153684,0.00430102,0.0356631,0.034795,0.0310162,0.0236456,0.00836022,0.00770839,0.00279341,0.0227268,0.0117963,0.00772403,0,0.0672024,0.0234983,0.00351963,0.0018174,0.00290455,0.00480311,0.00571,0,0,0,0,0.0361629,0,0
83,0,0,0,0,0.00666107,0.0027759,0,0,0.0397194,0.0212252,0.0206823,0.00515405,0,0,0.00194252,0,0.0153912,0.00122656,0.0372291,0.0179718,0.019251,0.0261466,0.00559647,0.00428999,0.00708952,0.0244656,0.0190144,0.0352239,0.0189926,0.0263219,0.0137087,0.0100166,0.0428303,0.00185268,0.00455751,0.000490297,0.0296718,0.0220233,0.0278231,0.00350605,0.00588046,0,0,0.0076502,0,0.0153509,0.00403407,0.0367871,0.0332784,0.0310034,0.0231849,0.00842141,0.0078113,0.00355086,0.0227289,0.0121849,0.0078154,0,0.068725,0.0239929,0.00351286,0.00150511,0.00278044,0.00461078,0.00609095,0,0,0,0,0.0355728,0,0
84,0,0,0,0,0.0061656,0.0032364,0,0,0.0449378,0.0210172,0.021868,0.0045436,0,0,0.00161215,0,0.0156564,0.00122939,0.0374969,0.0205528,0.0186894,0.0261623,0.00564029,0.00365164,0.00852794,0.0268558,0.0202127,0.0356245,0.0194076,0.0281546,0.0137049,0.0106665,0.0470865,0.00172159,0.00444912,0.000367524,0.0294338,0.0220247,0.0274255,0.00322811,0.00618523,0,0,0.00678042,0,0.0152922,0.00384262,0.0379269,0.0322943,0.0308445,0.0216175,0.00823945,0.00783879,0.00425285,0.0225282,0.0106571,0.00713515,0,0.0702108,0.0232783,0.00355851,0.0013511,0.00262548,0.00452583,0.00654385,0,0,0,0,0.0353461,0,0
85,0,0,0,0,0.00721319,0.00443829,0,0,0.0494906,0.0211214,0.0236778,0.00395979,0,0,0.0016781,0,0.015685,0.00147035,0.0377525,0.0238635,0.0180826,0.025904,0.00521438,0.0040093,0.0099715,0.0287737,0.0211709,0.0360817,0.0197901,0.0299624,0.0138548,0.0114059,0.0509685,0.00217058,0.00437504,0.000450717,0.0283372,0.0226317,0.0269377,0.00270988,0.0063323,0,0,0.0163481,0,0.0162641,0.00870468,0.0385413,0.0317289,0.0307109,0.0188711,0.00834318,0.00974424,0.00512998,0.0214682,0.00873946,0.00615915,0,0.071705,0.0216262,0.00496992,0.00542703,0.00541033,0.00550271,0.00588681,0,0,0,0,0.0355421,0,0
86,0,0,0,0,0.0053684,0.00340095,0,0,0.0531328,0.0213226,0.0256858,0.00350974,0,0,0.00127006,0,0.0155874,0.00128813,0.0378446,0.0277351,0.0178637,0.0254455,0.00492268,0.00315445,0.0111976,0.0300686,0.0216867,0.0365029,0.0201294,0.0317189,0.0143593,0.0123185,0.0547176,0.00172466,0.00429991,0.00035254,0.0244547,0.0218994,0.0248497,0.00203852,0.00672214,0,0,0.00323959,0,0.0149715,0.0027291,0.0385104,0.0308257,0.0305682,0.0155888,0.00767744,0.00751425,0.00530094,0.0200896,0.00667987,0.00636044,0,0.0730642,0.0171756,0.00382478,0.00208984,0.00164376,0.00446767,0.0073948,0,0,0,0.0215985,0.035633,0,0
87,0,0,0,0,0.00547554,0.00359817,0,0,0.0561305,0.0217856,0.027654,0.00321749,0,0,0.0012867,0,0.0153289,0.00118344,0.0378409,0.0317031,0.0176107,0.0247645,0.0043835,0.00308464,0.0122975,0.0309236,0.0218024,0.0369115,0.0202382,0.0330318,0.0150029,0.0133709,0.059434,0.00191118,0.00434254,0.000498421,0.0241506,0.0219398,0.0248189,0.00167995,0.00691875,0,0,0.00330068,0,0.0149974,0.0029787,0.0381285,0.0307068,0.0303807,0.0166255,0.00718706,0.00752892,0.00554832,0.0204221,0.00746725,0.00701032,0,0.0728417,0.0163386,0.00401393,0.00209152,0.00177538,0.00423441,0.00766042,0,0,0,0.0218879,0.0356785,0,0
88,0,0,0,0,0.00549659,0.00384403,0,0,0.0595898,0.0218203,0.0295443,0.00318726,0,0,0.00161566,0,0.0153797,0.00139302,0.0377345,0.035322,0.0173151,0.0239138,0.0038446,0.00308944,0.0130853,0.0314431,0.0213746,0.03707,0.0201106,0.0337721,0.0155014,0.0145854,0.0661033,0.00210247,0.00431722,0.000564834,0.024006,0.0219313,0.0249355,0.0013336,0.00705694,0,0,0.00336008,0,0.015045,0.00320664,0.0374244,0.0307688,0.0301265,0.0179313,0.00665166,0.00761069,0.00570395,0.0204378,0.00759162,0.0072653,0,0.0718263,0.0156636,0.0042158,0.0021241,0.00184763,0.00405757,0.00791289,0,0,0,0.0224134,0.0356171,0,0
89,0,0,0,0,0.00541329,0.00534603,0,0,0.0603991,0.0219649,0.0330991,0.00575847,0,0,0.00314827,0,0.0153502,0.00219241,0.0375463,0.0417459,0.014354,0.0109942,0.00311648,0.00398679,0.00906486,0.0164244,0.0206565,0.0382715,0.00643289,0.0175923,0.00953689,0.0145195,0.0665288,0.00295532,0.00434537,0.000994694,0.0237933,0.0223092,0.0250603,0.00109165,0.00936402,0,0,0.00451415,0,0.0151757,0.00464619,0.0366773,0.0305307,0.0299883,0.0182447,0.00496377,0.00812679,0.00609606,0.0196636,0.0071338,0.00666715,0,0.0764565,0.0147656,0.00567682,0.00256316,0.0023496,0.00382772,0.0101676,0,0,0,0.0224836,0.0360297,0,0
90,0,0,0,0,0.00436567,0.0040069,0,0,0.0687401,0.0218698,0.0329796,0.00674414,0,0,0.0030087,0,0.0154905,0.00181253,0.0378727,0.0372123,0.0151465,0.0223957,0.00458235,0.00391294,0.0130563,0.0320248,0.0185551,0.0344436,0.0202309,0.0351491,0.0166163,0.0170986,0.0813928,0.00275599,0.0042657,0.000968661,0.0350362,0.0220763,0.0325312,0.00848587,0.00782658,0,0,0.00420819,0,0.0151377,0.00342549,0.0392859,0.0360959,0.0235713,0.0147828,0.00694128,0.00809248,0.00711579,0.0158179,0.00672157,0.0084168,0,0.0721708,0.0270649,0.00423122,0.00216207,0.00204533,0.0028234,0.00980029,0,0,0,0.0268745,0,0,0
91,0,0,0,0,0.00472047,0.0048446,0,0,0.0705889,0.0219404,0.0369052,0.00730329,0,0,0.00314429,0,0.0155842,0.00188108,0.0379978,0.0385811,0.0130728,0.00986085,0.000698799,0.00418067,0.00844889,0.0171034,0.0198157,0.0376107,0.00750829,0.0198352,0.0111376,0.0167022,0.0809361,0.00265958,0.00423449,0.00115261,0.0256042,0.0223302,0.0256092,0.00283236,0.0084767,0,0,0.00475889,0,0.0151809,0.00426056,0.0345558,0.0308685,0.0294603,0.0250681,0.00559203,0.00807634,0.0168267,0,0.0151078,0.0123342,0,0.0791752,0.0222398,0.00479976,0.00229624,0.00240734,0.00322806,0.00986154,0,0,0,0.0243271,0.0336521,0,0
92,0,0,0,0,0.00481253,0.00508712,0,0,0.0753634,0.0219729,0.0390167,0.00638712,0,0,0.00294469,0,0.0153322,0.00185231,0.0366107,0.0367111,0.0139594,0.00983734,0.000448401,0.00440044,0.00802326,0.0174418,0.0196303,0.0375478,0.00849962,0.021595,0.0122707,0.0174629,0.0873809,0.00255452,0.00427449,0.00125571,0.0205077,0.0222167,0.0209002,0.00183999,0.00838909,0,0,0.00425822,0,0.0151866,0.00431813,0.0362378,0.024811,0.0292675,0.0160502,0.00466107,0.00845296,0.00611126,0.0200546,0.00684059,0.00495668,0,0,0.0114094,0.00502353,0.0027772,0.00223409,0.00318091,0.00992138,0,0,0,0.0191039,0.034154,0,0
93,0,0,0,0,0.0042786,0.00382778,0,0,0.0804291,0.0220296,0.0370012,0.00476359,0,0,0.00156703,0,0.0151571,0.00113033,0.0365444,0.0301024,0.0167354,0.0234246,0.00304469,0.00345364,0.0142949,0.0336871,0.0181052,0.0351272,0.0212298,0.0380178,0.0180481,0.0186146,0.0984865,0.00170043,0.00430197,0.00120646,0.0191976,0.0219074,0.0198179,0.00176428,0.00614499,0,0,0.00384135,0,0.0149505,0.0029915,0.0363741,0.0238855,0.0288668,0.0150039,0.00505692,0.00797061,0.00575867,0.0203271,0.00680505,0.00478647,0,0,0.0103587,0.00364442,0.00250733,0.00171762,0.00376892,0.00809074,0,0,0,0.0177833,0.0334238,0,0
94,0,0,0,0,0.00450845,0.00524999,0,0,0.082412,0.0222478,0.0421435,0.00667771,0,0,0.00299997,0,0.015149,0.00211287,0.035131,0.0335626,0.0135443,0.0092924,0.00068427,0.00488018,0.0075434,0.0186777,0.0193942,0.0364384,0.010132,0.0245365,0.0136189,0.0186214,0.0979352,0.0025645,0.00435477,0.00140352,0.0124957,0.0221675,0.0114603,0.00181467,0.00829929,0,0,0.00370197,0,0.0150132,0.00423934,0.0353643,0.0157513,0.0278076,0.00352892,0.00319095,0.0084214,0.0050099,0.0208169,0.00533274,0.00487997,0,0.0163569,0.00627231,0.00500626,0.00346558,0.00188784,0.00339762,0.0102402,0,0,0,0.0131392,0.034252,0,0
95,0,0,0,0,0.00589076,0.00566786,0,0,0.0847407,0.0224916,0.0433259,0.00702768,0,0,0.00335408,0,0.014957,0.00232013,0.0349285,0.0327951,0.0131845,0.00914489,0.000910533,0.00478346,0.0078606,0.0190169,0.0193777,0.0359788,0.0103072,0.0250749,0.0138919,0.0190358,0.101493,0.00294043,0.00441025,0.00143015,0.0111891,0.022922,0.0109829,0.00198264,0.00810171,0,0,0.0144697,0,0.0163394,0.00872015,0.0354808,0.0156,0.0274072,0.00371923,0.00315649,0.0107754,0.00441715,0.0209712,0.00502838,0.00471058,0.00809677,0.0214562,0.00532053,0.00550463,0.00444064,0.00532012,0.00386202,0.00927285,0,0,0,0.0127791,0.0338319,0,0
96,0,0,0,0,0.00411797,0.00413566,0,0,0.0868714,0.0221547,0.0406084,0.00548293,0,0,0.0016752,0,0.015131,0.00150853,0.035722,0.0266097,0.0161496,0.0221617,0.00197043,0.0041564,0.0137935,0.0333607,0.0178666,0.0331492,0.0210156,0.0389879,0.0184296,0.0195723,0.108747,0.00165393,0.0042818,0.00115282,0.0114223,0.0218911,0.0114126,0.00165291,0.00607363,0,0,0.00457487,0,0.0149406,0.00306297,0.0362378,0.0156039,0.0268381,0.00454347,0.00277536,0.00808249,0.00511231,0.0208721,0.00571461,0.0045755,0.00690278,0.0200899,0.00470161,0.00322998,0.00240539,0.00174654,0.00393783,0.0082717,0,0,0,0.0125458,0.033329,0,0
97,0,0,0,0,0.00427436,0.00527421,0,0,0.0859313,0.022197,0.0450868,0.00752464,0,0,0.00290673,0,0.0152304,0.00230087,0.0350618,0.0328006,0.0127286,0.00958128,0.00257005,0.00548844,0.00870876,0.0187764,0.0203292,0.0349726,0.00968099,0.0245565,0.0137881,0.019501,0.103861,0.00230776,0.00428599,0.00130792,0.0117226,0.0221887,0.0119032,0.00225635,0.00799553,0,0,0.0048336,0,0.0150878,0.00417041,0.0364365,0.0159189,0.0265022,0.00613189,0.00381762,0.00833314,0.00617869,0.0211752,0.00620425,0.00495872,0.00669506,0.019536,0.0051602,0.00431931,0.00248618,0.00222983,0.00350143,0.00992938,0,0,0,0.012731,0.0329922,0,0
98,0,0,0,0,0.00409147,0.00510437,0,0,0.0851671,0.0223105,0.045203,0.00766185,0,0,0.00250673,0,0.0150974,0.00191285,0.0351563,0.0330801,0.012528,0.00996792,0.00286276,0.00559687,0.00921163,0.0185527,0.0209129,0.0343585,0.00908003,0.0239062,0.0134351,0.0195071,0.102986,0.00210029,0.00427586,0.0013451,0.0115922,0.0222135,0.0116462,0.00235371,0.00796586,0,0,0.00555585,0,0.0150718,0.00414274,0.0366413,0.0153387,0.0260705,0.00647431,0.00430592,0.00817881,0.00596747,0.0213755,0.00637713,0.00536418,0.00664062,0.0197263,0.0053678,0.00408345,0.00209797,0.00234179,0.00333054,0.00974468,0,0,0,0.0124001,0.0325227,0,0
99,0,0,0,0,0.00391643,0.00397726,0,0,0.0851459,0.0220772,0.040348,0.00554406,0,0,0.00118668,0,0.0151929,0.00101401,0.0360448,0.0239469,0.0157551,0.0199205,0.00199779,0.00461579,0.0131951,0.0311813,0.0181857,0.0312295,0.0192056,0.0373767,0.0173789,0.0193235,0.10654,0.00142399,0.00415503,0.0013594,0.0114958,0.0218615,0.0114434,0.00175003,0.00609362,0,0,0.00705901,0,0.0150661,0.00349675,0.0369506,0.0148749,0.0255301,0.00661171,0.0033308,0.00811086,0.00556406,0.0213029,0.00637414,0.00560143,0.00632396,0.0190205,0.0052516,0.00265681,0.00141012,0.00224507,0.00357032,0.00779697,0,0,0,0.0121063,0.0320049,0,0
100,0,0,0,0,0.00399863,0.00512528,0,0,0.0817697,0.0220548,0.0444191,0.00769755,0,0,0.00240527,0,0.0153447,0.00174929,0.0353823,0.034049,0.0121477,0.0112077,0.00292567,0.0060551,0.0104376,0.0180889,0.0219627,0.0328622,0.00734022,0.0213087,0.0122063,0.0191744,0.0974856,0.00189632,0.00416874,0.00135359,0.011587,0.0221499,0.0111692,0.00249074,0.00821523,0,0,0.00678022,0,0.0151229,0.00438217,0.0366826,0.0147752,0.0249583,0.00747279,0.00535201,0.00821068,0.00569105,0.021458,0.00639617,0.00579859,0.00578123,0.0185121,0.00668784,0.00402441,0.0016696,0.00269107,0.00324813,0.00954961,0,0,0,0.0123651,0.031551,0,0
