Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,IMU_B,
138,0,0,0,0,0.00283903,0.00250806,0,0,0.0145591,0.0206342,0.00897447,0.00409022,0,0,0.00228888,0,0.0161866,0.000546835,0.041167,0.014359,0.0197368,0.0139138,0.00796887,0.00624697,0.00642104,0.0161623,0.011849,0.0281688,0.0083907,0.0128363,0.00507516,0.00856078,0.0145529,0.00318983,0.00424711,0.000302418,0.0319279,0.0211218,0.0285329,0.00600128,0.00818135,0,0,0.0104427,0,0.0150691,0.00328951,0.0419055,0.0362816,0.0162045,0.00965771,0.00379018,0.00895931,0.0119338,0.0191182,0.00547034,0.0140509,0.0159659,0.0252719,0.0223923,0.00548612,0.000988042,0.000848742,0.00449213,0.0111402,0,0,0,0.0162716,0.0208101,0,0
139,0,0,0,0,0.00278836,0.00255097,0,0,0.0135486,0.0208124,0.00773314,0.00420293,0,0,0.00180167,0,0.0160406,0.000579408,0.0409562,0.0133494,0.0194686,0.0139757,0.00770645,0.00653874,0.00720129,0.0157112,0.0108706,0.0270616,0.00789195,0.0122966,0.00459316,0.00816404,0.0133124,0.00307034,0.00418361,0.000318905,0.0318432,0.0211697,0.0284847,0.00575048,0.00801208,0,0,0.00972158,0,0.015014,0.00294079,0.0414223,0.0370848,0.0159458,0.0108313,0.00365268,0.00909339,0.0117526,0.0188233,0.00572343,0.0135162,0.0162531,0.0252304,0.0201656,0.00502593,0.00117912,0.000773073,0.00384152,0.0108002,0,0,0,0.0163741,0.0200111,0,0
140,0,0,0,0,0.00338947,0.00345141,0,0,0.0127757,0.0211692,0.00658877,0.00440898,0,0,0.00137652,0,0.0159693,0.000653946,0.0408612,0.0123561,0.0193178,0.0135222,0.00769608,0.00647395,0.00749653,0.0150937,0.0102473,0.0265032,0.00756755,0.0119746,0.00445672,0.00816486,0.0124615,0.00227479,0.00417582,0.000460308,0.029655,0.021734,0.0271987,0.00555504,0.00869731,0,0,0.0174096,0,0.0157674,0.00654645,0.0407788,0.0370109,0.0154968,0.0124643,0.00332139,0.0101565,0.0112594,0.0186656,0.00630572,0.0128344,0.0163958,0.0242997,0.0170542,0.00546253,0.00294594,0.00286078,0.0037,0.0102399,0,0,0,0.0157936,0.0190935,0,0
141,0,0,0,0,0.00308852,0.00305543,0,0,0.0124129,0.0213699,0.00578363,0.00454116,0,0,0.000789493,0,0.0159181,0.00096812,0.0408373,0.0117168,0.0192739,0.012508,0.00714025,0.00736445,0.00726184,0.0142893,0.00971427,0.0264608,0.00732851,0.0116142,0.0044331,0.00840112,0.0122913,0.00244411,0.0041563,0.000753111,0.0235455,0.0214378,0.0212233,0.00544719,0.00806478,0,0,0.0110169,0,0.0151382,0.0035492,0.0396922,0.02786,0.0144754,0.0148209,0.00355279,0.00931491,0.00986384,0.0202843,0.00702986,0.01124,0.013852,0.017654,0.00650165,0.00420754,0.000618013,0.00127847,0.00234931,0.0106377,0,0,0,0.0115571,0.0185977,0,0
142,0,0,0,0,0.00346078,0.0034966,0,0,0.0125459,0.0215415,0.00528587,0.00464998,0,0,0.000927702,0,0.0157685,0.0013293,0.0410311,0.0112675,0.0192326,0.0114695,0.00660948,0.00784517,0.00677482,0.0133935,0.00914374,0.0267684,0.00699183,0.0109937,0.00427191,0.00864479,0.0126692,0.0022473,0.00416569,0.00111144,0.0211172,0.0215609,0.0195034,0.00563204,0.00843945,0,0,0.0108384,0,0.0152103,0.00353453,0.0390159,0.0221277,0.0135086,0.0158662,0.00377251,0.00941278,0.00971429,0.0223295,0.00828249,0.0100765,0.0132321,0.013769,0.00561558,0.00372741,0.000791959,0.00144529,0.00164121,0.010983,0,0,0,0.00952237,0.0197144,0,0
143,0,0,0,0,0.00380358,0.00391862,0,0,0.0130925,0.0216614,0.0051844,0.00456577,0,0,0.00133549,0,0.0157529,0.00170728,0.0413288,0.0107305,0.0191993,0.0106363,0.00611741,0.00798875,0.00622713,0.0123075,0.00855934,0.0271584,0.00646876,0.0101931,0.00402966,0.00877824,0.0134237,0.0021034,0.0041577,0.00138236,0.0209135,0.0216957,0.0180625,0.00577683,0.00884452,0,0,0.0108247,0,0.0153127,0.00362772,0.038933,0.0194081,0.0131598,0.0161531,0.00367014,0.00951916,0.0106,0.0229196,0.0094534,0,0.013139,0.0133474,0.0116153,0.00343074,0.00100399,0.0016303,0.00124849,0.0111301,0,0,0,0.00910961,0.0198959,0,0
144,0,0,0,0,0.00426067,0.00444,0,0,0.0142954,0.0217182,0.00531883,0.00437245,0,0,0.00172769,0,0.0158087,0.00216115,0.0415049,0.0101018,0.0191874,0.0100281,0.00574643,0.00816741,0.00583786,0.0115235,0.0081478,0.0274139,0.00596429,0.00961356,0.00380493,0.008735,0.0146045,0.00209942,0.00416203,0.00164965,0.0225594,0.0218688,0.0168628,0.00608952,0.00931808,0,0,0.0110467,0,0.0154321,0.00391945,0.0389999,0.0157721,0.0130385,0.0167228,0.00337239,0.00949262,0.0111231,0.0234613,0.0101998,0,0.0127346,0.0129036,0.0199547,0.00327084,0.00129477,0.00190263,0.000885937,0.0112694,0,0,0,0.00829244,0.0199409,0,0
145,0,0,0,0,0.00476869,0.00468247,0,0,0.016319,0.021862,0.00637751,0.00493114,0,0,0.00250358,0,0.0157144,0.00269734,0.0421171,0.00938519,0.0187648,0.0101047,0.00596095,0.00831561,0.00530134,0.011039,0.00815576,0.0274002,0.00585052,0.0098398,0.00405947,0.00874657,0.0168146,0.00256729,0.00416256,0.00197294,0.0353069,0.0220365,0.0253426,0.00765965,0.00995258,0,0,0.0100822,0,0.0154021,0.00371316,0.0399859,0.0184118,0.0122412,0.012971,0.00289663,0.00971489,0.0088523,0.024578,0.0130818,0,0.0143063,0.00835077,0.0381534,0.00304257,0.0013396,0.00187893,0.000677785,0.0122393,0,0,0,0.00851503,0,0,0
146,0,0,0,0,0.00510256,0.00500558,0,0,0.0175945,0.0218091,0.00695204,0.00450061,0,0,0.0029308,0,0.0157695,0.0028167,0.041656,0.00862573,0.01867,0.00972854,0.00550584,0.00827951,0.00509757,0.0110306,0.00800958,0.0277142,0.00559118,0.0102082,0.00414856,0.00845178,0.019022,0.00239185,0.00431462,0.0019939,0.0385754,0.0220662,0.0265313,0.00765399,0.0102004,0,0,0.00905254,0,0.0154634,0.00357723,0.0399933,0.0188917,0.0126451,0.0136138,0.00260204,0.00958268,0.00915022,0.0248485,0.0131355,0,0.0142283,0.0106752,0.0416253,0.00307314,0.00151215,0.00176989,0.000622065,0.0123934,0,0,0,0.00934041,0,0,0
147,0,0,0,0,0.00524267,0.00514958,0,0,0.0191558,0.0218705,0.00769499,0.00392294,0,0,0.00301712,0,0.0157063,0.00272276,0.0410428,0.00781372,0.0186357,0.00922113,0.00519099,0.00793563,0.0050016,0.0109142,0.00784735,0.0281951,0.00543894,0.0107823,0.00428944,0.00814004,0.0212097,0.00238714,0.00426197,0.00168733,0.0399526,0.022144,0.0267971,0.00771797,0.0102131,0,0,0.00819523,0,0.0154707,0.0034791,0.0398716,0.0186266,0.0131129,0.0139824,0.00242787,0.00959804,0.00912621,0.0251491,0.0129245,0,0.0139474,0.0121979,0.0427735,0.00318324,0.0016871,0.00176868,0.000852621,0.0124222,0,0,0,0.00978065,0,0,0
148,0,0,0,0,0.00519314,0.00519015,0,0,0.0207715,0.0218722,0.00863887,0.00325997,0,0,0.00297641,0,0.0157255,0.00269515,0.0405508,0.00721383,0.0186453,0.00841652,0.00500052,0.00740172,0.00472755,0.0102502,0.00760677,0.0287674,0.00523278,0.0111408,0.00446832,0.00789798,0.0232985,0.00231435,0.00428592,0.00154688,0.0395649,0.0221806,0.0265121,0.00796716,0.0100268,0,0,0.00740309,0,0.0154867,0.00335292,0.0395377,0.0182717,0.0137071,0.0141071,0.00269786,0.00964448,0.00881104,0.0252787,0.0126311,0,0.0136526,0.0130741,0.042045,0.00325071,0.00185377,0.00173684,0.00140694,0.0123157,0,0,0,0.0101652,0,0,0
149,0,0,0,0,0.00528914,0.00563068,0,0,0.0222004,0.0218721,0.00954234,0.00278526,0,0,0.00323016,0,0.015615,0.00274058,0.0402701,0.00692315,0.0186596,0.0073539,0.00496128,0.00626305,0.00440101,0.00923324,0.00717027,0.0293746,0.00482234,0.0109742,0.0045802,0.00775158,0.0251126,0.00205075,0.00432786,0.00159041,0.0376726,0.0226103,0.0259659,0.00844646,0.0103163,0,0,0.01307,0,0.0161597,0.00607182,0.0390886,0.0192373,0.014207,0.0142546,0.00312929,0.0105789,0.00839999,0.0253931,0.0123912,0,0.0133136,0.0134986,0.0394981,0.00365931,0.00336006,0.00345525,0.00321389,0.0117933,0,0,0,0.0107767,0,0,0
150,0,0,0,0,0.0048259,0.00523038,0,0,0.0234662,0.0217329,0.0102515,0.00271724,0,0,0.00306249,0,0.0156983,0.00282875,0.0401413,0.00664277,0.0186439,0.00629247,0.00455703,0.00596245,0.00412767,0.00830693,0.0066366,0.0298409,0.00422963,0.010338,0.00445412,0.0076538,0.0266524,0.00199488,0.00432985,0.00162001,0.035677,0.0223728,0.0254772,0.00888655,0.00949814,0,0,0.00764452,0,0.0156527,0.00378442,0.0387269,0.0204376,0.0145989,0.0145498,0.00305216,0.00977267,0.00857178,0.0254314,0.012151,0,0.0127489,0.0141289,0.0368172,0.00325376,0.00212356,0.0020659,0.00330587,0.0116399,0,0,0,0.011531,0,0,0
151,0,0,0,0,0.00465519,0.00532444,0,0,0.0248261,0.0217153,0.0109188,0.00262578,0,0,0.00312093,0,0.0157288,0.00292786,0.0401237,0.00613323,0.0185707,0.00542981,0.00406519,0.00558496,0.00386083,0.00766795,0.00618455,0.0301419,0.00354057,0.0095238,0.00417103,0.00748158,0.0281028,0.00198909,0.00431799,0.00165385,0.034761,0.0224612,0.0250547,0.00913376,0.00920552,0,0,0.00733514,0,0.0157007,0.00387823,0.0386257,0.0199488,0.0150669,0.0150508,0.00279942,0.00956684,0.0101641,0.0253255,0.0118695,0,0.0119891,0.0152303,0.035241,0.00322431,0.00227896,0.0021244,0.00402201,0.0111991,0,0,0,0.0125125,0,0,0
152,0,0,0,0,0.00425977,0.00511635,0,0,0.0253321,0.0217518,0.0115073,0.00236316,0,0,0.00300873,0,0.0157234,0.0028036,0.0400851,0.00628558,0.0185711,0.0044124,0.00365751,0.00508955,0.00352467,0.00662352,0.00564683,0.0303078,0.00268763,0.0083338,0.00385255,0.00744316,0.0286245,0.00186549,0.00424516,0.00160795,0.0328601,0.0224824,0.0242818,0.00935689,0.00885427,0,0,0.00651231,0,0.0156606,0.00371749,0.0388193,0.020554,0.0155261,0.0154497,0.00257898,0.00939074,0.0112996,0.0251116,0.0117522,0,0.011286,0.0157814,0.0332187,0.00317321,0.00236615,0.00201256,0.004569,0.0106725,0,0,0,0.0132473,0,0,0
153,0,0,0,0,0.00377218,0.00478871,0,0,0.0257548,0.021717,0.0121114,0.00214483,0,0,0.0028943,0,0.0156661,0.00270785,0.0402144,0.00676154,0.0185056,0.00390049,0.00327584,0.00458703,0.00336836,0.00583931,0.00545613,0.0304251,0.0020494,0.0073051,0.00368184,0.00745464,0.0289661,0.00177974,0.00425983,0.00164719,0.03341,0.0224714,0.0250588,0.00969211,0.00850854,0,0,0.0057435,0,0.0155768,0.00346322,0.0392838,0.0220834,0.0159045,0.0164381,0.0022523,0.00920614,0.011511,0.0246878,0.0119593,0.00887154,0,0.0151251,0.0340018,0.00306534,0.00237729,0.00187411,0.0048833,0.0101399,0,0,0,0.0134341,0,0,0
154,0,0,0,0,0.00295294,0.00440578,0,0,0.024774,0.0215784,0.0120152,0.00143959,0,0,0.00205179,0,0.0157665,0.00220315,0.0396031,0.0071288,0.0191041,0.00323728,0.00176927,0.00356219,0.00316072,0.00497506,0.00518999,0.0305107,0.0017,0.0061775,0.00332334,0.00735122,0.0278223,0.00118329,0.00427944,0.00152391,0.020223,0.0223618,0.0124866,0.00889918,0.00784449,0,0,0.00548232,0,0.0154738,0.00289469,0.0390321,0.0126724,0.0177939,0.0277542,0.0025674,0.00884033,0.00918017,0.021069,0.00997855,0.0113556,0.010991,0.0155702,0.0231298,0.0028733,0.00212877,0.00160429,0.00573607,0.00867504,0,0,0,0.0104103,0.0202796,0,0
155,0,0,0,0,0.00267472,0.00431498,0,0,0.0257448,0.0216281,0.0129279,0.000981615,0,0,0.00208478,0,0.0158042,0.00216457,0.0394286,0.00796177,0.0191552,0.00346119,0.00127514,0.00297006,0.00338033,0.00498685,0.00556578,0.0307786,0.00180987,0.00622656,0.00347818,0.00720588,0.0289197,0.00127852,0.00428338,0.00149096,0.0194513,0.0223561,0.012235,0.00846082,0.0075461,0,0,0.0052537,0,0.015446,0.00276068,0.039568,0.0138227,0.0183589,0.0285762,0.00246074,0.00869031,0.0086898,0.021814,0.00944721,0.0115228,0.0118455,0.0161895,0.0223145,0.00279632,0.00194052,0.0015452,0.00572897,0.00812142,0,0,0,0.0109087,0.0196534,0,0
156,0,0,0,0,0.00243085,0.00422905,0,0,0.0266282,0.0216651,0.0139626,0.000640392,0,0,0.0020773,0,0.0158426,0.00209346,0.0391566,0.00902931,0.0192251,0.00374348,0.00104879,0.00228102,0.00367641,0.0050149,0.0059683,0.0309963,0.00199838,0.00636421,0.00365769,0.00705047,0.0299337,0.00142493,0.00425543,0.00137598,0.0188345,0.0223424,0.0119121,0.00801222,0.00722693,0,0,0.00503724,0,0.0154202,0.00258733,0.0399531,0.0143357,0.0188549,0.0285172,0.00270073,0.00853676,0.00836427,0.021921,0.00801652,0.0109269,0.0122876,0.0168984,0.0218106,0.00279163,0.00179774,0.00142093,0.00565454,0.00764086,0,0,0,0.0108983,0.0191259,0,0
157,0,0,0,0,0.00230463,0.00409684,0,0,0.0276535,0.0216459,0.0148848,0.000583093,0,0,0.00206603,0,0.0157385,0.00203874,0.0388561,0.00999862,0.0193783,0.00408262,0.0010454,0.00160493,0.00402789,0.00523439,0.00640835,0.0313255,0.00219234,0.00645625,0.00384219,0.0068787,0.0311272,0.00159773,0.00421626,0.00122352,0.0187291,0.0223333,0.0120141,0.00754827,0.00695482,0,0,0.004823,0,0.0153977,0.00243343,0.0401897,0.0151124,0.0193165,0.0281822,0.00328382,0.00835743,0.00821035,0.0218527,0.00718416,0.00996234,0.0126282,0.0178012,0.0219617,0.00284237,0.00176951,0.00131453,0.00559325,0.00724829,0,0,0,0.0109249,0.0188582,0,0
158,0,0,0,0,0.00225122,0.00396913,0,0,0.0287927,0.021709,0.0157285,0.000891208,0,0,0.00219715,0,0.0156024,0.00198845,0.0385656,0.0107272,0.0194915,0.00447668,0.00132225,0.0012169,0.00431911,0.00557975,0.0067992,0.0316664,0.00242048,0.00642679,0.00402839,0.00674996,0.0323453,0.00188987,0.00418382,0.00105181,0.01919,0.022356,0.0126093,0.00696898,0.0066905,0,0,0.00445062,0,0.0153626,0.00241347,0.0404055,0.016164,0.0197962,0.0284148,0.00404961,0.00812637,0.00822794,0.0218854,0.00672643,0.00877689,0.0128621,0.01836,0.0226107,0.0029083,0.00172548,0.00135658,0.00545765,0.00697622,0,0,0,0.0111748,0.0188862,0,0
159,0,0,0,0,0.0037121,0.00518993,0,0,0.0297266,0.0219138,0.0163959,0.00139326,0,0,0.00267361,0,0.0154329,0.00207566,0.0382793,0.0113034,0.0196134,0.00502963,0.00119774,0.00152996,0.00458735,0.00576436,0.00722631,0.031956,0.00267757,0.00618873,0.00415962,0.00669387,0.0333232,0.00245771,0.00419676,0.00091513,0.0201528,0.0229276,0.0135607,0.00665409,0.00689219,0,0,0.0134793,0,0.0163419,0.00632867,0.0406298,0.0164669,0.0203635,0.0289622,0.00524924,0.008917,0.00815161,0.0220299,0.00638063,0.00742252,0.0130003,0.0169469,0.0237078,0.0032269,0.00447611,0.00367105,0.00628396,0.00588372,0,0,0,0.0116594,0.0192135,0,0
160,0,0,0,0,0.00312351,0.00442096,0,0,0.0305827,0.0218918,0.0168551,0.00199525,0,0,0.00286786,0,0.015402,0.00199571,0.038016,0.0116955,0.0198426,0.00567219,0.000950549,0.00194215,0.00493342,0.00591479,0.00773072,0.0322749,0.00289574,0.00590622,0.00416803,0.0067196,0.0342881,0.00249166,0.00417811,0.000705352,0.0215348,0.0225892,0.0145921,0.00656592,0.00644689,0,0,0.00824898,0,0.0157915,0.00384146,0.0408588,0.0170517,0.0210197,0.02946,0.00631165,0.00796255,0.00742631,0.0224801,0.00607803,0.00606951,0.014184,0.0164227,0.024547,0.00265268,0.00223523,0.00228523,0.00568117,0.00595569,0,0,0,0.0122207,0.0199537,0,0
161,0,0,0,0,0.00334525,0.00431132,0,0,0.0315463,0.0221709,0.0173034,0.00255109,0,0,0.0032988,0,0.0151482,0.00193188,0.0377947,0.012044,0.0200255,0.00607062,0.000948724,0.00287589,0.00520938,0.00623228,0.00802415,0.0326173,0.00317023,0.0058406,0.00425054,0.00668882,0.0354004,0.0029152,0.00426034,0.000711516,0.0225384,0.0226036,0.0153162,0.00631874,0.00626488,0,0,0.00856617,0,0.0158537,0.00406203,0.0410297,0.0180582,0.0217231,0.0301622,0.00749168,0.00798638,0.00539835,0.0228195,0.0060192,0.00492115,0,0.0174715,0.0253031,0.00275627,0.00247823,0.00248263,0.00584938,0.00554734,0,0,0,0.0133458,0.0207678,0,0
162,0,0,0,0,0.00339944,0.00424801,0,0,0.0326208,0.0222926,0.0177478,0.00313492,0,0,0.00380632,0,0.0150181,0.00197908,0.0375168,0.0125431,0.020178,0.00619943,0.00150059,0.00390796,0.00541875,0.00664334,0.00851933,0.0329941,0.00344144,0.00601857,0.00434881,0.00659247,0.0366285,0.00341425,0.00435355,0.000637353,0.0234307,0.0226483,0.0154206,0.00586345,0.00612147,0,0,0.00878613,0,0.0158978,0.0044132,0.0411633,0.0182968,0.0223161,0.0299395,0.00824984,0.0079031,0.00456884,0.0235575,0.00584363,0.00357526,0,0.0185268,0.0261443,0.00283741,0.00280958,0.0027371,0.00596952,0.00542067,0,0,0,0.0140127,0.0221997,0,0
163,0,0,0,0,0.00342448,0.0042075,0,0,0.0335687,0.0222927,0.0183151,0.00368877,0,0,0.00426219,0,0.0149844,0.00203835,0.0372499,0.0131653,0.020316,0.00648612,0.00188335,0.0050074,0.00556136,0.00705626,0.00893227,0.0333215,0.00368603,0.0062468,0.00445058,0.0065051,0.0376884,0.00390481,0.00442146,0.000555808,0.0241282,0.0226937,0.0146887,0.00553959,0.00591444,0,0,0.0091954,0,0.0159542,0.00476572,0.041301,0.0176684,0.0229529,0.0290884,0.00895432,0.00784724,0.00451855,0.0241212,0.00551992,0.00232556,0,0.0195216,0.0270075,0.00290026,0.00315391,0.00298415,0.00623503,0.0053026,0,0,0,0.0146183,0.0237574,0,0
164,0,0,0,0,0.00332177,0.00394721,0,0,0.0343815,0.0222486,0.0189296,0.00411158,0,0,0.00440338,0,0.015036,0.00193106,0.0372034,0.0137106,0.0203779,0.00689941,0.00211265,0.00628026,0.00577379,0.00735886,0.00934013,0.0335277,0.00387012,0.0063805,0.0045289,0.00641317,0.0386991,0.00423963,0.00444017,0.000645408,0.0246402,0.0226905,0.0133819,0.00545374,0.00555514,0,0,0.00917709,0,0.0159268,0.00470806,0.0414908,0.0156173,0.0235526,0.0285072,0.00976086,0.00779129,0.00484448,0.0243537,0.00504851,0.00171041,0,0.0199755,0.0281365,0.00286038,0.00319405,0.00298039,0.00678376,0.00511148,0,0,0,0.0151073,0.0253087,0,0
165,0,0,0,0,0.00332685,0.00369487,0,0,0.0350342,0.0221676,0.0194091,0.00459272,0,0,0.00484908,0,0.0150641,0.00201402,0.037258,0.014347,0.0204941,0.00740615,0.00238045,0.0073091,0.00608067,0.00769423,0.00946363,0.0337153,0.00412822,0.0064177,0.00458812,0.0063838,0.0395265,0.00470836,0.00446395,0.000739555,0.0248552,0.0226392,0.0113883,0.00525925,0.00530822,0,0,0.00856988,0,0.0158551,0.00436921,0.0417473,0.0131969,0.0241775,0.0274733,0.0102331,0.0075977,0.00531466,0.0244357,0.0045698,0.00218217,0,0.0198469,0.0290804,0.00274458,0.00299514,0.00280319,0.00699547,0.00504817,0,0,0,0.0154554,0.0269448,0,0
166,0,0,0,0,0.00343092,0.00347945,0,0,0.0356106,0.0219532,0.0197924,0.00495347,0,0,0.00508897,0,0.0150775,0.00202124,0.0373441,0.0150052,0.020633,0.00764003,0.0027139,0.00813814,0.00640849,0.00805799,0.00961914,0.0339494,0.00446212,0.00646345,0.00468115,0.00636342,0.0402196,0.00497915,0.00444935,0.000801963,0.0247433,0.0225376,0.00874173,0.00495489,0.00512069,0,0,0.00809106,0,0.0157468,0.00402791,0.0420036,0.0112317,0.0248961,0.0255935,0.0105944,0.00741979,0.00593318,0.0245076,0.0041499,0.00303062,0,0.0202349,0.0295853,0.00260747,0.00274318,0.00264102,0.00721027,0.00496544,0,0,0,0.0154355,0.0287826,0,0
167,0,0,0,0,0.0036129,0.00337466,0,0,0.0361812,0.0216402,0.0202085,0.00529586,0,0,0.00515891,0,0.0151945,0.00200911,0.037468,0.0158136,0.0208626,0.00763255,0.00312606,0.0088946,0.00667663,0.00833822,0.0102266,0.0342568,0.00484891,0.006621,0.00498786,0.00637523,0.0410057,0.00510598,0.00438125,0.000963708,0.0241533,0.0223841,0.00575014,0.00450875,0.00487025,0,0,0.00780999,0,0.0156096,0.00365759,0.0421355,0.0101248,0.0258202,0.0226911,0.0109628,0.00721931,0.00682316,0.0248554,0.00404417,0.00392887,0,0,0.0291701,0.00242364,0.00247958,0.00244538,0.00752816,0.00481132,0,0,0,0.0146845,0.0309277,0,0
168,0,0,0,0,0.00470603,0.00407567,0,0,0.0368711,0.0214275,0.0208986,0.00584533,0,0,0.00510746,0,0.0153595,0.00197045,0.0374314,0.0171577,0.0210852,0.00769094,0.00344524,0.00931814,0.0070287,0.00860492,0.0106279,0.0347763,0.00513228,0.00703192,0.00556033,0.00656062,0.041886,0.00509433,0.00436701,0.00108262,0.0234963,0.0226242,0.00382548,0.00413585,0.00468692,0,0,0.0141446,0,0.0161953,0.00660639,0.0421516,0.0111324,0.0268003,0.0189528,0.01127,0.00809332,0.00786977,0.0254745,0.00436774,0.00508312,0,0,0.028441,0.00310907,0.00552662,0.00414846,0.00805602,0.00393308,0,0,0,0.0138668,0.0332989,0,0
169,0,0,0,0,0.00423999,0.00291402,0,0,0.0374003,0.0213068,0.0210774,0.00646545,0,0,0.00550743,0,0.0156915,0.00216075,0.0375155,0.0178493,0.0214208,0.00771876,0.00393562,0.0093731,0.00707015,0.00858574,0.0107512,0.0348526,0.00531368,0.00713107,0.00546053,0.00630972,0.0425266,0.00510303,0.00433328,0.00100127,0.0223976,0.0220449,0.00473578,0.00378016,0.00493601,0,0,0.00617541,0,0.0153069,0.00238662,0.0420981,0.0144848,0.0276843,0.0149099,0.0111057,0.00662264,0.00863694,0.0259654,0.00507667,0.00622133,0,0,0.0274412,0.00238523,0.00147615,0.00165339,0.00737338,0.0046529,0,0,0,0.015016,0.0354458,0,0
170,0,0,0,0,0.00471781,0.00298999,0,0,0.0378997,0.0212072,0.0212384,0.0068168,0,0,0.00551658,0,0.0159461,0.00212295,0.0374797,0.0182845,0.0215551,0.00787344,0.00409925,0.00968452,0.00718343,0.00860901,0.0108495,0.0349408,0.00537613,0.00726596,0.00539831,0.00629381,0.0430641,0.00500788,0.00435294,0.00104307,0.0207018,0.0219648,0.00778879,0.00352773,0.00489325,0,0,0.00709683,0,0.0153189,0.00257028,0.0419199,0.019195,0.0284281,0.0109736,0.0112357,0.00669839,0.00909941,0.0263121,0.00628866,0.00715992,0,0,0.0258463,0.00238561,0.00177503,0.00167876,0.00757128,0.00439357,0,0,0,0.0178014,0.0371162,0,0
171,0,0,0,0,0.00511071,0.00309955,0,0,0.0383817,0.0211093,0.0213317,0.0069294,0,0,0.00536984,0,0.0159924,0.00204808,0.0374174,0.0189558,0.0215823,0.00786463,0.00399041,0.00995512,0.0072352,0.0085589,0.0108994,0.0349224,0.0053842,0.00727305,0.00526712,0.00627053,0.0435393,0.00476386,0.00436729,0.00110149,0.0185257,0.0218864,0.011388,0.00343583,0.00478599,0,0,0.00805981,0,0.0153402,0.00287192,0.041749,0.0240218,0.0288271,0.00789025,0.0112665,0.00690428,0.00974404,0.0268323,0.00801166,0.00825305,0,0,0.0234046,0.00243595,0.00210356,0.00175803,0.00784338,0.00413012,0,0,0,0.0130001,0.0385716,0,0
172,0,0,0,0,0.00526397,0.00304668,0,0,0.0390451,0.0212384,0.021748,0.00704532,0,0,0.00543732,0,0.0161878,0.00207205,0.0374378,0.019759,0.0214817,0.00782279,0.00413177,0.0103864,0.0073523,0.00859171,0.0109818,0.0349994,0.00547838,0.00725106,0.00545183,0.00626338,0.0442367,0.00481058,0.00439252,0.00104127,0.0203156,0.0218941,0.016065,0.00317468,0.0046728,0,0,0.00878238,0,0.0153964,0.0033138,0.041612,0.0251938,0.0289955,0.00964415,0.0106671,0.00720432,0.0117867,0.0280159,0.0102716,0.010219,0,0,0.0214602,0.00236397,0.00256806,0.00193832,0.00777794,0.00407305,0,0,0,0,0.040474,0,0
173,0,0,0,0,0.0053678,0.00311618,0,0,0.03952,0.0212533,0.0220956,0.00694136,0,0,0.00544086,0,0.0163006,0.00209027,0.0377513,0.0206651,0.021231,0.00804297,0.00405177,0.0107868,0.00759128,0.00864231,0.010998,0.0349517,0.00544901,0.00703618,0.00560464,0.00629841,0.0447337,0.00480669,0.00440066,0.00100547,0.0193824,0.0218762,0.0191641,0.0025719,0.00450101,0,0,0.00967457,0,0.0154447,0.00376127,0.0415853,0.0290425,0.0287995,0.0127487,0.0105321,0.00759762,0.0124144,0.0277052,0.0116631,0.0103385,0,0,0.0187326,0.00239404,0.00305799,0.00213303,0.00792344,0.00396533,0,0,0,0,0.0406776,0,0
174,0,0,0,0,0.00518018,0.00312328,0,0,0.0399122,0.0212255,0.0223537,0.0064844,0,0,0.00561465,0,0.0163341,0.00218281,0.038479,0.0214978,0.0206998,0.00817562,0.00344284,0.0112154,0.00812613,0.00875352,0.0111816,0.03478,0.00522749,0.00660649,0.0056311,0.00636103,0.0451397,0.00491816,0.00440468,0.00101014,0.0181122,0.0218032,0.0232212,0.00257384,0.00431196,0,0,0.00993448,0,0.0153989,0.00381795,0.0416011,0.0356802,0.0276926,0.0140217,0.010582,0.00795975,0.0106686,0.0265048,0.0118154,0.00874501,0,0,0.0141232,0.00246073,0.00313617,0.00230887,0.00817927,0.00387293,0,0,0,0.0785047,0.0404497,0,0
175,0,0,0,0,0.00514763,0.00312512,0,0,0.0402321,0.0212417,0.0225411,0.0062895,0,0,0.00551036,0,0.016352,0.00211119,0.0392305,0.022296,0.0203256,0.00847612,0.00312837,0.0115247,0.00860684,0.00901374,0.0113275,0.0347707,0.00514352,0.0063859,0.00560919,0.0064521,0.0454506,0.0047703,0.00441569,0.00103444,0.0193327,0.0216744,0.0261586,0.00310631,0.00409946,0,0,0.00931739,0,0.0152746,0.00341799,0.0418749,0.0396245,0.0271577,0.016784,0.0106148,0.00811663,0.00827141,0.0248816,0.0127176,0.00762841,0,0,0.013951,0.00263721,0.002712,0.00230727,0.0084484,0.00390404,0,0,0,0.0849474,0.039829,0,0
