Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBA,RTIBI
139,0,0,0,0,0.00685592,0.00855839,0,0,0,0.0318743,0.0214327,0.0236742,0.00370192,0,0,0.00893076,0,0.0152085,0.00615535,0.044149,0.0311408,0.0218569,0.0149556,0.00514512,0.00366258,0.0158359,0.0187245,0.0190443,0.0381517,0.0064152,0.00642068,0.00655318,0.0119695,0.0333559,0.00521985,0.00397412,0.00279307,0.0245315,0.0181633,0.0204984,0.0103474,0.00576147,0,0,0.0354935,0,0.0109876,0.0202472,0.0431755,0.0175741,0.0259314,0.0141731,0.00716799,0.0185917,0.0117593,0.0177902,0,0.0146644,0.0091072,0.0169244,0.0249995,0.0160866,0.0134154,0.0108642,0.0116632,0.00694982,0,0,0,0.0211768,0.0121454
140,0,0,0,0,0.00702115,0.00864121,0,0,0,0.0317415,0.0214439,0.022977,0.00328427,0,0,0.00890362,0,0.0151729,0.00635512,0.0441201,0.0313513,0.0214181,0.0136207,0.00512721,0.00347715,0.0142554,0.0169503,0.0181546,0.0376804,0.00569703,0.00640948,0.0062573,0.0115712,0.0332811,0.00509543,0.00399057,0.0027264,0.022204,0.0181297,0.0180177,0.0103968,0.00585863,0,0,0.0351718,0,0.0110005,0.0200484,0.0432031,0.0157508,0.0257997,0.0155301,0.00725181,0.0184143,0.0125179,0.0171698,0,0.0156466,0.0111494,0.0189392,0.0225037,0.016142,0.0135219,0.0109272,0.0115852,0.0071763,0,0,0,0.0221082,0.0121075
141,0,0,0,0,0.00709208,0.00865942,0,0,0,0.0320175,0.0215189,0.0216007,0.00282052,0,0,0.00884876,0,0.0151746,0.0063693,0.0442582,0.0287018,0.0207387,0.0123817,0.00474203,0.0033574,0.0117954,0.0147585,0.0165365,0.0363953,0.00523427,0.00657127,0.00546613,0.0111005,0.0335179,0.00498708,0.00398361,0.00263497,0.0195857,0.0180869,0.0153317,0.0104669,0.00612342,0,0,0.035096,0,0.010972,0.0199847,0.0431838,0.0148356,0.0256565,0.0172895,0.00746604,0.0183081,0.0133686,0.0168852,0.0143015,0.0169014,0.0138077,0.021711,0.0196339,0.0161398,0.0135903,0.0109923,0.0114458,0.00750829,0,0,0,0.0239054,0.0133755
142,0,0,0,0,0.00705331,0.00862994,0,0,0,0.0329003,0.0216122,0.0203261,0.00271181,0,0,0.00874065,0,0.0152099,0.00627527,0.0444374,0.0251273,0.020049,0.0119954,0.00426213,0.00332425,0.00908202,0.0128259,0.0142787,0.0343926,0.00560548,0.0064631,0.00431488,0.0107631,0.0339834,0.00490938,0.00395982,0.00251359,0.0191064,0.0180619,0.0149318,0.0105863,0.00642859,0,0,0.0351355,0,0.0109384,0.0199219,0.0430964,0.0169229,0.0254768,0.0196769,0.00792073,0.018234,0.0144087,0.0168467,0.0172228,0.0184739,0.0165863,0.0251811,0.018769,0.0160183,0.0136159,0.0109872,0.011293,0.00794841,0,0,0,0.0261131,0.0160233
143,0,0,0,0,0.00705212,0.00878606,0,0,0,0.0353181,0.0216981,0.0210259,0.00361194,0,0,0.00868349,0,0.0151449,0.00633274,0.0454901,0.0241913,0.0183445,0.0123744,0.00307704,0.00302346,0.00794793,0.0114185,0.0121633,0.032968,0.00649945,0.00645069,0.00384963,0.010714,0.0356581,0.00486848,0.00392476,0.00251993,0.0294499,0.0180291,0.0224505,0.012586,0.00658914,0,0,0.0350337,0,0.0109033,0.0198631,0.0388867,0.0348404,0.0268616,0.023057,0.0086467,0.0179281,0.0128137,0,0.0224777,0.0143925,0.02213,0.0325082,0.0402953,0.0159286,0.0136564,0.010978,0.0112608,0.00842175,0,0,0,0.0271709,0.0207178
144,0,0,0,0,0.00669508,0.00865474,0,0,0,0.0336895,0.0217245,0.0207942,0.0033718,0,0,0.00896995,0,0.015121,0.00652773,0.0441326,0.0220815,0.0189439,0.0123384,0.00420959,0.00332765,0.00557974,0.00994489,0.00960479,0.0301766,0.00750238,0.00661321,0.00326698,0.0106022,0.0333069,0.00517931,0.0039336,0.00247916,0.0237688,0.0179814,0.0201791,0.0111538,0.00684044,0,0,0.0353839,0,0.0109141,0.0198271,0.0427064,0.0243518,0.0250854,0.0244873,0.00932461,0.0181378,0.0165611,0.0167932,0.0206663,0.0213349,0.0231385,0.0315044,0.022839,0.0156954,0.0136533,0.011103,0.0109476,0.00849891,0,0,0,0.030213,0.0221717
145,0,0,0,0,0.0066048,0.00874512,0,0,0,0.0311732,0.0217186,0.0201662,0.00357274,0,0,0.00911425,0,0.0150917,0.00680306,0.0435287,0.0199264,0.018769,0.0135074,0.00435414,0.00331443,0.00440749,0.00956755,0.0090159,0.0289031,0.00789666,0.00689991,0.00308312,0.0103798,0.0309278,0.00523825,0.00395613,0.00248884,0.0253868,0.0179108,0.0216601,0.0112573,0.00689393,0,0,0.035401,0,0.0109106,0.0199706,0.0424039,0.026077,0.0249999,0.0254268,0.00967235,0.0181736,0.0169273,0.0167502,0.0202013,0.0218309,0.0241256,0.0324031,0.0243478,0.0157646,0.0136472,0.0112738,0.0107835,0.00862032,0,0,0,0.0305442,0.0234308
146,0,0,0,0,0.00665024,0.00880467,0,0,0,0.0276197,0.0216823,0.0176163,0.00354301,0,0,0.00926475,0,0.0151208,0.00691236,0.0429204,0.0172847,0.0189647,0.015265,0.00445711,0.00334856,0.00320481,0.0106573,0.01023,0.0286384,0.00701246,0.00709832,0.0034297,0.00987632,0.0280751,0.00528063,0.00398812,0.00248971,0.0254163,0.0178327,0.0216351,0.0113568,0.00692214,0,0,0.0352341,0,0.0109167,0.0201019,0.0420876,0.0256555,0.0250363,0.0249483,0.00969782,0.0182977,0.0168324,0.0167403,0.0196364,0.0215321,0.023168,0.0315464,0.0239213,0.0160193,0.0136385,0.0114338,0.010725,0.00864609,0,0,0,0.0292331,0.0230634
147,0,0,0,0,0.0067584,0.008764,0,0,0,0.0246782,0.0216443,0.0147757,0.00338919,0,0,0.00928086,0,0.0151559,0.00685696,0.0426718,0.0156219,0.0193882,0.0155063,0.00458114,0.00347156,0.00304514,0.0128109,0.0124087,0.0294676,0.00554158,0.00790341,0.00432116,0.00958339,0.025784,0.00533119,0.00400504,0.00248573,0.0248158,0.0177709,0.0207906,0.0113379,0.00697611,0,0,0.0350191,0,0.0109114,0.0201309,0.0419394,0.0237948,0.0250499,0.0234957,0.00948826,0.018488,0.0165852,0.0171008,0.0182218,0.0207636,0.0215304,0.0296006,0.0223805,0.0163248,0.0136473,0.0114358,0.0107439,0.0085858,0,0,0,0.0270025,0.0217989
148,0,0,0,0,0.00681314,0.00858601,0,0,0,0.0225424,0.0216534,0.0127443,0.00331351,0,0,0.00921922,0,0.0151421,0.00675117,0.0427364,0.0151611,0.0196806,0.0132046,0.00451319,0.00358056,0.00431963,0.0151506,0.0144944,0.031028,0.00545802,0.00977256,0.00532588,0.00966098,0.0240724,0.00537969,0.00401633,0.00247124,0.0235722,0.0177843,0.0191535,0.0111367,0.00713825,0,0,0.0350383,0,0.0109022,0.0200729,0.0418067,0.0210023,0.0248834,0.0213062,0.00927023,0.018701,0.0161697,0.0173822,0.0160507,0.0198018,0.0193342,0.0269884,0.0198414,0.016481,0.0135819,0.0113496,0.0106096,0.00852251,0,0,0,0.0238552,0.0199725
149,0,0,0,0,0.00677552,0.00830231,0,0,0,0.0210856,0.0217582,0.0114482,0.00342682,0,0,0.00909052,0,0.0150719,0.00658047,0.042729,0.0150723,0.0195808,0.0109683,0.00413846,0.00373127,0.00563473,0.0169647,0.0156139,0.032407,0.00678508,0.012011,0.00611131,0.00961666,0.0227318,0.00540945,0.00398949,0.00241583,0.0217306,0.0178904,0.0176576,0.0107568,0.00737225,0,0,0.0353055,0,0.0108761,0.0199849,0.0414413,0.0188493,0.0246093,0.0189359,0.0091608,0.0188765,0.0155028,0.017223,0.0135408,0.0186611,0.0167485,0.0237923,0.0152916,0.0162866,0.0135507,0.0112784,0.0101828,0.00854367,0,0,0,0.0196573,0.0178815
150,0,0,0,0,0.00675945,0.00818805,0,0,0,0.0212557,0.0217756,0.0111104,0.00447495,0,0,0.00911922,0,0.015076,0.00654749,0.0431419,0.0146437,0.0180958,0.0115198,0.00320846,0.0036295,0.00612738,0.0177571,0.0154421,0.033303,0.00787539,0.0138822,0.00664439,0.00917404,0.0230967,0.00553029,0.00399232,0.00238625,0.0300643,0.017943,0.0216999,0.0118353,0.0072701,0,0,0.0352286,0,0.010923,0.0200289,0.0371177,0.0265457,0.0264067,0.0173146,0.00839821,0.0190519,0.0154097,0,0.0157534,0.0148957,0.0130654,0.02162,0.0339708,0.0161765,0.0136068,0.0112614,0.0100129,0.00832394,0,0,0,0.0179543,0.0176007
151,0,0,0,0,0.00662298,0.00791903,0,0,0,0.021079,0.0220454,0.0101979,0.00466663,0,0,0.00877251,0,0.0149274,0.0061466,0.0424937,0.0137539,0.0178178,0.0138905,0.00244379,0.00376972,0.00624271,0.0190077,0.0147755,0.0324655,0.00850693,0.0149795,0.00635291,0.008078,0.0224585,0.00531834,0.00392807,0.00235774,0.0255233,0.0181447,0.0200836,0.0107237,0.00774561,0,0,0.0359291,0,0.0107766,0.019838,0.0369015,0.0248297,0.0254544,0.0165144,0.00868025,0.0190645,0.0169759,0,0,0.0156462,0.00999098,0.0179834,0.0313271,0.01544,0.0136829,0.011108,0.00930602,0.00893822,0,0,0,0.015645,0.0154737
152,0,0,0,0,0.00645217,0.00773296,0,0,0,0.0208467,0.0222779,0.00890164,0.00503447,0,0,0.00848726,0,0.0148647,0.00569379,0.041806,0.0125083,0.017517,0.0151411,0.00262495,0.00419206,0.00681179,0.0195259,0.0137259,0.0310373,0.00853668,0.0152651,0.00595243,0.00716218,0.0220044,0.0050557,0.00392428,0.00226607,0.0204283,0.0182589,0.0153386,0.00996002,0.00802658,0,0,0.0367436,0,0.0106949,0.0195348,0.0368474,0.0182428,0.0249457,0.0153827,0.00927834,0.019091,0.01858,0,0.0190221,0.0180345,0.00801825,0.0129679,0.0235707,0.0147901,0.0135627,0.0109925,0.00877782,0.00942582,0,0,0,0.0141225,0.0134112
153,0,0,0,0,0.00626006,0.00766805,0,0,0,0.0208126,0.022564,0.00760533,0.00549425,0,0,0.00821433,0,0.0147643,0.00532131,0.0411283,0.0110239,0.0172701,0.0153806,0.00374004,0.00475937,0.00751941,0.0194586,0.0127616,0.03003,0.00828247,0.0152114,0.0056882,0.00655049,0.0220393,0.00471057,0.00389768,0.00219801,0.0149143,0.018332,0.0120375,0.00967424,0.00816953,0,0,0.0378675,0,0.0106953,0.0194919,0.0367121,0.0153004,0.024891,0.0157471,0.0102678,0.0190164,0.0204001,0,0,0.021031,0.00952498,0.0109249,0.0201287,0.0142376,0.0133674,0.0108554,0.00855455,0.00976063,0,0,0,0.0143376,0.0129555
154,0,0,0,0,0.00632783,0.007659,0,0,0,0.0202124,0.0228361,0.00649004,0.00548913,0,0,0.00822604,0,0.0146731,0.0052115,0.040687,0.00988213,0.0171203,0.0149851,0.00469357,0.00519326,0.00756897,0.0186705,0.0119617,0.0293858,0.00803743,0.0148854,0.00551472,0.00637126,0.0215749,0.00456903,0.00383636,0.00217041,0.0149885,0.0183996,0.011018,0.00874145,0.00824954,0,0,0.0386222,0,0.0107089,0.0197452,0.0364913,0.0150456,0.0244805,0.0156798,0.0105264,0.0187979,0.0205562,0,0.021397,0.0215166,0.0111871,0.0131303,0.0205583,0.0139481,0.0133302,0.0108445,0.00867744,0.0100351,0,0,0,0.0147329,0.0133344
155,0,0,0,0,0.006391,0.00760676,0,0,0,0.0196626,0.0230221,0.00568572,0.0053972,0,0,0.00837395,0,0.014591,0.00521212,0.0405282,0.00906181,0.0169812,0.01404,0.00524477,0.00555777,0.00704183,0.0174315,0.0112472,0.0293761,0.0077348,0.0144008,0.00539638,0.00637562,0.0212599,0.00454282,0.00379952,0.00219247,0.0167057,0.0184759,0.00970576,0.00789493,0.00824262,0,0,0.0392743,0,0.010692,0.0198672,0.0362964,0.0148922,0.0242552,0.0156503,0.0105051,0.0187285,0.0205524,0,0.0211798,0.0219523,0.0127832,0.0153363,0.0217192,0.0137547,0.0133076,0.0108095,0.00906911,0.0102064,0,0,0,0.0151196,0.0136126
156,0,0,0,0,0.00632599,0.00768681,0,0,0,0.0192467,0.0231649,0.00498844,0.00522618,0,0,0.00852221,0,0.0145845,0.0052036,0.040724,0.00848941,0.0169202,0.0128734,0.00559963,0.00593401,0.00644384,0.0160681,0.0106212,0.0296604,0.00722013,0.0137013,0.00521868,0.00646012,0.0210341,0.00460213,0.0037934,0.00224868,0.0181334,0.0185654,0.00782447,0.00708067,0.00827832,0,0,0.040078,0,0.0106775,0.0198055,0.0360383,0.014668,0.0240472,0.0156698,0.0103535,0.0187046,0.0207667,0,0.020309,0.0223971,0.0146181,0.017552,0.0213745,0.0136053,0.0132826,0.0107514,0.00952544,0.0103215,0,0,0,0.0155926,0.013942
157,0,0,0,0,0.0060971,0.00785955,0,0,0,0.0190255,0.0231799,0.00446334,0.00502726,0,0,0.00867168,0,0.0145692,0.0052067,0.0410972,0.00826841,0.0169764,0.0117384,0.00582445,0.00610218,0.00597782,0.0148826,0.0101148,0.0300682,0.00659369,0.0128277,0.00502984,0.00651206,0.0209525,0.0046828,0.00381148,0.00229882,0.0189336,0.0186311,0.00518048,0.00665922,0.00827329,0,0,0.0408921,0,0.0106476,0.0199664,0.0359841,0.014648,0.0242339,0.0151902,0.0098289,0.0187355,0.0210472,0,0,0.0229238,0.0162984,0.0198355,0.022088,0.0135862,0.0132795,0.0108044,0.0100041,0.01016,0,0,0,0.0162974,0.0139953
158,0,0,0,0,0.00591588,0.00800023,0,0,0,0.0191018,0.0231852,0.00416628,0.00485487,0,0,0.00866663,0,0.0145485,0.00509852,0.0414763,0.00806906,0.0170768,0.0110594,0.0058477,0.00627852,0.0057214,0.014213,0.00982729,0.0302715,0.00608177,0.0120254,0.00476967,0.00650813,0.0211303,0.00466344,0.00382021,0.00234636,0.0199236,0.018726,0.00396724,0.00602619,0.0084586,0,0,0.0416096,0,0.0106416,0.02037,0.0361323,0.0156743,0.0241825,0.0146617,0.00906778,0.0188171,0.02106,0,0,0.0224982,0.0173733,0.0219069,0.0255709,0.0136087,0.0132637,0.0108554,0.0103131,0.0100583,0,0,0,0.016715,0.0141781
159,0,0,0,0,0.00584752,0.00791189,0,0,0,0.0192542,0.0231758,0.00404169,0.00464708,0,0,0.00849653,0,0.014572,0.00496812,0.0415436,0.00800068,0.0171703,0.0106084,0.00565068,0.00616801,0.00563668,0.0139054,0.00969198,0.0303215,0.00571281,0.0115157,0.00446687,0.00641969,0.0214443,0.00459089,0.00383257,0.00238502,0.0214553,0.0188531,0.00354764,0.00555367,0.008642,0,0,0.0423544,0,0.0106528,0.0206936,0.0363121,0.0172357,0.0243103,0.0141701,0.00801169,0.0190338,0.0207444,0,0,0.0214205,0.0178805,0.0230771,0.030856,0.013696,0.0131901,0.0109001,0.0104752,0.00992636,0,0,0,0.0171289,0.0138789
160,0,0,0,0,0.00590967,0.0077536,0,0,0,0.0194443,0.0230925,0.00403746,0.00433504,0,0,0.00821855,0,0.0145913,0.00479392,0.0413218,0.00754836,0.0172245,0.0102413,0.00527036,0.00580742,0.0055927,0.0136574,0.00962203,0.0303138,0.00550322,0.011314,0.00422827,0.00626977,0.021883,0.00440292,0.00386122,0.00237964,0.0230138,0.0189737,0.00327122,0.00509968,0.00875372,0,0,0.0429955,0,0.0106774,0.020741,0.036351,0.01837,0.0244982,0.0145614,0.00677131,0.0193802,0.0200243,0,0,0.0201979,0.0183561,0.0234227,0.0338164,0.0137708,0.0130816,0.0109529,0.0103641,0.00977314,0,0,0,0.0174424,0.0137146
161,0,0,0,0,0.00604431,0.00764469,0,0,0,0.0196508,0.0229798,0.00413395,0.00401519,0,0,0.00776114,0,0.0146231,0.004606,0.0409946,0.00695074,0.0172841,0.00982906,0.00474346,0.00519085,0.00547619,0.0131731,0.00955768,0.030348,0.00537971,0.0113045,0.00416184,0.00613006,0.0223952,0.0041018,0.00388307,0.00235181,0.0234238,0.0190712,0.0035324,0.00468145,0.00871763,0,0,0.0432998,0,0.0107168,0.0207215,0.0361192,0.018372,0.0246303,0.0157486,0.00565066,0.0197277,0.0189336,0,0,0.0191357,0.0190476,0.0233483,0.0340038,0.0138738,0.0129514,0.0108858,0.00996874,0.00955134,0,0,0,0.0176311,0.0137379
162,0,0,0,0,0.00613034,0.00752679,0,0,0,0.019865,0.022829,0.00462699,0.00376939,0,0,0.00722369,0,0.0146813,0.00441013,0.0407702,0.00582544,0.0174408,0.00922575,0.00434341,0.00437128,0.00534696,0.0124738,0.00946206,0.0304894,0.00521891,0.011254,0.00415351,0.00601484,0.0228539,0.00375722,0.00391597,0.00235219,0.0227092,0.0191685,0.00394179,0.00446924,0.00852545,0,0,0.0432332,0,0.0107579,0.0207317,0.0354966,0.017039,0.0246706,0.0174015,0.00524745,0.0200182,0.0179344,0,0,0.0182528,0.0194382,0.0230931,0.0327927,0.0139767,0.0128303,0.0108255,0.00937535,0.00926378,0,0,0,0.017762,0.0136523
163,0,0,0,0,0.00626105,0.00731741,0,0,0,0.0203986,0.0226713,0.00547385,0.00345568,0,0,0.00660161,0,0.014765,0.00422574,0.0406934,0.00480461,0.0176331,0.0084289,0.00412292,0.00356939,0.00508733,0.0116819,0.00925504,0.0307494,0.00502424,0.0111647,0.00424432,0.00588625,0.0235511,0.003478,0.00393683,0.00236278,0.0215622,0.019272,0.00444158,0.00455817,0.00827725,0,0,0.0430653,0,0.010816,0.020765,0.0348242,0.0149301,0.0246603,0.0192471,0.00548951,0.0202001,0.017362,0,0,0.0179971,0.0194687,0.0228221,0.0308084,0.0140476,0.0127516,0.0107666,0.00872177,0.00899672,0,0,0,0.0178404,0.0135494
164,0,0,0,0,0.0064113,0.0071338,0,0,0,0.021083,0.0225286,0.0063565,0.00310601,0,0,0.00615248,0,0.0147808,0.00396961,0.0407206,0.00408036,0.0177357,0.0075163,0.00384985,0.00279421,0.00480174,0.0108381,0.00896218,0.0309877,0.00475061,0.0108905,0.00440787,0.00574573,0.0243735,0.0032548,0.00393356,0.00237646,0.0203518,0.0193902,0.0052425,0.00476165,0.00802164,0,0,0.0428678,0,0.010872,0.0205978,0.0344472,0.012887,0.0246265,0.0212396,0.00582187,0.0202846,0.0172477,0,0,0.0180699,0.0195165,0.0223092,0.0286601,0.0140434,0.0126271,0.0106197,0.00814018,0.00876291,0,0,0,0.0178257,0.0139616
165,0,0,0,0,0.00650361,0.00700789,0,0,0,0.0216515,0.022432,0.00707012,0.00281281,0,0,0.00588917,0,0.0147587,0.00363388,0.0407691,0.00342987,0.0177085,0.00654185,0.00355718,0.00219853,0.00452329,0.0100192,0.00858276,0.0311467,0.00441134,0.0103623,0.00446726,0.00564704,0.0250087,0.00318063,0.00394374,0.00236466,0.0196062,0.0195111,0.00670604,0.00498271,0.0078139,0,0,0.0427369,0,0.0109103,0.020524,0.0342892,0.0113994,0.0245348,0.0235882,0.00605557,0.020409,0.0175274,0,0,0.0183284,0.0196471,0.0217577,0.0266865,0.0139682,0.0124299,0.0104322,0.00773354,0.00854303,0,0,0,0.0176369,0.0143325
166,0,0,0,0,0.00654762,0.00687755,0,0,0,0.0220418,0.0224271,0.00770117,0.0026548,0,0,0.00573962,0,0.0147877,0.00347109,0.0408557,0.00292119,0.0175639,0.00574077,0.00336741,0.0018176,0.00425907,0.00928267,0.00820765,0.031233,0.00406211,0.00973933,0.00447098,0.00558249,0.0254459,0.00321323,0.00399051,0.00233421,0.0193444,0.0196261,0.00891007,0.0051729,0.00766109,0,0,0.0426773,0,0.01092,0.0203639,0.0343,0.0112018,0.0243234,0.02613,0.0060879,0.0204748,0.0180499,0,0,0.0190068,0.0197406,0.0211474,0.0248911,0.0138394,0.0122079,0.0101825,0.00751071,0.00835467,0,0,0,0.0172023,0.0146619
167,0,0,0,0,0.00697414,0.00672975,0,0,0,0.0225424,0.0225988,0.00804484,0.00273933,0,0,0.00550081,0,0.0147217,0.00331956,0.0409611,0.00277205,0.0172774,0.00558179,0.00332928,0.00184979,0.00407746,0.00885044,0.00794733,0.0308912,0.00363035,0.00932022,0.00421554,0.00555165,0.0261412,0.0031306,0.0039652,0.00230785,0.0151395,0.0197591,0.016794,0.00666205,0.00813883,0,0,0.0432666,0,0.0108947,0.0201378,0.0377866,0.0243088,0.0220777,0.0287053,0.00538821,0.0204492,0.0137706,0.0166271,0.0111339,0.016681,0.0195994,0.0252423,0.0245695,0.0136445,0.012058,0.0100047,0.00695996,0.00873296,0,0,0,0.0144958,0.0189737
168,0,0,0,0,0.00688933,0.00652903,0,0,0,0.0229846,0.0226496,0.00857477,0.00274578,0,0,0.00554246,0,0.0146944,0.00324088,0.0408644,0.00330596,0.0171406,0.0051732,0.00342611,0.00151704,0.00386397,0.00855642,0.00772839,0.0309648,0.00355723,0.00905675,0.00432862,0.00546909,0.0266922,0.00329517,0.00392071,0.00227622,0.0150675,0.0198749,0.0163498,0.00679794,0.00789862,0,0,0.0433266,0,0.0109133,0.0200736,0.0381298,0.0229449,0.0220541,0.0289879,0.00539639,0.0204102,0.0128241,0.0167893,0.0112488,0.0164785,0.0187383,0.024341,0.0233619,0.0134901,0.0119076,0.00988388,0.00702546,0.00839048,0,0,0,0.0142037,0.0187354
169,0,0,0,0,0.00685532,0.00628211,0,0,0,0.0232511,0.0226433,0.00909909,0.00269498,0,0,0.00565069,0,0.0147573,0.00320237,0.0407171,0.00413761,0.0170982,0.00481871,0.00354437,0.00110639,0.00371903,0.00835566,0.00764853,0.0310906,0.00359127,0.00891134,0.00448809,0.00537544,0.0270108,0.00347169,0.00391014,0.00230025,0.0146079,0.0199379,0.01611,0.00680329,0.00759121,0,0,0.0434462,0,0.0109279,0.019813,0.0384054,0.0221886,0.0221066,0.0289128,0.00549109,0.0204372,0.0123158,0.0168068,0.0110485,0.0160081,0.018255,0.0237916,0.0220058,0.0134126,0.0117419,0.00979051,0.00716182,0.00796426,0,0,0,0.0136891,0.0186074
170,0,0,0,0,0.00693427,0.00606996,0,0,0,0.0236936,0.0226687,0.00968309,0.00271128,0,0,0.00564715,0,0.0147649,0.00320884,0.040504,0.00506666,0.0170792,0.00459029,0.00370254,0.000805286,0.0037462,0.00828611,0.00772477,0.0313442,0.00366568,0.00897832,0.00467172,0.00526337,0.0275207,0.00352121,0.00390397,0.00227349,0.0143884,0.0200049,0.016446,0.00663582,0.00737366,0,0,0.0436627,0,0.0109292,0.0196428,0.0387515,0.0224854,0.0221537,0.0289439,0.00548806,0.0204993,0.0119897,0.0171477,0.0106826,0.0154439,0.0183342,0.023642,0.021189,0.0133515,0.0117041,0.00987155,0.00731971,0.00758475,0,0,0,0.0131019,0.0191183
171,0,0,0,0,0.00708047,0.00594548,0,0,0,0.0243023,0.0227182,0.0103608,0.0027444,0,0,0.00556531,0,0.0147402,0.00322526,0.0402638,0.0060985,0.0170979,0.00445569,0.00378236,0.000848522,0.00389596,0.00829627,0.00786216,0.0316519,0.00389062,0.00916938,0.00488017,0.00513849,0.0282205,0.00345228,0.00391525,0.00226931,0.0143829,0.0201185,0.0173238,0.00632189,0.00724063,0,0,0.04393,0,0.0109591,0.0196918,0.0391429,0.0235334,0.0222288,0.0292365,0.00545734,0.0204769,0.0115782,0.0176165,0.0103035,0.0147499,0.018637,0.0238339,0.0210776,0.0132841,0.0117842,0.0100238,0.00747595,0.0073017,0,0,0,0.0126546,0.01984
172,0,0,0,0,0.00722231,0.00591449,0,0,0,0.0249743,0.0227492,0.0110326,0.00271062,0,0,0.00562242,0,0.0146812,0.00340514,0.039963,0.00700327,0.0171804,0.00435341,0.00382883,0.00120252,0.00406537,0.00830867,0.00795739,0.0319293,0.00413904,0.00930494,0.00501684,0.00501017,0.0289937,0.00338871,0.00386934,0.00246087,0.0149395,0.0202403,0.0187146,0.00594124,0.00723396,0,0,0.0442638,0,0.01099,0.0198513,0.0394554,0.0251556,0.022301,0.0299144,0.00569169,0.0204454,0.0111112,0.0180975,0.0100347,0.013872,0.0191443,0.0244037,0.0216986,0.0132283,0.01186,0.0100467,0.0076958,0.00704307,0,0,0,0.012496,0.0205556
173,0,0,0,0,0.0072556,0.00596628,0,0,0,0.0255264,0.0227078,0.011691,0.00271748,0,0,0.00547364,0,0.01472,0.00347772,0.0396219,0.00783886,0.0172747,0.00422466,0.0038605,0.00167055,0.00423048,0.00817131,0.00802537,0.0322333,0.00423744,0.00918605,0.00508939,0.00491747,0.0296021,0.0031867,0.00389848,0.00257478,0.0164452,0.0202335,0.020431,0.00548062,0.00728522,0,0,0.0448417,0,0.0109495,0.0201209,0.0396617,0.027102,0.0224581,0.0306554,0.00615647,0.0205207,0.0104655,0.0186359,0.009873,0.0128656,0.0199771,0.0252037,0.0233338,0.013264,0.0118977,0.010044,0.00792164,0.00677843,0,0,0,0.0126022,0.0212061
174,0,0,0,0,0.00727838,0.00603728,0,0,0,0.0262271,0.0226757,0.0122364,0.00279258,0,0,0.00516612,0,0.0147878,0.00320426,0.0392871,0.0086053,0.0174548,0.00429154,0.00367822,0.00211646,0.0044008,0.0080246,0.00813798,0.0325596,0.00430979,0.0089957,0.00517052,0.00484415,0.0303861,0.00298159,0.00393931,0.00246042,0.0186889,0.020181,0.0227495,0.00508631,0.00724218,0,0,0.0453174,0,0.0108935,0.0202687,0.0396838,0.0300901,0.0227258,0.031387,0.00679178,0.0206208,0.00973398,0.019405,0.00991881,0.0119533,0.0212215,0.0263246,0.02552,0.0133589,0.0119758,0.0101285,0.00815812,0.00653378,0,0,0,0.0129666,0.0218129
175,0,0,0,0,0.00733272,0.00612761,0,0,0,0.027015,0.0226234,0.0127183,0.00295086,0,0,0.00483195,0,0.0148433,0.00294962,0.0389512,0.00942973,0.017773,0.00455844,0.0035264,0.00258754,0.00457681,0.00788428,0.00829565,0.0328986,0.00446427,0.00881555,0.00526402,0.00479854,0.0313233,0.00277501,0.00394787,0.00239201,0.0216438,0.0201309,0.0255958,0.00483349,0.0072397,0,0,0.0457959,0,0.0108491,0.0204449,0.0395858,0.0332693,0.0229561,0.031899,0.00764059,0.0207499,0.00893402,0.0201997,0.0101082,0.0109788,0.0225852,0.0279242,0.0284308,0.0134086,0.0120586,0.0101936,0.00837519,0.00632085,0,0,0,0.0135657,0.0224131
176,0,0,0,0,0.00743085,0.00620625,0,0,0,0.0278569,0.0225553,0.0131695,0.00312693,0,0,0.0045297,0,0.0148966,0.00284376,0.0387102,0.0102308,0.0180814,0.0049928,0.00359159,0.00309956,0.00478811,0.00784003,0.00856258,0.0332024,0.00459566,0.00868314,0.00533384,0.00475808,0.0323942,0.00262082,0.00395788,0.00244526,0.0228523,0.0200915,0.0273819,0.00477347,0.00722277,0,0,0.046131,0,0.0108173,0.0204639,0.03961,0.0354315,0.0230982,0.0325631,0.00861997,0.0208279,0.00818057,0.0207958,0.0103907,0.0100748,0.024068,0.0298757,0.0296637,0.0134439,0.0120722,0.01021,0.00855452,0.00611562,0,0,0,0.0138092,0.0231144
