Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBA,RTIBI
177,0,0,0,0,0.0076088,0.00632545,0,0,0,0.0285574,0.0225075,0.0137201,0.00339284,0,0,0.0040709,0,0.0149309,0.00283114,0.0385069,0.0110506,0.0182874,0.00536932,0.00377332,0.00359729,0.00497767,0.00782129,0.00885621,0.033445,0.00468824,0.0085535,0.00534919,0.00470496,0.033263,0.00239187,0.00397854,0.00251598,0.0244349,0.0200781,0.0294036,0.00458114,0.00724454,0,0,0.046422,0,0.0107984,0.02062,0.0397531,0.0377802,0.0232853,0.0330766,0.00935488,0.0208421,0.00742301,0.0214079,0.0105896,0.00912362,0.0254283,0.0316295,0.0314988,0.0133618,0.0121059,0.0102186,0.00871371,0.00596382,0,0,0,0.0141924,0.0235898
178,0,0,0,0,0.0077834,0.00638657,0,0,0,0.0293201,0.0224462,0.0143964,0.00377031,0,0,0.00353278,0,0.0149981,0.00290853,0.0384166,0.0119253,0.0185622,0.00571317,0.00395702,0.00430986,0.00518067,0.00785632,0.00916509,0.0337188,0.00478019,0.00849751,0.00539137,0.0046631,0.0340766,0.00216213,0.00400835,0.00258279,0.0271114,0.0200398,0.0321088,0.00435323,0.00718643,0,0,0.0466159,0,0.0107972,0.0206616,0.0400222,0.0408879,0.0235523,0.0331501,0.00986341,0.0208283,0.00676206,0.022086,0.0108497,0.00837506,0.0265057,0.0329836,0.0346997,0.0133244,0.0121927,0.0102748,0.00872382,0.00574909,0,0,0,0.0150206,0.0239221
179,0,0,0,0,0.00791754,0.00643856,0,0,0,0.0302388,0.0223145,0.0150302,0.0042369,0,0,0.00309524,0,0.0151168,0.00277512,0.0385316,0.0128612,0.0188559,0.0060545,0.00405284,0.00509013,0.00538759,0.00794376,0.00948508,0.0340405,0.00492286,0.00851114,0.00546444,0.00460824,0.0351324,0.00197172,0.00405057,0.00268074,0.0309863,0.0199775,0.0355483,0.00411048,0.00712395,0,0,0.046661,0,0.0107879,0.020606,0.0405425,0.0449667,0.0238526,0.0328263,0.0101519,0.0208253,0.00630722,0.0227086,0.0113499,0.00793387,0.0272591,0.0339772,0.0393234,0.0133061,0.0122932,0.0103744,0.00862778,0.00550018,0,0,0,0.0164636,0.024036
180,0,0,0,0,0.00810239,0.00642102,0,0,0,0.032136,0.0223639,0.0158086,0.00393062,0,0,0.00224328,0,0.0151093,0.00210903,0.039227,0.0136034,0.0183778,0.00612976,0.00335617,0.00542135,0.00557162,0.00790057,0.00973871,0.0339353,0.00441902,0.00849219,0.0051269,0.00451229,0.0373246,0.00136513,0.00409505,0.00274477,0.00894701,0.019951,0.0272527,0.00649724,0.00772248,0,0,0.0473805,0,0.0107194,0.0208281,0.0414391,0.0401338,0.0214932,0.0311078,0.00907094,0.0206132,0.00591445,0.0229075,0.0100794,0.00805076,0.030264,0.039391,0.0113076,0.0132864,0.0122988,0.0104031,0.00783325,0.00576535,0,0,0,0,0.0281438
181,0,0,0,0,0.00822631,0.00648552,0,0,0,0.0330376,0.02228,0.0164667,0.00426652,0,0,0.00196973,0,0.0151761,0.00213015,0.0395212,0.0145861,0.0184794,0.00637944,0.00341228,0.00617216,0.00583042,0.00800889,0.0100583,0.0340718,0.00451674,0.00832817,0.00516425,0.00451031,0.0383686,0.00122876,0.0041463,0.0027912,0.00893457,0.0198286,0.0284323,0.00664495,0.00770629,0,0,0.0475434,0,0.0106551,0.0207567,0.0421012,0.0428343,0.0214664,0.0315227,0.00895917,0.0204326,0.00583729,0.0227935,0.0116237,0.00895989,0.0313274,0.0406495,0.0113527,0.0133567,0.0123142,0.0104062,0.00773762,0.00560805,0,0,0,0,0.0277457
182,0,0,0,0,0.00832637,0.00659657,0,0,0,0.0339202,0.0221935,0.017136,0.00460943,0,0,0.00177371,0,0.0152468,0.00232935,0.0396377,0.0156716,0.0185221,0.00678823,0.00346248,0.00684122,0.00614825,0.00822612,0.0104262,0.0342457,0.0046619,0.00810135,0.00520587,0.00453089,0.0393176,0.00110518,0.00417647,0.00279081,0.00920971,0.0197645,0.0293152,0.00678147,0.00768265,0,0,0.0475137,0,0.010666,0.0208006,0.0427248,0.0450867,0.0214739,0.0315382,0.00865773,0.0200893,0.00596276,0.0225453,0.0132876,0.0101817,0.0321991,0.041696,0.0116958,0.0133925,0.0124458,0.010531,0.00777772,0.00548105,0,0,0,0,0.0275854
183,0,0,0,0,0.00836595,0.00667538,0,0,0,0.0349645,0.0221074,0.0178228,0.00494552,0,0,0.00163199,0,0.0153262,0.00245173,0.0395935,0.0166786,0.0186529,0.00729065,0.00348771,0.00745252,0.00642244,0.00846935,0.010813,0.0343399,0.00481248,0.00803117,0.00520141,0.00453007,0.0404057,0.00101818,0.00418724,0.00285012,0.00933118,0.0196815,0.0300272,0.0069291,0.00756858,0,0,0.0471279,0,0.0106898,0.0209799,0.0431425,0.0472609,0.021527,0.0310528,0.00846389,0.0197425,0.00630023,0.0222051,0.0148625,0.0114349,0.0330396,0.0426022,0.0121837,0.0134724,0.0125911,0.0105916,0.00793749,0.00532437,0,0,0,0,0.0276711
184,0,0,0,0,0.00839176,0.00673749,0,0,0,0.0358676,0.022015,0.0185927,0.00520139,0,0,0.00156684,0,0.0153603,0.00250825,0.039539,0.0175588,0.0187929,0.00773472,0.00354102,0.00797408,0.00672812,0.00874464,0.0111782,0.0344145,0.00490237,0.00797717,0.00517112,0.00447519,0.04143,0.00104047,0.0041914,0.00296695,0.00951214,0.0195733,0.0306038,0.00719002,0.00739783,0,0,0.0467725,0,0.0106907,0.0210843,0.0433485,0.0487333,0.0215834,0.0300167,0.00839752,0.0194741,0.00689804,0.0217236,0.0160952,0.0126348,0.0338083,0.0434012,0.0125173,0.0136186,0.0126819,0.0106497,0.0082196,0.0051264,0,0,0,0,0.0277644
185,0,0,0,0,0.00840431,0.00681454,0,0,0,0.0366135,0.0219182,0.0194388,0.00536793,0,0,0.00157361,0,0.0153863,0.00270395,0.039668,0.0182797,0.0189169,0.00792051,0.00363936,0.00838856,0.00700637,0.00894332,0.0113842,0.0344545,0.00489696,0.00791718,0.00510662,0.00439542,0.0422785,0.00109793,0.0041948,0.00303739,0.0103394,0.0194754,0.0310673,0.00763974,0.00725813,0,0,0.0464681,0,0.0106946,0.0210201,0.0435245,0.0496764,0.0215625,0.0284778,0.00858784,0.0192752,0.00769636,0.0209635,0.0170141,0.0139549,0.0343121,0.0439622,0.0125806,0.0137616,0.0127747,0.0107056,0.0084752,0.00490001,0,0,0,0,0.027744
186,0,0,0,0,0.00845665,0.00693023,0,0,0,0.0371283,0.0218162,0.0198657,0.00555024,0,0,0.001671,0,0.015384,0.00290723,0.03985,0.0190052,0.0189817,0.00791212,0.0037857,0.00873775,0.00729251,0.00904957,0.0114438,0.03445,0.00483878,0.00781505,0.00496551,0.0043464,0.0428898,0.00122125,0.00419425,0.00306375,0.0123344,0.0193905,0.0315434,0.0082673,0.00710609,0,0,0.0461214,0,0.0107209,0.0208158,0.0434453,0.0501605,0.021581,0.0267253,0.00884251,0.0190372,0.00868176,0.0200094,0.0179627,0.0155819,0.0342711,0.044107,0.0130732,0.0139179,0.0128968,0.0107291,0.0086862,0.004653,0,0,0,0,0.0277335
187,0,0,0,0,0.0085134,0.00702394,0,0,0,0.0373675,0.0217529,0.0200114,0.00574912,0,0,0.00179419,0,0.0154564,0.00307553,0.0400828,0.0197205,0.0189911,0.00782526,0.00394394,0.00904485,0.00753778,0.00907512,0.0114213,0.0343951,0.00475863,0.007636,0.00486401,0.00432703,0.0433185,0.00138969,0.00420855,0.00311749,0.0156509,0.0193206,0.0322776,0.00905332,0.00693763,0,0,0.0457516,0,0.0107617,0.0207693,0.0431886,0.0503839,0.0216682,0.0248507,0.00918745,0.0187815,0.00979023,0.0188624,0.019152,0.0171774,0.0334978,0.0439177,0.0149671,0.0140773,0.0130151,0.0107284,0.00889553,0.00440079,0,0,0,0,0.0279431
188,0,0,0,0,0.00855729,0.00709063,0,0,0,0.0373278,0.0217101,0.0199203,0.00594625,0,0,0.00188659,0,0.0155273,0.00323375,0.0403533,0.020325,0.0189784,0.00777683,0.00431204,0.00933169,0.00762835,0.00897831,0.0112905,0.0342439,0.00468917,0.00738744,0.00466865,0.00431781,0.0433244,0.00158617,0.00423146,0.00316158,0.0197241,0.0192654,0.0332595,0.00992797,0.00674376,0,0,0.0453668,0,0.0107842,0.0207718,0.0426784,0.050743,0.021827,0.0228417,0.009739,0.0185068,0.0108339,0.0176394,0.020368,0.0186084,0.033107,0.0437287,0.0182484,0.0141767,0.0130976,0.0107021,0.00906725,0.00415647,0,0,0,0,0.0284802
189,0,0,0,0,0.00860811,0.00713016,0,0,0,0.0370165,0.0216299,0.0196225,0.00611234,0,0,0.0020232,0,0.0155591,0.00339756,0.0406596,0.0208127,0.0189666,0.0077579,0.0049789,0.0096068,0.00762537,0.00880661,0.0110956,0.0339643,0.00461727,0.00708812,0.00443377,0.00433399,0.042956,0.00179423,0.00424162,0.00322372,0.0237347,0.0192297,0.0345145,0.0108308,0.00651159,0,0,0.0448259,0,0.0107943,0.0205934,0.0419447,0.0517325,0.022075,0.0207757,0.0104366,0.0182976,0.0120456,0.0164111,0.0214172,0.0198993,0.0333837,0.0439267,0.0222587,0.0142306,0.0131069,0.0106467,0.00920728,0.00392853,0,0,0,0,0.0291685
190,0,0,0,0,0.00954647,0.00819357,0,0,0,0.0341626,0.0210395,0.0196017,0.00853996,0,0,0.00484505,0,0.0159219,0.00477251,0.0402349,0.0225613,0.0209643,0.00926666,0.0068516,0.0113334,0.00766229,0.00970715,0.0113779,0.0350968,0.00691981,0.00733736,0.00591513,0.00461685,0.0398317,0.00377089,0.00427718,0.00358573,0.0356839,0.0189812,0.0360035,0.00488935,0.00424041,0,0,0.0414103,0,0.0108727,0.0200796,0.0401998,0.0492078,0.0307136,0.0088778,0.0134129,0.0188166,0.0124706,0.0180192,0.019507,0.0154269,0.0197743,0.0294326,0.0374133,0.0146881,0.0136417,0.0105613,0.0111245,0.00439871,0,0,0,0.0365502,0.0175833
191,0,0,0,0,0.00863037,0.00737217,0,0,0,0.0358015,0.0215262,0.0191516,0.00647983,0,0,0.0024018,0,0.0156517,0.00361734,0.0413679,0.0215888,0.018906,0.00758165,0.00641585,0.0101617,0.00748422,0.00847218,0.0106182,0.0334045,0.00442958,0.00668701,0.00398778,0.00442793,0.0419797,0.00206728,0.00425465,0.00329948,0.0303807,0.0191421,0.0377005,0.0126505,0.00593456,0,0,0.0435184,0,0.0108569,0.0201424,0.0402461,0.0544204,0.0225844,0.0175892,0.0118405,0.0178101,0.0136149,0.0138045,0.0220165,0.0204962,0.0353711,0.0457989,0.0297009,0.0143341,0.0130626,0.0103874,0.00955289,0.00354728,0,0,0,0,0.0305827
192,0,0,0,0,0.00987322,0.0086764,0,0,0,0.0330615,0.0209179,0.0192817,0.00898438,0,0,0.00524066,0,0.016012,0.00498498,0.0410358,0.023568,0.0208655,0.0090069,0.00744489,0.012069,0.00764795,0.00960231,0.0110518,0.0349581,0.00695604,0.00750532,0.00588015,0.00471648,0.0392842,0.00404219,0.00430921,0.00364792,0.0337609,0.018897,0.034341,0.00600238,0.00385324,0,0,0.0399222,0,0.0109764,0.0197029,0.0383927,0.0487744,0.031759,0.00462048,0.014794,0.0184409,0.0120493,0.0151428,0.0152943,0.0138012,0.0234691,0.0334,0.0338969,0.015088,0.0137187,0.0104161,0.0115544,0.00482362,0,0,0,0.0367977,0.0208691
193,0,0,0,0,0.00993483,0.00880462,0,0,0,0.0327562,0.0208484,0.0187577,0.00929699,0,0,0.00542704,0,0.0160335,0.00507049,0.0412154,0.0237578,0.0208669,0.00860857,0.00775082,0.0123998,0.00757078,0.00944782,0.0107586,0.0348769,0.00697804,0.00782445,0.00588632,0.00465404,0.0390224,0.00414837,0.00433166,0.0037058,0.0339494,0.0188008,0.0346103,0.00629573,0.00380814,0,0,0.0396856,0,0.0110287,0.0197812,0.0377833,0.0505406,0.0322516,0.00592275,0.0152283,0.0184247,0.0114787,0.0147865,0.0140309,0.0138119,0.024524,0.0349937,0.0332674,0.0153188,0.0137307,0.0104714,0.0116758,0.00513356,0,0,0,0.0364444,0.0211302
194,0,0,0,0,0.0100303,0.00895025,0,0,0,0.0322705,0.0207748,0.018079,0.00965212,0,0,0.00559129,0,0.0160327,0.00524341,0.0413157,0.0238165,0.0207871,0.00810157,0.00804831,0.012772,0.0074274,0.00924669,0.0103641,0.0347895,0.00702217,0.00809104,0.00588951,0.00457672,0.0385608,0.00431171,0.00435039,0.00380359,0.0343789,0.0187256,0.0351841,0.00654548,0.00391801,0,0,0.0395158,0,0.0110699,0.0199015,0.0376705,0.0533378,0.0326722,0.00669036,0.0154802,0.0183907,0.0110058,0.0149636,0.0132522,0.0131775,0.0249651,0.0360331,0.0328081,0.0155874,0.0137497,0.0104738,0.0118326,0.00549241,0,0,0,0.0361801,0.0209467
195,0,0,0,0,0.00992701,0.00893703,0,0,0,0.0318629,0.0207552,0.0175565,0.00996986,0,0,0.00552362,0,0.0160013,0.00529347,0.0413699,0.0237525,0.0206799,0.00749006,0.00806114,0.0129646,0.00725308,0.00890131,0.00993745,0.0347826,0.00711716,0.00842164,0.00599618,0.0045154,0.0381978,0.00429165,0.0043614,0.00383029,0.0349254,0.0187729,0.0358746,0.00652128,0.00405781,0,0,0.03906,0,0.0110814,0.019759,0.0379028,0.0561447,0.03307,0.00664842,0.0154601,0.0184142,0.00976413,0.0156659,0.012763,0.0119915,0.0252635,0.0368847,0.0327841,0.0157185,0.0137838,0.0104368,0.0118291,0.00574548,0,0,0,0.0360445,0.0207649
196,0,0,0,0,0.00969542,0.00875805,0,0,0,0.0312886,0.0207733,0.0167224,0.0102115,0,0,0.00541454,0,0.0159825,0.00526036,0.0412559,0.0234478,0.0206077,0.00698081,0.00797894,0.0128956,0.00700106,0.00845852,0.00939222,0.0347616,0.00730199,0.00872042,0.00613003,0.00439726,0.0378454,0.00416179,0.00437717,0.00382341,0.0374285,0.0187975,0.0375045,0.00633751,0.00408833,0,0,0.0388109,0,0.011084,0.0195763,0.0381582,0.0581849,0.0332927,0.00469685,0.0150122,0.0185202,0.00893325,0.0166612,0.0128507,0.0108771,0.0249039,0.0368514,0.0355833,0.0156923,0.0136782,0.0103216,0.0116288,0.00585347,0,0,0,0.0361547,0.0203552
197,0,0,0,0,0.00954076,0.00860008,0,0,0,0.0304305,0.0208134,0.0156182,0.0103233,0,0,0.00529885,0,0.0159722,0.0051962,0.0410515,0.0230183,0.0205157,0.00652252,0.00791105,0.0128027,0.0067297,0.00790472,0.00876664,0.0347849,0.0074881,0.00887,0.00626571,0.00427664,0.0375002,0.00402932,0.00438794,0.00379681,0.0391869,0.0187941,0.03855,0.00622244,0.00412295,0,0,0.0386984,0,0.0110752,0.0194503,0.0382982,0.0583749,0.0334093,0.00384961,0.0146094,0.0186586,0.00829111,0.016928,0.0124885,0.00985486,0.0249421,0.0369595,0.0380344,0.0156013,0.0134998,0.0102167,0.0114189,0.00589377,0,0,0,0.0358926,0.0199444
198,0,0,0,0,0.00944409,0.0085172,0,0,0,0.0294082,0.0208436,0.0146859,0.0103493,0,0,0.00517908,0,0.0159312,0.0051486,0.040866,0.0225471,0.0204103,0.00613666,0.00776217,0.0126636,0.00652663,0.00727106,0.00811678,0.0348981,0.00772933,0.00903093,0.00645915,0.00417927,0.0370704,0.0039449,0.00438784,0.00379067,0.0402344,0.0187832,0.0389795,0.0061629,0.00423696,0,0,0.0385299,0,0.011065,0.019325,0.0383841,0.0573738,0.0335386,0.00461834,0.0141303,0.0187653,0.00750809,0.0166688,0.0114559,0.00885922,0.0251145,0.0372321,0.0405067,0.0155799,0.0133385,0.0101081,0.0112721,0.00590728,0,0,0,0.0353447,0.0196918
199,0,0,0,0,0.00932975,0.0084517,0,0,0,0.028276,0.0208435,0.0137942,0.0104143,0,0,0.00518455,0,0.0159218,0.00517503,0.0408107,0.0220115,0.0203514,0.00593116,0.00752476,0.0124943,0.00642085,0.00668514,0.00749235,0.0350632,0.00803639,0.00958676,0.00670983,0.00409679,0.0365203,0.00393189,0.00437384,0.00381485,0.0412121,0.0187866,0.0399036,0.00610577,0.00429194,0,0,0.03823,0,0.011098,0.0192045,0.0385433,0.0571701,0.0337381,0.00568723,0.0135263,0.0188962,0.00666586,0.016602,0.010373,0.00833562,0.0252942,0.0374325,0.0432825,0.0156012,0.0132353,0.0100155,0.0111954,0.00587326,0,0,0,0.0349704,0.0197932
200,0,0,0,0,0.00905175,0.0083356,0,0,0,0.0269385,0.0208186,0.0129452,0.0105349,0,0,0.00532501,0,0.0159447,0.00528261,0.04088,0.021361,0.0202911,0.00579684,0.00737362,0.0122458,0.00635425,0.00613435,0.00692687,0.035195,0.0083637,0.00997125,0.00692723,0.00396716,0.0358896,0.00393732,0.00435747,0.00385298,0.0417054,0.0187537,0.0415065,0.0060878,0.00429244,0,0,0.037892,0,0.0111434,0.0191087,0.0387354,0.057748,0.0339308,0.00704029,0.0129985,0.0191262,0.00613319,0.0166443,0.00971792,0.0086426,0.0251522,0.0371301,0.0453598,0.0156193,0.0132422,0.00994947,0.0110995,0.00573498,0,0,0,0.0350381,0.0199456
201,0,0,0,0,0.00863993,0.00816342,0,0,0,0.0252752,0.0207694,0.0121814,0.0107035,0,0,0.00552049,0,0.0159542,0.00543845,0.0410159,0.0206888,0.0201563,0.0057109,0.00744087,0.0119676,0.00623587,0.00556643,0.00634884,0.0352218,0.00861101,0.0101165,0.00709193,0.00376476,0.0350112,0.00403683,0.004373,0.00385846,0.0398376,0.0186844,0.0414536,0.00623622,0.00427909,0,0,0.0376381,0,0.0111727,0.0191311,0.038885,0.057117,0.0340797,0.00932294,0.0128647,0.0193981,0.00634281,0.0163326,0.0103225,0.0107272,0.0241708,0.0361861,0.044768,0.0156956,0.0133193,0.00995427,0.0109674,0.00541026,0,0,0,0.0352401,0.0196515
202,0,0,0,0,0.0081641,0.00792884,0,0,0,0.0232969,0.0207419,0.0116729,0.0108714,0,0,0.00574265,0,0.0159741,0.00557987,0.0411299,0.0201374,0.0199499,0.00565563,0.00759328,0.0115737,0.00598107,0.00489693,0.0057231,0.0351231,0.00872313,0.0101098,0.00723283,0.00353805,0.0338904,0.00414477,0.00439891,0.00386967,0.0356825,0.0186738,0.038864,0.00650378,0.0042256,0,0,0.0374193,0,0.0112537,0.0192811,0.0388492,0.0546861,0.0340995,0.0117249,0.0127891,0.0196285,0.00767249,0.0156946,0.0123803,0.0140527,0.0225766,0.0345821,0.0415613,0.015746,0.013382,0.00999905,0.0108033,0.00487521,0,0,0,0.035135,0.0190187
203,0,0,0,0,0.00773422,0.00771353,0,0,0,0.0210339,0.0207365,0.0117716,0.0109605,0,0,0.00589603,0,0.0159988,0.00557536,0.0411131,0.0198419,0.0196867,0.00576603,0.0076669,0.0109971,0.00565162,0.00414847,0.00529111,0.034938,0.00884604,0.0100362,0.00755367,0.00339788,0.0327696,0.00419091,0.00441728,0.00381523,0.0308836,0.0187417,0.0355312,0.00660551,0.00408736,0,0,0.0371334,0,0.0113604,0.0195702,0.0384453,0.051771,0.0340158,0.0117884,0.0125542,0.0198136,0.00960402,0.015196,0.0148669,0.0169231,0.0208681,0.0324271,0.0374223,0.0157997,0.0134447,0.0100702,0.0106542,0.00426681,0,0,0,0.0349136,0.0186228
204,0,0,0,0,0.00735582,0.00744454,0,0,0,0.0188843,0.0207321,0.0125474,0.0109239,0,0,0.00587667,0,0.0159985,0.00540099,0.0408297,0.0196868,0.019462,0.00620777,0.00779981,0.0102216,0.00528185,0.00348413,0.00527245,0.0347159,0.00912865,0.0100126,0.00812836,0.00324089,0.0312928,0.00416826,0.00442739,0.00371955,0.0263688,0.0187668,0.0324251,0.0065959,0.00387833,0,0,0.0368989,0,0.0113719,0.0198628,0.0374341,0.0489042,0.0340232,0.00995685,0.0121836,0.0200565,0.011405,0.0148945,0.0171932,0.0188521,0.0198232,0.0303013,0.0331874,0.0161455,0.0133872,0.0100124,0.0104014,0.00384504,0,0,0,0.0351595,0.0183236
205,0,0,0,0,0.00689838,0.00704202,0,0,0,0.0172441,0.0207447,0.013836,0.0106043,0,0,0.00568717,0,0.0159977,0.00507476,0.040287,0.0196252,0.0192559,0.00700045,0.00792875,0.00929102,0.00497543,0.00336497,0.00590041,0.0345257,0.00948809,0.0101825,0.00897205,0.00298547,0.0298936,0.0040618,0.00443452,0.0035649,0.0235072,0.0188051,0.0302933,0.00647938,0.00374714,0,0,0.0368401,0,0.0113422,0.0201331,0.0357937,0.0466026,0.0340989,0.00853702,0.0118508,0.020376,0.0125451,0.0148255,0.0185079,0.0195241,0.0191427,0.0283682,0.0303641,0.0163665,0.013218,0.00986535,0.0100234,0.00360306,0,0,0,0.035524,0.01774
206,0,0,0,0,0.00622346,0.00645932,0,0,0,0.0168669,0.0208391,0.0157158,0.00993685,0,0,0.00537253,0,0.0159247,0.00472087,0.0395785,0.0196581,0.0190512,0.00803128,0.00804361,0.00829658,0.00479093,0.00394847,0.00716489,0.0344537,0.00986691,0.0110121,0.00999341,0.00268338,0.0290293,0.00394401,0.00440437,0.00342984,0.0229118,0.0189085,0.0294617,0.00628769,0.00377001,0,0,0.0369953,0,0.0113318,0.0200068,0.0338933,0.0452416,0.034,0.00905534,0.0115181,0.0207348,0.012988,0.0151023,0.0187661,0.019479,0.018074,0.0266107,0.0297476,0.0161365,0.0130252,0.00966752,0.00948796,0.00351276,0,0,0,0.035483,0.0166836
207,0,0,0,0,0.00540673,0.00578001,0,0,0,0.0185829,0.0209592,0.0181227,0.00926544,0,0,0.00497367,0,0.0158476,0.00431383,0.0389108,0.0198073,0.0187611,0.00927338,0.00800431,0.00732021,0.00458221,0.00539734,0.00870245,0.0345114,0.010391,0.0128942,0.0111372,0.00245425,0.0291392,0.00377412,0.00438843,0.00324056,0.0248898,0.018976,0.0303717,0.00600361,0.00385772,0,0,0.0373508,0,0.011301,0.0199147,0.032405,0.0447682,0.0336044,0.0113431,0.0110622,0.0210946,0.0128517,0.0159093,0.0185248,0.0190286,0.0162407,0.0243221,0.0323325,0.0158351,0.0127902,0.00934801,0.00884807,0.00349095,0,0,0,0.0348901,0.0152233
208,0,0,0,0,0.00445452,0.00500033,0,0,0,0.0313287,0.0210202,0.0364278,0.0114683,0,0,0.00494753,0,0.0157813,0.00400952,0.0410533,0.0435379,0.0179127,0.0212636,0.00803606,0.00631395,0.0138292,0.0123629,0.0182945,0.03885,0.0214602,0.0229811,0.0251296,0.0178189,0.0324815,0.00390963,0.00439056,0.0031008,0.026652,0.0189181,0.0332483,0.0083168,0.00392871,0,0,0.0379927,0,0.0112553,0.0200026,0.0309444,0.0476113,0.0342145,0.0170709,0.0152962,0.0220155,0.0136149,0.0165836,0.0187798,0.0209685,0.0178302,0.025704,0.0372728,0.015674,0.0126038,0.00915837,0.00839626,0.0031915,0,0,0,0.0347589,0.0151961
209,0,0,0,0,0.00534026,0.00544374,0,0,0,0.029125,0.0211573,0.0219484,0.0082355,0,0,0.00492538,0,0.0157191,0.00394682,0.038445,0.0185082,0.0179197,0.0124415,0.0072136,0.00686498,0.00346785,0.0113161,0.0117412,0.0345394,0.0120012,0.0186078,0.0126587,0.00341119,0.0333881,0.00363915,0.00431798,0.00307913,0.0251783,0.0189275,0.0309001,0.0066627,0.0040667,0,0,0.0370359,0,0.0111141,0.0198636,0.0322307,0.0430291,0.033558,0.0174945,0.0119129,0.0217222,0.012916,0.017361,0.0182237,0.0194403,0.0164725,0.0238901,0.0352704,0.0157572,0.0127635,0.00914139,0.00870799,0.0038128,0,0,0,0.0325776,0.0142091
210,0,0,0,0,0.00515651,0.00488294,0,0,0,0.0353228,0.0213881,0.0231909,0.00749595,0,0,0.00419795,0,0.015622,0.00354405,0.0383404,0.0176464,0.0176442,0.0142122,0.00693176,0.00612828,0.00376392,0.014713,0.0132751,0.0349205,0.0127424,0.0212056,0.0127146,0.00442072,0.0382644,0.00327102,0.0042731,0.00287001,0.0240663,0.0190027,0.0300564,0.00659509,0.00462261,0,0,0.0373791,0,0.0110711,0.0198615,0.0331452,0.0413674,0.033469,0.0177013,0.0110152,0.0218767,0.0125157,0.0176336,0.0178154,0.0192074,0.0171132,0.0245392,0.0344929,0.0152807,0.012645,0.00925573,0.00814294,0.00433637,0,0,0,0.0316944,0.0142577
211,0,0,0,0,0.00518705,0.00456755,0,0,0,0.0415835,0.0215699,0.0242615,0.00657595,0,0,0.00374258,0,0.0155373,0.00326178,0.0382997,0.0176479,0.0173272,0.0154674,0.00654986,0.00565736,0.00478357,0.0177903,0.0146001,0.035384,0.0133552,0.0233573,0.0125201,0.00567668,0.0441996,0.00297114,0.00419123,0.0027244,0.0239176,0.0190398,0.0296962,0.0064664,0.00525267,0,0,0.0381309,0,0.0110437,0.0200098,0.0340342,0.0399552,0.0332594,0.0169934,0.010136,0.0219158,0.0123063,0.0174726,0.0173621,0.018933,0.0175354,0.0252669,0.0341837,0.014837,0.0125918,0.00934396,0.00780241,0.00479378,0,0,0,0.0311294,0.0143926
212,0,0,0,0,0.00506575,0.00437678,0,0,0,0.0471963,0.0217795,0.025328,0.00561648,0,0,0.00333825,0,0.01545,0.00299499,0.03822,0.018942,0.0170746,0.0164538,0.00612795,0.00515316,0.00633441,0.0206115,0.015965,0.0360187,0.0140175,0.0252722,0.0123273,0.00701283,0.0496695,0.00263171,0.00412527,0.00256048,0.0245397,0.019065,0.029608,0.0062398,0.00592519,0,0,0.0388419,0,0.01094,0.0201153,0.0346516,0.03834,0.0329645,0.016141,0.00914613,0.0218971,0.0124464,0.0170219,0.0174862,0.0191543,0.017569,0.0250999,0.0340722,0.0144456,0.0125197,0.00935977,0.00749609,0.00525372,0,0,0,0.0308162,0.0143896
213,0,0,0,0,0.00481601,0.00428404,0,0,0,0.0518683,0.0219793,0.026499,0.00474303,0,0,0.0030307,0,0.015361,0.00281367,0.0381011,0.0215078,0.0168898,0.0171743,0.00559482,0.00457005,0.00809283,0.0230362,0.0171199,0.0367122,0.0146611,0.0271636,0.0122912,0.00839852,0.0546668,0.0023343,0.0041071,0.0023632,0.025978,0.0191002,0.0298924,0.00592589,0.00674431,0,0,0.0397724,0,0.0108686,0.0202505,0.0349271,0.0367842,0.0326534,0.0152738,0.00804549,0.0218554,0.0127224,0.0165651,0.0181455,0.0197075,0.016993,0.024408,0.034507,0.0141748,0.0125036,0.00942733,0.00718776,0.00573528,0,0,0,0.0307053,0.0141778
214,0,0,0,0,0.00452807,0.00419829,0,0,0,0.0558206,0.0221226,0.0276994,0.00401568,0,0,0.00286654,0,0.0152893,0.00275685,0.0379941,0.025155,0.0167851,0.0175545,0.00494402,0.00390678,0.00975854,0.0249966,0.0177539,0.0372301,0.0151304,0.0288617,0.0123609,0.00988332,0.0601986,0.00217348,0.00409302,0.00217167,0.0269001,0.0191422,0.0297888,0.00573359,0.00764162,0,0,0.040666,0,0.0108445,0.020488,0.0347665,0.0350791,0.032349,0.0147298,0.00710676,0.0218092,0.0133039,0.016283,0.0186243,0.0205604,0.0162432,0.0234818,0.0344487,0.014074,0.0125209,0.00950611,0.00689197,0.00618703,0,0,0,0.0307657,0.0138175
