Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,
133,0,0,0,0,0.0120269,0.0111365,0,0,0,0.013004,0.0204082,0.00819459,0.00273163,0,0,0.0110738,0,0.0160298,0.00708466,0.0433602,0.0201957,0.0207535,0.0228524,0.0106727,0.0060395,0.016191,0.019071,0.0121876,0.0304306,0.0134897,0.0170771,0.00771195,0.0138714,0.0166563,0.00876041,0.00427948,0.00298315,0.0829335,0.0165251,0.0767627,0.0138066,0.0111848,0,0,0.0284651,0,0.0107011,0.0182099,0.0441259,0.079879,0.0270069,0.0190364,0.00773188,0.0127389,0,0.0149896,0.0167035,0.00841217,0.057969,0.0533392,0.0814574,0.0160917,0.0148667,0.0124082,0.0148392,0.00876982,0,0,0,0.0391806,0,0
134,0,0,0,0,0.0119236,0.011334,0,0,0,0.0110433,0.0202672,0.00804924,0.00301822,0,0,0.0114172,0,0.0162434,0.00705952,0.0429895,0.0208476,0.0208204,0.0223813,0.0106339,0.00621709,0.015681,0.0194858,0.0119944,0.0289971,0.0133201,0.0171708,0.00739765,0.0131059,0.0147235,0.00904079,0.00452714,0.00280724,0.0860572,0.0164245,0.0788381,0.0140422,0.011185,0,0,0.0281688,0,0.0107175,0.0181971,0.04389,0.0814888,0.0270364,0.0194296,0.00767017,0.0129375,0.0089164,0.0147111,0.0168627,0.0087667,0.0578843,0.0540461,0.0848823,0.0162644,0.0148365,0.0124081,0.0149841,0.00891763,0,0,0,0.0395915,0,0
135,0,0,0,0,0.0120373,0.0115466,0,0,0,0.00692644,0.0201687,0.00592501,0.00325811,0,0,0.0119743,0,0.0163598,0.00719962,0.0424068,0.021855,0.021176,0.0219853,0.0106961,0.0063925,0.0148659,0.0193183,0.0113853,0.0283317,0.0130309,0.0162561,0.00721769,0.012825,0.0112948,0.00947355,0.0047926,0.00259159,0.0871339,0.0163502,0.0789092,0.0142407,0.0111599,0,0,0.0278363,0,0.0107111,0.0181893,0.0436142,0.0805597,0.0270461,0.0199351,0.00769299,0.013225,0.00860817,0.0149273,0.0168718,0.00868062,0.0576898,0.0534394,0.0866741,0.0165307,0.0148327,0.0123786,0.01516,0.00912508,0,0,0,0.0390606,0,0
136,0,0,0,0,0.0123045,0.0116942,0,0,0,0.00349577,0.020205,0.00421965,0.00337604,0,0,0.0125602,0,0.0161401,0.00756809,0.0418048,0.0232359,0.0217005,0.0217595,0.0107841,0.0065887,0.0136506,0.0182732,0.0106239,0.0286737,0.0127855,0.0144915,0.00755652,0.013335,0.00830314,0.0100004,0.00476212,0.00251268,0.0857521,0.0162937,0.0765159,0.0144044,0.0112526,0,0,0.0275968,0,0.0107065,0.0181689,0.0433054,0.0766264,0.0270648,0.0205407,0.00772532,0.0134183,0.00749537,0.0157581,0.0168614,0.00826588,0.0573799,0.0512258,0.0866193,0.0168228,0.0148449,0.0124198,0.015274,0.00927011,0,0,0,0.0374496,0,0
137,0,0,0,0,0.0126941,0.0117939,0,0,0,0.00407082,0.0202319,0.00469764,0.00334049,0,0,0.0130407,0,0.0161866,0.00778383,0.0414229,0.0246282,0.0221052,0.0210063,0.010539,0.00675298,0.0123398,0.016372,0.00994745,0.0297596,0.0126553,0.0127403,0.00802307,0.0141595,0.00714104,0.0105394,0.004964,0.0023149,0.0829324,0.0161967,0.0724333,0.0143616,0.0115389,0,0,0.0274284,0,0.0106312,0.0181106,0.0428649,0.0705514,0.0269622,0.0214254,0.00790764,0.0134796,0.00673817,0.0169363,0.0170599,0.00791942,0.0572899,0.0479611,0.0854208,0.0169463,0.014963,0.0124654,0.0152696,0.00951354,0,0,0,0.0352068,0,0
138,0,0,0,0,0.0131711,0.0118152,0,0,0,0.00593009,0.0204314,0.00586097,0.00325051,0,0,0.0134132,0,0.0162647,0.00779769,0.041292,0.025407,0.022153,0.0199363,0.0098438,0.00689283,0.0111531,0.0137187,0.00896498,0.0308881,0.0121424,0.0113618,0.00823977,0.0144144,0.00721133,0.0110837,0.00526944,0.00198685,0.0783271,0.0161935,0.0663951,0.0140265,0.0120239,0,0,0.0276008,0,0.0105016,0.0180244,0.0423216,0.0619087,0.0267174,0.022545,0.00816843,0.0134018,0.00646966,0.0186249,0.017607,0.00790919,0.0577458,0.0434463,0.0827072,0.0167162,0.0151406,0.0124384,0.0150866,0.0100062,0,0,0,0.0321051,0,0
139,0,0,0,0,0.013553,0.0116951,0,0,0,0.00691215,0.0207729,0.00657428,0.00341367,0,0,0.0136459,0,0.0160823,0.00773259,0.0412222,0.0254494,0.0218431,0.0183397,0.00869102,0.00698677,0.0095999,0.0105414,0.00721809,0.0312356,0.0111718,0.0101134,0.00801373,0.0139437,0.00699105,0.0115,0.00539826,0.00164739,0.0713921,0.0163246,0.0583861,0.0135502,0.0126311,0,0,0.0282571,0,0.0103664,0.0178775,0.0417238,0.0509531,0.0263992,0.0233945,0.00838998,0.0131776,0.00627773,0.0209086,0.0189081,0.00873006,0.0589364,0.0377088,0.0781826,0.0161469,0.0153136,0.0123706,0.0146477,0.0107354,0,0,0,0.0282196,0,0
140,0,0,0,0,0.0138405,0.0113779,0,0,0,0.0074298,0.0211978,0.00678522,0.00365683,0,0,0.0139353,0,0.0157886,0.00772229,0.0410932,0.0247833,0.0213476,0.0159452,0.00725081,0.00689161,0.00766578,0.00754454,0.00529751,0.0307041,0.0100307,0.00886638,0.0073689,0.0128722,0.00651349,0.0118395,0.00535799,0.00152577,0.0661305,0.016403,0.0530594,0.0132531,0.0133599,0,0,0.0297433,0,0.0103269,0.0177798,0.0411684,0.0416227,0.0261171,0.0241054,0.00868622,0.0130205,0.00639172,0.0226656,0.0207213,0.00991287,0.0601769,0.0336999,0.0765604,0.0157127,0.0156136,0.0123638,0.0139516,0.0117203,0,0,0,0.0254217,0,0
141,0,0,0,0,0.0140029,0.0112041,0,0,0,0.00835499,0.0213577,0.00690721,0.00392945,0,0,0.014216,0,0.0156509,0.00757724,0.0408845,0.0239331,0.0209211,0.0136454,0.00654557,0.00689754,0.00576005,0.00554973,0.00386264,0.0296318,0.00901674,0.00755835,0.00652031,0.0118012,0.00632177,0.0121735,0.00552628,0.00122917,0.066877,0.0164665,0.0536801,0.0127525,0.0137346,0,0,0.030539,0,0.0102752,0.0176457,0.0407509,0.0396649,0.0258453,0.0247118,0.00866833,0.0130139,0.00648482,0.0226097,0.0219282,0.0100342,0.0602232,0.0336368,0.0790252,0.0153863,0.0157813,0.0123093,0.0134667,0.0124948,0,0,0,0.0251707,0,0
142,0,0,0,0,0.0141256,0.0110856,0,0,0,0.00912991,0.021685,0.00710756,0.00433094,0,0,0.0144756,0,0.0152775,0.00760601,0.0405782,0.0230812,0.0206512,0.0118167,0.00640208,0.00687496,0.00417288,0.00451543,0.00308013,0.028593,0.00822577,0.0063301,0.00574205,0.0111042,0.00639733,0.0123373,0.00537304,0.00118068,0.0675536,0.0165188,0.0550569,0.0119567,0.0139368,0,0,0.0311548,0,0.0102324,0.0175111,0.0402522,0.0385832,0.0256397,0.0251242,0.00836373,0.0129876,0.00691502,0.0226502,0.0230233,0.0103141,0.0597908,0.0340661,0.0815434,0.0153167,0.0158614,0.0121115,0.0131219,0.0131876,0,0,0,0.0252879,0,0
143,0,0,0,0,0.0142224,0.0110581,0,0,0,0.00952024,0.0219132,0.00731767,0.00481409,0,0,0.014632,0,0.0150764,0.00766475,0.0403863,0.0221175,0.0205623,0.01063,0.00649787,0.00676423,0.0031927,0.00402862,0.00276046,0.0279711,0.00777552,0.00563761,0.00533963,0.0109251,0.00634197,0.0122957,0.00529263,0.00118113,0.0682459,0.0165796,0.0571171,0.010931,0.0140563,0,0,0.0314829,0,0.0102125,0.0173861,0.0396918,0.0389711,0.0253778,0.0251178,0.00777766,0.0129332,0.00758757,0.0226317,0.0237931,0.0107052,0.05883,0.0349228,0.0833606,0.0153719,0.015834,0.0119925,0.0129485,0.0139321,0,0,0,0.0256298,0,0
144,0,0,0,0,0.0142691,0.0111193,0,0,0,0.00951386,0.0221633,0.00733207,0.00536386,0,0,0.014526,0,0.0151748,0.00738119,0.040401,0.0209025,0.0205589,0.0102696,0.00630076,0.00660037,0.00279846,0.00371895,0.00272031,0.0278738,0.00756309,0.00547875,0.00534363,0.0110953,0.00547341,0.0119499,0.00540732,0.00113642,0.0692704,0.0166694,0.0570861,0.0100626,0.014316,0,0,0.0321169,0,0.0101703,0.0174226,0.0391076,0.0393611,0.0246816,0.0248783,0.007413,0.0127766,0,0.0223497,0.0240112,0.0109029,0.0569072,0.0348038,0.080656,0.0153671,0.0159174,0.011991,0.0127801,0.0147564,0,0,0,0.0251948,0,0
145,0,0,0,0,0.0143404,0.0111568,0,0,0,0.008392,0.0223856,0.00689364,0.00595905,0,0,0.0141858,0,0.0152184,0.0070717,0.0407514,0.0194073,0.0204689,0.0102784,0.00611616,0.00629943,0.00289279,0.00359888,0.00281813,0.0280203,0.00737642,0.00555356,0.0055363,0.0112625,0.00434526,0.0113254,0.0054084,0.0012882,0.0695953,0.0167711,0.0556903,0.00945655,0.0148354,0,0,0.0330704,0,0.0101459,0.0175822,0.0385872,0.0394672,0.0234944,0.0242718,0.0071644,0.0127051,0.009125,0.0216634,0.0232417,0.0105138,0.0527404,0.0340273,0.0756879,0.0155512,0.0160341,0.0119676,0.0125361,0.0155254,0,0,0,0.0241649,0,0
146,0,0,0,0,0.0141218,0.0108787,0,0,0,0.00756883,0.0221697,0.00674817,0.00707229,0,0,0.0140392,0,0.0152554,0.00706825,0.0419657,0.0178285,0.0206576,0.0103257,0.0104363,0.00594914,0.00320362,0.00434203,0.0028405,0.0271512,0.00722176,0.00616997,0.00596203,0.0113408,0.00578524,0.0110703,0.00535417,0.00119804,0.0324645,0.0166791,0.0514737,0.0127136,0.0145674,0,0,0.032494,0,0.0102587,0.0175636,0.0407313,0.0761865,0.0238557,0.0130454,0.00821464,0.0130297,0.01295,0.0184822,0.0192618,0.0145841,0,0.0484139,0.0246484,0.0160047,0.0159414,0.0119168,0.0126594,0.0150852,0,0,0,0.0286486,0,0
147,0,0,0,0,0.0150572,0.0106451,0,0,0,0.00668649,0.0226025,0.0059257,0.00689535,0,0,0.0127922,0,0.0149113,0.00635226,0.0418425,0.0168781,0.020126,0.00946878,0.00625092,0.00551239,0.00291048,0.00282987,0.00284797,0.0280036,0.00682798,0.00565278,0.00582284,0.0109434,0.00484669,0.00953499,0.00504955,0.00165333,0.067613,0.0171003,0.0517502,0.00935716,0.0162041,0,0,0.0346574,0,0.0100289,0.0178888,0.0382255,0.0357345,0.0203395,0.0227117,0.00544673,0.0127929,0.00896027,0.0219115,0.0196307,0.01059,0,0.0300057,0.0669471,0.0161015,0.0161393,0.011757,0.0118294,0.0168389,0,0,0,0.0219682,0,0
148,0,0,0,0,0.0150565,0.00986433,0,0,0,0.00766393,0.0226624,0.00571297,0.00673426,0,0,0.0116331,0,0.0148079,0.00577755,0.0419087,0.015808,0.0199154,0.00878928,0.00534331,0.00538154,0.00277947,0.00244688,0.00277574,0.0279843,0.00650746,0.00536333,0.00556735,0.0105396,0.00678507,0.00842739,0.00488577,0.00170634,0.0677751,0.0172018,0.0523235,0.00961474,0.0165696,0,0,0.0360258,0,0.0101145,0.0182296,0.0383954,0.0366294,0.019756,0.0225602,0.00518149,0.0132153,0.00885574,0.0213209,0.0184519,0.0100647,0,0.030812,0.0657717,0.0165397,0.0162839,0.0118194,0.0110995,0.017297,0,0,0,0.0218315,0,0
149,0,0,0,0,0.0150896,0.00941008,0,0,0,0.00921841,0.0227392,0.00578926,0.00637489,0,0,0.0106009,0,0.0147572,0.00531169,0.0417218,0.0148352,0.0196965,0.00815821,0.0046909,0.00493505,0.00280428,0.00240225,0.00297933,0.0280662,0.0062293,0.00497167,0.00512881,0.0100739,0.00931667,0.00743984,0.00472567,0.00176984,0.0675438,0.0173251,0.0527154,0.00978099,0.0166314,0,0,0.0366489,0,0.0101546,0.0184328,0.0384747,0.0367588,0.0194577,0.0225214,0.0043816,0.0136246,0.00826799,0.0207778,0.0175376,0.00928261,0,0.0314914,0.0655003,0.0167801,0.0163951,0.0118234,0.0105777,0.0175258,0,0,0,0.0215681,0,0
150,0,0,0,0,0.0149685,0.00909336,0,0,0,0.0112479,0.0225936,0.00637983,0.00605826,0,0,0.00959622,0,0.0148309,0.00480927,0.0413467,0.0140996,0.019511,0.00760745,0.00407334,0.00433198,0.00308042,0.00285337,0.00352676,0.0284711,0.00612912,0.00497776,0.00472101,0.00972457,0.0123324,0.00651161,0.00474357,0.00178764,0.0673212,0.0174121,0.0530821,0.0100061,0.0164492,0,0,0.0367562,0,0.0102028,0.0184822,0.0383288,0.0365626,0.0192171,0.0224188,0.00357266,0.0139257,0.0077318,0.0205667,0.0166603,0.00864674,0,0.031744,0.0656549,0.0168116,0.0164041,0.0117732,0.0101344,0.0175453,0,0,0,0.0212255,0,0
151,0,0,0,0,0.0138825,0.00842252,0,0,0,0.0108693,0.0221556,0.00675219,0.00692218,0,0,0.00850389,0,0.0149997,0.00445576,0.0418483,0.013198,0.0197196,0.00736174,0.00718112,0.00308408,0.0034383,0.00404094,0.00423359,0.0281719,0.00607328,0.00509204,0.0045183,0.00966472,0.0116464,0.00587713,0.00469402,0.00162622,0.0420939,0.0173388,0.061847,0.0136662,0.0148784,0,0,0.0346495,0,0.0103827,0.0179193,0.0396835,0.0780939,0.0211378,0.0188745,0.00648709,0.0138325,0.0111024,0.0161752,0.0158199,0.0132738,0,0.0496586,0.0275846,0.0164178,0.0158728,0.0115854,0.0102132,0.0161227,0,0,0,0.0308428,0,0
152,0,0,0,0,0.0133981,0.0080614,0,0,0,0.0128127,0.0222157,0.00725561,0.00671015,0,0,0.00760389,0,0.0149052,0.00411665,0.0416607,0.0123937,0.0195954,0.00686643,0.00680966,0.00238549,0.00373406,0.00468043,0.00488314,0.028845,0.00590342,0.00545081,0.00417192,0.00937769,0.0144264,0.00510431,0.00445053,0.00179131,0.0425216,0.0175068,0.0612945,0.0139896,0.0143086,0,0,0.0340605,0,0.0104207,0.0176124,0.0391998,0.0771717,0.0208003,0.0194292,0.00666273,0.0137248,0.0108813,0.0159638,0.015162,0.0129233,0,0.0490139,0.0286742,0.0160699,0.0155571,0.0113352,0.0099966,0.0156929,0,0,0,0.0308912,0,0
153,0,0,0,0,0.0129671,0.00776504,0,0,0,0.0145739,0.0222564,0.00734482,0.00647346,0,0,0.00689385,0,0.0148539,0.00378428,0.0416397,0.0111318,0.0193385,0.00637745,0.00582258,0.00185814,0.00406034,0.00508563,0.00528303,0.0295355,0.00549909,0.00526207,0.00377963,0.00891288,0.0168554,0.00447053,0.00434667,0.00192833,0.0424638,0.0176781,0.0604523,0.0142334,0.0138837,0,0,0.0339491,0,0.0104365,0.0173919,0.0388122,0.0761693,0.0204098,0.0199042,0.00663198,0.0136826,0.00976574,0.0155857,0.0146344,0.0126375,0,0.0487038,0.029133,0.0157313,0.0153316,0.0110175,0.00973321,0.0154383,0,0,0,0.0311257,0,0
154,0,0,0,0,0.0126786,0.00762949,0,0,0,0.0161743,0.0222442,0.00722467,0.00630782,0,0,0.00651338,0,0.0148448,0.00351812,0.0416306,0.00948317,0.0190094,0.00588879,0.00450973,0.00151437,0.00416878,0.00517943,0.00537539,0.0299499,0.00492911,0.00466629,0.00321998,0.00824377,0.0189385,0.00411465,0.0043277,0.00197625,0.042236,0.0178303,0.0597631,0.0143515,0.0135743,0,0,0.0339784,0,0.0104112,0.017175,0.0385944,0.0752716,0.0200084,0.0203886,0.00651992,0.0136058,0.0088032,0.0150327,0.0143431,0.0121127,0,0.04872,0.02975,0.0153564,0.0151588,0.0107787,0.00952975,0.0153449,0,0,0,0.0314094,0,0
155,0,0,0,0,0.0124084,0.00755172,0,0,0,0.0178791,0.0222111,0.00722715,0.00613884,0,0,0.00632897,0,0.0148874,0.00334455,0.0415605,0.0078088,0.0186514,0.0054605,0.00306239,0.00145703,0.00412895,0.00517096,0.00537287,0.0302324,0.0043975,0.0041416,0.00261011,0.0075462,0.0210661,0.00397317,0.00432881,0.00194589,0.0414326,0.0179472,0.0588074,0.0140068,0.0132848,0,0,0.0340377,0,0.0104134,0.0169941,0.0387843,0.0745323,0.0199321,0.0211803,0.00610477,0.0135506,0.00856583,0.0157933,0.0142793,0.0116705,0,0.0486678,0.029397,0.0149869,0.0149817,0.0106391,0.00938134,0.0152171,0,0,0,0.031214,0,0
156,0,0,0,0,0.0121628,0.00747399,0,0,0,0.019552,0.0223413,0.00764404,0.00596233,0,0,0.00618107,0,0.0148024,0.00326803,0.0414718,0.006489,0.0183274,0.0050999,0.00180265,0.00154868,0.00414964,0.00537223,0.00556368,0.030539,0.00400035,0.00392038,0.00210092,0.00699696,0.0230948,0.0038894,0.00420728,0.0019752,0.0402196,0.0180325,0.0576972,0.0134328,0.0129799,0,0,0.03415,0,0.0104338,0.0169052,0.0392649,0.0735714,0.0200285,0.0217592,0.0057019,0.0134812,0.00842572,0.0170299,0.0141623,0.0115485,0,0.0482423,0.0287673,0.0147517,0.0148223,0.0106635,0.00927454,0.0149821,0,0,0,0.0305664,0,0
157,0,0,0,0,0.0111004,0.00729331,0,0,0,0.0203719,0.022314,0.00866572,0.00533599,0,0,0.00598599,0,0.0148232,0.00345047,0.0408858,0.00607874,0.0184387,0.00520012,0.00192841,0.00132438,0.00467895,0.0061203,0.00606191,0.0312904,0.00422655,0.0040627,0.0017362,0.00627591,0.0242198,0.00395914,0.00410671,0.00202053,0.0222915,0.0179583,0.0438192,0.0111785,0.0115636,0,0,0.0334517,0,0.0105019,0.0166727,0.0396367,0.0628,0.0228455,0.0277788,0.00703284,0.0136219,0.0118041,0.0146386,0.0166927,0.0150893,0,0.0388863,0.0152775,0.0143018,0.0144758,0.0109186,0.00994325,0.013431,0,0,0,0.0241121,0.024484,0
158,0,0,0,0,0.0109018,0.00725334,0,0,0,0.0220143,0.022649,0.0101762,0.00541593,0,0,0.00565059,0,0.014579,0.00352374,0.0406901,0.00627902,0.0183367,0.00520937,0.00201576,0.001554,0.00498663,0.00658404,0.00673447,0.0317357,0.0043813,0.00480874,0.00189221,0.0059368,0.0261065,0.00371052,0.00404535,0.0022955,0.0221684,0.0179782,0.0437014,0.0105379,0.0112016,0,0,0.033301,0,0.0105057,0.0166094,0.0403617,0.0627599,0.0231743,0.0266576,0.00728905,0.0134961,0.0108972,0.014786,0.0162754,0.0145044,0,0.0382698,0.0167922,0.0141892,0.014373,0.0109684,0.0100826,0.0129437,0,0,0,0.0238306,0.0239231,0
159,0,0,0,0,0.0107505,0.00730409,0,0,0,0.0234682,0.0228028,0.0115521,0.00542683,0,0,0.00543091,0,0.0144091,0.00352439,0.0405634,0.00686193,0.0182457,0.00526795,0.00213391,0.00199596,0.00537227,0.00714598,0.00757095,0.0322214,0.00454341,0.0055572,0.00223023,0.00564845,0.0277459,0.00355908,0.00408445,0.00242585,0.0221494,0.0179966,0.0439262,0.00985083,0.0108942,0,0,0.0331688,0,0.0105086,0.0165663,0.0410712,0.0627942,0.0236712,0.0265577,0.00769242,0.0133884,0.0109888,0.0144639,0.0160291,0.0142191,0,0.0385082,0.0168521,0.014137,0.0142788,0.0108403,0.010295,0.0126166,0,0,0,0.0234816,0.0239497,0
160,0,0,0,0,0.0106594,0.00739649,0,0,0,0.0247388,0.0228501,0.0125652,0.00546776,0,0,0.00522539,0,0.014429,0.00343891,0.0404705,0.00747944,0.0181445,0.0053862,0.0023261,0.00263437,0.00579293,0.00771048,0.0082669,0.0327858,0.00461536,0.00600702,0.0025432,0.00545066,0.0291852,0.00347667,0.00409293,0.00249058,0.0218132,0.0180326,0.0440742,0.00910439,0.0106217,0,0,0.0330957,0,0.010519,0.0165588,0.0417106,0.0630188,0.024175,0.0266217,0.00816685,0.0133765,0.0114297,0.0143987,0.0161152,0.0137012,0,0.0387598,0.0166679,0.0141273,0.0141917,0.010741,0.0105748,0.0124235,0,0,0,0.0234944,0.0241847,0
161,0,0,0,0,0.0106074,0.00748696,0,0,0,0.0257647,0.0228417,0.013212,0.00554403,0,0,0.00499275,0,0.0144824,0.0033625,0.040368,0.00792409,0.0180251,0.00575822,0.0025421,0.00332915,0.00617155,0.00825913,0.00870735,0.0332588,0.00469183,0.006069,0.00284202,0.0052094,0.0303658,0.00336266,0.00408407,0.00252884,0.0211827,0.0180491,0.0442607,0.00838549,0.0103555,0,0,0.0330191,0,0.0105324,0.0165451,0.0422242,0.063605,0.0248025,0.0264439,0.00897207,0.0134436,0.0102961,0.0142275,0.0160552,0.013394,0,0.0387378,0.0163939,0.0141422,0.0141229,0.0106945,0.0108921,0.0122733,0,0,0,0.0239911,0.0246183,0
162,0,0,0,0,0.0105407,0.00757462,0,0,0,0.0265387,0.0228586,0.0136986,0.00566148,0,0,0.00476178,0,0.0144364,0.00336363,0.0401804,0.00832469,0.0179137,0.00640822,0.0027887,0.00398795,0.00640365,0.00874682,0.00927077,0.033602,0.0048649,0.00590202,0.00319287,0.00497849,0.0312409,0.00318234,0.00407986,0.00266283,0.0203388,0.018038,0.0445405,0.00780133,0.010151,0,0,0.032964,0,0.0105277,0.016545,0.0425567,0.064473,0.0254672,0.0259217,0.00987742,0.0135255,0.00963251,0.014011,0.0158527,0.0131094,0,0.0387175,0.0158938,0.0141395,0.0140671,0.0107097,0.0111709,0.012124,0,0,0,0.0248232,0.025206,0
163,0,0,0,0,0.0104309,0.00762339,0,0,0,0.0274057,0.0227766,0.0142725,0.00578661,0,0,0.00456196,0,0.0143125,0.0033283,0.0399001,0.00904516,0.0179132,0.00710183,0.00317027,0.00459237,0.00640489,0.00910654,0.00990709,0.0339616,0.00509445,0.00590443,0.00353489,0.00477462,0.0321641,0.00313904,0.00412065,0.00272141,0.0195761,0.0180548,0.0450243,0.00729267,0.00998145,0,0,0.0329382,0,0.0105433,0.0165086,0.0427614,0.0655235,0.0261172,0.0251066,0.0109673,0.0136669,0.00959348,0.0139735,0.0156391,0.0127385,0,0.0394773,0.015306,0.0140703,0.0139796,0.0107238,0.0113926,0.0119418,0,0,0,0.0258751,0.0260397,0
164,0,0,0,0,0.0102921,0.00765765,0,0,0,0.0283504,0.0224853,0.0149414,0.00594614,0,0,0.00431124,0,0.0145299,0.00309351,0.0396074,0.0100556,0.0180531,0.00773692,0.0036447,0.00531057,0.00647196,0.00943683,0.0104213,0.0343954,0.00532489,0.00606875,0.00372059,0.00465239,0.0332187,0.00313833,0.00406525,0.00264685,0.0189756,0.018059,0.0457521,0.00681442,0.00979093,0,0,0.0328649,0,0.0105684,0.0164702,0.0429602,0.0667928,0.026748,0.024979,0.0119769,0.0139729,0.0096161,0.0141861,0.0153152,0.0121381,0,0.0408702,0.0143738,0.0139606,0.0138658,0.0107066,0.0115906,0.0117746,0,0,0,0.026951,0.027167,0
165,0,0,0,0,0.0100943,0.00767829,0,0,0,0.0294064,0.0223099,0.0157969,0.00615181,0,0,0.0039039,0,0.0148543,0.0028456,0.0393026,0.011259,0.0183112,0.00818127,0.00416873,0.00611616,0.00665594,0.00982962,0.010975,0.0347865,0.00552711,0.00627916,0.00400921,0.00456615,0.0343446,0.00300357,0.00401881,0.00259875,0.0185262,0.0180303,0.0464531,0.00635697,0.00957217,0,0,0.0327628,0,0.0105746,0.0164185,0.0431399,0.0682427,0.0273867,0.0247519,0.0128551,0.0142819,0.00926708,0.014441,0.0148194,0.0114419,0,0.0425069,0.012249,0.0138732,0.0137013,0.0106874,0.0117337,0.0115694,0,0,0,0.0281124,0.0283117,0
166,0,0,0,0,0.00986622,0.00774294,0,0,0,0.0304423,0.0222367,0.0166237,0.00634853,0,0,0.00333117,0,0.0152006,0.00274454,0.0390786,0.0123941,0.0186098,0.00853088,0.0046816,0.00695825,0.00688317,0.0103027,0.0113435,0.0350572,0.00579605,0.00652978,0.00433966,0.00450219,0.0354741,0.00281866,0.00406123,0.0025962,0.0182534,0.0179881,0.0469785,0.00591533,0.00939694,0,0,0.0326279,0,0.0105791,0.0163432,0.0433255,0.0695627,0.0280024,0.0239281,0.0134522,0.0145124,0.00840968,0.0148368,0.0140739,0.0106242,0,0.0439239,0.00908551,0.0137634,0.0135372,0.0106753,0.0118268,0.0113532,0,0,0,0.0291179,0.0296533,0
167,0,0,0,0,0.00963774,0.00781674,0,0,0,0.0314546,0.0221865,0.017345,0.00670205,0,0,0.00271467,0,0.0153378,0.002879,0.0389676,0.0134296,0.0189465,0.00883907,0.00506707,0.00767674,0.00716307,0.0108556,0.011869,0.0352815,0.00617413,0.00682352,0.00465228,0.00453835,0.0366551,0.00265777,0.00410487,0.00266485,0.0187586,0.0179597,0.0469881,0.0053839,0.00931397,0,0,0.0325061,0,0.0105914,0.0162672,0.043569,0.0697633,0.0285558,0.0224514,0.0136663,0.0146619,0.00724478,0.0154876,0.013147,0.00957053,0,0.0449229,0.00451595,0.0136166,0.0134455,0.0106816,0.0118296,0.0111144,0,0,0,0.0298223,0.0312734,0
168,0,0,0,0,0.00953365,0.00819213,0,0,0,0.0342689,0.0223644,0.0192791,0.00798416,0,0,0.00278484,0,0.0152237,0.00260352,0.0376907,0.015293,0.0197487,0.00965426,0.0060586,0.00824429,0.00820771,0.0116073,0.0132394,0.037106,0.00771661,0.00860812,0.00613488,0.00471169,0.0402861,0.00318599,0.00412567,0.00271642,0.039403,0.018148,0.0243365,0.00353682,0.010366,0,0,0.0339104,0,0.0104836,0.0163665,0.0426489,0.0189333,0.0290186,0.0183243,0.00940115,0.01484,0.00681763,0.0235019,0.00798135,0.00484736,0,0.0265799,0.0367728,0.012992,0.013504,0.010652,0.011602,0.0117023,0,0,0,0.0178001,0.0379993,0
169,0,0,0,0,0.00952248,0.00818547,0,0,0,0.0352746,0.0222779,0.0200299,0.00844792,0,0,0.00260071,0,0.0152325,0.00262971,0.0381339,0.0162975,0.0199538,0.0100938,0.00659571,0.00840071,0.00840191,0.0118762,0.0138297,0.0373268,0.00797393,0.00882831,0.00646552,0.00483917,0.0415345,0.00320603,0.00411338,0.00280213,0.0384424,0.0180376,0.0247904,0.00365568,0.0102576,0,0,0.0342209,0,0.0105287,0.0166076,0.043294,0.0211023,0.0292411,0.0173968,0.00958678,0.0149458,0.00682521,0.0231898,0.00793757,0.00473295,0,0,0.0359327,0.0131581,0.0135497,0.0107605,0.0115114,0.0115547,0,0,0,0.018571,0.0382755,0
170,0,0,0,0,0.00957684,0.00821456,0,0,0,0.0363493,0.0221787,0.0208806,0.0088891,0,0,0.00239393,0,0.0152823,0.00271725,0.038375,0.0173312,0.0202484,0.0104917,0.00704989,0.00883327,0.00870077,0.0120494,0.0140845,0.037645,0.0083147,0.00911425,0.00687025,0.004978,0.0426404,0.00306811,0.00411891,0.00278444,0.0390213,0.017954,0.0265085,0.00390915,0.0101107,0,0,0.034154,0,0.0105401,0.0167449,0.0438796,0.0241166,0.0296497,0.0153459,0.00956234,0.0150168,0.00736648,0.0236731,0.00818492,0.00543535,0,0,0.0361488,0.0132457,0.013526,0.0108824,0.0116379,0.0113413,0,0,0,0.0189088,0.0394761,0
