Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,RTIBA,
57,0,0,0,0,0.0100576,0.0105134,0,0,0,0.0288075,0.0231501,0.0171911,0.00719026,0,0,0.00533224,0,0.0145491,0.0032715,0.0370713,0.0130099,0.0191708,0.0118233,0.00425494,0.00877955,0.00699041,0.0102895,0.0112203,0.0357046,0.00851204,0.00770686,0.00514064,0.00390107,0.034606,0.00400888,0.00416913,0.00300327,0.0287398,0.0194408,0.0159565,0.00414115,0.00952587,0,0,0.0417422,0,0.0104048,0.0181701,0.0424402,0.0169805,0.0284928,0.0207115,0.0110854,0.0190112,0.00536669,0.0219365,0.00694991,0.0049922,0,0,0.0286677,0.0134786,0.0126131,0.00992212,0.0132254,0.0105773,0,0,0,0,0.0375253,0
58,0,0,0,0,0.00990607,0.0104911,0,0,0,0.0300108,0.0229916,0.0182375,0.00767775,0,0,0.0044562,0,0.0147443,0.00293636,0.0371299,0.0141859,0.0194948,0.0122103,0.00462056,0.00980089,0.00732452,0.0107055,0.0116249,0.036121,0.00886654,0.00806078,0.00561385,0.00397306,0.0359937,0.00369767,0.00420035,0.00313818,0.0321322,0.0193991,0.0185292,0.00459123,0.00942475,0,0,0.0413671,0,0.0104416,0.0181312,0.0429324,0.0172738,0.0289682,0.0175255,0.0106293,0.0192255,0.00733955,0.024073,0.00680512,0.00650929,0.0175964,0,0.0313119,0.0134624,0.0126583,0.00991611,0.013102,0.0104786,0,0,0,0,0.0393252,0
59,0,0,0,0,0.00964651,0.010352,0,0,0,0.0310188,0.0226177,0.0189926,0.00793088,0,0,0.00337409,0,0.0147782,0.00254258,0.0372732,0.0153106,0.0198577,0.012501,0.00509838,0.0106799,0.00755689,0.0110847,0.012204,0.0363595,0.00912496,0.00831027,0.00602988,0.00404038,0.0370595,0.00330993,0.00424909,0.00332021,0.0338876,0.0192813,0.0212308,0.00481838,0.00916175,0,0,0.04081,0,0.0104958,0.0179445,0.0434332,0.0202021,0.0294017,0.0151628,0.0104432,0.019412,0.00844949,0.0248001,0.00706665,0.00709938,0.0190767,0,0.0324864,0.0135573,0.0127205,0.0098965,0.0129807,0.0102401,0,0,0,0,0.040703,0
60,0,0,0,0,0.00946798,0.0102441,0,0,0,0.0317123,0.0222165,0.0196015,0.00821614,0,0,0.00245911,0,0.0148451,0.00229132,0.0372559,0.0163474,0.0199954,0.0127774,0.00551689,0.0114963,0.00766946,0.0113859,0.0126869,0.036521,0.00936807,0.00856777,0.00640906,0.00419007,0.0378205,0.00299383,0.00426775,0.00352809,0.0354348,0.0191311,0.0238827,0.00480674,0.00890962,0,0,0.0400794,0,0.0105219,0.0178372,0.0438643,0.0236138,0.0297276,0.0127297,0.0102979,0.0196159,0.00920025,0.0252615,0.00746663,0.00752934,0.0201526,0,0.0333581,0.0136671,0.0127659,0.00986995,0.0130295,0.00999971,0,0,0,0,0.0420233,0
61,0,0,0,0,0.00933337,0.0101206,0,0,0,0.0323365,0.0220243,0.0200894,0.00851124,0,0,0.00176693,0,0.0150052,0.00214317,0.0371199,0.0173863,0.0201307,0.0130644,0.00588084,0.0121032,0.0077236,0.0115758,0.0130406,0.0366685,0.00958127,0.00864643,0.00660104,0.00441531,0.0385223,0.00271785,0.00430123,0.00368609,0.0368905,0.0189643,0.026623,0.00463223,0.00877693,0,0,0.0392922,0,0.0105182,0.0177838,0.0441226,0.0271791,0.0299503,0.0105978,0.0101376,0.0197534,0.00946457,0.0254782,0.0082521,0.007764,0.020872,0,0.0339056,0.0137538,0.0128369,0.00988391,0.0131327,0.00972849,0,0,0,0,0.0432026,0
62,0,0,0,0,0.00920113,0.00998128,0,0,0,0.0328721,0.0218446,0.0205329,0.0087752,0,0,0.00124687,0,0.0151858,0.00223045,0.0370067,0.0183342,0.0202836,0.0132028,0.00614981,0.012533,0.00770808,0.011638,0.0132091,0.0367181,0.00968075,0.00863334,0.0066685,0.0045526,0.0390666,0.00253651,0.00430691,0.00381588,0.0351056,0.0188042,0.0258852,0.00423215,0.00858108,0,0,0.0386134,0,0.010522,0.0176357,0.044271,0.028639,0.0301079,0.00953284,0.0101942,0.0198836,0.00907517,0.0250219,0.00871608,0.00734303,0.0199002,0.0359133,0.0324596,0.0139176,0.0128936,0.00993462,0.013243,0.00939706,0,0,0,0,0.0427518,0
63,0,0,0,0,0.0090612,0.009781,0,0,0,0.0337236,0.0216501,0.0210067,0.00884528,0,0,0.000861914,0,0.0152025,0.00239968,0.0370218,0.0193606,0.0205445,0.0131848,0.00623524,0.0127495,0.00775676,0.0115725,0.0131864,0.0368484,0.00969556,0.00869108,0.00669524,0.00464347,0.0398257,0.00238435,0.00432327,0.00383037,0.0403631,0.0186957,0.0330736,0.00363328,0.0083839,0,0,0.0380549,0,0.0105291,0.0176164,0.044376,0.0331463,0.0299712,0.0100054,0.0100916,0.0199213,0.00898858,0.0247063,0.00936934,0.00761948,0.0234968,0,0.0353918,0.0140298,0.0129426,0.00998245,0.0131789,0.00897638,0,0,0,0,0.0439172,0
64,0,0,0,0,0.00895885,0.00951945,0,0,0,0.0342441,0.0214326,0.021299,0.00863461,0,0,0.00058959,0,0.0152331,0.00263463,0.0370546,0.0201341,0.0208513,0.0130026,0.00618973,0.0128933,0.00770138,0.0112305,0.0128775,0.0367796,0.0095739,0.00856564,0.00666609,0.0046499,0.0403834,0.00226801,0.00432331,0.00379879,0.0326794,0.018582,0.0266863,0.00269971,0.0081592,0,0,0.0377645,0,0.0105722,0.0178068,0.0445847,0.0296766,0.0296092,0.0103857,0.0103347,0.0199576,0.00813174,0.0230592,0.00953755,0.00686817,0.0205244,0.038296,0.029408,0.0142213,0.0129943,0.0100408,0.0130179,0.00847482,0,0,0,0,0.0422619,0
65,0,0,0,0,0.00894026,0.00933044,0,0,0,0.0347772,0.0213615,0.0215312,0.0084921,0,0,0.000490965,0,0.0152631,0.00281211,0.0371953,0.0209244,0.021069,0.012764,0.00603576,0.0131026,0.00772397,0.0108165,0.0127218,0.0367118,0.00946527,0.00849422,0.00677071,0.00468607,0.0408487,0.00221491,0.00432336,0.00378806,0.0296157,0.0185269,0.0263563,0.00213612,0.0080806,0,0,0.037377,0,0.0105816,0.0178107,0.0448465,0.0293996,0.0291026,0.0117155,0.0102945,0.0199142,0.00778002,0.022105,0.00997317,0.00694884,0.020294,0.0388203,0.0252079,0.0142962,0.0130404,0.010026,0.0128233,0.00799441,0,0,0,0,0.0415279,0
66,0,0,0,0,0.00891654,0.00917757,0,0,0,0.0351588,0.0212753,0.0216674,0.0082413,0,0,0.000477575,0,0.0152495,0.00293331,0.0373644,0.0216334,0.0212869,0.0125148,0.00589607,0.0133933,0.00772889,0.0105962,0.0124612,0.0366402,0.00938065,0.00852813,0.00683791,0.00472685,0.041326,0.00224127,0.00430863,0.00382821,0.0263405,0.0185045,0.0260757,0.00209814,0.00800129,0,0,0.0371097,0,0.0106019,0.0177514,0.0451289,0.0279771,0.0286306,0.0141977,0.0101065,0.0198403,0.00782657,0.0213428,0.0101453,0.00754475,0.0195837,0.0372593,0.0210114,0.0142929,0.0130448,0.0100815,0.0126598,0.00759169,0,0,0,0,0.0407977,0
67,0,0,0,0,0.00884572,0.00905376,0,0,0,0.0354381,0.0212446,0.0218276,0.00807336,0,0,0.000510894,0,0.0152483,0.00296578,0.0375103,0.0221595,0.0213834,0.0122827,0.00580786,0.01377,0.00770908,0.0103802,0.0123739,0.0365816,0.00934144,0.00862486,0.00680843,0.00478009,0.0418135,0.00234495,0.00430404,0.00390641,0.0237298,0.0184959,0.0263348,0.00228453,0.00794588,0,0,0.0369499,0,0.0106125,0.0176865,0.045334,0.0267996,0.0282863,0.0176517,0.00985764,0.019681,0.00884149,0.0208767,0.0104852,0.00853619,0.0188022,0.0336545,0.0190771,0.0142455,0.0129956,0.010274,0.0125197,0.00732753,0,0,0,0,0.0399605,0
68,0,0,0,0,0.00874047,0.00895471,0,0,0,0.0352641,0.0212059,0.0216502,0.00795461,0,0,0.000463227,0,0.0152647,0.00312049,0.0376555,0.0223608,0.02141,0.0120476,0.00583442,0.0140981,0.00757519,0.0101247,0.0119901,0.0363175,0.00921888,0.00849367,0.00655264,0.0047706,0.0418637,0.00232134,0.00428925,0.0039939,0.013277,0.0184614,0.0146391,0.00317963,0.00781514,0,0,0.0369649,0,0.0106065,0.017697,0.0452574,0.0145678,0.0282878,0.0192375,0.0103714,0.0195179,0.00989189,0.0193345,0.0111095,0.0093061,0.0157315,0.0279787,0.0148923,0.0142656,0.0129651,0.0103581,0.0124374,0.00709336,0,0,0,0,0.0384858,0
69,0,0,0,0,0.00850056,0.00878806,0,0,0,0.0350404,0.0211086,0.021079,0.00784203,0,0,0.000302514,0,0.015282,0.00308154,0.0377581,0.0225057,0.0214323,0.0115534,0.0058358,0.0143896,0.00740796,0.00982,0.0113627,0.0360474,0.00902038,0.00834822,0.00634755,0.00469004,0.0414044,0.00226283,0.00430316,0.00387608,0.024655,0.0183866,0.0166149,0.00407156,0.00752485,0,0,0.0363709,0,0.0106531,0.0175588,0.0448249,0.0198551,0.0284474,0.0202711,0.0112791,0.0194812,0.0106837,0.0176375,0.0122028,0.0100942,0.0178912,0.0244493,0.0292965,0.0144122,0.0128889,0.0101835,0.0123738,0.00666353,0,0,0,0,0.0387157,0
70,0,0,0,0,0.00835928,0.00876193,0,0,0,0.0345706,0.0210262,0.0205372,0.0078982,0,0,0.000379188,0,0.0152879,0.00312027,0.0377443,0.0224736,0.0214221,0.0111254,0.00610587,0.0146784,0.00723646,0.00958581,0.011102,0.0357868,0.00893959,0.00840847,0.00620897,0.00456091,0.0409414,0.00217776,0.00431446,0.00387179,0.0359259,0.0183507,0.0257743,0.00465561,0.00738788,0,0,0.0358976,0,0.0106725,0.0174132,0.043956,0.0311165,0.0286238,0.0211244,0.0120679,0.0194666,0.0113839,0.0160834,0.0126725,0.0103185,0.0214888,0.0232031,0.0411691,0.0145197,0.0128287,0.0100947,0.0124205,0.00638588,0,0,0,0,0.0395581,0
71,0,0,0,0,0.00828133,0.00880628,0,0,0,0.0340417,0.0209683,0.0201681,0.00819685,0,0,0.00036275,0,0.015331,0.00327147,0.0376215,0.0224149,0.0213536,0.0107935,0.00651268,0.0149616,0.00708429,0.00940972,0.0109082,0.0355541,0.00901627,0.00874113,0.00611578,0.00440197,0.0407455,0.00217442,0.00434104,0.00396186,0.0392737,0.0182967,0.0288957,0.00481569,0.0073996,0,0,0.035855,0,0.0106655,0.017482,0.0429602,0.0366052,0.0287524,0.0210922,0.0124695,0.0195407,0.0117063,0.0160085,0.0123993,0.0100362,0.022197,0.0226526,0.0463558,0.0146983,0.0128011,0.0101174,0.0125285,0.00633529,0,0,0,0,0.0396185,0
72,0,0,0,0,0.00832012,0.00895281,0,0,0,0.0335294,0.0209331,0.019736,0.00846211,0,0,0.000495102,0,0.0153601,0.00342392,0.0374932,0.0223853,0.0212773,0.0104309,0.00685468,0.0152611,0.00691239,0.00924895,0.0106394,0.0354494,0.00915727,0.00916859,0.00612495,0.00433004,0.0406426,0.00217987,0.00438067,0.00403598,0.0343769,0.0182449,0.0258751,0.00463295,0.00724036,0,0,0.0357004,0,0.0106738,0.0175865,0.0424154,0.035739,0.0288344,0.0204221,0.0126177,0.0195992,0.0118079,0.0171661,0.0117528,0.00958215,0.0196436,0.023116,0.0435035,0.0149992,0.0127538,0.0101128,0.0127171,0.00643142,0,0,0,0,0.0389469,0
73,0,0,0,0,0.00845122,0.00918701,0,0,0,0.0330694,0.0209005,0.0191807,0.008801,0,0,0.000634608,0,0.0153582,0.00353834,0.0374315,0.0223852,0.0212828,0.0102472,0.00703664,0.0155105,0.00677596,0.00910391,0.0101732,0.0355139,0.00940247,0.0096089,0.00625806,0.00440231,0.0405531,0.00224206,0.00441617,0.00405274,0.0247483,0.018211,0.0196436,0.00420707,0.00713014,0,0,0.0355006,0,0.010668,0.0176604,0.0424909,0.0306314,0.0289892,0.0195389,0.012533,0.0196103,0.0124132,0.0187396,0.0109564,0.00925194,0.0164632,0.0249774,0.0351204,0.0153392,0.0126996,0.0100176,0.0129048,0.0066164,0,0,0,0,0.0382674,0
74,0,0,0,0,0.00859841,0.00941928,0,0,0,0.0325637,0.0208968,0.0185216,0.0091414,0,0,0.000706468,0,0.0153467,0.00360269,0.0373068,0.0223394,0.0211818,0.0102645,0.00715901,0.0157622,0.00670896,0.00893113,0.0098442,0.03564,0.00975189,0.0100738,0.00647585,0.00453044,0.0403078,0.00238702,0.00443615,0.00402937,0.0135447,0.0182033,0.0145262,0.00372507,0.00713179,0,0,0.0352431,0,0.0106511,0.0177504,0.0427726,0.024599,0.0292467,0.0185565,0.0120009,0.0195771,0.0134296,0.0200831,0.0103214,0.0092996,0.0145683,0.0288666,0.0240828,0.0155819,0.0126759,0.0099435,0.0130503,0.00687253,0,0,0,0,0.0380419,0
75,0,0,0,0,0.00864957,0.00952906,0,0,0,0.0335251,0.0208822,0.02062,0.00933484,0,0,0.000807733,0,0.0153288,0.00366091,0.0370653,0.0240747,0.0211324,0.00949701,0.00727649,0.0158808,0.00789116,0.00957544,0.0102221,0.0366175,0.00879087,0.0106784,0.00794242,0.00169269,0.0420464,0.0024296,0.00444006,0.00401256,0.00768464,0.0182015,0.0171083,0.00334074,0.00695504,0,0,0.0349749,0,0.0106958,0.0178741,0.0429451,0.0228026,0.0296396,0.0177605,0.0113111,0.0195531,0.0143426,0.0213885,0.00987741,0.00960771,0.0155391,0.03389,0.0146783,0.0158415,0.0127365,0.0099817,0.013166,0.00701063,0,0,0,0,0.0386606,0
76,0,0,0,0,0.00858609,0.00954709,0,0,0,0.0378275,0.0208559,0.0267044,0.00942391,0,0,0.00105213,0,0.0153119,0.0037621,0.0367854,0.029688,0.0211327,0.00929949,0.00734696,0.0157947,0.009717,0.010939,0.0114553,0.0380701,0.00964158,0.0138137,0.0132519,0.00640739,0.0468109,0.00243101,0.0044544,0.00402126,0.0136617,0.0181661,0.0233746,0.00310428,0.00644567,0,0,0.0346531,0,0.0108167,0.0180066,0.0430674,0.0262257,0.030091,0.017146,0.0108088,0.019604,0.01405,0.0227642,0.00967028,0.00953773,0.01852,0.0356627,0.0121691,0.0163236,0.0128051,0.0100915,0.0133065,0.00691674,0,0,0,0,0.0399208,0
77,0,0,0,0,0.00835746,0.00952038,0,0,0,0.0425268,0.0207896,0.0325424,0.00940272,0,0,0.00143514,0,0.015278,0.00374726,0.0366591,0.0353681,0.0210202,0.0100796,0.0075614,0.0156373,0.0111663,0.012054,0.0127873,0.0392688,0.0119774,0.0175165,0.0181487,0.0112267,0.0524079,0.00217909,0.00441502,0.00402354,0.018234,0.0181336,0.0251866,0.00308281,0.00632654,0,0,0.0339532,0,0.0108874,0.0178651,0.0432237,0.0287416,0.0306944,0.0160338,0.0104597,0.0195791,0.012086,0.0236307,0.00908261,0.00856878,0.0199998,0.0357923,0.0138776,0.0164802,0.0127544,0.0100685,0.0133829,0.00668262,0,0,0,0,0.040891,0
78,0,0,0,0,0.00807063,0.00945148,0,0,0,0.0469499,0.0207446,0.0376728,0.00943847,0,0,0.00203159,0,0.0152854,0.00392915,0.03659,0.0406322,0.0209528,0.0110492,0.00781456,0.0155457,0.0121997,0.0128812,0.0135777,0.0401445,0.0141041,0.0204967,0.0219832,0.0147695,0.0570382,0.00219431,0.00439684,0.00413306,0.0217441,0.0180395,0.025284,0.00322299,0.00614089,0,0,0.0332366,0,0.0109243,0.0178182,0.0435021,0.0302935,0.0311725,0.0146798,0.0102143,0.0197716,0.010553,0.0232597,0.00781812,0.00672134,0.0195743,0.0350702,0.0158014,0.0167277,0.0127167,0.0100238,0.0135047,0.00647723,0,0,0,0,0.0411939,0
79,0,0,0,0,0.00785226,0.0093375,0,0,0,0.0510649,0.0207029,0.0421356,0.00951136,0,0,0.00246401,0,0.0152963,0.00415836,0.0365721,0.0454502,0.0207101,0.0117271,0.00816274,0.0153439,0.0128614,0.0133719,0.0138967,0.0406947,0.0158145,0.0228703,0.0251168,0.0174766,0.0612385,0.0023066,0.00440901,0.00422536,0.025087,0.0180059,0.026861,0.00335326,0.00600607,0,0,0.0327446,0,0.0109566,0.017757,0.0435659,0.0317726,0.0314789,0.0143501,0.00989362,0.01992,0.00869382,0.0222445,0.00642272,0.00465895,0.0187473,0.0342473,0.0181285,0.0168289,0.0127006,0.00996236,0.013558,0.00644901,0,0,0,0,0.0408867,0
80,0,0,0,0,0.00775736,0.00917732,0,0,0,0.0539952,0.0206637,0.0454846,0.00949411,0,0,0.00282977,0,0.015278,0.0043232,0.0365133,0.0489577,0.0204609,0.0117227,0.00845402,0.015045,0.0129816,0.0131703,0.013468,0.0409007,0.0168254,0.0243791,0.0271835,0.0190996,0.0646334,0.00229773,0.00441179,0.0042002,0.0276734,0.017993,0.02896,0.00335907,0.0058457,0,0,0.0322602,0,0.0109955,0.0176507,0.0432757,0.0322923,0.0315976,0.0157784,0.00945354,0.0199927,0.00675749,0.02112,0.00625805,0.00341316,0.0183918,0.0339299,0.0205185,0.0168488,0.0126702,0.00990576,0.0135482,0.00645081,0,0,0,0,0.040332,0
81,0,0,0,0,0.00764608,0.00894234,0,0,0,0.0551684,0.0206463,0.0468486,0.00932693,0,0,0.00320329,0,0.0152166,0.00441691,0.0363844,0.0504185,0.0202781,0.0109551,0.00852241,0.0145632,0.0124584,0.0121312,0.0122554,0.0407085,0.0169064,0.0246029,0.0278177,0.019347,0.0663961,0.00236013,0.00438915,0.00414393,0.0303626,0.0179595,0.0310415,0.00317211,0.00559344,0,0,0.0318107,0,0.0110256,0.0175258,0.0424762,0.0325037,0.0316609,0.0184464,0.00892639,0.0200466,0.00564424,0.0204002,0.00729359,0.00345197,0.0187027,0.0334779,0.0231185,0.0169199,0.0125929,0.00981014,0.0134905,0.00634613,0,0,0,0,0.0401094,0
82,0,0,0,0,0.00745733,0.00874355,0,0,0,0.0555534,0.020674,0.0471578,0.00910761,0,0,0.00339112,0,0.0151707,0.00428686,0.0361244,0.0508345,0.0200691,0.0100343,0.0086668,0.013936,0.0116549,0.0107916,0.0109737,0.0403189,0.0167072,0.0243009,0.0278818,0.018937,0.0673095,0.00245248,0.00437343,0.00406306,0.0327243,0.0179679,0.0327651,0.00316991,0.0055019,0,0,0.0314749,0,0.0110317,0.0173775,0.04122,0.0328631,0.0317912,0.021091,0.00839883,0.0200869,0.00563266,0.020418,0.00823495,0.00404754,0.0189224,0.0325014,0.0256305,0.016816,0.0124738,0.00969142,0.0133849,0.00640645,0,0,0,0,0.0401645,0
83,0,0,0,0,0.00716608,0.00859893,0,0,0,0.0556701,0.0207608,0.0466396,0.00871528,0,0,0.00315173,0,0.015178,0.00390899,0.0359307,0.0504499,0.0195174,0.00938125,0.00886008,0.0132556,0.0108466,0.00940916,0.00979143,0.0399241,0.0164601,0.0238083,0.027585,0.0181512,0.0675244,0.0024196,0.00434693,0.00393135,0.039875,0.0180362,0.0399528,0.0031565,0.00570084,0,0,0.0314123,0,0.0109981,0.0172146,0.0398156,0.0379753,0.0316548,0.0243281,0.0074825,0.0200185,0.00681096,0.022122,0.00922768,0.00534204,0.0208735,0,0.0329599,0.0163838,0.012355,0.0095494,0.0131621,0.00674709,0,0,0,0,0.0410873,0
84,0,0,0,0,0.00688867,0.00846408,0,0,0,0.0535777,0.0209266,0.0443784,0.00834434,0,0,0.00288212,0,0.0152639,0.00363712,0.0356611,0.047604,0.0191821,0.0098018,0.00924207,0.012497,0.00976924,0.00792912,0.00896871,0.0394474,0.0156762,0.0226927,0.0260373,0.0161526,0.065324,0.00251009,0.00429516,0.00386761,0.0417862,0.0181186,0.0408823,0.00350028,0.0060787,0,0,0.0316653,0,0.0109648,0.0170383,0.0383359,0.0373083,0.0319344,0.0236433,0.00693925,0.0199866,0.00667936,0.0226383,0.009249,0.00571856,0.0208256,0,0.035018,0.0158685,0.012284,0.00941666,0.0129677,0.0072132,0,0,0,0,0.040982,0
85,0,0,0,0,0.00682835,0.00839806,0,0,0,0.0492717,0.0211527,0.0399574,0.00787372,0,0,0.00265279,0,0.0151257,0.00341132,0.0354586,0.0419436,0.0188572,0.0122018,0.00962316,0.0118232,0.00858283,0.00776769,0.00976606,0.039079,0.0144285,0.0211783,0.022946,0.0126463,0.0601539,0.00248279,0.00422878,0.00372647,0.0437816,0.0181898,0.0416789,0.00394618,0.00661135,0,0,0.0320336,0,0.0109043,0.016856,0.0371678,0.0373605,0.0322479,0.0214921,0.00652391,0.0198852,0.00566702,0.0228688,0.00899628,0.00554872,0.0205074,0,0.0373214,0.0153417,0.0122906,0.00928835,0.0126204,0.00783474,0,0,0,0,0.0406615,0
86,0,0,0,0,0.00699115,0.0084466,0,0,0,0.0433918,0.0211684,0.0339848,0.00727821,0,0,0.00209925,0,0.0151514,0.00293875,0.0353218,0.0339714,0.0185548,0.0160185,0.0100904,0.0110861,0.00768832,0.0102212,0.0127176,0.0390022,0.013386,0.0200937,0.0186645,0.00827885,0.0526353,0.00248329,0.00416781,0.00338644,0.0456946,0.0182695,0.0424997,0.00440704,0.00728886,0,0,0.0322898,0,0.0108039,0.0165958,0.0366777,0.03791,0.032496,0.0198352,0.00598345,0.01977,0.00475919,0.0229323,0.00906913,0.00520095,0.0193915,0,0.0394196,0.014721,0.0123396,0.00919449,0.0120723,0.00863567,0,0,0,0,0.0400539,0
87,0,0,0,0,0.00729458,0.00851472,0,0,0,0.0363105,0.0213107,0.0264651,0.00659435,0,0,0.00152642,0,0.0151279,0.00249222,0.0353245,0.0245104,0.0182369,0.0203599,0.0106013,0.010207,0.00766638,0.0144685,0.0171733,0.0392496,0.0134371,0.0200156,0.0134147,0.00547583,0.043811,0.00239831,0.00409089,0.00308486,0.0473081,0.0183513,0.0435588,0.00484555,0.00808744,0,0,0.0329188,0,0.0106932,0.0164359,0.0368451,0.0387498,0.0326417,0.0189975,0.00528856,0.0195619,0.00430248,0.0229249,0.0091178,0.00456982,0.0182857,0,0.0410912,0.0139662,0.0124687,0.0091436,0.0118114,0.00948382,0,0,0,0,0.0392572,0
88,0,0,0,0,0.00758006,0.0085915,0,0,0,0.0328954,0.0215357,0.0213294,0.00582412,0,0,0.00132518,0,0.0150374,0.00221679,0.0354613,0.0191316,0.0178588,0.0235365,0.0111212,0.00936683,0.00873017,0.0185566,0.0214316,0.03989,0.0147723,0.0214604,0.0106789,0.00893968,0.0386842,0.00230074,0.00403703,0.00284986,0.0482868,0.018354,0.0444258,0.00516455,0.00900628,0,0,0.0344973,0,0.0106282,0.0166423,0.0374818,0.0397437,0.0326623,0.0185775,0.00455392,0.0193104,0.0034736,0.0228534,0.00911316,0.00376287,0.0201566,0,0.0418973,0.0133275,0.0127188,0.00923855,0.0117992,0.0102773,0,0,0,0,0.0384732,0
89,0,0,0,0,0.00766955,0.00864779,0,0,0,0.0382458,0.0217115,0.0229438,0.00489781,0,0,0.001608,0,0.014903,0.00211237,0.0357096,0.0225712,0.0171132,0.0223245,0.0110416,0.00848779,0.00955486,0.020018,0.0224114,0.040504,0.0141856,0.0225598,0.0104448,0.0100235,0.0421843,0.00225097,0.00398653,0.00262323,0.0493237,0.0183322,0.0455023,0.00517461,0.00979686,0,0,0.0357886,0,0.0105623,0.0169598,0.0384454,0.0409217,0.032614,0.0188031,0.00405702,0.0191328,0.00323536,0.022344,0.00937336,0.00362726,0.0216503,0,0.0426977,0.0128589,0.0129094,0.00940931,0.0118724,0.0107652,0,0,0,0,0.0381027,0
90,0,0,0,0,0.00759783,0.00887556,0,0,0,0.0428089,0.0219545,0.0249206,0.00384838,0,0,0.00200108,0,0.0146756,0.00206621,0.0359027,0.0273835,0.0160732,0.0195509,0.0108495,0.00759355,0.0104768,0.0199606,0.0228828,0.041164,0.0126515,0.0223415,0.00987538,0.0111178,0.0452465,0.00225279,0.00391721,0.00246419,0.0512135,0.0183615,0.0475688,0.00513938,0.0107658,0,0,0.0371901,0,0.0104643,0.0173141,0.0392496,0.0430848,0.0326655,0.0192897,0.00375256,0.0190848,0.00312278,0.0212509,0.00951306,0.00412308,0.0226297,0,0.0444563,0.0123324,0.0130575,0.00958269,0.011971,0.0112668,0,0,0,0,0.0380373,0
91,0,0,0,0,0.00752545,0.0091791,0,0,0,0.0469573,0.022425,0.0271761,0.00284321,0,0,0.00252158,0,0.0145025,0.00219047,0.0360505,0.0330712,0.01506,0.0167395,0.0104955,0.00654158,0.0116586,0.0189294,0.0233215,0.041946,0.0103876,0.0209086,0.00918606,0.0123218,0.0482169,0.00237144,0.00389729,0.00245957,0.0528954,0.0183932,0.0493966,0.00512222,0.0118911,0,0,0.0387598,0,0.0103634,0.0177122,0.0394625,0.04514,0.0328526,0.0196229,0.00357903,0.0192037,0.00303175,0.0205649,0.00953907,0.0045627,0.0234295,0,0.0461721,0.0119898,0.0134998,0.00973179,0.0119813,0.0118152,0,0,0,0,0.0383289,0
92,0,0,0,0,0.00760206,0.00942089,0,0,0,0.0520097,0.0225012,0.0295801,0.00264773,0,0,0.00305632,0,0.0145676,0.00235465,0.0359498,0.0377109,0.0147504,0.0161216,0.00963765,0.00554043,0.0124185,0.0191409,0.0235366,0.0426303,0.0096786,0.0212983,0.00965038,0.0138107,0.0537212,0.00269642,0.00387963,0.0023669,0.0522178,0.0183784,0.0488613,0.00508793,0.012726,0,0,0.0397936,0,0.0103016,0.0180489,0.0391092,0.0452461,0.0327493,0.0203693,0.00338386,0.0193897,0.00317145,0.0206422,0.00920909,0.0045725,0.0229166,0,0.0457368,0.0120252,0.0138718,0.00988977,0.0118886,0.012306,0,0,0,0,0.0384755,0
93,0,0,0,0,0.00823023,0.00969145,0,0,0,0.0570715,0.0227126,0.031594,0.00265234,0,0,0.00357869,0,0.0142153,0.00274769,0.0355881,0.0412356,0.0146605,0.0154685,0.00856164,0.00459453,0.0126345,0.0190815,0.0230769,0.042929,0.00929793,0.0213821,0.0102865,0.0152966,0.0615819,0.00287693,0.0039381,0.0024029,0.0455932,0.0183724,0.0427561,0.00475181,0.0134677,0,0,0.0412034,0,0.0102943,0.0185438,0.0382775,0.0408956,0.0322521,0.0211121,0.00329511,0.0194463,0.00352171,0.0211657,0.00835232,0.00451375,0.0194216,0,0.039223,0.0123977,0.0142062,0.0100667,0.0116892,0.0127963,0,0,0,0.0258649,0.0379859,0
94,0,0,0,0,0.00899038,0.00981868,0,0,0,0.0623629,0.0229191,0.0330106,0.00273909,0,0,0.00393598,0,0.0140576,0.00287245,0.0353151,0.04323,0.0146417,0.0147219,0.00733899,0.00364409,0.0123047,0.0189312,0.022097,0.0428117,0.00950997,0.0216657,0.0109591,0.0166555,0.069493,0.00303796,0.00397471,0.00241508,0.0428108,0.018388,0.0408207,0.00453693,0.0138825,0,0,0.0419312,0,0.0102863,0.0188237,0.0370674,0.0404884,0.0317206,0.0222859,0.00338953,0.0194771,0.00433611,0.0218323,0.00803673,0.00441221,0.0178464,0,0.0367808,0.0126983,0.0144439,0.0101577,0.011438,0.0130447,0,0,0,0.0255154,0.0378032,0
