Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LWRA,RTHI,RTIBI,RTIBA,
150,0,0,0,0,0.00201502,0.00313652,0,0,0,0.0252483,0.0206655,0.0108159,0.00247767,0,0,0.00198333,0,0.0162438,0.000588539,0.0377943,0.00560945,0.020388,0.00250427,0.00293991,0.00553896,0.00348795,0.00695115,0.0072377,0.0297829,0.00378894,0.0087632,0.00376745,0.00689709,0.0291955,0.00177392,0.000793312,0.116257,0.0214732,0.110243,0.00513886,0.00234252,0,0,0.00684571,0,0.0144371,0.00172698,0.0386499,0.114319,0.0223178,0.0482747,0.00527028,0.00499057,0.0189467,0.0247367,0.0224188,0,0.0654157,0.123898,0.00100481,0.00307654,0.00178296,0.00399456,0.00156832,0,0,0,0.00426047,0.0125131,0,0.0593124,0
151,0,0,0,0,0.00309814,0.00386373,0,0,0,0.0251961,0.0209843,0.0112534,0.00204805,0,0,0.00159325,0,0.0159464,0.000572093,0.0380066,0.00584801,0.0201637,0.00140257,0.00290681,0.00544161,0.00306139,0.00606901,0.00672944,0.0298299,0.00340457,0.00780443,0.00357992,0.00704993,0.0290201,0.0017213,0.000698077,0.115673,0.0224715,0.110066,0.00543982,0.00222059,0,0,0.002378,0,0.0152953,0.00245554,0.0388719,0.11399,0.0227002,0.0494999,0.00598349,0.0019408,0.0187797,0.0248516,0.0230568,0,0.0653895,0.122489,0.00278439,0.00115822,0.00094548,0.00525549,0.000941167,0,0,0,0.00387323,0.0127098,0,0.0592681,0
152,0,0,0,0,0.00149643,0.00281663,0,0,0,0.0248794,0.0207816,0.0115377,0.00199576,0,0,0.00240875,0,0.0160225,0.000533439,0.0379957,0.00628127,0.0202595,0.000889577,0.00284142,0.00517238,0.00286346,0.00554486,0.00645912,0.0301358,0.00325118,0.0069999,0.00355865,0.00689906,0.0287727,0.0022742,0.000848431,0.114601,0.0215981,0.109437,0.00518859,0.00207496,0,0,0.00762705,0,0.0143727,0.00181055,0.0391096,0.113502,0.0233175,0.0501173,0.00627121,0.00531225,0.0189195,0.0243031,0.0236345,0,0.0653884,0.120597,0.000896985,0.00305921,0.00182811,0.00411612,0.00106045,0,0,0,0.00409354,0.0129607,0,0.0588635,0
153,0,0,0,0,0.00176751,0.00265519,0,0,0,0.0251499,0.0207453,0.0119891,0.00206578,0,0,0.00244097,0,0.0160959,0.000443906,0.0379589,0.00687523,0.0202671,0.00149853,0.00305892,0.00525163,0.00276017,0.00537927,0.00639741,0.0302134,0.00324288,0.00662139,0.00358144,0.00685046,0.0289236,0.00254413,0.000946264,0.112445,0.0216266,0.107804,0.00496779,0.00186807,0,0,0.0073584,0,0.0143984,0.0016406,0.0393975,0.112113,0.0237882,0.0500685,0.00641453,0.00522865,0.0189914,0.0237011,0.0238562,0,0.0648757,0.117756,0.00105905,0.00284783,0.00172275,0.00434021,0.00114979,0,0,0,0.00416582,0.0129227,0,0.0586714,0
154,0,0,0,0,0.00216417,0.00236458,0,0,0,0.0255948,0.0209379,0.01266,0.00227326,0,0,0.00251946,0,0.0160423,0.000490806,0.0377673,0.0076903,0.0203435,0.00215264,0.00336148,0.00529543,0.00277246,0.00537648,0.0065302,0.0302807,0.00340864,0.00659931,0.00368814,0.0067371,0.029327,0.00275477,0.00101593,0.110227,0.0217087,0.106262,0.00457065,0.0017517,0,0,0.0072677,0,0.0144428,0.00152173,0.0397038,0.110794,0.024247,0.0496962,0.00664701,0.00507192,0.0190883,0.0238764,0.0239903,0,0.0644104,0.115158,0.001255,0.00258501,0.00159575,0.00439332,0.00152387,0,0,0,0.00413825,0.0127824,0,0.0585557,0
155,0,0,0,0,0.00253905,0.00198178,0,0,0,0.026007,0.0211445,0.013486,0.00261431,0,0,0.00250487,0,0.015997,0.000550858,0.0374701,0.00872294,0.020427,0.00273537,0.00376397,0.00514853,0.00292793,0.00554588,0.00676514,0.0304134,0.00365401,0.00668144,0.00389053,0.00663019,0.0298672,0.00279738,0.00115319,0.108451,0.0217927,0.105019,0.00398367,0.00181925,0,0,0.00722553,0,0.0144899,0.00139226,0.0400147,0.109995,0.0247404,0.0497193,0.00703531,0.00495074,0.0191741,0.0243342,0.0238439,0,0.0641526,0.113105,0.00144838,0.00232501,0.00143925,0.00437755,0.00207374,0,0,0,0.00412662,0.0126475,0,0.0586497,0
156,0,0,0,0,0.00284,0.00159865,0,0,0,0.0265539,0.0213107,0.0144528,0.00311923,0,0,0.00243491,0,0.0159554,0.000627902,0.0371434,0.00981546,0.0205565,0.00326829,0.00418205,0.00477593,0.00314733,0.0057902,0.00698971,0.0306373,0.00390956,0.00678921,0.00417117,0.00656619,0.0305349,0.00264063,0.00121956,0.107057,0.0218674,0.104226,0.00327491,0.00204772,0,0,0.00714988,0,0.0145405,0.00127793,0.0402801,0.109749,0.0253253,0.0502099,0.00749659,0.00493709,0.0192833,0.0246053,0.0237077,0,0.0640133,0.111563,0.00158182,0.0020799,0.00130227,0.00431284,0.00266585,0,0,0,0.00414536,0.0123605,0,0.0590633,0
157,0,0,0,0,0.00299409,0.00133807,0,0,0,0.0276491,0.0213114,0.0152411,0.00357018,0,0,0.00247576,0,0.0158554,0.00076473,0.0368919,0.0105973,0.0207477,0.00376951,0.00451202,0.00426096,0.00337263,0.0060541,0.00731197,0.030904,0.0041281,0.00691053,0.00447521,0.00647778,0.0314723,0.00258441,0.00115089,0.105795,0.021874,0.103421,0.00265046,0.00218956,0,0,0.0073357,0,0.0145426,0.00136727,0.0404968,0.109609,0.0259638,0.0507206,0.00824578,0.00506068,0.0194388,0.0245303,0.0233423,0,0.0636308,0.110123,0.00152014,0.00209616,0.00140301,0.00430072,0.00319217,0,0,0,0.00413311,0.012028,0,0.0599831,0
158,0,0,0,0,0.00322089,0.0011378,0,0,0,0.0285324,0.0213053,0.0157059,0.00415633,0,0,0.00257463,0,0.0157459,0.00104489,0.0366624,0.0112365,0.0210215,0.00449123,0.00482666,0.00373401,0.00362559,0.00633068,0.00775136,0.0312062,0.00435176,0.00681621,0.00463659,0.00650847,0.0323477,0.00233411,0.00123687,0.104599,0.0218581,0.102534,0.00215028,0.00251027,0,0,0.00772683,0,0.0145076,0.00150392,0.0407094,0.109284,0.0266961,0.0509273,0.00920412,0.00533502,0.0199947,0.0243246,0.0225035,0,0.0627839,0.108598,0.00148201,0.00209805,0.00153409,0.00425753,0.00374099,0,0,0,0.00410667,0.0117765,0,0.0614786,0
159,0,0,0,0,0.00345609,0.00103969,0,0,0,0.0293378,0.02137,0.016264,0.00484773,0,0,0.00261939,0,0.0157292,0.001143,0.0364342,0.0118013,0.0213119,0.00534065,0.00521003,0.00321851,0.00381816,0.00668134,0.0081406,0.0315889,0.0046383,0.00665999,0.00482626,0.00654987,0.0332626,0.00203873,0.00123018,0.103229,0.0218577,0.101478,0.00196032,0.00293975,0,0,0.00818126,0,0.0144791,0.00161528,0.0408949,0.108432,0.0275519,0.050823,0.0101506,0.00564778,0.0208626,0.0241137,0.0212754,0,0.0615324,0.106731,0.00151097,0.00208752,0.00158819,0.00435659,0.00430692,0,0,0,0.00412187,0.01136,0,0.0635291,0
160,0,0,0,0,0.00489403,0.00238586,0,0,0,0.0299876,0.0215907,0.0167775,0.0055076,0,0,0.00211711,0,0.0156511,0.00102659,0.0362652,0.0123765,0.0216331,0.00625773,0.00552623,0.00287662,0.00386754,0.00706533,0.00834985,0.0318553,0.00505364,0.00645642,0.00492073,0.00654234,0.0338851,0.00142252,0.00125569,0.101107,0.0227555,0.0997205,0.00217239,0.00178789,0,0,0.00253636,0,0.0152865,0.00241548,0.0410661,0.106696,0.0284573,0.0500098,0.01113,0.00354077,0.0216036,0.0236246,0.0196931,0,0.0596232,0.104279,0.00296428,0.00262103,0.00110707,0.00508712,0.00477958,0,0,0,0.00417162,0.0106947,0,0.0662349,0
161,0,0,0,0,0.00400805,0.00123492,0,0,0,0.0308511,0.0213544,0.0175659,0.00646057,0,0,0.00285708,0,0.0158268,0.00128573,0.0359105,0.0134289,0.0220611,0.00697807,0.00597186,0.00255335,0.0044217,0.0079097,0.00898417,0.0324972,0.00549469,0.00664851,0.00525606,0.00661068,0.0348317,0.00143599,0.00109879,0.0984193,0.0216846,0.0970707,0.00306764,0.00456505,0,0,0.0105983,0,0.014318,0.00237949,0.0413088,0.104192,0.0297493,0.0486381,0.0117623,0.00699471,0.0222118,0.0229643,0.0179513,0,0.0573387,0.101446,0.00162789,0.0025195,0.00220986,0.00444848,0.00552918,0,0,0,0.00420378,0.00947988,0,0.0692986,0
162,0,0,0,0,0.00446452,0.00121043,0,0,0,0.0316164,0.0212294,0.0182799,0.00725323,0,0,0.00306683,0,0.0157835,0.00138171,0.0358421,0.014255,0.0223973,0.00779486,0.00626271,0.00252763,0.00493136,0.00871121,0.00968049,0.0329112,0.00597629,0.00687084,0.00546058,0.00658453,0.0357497,0.00134732,0.00111582,0.0951139,0.0217125,0.0933186,0.00412686,0.00485829,0,0,0.0103163,0,0.0143843,0.00220221,0.0416216,0.100438,0.0311129,0.0467618,0.0125435,0.00701596,0.0225106,0.0216039,0.0159139,0,0.0544417,0.0985285,0.00167656,0.00241332,0.00207727,0.00466184,0.00622507,0,0,0,0.00426157,0.00776975,0,0.0729174,0
163,0,0,0,0,0.00495276,0.0013011,0,0,0,0.0322964,0.0210295,0.0190679,0.00813771,0,0,0.00315308,0,0.0158537,0.0014145,0.035812,0.0153531,0.0227734,0.00845312,0.00664603,0.00257131,0.00556147,0.00950997,0.01043,0.033388,0.0064987,0.0071867,0.00584886,0.00659913,0.0365724,0.00119792,0.0010555,0.0912746,0.0217297,0.0887124,0.00548344,0.00517203,0,0,0.00997393,0,0.014442,0.00199944,0.0421683,0.095604,0.0326257,0.0437238,0.0128968,0.00705292,0.0226221,0.0195323,0.0135423,0,0.0506317,0.0955333,0.00180495,0.00235374,0.00183705,0.00493484,0.00694485,0,0,0,0.00433982,0.00594511,0,0.0768792,0
164,0,0,0,0,0.00552982,0.00133179,0,0,0,0.0329886,0.0207485,0.0197339,0.00908199,0,0,0.00318678,0,0.016064,0.00139081,0.0359913,0.0165734,0.0232208,0.00916679,0.00715597,0.00267128,0.00614234,0.010212,0.0112151,0.0339248,0.00706241,0.00759121,0.00624843,0.00670513,0.0374611,0.00112325,0.000971785,0.0867527,0.0217004,0.0833084,0.00700084,0.00552687,0,0,0.009431,0,0.0144723,0.00178507,0.0428189,0.0895556,0.0342407,0.039275,0.0132863,0.00706775,0.0226911,0.0168216,0.0106662,0,0.0443067,0.092166,0.00186101,0.0023543,0.00181459,0.0051907,0.00767142,0,0,0,0.00436672,0.00421099,0,0.0807386,0
165,0,0,0,0,0.00622985,0.00119477,0,0,0,0.0334637,0.0205888,0.0203451,0.00993511,0,0,0.0034816,0,0.0162062,0.00152361,0.0363338,0.0175991,0.023611,0.00979057,0.00774322,0.0029745,0.00667594,0.0108357,0.011866,0.0343132,0.00760611,0.00797144,0.00659731,0.00679978,0.0380914,0.00120977,0.00106098,0.0830406,0.0216594,0.0787239,0.00845646,0.00583834,0,0,0.00876846,0,0.0144891,0.00165548,0.0433743,0.0844255,0.0358205,0.0349375,0.0136766,0.0069754,0.0229096,0.0146072,0.00834203,0,0,0.0896754,0.00186237,0.00242977,0.00180752,0.00529401,0.00844237,0,0,0,0.00435061,0.00340638,0,0.0833519,0
166,0,0,0,0,0.00689699,0.00118526,0,0,0,0.033989,0.0205416,0.0211898,0.0109319,0,0,0.00376229,0,0.0163708,0.00166292,0.0366175,0.0186763,0.0241089,0.0104454,0.00839873,0.00325922,0.0072116,0.0115176,0.012364,0.0348882,0.00827681,0.00847378,0.00713135,0.00696751,0.0387962,0.00124311,0.00114488,0.0762905,0.0216562,0.0710056,0.0103835,0.00615639,0,0,0.00799921,0,0.0145323,0.00152767,0.0438644,0.0753091,0.0375208,0.0276075,0.0133831,0.00681091,0.0238119,0.0108993,0.0048365,0,0,0.0841148,0.00198782,0.00251664,0.0016944,0.00538423,0.00920789,0,0,0,0.00435392,0.00402324,0,0.0870552,0
167,0,0,0,0,0.00749594,0.00102223,0,0,0,0.0346082,0.0204788,0.0218853,0.0116648,0,0,0.00396655,0,0.016477,0.00178914,0.0368147,0.0196908,0.0245246,0.0109013,0.00895001,0.00382892,0.0076002,0.0120011,0.0127614,0.0354646,0.00890437,0.00895041,0.00762382,0.00711437,0.0395167,0.00133243,0.00123771,0.0695203,0.0217306,0.0636684,0.0122301,0.00632806,0,0,0.00641517,0,0.0146002,0.00144009,0.0441484,0.0667119,0.0391924,0.0186945,0.013172,0.00644873,0.0252559,0.00718796,0.00325358,0,0,0.0786785,0.00218355,0.00276149,0.00147033,0.00555045,0.00991424,0,0,0,0.00440215,0.00641124,0,0.0906777,0
168,0,0,0,0,0.00775875,0.000844359,0,0,0,0.0353583,0.0204233,0.0225489,0.0124626,0,0,0.00417999,0,0.0164902,0.00192926,0.0367369,0.0207795,0.0250376,0.0113583,0.00983397,0.00407584,0.00791471,0.0123443,0.0131701,0.0360786,0.00950862,0.00947705,0.00808907,0.00727334,0.0402605,0.00139252,0.00135469,0.0623859,0.0216163,0.0568757,0.0142571,0.00670899,0,0,0.00694927,0,0.0144997,0.00170637,0.0442088,0.0595371,0.0407779,0.00795326,0.0123811,0.00672517,0.0274516,0.00628108,0.00719736,0,0,0.0725819,0.00206222,0.00283115,0.00169578,0.005486,0.0105187,0,0,0,0.00442562,0.0096246,0,0.0942663,0
169,0,0,0,0,0.00883435,0.0019724,0,0,0,0.036492,0.0206537,0.0237491,0.0134201,0,0,0.00387492,0,0.0162578,0.00181067,0.0364233,0.0226795,0.0253531,0.0119194,0.0108519,0.00406448,0.00850498,0.0127483,0.013591,0.0367692,0.01009,0.0102251,0.00889873,0.00799669,0.0412376,0.00103903,0.00134448,0.0538343,0.0222685,0.0501714,0.0164058,0.0058347,0,0,0.00263551,0,0.01531,0.003119,0.0439592,0.0535376,0.0423342,0.00960744,0.0110941,0.00541818,0.0307704,0.0122065,0.0138674,0,0,0.0647893,0.00373946,0.00457066,0.00157054,0.00577518,0.0108172,0,0,0,0.00449644,0.0136003,0,0.0974323,0
170,0,0,0,0,0.00736011,0.00130907,0,0,0,0.0374145,0.0204206,0.0241021,0.014493,0,0,0.00420427,0,0.0164659,0.00202726,0.0364209,0.0233608,0.0259849,0.0127203,0.0127239,0.00407452,0.00886951,0.0127939,0.013996,0.0371471,0.0107113,0.0105404,0.00912243,0.00773104,0.0424529,0.00112061,0.00138893,0.0433841,0.0213365,0.0432434,0.0184284,0.0071223,0,0,0.00980615,0,0.0142605,0.00228796,0.043747,0.0488331,0.0433001,0.0268479,0.00861204,0.00740228,0.0348861,0.021951,0.0216231,0,0,0.0552331,0.00204784,0.00283719,0.0023066,0.00524361,0.0108959,0,0,0,0.004468,0.0178289,0,0.0988004,0
171,0,0,0,0,0.00694372,0.00130083,0,0,0,0.038335,0.0205011,0.0246134,0.0144704,0,0,0.00410974,0,0.0164824,0.00199503,0.0364504,0.0242966,0.0259016,0.0128527,0.0132774,0.00426173,0.00926982,0.0126358,0.0139027,0.0373108,0.0108132,0.0105787,0.00927281,0.00778375,0.0437337,0.000907398,0.0013316,0.0355222,0.0213723,0.0379915,0.0182913,0.0066789,0,0,0.00924401,0,0.0143054,0.00199724,0.0433473,0.0449174,0.0428172,0.0387218,0.00718601,0.0069852,0.0382403,0.028677,0.0266306,0,0,0.0466502,0.00223658,0.00277608,0.00220271,0.00482744,0.0103117,0,0,0,0.00445834,0.0209711,0.0350594,0.0981812,0
172,0,0,0,0,0.00648753,0.00135166,0,0,0,0.0392771,0.0206009,0.0249673,0.0142853,0,0,0.00405454,0,0.01651,0.0019663,0.0366165,0.0251758,0.0257516,0.0129511,0.013688,0.00454206,0.0095443,0.0126662,0.0143605,0.0375151,0.0108945,0.010645,0.0094793,0.00783738,0.0448744,0.000698494,0.00126885,0.0283896,0.0214253,0.0342037,0.0178559,0.00625996,0,0,0.00870185,0,0.0143526,0.00180179,0.0433531,0.044543,0.0421429,0.0540777,0.00601076,0.00666231,0.0424962,0.037667,0.0316757,0,0,0.0398207,0.00243055,0.00276121,0.00206075,0.0044196,0.00962582,0,0,0,0.00443016,0.0227832,0.0381498,0.0963344,0
173,0,0,0,0,0.00292761,0.00264956,0,0,0,0.0420143,0.0208656,0.0227957,0.00601044,0,0,0.0043087,0,0.0163175,0.00198722,0.0390558,0.022399,0.0198316,0.00841393,0.00346571,0.00554355,0.00824764,0.00985032,0.0126021,0.0333157,0.00496091,0.00691696,0.0053198,0.00627881,0.0476992,0.00134656,0.00105428,0.0275704,0.0212286,0.0258786,0.00637477,0.0040312,0,0,0.00901245,0,0.0142278,0.00263045,0.0443297,0.0325191,0.0235665,0.0121854,0.00859919,0.00544556,0.0180701,0.0133035,0.0124055,0,0,0.0241264,0.00215095,0.00307546,0.0022931,0.00315487,0.00228004,0,0,0,0.00439947,0.0109113,0.0239449,0,0
174,0,0,0,0,0.00302703,0.00299977,0,0,0,0.0421453,0.0208094,0.0225372,0.00580169,0,0,0.00434593,0,0.0163222,0.00202215,0.0394891,0.0226632,0.0195345,0.00830134,0.00298515,0.00593063,0.00855218,0.00989981,0.0124687,0.0332225,0.00473165,0.00693698,0.00508901,0.00626885,0.0479274,0.00138441,0.00105238,0.0213708,0.0211613,0.0254019,0.00776789,0.00414072,0,0,0.00895615,0,0.0141951,0.00277307,0.0439666,0.0343274,0.0225992,0.0105738,0.00878439,0.00538332,0.0156569,0.0135034,0.0133842,0,0,0.0170886,0.00210261,0.00318126,0.00231804,0.00357663,0.00189264,0,0,0,0.00437927,0.0108997,0.0242112,0,0
175,0,0,0,0,0.00320328,0.00336425,0,0,0,0.0422725,0.0207311,0.0223891,0.00564072,0,0,0.00442389,0,0.0163771,0.0020597,0.04001,0.0224892,0.019226,0.00800055,0.00265183,0.0062482,0.00886532,0.00994772,0.0121548,0.0331005,0.0044784,0.00696146,0.00453192,0.00624832,0.0480731,0.00133801,0.00106941,0.0168305,0.02108,0.0258971,0.00914795,0.00424155,0,0,0.00877511,0,0.0141673,0.00285216,0.0437087,0.0358445,0.0218303,0.0100046,0.00900352,0.0052367,0.0134168,0.0144347,0.0147504,0,0,0.0117498,0.00197443,0.00324306,0.00236344,0.00400271,0.00178224,0,0,0,0.00436847,0.0113327,0.0249016,0,0
176,0,0,0,0,0.00345739,0.00379048,0,0,0,0.0422901,0.0207651,0.0222391,0.00557483,0,0,0.00453337,0,0.0164781,0.00215176,0.0404756,0.0223472,0.0190327,0.00759165,0.00245859,0.00656072,0.00906588,0.00993036,0.0121939,0.0329685,0.00423609,0.00709374,0.00443869,0.00618012,0.0482742,0.00131341,0.00114138,0.0149005,0.0209917,0.0268833,0.0103798,0.00426901,0,0,0.00840135,0,0.0141551,0.00295724,0.0436135,0.0366104,0.0213609,0.010451,0.00943945,0.00504984,0.0114358,0.0159255,0.0164269,0,0,0.0104522,0.00176614,0.00336875,0.00248457,0.00448524,0.00195355,0,0,0,0.00439724,0.0121424,0.025853,0,0
177,0,0,0,0,0.00365734,0.00411934,0,0,0,0.042,0.0208324,0.0217487,0.00566753,0,0,0.00469602,0,0.0165457,0.00225462,0.040734,0.0221656,0.018779,0.00710307,0.00258441,0.00686754,0.00907168,0.00974211,0.0120257,0.0327934,0.00408201,0.00730507,0.0045063,0.00607319,0.0483807,0.00142792,0.00119358,0.0154769,0.0209278,0.0281857,0.0112816,0.00438995,0,0,0.00809267,0,0.0141449,0.0030942,0.0436579,0.0373681,0.0211276,0.0110494,0.00983751,0.00491015,0.00966521,0.0166289,0.0178514,0,0,0.0127591,0.001584,0.00354104,0.00260608,0.00479856,0.00216731,0,0,0,0.00440861,0.0130472,0.0266331,0,0
178,0,0,0,0,0.00344749,0.00310736,0,0,0,0.0414597,0.0210131,0.0210563,0.00575066,0,0,0.0045681,0,0.0163688,0.00208283,0.0407588,0.0220559,0.0183823,0.00648018,0.00293271,0.00680094,0.00895843,0.00945095,0.01154,0.0326592,0.00398815,0.00757669,0.00439494,0.00611457,0.0480934,0.001427,0.00116166,0.0174681,0.0218744,0.0297244,0.0118386,0.00325901,0,0,0.00411947,0,0.0153331,0.00490246,0.0435592,0.0389823,0.0212186,0.0113128,0.0106701,0.0054765,0.00841926,0.0172922,0.0187725,0,0,0.0160648,0.00275933,0.005693,0.00279886,0.00442816,0.00347634,0,0,0,0.00443788,0.0136511,0.0270634,0,0
179,0,0,0,0,0.00373173,0.00443086,0,0,0,0.0409247,0.0208289,0.019734,0.00607948,0,0,0.0048837,0,0.016567,0.00245468,0.0408248,0.0212059,0.0183792,0.00572366,0.00312995,0.00699796,0.00852012,0.00884236,0.0108812,0.0322386,0.0039755,0.00774622,0.00400113,0.00576317,0.0481417,0.00154253,0.00128543,0.0190944,0.0209451,0.0306862,0.0118051,0.00440797,0,0,0.00644782,0,0.0142503,0.00338373,0.043215,0.0411402,0.0212512,0.0115388,0.010366,0.00457139,0.00773378,0.0172796,0.0196117,0,0,0.0187173,0.00120596,0.00392764,0.00268026,0.00521653,0.00234151,0,0,0,0.00446342,0.0140999,0.0272365,0,0
180,0,0,0,0,0.00387958,0.00453705,0,0,0,0.0400408,0.020803,0.018381,0.00630875,0,0,0.00488644,0,0.0166384,0.00253435,0.0407283,0.0206142,0.018318,0.00479034,0.00331427,0.00714389,0.00807824,0.00821941,0.0100193,0.0319355,0.00411892,0.00792489,0.00370686,0.00559665,0.0478233,0.00151898,0.0013761,0.0196744,0.020951,0.0308036,0.0115942,0.00454018,0,0,0.00608255,0,0.0143268,0.00355207,0.0427036,0.0429178,0.0214594,0.0115961,0.0103452,0.00420236,0.00787716,0.0172517,0.019667,0,0,0.0195503,0.00115541,0.00394248,0.00271647,0.00537033,0.00243603,0,0,0,0.00450222,0.014156,0.0273494,0,0
181,0,0,0,0,0.00402864,0.00458298,0,0,0,0.039083,0.0207778,0.0170706,0.00656194,0,0,0.00486383,0,0.0166432,0.00249424,0.0405655,0.0199267,0.0182881,0.00373071,0.00343618,0.00720558,0.00758868,0.00753377,0.00903171,0.0316884,0.00439586,0.00810102,0.00350875,0.00543165,0.047442,0.00143965,0.00143588,0.018806,0.0210055,0.0301208,0.0112122,0.00469252,0,0,0.00570394,0,0.0144057,0.00359734,0.0424295,0.0427284,0.021773,0.0115622,0.0101705,0.00382969,0.00869758,0.0176046,0.0190318,0,0,0.0186982,0.00123456,0.00390694,0.00266025,0.00541807,0.00250138,0,0,0,0.0045515,0.0139708,0.0273417,0,0
182,0,0,0,0,0.00409824,0.00452649,0,0,0,0.0379739,0.0207617,0.015648,0.00677645,0,0,0.00477921,0,0.0166622,0.00235612,0.0403386,0.0191533,0.0182771,0.00306607,0.00354123,0.00712478,0.00710193,0.00678217,0.00793136,0.0315265,0.00480798,0.00826655,0.00341013,0.00531384,0.0469962,0.00134009,0.00142705,0.0169995,0.0210727,0.0294233,0.0106668,0.0048632,0,0,0.00526084,0,0.0144678,0.0035674,0.0425463,0.0405535,0.0222696,0.011319,0.00985307,0.00344567,0.0100904,0.0178381,0.0179887,0,0,0.0167572,0.00139464,0.00380014,0.00250407,0.00530892,0.00252839,0,0,0,0.00459226,0.0136925,0.02743,0,0
183,0,0,0,0,0.00410399,0.00443831,0,0,0,0.0369927,0.0207289,0.014435,0.00698258,0,0,0.00462065,0,0.0166447,0.00222196,0.0400893,0.0185519,0.0182823,0.00243453,0.00367593,0.00694382,0.00658287,0.00589792,0.00681845,0.0314505,0.00525639,0.00859264,0.0034658,0.00523272,0.0468782,0.0011911,0.00137,0.0157309,0.0211568,0.029494,0.0100732,0.00499658,0,0,0.00476337,0,0.0145381,0.00353462,0.0427724,0.0383126,0.0228522,0.0107677,0.00927925,0.00310909,0.0117091,0.0162834,0.0168077,0,0,0.0143234,0.00162473,0.0036871,0.0023772,0.00514207,0.00257818,0,0,0,0.00463307,0.0134541,0.0282411,0,0
184,0,0,0,0,0.00431701,0.0044944,0,0,0,0.0358204,0.0207172,0.013242,0.00702672,0,0,0.00426947,0,0.0166637,0.00212049,0.0398692,0.0179814,0.0183017,0.00203734,0.00376833,0.00710371,0.00610553,0.00502268,0.00560463,0.0313923,0.00579391,0.00875588,0.0035397,0.0052444,0.0462869,0.000879664,0.00132663,0.0160561,0.0211784,0.0297834,0.00959974,0.00524962,0,0,0.00456267,0,0.0145831,0.00357619,0.0429269,0.0381215,0.0233198,0.0102589,0.00879513,0.00269402,0.0130057,0.0151611,0.0160058,0,0,0.0115857,0.00188586,0.00358388,0.0023503,0.00514496,0.00290519,0,0,0,0.00464698,0.0133584,0.0295601,0,0
185,0,0,0,0,0.00414974,0.00450263,0,0,0,0.034314,0.020693,0.0119465,0.00709922,0,0,0.00407242,0,0.0167147,0.00211564,0.0396661,0.0174141,0.0183362,0.00221365,0.00404028,0.00691659,0.00556937,0.00402781,0.00419579,0.0313535,0.00637126,0.0089529,0.00367202,0.00532021,0.0458046,0.000759277,0.00134282,0.0187147,0.0211228,0.0295425,0.00914137,0.00538483,0,0,0.00470491,0,0.0145497,0.00374782,0.0428811,0.0384946,0.02374,0.0105023,0.00834045,0.00270207,0.0139471,0.0148601,0.0159447,0,0,0.0122572,0.00225651,0.00371921,0.00241311,0.00517255,0.00296535,0,0,0,0.00469794,0.013469,0.0299053,0,0
186,0,0,0,0,0.00385312,0.00433304,0,0,0,0.0326397,0.0206734,0.0106964,0.00735201,0,0,0.00388747,0,0.0167285,0.00213683,0.0394859,0.0172254,0.0182934,0.0030269,0.00455255,0.00668128,0.00498202,0.00309532,0.00279748,0.0313319,0.00689209,0.00926189,0.00390787,0.00554338,0.0454351,0.000677354,0.00139199,0.0217579,0.021102,0.0290579,0.0087778,0.00556774,0,0,0.00484953,0,0.014527,0.00387423,0.0427064,0.0385011,0.0240452,0.0115926,0.00788483,0.0028207,0.0144109,0.0149354,0.0164302,0,0,0.0140347,0.0025015,0.00378641,0.00249044,0.00505282,0.00290401,0,0,0,0.00476921,0.0135862,0.0281975,0,0
187,0,0,0,0,0.00338515,0.00203786,0,0,0,0.0303812,0.020947,0.00994055,0.0075718,0,0,0.0035286,0,0.0165633,0.00167988,0.0393521,0.0174277,0.0180656,0.00447342,0.00446148,0.00603945,0.00436891,0.00243227,0.00189067,0.0312014,0.00746791,0.00949482,0.00427276,0.00568214,0.0450531,0.00139406,0.00114065,0.0253736,0.0227817,0.0295259,0.00861022,0.00647631,0,0,0.0165594,0,0.0166146,0.0103294,0.0425164,0.0372822,0.024297,0.0118275,0.00795797,0.00645578,0.0144423,0.0148674,0.0169098,0,0,0.0181519,0.006526,0.0106899,0.00550533,0.00459958,0.00434152,0,0,0,0.00489293,0.0134854,0.0259299,0,0
