Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LWRA,RTHI,RTIBI,RTIBA,
27,0,0,0,0,0.00202701,0.00121343,0,0,0,0.0100947,0.0219158,0.00562997,0.0028121,0,0,0.00476153,0,0.0159672,0.00117678,0.0405108,0.0110182,0.0189669,0.0103082,0.0036698,0.00899808,0.00640466,0.0123224,0.0101161,0.026501,0.00674574,0.0109811,0.00476662,0.00926896,0.0104701,0.00451263,0.00117245,0.0299632,0.0220482,0.0288214,0.0065512,0.00686595,0,0,0.00649403,0,0.0150903,0.00387435,0.0418795,0.0365671,0.0165522,0.0103206,0.00678202,0.0031813,0.016905,0.00201123,0.0104055,0.017686,0.0259,0.0167549,0.00596225,0.00261385,0.00204597,0.00110388,0.0031617,0,0,0,0.00409758,0.00777446,0.0184185,0.0188547,0
28,0,0,0,0,0.00252231,0.000884201,0,0,0,0.0115756,0.0221742,0.00577043,0.0029728,0,0,0.00365781,0,0.0158406,0.000966485,0.0404571,0.0105398,0.0189866,0.00933217,0.00297141,0.00912482,0.00616499,0.0110869,0.00961858,0.0266389,0.00630431,0.010763,0.00469617,0.0092112,0.0122004,0.00375045,0.00116519,0.0244001,0.0221491,0.021261,0.00639198,0.00680493,0,0,0.00567237,0,0.0150267,0.00313463,0.040428,0.0238979,0.0150446,0.0137319,0.00733342,0.0028656,0.0195436,0.00338144,0.00513327,0.00927833,0.0134449,0.00285071,0.00523005,0.00208532,0.00183685,0.00113424,0.00379718,0,0,0,0.00410791,0.00458082,0.0133104,0.0178536,0
29,0,0,0,0,0.00275616,0.000923834,0,0,0,0.0127396,0.0222984,0.00600483,0.00299804,0,0,0.00299827,0,0.0157845,0.000949905,0.0405971,0.00997592,0.0190383,0.0080764,0.00304924,0.00904029,0.00569984,0.0098305,0.00881137,0.0267535,0.00561353,0.00985052,0.00451371,0.0092168,0.0135925,0.00324838,0.00115512,0.0230342,0.0221833,0.0194129,0.00680708,0.00663054,0,0,0.00542868,0,0.0149626,0.00288043,0.0400094,0.0223323,0.0147766,0.0151618,0.00702495,0.00283987,0.0194003,0.00470789,0.00487746,0.0097731,0.0140125,0.00791781,0.00495024,0.00185299,0.00165021,0.00146049,0.0040134,0,0,0,0.00409098,0.00421482,0.0136593,0.0174552,0
30,0,0,0,0,0.0030855,0.00115036,0,0,0,0.0143245,0.0224329,0.0065455,0.00315684,0,0,0.00229339,0,0.0157456,0.001102,0.0406434,0.00938722,0.0190649,0.00705466,0.00302044,0.00910583,0.00537847,0.00890326,0.00817796,0.0268675,0.00500301,0.0090437,0.00442989,0.00910838,0.0154513,0.00270632,0.0011668,0.0220989,0.0222732,0.0173432,0.00720115,0.00637595,0,0,0.0053205,0,0.0149193,0.00263532,0.0395517,0.0195495,0.0144967,0.0160662,0.00672455,0.00276519,0.0195608,0.005362,0.00483853,0.00989563,0.0140093,0.0139968,0.00455293,0.00163952,0.00143458,0.0019772,0.00422987,0,0,0,0.00411995,0.00395162,0.0136955,0.0174006,0
31,0,0,0,0,0.00374801,0.00137871,0,0,0,0.0163179,0.022603,0.00754889,0.00318748,0,0,0.00107214,0,0.0156089,0.00153105,0.0413044,0.00914928,0.0185641,0.00697128,0.00320916,0.00931765,0.00504803,0.00829181,0.00814749,0.026569,0.00462587,0.00868684,0.00457149,0.00918205,0.0176325,0.00193571,0.00125984,0.0269026,0.0224501,0.0169767,0.00926157,0.00657431,0,0,0.00556436,0,0.014911,0.00241264,0.0398134,0.0128648,0.0132703,0.00634592,0.00594084,0.00252073,0.0225587,0.0082735,0.00369596,0.00403443,0.00557124,0.0277588,0.00408807,0.00138103,0.00124025,0.00260396,0.00523453,0,0,0,0.0041422,0.00224593,0.00983613,0,0
32,0,0,0,0,0.00324099,0.00347598,0,0,0,0.0169485,0.0227836,0.00738233,0.0024439,0,0,0.00168738,0,0.0154436,0.00161722,0.0401834,0.0083753,0.0191074,0.00577832,0.00319449,0.00861655,0.00473698,0.00777199,0.00737759,0.0268477,0.00363955,0.00780392,0.00395162,0.00873042,0.0184701,0.00158866,0.00124968,0.0243819,0.0235054,0.0145925,0.00782121,0.00864622,0,0,0.013045,0,0.0165345,0.00523736,0.0390835,0.0144601,0.0143971,0.0172247,0.00505023,0.00453926,0.0201393,0.00645891,0.00554904,0.00890106,0.0134967,0.0274378,0.00490068,0.007139,0.00531378,0.00353682,0.00546006,0,0,0,0.004205,0.00364978,0.0123215,0.0176394,0
33,0,0,0,0,0.00375773,0.002754,0,0,0,0.0184316,0.0226359,0.00794742,0.00213903,0,0,0.00077837,0,0.0155426,0.00192349,0.0397555,0.00787461,0.0191493,0.00546135,0.00293303,0.00855236,0.0045877,0.00741312,0.00732051,0.0269973,0.00318289,0.00772187,0.00380609,0.00853734,0.0201495,0.00126492,0.00120375,0.0266425,0.0230799,0.0152098,0.00798537,0.00637302,0,0,0.00586162,0,0.0157604,0.00189824,0.0391071,0.0136265,0.0147385,0.0186628,0.00428714,0.00232483,0.0200718,0.00711481,0.00573534,0.00880354,0.0134611,0.0316248,0.00368053,0.00376373,0.00320388,0.00296703,0.004458,0,0,0,0.00413222,0.0043144,0,0.0174949,0
34,0,0,0,0,0.00390654,0.0030174,0,0,0,0.0199003,0.0226333,0.00878351,0.00196419,0,0,0.00107924,0,0.0155171,0.00211604,0.0394379,0.00771542,0.0191683,0.00489177,0.00273805,0.00803354,0.00434422,0.00686283,0.00720514,0.0274298,0.00275815,0.00770184,0.00381782,0.00832634,0.0217645,0.00105962,0.00111458,0.0262953,0.0231843,0.0140905,0.00800517,0.00615218,0,0,0.00614964,0,0.015879,0.00196462,0.0391137,0.0119977,0.0153294,0.019053,0.00321375,0.00245481,0.0198549,0.00625603,0.00544991,0.00826724,0.0131639,0.0314863,0.00356578,0.00424191,0.00352813,0.00303038,0.0043767,0,0,0,0.00412862,0.0045425,0.012248,0.0180794,0
35,0,0,0,0,0.00391266,0.00264527,0,0,0,0.0213763,0.0225542,0.0097142,0.00162774,0,0,0.0014271,0,0.0155234,0.00218693,0.0390615,0.00792619,0.0191991,0.0041687,0.00251008,0.00740093,0.00403782,0.00619883,0.00692326,0.0278494,0.00236362,0.00746206,0.0038845,0.00805583,0.0232779,0.0010334,0.000979183,0.025902,0.0230099,0.0136026,0.00788478,0.00508874,0,0,0.0038417,0,0.0155427,0.000771559,0.0389878,0.0128959,0.0161317,0.0199662,0.00237932,0.00220872,0.0188783,0.005758,0.00538889,0.00852245,0.0131099,0.0304533,0.00314872,0.00291709,0.0026306,0.00263716,0.00400203,0,0,0,0.00413819,0.00438828,0,0.0181788,0
36,0,0,0,0,0.00383861,0.00259117,0,0,0,0.0224897,0.0225836,0.0105327,0.00162381,0,0,0.00165795,0,0.0155573,0.00229888,0.038646,0.00826291,0.0192111,0.00354353,0.00242784,0.00659291,0.00366244,0.00554877,0.0066423,0.0283219,0.00194641,0.00702609,0.00390177,0.00785659,0.0245926,0.000971327,0.000915389,0.0248972,0.0230732,0.0125146,0.00772107,0.00440271,0,0,0.00356688,0,0.0155281,0.000559845,0.038655,0.0125845,0.0170377,0.0204519,0.00203682,0.00237122,0.0179204,0.00617119,0.00541878,0.00867273,0.0131438,0.02832,0.00288319,0.00277475,0.00247272,0.00246504,0.00362942,0,0,0,0.00416743,0.00396332,0,0.0187644,0
37,0,0,0,0,0.00362586,0.00248506,0,0,0,0.0232536,0.0225574,0.0111941,0.00191491,0,0,0.00184253,0,0.0155218,0.00234483,0.0382549,0.00851406,0.0192635,0.00323798,0.00265917,0.00573207,0.00342059,0.00507501,0.0065438,0.0288739,0.00160737,0.00634877,0.0037652,0.00781039,0.0256366,0.000934319,0.000907689,0.023947,0.0231402,0.011783,0.00754177,0.00375842,0,0,0.00346318,0,0.015503,0.000695169,0.0383197,0.0123007,0.0180072,0.0215474,0.00252621,0.00261295,0.0173358,0.0066324,0.0059003,0.00907313,0.0135746,0.0269773,0.0026932,0.00250693,0.00237269,0.00240444,0.00316323,0,0,0,0.00417061,0.00360936,0,0.0191826,0
38,0,0,0,0,0.00325842,0.00225837,0,0,0,0.0236807,0.0224541,0.0115684,0.0020704,0,0,0.00187695,0,0.0155126,0.0023331,0.0380145,0.00853278,0.0192658,0.00374097,0.00272683,0.00491871,0.00333672,0.00465334,0.00655319,0.0292566,0.00146219,0.00513997,0.00331374,0.00792238,0.0261784,0.000818741,0.000888132,0.0231107,0.0231509,0.0112182,0.00720708,0.00328619,0,0,0.00361963,0,0.0154604,0.000899726,0.0382102,0.0121848,0.0189467,0.0228293,0.002973,0.00292114,0.0169348,0.00599412,0.00674144,0.00959353,0.0143345,0.0259615,0.0026996,0.0022814,0.0023091,0.00256472,0.00276226,0,0,0,0.00412705,0.00422371,0,0.0195572,0
39,0,0,0,0,0.00282042,0.00196956,0,0,0,0.0243602,0.0222871,0.0118905,0.00204068,0,0,0.00177451,0,0.0154837,0.00223122,0.0379149,0.00843401,0.0193247,0.00444107,0.00261095,0.00418415,0.00324844,0.00436123,0.0066639,0.0294216,0.00177699,0.00412312,0.00308521,0.0080099,0.0269144,0.000653214,0.000938533,0.0224628,0.0231437,0.0107073,0.00661083,0.00296039,0,0,0.00383963,0,0.0153887,0.00105193,0.0385333,0.0120691,0.0198351,0.0237834,0.00328995,0.00327372,0.0164563,0.00440556,0.00764386,0.0101273,0.0154074,0.0248972,0.00285042,0.00218075,0.00223763,0.00292665,0.00249,0,0,0,0.0040998,0.00491919,0,0.0198475,0
40,0,0,0,0,0.00234702,0.00159158,0,0,0,0.0250655,0.0222309,0.0123804,0.00181553,0,0,0.00163825,0,0.0153492,0.00227015,0.0378309,0.00862955,0.0194627,0.00513178,0.0026244,0.00351349,0.0032034,0.0042686,0.00693091,0.0296032,0.00233475,0.00349029,0.00334155,0.00804083,0.0276592,0.000617427,0.00121719,0.0218187,0.0231706,0.0101883,0.00586439,0.00279171,0,0,0.00411301,0,0.0153229,0.00123289,0.0390403,0.0120106,0.0206729,0.0244167,0.00357551,0.00361626,0.0163786,0.00398088,0.00843316,0.0106375,0.0161992,0.0236445,0.00296632,0.00213739,0.00214597,0.00314362,0.00246251,0,0,0,0.00415415,0.00571056,0,0.01976,0
41,0,0,0,0,0.00248093,0.00326897,0,0,0,0.0254952,0.0225487,0.0130474,0.00161421,0,0,0.00177203,0,0.0151485,0.00243522,0.0377316,0.0091906,0.0193576,0.00604387,0.00253728,0.0027342,0.00319243,0.00431964,0.00720967,0.0298416,0.00298068,0.00319866,0.00356972,0.00804872,0.0280781,0.00154986,0.00143306,0.0209332,0.024076,0.00960535,0.00542188,0.00516534,0,0,0.0114504,0,0.0167195,0.00501499,0.0396148,0.0118282,0.0214436,0.0248754,0.0040015,0.00590873,0.0168512,0.00383307,0.00905425,0.0110594,0.0156099,0.0225666,0.00410726,0.00832154,0.00573212,0.00534863,0.00383499,0,0,0,0.00427539,0.00669541,0,0.0192584,0
42,0,0,0,0,0.0017278,0.00173927,0,0,0,0.0263196,0.0225515,0.0141185,0.00182673,0,0,0.00150125,0,0.0152033,0.0023207,0.0376178,0.0100772,0.0193578,0.00677198,0.00262483,0.0022253,0.00336741,0.00447376,0.00749673,0.0301514,0.00353513,0.00315375,0.00373557,0.00801821,0.0289379,0.00135569,0.00159009,0.0200303,0.0236567,0.00930436,0.00488909,0.00362949,0,0,0.00473039,0,0.0159249,0.00194268,0.0402444,0.012202,0.0220891,0.0255585,0.00386102,0.00476052,0.0175759,0.00410662,0.00958427,0.0113309,0.0154748,0.0216374,0.00333619,0.00513891,0.00383617,0.00378792,0.00371938,0,0,0,0.00435516,0.00678097,0,0.018497,0
43,0,0,0,0,0.00195985,0.00155787,0,0,0,0.0274143,0.0226202,0.0152133,0.00236687,0,0,0.00142902,0,0.0152172,0.00234607,0.0375134,0.0110584,0.0193772,0.00734998,0.00289974,0.0020161,0.00377677,0.00499827,0.00801591,0.0305524,0.00403498,0.00338556,0.00399625,0.00787301,0.0301561,0.00153077,0.00185667,0.019383,0.0236252,0.00941346,0.00442174,0.00355141,0,0,0.0043313,0,0.0158621,0.00180864,0.0409029,0.0134615,0.0227555,0.0264853,0.00386337,0.00509534,0.0188057,0.00452559,0.00998654,0.0117657,0.0157785,0.0209486,0.00341615,0.00509903,0.00376792,0.00328125,0.00420884,0,0,0,0.00439211,0.00601907,0,0.0176425,0
44,0,0,0,0,0.00219351,0.00133777,0,0,0,0.0283246,0.0226484,0.016203,0.0030352,0,0,0.00119503,0,0.0151974,0.00224431,0.037428,0.0122622,0.0194375,0.00801551,0.00315687,0.00159975,0.0043058,0.00558613,0.00845348,0.0308476,0.00452097,0.00368169,0.0043639,0.00777262,0.0311221,0.00171935,0.00194173,0.0189616,0.0235771,0.00964835,0.00407168,0.00366191,0,0,0.00372214,0,0.0157217,0.00171311,0.0414904,0.0141395,0.0234578,0.0272502,0.00429681,0.00546044,0.019449,0.0047624,0.0100124,0.0120799,0.0164328,0.0208451,0.00353084,0.00524825,0.00369513,0.00286438,0.00486625,0,0,0,0.00441943,0.00584192,0,0.0172412,0
45,0,0,0,0,0.00256791,0.00128443,0,0,0,0.0293009,0.0226298,0.0170795,0.00326746,0,0,0.0010171,0,0.0151519,0.00209785,0.0373467,0.0132616,0.0196363,0.00867735,0.0034503,0.00142538,0.00440636,0.00618259,0.00870531,0.0311257,0.00499592,0.00395956,0.00464894,0.00767516,0.0320734,0.00189956,0.00194348,0.0189523,0.023521,0.00980441,0.00379171,0.00378647,0,0,0.00352455,0,0.0156243,0.00174359,0.0419194,0.0145465,0.0241876,0.0277417,0.00505424,0.00580913,0.0196141,0.00475665,0.00960735,0.0123114,0.0182182,0.0206892,0.00359419,0.00544654,0.00367599,0.0026373,0.00545903,0,0,0,0.0044681,0.00598247,0,0.0173095,0
46,0,0,0,0,0.002967,0.00136477,0,0,0,0.0303616,0.022598,0.0179977,0.00358807,0,0,0.000943094,0,0.0151786,0.00186788,0.0372331,0.0141978,0.0199362,0.0093056,0.00367968,0.00173832,0.00453408,0.00672769,0.00909135,0.0314639,0.0054484,0.00406937,0.00489416,0.00768834,0.0330538,0.00210742,0.00167973,0.0191948,0.0234652,0.0104295,0.00370883,0.00388365,0,0,0.00348237,0,0.015539,0.00177045,0.0422312,0.015523,0.0249005,0.0285355,0.00597511,0.00606359,0.02024,0.00513932,0.0091674,0.0127959,0.0194136,0.0207071,0.00360039,0.00568873,0.00363897,0.00266387,0.00605087,0,0,0,0.00443917,0.00606704,0,0.017306,0
47,0,0,0,0,0.00326835,0.00145166,0,0,0,0.0311686,0.0224112,0.0188053,0.00411086,0,0,0.00106554,0,0.0152187,0.00172891,0.0371218,0.014877,0.0199992,0.00983933,0.0038096,0.00237869,0.00471832,0.00717099,0.00957578,0.0316959,0.00581505,0.00412912,0.00501606,0.00774955,0.0339956,0.0022969,0.00129022,0.0181184,0.0234188,0.011145,0.00378204,0.00392453,0,0,0.00348628,0,0.0155176,0.00175532,0.0423659,0.0169382,0.0253886,0.0299965,0.00699452,0.00615927,0.0203394,0.00613708,0.00920181,0,0.0118453,0.0195935,0.00354254,0.00591675,0.00360562,0.00281666,0.00655038,0,0,0,0.00433998,0.00624046,0,0.0168532,0
48,0,0,0,0,0.00355439,0.00157668,0,0,0,0.031939,0.022413,0.0194592,0.00464098,0,0,0.00101657,0,0.0152704,0.00162135,0.0370451,0.0155913,0.0200828,0.0104858,0.00389184,0.00318085,0.00489304,0.00763306,0.0101116,0.0319094,0.00612388,0.00423441,0.00523842,0.00782674,0.0349239,0.00229978,0.00107879,0.0174702,0.0233756,0.012284,0.00379536,0.00400349,0,0,0.00340483,0,0.0155366,0.0017727,0.0424971,0.0186276,0.025976,0.030917,0.00831453,0.00626402,0.0195458,0.00701605,0.00924606,0,0.0317907,0.019834,0.00346331,0.00600519,0.00363406,0.00302153,0.00703913,0,0,0,0.0043441,0.00604108,0,0.0168698,0
49,0,0,0,0,0.00375609,0.00174877,0,0,0,0.0327428,0.0225288,0.0200146,0.00506967,0,0,0.000894564,0,0.0153194,0.00152203,0.0368345,0.0163476,0.0202595,0.0110562,0.00401558,0.00412907,0.00510375,0.00814183,0.0106433,0.0321881,0.00641876,0.004444,0.0055707,0.00786514,0.0356523,0.00222327,0.000985396,0.0173782,0.0233709,0.0131604,0.00395925,0.00408112,0,0,0.00324627,0,0.0154804,0.00173351,0.0426204,0.0197083,0.0265752,0.031443,0.00954452,0.00642033,0.0197447,0.00744985,0.00902496,0,0.0446064,0.0205707,0.00338077,0.00591618,0.00355982,0.00329283,0.00741201,0,0,0,0.0043851,0.00585835,0,0.0174334,0
50,0,0,0,0,0.00437677,0.00235239,0,0,0,0.0334403,0.0225355,0.0206347,0.00543933,0,0,0.00166496,0,0.0153137,0.00199711,0.0365473,0.0172314,0.0204316,0.0115287,0.00407926,0.00548021,0.0055829,0.00859515,0.0110833,0.0324588,0.00673196,0.00470749,0.00582696,0.00786018,0.0362288,0.00282431,0.000981533,0.0180777,0.0239949,0.01399,0.00432771,0.00445604,0,0,0.0114939,0,0.0165391,0.00573563,0.0427745,0.0204911,0.0270366,0.0316776,0.0106991,0.00881058,0.0206553,0.00751913,0.00862244,0,0.0431415,0.0216616,0.00414697,0.0107714,0.00635768,0.00446913,0.00793845,0,0,0,0.00440825,0.00574573,0,0.0181536,0
51,0,0,0,0,0.00379435,0.00147476,0,0,0,0.0342647,0.0223251,0.0213358,0.0060762,0,0,0.00206814,0,0.0154775,0.00205106,0.0363577,0.0180708,0.0206587,0.0117761,0.00431066,0.00579592,0.00598285,0.00887339,0.0114419,0.0326827,0.006944,0.00486831,0.00609457,0.00780081,0.0370681,0.00232917,0.00076331,0.0190214,0.0232874,0.0145326,0.00451558,0.00421579,0,0,0.00293058,0,0.0153908,0.00137109,0.0430848,0.0212687,0.0273829,0.0316726,0.0108502,0.0066199,0.0216072,0.00759563,0.00843272,0,0.040242,0.0223529,0.00323415,0.00584748,0.00335697,0.00319855,0.00756029,0,0,0,0.00441496,0.00583304,0,0.0190961,0
52,0,0,0,0,0.0039448,0.00146882,0,0,0,0.0346058,0.0222292,0.0219155,0.0064867,0,0,0.00261085,0,0.0154053,0.00214271,0.0363407,0.0188512,0.0208264,0.011946,0.00448853,0.00697452,0.00611426,0.00898807,0.0116762,0.0329468,0.00715332,0.00509908,0.00632471,0.0077839,0.0375048,0.00261849,0.000560293,0.0198948,0.0232877,0.0146694,0.00487826,0.00430888,0,0,0.00274937,0,0.0154093,0.00145499,0.0433412,0.0213999,0.0278229,0.0313085,0.0114125,0.00676979,0.0224213,0.0078379,0.00854588,0,0.0392837,0.0230447,0.00316695,0.00627133,0.0034858,0.00342311,0.0076922,0,0,0,0.00445567,0.00616942,0,0.0203958,0
53,0,0,0,0,0.00413753,0.00153525,0,0,0,0.0347904,0.0221143,0.0223532,0.00650622,0,0,0.00305436,0,0.0153575,0.00220755,0.0364218,0.0195235,0.0210237,0.0121926,0.00476122,0.00816081,0.00615646,0.00898579,0.0118622,0.033145,0.00738874,0.00538046,0.00650272,0.00780435,0.0377252,0.00288985,0.000403803,0.0204404,0.0233148,0.0140038,0.00523987,0.00440884,0,0,0.00259349,0,0.0154522,0.00165406,0.0436326,0.0205752,0.0283269,0.0304154,0.0118008,0.00689185,0.0230363,0.00775142,0.00889985,0,0.0394138,0.0237162,0.0031071,0.00675083,0.0036464,0.00371088,0.00784549,0,0,0,0.00447078,0.00667665,0,0.0219495,0
54,0,0,0,0,0.00436518,0.00171912,0,0,0,0.0350672,0.0220429,0.0226723,0.00612564,0,0,0.00333922,0,0.0153894,0.00221476,0.0365215,0.0201607,0.0212653,0.0122966,0.00504293,0.00933531,0.00621151,0.00914526,0.0120243,0.0332863,0.00767415,0.005553,0.00675239,0.00783497,0.0380112,0.0030865,0.000243042,0.0215521,0.0233081,0.01272,0.00554312,0.0045462,0,0,0.00257299,0,0.0154894,0.00199871,0.0439918,0.0184626,0.0289092,0.0285395,0.0120107,0.00705118,0.0238588,0.00692908,0.0093822,0,0.0408555,0.0250981,0.00303169,0.00724729,0.00384215,0.00405336,0.00799303,0,0,0,0.00448018,0.00748437,0.0165402,0.0239359,0
55,0,0,0,0,0.00468614,0.00203012,0,0,0,0.0352715,0.0218381,0.0229144,0.00627305,0,0,0.00348939,0,0.0154112,0.00216699,0.0365992,0.0207945,0.0214693,0.012439,0.00541731,0.0104652,0.00615631,0.00927767,0.0121532,0.0333826,0.00789919,0.00565752,0.00696945,0.00791416,0.0381966,0.00317655,0.000211352,0.0214321,0.0232386,0.0108512,0.00553298,0.00470835,0,0,0.00296473,0,0.015526,0.00243974,0.0442628,0.0160957,0.0296062,0.0267156,0.0124395,0.00721995,0.0239681,0.00659248,0.00994712,0,0.0422789,0.0253868,0.00306149,0.0077693,0.00402966,0.00445952,0.00821052,0,0,0,0.0044446,0.00798155,0.0147575,0.0257231,0
56,0,0,0,0,0.0050647,0.00241268,0,0,0,0.0353352,0.0216538,0.0231117,0.00692298,0,0,0.00358521,0,0.0154552,0.00200816,0.0365532,0.0213675,0.0216728,0.0124624,0.00573288,0.0115095,0.00605285,0.00938681,0.0122734,0.033477,0.00808371,0.00577734,0.00720096,0.0079743,0.0383584,0.00320115,0.000353341,0.0210088,0.0231275,0.00825338,0.00544756,0.00483712,0,0,0.00377649,0,0.01556,0.00292565,0.0443378,0.0134688,0.0303522,0.0242262,0.012898,0.00738251,0.0240425,0.00623264,0.0102653,0,0.0443822,0.0251264,0.00320559,0.00819086,0.00422408,0.00491738,0.00849938,0,0,0,0.00442769,0.00835455,0.0135553,0.0275591,0
57,0,0,0,0,0.00544097,0.00276651,0,0,0,0.0351984,0.0214728,0.0231905,0.00717091,0,0,0.00368604,0,0.0155071,0.00191195,0.0363664,0.0218203,0.0216388,0.0123673,0.00609505,0.0125007,0.00600616,0.00946645,0.0123296,0.0335206,0.00823193,0.00590703,0.00737665,0.00797006,0.0383405,0.00328915,0.000523943,0.0201993,0.0230595,0.00528627,0.00539903,0.00495385,0,0,0.00458257,0,0.0155881,0.00344181,0.0443416,0.0115575,0.0311333,0.0208325,0.0131758,0.00754701,0.0240309,0.00576683,0.0103847,0,0.047216,0.0243049,0.00339577,0.00859333,0.00444586,0.0054213,0.0088596,0,0,0,0.00440118,0.00878352,0.0119355,0.029223,0
58,0,0,0,0,0.00583133,0.0032548,0,0,0,0.0351753,0.0212426,0.0232495,0.00728374,0,0,0.00374845,0,0.0155528,0.00189242,0.0362631,0.0222729,0.0215084,0.0121827,0.00629293,0.013389,0.00598931,0.00949694,0.0123244,0.0335249,0.00825714,0.00600297,0.00726056,0.00789773,0.0384271,0.00329671,0.000721376,0.0188624,0.0229453,0.00325582,0.00524338,0.0050788,0,0,0.00530855,0,0.0155413,0.003738,0.0442586,0.0114852,0.0317689,0.0174503,0.013467,0.00770418,0.0237909,0.00561118,0.0103899,0,0.0501406,0.0230617,0.00364299,0.00870193,0.00439107,0.00596083,0.0091941,0,0,0,0.00435803,0.00940283,0.0105302,0.0304928,0
59,0,0,0,0,0.00651686,0.00399236,0,0,0,0.0354132,0.0212208,0.0233763,0.00730965,0,0,0.00359393,0,0.0156098,0.00182935,0.0363346,0.0228699,0.0215738,0.0121348,0.00626547,0.0144749,0.00620439,0.00958559,0.0124046,0.0336235,0.0082587,0.00613355,0.00718261,0.00781086,0.0387245,0.00369804,0.000847267,0.0163277,0.0233056,0.00405873,0.00500841,0.00531882,0,0,0.0133854,0,0.0163235,0.00703222,0.0441269,0.0139324,0.0322626,0.0137516,0.0137744,0.00930398,0.0235804,0.00551631,0.00992667,0,0.0534585,0.0203428,0.00482512,0.0123984,0.0064802,0.00727885,0.00968259,0,0,0,0.00435828,0.009661,0.00932512,0.0317271,0
60,0,0,0,0,0.00622013,0.00393888,0,0,0,0.0359098,0.02106,0.0236051,0.00763017,0,0,0.00374411,0,0.015821,0.0017842,0.0365701,0.0235878,0.0217621,0.0119859,0.00646717,0.0142115,0.0066689,0.00970789,0.0124697,0.0337859,0.00815216,0.00622999,0.00713386,0.00768906,0.0393376,0.0030239,0.00106098,0.0125664,0.0224323,0.00729792,0.00473931,0.00513403,0,0,0.00402668,0,0.0150746,0.00314449,0.0440516,0.0175088,0.0324627,0.00965609,0.0131939,0.00728572,0.0235694,0.00557189,0.00913503,0,0.0572328,0.0166164,0.00366752,0.00710841,0.00325095,0.00623664,0.00944718,0,0,0,0.00433656,0.00806216,0.00846709,0.0329466,0
61,0,0,0,0,0.00640493,0.00424865,0,0,0,0.0362119,0.0209108,0.0237476,0.00778353,0,0,0.00382122,0,0.0157469,0.00182707,0.0369675,0.024412,0.0216808,0.0118255,0.00617013,0.0144453,0.00706316,0.00986329,0.0124724,0.0338831,0.00797263,0.00620375,0.00705947,0.00756251,0.0396863,0.00299212,0.00113975,0.00814032,0.0223539,0.0111839,0.00408619,0.0049675,0,0,0.0042535,0,0.0150817,0.0034509,0.0440757,0.0216796,0.0323768,0.00626352,0.0130971,0.00735869,0.0231515,0.00569651,0.00794902,0,0.0606075,0.0131107,0.00379193,0.00734972,0.00343575,0.00647752,0.00943644,0,0,0,0.00436219,0.00659999,0.00887992,0.0338236,0
62,0,0,0,0,0.0065072,0.00453428,0,0,0,0.0364406,0.020836,0.023719,0.0075477,0,0,0.00389967,0,0.0157367,0.00189289,0.0374348,0.0251921,0.021472,0.0117312,0.00582148,0.0146372,0.0074147,0.0100628,0.0124959,0.0339787,0.00778026,0.00612612,0.00691008,0.00745642,0.0400871,0.0030276,0.00119364,0.0039128,0.0223003,0.0152593,0.00315414,0.0048097,0,0,0.00465446,0,0.0150936,0.00378444,0.044204,0.02625,0.0320796,0.00410561,0.012997,0.00747403,0.0218476,0.00576968,0.00646824,0,0.06407,0.00994312,0.00391476,0.00765055,0.00365745,0.00665167,0.00930527,0,0,0,0.00439057,0.00561129,0.0104221,0.0342806,0
63,0,0,0,0,0.00645625,0.00457442,0,0,0,0.0368962,0.0208048,0.0236991,0.00702884,0,0,0.00391913,0,0.015788,0.00183928,0.0382408,0.0258379,0.0209585,0.0115413,0.00520338,0.014339,0.00792355,0.0103575,0.0126106,0.0340176,0.00742466,0.00599102,0.00661852,0.0073288,0.0407561,0.00290869,0.00121196,0.00558969,0.0223302,0.0218099,0.00195843,0.00461425,0,0,0.00508315,0,0.0151431,0.0040272,0.043949,0.0332768,0.0313352,0.00600992,0.0128974,0.00771122,0.0202147,0.00463444,0.00408673,0,0.0679992,0.00810794,0.00397951,0.00799213,0.00380405,0.00645386,0.00885756,0,0,0,0.00438886,0.00462561,0.0144984,0.0343121,0
