Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
188,0,0,0,0,0.0149839,0.0149488,0,0,0,0.0420587,0.0206518,0.0260452,0.00775187,0,0,0.00979074,0,0.0161931,0.00721898,0.0349807,0.0186984,0.0227935,0.0196834,0.0153717,0.0196041,0.00418762,0.0193264,0.0105343,0.0333592,0.0163677,0.0270252,0.0157054,0.00298879,0.0431403,0.00735322,0.0046196,0.0042344,0.031447,0.0185699,0.037609,0.00665988,0.00464161,0,0,0.0289736,0,0.011644,0.0179712,0.0375164,0.0478919,0.0305006,0.0262906,0.0217409,0.0198618,0.0179038,0.0226316,0.0201543,0.0204895,0.0299981,0.0156422,0.0268226,0.0428608,0.0163406,0.0108567,0.0108729,0.0192337,0.00595013,0,0,0,0.011286
189,0,0,0,0,0.0149564,0.0145858,0,0,0,0.046176,0.0207519,0.0264576,0.0072631,0,0,0.00940864,0,0.0161912,0.00693903,0.0350935,0.0178463,0.0223051,0.0208335,0.0148727,0.019093,0.00512343,0.0216604,0.0113429,0.0336441,0.0168091,0.028646,0.0154343,0.00381227,0.0477683,0.00703115,0.00460548,0.00413758,0.0301176,0.0185914,0.0365812,0.00677247,0.00469768,0,0,0.0293925,0,0.0115694,0.0179412,0.0384305,0.0459207,0.0303011,0.0264593,0.0213597,0.0201454,0.0175285,0.0229001,0.0207317,0.020643,0.0293716,0.015866,0.0270704,0.0416836,0.0160611,0.0109146,0.0108769,0.0188409,0.00572878,0,0,0,0.0115548
190,0,0,0,0,0.014711,0.0141688,0,0,0,0.0502242,0.0208746,0.0273637,0.00689488,0,0,0.00889366,0,0.0160874,0.00661387,0.0351375,0.0185343,0.0218204,0.0214501,0.0144042,0.0185063,0.00620756,0.0235833,0.0120134,0.0339861,0.0173162,0.0302268,0.0153065,0.00482435,0.0520176,0.00660383,0.00451957,0.00407599,0.029309,0.0186256,0.0358076,0.0069714,0.00483202,0,0,0.0298504,0,0.011512,0.0179282,0.0391477,0.0440384,0.0300499,0.0258646,0.0206821,0.0202051,0.017104,0.0231888,0.021448,0.0204622,0.0288987,0.0159639,0.0264281,0.0408001,0.0156392,0.0110612,0.0109793,0.0184021,0.00538549,0,0,0,0.0118372
191,0,0,0,0,0.0142714,0.0137671,0,0,0,0.0539452,0.0209922,0.0285841,0.00671159,0,0,0.00840135,0,0.0159776,0.00629541,0.0350671,0.0203722,0.0214118,0.0216182,0.0141135,0.0178706,0.00735106,0.025143,0.0124233,0.0343848,0.0178169,0.0317451,0.015337,0.00587477,0.056033,0.00616557,0.00444657,0.00396056,0.0292194,0.018697,0.0354784,0.00710113,0.00512007,0,0,0.0303405,0,0.0115148,0.0179497,0.039397,0.042575,0.0297873,0.0254353,0.0198502,0.0201481,0.0167803,0.0231677,0.0220041,0.020153,0.0285976,0.0159054,0.0258324,0.0404959,0.0152183,0.0112394,0.0110384,0.0179422,0.00499067,0,0,0,0.0122299
192,0,0,0,0,0.0137626,0.0134203,0,0,0,0.0573673,0.0211211,0.0297154,0.00664145,0,0,0.00804742,0,0.0159003,0.00606263,0.0349028,0.0227537,0.0210624,0.0215362,0.0140717,0.0173096,0.0084773,0.0263474,0.0125139,0.0348353,0.0181831,0.0330465,0.0154162,0.00691122,0.0605905,0.00580021,0.00439008,0.00383779,0.0286039,0.018767,0.0349426,0.00710783,0.00547198,0,0,0.0308805,0,0.0115391,0.0180623,0.0393012,0.0411329,0.0296621,0.0255454,0.0191368,0.020063,0.0166465,0.0233559,0.0226582,0.0203623,0.0286407,0.0158286,0.0259804,0.0397281,0.0149859,0.0113979,0.0111609,0.0175381,0.00467899,0,0,0,0.0129551
193,0,0,0,0,0.0133457,0.0131714,0,0,0,0.060825,0.0212709,0.03058,0.00655169,0,0,0.00781454,0,0.0157752,0.00596783,0.0346259,0.0252506,0.0207739,0.0213325,0.0143402,0.0168135,0.00950131,0.0273215,0.0122281,0.0352386,0.0182415,0.0338936,0.0154043,0.00795195,0.0665977,0.00555401,0.00428835,0.0038379,0.0281888,0.0187949,0.034574,0.00697638,0.00583299,0,0,0.0313268,0,0.0115357,0.0181236,0.0389076,0.0400369,0.0296483,0.0256672,0.0186117,0.0200226,0.0167048,0.0233878,0.0229782,0.0206596,0.0288126,0.0156773,0.0261764,0.0391972,0.0149108,0.0114598,0.0112109,0.0172321,0.00449682,0,0,0,0.0133554
194,0,0,0,0,0.013175,0.0130373,0,0,0,0.0650079,0.0213559,0.031274,0.00656668,0,0,0.0077374,0,0.015697,0.00592595,0.0344399,0.0271972,0.0206997,0.0210027,0.0150377,0.0163622,0.0102466,0.0279893,0.0116687,0.0354061,0.0180252,0.0342639,0.0151974,0.00893479,0.0740517,0.00545061,0.00423013,0.00381157,0.0282084,0.0187675,0.0342634,0.00683084,0.00608943,0,0,0.0315396,0,0.011511,0.0181589,0.0383923,0.0392242,0.029644,0.0257963,0.0184677,0.0200279,0.0168843,0.0231435,0.0228455,0.0208023,0.0288959,0.0154371,0.0261277,0.039082,0.0149148,0.0114882,0.0111361,0.0170493,0.00447393,0,0,0,0.0133551
195,0,0,0,0,0.0133131,0.0130158,0,0,0,0.0698992,0.0213775,0.0318999,0.00671216,0,0,0.00780231,0,0.0156695,0.00592805,0.0341396,0.0269527,0.0206915,0.020671,0.0157794,0.0159388,0.0107596,0.0284612,0.0109312,0.0353993,0.017707,0.0343853,0.0146743,0.00977906,0.0816536,0.00543098,0.00421514,0.00364987,0.0288901,0.0187642,0.0343489,0.00656979,0.00627122,0,0,0.0314443,0,0.0115338,0.0182049,0.0378177,0.0387624,0.0296415,0.0260714,0.0183179,0.0200433,0.0172059,0.0225452,0.0223607,0.0204414,0.0288842,0.0151211,0.0256893,0.0395548,0.0149218,0.0115065,0.0110486,0.0169804,0.00456841,0,0,0,0.0130834
196,0,0,0,0,0.0136483,0.0130342,0,0,0,0.0745716,0.0213888,0.0326643,0.0070861,0,0,0.00789544,0,0.0156485,0.00590415,0.0338429,0.0245491,0.0207181,0.0204173,0.0163312,0.015539,0.0110051,0.0288409,0.0102408,0.0352422,0.0174112,0.0345734,0.0142793,0.0104547,0.0887966,0.00546174,0.00422218,0.0035189,0.0303341,0.0187755,0.0351744,0.00625608,0.00641925,0,0,0.0311869,0,0.0115608,0.0181273,0.0373792,0.0387196,0.0296,0.0256597,0.0180281,0.0201149,0.0176297,0.0219412,0.0216223,0.019449,0.0288583,0.0147418,0.0247592,0.0406275,0.0149509,0.0115533,0.0109428,0.0169405,0.00474073,0,0,0,0.012498
197,0,0,0,0,0.0140326,0.0130849,0,0,0,0.078531,0.0214556,0.033472,0.00732176,0,0,0.00793111,0,0.0155821,0.00588293,0.0335933,0.0214603,0.0207347,0.0203061,0.0166673,0.0152366,0.0110384,0.0292536,0.00980738,0.0349981,0.0172709,0.0349781,0.0141895,0.0109982,0.0950367,0.00549128,0.00416223,0.00355876,0.0304701,0.018716,0.0351153,0.00602578,0.00661004,0,0,0.0310086,0,0.0115181,0.018056,0.0371239,0.0378846,0.0295976,0.0253291,0.017627,0.0202434,0.0180266,0.0216041,0.0208686,0.0189157,0.028761,0.014321,0.0241322,0.0404514,0.0150537,0.0116159,0.0108251,0.0168974,0.00492056,0,0,0,0.0119353
198,0,0,0,0,0.0143842,0.0131597,0,0,0,0.0819237,0.0214906,0.0343164,0.00743095,0,0,0.00792313,0,0.0155555,0.00584473,0.0334187,0.018875,0.0206595,0.0203392,0.0166261,0.0149937,0.0109747,0.0295175,0.00966467,0.0346916,0.0173064,0.0355581,0.0142713,0.0115011,0.100317,0.00550699,0.0041189,0.00361164,0.0295693,0.0186526,0.0342956,0.00578658,0.00683552,0,0,0.0307428,0,0.01146,0.0180068,0.0371343,0.0366548,0.0295871,0.025133,0.0170995,0.0203177,0.0183245,0.0213608,0.0204371,0.0187199,0.0284808,0.0140616,0.0238862,0.0393085,0.0151782,0.0117112,0.0105902,0.0168658,0.00510338,0,0,0,0.0116252
199,0,0,0,0,0.014566,0.0131254,0,0,0,0.0848172,0.0215065,0.0350301,0.00748055,0,0,0.00787606,0,0.0155244,0.00576993,0.0332907,0.0170932,0.0205313,0.0203415,0.0161861,0.0146117,0.0108957,0.0297744,0.00972344,0.0343165,0.0173641,0.0361515,0.0142583,0.0120608,0.104652,0.00547276,0.00410736,0.00359881,0.0285854,0.0186056,0.033296,0.00549229,0.00695453,0,0,0.0302684,0,0.0114295,0.0178771,0.0371991,0.035416,0.0294978,0.0248525,0.0162297,0.0202639,0.0185101,0.0213913,0.0202099,0.0182645,0.0281184,0.0140954,0.0237411,0.0379404,0.0151438,0.0117223,0.0104239,0.0167532,0.00528698,0,0,0,0.0119066
200,0,0,0,0,0.014657,0.0130717,0,0,0,0.0870594,0.0215613,0.0357314,0.00744248,0,0,0.00786122,0,0.0154776,0.00572288,0.0332342,0.0162113,0.0203494,0.0202689,0.015318,0.0142218,0.0108993,0.0299999,0.00995384,0.033926,0.0174382,0.0367537,0.0141799,0.0125964,0.108094,0.00539339,0.00408825,0.00356382,0.0289979,0.0185139,0.0333375,0.00497751,0.00711254,0,0,0.0299115,0,0.0113383,0.0177474,0.0373499,0.0349608,0.0293712,0.0237983,0.0150074,0.0200589,0.0185192,0.0211922,0.0197343,0.0164933,0.0278224,0.0141843,0.0229207,0.0378986,0.015042,0.0115942,0.0102766,0.0166326,0.0054832,0,0,0,0.0119361
201,0,0,0,0,0.0147578,0.0130404,0,0,0,0.0885678,0.0215944,0.0363358,0.00726438,0,0,0.00798369,0,0.0153679,0.00575666,0.0332991,0.0159106,0.0201556,0.0202675,0.014243,0.0138173,0.0109824,0.0299978,0.010309,0.0335628,0.017517,0.0373862,0.0142202,0.0131291,0.110497,0.00527558,0.00404399,0.0034989,0.0287493,0.0184489,0.0326968,0.00437063,0.00728039,0,0,0.0297564,0,0.011292,0.0177446,0.0375103,0.0337494,0.0292962,0.0227195,0.0136989,0.0197686,0.0183315,0.0208295,0.0194174,0.0152405,0.027576,0.0133884,0.0222441,0.0372496,0.0148952,0.0116716,0.0103809,0.0165163,0.00565357,0,0,0,0.0118586
202,0,0,0,0,0.0149203,0.0130048,0,0,0,0.0891289,0.0216303,0.036792,0.00697703,0,0,0.0081959,0,0.0153567,0.00585439,0.0334294,0.0157538,0.0199776,0.0203446,0.0131973,0.0134091,0.011045,0.0297701,0.010792,0.0331624,0.0175843,0.0379409,0.0144087,0.0135775,0.111609,0.00511387,0.0040077,0.0034722,0.0277319,0.0184253,0.0312901,0.00393351,0.00736766,0,0,0.0295811,0,0.0113069,0.017745,0.0375061,0.0318399,0.0291794,0.0220223,0.0124434,0.0194955,0.0181114,0.0206649,0.0194235,0.0150136,0.0273892,0.011422,0.0217438,0.0357676,0.0148649,0.0118944,0.0105466,0.0163929,0.00578028,0,0,0,0.0119613
203,0,0,0,0,0.0151428,0.0129512,0,0,0,0.0889288,0.0216754,0.0372299,0.00662225,0,0,0.00845857,0,0.0153387,0.00598032,0.0335051,0.0157589,0.0198573,0.0204266,0.0123645,0.0130125,0.0110477,0.0298665,0.011257,0.0326835,0.0177068,0.0383169,0.0147501,0.013913,0.111274,0.00496748,0.00395867,0.00345337,0.0268369,0.0183665,0.0301659,0.00368005,0.00742154,0,0,0.0294189,0,0.0112993,0.017762,0.037518,0.030303,0.0289521,0.0213698,0.0112945,0.0192558,0.0180655,0.02045,0.019126,0.0153233,0.027065,0.0108334,0.0214942,0.0342414,0.014802,0.0120589,0.0106614,0.0162797,0.00584167,0,0,0,0.0122354
204,0,0,0,0,0.0153178,0.0128928,0,0,0,0.0882206,0.0217413,0.0375584,0.00621258,0,0,0.00864106,0,0.0153114,0.00606069,0.0335232,0.015891,0.0198438,0.0204445,0.0118527,0.0125653,0.0108977,0.0296955,0.0116167,0.0321679,0.0177844,0.0384749,0.0148851,0.0141376,0.110074,0.00485704,0.00386957,0.00337937,0.0285275,0.0183062,0.0315675,0.00354148,0.00752039,0,0,0.0292858,0,0.0112925,0.0177988,0.0375739,0.0313216,0.0285681,0.0207068,0.0102742,0.0190104,0.0185369,0.0200943,0.0186773,0.014286,0.0266321,0.0118048,0.0213438,0.0350427,0.0147511,0.0121442,0.0107576,0.0161772,0.00586671,0,0,0,0.0124684
205,0,0,0,0,0.0153758,0.0128605,0,0,0,0.0870473,0.0217175,0.0374141,0.00568873,0,0,0.00880311,0,0.0153444,0.00613871,0.0335961,0.015892,0.0197766,0.0203216,0.0113945,0.0121492,0.010701,0.0292896,0.0118743,0.0317156,0.017669,0.038325,0.0148667,0.0141777,0.108334,0.00483298,0.00385438,0.00333912,0.0319724,0.0182488,0.0341916,0.00359376,0.00753446,0,0,0.0292328,0,0.011245,0.0178833,0.0376102,0.0333696,0.0284016,0.0194782,0.00913478,0.0188933,0.019035,0.019374,0.017977,0.0134601,0.027156,0.0127368,0.0201532,0.037785,0.0146551,0.0122342,0.0108484,0.0161028,0.00602643,0,0,0,0.0122371
206,0,0,0,0,0.0153397,0.0128305,0,0,0,0.0854912,0.0216738,0.0368325,0.0052869,0,0,0.00905264,0,0.0154084,0.00629336,0.0337661,0.0154513,0.0197355,0.0200292,0.0115901,0.0117095,0.0105602,0.0288763,0.0121503,0.0311414,0.0173754,0.0378967,0.0147355,0.0141244,0.10627,0.00487025,0.00391131,0.00332141,0.0286177,0.0181688,0.0309151,0.00408784,0.00755463,0,0,0.0292986,0,0.0112337,0.0179868,0.037537,0.0301417,0.0281654,0.0199843,0.0083756,0.0188685,0.0188489,0.0196542,0.0187596,0.0149268,0.0255488,0,0.0203405,0.0341049,0.0146568,0.0123327,0.0109535,0.0160354,0.00619302,0,0,0,0.0126131
207,0,0,0,0,0.0156826,0.0126982,0,0,0,0.0828953,0.0218947,0.0359093,0.00410168,0,0,0.00886349,0,0.0152977,0.00634582,0.0352027,0.0150794,0.0188215,0.0191715,0.0101974,0.0108378,0.0110697,0.0283937,0.0124671,0.0308129,0.0166976,0.0366911,0.0145405,0.013759,0.10276,0.00461645,0.00388427,0.00329406,0.0394322,0.018195,0.0282901,0.00370448,0.00831419,0,0,0.0297916,0,0.0112015,0.0181425,0.0353947,0.0217311,0.0277939,0.0285669,0.00654542,0.0183165,0,0,0.0136985,0.01735,0.0229763,0.0126528,0.0215151,0.0419801,0.0146,0.0124887,0.0110248,0.0156588,0.00702874,0,0,0,0
208,0,0,0,0,0.0157078,0.013068,0,0,0,0.082449,0.0218341,0.0353133,0.00450947,0,0,0.00978089,0,0.0152848,0.0069381,0.0340356,0.0141686,0.0199685,0.0191051,0.0123382,0.0111044,0.0103491,0.0278229,0.0126378,0.0300801,0.0165876,0.0365209,0.0145217,0.0137566,0.102148,0.00518876,0.00383075,0.0034333,0.0256229,0.0181516,0.0267011,0.00476596,0.00778584,0,0,0.0295756,0,0.0112446,0.0183593,0.0372247,0.0247883,0.027653,0.0205665,0.00756947,0.0186097,0.0188938,0.0198576,0.0182449,0.0142627,0.0240894,0.0111809,0.0199021,0.0299629,0.0146368,0.0126503,0.0111585,0.0162213,0.00656423,0,0,0,0.0123022
209,0,0,0,0,0.0159343,0.0132235,0,0,0,0.0811889,0.0217832,0.0345123,0.00420054,0,0,0.0096813,0,0.0152797,0.00688471,0.034168,0.013465,0.020042,0.0186452,0.0125792,0.0110066,0.0102879,0.027139,0.0129889,0.0295977,0.0161885,0.0357002,0.0142629,0.0135286,0.100485,0.00510607,0.00381949,0.00347417,0.0263164,0.0181678,0.0266164,0.00499102,0.0078689,0,0,0.0296545,0,0.0112452,0.0183587,0.0373016,0.0240917,0.027411,0.0202732,0.00726365,0.0184114,0.0189611,0.0197314,0.0176636,0.0145857,0.024013,0.0109832,0.0195515,0.0302129,0.0146121,0.0127929,0.0112718,0.016318,0.00664711,0,0,0,0.0120781
210,0,0,0,0,0.0160989,0.0132787,0,0,0,0.0802372,0.0217551,0.0337118,0.00392437,0,0,0.00951849,0,0.0152508,0.00677828,0.034319,0.0127231,0.0201595,0.0183443,0.0123968,0.0108531,0.0101461,0.026299,0.0133905,0.0292069,0.0158975,0.0348285,0.0138911,0.0132647,0.0993411,0.00494263,0.00382196,0.00349496,0.0284439,0.0181473,0.0279649,0.00533342,0.00805855,0,0,0.0296724,0,0.0111926,0.0183178,0.0374165,0.0248346,0.0272394,0.0194734,0.00671967,0.018254,0.0191383,0.0194727,0.0171281,0.0143778,0.0243285,0.0109018,0.0188054,0.0320488,0.0146395,0.0128539,0.0114197,0.0163338,0.0068141,0,0,0,0.0119335
211,0,0,0,0,0.0161688,0.0132629,0,0,0,0.0796142,0.0218691,0.0328965,0.00382544,0,0,0.00939106,0,0.0150561,0.00682058,0.0344336,0.0117506,0.0202926,0.0182842,0.0119116,0.010607,0.00991517,0.0254194,0.0138445,0.028852,0.0157476,0.0339783,0.0135033,0.0129518,0.0987104,0.00477903,0.00373957,0.0035783,0.0333898,0.0181857,0.0319535,0.00578753,0.00822574,0,0,0.0297689,0,0.0111683,0.0184169,0.0375511,0.0282034,0.0270807,0.0180978,0.00605265,0.0180843,0.0195697,0.0186387,0.016224,0.0128442,0.0254471,0.0116124,0.0172076,0.0366258,0.0144968,0.012943,0.0115408,0.0162608,0.00703496,0,0,0,0.011662
212,0,0,0,0,0.0161122,0.0131593,0,0,0,0.0791151,0.0220165,0.0320393,0.00386995,0,0,0.00933472,0,0.0149932,0.00684351,0.0345318,0.0106261,0.0204239,0.01827,0.0117033,0.010387,0.00990255,0.0245614,0.01424,0.0284051,0.015666,0.0331853,0.0131573,0.0126509,0.0982734,0.0045941,0.00372282,0.00365089,0.0355012,0.0182219,0.0333342,0.00617218,0.00833444,0,0,0.0300232,0,0.0111876,0.0185488,0.0377278,0.0290721,0.0267751,0.0173877,0.00550563,0.0179635,0.0199325,0.0178013,0.0156933,0.0116401,0.0258233,0.012112,0.0162721,0.0384469,0.0143949,0.0130266,0.0116017,0.0160888,0.00726761,0,0,0,0.0115535
213,0,0,0,0,0.0160683,0.0131873,0,0,0,0.078462,0.021767,0.0312622,0.00396159,0,0,0.00931957,0,0.0152831,0.00659619,0.0346124,0.00954773,0.0205856,0.0181961,0.0117268,0.0103263,0.00995687,0.0237109,0.0146174,0.0279637,0.0156078,0.0325366,0.0129379,0.0123236,0.0977347,0.00447671,0.00390361,0.00358423,0.0353979,0.0182003,0.0327566,0.00655637,0.00833267,0,0,0.0299907,0,0.0112298,0.0185635,0.0378743,0.0281977,0.0265547,0.0180761,0.00511403,0.0179693,0.0200556,0.0171379,0.0154326,0.0107763,0.0254773,0.011822,0.0162183,0.0381791,0.014346,0.0130447,0.0116593,0.0160423,0.00740135,0,0,0,0.011596
214,0,0,0,0,0.016034,0.0132164,0,0,0,0.0776462,0.0215463,0.0307976,0.00413347,0,0,0.00903947,0,0.0155234,0.00640446,0.0347964,0.00858359,0.0207111,0.0182546,0.0116635,0.0102611,0.0100448,0.0229096,0.0149684,0.0275881,0.015686,0.0322235,0.0129259,0.0120653,0.097037,0.00440358,0.00402741,0.00359528,0.0350999,0.0181885,0.0321252,0.00698512,0.00835089,0,0,0.029998,0,0.0112512,0.0186415,0.0380937,0.027504,0.0264109,0.0182765,0.00475661,0.0179551,0.0201105,0.0165524,0.0152898,0.0104027,0.024975,0.011664,0.0165546,0.0377457,0.0141054,0.0130151,0.0117658,0.016026,0.00751649,0,0,0,0.0120453
215,0,0,0,0,0.0159816,0.0127551,0,0,0,0.0754756,0.0216689,0.0302468,0.00373001,0,0,0.00812602,0,0.015475,0.00606193,0.0363519,0.00774478,0.0198503,0.0181942,0.00979613,0.00933402,0.0106301,0.0219745,0.0153028,0.0276796,0.0155352,0.0315005,0.0127905,0.0117876,0.0941207,0.00389428,0.00406589,0.00357237,0.0495247,0.0182893,0.031685,0.00792743,0.00895799,0,0,0.0307343,0,0.0112544,0.0188247,0.0356224,0.0252269,0.0265124,0.0230864,0.00328599,0.0173978,0,0,0.00889348,0.0142016,0.0227612,0.0140906,0.0190972,0.0531897,0.0139718,0.0130556,0.0119049,0.015288,0.00836118,0,0,0,0.0111517
216,0,0,0,0,0.0160157,0.0128429,0,0,0,0.0746085,0.0216301,0.0299891,0.00408613,0,0,0.00807874,0,0.0155154,0.00614862,0.036626,0.00760609,0.020072,0.0186893,0.0100026,0.00923287,0.010758,0.0211994,0.0153171,0.0274194,0.0157782,0.0315959,0.012893,0.0116684,0.092889,0.00388331,0.00409898,0.00360446,0.0505725,0.018296,0.03202,0.00823556,0.00898307,0,0,0.0309838,0,0.0113029,0.0189717,0.03582,0.0259944,0.0262982,0.0235318,0.00331289,0.0171177,0,0,0.00888524,0.0149053,0.0223596,0.0143048,0.0196495,0.0543158,0.0139149,0.0129597,0.0119826,0.0153645,0.00847195,0,0,0,0.01117
217,0,0,0,0,0.0157004,0.0129136,0,0,0,0.0746138,0.0215905,0.0302772,0.00495138,0,0,0.0085614,0,0.0155614,0.00645188,0.0355823,0.00813199,0.0213553,0.0195363,0.0107509,0.00946747,0.0102129,0.0203014,0.0149316,0.026991,0.016216,0.032238,0.0133278,0.0114851,0.092743,0.00417488,0.0041062,0.00363281,0.0363907,0.0183392,0.0319552,0.00826626,0.00860176,0,0,0.0311533,0,0.0113389,0.0190371,0.0387843,0.027731,0.0257514,0.0194544,0.00327131,0.0173349,0.0200049,0,0.0152071,0.0117333,0.0235627,0.0125394,0.0170905,0.038346,0.0140483,0.0128872,0.0120577,0.015621,0.00812789,0,0,0,0.0122641
218,0,0,0,0,0.0157294,0.0131231,0,0,0,0.0724384,0.0215273,0.0298936,0.00503261,0,0,0.00873161,0,0.0155126,0.00658404,0.0359126,0.00828122,0.0217122,0.0201715,0.010944,0.009508,0.010013,0.0195736,0.0144975,0.0270559,0.0164932,0.0323105,0.0134791,0.0110819,0.0901841,0.00421355,0.0040733,0.00369384,0.0364656,0.0183391,0.031983,0.00864837,0.00859446,0,0,0.0310572,0,0.0113834,0.0191004,0.0389465,0.0277776,0.0257382,0.0197016,0.00320914,0.0170931,0.0198775,0,0.0152454,0.0123037,0.0231404,0.0133972,0.0177822,0.0382248,0.0142092,0.0128335,0.0122165,0.0158782,0.00819147,0,0,0,0.0123684
219,0,0,0,0,0.0157117,0.0133036,0,0,0,0.069376,0.0214041,0.0294071,0.00509738,0,0,0.00903564,0,0.0154804,0.00665403,0.0362849,0.00790083,0.0221547,0.0209123,0.0109576,0.00944084,0.00954652,0.0188244,0.0139295,0.0273045,0.0168993,0.0322263,0.0137532,0.0105602,0.0861703,0.00433585,0.00409871,0.00374111,0.0363795,0.0183682,0.0318526,0.00907199,0.00853264,0,0,0.0309373,0,0.0114071,0.0191651,0.039092,0.0279569,0.0257333,0.019685,0.00308853,0.0169564,0.01978,0,0.0149501,0.0126798,0.0227206,0.0129366,0.0182292,0.0380192,0.0142404,0.0128448,0.01236,0.0160653,0.00834239,0,0,0,0.0123522
220,0,0,0,0,0.0157109,0.0135021,0,0,0,0.0648539,0.0213269,0.0279877,0.00508887,0,0,0.00943895,0,0.0155285,0.00674318,0.0366797,0.00667253,0.0226332,0.0220045,0.0111165,0.00949615,0.00904186,0.0182437,0.0132314,0.0276479,0.0173128,0.0316889,0.013863,0.00985832,0.0802267,0.00451356,0.00414758,0.00372627,0.0361659,0.0183697,0.0316586,0.0094556,0.00845745,0,0,0.0309351,0,0.0114256,0.0192383,0.0392443,0.0282152,0.0257947,0.0195292,0.00311156,0.016896,0.0196475,0,0.0147113,0.0123959,0.0224228,0.012677,0.0180628,0.0377221,0.0142283,0.0128312,0.0124088,0.0162873,0.00847655,0,0,0,0.0123934
221,0,0,0,0,0.0156727,0.0136868,0,0,0,0.0583607,0.0212868,0.0249083,0.0050387,0,0,0.00954198,0,0.0155773,0.00684149,0.0370432,0.00452092,0.0231608,0.0234431,0.0112436,0.00968475,0.00876487,0.0179006,0.0125947,0.0281323,0.0175738,0.0304425,0.0137754,0.00902657,0.0719982,0.00467562,0.00415693,0.00374245,0.0357091,0.018362,0.0315474,0.00976587,0.00840139,0,0,0.0310123,0,0.0114385,0.0193812,0.0394816,0.0281855,0.0258725,0.0186833,0.00326023,0.0168655,0.0194884,0,0.0143398,0.0121133,0.022136,0.0131043,0.0181311,0.0370942,0.0142628,0.0128163,0.012378,0.0165052,0.00858409,0,0,0,0.0118679
222,0,0,0,0,0.0155856,0.0137964,0,0,0,0.0503175,0.0212391,0.0210225,0.00500172,0,0,0.00958297,0,0.0155592,0.00695078,0.0373034,0.00189373,0.0237443,0.0249643,0.0112919,0.00988252,0.00901178,0.0180642,0.0124157,0.0289162,0.0175668,0.0285233,0.0133467,0.00831975,0.0618416,0.00477252,0.00412661,0.00374699,0.0357315,0.0183588,0.0319641,0.00996808,0.00825706,0,0,0.0309478,0,0.0114648,0.019583,0.0398128,0.0290829,0.0259165,0.017638,0.00346649,0.0168451,0.0193421,0,0.0143193,0.0125234,0.0219827,0.0136429,0.0185859,0.03685,0.0144417,0.0128297,0.0123406,0.0166869,0.00863275,0,0,0,0.0117351
223,0,0,0,0,0.0155262,0.0139396,0,0,0,0.0420254,0.0212042,0.0169112,0.00497379,0,0,0.00982755,0,0.0155426,0.00710635,0.0374333,0.00191504,0.0243533,0.0263121,0.0115338,0.0101584,0.0100182,0.01887,0.0130172,0.0300472,0.0173963,0.0264058,0.0126507,0.00799987,0.0512744,0.00491408,0.00406635,0.00380544,0.0358328,0.0183563,0.0325399,0.0101156,0.00814405,0,0,0.0308424,0,0.0115196,0.0195077,0.0402446,0.030441,0.0260064,0.0175569,0.00382053,0.0168705,0.0191993,0,0.0144362,0.0134392,0.0218493,0.0142248,0.0192645,0.0367953,0.0146879,0.0128891,0.0123586,0.0169376,0.00858803,0,0,0,0.0119276
224,0,0,0,0,0.0155592,0.0142248,0,0,0,0.0346954,0.0211171,0.0133354,0.00502384,0,0,0.0101694,0,0.0155627,0.00726036,0.0374696,0.00430115,0.0249633,0.0272589,0.0120622,0.0105926,0.0118202,0.020152,0.014234,0.0313887,0.0172064,0.0246263,0.0119745,0.00813863,0.0420998,0.00510198,0.00405704,0.00388603,0.0347814,0.0183028,0.0321273,0.010285,0.00809921,0,0,0.0305879,0,0.0115583,0.0194133,0.0408086,0.0305485,0.0262097,0.0176384,0.00432051,0.016967,0.018882,0,0.0142611,0.0140225,0.0214327,0.0142097,0.0197694,0.0356845,0.014837,0.0129092,0.0123086,0.0173218,0.00850139,0,0,0,0.0119201
225,0,0,0,0,0.0155572,0.0145544,0,0,0,0.0291187,0.020977,0.0107102,0.00520777,0,0,0.010462,0,0.0156613,0.00742079,0.0376363,0.00642536,0.0255566,0.0276584,0.0127765,0.0110686,0.0141603,0.0217049,0.0155229,0.0327749,0.0170302,0.023462,0.0114176,0.0086228,0.0352971,0.00536194,0.00410142,0.00394483,0.0328526,0.0182197,0.0311491,0.0104962,0.00784083,0,0,0.0303202,0,0.0115801,0.0193964,0.0413511,0.0297558,0.0264547,0.0188304,0.00495328,0.0171391,0.018398,0,0.0146167,0.0146735,0.0207024,0.0141511,0.0209204,0.0336524,0.0150236,0.0129786,0.0122868,0.0177674,0.00835859,0,0,0,0.011936
