Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,x70,x71,x72,LTIBP,RWRB,RASI,T10,x73,LILC,LTHIA
151,0,0,0,0,0,0,0.00848757,0.013991,0,0,0,0.0302229,0.0177509,0.0241228,0,0,0.00352957,0,0.0227333,0.00154738,0.0386652,0.0258689,0.00804168,0.00674681,0.00394665,0.00895129,0.00768955,0.0119587,0.00687279,0.0114406,0.00768431,0.0347048,0.00227177,0.00829405,0.00725766,0.0214107,0.00406465,0.0125491,0,0,0.00509292,0,0.0229021,0.00455571,0.0417429,0.00862329,0.026304,0.0098965,0.00211908,0.0331253,0.00340185,0.0391862,0.00669073,0.00725462,0.00258525,0.00652483,0.000700782,0.00384348,0.00933244,0.0152174,0.00291927,0.016636,0,0,0,0.0185547,0.000806288,0.0105401,0.00880401,0,0.0327849,0.00479533
152,0,0,0,0,0,0,0.00869728,0.0137992,0,0,0,0.0324344,0.0178479,0.0245156,0,0,0.00368004,0,0.0227467,0.00152273,0.0389673,0.0270366,0.00794373,0.0061337,0.00390199,0.00917503,0.00766267,0.0120485,0.00799755,0.0129689,0.00807745,0.0372399,0.00253143,0.00825083,0.00928834,0.0214275,0.00424946,0.0128086,0,0,0.00500715,0,0.0228838,0.00456328,0.0412162,0.0085478,0.0264561,0.00865237,0.0017792,0.0327286,0.00318048,0.0390776,0.00691462,0.00734739,0.00215169,0.00635723,0.00104321,0.002813,0.0108413,0.0149944,0.00318222,0.0164903,0,0,0,0.0189537,0.00050424,0.0106448,0.00933497,0,0.0328821,0.00561401
153,0,0,0,0,0,0,0.0088319,0.0136754,0,0,0,0.0352561,0.017938,0.0247598,0,0,0.00374512,0,0.0227757,0.00143239,0.0395061,0.0259766,0.00825759,0.00514876,0.00390078,0.00917338,0.00757112,0.0123985,0.00876038,0.0135208,0.00821017,0.040506,0.00289554,0.00821482,0.0111041,0.0214019,0.00471798,0.013039,0,0,0.00497593,0,0.0228406,0.00460551,0.0418248,0.00867592,0.0268045,0.00777066,0.0017212,0.0325225,0.00294483,0.0395395,0.00605038,0.00694577,0.00251933,0.00597601,0.00161315,0.00259799,0.0124945,0.0148503,0.00336851,0.0163869,0,0,0,0.0193446,0.000746328,0.011224,0.00982957,0,0.0327467,0.00624338
154,0,0,0,0,0,0,0.00894219,0.0136038,0,0,0,0.0394678,0.0180166,0.0253196,0,0,0.00384455,0,0.0228021,0.00125806,0.0401684,0.0242415,0.00892177,0.00384821,0.00389488,0.00885597,0.0074613,0.0129682,0.0093553,0.0135591,0.00807503,0.0452348,0.00326649,0.0081967,0.0121455,0.0213999,0.00522985,0.0131787,0,0,0.00500545,0,0.0228238,0.00466749,0.0431487,0.0088709,0.027105,0.0070917,0.00226082,0.0325223,0.00304257,0.0404974,0.00492117,0.00668088,0.00325676,0.00543276,0.00249984,0.00391373,0.0143457,0.0147552,0.00349402,0.0163335,0,0,0,0.0196218,0.000970464,0.0122038,0.0100073,0,0.0324479,0.00695149
155,0,0,0,0,0,0,0.00905929,0.0135978,0,0,0,0.0440183,0.018072,0.0269003,0,0,0.00403191,0,0.0228035,0.00109117,0.0407549,0.0244572,0.00964694,0.00256508,0.00393954,0.00867065,0.00741566,0.0136905,0.01046,0.0142266,0.0083451,0.0495894,0.00353367,0.00819504,0.0129623,0.0214145,0.00544147,0.0131857,0,0,0.0049795,0,0.0228231,0.00469811,0.0442996,0.00874889,0.0272347,0.00596233,0.00300484,0.0325726,0.00336831,0.0414381,0.00417229,0.00662788,0.00371337,0.00492935,0.00318597,0.00521195,0.0154803,0.0147289,0.00357006,0.0163765,0,0,0,0.0197897,0.000756291,0.0133553,0.00991956,0,0.031984,0.00777569
156,0,0,0,0,0,0,0.00903819,0.0135816,0,0,0,0.0476456,0.0181263,0.0293445,0,0,0.00397758,0,0.0226449,0.000607845,0.0410029,0.0266113,0.0100741,0.00157363,0.00409317,0.00873297,0.00762496,0.0144368,0.0119696,0.0159525,0.0090609,0.0520322,0.0034047,0.00810248,0.0145936,0.0214204,0.00537127,0.0128986,0,0,0.00493962,0,0.022827,0.00470968,0.0448504,0.00821132,0.0272572,0.00464991,0.00356355,0.0323844,0.00361707,0.0418578,0.00381264,0.00669537,0.00362572,0.00462786,0.00344235,0.00566396,0.0156687,0.0146144,0.00357149,0.0163397,0,0,0,0.019934,0.000577001,0.0142686,0.00959233,0,0.0314945,0.00838967
157,0,0,0,0,0,0,0.00900384,0.0137103,0,0,0,0.0486694,0.0182032,0.0322268,0,0,0.00388235,0,0.0227147,0.000250974,0.0406224,0.0299704,0.0102224,0.00105113,0.00419112,0.00874891,0.0077717,0.0150122,0.0137366,0.0180899,0.0101411,0.0518587,0.00318013,0.00811022,0.0156495,0.0214056,0.00489498,0.0127564,0,0,0.0050106,0,0.0228156,0.00477715,0.0449728,0.00710783,0.0272935,0.00400053,0.00360394,0.0326098,0.0035188,0.0417043,0.0036182,0.0068875,0.0030531,0.00443537,0.0032192,0.00515503,0.0160033,0.0146661,0.00357129,0.0164522,0,0,0,0.0201327,0.000537911,0.0143698,0.00941413,0,0.0310806,0.00865098
158,0,0,0,0,0,0,0.00888021,0.0139785,0,0,0,0.0474297,0.0182645,0.0348197,0,0,0.00375433,0,0.0228158,0.000335848,0.039429,0.0333985,0.0104073,0.000916341,0.00417886,0.00852344,0.00778911,0.0153477,0.0153496,0.0202632,0.0113561,0.0494938,0.00302196,0.0081166,0.0160167,0.0214525,0.00435839,0.0128016,0,0,0.00492319,0,0.0228625,0.00473197,0.045196,0.00577745,0.0273593,0.00355509,0.00312582,0.0332188,0.00337203,0.0413614,0.00339467,0.00701422,0.00220376,0.00432867,0.00257194,0.00389221,0.0167209,0.0148433,0.00350258,0.0167344,0,0,0,0.0202712,0.000675869,0.0134115,0.00936967,0,0.0307818,0.00900904
159,0,0,0,0,0,0,0.00862109,0.0140643,0,0,0,0.0454472,0.0182165,0.036955,0,0,0.00361794,0,0.0228337,0.00035653,0.0374838,0.0364081,0.0104007,0.000911571,0.00426328,0.00851065,0.00780382,0.015439,0.0166457,0.0223621,0.0124722,0.0466632,0.00267537,0.00812696,0.0172277,0.0214444,0.00428941,0.0127816,0,0,0.00501882,0,0.0228611,0.00479385,0.0459168,0.00485163,0.0275599,0.00312812,0.00247179,0.0335099,0.00329755,0.0411217,0.00318742,0.00711177,0.00158391,0.00431027,0.00182918,0.00233287,0.0169743,0.0150009,0.00349657,0.0166259,0,0,0,0.0203927,0.00068922,0.0114622,0.00924974,0,0.0304187,0.0093101
160,0,0,0,0,0,0,0.00857553,0.0141504,0,0,0,0.0436004,0.0181236,0.0385004,0,0,0.00346611,0,0.0229367,0.000568225,0.0350611,0.0385407,0.0103176,0.0011585,0.00437049,0.0087211,0.00791498,0.0152919,0.0174781,0.0241672,0.0131591,0.0444438,0.00247915,0.00818944,0.0179896,0.0214562,0.00458794,0.0130647,0,0,0.00503151,0,0.0228553,0.00481739,0.0470687,0.00483198,0.0278225,0.00273678,0.00193928,0.0338895,0.0030577,0.0410915,0.00297901,0.00710432,0.00144323,0.00433581,0.00124374,0.000987803,0.0171275,0.0151263,0.00348257,0.0166006,0,0,0,0.0204707,0.000516859,0.00914398,0.00945263,0,0.0300639,0.00967368
161,0,0,0,0,0,0,0.00864384,0.0141125,0,0,0,0.0424145,0.0180114,0.0388705,0,0,0.00333957,0,0.0230525,0.000870164,0.0326551,0.0396801,0.0103134,0.00160656,0.00448732,0.00894048,0.00807167,0.0149198,0.0181737,0.0251892,0.0132911,0.0428867,0.00249883,0.00826674,0.0182935,0.0214758,0.00511591,0.0133953,0,0,0.00504291,0,0.0228566,0.0048378,0.0482152,0.00541185,0.02804,0.00255097,0.00166787,0.0339931,0.00283192,0.041167,0.00280142,0.00693279,0.00172932,0.00433571,0.00119817,0.00127837,0.0169144,0.0151396,0.00344611,0.0165724,0,0,0,0.020456,0.000596216,0.00742397,0.00985848,0,0.0297224,0.0100039
162,0,0,0,0,0,0,0.00863243,0.0138893,0,0,0,0.0419766,0.0179709,0.0382952,0,0,0.00316247,0,0.0230455,0.00114553,0.0308727,0.0394548,0.0102674,0.00211394,0.00459929,0.00898,0.00815344,0.0144173,0.0186389,0.0253144,0.0129648,0.0418819,0.00274768,0.00830938,0.0173923,0.0214455,0.00579776,0.013419,0,0,0.00493951,0,0.022869,0.00477644,0.048962,0.0062029,0.028179,0.00260247,0.00165049,0.0334396,0.00243897,0.0412303,0.002705,0.00668037,0.00211909,0.00433547,0.0014299,0.00218563,0.0170247,0.0148398,0.003335,0.0163629,0,0,0,0.02032,0.000588735,0.00686685,0.0101007,0,0.0293901,0.0102729
163,0,0,0,0,0,0,0.00867383,0.0138235,0,0,0,0.0414628,0.0179073,0.0366726,0,0,0.0031811,0,0.0230065,0.00140554,0.0300839,0.0380106,0.00994992,0.00248432,0.00476391,0.00899536,0.00812148,0.0139188,0.0184313,0.0245761,0.0121722,0.0416626,0.00298898,0.00832069,0.0172293,0.0214423,0.00609802,0.0136252,0,0,0.00502883,0,0.0228692,0.00479883,0.049355,0.00696099,0.0282636,0.0027556,0.00149687,0.0334147,0.00216657,0.0412979,0.00270103,0.00626462,0.00255793,0.00439062,0.00186148,0.00305417,0.0165431,0.0148018,0.00330648,0.0163837,0,0,0,0.020144,0.000546844,0.00739424,0.010408,0,0.0292315,0.0103994
164,0,0,0,0,0,0,0.00865042,0.0137539,0,0,0,0.0407903,0.017825,0.0346142,0,0,0.00329517,0,0.0230127,0.00163481,0.0300106,0.0361397,0.0095804,0.00278719,0.00488669,0.00900722,0.0083512,0.0134661,0.0177825,0.0233834,0.011276,0.041878,0.00310768,0.00835101,0.017278,0.0214567,0.00666857,0.013769,0,0,0.0050876,0,0.0228819,0.00480659,0.0494664,0.00686123,0.0283397,0.00301883,0.00125613,0.033424,0.00208914,0.041362,0.00285298,0.00572893,0.00316572,0.00447351,0.002434,0.00397308,0.0160041,0.014748,0.00330718,0.01627,0,0,0,0.0199368,0.000499938,0.00821489,0.0105509,0,0.0291365,0.0104241
165,0,0,0,0,0,0,0.00857303,0.0136393,0,0,0,0.040518,0.0177572,0.0327064,0,0,0.00347733,0,0.0230288,0.00181635,0.0300157,0.0346825,0.00920093,0.00311325,0.00490108,0.00909566,0.00853802,0.0131204,0.0172298,0.0222944,0.0103817,0.0424096,0.00316696,0.00838299,0.0173375,0.0214614,0.00722879,0.0137904,0,0,0.00505143,0,0.0228972,0.00475885,0.0494454,0.00705145,0.0285041,0.00318794,0.000956214,0.033337,0.00201198,0.0413684,0.00311511,0.00522692,0.00380413,0.00449772,0.00290702,0.00485814,0.0153675,0.0146502,0.00328752,0.0161296,0,0,0,0.0197409,0.00046865,0.00900116,0.0105185,0,0.0290191,0.0103518
166,0,0,0,0,0,0,0.00844701,0.0135236,0,0,0,0.0405825,0.017736,0.0315654,0,0,0.00364938,0,0.0230374,0.0019373,0.0296412,0.0339068,0.00898986,0.00353445,0.00487234,0.00926906,0.00859611,0.0128375,0.0169628,0.0215936,0.00977202,0.0429612,0.00325871,0.00840804,0.0174648,0.0214596,0.00805421,0.0136601,0,0,0.0049666,0,0.0229075,0.00470671,0.0495531,0.00837738,0.0286774,0.00348265,0.000784307,0.033275,0.00183431,0.0413765,0.00331851,0.00474933,0.00459901,0.00457201,0.00350915,0.00591387,0.0149261,0.0145417,0.00323984,0.0159007,0,0,0,0.0196185,0.00048892,0.009795,0.0102973,0,0.0288335,0.0103143
167,0,0,0,0,0,0,0.00830774,0.013379,0,0,0,0.0409055,0.0177363,0.0311634,0,0,0.00383906,0,0.0230428,0.00204166,0.0289175,0.0338099,0.0088148,0.00405807,0.00478405,0.00951613,0.00862069,0.0126887,0.0170361,0.0214251,0.00963643,0.0434943,0.00337281,0.00843556,0.0180785,0.0214442,0.00890038,0.0134107,0,0,0.00502182,0,0.0228851,0.00469521,0.0498923,0.0095902,0.0288703,0.00386433,0.000927385,0.0330306,0.00178028,0.0414368,0.00349042,0.00429124,0.00540232,0.00466501,0.00414912,0.00699969,0.014294,0.014448,0.00316739,0.0157219,0,0,0,0.0195604,0.000371352,0.0103997,0.0100046,0,0.0285232,0.0105245
168,0,0,0,0,0,0,0.0082579,0.0133679,0,0,0,0.0412131,0.0177603,0.0313217,0,0,0.00399997,0,0.0230198,0.00206264,0.0281959,0.0342259,0.00868888,0.00434872,0.00468163,0.00969575,0.00865724,0.0126171,0.0174239,0.0219386,0.00975001,0.0437642,0.00343965,0.00844483,0.0183351,0.0214831,0.0100511,0.0133614,0,0,0.00482498,0,0.0229566,0.00453762,0.050602,0.0111545,0.029024,0.0047681,0.000976328,0.0330309,0.00180559,0.0416225,0.0035257,0.00381803,0.00653611,0.00486547,0.00499329,0.00834668,0.0142381,0.0143398,0.00303634,0.0157987,0,0,0,0.0195876,0.000562456,0.0109026,0.00989754,0,0.0282139,0.0107342
169,0,0,0,0,0,0,0.00816085,0.0134035,0,0,0,0.0414133,0.017766,0.031858,0,0,0.00401703,0,0.0229867,0.00195391,0.0277684,0.0354616,0.00852259,0.00454945,0.00466141,0.00982907,0.00877056,0.0126326,0.0178737,0.0227054,0.00997468,0.043691,0.0034307,0.00844895,0.018483,0.02149,0.0112513,0.0132912,0,0,0.00502274,0,0.0229593,0.00462853,0.0515471,0.0127659,0.0291441,0.0060876,0.000935367,0.0330111,0.00183679,0.0418671,0.00353922,0.0034511,0.00770743,0.00520808,0.00590393,0.00969324,0.0140528,0.0143872,0.00302483,0.0159047,0,0,0,0.0196672,0.000382995,0.0113516,0.00982826,0,0.0279113,0.010845
170,0,0,0,0,0,0,0.00804562,0.0134779,0,0,0,0.0414349,0.0177955,0.0325181,0,0,0.00412113,0,0.0229441,0.00192105,0.0276361,0.0364493,0.00842984,0.00488752,0.00465203,0.0100189,0.00894509,0.0127551,0.0182133,0.0234467,0.0102064,0.0436756,0.00351877,0.00842672,0.0185883,0.0214984,0.0123495,0.0132134,0,0,0.00507193,0,0.0229882,0.00464925,0.0525653,0.0143651,0.0292261,0.00752953,0.000940253,0.0328909,0.00188674,0.0421102,0.00359194,0.003243,0.0088134,0.00568748,0.00687725,0.0109757,0.0137458,0.0142996,0.00302434,0.0160257,0,0,0,0.0197284,0.000337354,0.0117064,0.00983375,0,0.0276095,0.0109115
171,0,0,0,0,0,0,0.00808026,0.013642,0,0,0,0.0412665,0.0177828,0.0328752,0,0,0.00427467,0,0.0229655,0.00199509,0.0276493,0.037005,0.00830303,0.00549124,0.00461019,0.0102334,0.00900101,0.0130195,0.01843,0.024015,0.0103549,0.0434576,0.00367486,0.00847085,0.0187619,0.0214961,0.0132679,0.0132929,0,0,0.00512608,0,0.0229964,0.0046618,0.0535588,0.0159241,0.0292982,0.00882447,0.00105387,0.0329562,0.00192111,0.0423443,0.00366122,0.00312515,0.0098518,0.0062592,0.00787393,0.0122209,0.0133434,0.0142304,0.0029891,0.016254,0,0,0,0.0196996,0.000311757,0.0120253,0.00996773,0,0.0273141,0.0109414
172,0,0,0,0,0,0,0.00807465,0.0137718,0,0,0,0.0410269,0.0177848,0.0328693,0,0,0.00435161,0,0.0230116,0.00207418,0.0277104,0.037244,0.00810871,0.00609616,0.00468425,0.0102791,0.0087424,0.0133488,0.0184779,0.0243343,0.010551,0.0430078,0.00373326,0.00850703,0.019064,0.0215123,0.0145583,0.0134649,0,0,0.00516699,0,0.0230189,0.00466655,0.0546253,0.017725,0.0293427,0.0102924,0.00105192,0.0331049,0.00174907,0.0427233,0.00393927,0.0029583,0.0111845,0.00683115,0.00897346,0.0137715,0.0133151,0.0142148,0.00295251,0.0163723,0,0,0,0.0196534,0.000308671,0.0126097,0.0101332,0,0.0270931,0.0108268
173,0,0,0,0,0,0,0.00810305,0.0138276,0,0,0,0.0407819,0.0178308,0.0329338,0,0,0.00435362,0,0.0231015,0.00210883,0.0278525,0.0372834,0.00789576,0.00664197,0.00483452,0.0102406,0.00828671,0.0137367,0.0181372,0.0243728,0.0103755,0.042573,0.00375251,0.00853186,0.0195122,0.0215283,0.0160775,0.0136447,0,0,0.00517577,0,0.0230358,0.00467874,0.0556226,0.0195662,0.0293478,0.0119586,0.00103079,0.0332312,0.00160624,0.0432143,0.00427746,0.00292934,0.0125382,0.0073749,0.00988133,0.0154803,0.0137655,0.0141973,0.00292514,0.016486,0,0,0,0.0196496,0.000426851,0.013236,0.0102803,0,0.0269352,0.0105797
174,0,0,0,0,0,0,0.00816444,0.0138225,0,0,0,0.0397513,0.0178996,0.0325894,0,0,0.00438948,0,0.023176,0.00193318,0.0280404,0.0366675,0.00768522,0.00712382,0.00496709,0.0101091,0.0076515,0.0141943,0.0176025,0.0240461,0.0102081,0.0417262,0.00374814,0.00852901,0.0200026,0.0215261,0.0176233,0.013791,0,0,0.00512358,0,0.0230291,0.00464329,0.0564834,0.0215797,0.0293119,0.0137738,0.00103687,0.0332689,0.00151145,0.0437587,0.00465695,0.00316595,0.0139573,0.00787614,0.0108444,0.0172058,0.0143248,0.0141634,0.00289328,0.0165577,0,0,0,0.0195281,0.000451155,0.0138558,0.0104223,0,0.0268766,0.0102543
175,0,0,0,0,0,0,0.00822947,0.0137697,0,0,0,0.0382298,0.0178334,0.0316346,0,0,0.00457223,0,0.02312,0.00212347,0.0282528,0.0357627,0.00743196,0.00750648,0.00497284,0.00996882,0.0067671,0.0146962,0.0168801,0.0233867,0.0105899,0.0402544,0.00382503,0.00851643,0.020715,0.0215105,0.0191688,0.013892,0,0,0.00503961,0,0.0230038,0.00454493,0.0572043,0.0237336,0.0292072,0.0157165,0.00101089,0.0332406,0.00141736,0.0444025,0.00538748,0.00355475,0.0154033,0.00834378,0.0118042,0.0189168,0.0150491,0.014076,0.00287208,0.0166331,0,0,0,0.0193289,0.000442202,0.014585,0.0105362,0,0.0268789,0.00982406
176,0,0,0,0,0,0,0.00827999,0.0137736,0,0,0,0.0363452,0.0178354,0.030159,0,0,0.00466705,0,0.0231444,0.00226226,0.0285131,0.0348035,0.00727315,0.00786061,0.0050911,0.00982293,0.00571135,0.0152324,0.0160637,0.0223281,0.0107258,0.0378661,0.00388103,0.00852573,0.0215257,0.0214942,0.0205253,0.0139622,0,0,0.00497756,0,0.0229945,0.00444465,0.0577891,0.0255591,0.0290755,0.0176693,0.00106895,0.0332384,0.00137564,0.0450999,0.00638416,0.00398157,0.0168307,0.00881722,0.0126414,0.0204083,0.015941,0.0140022,0.00286442,0.0166619,0,0,0,0.0190736,0.00041756,0.015297,0.0106465,0,0.0268862,0.00945143
177,0,0,0,0,0,0,0.00831157,0.0137674,0,0,0,0.0339273,0.0179498,0.0285526,0,0,0.00481919,0,0.0232344,0.00218745,0.0287771,0.0328553,0.00719466,0.00800333,0.00515136,0.0096144,0.00479064,0.0157403,0.0151978,0.0209123,0.0102293,0.0351837,0.00393131,0.0085366,0.0225309,0.0214937,0.0220258,0.0140323,0,0,0.00480383,0,0.0230148,0.00431739,0.0583649,0.0275898,0.0289291,0.0198268,0.0010756,0.033332,0.00132698,0.045886,0.00749307,0.00447801,0.0184127,0.00928102,0.0134378,0.0219171,0.0170274,0.0139376,0.00287654,0.0165945,0,0,0,0.0187991,0.000497013,0.0160094,0.0107773,0,0.0269537,0.00906294
178,0,0,0,0,0,0,0.00831548,0.0137357,0,0,0,0.0311262,0.0178464,0.0267459,0,0,0.0049345,0,0.0231422,0.00245731,0.0290667,0.030404,0.00693213,0.00806356,0.00521114,0.00938061,0.00391798,0.0162464,0.0143525,0.0195062,0.00961829,0.0321975,0.00399857,0.00851005,0.0231417,0.0214471,0.0231814,0.0140804,0,0,0.0049843,0,0.0229355,0.00441608,0.0588895,0.0294198,0.0288361,0.0215764,0.00107321,0.0334412,0.00135009,0.046706,0.00850893,0.0049619,0.0196544,0.00963833,0.0140202,0.0231421,0.0179591,0.0140887,0.00285843,0.0165071,0,0,0,0.0185374,0.000307963,0.016615,0.0108415,0,0.0270259,0.00866065
179,0,0,0,0,0,0,0.00838249,0.0137338,0,0,0,0.0282759,0.0178,0.0245778,0,0,0.00513523,0,0.0231063,0.00262276,0.0294272,0.0282353,0.00664551,0.00826915,0.00525081,0.00919923,0.00301972,0.016747,0.0134122,0.017887,0.00919603,0.0286731,0.00409795,0.00850808,0.0236409,0.0214055,0.0240024,0.0141601,0,0,0.00491127,0,0.0228983,0.00436755,0.0594163,0.0309487,0.0287584,0.0229985,0.00126976,0.0334818,0.00142566,0.0475305,0.00942123,0.00549594,0.0205916,0.00998233,0.0143815,0.0240334,0.0186145,0.0141248,0.00278805,0.0165723,0,0,0,0.0183203,0.000675255,0.0171997,0.0109129,0,0.0270586,0.00843209
180,0,0,0,0,0,0,0.00848069,0.014056,0,0,0,0.0286498,0.0178949,0.0232701,0,0,0.00483728,0,0.0230977,0.00221641,0.0276837,0.0268446,0.00860106,0.0124006,0.00499738,0.0100757,0.00225292,0.0188344,0.0135923,0.0184137,0.00936188,0.030427,0.00377084,0.00844694,0.0173452,0.0213533,0.0203662,0.0135627,0,0,0.00489502,0,0.0228399,0.0043718,0.0518533,0.0340538,0.0330671,0.0230964,0.00305532,0.0334098,0.00868185,0.0482396,0.0183416,0.0116014,0.0069883,0.00942394,0.0121741,0.0185917,0.0171596,0.0140304,0.00258246,0.0168989,0,0,0,0.0185437,0.00153544,0.0152557,0.0101669,0,0.0249426,0.00921847
181,0,0,0,0,0,0,0.00844021,0.0140717,0,0,0,0.0257664,0.0179339,0.0208561,0,0,0.00485805,0,0.0231113,0.00226847,0.027746,0.0242449,0.008466,0.0125911,0.00500421,0.0100247,0.00153113,0.0193137,0.0123048,0.016811,0.00889382,0.027125,0.0038007,0.00842701,0.021683,0.0213604,0.0228741,0.0134615,0,0,0.00489016,0,0.0228576,0.00439088,0.0514302,0.0382366,0.0331063,0.0269225,0.00344152,0.0333765,0.0105927,0.0514908,0.0212604,0.0111932,0.008556,0.0123967,0.013208,0.0202019,0.0236551,0.0139698,0.0025113,0.0168235,0,0,0,0.0184667,0.00168047,0.0159641,0.0100885,0,0.0248578,0.00910257
182,0,0,0,0,0,0,0.00858881,0.0142447,0,0,0,0.0225521,0.0179294,0.0179228,0,0,0.00497763,0,0.0231364,0.00239672,0.0282408,0.0209728,0.00863898,0.0129012,0.00512592,0.00998296,0.00122001,0.019517,0.0114931,0.0153472,0.00819609,0.0237846,0.00397769,0.00844345,0.0210661,0.0213545,0.0229484,0.0136613,0,0,0.00479176,0,0.0228468,0.00432089,0.0521891,0.0380861,0.0331121,0.0263316,0.00335001,0.0338037,0.00999614,0.0511389,0.0207566,0.0114743,0.00843045,0.0113943,0.0135002,0.0205205,0.022491,0.0140214,0.00243198,0.01694,0,0,0,0.0183299,0.0016008,0.0171557,0.0103469,0,0.0247887,0.00942168
183,0,0,0,0,0,0,0.00872926,0.0144569,0,0,0,0.0198474,0.0179106,0.0153756,0,0,0.00512226,0,0.0231666,0.00255533,0.0288565,0.0183013,0.00875812,0.0131345,0.00527831,0.00993875,0.00149962,0.0196414,0.0105855,0.0139513,0.00769103,0.0206577,0.00412253,0.00846794,0.0201631,0.0213441,0.0225947,0.0138251,0,0,0.00474327,0,0.022818,0.00426485,0.0529639,0.0374755,0.0330535,0.0253957,0.00329682,0.0341954,0.00947894,0.0507591,0.0200485,0.011625,0.00817343,0.0104006,0.0135743,0.0206111,0.0214112,0.0141109,0.00239808,0.0171198,0,0,0,0.0183367,0.00161063,0.0182595,0.0106077,0,0.0246431,0.00960258
184,0,0,0,0,0,0,0.00886854,0.0146529,0,0,0,0.017915,0.0178875,0.0133758,0,0,0.00524954,0,0.0231979,0.00267295,0.0295393,0.0163026,0.00893356,0.0133387,0.00545485,0.00990651,0.00220123,0.019687,0.00961794,0.0128015,0.00742503,0.0179051,0.00427892,0.00848918,0.0191631,0.021362,0.0220379,0.0139732,0,0,0.00470498,0,0.0228125,0.00423249,0.0537325,0.0366658,0.0329203,0.0242919,0.00326482,0.0345187,0.00926275,0.0504591,0.0192873,0.0117173,0.00777839,0.00946559,0.0135346,0.0205685,0.0204297,0.014191,0.00236958,0.0172922,0,0,0,0.0185344,0.0013211,0.0191927,0.0108191,0,0.0244565,0.00969673
185,0,0,0,0,0,0,0.00905758,0.0147598,0,0,0,0.0162328,0.0178604,0.0115373,0,0,0.00541063,0,0.0232172,0.00275414,0.0302114,0.0141811,0.00924673,0.0134581,0.00558851,0.00993653,0.00313227,0.0197208,0.00866433,0.0118621,0.00734481,0.0154641,0.0044513,0.00849573,0.018165,0.021372,0.021188,0.0141777,0,0,0.00460453,0,0.0227926,0.00418479,0.0545195,0.0355498,0.0326644,0.0228236,0.003247,0.0348311,0.00916917,0.0503378,0.0184309,0.0115352,0.00718295,0.0086664,0.0132881,0.0203324,0.0197746,0.0142568,0.00234292,0.0174179,0,0,0,0.0187531,0.000804041,0.0199067,0.0110717,0,0.0243171,0.0098748
186,0,0,0,0,0,0,0.0092283,0.0148507,0,0,0,0.0144275,0.0178631,0.00967437,0,0,0.00561,0,0.0232443,0.00286424,0.030795,0.0121439,0.00983429,0.0134966,0.00564778,0.0100854,0.00424044,0.0197935,0.00786048,0.0110418,0.00693674,0.0135992,0.00465814,0.00850771,0.0172004,0.0213779,0.0203516,0.0144134,0,0,0.00430379,0,0.0228103,0.00403009,0.0552884,0.0344693,0.0323812,0.0212714,0.00320927,0.0351499,0.00905201,0.0503806,0.0175643,0.011217,0.00666968,0.00796496,0.0130401,0.0201178,0.0194289,0.0142636,0.00234268,0.0175264,0,0,0,0.019054,0.00106903,0.0204793,0.0113316,0,0.0242173,0.0102205
187,0,0,0,0,0,0,0.00935198,0.0149404,0,0,0,0.013378,0.017838,0.00794797,0,0,0.00568959,0,0.0232593,0.00293806,0.0313506,0.0103184,0.0107179,0.0136984,0.00582283,0.0104725,0.00557245,0.0200117,0.00742939,0.0104538,0.00606001,0.0121095,0.00481505,0.00852785,0.0164478,0.0213814,0.0195279,0.0145504,0,0,0.00430386,0,0.022777,0.00400928,0.0559104,0.0334217,0.0320575,0.0198486,0.00338748,0.0352923,0.00886974,0.0505162,0.0167654,0.0107948,0.00630918,0.00739512,0.0128164,0.0199014,0.0191055,0.0142794,0.00232956,0.0175774,0,0,0,0.0193726,0.000512279,0.0209668,0.0114803,0,0.0241652,0.0109158
188,0,0,0,0,0,0,0.00945261,0.0150254,0,0,0,0.0127551,0.0178189,0.00642717,0,0,0.00579096,0,0.0232804,0.00305712,0.0318918,0.00885627,0.0117467,0.0138967,0.00597975,0.0110089,0.00697653,0.0203076,0.00707175,0.0098825,0.00527902,0.0113274,0.00487745,0.00853503,0.0156776,0.021405,0.0187122,0.0146798,0,0,0.00429951,0,0.0227844,0.00400071,0.0564434,0.0324262,0.0317742,0.0184246,0.00358345,0.0354305,0.00864301,0.0507195,0.0159746,0.0103924,0.00609509,0.00691336,0.0126254,0.0197515,0.0189836,0.0142556,0.00230766,0.0176366,0,0,0,0.0197126,0.000183348,0.0214499,0.0116062,0,0.0241779,0.0118455
