Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,x70,x71,x72,LTIBP,RWRB,RASI,T10,x73,LILC,LTHIA
227,0,0,0,0,0,0,0.00814029,0.0152979,0,0,0,0.0137141,0.0188459,0.0087367,0,0,0.00364027,0,0.0229426,0.000696961,0.0359662,0.0123643,0.00185153,0.00404013,0.00558609,0.0107921,0.00234338,0.0196293,0.00675341,0.00682403,0.00318783,0.0173852,0.00327819,0.00748748,0.0121593,0.0216654,0.0107342,0.0150929,0,0,0.00683687,0,0.0228541,0.00546161,0.0555745,0.0168942,0.0277825,0.0187813,0.00359138,0.0387107,0.00943732,0.0477166,0.0210319,0.0132821,0.00404056,0.00169738,0.0075522,0.0120337,0.00877317,0.0181288,0.00453621,0.0173477,0,0,0,0.0185357,0.000527897,0.0230202,0.00993331,0,0.0254271,0.00284111
228,0,0,0,0,0,0,0.00811371,0.0154368,0,0,0,0.0144467,0.0188891,0.00934688,0,0,0.00388173,0,0.0229353,0.000628006,0.0362971,0.0127948,0.00212918,0.0043123,0.00572169,0.0106952,0.00218793,0.0194798,0.0070503,0.00711369,0.00297626,0.0184252,0.00329551,0.00746056,0.0127844,0.0216683,0.0108501,0.0151374,0,0,0.00689353,0,0.0228442,0.0054505,0.0545313,0.0166348,0.0274902,0.0185749,0.00354365,0.0384967,0.0100792,0.0477663,0.0213523,0.0137225,0.00427125,0.00207149,0.00773282,0.0118813,0.00898074,0.0182623,0.00446761,0.0174781,0,0,0,0.0183902,0.000618207,0.0228952,0.0101794,0,0.0257382,0.00266027
229,0,0,0,0,0,0,0.00808246,0.0154234,0,0,0,0.0152795,0.0189219,0.0101226,0,0,0.00413975,0,0.0229497,0.000588556,0.0368093,0.0136861,0.00243242,0.00463925,0.0058037,0.0107404,0.00207921,0.0193642,0.00698437,0.00743147,0.00263688,0.0195669,0.00330639,0.00745669,0.0131304,0.0216431,0.0111806,0.0152048,0,0,0.00698573,0,0.0228086,0.00546032,0.0534467,0.0165435,0.027183,0.0182581,0.00353153,0.0381223,0.0106569,0.0478034,0.0216622,0.0142315,0.00452077,0.00242949,0.00793329,0.0118429,0.00916643,0.0182811,0.00441843,0.0174239,0,0,0,0.0182028,0.000726343,0.0227824,0.0104956,0,0.0260137,0.0025796
230,0,0,0,0,0,0,0.0080068,0.0152795,0,0,0,0.0160264,0.0189627,0.0109711,0,0,0.00424462,0,0.0229869,0.000558159,0.0373644,0.0146619,0.00271924,0.00495568,0.00580954,0.0108842,0.00195537,0.0192893,0.00680356,0.00762032,0.00237939,0.0206275,0.00335733,0.00745724,0.0133556,0.021623,0.0115854,0.0152151,0,0,0.00715255,0,0.0228023,0.00550704,0.0522967,0.0167448,0.0269147,0.0178436,0.00353105,0.0376594,0.0112044,0.0478439,0.0218652,0.0147254,0.00483872,0.00277947,0.00824501,0.0119453,0.00924159,0.0182169,0.00438276,0.0171975,0,0,0,0.0181064,0.000856777,0.0226658,0.010752,0,0.0262124,0.00258301
231,0,0,0,0,0,0,0.00786639,0.0150797,0,0,0,0.0165002,0.0190017,0.010938,0,0,0.0043323,0,0.0230158,0.000533476,0.037833,0.0149399,0.00298085,0.00524361,0.0057515,0.0105362,0.00195157,0.0192306,0.00726924,0.00765682,0.00239623,0.0214899,0.00342275,0.00743727,0.013527,0.0216082,0.0118785,0.0151466,0,0,0.0073043,0,0.0228132,0.00559237,0.0510868,0.0170532,0.0267008,0.0175584,0.00347044,0.0372184,0.0117378,0.047853,0.0219715,0.0152176,0.00519011,0.00313923,0.00870209,0.012185,0.00907661,0.0181244,0.00438975,0.0168633,0,0,0,0.018179,0.000990214,0.0225264,0.010837,0,0.0263641,0.00256399
232,0,0,0,0,0,0,0.00761201,0.0147445,0,0,0,0.0169643,0.0190278,0.0106229,0,0,0.0043955,0,0.0230453,0.000493522,0.038183,0.0139094,0.0032572,0.00552014,0.00559582,0.0102076,0.00192902,0.0190608,0.00833987,0.00812625,0.00274011,0.0224802,0.003415,0.00743265,0.0140878,0.0216007,0.0121596,0.0148512,0,0,0.00693441,0,0.0229216,0.00542244,0.0499254,0.0173277,0.0265472,0.0173107,0.00334529,0.0364319,0.0122828,0.0478035,0.0220107,0.0156123,0.00551451,0.00344075,0.00912628,0.0124885,0.00817741,0.0176269,0.00419572,0.0163693,0,0,0,0.0183311,0.00109273,0.0224311,0.0106137,0,0.0264889,0.0025286
233,0,0,0,0,0,0,0.00746335,0.0145852,0,0,0,0.0178397,0.0190254,0.0110161,0,0,0.00444798,0,0.0230762,0.000451913,0.0383674,0.0138545,0.00324871,0.00574529,0.00549879,0.0101897,0.00199602,0.0189476,0.00884083,0.00836236,0.00283142,0.0239002,0.0033539,0.00743355,0.014527,0.0214858,0.0124959,0.0146621,0,0,0.00812353,0,0.0226517,0.0062079,0.0488365,0.0176794,0.0264324,0.0169815,0.00319267,0.0364893,0.0127193,0.0476806,0.0218721,0.0157898,0.00585148,0.00370307,0.00950428,0.0128797,0.0073788,0.0181673,0.00553358,0.0160475,0,0,0,0.0182991,0.00122517,0.0223433,0.01041,0,0.0266826,0.00260844
234,0,0,0,0,0,0,0.00727249,0.0144622,0,0,0,0.0190777,0.0189941,0.0116184,0,0,0.00437532,0,0.0231171,0.000436834,0.0384537,0.0138925,0.00302067,0.00587852,0.00541966,0.0103195,0.00217225,0.0188868,0.00848173,0.00863755,0.00291393,0.0256454,0.00324943,0.00745704,0.0145938,0.0212241,0.012823,0.0143393,0,0,0.00884231,0,0.0230517,0.0069607,0.0478266,0.0180268,0.0263015,0.0165197,0.00320978,0.0362087,0.0129718,0.0474994,0.0215448,0.0157324,0.00625759,0.00397218,0.00986515,0.0133472,0.00748687,0.0182684,0.00636998,0.0157826,0,0,0,0.0180805,0,0.0221463,0.0100906,0,0.026874,0.00271629
235,0,0,0,0,0,0,0.00728625,0.0145481,0,0,0,0.0206713,0.0189324,0.0123368,0,0,0.00421474,0,0.0231611,0.000411159,0.0385422,0.0142055,0.00270107,0.00605273,0.00532838,0.0100828,0.00239936,0.018881,0.00849884,0.00895834,0.00298521,0.0275524,0.00308325,0.00751502,0.0150274,0.0211797,0.0130419,0.0143468,0,0,0.00870694,0,0.0230062,0.00690836,0.0469947,0.0183298,0.0262194,0.0159806,0.00325481,0.0364457,0.0130374,0.0472856,0.0210571,0.0154891,0.00656238,0.00420735,0.0102448,0.0138276,0.00752971,0.0182289,0.00636996,0.0158517,0,0,0,0.0179224,0,0.0219333,0.00999308,0,0.0270593,0.00286767
236,0,0,0,0,0,0,0.00733861,0.0145327,0,0,0,0.0223163,0.0188637,0.0129046,0,0,0.00403028,0,0.0232428,0.000364392,0.0385987,0.0147558,0.00238785,0.00626424,0.0051803,0.00996791,0.00262405,0.0189193,0.00899783,0.00937518,0.00309269,0.0294605,0.00290295,0.00761171,0.0153681,0.0211256,0.0132581,0.0143011,0,0,0.00851597,0,0.0229474,0.0068067,0.0463252,0.0185427,0.0261712,0.0153711,0.00338874,0.0365557,0.0129616,0.0469924,0.0204365,0.0151242,0.00669631,0.00441163,0.0106019,0.0144612,0.00756197,0.0181278,0.00638299,0.0159303,0,0,0,0.0177768,0,0.0218086,0.0099552,0,0.0272205,0.00301913
237,0,0,0,0,0,0,0.00742865,0.0144755,0,0,0,0.0236961,0.0187954,0.0134079,0,0,0.00383536,0,0.023322,0.000375031,0.038523,0.0155643,0.00211352,0.00644043,0.00505937,0.0100053,0.00277267,0.018988,0.00948651,0.00985047,0.00298613,0.0314604,0.00278004,0.00770935,0.0157266,0.0211059,0.013432,0.0142173,0,0,0.0083241,0,0.02291,0.00676994,0.04581,0.0188377,0.0261882,0.0146967,0.00353295,0.0366138,0.0128274,0.0465945,0.0196983,0.0146157,0.0068041,0.00455862,0.0108298,0.0148378,0.00749639,0.0180057,0.00639574,0.016021,0,0,0,0.0176597,0,0.0217183,0.00999973,0,0.0273638,0.00311484
238,0,0,0,0,0,0,0.0075024,0.0143971,0,0,0,0.0248437,0.0187458,0.0140314,0,0,0.00363848,0,0.0233434,0.000389121,0.0382522,0.0166057,0.00199714,0.0065824,0.00501266,0.0100675,0.00286164,0.019075,0.00977349,0.0102649,0.00308829,0.0332701,0.00267207,0.00771095,0.0159545,0.0211044,0.0132857,0.0141096,0,0,0.00818568,0,0.022888,0.00680438,0.0453695,0.0187863,0.0262949,0.0139266,0.00367207,0.0365842,0.0126886,0.0461475,0.018814,0.013984,0.00685995,0.00467612,0.0108349,0.0148301,0.00741765,0.0178749,0.00645078,0.0160846,0,0,0,0.0175128,0,0.0216375,0.0100558,0,0.0275344,0.00319425
239,0,0,0,0,0,0,0.00753696,0.0143449,0,0,0,0.0258925,0.0187005,0.0145285,0,0,0.00344118,0,0.0233362,0.000384347,0.0378516,0.0166813,0.0020149,0.0067024,0.00495737,0.0101081,0.00289309,0.0191763,0.00993469,0.0105539,0.00309614,0.0348059,0.00257779,0.00765215,0.0160331,0.0211053,0.0128313,0.0139893,0,0,0.00807667,0,0.0228869,0.00677906,0.044961,0.0179252,0.0265028,0.0131478,0.00379945,0.0365021,0.0124518,0.0456414,0.0178455,0.0132649,0.00688284,0.00473009,0.0106033,0.0144658,0.00733917,0.0177651,0.00645709,0.0161073,0,0,0,0.0173578,0,0.0215486,0.010087,0,0.027698,0.00329073
240,0,0,0,0,0,0,0.00755422,0.0142949,0,0,0,0.0268562,0.0185985,0.0149843,0,0,0.00327388,0,0.0233567,0.000399628,0.0373807,0.0165392,0.00214681,0.00675834,0.00491249,0.0101587,0.00288198,0.0192831,0.0101444,0.0108305,0.00322101,0.0360836,0.00251835,0.00764454,0.0154887,0.0210724,0.0123693,0.0138928,0,0,0.00806793,0,0.0228535,0.00672226,0.044539,0.0163394,0.0267609,0.0123721,0.00388592,0.0364254,0.01208,0.0450367,0.0167814,0.0124151,0.00685167,0.0047204,0.0102532,0.0138221,0.00821529,0.0177187,0.00657497,0.0160615,0,0,0,0.0172215,0,0.0215309,0.0100465,0,0.0278041,0.00341013
241,0,0,0,0,0,0,0.00758593,0.0142267,0,0,0,0.0275653,0.0184704,0.0151333,0,0,0.00311084,0,0.0233315,0.000413603,0.0368933,0.0161986,0.00231515,0.00676155,0.00484712,0.0102532,0.00282503,0.0193159,0.0104835,0.0111792,0.00378629,0.0370175,0.00248025,0.00770873,0.0150734,0.0210362,0.011895,0.0138335,0,0,0.00806259,0,0.0228142,0.00657598,0.0441659,0.0151002,0.0269961,0.0115137,0.00392399,0.0363413,0.0116987,0.044348,0.0156446,0.0114106,0.00669643,0.00461777,0.00981843,0.013129,0.00856444,0.017656,0.00651565,0.0159755,0,0,0,0.0171739,0,0.021552,0.00992119,0,0.0278562,0.00354123
242,0,0,0,0,0,0,0.00760061,0.0141369,0,0,0,0.0282408,0.0184325,0.0153819,0,0,0.00304886,0,0.0233393,0.000476226,0.0364193,0.0160335,0.00245689,0.00670742,0.0047217,0.0103918,0.00277059,0.0193177,0.0105962,0.0115178,0.00425854,0.037922,0.00247725,0.00776905,0.0151661,0.0210667,0.0115024,0.0137476,0,0,0.00780931,0,0.022884,0.00637078,0.0438885,0.0144669,0.027155,0.0104748,0.00395851,0.0361425,0.0112071,0.0435881,0.0144365,0.0102993,0.00650364,0.00440122,0.00939549,0.0126856,0.00797278,0.0174417,0.00604377,0.0159062,0,0,0,0.0171256,0,0.021581,0.00974998,0,0.0278726,0.00372325
243,0,0,0,0,0,0,0.00764481,0.0141607,0,0,0,0.0289837,0.0184502,0.0156665,0,0,0.003152,0,0.0233292,0.000488578,0.0359286,0.0162186,0.00261606,0.00665583,0.00465374,0.0105278,0.00267963,0.0193216,0.0107488,0.0119,0.00408411,0.0388918,0.00251695,0.00777796,0.0152004,0.0210691,0.0110485,0.0137567,0,0,0.00811854,0,0.022857,0.00650762,0.0437138,0.0143587,0.0272689,0.0092292,0.00397111,0.0362864,0.0107156,0.0427309,0.0129841,0.00921238,0.00637766,0.00417574,0.0090628,0.0126423,0.00752779,0.0176953,0.00644991,0.0160157,0,0,0,0.017018,0,0.0215548,0.00973064,0,0.0278838,0.00392831
244,0,0,0,0,0,0,0.00766791,0.0142041,0,0,0,0.0297808,0.0184905,0.0160177,0,0,0.00332482,0,0.0233039,0.000478216,0.0354861,0.0166394,0.0026288,0.00670932,0.00463995,0.0107191,0.00261521,0.0193983,0.0108574,0.0121605,0.00398285,0.0400055,0.00258383,0.00777879,0.0146725,0.0210904,0.0108173,0.0136665,0,0,0.00814992,0,0.0228603,0.00649487,0.0436015,0.0146184,0.0273798,0.00774033,0.00401859,0.0362696,0.0102273,0.0417596,0.0112972,0.00802498,0.00643866,0.00404707,0.00891104,0.0129893,0.00824557,0.0177223,0.00640477,0.0161533,0,0,0,0.016865,0,0.021459,0.00968149,0,0.0278434,0.00413039
245,0,0,0,0,0,0,0.00767056,0.0143015,0,0,0,0.0307839,0.0185261,0.0169019,0,0,0.00352525,0,0.0232599,0.000468754,0.0351337,0.0169629,0.00236203,0.00663857,0.00464971,0.0110572,0.00264239,0.0195144,0.0110319,0.0122817,0.00410703,0.0412816,0.00267086,0.00776914,0.0142874,0.0211136,0.0106328,0.0136064,0,0,0.00824744,0,0.0228602,0.00646926,0.0435419,0.0149607,0.0274846,0.00614326,0.00404121,0.0362374,0.00966995,0.0407126,0.0095418,0.00684152,0.0066882,0.00405646,0.00881889,0.013537,0.00968094,0.0176854,0.00627146,0.0162975,0,0,0,0.0167292,0,0.0213452,0.00956251,0,0.0277735,0.00432355
246,0,0,0,0,0,0,0.00771735,0.0144305,0,0,0,0.0318376,0.0185466,0.0174793,0,0,0.00373197,0,0.0232109,0.000417842,0.0348859,0.0171714,0.00215603,0.00636791,0.0046967,0.0113947,0.00266596,0.0196614,0.0112046,0.0124632,0.00423658,0.0426697,0.00277946,0.00775737,0.0133032,0.0211266,0.0104427,0.0135793,0,0,0.00831365,0,0.0229109,0.00640716,0.0435017,0.0158908,0.0275993,0.00446514,0.0040892,0.0361842,0.00913097,0.0396158,0.00783857,0.00559896,0.00715786,0.00430591,0.00881136,0.0142363,0.0119534,0.0176391,0.00596169,0.0164463,0,0,0,0.0165902,0,0.0212375,0.00947957,0,0.0276763,0.00460683
247,0,0,0,0,0,0,0.0077063,0.014536,0,0,0,0.0327749,0.0185803,0.0179884,0,0,0.0039179,0,0.0231828,0.000416819,0.0346915,0.0176595,0.00205484,0.00623173,0.00474849,0.011841,0.00259834,0.0197984,0.0114379,0.012751,0.00431045,0.0439428,0.00285867,0.00776052,0.0130468,0.0211493,0.0100733,0.0135653,0,0,0.00841716,0,0.0229602,0.00643284,0.0435861,0.0167798,0.0277543,0.00293182,0.00410173,0.0361275,0.00864482,0.0385299,0.0063844,0.00441174,0.00749476,0.00474601,0.00869523,0.0145643,0.0129583,0.0176696,0.00597185,0.0165769,0,0,0,0.0165085,0,0.0211414,0.00951558,0,0.0276201,0.00484211
248,0,0,0,0,0,0,0.00767343,0.0145836,0,0,0,0.0338755,0.0185765,0.0184819,0,0,0.00412108,0,0.0231638,0.000485391,0.0345291,0.0185542,0.00195673,0.00602324,0.00477813,0.012371,0.00255368,0.0199355,0.0117371,0.0131056,0.00445636,0.0451373,0.00296661,0.00779665,0.0125988,0.0211606,0.00948735,0.0135649,0,0,0.00854986,0,0.0229928,0.00645998,0.043789,0.016865,0.0279629,0.00181816,0.00413624,0.0359715,0.00822105,0.0374678,0.00524766,0.00331743,0.007606,0.00534963,0.0083814,0.0141985,0.0136041,0.0176553,0.00592685,0.01664,0,0,0,0.0164149,0,0.0211656,0.00960072,0,0.027518,0.00507234
249,0,0,0,0,0,0,0.00775669,0.0146937,0,0,0,0.0349789,0.0185631,0.019023,0,0,0.00432267,0,0.0231551,0.000543147,0.0343765,0.0189349,0.00184024,0.00588626,0.00479971,0.0129201,0.00256906,0.019994,0.0119947,0.0134328,0.00455721,0.0464306,0.00309894,0.00784363,0.0119773,0.0211763,0.00869059,0.0137195,0,0,0.0086042,0,0.0230014,0.00644971,0.0441326,0.0158081,0.0282457,0.001797,0.00419518,0.0359601,0.00792573,0.0365196,0.00469467,0.00252078,0.00740597,0.00607761,0.00784436,0.0132721,0.0138916,0.0175788,0.00588811,0.016752,0,0,0,0.0163268,0,0.0213344,0.00974789,0,0.0274052,0.00531884
250,0,0,0,0,0,0,0.00786431,0.014795,0,0,0,0.0360319,0.0185482,0.0195409,0,0,0.0045011,0,0.0231657,0.000643874,0.034163,0.0192358,0.00180553,0.00555054,0.00482725,0.0134323,0.00256317,0.0200449,0.0122315,0.0137726,0.00484838,0.0476966,0.00322139,0.0079035,0.0112482,0.0211741,0.00775156,0.0138575,0,0,0.00862807,0,0.0229991,0.00646258,0.0445351,0.0143519,0.0285553,0.00242655,0.00430107,0.0359412,0.00773323,0.0357214,0.00481663,0.00249411,0.00707667,0.00695557,0.00714153,0.0117346,0.0136496,0.0174769,0.0058336,0.0168401,0,0,0,0.0162542,0,0.0216096,0.00989132,0,0.0272985,0.00558393
251,0,0,0,0,0,0,0.00794484,0.0148847,0,0,0,0.0369272,0.0185248,0.0199991,0,0,0.00464072,0,0.0232059,0.000907296,0.0338694,0.0196238,0.00185016,0.00528807,0.00478464,0.0139286,0.00248385,0.0200828,0.0124901,0.0140893,0.00519772,0.0487687,0.00334437,0.0080033,0.0105486,0.0212016,0.00685723,0.0139367,0,0,0.00818753,0,0.0231027,0.00614333,0.0450058,0.0129411,0.028789,0.00301894,0.00442731,0.0358469,0.00767484,0.0350062,0.00551054,0.00325736,0.00693218,0.00808827,0.00658769,0.00981785,0.0126854,0.0171784,0.00510097,0.0169083,0,0,0,0.016194,0,0.0219268,0.0100586,0,0.0272285,0.00584166
252,0,0,0,0,0,0,0.00797449,0.014974,0,0,0,0.0377809,0.0184366,0.020321,0,0,0.00479822,0,0.0232472,0.00096928,0.0335524,0.0199332,0.00193749,0.00505437,0.00486184,0.0143965,0.00240124,0.020127,0.0126752,0.0143591,0.00503614,0.0498378,0.00348372,0.00812831,0.0106426,0.0211399,0.00676142,0.0139695,0,0,0.00830226,0,0.0230547,0.00614573,0.0454334,0.0118957,0.029047,0.00389919,0.0046159,0.0357932,0.00766804,0.0343275,0.00662652,0.00434296,0.00720521,0.00930252,0.00635663,0.00818837,0.0114929,0.0171784,0.00508166,0.0169739,0,0,0,0.0161132,0,0.0223576,0.0101796,0,0.0270815,0.00618072
253,0,0,0,0,0,0,0.00800904,0.0150423,0,0,0,0.0386535,0.0183519,0.0206101,0,0,0.00496849,0,0.023292,0.00103098,0.0332329,0.0202474,0.00199597,0.0049491,0.00492768,0.0148766,0.00235027,0.0201327,0.0128287,0.0145835,0.0048405,0.0509668,0.0036185,0.00825839,0.0116163,0.0211042,0.00730016,0.0139715,0,0,0.00833817,0,0.0230142,0.00610675,0.0459217,0.0107773,0.029222,0.00472329,0.00481482,0.0356724,0.00771237,0.0337869,0.0078584,0.00561561,0.00781527,0.010619,0.00676849,0.00749339,0.0102245,0.0170838,0.00503295,0.0170587,0,0,0,0.0160467,0,0.0228459,0.0102807,0,0.0269926,0.00649986
254,0,0,0,0,0,0,0.00805171,0.0151329,0,0,0,0.0395191,0.0182781,0.0209033,0,0,0.00508186,0,0.0232981,0.00107429,0.0328799,0.0206298,0.00207102,0.00501049,0.00497757,0.0153024,0.00217032,0.0200881,0.012947,0.0148178,0.0049515,0.0518717,0.00376151,0.00828299,0.0138531,0.021104,0.00813147,0.0140033,0,0,0.00829569,0,0.0230312,0.00614831,0.0465156,0.0103127,0.0293607,0.00553447,0.00501684,0.0355021,0.00774677,0.0333413,0.00903614,0.0067979,0.008729,0.012033,0.00767967,0.00779846,0.0101575,0.0169671,0.00505646,0.0171849,0,0,0,0.0159592,0,0.0233138,0.0103495,0,0.0269113,0.0068039
255,0,0,0,0,0,0,0.00806061,0.015276,0,0,0,0.0402322,0.0182107,0.0213972,0,0,0.00516613,0,0.0233239,0.00121611,0.0325852,0.0210833,0.00218637,0.00493169,0.00504013,0.0157079,0.00190754,0.0200076,0.0130595,0.0150978,0.00521604,0.0526883,0.00392097,0.00832568,0.0168224,0.0211024,0.0091339,0.0140337,0,0,0.00829026,0,0.0230761,0.00618404,0.0471196,0.0104439,0.0294435,0.00624104,0.00523177,0.0353212,0.00779365,0.0330455,0.0100717,0.00783258,0.00986272,0.0134091,0.00893437,0.00866864,0.0119929,0.0168594,0.00510345,0.0173365,0,0,0,0.0158453,0,0.0237542,0.0103281,0,0.0268428,0.00714667
256,0,0,0,0,0,0,0.00801112,0.0154315,0,0,0,0.0407182,0.0181542,0.0216603,0,0,0.0052525,0,0.023381,0.00140105,0.0323689,0.021427,0.00226342,0.00446814,0.00511141,0.0160762,0.00165166,0.0198967,0.013232,0.0153076,0.00536835,0.0534525,0.00408939,0.00836473,0.0198478,0.0210814,0.0101081,0.01405,0,0,0.00829332,0,0.0230382,0.00613691,0.0476766,0.0109547,0.0294703,0.00694175,0.00541542,0.0350754,0.00774802,0.0329054,0.0109279,0.00867383,0.0110499,0.0147063,0.0102676,0.00977998,0.0148349,0.0167748,0.00496242,0.0174616,0,0,0,0.0157448,0,0.0241666,0.0102872,0,0.0267875,0.00747458
257,0,0,0,0,0,0,0.00796593,0.0156362,0,0,0,0.0410241,0.0180949,0.0217256,0,0,0.00534335,0,0.0234434,0.00159914,0.0321853,0.021537,0.00234629,0.00424487,0.00519669,0.0163642,0.00144111,0.019747,0.013383,0.0154257,0.00540937,0.054076,0.00421888,0.00838801,0.0223914,0.0210851,0.0110523,0.0141583,0,0,0.00820409,0,0.0230571,0.00612917,0.048142,0.0115416,0.0294272,0.00778214,0.00557407,0.0350175,0.00767415,0.0328537,0.0116071,0.00929387,0.0122046,0.0158526,0.0114774,0.0109302,0.0176503,0.016777,0.00484874,0.0176408,0,0,0,0.0156689,0,0.024513,0.0103982,0,0.0267817,0.00779063
258,0,0,0,0,0,0,0.00796613,0.0158003,0,0,0,0.041414,0.0179578,0.0217738,0,0,0.00536322,0,0.023455,0.00167425,0.0320523,0.0215903,0.00260975,0.00415789,0.00530139,0.0166132,0.00113043,0.0195455,0.0135233,0.0155231,0.00526259,0.0545074,0.0043084,0.00848816,0.024111,0.0211098,0.0119343,0.0142436,0,0,0.00808557,0,0.0230684,0.00609175,0.0483909,0.0121039,0.02937,0.00876046,0.00570246,0.0349923,0.00762684,0.0327653,0.0121385,0.00976059,0.0132068,0.0167677,0.0123807,0.011764,0.0199183,0.0168122,0.00478116,0.0177654,0,0,0,0.0155912,0,0.0248041,0.0105303,0,0.0267948,0.0081202
259,0,0,0,0,0,0,0.00796573,0.0159018,0,0,0,0.0415934,0.0178352,0.0218342,0,0,0.00531478,0,0.0234754,0.00173709,0.0320129,0.0217266,0.00291049,0.00406971,0.00540891,0.0167907,0.000742753,0.0193006,0.0136364,0.0156244,0.00524926,0.054781,0.00438673,0.00856424,0.0245797,0.0211003,0.0124272,0.0143579,0,0,0.00807326,0,0.0230489,0.00605954,0.0484392,0.0127045,0.0292727,0.00962479,0.00579751,0.034903,0.0075636,0.0326606,0.012473,0.0100014,0.0138625,0.017498,0.0129566,0.0122922,0.0213074,0.0167443,0.004754,0.0178593,0,0,0,0.0155191,0,0.0249999,0.0106931,0,0.0268422,0.00837666
260,0,0,0,0,0,0,0.0078791,0.015954,0,0,0,0.0417735,0.0177953,0.0217128,0,0,0.00543845,0,0.0235435,0.00203386,0.0321128,0.0218274,0.0033739,0.0040982,0.00532237,0.0168765,0.000364159,0.0190187,0.0137739,0.0158802,0.00537287,0.0552277,0.00454717,0.00864459,0.0238472,0.0211535,0.0123469,0.0144398,0,0,0.00717402,0,0.0232191,0.0054622,0.048335,0.0128803,0.0289042,0.00972553,0.00577661,0.0345583,0.00755499,0.0328616,0.0122308,0.00996474,0.0142068,0.0178359,0.0133511,0.0127901,0.0212495,0.0161078,0.00372744,0.0178501,0,0,0,0.0153723,0,0.0248288,0.0107711,0,0.027154,0.00867231
261,0,0,0,0,0,0,0.00788503,0.0160498,0,0,0,0.0414629,0.017704,0.0214235,0,0,0.00535994,0,0.0235718,0.0020712,0.0322464,0.0217572,0.00410021,0.00398696,0.00541996,0.0168359,0.000334454,0.0185923,0.0138232,0.0158927,0.00530647,0.0551704,0.00456336,0.00866011,0.021902,0.0211584,0.0121567,0.0145481,0,0,0.00720156,0,0.0232187,0.00550539,0.0480169,0.0130072,0.0288183,0.00994641,0.00578956,0.0345488,0.00728741,0.0329916,0.0120546,0.0097033,0.0140377,0.0176398,0.0131237,0.0126273,0.0202048,0.0160816,0.00382333,0.0179608,0,0,0,0.0154196,0,0.0247558,0.010868,0,0.0272383,0.00891749
262,0,0,0,0,0,0,0.00790165,0.0160716,0,0,0,0.0410599,0.017673,0.020743,0,0,0.00529052,0,0.0236048,0.0021171,0.0324963,0.0213767,0.00484018,0.0040729,0.00533709,0.0166511,0.00104345,0.0181283,0.0137749,0.0158097,0.0052736,0.0551762,0.00455032,0.00868171,0.0192898,0.0211811,0.0117855,0.0146608,0,0,0.00708443,0,0.0232685,0.00543763,0.047635,0.0128504,0.0286543,0.00968328,0.00557683,0.0345641,0.00701321,0.0331907,0.0115999,0.00913471,0.0135651,0.0170091,0.0125312,0.0121184,0.0180771,0.0160366,0.00390129,0.0179641,0,0,0,0.0154044,0,0.0246373,0.0108722,0,0.0275307,0.00935328
263,0,0,0,0,0,0,0.00809053,0.0158077,0,0,0,0.0408776,0.0177201,0.0201836,0,0,0.00506726,0,0.0235563,0.00199987,0.0331373,0.0209852,0.00579109,0.00469118,0.00486491,0.0163591,0.00171656,0.0175594,0.0136862,0.0158805,0.00521022,0.0552877,0.00430331,0.00859699,0.0155421,0.0212342,0.0109137,0.0149633,0,0,0.00711155,0,0.0233617,0.00537921,0.0471789,0.012383,0.0293587,0.00910521,0.00483226,0.0347046,0.00718957,0.0332293,0.0110188,0.00792925,0.0126353,0.0158828,0.0113937,0.011117,0.0149708,0.0161332,0.00385357,0.0176496,0,0,0,0.0153825,0,0,0.0109793,0,0.027807,0.00960377
264,0,0,0,0,0,0,0.00925937,0.0152853,0,0,0,0.0395292,0.0177476,0.0185691,0,0,0.00460352,0,0.0235173,0.00192595,0.0330658,0.0197955,0.00696919,0.00463507,0.00374191,0.0157565,0.0026645,0.0170703,0.0130232,0.015319,0.00481903,0.0536579,0.00411097,0.00847131,0.0118646,0.0211778,0.00982743,0.0154484,0,0,0.0066965,0,0.0234241,0.00497511,0.046754,0.0128393,0.0301846,0.0086581,0.00492916,0.033688,0.00707562,0.0331669,0.0102775,0.00666255,0.0112671,0.0144386,0.00989897,0.0102145,0.0129929,0.0155604,0.0034738,0.0169155,0,0,0,0.0155234,0,0,0.0110995,0,0.0285149,0.0100971
