Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
68,0,0,0,0,0,0,0.0183201,0.0156847,0,0,0,0.0120083,0.0146596,0.0103368,0,0,0.005898,0,0.0253353,0.00648986,0.0382941,0.0162872,0.0147128,0.0118776,0.00999828,0.0158511,0.0156298,0.0106682,0.0234075,0.00614141,0.00531848,0.00271775,0.0214059,0.00769759,0.00481583,0.00971968,0.0126338,0.0218783,0.0165557,0.0244481,0.0245312,0,0,0.00887575,0,0.0226461,0.00806634,0.0608855,0.0272973,0.0320031,0.0055858,0.00152775,0.0545366,0.00776347,0.0538554,0.00943454,0.00451282,0.00584216,0.00464257,0.00936974,0.0130696,0.0258351,0.0240093,0.00898905,0.00235481,0.0168346,0.0208438,0,0,0,0.00281427,0.0244179
69,0,0,0,0,0,0,0.0182731,0.0156854,0,0,0,0.0105615,0.0146543,0.00988907,0,0,0.00573188,0,0.0253002,0.00657798,0.038005,0.0156713,0.0129225,0.0119002,0.00998746,0.0147768,0.0132757,0.00932071,0.0231082,0.00494724,0.00412749,0.00275094,0.0208072,0.00830912,0.00476636,0.00973153,0.0115457,0.0218579,0.0163649,0.0252407,0.0244605,0,0,0.0087011,0,0.0226459,0.00799233,0.0612506,0.0265635,0.0322179,0.00505616,0.00152026,0.0545123,0.00766093,0.0538006,0.00914702,0.00417331,0.00574603,0.00455014,0.00893596,0.0119527,0.0250745,0.0238747,0.00878669,0.00248862,0.0169022,0.020781,0,0,0,0.00286815,0.0239829
70,0,0,0,0,0,0,0.018216,0.015852,0,0,0,0.0075577,0.0146901,0.00980738,0,0,0.00554427,0,0.0252727,0.00660827,0.0375098,0.017039,0.0122616,0.0119417,0.0100344,0.0143993,0.0116138,0.00863823,0.023289,0.00381394,0.00325705,0.00354087,0.020703,0.00935663,0.00473719,0.00972983,0.0109342,0.0218184,0.0162847,0.0260869,0.024445,0,0,0.00828476,0,0.0225943,0.00777488,0.0618275,0.0258833,0.0325809,0.00468738,0.00135074,0.0546345,0.00739478,0.0535757,0.00879611,0.00385013,0.00570106,0.00446882,0.00865085,0.0110112,0.0245537,0.0237012,0.00856717,0.00253757,0.0171893,0.0207593,0,0,0,0.00289548,0.0234648
71,0,0,0,0,0,0,0.0180648,0.0160871,0,0,0,0.00533228,0.0147074,0.00912852,0,0,0.00542066,0,0.0252636,0.00650835,0.0370941,0.0205516,0.0129194,0.0120713,0.0101142,0.01435,0.0105662,0.00928432,0.0244913,0.00325063,0.00411712,0.00408288,0.0209905,0.0112819,0.00478896,0.00975924,0.0109034,0.0217098,0.0162717,0.0268776,0.0242864,0,0,0.00759009,0,0.0224275,0.00751675,0.0626079,0.0253099,0.0330763,0.00445465,0.00125816,0.0545133,0.00696676,0.0532062,0.00845908,0.00364532,0.00562701,0.0043689,0.00836026,0.0100884,0.0242408,0.0233219,0.00858098,0.00241541,0.0175915,0.0205544,0,0,0,0.00294828,0.022886
72,0,0,0,0,0,0,0.0179988,0.0163674,0,0,0,0.0057565,0.0146842,0.00736659,0,0,0.00518486,0,0.0252244,0.00628564,0.0368707,0.0236695,0.0134128,0.0119615,0.0101989,0.0141157,0.00951298,0.00991371,0.0256362,0.00363413,0.00496699,0.00411549,0.0212281,0.011814,0.00482869,0.0097773,0.0105941,0.0216398,0.0161736,0.027443,0.0242156,0,0,0.00688179,0,0.0223324,0.00717718,0.063592,0.0244246,0.0335553,0.00427583,0.00144976,0.0543038,0.00656952,0.0529495,0.00824592,0.00366103,0.00543475,0.00417875,0.00802162,0.00898507,0.0239404,0.0228273,0.00825803,0.00240876,0.0180182,0.0202897,0,0,0,0.00296153,0.0225103
73,0,0,0,0,0,0,0.0180163,0.016562,0,0,0,0.00876684,0.0146438,0.00627105,0,0,0.00504919,0,0.0251899,0.00613134,0.0366978,0.0245768,0.0130981,0.0116239,0.0102378,0.0138162,0.0083729,0.00974188,0.0256209,0.00403993,0.00481797,0.00360961,0.0208145,0.0123415,0.00478557,0.00978714,0.0104914,0.0215986,0.0157488,0.0275779,0.0242258,0,0,0.00661337,0,0.0222845,0.00698181,0.0645505,0.0231343,0.0338262,0.00419378,0.00177812,0.0541143,0.00639548,0.0529333,0.00824906,0.00386538,0.00504026,0.00380509,0.00743293,0.00754023,0.023538,0.02261,0.0080358,0.00241923,0.0182496,0.020004,0,0,0,0.0029315,0.0224752
74,0,0,0,0,0,0,0.018049,0.0166228,0,0,0,0.00972544,0.0145861,0.00620571,0,0,0.00506199,0,0.0251821,0.00608663,0.0367057,0.0243767,0.011644,0.0112352,0.0102288,0.0134662,0.00645578,0.00871387,0.0246087,0.00338331,0.00366494,0.00325792,0.0200405,0.0137818,0.00471446,0.00979861,0.0106135,0.0215617,0.0150283,0.027517,0.0243054,0,0,0.00669263,0,0.0222507,0.00696043,0.0652384,0.0212598,0.033944,0.00442321,0.00205772,0.0540747,0.00630785,0.0529645,0.00838413,0.0040714,0.00454856,0.00334064,0.00666354,0.00590351,0.0230571,0.0226771,0.00789576,0.0024378,0.018284,0.0199289,0,0,0,0.00288918,0.0226301
75,0,0,0,0,0,0,0.0179644,0.0165456,0,0,0,0.00838122,0.0145442,0.00668275,0,0,0.00526499,0,0.025243,0.00610029,0.0369518,0.0237742,0.0102326,0.0110737,0.0101648,0.0133135,0.00457411,0.00756519,0.0235204,0.00227819,0.00265723,0.00329952,0.0194256,0.0143846,0.00462202,0.00984727,0.0101856,0.0215789,0.0140484,0.0273908,0.0243969,0,0,0.00674366,0,0.0223364,0.00687028,0.0654951,0.0187589,0.0339578,0.00507788,0.00250471,0.0539579,0.00612372,0.0527898,0.00849561,0.00428662,0.00409245,0.00291693,0.00583091,0.00420258,0.0230656,0.0225819,0.00734502,0.00253584,0.0181251,0.0201288,0,0,0,0.00286037,0.0227913
76,0,0,0,0,0,0,0.017766,0.0164126,0,0,0,0.00614666,0.0145018,0.00750513,0,0,0.00543721,0,0.0253001,0.00603302,0.0373654,0.0229483,0.00971857,0.0108317,0.0101185,0.0134666,0.00406984,0.00707652,0.0228925,0.00205901,0.00220568,0.00312878,0.0189051,0.0137463,0.00468172,0.00988371,0.0098433,0.0215359,0.0128373,0.0276556,0.0245722,0,0,0.00714907,0,0.0222502,0.00709235,0.0655215,0.0157191,0.0339695,0.00622498,0.0028563,0.054175,0.00571202,0.0523748,0.0085482,0.00454461,0.00375754,0.00254186,0.00495207,0.00268564,0.0238142,0.0228951,0.0076266,0.0023968,0.0178771,0.020578,0,0,0,0.00289453,0.022933
77,0,0,0,0,0,0,0.0177138,0.0163762,0,0,0,0.0050918,0.0144761,0.00806236,0,0,0.00546616,0,0.0253713,0.00610711,0.0379589,0.0221604,0.0096791,0.0106044,0.0100711,0.0139475,0.00476979,0.00705611,0.0226115,0.00238271,0.00189366,0.00324158,0.0183151,0.0131263,0.00465814,0.00992969,0.0106017,0.0215093,0.0112367,0.027695,0.024886,0,0,0.00751722,0,0.0221991,0.00720041,0.0654587,0.0123692,0.0340046,0.00785924,0.00313425,0.05442,0.00514081,0.0517805,0.00879268,0.00496157,0.00352008,0.0022083,0.00397926,0.00205935,0.0241247,0.0230979,0.00767589,0.00230247,0.0176789,0.0210804,0,0,0,0.00299556,0.0228022
78,0,0,0,0,0,0,0.0178032,0.0164859,0,0,0,0.00599748,0.0144533,0.00859018,0,0,0.00545144,0,0.0254373,0.00615546,0.0385545,0.0217769,0.00954835,0.0103618,0.00998103,0.0142456,0.00551724,0.00691333,0.022554,0.00233763,0.00136298,0.00380887,0.0179026,0.0128976,0.00455915,0.00995985,0.0111876,0.0214898,0.0093919,0.0275634,0.0252288,0,0,0.00796849,0,0.0221493,0.00732433,0.0653638,0.00933904,0.0340325,0.00963488,0.00331589,0.0547671,0.00444416,0.0511351,0.00936043,0.00556427,0.00333612,0.00201951,0.00304169,0.00282431,0.0240809,0.0234468,0.00779917,0.00226394,0.0175829,0.0213602,0,0,0,0.0031176,0.0225359
79,0,0,0,0,0,0,0.0179505,0.0166716,0,0,0,0.00647524,0.0144792,0.00924542,0,0,0.00543213,0,0.0253294,0.0061586,0.0389332,0.0216394,0.00937245,0.0100438,0.00990759,0.0141517,0.00602214,0.0065116,0.0226925,0.00188373,0.000945099,0.00427301,0.0179246,0.0118659,0.00449842,0.00990785,0.010891,0.0214796,0.00752749,0.0275098,0.0255639,0,0,0.00846363,0,0.0221004,0.00752239,0.0651808,0.00713052,0.0339898,0.0111191,0.00340063,0.0553398,0.00365173,0.0505417,0.0101845,0.0062369,0.00316435,0.00196329,0.00232183,0.00394178,0.0235636,0.0240046,0.00801657,0.0023174,0.0176049,0.021447,0,0,0,0.00293208,0.0223835
80,0,0,0,0,0,0,0.0180654,0.0168265,0,0,0,0.00659181,0.0145132,0.00992226,0,0,0.00530334,0,0.0251398,0.0060955,0.0391752,0.0214857,0.00879381,0.00967378,0.00985991,0.0138619,0.0065599,0.00631422,0.0229118,0.00161684,0.00126173,0.00350148,0.0182047,0.00998957,0.00444273,0.00982611,0.00973326,0.0215096,0.00584274,0.0273938,0.0258757,0,0,0.00892432,0,0.022087,0.00779955,0.0648677,0.00655393,0.0338075,0.012111,0.00347419,0.0560796,0.00296318,0.0500368,0.0112372,0.00676159,0.00291948,0.00188822,0.00195613,0.00496259,0.0223246,0.0246924,0.00829822,0.00244471,0.0176067,0.0214635,0,0,0,0.00276671,0.0223585
81,0,0,0,0,0,0,0.0181006,0.0168983,0,0,0,0.00730213,0.0145479,0.0103162,0,0,0.00509202,0,0.0250346,0.00590151,0.0394322,0.0210715,0.00784934,0.0092436,0.00977163,0.0136097,0.00712364,0.00658838,0.0229938,0.00190676,0.00207859,0.00315801,0.0185276,0.00893042,0.00440104,0.00976084,0.0086558,0.0215553,0.00457829,0.0271285,0.0261489,0,0,0.00937127,0,0.0221152,0.0080826,0.0645898,0.00781038,0.0334713,0.0128135,0.00357809,0.0567279,0.00258722,0.049639,0.012301,0.00707307,0.00266585,0.00172906,0.00195032,0.00579846,0.0199877,0.0253581,0.00853422,0.00260212,0.0176646,0.0214543,0,0,0,0.00267549,0.0224472
82,0,0,0,0,0,0,0.0181228,0.016906,0,0,0,0.00784573,0.014579,0.0101722,0,0,0.00484095,0,0.0250004,0.00571892,0.039884,0.0200776,0.00735621,0.00885945,0.0096291,0.0133805,0.00721265,0.00653839,0.0228055,0.00201941,0.00252758,0.00326054,0.0186695,0.00864766,0.00428562,0.00971529,0.00849974,0.0216023,0.00411663,0.0267716,0.0263669,0,0,0.00985879,0,0.0221571,0.00836954,0.0643962,0.00981573,0.0330284,0.0134051,0.00372706,0.0572371,0.00259754,0.049409,0.013181,0.00728792,0.00248566,0.00157835,0.00221849,0.00649936,0.0171372,0.0260116,0.00871271,0.00274665,0.0177863,0.0215087,0,0,0,0.00266899,0.0224821
83,0,0,0,0,0,0,0.0181883,0.016877,0,0,0,0.00792812,0.0145897,0.00947724,0,0,0.00461368,0,0.0249784,0.00579645,0.04059,0.0185704,0.00695918,0.00852106,0.00944953,0.0132801,0.00700696,0.00610288,0.0224215,0.0018785,0.00193023,0.00318453,0.0186231,0.0086218,0.00404439,0.00965756,0.00915933,0.0216556,0.00468952,0.0264034,0.0264848,0,0,0.0103924,0,0.0222153,0.00864092,0.0642131,0.01181,0.0325749,0.0140558,0.00385992,0.057612,0.00292658,0.0492495,0.0139688,0.00757545,0.00241324,0.00143924,0.0024673,0.00700519,0.0139102,0.0266754,0.00881432,0.00279637,0.0178923,0.0216072,0,0,0,0.00270279,0.0223872
84,0,0,0,0,0,0,0.0183053,0.0168113,0,0,0,0.00789378,0.0145925,0.00885597,0,0,0.00445163,0,0.0249527,0.00584303,0.0414769,0.0170977,0.00644691,0.00823139,0.00924447,0.0133022,0.00648893,0.0058798,0.02207,0.00171499,0.00126834,0.00235437,0.0186309,0.00865792,0.00375553,0.00960924,0.0101427,0.0217151,0.00587104,0.0260209,0.0265535,0,0,0.0109321,0,0.0222894,0.00889748,0.063919,0.0134931,0.0321691,0.014795,0.00396076,0.0578094,0.00342373,0.0491085,0.0147636,0.00800889,0.00243653,0.00125566,0.00276301,0.00727071,0.0114828,0.0271893,0.00894104,0.00286034,0.0179853,0.0216999,0,0,0,0.00270419,0.0221831
85,0,0,0,0,0,0,0.0184855,0.0168519,0,0,0,0.00755782,0.01457,0.0086729,0,0,0.00419037,0,0.0249115,0.00570177,0.0421963,0.0159917,0.00587978,0.00786504,0.00911987,0.0131407,0.0059079,0.00589799,0.0218669,0.00175124,0.00109895,0.00191083,0.0186636,0.0088898,0.00362386,0.00954638,0.0116182,0.0217497,0.00715294,0.025665,0.0267588,0,0,0.0115003,0,0.0222683,0.00926947,0.0634003,0.014738,0.0318394,0.0156368,0.00397893,0.0583233,0.00397156,0.0490206,0.0156072,0.0082936,0.00260965,0.00105653,0.00326525,0.00754513,0.0109892,0.0277387,0.00948526,0.00293206,0.0182297,0.0218963,0,0,0,0.00271454,0.0219808
86,0,0,0,0,0,0,0.0185549,0.0169201,0,0,0,0.00754488,0.0145823,0.00892552,0,0,0.00405286,0,0.0248504,0.00548043,0.0424986,0.0154276,0.00571792,0.00741929,0.00894422,0.0128817,0.00566656,0.0059012,0.0217468,0.00199145,0.00132887,0.00181992,0.0186762,0.00860584,0.00338399,0.00953726,0.0121328,0.0218153,0.0083853,0.0253363,0.0268575,0,0,0.0118315,0,0.0223579,0.00952532,0.0626744,0.0158439,0.0314711,0.0164152,0.0040019,0.0585194,0.0045055,0.0489001,0.0163879,0.00885355,0.00276212,0.000847619,0.00402559,0.00812349,0.0116943,0.0277853,0.00971107,0.0029863,0.0184324,0.0219873,0,0,0,0.00248699,0.0218413
87,0,0,0,0,0,0,0.0185775,0.0169869,0,0,0,0.00765765,0.014608,0.00945869,0,0,0.00405864,0,0.0247998,0.00541366,0.0423462,0.0151895,0.0055444,0.00689592,0.00872866,0.0126594,0.00564887,0.00555393,0.0216612,0.00237658,0.0015718,0.00202666,0.0186529,0.00829059,0.00319277,0.00958384,0.0119454,0.0218764,0.00903556,0.0249979,0.0268967,0,0,0.0119724,0,0.0224487,0.00972127,0.061827,0.0166119,0.0310565,0.0169256,0.00399914,0.0585578,0.00502374,0.0487764,0.0170073,0.00944401,0.00291965,0.000658287,0.00491654,0.00916761,0.011729,0.0276129,0.00985374,0.00294472,0.0186008,0.0220262,0,0,0,0.00222185,0.0218595
88,0,0,0,0,0,0,0.0185608,0.0169975,0,0,0,0.007979,0.0145917,0.010075,0,0,0.00409053,0,0.0247987,0.00546637,0.0419051,0.0151643,0.00533922,0.00631648,0.00848295,0.0123419,0.00553317,0.00540999,0.0214964,0.00285298,0.00208112,0.00235276,0.0185156,0.0081859,0.00295608,0.00962451,0.0115282,0.0219252,0.00927189,0.0246072,0.0269048,0,0,0.0119402,0,0.0225174,0.00979039,0.0609073,0.0170715,0.0306068,0.0171036,0.00401458,0.0584401,0.00542821,0.0486695,0.0174363,0.0099007,0.00319082,0.000547801,0.00570902,0.0105736,0.0118123,0.0273227,0.00987859,0.00280063,0.0187268,0.0220044,0,0,0,0.00215589,0.0220432
89,0,0,0,0,0,0,0.0185021,0.0169097,0,0,0,0.00875004,0.0145649,0.010744,0,0,0.00408998,0,0.0248201,0.00551018,0.0413754,0.0153915,0.00484416,0.00564438,0.00823395,0.0119755,0.00518777,0.00507557,0.021269,0.00323267,0.00272395,0.00254754,0.018273,0.00840246,0.00272151,0.00966029,0.0104605,0.0219246,0.0094727,0.0242187,0.0268082,0,0,0.0119705,0,0.0225273,0.00979977,0.0599834,0.0172255,0.0301837,0.0170138,0.00404103,0.0582258,0.00567333,0.0484904,0.0176443,0.0101555,0.00369069,0.000606834,0.00641439,0.0121063,0.012207,0.027095,0.0100469,0.00264572,0.0187626,0.0218899,0,0,0,0.00215458,0.0223622
90,0,0,0,0,0,0,0.0184722,0.0169329,0,0,0,0.00946564,0.0145285,0.0113728,0,0,0.00406663,0,0.0248216,0.00551238,0.0408467,0.0154581,0.00440344,0.00505877,0.008049,0.0117132,0.00477386,0.00446814,0.021072,0.00351712,0.00327931,0.00260088,0.0180058,0.0091619,0.00258017,0.00967555,0.00967942,0.0219078,0.00954091,0.0238288,0.0267421,0,0,0.0119466,0,0.0225277,0.00975068,0.0589818,0.0170805,0.0297928,0.016921,0.00411878,0.0580893,0.00585715,0.0483286,0.0178126,0.0103117,0.00415589,0.000781053,0.00697225,0.0133727,0.0111476,0.0268633,0.0100435,0.00254539,0.0188302,0.0217865,0,0,0,0.00215458,0.0227263
91,0,0,0,0,0,0,0.0183997,0.017004,0,0,0,0.010182,0.0145409,0.0118725,0,0,0.00395139,0,0.0248441,0.00545696,0.0403521,0.0154497,0.00382068,0.00456854,0.00792477,0.0116079,0.00441998,0.00417508,0.020958,0.00376987,0.003705,0.00262,0.0177765,0.0101949,0.00252959,0.00969946,0.00853264,0.0219127,0.00970081,0.0235106,0.0266633,0,0,0.0118717,0,0.0225421,0.00972909,0.0579814,0.0169791,0.0294725,0.0169068,0.00420356,0.057932,0.00598867,0.0481595,0.0179322,0.0104883,0.00445266,0.00103063,0.00746344,0.0142289,0.00996467,0.0266792,0.0100594,0.00255621,0.0188586,0.0216675,0,0,0,0.00205515,0.0230933
92,0,0,0,0,0,0,0.0183042,0.017083,0,0,0,0.0108153,0.0145943,0.0123524,0,0,0.00374113,0,0.0249424,0.00534002,0.039898,0.0155045,0.00351289,0.00425919,0.00787514,0.0116106,0.00414573,0.0041708,0.0208815,0.0040975,0.00408172,0.00267153,0.0176194,0.0113792,0.00262531,0.00973983,0.00770517,0.0219232,0.00985583,0.0232275,0.0265735,0,0,0.0117663,0,0.0225658,0.00969984,0.0569588,0.0169302,0.0291982,0.0168793,0.00431512,0.0577648,0.0061276,0.0480161,0.0180276,0.0107199,0.00464936,0.0013237,0.0078837,0.0147596,0.00871211,0.0265279,0.0100212,0.00256338,0.0189082,0.021576,0,0,0,0.00189492,0.0234301
93,0,0,0,0,0,0,0.0181709,0.0171385,0,0,0,0.0116089,0.014641,0.0129572,0,0,0.0035648,0,0.0250731,0.00529995,0.0395187,0.0156665,0.00339434,0.00415427,0.00787146,0.011693,0.00394178,0.00440571,0.0208601,0.0044864,0.00458439,0.00277193,0.0174675,0.012608,0.00281143,0.00980045,0.00762917,0.0219345,0.0100714,0.0230159,0.0264766,0,0,0.0117663,0,0.0225921,0.00967206,0.0559034,0.0168147,0.0289378,0.0167488,0.00445482,0.0576396,0.00635081,0.0478916,0.0181399,0.010899,0.00476103,0.0015372,0.00821426,0.015038,0.00792323,0.0264823,0.00999762,0.0025665,0.0189398,0.0215115,0,0,0,0.00177529,0.0237633
94,0,0,0,0,0,0,0.018117,0.0171709,0,0,0,0.0126771,0.0145904,0.0137471,0,0,0.00353015,0,0.0250449,0.00552751,0.0392266,0.016062,0.00306496,0.00423296,0.00772686,0.0118007,0.00386237,0.00481503,0.0207981,0.00491527,0.00520585,0.00297714,0.0173882,0.013778,0.00258855,0.00982211,0.00848524,0.0219591,0.0102504,0.0228384,0.0264337,0,0,0.0117578,0,0.0226787,0.00955939,0.0547999,0.0169739,0.028683,0.0165574,0.00459318,0.05748,0.00668945,0.0478113,0.0182855,0.0110469,0.00481584,0.00162702,0.0084134,0.01507,0.00655818,0.0263843,0.00954718,0.00267059,0.0189589,0.0215389,0,0,0,0.00180717,0.0240322
95,0,0,0,0,0,0,0.0181154,0.0171681,0,0,0,0.0139125,0.0145531,0.0145364,0,0,0.00328603,0,0.024987,0.00568233,0.0390545,0.0164936,0.00281618,0.00425847,0.00762955,0.0119044,0.00375729,0.00492943,0.0207575,0.00538912,0.00590539,0.00329325,0.0172417,0.0151438,0.00248603,0.0098411,0.00873366,0.0219001,0.010501,0.0226328,0.0264054,0,0,0.0118335,0,0.0225912,0.0095417,0.0536838,0.0171551,0.0284191,0.0163081,0.00474389,0.0574364,0.00712265,0.0477442,0.0184049,0.0112075,0.00493255,0.0016809,0.00845903,0.0149342,0.00664778,0.0265103,0.00970536,0.0026001,0.0189611,0.0215942,0,0,0,0.00178428,0.0243271
96,0,0,0,0,0,0,0.0180738,0.0170516,0,0,0,0.0149875,0.0145355,0.0151866,0,0,0.002695,0,0.024944,0.00545557,0.0389493,0.0168666,0.00265815,0.00432662,0.00763251,0.0120682,0.00363034,0.00477509,0.020793,0.00582328,0.0064963,0.00351279,0.0170121,0.0167573,0.00257424,0.00987188,0.00798771,0.0218531,0.0109098,0.0223578,0.0263163,0,0,0.0118375,0,0.0225619,0.00946812,0.0525687,0.0176167,0.0281475,0.0159841,0.00491898,0.0571221,0.00764073,0.0477099,0.018454,0.0113373,0.00506265,0.00186896,0.00868203,0.0147587,0.00808809,0.0264482,0.00962966,0.00256537,0.0188532,0.0215773,0,0,0,0.00170104,0.0245852
97,0,0,0,0,0,0,0.0180747,0.0170226,0,0,0,0.0159666,0.0145354,0.015707,0,0,0.00228411,0,0.0249129,0.00523625,0.0387989,0.0170538,0.00234135,0.00444013,0.0076165,0.0122378,0.00354924,0.00451876,0.0208533,0.00619162,0.00695462,0.00364641,0.0168171,0.018368,0.00258126,0.00989583,0.00752157,0.0218146,0.0113312,0.0220189,0.0263465,0,0,0.0118745,0,0.0225239,0.00944487,0.0514156,0.0180053,0.0278679,0.0156723,0.00511259,0.0570689,0.00813917,0.0476531,0.0184754,0.011496,0.00524742,0.00214701,0.00902671,0.014707,0.0089258,0.0264908,0.00967113,0.00251292,0.0188116,0.0215863,0,0,0,0.00152625,0.0247879
98,0,0,0,0,0,0,0.0180927,0.0171359,0,0,0,0.0170018,0.0145674,0.0162201,0,0,0.00220198,0,0.024898,0.00518104,0.0385828,0.017371,0.00222525,0.00457222,0.00750274,0.0123502,0.00360801,0.00458579,0.0209014,0.00644734,0.00720205,0.0037514,0.0166996,0.0197718,0.00246028,0.00989913,0.0077672,0.0217948,0.0116389,0.021712,0.0264408,0,0,0.0119513,0,0.0224944,0.00943407,0.0502225,0.0183997,0.0276155,0.0153518,0.00530569,0.057385,0.00861159,0.0475565,0.0184171,0.0116697,0.00554975,0.00244051,0.00939819,0.0148733,0.00883234,0.0266694,0.00969533,0.00248648,0.0189196,0.0216502,0,0,0,0.00130459,0.0249498
99,0,0,0,0,0,0,0.0179707,0.0171076,0,0,0,0.0180873,0.0145525,0.0167477,0,0,0.00208854,0,0.0248974,0.0051222,0.0382803,0.0176368,0.00227904,0.00466867,0.0075144,0.0122333,0.00369319,0.00490205,0.0209999,0.00669456,0.00743156,0.00394288,0.016498,0.0213079,0.00273473,0.00991365,0.00696716,0.021759,0.011945,0.0214398,0.0263075,0,0,0.0119795,0,0.0224651,0.00938508,0.049037,0.0188221,0.0274025,0.014915,0.00547815,0.057265,0.0090251,0.0474103,0.0182414,0.0117339,0.00598235,0.00283528,0.0098152,0.0152719,0.00967093,0.0266835,0.00979111,0.00243007,0.0188725,0.0215608,0,0,0,0.00122649,0.0251396
100,0,0,0,0,0,0,0.0179208,0.0171417,0,0,0,0.0191576,0.0145827,0.0174072,0,0,0.00191214,0,0.0249438,0.00499422,0.0378774,0.0180118,0.00254612,0.00462311,0.00745837,0.0121421,0.00383043,0.00531976,0.0211102,0.00704273,0.00773734,0.00421972,0.0162845,0.0228541,0.0028551,0.00995112,0.00671142,0.0217184,0.0121738,0.021144,0.0262655,0,0,0.0119773,0,0.0224082,0.00935133,0.0479382,0.0191188,0.0272764,0.0143943,0.00565121,0.0573098,0.00940466,0.0471882,0.0179499,0.011721,0.00636046,0.00314164,0.0101111,0.0156268,0.00984518,0.0267067,0.00982272,0.00242271,0.0189218,0.0215333,0,0,0,0.00101379,0.0253373
101,0,0,0,0,0,0,0.017891,0.0171796,0,0,0,0.0202925,0.0146586,0.0181906,0,0,0.00167412,0,0.0250102,0.00483556,0.0374578,0.0184452,0.00293539,0.00463239,0.00741713,0.0121927,0.0039657,0.00557878,0.021216,0.00743369,0.00809778,0.00442993,0.0160826,0.024385,0.00298127,0.00998815,0.00665503,0.0216694,0.0123032,0.0208801,0.0261726,0,0,0.011923,0,0.0223403,0.009323,0.0469868,0.0191417,0.0272526,0.013834,0.00582683,0.057341,0.00968528,0.0468992,0.0175621,0.0116382,0.0065643,0.00339699,0.0103042,0.0157954,0.00990511,0.0266219,0.00979683,0.00239547,0.0189724,0.0214742,0,0,0,0.000745167,0.0255128
102,0,0,0,0,0,0,0.0178701,0.0171811,0,0,0,0.0215925,0.0145893,0.0188868,0,0,0.00157545,0,0.024956,0.00485692,0.0370858,0.0188925,0.00327343,0.00470041,0.00727942,0.0123893,0.00396648,0.00587867,0.0213519,0.00766551,0.00839207,0.00462512,0.0159199,0.025937,0.00281598,0.0100181,0.00681782,0.021635,0.0123434,0.0206314,0.0260149,0,0,0.0118042,0,0.0222968,0.00928276,0.0461962,0.0189532,0.0272636,0.0132504,0.00600242,0.0572723,0.00989383,0.0465973,0.0170933,0.011479,0.00675791,0.00362596,0.0104143,0.0157344,0.010081,0.0264878,0.00976399,0.00236048,0.0190313,0.0214199,0,0,0,0.000751764,0.0256575
103,0,0,0,0,0,0,0.0178799,0.0172383,0,0,0,0.0226495,0.0145346,0.0194636,0,0,0.00155198,0,0.0249247,0.00493905,0.0368006,0.0195215,0.00369953,0.00479784,0.00716928,0.0125387,0.00406269,0.00623572,0.0214912,0.00787855,0.00856746,0.00487779,0.0158542,0.0274357,0.00262228,0.0100202,0.00749374,0.021644,0.0122692,0.0204246,0.0258876,0,0,0.0116068,0,0.0223421,0.00916287,0.0456107,0.0186246,0.0272608,0.0126505,0.00622048,0.057168,0.0100622,0.046285,0.0165548,0.0112498,0.00694676,0.00379742,0.0104227,0.0155596,0.0100451,0.0262503,0.00937483,0.00241541,0.0192313,0.0213795,0,0,0,0.000811111,0.0257327
104,0,0,0,0,0,0,0.0178587,0.0172909,0,0,0,0.0236172,0.0145149,0.0199555,0,0,0.00146719,0,0.0249258,0.00492757,0.0366077,0.0200707,0.00412619,0.00491046,0.00712798,0.0127055,0.00422218,0.00642432,0.0216426,0.00803568,0.00871481,0.00511351,0.0157293,0.0287578,0.00263004,0.0100355,0.00806156,0.0216014,0.0120946,0.0202734,0.0257335,0,0,0.0114949,0,0.0222837,0.00911216,0.0451605,0.0183081,0.0272657,0.012018,0.00642121,0.0570378,0.0102052,0.0459024,0.0159107,0.0109398,0.00710232,0.00391191,0.0103631,0.015329,0.00992712,0.0260991,0.00948741,0.00236104,0.0193787,0.0212861,0,0,0,0.000786059,0.0258106
105,0,0,0,0,0,0,0.017825,0.0172944,0,0,0,0.0246113,0.0144758,0.0202835,0,0,0.00138491,0,0.0249142,0.00489455,0.0364773,0.0202822,0.00435188,0.00504283,0.00711268,0.0128545,0.00431824,0.00647077,0.0217809,0.00822167,0.00884158,0.00517717,0.0155795,0.0300077,0.00268743,0.0100589,0.00754872,0.0215713,0.0119411,0.0202048,0.0256213,0,0,0.011392,0,0.02225,0.00907522,0.0447669,0.0180512,0.0273212,0.0113201,0.0066026,0.0568365,0.0102798,0.04541,0.0151254,0.0104807,0.00720751,0.00402643,0.010295,0.015108,0.0104917,0.0259408,0.00954335,0.00239133,0.0194217,0.0212185,0,0,0,0.000739924,0.0258748
