Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
182,0,0,0,0,0,0,0.0201072,0.017223,0,0,0,0.00640927,0.0146475,0.00561268,0,0,0.0105742,0,0.0242275,0.00776951,0.0384811,0.0128964,0.0195176,0.0112762,0.00883529,0.0169214,0.0208607,0.0145021,0.0235791,0.00778114,0.0100261,0.00228411,0.0217906,0.0116827,0.0056384,0.0100626,0.0157003,0.0208916,0.0137579,0.02621,0.0304937,0,0,0.0180743,0,0.0204661,0.0105588,0.058095,0.0249434,0.0310086,0.0115882,0.00209097,0.0727771,0.00797004,0.0521793,0.0120465,0.00843915,0.00623767,0.00608778,0.0108065,0.0178962,0.0254227,0.0357656,0.0112583,0.00442367,0.0184881,0.0231537,0,0,0,0,0.0262654
183,0,0,0,0,0,0,0.0201237,0.0172487,0,0,0,0.00662953,0.0146844,0.00619125,0,0,0.0106026,0,0.0241603,0.00776114,0.0388919,0.0132158,0.0200405,0.0117869,0.00901576,0.0177382,0.0214794,0.0152425,0.0242723,0.00790676,0.0101045,0.00227783,0.0218084,0.0105647,0.00576354,0.0100061,0.0152499,0.0208573,0.0138513,0.026046,0.0305207,0,0,0.0183067,0,0.0204491,0.0106469,0.0583853,0.0249917,0.0308551,0.0112098,0.00226221,0.0732408,0.007979,0.0524949,0.011885,0.00835926,0.00615068,0.00604849,0.0108481,0.0178015,0.0250752,0.0360837,0.011103,0.00442376,0.0184184,0.0231083,0,0,0,0,0.0263051
184,0,0,0,0,0,0,0.0201232,0.0172612,0,0,0,0.00692159,0.0147342,0.00669836,0,0,0.0105948,0,0.0240881,0.00774645,0.0393476,0.0136526,0.0203684,0.0121901,0.00920783,0.018363,0.021894,0.01577,0.0248184,0.00795824,0.0105684,0.00242672,0.0216851,0.0104764,0.00590796,0.00994989,0.0148223,0.0208502,0.0139497,0.0258925,0.0304753,0,0,0.0185035,0,0.0204641,0.0107606,0.0587885,0.0250475,0.030756,0.0108403,0.00243814,0.0735759,0.00799666,0.052835,0.0117787,0.00815114,0.00605958,0.00597012,0.0108227,0.0176242,0.0246284,0.0362926,0.0109945,0.0044769,0.0183778,0.023011,0,0,0,0,0.0262447
185,0,0,0,0,0,0,0.0201172,0.0172656,0,0,0,0.00708234,0.0147765,0.00693371,0,0,0.0106221,0,0.0240148,0.0077411,0.0397882,0.0139532,0.0206598,0.0125738,0.00938167,0.0187377,0.0221064,0.0160665,0.0251356,0.0080577,0.0110352,0.00248215,0.0214385,0.0113233,0.00602242,0.00987084,0.0144127,0.02088,0.0140551,0.0257869,0.0303803,0,0,0.0186686,0,0.0205276,0.0108692,0.0592694,0.0250876,0.0306894,0.0104752,0.00261293,0.0738022,0.00805168,0.0531989,0.0117131,0.00794037,0.00598759,0.00583672,0.0107641,0.0173427,0.0241301,0.0364817,0.0109547,0.0046347,0.0183594,0.0229198,0,0,0,0,0.0260792
186,0,0,0,0,0,0,0.0201961,0.0173257,0,0,0,0.00713351,0.0147924,0.00696947,0,0,0.0106199,0,0.0239824,0.00767958,0.040149,0.0142104,0.0207369,0.0128713,0.00955881,0.0187735,0.021812,0.0159962,0.0252458,0.00799655,0.0112436,0.00238255,0.0212999,0.0122624,0.00610484,0.0097905,0.0140482,0.020932,0.0142354,0.0257172,0.0304216,0,0,0.0188399,0,0.0206082,0.0110005,0.0598408,0.0252278,0.0306678,0.0100882,0.00278411,0.0740359,0.00811627,0.0535957,0.0116972,0.00778578,0.00594918,0.0056965,0.0107551,0.01707,0.0236903,0.0367116,0.010833,0.00476048,0.0184047,0.022927,0,0,0,0,0.0258278
187,0,0,0,0,0,0,0.0201188,0.0172155,0,0,0,0.00697904,0.0147337,0.00649812,0,0,0.010334,0,0.0239842,0.00744824,0.0402849,0.0141307,0.0209348,0.0127992,0.00969727,0.0187007,0.0213815,0.0157036,0.025164,0.00805819,0.0115317,0.0024029,0.02142,0.0135105,0.0061676,0.0097359,0.0136565,0.0208348,0.0144115,0.0257983,0.0303882,0,0,0.019284,0,0.0204133,0.0111936,0.0605702,0.02537,0.0307953,0.00941435,0.00266134,0.0741428,0.00805302,0.0539269,0.0116103,0.00754949,0.00599887,0.00550303,0.0107713,0.0168202,0.0234642,0.0372424,0.0121192,0.00507262,0.0182813,0.0228786,0,0,0,0,0.0256311
188,0,0,0,0,0,0,0.0200582,0.0172526,0,0,0,0.00788796,0.0147887,0.00547246,0,0,0.0101828,0,0.0240488,0.00739617,0.0401178,0.0135759,0.0215244,0.0129225,0.00976521,0.0184437,0.0212762,0.0151045,0.0245155,0.00833229,0.0122197,0.00269515,0.0219123,0.0155581,0.0060543,0.00982537,0.0134637,0.0208642,0.0145395,0.025883,0.0305208,0,0,0.0194314,0,0.0204396,0.0112737,0.0612367,0.02529,0.0309261,0.00869989,0.00264692,0.074094,0.00802432,0.0542284,0.0115401,0.00716885,0.00599423,0.00526439,0.0106951,0.0164046,0.0233305,0.0373152,0.0122195,0.00506812,0.0183511,0.022932,0,0,0,0,0.025269
189,0,0,0,0,0,0,0.0199891,0.0172781,0,0,0,0.0106578,0.0149085,0.00451381,0,0,0.00990394,0,0.0240111,0.00735221,0.0395907,0.0127695,0.0227808,0.0130545,0.00991876,0.0184659,0.0217958,0.0141827,0.0230354,0.00897541,0.013538,0.00327135,0.0229808,0.0186842,0.00586373,0.00980279,0.013371,0.0208954,0.0145244,0.0259893,0.0306369,0,0,0.019561,0,0.0204498,0.0113177,0.0619421,0.0251071,0.0311033,0.00779686,0.00254917,0.07393,0.00794622,0.0544705,0.0113181,0.00677245,0.00594607,0.00495018,0.010497,0.0157799,0.0234893,0.0373173,0.0122952,0.00515669,0.0184384,0.022959,0,0,0,0,0.0247715
190,0,0,0,0,0,0,0.0199854,0.0174092,0,0,0,0.0137968,0.015024,0.00390707,0,0,0.00965465,0,0.0239211,0.00735866,0.039006,0.0115505,0.023896,0.0134141,0.0101488,0.018429,0.0223541,0.0132122,0.0214576,0.00968774,0.0147412,0.00390219,0.0238137,0.0220987,0.00564556,0.00972601,0.0134363,0.0209427,0.014505,0.0261567,0.030842,0,0,0.0196123,0,0.02046,0.0113286,0.0625639,0.0250506,0.0313587,0.00704528,0.00255007,0.0738996,0.00793138,0.0546526,0.0110515,0.00630215,0.00583417,0.00459794,0.0102481,0.0149946,0.0237684,0.037288,0.0122254,0.00520445,0.0186523,0.0230588,0,0,0,0,0.024097
191,0,0,0,0,0,0,0.0199459,0.0176298,0,0,0,0.0161786,0.0151441,0.0023448,0,0,0.00939966,0,0.0238419,0.0073521,0.0385147,0.0118421,0.0241184,0.0138768,0.0103863,0.0181041,0.0222354,0.0122214,0.0204805,0.00953405,0.0145118,0.00424895,0.0242339,0.0245876,0.00550531,0.00965872,0.0134256,0.0209673,0.0146841,0.0263676,0.0310788,0,0,0.019627,0,0.0205544,0.0113103,0.0631798,0.0251946,0.0316239,0.00632781,0.00254707,0.0739373,0.00787209,0.0547329,0.0107344,0.0057216,0.00576533,0.00429024,0.0101508,0.0143464,0.0239991,0.0372376,0.012029,0.00518318,0.0189395,0.0232061,0,0,0,0,0.0233859
192,0,0,0,0,0,0,0.0197573,0.0179246,0,0,0,0.0186417,0.0152364,0.00305085,0,0,0.00909432,0,0.023754,0.00727918,0.0381793,0.0157621,0.0241038,0.0144455,0.0106172,0.0180185,0.0216844,0.0117191,0.021025,0.00907693,0.0137525,0.00508416,0.0247013,0.0272829,0.00543831,0.00960854,0.013133,0.020959,0.0150411,0.0268361,0.0311964,0,0,0.0192962,0,0.0206265,0.0111296,0.0639174,0.0254061,0.0320903,0.00567513,0.00233355,0.0737102,0.00763663,0.054624,0.0103748,0.00515833,0.00564745,0.00405463,0.0100779,0.0137105,0.0239136,0.0369141,0.01156,0.0051142,0.0193505,0.0233095,0,0,0,0,0.0226377
193,0,0,0,0,0,0,0.0194448,0.0182701,0,0,0,0.0204982,0.0152703,0.00425372,0,0,0.00875617,0,0.0236505,0.00705079,0.0380192,0.021994,0.023519,0.0148789,0.0108659,0.0179702,0.0207907,0.0118372,0.02315,0.0094563,0.0142271,0.00640512,0.0253543,0.028319,0.00562231,0.00959194,0.0124834,0.0209019,0.0155199,0.0274876,0.0309613,0,0,0.0185983,0,0.0205793,0.0107737,0.0648034,0.0257574,0.0326857,0.00522218,0.00207629,0.0730363,0.00735561,0.0544373,0.0100859,0.00446257,0.00530706,0.00389688,0.00983598,0.0127015,0.0230253,0.036202,0.0114728,0.00520101,0.0198528,0.0230215,0,0,0,0,0.0221354
194,0,0,0,0,0,0,0.0194289,0.0187377,0,0,0,0.0210924,0.0152945,0.0041692,0,0,0.00846554,0,0.0235906,0.0067326,0.0377422,0.0260462,0.0221908,0.014935,0.0109537,0.0175786,0.0200464,0.0123169,0.0248982,0.0103505,0.0138957,0.0068645,0.0252071,0.0268928,0.00565729,0.00960027,0.0113583,0.0208329,0.0157013,0.0280576,0.0306855,0,0,0.0179999,0,0.0204892,0.0104468,0.0657649,0.0254645,0.0332094,0.00485464,0.00227063,0.0728846,0.00726888,0.0544693,0.0099416,0.00378749,0.00468358,0.0037035,0.00923902,0.0110828,0.0211664,0.0356692,0.0111358,0.00513045,0.020377,0.022428,0,0,0,0,0.0222401
195,0,0,0,0,0,0,0.0195375,0.0192204,0,0,0,0.0218115,0.0152647,0.00500049,0,0,0.00837796,0,0.0235628,0.00648128,0.0370705,0.0267771,0.0200742,0.0147868,0.0108813,0.0169349,0.0191614,0.0120156,0.0248198,0.0101855,0.0119324,0.00583637,0.0238319,0.0265935,0.00557096,0.00959477,0.0103349,0.0207742,0.0153407,0.0282463,0.030437,0,0,0.0179566,0,0.0204185,0.0103296,0.0664695,0.0240317,0.0335191,0.00456508,0.00278736,0.0733741,0.0073372,0.054666,0.00990038,0.00354873,0.00388594,0.00346138,0.00832486,0.00895312,0.0188033,0.0357311,0.010692,0.00488089,0.0206743,0.0216876,0,0,0,0,0.0227741
196,0,0,0,0,0,0,0.019463,0.0195927,0,0,0,0.0214751,0.0152143,0.00445464,0,0,0.00884531,0,0.0236158,0.00651418,0.0363503,0.0260008,0.0171576,0.0148454,0.010614,0.015895,0.0168789,0.0103575,0.0231985,0.00834831,0.00926274,0.00384588,0.0219803,0.0277431,0.00553672,0.0096105,0.00954395,0.0208353,0.0145946,0.0281175,0.0303837,0,0,0.0182045,0,0.0205912,0.0103417,0.0667066,0.0217985,0.0336784,0.00437482,0.00348904,0.0737687,0.00738543,0.0547674,0.00981579,0.00352756,0.00325793,0.00327888,0.00733,0.00664632,0.0165376,0.0359101,0.00938505,0.00446524,0.0207595,0.0212697,0,0,0,0,0.0231899
197,0,0,0,0,0,0,0.0192086,0.0197178,0,0,0,0.0217772,0.015098,0.00396168,0,0,0.00926322,0,0.0236718,0.00655714,0.0359998,0.0254076,0.0145384,0.0145743,0.0103682,0.0148312,0.0136582,0.00870648,0.0214842,0.00595811,0.00727488,0.00218528,0.0201838,0.0285097,0.00581062,0.00966088,0.00994448,0.020796,0.0136963,0.0280793,0.0306918,0,0,0.0189081,0,0.0204989,0.0105338,0.0667895,0.0192056,0.0339452,0.00442763,0.00369616,0.0744785,0.00727131,0.0545515,0.00952418,0.00337436,0.00303301,0.00304474,0.00635343,0.00455792,0.0148169,0.0367775,0.00961043,0.00465171,0.0206356,0.0214635,0,0,0,0,0.0234241
198,0,0,0,0,0,0,0.0188589,0.0196159,0,0,0,0.0210065,0.0149664,0.00481634,0,0,0.0100801,0,0.023757,0.00683312,0.0360684,0.0250152,0.0129123,0.0145694,0.0101734,0.0145232,0.0114928,0.00847098,0.0209552,0.00515156,0.00659269,0.00129187,0.0187573,0.0277208,0.00624656,0.00975905,0.0105169,0.0207203,0.01263,0.0282375,0.0310863,0,0,0.0194121,0,0.0203978,0.0107441,0.0666659,0.0162854,0.0342587,0.00516798,0.00391109,0.0745527,0.00708196,0.0540733,0.00920765,0.00343488,0.0029788,0.00277149,0.00535087,0.00294769,0.0141957,0.0372365,0.00948787,0.00472524,0.0203728,0.0220484,0,0,0,0,0.0233548
199,0,0,0,0,0,0,0.0185461,0.0193203,0,0,0,0.0186569,0.014839,0.00627186,0,0,0.0109569,0,0.0238576,0.00712077,0.0363846,0.0242302,0.0123455,0.0144983,0.00999791,0.0147579,0.0106726,0.00875547,0.0214263,0.00561503,0.00639396,0.00112376,0.018083,0.0256461,0.00674678,0.009837,0.0113301,0.0206578,0.0114837,0.0284171,0.0313764,0,0,0.019841,0,0.0203373,0.0108763,0.066696,0.0131795,0.0346111,0.00653633,0.0039179,0.0742625,0.00667138,0.0533151,0.00885286,0.00377667,0.00290094,0.00244168,0.00438143,0.00232591,0.0148078,0.0374089,0.00907998,0.00466107,0.0200222,0.0227472,0,0,0,0,0.0228848
200,0,0,0,0,0,0,0.0184402,0.0190299,0,0,0,0.017757,0.0147598,0.00706769,0,0,0.0116596,0,0.0238914,0.00733103,0.0369367,0.0231505,0.0126467,0.0143,0.00990218,0.0149204,0.0106264,0.00856473,0.0222868,0.0055285,0.00622415,0.00133305,0.0182342,0.0241233,0.00711301,0.00986951,0.0124552,0.0205957,0.0101735,0.0286461,0.0315819,0,0,0.0200647,0,0.0202817,0.0108441,0.0668337,0.00985921,0.0349657,0.00816763,0.00381916,0.0740176,0.00601763,0.0524145,0.00871839,0.00460413,0.00283377,0.00219074,0.00343884,0.00309828,0.0160694,0.0374789,0.0084956,0.00442613,0.0197369,0.0232529,0,0,0,0,0.0223401
201,0,0,0,0,0,0,0.0184445,0.0187384,0,0,0,0.0182802,0.0147399,0.00721473,0,0,0.0121376,0,0.0238855,0.00747724,0.0376841,0.0222678,0.0132946,0.0141129,0.00982833,0.0149102,0.0111664,0.00839383,0.023083,0.00495187,0.00628838,0.00132876,0.0188522,0.0231211,0.00721385,0.00988961,0.0106359,0.0204925,0.0087283,0.0288995,0.031595,0,0,0.0201074,0,0.0201568,0.0107118,0.0669656,0.00664009,0.0352069,0.00964273,0.00386641,0.0739512,0.0051645,0.0514923,0.00897001,0.00573059,0.00284664,0.00218127,0.00265805,0.00456765,0.0187341,0.037643,0.00796205,0.00418304,0.0194623,0.0234299,0,0,0,0,0.0220048
202,0,0,0,0,0,0,0.0185692,0.0185661,0,0,0,0.0197265,0.0147475,0.0073982,0,0,0.0121443,0,0.0238218,0.00746037,0.0385109,0.021619,0.0133564,0.0138808,0.00978357,0.0149626,0.0120035,0.00857756,0.0233878,0.00477541,0.00629214,0.00117343,0.0192611,0.0223197,0.00702555,0.00989492,0.0103107,0.0204386,0.00723965,0.0289633,0.0315765,0,0,0.0202345,0,0.0201067,0.0107336,0.0669741,0.00450344,0.0353206,0.0108666,0.00401471,0.0742961,0.00430071,0.0507087,0.00958744,0.00650801,0.00276808,0.00217063,0.00208663,0.00588304,0.0185342,0.0380353,0.0074188,0.00407266,0.0193109,0.0233583,0,0,0,0,0.0219149
203,0,0,0,0,0,0,0.0186887,0.0184759,0,0,0,0.0198015,0.0147971,0.00753628,0,0,0.0117799,0,0.0236853,0.00732243,0.0392516,0.0207642,0.012353,0.0135923,0.00972597,0.0147589,0.0119742,0.00832085,0.0230326,0.00468522,0.00566886,0.0014984,0.019314,0.0215828,0.00658206,0.00985699,0.00807799,0.0204383,0.0056978,0.0288235,0.0315831,0,0,0.0205117,0,0.0201045,0.0108246,0.0668214,0.00472089,0.0352908,0.0118178,0.00416171,0.0748668,0.003589,0.0500524,0.0103683,0.00688705,0.00265402,0.0020492,0.00178757,0.00680268,0.0166173,0.0386234,0.00740137,0.0043537,0.0192785,0.0230998,0,0,0,0,0.0218944
204,0,0,0,0,0,0,0.0187081,0.0185157,0,0,0,0.0181608,0.0149086,0.00662158,0,0,0.0112971,0,0.023523,0.00712417,0.0398936,0.0185723,0.0106483,0.0132711,0.00959522,0.0142618,0.0108352,0.0075174,0.0224475,0.00439498,0.00515154,0.00111433,0.0195782,0.020766,0.00602497,0.00978136,0.00617409,0.020466,0.00458393,0.0285656,0.0315659,0,0,0.0208432,0,0.0201129,0.0109114,0.066588,0.00673696,0.0351157,0.0126647,0.00430644,0.0754187,0.00302667,0.0494624,0.0112042,0.00718229,0.00261569,0.00181943,0.00204497,0.00732415,0.0136088,0.0392022,0.00729545,0.00441616,0.0194155,0.0227039,0,0,0,0,0.0217838
205,0,0,0,0,0,0,0.0186747,0.0186321,0,0,0,0.0169586,0.0150414,0.00624508,0,0,0.010897,0,0.023382,0.00693142,0.0404725,0.0167512,0.00913551,0.0129478,0.0093417,0.0138944,0.00979609,0.0067961,0.0222874,0.00436565,0.00519677,0.00119785,0.0195677,0.019268,0.00547994,0.00972645,0.00679985,0.0205157,0.00433501,0.0282184,0.0314607,0,0,0.0211788,0,0.0201646,0.0110644,0.0662646,0.00895723,0.0347819,0.0134585,0.00455517,0.0757355,0.00273665,0.04897,0.0120728,0.00746277,0.00274057,0.00155517,0.00244022,0.00744995,0.0106106,0.039634,0.00695351,0.00422691,0.019613,0.0222924,0,0,0,0,0.021626
206,0,0,0,0,0,0,0.0187106,0.0188981,0,0,0,0.0153386,0.015108,0.00628804,0,0,0.0100976,0,0.0232471,0.00658157,0.0411157,0.0152737,0.0079089,0.0126131,0.00917822,0.01364,0.00905335,0.0064509,0.0224265,0.00439899,0.00509546,0.00131685,0.019431,0.0175642,0.00503496,0.00963871,0.00850154,0.0205515,0.00478001,0.0278349,0.0314312,0,0,0.0213852,0,0.0201739,0.0111361,0.0658007,0.0106282,0.0343345,0.0141522,0.00485566,0.0763859,0.00289583,0.0485835,0.0129427,0.00762542,0.00290055,0.0013108,0.00280722,0.00746478,0.0102538,0.0401688,0.0074664,0.00433006,0.0199577,0.0221377,0,0,0,0,0.0214506
207,0,0,0,0,0,0,0.0186803,0.0190563,0,0,0,0.0139907,0.0152068,0.00672322,0,0,0.0095508,0,0.0231376,0.0062831,0.0416762,0.0145235,0.00699122,0.0120471,0.00881287,0.0134509,0.00867527,0.00615799,0.0223784,0.00443967,0.00466029,0.00136946,0.0193856,0.0156061,0.00461156,0.00954647,0.0115052,0.0206117,0.00603434,0.0272879,0.0312123,0,0,0.0217091,0,0.0202758,0.0113053,0.0652208,0.0122933,0.0337433,0.0150722,0.00506836,0.0766525,0.00334366,0.048391,0.013819,0.00785019,0.00312931,0.00114644,0.00328669,0.00755507,0.0133196,0.040443,0.00748945,0.00421442,0.0201344,0.022066,0,0,0,0,0.0214049
208,0,0,0,0,0,0,0.0185381,0.0191466,0,0,0,0.0128186,0.015316,0.00721579,0,0,0.00911333,0,0.0230059,0.00598572,0.0418786,0.0144456,0.00642617,0.0112459,0.00840579,0.0132889,0.00854439,0.00587435,0.0220768,0.00444729,0.00401463,0.00130619,0.0192853,0.0137078,0.0042814,0.00943916,0.0147344,0.0206868,0.00776694,0.0266727,0.0310892,0,0,0.02208,0,0.0203865,0.0114843,0.0644228,0.0140867,0.033056,0.0161675,0.00514899,0.0768141,0.00369907,0.0484001,0.0147622,0.00822438,0.00332558,0.00104854,0.00388198,0.00780883,0.0173939,0.0406395,0.00774596,0.00417121,0.0202627,0.0222051,0,0,0,0,0.0214759
209,0,0,0,0,0,0,0.0184055,0.0191779,0,0,0,0.0115663,0.0154151,0.00765003,0,0,0.00879495,0,0.0229113,0.00573805,0.0415971,0.0139447,0.00632086,0.0103987,0.0080315,0.0131729,0.00850519,0.00562826,0.0217528,0.00410796,0.003345,0.00127641,0.0191064,0.0120138,0.00406765,0.00933557,0.017185,0.0207819,0.00903625,0.0260964,0.0310415,0,0,0.0224038,0,0.0204804,0.0116772,0.0634118,0.0157015,0.0323524,0.0171237,0.00514975,0.0768095,0.00401105,0.0484515,0.0155415,0.00860254,0.00336516,0.00107505,0.00463535,0.00822086,0.020494,0.0407197,0.00801394,0.0040877,0.0203724,0.0223793,0,0,0,0,0.021626
210,0,0,0,0,0,0,0.0183053,0.0191506,0,0,0,0.0104532,0.0154947,0.00766387,0,0,0.00857217,0,0.0229037,0.00555904,0.0409753,0.0134183,0.00647212,0.00963599,0.00775079,0.0130397,0.00835469,0.0054038,0.0215858,0.00401701,0.00292857,0.00119327,0.0189399,0.0105963,0.00398516,0.00927925,0.0183101,0.0208358,0.00959217,0.0256408,0.0309775,0,0,0.0226479,0,0.0205084,0.011913,0.0623325,0.0170113,0.0317229,0.0175988,0.00515823,0.0767222,0.00413426,0.0483438,0.0160094,0.0089328,0.00342945,0.00114802,0.0055484,0.00926463,0.0226842,0.0407767,0.00814606,0.00390964,0.0205138,0.0224086,0,0,0,0,0.0218575
211,0,0,0,0,0,0,0.0182013,0.0191136,0,0,0,0.00952306,0.0155367,0.00747411,0,0,0.00848136,0,0.0229065,0.0054352,0.0402113,0.0125662,0.00668765,0.00896838,0.00757109,0.012875,0.0080617,0.00513649,0.0215316,0.0039909,0.00281188,0.00114654,0.0188713,0.00955315,0.00401149,0.00922127,0.0186239,0.0208695,0.00996994,0.0253265,0.0309664,0,0,0.0227698,0,0.0206009,0.0120909,0.0613373,0.0181587,0.0311799,0.0175395,0.00515464,0.0766685,0.00353092,0.0480677,0.0161548,0.00927664,0.00387402,0.00114856,0.006555,0.0110139,0.0238855,0.0407267,0.00818263,0.00375049,0.020694,0.0222902,0,0,0,0,0.0221343
212,0,0,0,0,0,0,0.0181164,0.0189905,0,0,0,0.00910747,0.0155906,0.00732392,0,0,0.008464,0,0.0229157,0.00535475,0.0394317,0.0117726,0.00644748,0.00839218,0.00735869,0.0127112,0.00770373,0.00480863,0.0214861,0.00400825,0.00279832,0.0011364,0.0188977,0.00855589,0.00432397,0.00919279,0.0182461,0.0208699,0.0104338,0.0251398,0.0308898,0,0,0.0228829,0,0.0206192,0.0121711,0.0604834,0.0190821,0.0307553,0.0173564,0.00512156,0.076511,0.0031948,0.0476776,0.016193,0.00972721,0.00458354,0.00104236,0.00756026,0.01297,0.0241981,0.0405607,0.00844755,0.00374832,0.0207583,0.0220107,0,0,0,0,0.0224833
213,0,0,0,0,0,0,0.0181115,0.0189361,0,0,0,0.00859466,0.015612,0.00723074,0,0,0.00839344,0,0.022906,0.00527034,0.038792,0.0110206,0.00573893,0.0078899,0.00721903,0.012577,0.0073932,0.00451269,0.0214573,0.00402904,0.00269213,0.00128353,0.0189226,0.00818576,0.00464461,0.00916361,0.0174911,0.0208953,0.0109135,0.0249597,0.0308547,0,0,0.0228645,0,0.0206281,0.0121601,0.059703,0.0202226,0.0304112,0.017231,0.00514159,0.0763634,0.0034969,0.0473061,0.0161866,0.0101452,0.00524263,0.000911564,0.00841447,0.0148675,0.0234866,0.0403399,0.00868048,0.00383394,0.020812,0.0218075,0,0,0,0,0.0228507
214,0,0,0,0,0,0,0.0180677,0.0188857,0,0,0,0.00803095,0.0156303,0.00733147,0,0,0.00828154,0,0.0229139,0.00522963,0.0384427,0.0107483,0.00484288,0.007456,0.00716529,0.0123951,0.00709365,0.00421275,0.0213768,0.00404122,0.00266661,0.00131372,0.0189097,0.00840865,0.00480318,0.00914636,0.0161327,0.0209758,0.0113066,0.024795,0.0307814,0,0,0.0227499,0,0.0208143,0.0122821,0.0589259,0.0211662,0.0301375,0.0170422,0.00518718,0.0759654,0.00436638,0.0469519,0.0161671,0.0104157,0.00575715,0.000851606,0.00916781,0.0166005,0.0221776,0.0399554,0.00824579,0.00376536,0.0207895,0.0216816,0,0,0,0,0.0231426
215,0,0,0,0,0,0,0.0181172,0.0189228,0,0,0,0.00794416,0.0156696,0.00775136,0,0,0.00816698,0,0.0229194,0.00519683,0.0384682,0.0111813,0.00403428,0.00705556,0.00719207,0.0120799,0.0066533,0.00386364,0.0212109,0.00400393,0.00288162,0.00139733,0.0188601,0.0087927,0.00476039,0.00912563,0.0144468,0.0208814,0.0116352,0.0246258,0.0308139,0,0,0.022938,0,0.0206116,0.0123105,0.0580582,0.0217222,0.0298667,0.0167973,0.00521587,0.0759474,0.0049988,0.0466978,0.0162463,0.0105567,0.0062468,0.000921094,0.00982791,0.0179665,0.0206428,0.0401324,0.00904045,0.00396403,0.0208114,0.021682,0,0,0,0,0.0234348
216,0,0,0,0,0,0,0.0181258,0.0189183,0,0,0,0.00817568,0.0156978,0.00811744,0,0,0.00803063,0,0.0228854,0.00505167,0.0388453,0.0113014,0.003423,0.00669682,0.00733977,0.0117059,0.00619017,0.00354156,0.0209716,0.00406608,0.00274869,0.00148127,0.0187439,0.00919579,0.00472114,0.00910479,0.0129196,0.020876,0.0118795,0.0243762,0.0307765,0,0,0.0231015,0,0.0205643,0.0123776,0.0570101,0.0218835,0.0295285,0.0165008,0.00530412,0.075729,0.00544145,0.0465877,0.01642,0.0105496,0.00654922,0.00101783,0.0102979,0.0186894,0.0193396,0.0402215,0.00912252,0.00389828,0.0208402,0.0216756,0,0,0,0,0.0237052
217,0,0,0,0,0,0,0.0180557,0.0188674,0,0,0,0.0085404,0.0157462,0.00850813,0,0,0.00779622,0,0.0228537,0.00482784,0.0393997,0.0110341,0.00294659,0.00635954,0.00740907,0.0113752,0.00571524,0.00324248,0.0206953,0.00418072,0.00290192,0.00160529,0.0186252,0.00977521,0.00468802,0.0091067,0.0119576,0.0208722,0.0120914,0.0240668,0.0306614,0,0,0.0232175,0,0.0205611,0.0124078,0.0557673,0.0218511,0.0291764,0.0161608,0.00538571,0.0755086,0.00591809,0.0466174,0.016667,0.0104267,0.0065805,0.00110155,0.0104767,0.0187865,0.0185659,0.0403232,0.00908563,0.00371904,0.0208378,0.0216947,0,0,0,0,0.0239374
218,0,0,0,0,0,0,0.0179673,0.0188592,0,0,0,0.00898945,0.0157788,0.00878665,0,0,0.00746846,0,0.0228116,0.00464033,0.0399453,0.0114031,0.00253187,0.00612927,0.00741522,0.0110173,0.00521818,0.00302095,0.0204694,0.00434662,0.00329328,0.00183771,0.0184344,0.0106356,0.00469243,0.00911,0.0115882,0.0208571,0.012452,0.0236568,0.0306173,0,0,0.0233297,0,0.0205582,0.0123969,0.0543416,0.0222428,0.0288425,0.0157155,0.00550917,0.07554,0.00648248,0.0466784,0.0169693,0.0104204,0.00655037,0.00126225,0.0105394,0.0185977,0.0183153,0.0405039,0.00894597,0.00355723,0.0209025,0.0218443,0,0,0,0,0.0241244
219,0,0,0,0,0,0,0.0178989,0.0187794,0,0,0,0.0095623,0.01581,0.0091073,0,0,0.00706566,0,0.0227703,0.00446043,0.0403398,0.0118503,0.00204892,0.00599883,0.00728609,0.0106373,0.00486461,0.00288139,0.0202955,0.00458596,0.00373219,0.00174206,0.0182596,0.0115556,0.0044628,0.00911368,0.0116639,0.0208452,0.0129481,0.0232406,0.0305679,0,0,0.0234624,0,0.0205332,0.0124095,0.0527231,0.0228129,0.0285523,0.015287,0.00567341,0.075404,0.00728793,0.0467915,0.0172395,0.0105189,0.0065587,0.00154301,0.0105549,0.0182176,0.0183945,0.0406228,0.00905305,0.00348725,0.0208888,0.0218874,0,0,0,0,0.024301
