Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x72,x73,LHEE,LILC,LTHI,R5HD,RWRB
104,0,0,0,0,0,0,0.0151175,0.0174008,0,0,0,0.035567,0.0198936,0.0241232,0,0,0.0154858,0,0.0217189,0.00504606,0.0360007,0.00801415,0.00637697,0.0118529,0.00801443,0.00365369,0.0187976,0.0117682,0.0175166,0.00821172,0.0148244,0.0443858,0.0139369,0.00733381,0.0111602,0.0127975,0.024719,0,0,0.020963,0,0.0225431,0.0143597,0.0432017,0.0194986,0.027413,0.0077143,0.00551015,0.0644139,0.00882283,0.0446929,0.00916792,0.00752077,0.0157301,0.0114792,0.0159713,0.0202013,0.0204587,0.0352147,0.0127314,0.0200698,0.0184541,0,0,0,0.0219851,0.0231611,0.0101707,0.0194798,0
105,0,0,0,0,0,0,0.0150855,0.0173549,0,0,0,0.0362035,0.0198525,0.0244839,0,0,0.0156101,0,0.0217282,0.00510856,0.0358843,0.00818926,0.00645778,0.0117224,0.00826414,0.00374158,0.0188812,0.0121657,0.0178153,0.00828871,0.0147423,0.0454281,0.0138861,0.00732722,0.0103061,0.0129525,0.0248847,0,0,0.0215471,0,0.0225155,0.0147125,0.0427216,0.0195778,0.0275586,0.00970565,0.00557719,0.0647173,0.00873116,0.0442298,0.00944026,0.00648961,0.0156669,0.0119746,0.0157291,0.0195576,0.0184615,0.0356633,0.0129593,0.0199227,0.0185533,0,0,0,0.0223959,0.0235012,0.0101746,0.0194599,0
106,0,0,0,0,0,0,0.0150483,0.0172485,0,0,0,0.0366829,0.019831,0.024809,0,0,0.0156834,0,0.0217444,0.00511111,0.0357086,0.00812675,0.00650782,0.0114756,0.00849864,0.00374272,0.0189363,0.0125771,0.0180371,0.00833057,0.0146717,0.0461339,0.0137822,0.00734572,0.00999926,0.0132741,0.0249732,0,0,0.022,0,0.022494,0.0149725,0.0423892,0.0200562,0.0276706,0.0116338,0.00556494,0.0648204,0.00840339,0.0435565,0.00993449,0.00532756,0.0155384,0.0120919,0.0153029,0.0189107,0.0165045,0.035951,0.013137,0.0197604,0.0186039,0,0,0,0.0227689,0.023675,0.0103589,0.0194406,0
107,0,0,0,0,0,0,0.0150024,0.0171448,0,0,0,0.0368174,0.0198216,0.025173,0,0,0.015709,0,0.0217671,0.00508622,0.0353919,0.00767702,0.00644818,0.0114204,0.0085284,0.00359501,0.0189851,0.0129623,0.0182004,0.00836795,0.0147054,0.0464376,0.0137751,0.00736978,0.0104999,0.0138698,0.0250515,0,0,0.0226782,0,0.0225531,0.0152918,0.0421624,0.0206758,0.0277827,0.0136122,0.00552862,0.0649594,0.00796111,0.0427335,0.0106692,0.00414091,0.0154126,0.0118832,0.01466,0.0182781,0.0148246,0.0363885,0.0143185,0.0195907,0.0185958,0,0,0,0.0232222,0.0238572,0.0105604,0.0194699,0
108,0,0,0,0,0,0,0.0150175,0.0172105,0,0,0,0.03683,0.0198137,0.0254134,0,0,0.0157009,0,0.0217796,0.00504304,0.0348391,0.00712411,0.00638911,0.0112638,0.00866124,0.00322753,0.0190854,0.0130233,0.0182586,0.00825855,0.0149066,0.0464669,0.0137556,0.00739147,0.0121235,0.0147492,0.0252684,0,0,0.022986,0,0.0224853,0.0155368,0.0419906,0.0214323,0.0278724,0.015841,0.0054826,0.0653324,0.0074371,0.0417359,0.0116993,0.00311248,0.0153453,0.0115123,0.0136961,0.0175688,0.0139254,0.0366243,0.014044,0.0196269,0.0186993,0,0,0,0.0235464,0.0243196,0,0.0194369,0
109,0,0,0,0,0,0,0.0149158,0.0171393,0,0,0,0.0370048,0.0197941,0.0258184,0,0,0.0156766,0,0.021782,0.00502457,0.0344402,0.00640767,0.00626741,0.0111418,0.00882502,0.00302334,0.0190822,0.0132647,0.0184315,0.00819388,0.0147831,0.0465884,0.0138162,0.00738236,0.0147274,0.0158594,0.025286,0,0,0.0233464,0,0.0224377,0.015777,0.04198,0.022092,0.0280127,0.0182723,0.00529368,0.0653657,0.0068811,0.0405698,0.0132472,0.00293712,0.0148581,0.0110444,0.0123661,0.016575,0.0140136,0.0368063,0.0141423,0.019486,0.0186602,0,0,0,0.0240923,0.0245095,0,0.0194098,0
110,0,0,0,0,0,0,0.0148661,0.0171254,0,0,0,0.0372561,0.0197809,0.0262479,0,0,0.0156766,0,0.0217961,0.00500368,0.0340762,0.00576618,0.00613188,0.011025,0.00905672,0.00285221,0.0190498,0.0133296,0.0185821,0.0082186,0.0146287,0.0467861,0.0135832,0.00738074,0.0180319,0.0170176,0.0253199,0,0,0.0237289,0,0.022395,0.0160447,0.0421139,0.0228833,0.0281528,0.0207889,0.00505107,0.0655467,0.00635419,0.0393356,0.0152192,0.00391808,0.0142434,0.0106691,0.0105611,0.0153546,0.014801,0.0370613,0.014261,0.01943,0.0186023,0,0,0,0.0245902,0.024658,0,0.0193844,0
111,0,0,0,0,0,0,0.0148356,0.0171481,0,0,0,0.0375365,0.0197967,0.0266233,0,0,0.0156771,0,0.0218247,0.00495876,0.0336933,0.00518453,0.00596145,0.0109163,0.0093957,0.00264723,0.0190247,0.0135542,0.0186304,0.00853288,0.014468,0.0470535,0.0134233,0.00736885,0.0217441,0.0180804,0.0253675,0,0,0.0241184,0,0.0223727,0.0163186,0.0424262,0.0231092,0.0282846,0.0231703,0.0047668,0.0658302,0.00600422,0.0381773,0.0174442,0.00548529,0.0135805,0.0106748,0.0082769,0.0138763,0.0164065,0.0373204,0.0144008,0.0194591,0.0185658,0,0,0,0.0250643,0.0246859,0,0.0193754,0
112,0,0,0,0,0,0,0.014818,0.0172151,0,0,0,0.0377854,0.0197916,0.0269789,0,0,0.0156578,0,0.021854,0.00493161,0.0333824,0.0049538,0.00569759,0.0107751,0.00972717,0.00243263,0.0190431,0.0134448,0.0188284,0.00879854,0.0143164,0.0473233,0.0134085,0.00737784,0.025547,0.018875,0.0254846,0,0,0.0245713,0,0.0223357,0.0166183,0.0429138,0.0225837,0.028477,0.0250146,0.00446895,0.0662632,0.00575528,0.0371637,0.0195865,0.00719592,0.0127084,0.0111227,0.00561349,0.0121574,0.0188309,0.0377029,0.0145399,0.0195314,0.0185985,0,0,0,0.0255612,0.024692,0,0.0193576,0
113,0,0,0,0,0,0,0.0148136,0.0172846,0,0,0,0.0382426,0.0198012,0.0272426,0,0,0.0156616,0,0.0218747,0.00486299,0.0331882,0.00481615,0.00540076,0.0105519,0.0102096,0.00228094,0.0191103,0.0135209,0.0193333,0.00912605,0.0140926,0.0478285,0.0134916,0.00737211,0.0294161,0.019573,0.0255833,0,0,0.0250428,0,0.0222706,0.0169436,0.0434884,0.0218798,0.028747,0.0264018,0.00430422,0.0666914,0.00550258,0.0363414,0.0216603,0.00905038,0.0118542,0.0120807,0.00298972,0.0107768,0.0222071,0.0380988,0.0145876,0.019569,0.0186016,0,0,0,0.0258789,0.0245553,0,0.0193433,0
114,0,0,0,0,0,0,0.0149307,0.0174005,0,0,0,0.0387089,0.0198524,0.0277766,0,0,0.0155894,0,0.0218765,0.00468705,0.0332343,0.00436071,0.00515315,0.0103165,0.0103795,0.00223767,0.0190143,0.013912,0.0197535,0.00974368,0.0137295,0.0484017,0.0134231,0.00731581,0.0331245,0.0199629,0.0258483,0,0,0.0255983,0,0.0222352,0.0173337,0.0442501,0.0212586,0.0290207,0.0270475,0.00412774,0.0674677,0.00530479,0.0357667,0.0234001,0.0110052,0.0115661,0.0134814,0.00192973,0.0099989,0.0261682,0.0386743,0.0147835,0.0196627,0.0187593,0,0,0,0.0265294,0.0241966,0.0126415,0.019336,0
115,0,0,0,0,0,0,0.0150749,0.0175629,0,0,0,0.0391262,0.0198921,0.0281429,0,0,0.0154972,0,0.0219028,0.00450038,0.0331607,0.0041513,0.0049353,0.00997557,0.0106457,0.00201706,0.0190324,0.0141133,0.0198232,0.00978856,0.0135936,0.0489087,0.0134418,0.00727873,0.036737,0.020563,0.0262463,0,0,0.0261528,0,0.0222032,0.0177292,0.0450691,0.0207515,0.0291538,0.0274541,0.00428801,0.0685116,0.00503286,0.0353547,0.0245477,0.0131098,0.0120879,0.0151378,0.00374226,0.0101636,0.0304939,0.0393418,0.0149915,0.0198487,0.0189856,0,0,0,0.0269605,0.0241064,0.0129276,0.0193309,0
116,0,0,0,0,0,0,0.0152538,0.0177753,0,0,0,0.0396224,0.0199624,0.0284436,0,0,0.0153472,0,0.0219933,0.00429691,0.0331383,0.00397588,0.00469438,0.0097327,0.010897,0.0017908,0.0190393,0.0142382,0.0197752,0.00976051,0.0134362,0.0495452,0.0135468,0.00727452,0.0396353,0.0210032,0.0267543,0,0,0.0269204,0,0.022212,0.0181952,0.0458855,0.0200263,0.0290999,0.027574,0.00474167,0.069802,0.00496285,0.0351735,0.0249036,0.0149352,0.0128796,0.0166981,0.00575692,0.0107691,0.0342909,0.0402237,0.0157718,0.0200411,0.0192782,0,0,0,0.0273224,0.0241097,0.0132199,0.0193402,0
117,0,0,0,0,0,0,0.0151487,0.0175005,0,0,0,0.0402699,0.019992,0.0286445,0,0,0.0153466,0,0.0220514,0.00413889,0.0331877,0.00423419,0.00449794,0.00944983,0.01123,0.00160281,0.0189977,0.0143299,0.0198587,0.00989104,0.013225,0.0503702,0.0132975,0.00725847,0.0416551,0.0214268,0.0266876,0,0,0.0270841,0,0.0222046,0.0183045,0.0465079,0.019849,0.0289581,0.0281167,0.0053432,0.0696524,0.00517341,0.0350892,0.0249413,0.0162161,0.0135938,0.0178137,0.00699039,0.0114037,0.0372396,0.0402704,0.0157002,0.0196654,0.0191795,0,0,0,0.0275529,0.0241404,0.0136118,0.0193523,0
118,0,0,0,0,0,0,0.0152738,0.0173256,0,0,0,0.0409537,0.0200123,0.0288059,0,0,0.0153551,0,0.0220713,0.00406531,0.0333095,0.00453531,0.00435667,0.00931538,0.0116202,0.00144554,0.0189224,0.0144487,0.0199415,0.0100962,0.0129809,0.0512457,0.0130944,0.00722683,0.0424627,0.0217253,0.026794,0,0,0.0271783,0,0.0222383,0.0183582,0.0469134,0.0201051,0.028714,0.0288081,0.00597392,0.0697877,0.00542386,0.0351448,0.0247555,0.0165146,0.0141165,0.0183117,0.00748696,0.0116388,0.0390602,0.0403531,0.0158722,0.0194407,0.019274,0,0,0,0.0276881,0.0242981,0.0140849,0.0193543,0
119,0,0,0,0,0,0,0.0154389,0.017083,0,0,0,0.0417207,0.0200625,0.02928,0,0,0.0150789,0,0.0221643,0.00376207,0.0343376,0.00468827,0.00396183,0.00933291,0.0115167,0.00172154,0.018742,0.0147018,0.0203278,0.0105648,0.0124779,0.0522957,0.012965,0.00722698,0.0331789,0.0167489,0.0265724,0,0,0.0268965,0,0.0222417,0.0181942,0.0484537,0.014813,0.0273083,0.016181,0.00728664,0.0692141,0.00652109,0.0334321,0.0172947,0.0120673,0.0140219,0.0199341,0.0123179,0.0115246,0.032309,0.0400458,0.0158184,0.0192375,0.0192153,0,0,0,0.0280717,0.0250705,0.0142469,0.0193545,0
120,0,0,0,0,0,0,0.0154489,0.0170223,0,0,0,0.0419945,0.0201688,0.0287013,0,0,0.0151893,0,0.0222028,0.00399658,0.033406,0.00564406,0.00432085,0.00958299,0.0130539,0.00116159,0.0186038,0.0147234,0.0205706,0.0104695,0.0122898,0.0530977,0.0128981,0.00716019,0.0401575,0.0213572,0.0269004,0,0,0.0265579,0,0.0222681,0.0180033,0.047175,0.0204966,0.0279064,0.0290932,0.00679191,0.0696369,0.00497638,0.0355607,0.0238327,0.0147209,0.0141094,0.0175343,0.00650204,0.0109281,0.0380702,0.0400473,0.0158909,0.0192452,0.0194875,0,0,0,0.0274052,0.0250125,0.0152535,0.019352,0
121,0,0,0,0,0,0,0.0155542,0.0170475,0,0,0,0.0417247,0.0201943,0.0283035,0,0,0.0151711,0,0.0222714,0.00411201,0.0332942,0.00639699,0.00438898,0.00968911,0.0139393,0.00110349,0.0183432,0.0146351,0.0205568,0.0104103,0.012021,0.0531842,0.0127235,0.00715858,0.0375555,0.0205918,0.0270688,0,0,0.0261605,0,0.022279,0.0177789,0.0469473,0.0203856,0.0275466,0.028437,0.00693108,0.0697866,0.00427565,0.0358039,0.0230427,0.013421,0.0136355,0.0163133,0.00536708,0.0104144,0.0350646,0.0399121,0.0158194,0.019357,0.0196875,0,0,0,0.0269091,0.0253693,0.0159356,0.019359,0
122,0,0,0,0,0,0,0.0154324,0.0169954,0,0,0,0.0411829,0.0202316,0.0272381,0,0,0.01502,0,0.022331,0.00417399,0.0331427,0.00735942,0.00457868,0.00985616,0.0150088,0.00155135,0.0180018,0.0144868,0.0202923,0.0100258,0.0117019,0.0530179,0.0125443,0.007162,0.0340729,0.0193983,0.0269101,0,0,0.0254667,0,0.0223187,0.0173339,0.0465323,0.0206704,0.0271994,0.0270947,0.00681155,0.0694633,0.00356047,0.0359849,0.0218471,0.0120344,0.0128441,0.014799,0.00410302,0.0100207,0.0307826,0.0394043,0.0156151,0.0194074,0.0196285,0,0,0,0.0261021,0.025694,0.0166217,0.0193625,0
123,0,0,0,0,0,0,0.0157508,0.0172326,0,0,0,0.0400695,0.0202748,0.0258167,0,0,0.0148473,0,0.0223803,0.00411585,0.0331057,0.00828018,0.00484617,0.00997418,0.0161356,0.0023617,0.0175355,0.0141574,0.0199605,0.00968415,0.0113408,0.0522068,0.0124428,0.0071581,0.0300684,0.0181032,0.0272198,0,0,0.0248234,0,0.0222964,0.0169162,0.0460061,0.0221566,0.0267321,0.0255581,0.00661591,0.0699476,0.00298265,0.0361814,0.0204703,0.0107712,0.0124255,0.0135159,0.00319306,0.0101225,0.0260292,0.0391716,0.0154163,0.0197712,0.0199148,0,0,0,0.0246829,0.0260879,0.0172187,0.0193391,0
124,0,0,0,0,0,0,0.0156531,0.0173677,0,0,0,0.0377689,0.0202845,0.0233679,0,0,0.0147916,0,0.0223994,0.00412233,0.0333709,0.00967164,0.00507838,0.010052,0.0171193,0.00341339,0.0168307,0.0134343,0.0192144,0.00909051,0.0110562,0.0501773,0.0121364,0.00717679,0.0262305,0.0178272,0.0270029,0,0,0.0241922,0,0.0222928,0.0165163,0.0456814,0.0238551,0.0259405,0.0252209,0.00659578,0.0697119,0.00259315,0.0365089,0.0199014,0.0104582,0.0137626,0.0131248,0.00334188,0.0113591,0.0225771,0.0386831,0.0151839,0.0200534,0.0197479,0,0,0,0.022496,0.0265244,0.0175634,0.019318,0
125,0,0,0,0,0,0,0.0153579,0.0175718,0,0,0,0.0341583,0.0202512,0.0196467,0,0,0.0147578,0,0.0224166,0.00412603,0.0339045,0.0115405,0.00518023,0.010202,0.0182034,0.00480586,0.0159502,0.0123413,0.0179397,0.0083864,0.0108215,0.0468459,0.0118714,0.00724697,0.0232544,0.0194478,0.0266127,0,0,0.0235029,0,0.0222546,0.0161159,0.0457181,0.0236234,0.0249513,0.0269734,0.00650715,0.069446,0.00289591,0.0370222,0.0207896,0.0117175,0.0156531,0.0135609,0.00421586,0.0131928,0.0229483,0.0381426,0.0150094,0.0204148,0.0193983,0,0,0,0.0198162,0.0271037,0.0177109,0.0192818,0
126,0,0,0,0,0,0,0.0153354,0.0180159,0,0,0,0.0291989,0.0201391,0.0156481,0,0,0.0147084,0,0.0224079,0.00418686,0.0345217,0.0130175,0.00515445,0.0104045,0.0189026,0.00630702,0.0149978,0.0109304,0.0161088,0.00745129,0.0109418,0.0418608,0.0116441,0.0073463,0.0210121,0.0193616,0.0266947,0,0,0.022912,0,0.022182,0.0158057,0.0455965,0.0206461,0.0243714,0.0289617,0.00618882,0.0701598,0.00344569,0.0373685,0.0216296,0.0131452,0.0152541,0.0136139,0.00410353,0.0129101,0.0234708,0.0379935,0.0147356,0.0210499,0.019378,0,0,0,0.0173472,0.0277086,0.0177866,0.0192415,0
127,0,0,0,0,0,0,0.0151707,0.018077,0,0,0,0.0236417,0.0199772,0.0121175,0,0,0.0144861,0,0.0223626,0.00428851,0.0351851,0.0142012,0.0050458,0.0107057,0.0192239,0.00775003,0.0141534,0.00946995,0.0139983,0.00641948,0.0111898,0.0359945,0.0114152,0.00742332,0.0171399,0.0163724,0.0263278,0,0,0.022023,0,0.0221722,0.0152738,0.0447465,0.0165687,0.0243002,0.0287874,0.005964,0.0697831,0.0036376,0.0375004,0.0209524,0.0131269,0.0130288,0.0122001,0.0026989,0.0109113,0.0205574,0.0373184,0.0143608,0.0212439,0.018997,0,0,0,0.0156132,0.028289,0.0177646,0.0192187,0
128,0,0,0,0,0,0,0.0160468,0.0184485,0,0,0,0.0175675,0.0198155,0.0094558,0,0,0.0142382,0,0.022284,0.00429004,0.0357181,0.0148012,0.00481736,0.0109516,0.0190702,0.00898262,0.0134094,0.00805978,0.0118394,0.00565139,0.0115964,0.0293404,0.0114031,0.00744924,0.0137708,0.0131887,0.0269897,0,0,0.0215076,0,0.0221162,0.0149787,0.043741,0.0134991,0.0245752,0.0255889,0.00587949,0.0707611,0.00326969,0.0379506,0.0188121,0.0119008,0.0108344,0.0101892,0.00203357,0.00930502,0.0164828,0.0371778,0.0142076,0.0218105,0.0194318,0,0,0,0.0145459,0.0287088,0.0174151,0.0191676,0
129,0,0,0,0,0,0,0.0170739,0.0188357,0,0,0,0.0113932,0.019653,0.0083426,0,0,0.0140055,0,0.0221941,0.00422283,0.0360101,0.0147519,0.00452965,0.0111636,0.018509,0.00993062,0.0128008,0.00657873,0.0094386,0.0051321,0.0121975,0.0221755,0.0116068,0.00751314,0.0124077,0.011676,0.028112,0,0,0.0213984,0,0.0218063,0.0146892,0.0433989,0.0122389,0.0248552,0.0217538,0.00575666,0.072148,0.00282912,0.0390681,0.0161642,0.0101175,0.0100605,0.00889686,0.00299494,0.00922357,0.0145668,0.0372719,0.0148402,0.0224508,0.0203182,0,0,0,0.0139227,0.0288675,0.0167239,0.0192222,0.0098095
130,0,0,0,0,0,0,0.016505,0.0185253,0,0,0,0.00618465,0.019497,0.00934712,0,0,0.0137692,0,0.0221295,0.00426675,0.0361397,0.0146289,0.00395733,0.0113247,0.0175639,0.010531,0.0123539,0.00473615,0.00661883,0.00497211,0.0128918,0.0156604,0.0117654,0.00762656,0.0115849,0.0118011,0.0277398,0,0,0.0216709,0,0.0219658,0.0147463,0.0436709,0.0132253,0.0250573,0.0199729,0.00615096,0.0712366,0.00331057,0.0405607,0.0138528,0.00849514,0.0109285,0.00842082,0.00443663,0.0105319,0.0158558,0.0368918,0.0165811,0.022192,0.0202649,0,0,0,0.0139465,0.0287643,0.0157903,0.0192711,0.0099317
131,0,0,0,0,0,0,0.0169895,0.0186866,0,0,0,0.0067026,0.0193774,0.0117279,0,0,0.0135959,0,0.0221422,0.00423917,0.0362807,0.0143627,0.00369592,0.0113431,0.016227,0.010854,0.0119743,0.00293336,0.00357562,0.00520241,0.0137032,0.0122234,0.0118943,0.00772279,0.0118029,0.0121118,0.0284099,0,0,0.0219408,0,0.0219868,0.0149602,0.0440494,0.0144631,0.0249765,0.0198691,0.00617061,0.0721187,0.00404747,0.04185,0.0120254,0.00744945,0.0117654,0.00830166,0.00569786,0.0117638,0.0178276,0.0371847,0.0170887,0.0222684,0.0210239,0,0,0,0.0149657,0.0290849,0.0146598,0.0192744,0.0101116
132,0,0,0,0,0,0,0.0166657,0.0183826,0,0,0,0.0122146,0.0193,0.0146416,0,0,0.0134435,0,0.0221109,0.00420782,0.0365203,0.0136865,0.00361136,0.011382,0.0147746,0.0110616,0.011598,0.00171117,0.000963291,0.0056739,0.014566,0.0142396,0.0120889,0.00777961,0.0122765,0.0117506,0.0278777,0,0,0.0219343,0,0.0220395,0.0150033,0.04378,0.0145167,0.0245291,0.0202695,0.00599212,0.0711464,0.00446718,0.0422703,0.0107542,0.00754189,0.0117807,0.00829635,0.00654266,0.0122741,0.0190869,0.036957,0.0173487,0.0216923,0.0205278,0,0,0,0.0169081,0.0295924,0.0133909,0.0193055,0.0103453
133,0,0,0,0,0,0,0.0159698,0.0179501,0,0,0,0.018498,0.0192845,0.018316,0,0,0.0133406,0,0.0220606,0.00425636,0.0367412,0.0127411,0.00372502,0.0114442,0.0131342,0.0112025,0.0113298,0.00225122,0.00277154,0.00615363,0.0154211,0.019955,0.0124106,0.00778192,0.0121479,0.0105968,0.0269392,0,0,0.0218977,0,0.0221104,0.0149488,0.0429026,0.0133143,0.0240704,0.0201357,0.00561707,0.0695704,0.00426503,0.0419012,0.0103258,0.00816528,0.0108397,0.00826622,0.00668869,0.0117203,0.0190524,0.0366566,0.0172801,0.0209924,0.0197276,0,0,0,0.0194126,0.0301372,0.0123786,0.0193497,0.0102275
134,0,0,0,0,0,0,0.016299,0.0182128,0,0,0,0.0248118,0.0193102,0.0221477,0,0,0.0132298,0,0.0220638,0.00426032,0.036869,0.0116034,0.00395065,0.0113956,0.0115003,0.0111517,0.0112061,0.00365751,0.00553288,0.00656791,0.0163077,0.0273143,0.0126872,0.00776899,0.0120319,0.00937285,0.0273726,0,0,0.0222739,0,0.0221036,0.0151158,0.0420527,0.0113996,0.0239825,0.0190883,0.00511569,0.070466,0.00375658,0.0413038,0.0104636,0.00862318,0.00991304,0.00818498,0.00657337,0.0108198,0.0186246,0.037372,0.0173062,0.0212135,0.0200021,0,0,0,0.0220497,0.0306071,0.0113886,0.0193655,0.00996089
135,0,0,0,0,0,0,0.0159207,0.0180797,0,0,0,0.0310718,0.0193218,0.0247388,0,0,0.0132668,0,0.02205,0.0043,0.0369843,0.0105355,0.0038265,0.0111483,0.00983491,0.0107952,0.0111699,0.00521462,0.00812751,0.00701321,0.01712,0.0347588,0.0128076,0.00777394,0.0118371,0.00875613,0.0269005,0,0,0.0222611,0,0.0220452,0.0150965,0.041597,0.0101107,0.0241888,0.0175872,0.00495846,0.0697458,0.00352057,0.0409431,0.0102948,0.00867517,0.00970205,0.00800747,0.00678789,0.0106126,0.0188156,0.0372212,0.0163895,0.0210457,0.0197178,0,0,0,0.0242991,0.0308733,0.0104293,0.0193754,0.00963358
136,0,0,0,0,0,0,0.0156129,0.0179669,0,0,0,0.0366215,0.0193979,0.0259161,0,0,0.0133355,0,0.0220447,0.00437811,0.0372189,0.00957249,0.00365038,0.0110628,0.00843947,0.0104531,0.0111194,0.00656176,0.0102201,0.00745755,0.0178742,0.0415357,0.0130256,0.00773162,0.0117903,0.008587,0.0264194,0,0,0.0220864,0,0.0220809,0.014974,0.0418087,0.0104004,0.0245232,0.0162182,0.00485644,0.0689814,0.00360214,0.0409908,0.00948704,0.00842243,0.00990694,0.00773895,0.00735952,0.0112373,0.018727,0.0369011,0.0160904,0.0209487,0.0194753,0,0,0,0.025419,0.0309387,0.00954879,0.0194046,0.00956904
137,0,0,0,0,0,0,0.0159209,0.0181888,0,0,0,0.0421566,0.019505,0.0262248,0,0,0.0135292,0,0.0220365,0.00440753,0.0373903,0.00883826,0.00345071,0.0110254,0.0074753,0.0103308,0.0111951,0.00760719,0.0115242,0.00772948,0.018572,0.0486498,0.0131957,0.00763819,0.0115357,0.00857303,0.0266671,0,0,0.0218995,0,0.0220234,0.0148803,0.0426292,0.0113404,0.0247979,0.0153676,0.00476084,0.0693519,0.00383857,0.0413874,0.00859432,0.00793671,0.0101548,0.00744801,0.00793115,0.0119772,0.0183104,0.0368276,0.0159293,0.0212106,0.0197775,0,0,0,0.0246932,0.0307611,0.0088056,0.019389,0.00960675
138,0,0,0,0,0,0,0.0157149,0.0181186,0,0,0,0.0484863,0.0196405,0.0266907,0,0,0.013851,0,0.0220112,0.00456563,0.037477,0.00861735,0.00316446,0.0111389,0.00689608,0.0104794,0.011366,0.00858667,0.012264,0.0076631,0.019204,0.0568129,0.0131635,0.0075271,0.0112652,0.00818198,0.0263744,0,0,0.0214744,0,0.0220274,0.0146543,0.0436893,0.0111047,0.0250575,0.014795,0.00467262,0.0687613,0.00409623,0.0418296,0.00807774,0.00759907,0.0098714,0.00714792,0.00804978,0.0119876,0.0175562,0.0362934,0.0157724,0.0211994,0.0196168,0,0,0,0.0229896,0.0303182,0.00810951,0.0193932,0.00967576
139,0,0,0,0,0,0,0.0157997,0.0181855,0,0,0,0.0555072,0.0198225,0.0284297,0,0,0.0143111,0,0.0220099,0.00480154,0.0374116,0.00881795,0.00291613,0.0113088,0.0065586,0.010721,0.0116835,0.00996588,0.0133617,0.0076639,0.0197664,0.0649509,0.013012,0.00741069,0.0113808,0.00719266,0.026504,0,0,0.0212151,0,0.0220348,0.0145227,0.0446446,0.00917812,0.0254202,0.014102,0.00437372,0.0688722,0.00429036,0.0419817,0.00781815,0.00775604,0.00910868,0.00697222,0.00751284,0.0109536,0.0167935,0.0361182,0.0157314,0.0213708,0.0197194,0,0,0,0.0230498,0.0297171,0.00746207,0.0194066,0.00973469
140,0,0,0,0,0,0,0.0159782,0.0182217,0,0,0,0.0619523,0.0199759,0.0314983,0,0,0.0147922,0,0.0219818,0.00504854,0.0371522,0.00899733,0.0028424,0.0114884,0.00633374,0.0108587,0.0121534,0.0119483,0.0155852,0.00823148,0.0203276,0.0717552,0.012701,0.00729758,0.0117979,0.00586428,0.0267339,0,0,0.0210897,0,0.0220297,0.0144521,0.0453656,0.00671689,0.0258805,0.0133911,0.00385027,0.0692053,0.00445305,0.0418651,0.00766767,0.00797347,0.00798134,0.00696982,0.00669608,0.00939982,0.016091,0.03609,0.015706,0.021466,0.0198235,0,0,0,0.0257148,0.0290486,0.00700928,0.0194235,0.00975494
141,0,0,0,0,0,0,0.0161784,0.0182528,0,0,0,0.066548,0.0200966,0.0351744,0,0,0.0151228,0,0.0219267,0.00522792,0.0366576,0.00888816,0.00289714,0.0115482,0.00607479,0.0108708,0.0127256,0.0142279,0.0187405,0.00940695,0.0209276,0.0762728,0.0123258,0.00712237,0.0122377,0.00480531,0.0269944,0,0,0.021078,0,0.0219993,0.0144735,0.0459367,0.00546504,0.0263675,0.0130334,0.00326762,0.0695729,0.00466716,0.0417068,0.00766535,0.00836818,0.00698349,0.00716704,0.00605329,0.00802022,0.0155147,0.0360937,0.0157367,0.0214404,0.0199099,0,0,0,0.029865,0.0284092,0.00687365,0.0194406,0.00975784
142,0,0,0,0,0,0,0.0159383,0.0178346,0,0,0,0.0690154,0.0201833,0.0386649,0,0,0.0152214,0,0.0218708,0.00533299,0.0358992,0.00887123,0.00280184,0.0114864,0.00570426,0.0107273,0.0133576,0.0163023,0.0221994,0.0109049,0.0215286,0.0785629,0.0120171,0.006986,0.0124792,0.004273,0.0265807,0,0,0.0206783,0,0.0220743,0.0142294,0.0466539,0.00563296,0.0267306,0.0127495,0.00271457,0.0686146,0.00471128,0.0416117,0.00760458,0.00855535,0.00625949,0.00724895,0.00560662,0.00710531,0.0146819,0.035427,0.0157278,0.0208881,0.0197479,0,0,0,0.0340188,0.0276262,0.0069889,0.0195001,0.00978227
