Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHI
All Timesteps RMSE,0,0,0,0,0,0,0.0263592,0.0399879,0,0,0,0.0276155,0.0200698,0.0197968,0,0,0.0156713,0,0.0200369,0.00526236,0.0387075,0.0194887,0.00827406,0.0134353,0.063915,0.0203449,0.014032,0.0101438,0.0155922,0.0120103,0.0148076,0.00913653,0.0131282,0.0334492,0.017114,0.00741472,0.0142735,0.0176956,0.00992579,0.0165518,0,0,0.0412299,0,0.0187877,0.0257302,0.0547551,0.0132898,0.0131935,0.0133065,0.0560931,0.0373158,0.0107066,0.036659,0.0131939,0.00958864,0.0085211,0.00624969,0.00795815,0.0114849,0.0171135,0.0396882,0.0143749,0.00894373,0.0439919,0.0162398,0,0,0,0.0405981
0,0,0,0,0,0,0,0.0249503,0.0385295,0,0,0,0.0140341,0.0199317,0.0145606,0,0,0.0142239,0,0.0200969,0.0040113,0.0385275,0.0191545,0.0073474,0.0078272,0.0598748,0.0186726,0.00538037,0.00602419,0.0182262,0.01324,0.0128604,0.0110008,0.00731375,0.023582,0.0158515,0.00743092,0.0210489,0.0171129,0.0120383,0.0139759,0,0,0.0423942,0,0.0178818,0.0273171,0.0520142,0.0114659,0.0131614,0.0152474,0.0580862,0.0385729,0.0119551,0.0275214,0.014674,0.00806753,0.00815918,0.00908555,0.00315834,0.00724048,0.020473,0.040348,0.016686,0.00985007,0.0429939,0.0131554,0,0,0,0
1,0,0,0,0,0,0,0.0252512,0.038742,0,0,0,0.0105044,0.0198995,0.0130135,0,0,0.0143951,0,0.0200666,0.00395509,0.0386796,0.0184245,0.00739631,0.00724874,0.0602446,0.0187807,0.00423876,0.00554384,0.0171915,0.0129678,0.0123887,0.0105978,0.00831035,0.0198429,0.0157983,0.00745873,0.0199751,0.017094,0.0123186,0.0141774,0,0,0.0423383,0,0.0179671,0.0273206,0.0516497,0.0123757,0.0127407,0.0165172,0.0583415,0.0386454,0.0115778,0.0274081,0.0146279,0.00762365,0.00876515,0.00905316,0.00311422,0.0076819,0.0203626,0.0402798,0.0167279,0.00980013,0.0433536,0.013296,0,0,0,0
2,0,0,0,0,0,0,0.0254116,0.0388638,0,0,0,0.00751099,0.019918,0.0119973,0,0,0.014495,0,0.0200154,0.0039151,0.0391325,0.0178853,0.00767572,0.00730071,0.0603204,0.0187526,0.0038085,0.00565743,0.0161628,0.012465,0.0118091,0.0103263,0.00895118,0.0169617,0.0157974,0.00747777,0.0189465,0.0171302,0.0122487,0.0141348,0,0,0.0422283,0,0.0180581,0.0272589,0.0509098,0.0129925,0.0123791,0.0170813,0.058338,0.0386743,0.0107463,0.0276619,0.0141111,0.00660883,0.0089677,0.00885295,0.00280548,0.00796465,0.019872,0.0402463,0.0166946,0.00974108,0.0433578,0.0132146,0,0,0,0
3,0,0,0,0,0,0,0.0253523,0.0388137,0,0,0,0.00451176,0.0199632,0.0110886,0,0,0.0146737,0,0.0199441,0.00391414,0.0395739,0.0172709,0.00803171,0.00762215,0.0602657,0.0187356,0.00373918,0.00606451,0.0151868,0.0117652,0.011175,0.00996235,0.00956894,0.0139015,0.0158272,0.00747417,0.0178995,0.0171851,0.0120409,0.0139664,0,0,0.0420896,0,0.0181528,0.0271233,0.0501945,0.0135109,0.0120227,0.0171879,0.0582347,0.0385987,0.00980737,0.0279208,0.0135096,0.00542317,0.0092437,0.00862418,0.00257742,0.00838691,0.018949,0.0402041,0.0165893,0.00966403,0.0432324,0.013121,0,0,0,0
4,0,0,0,0,0,0,0.0250991,0.0387559,0,0,0,0.0023025,0.0199908,0.0102708,0,0,0.0149105,0,0.019859,0.00389475,0.0398079,0.0164421,0.00835552,0.00802517,0.0604771,0.0186478,0.00396743,0.00662975,0.0142063,0.0108381,0.0104088,0.00958929,0.0102508,0.0102607,0.0158884,0.00748327,0.0167396,0.0172376,0.0125477,0.0137576,0,0,0.0420134,0,0.0182232,0.0269783,0.0498464,0.0146418,0.0116384,0.0176091,0.0583836,0.0384816,0.00892405,0.0280548,0.013328,0.00471189,0.0100222,0.00891423,0.00242895,0.0091149,0.0177911,0.0401976,0.0164554,0.00948845,0.043208,0.013056,0,0,0,0
5,0,0,0,0,0,0,0.0246311,0.0387429,0,0,0,0.00459518,0.0199848,0.00951169,0,0,0.0151974,0,0.0197974,0.00388654,0.0397901,0.0154528,0.00865171,0.00833296,0.0610964,0.0184434,0.00455323,0.0072892,0.013323,0.00961836,0.00939146,0.00925892,0.010991,0.00657211,0.0159796,0.0075163,0.014397,0.0172827,0.0141007,0.0135219,0,0,0.0419433,0,0.018278,0.0268414,0.0499404,0.0154391,0.0112689,0.0187652,0.0587937,0.038263,0.00811499,0.0281549,0.0138349,0.00536006,0.0106407,0.00967325,0.00249796,0.00942201,0.017402,0.0402382,0.0162784,0.00930636,0.0433023,0.0129411,0,0,0,0
6,0,0,0,0,0,0,0.024261,0.0387224,0,0,0,0.00854463,0.0199654,0.00922927,0,0,0.01535,0,0.01978,0.00389419,0.0396996,0.0144474,0.00898705,0.00863925,0.0617437,0.0180916,0.00551007,0.00795638,0.0126191,0.00822234,0.00831041,0.00888292,0.0117875,0.00550119,0.0160089,0.00755897,0.010623,0.0173013,0.0143462,0.013245,0,0,0.0417965,0,0.0182898,0.0266866,0.0499218,0.0153563,0.0111784,0.0196769,0.0590978,0.0379416,0.00741835,0.0283027,0.0144916,0.00650494,0.00994235,0.00994,0.00264063,0.00811723,0.0173245,0.0402448,0.0160841,0.00915488,0.0433242,0.0125493,0,0,0,0
7,0,0,0,0,0,0,0.0240552,0.0386461,0,0,0,0.0122556,0.0199297,0.00960609,0,0,0.0152394,0,0.0197898,0.00389792,0.0397289,0.0135039,0.00940465,0.00914304,0.0622537,0.0177129,0.00667311,0.00839647,0.0120849,0.00712553,0.00777563,0.00852224,0.0125194,0.00772316,0.0158209,0.00760438,0.00708268,0.0173137,0.0126083,0.0129763,0,0,0.0416049,0,0.0183301,0.0264976,0.0493162,0.0146928,0.0113338,0.0192708,0.0593216,0.0376017,0.00700137,0.0286218,0.0145283,0.00698963,0.0083789,0.00916887,0.00272098,0.00703572,0.0163634,0.0401641,0.015949,0.00910471,0.043309,0.0120013,0,0,0,0
8,0,0,0,0,0,0,0.0239462,0.0385254,0,0,0,0.015107,0.019883,0.0106897,0,0,0.0149168,0,0.0197966,0.00397098,0.0398725,0.0126849,0.00969151,0.00992217,0.062598,0.0174534,0.00789725,0.00882407,0.0116356,0.00647073,0.00793405,0.00827975,0.0131032,0.010303,0.0155492,0.00763756,0.00707615,0.0173051,0.0105758,0.0127695,0,0,0.0414637,0,0.0183892,0.0263874,0.0486572,0.0138859,0.011505,0.0176154,0.0595782,0.0374311,0.00720522,0.0292773,0.0138174,0.00680945,0.00695386,0.00775696,0.00253683,0.00680856,0.015455,0.0400529,0.015819,0.00949799,0.0433784,0.01166,0,0,0,0.0064417
9,0,0,0,0,0,0,0.023769,0.0384614,0,0,0,0.0172422,0.0198246,0.0120743,0,0,0.0145959,0,0.0198161,0.00406002,0.040096,0.012059,0.00994961,0.0110847,0.0627148,0.0172677,0.00938607,0.00923167,0.0112941,0.00606275,0.00858339,0.0081788,0.0136642,0.012915,0.0153643,0.00766841,0.00845961,0.0172905,0.00970837,0.0126201,0,0,0.0413653,0,0.0184287,0.0263525,0.0484072,0.013097,0.0115905,0.0163992,0.0598115,0.037399,0.00800598,0.030126,0.0126508,0.00659391,0.00657604,0.00652286,0.00218339,0.00712908,0.015784,0.0399447,0.0156677,0.0103529,0.0434438,0.0116015,0,0,0,0.00713878
10,0,0,0,0,0,0,0.0235311,0.0385043,0,0,0,0.0185372,0.019749,0.013477,0,0,0.014311,0,0.0198557,0.00395506,0.040602,0.012194,0.0101967,0.0123181,0.0626316,0.0171387,0.0111671,0.00971866,0.0109231,0.00577887,0.0095291,0.00816093,0.0141336,0.0150098,0.0152555,0.00770419,0.00847562,0.0173271,0.0099281,0.0126174,0,0,0.0411574,0,0.0184023,0.0262477,0.048537,0.0122857,0.0116125,0.0167722,0.060007,0.0374613,0.00886904,0.0310009,0.0113551,0.00664093,0.00720026,0.0057568,0.00258966,0.00826974,0.0159615,0.0397673,0.0155582,0.00958108,0.0434128,0.0117211,0,0,0,0.00794918
11,0,0,0,0,0,0,0.0231993,0.0384707,0,0,0,0.0203586,0.0196851,0.0149284,0,0,0.0140135,0,0.0198873,0.00381356,0.0411087,0.0135463,0.0103851,0.0140392,0.0630008,0.0168962,0.0140989,0.0098003,0.0108059,0.00639189,0.0115036,0.00789919,0.0144174,0.0187417,0.0150842,0.00771654,0.00864621,0.0173706,0.0107523,0.0124845,0,0,0.0408168,0,0.018363,0.0260161,0.0483188,0.012299,0.0120263,0.0184754,0.0611113,0.0374097,0.0100825,0.0313324,0.0104355,0.00683719,0.0084657,0.00522347,0.00385516,0.0101785,0.0171937,0.0395508,0.01544,0.00912626,0.0433769,0.0116078,0,0,0,0.00908766
12,0,0,0,0,0,0,0.0234545,0.0388088,0,0,0,0.0209332,0.019579,0.0164882,0,0,0.0135994,0,0.0199409,0.00381775,0.0417724,0.0149551,0.0104037,0.0155523,0.063316,0.0170511,0.0163367,0.0105404,0.0104318,0.00701667,0.0129366,0.00783688,0.0146364,0.0214705,0.015039,0.00775219,0.00887203,0.0173897,0.0108515,0.012912,0,0,0.0406224,0,0.0183405,0.0259073,0.0480286,0.011958,0.0119501,0.0195558,0.0616661,0.0375206,0.0103743,0.0315212,0.0102089,0.00693912,0.00893904,0.00492872,0.00481285,0.0112243,0.0174769,0.0394032,0.0153711,0.00918676,0.0437311,0.0119212,0,0,0,0.0100819
13,0,0,0,0,0,0,0.023828,0.0391262,0,0,0,0.0209961,0.0194803,0.0175107,0,0,0.0132284,0,0.0199887,0.00388669,0.0425194,0.0162903,0.0101855,0.01677,0.0636228,0.017359,0.0180631,0.0112654,0.010107,0.00747488,0.0139973,0.00789342,0.0148629,0.0243334,0.0150395,0.00780206,0.00846769,0.0173939,0.0104272,0.0134343,0,0,0.040441,0,0.0183561,0.025808,0.0475893,0.0113162,0.0116976,0.0194941,0.061898,0.0376022,0.0102498,0.0312852,0.0105701,0.00683898,0.00863414,0.0046864,0.00510037,0.0110727,0.0168073,0.0392502,0.0152847,0.00916023,0.0440058,0.0123665,0,0,0,0.0111955
14,0,0,0,0,0,0,0.0241952,0.03939,0,0,0,0.0211524,0.0194111,0.0175679,0,0,0.0130141,0,0.0200162,0.00393562,0.0433323,0.0168742,0.00979903,0.017744,0.0641389,0.0177157,0.0193071,0.0118048,0.0101111,0.00780789,0.0145251,0.00811691,0.015142,0.0264591,0.0151174,0.00783896,0.00786153,0.0174122,0.00973383,0.0139268,0,0,0.0403261,0,0.0183904,0.0256671,0.0472952,0.0103937,0.0114254,0.0182874,0.0619286,0.0377686,0.0099262,0.0309138,0.0109591,0.00638822,0.0079239,0.00441778,0.00501408,0.0102643,0.015567,0.0391767,0.0151877,0.00907643,0.0443158,0.0127964,0,0,0,0.0121311
15,0,0,0,0,0,0,0.0244926,0.039606,0,0,0,0.0219886,0.0193801,0.0171773,0,0,0.0129877,0,0.0200265,0.00388079,0.0440542,0.0165467,0.00922469,0.0185958,0.0648317,0.0180975,0.0202198,0.0121251,0.010683,0.00798596,0.0144563,0.00828069,0.0154821,0.0280893,0.0151657,0.00786934,0.00776451,0.017433,0.00886937,0.0143809,0,0,0.0402578,0,0.0184137,0.0255364,0.0474597,0.00880807,0.0112229,0.0164324,0.0618779,0.0380366,0.00961796,0.0307081,0.0109387,0.00550741,0.0072486,0.00410272,0.00486229,0.00938668,0.0145328,0.0391327,0.0151031,0.00902904,0.0444952,0.0131774,0,0,0,0.0125426
16,0,0,0,0,0,0,0.0247176,0.0397844,0,0,0,0.0240527,0.0193855,0.0172059,0,0,0.0130455,0,0.0200217,0.00385808,0.0445839,0.0161561,0.00850586,0.019358,0.0655673,0.0183982,0.0209344,0.012337,0.0117485,0.00766083,0.0139928,0.00824224,0.0158437,0.0301351,0.0151111,0.00788014,0.00801046,0.0174701,0.00802659,0.0147633,0,0,0.0402529,0,0.0184399,0.0254941,0.048204,0.0071384,0.0111242,0.0146403,0.06173,0.0383516,0.00939655,0.0307646,0.0104235,0.00436534,0.00678606,0.00376946,0.00476805,0.00868162,0.0137233,0.0391822,0.0150385,0.00906374,0.0446219,0.0134981,0,0,0,0.0123805
17,0,0,0,0,0,0,0.0248863,0.0398695,0,0,0,0.0272035,0.0194063,0.0182486,0,0,0.0130295,0,0.0200151,0.00388518,0.0448721,0.0166473,0.00784945,0.0199514,0.0661812,0.0185867,0.021176,0.0125048,0.0128675,0.00725158,0.0137024,0.0083908,0.0161333,0.0323894,0.0150993,0.00786394,0.00852966,0.0175024,0.00725384,0.0150375,0,0,0.0403006,0,0.0184664,0.0255198,0.0493609,0.00568337,0.0110859,0.0132509,0.0614805,0.0386713,0.00921318,0.0311341,0.00976406,0.00340883,0.00646008,0.00350738,0.00467655,0.00818057,0.0131531,0.0392583,0.0149893,0.00908149,0.0446762,0.0137105,0,0,0,0.0118641
18,0,0,0,0,0,0,0.0248379,0.0394987,0,0,0,0.0300727,0.0194843,0.0203462,0,0,0.0130498,0,0.0199663,0.00386838,0.0447085,0.0182644,0.00794177,0.0199182,0.0663871,0.018479,0.020671,0.0122766,0.013815,0.00713808,0.0142513,0.00889356,0.0164025,0.0341803,0.0150621,0.00779774,0.00898547,0.0175425,0.0066578,0.0148773,0,0,0.0401617,0,0.0185071,0.0254137,0.050247,0.00482093,0.0112282,0.0122749,0.0610111,0.038545,0.00881205,0.0317481,0.00914687,0.00291497,0.00612173,0.00333768,0.00441771,0.00770362,0.0128333,0.0391061,0.0148418,0.00907477,0.0442785,0.0135105,0,0,0,0.0109905
19,0,0,0,0,0,0,0.0248471,0.0390112,0,0,0,0.0319128,0.0195717,0.0226131,0,0,0.013246,0,0.0199177,0.00386356,0.0442305,0.0199936,0.00820367,0.0196126,0.0664185,0.0184194,0.020123,0.0122431,0.0143239,0.00747997,0.0155411,0.00958629,0.0166012,0.0355084,0.0151,0.00772758,0.00935586,0.0175971,0.00609779,0.0146859,0,0,0.0400436,0,0.0185584,0.0253117,0.0506607,0.00428248,0.0113468,0.0116083,0.0605322,0.038306,0.008313,0.0321967,0.00876211,0.00270771,0.00567505,0.00322193,0.00412156,0.00717017,0.0127199,0.0389804,0.0146739,0.00909815,0.0437056,0.0133177,0,0,0,0.0101965
20,0,0,0,0,0,0,0.0248531,0.0385368,0,0,0,0.0327208,0.0196641,0.024423,0,0,0.0134701,0,0.0198667,0.00391935,0.0434144,0.0217463,0.00849031,0.0192772,0.0663576,0.0183627,0.0195486,0.0122396,0.0144102,0.00803907,0.0166637,0.0101006,0.0167187,0.0361804,0.0151061,0.00764971,0.00969487,0.0176595,0.00575728,0.014496,0,0,0.039968,0,0.0186177,0.0251614,0.0506727,0.00399373,0.0114398,0.0114245,0.0600986,0.0379902,0.00771978,0.0325147,0.00860885,0.00275737,0.00530645,0.00317842,0.00395814,0.00682563,0.0127191,0.0388533,0.0144977,0.00908409,0.0431244,0.0131759,0,0,0,0.00939932
21,0,0,0,0,0,0,0.0245759,0.0373865,0,0,0,0.0329735,0.019798,0.0259414,0,0,0.0137533,0,0.0197864,0.00396556,0.0420296,0.0237854,0.00897121,0.0183411,0.0647846,0.0179949,0.0185257,0.0119265,0.0142782,0.00868271,0.0174106,0.0103713,0.0168825,0.0362999,0.0150259,0.00751837,0.00984187,0.0177214,0.00570141,0.0141835,0,0,0.039565,0,0.0186698,0.0247697,0.050394,0.00412914,0.0117369,0.0117253,0.0583194,0.0367436,0.00699555,0.0329852,0.00845931,0.00320845,0.00509352,0.00329926,0.00379133,0.0067045,0.012812,0.0382514,0.0141608,0.00902365,0.0416733,0.0128726,0,0,0,0.0082077
22,0,0,0,0,0,0,0.0241328,0.0358423,0,0,0,0.033565,0.0199425,0.0272378,0,0,0.014121,0,0.0197052,0.00390036,0.0402032,0.0256697,0.0092085,0.0171788,0.0618147,0.0175619,0.0175051,0.0115773,0.0139771,0.00929382,0.017869,0.010542,0.0170822,0.0366928,0.0150886,0.00738392,0.00972878,0.0177795,0.00568855,0.0140126,0,0,0.0390427,0,0.0187237,0.0243484,0.0502741,0.00436792,0.0122122,0.0119349,0.0552987,0.0348968,0.00641317,0.0334005,0.00831427,0.00356763,0.00492869,0.00343839,0.00376815,0.00672738,0.0127569,0.0374521,0.0138162,0.00900937,0.0396753,0.0127303,0,0,0,0.00703706
23,0,0,0,0,0,0,0.0241426,0.0363131,0,0,0,0.0347958,0.0199893,0.0277663,0,0,0.0144904,0,0.0197028,0.00412135,0.0386639,0.0268096,0.00910601,0.0168503,0.063042,0.0178047,0.017311,0.0118123,0.0130978,0.00929089,0.0180196,0.0103446,0.0171308,0.037843,0.0152411,0.00737302,0.00977899,0.0177985,0.00553717,0.0140508,0,0,0.039359,0,0.0187629,0.0245408,0.0503564,0.00438859,0.0122913,0.0117943,0.0561293,0.0355031,0.00627547,0.0334592,0.00826323,0.00340447,0.00492766,0.00334067,0.00398534,0.00691065,0.0127439,0.0379009,0.0138676,0.00907835,0.040199,0.0127722,0,0,0,0.00675711
24,0,0,0,0,0,0,0.0243272,0.0367624,0,0,0,0.0360771,0.0200309,0.0281101,0,0,0.0146801,0,0.0197043,0.00435388,0.0370946,0.027891,0.00917156,0.016406,0.0639838,0.0180274,0.017049,0.0119756,0.012244,0.00905196,0.0180182,0.00995295,0.0171743,0.0393179,0.0155007,0.00735136,0.00957719,0.017807,0.0053931,0.0141786,0,0,0.0395717,0,0.0187825,0.024681,0.0503663,0.00441762,0.0124803,0.011808,0.0567066,0.0359919,0.00614752,0.0334501,0.00829826,0.00331576,0.00504077,0.00324799,0.00414671,0.00712231,0.0126963,0.0382046,0.0138656,0.0091143,0.0406151,0.0128614,0,0,0,0.00650942
25,0,0,0,0,0,0,0.0246166,0.0372465,0,0,0,0.0374838,0.0200332,0.0283679,0,0,0.0146841,0,0.0197216,0.00440396,0.0360187,0.0288681,0.00927243,0.0157844,0.0649238,0.0183416,0.0166495,0.0122627,0.0115108,0.00907834,0.0179431,0.00951018,0.0172458,0.0411887,0.0157074,0.00734628,0.00938923,0.0178139,0.00506183,0.0144108,0,0,0.0397916,0,0.0187842,0.0248279,0.0504634,0.00439864,0.0126287,0.0116465,0.0571339,0.0364367,0.0059383,0.0333332,0.00841998,0.00329633,0.00509106,0.0031466,0.00423203,0.00723621,0.0123927,0.0385088,0.0138865,0.00914087,0.0411245,0.0131248,0,0,0,0.00642216
26,0,0,0,0,0,0,0.0250014,0.0377728,0,0,0,0.0390909,0.0200176,0.0285221,0,0,0.0146873,0,0.0197561,0.00435418,0.0357706,0.029495,0.00937912,0.015148,0.0658666,0.0187428,0.0161716,0.012664,0.0109266,0.0090852,0.017802,0.0094261,0.0173083,0.0434358,0.0158764,0.00736736,0.00910004,0.0178071,0.00482679,0.0147766,0,0,0.0400306,0,0.0187765,0.0249522,0.0507188,0.00438717,0.0126606,0.0113501,0.0574381,0.0368593,0.00572072,0.0332462,0.00859839,0.00329485,0.00509625,0.00305923,0.00438121,0.00739805,0.0118033,0.0387837,0.013952,0.00918891,0.041779,0.0135615,0,0,0,0.00602461
27,0,0,0,0,0,0,0.0252933,0.0380115,0,0,0,0.0411666,0.0200026,0.0286575,0,0,0.0147172,0,0.0197658,0.00445228,0.0359797,0.0299256,0.00961787,0.0146511,0.0662648,0.0190426,0.0155896,0.0128277,0.0105713,0.00863256,0.0174998,0.00931306,0.017303,0.0461888,0.0160034,0.00737263,0.00880629,0.0177922,0.00471481,0.015148,0,0,0.0401104,0,0.0187685,0.0250105,0.051056,0.00465784,0.0126955,0.0111065,0.0572311,0.0369208,0.00540157,0.0332409,0.00871798,0.00330226,0.00501898,0.00304813,0.0046011,0.00768444,0.01091,0.038799,0.0140099,0.00917289,0.0420359,0.0139826,0,0,0,0.00544277
28,0,0,0,0,0,0,0.0254778,0.0382112,0,0,0,0.043216,0.0199818,0.0285503,0,0,0.0147439,0,0.0197793,0.00450588,0.0361014,0.030109,0.00990162,0.0142164,0.0665388,0.0193219,0.015018,0.0128088,0.0102233,0.00809065,0.0169557,0.00896049,0.0172367,0.0493306,0.0160831,0.00739195,0.00860555,0.0177679,0.00463707,0.0154918,0,0,0.0401923,0,0.0187471,0.0250905,0.0516084,0.0052743,0.0127578,0.0109617,0.0570112,0.0369742,0.00543372,0.0332083,0.00880402,0.00321539,0.00491209,0.00305759,0.00492642,0.00809414,0.00999332,0.0388097,0.0141014,0.00916279,0.0421856,0.0144193,0,0,0,0.00488691
29,0,0,0,0,0,0,0.025629,0.0384429,0,0,0,0.0451536,0.0199688,0.0283311,0,0,0.0148199,0,0.0198081,0.00446065,0.0359159,0.0301764,0.0101174,0.0136627,0.06692,0.0195573,0.0144433,0.012545,0.00986016,0.0078691,0.016458,0.00846967,0.0171532,0.0525361,0.0161422,0.00741942,0.00861884,0.0177344,0.00474643,0.0157567,0,0,0.040325,0,0.0187207,0.0252065,0.0522297,0.00622738,0.0129625,0.0109172,0.0569307,0.0371587,0.0054306,0.033212,0.00886305,0.00308721,0.00478812,0.00307997,0.00531204,0.00851673,0.00917058,0.0389122,0.0142381,0.0091518,0.042386,0.014794,0,0,0,0.00437089
30,0,0,0,0,0,0,0.0258073,0.0387012,0,0,0,0.0472059,0.0199539,0.0282262,0,0,0.0149113,0,0.0198416,0.0044809,0.0355741,0.030291,0.0103688,0.013067,0.0673256,0.0197897,0.0139202,0.0124207,0.00952504,0.00790645,0.0162938,0.00826595,0.0170771,0.0554842,0.0162721,0.00744613,0.0087434,0.0177194,0.00505268,0.016002,0,0,0.0404822,0,0.0187199,0.0253316,0.0528496,0.00739108,0.0131869,0.0108044,0.0569042,0.0373587,0.0053103,0.0332553,0.0088793,0.00301593,0.00480719,0.0031257,0.00574271,0.00912733,0.00850872,0.0390648,0.0143762,0.00906314,0.0426482,0.015124,0,0,0,0.00365221
31,0,0,0,0,0,0,0.0260054,0.0389137,0,0,0,0.0490627,0.019943,0.0283101,0,0,0.0149124,0,0.019916,0.00455276,0.0353263,0.030548,0.0106455,0.0124572,0.0676911,0.0200512,0.0134708,0.0124928,0.00924639,0.00778847,0.0162571,0.0083172,0.0169987,0.0579758,0.0165124,0.00748415,0.00886194,0.0176966,0.00550636,0.0162696,0,0,0.0405975,0,0.0186987,0.0254327,0.0533999,0.00861315,0.0133872,0.0104954,0.056795,0.0375001,0.00512791,0.0333425,0.00888638,0.00308083,0.00505233,0.00318438,0.00624325,0.00994082,0.00801077,0.0391819,0.0144598,0.00900499,0.0429048,0.0154685,0,0,0,0.00299525
32,0,0,0,0,0,0,0.0259542,0.037876,0,0,0,0.0500401,0.0200044,0.0287889,0,0,0.0148302,0,0.0199015,0.00442968,0.0348346,0.031423,0.0104819,0.0112577,0.0652981,0.0197781,0.0124408,0.0121191,0.00938722,0.0079787,0.0160562,0.00849597,0.0170286,0.0589254,0.0163535,0.00743379,0.00868526,0.0176965,0.00606131,0.0165365,0,0,0.0401186,0,0.0186688,0.025093,0.0537464,0.00981141,0.0141033,0.0103553,0.0540398,0.0362447,0.0045844,0.0337664,0.00880092,0.00343597,0.00509686,0.00352061,0.00670392,0.0107062,0.00768081,0.0384879,0.0142964,0.00902078,0.0416037,0.0157179,0,0,0,0.00222468
33,0,0,0,0,0,0,0.0259718,0.0377889,0,0,0,0.0503685,0.0199855,0.0292898,0,0,0.0149222,0,0.0199313,0.00446272,0.0346144,0.032146,0.0106496,0.010781,0.0649836,0.0199742,0.0120393,0.0120434,0.00932122,0.00794183,0.0159111,0.00865753,0.0169274,0.0590578,0.0163717,0.00745853,0.0085454,0.0176393,0.00654159,0.0168454,0,0,0.0400818,0,0.0186336,0.0250748,0.0543613,0.0109532,0.0142468,0.0101153,0.053194,0.0360677,0.00444256,0.0339932,0.00880325,0.00364515,0.00539986,0.0036167,0.00726031,0.011618,0.00705566,0.0384156,0.0143686,0.00912634,0.0414982,0.0161308,0,0,0,0.00217036
34,0,0,0,0,0,0,0.0260847,0.0378079,0,0,0,0.0494426,0.0199513,0.0295935,0,0,0.0147847,0,0.0199563,0.00459134,0.0344836,0.0326385,0.010946,0.0103804,0.0648302,0.0201853,0.0118292,0.0118747,0.00935475,0.0078334,0.0160167,0.00874023,0.0167264,0.0576959,0.0164488,0.00747943,0.00841035,0.0176018,0.00697093,0.0171486,0,0,0.0400354,0,0.0186125,0.025121,0.0549822,0.0119145,0.0143093,0.00995547,0.052484,0.0359472,0.00437326,0.0342408,0.00882795,0.00387633,0.00589741,0.00366851,0.00778259,0.012556,0.00661359,0.0383468,0.0144538,0.00911151,0.0415429,0.0165378,0,0,0,0.0025454
35,0,0,0,0,0,0,0.0262189,0.0378898,0,0,0,0.0472681,0.019892,0.0292875,0,0,0.0146729,0,0.0199698,0.00465286,0.0345504,0.0325716,0.011161,0.00980849,0.0649063,0.0204011,0.0117488,0.0115821,0.00944898,0.00747986,0.015906,0.00873557,0.0164153,0.055127,0.0165176,0.00750993,0.00831379,0.0175848,0.00733134,0.0173964,0,0,0.0400487,0,0.0186071,0.02519,0.0554527,0.0126795,0.0143771,0.00993047,0.0520153,0.0359033,0.00427995,0.0344927,0.00874308,0.00411126,0.00633558,0.00367699,0.00821587,0.0133837,0.00625425,0.0383175,0.0145422,0.00909906,0.0416692,0.0168853,0,0,0,0.00302314
36,0,0,0,0,0,0,0.0263366,0.0380332,0,0,0,0.0440027,0.0198374,0.0281859,0,0,0.0146245,0,0.0199836,0.00463034,0.0347668,0.0316217,0.0112473,0.00921571,0.0650546,0.0205863,0.0116827,0.0110774,0.00965501,0.00684495,0.0152747,0.00860996,0.0159846,0.0516048,0.0165166,0.00754654,0.00808848,0.0175598,0.0075847,0.0176012,0,0,0.0400944,0,0.0185795,0.0252801,0.0557615,0.0132763,0.0144611,0.010012,0.0516765,0.0358836,0.00420706,0.0347454,0.00862705,0.00431358,0.00676481,0.00362617,0.00855623,0.0141061,0.00597895,0.0383267,0.0146124,0.00913783,0.041818,0.0172014,0,0,0,0.0032614
37,0,0,0,0,0,0,0.0264106,0.0382532,0,0,0,0.0399894,0.0197733,0.026092,0,0,0.0146979,0,0.0200033,0.00456315,0.0350259,0.0296825,0.0112627,0.00874452,0.0653199,0.0208177,0.0115416,0.0104517,0.00994438,0.00605445,0.0143078,0.00833922,0.0154413,0.0473308,0.0166154,0.00758819,0.00796575,0.0175152,0.00756754,0.0177909,0,0,0.0402086,0,0.0185365,0.0253608,0.055961,0.0135172,0.014431,0.010249,0.0516189,0.0358987,0.00418511,0.0349615,0.00857068,0.00449169,0.00699852,0.00353024,0.00888797,0.0145957,0.00569953,0.0383887,0.014637,0.00920127,0.0421004,0.0175209,0,0,0,0.00315336
