Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHI
116,0,0,0,0,0,0,0.0262959,0.0388792,0,0,0,0.0341684,0.0206795,0.019966,0,0,0.0168777,0,0.0199672,0.00534014,0.0348974,0.0189903,0.00456846,0.00650397,0.0612113,0.0194533,0.00249322,0.00429099,0.0166136,0.0168614,0.0171437,0.0104697,0.0109895,0.0471179,0.0177609,0.00674225,0.0243056,0.017695,0.0117203,0.0142488,0,0,0.0420446,0,0.0188745,0.0260212,0.0529687,0.012715,0.0143581,0.017915,0.0594468,0.0371431,0.0144235,0.0232167,0.017728,0.0085159,0.00930004,0.00963653,0.00430644,0.00740425,0.0207185,0.0403052,0.0140008,0.0089623,0.0428513,0.013481,0,0,0,0.0133329
117,0,0,0,0,0,0,0.0263577,0.0388502,0,0,0,0.0330236,0.0206715,0.0188991,0,0,0.0167541,0,0.0199786,0.00533553,0.034674,0.0184756,0.00477937,0.00700806,0.060943,0.0195055,0.00194983,0.004376,0.0161552,0.0168296,0.0169108,0.0103756,0.0112807,0.0460922,0.0176384,0.00676435,0.0218113,0.0177075,0.01125,0.0142079,0,0,0.04202,0,0.0188792,0.0259878,0.0524263,0.0138047,0.0145165,0.0166109,0.0591485,0.0370434,0.0138477,0.0240436,0.0164175,0.00646641,0.00884194,0.00862564,0.00378816,0.0072964,0.0181532,0.0402847,0.0139714,0.00898353,0.0427852,0.0134799,0,0,0,0.0121825
118,0,0,0,0,0,0,0.0263781,0.0388183,0,0,0,0.0314186,0.0206316,0.0175936,0,0,0.0166912,0,0.019969,0.00531524,0.034532,0.0177558,0.00492627,0.0077538,0.0608459,0.0195442,0.00138142,0.00469982,0.0155667,0.0166261,0.0164384,0.0102186,0.0115821,0.044355,0.0175533,0.00675601,0.0197892,0.0177673,0.0111921,0.0141112,0,0,0.0419985,0,0.0189269,0.0259976,0.0520376,0.0158976,0.0143823,0.0157685,0.0590115,0.0369258,0.013369,0.024801,0.01527,0.00463514,0.00922091,0.00833778,0.00354567,0.00779483,0.0166141,0.0402279,0.0139795,0.00897836,0.0427749,0.0135407,0,0,0,0.0111043
119,0,0,0,0,0,0,0.0261169,0.0389106,0,0,0,0.0288413,0.0205736,0.0159342,0,0,0.0167129,0,0.0199696,0.0053274,0.0345471,0.0164589,0.00496228,0.00852924,0.0609688,0.0195181,0.00117153,0.00535609,0.0148741,0.0161397,0.0156504,0.00999025,0.0118758,0.0417352,0.0176271,0.00673887,0.0183161,0.0178447,0.0126267,0.014041,0,0,0.042021,0,0.0189801,0.0260389,0.0520325,0.0173412,0.0138126,0.0163215,0.0591601,0.0368193,0.0124357,0.0252162,0.0147169,0.00362402,0.0107499,0.00918041,0.00333566,0.009298,0.0178186,0.0401718,0.0139799,0.00897941,0.0428817,0.0137266,0,0,0,0.0106764
120,0,0,0,0,0,0,0.0256667,0.0390273,0,0,0,0.0252925,0.0205028,0.0136502,0,0,0.0167694,0,0.0199831,0.00541764,0.0346916,0.0144416,0.00500588,0.00925226,0.0614114,0.0192796,0.00163265,0.00621894,0.014229,0.0152359,0.0144256,0.0096412,0.0122448,0.038072,0.0177634,0.00675903,0.0166037,0.0178781,0.0147124,0.0140406,0,0,0.041976,0,0.0189861,0.0260078,0.0523275,0.0172233,0.0132278,0.0181663,0.0594215,0.0366065,0.0111166,0.0254022,0.0149689,0.00431313,0.0116449,0.0103202,0.00387843,0.0104508,0.0198679,0.0401134,0.0139121,0.00894781,0.0430206,0.0138266,0,0,0,0.010642
121,0,0,0,0,0,0,0.0253323,0.0390012,0,0,0,0.0212981,0.0204488,0.0112463,0,0,0.0167707,0,0.0200076,0.00551537,0.0350522,0.0120596,0.00518571,0.0098571,0.0618064,0.0188665,0.00242099,0.00714127,0.0136457,0.013948,0.0129191,0.00924301,0.0126858,0.0338105,0.0177825,0.00678338,0.0134134,0.0179144,0.0137651,0.0140921,0,0,0.0418346,0,0.0189979,0.0259303,0.0522632,0.015463,0.0130805,0.019658,0.0595266,0.0362479,0.0099169,0.0256351,0.0154177,0.00558477,0.0107983,0.010164,0.00380777,0.00926009,0.0190585,0.0400385,0.013809,0.00861343,0.0430557,0.0136323,0,0,0,0.0103578
122,0,0,0,0,0,0,0.0252774,0.0388705,0,0,0,0.017209,0.020426,0.00936955,0,0,0.0166436,0,0.020047,0.00561583,0.035592,0.0100449,0.00549298,0.0106442,0.0620431,0.0184639,0.00340787,0.00807351,0.0130471,0.0125742,0.011467,0.00896526,0.0130705,0.0293433,0.017609,0.00680316,0.0101336,0.0179655,0.0107844,0.0141981,0,0,0.0416953,0,0.0190421,0.0258276,0.0514773,0.0135056,0.0131492,0.0186872,0.0595473,0.0359124,0.00924446,0.0261905,0.0152936,0.00614906,0.00886232,0.00858012,0.00299267,0.00716459,0.015261,0.0399257,0.0137378,0.00811539,0.0430224,0.0133417,0,0,0,0.0102843
123,0,0,0,0,0,0,0.0253686,0.0387298,0,0,0,0.0134473,0.0203769,0.00845698,0,0,0.0164005,0,0.0200586,0.00574863,0.0361882,0.00845804,0.00584237,0.0117425,0.0621082,0.0182243,0.00461456,0.00900667,0.0123917,0.0113146,0.0103623,0.00877452,0.0134192,0.0248127,0.0173685,0.00681927,0.00851622,0.0179942,0.00839868,0.0143234,0,0,0.0416548,0,0.0191048,0.0257545,0.0505283,0.0123411,0.0131782,0.0151867,0.0594706,0.035824,0.00955324,0.0272228,0.0144157,0.0058599,0.00721883,0.00673849,0.00180108,0.00613595,0.0125793,0.0398557,0.0136475,0.00850802,0.042992,0.0132312,0,0,0,0.0101154
124,0,0,0,0,0,0,0.0253252,0.0385781,0,0,0,0.0102086,0.0203507,0.00855979,0,0,0.0160611,0,0.0200527,0.00571725,0.0367908,0.00755793,0.00626556,0.0130046,0.0619887,0.0180799,0.00590125,0.00978949,0.0118467,0.0101894,0.0097454,0.00874382,0.0137497,0.0208003,0.0171122,0.00682711,0.0074724,0.0180203,0.0081268,0.0142816,0,0,0.0416701,0,0.0191711,0.0257155,0.0500565,0.0124169,0.0131901,0.012398,0.0592573,0.0358989,0.0105929,0.028623,0.012691,0.00510136,0.00702098,0.00551304,0.00152144,0.00681201,0.0131794,0.0398571,0.0135617,0.00878269,0.0428907,0.0131986,0,0,0,0.00978757
125,0,0,0,0,0,0,0.0251654,0.0384508,0,0,0,0.00751587,0.0204,0.00953484,0,0,0.015736,0,0.0200667,0.00553174,0.0373879,0.00788902,0.00672154,0.0142142,0.061749,0.0179839,0.00719751,0.0103981,0.0115406,0.00923496,0.00960624,0.00882289,0.0140907,0.0174967,0.0168971,0.00680352,0.00722712,0.0180586,0.00951733,0.0141007,0,0,0.0416695,0,0.0192239,0.0256508,0.0501192,0.013756,0.01323,0.0126328,0.0589776,0.0360304,0.0114845,0.0302821,0.0104929,0.00439931,0.00809563,0.00487108,0.00292204,0.00843889,0.0151957,0.0399566,0.0134466,0.00874239,0.0427154,0.0130968,0,0,0,0.00941641
126,0,0,0,0,0,0,0.0251057,0.0383516,0,0,0,0.00582815,0.0204025,0.0111749,0,0,0.0154432,0,0.0200573,0.005346,0.038058,0.00960912,0.00713744,0.0153421,0.0613225,0.0179626,0.00853484,0.0109243,0.0114285,0.00847193,0.00982379,0.00885625,0.0144866,0.0152695,0.0166859,0.00679655,0.00740846,0.0181017,0.0109811,0.0138993,0,0,0.0417104,0,0.019239,0.0255969,0.0502651,0.0151685,0.0131966,0.0146497,0.0585897,0.0361931,0.0115852,0.0318485,0.00878614,0.00439909,0.00926851,0.00440946,0.00449052,0.0100394,0.0162436,0.0400402,0.0133,0.00854654,0.0425031,0.0129564,0,0,0,0.00920268
127,0,0,0,0,0,0,0.0251179,0.0381459,0,0,0,0.0054687,0.0201069,0.0133567,0,0,0.0151115,0,0.0199532,0.00522315,0.0388905,0.0125673,0.00751611,0.0159061,0.0607119,0.0179705,0.00973561,0.0114418,0.01141,0.00784207,0.010272,0.0088318,0.0148735,0.0144223,0.0164064,0.00692459,0.00678888,0.0181671,0.0113097,0.0138651,0,0,0.041797,0,0.019287,0.0256385,0.0500695,0.0149569,0.0130297,0.016502,0.0580515,0.0363239,0.0109224,0.0325131,0.00837254,0.00476038,0.00962456,0.00404839,0.00550633,0.0108902,0.0157533,0.0401134,0.0131951,0.00832113,0.0421654,0.0129205,0,0,0,0.00927124
128,0,0,0,0,0,0,0.0251963,0.0378766,0,0,0,0.00624447,0.0196064,0.0159873,0,0,0.0146844,0,0.0198125,0.00505206,0.0398754,0.016434,0.0078715,0.0159653,0.0600879,0.017931,0.0107383,0.0119281,0.0114766,0.00735366,0.0109763,0.0088954,0.0152598,0.0150478,0.0160225,0.00717102,0.00636706,0.0182005,0.0103407,0.0140832,0,0,0.0418014,0,0.0193173,0.0256334,0.0494861,0.0128797,0.0128024,0.017002,0.0574531,0.0363495,0.0100758,0.0321097,0.00938998,0.0051905,0.00887159,0.00368493,0.00559201,0.0104753,0.0142112,0.0401353,0.0130523,0.00844891,0.0417407,0.0130216,0,0,0,0.00967647
129,0,0,0,0,0,0,0.0250323,0.0375992,0,0,0,0.00676133,0.0199212,0.0184524,0,0,0.0146848,0,0.0198699,0.00479041,0.0409463,0.0209138,0.00821304,0.0157002,0.0596167,0.0180393,0.0116367,0.0122881,0.0115823,0.00698272,0.0118582,0.00895398,0.0155822,0.0168282,0.0159489,0.00697784,0.00682615,0.0182195,0.00897693,0.0142374,0,0,0.0415494,0,0.019347,0.0254054,0.0489241,0.0102365,0.0124587,0.0159196,0.0569385,0.0361141,0.00958367,0.0312507,0.0108057,0.00582926,0.00746799,0.0034623,0.00510504,0.00924952,0.0130386,0.0400231,0.0127964,0.00831409,0.0413523,0.0131033,0,0,0,0.0103622
130,0,0,0,0,0,0,0.0249028,0.0374565,0,0,0,0.00822948,0.0201949,0.0199377,0,0,0.014885,0,0.0199217,0.00472654,0.0420332,0.0244529,0.00846903,0.0153113,0.0596291,0.01821,0.012671,0.0124989,0.0117141,0.00692125,0.0128232,0.00901176,0.0159362,0.0178362,0.0160436,0.00681924,0.00770768,0.0182551,0.00779772,0.0143016,0,0,0.0412424,0,0.0193542,0.0251345,0.0487861,0.00854703,0.0121422,0.0139988,0.0567652,0.0358421,0.0095123,0.0307109,0.0112405,0.00573806,0.00638909,0.00336795,0.00464436,0.00802735,0.0125545,0.0399607,0.012579,0.00798933,0.0411295,0.0130974,0,0,0,0.0111666
131,0,0,0,0,0,0,0.0247502,0.0373223,0,0,0,0.0104473,0.0202617,0.0199724,0,0,0.0149982,0,0.0199281,0.00477607,0.0430916,0.0254495,0.00857475,0.0152379,0.0600183,0.0182784,0.0137243,0.0125635,0.0119839,0.00706864,0.0133845,0.00918399,0.0163341,0.0176684,0.0160598,0.0067866,0.00849415,0.0183094,0.00722191,0.0142828,0,0,0.0410055,0,0.0193446,0.0249483,0.0493871,0.00792921,0.0119169,0.0123386,0.0568249,0.0355677,0.0095008,0.031011,0.0104681,0.00470031,0.00610038,0.0032584,0.00454532,0.00749579,0.0128723,0.0396927,0.0124491,0.00825717,0.0409426,0.0130199,0,0,0,0.0116924
132,0,0,0,0,0,0,0.0245747,0.0371997,0,0,0,0.0141494,0.0202484,0.0192165,0,0,0.0151475,0,0.0199255,0.00492414,0.0440012,0.0233326,0.00859232,0.0154798,0.0607995,0.0181944,0.0146952,0.0124223,0.0125237,0.00725352,0.0131953,0.00903801,0.016733,0.0185626,0.0160758,0.0067935,0.00911405,0.0183453,0.00735741,0.014022,0,0,0.0408044,0,0.019305,0.0248641,0.0505509,0.00773157,0.0118441,0.0113575,0.0571388,0.0352912,0.00935166,0.0320062,0.00913518,0.00343115,0.00647203,0.00314648,0.00487347,0.0079188,0.0138031,0.0394029,0.0124184,0.00825448,0.0407921,0.0127444,0,0,0,0.0117808
133,0,0,0,0,0,0,0.0244758,0.0370727,0,0,0,0.0190909,0.0202463,0.0190159,0,0,0.0152643,0,0.0199149,0.00507119,0.0446695,0.0203711,0.00855067,0.0159729,0.061634,0.0180128,0.0154226,0.0121938,0.0131923,0.00718693,0.0125309,0.00848155,0.0170075,0.0224024,0.0160616,0.00678973,0.00969752,0.0183114,0.00757156,0.0137595,0,0,0.0406705,0,0.0192946,0.0247646,0.0517532,0.00750671,0.0118725,0.0104704,0.057424,0.0350779,0.00894769,0.0330599,0.00791046,0.00261853,0.00679479,0.00308099,0.00517083,0.00838116,0.014539,0.039253,0.0123393,0.00826852,0.0406864,0.0124429,0,0,0,0.0113779
134,0,0,0,0,0,0,0.024477,0.0369951,0,0,0,0.024489,0.0202836,0.020149,0,0,0.0153309,0,0.0199122,0.00516849,0.0449382,0.019612,0.008479,0.0166237,0.0622842,0.0179091,0.0158694,0.0119614,0.0138314,0.00692295,0.0124621,0.0082232,0.0171456,0.0278785,0.0160555,0.00676946,0.0101706,0.0182473,0.00721705,0.0136707,0,0,0.0405812,0,0.0192867,0.0246637,0.0523676,0.00712903,0.0119105,0.00955049,0.057499,0.0349443,0.00850624,0.0336397,0.00718817,0.00209937,0.00666304,0.00299241,0.00510977,0.00817185,0.0146692,0.0391809,0.0122954,0.00869435,0.0406454,0.0122549,0,0,0,0.0106005
135,0,0,0,0,0,0,0.0245534,0.0370201,0,0,0,0.0294024,0.0203115,0.0226504,0,0,0.0153562,0,0.0199283,0.00525672,0.0446942,0.0210419,0.00841823,0.0172883,0.0626556,0.0179005,0.016184,0.011772,0.0143319,0.00701802,0.0137274,0.00863785,0.0172675,0.0326138,0.0161052,0.00675987,0.0106501,0.0182122,0.00637244,0.0136912,0,0,0.0405939,0,0.0192813,0.0246628,0.052321,0.00631297,0.0119128,0.00902432,0.0573472,0.0349296,0.00797965,0.0337067,0.00705321,0.00174816,0.00614086,0.0028687,0.00486106,0.00749744,0.014497,0.0392113,0.0123156,0.00952478,0.0407086,0.0122008,0,0,0,0.00969247
136,0,0,0,0,0,0,0.0246852,0.0370784,0,0,0,0.0328067,0.0203128,0.0259363,0,0,0.0153085,0,0.0199567,0.0052947,0.0440257,0.0237753,0.00837062,0.0175862,0.0626606,0.0179259,0.0163346,0.0116325,0.0146143,0.0078899,0.0158784,0.00938984,0.0175154,0.0355514,0.0161312,0.00675862,0.0113206,0.0181867,0.00528822,0.0137412,0,0,0.0406677,0,0.0192659,0.0247516,0.052032,0.00496916,0.0119921,0.00896945,0.0568815,0.0349959,0.00741756,0.0336142,0.00719868,0.00177695,0.00561079,0.00279863,0.00462742,0.00700317,0.0143204,0.0392406,0.0123937,0.0104048,0.0407662,0.0122487,0,0,0,0.00885242
137,0,0,0,0,0,0,0.0248237,0.0371327,0,0,0,0.0345922,0.0202903,0.0292747,0,0,0.0151885,0,0.0199789,0.00526571,0.0430305,0.0271524,0.00838509,0.0177663,0.0624759,0.0179737,0.0163683,0.0116919,0.0146465,0.00898913,0.0182628,0.0102734,0.017816,0.0371793,0.0161356,0.00677522,0.0121532,0.0181489,0.00445336,0.0138122,0,0,0.0407891,0,0.0192278,0.0248483,0.0518242,0.00375161,0.0121774,0.00910688,0.0562368,0.0351555,0.00713221,0.0335856,0.0073335,0.00186363,0.00542362,0.00285807,0.0045696,0.0070957,0.0142887,0.0392717,0.0125096,0.0111169,0.040798,0.0123892,0,0,0,0.00808401
138,0,0,0,0,0,0,0.0249727,0.0372309,0,0,0,0.0359767,0.0202427,0.0321427,0,0,0.0150137,0,0.0199943,0.00516193,0.0418313,0.0303969,0.00848119,0.0178738,0.0622343,0.018046,0.0164121,0.011822,0.0144982,0.0100368,0.0205306,0.0111247,0.0181262,0.0385437,0.0161131,0.00682195,0.0127985,0.0181073,0.00418911,0.0139285,0,0,0.0409792,0,0.0191946,0.0250401,0.0517995,0.0035178,0.0124239,0.00913363,0.0555486,0.0353783,0.00718076,0.0336803,0.00735515,0.00189747,0.00546423,0.00288393,0.00468387,0.00740202,0.0143315,0.0393109,0.0126641,0.0111989,0.0408688,0.0126106,0,0,0,0.0073374
139,0,0,0,0,0,0,0.0251262,0.03741,0,0,0,0.0377907,0.0201909,0.0342216,0,0,0.0148947,0,0.0200189,0.00511934,0.0405794,0.0330472,0.0085959,0.0177413,0.062047,0.0181715,0.0165753,0.0119703,0.0141778,0.0109946,0.0223795,0.0117762,0.018408,0.0403133,0.0161272,0.00687046,0.0127003,0.0180977,0.00425493,0.0140907,0,0,0.0411912,0,0.0191918,0.0252655,0.0518318,0.00395474,0.0126339,0.0089749,0.0550185,0.0356033,0.00720007,0.0338844,0.0072749,0.00186417,0.00553951,0.00274618,0.00467612,0.00738021,0.0141834,0.0394484,0.0128627,0.0103955,0.041053,0.0129578,0,0,0,0.00666699
140,0,0,0,0,0,0,0.0253179,0.0376674,0,0,0,0.0402467,0.0201523,0.035577,0,0,0.014834,0,0.020054,0.0051564,0.0393663,0.0350899,0.00870882,0.0177052,0.0619706,0.0183471,0.0167288,0.0121537,0.013715,0.0117166,0.0235722,0.0119826,0.0186684,0.0427401,0.0161684,0.00691392,0.0121226,0.0181209,0.00444664,0.014308,0,0,0.0413659,0,0.0191993,0.0254403,0.0517972,0.00465661,0.0127379,0.00875344,0.0546587,0.0358191,0.00686201,0.0341401,0.00716446,0.00179446,0.00564083,0.00256461,0.00453165,0.0071186,0.0138904,0.0396654,0.0130559,0.0088247,0.0413453,0.0133659,0,0,0,0.00605401
141,0,0,0,0,0,0,0.0254936,0.0379839,0,0,0,0.0428832,0.020104,0.036321,0,0,0.0149057,0,0.0200843,0.0052097,0.0383329,0.0364152,0.00880743,0.0176628,0.062016,0.0185812,0.0168178,0.0123265,0.0131484,0.0121315,0.024148,0.0119478,0.0188813,0.0457415,0.0163082,0.00698416,0.0116084,0.0181161,0.00451263,0.0146,0,0,0.0415988,0,0.0191918,0.0256141,0.0516653,0.00531327,0.0127512,0.00862749,0.0544574,0.0360576,0.00642547,0.0343432,0.00706743,0.00170514,0.00575657,0.0024612,0.00438811,0.00688228,0.0135561,0.0399202,0.0132276,0.00850921,0.0416778,0.0137676,0,0,0,0.00556767
142,0,0,0,0,0,0,0.0256129,0.0382642,0,0,0,0.0453402,0.0200536,0.0366033,0,0,0.0150492,0,0.0201068,0.00524506,0.0375949,0.0369889,0.00892854,0.0172636,0.0622319,0.0188258,0.0168591,0.0124204,0.0124749,0.0123571,0.0243295,0.0117793,0.0190427,0.0492261,0.0164661,0.0070445,0.0112849,0.0180925,0.0043428,0.0149148,0,0,0.0418444,0,0.0191885,0.0257466,0.0514917,0.00535607,0.0127611,0.00859026,0.0543738,0.0362822,0.00612192,0.0344285,0.0069699,0.00166793,0.00571439,0.00242399,0.00424127,0.00665935,0.0131217,0.0400454,0.0133368,0.00895805,0.0419684,0.0141221,0,0,0,0.00523771
143,0,0,0,0,0,0,0.0257109,0.0384923,0,0,0,0.0480107,0.0199287,0.0365557,0,0,0.0151697,0,0.0201094,0.00525536,0.0371179,0.0371443,0.00908673,0.016661,0.0625392,0.0190214,0.0169183,0.0124374,0.0117833,0.0124539,0.0242343,0.0114615,0.0191455,0.0531588,0.0165845,0.00712103,0.0112017,0.0180907,0.0039205,0.0152518,0,0,0.0420507,0,0.0191962,0.0259398,0.0513858,0.00466127,0.0128091,0.00865003,0.0543818,0.0364637,0.00596193,0.034375,0.00696676,0.00174601,0.00553492,0.00237506,0.00416095,0.00647242,0.0124787,0.0401834,0.0134748,0.0087925,0.0422328,0.0143885,0,0,0,0.00509086
144,0,0,0,0,0,0,0.0258249,0.0387205,0,0,0,0.0509072,0.0197894,0.0362052,0,0,0.0152632,0,0.0201148,0.00527103,0.0367165,0.0369962,0.00923797,0.0162038,0.0630003,0.0191781,0.0169495,0.0125549,0.0111168,0.012416,0.0239056,0.0109966,0.0191851,0.0573333,0.0166751,0.00720385,0.0111,0.0181158,0.00335155,0.0155397,0,0,0.0422387,0,0.0192193,0.0261099,0.0514744,0.00373253,0.0129016,0.00855992,0.0544414,0.0365866,0.0058793,0.0342875,0.00702278,0.00202845,0.00526415,0.00232309,0.00414755,0.00638025,0.0116243,0.040279,0.0135299,0.0084215,0.0424986,0.0145696,0,0,0,0.00516868
145,0,0,0,0,0,0,0.0259398,0.038982,0,0,0,0.0539199,0.0198548,0.0356512,0,0,0.0152631,0,0.0201463,0.00518609,0.0363459,0.0364851,0.00935676,0.0158843,0.0636021,0.0192785,0.0169691,0.0126772,0.0105373,0.0122519,0.0234033,0.0105335,0.0191859,0.0615222,0.0166623,0.0072363,0.0108214,0.0181281,0.00280788,0.0157104,0,0,0.0423012,0,0.0192172,0.0262111,0.051831,0.00336471,0.0130522,0.00820536,0.0545194,0.0366703,0.00552981,0.0342504,0.00700572,0.00233142,0.0050236,0.00230992,0.00419641,0.00634771,0.0106622,0.0403305,0.0135089,0.00828217,0.0427532,0.0147069,0,0,0,0.00516179
146,0,0,0,0,0,0,0.0260309,0.0392208,0,0,0,0.0566848,0.0198916,0.0349016,0,0,0.0151464,0,0.0201373,0.00500463,0.03609,0.0360149,0.00947338,0.0157149,0.0642642,0.0193602,0.0169727,0.0127657,0.0100736,0.0119619,0.0227642,0.0100762,0.0191593,0.0652799,0.0165508,0.00726003,0.0104075,0.0181184,0.00250351,0.0158684,0,0,0.0422422,0,0.019207,0.0262769,0.0523964,0.0036601,0.0132368,0.00769036,0.0545557,0.0367067,0.00512993,0.0343011,0.00687475,0.00255657,0.00491309,0.00236892,0.00431037,0.00634272,0.00983694,0.0404276,0.0134564,0.00823081,0.0429771,0.0149274,0,0,0,0.0049924
147,0,0,0,0,0,0,0.0261498,0.0393944,0,0,0,0.0588905,0.019844,0.0342531,0,0,0.0150059,0,0.0201154,0.00481733,0.0359655,0.0353539,0.00959002,0.01549,0.0648476,0.0195048,0.0169387,0.0128311,0.00975943,0.0116016,0.0221558,0.00963025,0.0190936,0.0683017,0.0164581,0.00728591,0.00991271,0.0181117,0.00239126,0.016075,0,0,0.0421179,0,0.0192179,0.0263367,0.053017,0.00415094,0.0134199,0.00719063,0.0544857,0.0366561,0.0050184,0.0344282,0.0066452,0.00268921,0.00489141,0.00240267,0.00444979,0.00638531,0.00913106,0.0404574,0.0135482,0.00814294,0.0431465,0.0152343,0,0,0,0.00466343
148,0,0,0,0,0,0,0.0263155,0.0395575,0,0,0,0.0604678,0.0197809,0.0338764,0,0,0.0150109,0,0.0201445,0.00483951,0.0359078,0.0349021,0.00971513,0.0151793,0.0652971,0.0197433,0.0168761,0.0128445,0.00960601,0.0112706,0.0216933,0.00929249,0.019031,0.0703271,0.0165206,0.00732072,0.00952675,0.0181554,0.00237713,0.0163176,0,0,0.0421984,0,0.0192467,0.0262945,0.0535332,0.00455702,0.0135688,0.00682837,0.0543393,0.0365571,0.0049542,0.034557,0.00642204,0.00277163,0.00493612,0.00239531,0.00462832,0.00648836,0.00845556,0.0404241,0.0135395,0.00813006,0.0432794,0.015555,0,0,0,0.00459218
149,0,0,0,0,0,0,0.0264576,0.0396988,0,0,0,0.0610602,0.0197224,0.0338774,0,0,0.0149522,0,0.0201714,0.00483919,0.0359444,0.0350817,0.00980438,0.0148089,0.0656166,0.0199776,0.0167846,0.0127663,0.00960283,0.0109975,0.0214557,0.00927648,0.0189571,0.0708215,0.0165483,0.0073609,0.00922251,0.0181635,0.00241841,0.0165644,0,0,0.0422747,0,0.0192558,0.0263447,0.0539309,0.00480808,0.0136957,0.00661991,0.0541322,0.0364516,0.00478469,0.0346636,0.00625995,0.0028521,0.00501779,0.00241354,0.00484327,0.00663232,0.00778419,0.0402548,0.0134584,0.00810353,0.0433904,0.0159162,0,0,0,0.00470311
150,0,0,0,0,0,0,0.0266188,0.0398427,0,0,0,0.0605354,0.019649,0.0341172,0,0,0.0148096,0,0.0201958,0.00478101,0.0360248,0.0354618,0.00986235,0.0143998,0.0657681,0.0201788,0.0165221,0.0126653,0.00974932,0.0106752,0.0212767,0.00944408,0.0188338,0.069465,0.0165115,0.00742823,0.00878199,0.0181202,0.00246565,0.0168557,0,0,0.0422907,0,0.0192463,0.0263542,0.0542868,0.00484283,0.0138208,0.00650592,0.0538011,0.0363463,0.00449379,0.0347967,0.00615941,0.00295624,0.00510262,0.00250963,0.00502187,0.00676,0.00744518,0.0401645,0.0135073,0.00786846,0.0435057,0.0163248,0,0,0,0.00450532
151,0,0,0,0,0,0,0.0267238,0.0399588,0,0,0,0.0585475,0.0196028,0.0342381,0,0,0.0146586,0,0.0202496,0.00472005,0.0360949,0.0355815,0.00991105,0.0141176,0.0659254,0.0203978,0.0162203,0.0125714,0.010062,0.0102734,0.0210888,0.00969733,0.0186121,0.0668071,0.0165135,0.00749039,0.00849349,0.0180892,0.00252401,0.0171937,0,0,0.0422956,0,0.0192121,0.0262967,0.0545774,0.00504942,0.0139357,0.00646959,0.0534994,0.0362379,0.00439073,0.0349631,0.00608687,0.00301166,0.00517291,0.00254365,0.00516373,0.00680856,0.00722443,0.0401099,0.0134534,0.00782487,0.0436116,0.0167298,0,0,0,0.00422156
152,0,0,0,0,0,0,0.0268571,0.040098,0,0,0,0.0552009,0.0195561,0.0339332,0,0,0.0145484,0,0.0203126,0.00468919,0.0361533,0.0350935,0.00996835,0.0139549,0.0661472,0.0206565,0.0159781,0.0125348,0.0105195,0.00973701,0.0207227,0.00995176,0.0182612,0.0630767,0.016541,0.00755724,0.00837279,0.018088,0.00254686,0.0175182,0,0,0.0422408,0,0.0192018,0.0262638,0.0548572,0.00525334,0.0140406,0.00643305,0.0532922,0.0361599,0.00433814,0.0351953,0.00594718,0.00296502,0.00528707,0.0025445,0.00525869,0.00686028,0.0069537,0.0401695,0.0133146,0.00847129,0.0437306,0.0171445,0,0,0,0.00393431
153,0,0,0,0,0,0,0.027045,0.0402914,0,0,0,0.0508932,0.0195163,0.0329172,0,0,0.0145096,0,0.020365,0.00471146,0.036246,0.0340212,0.0100113,0.0138569,0.06643,0.0208879,0.0158814,0.0125932,0.0110677,0.00894581,0.0198931,0.00997334,0.0177372,0.0582487,0.016606,0.00761978,0.0082595,0.0180984,0.00252259,0.0178131,0,0,0.042192,0,0.0192138,0.0262457,0.0551498,0.00528686,0.0140992,0.00637275,0.0532121,0.0360982,0.00419479,0.0354897,0.00573954,0.00282211,0.00543013,0.00251331,0.00538723,0.00690547,0.00662456,0.0402594,0.0133601,0.00974611,0.043916,0.0175412,0,0,0,0.00363344
154,0,0,0,0,0,0,0.0272244,0.0405323,0,0,0,0.0459774,0.0194582,0.0310147,0,0,0.0145176,0,0.020378,0.00471552,0.0363127,0.0320645,0.0100588,0.0136636,0.0667252,0.0211034,0.0158844,0.0124835,0.0116758,0.00787853,0.018545,0.00972122,0.0170634,0.0525588,0.016685,0.00765981,0.00816785,0.0180871,0.00245283,0.0180756,0,0,0.0422467,0,0.019232,0.0262316,0.0553861,0.00525089,0.0141147,0.00632935,0.0532998,0.0361012,0.00401209,0.0358058,0.00549805,0.00271112,0.00557642,0.00249587,0.00552349,0.00693142,0.00633867,0.0401587,0.0133961,0.0107522,0.0441673,0.0177979,0,0,0,0.00339709
