Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
263,0,0,0,0,0,0,0.0144662,0.0155123,0,0,0,0.0344883,0.0165259,0.0152938,0,0,0.0120036,0,0.023742,0.00385759,0.0336858,0.0147453,0.0112665,0.0055394,0.00643954,0.00946034,0.00593392,0.00959519,0.016556,0.0071163,0.0195805,0.0439722,0.00976066,0.00836215,0.0185507,0.0218454,0.0158692,0.025615,0,0,0.0208596,0,0.0227368,0.0120137,0.0573412,0.0261435,0.0357564,0.0233879,0.00762556,0.0586373,0.00717744,0.0501126,0.0186202,0.00944734,0.00709792,0.00931332,0.0110787,0.0187795,0.0204214,0.033134,0.0135901,0.0171351,0.0195727,0,0,0,0.00903841,0,0.01644,0.0213185
264,0,0,0,0,0,0,0.0141701,0.0148864,0,0,0,0.0285502,0.0165176,0.0120874,0,0,0.0123534,0,0.0238018,0.00398348,0.0341074,0.0109851,0.0115859,0.00590224,0.00617596,0.00946415,0.00588506,0.0088796,0.0146649,0.00620123,0.0195618,0.0372181,0.0097609,0.00849525,0.0175581,0.0219081,0.0155195,0.0248642,0,0,0.0194689,0,0.0230541,0.0112296,0.0578279,0.0256513,0.0357458,0.0227713,0.00746071,0.0563061,0.00670109,0.0499792,0.0180315,0.00973099,0.00729229,0.00864326,0.0112453,0.018976,0.0196948,0.0315453,0.0117706,0.0164215,0.0193659,0,0,0,0.00891605,0,0.0170537,0.0211046
265,0,0,0,0,0,0,0.0142694,0.0149266,0,0,0,0.021983,0.016458,0.00829317,0,0,0.0123436,0,0.0238376,0.00412111,0.0346493,0.00696233,0.0124611,0.00605667,0.00613802,0.0100631,0.00631441,0.0084734,0.0127198,0.00500353,0.0195452,0.0292328,0.00966493,0.00859606,0.0164721,0.0218839,0.0149823,0.0249683,0,0,0.0193851,0,0.0229955,0.0112521,0.0583358,0.0250027,0.0356456,0.0218909,0.00730741,0.0562288,0.00639344,0.0499259,0.0174015,0.00992183,0.00734634,0.00802949,0.0113304,0.0190732,0.0187157,0.0314584,0.0121298,0.0164822,0.0191964,0,0,0,0.00905153,0,0.0178714,0.0211728
266,0,0,0,0,0,0,0.0142564,0.0149601,0,0,0,0.0150502,0.0164351,0.00411704,0,0,0.0123149,0,0.0238635,0.00421295,0.0352125,0.00548714,0.0135849,0.00629724,0.00617533,0.0112142,0.00711735,0.00767636,0.0106975,0.00372388,0.019561,0.02079,0.00959434,0.00868334,0.0154354,0.0218499,0.0143187,0.0248809,0,0,0.0192268,0,0.0229738,0.0112558,0.058751,0.0242439,0.0354372,0.0208549,0.00706494,0.0559763,0.0061312,0.0500203,0.0166843,0.00995087,0.00719086,0.00758096,0.0112772,0.0189994,0.0178853,0.0312306,0.0123008,0.0165333,0.0192758,0,0,0,0.00949785,0,0.0186446,0.021487
267,0,0,0,0,0,0,0.0141079,0.0148499,0,0,0,0.00969517,0.0164337,0.00302254,0,0,0.0124596,0,0.0238637,0.00424602,0.0356903,0.00809338,0.01477,0.0066075,0.0063527,0.0127888,0.00830301,0.00720011,0.00897295,0.00243922,0.0199055,0.0130982,0.00956884,0.00870647,0.0143934,0.0218225,0.0136282,0.0247613,0,0,0.0189961,0,0.0229579,0.0112538,0.0590356,0.0234955,0.0350896,0.0198461,0.00674065,0.0553485,0.00592877,0.050191,0.0160018,0.00998263,0.00699791,0.00718368,0.0110544,0.0188088,0.0171478,0.0308774,0.0122715,0.0164181,0.0197306,0,0,0,0.0102992,0,0.0195639,0.0219762
268,0,0,0,0,0,0,0.0141182,0.0148538,0,0,0,0.00895365,0.0164051,0.00648902,0,0,0.0126166,0,0.0238712,0.00433977,0.0361961,0.0118152,0.0159905,0.00707705,0.00655023,0.0147608,0.00978965,0.00750289,0.00785127,0.00116935,0.0204992,0.00791736,0.00959558,0.00872563,0.0133834,0.0218273,0.0130168,0.0246148,0,0,0.0187303,0,0.0229475,0.011113,0.0592073,0.0227551,0.0347646,0.0189538,0.0062624,0.0548395,0.00590565,0.0504781,0.0154087,0.00998961,0.0068207,0.00685077,0.0108098,0.0184914,0.0165036,0.0305365,0.0121479,0.016398,0.019683,0,0,0,0.0116018,0,0.0207526,0.0227611
269,0,0,0,0,0,0,0.014209,0.0149794,0,0,0,0,0.0163425,0.0114445,0,0,0.0126809,0,0.0238868,0.00445836,0.0372115,0,0.0145866,0.00743582,0.00662745,0.014629,0.0107513,0.00733172,0.00616435,0.00311271,0.0207146,0.0120618,0.00973963,0.0087372,0.0124526,0.021838,0.0125437,0.024493,0,0,0.0184598,0,0.0229674,0.0109278,0.0593315,0.0221053,0.0345841,0.0180078,0.00570694,0.0546744,0.00621425,0.0510348,0.0149204,0.00984117,0.00663841,0.00653057,0.0106338,0.0180544,0.0156671,0.0303028,0.0120212,0.0164825,0.0191777,0,0,0,0.0121417,0,0.022273,0.0238032
270,0,0,0,0,0,0,0.0142001,0.0150834,0,0,0,0.0164992,0.016313,0.0119448,0,0,0.0131749,0,0.02393,0.00470651,0.0373169,0,0.0186617,0.00834356,0.00681942,0.0188351,0.0130039,0.00900808,0.00802824,0.00245249,0.0222233,0.01161,0.0100811,0.0087658,0.0118699,0.0218297,0.0120971,0.0242036,0,0,0.0177649,0,0.0230072,0.0106401,0.0595172,0.0213997,0.034405,0.0172804,0.00470896,0.0539937,0.00630234,0.051397,0.0144282,0.00969883,0.006414,0.00634303,0.0103791,0.0176336,0.0151145,0.0296358,0.0116726,0.0165783,0.0187949,0,0,0,0.015338,0,0.0233661,0.0249646
271,0,0,0,0,0,0,0.014056,0.0150826,0,0,0,0.0200596,0.0163356,0.0132301,0,0,0.0134546,0,0.0239421,0.00489114,0.0375977,0,0.0195377,0.00895582,0.0070563,0.0203259,0.0142437,0.00959472,0.00850358,0.00263725,0.0226249,0.0148243,0.0103407,0.00874466,0.0113024,0.0218468,0.0118789,0.0240053,0,0,0.0172527,0,0.0230722,0.010404,0.0600218,0.0210143,0.0342777,0.0163802,0.00423684,0.0532987,0.00636737,0.0518368,0.0141106,0.00967636,0.0063477,0.00612189,0.0103667,0.0175934,0.0147267,0.0290896,0.0111874,0.0165104,0.0186441,0,0,0,0.0170372,0,0.0244299,0.0256392
272,0,0,0,0,0,0,0.0139028,0.0151047,0,0,0,0,0.0163602,0.0231222,0,0,0.0132879,0,0.0239295,0.00479141,0.0391428,0,0.0116016,0.00843686,0.00697152,0.0137021,0.0126844,0.00781911,0.00739109,0.00757967,0.021808,0,0.0102437,0.00878082,0.0103524,0.0218736,0.0120186,0.0242635,0,0,0.0177805,0,0.0230969,0.0105436,0.0611682,0.0213546,0.0344652,0.0147982,0.00511753,0.0538821,0.00629102,0.0523095,0.0135339,0.00944553,0.00664727,0.00569181,0.0107941,0.0180252,0.0144651,0.0295056,0.0113523,0.0164462,0.0186798,0,0,0,0.0132703,0,0.0246955,0.0248609
273,0,0,0,0,0,0,0.013778,0.0150988,0,0,0,0,0.016284,0.0246758,0,0,0.0136018,0,0.0239589,0.00485473,0.0395036,0,0.0118084,0.00876101,0.00719419,0.0137289,0.0132279,0.00754102,0.00749638,0.00801863,0.0213379,0,0.0104023,0.00882115,0.00973399,0.021889,0.0119128,0.0242437,0,0,0.017773,0,0.0231555,0.0103554,0.0618441,0.0213911,0.0344823,0.0137569,0.00505054,0.0536558,0.00621386,0.0526671,0.0130849,0.00936391,0.00667754,0.00548565,0.0108096,0.017885,0.0143737,0.0292524,0.0109496,0.0163526,0.0186378,0,0,0,0.0136145,0,0.0253299,0.0251375
274,0,0,0,0,0,0,0.0138835,0.0151576,0,0,0,0,0.0163124,0.0250768,0,0,0.0137969,0,0.023986,0.00491998,0.0396945,0,0.0123149,0.0089048,0.00740847,0.0138395,0.0134476,0.00718801,0.00731344,0.00797603,0.020633,0,0.0105829,0.00879617,0.00903368,0.0219287,0.011772,0.0243108,0,0,0.0175927,0,0.0231753,0.0103785,0.0625136,0.0214231,0.034474,0.0127231,0.00496114,0.0537397,0.00611831,0.0530058,0.012618,0.00913678,0.00664221,0.00516846,0.0107532,0.0176835,0.0142695,0.0292945,0.0107862,0.0163632,0.018725,0,0,0,0.0136149,0,0.025672,0.0249907
275,0,0,0,0,0,0,0.0137389,0.0151544,0,0,0,0,0.0163592,0.0248344,0,0,0.0138607,0,0.024004,0.00494629,0.0399969,0,0.012484,0.0086911,0.00760132,0.0136285,0.0132381,0.00715002,0.00728136,0.00764897,0.0201646,0,0.0107983,0.00885199,0.00800438,0.0219016,0.0115924,0.0242047,0,0,0.0180578,0,0.0230708,0.0107195,0.0632302,0.0211253,0.034706,0.011455,0.00490262,0.0537978,0.00603287,0.0532886,0.0119839,0.00872324,0.00664418,0.00476264,0.0106586,0.0171925,0.0137062,0.0296154,0.0116645,0.0163345,0.0187367,0,0,0,0.0140582,0,0.0256234,0.0247667
276,0,0,0,0,0,0,0.0136058,0.0152714,0,0,0,0,0.016349,0.0224778,0,0,0.0141763,0,0.0240801,0.0050553,0.0403001,0.0222861,0.01263,0.00883696,0.00782394,0.013598,0.0125411,0.00752074,0.00681112,0.00621939,0.0203529,0,0.0110055,0.00885617,0.00713583,0.0218987,0.0117197,0.0240885,0,0,0.0180396,0,0.0230774,0.0104993,0.0636704,0.0209257,0.0350544,0.0102565,0.00455858,0.0537763,0.0060286,0.0536638,0.0115832,0.00822577,0.00656961,0.00442071,0.0105723,0.0166535,0.0130061,0.0295557,0.0116743,0.0164819,0.0188251,0,0,0,0,0,0.0250157,0.0246994
277,0,0,0,0,0,0,0.0136137,0.0153406,0,0,0,0,0.0163529,0.0153792,0,0,0.0145873,0,0.0240973,0.00512352,0.0396492,0.0170464,0.0160003,0.00915603,0.00804745,0.0171664,0.0133393,0.00799995,0.00628155,0.00290896,0.0199759,0.0259078,0.0112086,0.00878658,0.00612414,0.0218693,0.0115076,0.0239616,0,0,0.0178576,0,0.022988,0.010326,0.0638858,0.0202184,0.0352936,0.00900955,0.00435021,0.0537368,0.00602555,0.0538371,0.0111553,0.00751204,0.0062056,0.00414763,0.0100585,0.0153486,0.0119033,0.0295952,0.0119265,0.0165789,0.0185446,0,0,0,0,0,0.0252085,0.0249894
278,0,0,0,0,0,0,0.01378,0.0152659,0,0,0,0,0.0164791,0.0183456,0,0,0.0143653,0,0.0240444,0.00489009,0.0403465,0.0166742,0.0100476,0.00852948,0.007904,0.0113013,0.0102668,0.00599607,0.00594429,0.00509712,0.0190616,0,0.0110532,0.00865769,0.00515581,0.0218839,0.0118219,0.0239107,0,0,0.0183623,0,0.0230107,0.0102758,0.0646488,0.0201467,0.035766,0.00718646,0.00470463,0.0543899,0.00595909,0.0540327,0.0103919,0.00637727,0.00609774,0.00370966,0.00980671,0.0141123,0.0109256,0.0302344,0.0122974,0.0165141,0.0185799,0,0,0,0,0,0.0238256,0.0236828
279,0,0,0,0,0,0,0.0136409,0.0153678,0,0,0,0,0.0165939,0.0117898,0,0,0.0142002,0,0.0240586,0.00486602,0.0392552,0.0106287,0.0124008,0.00888745,0.00798562,0.0142543,0.0102489,0.00647256,0.00504274,0.00197874,0.0187768,0.0272147,0.0110354,0.00860326,0.00519348,0.0218831,0.0114902,0.0237593,0,0,0.018474,0,0.0230482,0.0101784,0.0649364,0.0190748,0.035981,0.00581492,0.00450109,0.0545698,0.00587402,0.054038,0.00950463,0.00520553,0.00556614,0.00360267,0.00894862,0.0118786,0.0100731,0.0304254,0.0124951,0.01662,0.0184163,0,0,0,0,0,0.0234834,0.0235082
280,0,0,0,0,0,0,0.0134287,0.0154892,0,0,0,0,0.0167667,0.016402,0,0,0.0137557,0,0.0239864,0.00457853,0.0395161,0,0.00794478,0.00853144,0.00783595,0.00923529,0.00726572,0.00481174,0.005331,0.00545272,0.0177865,0,0.0108334,0.00842455,0.00527506,0.0219082,0.0115647,0.0237836,0,0,0.0186887,0,0.023022,0.0103938,0.0657768,0.0183403,0.0364349,0.00468483,0.00500203,0.0553142,0.00570676,0.0538874,0.00879055,0.0039287,0.00516828,0.00345472,0.00836875,0.0100207,0.00981265,0.0311142,0.0126679,0.0166952,0.0184362,0,0,0,0,0,0.0224711,0.0223813
281,0,0,0,0,0,0,0.0132716,0.0158849,0,0,0,0,0.0168829,0.014284,0,0,0.0137493,0,0.0239249,0.00448435,0.0391886,0.0134469,0.00855578,0.00912443,0.00801968,0.00917201,0.00685327,0.00415509,0.00449212,0.00518187,0.0191591,0,0.0108996,0.00827682,0.00645309,0.0219317,0.0117394,0.0235932,0,0,0.0180323,0,0.0229466,0.010133,0.0666901,0.0176031,0.0370391,0.00433757,0.00535947,0.0553799,0.00534205,0.0534864,0.00823739,0.00285343,0.00510476,0.0034799,0.00791325,0.00828246,0.00933188,0.0308643,0.0124517,0.0171625,0.0187078,0,0,0,0,0,0.0226349,0.0217268
282,0,0,0,0,0,0,0.0131154,0.0163215,0,0,0,0,0.0169491,0.00821292,0,0,0.0139417,0,0.0239278,0.0044637,0.0384362,0,0.0140682,0.00995498,0.0082329,0.0134354,0.00978282,0.00655556,0.00693963,0.0046826,0.0206693,0.0189717,0.0110463,0.00825124,0.00709152,0.0218586,0.0119322,0.023087,0,0,0.0172644,0,0.0228531,0.00980604,0.0676093,0.0168539,0.0375976,0.00405365,0.00477968,0.0549589,0.00495061,0.0532103,0.00812661,0.0020673,0.00532347,0.00359317,0.00746786,0.00676062,0.00880614,0.0301798,0.0124398,0.0178011,0.0183475,0,0,0,0,0,0.0248617,0.022281
283,0,0,0,0,0,0,0.0131118,0.0165856,0,0,0,0,0.0170736,0.00508707,0,0,0.0136927,0,0.0239155,0.00423232,0.0382882,0,0.0135674,0.00944573,0.0080635,0.0119968,0.0100018,0.00741641,0.007908,0.00503426,0.0208722,0.016867,0.0109039,0.00814211,0.00782027,0.0218686,0.0120839,0.0227639,0,0,0.0168748,0,0.0230715,0.00959666,0.0689857,0.0160053,0.0379647,0.00402848,0.00472346,0.0551514,0.00455098,0.0530693,0.00791268,0.00186442,0.00516775,0.00372943,0.00693111,0.00544187,0.00861003,0.0299173,0.0109918,0.018326,0.0175601,0,0,0,0,0,0.0251694,0.0217703
284,0,0,0,0,0,0,0.0130584,0.0165858,0,0,0,0,0.0170962,0.00351915,0,0,0.0137343,0,0.0239199,0.00407603,0.0378463,0.0195298,0.0114954,0.0091566,0.00790139,0.00983376,0.00889311,0.00711921,0.0069207,0.00405492,0.0202105,0.0132449,0.0108773,0.00798634,0.00825574,0.0217798,0.0117537,0.0226408,0,0,0.0174173,0,0.0229427,0.00984898,0.0700601,0.0142428,0.038171,0.00445425,0.00466095,0.0550718,0.00439961,0.0530127,0.00792433,0.00238904,0.00476778,0.00361674,0.00635654,0.00432822,0.0100658,0.0301894,0.011454,0.0184214,0.017246,0,0,0,0,0,0.0238112,0.0217152
285,0,0,0,0,0,0,0.0128296,0.0165855,0,0,0,0,0.0170608,0.0036465,0,0,0.0141964,0,0.0239471,0.00412851,0.0373187,0.0198721,0.00914345,0.00924393,0.00775982,0.00751289,0.00729943,0.00588869,0.00558379,0.00296203,0.019411,0.0104843,0.0109942,0.00786387,0.00951187,0.0217568,0.0109871,0.0228577,0,0,0.0180325,0,0.0228408,0.0101523,0.0705149,0.0115961,0.0382883,0.00525491,0.00431392,0.0551919,0.00443096,0.0527207,0.00801096,0.00344562,0.0049232,0.00295699,0.00578232,0.00413619,0.0118687,0.0306759,0.0117914,0.0182727,0.01737,0,0,0,0,0,0.0219478,0.0221589
286,0,0,0,0,0,0,0.0127453,0.0168747,0,0,0,0.00941975,0.0169871,0.00219484,0,0,0.0145558,0,0.0240187,0.00431658,0.0368779,0.0208698,0.00993142,0.00951979,0.0078072,0.00836054,0.00788599,0.00492935,0.00534935,0.0014842,0.0190371,0.00651624,0.011227,0.00783037,0.010647,0.0217478,0.00990963,0.0235107,0,0,0.018982,0,0.0226947,0.0105504,0.0704842,0.00829759,0.0384564,0.00656086,0.00404093,0.0563555,0.00435759,0.0522188,0.00814726,0.00458125,0.00487439,0.00254936,0.00510264,0.00501406,0.0139765,0.0316369,0.0125282,0.0183345,0.0179944,0,0,0,0,0,0.0208024,0.0228833
287,0,0,0,0,0,0,0.0125325,0.0173066,0,0,0,0.00829399,0.0178364,0.00142322,0,0,0.0104311,0,0.0233985,0.00288918,0.0390356,0.0204526,0.0144114,0.0130501,0.00710068,0.0135628,0.0103656,0.00607433,0.00886899,0.0020929,0.0186081,0.0125636,0.00877878,0.00727823,0.0125865,0.0219186,0.0104242,0.0257421,0,0,0.0265074,0,0.0229643,0.0146325,0.0732248,0.00645117,0.0326538,0.0113025,0.0106607,0.0633555,0.00372612,0.0495061,0.00830678,0.0080827,0.00538044,0.00345802,0.00481159,0.00540938,0.0184381,0.0388407,0.0146436,0.0192255,0.0197931,0,0,0,0,0,0.0215714,0
288,0,0,0,0,0,0,0.01253,0.0173316,0,0,0,0.00535682,0.0179115,0.00315998,0,0,0.0108191,0,0.0234788,0.00341771,0.0393965,0.0201508,0.0142405,0.0129234,0.00709139,0.0145501,0.0106428,0.00607563,0.00757039,0.00133475,0.0182916,0.0100501,0.00910318,0.00734294,0.0148344,0.0218843,0.00918946,0.0256405,0,0,0.0262604,0,0.0229886,0.0144532,0.0727452,0.00493072,0.0329989,0.0135972,0.0107429,0.0633807,0.00437764,0.0485919,0.00966455,0.00939375,0.00497253,0.00341054,0.00400267,0.00671123,0.0191842,0.0387246,0.0139236,0.0192581,0.020155,0,0,0,0,0,0.0219197,0
289,0,0,0,0,0,0,0.0132309,0.0168536,0,0,0,0.00370811,0,0.00605335,0,0,0.0376148,0,0.00710616,0.016913,0.0398455,0.0196402,0.0141354,0.0134,0.0115408,0.0153702,0.0100254,0.00572128,0.00610904,0.000748461,0.0183001,0.00845914,0.0273739,0,0.0128726,0.0217879,0.00802556,0.02633,0,0,0.0264358,0,0.0227926,0.0143531,0.0722103,0.0062363,0.0333199,0.0156494,0.0109446,0.0635722,0.00531721,0.0477594,0.0110287,0.0106251,0.00470831,0.00328338,0.00334359,0.00788097,0.0209714,0.0388346,0.0141924,0.0192413,0.0211683,0,0,0,0,0,0.0225596,0
290,0,0,0,0,0,0,0.0126267,0.0174498,0,0,0,0.00152943,0.0180956,0.00792674,0,0,0.0104943,0,0.0234862,0.00390561,0.0401942,0.0184362,0.013999,0.0129838,0.00713947,0.015733,0.00906888,0.00551706,0.00537891,0.00132211,0.0187785,0.00710339,0.00948564,0.00736174,0.0123494,0.0217915,0.00729173,0.0258494,0,0,0.0265527,0,0.0227829,0.0143368,0.0714714,0.00915812,0.0329629,0.0167533,0.0104962,0.0637219,0.00546584,0.0468601,0.0122675,0.0112869,0.00446775,0.00291787,0.00306319,0.00886932,0.0206469,0.0390324,0.0142654,0.0196041,0.0201653,0,0,0,0,0,0.022961,0
291,0,0,0,0,0,0,0.0113566,0.0181142,0,0,0,0.00171931,0.00270598,0.00806696,0,0,0.0173986,0,0,0.0159972,0.0404817,0.0176776,0.0136471,0.0125285,0.00361858,0.0160495,0.00855316,0.00573534,0.00550335,0.00202214,0.0193907,0.00613035,0.0105793,0,0.014087,0.0217332,0.00710304,0.0243175,0,0,0.0273462,0,0.0228348,0.0148345,0.0708953,0.0125082,0.032205,0.0171224,0.0101172,0.0630079,0.00521108,0.0461159,0.0134328,0.0116891,0.00424343,0.00252911,0.00333383,0.00941894,0.0185062,0.0394211,0.0147255,0.0197729,0.0180892,0,0,0,0,0,0.0231017,0
292,0,0,0,0,0,0,0.0122347,0.0169852,0,0,0,0.00354279,0.0181819,0.00754666,0,0,0.00933361,0,0.0231995,0.00369373,0.0410159,0.0169278,0.0126669,0.0135738,0.00671258,0.0161133,0.00832599,0.00557015,0.00532505,0.0022395,0.0195533,0.00627221,0.008836,0.00715546,0.0149536,0.0217076,0.00766828,0.0256139,0,0,0.0273594,0,0.0228151,0.0147514,0.0706844,0.0154163,0.0318503,0.0168954,0.0109022,0.0621672,0.00531426,0.0456159,0.0142378,0.0118079,0.0039839,0.00213868,0.00378353,0.00959458,0.0181987,0.0390539,0.0140706,0.0191377,0.0192463,0,0,0,0,0,0.0230065,0
293,0,0,0,0,0,0,0.0121809,0.0169722,0,0,0,0.00435965,0.0179604,0.00680696,0,0,0.0101809,0,0.0230211,0.00511961,0.0417138,0.0155002,0.011203,0.0135359,0.00723062,0.0153945,0.00788554,0.00510448,0.00522922,0.00214588,0.019306,0.007273,0.00932614,0.00712487,0.0168356,0.0216864,0.00864255,0.0256851,0,0,0.0277307,0,0.0227648,0.0150233,0.070434,0.0176518,0.0312966,0.0166843,0.0108481,0.0619158,0.00512446,0.0453337,0.0148862,0.0114073,0,0.00184707,0.00432708,0.00950075,0.019207,0.0392536,0.0146613,0.0191618,0.0190553,0,0,0,0,0,0.0226903,0
294,0,0,0,0,0,0,0.0111914,0.0178917,0,0,0,0.00562172,0.00985003,0,0,0,0.0121558,0,0,0.0111012,0.0423831,0.0137552,0.00936984,0.0126036,0.00588764,0.0139529,0.00700563,0.00512602,0.00591012,0.00295334,0.0196521,0.00938362,0.00773496,0.00775371,0.0189378,0.0217247,0.00999449,0.0244724,0,0,0.0284346,0,0.0228533,0.0155567,0.0704279,0.0193268,0.0304243,0.0171198,0.00995788,0.0621023,0.00529796,0.0451724,0.0156656,0.0111889,0.00373945,0.00173965,0.00513932,0.00946673,0.0216924,0.0398447,0.0150323,0.019674,0.0177543,0,0,0,0,0,0.022026,0
295,0,0,0,0,0,0,0.0111994,0.0179734,0,0,0,0.00692682,0.0100666,0,0,0,0.0126062,0,0,0.0112417,0.0429498,0.0122014,0,0.0128778,0.00562021,0.0130856,0.00649532,0.00563,0.0068283,0.00358583,0.020034,0.0100313,0.00777061,0.0078405,0.0215321,0.0217172,0.011803,0.0242676,0,0,0.0288068,0,0.0228259,0.0157936,0.0703643,0.0207069,0.0299328,0.0177464,0.00989746,0.062014,0.00562981,0.0452376,0.0165056,0.0112058,0.00384641,0.00166839,0.00556239,0.00939565,0.0254876,0.0399464,0.0152878,0.0198244,0.0177247,0,0,0,0,0,0.0217199,0
296,0,0,0,0,0,0,0.0122743,0.0169568,0,0,0,0.00756856,0.0165866,0,0,0,0.00893964,0,0.0222478,0.00548061,0.0433061,0.01053,0.00831238,0.0140121,0.00688081,0.0124794,0.00615865,0.00583149,0.00707919,0.00354014,0.0198057,0.0102506,0.0077031,0.00756478,0.0239138,0.0216893,0.0132743,0.0248777,0,0,0.0285483,0,0.0227715,0.0156136,0.0698998,0.0218061,0.0296971,0.018363,0.0106786,0.0607752,0.00610376,0.0454555,0.0172813,0.0112248,0.00396038,0.00148535,0.0061212,0.00959165,0.0283749,0.0390637,0.0150807,0.0193696,0.018895,0,0,0,0,0,0.0219039,0
297,0,0,0,0,0,0,0.0126364,0.0161477,0,0,0,0.00622232,0,0.0035752,0,0,0.0200726,0,0.0154345,0.0107843,0.0430859,0.00969103,0.00847212,0.0152763,0.00866257,0.0124885,0.00561787,0.00611317,0.00689261,0.00328343,0.0197807,0.00951683,0.0151286,0.0107009,0.0256539,0.0216917,0.013395,0.0243381,0,0,0.0279081,0,0.022958,0.0153311,0.0690851,0.0223552,0.0292584,0.0191013,0.0109431,0.0584508,0.00645605,0.045814,0.0178622,0.011249,0.00407701,0.00140313,0.00683319,0.00997503,0.0288906,0.0376545,0.0143645,0.0188803,0.0189775,0,0,0,0,0,0.0218794,0
298,0,0,0,0,0,0,0.0126318,0.0161922,0,0,0,0.00734383,0,0,0,0,0.0198356,0,0.0155382,0.0106356,0.0425146,0.00932392,0.00816157,0.016254,0.00905536,0.0123659,0.00519291,0.00598393,0.0063466,0.00347486,0.0198956,0.0108644,0.0151319,0.0108056,0.0254734,0.0216536,0.013688,0.0238977,0,0,0.0283859,0,0.0228887,0.0156496,0.0680954,0.0229593,0.0284612,0.0191882,0.0107242,0.0578764,0.00669044,0.0460186,0.0180018,0.0113173,0.00406538,0.00113105,0.00762538,0.0110759,0.0302179,0.037531,0.0149192,0.0190571,0.0187571,0,0,0,0,0,0.021897,0
299,0,0,0,0,0,0,0.011139,0.0172809,0,0,0,0.0119557,0,0.00667057,0,0,0.00163291,0,0,0.0120511,0.0420566,0.00763984,0.00562118,0.015494,0.00456025,0.0101548,0.00454945,0.00468651,0.00423547,0.00306705,0.0195592,0,0.00143198,0.000394073,0.025009,0.0217633,0.0140659,0.0225017,0,0,0.0281924,0,0.0230728,0.0158379,0.066892,0.0238125,0.0274741,0.0190262,0.00953088,0.0581076,0.00676228,0.0457166,0.0181498,0.0113478,0.00422263,0.00101329,0.00795061,0.0125818,0.0298726,0.0376436,0.0145118,0.0197997,0.0169735,0,0,0,0,0,0.0216879,0
300,0,0,0,0,0,0,0.0148406,0.0153257,0,0,0,0.0139061,0.0348094,0,0,0,0.0528585,0,0,0.0255686,0.0416643,0.00732783,0.00505785,0.0195395,0.0220264,0.0097786,0.00450535,0.00451046,0.00443104,0.0039805,0.0194206,0,0.0391671,0.0220658,0.0241735,0.0215755,0.014104,0.024107,0,0,0.0274263,0,0.0229582,0.0153123,0.0659413,0.0241424,0.0276953,0.0185995,0.0115408,0.0543176,0.00656549,0.0453755,0.0179246,0.0111468,0.00451872,0.000870657,0.00790575,0.014074,0.0293633,0.0356296,0.0139031,0.0188614,0.0199828,0,0,0,0,0,0.022108,0
301,0,0,0,0,0,0,0.0136766,0.0154021,0,0,0,0.0140319,0.0137265,0.00743767,0,0,0.0625338,0,0,0.0421198,0.0414262,0.00666849,0.00456624,0.0196601,0.01596,0.00927701,0.00454376,0.00446394,0.00410746,0.00328964,0.0194752,0,0.0431615,0,0.0226383,0.0216592,0.0143197,0.0227734,0,0,0.0266395,0,0.0231733,0.0149766,0.0648992,0.02452,0.0267576,0.0180632,0.0108543,0.0535525,0.00685107,0.0450397,0.0180375,0.0113519,0.0048357,0.00067854,0.00857537,0.015479,0.0279733,0.0349102,0.0127078,0.0188451,0.0187811,0,0,0,0,0,0.0218341,0
302,0,0,0,0,0,0,0.015987,0.0157218,0,0,0,0.0187462,0.0365052,0.0103447,0,0,0.0556166,0,0,0.0272712,0.0409481,0.0139008,0.0165593,0.0216351,0.0242464,0.0157187,0.0147434,0.00862056,0.00808594,0.00142548,0.0169628,0,0.0415552,0.0230561,0.0192902,0.0215503,0.0140822,0.0249525,0,0,0.029407,0,0.0230389,0.016482,0.0620995,0.0246535,0.0233112,0.0171045,0.00864833,0.0540675,0.00615425,0.0461398,0.0175479,0.0100616,0.0052156,0.000312141,0.00949867,0.0168474,0.0254875,0.0366965,0.0141247,0.0182193,0.0212138,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0.0159704,0.016329,0,0,0,0.0190506,0.036109,0.0109427,0,0,0.0552975,0,0,0.0272893,0.0421653,0.0147712,0.0161937,0.023594,0.0244414,0.0153923,0.0146809,0.00891515,0.00887779,0.00234783,0.017807,0,0.0415538,0.0228436,0.0165551,0.0214777,0.0142581,0.0250395,0,0,0.0294412,0,0.0229956,0.0165413,0.060556,0.0248013,0.0219292,0.0167835,0.00886543,0.0540607,0.00646709,0.0460929,0.017733,0.0101955,0.00531325,0.000835763,0.010536,0.0179743,0.0233702,0.0367347,0.0142867,0.018848,0.0211168,0,0,0,0.0869597,0,0,0
