Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
68,0,0,0,0,0,0,0.0110903,0.0132372,0,0,0,0.0170928,0.0167866,0.0143393,0,0,0.00906877,0,0.0220802,0.00274385,0.0403958,0.0180401,0.00242856,0.00368308,0.00261657,0.00563019,0.00482723,0.00664348,0.00739263,0.00361821,0.0177745,0.0227241,0.00561578,0.00764836,0.0139298,0.0208179,0.0116383,0.0210462,0,0,0.0177077,0,0.021152,0.0101164,0.0592175,0.0180272,0.0289085,0.0206959,0.00282332,0.0531307,0.00734999,0.047583,0.0206,0.0133179,0.00484952,0.00115089,0.00857539,0.0151824,0.0206269,0.0294199,0.0086569,0.0148627,0.0141791,0,0,0,0,0.00368874,0.0206259,0.0218324
69,0,0,0,0,0,0,0.0111084,0.0132773,0,0,0,0.0179852,0.0167126,0.0145611,0,0,0.00909721,0,0.0221121,0.00273101,0.0402534,0.0178591,0.00227198,0.00386974,0.0025775,0.00542276,0.00483447,0.00699729,0.00685115,0.00388887,0.0176615,0.0240073,0.00574236,0.00771333,0.0128785,0.0207975,0.0121205,0.0211462,0,0,0.0178023,0,0.0211466,0.0100946,0.0576067,0.018833,0.0281147,0.0209883,0.00301919,0.0533727,0.00777574,0.0479379,0.0213907,0.0137932,0.00499793,0.00109761,0.00898245,0.0155837,0.019653,0.0295992,0.00857502,0.0148817,0.0142391,0,0,0,0,0.00358589,0.0204336,0.0223865
70,0,0,0,0,0,0,0.0111738,0.013494,0,0,0,0.0187969,0.0167049,0.0149615,0,0,0.00944124,0,0.0221567,0.00294798,0.0404267,0.0179487,0.00238344,0.0041165,0.00244446,0.00544048,0.00511032,0.00742075,0.00745666,0.00449608,0.0176046,0.0253391,0.00591303,0.00780309,0.0123189,0.0208238,0.0126051,0.021435,0,0,0.0176656,0,0.0212082,0.00994639,0.0558715,0.0196956,0.0273496,0.0211377,0.00329555,0.053838,0.00835747,0.0484136,0.0222384,0.0143687,0.00500279,0.00123379,0.00925497,0.0156381,0.0186745,0.0297065,0.00757086,0.0151558,0.0144628,0,0,0,0,0.00321458,0.0202273,0.0229112
71,0,0,0,0,0,0,0.0110768,0.0135859,0,0,0,0.0197642,0.0167184,0.0156952,0,0,0.00930605,0,0.0220898,0.00299276,0.0408275,0.0182399,0.0025661,0.0044703,0.00263842,0.00561564,0.0053397,0.00796523,0.00845649,0.00480668,0.0174536,0.0267378,0.0060602,0.0079484,0.0117614,0.020785,0.0131734,0.0215017,0,0,0.0177683,0,0.0211494,0.00990306,0.0541189,0.0205197,0.0266056,0.0211767,0.00346216,0.054051,0.00909961,0.0488787,0.0230762,0.0150864,0.00502915,0.00163684,0.00950578,0.0154162,0.0182322,0.0299574,0.00760726,0.0151904,0.0145605,0,0,0,0,0.00320563,0.0200633,0.0235467
72,0,0,0,0,0,0,0.0109557,0.013707,0,0,0,0.020574,0.0167358,0.0167322,0,0,0.00905054,0,0.0220326,0.00302241,0.041333,0.0188428,0.00288608,0.00475537,0.00276345,0.00594696,0.00548436,0.00848502,0.00914225,0.00468008,0.0172876,0.0279852,0.0062067,0.00801176,0.0114026,0.0207408,0.0137611,0.0216063,0,0,0.0178209,0,0.0210943,0.00985266,0.052135,0.0210677,0.0258778,0.0212095,0.0036572,0.0542922,0.0100302,0.0492668,0.0239134,0.0158589,0.00505176,0.00218142,0.00965609,0.0149947,0.017506,0.0301308,0.00759363,0.0152906,0.0147034,0,0,0,0,0.00314974,0.0199619,0.0241254
73,0,0,0,0,0,0,0.0108425,0.0138155,0,0,0,0.0213258,0.0167371,0.0175187,0,0,0.00896066,0,0.021999,0.00297244,0.0418818,0.0195511,0.00322155,0.00501943,0.00277497,0.00623986,0.00581647,0.00900866,0.00947579,0.00408555,0.0171588,0.0289451,0.00626506,0.00803397,0.0112852,0.0206939,0.0141639,0.0217146,0,0,0.0178472,0,0.0210394,0.00977992,0.0500859,0.0214805,0.0251895,0.0212267,0.00390705,0.0544622,0.0109652,0.0495839,0.0246767,0.0165514,0.00511255,0.0027747,0.00971985,0.014543,0.0166814,0.0301714,0.00759982,0.015432,0.0148344,0,0,0,0,0.00304722,0.0198536,0.0246384
74,0,0,0,0,0,0,0.0107561,0.0138806,0,0,0,0.022145,0.0167324,0.0180637,0,0,0.00886319,0,0.0219878,0.00288542,0.0424078,0.019695,0.00358687,0.00524599,0.00269356,0.00645697,0.00586049,0.00944317,0.00936067,0.00396643,0.0170393,0.0298798,0.00628525,0.0080634,0.0108759,0.0206691,0.0144976,0.0217761,0,0,0.0178411,0,0.0210148,0.0097485,0.0483797,0.0220637,0.0245928,0.0212088,0.00419278,0.0545172,0.0117737,0.0498492,0.0251333,0.0171031,0.0053399,0.00328301,0.00989011,0.0142802,0.0158158,0.0301505,0.00759209,0.0155395,0.0149138,0,0,0,0,0.00298246,0.0197292,0.0250503
75,0,0,0,0,0,0,0.0107286,0.0139845,0,0,0,0.0229359,0.0167239,0.0183831,0,0,0.00872242,0,0.021969,0.00284609,0.0428834,0.0193938,0.0037549,0.00543318,0.00262679,0.00658768,0.00592828,0.00961651,0.00943163,0.00410139,0.0169093,0.0307387,0.00626928,0.00807692,0.00987424,0.0206437,0.0148519,0.0218704,0,0,0.0177691,0,0.0209934,0.00968193,0.0470924,0.0225191,0.0241267,0.0210868,0.00449161,0.0545878,0.0124025,0.0500242,0.025282,0.0174934,0.00567844,0.00364712,0.010171,0.0141914,0.0143772,0.0301097,0.00759119,0.0156492,0.01496,0,0,0,0,0.00296006,0.0196317,0.0253396
76,0,0,0,0,0,0,0.0106871,0.014088,0,0,0,0.0234392,0.0167079,0.0184991,0,0,0.00861657,0,0.0219573,0.00287001,0.0433089,0.0192996,0.0040789,0.00559535,0.00255354,0.00662214,0.00607156,0.00972494,0.0097627,0.00426445,0.0167753,0.0314287,0.00606654,0.00808352,0.00890329,0.0206172,0.0149909,0.0218988,0,0,0.0176204,0,0.0209642,0.00960455,0.0461975,0.0225545,0.0238003,0.0208969,0.00480828,0.0546099,0.0129115,0.0501341,0.0253067,0.0177818,0.00588615,0.00396463,0.0102664,0.0139874,0.0126955,0.030035,0.00756308,0.0157595,0.01491,0,0,0,0,0.0029483,0.0195857,0.0255176
77,0,0,0,0,0,0,0.0106514,0.0141721,0,0,0,0.023722,0.0167147,0.0186696,0,0,0.0084751,0,0.0219603,0.00294091,0.0435963,0.0196288,0.00446697,0.00572505,0.00243312,0.0065483,0.00631681,0.00991205,0.010063,0.00438406,0.0166284,0.0321435,0.00600075,0.0081042,0.00824583,0.0206316,0.0149889,0.0218713,0,0,0.0174109,0,0.0209769,0.00954447,0.0455763,0.0225635,0.0235694,0.0206778,0.00516408,0.0545404,0.0133385,0.0502368,0.025267,0.0179554,0.00603737,0.00429486,0.010202,0.0136217,0.0109537,0.0298841,0.00752136,0.0158459,0.0148297,0,0,0,0,0.00294987,0.019571,0.0256329
78,0,0,0,0,0,0,0.0106013,0.0142209,0,0,0,0.0242563,0.0167204,0.0189937,0,0,0.00827903,0,0.0219409,0.00295453,0.0436875,0.0195065,0.00462237,0.00587444,0.00232278,0.00640232,0.00661699,0.010014,0.0101931,0.00448634,0.0164975,0.033048,0.00594925,0.0081176,0.00810077,0.0206241,0.0152541,0.0218068,0,0,0.0172028,0,0.020976,0.00943786,0.0449653,0.0228053,0.0233871,0.0205506,0.00550525,0.0543903,0.0137105,0.0502567,0.0252029,0.0180772,0.00622501,0.00461161,0.0101743,0.01323,0.00977027,0.0296481,0.00747948,0.0159566,0.0147333,0,0,0,0,0.0028869,0.0195909,0.0257494
79,0,0,0,0,0,0,0.0105714,0.0142504,0,0,0,0.024628,0.0167205,0.0192041,0,0,0.0084075,0,0.0219349,0.00294769,0.0435137,0.0194088,0.00467886,0.00605504,0.00220297,0.0063324,0.00675187,0.0100512,0.0101134,0.00451716,0.0164729,0.0338376,0.00587803,0.00810239,0.00836572,0.0206682,0.015609,0.0217208,0,0,0.0166046,0,0.0211241,0.00919316,0.0441363,0.0231517,0.023213,0.0203995,0.00589919,0.0539878,0.0139932,0.0501844,0.025036,0.0180941,0.00646002,0.00493675,0.0102162,0.0128283,0.00904456,0.0290109,0.00632137,0.0160097,0.0146429,0,0,0,0,0.00239341,0.0196529,0.0258877
80,0,0,0,0,0,0,0.0105258,0.0143061,0,0,0,0.0252071,0.0166827,0.0190527,0,0,0.00835947,0,0.0219343,0.0028452,0.0431835,0.0193014,0.00481308,0.00636541,0.00217821,0.00593237,0.00674242,0.0101242,0.0100031,0.00439159,0.0163686,0.0347256,0.00561297,0.00810586,0.00860397,0.0206326,0.0159842,0.0216437,0,0,0.0164371,0,0.0210647,0.0091233,0.0431738,0.0235963,0.0230924,0.0202337,0.00618399,0.0538337,0.0141639,0.0500299,0.0247435,0.0180145,0.00668637,0.00524867,0.0103841,0.0124676,0.00890328,0.028823,0.00665026,0.016082,0.0145426,0,0,0,0,0.00245956,0.0196026,0.0260852
81,0,0,0,0,0,0,0.0104793,0.0142461,0,0,0,0.0259041,0.0166787,0.0188823,0,0,0.00827508,0,0.0220177,0.00279458,0.0428021,0.0193733,0.00504678,0.00670323,0.00211773,0.00557163,0.00676741,0.0103005,0.0100452,0.0042217,0.0162218,0.0355279,0.00548884,0.00813188,0.00888468,0.020606,0.0164692,0.0215052,0,0,0.0161306,0,0.0210486,0.0089382,0.0421702,0.0242114,0.0230344,0.0200473,0.00640726,0.0535305,0.0142738,0.0498258,0.0243745,0.0178693,0.0069646,0.00555533,0.0106346,0.0122623,0.00938771,0.0284723,0.00660928,0.0160932,0.0144461,0,0,0,0,0.00243543,0.019428,0.0262809
82,0,0,0,0,0,0,0.0104382,0.0140943,0,0,0,0.0264899,0.0167087,0.0191849,0,0,0.00812536,0,0.022128,0.00275346,0.0423833,0.0195244,0.00520003,0.00698025,0.00206662,0.00528144,0.00682629,0.0105347,0.0102528,0.00432227,0.016086,0.0363191,0.00554639,0.00815114,0.00912371,0.0205824,0.0170343,0.0213527,0,0,0.0158079,0,0.0210377,0.00871345,0.0412251,0.0250702,0.0230697,0.0197745,0.00656927,0.0531211,0.0143334,0.0495504,0.0239125,0.0176892,0.00729914,0.00583025,0.010925,0.0122386,0.0101888,0.0280992,0.00657065,0.0160725,0.0143465,0,0,0,0,0.00245366,0.0193944,0.0265018
83,0,0,0,0,0,0,0.0103944,0.0139621,0,0,0,0.0269485,0.0166822,0.0197059,0,0,0.00822051,0,0.0220628,0.0028297,0.0419449,0.0196845,0.00531903,0.00716527,0.00203357,0.00502638,0.00686485,0.0107671,0.0105523,0.00449613,0.0159829,0.0371289,0.00590427,0.00809858,0.00943371,0.0205766,0.0177376,0.0212129,0,0,0.015549,0,0.021038,0.00856985,0.0403703,0.0262643,0.0231647,0.0193569,0.00670634,0.0527173,0.0142996,0.0491931,0.023325,0.0173454,0.00761871,0.00602408,0.0112758,0.0124626,0.0111355,0.0277671,0.0066326,0.016052,0.0142156,0,0,0,0,0.00250269,0.0195372,0.0267147
84,0,0,0,0,0,0,0.0103437,0.0138527,0,0,0,0.0271993,0.0166641,0.0199832,0,0,0.00846328,0,0.0220364,0.00293001,0.0416108,0.0197946,0.00543049,0.00727999,0.00204665,0.00475873,0.00669638,0.0109375,0.0107745,0.00461793,0.0159012,0.037809,0.00605781,0.00808146,0.00974237,0.020551,0.0184947,0.0210735,0,0,0.0153481,0,0.0210047,0.00847635,0.0396514,0.027621,0.0232942,0.0189538,0.00683815,0.0524039,0.0141461,0.0487576,0.02262,0.0167836,0.00788031,0.00608309,0.0116048,0.0128853,0.0123113,0.027508,0.00673669,0.0159108,0.014106,0,0,0,0,0.00250604,0.0195894,0.0268722
85,0,0,0,0,0,0,0.0102912,0.013766,0,0,0,0.0273311,0.0166596,0.0201616,0,0,0.00859578,0,0.0220761,0.00300779,0.0414005,0.0197642,0.0055191,0.00733177,0.00205166,0.00444051,0.00659362,0.0110322,0.0109306,0.00467472,0.0158061,0.0383337,0.00602168,0.00809499,0.0100394,0.0205385,0.0190569,0.0209464,0,0,0.0152371,0,0.0209657,0.00847013,0.0391488,0.0287433,0.0234575,0.0185158,0.00693538,0.0521813,0.0138661,0.0482126,0.0217584,0.0160226,0.00799698,0.00600374,0.0118888,0.0134925,0.0138204,0.027387,0.00676509,0.0158035,0.0140499,0,0,0,0,0.00251263,0.0195443,0.0269676
86,0,0,0,0,0,0,0.0103991,0.0137371,0,0,0,0.0277016,0.0166659,0.0204626,0,0,0.00878088,0,0.0221163,0.00302531,0.0411966,0.0197806,0.0056503,0.00732755,0.00211941,0.00413981,0.00665577,0.0111155,0.0110179,0.00475921,0.0156819,0.0386608,0.00613861,0.00809235,0.0101616,0.0205502,0.0192901,0.0209939,0,0,0.0151008,0,0.0209704,0.00841321,0.0388214,0.0294675,0.0236364,0.017859,0.00695705,0.0522033,0.0134798,0.0475114,0.0206808,0.0151144,0.00789334,0.0057579,0.012069,0.0143051,0.0153821,0.0273815,0.00676203,0.0158418,0.0141635,0,0,0,0,0.00253224,0.0194797,0.0270164
87,0,0,0,0,0,0,0.0105227,0.0136635,0,0,0,0.0281162,0.0166859,0.0203369,0,0,0.00886452,0,0.0221314,0.0030431,0.0410143,0.0200975,0.00565251,0.00725149,0.00226176,0.00397651,0.00666533,0.0111992,0.0110901,0.00496079,0.0155231,0.0388013,0.00635136,0.00806857,0.0101284,0.020511,0.0194172,0.0210482,0,0,0.0148841,0,0.0209374,0.00824151,0.0387444,0.0300025,0.02385,0.0167904,0.00693147,0.052176,0.0129198,0.0466226,0.0192166,0.0139741,0.0077722,0.0053007,0.0123089,0.0154393,0.0168371,0.027299,0.00669646,0.0158549,0.0142347,0,0,0,0,0.00247907,0.0194515,0.0270195
88,0,0,0,0,0,0,0.0106214,0.0136329,0,0,0,0.0280222,0.0167376,0.0201414,0,0,0.00891878,0,0.0221319,0.00308348,0.0408456,0.0206084,0.00540158,0.00710226,0.00246196,0.00387014,0.00660558,0.0112927,0.0112484,0.00520055,0.0153359,0.0388105,0.00633993,0.00801897,0.0101471,0.0204799,0.0193334,0.0210863,0,0,0.0146071,0,0.0209135,0.00805199,0.0388971,0.0306904,0.0240892,0.0152796,0.00691665,0.0521306,0.0122431,0.0454782,0.0174001,0.0126017,0.00764589,0.00464173,0.012611,0.0166679,0.0182833,0.0271583,0.0065118,0.015854,0.0142381,0,0,0,0,0.00240121,0.0194025,0.0269489
89,0,0,0,0,0,0,0.0106807,0.0136412,0,0,0,0.0278532,0.0167953,0.0201264,0,0,0.00881898,0,0.0221123,0.00301829,0.0406065,0.0207588,0.00540927,0.00703503,0.00265731,0.00356415,0.00650989,0.0114231,0.0114465,0.00537939,0.0152162,0.0388563,0.00631169,0.00798053,0.0101152,0.0204014,0.0188833,0.0211198,0,0,0.0146875,0,0.020756,0.00805005,0.0392055,0.0309963,0.0243285,0.0133592,0.00681494,0.0522707,0.0114602,0.0441045,0.0152545,0.0109904,0.00757825,0.00397962,0.0128549,0.0176723,0.0202229,0.0273211,0.00731092,0.0158595,0.0142344,0,0,0,0,0.00273586,0.0193219,0.0269175
90,0,0,0,0,0,0,0.0107307,0.0136221,0,0,0,0.0277647,0.0168402,0.0202938,0,0,0.00873387,0,0.0221135,0.00304047,0.0402551,0.0208171,0.00551283,0.00690847,0.00289023,0.00334368,0.00628836,0.0115119,0.0115791,0.00542157,0.0151399,0.038989,0.00631343,0.00796824,0.0103171,0.0204142,0.0182211,0.0211295,0,0,0.0145881,0,0.0207631,0.00797552,0.0395356,0.0309077,0.0246055,0.0111686,0.00679075,0.0521557,0.0106123,0.0425346,0.0128557,0.00920938,0.0075742,0.00361808,0.0128026,0.0181915,0.0221805,0.0272728,0.00741602,0.0158377,0.0142354,0,0,0,0,0.00280171,0.0192611,0.0268211
91,0,0,0,0,0,0,0.0107409,0.0135848,0,0,0,0.0278886,0.0169026,0.0204084,0,0,0.00864704,0,0.022113,0.00301665,0.0397127,0.0209438,0.00544095,0.00675511,0.00305953,0.00329938,0.00596128,0.0116278,0.0117498,0.00545967,0.0151179,0.0393538,0.00634146,0.00793959,0.0106612,0.0204098,0.0172432,0.0211267,0,0,0.014463,0,0.0207558,0.00792256,0.0399136,0.0303624,0.0249409,0.00891087,0.00676915,0.0519464,0.00974287,0.0408463,0.0103635,0.00734431,0.007503,0.00383518,0.0121607,0.0180462,0.0239015,0.0271957,0.0074948,0.0157951,0.014235,0,0,0,0,0.00281999,0.0193234,0.0266893
92,0,0,0,0,0,0,0.010751,0.0135357,0,0,0,0.0282661,0.0169716,0.0203309,0,0,0.00856732,0,0.022102,0.0029072,0.0389636,0.0210054,0.00518787,0.00651078,0.0031716,0.00339808,0.00553331,0.0117554,0.0119694,0.00553882,0.0151405,0.0399787,0.00640277,0.00789738,0.0108386,0.0204013,0.0159415,0.0211011,0,0,0.0143131,0,0.0207501,0.00783852,0.040364,0.029238,0.0253709,0.00668384,0.00678967,0.0516054,0.00887664,0.03913,0.00798266,0.00546784,0.00736938,0.00460621,0.0111327,0.0173402,0.0248529,0.0270669,0.0074827,0.0156985,0.0142373,0,0,0,0,0.00280048,0.0195057,0.0265006
93,0,0,0,0,0,0,0.0108098,0.0135695,0,0,0,0.0287343,0.0170488,0.0199561,0,0,0.00861731,0,0.0221196,0.00292336,0.0380642,0.0209711,0.00480243,0.00617601,0.00323746,0.00358195,0.00513525,0.0118646,0.0121687,0.00549033,0.0151391,0.0406648,0.006278,0.00786263,0.0110629,0.0204227,0.0144179,0.0211314,0,0,0.0140948,0,0.0207568,0.00772443,0.0408711,0.0269228,0.025945,0.0048256,0.00691418,0.0514249,0.00804533,0.0374264,0.00613303,0.00362346,0.00732361,0.00576504,0.0101677,0.0162466,0.0246917,0.0269597,0.00731725,0.0157241,0.0143157,0,0,0,0,0.00277481,0.0194799,0.0261936
94,0,0,0,0,0,0,0.0108676,0.0136371,0,0,0,0.0291463,0.0170774,0.0198661,0,0,0.00858841,0,0.0221893,0.00291361,0.0371625,0.021592,0.00453566,0.00586247,0.00340877,0.00391859,0.00481654,0.0120168,0.0123802,0.00528603,0.0150816,0.0412672,0.0062178,0.0078681,0.0104021,0.0204129,0.0127606,0.0212183,0,0,0.0139082,0,0.0207426,0.00761044,0.0415449,0.0239601,0.0265261,0.00376503,0.0069343,0.0513383,0.00731794,0.0358992,0.00552011,0.00231155,0.00733736,0.00737931,0.00940651,0.0147018,0.023661,0.0268676,0.00731917,0.0157974,0.0144024,0,0,0,0,0.00282082,0.0192892,0.0259097
95,0,0,0,0,0,0,0.0109426,0.0136902,0,0,0,0.0294308,0.0170429,0.0200826,0,0,0.00860999,0,0.0223051,0.00296066,0.0363125,0.0217435,0.00437923,0.00549164,0.0036159,0.00435641,0.00449091,0.0121696,0.0126197,0.0052376,0.0150375,0.0418207,0.0063058,0.00791157,0.00885955,0.0204047,0.0118993,0.0213367,0,0,0.0136392,0,0.0207351,0.00742566,0.0424312,0.0212799,0.0270663,0.00348821,0.00694882,0.0511829,0.00672283,0.0346379,0.00629788,0.00239076,0.00781529,0.00941191,0.00936195,0.0131739,0.021412,0.0266794,0.00727747,0.0158282,0.0144708,0,0,0,0,0.00286277,0.0192174,0.0256291
96,0,0,0,0,0,0,0.0110039,0.013762,0,0,0,0.0294836,0.017032,0.0201653,0,0,0.00892906,0,0.0222276,0.00308786,0.0355523,0.0216721,0.00430664,0.00510916,0.00395885,0.00484977,0.00420287,0.0122735,0.0128009,0.00524228,0.0150034,0.0422616,0.00661342,0.0078545,0.00678134,0.0203906,0.0112865,0.0213788,0,0,0.0132703,0,0.0207179,0.0072093,0.0434869,0.0190046,0.0275233,0.00356925,0.00706093,0.0509841,0.00626553,0.0338036,0.00770172,0.00370902,0.00886133,0.0116221,0.00991409,0.0120331,0.0182797,0.026409,0.00718995,0.0159205,0.0144856,0,0,0,0,0.00282988,0.0191635,0.025383
97,0,0,0,0,0,0,0.0109978,0.0137395,0,0,0,0.0295177,0.0170122,0.0200779,0,0,0.00930908,0,0.0221907,0.00322957,0.0349791,0.0216292,0.00425856,0.00475633,0.00424535,0.00523539,0.00410993,0.0123175,0.0128271,0.00527311,0.0149469,0.0424728,0.00696079,0.00783228,0.0043909,0.0204069,0.0112409,0.0213207,0,0,0.0127654,0,0.0207903,0.00696098,0.0446989,0.0172054,0.0278121,0.00323538,0.00721489,0.0504276,0.00601133,0.0335613,0.00888781,0.00527074,0.0104096,0.0137727,0.0111126,0.0118151,0.0142502,0.0259008,0.00654446,0.0159147,0.0144132,0,0,0,0,0.00257045,0.0190232,0.0252842
98,0,0,0,0,0,0,0.0110385,0.0137635,0,0,0,0.02963,0.016975,0.019882,0,0,0.0096027,0,0.0222108,0.00330681,0.0346895,0.0214511,0.0042609,0.00446564,0.00440405,0.00563238,0.00405019,0.0122701,0.0127121,0.00531641,0.0148522,0.0424727,0.00728445,0.00785088,0.00383044,0.0203438,0.0117257,0.021389,0,0,0.0126456,0,0.0206637,0.00690881,0.0459498,0.0161227,0.0280286,0.0028216,0.0073516,0.050326,0.00594468,0.033808,0.00952949,0.00672546,0.0120303,0.015502,0.0125687,0.0125905,0.0102885,0.0258508,0.00699763,0.0159618,0.0144558,0,0,0,0,0.00277176,0.0188488,0.0252527
99,0,0,0,0,0,0,0.0110647,0.0137124,0,0,0,0.0314417,0.0169175,0.0206185,0,0,0.00988877,0,0.0222317,0.00339469,0.0347546,0.0211469,0.00283237,0.0043882,0.00453589,0.00655969,0.00326659,0.0118896,0.0130331,0.00587567,0.0139881,0.0443656,0.00755814,0.00788652,0.005936,0.020395,0.0122587,0.0213309,0,0,0.0122759,0,0.0207395,0.00672263,0.046969,0.015801,0.0282165,0.00289003,0.00752837,0.0499763,0.00590928,0.0343327,0.00969126,0.00768054,0.0132411,0.0166663,0.0136828,0.0134614,0.00825375,0.0254832,0.00654694,0.0158804,0.0144106,0,0,0,0.0138208,0.00263964,0.0186583,0.0250302
100,0,0,0,0,0,0,0.0112097,0.013855,0,0,0,0.0313384,0.0168761,0.0206047,0,0,0.0100711,0,0.022193,0.00345966,0.0349188,0.0207159,0.00325618,0.0042453,0.00452847,0.00686501,0.00321935,0.0118422,0.0129738,0.00589224,0.0138085,0.043816,0.00768674,0.00787186,0.00761987,0.020392,0.0127311,0.0216154,0,0,0.0126586,0,0.0206709,0.00692085,0.0477123,0.0161447,0.0280996,0.00275481,0.00742021,0.0507562,0.00594577,0.0350907,0.00913916,0.00790044,0.014044,0.0173101,0.0145031,0.0142521,0.00830884,0.0260419,0.00693141,0.0160148,0.0146104,0,0,0,0.0145319,0.00287149,0.0181473,0.0253376
101,0,0,0,0,0,0,0.0112974,0.0138377,0,0,0,0.0305297,0.0167979,0.0200114,0,0,0.0102338,0,0.0221375,0.00347375,0.0351965,0.0201323,0.00370681,0.00404582,0.00451798,0.00707064,0.00335173,0.0117311,0.0128019,0.0058364,0.0137542,0.0426948,0.00782813,0.007886,0.00879178,0.0203992,0.012951,0.021655,0,0,0.0127592,0,0.0206731,0.00698494,0.0478202,0.0167469,0.0278739,0.00327313,0.00738508,0.0510127,0.00577101,0.0357081,0.00857851,0.0077046,0.014171,0.0173318,0.0145885,0.0143717,0.00953098,0.0262596,0.00695528,0.0159628,0.0145607,0,0,0,0.0147462,0.00287868,0.0175394,0.0256135
102,0,0,0,0,0,0,0.0113857,0.0137745,0,0,0,0.0290784,0.0167685,0.0191611,0,0,0.0101952,0,0.0222334,0.00336033,0.0356306,0.0194157,0.00417424,0.00412967,0.00456065,0.00723361,0.00369401,0.0116189,0.012508,0.00580064,0.0137483,0.0414067,0.00800525,0.007948,0.0088249,0.0204297,0.0129619,0.0217107,0,0,0.0130951,0,0.0207033,0.00719302,0.0475497,0.0173431,0.0274365,0.00368749,0.00707034,0.0513821,0.00543759,0.0362519,0.00784116,0.00710462,0.0138368,0.016911,0.0143095,0.0143009,0.00982953,0.0266733,0.00701527,0.0158397,0.0144803,0,0,0,0.0147563,0.00286884,0.0168553,0.0260984
103,0,0,0,0,0,0,0.0114471,0.0136374,0,0,0,0.0267742,0.0167551,0.0180567,0,0,0.0100936,0,0.0223436,0.00326723,0.0360682,0.0183782,0.00510537,0.00445568,0.0046002,0.00737936,0.00425939,0.0113894,0.0120722,0.00564652,0.013873,0.0400247,0.00826454,0.0080021,0.00807831,0.0205264,0.0126353,0.0217059,0,0,0.0134631,0,0.0208175,0.00741578,0.0470457,0.017542,0.0269602,0.00390255,0.00660779,0.0516115,0.00494232,0.0366841,0.00697984,0.00614043,0.0130759,0.0160617,0.0136995,0.0140307,0.00963381,0.0270541,0.00709651,0.0156615,0.0143359,0,0,0,0.0146705,0.00291886,0.016128,0.0265668
104,0,0,0,0,0,0,0.0114614,0.0134961,0,0,0,0.0245727,0.0167262,0.0165218,0,0,0.00999443,0,0.0223109,0.00326953,0.0364068,0.0168788,0.0063855,0.00479636,0.00464749,0.00742965,0.00494053,0.0110252,0.0115,0.00540169,0.0140904,0.0386088,0.00830405,0.00799491,0.00691531,0.020598,0.0121742,0.0216141,0,0,0.0138413,0,0.0208991,0.00766511,0.0464852,0.0172197,0.0265192,0.00365369,0.00609727,0.0518051,0.00432459,0.0371748,0.00581977,0.00471403,0.0120595,0.0148823,0.0129258,0.0136811,0.00924232,0.027411,0.00719901,0.0155083,0.0141572,0,0,0,0.0144114,0.00294989,0.0153227,0.0269603
105,0,0,0,0,0,0,0.0114517,0.0133697,0,0,0,0.0221103,0.0167126,0.0147282,0,0,0.00989259,0,0.0222487,0.00323934,0.036635,0.0153353,0.00754479,0.00509178,0.00460497,0.00738204,0.00568292,0.0105307,0.0108131,0.00513338,0.0143858,0.0361849,0.00802969,0.00797529,0.00545792,0.02064,0.0124885,0.0214894,0,0,0.0141884,0,0.020945,0.00792815,0.0460619,0.0175974,0.0260808,0.0032126,0.00557267,0.051953,0.00379075,0.0378234,0.00452024,0.00338747,0.0112507,0.0138513,0.0122157,0.0133055,0.00894905,0.0277515,0.00727549,0.0154203,0.0140753,0,0,0,0.0138773,0.00296117,0.0143602,0.0273125
106,0,0,0,0,0,0,0.0113931,0.013226,0,0,0,0.0191864,0.0167034,0.0129312,0,0,0.00974714,0,0.0222044,0.00321542,0.036789,0.0142495,0.0084173,0.00521949,0.00454407,0.00734213,0.00653757,0.00986519,0.00999739,0.00487345,0.014737,0.032825,0.00784921,0.00796205,0.0038228,0.020689,0.0147397,0.0214759,0,0,0.0144333,0,0.0210069,0.00814758,0.046019,0.0208259,0.0253805,0.00305382,0.00513013,0.051927,0.00342177,0.0384396,0.00373761,0.00336381,0.0115256,0.0140835,0.0121274,0.0135545,0.00992338,0.028013,0.00730746,0.0152968,0.0141993,0,0,0,0.0131956,0.0029229,0.0134769,0.0277233
