Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,R5HD,LTHI,x73,LWRB,RASI,RWRB
81,0,0,0,0,0,0,0.0304265,0.0240939,0,0,0,0.0196037,0.0192789,0.0212633,0.0755339,0,0,0.0237264,0,0.0202627,0.00467835,0.0360494,0.0188118,0.0152232,0.0110494,0.024941,0.033908,0.0117351,0.0119477,0.0150716,0.0177201,0.0197464,0.0130952,0.00712079,0.0273147,0.0273242,0.00755154,0.0165191,0.0113956,0.025672,0,0,0.0330912,0,0.0162217,0.0219983,0.051908,0.0127507,0.0101283,0.0124014,0.0304632,0.0217726,0.0174583,0.0383679,0.0178572,0.0183891,0.0116877,0.0103194,0.0122322,0.0134151,0.0244102,0.030198,0.0236453,0.0241949,0.0274335,0,0,0,0.016382,0.00819489,0,0.00857112,0.0135906,0
82,0,0,0,0,0,0,0.0303694,0.0239506,0,0,0,0.0205645,0.0193042,0.0219671,0.0755743,0,0,0.023802,0,0.0202568,0.00472543,0.035636,0.0193163,0.015391,0.0109788,0.0246373,0.0338867,0.0114242,0.01183,0.0151888,0.0182171,0.0199931,0.0133306,0.00696585,0.0288112,0.0273264,0.00752438,0.0151104,0.0116493,0.0255146,0,0,0.0331023,0,0.0162108,0.0219508,0.0514386,0.0132523,0.010044,0.0116088,0.030542,0.0218246,0.017272,0.0376892,0.0169364,0.0175145,0.0118077,0.0104397,0.0125152,0.0135433,0.0231492,0.0301911,0.0236592,0.0240249,0.0273145,0,0,0,0.0163711,0.0080423,0,0.00860949,0.0132206,0
83,0,0,0,0,0,0,0.030346,0.0238723,0,0,0,0.0214482,0.0193073,0.0224514,0.0755894,0,0,0.0237819,0,0.0202722,0.00472166,0.0353038,0.0195617,0.0155603,0.0108359,0.0244312,0.0339249,0.0112584,0.0118226,0.0152055,0.0182216,0.0200004,0.0136057,0.00678346,0.0300342,0.0274369,0.00749785,0.0136255,0.0117268,0.0254304,0,0,0.0331025,0,0.0161898,0.0219293,0.0510626,0.0139579,0.010025,0.0109686,0.0306155,0.0218674,0.0170363,0.0368287,0.016034,0.0165084,0.0115467,0.0103666,0.0126038,0.0135226,0.0215696,0.030174,0.0236773,0.0239086,0.0272949,0,0,0,0.0163596,0.0077943,0,0.00863062,0.0129106,0
84,0,0,0,0,0,0,0.0303776,0.0238462,0,0,0,0.0220161,0.0193054,0.0228245,0.0756065,0,0,0.0237499,0,0.0202947,0.00477539,0.0350104,0.0197357,0.0156654,0.0107021,0.0243289,0.0340035,0.0112068,0.0118553,0.0151514,0.0184234,0.0201219,0.0141017,0.00659594,0.0310039,0.0274198,0.00747204,0.0122982,0.0116721,0.0254554,0,0,0.0331444,0,0.0162002,0.0219596,0.0507723,0.0144821,0.0100499,0.0105494,0.0306732,0.021928,0.0168452,0.0358178,0.0152866,0.0154807,0.0112831,0.010108,0.0125285,0.0135656,0.0198956,0.0301782,0.0237226,0.0238801,0.0273416,0,0,0,0.0163806,0.00800126,0,0.00864237,0.0126832,0
85,0,0,0,0,0,0,0.0304157,0.0239087,0,0,0,0.022439,0.0193089,0.0231863,0.0756523,0,0,0.0237483,0,0.0202893,0.0048747,0.0347676,0.0203106,0.0157588,0.0106536,0.0243401,0.0341154,0.0111189,0.0118275,0.0151474,0.018763,0.0202751,0.0145602,0.00643779,0.0317311,0.0272146,0.00742403,0.0110826,0.0115803,0.0255392,0,0,0.0331737,0,0.0162154,0.021984,0.0505478,0.014871,0.01008,0.0103147,0.0307602,0.0220366,0.016704,0.0346905,0.0147576,0.0144726,0.0110375,0.0096378,0.0122438,0.0135125,0.0182386,0.0301927,0.0237232,0.0239673,0.0274157,0,0,0,0.0164069,0.00802175,0,0.00865382,0.0125383,0
86,0,0,0,0,0,0,0.0304464,0.0240161,0,0,0,0.0227794,0.019336,0.0236689,0.0757107,0,0,0.0236964,0,0.0202948,0.00491396,0.0345687,0.0209761,0.0158559,0.0106579,0.0244277,0.0342377,0.0109564,0.0117671,0.0152108,0.0191634,0.0205417,0.0150046,0.00632083,0.0323447,0.0272183,0.00739949,0.0104334,0.0117489,0.0256632,0,0,0.03319,0,0.0162227,0.0219805,0.0503958,0.0152195,0.0100874,0.0103224,0.0308519,0.0221075,0.0166042,0.0334608,0.0144869,0.0134425,0.0106847,0.00889981,0.0116621,0.0131357,0.0168136,0.0302197,0.0236437,0.0241164,0.0275398,0,0,0,0.0164086,0.00837607,0,0.00868357,0.0125096,0
87,0,0,0,0,0,0,0.0305123,0.0241508,0,0,0,0.0231032,0.0193461,0.0241449,0.0757029,0,0,0.0235871,0,0.0202934,0.00484384,0.0343779,0.0216712,0.0158867,0.0106618,0.0245917,0.0343991,0.0108139,0.0117614,0.0153172,0.0195059,0.0209006,0.0153015,0.00620275,0.0329067,0.0274464,0.00736596,0.0103739,0.0120174,0.0258149,0,0,0.0331655,0,0.0162185,0.0219365,0.0503635,0.015647,0.0100543,0.0106189,0.0309375,0.0221777,0.0165122,0.0321762,0.0144475,0.012373,0.0100915,0.00795116,0.01071,0.0121441,0.0156052,0.0302304,0.0236535,0.0243144,0.0276425,0,0,0,0.0163944,0.00850357,0,0.00870859,0.012595,0
88,0,0,0,0,0,0,0.0305771,0.0243294,0,0,0,0.0233902,0.0193741,0.0246555,0.0756558,0,0,0.023518,0,0.020313,0.00471387,0.034197,0.022305,0.0158779,0.010656,0.0248883,0.0345967,0.0107297,0.0117346,0.0154037,0.019806,0.0212861,0.015067,0.00610833,0.0333544,0.0276215,0.00735353,0.0105756,0.0121197,0.0259941,0,0,0.0331481,0,0.0162106,0.0219181,0.0504746,0.0158209,0.0100408,0.0112321,0.0310933,0.022278,0.0163504,0.0308828,0.0146628,0.0113745,0.00912431,0.00690452,0.00943187,0.0107184,0.0142352,0.0302625,0.0237132,0.0245201,0.0278108,0,0,0,0.0163894,0.00906436,0,0.008723,0.0127812,0
89,0,0,0,0,0,0,0.0306828,0.0245241,0,0,0,0.0236444,0.0194087,0.0251352,0.0754908,0,0,0.0234635,0,0.0203409,0.00460616,0.0339787,0.0229312,0.0158425,0.0106874,0.0253021,0.0348226,0.01063,0.0116957,0.0154594,0.0200596,0.0216166,0.0149889,0.0060415,0.0336864,0.0276651,0.0073597,0.0109919,0.0116779,0.0262051,0,0,0.0331439,0,0.0162091,0.021925,0.0507395,0.0151784,0.0101132,0.0120977,0.0313064,0.0224165,0.0161181,0.0295834,0.0151811,0.010579,0.00805991,0.00581814,0.00791027,0.00924901,0.0124862,0.0303117,0.0237691,0.0247386,0.0280276,0,0,0,0.0163958,0.00954692,0,0.00871338,0.0131322,0
90,0,0,0,0,0,0,0.0308368,0.0247214,0,0,0,0.0238764,0.019398,0.0255249,0.0751904,0,0,0.0234191,0,0.0203402,0.00451549,0.0336691,0.0235064,0.0157145,0.0108087,0.0257886,0.0350474,0.0104847,0.0116034,0.0154452,0.0202557,0.0218285,0.0151092,0.0059794,0.0338609,0.0275327,0.00736335,0.0120212,0.0110726,0.026426,0,0,0.0331652,0,0.0162135,0.0219015,0.0511594,0.0138095,0.0102659,0.0128739,0.0315867,0.0225634,0.0158597,0.0283624,0.015971,0.0102219,0.00660643,0.00502711,0.00606614,0.00760057,0.0105955,0.030398,0.0237825,0.0249385,0.0282363,0,0,0,0.0164014,0.00949703,0,0.00870559,0.0136117,0
91,0,0,0,0,0,0,0.0309661,0.0249034,0,0,0,0.024129,0.0193599,0.0258303,0.0747486,0,0,0.0233186,0,0.0203158,0.00440381,0.0332785,0.0239907,0.0154822,0.0110008,0.0264198,0.0352675,0.0103184,0.0114653,0.0153626,0.0203245,0.0218332,0.0154226,0.0059174,0.0339805,0.0275303,0.00734609,0.013491,0.0103412,0.0266687,0,0,0.0332199,0,0.0162009,0.0218828,0.0517601,0.012177,0.0104576,0.013413,0.0319721,0.022732,0.0157355,0.027261,0.0169857,0.0105269,0.00513667,0.0047214,0.00408995,0.00587775,0.00917908,0.0304858,0.0237492,0.0251178,0.0284944,0,0,0,0.0164036,0.00932437,0,0.00867506,0.0141911,0
92,0,0,0,0,0,0,0.0311001,0.025101,0,0,0,0.0241769,0.0193653,0.0261775,0.0742401,0,0,0.023209,0,0.0203085,0.00428562,0.0328908,0.0243459,0.0152148,0.0110577,0.0271387,0.0355086,0.0101797,0.0113146,0.0152004,0.0204498,0.0218706,0.01559,0.00584889,0.0341786,0.0277455,0.00731682,0.0156077,0.00957465,0.0269096,0,0,0.0332947,0,0.0161739,0.021934,0.0525176,0.010555,0.0106762,0.0136185,0.0324954,0.0229193,0.0157721,0.0263531,0.0180461,0.0114899,0.00408012,0.00508748,0.00211926,0.00441065,0.0096788,0.0305701,0.0236586,0.0253177,0.0287935,0,0,0,0.0164025,0.00918033,0,0.00867309,0.0148467,0
93,0,0,0,0,0,0,0.0312696,0.0253531,0,0,0,0.0242064,0.0193814,0.0263927,0.0736998,0,0,0.0230716,0,0.0202954,0.00413957,0.0325336,0.0245905,0.014936,0.0111289,0.0278111,0.0357645,0.0100032,0.0111972,0.0149664,0.0206844,0.0219021,0.0156847,0.00578354,0.0342398,0.0277761,0.00730503,0.0183526,0.00895287,0.0271408,0,0,0.0334102,0,0.0161861,0.0220348,0.0533848,0.00925755,0.0109083,0.0135464,0.0331565,0.0231071,0.0160008,0.0256618,0.0189464,0.0128823,0.00394822,0.00597189,0.000872765,0.00377848,0.0123579,0.0306642,0.023582,0.0255651,0.0291161,0,0,0,0.0164224,0.00910849,0,0.00871913,0.0155612,0
94,0,0,0,0,0,0,0.0313992,0.0256384,0,0,0,0.024241,0.0194013,0.0263053,0.0731543,0,0,0.0229324,0,0.0202882,0.00394952,0.0322844,0.024794,0.0146689,0.0111035,0.0283835,0.0360046,0.00983765,0.01109,0.0147135,0.0208316,0.021973,0.0157608,0.00572317,0.0343625,0.0275628,0.00729954,0.0213286,0.00894093,0.0273702,0,0,0.0335033,0,0.0161897,0.02209,0.0542534,0.00846864,0.0111063,0.0134882,0.0338809,0.0233103,0.0163451,0.0252017,0.0195833,0.0142658,0.00462773,0.00705472,0.00180396,0.00408027,0.0158571,0.030735,0.0235104,0.0258356,0.0294147,0,0,0,0.0164307,0.00907057,0,0.0087494,0.0161926,0
95,0,0,0,0,0,0,0.0315143,0.0259356,0,0,0,0.0242643,0.0194186,0.0263015,0.0726968,0,0,0.0227837,0,0.0203158,0.00374636,0.0321616,0.0250341,0.0144449,0.0110563,0.0288274,0.0362055,0.00967904,0.0110253,0.0144898,0.0207861,0.0220575,0.0157827,0.00569178,0.0344553,0.0274519,0.00730063,0.023803,0.00934227,0.0275956,0,0,0.0336037,0,0.0161954,0.0221615,0.0550019,0.00855782,0.0112587,0.0137263,0.0345493,0.0235108,0.0166663,0.0249795,0.0199124,0.0152265,0.00544942,0.00804629,0.0028984,0.00465678,0.0189682,0.0308394,0.0234061,0.0260933,0.0296984,0,0,0,0.0164354,0.00902434,0,0.00873442,0.0166838,0
96,0,0,0,0,0,0,0.0315883,0.0262015,0,0,0,0.0242132,0.0194111,0.0263467,0.0723759,0,0,0.0226231,0,0.0203215,0.00355158,0.0321324,0.0251807,0.0143315,0.0110316,0.0291279,0.0363629,0.00959863,0.0110234,0.0142514,0.0207037,0.0220885,0.0158444,0.00567762,0.0345474,0.0274321,0.00729975,0.0252188,0.00975596,0.027812,0,0,0.0336652,0,0.0161888,0.0222256,0.0555701,0.0090765,0.0113097,0.0142467,0.035087,0.0236672,0.0167709,0.0249809,0.0199029,0.0155125,0.00597434,0.00871381,0.00364176,0.00493724,0.021288,0.0309199,0.0233045,0.02632,0.029919,0,0,0,0.0164376,0.00871928,0,0.00868928,0.0169708,0
97,0,0,0,0,0,0,0.0316465,0.026373,0,0,0,0.024051,0.0193997,0.0261515,0.0722434,0,0,0.0224708,0,0.0203177,0.00329739,0.0321945,0.0251672,0.0142895,0.0111657,0.0292551,0.036498,0.00962113,0.0110778,0.0139215,0.0205809,0.022075,0.0159735,0.00566817,0.0345441,0.0274129,0.00731025,0.0253523,0.0101771,0.0279925,0,0,0.0337672,0,0.0162204,0.0222927,0.0558522,0.010018,0.0112299,0.014907,0.0354527,0.023735,0.0165843,0.0251204,0.0196381,0.0151528,0.00628496,0.00900359,0.00391622,0.00491402,0.0224718,0.031003,0.023194,0.026468,0.0301075,0,0,0,0.0164617,0.00846037,0,0.00866647,0.0170557,0
98,0,0,0,0,0,0,0.0317077,0.0264356,0,0,0,0.023677,0.0194063,0.0259103,0.0723054,0,0,0.0223027,0,0.0203302,0.00298912,0.0323393,0.0250529,0.0143887,0.01146,0.0291278,0.0366016,0.00976578,0.011189,0.0135313,0.0204745,0.0219804,0.0160561,0.00566895,0.0343351,0.0273643,0.00732738,0.0242453,0.0104501,0.0280524,0,0,0.0338201,0,0.0162539,0.0223209,0.0558336,0.0108745,0.011037,0.0152962,0.0355708,0.0236137,0.0161557,0.0254529,0.019119,0.0143359,0.00625251,0.0089031,0.00375663,0.00464105,0.0221798,0.03102,0.0231015,0.0265114,0.0302199,0,0,0,0.016494,0.00830551,0,0.00872377,0.0169507,0
99,0,0,0,0,0,0,0.0317055,0.0263839,0,0,0,0.0230532,0.0194085,0.0253426,0.0725176,0,0,0.0221847,0,0.020331,0.00289675,0.0324652,0.0248572,0.0145655,0.0117594,0.0287724,0.0366093,0.0100545,0.0113682,0.0130999,0.0203315,0.0219268,0.0160168,0.00568595,0.0339309,0.027314,0.00732689,0.022088,0.0103035,0.0278784,0,0,0.0338105,0,0.0162644,0.0223323,0.0555811,0.0114542,0.0108224,0.0152747,0.0354011,0.0232718,0.0155894,0.0259432,0.0184347,0.0132302,0.00588144,0.00833878,0.00330326,0.00437166,0.0201753,0.0309473,0.0230293,0.0264457,0.0302072,0,0,0,0.0165098,0.00826038,0,0.00879538,0.0167079,0
100,0,0,0,0,0,0,0.0315795,0.0261313,0,0,0,0.0220776,0.0194224,0.0243142,0.0727956,0,0,0.0220877,0,0.020316,0.0032053,0.0325512,0.0244818,0.0147775,0.0121015,0.0281525,0.0364352,0.0106035,0.0116267,0.0126134,0.0201114,0.0217956,0.0156641,0.00570745,0.0332289,0.0272444,0.00730097,0.019307,0.00995325,0.0275125,0,0,0.0337498,0,0.0162661,0.022304,0.0551034,0.0117658,0.0106126,0.0148224,0.0349232,0.0227116,0.015007,0.0265583,0.0176486,0.0119858,0.00523597,0.0073086,0.00258756,0.00413406,0.0171604,0.0307977,0.0229642,0.026205,0.0299926,0,0,0,0.0165059,0.00825569,0,0.00886808,0.0164445,0
101,0,0,0,0,0,0,0.0314277,0.0258391,0,0,0,0.0207118,0.0194381,0.0232591,0.0730433,0,0,0.0219739,0,0.0203093,0.00381157,0.0326694,0.0239597,0.0149299,0.0126678,0.0274314,0.036268,0.0111151,0.0119808,0.012061,0.0196788,0.0213816,0.0152647,0.00579859,0.0320843,0.0270914,0.0072692,0.0157534,0.00940296,0.0270477,0,0,0.0336494,0,0.0162963,0.0222459,0.0544587,0.0126724,0.0103337,0.013834,0.0344161,0.0221279,0.0145031,0.0272835,0.0166205,0.0106673,0.00450728,0.00604348,0.00227007,0.00418529,0.013629,0.0306225,0.0229755,0.0259231,0.0296745,0,0,0,0.0165144,0.00820353,0,0.00893992,0.0160979,0
102,0,0,0,0,0,0,0.0312901,0.0256346,0,0,0,0.019019,0.0194575,0.022258,0.0732551,0,0,0.0219385,0,0.0203083,0.00406853,0.0329237,0.0233938,0.0150853,0.0133963,0.0266937,0.0361282,0.011685,0.0125267,0.0114899,0.0189242,0.0207632,0.0149315,0.00593494,0.0305483,0.0270004,0.00727859,0.0118596,0.00910839,0.0265685,0,0,0.0335285,0,0.0163302,0.0221752,0.0538243,0.0149502,0.00990909,0.0128069,0.0340117,0.0215987,0.0139573,0.0281108,0.0154773,0.00931814,0.00446768,0.00522657,0.00255206,0.00493183,0.0104358,0.0304748,0.0231114,0.0256885,0.0294434,0,0,0,0.0165314,0.00816313,0,0.00907187,0.0157699,0
103,0,0,0,0,0,0,0.0311312,0.0256493,0,0,0,0.0166195,0.0194406,0.0208942,0.0735258,0,0,0.0218848,0,0.0202804,0.00404018,0.0333483,0.0226244,0.0153395,0.0143172,0.0262006,0.0359514,0.012338,0.0133186,0.0108743,0.0181,0.0200213,0.0146376,0.00607545,0.0281843,0.0270191,0.00731967,0.00863924,0.00989767,0.0262475,0,0,0.0335166,0,0.0163433,0.0221712,0.0535647,0.0170243,0.00933705,0.0127946,0.0339226,0.0212016,0.0129814,0.0288257,0.0146862,0.00758522,0.00586434,0.00536163,0.00300801,0.00696964,0.0102832,0.0303972,0.0232415,0.0256054,0.0294704,0,0,0,0.0165293,0.0079546,0,0.00920427,0.0155587,0
104,0,0,0,0,0,0,0.0308616,0.0258159,0,0,0,0.0132853,0.0193487,0.0193377,0.0738286,0,0,0.021836,0,0.0202422,0.00397553,0.0338243,0.0215924,0.0156116,0.0150679,0.0262552,0.0356065,0.0130717,0.0143137,0.0102986,0.0170153,0.0189463,0.0141532,0.00631325,0.0247752,0.0270304,0.00739283,0.00663076,0.0115071,0.0261175,0,0,0.0335769,0,0.016344,0.022237,0.0538188,0.0160564,0.00888515,0.014343,0.0340346,0.0208707,0.0116756,0.0291706,0.0148118,0.00555728,0.00743505,0.00602375,0.00313358,0.00897489,0.0135395,0.0304068,0.0232818,0.0257038,0.0296608,0,0,0,0.0165273,0.00775905,0,0.0092252,0.0153561,0
105,0,0,0,0,0,0,0.0304925,0.025841,0,0,0,0.0096327,0.019254,0.0175918,0.0739994,0,0,0.0218486,0,0.0202115,0.00404708,0.0343833,0.0203358,0.0157263,0.0154592,0.0265936,0.0350535,0.0137815,0.0152531,0.00981567,0.0155243,0.0173907,0.0134471,0.00669986,0.020674,0.0267608,0.00745495,0.00577199,0.0106565,0.025875,0,0,0.0335888,0,0.0163524,0.0223193,0.0537722,0.0127914,0.00872236,0.0165467,0.034071,0.0204901,0.0105651,0.0290865,0.0155162,0.00491986,0.00708558,0.00591095,0.00188222,0.00765245,0.015222,0.0304481,0.0232004,0.0257714,0.0294133,0,0,0,0.0165402,0.00760868,0,0.00923079,0.0147734,0
106,0,0,0,0,0,0,0.0302504,0.0257064,0,0,0,0.00679521,0.0191697,0.0163479,0.0739191,0,0,0.021892,0,0.0201796,0.00418417,0.0349733,0.0191631,0.0156869,0.0157302,0.0270582,0.0345796,0.0143372,0.0159962,0.00936492,0.0138205,0.015594,0.0127053,0.00723053,0.016378,0.0265435,0.00748833,0.00368574,0.00799411,0.0256257,0,0,0.0334689,0,0.0163161,0.022328,0.0529128,0.00966993,0.0087627,0.0163008,0.0341098,0.0201445,0.00989292,0.0290506,0.0153897,0.00523321,0.00549805,0.00439542,0.00229522,0.00572239,0.0129914,0.0303929,0.0231837,0.0257581,0.0286615,0,0,0,0.0165398,0.00754325,0,0.00930487,0.0142501,0
107,0,0,0,0,0,0,0.0302107,0.0255635,0,0,0,0.0067017,0.0190901,0.0158179,0.0736109,0,0,0.0219654,0,0.020108,0.00439906,0.0354385,0.0181608,0.0155527,0.0160813,0.0276291,0.0343588,0.0145882,0.016595,0.00897692,0.0121149,0.0139281,0.0120101,0.00793076,0.012508,0.0265219,0.00749502,0.00553626,0.0058823,0.0255747,0,0,0.0331935,0,0.0162129,0.0222799,0.0519969,0.00799273,0.00900237,0.0128429,0.0341369,0.0199262,0.0096677,0.0298396,0.0140289,0.00553292,0.00442518,0.00312358,0.00412541,0.00590691,0.0114934,0.0301433,0.0235921,0.0256574,0.0280401,0,0,0,0.0165288,0.00742635,0,0.009468,0.0140225,0
108,0,0,0,0,0,0,0.0301678,0.0254725,0,0,0,0.00971884,0.0190039,0.0160993,0.0732283,0,0,0.0220347,0,0.0200385,0.0045351,0.0357279,0.0173159,0.0153883,0.016414,0.0282315,0.0342471,0.0143319,0.017019,0.00872237,0.0104198,0.0124936,0.0113451,0.00874071,0.0107539,0.02662,0.00749898,0.010101,0.00564407,0.0255277,0,0,0.0331296,0,0.0162157,0.0222643,0.051805,0.00762024,0.00929001,0.0107421,0.0340244,0.0198923,0.00989986,0.0315212,0.0120904,0.00608159,0.00494021,0.00336849,0.00539592,0.00664114,0.0144157,0.030017,0.023689,0.0254351,0.0278402,0,0,0,0.0165262,0.00710401,0,0.00969036,0.0143824,0
109,0,0,0,0,0,0,0.0300735,0.0254221,0,0,0,0.0139931,0.0189186,0.0170728,0.072928,0,0,0.0219908,0,0.0199879,0.00452729,0.0359998,0.0167567,0.0152355,0.0165293,0.0287529,0.0341927,0.0137205,0.0173522,0.00868899,0.00873737,0.0114247,0.0106502,0.00961851,0.0124449,0.0265981,0.00753202,0.013403,0.00664809,0.0253279,0,0,0.0334344,0,0.0163525,0.0223255,0.0522081,0.00817899,0.00945044,0.01104,0.0338851,0.0200525,0.0103975,0.0333939,0.0102428,0.00653008,0.00638998,0.00399855,0.00662744,0.00795076,0.0177574,0.0302672,0.0232713,0.0252356,0.0278249,0,0,0,0.0165369,0.00665955,0,0.00984697,0.0150733,0
110,0,0,0,0,0,0,0.0299755,0.0252115,0,0,0,0.0186345,0.0188838,0.0186401,0.0727816,0,0,0.0218975,0,0.0199767,0.00449483,0.0363876,0.0165497,0.0152419,0.0166361,0.0287964,0.0340032,0.013019,0.0177055,0.00888503,0.00713639,0.0107954,0.0100712,0.0105381,0.0166726,0.0264045,0.00756218,0.0147519,0.00784966,0.0249627,0,0,0.0336212,0,0.0164504,0.0222322,0.052354,0.00863673,0.00929732,0.0113995,0.0335828,0.0202498,0.0106419,0.0346171,0.00904968,0.00661976,0.00796691,0.00475399,0.00792298,0.00964083,0.0198376,0.0305284,0.022682,0.0249531,0.027661,0,0,0,0.0165335,0.00641542,0,0.00990638,0.0157499,0
111,0,0,0,0,0,0,0.0299052,0.024919,0,0,0,0.0230897,0.0188907,0.0204852,0.0728398,0,0,0.0218678,0,0.0199737,0.00455672,0.0368895,0.0171935,0.0154335,0.0165971,0.0285379,0.0338617,0.0124236,0.018042,0.00927845,0.00574632,0.0106776,0.00953446,0.0115095,0.0223363,0.0262538,0.00756241,0.0158947,0.00807486,0.024689,0,0,0.0336308,0,0.016479,0.0221386,0.0516406,0.00824241,0.00889065,0.0115521,0.0332009,0.0203207,0.0103287,0.0346585,0.00860679,0.00586928,0.00863506,0.00545527,0.0087069,0.0105074,0.0207952,0.0306208,0.0223638,0.0246436,0.0273381,0,0,0,0.0165392,0.00642273,0,0.00993729,0.016134,0
112,0,0,0,0,0,0,0.0298424,0.0247077,0,0,0,0.0271083,0.0188924,0.0220462,0.0729753,0,0,0.0219103,0,0.0199626,0.00462714,0.0374265,0.0183471,0.0156638,0.0163632,0.0282802,0.0338009,0.0119552,0.0182696,0.00976868,0.00473024,0.0109712,0.00905897,0.0125126,0.0284089,0.0261863,0.00754948,0.0167795,0.00748808,0.024604,0,0,0.0335501,0,0.0164655,0.0221205,0.0503537,0.00733233,0.00855614,0.0112515,0.0327627,0.0202223,0.00957329,0.0338114,0.008927,0.0049635,0.0083344,0.0058397,0.00876288,0.010099,0.0209405,0.0305211,0.0223723,0.024399,0.0270373,0,0,0,0.0165708,0.00637365,0,0.0100006,0.0161982,0
113,0,0,0,0,0,0,0.0297356,0.0246032,0,0,0,0.0306043,0.0189108,0.0226404,0.0729269,0,0,0.022003,0,0.0199507,0.00464594,0.0379507,0.0190789,0.0157096,0.0160732,0.0282226,0.0337708,0.0115636,0.0182428,0.0102333,0.00420751,0.0117893,0.00867711,0.0134834,0.0338667,0.0262294,0.00754276,0.0169924,0.00689146,0.0246494,0,0,0.0334007,0,0.0164257,0.0221124,0.0492123,0.00663044,0.00850173,0.0107178,0.0323498,0.0200237,0.00899272,0.0328835,0.00952253,0.00456043,0.00769608,0.00593199,0.00839444,0.00905847,0.0200767,0.0304023,0.0226184,0.0242243,0.0268872,0,0,0,0.0166027,0.0063301,0,0.0100782,0.0160028,0
114,0,0,0,0,0,0,0.0296053,0.024546,0,0,0,0.034122,0.0189575,0.0221315,0.0725947,0,0,0.0220882,0,0.0199451,0.00461871,0.0384409,0.018543,0.015448,0.0158631,0.0284411,0.0337587,0.0112496,0.0180451,0.0105489,0.00415804,0.0124161,0.00825597,0.0143431,0.0388097,0.0263219,0.00751951,0.0167131,0.00667802,0.0247529,0,0,0.0335135,0,0.0165093,0.0221051,0.0488957,0.00603364,0.00873796,0.0102014,0.0320167,0.0198938,0.00888227,0.0324677,0.0098292,0.0046261,0.00718269,0.00590263,0.00818392,0.0082812,0.0190637,0.0305033,0.022616,0.0241157,0.0267987,0,0,0,0.0166347,0.00643154,0,0.0100796,0.0156751,0
115,0,0,0,0,0,0,0.0294463,0.0244439,0,0,0,0.0388018,0.0190241,0.0213766,0.0718831,0,0,0.0222568,0,0.0199166,0.00461927,0.0388186,0.0168797,0.0148879,0.0158923,0.0289498,0.0337134,0.0110334,0.0177308,0.0105664,0.00395515,0.0121064,0.00743548,0.0150505,0.0446954,0.0263807,0.00748496,0.016269,0.00664411,0.0247848,0,0,0.0336736,0,0.0165663,0.0220941,0.0496996,0.00551275,0.00918509,0.00991404,0.0317785,0.0197784,0.00900102,0.0327063,0.0097556,0.00477794,0.00716914,0.00579724,0.00828318,0.00830031,0.0180123,0.0305194,0.0223765,0.0240189,0.0266723,0,0,0,0.0166461,0.00632619,0,0.0100397,0.0154039,0
116,0,0,0,0,0,0,0.0292432,0.0243482,0,0,0,0.0447789,0.0191196,0.0216662,0.0709784,0,0,0.0224985,0,0.0199122,0.00472657,0.0390177,0.0161992,0.0140956,0.0161479,0.0296856,0.0336822,0.0109725,0.0172828,0.0102904,0.00326893,0.0113892,0.00637711,0.0156037,0.0517187,0.0264583,0.00744039,0.0159249,0.00639776,0.0246734,0,0,0.0337813,0,0.0165629,0.0220706,0.0512981,0.00512924,0.00975324,0.00971298,0.0316167,0.0197012,0.0090696,0.0333689,0.0094792,0.00491827,0.00732571,0.00571662,0.00837085,0.00843791,0.0175034,0.0304196,0.0221118,0.0239573,0.0264813,0,0,0,0.016636,0.00590205,0,0.00990796,0.0153525,0
117,0,0,0,0,0,0,0.0291164,0.0242394,0,0,0,0.0510868,0.0192002,0.0237629,0.0701373,0,0,0.0227657,0,0.019908,0.00482231,0.0389866,0.0182894,0.0132282,0.0164542,0.0304002,0.0336373,0.0111887,0.0167738,0.0100534,0.002928,0.011795,0.00595956,0.0161139,0.058573,0.0266304,0.00737843,0.0160754,0.0060114,0.0245528,0,0,0.0337896,0,0.016559,0.0220683,0.0529962,0.00461123,0.0103915,0.00945096,0.0313913,0.0197083,0.00910498,0.0340191,0.00921575,0.00510061,0.00736369,0.00568034,0.00827179,0.00821115,0.0172144,0.0303632,0.0221569,0.0238616,0.0263145,0,0,0,0.0166459,0.00548607,0,0.00976082,0.0157151,0
