Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,R5HD,LTHI,x73,LWRB,RASI,RWRB
193,0,0,0,0,0,0,0.02961,0.021665,0,0,0,0.010766,0.0186466,0.0139221,0.0746691,0,0,0.0217725,0,0.0203256,0.00550017,0.0368348,0.0161137,0.013512,0.0131784,0.0232212,0.0321045,0.0114735,0.0119783,0,0.0127208,0.0136665,0.0122576,0.0077405,0.00663275,0.0256347,0.00777236,0.0257055,0.0103029,0.0248192,0,0,0.0343071,0,0.0168299,0.0225506,0.0562553,0.0144747,0.0124468,0.0119288,0.025899,0.021163,0.0159617,0.0377081,0.0169932,0.0179278,0.0103319,0.0083185,0.0111883,0.0145929,0.0357647,0.0305012,0.0191043,0.0212645,0.0265604,0,0,0,0.0169765,0.0101673,0,0.0074939,0,0.0152811
194,0,0,0,0,0,0,0.0296145,0.0216528,0,0,0,0.0100268,0.0186455,0.0142947,0.0747215,0,0,0.0218118,0,0.02034,0.00550222,0.0365242,0.0161558,0.0136788,0.0129809,0.0230375,0.032124,0.0112599,0.0118582,0,0.0129008,0.0139863,0.0124548,0.00753905,0.00575264,0.0256466,0.00778501,0.0243366,0.0105862,0.0248282,0,0,0.0343222,0,0.0168307,0.0224169,0.0556031,0.0147381,0.0123626,0.0112137,0.025991,0.0212844,0.0159112,0.0372354,0.0161984,0.0172557,0.0106566,0.00842967,0.0115413,0.0148411,0.0344753,0.030644,0.0191123,0.0212722,0.0265195,0,0,0,0.0169755,0.010074,0,0.00756942,0,0.015259
195,0,0,0,0,0,0,0.0296075,0.0216424,0,0,0,0.00952993,0.018692,0.0146886,0.0747746,0,0,0.0217198,0,0.0203763,0.00547229,0.0362476,0.0164212,0.0137991,0.0126649,0.0230309,0.0321376,0.0112269,0.0118188,0,0.0130092,0.014456,0.0125943,0.00739986,0.00501978,0.0254989,0.00778885,0.0225551,0.0104873,0.024809,0,0,0.0342841,0,0.0168606,0.0224211,0.0551377,0.0150814,0.012335,0.0106459,0.0260762,0.0214433,0.0158542,0.0367003,0.0154641,0.0166641,0.0108543,0.00845226,0.0116669,0.0149756,0.0326454,0.0307281,0.0191394,0.0212637,0.0264839,0,0,0,0.0170067,0.0100801,0,0.00766562,0,0.0152907
196,0,0,0,0,0,0,0.0295951,0.0216303,0,0,0,0.0091746,0.0187783,0.0150648,0.0748036,0,0,0.0216312,0,0.0204302,0.00543614,0.0360074,0.0167876,0.0139126,0.0124032,0.0233442,0.03214,0.011246,0.0118566,0,0.013252,0.0145683,0.0125618,0.00730275,0.00443132,0.0254507,0.0077725,0.0204381,0.0104158,0.0248072,0,0,0.0342527,0,0.0168662,0.0224385,0.0548142,0.0151313,0.0123666,0.0101996,0.026153,0.0215981,0.0158677,0.0360988,0.0148074,0.0161427,0.010892,0.00834941,0.0115948,0.0149844,0.0305377,0.0307131,0.0191555,0.0212772,0.0264934,0,0,0,0.0170094,0.0102461,0,0.00771535,0,0.0152959
197,0,0,0,0,0,0,0.0296418,0.0216471,0,0,0,0.00874789,0.0188354,0.0154374,0.0747815,0,0,0.0216399,0,0.0204673,0.00542209,0.0357901,0.0172103,0.0140074,0.0122189,0.0235702,0.0321944,0.011228,0.0118946,0,0.0136141,0.0146915,0.0127532,0.00717721,0.00398805,0.025465,0.00774738,0.0181984,0.0104749,0.0248637,0,0,0.0342932,0,0.0168629,0.0224386,0.0545704,0.0148636,0.0124147,0.00987363,0.0262115,0.0217517,0.0157569,0.0354184,0.0142639,0.0154997,0.010565,0.00811463,0.0113889,0.0146693,0.0282743,0.0306099,0.0191719,0.021302,0.0265499,0,0,0,0.0170137,0.0105719,0,0.00774419,0,0.0153004
198,0,0,0,0,0,0,0.0297201,0.0216681,0,0,0,0.00843547,0.0188686,0.0157508,0.0746407,0,0,0.0217373,0,0.0204708,0.00541056,0.0355722,0.0176033,0.0140259,0.0120957,0.0235127,0.0322522,0.0111822,0.0118687,0,0.0138969,0.0149655,0.0129302,0.00705422,0.00352308,0.0255086,0.00771279,0.0159782,0.0106239,0.0249566,0,0,0.0342901,0,0.0168841,0.0224275,0.0543446,0.0143437,0.0124466,0.00966243,0.0262978,0.0218531,0.0156753,0.034618,0.0138457,0.0147468,0.00978387,0.00770606,0.0110883,0.0139052,0.0256844,0.0306042,0.0192367,0.021352,0.026655,0,0,0,0.0170495,0.0106198,0,0.0077893,0,0.0153419
199,0,0,0,0,0,0,0.0298639,0.0217211,0,0,0,0.0083015,0.0189045,0.016076,0.0743938,0,0,0.0217984,0,0.0204706,0.00538543,0.0353369,0.0179593,0.0139884,0.0119328,0.0232846,0.0323212,0.0110823,0.0117777,0,0.0140713,0.0151874,0.012912,0.00693835,0.003114,0.0255732,0.00768935,0.0136839,0.0104585,0.0250303,0,0,0.0342661,0,0.0168943,0.0223888,0.0541189,0.0134064,0.0124585,0.00964959,0.0263965,0.0218974,0.0156504,0.0337353,0.0136053,0.0141702,0.00899653,0.00718941,0.0106045,0.0128411,0.0228448,0.0305598,0.0193373,0.0214254,0.0267648,0,0,0,0.0170678,0.010611,0,0.00781311,0,0.0153832
200,0,0,0,0,0,0,0.0299145,0.0218128,0,0,0,0.00806874,0.0189357,0.0164446,0.0741451,0,0,0.0217998,0,0.0204647,0.00540283,0.0350588,0.0183919,0.0139186,0.0117724,0.023207,0.0324037,0.0109727,0.0116777,0,0.0142529,0.0153536,0.0129602,0.00677002,0.00289007,0.0256135,0.00766393,0.0113114,0.0102415,0.0251231,0,0,0.0342498,0,0.0168952,0.0223567,0.0539955,0.0122271,0.0124749,0.00989158,0.0264508,0.0219996,0.0155988,0.0328004,0.0135271,0.0136186,0.00857633,0.0065962,0.00990417,0.0113961,0.0197169,0.0306856,0.0193233,0.0215172,0.0267918,0,0,0,0.0170623,0.0106755,0,0.00779038,0,0.0153558
201,0,0,0,0,0,0,0.0298603,0.021934,0,0,0,0.00788271,0.0189652,0.016773,0.0738535,0,0,0.021809,0,0.0204915,0.00540714,0.0347065,0.0188575,0.0138073,0.0115795,0.0233342,0.0325046,0.0108186,0.0115492,0,0.0145766,0.0154843,0.0131805,0.00659536,0.00264457,0.0256692,0.00766454,0.00896647,0.00993656,0.0252493,0,0,0.0342824,0,0.0168866,0.0223394,0.0540201,0.010842,0.0125334,0.0104113,0.0265684,0.0221219,0.0155302,0.0318338,0.0136299,0.0131461,0.00801649,0.00599029,0.00892281,0.0098773,0.016243,0.0307845,0.019302,0.0216086,0.0268558,0,0,0,0.0170657,0.0107005,0,0.0077759,0,0.0153638
202,0,0,0,0,0,0,0.0298558,0.0220978,0,0,0,0.00747202,0.0189941,0.0169798,0.0735043,0,0,0.0217776,0,0.0205282,0.00534187,0.0343704,0.0192194,0.0137026,0.0114027,0.0236285,0.0326156,0.0106483,0.0114338,0,0.0150211,0.0156805,0.0134025,0.00647747,0.00275434,0.0257261,0.00767174,0.00679079,0.00954794,0.0254077,0,0,0.0343628,0,0.0168897,0.0223798,0.0541485,0.00945262,0.0126589,0.0112463,0.0267473,0.0223197,0.0154443,0.0308038,0.0140104,0.0127468,0.00706421,0.0052953,0.00779227,0.00842271,0.0121958,0.0308501,0.0192677,0.0217335,0.0269878,0,0,0,0.0170796,0.0106284,0,0.00780381,0,0.0153478
203,0,0,0,0,0,0,0.029908,0.0222639,0,0,0,0.00712364,0.0190328,0.0173353,0.0731551,0,0,0.0216485,0,0.0205638,0.00525185,0.0340994,0.0196668,0.0135897,0.0112321,0.0239208,0.0327636,0.0104702,0.0113105,0,0.0151164,0.0159427,0.0135513,0.00633546,0.00273693,0.0256996,0.00767826,0.00647941,0.00920154,0.0255839,0,0,0.0344434,0,0.0169322,0.022358,0.054349,0.00823483,0.0127753,0.0122124,0.026977,0.0225345,0.0153855,0.0296758,0.0146686,0.0124474,0.00600295,0.00461388,0.00653463,0.00709393,0.00804594,0.030927,0.0192383,0.0219194,0.0271525,0,0,0,0.0170818,0.0106239,0,0.00780526,0,0.01527
204,0,0,0,0,0,0,0.0300177,0.0224273,0,0,0,0.00694868,0.0190483,0.0177311,0.0728946,0,0,0.0214765,0,0.0205715,0.00516586,0.0338609,0.0201338,0.0135448,0.0111029,0.024189,0.032956,0.0102816,0.011202,0,0.0152703,0.0161691,0.0136716,0.00621573,0.00264325,0.025601,0.00768103,0.00892056,0.00916629,0.0258266,0,0,0.0344368,0,0.0169716,0.02222,0.0546463,0.00738885,0.0128946,0.0131392,0.0272068,0.022733,0.0153956,0.0284474,0.015646,0.0123768,0.00505458,0.00419812,0.00512712,0.00642485,0.00567988,0.0309904,0.0192585,0.0221468,0.0274032,0,0,0,0.0170337,0.0107419,0,0.00770061,0,0.0151802
205,0,0,0,0,0,0,0.0301903,0.0226642,0,0,0,0.00686832,0.0190181,0.0180937,0.0727033,0,0,0.0213437,0,0.0205687,0.00506011,0.0336816,0.0206256,0.0134928,0.0110221,0.0245639,0.033223,0.010063,0.0111324,0,0.0155076,0.016422,0.0138353,0.0061339,0.00261319,0.0255602,0.0076701,0.0124447,0.00926507,0.0261996,0,0,0.0343975,0,0.0169465,0.0222436,0.055106,0.00723365,0.0129686,0.013808,0.0275888,0.022949,0.0153956,0.0273095,0.0167723,0.0125454,0.00430627,0.00428669,0.0038142,0.00648429,0.00769285,0.0310697,0.0193914,0.0224163,0.0277787,0,0,0,0.0170071,0.0108722,0,0.00754938,0,0.0152364
206,0,0,0,0,0,0,0.0303992,0.0229674,0,0,0,0.00667438,0.0189507,0.0184983,0.0725914,0,0,0.0212194,0,0.0205586,0.00485311,0.0335377,0.0211737,0.0134119,0.010965,0.0249996,0.0336022,0.00988158,0.0110977,0,0.0158355,0.0167278,0.0140172,0.00601817,0.00282358,0.02559,0.00768132,0.016246,0.00942498,0.0266256,0,0,0.0343955,0,0.0169167,0.0224013,0.0556865,0.00750884,0.0130506,0.0141903,0.0281215,0.0231365,0.0153932,0.0263638,0.017889,0.0129141,0.00412062,0.00502868,0.00317354,0.00707223,0.0119122,0.0312043,0.0195087,0.0227129,0.0282333,0,0,0,0.0170257,0.0109197,0,0.0074405,0,0.015356
207,0,0,0,0,0,0,0.030646,0.0233416,0,0,0,0.00655173,0.0189073,0.0187957,0.0725344,0,0,0.0209094,0,0.0205859,0.0046166,0.0333889,0.0215474,0.0132872,0.0109726,0.025501,0.0339624,0.00967663,0.0110272,0,0.0161898,0.0170581,0.0141228,0.00592975,0.00305823,0.0255174,0.00771881,0.019914,0.00947242,0.0270302,0,0,0.0346431,0,0.0169613,0.0224549,0.0563464,0.00746065,0.0131507,0.014327,0.0287739,0.0234083,0.0154107,0.0256263,0.018921,0.0134809,0.00483045,0.00621655,0.00358476,0.00811944,0.0165036,0.0313737,0.0193388,0.0230756,0.0287037,0,0,0,0.0170319,0.0107642,0,0.00706344,0,0.0152697
208,0,0,0,0,0,0,0.0308189,0.0237322,0,0,0,0.00661903,0.0188707,0.0191477,0.0723968,0,0,0.0205208,0,0.0206401,0.00444572,0.0331957,0.0219021,0.0131838,0.0110055,0.0260197,0.0342259,0.00948706,0.010937,0,0.0163023,0.0174259,0.0143184,0.00583108,0.00337821,0.0253015,0.00776883,0.02302,0.00950966,0.0274233,0,0,0.0347646,0,0.0170064,0.0224307,0.0568622,0.00694886,0.013265,0.0143891,0.0294908,0.0237115,0.0154003,0.0250913,0.0198346,0.0142434,0.00597182,0.00744535,0.00446704,0.00921699,0.0207073,0.0314728,0.0191564,0.0234439,0.0291451,0,0,0,0.0170397,0.0103935,0,0.0063134,0,0.0151649
209,0,0,0,0,0,0,0.0310026,0.0240514,0,0,0,0.00679927,0.0187585,0.0195571,0.0719076,0,0,0.0203069,0,0.020622,0.00426854,0.0329219,0.0223147,0.0131354,0.0109479,0.0264712,0.0344747,0.0093336,0.0108341,0,0.0165181,0.0176166,0.0144997,0.00566968,0.00381022,0.0252478,0.00776112,0.025248,0.00962278,0.0278338,0,0,0.0347656,0,0.0170392,0.022408,0.0571829,0.0062963,0.0134565,0.0145781,0.0301144,0.0238528,0.0154436,0.0247337,0.0205691,0.0151995,0.0069475,0.00842229,0.00523538,0.0100131,0.0240398,0.0315139,0.0190533,0.0238237,0.029565,0,0,0,0.0170551,0.010349,0,0.00592805,0,0.0151198
210,0,0,0,0,0,0,0.0312917,0.0243916,0,0,0,0.00708836,0.0186234,0.0198178,0.071559,0,0,0.0201586,0,0.0205563,0.00403024,0.0325751,0.0226348,0.0132117,0.0108616,0.0268933,0.0347397,0.00913821,0.0106581,0,0.0166853,0.0177616,0.0146373,0.00559773,0.00395826,0.0253249,0.00771608,0.0260347,0.00941286,0.028276,0,0,0.0345554,0,0.0170643,0.022322,0.0572485,0.00567843,0.0136537,0.014741,0.0307199,0.02391,0.0155973,0.0245545,0.0207535,0.0159598,0.00752028,0.00906757,0.005611,0.0101505,0.0259231,0.0314203,0.0188928,0.024462,0.029954,0,0,0,0.017051,0.0103882,0,0.00579396,0,0.0150392
211,0,0,0,0,0,0,0.031672,0.0248224,0,0,0,0.00719092,0.0185173,0.0194709,0.0712274,0,0,0.0198685,0,0.0206018,0.00394789,0.0320832,0.0227827,0.0134373,0.0106961,0.0278188,0.0350643,0.00878897,0.0102187,0,0.0166184,0.0177114,0.0145661,0.00571158,0.00323657,0.0252833,0.00777616,0.0250718,0.0091362,0.0287268,0,0,0.0340862,0,0.0171502,0.022183,0.0569168,0.00533852,0.0140332,0.014988,0.0317064,0.0241835,0.0159647,0.0243541,0.020585,0.0159993,0.00744089,0.00922629,0.00522765,0.00901173,0.0259257,0.0313941,0.0187734,0.0251004,0.0303758,0,0,0,0.0170808,0.0101818,0,0.00591064,0,0.0149552
