Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RHEE,LTHI,R5HD,RWRB
All Timesteps RMSE,0,0,0,0,0,0,0.0181503,0.021883,0,0,0,0.0364834,0.0192302,0.0233632,0,0,0.00814271,0,0.0224356,0.00307897,0.0359234,0.0245955,0.0222181,0.0146999,0.00821795,0.0057251,0.013688,0.00988939,0.0175131,0.0116802,0.0154203,0.00798978,0.0173229,0.0413379,0.00691714,0.00669088,0.0140996,0.0125697,0.0296634,0,0,0.0194311,0,0.0208258,0.014518,0.0561392,0.0300393,0.0146992,0.00605964,0.0669876,0.00686609,0.0449775,0.0125633,0.00842796,0.0093051,0.00810579,0.00925638,0.0131038,0.0154774,0.0334173,0.0115441,0.0246258,0.0225722,0,0,0,0.0181353,0.0115541,0.0205929,0.00192501
0,0,0,0,0,0,0,0.0151798,0.0190881,0,0,0,0.0557198,0.0200314,0.0359909,0,0,0.00878325,0,0.0215781,0.00543895,0.034597,0.0323928,0.0258769,0.00949675,0.00391416,0.0060175,0.00512442,0.00951178,0.0133415,0.0151371,0.0212736,0.0112225,0.0216008,0.0605613,0.00839456,0.00607483,0.0170336,0.00853558,0.0246683,0,0,0.0359743,0,0.00418333,0.0269978,0.0463463,0.0259478,0.0151635,0.00370129,0.0581511,0.00507043,0.0432843,0.010246,0.00782466,0.0075596,0.00784747,0.00762631,0.0084273,0.0184639,0.0424489,0.027568,0.0208793,0.0177965,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0137985,0.0191367,0,0,0,0.0567407,0.0196002,0.0381114,0,0,0.00755233,0,0.0214725,0.00448173,0.0339304,0.0349632,0.0261642,0.0089304,0.00290264,0.00522417,0.00565144,0.00878967,0.014338,0.0169504,0.0237904,0.0121982,0.0218265,0.0616304,0.00772413,0.00599003,0.0174637,0.0084455,0.023849,0,0,0.03594,0,0.00418612,0.0270713,0.046098,0.0271286,0.0148968,0.0027961,0.0580052,0.00470902,0.042825,0.00972478,0.00731293,0.00750453,0.00779888,0.00795486,0.00884066,0.0184916,0.042506,0.0284331,0.0207762,0.0172556,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0135845,0.0193362,0,0,0,0.0563121,0.0199557,0.0397097,0,0,0.00748411,0,0.0216705,0.00451059,0.0332858,0.0371022,0.0259763,0.00870981,0.00254601,0.00486521,0.00612803,0.00829477,0.0150452,0.0182129,0.0255676,0.0128941,0.0219336,0.0616156,0.00774673,0.00593275,0.0173358,0.0082424,0.023812,0,0,0.0361556,0,0.00427336,0.0274088,0.0459233,0.0277394,0.0144693,0.0027024,0.0583093,0.00451417,0.0425957,0.00941664,0.00718829,0.00725869,0.0076126,0.0078746,0.00881907,0.01838,0.0426875,0.0246165,0.0206946,0.0172242,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0136071,0.0194724,0,0,0,0.055552,0.0200779,0.0405545,0,0,0.00737967,0,0.0216866,0.00446344,0.0326078,0.0387124,0.0257597,0.00817991,0.00245361,0.00466852,0.0064117,0.00805853,0.0153662,0.0191903,0.0266131,0.0132493,0.0219103,0.0609001,0.00773184,0.00592902,0.017165,0.00797098,0.0238734,0,0,0.0362238,0,0.00427453,0.0273247,0.0458548,0.0281613,0.0139693,0.00289603,0.0586778,0.00450881,0.0424577,0.00923637,0.00733434,0.00687927,0.0073449,0.00756129,0.00853898,0.0178071,0.0429363,0.0249284,0.020648,0.0172349,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0135777,0.0196582,0,0,0,0.0546338,0.0197679,0.040462,0,0,0.00683242,0,0.0215374,0.00394322,0.0318836,0.0395349,0.0255268,0.00739969,0.00235012,0.00475452,0.00651636,0.0079087,0.0154075,0.019269,0.026731,0.0130888,0.0217564,0.0596215,0.00745505,0.00594723,0.0155374,0.00568308,0.0239222,0,0,0.0362807,0,0.00427704,0.0273883,0.0462294,0.0286132,0.0133071,0.00308517,0.0590864,0.00471191,0.0421526,0.00901404,0.00773533,0.00659037,0.00779141,0.00644633,0.00730233,0.0159558,0.0432643,0.0252314,0.0211072,0.0172223,0,0,0,0.0102049,0,0,0
5,0,0,0,0,0,0,0.013559,0.0199293,0,0,0,0.0535161,0.0192916,0.039554,0,0,0.00630205,0,0.0213451,0.00342482,0.0310391,0.0391571,0.0251552,0.00649335,0.00229907,0.00499975,0.00636182,0.00780394,0.0152592,0.0179299,0.0259145,0.0124441,0.0214066,0.0583126,0.00725548,0.00595115,0.0167926,0.00799618,0.0240777,0,0,0.036303,0,0.00427829,0.0273538,0.0464374,0.0290532,0.0135417,0.00335193,0.0596824,0.0052633,0.0421856,0.0096903,0.00773802,0.00622787,0.00657859,0.00702912,0.00805493,0.01663,0.0435556,0.0255113,0.0215133,0.0172942,0,0,0,0,0.00718031,0,0
6,0,0,0,0,0,0,0.0136122,0.0202622,0,0,0,0.0521955,0.0193083,0.0381914,0,0,0.00621294,0,0.0213973,0.0032836,0.0300715,0.0379278,0.0248769,0.00539166,0.00234659,0.00504192,0.00613187,0.00782046,0.0151403,0.0171989,0.0243896,0.011947,0.0210363,0.0569456,0.00728434,0.00597866,0.0153956,0.00585492,0.0243685,0,0,0.0363912,0,0.00427732,0.0273003,0.0473164,0.0296137,0.0130213,0.00352039,0.0604004,0.00547271,0.0417934,0.00969481,0.00833456,0.00573969,0.00720967,0.00579373,0.00670202,0.0154515,0.0438663,0.0259804,0.0218329,0.0174613,0,0,0,0.0110978,0.00717456,0,0
7,0,0,0,0,0,0,0.0137227,0.020576,0,0,0,0.0507562,0.0191085,0.0365392,0,0,0.00616567,0,0.0213198,0.0031471,0.0290576,0.0365583,0.0246533,0.00434108,0.00248665,0.00521608,0.00586887,0.0078929,0.014931,0.0167979,0.0220155,0.0113586,0.0205951,0.055344,0.00724401,0.00599621,0.0158461,0.00627253,0.0245748,0,0,0.0363242,0,0.00427603,0.0273982,0.0480967,0.0301282,0.0129332,0.00371509,0.061029,0.00574013,0.0416873,0.0100089,0.00869644,0.00520845,0.00704895,0.00563695,0.00662329,0.0151137,0.044093,0.0259003,0.0220892,0.0175404,0,0,0,0.0116357,0.00717021,0,0
8,0,0,0,0,0,0,0.0139574,0.020968,0,0,0,0.0492371,0.0194336,0.0347939,0,0,0.00632416,0,0.021662,0.00313264,0.028201,0.0353858,0.0244013,0.00373986,0.00276437,0.00527102,0.00596042,0.00818149,0.0147464,0.0163867,0.0201896,0.0102227,0.0200929,0.0536349,0.00722345,0.00606906,0.015988,0.00698438,0.0249259,0,0,0.0362952,0,0.0042753,0.0276168,0.0488097,0.0306172,0.0128681,0.00389857,0.0619107,0.00611502,0.0417303,0.0103686,0.00889328,0.00466131,0.00691994,0.00560912,0.0067909,0.0146591,0.0443706,0.026082,0.0224564,0.0177481,0,0,0,0.0126183,0.0072303,0,0
9,0,0,0,0,0,0,0.0138539,0.0207696,0,0,0,0.0476352,0.0194351,0.0329605,0,0,0.00641525,0,0.0219113,0.00318051,0.0275876,0.0345975,0.0240464,0.00568984,0.0031953,0.00525774,0.00665346,0.00863699,0.0146281,0.0159323,0.0188979,0.00932019,0.0195171,0.0523074,0.00713429,0.00615885,0.0160162,0.00764643,0.0246286,0,0,0.0363883,0,0.00428437,0.0277764,0.0494701,0.0310708,0.0127522,0.00407272,0.0614125,0.00642203,0.0418094,0.0106357,0.00902431,0.00418374,0.00677814,0.00566171,0.00705593,0.0143286,0.0440235,0.0259726,0.022244,0.0175084,0,0,0,0.0134913,0.00738745,0,0
10,0,0,0,0,0,0,0.013645,0.0204349,0,0,0,0.0456814,0.0188904,0.0316041,0,0,0.00629029,0,0.0214979,0.0031941,0.0272957,0.0340986,0.0235904,0.00756374,0.00368287,0.00521893,0.00786959,0.00947471,0.0145156,0.0153657,0.0177476,0.00835037,0.0189822,0.0506442,0.00704617,0.00613418,0.0155619,0.00810454,0.0240983,0,0,0.0364088,0,0.00422086,0.0276374,0.0501693,0.031469,0.0125024,0.00431017,0.0605494,0.0065924,0.0418266,0.0108423,0.00904676,0.00370786,0.00661253,0.00574121,0.00733734,0.0139923,0.0439002,0.0291131,0.0219456,0.0170566,0,0,0,0.0139774,0.00768747,0,0
11,0,0,0,0,0,0,0.0135161,0.0202786,0,0,0,0.0436456,0.0189075,0.0309444,0,0,0.00615594,0,0.0213993,0.00287347,0.0273081,0.0344373,0.0231005,0.00940307,0.00413379,0.00511348,0.00983373,0.0107933,0.0144958,0.0148648,0.0162941,0.0074764,0.0185135,0.0477564,0.00706779,0.00613767,0.0152116,0.00840775,0.0236716,0,0,0.0363955,0,0.00423195,0.0278346,0.0508854,0.0318725,0.0123042,0.0046637,0.0599746,0.0067794,0.0418706,0.0111175,0.00904448,0.00330184,0.00638104,0.00590149,0.00763299,0.0130305,0.0437881,0.0281624,0.0218814,0.0166492,0,0,0,0.0143261,0.00840748,0,0
12,0,0,0,0,0,0,0.0133967,0.0202399,0,0,0,0.0413846,0.0192663,0.0307054,0,0,0.00606425,0,0.0216595,0.0025463,0.0276299,0.0354562,0.0225691,0.012329,0.00462746,0.00490706,0.0128493,0.0124516,0.0145059,0.0152365,0.0140429,0.00680422,0.0180746,0.043583,0.00701404,0.00622231,0.0145742,0.00867911,0.0232555,0,0,0.036397,0,0.00422853,0.0279608,0.0516007,0.032251,0.0120744,0.00514063,0.0594661,0.00696839,0.0420157,0.0113483,0.00907454,0.00285051,0.00614953,0.00605426,0.00800307,0.0117655,0.0435926,0.0274498,0.0218983,0.0162536,0,0,0,0.0149446,0.00975252,0,0
13,0,0,0,0,0,0,0.0133478,0.0203558,0,0,0,0.0374697,0.019314,0.0306089,0,0,0.00593883,0,0.0217092,0.00239165,0.028443,0.0372356,0.0219652,0.0180843,0.0050692,0.00493855,0.0177037,0.0151785,0.0145612,0.0155398,0.0114887,0.00630063,0.0175891,0.0374947,0.00688053,0.00622324,0.0135537,0.00921402,0.0229067,0,0,0.0362562,0,0.00426411,0.028089,0.0524265,0.0326772,0.0119116,0.00597155,0.059025,0.0072597,0.0421592,0.0115702,0.00913277,0.00247858,0.00598894,0.00614149,0.00875716,0.0105272,0.0432927,0.0252925,0.0220578,0.0159208,0,0,0,0.0157703,0.0120941,0,0
14,0,0,0,0,0,0,0.0132599,0.020481,0,0,0,0.0317736,0.0189908,0.0300128,0,0,0.00589194,0,0.021478,0.00212416,0.0297438,0.0388947,0.0213325,0.0249782,0.00575211,0.00490442,0.0232407,0.0183839,0.0148214,0.0159904,0.00995058,0.00587013,0.017094,0.0295778,0.00674733,0.00617648,0.0127136,0.0100024,0.0225969,0,0,0.0361638,0,0.00425485,0.0281422,0.0532429,0.0330161,0.0118508,0.0066855,0.0587085,0.00756466,0.042309,0.0119501,0.00918611,0.00224736,0.00590733,0.00648849,0.00968669,0.00892049,0.0431653,0.0256501,0.0222885,0.0156351,0,0,0,0.0172023,0.0152204,0,0
15,0,0,0,0,0,0,0.013172,0.0205726,0,0,0,0.0264372,0.01888,0.0286785,0,0,0.00584326,0,0.0214077,0.00206445,0.0310279,0.0390837,0.0207772,0.029502,0.00644779,0.00482688,0.0270571,0.0202566,0.01503,0.0162548,0.00963422,0.0053807,0.0166235,0.0219417,0.00657913,0.00616824,0.0120881,0.0108586,0.0223633,0,0,0.0361144,0,0.00423646,0.0282519,0.054029,0.0333085,0.0118005,0.00712748,0.0585006,0.0077719,0.0424562,0.0127662,0.00911328,0.00224341,0.00587396,0.00706055,0.0106626,0.0075276,0.0431575,0.0258519,0.0224666,0.0154322,0,0,0,0.0187136,0.0175489,0,0
16,0,0,0,0,0,0,0.0131981,0.0206772,0,0,0,0.0219035,0.0192904,0.0267693,0,0,0.0056363,0,0.0217474,0.00208433,0.0321226,0.0383106,0.0203695,0.031941,0.00695811,0.00463039,0.0292323,0.0210241,0.015001,0.0162405,0.00966194,0.00503332,0.0161835,0.014871,0.00658818,0.0062093,0.0115625,0.0117142,0.0222881,0,0,0.0361638,0,0.00424412,0.0282868,0.0548117,0.0336344,0.0116642,0.00746592,0.0585114,0.00785517,0.0426031,0.0132794,0.00900873,0.00250361,0.00585202,0.00772088,0.0117268,0.00641011,0.0431,0.0255661,0.0226769,0.015365,0,0,0,0.020096,0.0188663,0,0
17,0,0,0,0,0,0,0.0133315,0.0208161,0,0,0,0.0183432,0.0193939,0.0243041,0,0,0.00552923,0,0.0219267,0.00205508,0.0331013,0.0366665,0.0199974,0.0331102,0.00738864,0.00465814,0.0301946,0.0210187,0.0149993,0.0160153,0.00991605,0.00496341,0.0157063,0.00828973,0.00657706,0.00623205,0.0109638,0.0124683,0.0223118,0,0,0.0362322,0,0.0042694,0.0283384,0.0555867,0.0339612,0.0116768,0.00766147,0.0586141,0.007898,0.0427154,0.0135576,0.00893182,0.00286626,0.00581156,0.00830705,0.012742,0.00547444,0.0431423,0.0254378,0.0228505,0.0153297,0,0,0,0.0213869,0.0194165,0,0
18,0,0,0,0,0,0,0.0135333,0.020945,0,0,0,0.0159685,0.0192162,0.0214346,0,0,0.00533221,0,0.0218964,0.00174858,0.0339465,0.0339076,0.0196728,0.0333568,0.00774622,0.00469919,0.0302927,0.0204374,0.0150749,0.0155496,0.0104368,0.00512299,0.0151754,0.00333491,0.00637327,0.00623754,0.0104678,0.0131167,0.0224111,0,0,0.0362771,0,0.00430995,0.0285208,0.0562584,0.0342496,0.011545,0.00773499,0.0587409,0.00781748,0.042924,0.013593,0.00878022,0.00342612,0.00576982,0.00891115,0.0136912,0.00526042,0.0432962,0.0253919,0.0229852,0.015332,0,0,0,0.022424,0.0193428,0,0
19,0,0,0,0,0,0,0.0137454,0.0211002,0,0,0,0.0154444,0.0193687,0.0183185,0,0,0.00511055,0,0.0220223,0.00169984,0.0346109,0.0303024,0.019451,0.0326437,0.0079871,0.00466659,0.0294616,0.0192869,0.0151946,0.0147406,0.0109685,0.00519192,0.0146264,0.00627535,0.00625742,0.00626146,0.0100774,0.0137184,0.0225523,0,0,0.0359875,0,0.00422697,0.0281094,0.0567754,0.0344377,0.0111378,0.00769274,0.0592033,0.00758064,0.0432123,0.0134006,0.00832618,0.00423247,0.005778,0.00963683,0.0147115,0.00572806,0.0434094,0.0289049,0.0231554,0.0153854,0,0,0,0.0233305,0.0186711,0,0
20,0,0,0,0,0,0,0.0140181,0.0214135,0,0,0,0.0174768,0.0192865,0.0151144,0,0,0.00496647,0,0.0219945,0.00144531,0.0350782,0.0261246,0.0193481,0.0310192,0.00805226,0.00472695,0.0276124,0.0176187,0.0153895,0.0136246,0.0113143,0.0051167,0.0142505,0.0119601,0.00625756,0.0063026,0.00979281,0.0141726,0.0228361,0,0,0.0360341,0,0.00428287,0.0282137,0.0571926,0.0345609,0.0106083,0.00758562,0.0598126,0.00725403,0.0435044,0.0130529,0.00764705,0.00502469,0.00582184,0.0102932,0.0158637,0.00657724,0.0435276,0.0245992,0.0235697,0.0155481,0,0,0,0.023987,0.0174514,0,0
21,0,0,0,0,0,0,0.0142883,0.0217358,0,0,0,0.0215213,0.0189099,0.0125237,0,0,0.00490696,0,0.0218251,0.00113682,0.0354788,0.0216866,0.0192896,0.0289807,0.00819341,0.00484988,0.025303,0.0156699,0.0157509,0.0124009,0.0116856,0.00509461,0.0139292,0.0181663,0.00594838,0.0063137,0.0096369,0.0142147,0.0230676,0,0,0.0359595,0,0.00426786,0.0280573,0.0575519,0.0346111,0.010396,0.0073519,0.0604081,0.00701966,0.0437759,0.0127979,0.00714671,0.00556479,0.00580921,0.0107108,0.0165563,0.00727259,0.0436655,0.024798,0.0239519,0.0156706,0,0,0,0.024291,0.0158069,0,0
22,0,0,0,0,0,0,0.0146451,0.0220312,0,0,0,0.0258869,0.018871,0.0107982,0,0,0.00488035,0,0.0217974,0.000941046,0.0356668,0.0167105,0.0192787,0.0257815,0.00834027,0.00498679,0.0221279,0.0134333,0.0162267,0.010772,0.0119671,0.00519971,0.0137979,0.0241006,0.00565966,0.00632346,0.00939369,0.0139713,0.0233898,0,0,0.0357581,0,0.00422706,0.0277789,0.0579613,0.0345896,0.0102303,0.00700305,0.0611019,0.00681287,0.0441106,0.0124797,0.00730801,0.00596397,0.00575345,0.0109573,0.0170811,0.00812124,0.0439313,0.0266534,0.024223,0.0159066,0,0,0,0.0243856,0.0137218,0,0
23,0,0,0,0,0,0,0.0147307,0.0218394,0,0,0,0.0302274,0.0191555,0.0103447,0,0,0.00471964,0,0.0220243,0.000745639,0.0356573,0.0118726,0.0192991,0.0218762,0.00857376,0.00521555,0.0184124,0.0110597,0.0168125,0.00882499,0.0116727,0.0053719,0.0139113,0.0291328,0.00566254,0.0064064,0.00918456,0.0137418,0.023215,0,0,0.0358181,0,0.00422784,0.0277866,0.0583465,0.034512,0.0102253,0.00653497,0.060523,0.0067167,0.0445644,0.0122487,0.00750052,0.00630915,0.00569214,0.0111017,0.0175979,0.00906039,0.043826,0.0261359,0.023988,0.0158574,0,0,0,0.0243866,0.0113369,0,0
24,0,0,0,0,0,0,0.0148546,0.0216764,0,0,0,0.0343674,0.0193267,0.0115245,0,0,0.0047167,0,0.0221894,0.000695418,0.0355767,0.00844249,0.0194634,0.0178267,0.00909444,0.00537638,0.0144577,0.0088355,0.0175259,0.00688388,0.0112476,0.00548651,0.0144664,0.0330476,0.00570222,0.0064423,0.00908471,0.0135471,0.0230755,0,0,0.0359052,0,0.00421955,0.0278399,0.0586193,0.0343777,0.010224,0.00595397,0.059952,0.00674211,0.0450881,0.0120583,0.00741012,0.00661002,0.00563908,0.0112263,0.0181074,0.0098115,0.0436136,0.0257402,0.0237974,0.0158642,0,0,0,0.0243166,0.0088341,0,0
25,0,0,0,0,0,0,0.0150745,0.0214869,0,0,0,0.0373674,0.0194293,0.013225,0,0,0.00471816,0,0.0222744,0.00056202,0.0354373,0.00690146,0.0196852,0.0138716,0.00974881,0.00548722,0.0105915,0.00708402,0.0182307,0.00538536,0.0106506,0.00546301,0.0154661,0.035574,0.00565498,0.00645931,0.00902916,0.013399,0.0230351,0,0,0.0360108,0,0.00420973,0.027872,0.0588899,0.0341174,0.0102159,0.00528081,0.0594254,0.00680464,0.0456562,0.0118454,0.0071768,0.00684686,0.00558852,0.0113656,0.0183998,0.0106711,0.0434587,0.0252866,0.0235739,0.0159644,0,0,0,0.0242253,0.00655038,0,0
26,0,0,0,0,0,0,0.0153686,0.0213312,0,0,0,0.0386088,0.0194063,0.0143153,0,0,0.0047794,0,0.0223056,0.000624082,0.0353083,0.0071792,0.0199257,0.00996564,0.0104573,0.00558692,0.00766827,0.00598194,0.0188735,0.00435015,0.00938858,0.00500187,0.0164914,0.0367828,0.00575415,0.00650023,0.00899757,0.0132632,0.0230717,0,0,0.0360971,0,0.00419975,0.0277743,0.0592147,0.0337854,0.0102739,0.00468103,0.0590289,0.00693506,0.046294,0.0117114,0.00712692,0.00701955,0.0055288,0.0114684,0.0184256,0.0115363,0.0432985,0.0248905,0.0233728,0.0161303,0,0,0,0.0240257,0.00502922,0,0
27,0,0,0,0,0,0,0.0157007,0.0212397,0,0,0,0.0383517,0.0192863,0.0150867,0,0,0.00492494,0,0.022351,0.000645714,0.0352648,0.0092847,0.020223,0.00644331,0.0112025,0.00562936,0.00700143,0.00582486,0.0194257,0.00406406,0.008026,0.0047642,0.0177321,0.036605,0.00570074,0.00657177,0.0090702,0.0132168,0.0231567,0,0,0.03603,0,0.00419065,0.0278054,0.0595574,0.033449,0.0104847,0.00419203,0.0586936,0.00710846,0.0470149,0.0117612,0.00726719,0.00713847,0.00547688,0.0115055,0.018503,0.0123297,0.0431609,0.024584,0.0232556,0.0163713,0,0,0,0.023946,0.00498948,0,0
28,0,0,0,0,0,0,0.0159716,0.0211637,0,0,0,0.0371649,0.0193597,0.0155562,0,0,0.00507162,0,0.0224422,0.000713144,0.0352428,0.0116287,0.0205507,0.00435988,0.0119937,0.00565312,0.00853791,0.00647579,0.0199289,0.00445697,0.00692101,0.00483089,0.0190221,0.0353453,0.00555017,0.00660051,0.00902862,0.0130061,0.0232285,0,0,0.0356971,0,0.00409889,0.0274952,0.059972,0.0331069,0.0105789,0.00386586,0.0584891,0.00731356,0.0476913,0.0118283,0.00737832,0.00715256,0.0054335,0.0114111,0.0184989,0.01313,0.043093,0.0287872,0.0231838,0.0166305,0,0,0,0.0236634,0.00635574,0,0
29,0,0,0,0,0,0,0.0163147,0.021265,0,0,0,0.0357892,0.0190381,0.016416,0,0,0.00545439,0,0.0222485,0.000176002,0.0353377,0.0142847,0.0208864,0.00493308,0.0127112,0.00556166,0.0106994,0.0076313,0.0204511,0.00509045,0.00622065,0.00505415,0.0204806,0.0335901,0.00564893,0.00660305,0.0088662,0.01248,0.0234604,0,0,0.0359158,0,0.00425622,0.0280735,0.0604963,0.0328266,0.0106175,0.00369868,0.0584746,0.007559,0.0483405,0.0118341,0.00752852,0.00699236,0.00528844,0.0110665,0.0182084,0.0140567,0.0429834,0.0215715,0.0233035,0.0169972,0,0,0,0.0230037,0.00820164,0,0
30,0,0,0,0,0,0,0.0166942,0.0213412,0,0,0,0.0347795,0.0187526,0.017534,0,0,0.00580225,0,0.0220845,0.000687627,0.0356995,0.0163217,0.0211339,0.00645093,0.0134013,0.00543507,0.0126198,0.00895812,0.0210577,0.00522127,0.00565752,0.00514701,0.0215683,0.0319712,0.0056593,0.0066119,0.0089381,0.0119384,0.023723,0,0,0.0358242,0,0.00426764,0.0279641,0.0610636,0.0325782,0.0106113,0.00369995,0.0585989,0.00764502,0.0490252,0.0118207,0.00762222,0.00680697,0.00510788,0.0106399,0.017774,0.0151589,0.0427932,0.0211455,0.0234514,0.0173403,0,0,0,0.0225269,0.00989896,0,0
31,0,0,0,0,0,0,0.0170403,0.0213736,0,0,0,0.0340285,0.0186757,0.018306,0,0,0.00601383,0,0.0223012,0.000698568,0.0362884,0.0176397,0.0211935,0.0078835,0.0140629,0.00559729,0.0139488,0.0101354,0.0217094,0.00491945,0.00519742,0.00533755,0.0219751,0.0304097,0.00603143,0.00673229,0.00937864,0.0119427,0.02398,0,0,0.0354875,0,0.004131,0.0272749,0.0616283,0.032354,0.0103872,0.00383767,0.0586653,0.00761072,0.0497349,0.0116945,0.00770856,0.00687658,0.00500506,0.0106506,0.0177316,0.0159541,0.0425581,0.0263822,0.0235294,0.0176286,0,0,0,0.0225842,0.011464,0,0
32,0,0,0,0,0,0,0.0174119,0.0215173,0,0,0,0.0317394,0.0187379,0.0181844,0,0,0.00650571,0,0.0224362,0.000794468,0.0368611,0.0182375,0.0211059,0.00981305,0.0145535,0.00567028,0.015137,0.0107117,0.0220101,0.00483942,0.0049758,0.00542671,0.0223772,0.0275876,0.00646511,0.00679562,0.00957831,0.0122071,0.0243743,0,0,0.035304,0,0.00413394,0.0270125,0.0623433,0.0322665,0.0101269,0.00391609,0.0589895,0.00754403,0.0503119,0.0114656,0.00783898,0.00706698,0.00487347,0.010828,0.0179949,0.0167302,0.0424273,0.025957,0.0237607,0.0179975,0,0,0,0.0229398,0.0131451,0,0
33,0,0,0,0,0,0,0.017801,0.0216529,0,0,0,0.0293629,0.0187237,0.0177632,0,0,0.00695953,0,0.0224834,0.000952251,0.0377268,0.0186117,0.0208714,0.0113332,0.0149634,0.00576131,0.015675,0.010962,0.0222081,0.00448112,0.00484425,0.00548713,0.0225722,0.0245486,0.00674555,0.00681838,0.00963005,0.0123427,0.0247722,0,0,0.0351668,0,0.00413092,0.0267657,0.0630676,0.0323082,0.00985412,0.00392219,0.0593219,0.00751073,0.0507014,0.0111322,0.00799569,0.00721973,0.00469417,0.0109201,0.0181796,0.0172056,0.0424007,0.0257076,0.0239828,0.0183575,0,0,0,0.023131,0.0141666,0,0
34,0,0,0,0,0,0,0.0180352,0.0217988,0,0,0,0.0268621,0.018655,0.0171573,0,0,0.00754377,0,0.0225341,0.00120469,0.0387867,0.018665,0.0205121,0.0124633,0.0152447,0.00575136,0.0157277,0.0108493,0.0221838,0.00404992,0.00472015,0.00564346,0.0228347,0.0216588,0.00686383,0.0068574,0.00970524,0.0125925,0.0250554,0,0,0.0349781,0,0.00412699,0.0264649,0.0636813,0.0324617,0.00929113,0.00392808,0.0595232,0.00731132,0.0509837,0.0107023,0.00792605,0.00744228,0.00449244,0.0110755,0.0184024,0.0180631,0.0423058,0.0253759,0.0241682,0.0186122,0,0,0,0.0235348,0.014583,0,0
35,0,0,0,0,0,0,0.0179453,0.0219137,0,0,0,0.0244048,0.0185665,0.0164221,0,0,0.00826788,0,0.0224725,0.00150679,0.0398262,0.0181488,0.0200664,0.012844,0.0153373,0.00557736,0.0151767,0.0103338,0.0219049,0.00363853,0.00461081,0.00574768,0.0229291,0.0194295,0.00708723,0.00687405,0.00984089,0.0130674,0.025046,0,0,0.0346404,0,0.00412326,0.0262061,0.0642124,0.0326913,0.0083815,0.00393827,0.0593881,0.006937,0.0512688,0.0101811,0.0076222,0.00771851,0.0042607,0.0112913,0.0186936,0.0192031,0.0420525,0.0249682,0.0242447,0.0186267,0,0,0,0.0244943,0.014433,0,0
36,0,0,0,0,0,0,0.0192265,0.0242763,0,0,0,0.023059,0.0185866,0.015705,0,0,0.00877661,0,0.0225804,0.00157353,0.0408175,0.0168441,0.0194714,0.0119376,0.0153774,0.00548503,0.0136297,0.00950915,0.0216288,0.00298953,0.00413578,0.00548388,0.0224085,0.0185828,0.00732213,0.00690656,0.00984786,0.0135945,0.027684,0,0,0.0128297,0,0.022324,0.00985636,0.064781,0.0329387,0.00727608,0.00405405,0.0668476,0.00670507,0.0515584,0.00961022,0.00725484,0.0079486,0.00402051,0.0114545,0.0188365,0.0202123,0.0298429,0.00487901,0.0268179,0.0204181,0,0,0,0.0253416,0.0132707,0.0203112,0
37,0,0,0,0,0,0,0.0183798,0.0237965,0,0,0,0.0202721,0.0186197,0.0146066,0,0,0.00898037,0,0.0226739,0.00152799,0.0412998,0.0156963,0.0188784,0.0110566,0.0155836,0.00554795,0.012572,0.00813274,0.0209269,0.0026989,0.00405628,0.00522595,0.0223689,0.0161529,0.00745055,0.00697197,0.00979708,0.0142406,0.0266437,0,0,0.0126188,0,0.0223673,0.00964752,0.0654033,0.0331936,0.00641432,0.00402069,0.0647214,0.00677643,0.0518096,0.00903916,0.00684286,0.00808391,0.00384363,0.0116317,0.018812,0.0210416,0.0290335,0.00473365,0.0262141,0.0196782,0,0,0,0.0261301,0.0124098,0.0203128,0
38,0,0,0,0,0,0,0.0189093,0.0242141,0,0,0,0.0189183,0.0185879,0.0138458,0,0,0.00905088,0,0.0226684,0.00158,0.0416665,0.0142773,0.0183696,0.00916537,0.0156052,0.00533749,0.0107216,0.00642604,0.0203827,0.00234867,0.00349398,0.00510389,0.0217092,0.0152435,0.00736145,0.00696337,0.00941972,0.0148982,0.0274996,0,0,0.0130551,0,0.0222755,0.00988024,0.0659434,0.033493,0.00534487,0.00398011,0.0661235,0.00695169,0.0520672,0.00840715,0.00608362,0.0082719,0.00373058,0.0117007,0.0185592,0.0213869,0.029603,0.00479473,0.026762,0.0204388,0,0,0,0.026857,0.0109618,0.0202531,0
