Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,LHEE,RTHIA,IMUR_T,RHEE,LASI,IMUL_M,IMUR_M
185,0.053341,0.0308184,0,0,0,0.0259651,0,0.0379308,0,0,0.0199906,0,0,0.0551323,0.0384194,0.0383778,0.013063,0.0467959,0.02218,0.0347249,0.0368154,0.0301198,0.0315233,0.0285819,0.0361632,0.0195628,0.0244462,0.0295221,0.0530992,0.0177606,0.016022,0.0526413,0,0.024586,0.0559577,0.0371651,0,0,0.0115838,0,0,0.0152316,0.0584707,0.024351,0.0269967,0.0384488,0.0327805,0.0354593,0.0383621,0.0243027,0.0534509,0.0391403,0.0387716,0.0653458,0.00686175,0.0405476,0.0156208,0.00481776,0.0396321,0.070675,0,0,0,0,0,0,0,0,0,0,0.0494391,0,0.0396371,0.0493324,0,0
186,0.053459,0.0308407,0,0,0,0.0254565,0,0.0375661,0,0,0.0198613,0,0,0.0552633,0.0379232,0.0391741,0.0134155,0.04754,0.0225388,0.0346908,0.0368766,0.0299694,0.0311493,0.0284936,0.0360192,0.0196714,0.0243907,0.0297656,0.052652,0.0175816,0.0165865,0.0521508,0,0.0232294,0.0546406,0.0372772,0,0,0.0116059,0,0,0.0150424,0.0584616,0.0244192,0.0289754,0.0396781,0.0329902,0.0349074,0.0383133,0.0239029,0.0528946,0.0386403,0.0386178,0.0656518,0.0109952,0.0403235,0.0153078,0.00487637,0.0397279,0.0708414,0,0,0,0,0,0,0,0,0,0,0.0492242,0,0.0376484,0.0495515,0,0
187,0.0535769,0.0308216,0,0,0,0.0251927,0,0.0375824,0,0,0.0197305,0,0,0.0554086,0.0372891,0.0396348,0.0136591,0.0481347,0.0226671,0.0346641,0.0369813,0.0295959,0.0305497,0.0284018,0.0358734,0.019649,0.024481,0.0300371,0.0523141,0.0181202,0.0167775,0.050793,0,0.0216214,0.0533428,0.0374021,0,0,0.0119104,0,0,0.0147923,0.0585385,0.0244352,0.0309407,0.0408732,0.0331273,0.034566,0.0386494,0.0237618,0.0522392,0.0381307,0.0382984,0.0656413,0.0163813,0.0400585,0.0150762,0.00474351,0.0397474,0.0710644,0,0,0,0,0,0,0,0,0,0,0.0486893,0,0.0355,0.049978,0,0
188,0.0536747,0.0307847,0,0,0,0.0251126,0,0.0380162,0,0,0.0196844,0,0,0.055498,0.036687,0.0400271,0.0136052,0.048388,0.022918,0.0346326,0.0371289,0.0278615,0.0302784,0.0280765,0.0355593,0.0192977,0.0245461,0.030271,0.0521771,0.0183088,0.0171437,0.0489722,0,0.0198864,0.0518917,0.0374616,0,0,0.0121344,0,0,0.0147426,0.0586232,0.0245369,0.0327041,0.0419922,0.0331556,0.0344298,0.0391102,0.0237309,0.0515444,0.0375844,0.0376795,0.06538,0.0226873,0.0399576,0.0149366,0.00466477,0.0396664,0.0712514,0,0,0,0,0,0,0,0,0,0,0.0481875,0,0.0336495,0.0504639,0,0
189,0.0537408,0.0307968,0,0,0,0.02514,0,0.0386398,0,0,0.0196594,0,0,0.0555746,0.0360729,0.0401655,0.0134934,0.048261,0.023216,0.0345599,0.0370982,0.0272978,0.0306669,0.0277704,0.0351774,0.019027,0.024699,0.0306261,0.0520164,0.0182777,0.0175784,0.0479794,0,0.0183253,0.050208,0.0375514,0,0,0.0124384,0,0,0.0145939,0.0586971,0.0247615,0.034012,0.043156,0.0332281,0.0343865,0.0394211,0.0237445,0.0511793,0.0370578,0.0372065,0.0653355,0.0297361,0.0398345,0.0148381,0.00444506,0.0394277,0.0714607,0,0,0,0,0,0,0,0,0,0,0.0482646,0,0.0334832,0.0506386,0,0
190,0.0538517,0.0308513,0,0,0,0.0251595,0,0.0392412,0,0,0.0196331,0,0,0.055646,0.0355116,0.0400439,0.0131439,0.0480298,0.0233443,0.0344033,0.0367956,0.0277901,0.0310603,0.0276919,0.0348072,0.0189012,0.0249274,0.0309587,0.0519273,0.0183246,0.0178878,0.0478191,0,0.0172511,0.0485698,0.0376583,0,0,0.0124204,0,0,0.0146292,0.0587663,0.0251716,0.0348336,0.044232,0.0333491,0.0339593,0.0397594,0.0238772,0.0513171,0.0367981,0.0371631,0.0656702,0.0368185,0.0396501,0.0147018,0.00453304,0.0389929,0.0717203,0,0,0,0,0,0,0,0,0,0,0.0488027,0,0.0353208,0.0506211,0,0
191,0.0539076,0.0309688,0,0,0,0.0250909,0,0.0397368,0,0,0.0196682,0,0,0.0556638,0.0350857,0.039905,0.0128817,0.0479064,0.0233286,0.0342562,0.0363959,0.02817,0.0311368,0.0276559,0.0347193,0.0187143,0.0250325,0.0310568,0.0518795,0.0183505,0.017989,0.0472941,0,0.0168895,0.0471088,0.0377399,0,0,0.0122996,0,0,0.0147102,0.0588587,0.025565,0.0357829,0.045005,0.0334852,0.0333862,0.0404676,0.0236777,0.0516368,0.0370316,0.0375174,0.0662969,0.0421421,0.0394481,0.0145378,0.00457573,0.0385015,0.0719101,0,0,0,0,0,0,0,0,0,0,0.048614,0,0.0377611,0.0507662,0,0
192,0.0533904,0.0310513,0,0,0,0.0249232,0,0.0400893,0,0,0.0198811,0,0,0.0551133,0.0349535,0.0394174,0.0124901,0.0469447,0.0223799,0.0342386,0.0363819,0.0285468,0.030785,0.0272724,0.0343095,0.0183362,0.0249504,0.0312747,0.05252,0.0178153,0.0171004,0.0456518,0,0.0162633,0.0483483,0.0380653,0,0,0.0121437,0,0,0.0148095,0.0590129,0.0282976,0.0356079,0.0452972,0.0337481,0.0329729,0,0.0230933,0.0515359,0.0355453,0.0375396,0.0674714,0.0442117,0.0395408,0.0146458,0.0046047,0.0383766,0.0712123,0,0,0,0,0,0,0,0,0,0,0.0515597,0,0.0393655,0.0515815,0,0
193,0.0538925,0.031079,0,0,0,0.0250854,0,0.0399852,0,0,0.0199115,0,0,0.0555159,0.0345058,0.0397042,0.0130844,0.0475479,0.0229442,0.0343347,0.0361485,0.0282261,0.0308493,0.0276205,0.034598,0.018644,0.0249635,0.0310408,0.0519657,0.0181285,0.0176726,0.0457257,0,0.0169312,0.0447328,0.0378509,0,0,0.0120605,0,0,0.0148941,0.058801,0.0262909,0.038294,0.0446631,0.0337107,0.0324897,0.0404371,0.0227018,0.0524942,0.0375852,0.0386221,0.0682616,0.0483786,0.0394519,0.0148217,0.00474852,0.037706,0.0723116,0,0,0,0,0,0,0,0,0,0,0.047695,0,0.0424733,0.0511435,0,0
194,0.0539211,0.0309972,0,0,0,0.0252409,0,0.039884,0,0,0.0201134,0,0,0.0552759,0.0342417,0.0398232,0.0133257,0.047091,0.0226883,0.0342912,0.036063,0.0280999,0.0305163,0.0277681,0.0344848,0.0188801,0.0249338,0.0309611,0.052037,0.0176813,0.0175552,0.0456146,0,0.0169638,0.0440154,0.0379763,0,0,0.0119333,0,0,0.0150059,0.0585873,0.0266477,0.0393277,0.0443004,0.0337294,0.031887,0.0400948,0.0225643,0.0532659,0.0382649,0.0396446,0.069712,0.0518012,0.0396259,0.0150267,0.00491132,0.0374657,0.0724828,0,0,0,0,0,0,0,0,0,0,0.0474383,0,0.0444876,0.0514421,0,0
195,0.0539792,0.030839,0,0,0,0.0255657,0,0.0398657,0,0,0.020291,0,0,0.0549922,0.0338423,0.0400636,0.0135494,0.0465698,0.0226945,0.0341142,0.035968,0.0280301,0.0300604,0.0278446,0.0343117,0.0190724,0.0250083,0.0307332,0.0522281,0.0169037,0.0175264,0.0465452,0,0.0155068,0.0433607,0.0381339,0,0,0.0118185,0,0,0.0151187,0.0581884,0.0267464,0.040146,0.0440195,0.0336908,0.0311574,0.0400067,0.0224585,0.0540902,0.0396138,0.0408576,0.0706366,0.0569425,0.0398044,0.0152297,0.00503414,0.037293,0.0726864,0,0,0,0,0,0,0,0,0,0,0.0479401,0,0.0449083,0.0519593,0,0
196,0.054067,0.0305709,0,0,0,0.0260458,0,0.0399184,0,0,0.0204643,0,0,0.0548979,0.0336182,0.0401179,0.0135976,0.046141,0.0221095,0.034025,0.0357457,0.0280021,0.0298568,0.0278902,0.0342065,0.0192558,0.0251507,0.030296,0.0524964,0.0172234,0.0168307,0.0460927,0,0.0169279,0.0429363,0.0382487,0,0,0.0118202,0,0,0.015069,0.0578572,0.0271412,0.0409437,0.0438172,0.0336427,0.0302612,0.0399258,0.0221821,0.0549682,0.0397354,0.0417262,0.072506,0.0582156,0.0399562,0.0155211,0.00492402,0.0371721,0.072782,0,0,0,0,0,0,0,0,0,0,0.0467176,0,0.0475524,0.0521965,0,0
197,0.0541775,0.030288,0,0,0,0.0265836,0,0.0399257,0,0,0.0206218,0,0,0.0548368,0.0331914,0.0401382,0.0134547,0.0453859,0.0217812,0.0339863,0.0353751,0.0281893,0.0297042,0.0279429,0.0341459,0.0193395,0.0252958,0.0296614,0.052604,0.0172787,0.0163767,0.0469382,0,0.01551,0.0424024,0.0383166,0,0,0.0117883,0,0,0.0151181,0.0572721,0.0273671,0.0413459,0.0437756,0.0335814,0.0299868,0.0399961,0.0219201,0.0555308,0.0403861,0.0423035,0.0729341,0.0620957,0.0400864,0.0158973,0.0049336,0.0371284,0.0729197,0,0,0,0,0,0,0,0,0,0,0.046865,0,0.0475232,0.0526686,0,0
198,0.0542889,0.0300375,0,0,0,0.0270639,0,0.0400981,0,0,0.0207623,0,0,0.0547163,0.0328541,0.0400868,0.0133271,0.0447267,0.0215122,0.0341436,0.034827,0.0284441,0.0293573,0.0281217,0.0341975,0.019413,0.0253906,0.0288485,0.0526385,0.0172565,0.0160609,0.0468655,0,0.0156046,0.0421417,0.0383132,0,0,0.0117086,0,0,0.0151323,0.0568218,0.0277477,0.0413956,0.0439476,0.0335101,0.0301297,0.0394512,0.0218671,0.055856,0.0402045,0.0425939,0.0734404,0.0634298,0.0402256,0.0162387,0.00501646,0.0372391,0.072961,0,0,0,0,0,0,0,0,0,0,0.0467812,0,0.0484519,0.0529819,0,0
199,0.0543873,0.0297789,0,0,0,0.0277793,0,0.0402232,0,0,0.0208421,0,0,0.0546879,0.0326561,0.0400457,0.0132287,0.0442243,0.0212814,0.0339971,0.0343282,0.0285183,0.029133,0.0282189,0.0341871,0.0194652,0.0255301,0.0277324,0.0527384,0.0172337,0.0158784,0.0468876,0,0.0156031,0.0420186,0.038302,0,0,0.0116234,0,0,0.0151638,0.0564602,0.0280472,0.0413041,0.0441598,0.0334735,0.030539,0.0392793,0.0219902,0.0559416,0.0401587,0.0426977,0.073718,0.0642542,0.0403031,0.0163798,0.00509609,0.0374107,0.072923,0,0,0,0,0,0,0,0,0,0,0.0469128,0,0.0490766,0.0531706,0,0
200,0.0543847,0.0295017,0,0,0,0.0284332,0,0.0404031,0,0,0.0208105,0,0,0.0546815,0.0324966,0.0399393,0.0132584,0.0439102,0.0211104,0.0336231,0.0338551,0.0283722,0.0290004,0.0282626,0.0340484,0.01956,0.0256158,0.026898,0.0529141,0.0172622,0.0158295,0.0468879,0,0.0155973,0.0420669,0.0382993,0,0,0.0116911,0,0,0.0152513,0.0562126,0.028327,0.0410217,0.0446482,0.0334996,0.0312072,0.0392678,0.0223014,0.0563719,0.0402475,0.0427369,0.0741844,0.0645967,0.0402918,0.0164156,0.00513863,0.0375739,0.0728237,0,0,0,0,0,0,0,0,0,0,0.0470996,0,0.0495481,0.0533914,0,0
201,0.0543275,0.0293525,0,0,0,0.029095,0,0.0405804,0,0,0.0207245,0,0,0.0545947,0.0323382,0.0398999,0.0132806,0.0437299,0.0209719,0.0332661,0.0334666,0.0282783,0.0289123,0.028254,0.0338584,0.0197525,0.0257084,0.0261657,0.0529834,0.0172273,0.0158541,0.0468913,0,0.0156353,0.0422111,0.0382986,0,0,0.0117707,0,0,0.0152195,0.0560189,0.0288646,0.0404272,0.0451496,0.0335802,0.0319015,0.0392709,0.0227726,0.0569042,0.0405509,0.0430459,0.0747304,0.0645186,0.0401866,0.0164391,0.00506953,0.0377152,0.072675,0,0,0,0,0,0,0,0,0,0,0.0474503,0,0.0500361,0.0535761,0,0
202,0.0542423,0.0292981,0,0,0,0.0297552,0,0.0407127,0,0,0.0206329,0,0,0.0544924,0.0321585,0.0399759,0.0132676,0.0435238,0.0208768,0.033422,0.0331744,0.0285135,0.0287808,0.0283002,0.0336317,0.0199865,0.0257604,0.0254832,0.05287,0.0171074,0.0159,0.0469668,0,0.0158364,0.0423633,0.0382756,0,0,0.0117662,0,0,0.0151223,0.0558511,0.0293659,0.0395752,0.0457886,0.0337639,0.0328005,0.0392992,0.0233731,0.0574602,0.0409771,0.0436321,0.0751944,0.064253,0.0401305,0.0163672,0.00501516,0.0378208,0.0724426,0,0,0,0,0,0,0,0,0,0,0.0479531,0,0.0506725,0.0539881,0,0
203,0.0541387,0.0292819,0,0,0,0.0304068,0,0.0407976,0,0,0.0206015,0,0,0.054525,0.0320224,0.0400722,0.0132318,0.0435404,0.0206989,0.0336807,0.0328728,0.0284507,0.0285767,0.0284063,0.0333369,0.0202397,0.0257413,0.0246334,0.0527165,0.0169838,0.0160365,0.0470201,0,0.0163344,0.0425657,0.038245,0,0,0.0117889,0,0,0.0151373,0.0557177,0.0297196,0.0385531,0.0464577,0.0339312,0.0334374,0.0393448,0.0241049,0.0580863,0.0413843,0.0443558,0.0755628,0.0641592,0.0400607,0.0162093,0.00502387,0.0378922,0.0721634,0,0,0,0,0,0,0,0,0,0,0.048535,0,0.0514587,0.0543907,0,0
204,0.0540344,0.0293369,0,0,0,0.030894,0,0.0410451,0,0,0.0206363,0,0,0.0543653,0.03199,0.0400976,0.0132713,0.0436649,0.0211705,0.0338173,0.0323791,0.0285598,0.0283416,0.0284945,0.0330888,0.0204067,0.0258096,0.0239003,0.0526477,0.0157821,0.0167787,0.0468335,0,0.0172308,0.0427998,0.0382166,0,0,0.0114965,0,0,0.0154891,0.0555966,0.0300153,0.0374102,0.0469214,0.0340347,0.0338813,0.0393633,0.0248996,0.0587004,0.0416516,0.0451041,0.075906,0.0638305,0.0400177,0.0159788,0.00538375,0.0379333,0.0719529,0,0,0,0,0,0,0,0,0,0,0.0491354,0,0.0523509,0.054784,0,0
205,0.0538995,0.0293393,0,0,0,0.0314146,0,0.0413059,0,0,0.0205867,0,0,0.0543611,0.032002,0.0400034,0.0132624,0.0435174,0.020621,0.0337943,0.0322374,0.0288971,0.0282037,0.0284935,0.0329306,0.0204863,0.0259202,0.0233246,0.0528694,0.0161563,0.0166063,0.0471514,0,0.0174427,0.04312,0.0382498,0,0,0.0115029,0,0,0.0154411,0.055367,0.0302665,0.0360323,0.0474888,0.0343101,0.0345294,0.0394218,0.0256957,0.0591677,0.041982,0.0456364,0.0760348,0.063848,0.0399393,0.0157568,0.00533188,0.0377822,0.0718112,0,0,0,0,0,0,0,0,0,0,0.050117,0,0.052975,0.0552407,0,0
206,0.053766,0.0293588,0,0,0,0.0318644,0,0.0414896,0,0,0.0206048,0,0,0.0542473,0.0320518,0.0398831,0.0132945,0.0434436,0.0202234,0.0335515,0.0319436,0.029114,0.0281017,0.028388,0.0327094,0.0204994,0.0259292,0.0226893,0.0529758,0.0162189,0.0164595,0.0475478,0,0.0174289,0.0435032,0.0383523,0,0,0.011482,0,0,0.0154136,0.0551097,0.0305048,0.0345274,0.0479424,0.0346413,0.0354392,0.0396335,0.0265137,0.0594816,0.042338,0.0459358,0.0758988,0.063355,0.0398234,0.0158076,0.00536009,0.0375593,0.0716321,0,0,0,0,0,0,0,0,0,0,0.0513813,0,0.0533006,0.0558501,0,0
207,0.0535734,0.0294235,0,0,0,0.0323692,0,0.041473,0,0,0.0206399,0,0,0.0541704,0.0320841,0.0397361,0.0133907,0.0435933,0.0199303,0.0330363,0.031508,0.0291591,0.027982,0.0283245,0.0325383,0.0204604,0.0259326,0.0219613,0.052982,0.0162,0.0163752,0.0476248,0,0.0176973,0.0437757,0.0385159,0,0,0.0113432,0,0,0.0154672,0.0548366,0.0307977,0.0328796,0.0482611,0.0348952,0.036004,0.0399335,0.0272549,0.0597772,0.0426271,0.0462254,0.0755791,0.062384,0.0395613,0.0158108,0.0054087,0.0372961,0.0714453,0,0,0,0,0,0,0,0,0,0,0.0527898,0,0.0535636,0.0565025,0,0
208,0.0533804,0.0294965,0,0,0,0.0327852,0,0.0413984,0,0,0.0207015,0,0,0.0541639,0.0321189,0.0395993,0.0134931,0.0435595,0.0196704,0.0328323,0.0312763,0.0291748,0.0277002,0.0282698,0.0323015,0.0204268,0.0259034,0.0214744,0.0529405,0.0161875,0.0163577,0.047553,0,0.0179479,0.0442218,0.0385965,0,0,0.0111308,0,0,0.0155707,0.0545646,0.0311982,0.0309351,0.0484019,0.0350394,0.0358026,0.0403688,0.0279932,0.0602698,0.0430161,0.0466276,0.0752947,0.0614948,0.0392366,0.0157382,0.00544844,0.0369887,0.071229,0,0,0,0,0,0,0,0,0,0,0.0542536,0,0.0536164,0.0569815,0,0
209,0.0533478,0.029432,0,0,0,0.0331447,0,0.0413807,0,0,0.020741,0,0,0.0541186,0.0321586,0.0393426,0.0134936,0.04338,0.0193887,0.0327334,0.0313004,0.0292911,0.0272933,0.0282144,0.0321074,0.0204513,0.0258831,0.0210617,0.0529696,0.0161162,0.0162977,0.0476473,0,0.0182392,0.0448334,0.0386539,0,0,0.0111502,0,0,0.0154405,0.0542966,0.03152,0.0290988,0.0485284,0.0351889,0.0361711,0.0408327,0.0296295,0.0609051,0.0436537,0.0471847,0.0753871,0.0607067,0.0393171,0.0156881,0.00556314,0.0364872,0.0710292,0,0,0,0,0,0,0,0,0,0,0.0556114,0,0.0538022,0.0573412,0,0
210,0.0533093,0.0293629,0,0,0,0.0334742,0,0.0414684,0,0,0.0207929,0,0,0.0539517,0.0322538,0.0391227,0.0135085,0.0427623,0.0191022,0.0325624,0.0312424,0.0293326,0.0267064,0.0281158,0.0319488,0.0204654,0.0258849,0.0206492,0.05294,0.0160105,0.0162267,0.0478115,0,0.0184338,0.0457111,0.0388093,0,0,0.0110663,0,0,0.0152911,0.0541081,0.0318671,0.0273396,0.0486084,0.035276,0.0369373,0.0417184,0.0310995,0.0617269,0.0445154,0.0480108,0.0758043,0.059798,0.039445,0.0156323,0.00559925,0.0359713,0.0708932,0,0,0,0,0,0,0,0,0,0,0.0569351,0,0.054051,0.0577024,0,0
211,0.0532487,0.0292925,0,0,0,0.0337581,0,0.041532,0,0,0.0208722,0,0,0.0539331,0.0323763,0.0390295,0.0135543,0.0422581,0.0188196,0.0323002,0.031054,0.0294023,0.0265377,0.0280158,0.0317553,0.0204483,0.0259698,0.0202583,0.0529543,0.015904,0.0160925,0.0479011,0,0.0185859,0.0465448,0.0391576,0,0,0.0109175,0,0,0.0153286,0.0539254,0.0321637,0.0256684,0.0486037,0.0353,0.0378452,0.042394,0.0323374,0.0625693,0.0454439,0.0488436,0.0762911,0.0585443,0.0394429,0.0156508,0.00561078,0.0355625,0.0707818,0,0,0,0,0,0,0,0,0,0,0.0583164,0,0.0537769,0.0579479,0,0
212,0.0532243,0.0291793,0,0,0,0.0339741,0,0.0415679,0,0,0.0209728,0,0,0.0539218,0.0325264,0.0389967,0.0136674,0.0417225,0.0185607,0.0321101,0.0307994,0.0294112,0.0265637,0.0279101,0.0315784,0.0204134,0.0258608,0.0197817,0.0530953,0.0157908,0.015895,0.0477308,0,0.0186731,0.0474153,0.0394291,0,0,0.0107723,0,0,0.0155438,0.0537532,0.0324588,0.0239606,0.0485647,0.0352511,0.0387841,0.0428097,0.0335476,0.0632372,0.0463732,0.0495699,0.0766196,0.0568637,0.0393436,0.0157901,0.00564308,0.0354135,0.0707104,0,0,0,0,0,0,0,0,0,0,0.0596673,0,0.0531983,0.0581932,0,0
213,0.0531989,0.0290787,0,0,0,0.0341338,0,0.0416462,0,0,0.0210314,0,0,0.0536796,0.0326818,0.0389075,0.0137638,0.0409336,0.0188842,0.0320366,0.0305244,0.0295624,0.0266345,0.027884,0.0314571,0.0203105,0.0257371,0.0192732,0.0531904,0.0148927,0.0162565,0.0471814,0,0.0185799,0.0484215,0.0396127,0,0,0.0105319,0,0,0.0158158,0.0535721,0.0327489,0.0222671,0.0484116,0.0351067,0.0397124,0.0431502,0.0347268,0.0636819,0.0470529,0.050139,0.0765802,0.0547194,0.0393115,0.0158597,0.00581228,0.0353665,0.0706775,0,0,0,0,0,0,0,0,0,0,0.0609315,0,0.0523731,0.0585182,0,0
214,0.0532347,0.0288842,0,0,0,0.0345281,0,0.0415459,0,0,0.021049,0,0,0.0536135,0.0327568,0.038697,0.0137378,0.04059,0.0184407,0.0319826,0.030333,0.0296878,0.0266916,0.0278869,0.0313699,0.0202346,0.0257075,0.0186713,0.0532386,0.0152152,0.015972,0.0466266,0,0.0184871,0.0490403,0.0396994,0,0,0.0104601,0,0,0.0158874,0.0533815,0.0329263,0.0208846,0.0482301,0.0349361,0.0407529,0.0436199,0.0359754,0.0641123,0.0474049,0.0504482,0.0763625,0.0520125,0.0394099,0.0160346,0.00574231,0.0352073,0.0707087,0,0,0,0,0,0,0,0,0,0,0.0621124,0,0.0517009,0.0586832,0,0
215,0.0532618,0.028713,0,0,0,0.0350195,0,0.0415613,0,0,0.0211312,0,0,0.0535948,0.0328752,0.0383926,0.0138241,0.0405941,0.0181404,0.0319151,0.030094,0.0297847,0.0268291,0.0278068,0.0312743,0.020199,0.0256757,0.018156,0.0532974,0.0152981,0.0157846,0.0460437,0,0.0182431,0.0498148,0.039759,0,0,0.01041,0,0,0.0158843,0.0532557,0.0331502,0.0194465,0.0480408,0.0348062,0.0418219,0.0438913,0.0372285,0.0642633,0.047461,0.0505942,0.0761621,0.0481973,0.0394839,0.0161794,0.00568025,0.0350717,0.0707452,0,0,0,0,0,0,0,0,0,0,0.0632475,0,0.0509529,0.058682,0,0
216,0.0532976,0.0285714,0,0,0,0.0355942,0,0.0416827,0,0,0.0211463,0,0,0.0535391,0.0330771,0.0380417,0.0139927,0.0405488,0.0179428,0.031863,0.0298253,0.0297202,0.0270203,0.027811,0.0312452,0.0202512,0.0256872,0.0176695,0.0533589,0.0153152,0.015663,0.0452771,0,0.0184795,0.0506423,0.0398215,0,0,0.0103769,0,0,0.0159221,0.0530996,0.0333416,0.0181928,0.0478818,0.0346712,0.0430173,0.0439856,0.0385317,0.0644226,0.0472792,0.05056,0.0756368,0.0436135,0.0395169,0.0163254,0.00563506,0.0348858,0.0707971,0,0,0,0,0,0,0,0,0,0,0.0642097,0,0.0502949,0.0586851,0,0
217,0.053365,0.0284502,0,0,0,0.0361877,0,0.0419742,0,0,0.0210827,0,0,0.0534892,0.0333718,0.0377032,0.0141611,0.0404101,0.0177991,0.0318087,0.0295403,0.0295965,0.0273375,0.0279616,0.0312581,0.020293,0.0257407,0.0171325,0.0533772,0.0153442,0.0156437,0.0447903,0,0.0191715,0.051463,0.039879,0,0,0.0103756,0,0,0.0159003,0.0528836,0.0335113,0.0171908,0.0475634,0.0345047,0.0440452,0.0441521,0.0393287,0.0642055,0.0468914,0.0504228,0.0748952,0.0385897,0.0395743,0.0164787,0.00555764,0.0346499,0.0708788,0,0,0,0,0,0,0,0,0,0,0.0647686,0,0.0497248,0.0586868,0,0
218,0.0534405,0.0283532,0,0,0,0.036743,0,0.0422073,0,0,0.0210062,0,0,0.0535118,0.0337685,0.0374021,0.014353,0.040233,0.0177045,0.0318268,0.0292522,0.0295322,0.0278495,0.0281307,0.0312737,0.0203723,0.0258617,0.0166666,0.053466,0.0153691,0.0156637,0.0451826,0,0.0199756,0.0521658,0.0398774,0,0,0.0103657,0,0,0.015914,0.0526054,0.0336622,0.0163831,0.0471759,0.0342795,0.0449544,0.0440573,0.0399209,0.0637177,0.04633,0.0502858,0.0740591,0.0333346,0.03965,0.0166226,0.00549593,0.0344132,0.0709405,0,0,0,0,0,0,0,0,0,0,0.0649342,0,0.0490846,0.0584618,0,0
219,0.0535068,0.0282609,0,0,0,0.0373115,0,0.0424075,0,0,0.0209578,0,0,0.0535795,0.0341545,0.0370719,0.014598,0.0402576,0.0177087,0.0319963,0.0288874,0.0295496,0.0286024,0.0282092,0.0313149,0.0204367,0.0259931,0.0161722,0.0535918,0.0154314,0.0156942,0.0464128,0,0.0207892,0.0528161,0.0397637,0,0,0.0103672,0,0,0.0159402,0.0522573,0.0337613,0.0161148,0.0468734,0.0340039,0.0456564,0.0436646,0.0411892,0.0633136,0.0457848,0.0501705,0.073225,0.0282219,0.0397556,0.0167486,0.0054154,0.0342272,0.0710175,0,0,0,0,0,0,0,0,0,0,0.0646111,0,0.0483612,0.058057,0,0
220,0.0535298,0.0282,0,0,0,0.0380619,0,0.0425082,0,0,0.0209118,0,0,0.0535202,0.0346041,0.0366946,0.014826,0.0403927,0.017755,0.0323008,0.0284485,0.0295678,0.0291982,0.0283905,0.0313898,0.0205141,0.0259313,0.0156074,0.0536046,0.0154402,0.0157986,0.0477755,0,0.0215207,0.0537397,0.0396258,0,0,0.0103758,0,0,0.0160123,0.051813,0.0340441,0.0163592,0.0465753,0.0337707,0.0461769,0.0431845,0.042211,0.0630927,0.0453805,0.0501199,0.0728086,0.0237383,0.0397858,0.0168724,0.00533923,0.0341166,0.0710071,0,0,0,0,0,0,0,0,0,0,0.0636501,0,0.0473422,0.0576016,0,0
221,0.0535637,0.0281903,0,0,0,0.0391318,0,0.0425467,0,0,0.020865,0,0,0.0533886,0.0352223,0.036275,0.0150206,0.0400346,0.0180866,0.0326408,0.0279437,0.0295417,0.0298093,0.0285289,0.0316119,0.0206208,0.0259736,0.0148856,0.0535159,0.01495,0.0161282,0.049286,0,0.0221578,0.0549669,0.0395624,0,0,0.0103617,0,0,0.0161721,0.0512861,0.0345576,0.0170389,0.0461337,0.0335299,0.0464139,0.0427335,0.0435406,0.0631098,0.0452544,0.0503075,0.0727653,0.0204407,0.0398645,0.0169669,0.00541515,0.034051,0.0709162,0,0,0,0,0,0,0,0,0,0,0.0620018,0,0.0462332,0.0569561,0,0
222,0.0536094,0.0281801,0,0,0,0.0398969,0,0.0427625,0,0,0.0208911,0,0,0.0533583,0.0357521,0.0360676,0.0152691,0.039823,0.0183027,0.0329622,0.0275365,0.0293814,0.0303315,0.0287141,0.0318685,0.0208501,0.0261171,0.014463,0.0535186,0.0146179,0.0163527,0.051457,0,0.022973,0.0557784,0.0394994,0,0,0.0103244,0,0,0.0163581,0.0508363,0.0351591,0.0180588,0.0457961,0.0331804,0.046497,0.0422944,0.0442898,0.0634542,0.0453783,0.0507199,0.0731013,0.0186853,0.0399735,0.0171029,0.00548442,0.0340027,0.07078,0,0,0,0,0,0,0,0,0,0,0.0599933,0,0.0450895,0.0563056,0,0
223,0.0536412,0.0281603,0,0,0,0.0410579,0,0.0429484,0,0,0.0209102,0,0,0.0534737,0.036635,0.035382,0.015502,0.039527,0.0178726,0.033268,0.0270807,0.029443,0.0312055,0.0289143,0.032005,0.0209385,0.0261844,0.014075,0.0536536,0.0151976,0.0160198,0.0514929,0,0.0232543,0.057581,0.0394297,0,0,0.0106809,0,0,0.0160977,0.0503198,0.0363841,0.0185651,0.04522,0.033122,0.0466951,0.0425854,0.0448087,0.0633053,0.0454211,0.0511274,0.0738315,0.0174874,0.0399893,0.0172224,0.00503607,0.0340099,0.0706684,0,0,0,0,0,0,0,0,0,0,0.0571602,0,0.0445217,0.0557381,0,0
