Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,LHEE,RTHIA,IMUR_T,RHEE,LASI,IMUL_M,IMUR_M
68,0.0536042,0.031416,0,0,0,0.0466761,0,0.0138235,0,0,0.0203761,0,0,0.0546159,0.0460061,0.0334563,0.0167704,0.0436165,0.0207813,0.0410763,0.0478464,0.0249652,0.039532,0.0311812,0.0341282,0.0296426,0.0458171,0.0381159,0.0536505,0.017512,0.0155376,0.0598852,0,0.015184,0.0434995,0.0396316,0,0,0.0113358,0,0,0.015131,0.0553204,0.033826,0.0434292,0.0487009,0.0360059,0.0292211,0,0.0206025,0.051797,0.03786,0.0380212,0.0693019,0,0.0390186,0.0142008,0.00493107,0.0428355,0.0729958,0,0,0,0,0,0,0,0,0,0.114263,0.0471571,0,0.0445238,0.0483494,0,0
69,0.053699,0.0310598,0,0,0,0.0234945,0,0.040712,0,0,0.0202468,0,0,0.0544378,0.0372888,0.0366356,0.0127527,0.0437562,0.0211778,0.0354956,0.0368119,0.0279589,0.0308499,0.0258406,0.0329155,0.0173965,0.0246642,0.0367599,0.0537452,0.0168682,0.0159206,0.0594504,0,0.0152146,0.045416,0.0387759,0,0,0.0108324,0,0,0.0156933,0.0549671,0.0336554,0.0425332,0.0479323,0.0345423,0.029402,0,0.0211978,0.0516637,0.0377454,0.0380522,0.0691436,0,0.0399125,0.0148842,0.00543568,0.0438591,0.0720337,0,0,0,0,0,0,0,0,0,0,0.0483188,0,0.0445564,0.0512567,0,0
70,0.0536755,0.0308847,0,0,0,0.0239585,0,0.0407622,0,0,0.0202113,0,0,0.0544105,0.0372146,0.0367014,0.0128247,0.043594,0.0210437,0.0353504,0.0364161,0.0280341,0.0306677,0.0258576,0.0330223,0.0173658,0.0248056,0.0360184,0.0538126,0.0170428,0.0158964,0.0592291,0,0.0156216,0.0456955,0.0387346,0,0,0.0110249,0,0,0.0156596,0.0546619,0.0341648,0.0415151,0.0485302,0.0345249,0.030019,0,0.0217954,0.0520038,0.0379319,0.0385086,0.0692883,0,0.0399893,0.0148916,0.0052991,0.0443348,0.0719695,0,0,0,0,0,0,0,0,0,0,0.0491624,0,0.0446515,0.0513208,0,0
71,0.0540599,0.0308364,0,0,0,0.0246824,0,0.0408327,0,0,0.0200708,0,0,0.0549019,0.0366315,0.0369469,0.0130389,0.0442087,0.0216169,0.0351988,0.0359154,0.0279509,0.0307823,0.0261228,0.0333426,0.0175221,0.0249565,0.035011,0.0532034,0.0176826,0.0166962,0.0596048,0,0.0167152,0.043985,0.0384795,0,0,0.0112981,0,0,0.0155995,0.0546752,0.0320455,0.0412179,0.0489032,0.0345567,0.0309151,0.0385205,0.0230649,0.0528958,0.0400069,0.0393777,0.0691779,0,0.0398786,0.0147342,0.00520536,0.0440824,0.0726848,0,0,0,0,0,0,0,0,0,0,0.0467311,0,0.045939,0.051308,0,0
72,0.0538461,0.0308686,0,0,0,0.0247812,0,0.0408019,0,0,0.0200347,0,0,0.0548573,0.035526,0.0376231,0.0130069,0.0440079,0.0213267,0.0342212,0.0363377,0.0280861,0.029964,0.0259369,0.0328771,0.0174189,0.0249393,0.0350194,0.0533375,0.0176956,0.0166766,0.0467298,0,0.0171923,0.0432642,0.0386305,0,0,0.0113238,0,0,0.0155395,0.0555861,0.032219,0.0370916,0.0498127,0.0349168,0.0322742,0.0385467,0.0230002,0.0571451,0.0409229,0.0442514,0.0746719,0.0667839,0.0397515,0.0145558,0.00519933,0.0438767,0.0724993,0,0,0,0,0,0,0,0,0,0,0.0484347,0,0.0520376,0.0525125,0,0
73,0.0538002,0.0309024,0,0,0,0.0252824,0,0.0410645,0,0,0.0199625,0,0,0.0549222,0.0352403,0.0375679,0.0130596,0.0437389,0.0212564,0.0338407,0.0362048,0.0282059,0.0297096,0.0260755,0.0324175,0.0175495,0.0249676,0.0344368,0.0533583,0.0177758,0.0167959,0.0470748,0,0.0172182,0.0438053,0.0385419,0,0,0.0113634,0,0,0.0154848,0.0554406,0.0326344,0.0354688,0.0503248,0.0350036,0.0331882,0.0389441,0.0237628,0.0577412,0.0414745,0.0449944,0.0745684,0.0662913,0.0398747,0.0145351,0.00517272,0.0434039,0.0722741,0,0,0,0,0,0,0,0,0,0,0.0495406,0,0.05259,0.0530471,0,0
74,0.0537452,0.0309442,0,0,0,0.0258239,0,0.0412062,0,0,0.0199473,0,0,0.0549117,0.0350113,0.0375008,0.0129931,0.0435014,0.0211499,0.0337053,0.0357898,0.0282853,0.0295275,0.0262884,0.0321942,0.0177418,0.0250877,0.0337767,0.0533347,0.0178101,0.0168217,0.0469156,0,0.0177396,0.0443497,0.0384985,0,0,0.0114395,0,0,0.0155007,0.0552849,0.0329792,0.0338419,0.0507353,0.0351191,0.0340355,0.039427,0.0246901,0.0582697,0.0418581,0.0456802,0.0745873,0.065377,0.0398199,0.0144944,0.00517462,0.0427598,0.0720747,0,0,0,0,0,0,0,0,0,0,0.0508292,0,0.0533747,0.0536384,0,0
75,0.0536464,0.030941,0,0,0,0.0263165,0,0.0412633,0,0,0.0200562,0,0,0.0548638,0.0347686,0.0373923,0.0128593,0.0432432,0.0209599,0.0334744,0.0352841,0.0283323,0.0294332,0.0264184,0.0320676,0.0179027,0.0252339,0.0331259,0.0532854,0.0178079,0.0167446,0.0469796,0,0.0176304,0.044947,0.0385073,0,0,0.0115098,0,0,0.0155359,0.0550499,0.0333164,0.0321252,0.0509094,0.0352457,0.0346374,0.039914,0.0258019,0.0586101,0.0423308,0.0459934,0.0742423,0.0648034,0.0396821,0.0144143,0.00520557,0.0420081,0.0719375,0,0,0,0,0,0,0,0,0,0,0.0525656,0,0.0535864,0.0542669,0,0
76,0.0535351,0.0309077,0,0,0,0.0268677,0,0.0411991,0,0,0.0201705,0,0,0.0547554,0.0345528,0.0372123,0.0130315,0.0428871,0.0207148,0.033296,0.0347193,0.0284625,0.0292823,0.0264441,0.0319804,0.0179999,0.0252688,0.0324051,0.0533235,0.0178023,0.0166796,0.0470178,0,0.0178367,0.0456143,0.0384627,0,0,0.011549,0,0,0.0155777,0.0548419,0.0336068,0.0303483,0.0509793,0.0352953,0.0349006,0.0404527,0.0270238,0.0590438,0.0427286,0.0458845,0.0739311,0.0638546,0.0396176,0.0143403,0.00523642,0.0412694,0.0717268,0,0,0,0,0,0,0,0,0,0,0.0541305,0,0.054093,0.0549565,0,0
77,0.0534315,0.0308637,0,0,0,0.0273718,0,0.0412826,0,0,0.0202701,0,0,0.0546431,0.0342376,0.0370784,0.0131848,0.0424873,0.0204899,0.03322,0.0343743,0.0285328,0.0291497,0.0265499,0.0320306,0.0181409,0.0253559,0.0318062,0.0534144,0.0177238,0.0166852,0.0472181,0,0.0181353,0.0462136,0.0384857,0,0,0.0115622,0,0,0.0155463,0.0547175,0.0338689,0.0285578,0.0511764,0.0353852,0.0360136,0.0409071,0.0282243,0.0594635,0.0430586,0.0460094,0.0738783,0.0636459,0.0396273,0.0141796,0.00522057,0.0406601,0.0713914,0,0,0,0,0,0,0,0,0,0,0.0556175,0,0.0541563,0.05581,0,0
78,0.0533306,0.0308195,0,0,0,0.0276068,0,0.0417533,0,0,0.0202809,0,0,0.0544022,0.033904,0.0372453,0.0134266,0.0420103,0.0211265,0.0331438,0.0340101,0.0284684,0.0289875,0.0266291,0.0320576,0.0182662,0.0253711,0.0315291,0.0533384,0.0161722,0.0173853,0.0472717,0,0.0183853,0.0469683,0.0386279,0,0,0.0111493,0,0,0.0158425,0.0547235,0.0342196,0.0268271,0.0513348,0.0353604,0.037892,0.0413701,0.0292966,0.0599667,0.0434621,0.0465704,0.0742402,0.0638181,0.0396679,0.013974,0.00567415,0.0401997,0.0710516,0,0,0,0,0,0,0,0,0,0,0.0570645,0,0.0538019,0.0567263,0,0
79,0.0532894,0.0307023,0,0,0,0.0281232,0,0.0419329,0,0,0.02047,0,0,0.0543693,0.0337133,0.0369921,0.0138577,0.0415685,0.0205659,0.0330355,0.0340724,0.0284216,0.0289062,0.0266741,0.0316695,0.0184574,0.0254827,0.0308832,0.0533969,0.0166389,0.0168633,0.0470455,0,0.0185206,0.0475212,0.0386995,0,0,0.0111535,0,0,0.0157641,0.0546747,0.0344558,0.0252377,0.0513238,0.0353599,0.0393346,0.0418666,0.0303088,0.0607319,0.0439935,0.0474715,0.0745693,0.0635329,0.0397429,0.0142211,0.00564961,0.0397318,0.0708716,0,0,0,0,0,0,0,0,0,0,0.058527,0,0.0536018,0.057362,0,0
80,0.0532965,0.0305694,0,0,0,0.0285844,0,0.0420948,0,0,0.0205836,0,0,0.0543738,0.0335812,0.0366015,0.0141376,0.0410639,0.0201785,0.0327062,0.0338759,0.0285655,0.0288295,0.0266801,0.0313686,0.0186059,0.0255418,0.0303055,0.0535163,0.0169953,0.0164963,0.0465468,0,0.018371,0.0481832,0.0386884,0,0,0.0111831,0,0,0.0158608,0.0545386,0.0346517,0.0236872,0.0511653,0.0353537,0.0404063,0.0423604,0.0312718,0.0616996,0.044566,0.0482861,0.0748471,0.0628399,0.0397824,0.0146464,0.00575203,0.0393336,0.0708547,0,0,0,0,0,0,0,0,0,0,0.059858,0,0.0533696,0.0580342,0,0
81,0.053259,0.0304982,0,0,0,0.0290394,0,0.0422761,0,0,0.020688,0,0,0.0544487,0.0335326,0.036371,0.0141133,0.0406058,0.0198754,0.0325768,0.0335413,0.0287544,0.0288032,0.0267514,0.0313305,0.0187284,0.0256027,0.0298042,0.0536881,0.0172741,0.0162658,0.0462221,0,0.0181349,0.0489629,0.038714,0,0,0.0112633,0,0,0.0158146,0.0542393,0.0348514,0.0223433,0.0510141,0.0353373,0.0413558,0.0428855,0.0322096,0.0624032,0.0453098,0.0487563,0.0752751,0.0608855,0.0397561,0.0146846,0.00567428,0.0391509,0.0708697,0,0,0,0,0,0,0,0,0,0,0.0609957,0,0.0528449,0.0587404,0,0
82,0.0532225,0.0304676,0,0,0,0.0294463,0,0.0425588,0,0,0.0207075,0,0,0.0544799,0.0335637,0.0361394,0.0140688,0.0401533,0.0195611,0.0326536,0.0331198,0.0289373,0.028817,0.0268405,0.0312442,0.0187633,0.0256361,0.0293739,0.053589,0.0174024,0.016043,0.0453824,0,0.0180285,0.0499034,0.0388054,0,0,0.0112949,0,0,0.0156286,0.0541156,0.0351491,0.021075,0.0510255,0.0352263,0.0422458,0.0434631,0.0332711,0.0630343,0.0459197,0.0493875,0.0760188,0.0583734,0.0396513,0.0145364,0.0053586,0.0391694,0.0708415,0,0,0,0,0,0,0,0,0,0,0.0620747,0,0.0523551,0.0591306,0,0
83,0.0531977,0.0304388,0,0,0,0.0300175,0,0.0426539,0,0,0.0207304,0,0,0.0544114,0.0336625,0.0358927,0.0143342,0.0398597,0.0193667,0.03267,0.0327735,0.0288325,0.0288564,0.0269096,0.0311629,0.0188129,0.025688,0.0287307,0.0535476,0.0173655,0.0158368,0.0443717,0,0.0180535,0.0504804,0.0388749,0,0,0.0112164,0,0,0.0154717,0.0540523,0.0354151,0.0199186,0.0509473,0.0349744,0.0431347,0.0438432,0.0345243,0.0635361,0.0462135,0.0499215,0.0762905,0.0546767,0.0395856,0.0146364,0.00512626,0.0392056,0.0707647,0,0,0,0,0,0,0,0,0,0,0.0629186,0,0.0517822,0.0592545,0,0
84,0.0532316,0.0303962,0,0,0,0.0305092,0,0.0426,0,0,0.0207867,0,0,0.0543013,0.0338312,0.035631,0.0145746,0.0396585,0.0192862,0.0324273,0.0323606,0.0289026,0.0289206,0.0270647,0.0312288,0.0189781,0.0257258,0.0280702,0.053646,0.0173606,0.0157558,0.0437504,0,0.0183141,0.0512732,0.0388531,0,0,0.0112542,0,0,0.0154001,0.05386,0.0355271,0.019047,0.0507145,0.0347302,0.0439777,0.0439936,0.0358985,0.0637369,0.0461764,0.0501295,0.0760496,0.0495042,0.0396801,0.0148321,0.00500427,0.039249,0.0707431,0,0,0,0,0,0,0,0,0,0,0.063541,0,0.0511195,0.0591646,0,0
85,0.0533084,0.0302328,0,0,0,0.030844,0,0.042605,0,0,0.0208378,0,0,0.0542387,0.0340087,0.0352791,0.0146436,0.0395002,0.019238,0.0322185,0.0318573,0.0290081,0.0290462,0.0272512,0.0314967,0.0191323,0.025666,0.0273368,0.0537557,0.0173433,0.0157213,0.0435048,0,0.0187675,0.0520799,0.0387574,0,0,0.0114169,0,0,0.0154636,0.0535512,0.0356423,0.0181977,0.050365,0.0344699,0.0447033,0.0440409,0.0370902,0.0635462,0.0458461,0.0500947,0.0755438,0.0438831,0.0400037,0.0149164,0.00493621,0.0392885,0.0707397,0,0,0,0,0,0,0,0,0,0,0.0639094,0,0.0503912,0.0590768,0,0
86,0.0533656,0.0300898,0,0,0,0.0310117,0,0.0426471,0,0,0.0207945,0,0,0.0542121,0.034232,0.0349738,0.0145123,0.0394339,0.0192678,0.032202,0.0315366,0.028887,0.0292602,0.0273767,0.031859,0.0192007,0.0256416,0.0266346,0.0537115,0.0174253,0.0157279,0.0438394,0,0.0194536,0.0527219,0.0386553,0,0,0.0115181,0,0,0.0156384,0.0531617,0.0357646,0.0174527,0.0500046,0.0341935,0.0453836,0.0439592,0.0381202,0.0631259,0.0452606,0.049922,0.0746892,0.0381861,0.0401315,0.0149356,0.00483889,0.0393609,0.0706591,0,0,0,0,0,0,0,0,0,0,0.0638863,0,0.0494682,0.0589761,0,0
87,0.0534063,0.0300529,0,0,0,0.0314145,0,0.0426357,0,0,0.02058,0,0,0.054078,0.0345111,0.0346493,0.014525,0.0393332,0.0202423,0.0325471,0.0310729,0.0288442,0.0295962,0.0275018,0.0316404,0.019332,0.0256049,0.0260151,0.0535299,0.0159906,0.0166998,0.0448175,0,0.0202829,0.0535483,0.0385659,0,0,0.0111318,0,0,0.0161571,0.0527449,0.0360675,0.0167891,0.0496639,0.0337416,0.0459447,0.0438008,0.0391454,0.0630146,0.0445789,0.049665,0.0738301,0.0317836,0.0402225,0.0148164,0.00528646,0.0393899,0.0706297,0,0,0,0,0,0,0,0,0,0,0.0634356,0,0.0488533,0.0588092,0,0
88,0.0534286,0.0300284,0,0,0,0.0320206,0,0.0426652,0,0,0.0206562,0,0,0.0541872,0.0347941,0.0344149,0.0145993,0.0393122,0.0198075,0.0326821,0.03054,0.0287812,0.0299455,0.027733,0.0315068,0.0195359,0.0256739,0.0252833,0.0535315,0.0166958,0.0163671,0.0463961,0,0.021245,0.0542862,0.0384568,0,0,0.0112417,0,0,0.0160074,0.0523927,0.0363907,0.0165753,0.0493626,0.0334445,0.0464435,0.0432221,0.0402017,0.0630819,0.0441899,0.0495801,0.0732528,0.0263768,0.0402938,0.0148543,0.00502398,0.039271,0.0705731,0,0,0,0,0,0,0,0,0,0,0.0628148,0,0.0483036,0.0582688,0,0
89,0.0534674,0.0301004,0,0,0,0.0330343,0,0.0428026,0,0,0.020675,0,0,0.0542948,0.0352663,0.0339215,0.0146152,0.0391914,0.0196245,0.0325579,0.0298832,0.0285945,0.0304269,0.0278654,0.0315703,0.0196147,0.0257859,0.02435,0.0535236,0.0171459,0.0162026,0.0481615,0,0.0220545,0.0553338,0.0382964,0,0,0.0115321,0,0,0.015749,0.0519816,0.0369452,0.0165438,0.0490318,0.0333012,0.0469165,0.0424604,0.0413688,0.0630546,0.0441517,0.0497911,0.0730824,0.0224568,0.0403347,0.0150921,0.00447456,0.0391577,0.0704332,0,0,0,0,0,0,0,0,0,0,0.0619079,0,0.0474829,0.0576741,0,0
90,0.0535265,0.0301686,0,0,0,0.0339715,0,0.0427819,0,0,0.0206181,0,0,0.0543443,0.0359226,0.0334256,0.0146501,0.0390071,0.0197324,0.0325175,0.0289855,0.028466,0.0308759,0.0279425,0.0317649,0.0197221,0.0258714,0.0233451,0.0534543,0.0171171,0.0163076,0.0499875,0,0.0227088,0.0562702,0.0381233,0,0,0.0115644,0,0,0.0158698,0.0515777,0.0374987,0.0169265,0.0486387,0.033074,0.0473841,0.0420597,0.0425188,0.0631524,0.0444066,0.0502577,0.0732817,0.0205304,0.0404613,0.0152907,0.00450184,0.0390255,0.0702874,0,0,0,0,0,0,0,0,0,0,0.0607537,0,0.0467231,0.0571712,0,0
91,0.0535691,0.0302535,0,0,0,0.0349147,0,0.0427209,0,0,0.0206056,0,0,0.0542963,0.0367731,0.0329962,0.014683,0.0388051,0.0198209,0.032884,0.0284543,0.0284514,0.0313597,0.0281467,0.0320155,0.0198906,0.025958,0.0224998,0.0534162,0.0169922,0.0164337,0.0515425,0,0.0232127,0.0573594,0.0379637,0,0,0.0115526,0,0,0.015942,0.0511969,0.0381744,0.0175422,0.0482588,0.0328453,0.0477754,0.041938,0.0436615,0.0633085,0.044822,0.0507608,0.0736341,0.0198408,0.040536,0.015405,0.00458797,0.0388739,0.0702836,0,0,0,0,0,0,0,0,0,0,0.0592951,0,0.0461214,0.0567297,0,0
92,0.053596,0.0303341,0,0,0,0.0357144,0,0.0428689,0,0,0.0206001,0,0,0.0542577,0.0374271,0.0326239,0.014713,0.038652,0.0199214,0.0334002,0.0281374,0.0285037,0.0318365,0.0283877,0.0321673,0.0200772,0.0260918,0.0219534,0.0534629,0.0168783,0.0165888,0.0529129,0,0.0236779,0.0585986,0.0378324,0,0,0.0114924,0,0,0.0160469,0.0508423,0.0388629,0.0182548,0.047855,0.0326176,0.0480828,0.0417966,0.0446997,0.0633218,0.0452054,0.0510107,0.0738803,0.0188313,0.0406035,0.0155143,0.00466926,0.0386761,0.0701669,0,0,0,0,0,0,0,0,0,0,0.0575906,0,0.0453578,0.0561495,0,0
93,0.0536449,0.0303522,0,0,0,0.035808,0,0.0430502,0,0,0.0205844,0,0,0.0543893,0.0378551,0.0323648,0.014758,0.0384955,0.020071,0.0338227,0.0279438,0.0284552,0.032293,0.0286078,0.0323218,0.0202792,0.0262111,0.021636,0.0535123,0.0168432,0.0168147,0.0534207,0,0.0241693,0.0597732,0.0377304,0,0,0.011448,0,0,0.0161713,0.0505483,0.039308,0.0188395,0.047372,0.0323819,0.0484607,0.0417053,0.045766,0.0632731,0.0455243,0.0511921,0.0741466,0.0184368,0.0406662,0.0156012,0.00473222,0.0384779,0.069955,0,0,0,0,0,0,0,0,0,0,0.0561129,0,0.044893,0.0556794,0,0
94,0.0537097,0.0303347,0,0,0,0.0362072,0,0.0430543,0,0,0.0206096,0,0,0.0547081,0.0383567,0.0320848,0.0147855,0.0385221,0.0202612,0.0340663,0.0277806,0.0284607,0.032727,0.0287329,0.0323977,0.0204008,0.0263367,0.0211665,0.0533568,0.01679,0.0169966,0.0536041,0,0.0249621,0.0606005,0.037581,0,0,0.0114354,0,0,0.0162669,0.0503206,0.0395073,0.0193902,0.0470079,0.0321204,0.0488974,0.0416393,0.0466667,0.0632604,0.0458627,0.0514613,0.0744446,0.0182183,0.040705,0.0156287,0.00483363,0.0382859,0.0697378,0,0,0,0,0,0,0,0,0,0,0.0551932,0,0.0454673,0.0553166,0,0
95,0.0537214,0.0303525,0,0,0,0.0370615,0,0.0427608,0,0,0.0206059,0,0,0.0548151,0.0392325,0.0319472,0.0147246,0.0386531,0.0204947,0.0341975,0.0277515,0.0282408,0.0329428,0.028821,0.0323526,0.0203967,0.0264042,0.0205339,0.05327,0.0166092,0.0172216,0.0537145,0,0.025811,0.0610446,0.0374823,0,0,0.0113191,0,0,0.0163487,0.050138,0.0400402,0.0199896,0.0467733,0.031865,0.0491192,0.0416753,0.0473989,0.0633847,0.0462658,0.0516748,0.074598,0.018023,0.0406306,0.0156354,0.00496924,0.038138,0.0696184,0,0,0,0,0,0,0,0,0,0,0.0547446,0,0.0462617,0.0551865,0,0
96,0.0536877,0.0304102,0,0,0,0.0373794,0,0.0425607,0,0,0.0206137,0,0,0.0548119,0.0397919,0.03183,0.0147819,0.0386454,0.0207835,0.0342395,0.0276867,0.0282163,0.033062,0.0288344,0.0322615,0.0204013,0.0263908,0.0201296,0.0533162,0.0162875,0.0174466,0.0538333,0,0.0263943,0.0612957,0.0374557,0,0,0.0110298,0,0,0.0164161,0.0498402,0.0404347,0.0204794,0.0466643,0.0316799,0.049111,0.0420986,0.0479956,0.0636708,0.0467714,0.0518425,0.0746069,0.0180447,0.0405232,0.0156156,0.00511017,0.0380978,0.0697645,0,0,0,0,0,0,0,0,0,0,0.0546532,0,0.0468624,0.0551067,0,0
97,0.0536595,0.0304967,0,0,0,0.0378289,0,0.0422725,0,0,0.0208115,0,0,0.0549113,0.0400777,0.0316091,0.0148233,0.0385431,0.0199967,0.0341222,0.0275651,0.0285042,0.03322,0.0287575,0.0320791,0.0203507,0.0263762,0.0195757,0.0533011,0.0175836,0.0166356,0.0532174,0,0.0264939,0.0615617,0.0374108,0,0,0.0114552,0,0,0.0158418,0.0495069,0.0405658,0.020881,0.0467237,0.0318516,0.05008,0.0423934,0.048461,0.0637274,0.0471256,0.0519039,0.0745921,0.0181195,0.0404155,0.0154078,0.00438783,0.0381505,0.0700526,0,0,0,0,0,0,0,0,0,0,0.0549141,0,0.0474801,0.0551276,0,0
98,0.0536113,0.0305638,0,0,0,0.0381882,0,0.0420223,0,0,0.0207781,0,0,0.0548447,0.0401498,0.0315441,0.0148875,0.0385001,0.0201792,0.0339589,0.0274916,0.0286575,0.0332625,0.0285291,0.0319053,0.0202824,0.0263102,0.0191155,0.0530809,0.0173517,0.016736,0.0527329,0,0.0262236,0.0614706,0.0374764,0,0,0.0110339,0,0,0.0162572,0.0491761,0.0403171,0.0212626,0.0468696,0.0318191,0.0510335,0.0424805,0.0488515,0.0638352,0.047443,0.0519849,0.0744947,0.0184445,0.0403001,0.0151553,0.00494669,0.038212,0.0699769,0,0,0,0,0,0,0,0,0,0,0.0555241,0,0.0482847,0.0551312,0,0
99,0.0535759,0.0306216,0,0,0,0.0386788,0,0.0415739,0,0,0.0208259,0,0,0.0548211,0.0401044,0.0315493,0.0148511,0.0384178,0.0201471,0.0337716,0.027426,0.028701,0.033205,0.0283676,0.0316676,0.0201149,0.0262196,0.0186038,0.0529891,0.0174076,0.016661,0.0519892,0,0.0260149,0.0612891,0.037522,0,0,0.0110052,0,0,0.0162623,0.0490161,0.0403206,0.0213385,0.0470746,0.0319074,0.051694,0.0426897,0.0491394,0.0639829,0.0476337,0.0519808,0.0741928,0.0188545,0.04018,0.0149717,0.00495356,0.0382912,0.0697485,0,0,0,0,0,0,0,0,0,0,0.056457,0,0.0488145,0.0552308,0,0
100,0.0535655,0.0307331,0,0,0,0.0392013,0,0.0410978,0,0,0.0207914,0,0,0.0547795,0.0399866,0.0314946,0.0147077,0.0382195,0.0201178,0.0335386,0.0274408,0.0286985,0.0330068,0.0282065,0.0314201,0.0199894,0.0261041,0.0180548,0.0529707,0.0173971,0.0166604,0.0510811,0,0.025928,0.0610941,0.0375841,0,0,0.0109135,0,0,0.0162043,0.0489917,0.0404598,0.0209678,0.0472317,0.032047,0.0521562,0.0429473,0.0495107,0.0639813,0.0477245,0.0520146,0.0742271,0.0197027,0.0401262,0.0149367,0.00492956,0.0384808,0.0698591,0,0,0,0,0,0,0,0,0,0,0.0575811,0,0.0486805,0.0553149,0,0
101,0.0535314,0.0308128,0,0,0,0.0399293,0,0.0404905,0,0,0.0207016,0,0,0.0546967,0.0398846,0.03115,0.0145163,0.0380326,0.0201097,0.0333017,0.0274671,0.0287845,0.0328338,0.0280548,0.0311033,0.01986,0.0260024,0.0174104,0.0529668,0.0172772,0.0166595,0.0497795,0,0.0257178,0.0609905,0.0377921,0,0,0.0108195,0,0,0.0161981,0.0489656,0.0405782,0.0202003,0.0473848,0.0322373,0.0525933,0.0431132,0.0497433,0.0636113,0.0477579,0.0521399,0.0748064,0.021378,0.0400574,0.0150764,0.004893,0.038661,0.0696904,0,0,0,0,0,0,0,0,0,0,0.0587101,0,0.047571,0.0556612,0,0
102,0.0534837,0.0308557,0,0,0,0.0406536,0,0.0399773,0,0,0.0206223,0,0,0.0545436,0.0397495,0.0308876,0.014406,0.0377678,0.0201383,0.0330794,0.0274878,0.0287611,0.03273,0.0278827,0.0308191,0.0197162,0.0259742,0.0167353,0.0529278,0.017152,0.0165875,0.0486972,0,0.0247156,0.0609041,0.0378653,0,0,0.0107549,0,0,0.0162391,0.0489895,0.0407921,0.0192372,0.0475308,0.0323722,0.0528308,0.0431138,0.0497712,0.063249,0.0478834,0.0524082,0.0753161,0.0225055,0.0399223,0.0151514,0.00487671,0.0388653,0.0693057,0,0,0,0,0,0,0,0,0,0,0.0595178,0,0.0463529,0.0559964,0,0
103,0.0534438,0.0309621,0,0,0,0.0414229,0,0.0394258,0,0,0.0206186,0,0,0.0543388,0.0396789,0.0307516,0.0141605,0.0374014,0.0201213,0.032958,0.0275319,0.0287788,0.032622,0.0276536,0.0306015,0.0195085,0.0258869,0.0159918,0.0529383,0.0170549,0.0164135,0.0481059,0,0.0234812,0.0608752,0.0378095,0,0,0.0107113,0,0,0.0162365,0.0489891,0.0411349,0.0181955,0.0476372,0.0324629,0.0528939,0.0432394,0.0497101,0.0637353,0.0479925,0.0527273,0.0755783,0.0230963,0.0398752,0.0152055,0.00488194,0.0390835,0.0693923,0,0,0,0,0,0,0,0,0,0,0.0600334,0,0.0453249,0.0561079,0,0
104,0.0533459,0.0310495,0,0,0,0.042249,0,0.0388021,0,0,0.0206956,0,0,0.0541673,0.0397508,0.0305876,0.0138594,0.036954,0.0201499,0.0328861,0.0275618,0.0288032,0.0325998,0.0274278,0.0304131,0.0192119,0.0257488,0.0152222,0.0530293,0.0169437,0.0162675,0.0475437,0,0.0226473,0.0609427,0.0378257,0,0,0.0106865,0,0,0.0161918,0.0488554,0.0412072,0.0175574,0.0476054,0.0325618,0.0528574,0.0433612,0.0492962,0.0641461,0.0478564,0.0527111,0.0753541,0.0232415,0.039958,0.0152055,0.00485704,0.0393647,0.0691923,0,0,0,0,0,0,0,0,0,0,0.0604066,0,0.0435423,0.056179,0,0
105,0.0532643,0.0310537,0,0,0,0.0435756,0,0.0378853,0,0,0.020638,0,0,0.0539106,0.0399791,0.0302903,0.0133154,0.0365971,0.0209978,0.0327365,0.0277281,0.0288557,0.03264,0.0272639,0.0303885,0.0189148,0.0257354,0.0143514,0.0529666,0.0155693,0.0168416,0.04625,0,0.0221973,0.0610262,0.0379155,0,0,0.0104489,0,0,0.0164402,0.0485082,0.0413561,0.0175284,0.0476122,0.0326125,0.0526131,0.0432083,0.0483978,0.0641044,0.0472906,0.0520942,0.0744783,0.0234956,0.0400082,0.0151307,0.00522436,0.0396707,0.0687892,0,0,0,0,0,0,0,0,0,0,0.0603881,0,0.0413004,0.0559852,0,0
106,0.0532505,0.0310894,0,0,0,0.0441405,0,0.0370884,0,0,0.0208759,0,0,0.0537706,0.0402304,0.0300497,0.0129959,0.0363727,0.0205737,0.0326614,0.0278727,0.0289334,0.0323497,0.0270797,0.0302812,0.0186724,0.0255308,0.0140471,0.0529944,0.0156394,0.0164716,0.0447035,0,0.0218227,0.0609988,0.0379713,0,0,0.0104111,0,0,0.0164684,0.0480638,0.0413971,0.0180568,0.0475873,0.0327884,0.0520244,0.0426277,0.0471615,0.0635541,0.046322,0.0508965,0.0735821,0.023691,0.0399729,0.0150674,0.00512196,0.0399693,0.0685573,0,0,0,0,0,0,0,0,0,0,0.0599407,0,0.039357,0.0556358,0,0
