Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RANK,RTHII,IMUL_R,IMUL_M,LASI,IMUR_M
74,0.0530561,0.0379504,0,0,0,0.0386585,0,0.0365155,0,0,0.0204881,0,0,0.0590486,0.0324632,0.0273108,0.0335119,0.015804,0.0483572,0.0280038,0.0336281,0.0392597,0.0360236,0.0258025,0.0335314,0.0368125,0.0253304,0.0299257,0.0219339,0.0490097,0.0213365,0.0216596,0.176554,0,0.0397326,0.0363735,0,0,0.0144567,0,0,0.0151497,0.0550692,0.243893,0.033455,0.0474809,0.0558361,0.0339018,0.0326407,0.0606165,0.0300109,0.0538423,0.0442223,0.0428077,0.070091,0,0.0361322,0.0114742,0.00461333,0.044421,0.0687517,0,0,0,0,0,0,0,0,0.0238431,0,0,0,0.0440506,0
75,0.0537316,0.0378837,0,0,0,0.0373715,0,0.0364371,0,0,0.0206425,0,0,0.0596934,0.0291719,0.0279449,0.0350284,0.0160923,0.0496605,0.0291461,0.032454,0.0390873,0.0361977,0.0242533,0.0332376,0.0363314,0.0252195,0.0294636,0.0226922,0.0478717,0.0216265,0.0231899,0.204238,0,0.034072,0.0367359,0,0,0.014708,0,0,0.0154672,0.0572665,0.242522,0.0286887,0.0420695,0.0567833,0.0347328,0.0316656,0.0585323,0.0274145,0.0584922,0.0417831,0.0453694,0.0762826,0.0700738,0.0353806,0.010769,0.00547744,0.043766,0.0707034,0,0,0,0,0,0,0,0,0.0278207,0.05315,0,0,0.0462648,0
76,0.0536557,0.0379712,0,0,0,0.0374094,0,0.036484,0,0,0.0205803,0,0,0.0595133,0.0289806,0.0283078,0.0348678,0.0160821,0.0495188,0.0289656,0.032142,0.0387089,0.0361268,0.0240369,0.0331889,0.0360746,0.0251253,0.0294252,0.0225326,0.0478756,0.0215391,0.0232902,0.203741,0,0.0340656,0.036675,0,0,0.0148235,0,0,0.0153655,0.0572037,0.243015,0.0292721,0.0406474,0.0574114,0.0348046,0.0311388,0.058972,0.0274667,0.0595019,0.0425742,0.0464055,0.0768166,0.0705365,0.0354042,0.0107251,0.00555051,0.0437521,0.0705044,0,0,0,0,0,0,0,0,0.0274068,0.0539453,0,0,0.0466358,0
77,0.0535163,0.0380778,0,0,0,0.0376438,0,0.0363622,0,0,0.0205536,0,0,0.0593198,0.028728,0.028639,0.0348326,0.0161742,0.0492463,0.0288162,0.0318617,0.0381,0.0362971,0.0238491,0.033093,0.035592,0.0250236,0.0293238,0.0224974,0.0478328,0.0213453,0.0233302,0.203123,0,0.0340725,0.0366742,0,0,0.0149331,0,0,0.0153015,0.0570626,0.243323,0.0298745,0.0391511,0.0579936,0.0348566,0.0311426,0.059809,0.0274897,0.0605836,0.043159,0.0470688,0.0772095,0.0716384,0.035289,0.0106652,0.00559874,0.0436371,0.0702427,0,0,0,0,0,0,0,0,0.027133,0.0543692,0,0,0.0468992,0
78,0.0533815,0.0381182,0,0,0,0.0376712,0,0.0362396,0,0,0.0205448,0,0,0.059175,0.0286149,0.0288609,0.0348997,0.0161949,0.048986,0.0287542,0.0315815,0.0379626,0.0363899,0.0237147,0.0329756,0.0352914,0.0250527,0.0292013,0.022526,0.0478665,0.0211907,0.0233027,0.202411,0,0.0343111,0.0366573,0,0,0.015062,0,0,0.0152911,0.056766,0.243578,0.0303946,0.0376828,0.0585072,0.0348866,0.0315335,0.0606514,0.0274646,0.0617324,0.0434515,0.0477725,0.0773882,0.0722547,0.0351117,0.0106621,0.00550552,0.043549,0.0700343,0,0,0,0,0,0,0,0,0.0267744,0.0547552,0,0,0.0472199,0
79,0.0532274,0.0381402,0,0,0,0.0375111,0,0.0362224,0,0,0.0205381,0,0,0.0590621,0.0283634,0.0290696,0.0348926,0.016092,0.0487303,0.0287157,0.0311314,0.0384677,0.0363541,0.0233753,0.0329122,0.0353245,0.0251354,0.0291123,0.0225877,0.0478514,0.0209352,0.0232906,0.201426,0,0.0346562,0.0366795,0,0,0.0151577,0,0,0.0153513,0.0564201,0.243941,0.0308442,0.0363106,0.0589664,0.0349101,0.0325759,0.0618466,0.0273344,0.0626304,0.0437633,0.048554,0.0773065,0.0736886,0.0349368,0.0106554,0.00543968,0.0435348,0.0698964,0,0,0,0,0,0,0,0,0.0261129,0.0550838,0,0,0.0477309,0
80,0.0530878,0.0381726,0,0,0,0.0373461,0,0.0362811,0,0,0.0205403,0,0,0.058939,0.0280096,0.0293135,0.0346841,0.0161423,0.0484042,0.0287016,0.0307237,0.0389869,0.0363538,0.0229831,0.0327759,0.0354208,0.0250953,0.0290477,0.0226206,0.0477718,0.0206825,0.0233549,0.201198,0,0.0351573,0.0366896,0,0,0.0151392,0,0,0.0154774,0.0562111,0.243814,0.0313239,0.0347648,0.0592742,0.0349662,0.0344579,0.0634224,0.0273234,0.0633836,0.0442864,0.049554,0.077709,0.0760916,0.0350036,0.0106374,0.00556522,0.0435289,0.0696468,0,0,0,0,0,0,0,0,0.0258905,0.0553673,0,0,0.0484242,0
81,0.053043,0.038173,0,0,0,0.0373742,0,0.036241,0,0,0.0205755,0,0,0.0588269,0.0277516,0.0295614,0.0344577,0.0162394,0.0481044,0.0286378,0.0305033,0.0393307,0.0363456,0.022848,0.0327487,0.0350377,0.0249698,0.029023,0.0226153,0.047754,0.0204677,0.0233752,0.201087,0,0.0356747,0.0366151,0,0,0.015041,0,0,0.0155818,0.0558628,0.24406,0.0318603,0.0331735,0.0594403,0.034869,0.0357877,0.0646189,0.0274329,0.0641246,0.0447997,0.0494215,0.0784337,0.0764303,0.0350665,0.0106633,0.00574046,0.0434023,0.0694185,0,0,0,0,0,0,0,0,0.0257275,0.0557003,0,0,0.0489308,0
82,0.0529851,0.0382095,0,0,0,0.0372582,0,0.0361483,0,0,0.0207066,0,0,0.0587286,0.0277196,0.0299107,0.0344396,0.0165049,0.047629,0.0293747,0.0303692,0.0395604,0.0363796,0.0229169,0.0326419,0.0346629,0.0249091,0.0289355,0.02256,0.0476656,0.0190782,0.0238005,0.201005,0,0.0362823,0.0365554,0,0,0.0146228,0,0,0.0159229,0.055482,0.244471,0.0323971,0.0314628,0.0594131,0.0346922,0.0366642,0.0658766,0.0276323,0.0649377,0.0453762,0.0493976,0.0794801,0.0757545,0.0350334,0.0106545,0.00620296,0.0432818,0.0692757,0,0,0,0,0,0,0,0,0.0252342,0.056062,0,0,0.0493362,0
83,0.0528947,0.0383312,0,0,0,0.0371619,0,0.0360191,0,0,0.0207441,0,0,0.0588116,0.0276898,0.0301494,0.0345572,0.0165609,0.0471079,0.0287973,0.0301591,0.0393624,0.036409,0.0228303,0.0324907,0.0344739,0.0247929,0.0288229,0.0224499,0.0478633,0.0194959,0.023567,0.200672,0,0.0369817,0.0365411,0,0,0.0145356,0,0,0.015918,0.0551063,0.244617,0.0329607,0.0298621,0.0594278,0.0346079,0.0374916,0.067611,0.0279668,0.0654927,0.0459707,0.0498733,0.0800444,0.0759997,0.0347787,0.010776,0.00617439,0.0433469,0.0690257,0,0,0,0,0,0,0,0,0.0247281,0.0566691,0,0,0.0494776,0
84,0.0528532,0.0383888,0,0,0,0.0373919,0,0.035941,0,0,0.0207519,0,0,0.0588223,0.0278007,0.0302385,0.0342744,0.0164461,0.0467563,0.0284597,0.0298454,0.0391169,0.0364475,0.0229224,0.0324457,0.0343283,0.02468,0.0288187,0.0222651,0.0478646,0.0196441,0.0233355,0.200443,0,0.0379307,0.036486,0,0,0.014489,0,0,0.0159038,0.0545483,0.244581,0.0334608,0.0279931,0.0594752,0.0344665,0.0385361,0.0692891,0.0285435,0.0659607,0.0463801,0.0504208,0.0802671,0.0755766,0.0348725,0.0109403,0.00620442,0.0435432,0.0688467,0,0,0,0,0,0,0,0,0.0241237,0.0572324,0,0,0.0497188,0
85,0.05287,0.0383725,0,0,0,0.03776,0,0.0358979,0,0,0.0207865,0,0,0.0589278,0.0278358,0.0306322,0.0340204,0.016484,0.0464251,0.0282203,0.0297518,0.0387125,0.0365159,0.0229953,0.0323859,0.0342392,0.0246273,0.0288175,0.0219237,0.0479208,0.0196833,0.0231655,0.20024,0,0.0388066,0.036407,0,0,0.0144516,0,0,0.0159273,0.0540509,0.244538,0.0339764,0.026199,0.0594398,0.0342679,0.0398239,0.0711759,0.0294907,0.0665514,0.0462978,0.050781,0.0801176,0.0738246,0.0351858,0.0110411,0.00625025,0.0436419,0.068707,0,0,0,0,0,0,0,0,0.0234591,0.0578398,0,0,0.0499809,0
86,0.0528597,0.038274,0,0,0,0.037858,0,0.0360121,0,0,0.0208084,0,0,0.0589875,0.0278216,0.0311718,0.0336551,0.0166603,0.0460155,0.0280242,0.0295748,0.0381374,0.0365583,0.0230155,0.0323552,0.0341696,0.024553,0.0288207,0.0215097,0.0480089,0.0197004,0.0230266,0.200486,0,0.0397865,0.0363846,0,0,0.014374,0,0,0.0159751,0.0536817,0.244751,0.0345031,0.0243163,0.0593638,0.0341302,0.0413052,0.0735626,0.0307187,0.0668374,0.0459143,0.050714,0.0794219,0.070047,0.0352265,0.0111545,0.00626845,0.0436935,0.068515,0,0,0,0,0,0,0,0,0.0225547,0.0585342,0,0,0.0504057,0
87,0.0528585,0.0381244,0,0,0,0.0378324,0,0.0359487,0,0,0.0207921,0,0,0.0589741,0.0277502,0.0314369,0.03329,0.0165704,0.0456347,0.0278324,0.0293967,0.0376323,0.036684,0.0231018,0.0323079,0.0341254,0.0244017,0.0288369,0.0211607,0.0480268,0.0196854,0.0229308,0.20107,0,0.0409037,0.0363559,0,0,0.014242,0,0,0.0160179,0.0534587,0.245056,0.0350082,0.0225342,0.0592873,0.0339879,0.0429216,0.0763173,0.0322277,0.0665855,0.0451968,0.0503436,0.0781542,0.0644726,0.0351532,0.0113155,0.00622146,0.0437067,0.0682958,0,0,0,0,0,0,0,0,0.0216154,0.0593228,0,0,0.0509435,0
88,0.05291,0.0379514,0,0,0,0.0379358,0,0.0358166,0,0,0.0207575,0,0,0.058905,0.0278273,0.0315709,0.0327129,0.0163073,0.0453276,0.0277183,0.0292501,0.0373377,0.0367598,0.0233637,0.0322682,0.0340204,0.0243926,0.0288817,0.020804,0.0480105,0.0196704,0.022957,0.201663,0,0.0421938,0.0363214,0,0,0.0140176,0,0,0.0160232,0.0534116,0.245366,0.0354522,0.0208795,0.0591646,0.0338547,0.0448052,0.0788417,0.0341178,0.065991,0.0442259,0.0498599,0.0765089,0.0572028,0.0352519,0.011402,0.00623836,0.0437,0.0680671,0,0,0,0,0,0,0,0,0.0206851,0.0602271,0,0,0.0513328,0
89,0.0529636,0.0379442,0,0,0,0.0382596,0,0.035734,0,0,0.0206787,0,0,0.0587871,0.0281664,0.0316645,0.0322242,0.016258,0.0450826,0.0277175,0.0289696,0.0370517,0.0368275,0.0238566,0.0322933,0.0339567,0.0244654,0.0289207,0.0202332,0.0480102,0.0196577,0.0230276,0.20212,0,0.0435737,0.0362347,0,0,0.0136562,0,0,0.0159792,0.0532557,0.245712,0.0358306,0.0192648,0.0590664,0.0336547,0.0467599,0.0812849,0.0362784,0.0653066,0.0433071,0.0494425,0.0747627,0.0487503,0.0352363,0.0115746,0.00621795,0.043661,0.0681754,0,0,0,0,0,0,0,0,0.0198386,0.0610109,0,0,0.0514214,0
90,0.0530645,0.0379304,0,0,0,0.0388047,0,0.0359208,0,0,0.0205875,0,0,0.0586117,0.0286538,0.0318269,0.0316372,0.0164523,0.0448502,0.0277269,0.0287827,0.0366587,0.0367418,0.0245079,0.0324235,0.0339853,0.0246569,0.0291026,0.0195033,0.0479825,0.0196018,0.0231617,0.20231,0,0.0447814,0.036074,0,0,0.0134689,0,0,0.0159016,0.053071,0.246274,0.0361998,0.0177549,0.058954,0.0333889,0.0486036,0.0833686,0.0388341,0.0647851,0.042626,0.0492941,0.0732722,0.0401864,0.0352261,0.0117556,0.00614025,0.0436001,0.0685981,0,0,0,0,0,0,0,0,0.0192572,0.0612733,0,0,0.051072,0
91,0.0531828,0.0378888,0,0,0,0.0395566,0,0.0361735,0,0,0.0206895,0,0,0.0585136,0.0294503,0.0320164,0.0309724,0.0167457,0.0446273,0.0288107,0.0288565,0.0361141,0.036641,0.0252513,0.032729,0.0341608,0.0249477,0.0293513,0.0187246,0.0477521,0.0182815,0.0238455,0.20259,0,0.0458644,0.0358786,0,0,0.0133104,0,0,0.0159647,0.0528731,0.246817,0.0363145,0.016443,0.0586681,0.0330762,0.0500399,0.084301,0.0415193,0.0646403,0.042426,0.0496196,0.0724098,0.0331626,0.0352605,0.0118028,0.00613608,0.0435032,0.0687852,0,0,0,0,0,0,0,0,0.0188543,0.060593,0,0,0.0503389,0
92,0.0533017,0.0379617,0,0,0,0.0404888,0,0.0361053,0,0,0.02043,0,0,0.0587578,0.0306528,0.0318828,0.0303758,0.0168773,0.0446237,0.0285012,0.0292615,0.0356001,0.0363421,0.0261574,0.0331388,0.0345827,0.0252787,0.0296651,0.0181766,0.0477951,0.0191872,0.0238781,0.204261,0,0.0465233,0.0355354,0,0,0.013863,0,0,0.0154194,0.05228,0.246778,0.0361688,0.0156652,0.0581211,0.0327814,0.0503699,0.0820747,0.0437238,0.0650062,0.0432157,0.0504165,0.0725642,0.0272171,0.0352086,0.0119053,0.00515609,0.0434649,0.0685497,0,0,0,0,0,0,0,0,0.0190896,0.0583871,0,0,0.049324,0
93,0.0534459,0.0379929,0,0,0,0.0414163,0,0.0359288,0,0,0.0203186,0,0,0.0588676,0.0319226,0.0315131,0.0297711,0.016859,0.0445061,0.0287863,0.0296646,0.035196,0.0359368,0.0271566,0.0335507,0.034887,0.0255942,0.030028,0.0176076,0.0477362,0.0191752,0.0242071,0.205913,0,0.0473801,0.0351848,0,0,0.0137121,0,0,0.015388,0.0515907,0.246002,0.036249,0.016463,0.0574261,0.0323534,0.0502948,0.0788002,0.0457717,0.0654245,0.0441805,0.0512098,0.0729902,0.0257728,0.0352752,0.0120768,0.00496673,0.0434362,0.0682576,0,0,0,0,0,0,0,0,0.0196167,0.0565991,0,0,0.0484059,0
94,0.0530411,0.0379015,0,0,0,0.0422171,0,0.0360614,0,0,0.0200751,0,0,0.0582913,0.0340782,0.0314921,0.0287033,0.0168578,0.0434313,0.0281961,0.0306947,0.0350353,0.0357677,0.0282942,0.0339082,0.035177,0.025878,0.030441,0.0172103,0.0484999,0.0184326,0.0235085,0.208522,0,0.0509698,0.0350449,0,0,0.013346,0,0,0.0152214,0.0507401,0.244618,0.0399488,0.0178375,0.0568528,0.0318334,0.0526768,0.0780675,0.0494502,0.0627189,0.0419469,0.0494478,0.0711936,0.0272049,0.0357683,0.0124143,0.00477329,0.0437826,0.0670811,0,0,0,0,0,0,0,0,0.0218188,0,0,0,0.0470966,0
95,0.0537051,0.0377576,0,0,0,0.0430802,0,0.0359217,0,0,0.020106,0,0,0.0589989,0.0342927,0.0312792,0.0285906,0.0172486,0.0442542,0.0290826,0.0307589,0.0345395,0.0356652,0.029103,0.0343389,0.0356916,0.0261774,0.0307586,0.0165857,0.0477147,0.019083,0.0245551,0.209191,0,0.049456,0.0346908,0,0,0.0134179,0,0,0.0152617,0.0502593,0.244761,0.0373798,0.0199439,0.0561873,0.0316372,0.0498348,0.0712549,0.0487552,0.0657032,0.0453524,0.0521617,0.0739087,0.0282069,0.0357304,0.0123309,0.00488693,0.0431807,0.0680833,0,0,0,0,0,0,0,0,0.0213038,0.0562584,0,0,0.0466028,0
96,0.0533021,0.0376311,0,0,0,0.0435684,0,0.0359154,0,0,0.0198769,0,0,0.0583237,0.0358234,0.0315578,0.028191,0.0173085,0.043185,0.0283685,0.0316833,0.0343556,0.0355698,0.0298558,0.0345843,0.0358816,0.0263877,0.0309833,0.0163121,0.0482998,0.0183716,0.0236641,0.210948,0,0.0527065,0.0347988,0,0,0.0131814,0,0,0.0152734,0.0497967,0.243936,0.0412067,0.0218607,0.055997,0.0312536,0.0526326,0.0715704,0.0515159,0.062531,0.0424432,0.0498489,0.0717209,0.0305096,0.0363092,0.0126484,0.00484584,0.0435193,0.0666373,0,0,0,0,0,0,0,0,0.0235132,0,0,0,0.0459115,0
97,0.0533527,0.0376164,0,0,0,0.0439954,0,0.0356487,0,0,0.0198916,0,0,0.0583095,0.0364449,0.0315352,0.0281885,0.0174152,0.0431161,0.028537,0.0317385,0.0340157,0.035556,0.0303719,0.0347722,0.0359994,0.0264913,0.0311244,0.0160774,0.048197,0.0182202,0.0237798,0.211987,0,0.0529577,0.0348636,0,0,0.0130396,0,0,0.0153595,0.0494729,0.243648,0.041368,0.0231206,0.0556877,0.0310081,0.0528308,0.0694699,0.0521219,0.0626064,0.0426715,0.0500332,0.0720083,0.0304124,0.0362052,0.0127948,0.00488807,0.0434278,0.066554,0,0,0,0,0,0,0,0,0.0241573,0,0,0,0.0456375,0
98,0.053405,0.0375636,0,0,0,0.0443044,0,0.0355981,0,0,0.0199818,0,0,0.0583174,0.0367963,0.0316575,0.0281408,0.0175455,0.043028,0.0287916,0.0317666,0.033764,0.0354533,0.0307187,0.0349989,0.0362147,0.0265893,0.0313125,0.0156876,0.0482157,0.017967,0.0239065,0.212872,0,0.0528706,0.0348787,0,0,0.0128945,0,0,0.015453,0.04918,0.243178,0.0413224,0.0237623,0.0553842,0.0309257,0.0529899,0.068178,0.0529209,0.062787,0.0430634,0.0502763,0.0722509,0.0295781,0.0361223,0.0128418,0.00494435,0.0432859,0.0665856,0,0,0,0,0,0,0,0,0.0245485,0,0,0,0.0455088,0
99,0.0533968,0.0375389,0,0,0,0.0445474,0,0.0354022,0,0,0.0198331,0,0,0.0583845,0.0368647,0.0317169,0.0280345,0.017544,0.0428369,0.0283822,0.0320257,0.0336148,0.035453,0.0309708,0.0350184,0.0364553,0.0265005,0.0313962,0.0154257,0.0483946,0.0186776,0.0236279,0.213795,0,0.0527445,0.0348917,0,0,0.0131168,0,0,0.0151025,0.048979,0.243069,0.0413118,0.0239705,0.0552083,0.0310045,0.0529196,0.0674864,0.0532266,0.062887,0.0434082,0.0503998,0.0723809,0.0279585,0.036011,0.0128017,0.0044187,0.0431903,0.0665864,0,0,0,0,0,0,0,0,0.024724,0,0,0,0.0456246,0
100,0.0532106,0.0376148,0,0,0,0.0447295,0,0.0351682,0,0,0.0243008,0,0,0.0568197,0.0369753,0.0318967,0.027973,0.0175155,0.0423324,0.0345341,0.0321588,0.0334971,0.0355134,0.0311758,0.0349603,0.0363784,0.0263066,0.031375,0.0150309,0.0472579,0.0161045,0.0212993,0.215458,0,0.0527424,0.0349597,0,0,0.0112894,0,0,0.0168501,0.0489158,0.242563,0.0410197,0.0239634,0.0547697,0.0307228,0.0527065,0.0662792,0.052362,0.0625245,0.0436474,0.0502331,0.0727033,0.0227181,0.0361148,0.0127506,0.00694743,0.0433809,0.0667094,0,0,0,0,0,0,0,0,0.0247572,0,0,0,0.0459872,0
101,0.053118,0.0374584,0,0,0,0.0448114,0,0.0347378,0,0,0.0235273,0,0,0.0569341,0.0369783,0.0319049,0.0278558,0.0173831,0.0420185,0.0337583,0.0320179,0.0335395,0.0355546,0.0311324,0.0348303,0.0361276,0.026075,0.031221,0.014823,0.0474493,0.016123,0.0215851,0.214951,0,0.0526366,0.0349582,0,0,0.0114849,0,0,0.0166607,0.0488986,0.242917,0.0411878,0.0231588,0.0548925,0.0308601,0.0529968,0.0669724,0.052165,0.0625144,0.0439862,0.0502575,0.0726748,0.021532,0.0360637,0.0127773,0.00668758,0.0432956,0.0666752,0,0,0,0,0,0,0,0,0.0242396,0,0,0,0.0464842,0
102,0.0530304,0.037316,0,0,0,0.0448945,0,0.0342395,0,0,0.0228921,0,0,0.0570407,0.036789,0.0319877,0.0277478,0.0172746,0.0416952,0.0329625,0.0316909,0.0337335,0.0355733,0.0309453,0.0346457,0.0359027,0.0258143,0.0310451,0.0145446,0.0475805,0.0161496,0.0218019,0.213293,0,0.0525855,0.0349486,0,0,0.0116692,0,0,0.0165931,0.0489311,0.243673,0.0414756,0.0219738,0.0550802,0.0310639,0.0533817,0.068336,0.0519824,0.0625728,0.0442998,0.0504281,0.0726739,0.0208129,0.035977,0.0127339,0.00651885,0.0432687,0.066588,0,0,0,0,0,0,0,0,0.0231048,0,0,0,0.0470097,0
103,0.0529329,0.0372223,0,0,0,0.0449338,0,0.0337471,0,0,0.0223513,0,0,0.0572035,0.0365272,0.0322213,0.0276371,0.0172404,0.0412851,0.0322323,0.0313954,0.0340526,0.0356907,0.0306907,0.0344277,0.035658,0.0256136,0.0308559,0.014095,0.0477058,0.0160713,0.0220096,0.211093,0,0.0526667,0.0349627,0,0,0.0119248,0,0,0.0166227,0.0489437,0.244866,0.0418964,0.0203789,0.0553017,0.0312199,0.053961,0.0702543,0.0517952,0.0627819,0.0446052,0.0508391,0.0727124,0.0210768,0.0358645,0.0126863,0.00632128,0.043279,0.0664199,0,0,0,0,0,0,0,0,0.0216323,0,0,0,0.0474713,0
104,0.0528348,0.0371676,0,0,0,0.0450495,0,0.0333206,0,0,0.0218283,0,0,0.057341,0.0362657,0.032585,0.0275453,0.0171919,0.0408358,0.031575,0.0312344,0.0341941,0.0357814,0.0303883,0.03428,0.0354279,0.0255023,0.0306805,0.0134566,0.0478453,0.01604,0.0221691,0.208859,0,0.0528373,0.0349676,0,0,0.0121447,0,0,0.0166307,0.0488564,0.246136,0.0423709,0.0186747,0.0555123,0.0314482,0.0547306,0.0724297,0.0516625,0.063124,0.0449008,0.0513881,0.0728768,0.0218688,0.0358988,0.0126566,0.00616426,0.0433263,0.0662447,0,0,0,0,0,0,0,0,0.0203024,0,0,0,0.0478666,0
105,0.0532907,0.0371299,0,0,0,0.0454092,0,0.032548,0,0,0.021412,0,0,0.0581496,0.0353363,0.0325292,0.027739,0.0170896,0.0413853,0.0319236,0.0305211,0.0341909,0.0357977,0.0299373,0.0341369,0.035237,0.0253451,0.0303962,0.0127251,0.0473068,0.0166635,0.0232925,0.206169,0,0.0503885,0.0347884,0,0,0.012342,0,0,0.01666,0.0486478,0.247529,0.0395298,0.0170894,0.0555125,0.0319336,0.0523815,0.0705937,0.0490393,0.0667398,0.0484034,0.054283,0.0755024,0.0208777,0.0357217,0.0124093,0.00620609,0.0429401,0.067323,0,0,0,0,0,0,0,0,0.0181974,0.0557477,0,0,0.0485587,0
106,0.0531675,0.0371286,0,0,0,0.0455464,0,0.0319303,0,0,0.0207821,0,0,0.058228,0.0352783,0.0321987,0.0277451,0.0168647,0.0409715,0.031421,0.0303943,0.0345103,0.0359013,0.0296213,0.0339605,0.0351204,0.0251567,0.030061,0.0122334,0.047542,0.0166384,0.0234584,0.20516,0,0.0502304,0.0347358,0,0,0.0123706,0,0,0.0166755,0.0479961,0.247503,0.0396132,0.0169139,0.0555833,0.0321723,0.0526199,0.0712812,0.0486332,0.0669269,0.0483821,0.0539642,0.0752642,0.0198583,0.0356597,0.0124633,0.00607769,0.0430502,0.0671007,0,0,0,0,0,0,0,0,0.0179306,0.0547003,0,0,0.0487081,0
107,0.0529441,0.0370623,0,0,0,0.0458299,0,0.0312701,0,0,0.0196871,0,0,0.0583409,0.0355693,0.0319489,0.0275907,0.0165831,0.0404747,0.0301388,0.0303236,0.0347891,0.0360654,0.0294723,0.033746,0.0349651,0.0249232,0.0298242,0.0116269,0.0479445,0.01724,0.0233965,0.204785,0,0.0504351,0.0347757,0,0,0.0124848,0,0,0.0165338,0.0473965,0.247028,0.0399831,0.0171195,0.0554927,0.032355,0.0525847,0.0719293,0.0481905,0.0665282,0.0475344,0.0528374,0.0744345,0.0209735,0.0354955,0.0125096,0.00584042,0.0431488,0.0667689,0,0,0,0,0,0,0,0,0.017852,0.0540343,0,0,0.0486738,0
108,0.0522457,0.0371082,0,0,0,0.046345,0,0.0306726,0,0,0.0193065,0,0,0.0575757,0.0368714,0.0320311,0.0271365,0.016197,0.0391078,0.0287418,0.030784,0.0352296,0.0362417,0.0295988,0.0335381,0.0349422,0.0247989,0.0296767,0.0107236,0.0489718,0.0172895,0.0217847,0.205219,0,0.0532784,0.0349535,0,0,0.0122666,0,0,0.016397,0.0467857,0.245894,0.0433841,0.0167175,0.0552608,0.0324146,0.0550795,0.0762108,0.0501588,0.0627575,0.0430188,0.0490755,0.0709495,0.0240412,0.0356346,0.0127124,0.00556161,0.0437798,0.0652623,0,0,0,0,0,0,0,0,0.0181618,0,0,0,0.0482771,0
109,0.0520345,0.0372489,0,0,0,0.0466871,0,0.0299017,0,0,0.0217706,0,0,0.0565077,0.0372725,0.0320175,0.0269011,0.0158467,0.0387618,0.0316045,0.0305611,0.0357028,0.0362799,0.0293492,0.0334005,0.0349451,0.0246566,0.0293534,0.00978942,0.0486195,0.0155263,0.0201632,0.204132,0,0.0532631,0.0350373,0,0,0.0113138,0,0,0.0172127,0.0465191,0.245759,0.0432199,0.0162532,0.0545287,0.0324743,0.0544417,0.0779427,0.0498092,0.0622656,0.0414484,0.0480152,0.0700959,0.0277265,0.035785,0.0125481,0.00681384,0.0441694,0.0650913,0,0,0,0,0,0,0,0,0.0173495,0,0,0,0.0482053,0
110,0.0519488,0.0372084,0,0,0,0.0467888,0,0.0291276,0,0,0.0210944,0,0,0.056435,0.0376258,0.0317529,0.0266661,0.0155343,0.0386811,0.0308002,0.0302374,0.0363296,0.0362887,0.0288787,0.0332971,0.0349225,0.0245116,0.028837,0.00926683,0.0489139,0.0153006,0.0203405,0.203844,0,0.0529959,0.0351848,0,0,0.0113782,0,0,0.0170744,0.0460913,0.245745,0.0428691,0.0156189,0.054011,0.0327333,0.0533246,0.0783025,0.0491688,0.0620058,0.0406153,0.047418,0.0698777,0.0275668,0.035849,0.0124527,0.0065831,0.0443182,0.0651144,0,0,0,0,0,0,0,0,0.0166884,0,0,0,0.0479256,0
111,0.0523421,0.0371499,0,0,0,0.0468239,0,0.0281191,0,0,0.0203031,0,0,0.0569865,0.0371104,0.0313878,0.0267463,0.0152878,0.0396085,0.0305786,0.0294098,0.0366366,0.0362741,0.0280055,0.0330008,0.0349421,0.0242806,0.0281618,0.00880061,0.0485174,0.0156466,0.0214692,0.20301,0,0.0501659,0.035286,0,0,0.0116791,0,0,0.0170018,0.0456916,0.246506,0.0392253,0.0161606,0.0535276,0.0331881,0.0499133,0.0753878,0.0464594,0.0650592,0.0434229,0.0496318,0.0720377,0.0266893,0.035452,0.0122855,0.00649579,0.043969,0.0664363,0,0,0,0,0,0,0,0,0.0153787,0.053679,0,0,0.0478787,0
112,0.0517507,0.0372505,0,0,0,0.0469011,0,0.0272904,0,0,0.0198269,0,0,0.0562651,0.0384329,0.0312544,0.0260448,0.0148295,0.0386753,0.0291889,0.0296123,0.0372707,0.0364682,0.0274545,0.0325549,0.0347071,0.0239287,0.0274358,0.00867751,0.0494939,0.0152947,0.0204244,0.202528,0,0.0532653,0.0355937,0,0,0.0116707,0,0,0.0169023,0.0452354,0.246201,0.0422964,0.014295,0.0536098,0.0333981,0.0526808,0.0800089,0.0473998,0.0623283,0.0401951,0.0473036,0.0694194,0.0289621,0.0355987,0.0125474,0.00636094,0.0446195,0.0653673,0,0,0,0,0,0,0,0,0.0159734,0,0,0,0.0471878,0
