Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M,IMUL_M
102,0.0476435,0.0389064,0,0,0,0,0.0441117,0,0.0254756,0.0320258,0,0,0.0223166,0,0,0.0590365,0.0468845,0.0278291,0.0129585,0.010867,0.051203,0.0290742,0.0293097,0.0402209,0.045144,0.0275337,0.0349072,0.0362563,0.0280088,0.0240042,0.0342169,0.0432578,0.016987,0.0230002,0.0551025,0,0.0244418,0.0604616,0.0432735,0,0,0.0153614,0,0,0.0191569,0.0415213,0.036143,0.0357828,0.0208452,0.048778,0.0441932,0.0412281,0.0555509,0.0460093,0.034224,0.0627228,0.0467913,0.0502227,0.0723294,0.0265601,0.0323325,0.00882828,0.0116221,0.0448265,0.0682641,0,0,0,0,0,0,0,0,0,0
103,0.0474074,0.0388461,0,0,0,0,0.0487005,0,0.024552,0.0329322,0,0,0.0220784,0,0,0.0587768,0.046808,0.0263234,0.0134762,0.0106934,0.051573,0.0286576,0.0294908,0.0403882,0.0450399,0.0277696,0.0345654,0.0358574,0.0281768,0.0244553,0.0263849,0.04347,0.0167189,0.0228028,0.0553466,0,0.0246393,0.0605524,0.0433686,0,0,0.0153003,0,0,0.0193196,0.0422802,0.0363025,0.0352423,0.0211822,0.0486242,0.0443782,0.0408531,0.0548565,0.0460363,0.0339646,0.0627158,0.0467402,0.0502152,0.0723785,0.0271158,0.0321713,0.0088618,0.0117452,0.0450536,0.0679147,0,0,0,0,0,0,0,0,0,0
104,0.047122,0.0388313,0,0,0,0,0.0526521,0,0.0235702,0.0337553,0,0,0.0218656,0,0,0.0585707,0.0468524,0.0249456,0.0139204,0.0101431,0.051851,0.0282873,0.029024,0.0402987,0.0448119,0.0282283,0.0341397,0.0355712,0.0281468,0.0245037,0.0193011,0.0436809,0.0166661,0.022524,0.0554988,0,0.0249061,0.0605323,0.0435043,0,0,0.0153266,0,0,0.0194607,0.0430864,0.0362911,0.034778,0.0213521,0.0485147,0.044649,0.0405319,0.0544477,0.045921,0.0338571,0.0628029,0.0465728,0.0499841,0.072215,0.0275632,0.0320336,0.00883446,0.0118544,0.0451789,0.067526,0,0,0,0,0,0,0,0,0,0
105,0.0468885,0.038799,0,0,0,0,0.0556963,0,0.0229851,0.034608,0,0,0.0217039,0,0,0.0583546,0.0469931,0.0242487,0.014332,0.00977299,0.0520515,0.0279218,0.0291431,0.040488,0.044339,0.0289059,0.0336307,0.035566,0.0278685,0.0245674,0.0146599,0.0438975,0.0165081,0.0224215,0.0555061,0,0.0251582,0.0605183,0.0436955,0,0,0.0153963,0,0,0.0194283,0.0433009,0.0362248,0.0342389,0.0213519,0.0484856,0.0449701,0.0403706,0.0542034,0.0457068,0.0339465,0.062798,0.0464212,0.0498856,0.0719668,0.0279683,0.0318776,0.00876473,0.0119969,0.0450574,0.0672661,0,0,0,0,0,0,0,0,0,0
106,0.0467467,0.0387324,0,0,0,0,0.0573471,0,0.0229062,0.0354995,0,0,0.0215762,0,0,0.0581521,0.0472142,0.0241302,0.0147043,0.00956501,0.0521867,0.0275993,0.0295783,0.0405084,0.0437598,0.0294547,0.0331444,0.0354505,0.0274467,0.0245632,0.0126976,0.0440946,0.0161182,0.022412,0.055373,0,0.0253125,0.0604782,0.0438663,0,0,0.0154599,0,0,0.0194355,0.0432101,0.0365004,0.0336211,0.0212375,0.0483961,0.0452975,0.0402567,0.0541044,0.0455388,0.0341411,0.0626699,0.0463169,0.0497403,0.071833,0.0283667,0.0317609,0.00883279,0.0121178,0.0448385,0.0670891,0,0,0,0,0,0,0,0,0,0
107,0.0466779,0.0386159,0,0,0,0,0.0571987,0,0.0232522,0.0364021,0,0,0.0215641,0,0,0.0580414,0.0472461,0.0243437,0.0150747,0.00942086,0.0523546,0.0272775,0.0299196,0.04041,0.0431387,0.0296928,0.0328717,0.0349818,0.0271385,0.0244523,0.012698,0.0442287,0.0158917,0.0222844,0.0551941,0,0.025221,0.0604644,0.0439971,0,0,0.0155498,0,0,0.0194507,0.0432148,0.0371918,0.032934,0.0211423,0.0482295,0.0455145,0.0401731,0.0541657,0.04579,0.034306,0.0626576,0.046306,0.0498952,0.0718189,0.0288459,0.0316616,0.00889563,0.0121764,0.0445774,0.0669912,0,0,0,0,0,0,0,0,0,0
108,0.0466196,0.0385082,0,0,0,0,0.0560033,0,0.0237898,0.037251,0,0,0.021618,0,0,0.0579443,0.0470408,0.0248003,0.0154094,0.0093954,0.0525458,0.026941,0.0303624,0.0405773,0.0426068,0.0296237,0.0326937,0.0345126,0.0272042,0.0245311,0.0140128,0.0443256,0.0159012,0.0220902,0.0550386,0,0.0250726,0.0603863,0.0440751,0,0,0.0155666,0,0,0.0193873,0.043376,0.0376355,0.0322827,0.0209654,0.0480196,0.0455937,0.0400403,0.0543466,0.0460135,0.0343708,0.0626398,0.046294,0.0498401,0.0717496,0.029077,0.031611,0.00889429,0.0123294,0.0442685,0.0669741,0,0,0,0,0,0,0,0,0,0
109,0.0466049,0.0384441,0,0,0,0,0.0548019,0,0.0241963,0.0379481,0,0,0.0216313,0,0,0.0578094,0.0467241,0.0251788,0.01584,0.00953237,0.0527258,0.0265835,0.0307398,0.0405979,0.0421879,0.0296296,0.032767,0.034279,0.0276383,0.0249165,0.0157505,0.0443739,0.0157099,0.0220164,0.0548961,0,0.0249397,0.0603065,0.0440947,0,0,0.0154849,0,0,0.0193179,0.0435511,0.037849,0.0319366,0.0206904,0.0477622,0.0455195,0.0398434,0.0544683,0.0460068,0.0342898,0.0625692,0.04618,0.0498077,0.0712951,0.0290403,0.0315883,0.00893765,0.0123515,0.0438719,0.0669293,0,0,0,0,0,0,0,0,0,0
110,0.0466369,0.0383849,0,0,0,0,0.0543108,0,0.0240361,0.0384738,0,0,0.021636,0,0,0.0577924,0.046348,0.0256107,0.0158321,0,0.0527655,0.0262786,0.0311699,0.0409127,0.0414115,0.0293089,0.0328107,0.0343064,0.0281132,0.0253759,0.0165571,0.0443259,0.0155943,0.0220363,0.0548137,0,0.0248458,0.0605169,0.0442105,0,0,0.015564,0,0,0.0193634,0.0437181,0.0379457,0.0314206,0.0203711,0.0475803,0.0455389,0.0396563,0.0546752,0.0458525,0.0339538,0.0624569,0.0459794,0.0495736,0.0709282,0.0290807,0.031539,0.00885732,0.0123552,0.0435955,0.0670142,0,0,0,0,0,0,0,0,0,0
111,0.0466768,0.0383083,0,0,0,0,0.0537205,0,0.0239016,0.0388949,0,0,0.021554,0,0,0.0578198,0.0461339,0.025713,0.0163363,0,0.052766,0.0259687,0.031748,0.0414527,0.0405571,0.029263,0.0331879,0.0348387,0.0289103,0.0261939,0.0178322,0.044419,0.0157061,0.0219005,0.0545778,0,0.024726,0.0610331,0.0440124,0,0,0.0154713,0,0,0.0193098,0.043752,0.03821,0.0304984,0.0200331,0.0470814,0.0451934,0.0396627,0.0549676,0.0460225,0.0334265,0.0622836,0.0458308,0.0491245,0.0706533,0.0289842,0.0317001,0.00891501,0.012147,0.0434992,0.0668915,0,0,0,0,0,0,0,0,0,0
112,0.0468298,0.0382129,0,0,0,0,0.0534567,0,0.0238012,0.0391909,0,0,0.0215291,0,0,0.0578988,0.0458999,0.0257525,0.016941,0,0.0528098,0.0257714,0.0321802,0.0421338,0.0397369,0.0291728,0.0338061,0.0354428,0.0296053,0.027005,0.0187744,0.0444897,0.0159186,0.0217863,0.0545183,0,0.024707,0.0613697,0.043713,0,0,0.015318,0,0,0.0190606,0.0439638,0.0388308,0.0299432,0.0198215,0.0466291,0.0447482,0.0394809,0.0548824,0.0460121,0.0331108,0.0620067,0.0457391,0.0488883,0.0703967,0.0289041,0.0318721,0.00911766,0.0119235,0.043366,0.0667449,0,0,0,0,0,0,0,0,0,0
113,0.0469638,0.0380815,0,0,0,0,0.0526793,0,0.0238996,0.0393737,0,0,0.021453,0,0,0.0578982,0.0457559,0.0258363,0.0179499,0.0107788,0.0528555,0.0255429,0.0324249,0.0420267,0.0394792,0.0292681,0.0344476,0.0359459,0.0301564,0.0276089,0.0202755,0.0446584,0.0159424,0.0216974,0.0544021,0,0.0247537,0.0615324,0.0432664,0,0,0.0150388,0,0,0.0187066,0.0441654,0.0390948,0.0295636,0.0197243,0.0460841,0.044047,0.0393053,0.0544635,0.0459104,0.0329463,0.06173,0.045662,0.0488025,0.0701434,0.0287992,0.0321316,0.00950712,0.0113857,0.0432586,0.0664411,0,0,0,0,0,0,0,0,0,0
114,0.047103,0.0378614,0,0,0,0,0.0529166,0,0.0246713,0.0406709,0,0,0.0212454,0,0,0.0578595,0.0456013,0.0278659,0.0204667,0.00967969,0.0530233,0.0252778,0.0314837,0.0422631,0,0.0291246,0.0332297,0.0345518,0.0291883,0.0272398,0.0206937,0.0449115,0.015956,0.0216056,0.0542316,0,0.0249688,0.0621268,0.0425011,0,0,0.0144346,0,0,0.0181815,0.0445556,0.0393608,0.0286294,0.019672,0.0451972,0.0428042,0.039026,0.0541943,0.0462463,0.0328108,0.0613359,0.0452695,0.0483676,0.069718,0.0286797,0.0326793,0.0100546,0.0105269,0.0432396,0.0658719,0,0,0,0,0,0,0,0,0,0
115,0.0473262,0.0377008,0,0,0,0,0.0530859,0,0.0237295,0.0394245,0,0,0.021369,0,0,0.0579864,0.0453696,0.0251767,0.0187033,0.0113903,0.0526171,0.0250586,0.0331423,0.0419631,0.0386623,0.0290657,0.0351492,0.0364511,0.0305066,0.0281988,0.0198187,0.0447247,0.0159244,0.0218468,0.0540994,0,0.0250723,0.0617579,0.0426892,0,0,0.0144933,0,0,0.0181962,0.0448261,0.0392575,0.0288838,0.0194813,0.0456182,0.0431478,0.0387244,0.0538113,0.0459546,0.0324176,0.0612136,0.0451235,0.0483591,0.069737,0.0287087,0.0324498,0.00989813,0.0107319,0.0430034,0.0667793,0,0,0,0,0,0,0,0,0,0
116,0.0473914,0.0374421,0,0,0,0,0.054545,0,0.0246016,0.0408324,0,0,0.0212354,0,0,0.0578554,0.0451346,0.0271345,0.0211215,0.00993831,0.0526872,0.024842,0.0323765,0.0421164,0,0.0289258,0.0338186,0.0351731,0.0294728,0.0277315,0.0194871,0.0449865,0.015919,0.0218159,0.0538502,0,0.0253778,0.0623909,0.0419567,0,0,0.0140164,0,0,0.0178673,0.0453154,0.0397343,0.0279199,0.0195347,0.0447005,0.0420122,0.0384284,0.0535944,0.0458619,0.0321981,0.0606756,0.0446495,0.0477571,0.0693417,0.0284849,0.0329901,0.0103767,0.0100878,0.0430679,0.0661036,0,0,0,0,0,0,0,0,0,0
117,0.0474654,0.0372457,0,0,0,0,0.0547502,0,0.0238726,0.0397871,0,0,0.0213672,0,0,0.0578829,0.0448756,0.0247528,0.0194254,0.0117232,0.0523601,0.0248075,0.0340187,0.0419619,0.0380158,0.0290132,0.0357379,0.0371251,0.0307014,0.028635,0.0181403,0.0448517,0.0159898,0.0219521,0.0535575,0,0.0254155,0.0618954,0.0422242,0,0,0.014265,0,0,0.018118,0.0457153,0.039585,0.0281812,0.0193724,0.0451425,0.0423778,0.0381953,0.0531959,0.0453533,0.0317967,0.0605085,0.0443988,0.0475303,0.0692149,0.0280421,0.0327067,0.0102393,0.0103915,0.0428437,0.0665224,0,0,0,0,0,0,0,0,0,0
118,0.0474448,0.0370177,0,0,0,0,0.0559301,0,0.0244873,0.0412614,0,0,0.0212689,0,0,0.057798,0.0445256,0.0267864,0.0218555,0.0100848,0.052533,0.0248241,0.0330908,0.042162,0,0.0290188,0.0346887,0.0360873,0.0299187,0.0286071,0.0177702,0.0450683,0.0160162,0.0219171,0.0529751,0,0.0256228,0.0623651,0.041599,0,0,0.0138477,0,0,0.0179831,0.0464357,0.0398352,0.0271696,0.0192263,0.0443423,0.0413913,0.0380996,0.0530224,0.0454188,0.0316263,0.0598995,0.0437444,0.0472134,0.0687881,0.0275144,0.0331716,0.0106892,0.00983197,0.0429243,0.0656859,0,0,0,0,0,0,0,0,0,0
119,0.0474974,0.0369196,0,0,0,0,0.0566143,0,0.0236132,0.040473,0,0,0.021376,0,0,0.0578704,0.0442752,0.0244719,0.0203096,0.0119127,0.0523334,0.0249427,0.0347525,0.042045,0.0374522,0.0292966,0.0366955,0.0381871,0.0313583,0.0298977,0.0165785,0.0449038,0.0160719,0.0220701,0.0525093,0,0.0255855,0.0617398,0.0418991,0,0,0.0140715,0,0,0.0182146,0.0470621,0.0394993,0.0274712,0.0189259,0.0448607,0.0418375,0.038049,0.0527207,0.0451448,0.0313587,0.0599704,0.0431725,0.0473831,0.0689811,0.0270841,0.0328607,0.0104864,0.0100689,0.0427541,0.0661027,0,0,0,0,0,0,0,0,0,0
120,0.0475239,0.0367831,0,0,0,0,0.057215,0,0.0245008,0.0421176,0,0,0.0211784,0,0,0.057745,0.0439955,0.0264925,0.0227419,0.0104114,0.0525793,0.0249601,0.0339663,0.0420415,0,0.0295206,0.0356999,0.0372117,0.0306162,0.0300674,0.0166862,0.0451669,0.0160367,0.0220095,0.0519899,0,0.0255567,0.0622334,0.0413126,0,0,0.0137512,0,0,0.0181264,0.0478267,0.0397169,0.0266026,0.018792,0.0441447,0.0409535,0.0382864,0.0526912,0.0453906,0.031399,0.0598375,0.042728,0.047576,0.0689037,0.0267472,0.0332977,0.0109051,0.00943456,0.0428674,0.0653316,0,0,0,0,0,0,0,0,0,0
121,0.0475242,0.0366782,0,0,0,0,0.0573903,0,0.0249371,0.0426831,0,0,0.021058,0,0,0.0577338,0.043784,0.0262989,0.0231296,0.0106464,0.0525774,0.0248849,0.0344674,0.0422788,0,0.0300936,0.0361801,0.0378815,0.0308604,0.0306551,0.0165702,0.0452619,0.0159378,0.0220339,0.0516563,0,0.025556,0.0623846,0.0412324,0,0,0.0136613,0,0,0.0181849,0.0484744,0.039707,0.0262029,0.0187388,0.0440944,0.0408177,0.0385957,0.0525604,0.0453498,0.0313942,0.0598461,0.0428568,0.0476415,0.06905,0.0264703,0.0333435,0.0110691,0.00932347,0.0428389,0.0651794,0,0,0,0,0,0,0,0,0,0
122,0.0475079,0.0366469,0,0,0,0,0.0580786,0,0.0249287,0.0421163,0,0,0.0210431,0,0,0.0578292,0.0436341,0.0241157,0.0214936,0.0127024,0.0522911,0.0247618,0.0362126,0.0423459,0.0370061,0.0310809,0.0379617,0.039898,0.031949,0.0316023,0.0161427,0.0452456,0.0159683,0.0219965,0.0515604,0,0.025694,0.0621001,0.0416959,0,0,0.0137852,0,0,0.0182772,0.0490926,0.0395327,0.0262678,0.0188151,0.0446943,0.0414467,0.0384629,0.0522731,0.0450092,0.031434,0.0600287,0.0431145,0.0475514,0.0693601,0.0263404,0.0330319,0.0108691,0.00975652,0.0426713,0.0656501,0,0,0,0,0,0,0,0,0,0
123,0.0474566,0.0366088,0,0,0,0,0.0591724,0,0.0256787,0.0425905,0,0,0.0209398,0,0,0.0578682,0.0435637,0.0243624,0.0217756,0.012983,0.0521275,0.0246503,0.036732,0.0422244,0.0365829,0.0320658,0.0384104,0.0403384,0.0321458,0.0321128,0.0165098,0.0453837,0.0160678,0.0218086,0.0515542,0,0.0260388,0.0622751,0.0417878,0,0,0.0136644,0,0,0.018163,0.0497318,0.0397455,0.0258006,0.0189749,0.044566,0.0414241,0.0379714,0.0520583,0.0448867,0.0316391,0.0598349,0.0431522,0.0477248,0.0693561,0.0262967,0.033061,0.0109146,0.00973142,0.0426526,0.065568,0,0,0,0,0,0,0,0,0,0
124,0.0474131,0.0365796,0,0,0,0,0.0587576,0,0.0265169,0.0430158,0,0,0.0208467,0,0,0.0578559,0.0435848,0.0246971,0.0221206,0.0134157,0.0519344,0.0245732,0.037206,0.0419269,0.0364119,0.0330726,0.0388626,0.0408034,0.0323469,0.0326204,0.01696,0.0454847,0.0162642,0.0216239,0.0515668,0,0.02646,0.0623443,0.0418425,0,0,0.0136787,0,0,0.0181157,0.0503978,0.0400031,0.0254897,0.019169,0.044309,0.0413468,0.037986,0.0516922,0.0447259,0.0318405,0.0597436,0.04318,0.0477877,0.0694984,0.0263106,0.0330697,0.0109369,0.0096517,0.0426586,0.0654611,0,0,0,0,0,0,0,0,0,0
125,0.04736,0.0365282,0,0,0,0,0.0576775,0,0.0275309,0.0434752,0,0,0.0207514,0,0,0.0577605,0.0436147,0.0251075,0.0226593,0.0145959,0.0517296,0.0244671,0.037573,0.0416714,0.0365735,0.0339627,0.0393578,0.0412819,0.0325276,0.0330887,0.0172815,0.0456425,0.0163719,0.0214218,0.051648,0,0.0268186,0.0623095,0.041911,0,0,0.0136296,0,0,0.0181053,0.0511267,0.0403608,0.025176,0.0194068,0.0439701,0.0412642,0.0381703,0.0513222,0.0445433,0.0321079,0.0597527,0.0433455,0.0476873,0.0697528,0.0263698,0.0330424,0.010996,0.00955423,0.0426654,0.0653011,0,0,0,0,0,0,0,0,0,0
126,0.0472924,0.0364455,0,0,0,0,0.0563665,0,0.0286459,0.0439528,0,0,0.0207122,0,0,0.057706,0.0435675,0.0264985,0.0232726,0.0169011,0.0514858,0.0243534,0.0378274,0.0416462,0.0369561,0.0347216,0.039949,0.0418213,0.0328666,0.0336257,0.0175628,0.0457902,0.0163532,0.0211984,0.0517889,0,0.0271701,0.0623041,0.0419486,0,0,0.0135236,0,0,0.0181445,0.051914,0.0407134,0.024855,0.0197169,0.043608,0.0412136,0.0383063,0.0509848,0.0443466,0.0325368,0.0600223,0.0435775,0.0477861,0.0697214,0.0265408,0.0331179,0.0110902,0.00950267,0.0426494,0.0651249,0,0,0,0,0,0,0,0,0,0
127,0.0472552,0.0363714,0,0,0,0,0.0547841,0,0.0298652,0.0443059,0,0,0.0206979,0,0,0.0576597,0.0434098,0.0282966,0.0238114,0.0182918,0.051213,0.02429,0.037869,0.0411131,0.037447,0.0353412,0.0408387,0.0426493,0.0334593,0.0341997,0.0181706,0.0459417,0.0162578,0.0209954,0.052117,0,0.0275789,0.0623009,0.0419424,0,0,0.013435,0,0,0.0182499,0.0526473,0.0411399,0.0245123,0.0199546,0.0432723,0.041132,0.0385052,0.0507515,0.0441653,0.0330063,0.0602071,0.0436905,0.0480973,0.0697122,0.0268863,0.0331586,0.011195,0.00943513,0.0425803,0.0650115,0,0,0,0,0,0,0,0,0,0
128,0.047255,0.0363647,0,0,0,0,0.0528524,0,0.0315236,0.0445186,0,0,0.0207276,0,0,0.0575927,0.0431161,0.02767,0.0244475,0.0184871,0.0509498,0.0242278,0.0376427,0.0398471,0.038144,0.0357592,0.0415922,0.0431783,0.0338826,0.034215,0.0194128,0.0461519,0.0163341,0.0208606,0.0528031,0,0.0279429,0.0622535,0.0418543,0,0,0.0133192,0,0,0.0181789,0.0532853,0.0417124,0.0241309,0.0200783,0.0429095,0.040927,0.0387635,0.0506977,0.0439816,0.0334277,0.0601942,0.0437545,0.0480453,0.0695995,0.0274053,0.0332123,0.0112132,0.00933019,0.0425203,0.0648786,0,0,0,0,0,0,0,0,0,0
129,0.0473096,0.0363741,0,0,0,0,0.0506688,0,0.0328023,0.0446671,0,0,0.0207678,0,0,0.057557,0.0427529,0.0283618,0.0249938,0.0196795,0.050653,0.0242228,0.037418,0.0386971,0.0387832,0.0363999,0.0421111,0.0435187,0.0340955,0.0340171,0.0201909,0.0463284,0.016483,0.020734,0.0530844,0,0.0281044,0.0621496,0.0417753,0,0,0.0132093,0,0,0.0178949,0.0540048,0.0421579,0.0238703,0.0201973,0.0426055,0.0406911,0.0389931,0.0506811,0.0437629,0.0338078,0.060236,0.0439059,0.0480976,0.0697183,0.0276613,0.0333854,0.0111079,0.00911995,0.0424659,0.0647673,0,0,0,0,0,0,0,0,0,0
130,0.0474142,0.0363433,0,0,0,0,0.0483103,0,0.0333822,0.0448216,0,0,0.0207648,0,0,0.0575674,0.0423806,0.0315032,0.0253878,0.0216438,0.0503202,0.0242228,0.0372547,0.0378969,0.039313,0.0368029,0.0425451,0.0436739,0.0342983,0.0341073,0.0207862,0.0465038,0.0165623,0.0206761,0.0528115,0,0.0281838,0.0620836,0.0416935,0,0,0.0131738,0,0,0.017676,0.054795,0.0423717,0.0237329,0.0202229,0.042369,0.0404886,0.0392034,0.0506428,0.0436784,0.0341426,0.0605648,0.044195,0.0484401,0.0699642,0.0276354,0.0335442,0.0112122,0.00887643,0.042389,0.0647582,0,0,0,0,0,0,0,0,0,0
131,0.0475397,0.0362949,0,0,0,0,0.0480551,0,0.0323632,0.0449033,0,0,0.0207366,0,0,0.0576649,0.0420695,0.0335645,0.0257201,0.02381,0.0500142,0.0243223,0.0371058,0.0374361,0.0397397,0.0368493,0.0426282,0.0438743,0.0336343,0.0333075,0.02397,0.0466168,0.0167822,0.0207084,0.0525237,0,0.0282645,0.0620838,0.0415581,0,0,0.0131336,0,0,0.0176065,0.0554698,0.0423984,0.0236655,0.0201909,0.0421311,0.0402678,0.0395007,0.0506657,0.0436084,0.0343701,0.0610787,0.0445572,0.0488327,0.0702033,0.027613,0.0336944,0.0114657,0.00867334,0.0423669,0.0647603,0,0,0,0,0,0,0,0,0,0
132,0.0478844,0.0366661,0,0,0,0,0.0462726,0,0.0321818,0.0448796,0,0,0.0200212,0,0,0.058554,0.0420065,0.0339383,0.0264781,0.0227496,0.049375,0.0240875,0.0358915,0.0368808,0.0409141,0.0375471,0.0432142,0.0445757,0.0347528,0.0350797,0.0249667,0.0463803,0.0165917,0.0206874,0.0496427,0,0.0247657,0.0618985,0.0410125,0,0,0.01316,0,0,0.0177489,0.0562663,0.041505,0.0228732,0.0217579,0.0410946,0.0402314,0.0395562,0.04921,0.0427,0.0344472,0.0626639,0.0473336,0.0504088,0.0706175,0.0240472,0.0336062,0.0115426,0.00869568,0.042817,0.0646346,0,0,0,0,0,0,0,0,0,0
133,0.0479823,0.0366731,0,0,0,0,0.0466474,0,0.0322449,0.0448101,0,0,0.0198406,0,0,0.0587886,0.0419103,0.0344869,0.0267159,0.0222027,0.0491869,0.0241953,0.0357633,0.0364739,0.0409337,0.0377259,0.0432293,0.0448106,0.0346644,0.0351771,0.0260054,0.0462974,0.0166144,0.0207762,0.0499445,0,0.0247557,0.0619449,0.0407635,0,0,0.0130659,0,0,0.0176207,0.0566305,0.0416139,0.022593,0.0217143,0.0406312,0.0400549,0.039596,0.0493544,0.0426649,0.0343892,0.0628367,0.0474456,0.050556,0.0706544,0.0240764,0.0336866,0.0117284,0.00850845,0.0429427,0.0645504,0,0,0,0,0,0,0,0,0,0
134,0.048043,0.0365388,0,0,0,0,0.0464446,0,0.032643,0.0447183,0,0,0.0197817,0,0,0.0588662,0.0417973,0.0338502,0.0267416,0.0215939,0.0492103,0.0243141,0.0362555,0.036223,0.040281,0.0374993,0.0429612,0.0445485,0.0344103,0.0349339,0.0262559,0.0462185,0.0167057,0.0208883,0.0503733,0,0.024707,0.0620422,0.040558,0,0,0.0129723,0,0,0.0175434,0.0568649,0.0416921,0.0223677,0.0217036,0.0403741,0.0397637,0.0393637,0.049516,0.0426057,0.0342823,0.0628796,0.0475112,0.0506127,0.0703698,0.0242013,0.0338211,0.011882,0.00824719,0.0429453,0.0646972,0,0,0,0,0,0,0,0,0,0
135,0.0480909,0.0363211,0,0,0,0,0.0451867,0,0.0331324,0.0447155,0,0,0.0198193,0,0,0.0587777,0.041559,0.0319677,0.0267374,0.0219561,0.0493448,0.0245028,0.0372664,0.0368653,0.0393449,0.0366787,0.0423306,0.0437892,0.033832,0.0341913,0.0257466,0.0463201,0.0169193,0.0210429,0.0508147,0,0.0245831,0.062226,0.040363,0,0,0.0128615,0,0,0.0174112,0.056949,0.0418023,0.0221489,0.0216993,0.040292,0.0393455,0.0390307,0.0496764,0.0426036,0.0341763,0.0626861,0.0475238,0.0505603,0.0700034,0.0244154,0.0339815,0.0121178,0.00801262,0.0428637,0.0651658,0,0,0,0,0,0,0,0,0,0
136,0.0478578,0.0358533,0,0,0,0,0.0441654,0,0.0342513,0.0446638,0,0,0.020409,0,0,0.0581268,0.0411494,0.0319895,0.0262421,0.0228294,0.0495823,0.0250673,0.0385631,0.0376014,0.0380407,0.0354112,0.0415313,0.0429904,0.0330587,0.0330656,0.0233049,0.0465277,0.0174826,0.0212657,0.0550286,0,0.0284093,0.062597,0.0405911,0,0,0.0127235,0,0,0.0173905,0.0565992,0.0428696,0.0224626,0.0195363,0.0406674,0.0389618,0.0390618,0.0518295,0.0436346,0.033883,0.0606735,0.0445224,0.0486064,0.0692826,0.029702,0.0343247,0.0125198,0.00766219,0.0425383,0.0654032,0,0,0,0,0,0,0,0,0,0
137,0.0479216,0.0358095,0,0,0,0,0.0426671,0,0.0340193,0.0445547,0,0,0.020382,0,0,0.0582194,0.0410416,0.0304478,0.0262889,0.0215089,0.0494058,0.0252934,0.0391395,0.0382643,0.0374439,0.0347575,0.0411649,0.042799,0.0330923,0.0331667,0.0230501,0.0464585,0.0176577,0.0213545,0.0559882,0,0.0282896,0.0626475,0.0404793,0,0,0.0126348,0,0,0.0174764,0.056522,0.0428896,0.0221793,0.0192919,0.0404205,0.0388683,0.0385213,0.0522933,0.0436398,0.0337068,0.060471,0.0442934,0.048352,0.0689261,0.0303435,0.0344205,0.012607,0.00750161,0.0425435,0.0653874,0,0,0,0,0,0,0,0,0,0
138,0.0479515,0.0358434,0,0,0,0,0.041722,0,0.033639,0.0447432,0,0,0.0203345,0,0,0.0582422,0.0410822,0.0274264,0.0266216,0.0206938,0.0492311,0.0254653,0.0396254,0.0389932,0.0369868,0.0342478,0.0407326,0.0424548,0.0329343,0.0329977,0.0236121,0.0465413,0.0177745,0.0213863,0.0569387,0,0.02818,0.0625504,0.0404132,0,0,0.0125701,0,0,0.0174172,0.0565134,0.0429113,0.0218709,0.0190476,0.0403018,0.0387003,0.0380096,0.0527395,0.043679,0.0335232,0.0606031,0.0440233,0.0480489,0.068563,0.0310115,0.0345704,0.0126187,0.00733563,0.0425614,0.0653251,0,0,0,0,0,0,0,0,0,0
139,0.047953,0.0359436,0,0,0,0,0.0401343,0,0.0336574,0.045193,0,0,0.0202666,0,0,0.0582103,0.0411131,0.024056,0.0272113,0.0202921,0.0491208,0.0255876,0.0398321,0.0395125,0.0367453,0.0337167,0.040314,0.0425591,0.0323383,0.0323045,0.0246052,0.0466859,0.0178687,0.0213618,0.057798,0,0.0280494,0.0623827,0.0403598,0,0,0.0125298,0,0,0.0172991,0.0566127,0.0429272,0.0213721,0.0187786,0.0401348,0.0384906,0.0379597,0.0532074,0.0437707,0.0334208,0.0605976,0.0437421,0.0475944,0.0683328,0.0316931,0.0347379,0.0126747,0.00718325,0.042659,0.0652781,0,0,0,0,0,0,0,0,0,0
