Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,RTOE,IMUR_M
114,0.0479005,0.0383119,0,0,0,0,0,0.028935,0,0.0343942,0.0420706,0,0,0.0310998,0,0,0.0659207,0.0334338,0.0233544,0.0337007,0.015021,0.0480812,0.038147,0.0343202,0.0425127,0.036736,0.0262661,0.034868,0.0404143,0.0259253,0.0280619,0.031151,0.0319008,0.0182912,0.0323195,0.050561,0,0.018368,0.045251,0.0406369,0,0,0.012578,0,0,0.016229,0.0566208,0.0291746,0.0244429,0.0295722,0.0438645,0.0400323,0.0371054,0.0584516,0.0267026,0.0585154,0.0442997,0.0420963,0.0701083,0.0346583,0.0122487,0.00825746,0.0461797,0.0679172,0,0,0,0,0,0,0,0,0.0501181,0.0191862,0
115,0.0481472,0.0385317,0,0,0,0,0,0.0292573,0,0.0344572,0.0422224,0,0,0.0318941,0,0,0.0660827,0.0330113,0.0239724,0.0338826,0.0150812,0.0476776,0.0390019,0.0344415,0.0424807,0.0363799,0.0263024,0.0351983,0.0403888,0.0260945,0.028317,0.0307731,0.0313312,0.0183374,0.0324392,0.0493429,0,0.0169976,0.0439303,0.0405107,0,0,0.0127188,0,0,0.0164883,0.0573122,0.0274101,0.0244885,0.0313964,0.044788,0.0399702,0.037124,0.0595245,0.0268946,0.0572764,0.0431311,0.0412624,0.068983,0.0345633,0.0121626,0.00828175,0.0457979,0.068316,0,0,0,0,0,0,0,0,0.0504402,0.0241255,0
116,0.0484267,0.0387683,0,0,0,0,0,0.0296257,0,0.0344534,0.042472,0,0,0.0325186,0,0,0.0662163,0.0325754,0.0244348,0.0340353,0.0146967,0.0472331,0.0396846,0.0346937,0.042282,0.0359583,0.0263235,0.0355565,0.0402237,0.0263103,0.0285168,0.0304578,0.0307877,0.0184359,0.032517,0.0485959,0,0.0152679,0.0425083,0.0404009,0,0,0.0126633,0,0,0.0165195,0.0577993,0.0264737,0.0244957,0.0323802,0.0456525,0.0399861,0.0372822,0.0595555,0.0270493,0.0565845,0.0421615,0.0404344,0.0682961,0.0344376,0.0121341,0.00828071,0.0452572,0.0687297,0,0,0,0,0,0,0,0,0.0511843,0.029637,0
117,0.0486345,0.0389695,0,0,0,0,0,0.0300437,0,0.0344374,0.0428987,0,0,0.0328477,0,0,0.0663785,0.0322024,0.0248202,0.0342346,0.0155058,0.0468379,0.040035,0.034794,0.042131,0.0357105,0.0262478,0.0356448,0.0400534,0.0264099,0.0285884,0.0299123,0.0305351,0.018265,0.0325589,0.0486453,0,0.0136485,0.0411063,0.0403119,0,0,0.0125592,0,0,0.0164627,0.0579928,0.0273732,0.0247666,0.0327082,0.0461915,0.03997,0.0374693,0.0589524,0.0271304,0.0566307,0.0419062,0.0403815,0.0683381,0.0343893,0.0121634,0.00818916,0.044745,0.0690566,0,0,0,0,0,0,0,0,0.0520163,0.0355392,0
118,0.0487706,0.0390446,0,0,0,0,0,0.0303842,0,0.0344436,0.0434213,0,0,0.0328505,0,0,0.0664322,0.0318558,0.0250757,0.0343622,0.0160826,0.0465324,0.0400729,0.034638,0.0418417,0.0355493,0.026092,0.0356894,0.0400922,0.0264527,0.0286409,0.0293707,0.0304643,0.0181622,0.0323221,0.0483746,0,0.0129033,0.0399256,0.0402599,0,0,0.0125073,0,0,0.0164814,0.057928,0.029304,0.0251611,0.0332445,0.0464608,0.039971,0.0372116,0.0590712,0.0271235,0.0569549,0.0420908,0.0408924,0.0687447,0.034415,0.0124501,0.0080954,0.0445451,0.0693572,0,0,0,0,0,0,0,0,0.0523556,0.040051,0
119,0.0488928,0.039024,0,0,0,0,0,0.0305581,0,0.034461,0.0438085,0,0,0.0325362,0,0,0.0663925,0.0314672,0.0252677,0.0344469,0.016215,0.0462099,0.0397113,0.0343194,0.041519,0.0354367,0.0257726,0.0357687,0.0401762,0.0265591,0.028686,0.0289819,0.0306795,0.0179793,0.0322811,0.0478644,0,0.0128561,0.0387615,0.0402745,0,0,0.0124299,0,0,0.0166061,0.0576305,0.0310869,0.0254321,0.0341967,0.0463825,0.040005,0.0363775,0.0586175,0.0269475,0.0572001,0.0423733,0.0414223,0.0693444,0.0344865,0.0129966,0.00806904,0.0446041,0.0696854,0,0,0,0,0,0,0,0,0.0525702,0.0410871,0
120,0.0489756,0.0389999,0,0,0,0,0,0.0308072,0,0.0344212,0.0442767,0,0,0.0320199,0,0,0.0662487,0.030921,0.0255551,0.0345198,0.0162847,0.0458044,0.0390626,0.0339727,0.0411465,0.0353637,0.0255097,0.0358548,0.0401956,0.0267147,0.028754,0.0285006,0.0310457,0.0178727,0.0320848,0.0475919,0,0.0129605,0.0376246,0.0404019,0,0,0.0122967,0,0,0.0166818,0.0573163,0.0331959,0.0255749,0.0352701,0.0460065,0.0400235,0.0353092,0.058429,0.02675,0.0574986,0.0427815,0.0420468,0.0701539,0.0345944,0.0134325,0.00801702,0.0445876,0.0699836,0,0,0,0,0,0,0,0,0.0527013,0.0422315,0
121,0.0490287,0.0389703,0,0,0,0,0,0.0311022,0,0.0344888,0.0447618,0,0,0.0314286,0,0,0.0660377,0.0303462,0.0258488,0.0345595,0.0164571,0.0453873,0.0384194,0.0336633,0.04072,0.0353722,0.0253421,0.0360797,0.0402721,0.0267695,0.0287069,0.0281133,0.031316,0.0179305,0.0316871,0.0475088,0,0.0131615,0.0365713,0.0405318,0,0,0.0122091,0,0,0.0167029,0.056932,0.0353903,0.0258412,0.0360931,0.0457244,0.0399837,0.0347577,0.0584852,0.0266369,0.0579238,0.0434013,0.0430604,0.0713532,0.0347118,0.0136358,0.00791478,0.0445326,0.0702612,0,0,0,0,0,0,0,0,0.0527501,0.0447549,0
122,0.0490643,0.0389082,0,0,0,0,0,0.0314354,0,0.0343634,0.0452271,0,0,0.0308765,0,0,0.0658409,0.0299065,0.026059,0.0346011,0.0164681,0.0449188,0.0377642,0.0334523,0.0399633,0.0352817,0.0253178,0.0362018,0.0403177,0.0268304,0.0288009,0.0275934,0.0315031,0.0179617,0.0310696,0.0475506,0,0.013449,0.0357094,0.0406489,0,0,0.0121327,0,0,0.0167177,0.0565966,0.037648,0.0260717,0.0367464,0.0455035,0.0398661,0.0346204,0.0587914,0.0265587,0.0585094,0.0440176,0.0441425,0.072433,0.0348825,0.0137389,0.00777409,0.0444328,0.0705169,0,0,0,0,0,0,0,0,0.0527655,0.0478634,0
123,0.0490628,0.0387934,0,0,0,0,0,0.0319059,0,0.0341356,0.0455915,0,0,0.0304444,0,0,0.0657271,0.0295771,0.0262231,0.0346912,0.0160106,0.0444687,0.0371878,0.0334654,0.0387139,0.0350295,0.0253232,0.0363089,0.0401827,0.0269541,0.028949,0.0266687,0.0318541,0.0180078,0.0307022,0.0476704,0,0.0136468,0.0349877,0.0407823,0,0,0.0120665,0,0,0.0167886,0.0563843,0.040148,0.0263349,0.0372516,0.0455601,0.0397439,0.0347749,0.0589998,0.026427,0.0591315,0.0444202,0.0448813,0.0732621,0.0349703,0.0138114,0.0077179,0.0443481,0.0707019,0,0,0,0,0,0,0,0,0.0527866,0.0513077,0
124,0.049058,0.0386728,0,0,0,0,0,0.0323504,0,0.0339158,0.0458054,0,0,0.0300795,0,0,0.0656707,0.0292709,0.0263978,0.0347524,0.0158324,0.0441089,0.0366832,0.0332981,0.0384656,0.0349139,0.0250697,0.0363584,0.0400295,0.0270759,0.0290404,0.0259254,0.0320677,0.0179547,0.0305331,0.0475729,0,0.0137884,0.034314,0.0409253,0,0,0.0120391,0,0,0.0168706,0.0562286,0.0423601,0.0265848,0.0375594,0.0457798,0.0397199,0.0346745,0.058907,0.026396,0.0596535,0.0445156,0.0452628,0.0738354,0.0349674,0.0138534,0.00778805,0.0442617,0.0708053,0,0,0,0,0,0,0,0,0.052924,0.0544526,0
125,0.0491024,0.0385465,0,0,0,0,0,0.0328276,0,0.0337951,0.0459809,0,0,0.0297721,0,0,0.0655813,0.0290082,0.0267049,0.0347729,0.0158271,0.043875,0.0362084,0.0330639,0.0392302,0.0348679,0.0248905,0.0363452,0.0398963,0.027171,0.0291038,0.0254031,0.0322422,0.0176608,0.0311142,0.0473963,0,0.0140042,0.0338384,0.0410297,0,0,0.0120599,0,0,0.0169627,0.0560825,0.0441703,0.0268983,0.0376957,0.0459551,0.0397716,0.0344951,0.0586691,0.0263597,0.0598804,0.044452,0.0453553,0.074209,0.0349485,0.0139299,0.0078836,0.0441993,0.070817,0,0,0,0,0,0,0,0,0.0531303,0.0571884,0
126,0.0491819,0.0383795,0,0,0,0,0,0.0335248,0,0.033615,0.0461538,0,0,0.0296275,0,0,0.0655855,0.0287567,0.0270195,0.0346952,0.0159013,0.0438325,0.0357906,0.0328895,0.0394845,0.0346898,0.024782,0.036295,0.0397408,0.0272856,0.0291468,0.0246962,0.0323284,0.017303,0.0324063,0.0473285,0,0.0141319,0.0335804,0.0410746,0,0,0.0121514,0,0,0.0169776,0.0559189,0.0455706,0.0272309,0.0375736,0.0465197,0.0398068,0.0345313,0.0585906,0.0260917,0.0600077,0.0443106,0.0454067,0.074592,0.034897,0.0139461,0.00787684,0.0441707,0.0708105,0,0,0,0,0,0,0,0,0.0531566,0.0596828,0
