Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,RTOE,IMUR_M
195,0.0465645,0.0388325,0,0,0,0,0,0.0359187,0,0.0287239,0.030372,0,0,0.0259217,0,0,0.0616871,0.0441903,0.0319893,0.0174175,0.0186753,0.0489244,0.0285072,0.0269231,0.0441804,0.046759,0.0258174,0.0332913,0.0342345,0.0273167,0.0235848,0.0516798,0.0369872,0.0167345,0.02744,0.0432236,0,0.0223547,0.058838,0.0462373,0,0,0.0140029,0,0,0.0182519,0.0401337,0.0335517,0.0339188,0.0170796,0.0431003,0.0462077,0.0391462,0.0566402,0.0291137,0.0602114,0.0411959,0.0462377,0.0683939,0.0351953,0.0113141,0.0105171,0.0485535,0.0717487,0,0,0,0,0,0,0,0,0.0456256,0.0237137,0
196,0.0466266,0.0390779,0,0,0,0,0,0.0359197,0,0.0283533,0.0301172,0,0,0.0260648,0,0,0.0618198,0.0443627,0.0315818,0.0178099,0.0190369,0.0492981,0.0284954,0.0270292,0.0441064,0.0469004,0.025801,0.0335853,0.0345295,0.0278692,0.023871,0.0513973,0.037057,0.0168229,0.027661,0.0431673,0,0.0224166,0.0594289,0.0459524,0,0,0.0138462,0,0,0.0180955,0.0402869,0.034601,0.0330057,0.0170466,0.0429786,0.0458961,0.0391935,0.0565984,0.0290606,0.0601341,0.0412439,0.0462374,0.0683776,0.0351061,0.0113704,0.0103955,0.048229,0.0716334,0,0,0,0,0,0,0,0,0.0455897,0.0237245,0
197,0.0465647,0.0394424,0,0,0,0,0,0.0363693,0,0.02786,0.0302332,0,0,0.0260178,0,0,0.0619597,0.0444132,0.0311721,0.0182265,0.0190584,0.0493839,0.0284401,0.0271503,0.0440359,0.0465793,0.0258472,0.0336114,0.0347773,0.028435,0.0240853,0.0503825,0.0369545,0.0169222,0.0278517,0.0434026,0,0.022642,0.0599008,0.0457687,0,0,0.0136299,0,0,0.0180965,0.040501,0.035347,0.0323645,0.017069,0.0427664,0.045489,0.0391456,0.0564917,0.0289312,0.0600092,0.0412331,0.046285,0.0683255,0.0348806,0.0114706,0.0102248,0.0475425,0.0714715,0,0,0,0,0,0,0,0,0.0455289,0.0235487,0
198,0.0463108,0.0397062,0,0,0,0,0,0.0379201,0,0.0280304,0.0320053,0,0,0.0255889,0,0,0.0618625,0.0445991,0.0332146,0.0212351,0.0190769,0.0497605,0.0281361,0.0260213,0.0455586,0,0.0257152,0.0314641,0.0325853,0.0267413,0.0229035,0.0481945,0.0373569,0.0169134,0.0277873,0.043653,0,0.0228653,0.06091,0.0449378,0,0,0.0131171,0,0,0.0177723,0.0410569,0.0359173,0.0312619,0.0172805,0.0414785,0.0440623,0.0392348,0.0563731,0.0290016,0.0596553,0.0410238,0.046126,0.0681246,0.0355779,0.0120149,0.00942606,0.0467916,0.0703192,0,0,0,0,0,0,0,0,0.0457806,0.0236105,0
199,0.0465684,0.0400326,0,0,0,0,0,0.0386547,0,0.026892,0.0311721,0,0,0.0257423,0,0,0.0620667,0.0439525,0.0301472,0.0188839,0.0190321,0.0493619,0.0279537,0.0273989,0.0439846,0.0441754,0.0258128,0.0333981,0.0348227,0.0288215,0.0250251,0.0457219,0.0372712,0.0170275,0.0281306,0.0436559,0,0.0229316,0.0606246,0.0453842,0,0,0.0133352,0,0,0.0180365,0.0414974,0.0356807,0.0314974,0.0172271,0.0418511,0.0445091,0.0391046,0.0560523,0.0285852,0.0598197,0.041123,0.0462817,0.0683316,0.0352094,0.0117162,0.00973403,0.0457742,0.0710159,0,0,0,0,0,0,0,0,0.0454456,0.0234444,0
200,0.0465773,0.0400799,0,0,0,0,0,0.0395917,0,0.0261408,0.0317795,0,0,0.0256153,0,0,0.0620449,0.0436106,0.0299205,0.0190811,0.0187952,0.0490797,0.0274813,0.0277313,0.0440047,0.0434785,0.0257754,0.0335815,0.0347646,0.028874,0.0252486,0.0428161,0.0376174,0.0171378,0.0281959,0.0438974,0,0.0231742,0.0609253,0.0451524,0,0,0.013107,0,0,0.0179465,0.0421603,0.0358665,0.031138,0.0172209,0.0412972,0.0438773,0.0389696,0.0558433,0.0284482,0.0597528,0.0410488,0.0462552,0.0683421,0.0354114,0.0119772,0.00938217,0.0454951,0.0707121,0,0,0,0,0,0,0,0,0.0455127,0.0234933,0
201,0.0466758,0.0399722,0,0,0,0,0,0.0406335,0,0.0255339,0.0324866,0,0,0.0254665,0,0,0.0619769,0.0432317,0.0299842,0.01931,0.0183714,0.0489159,0.0269144,0.0282564,0.0440604,0.0428653,0.0257465,0.0336241,0.0347796,0.0288962,0.0253113,0.0398661,0.0379148,0.0172287,0.0282228,0.044048,0,0.0234988,0.0611711,0.0449004,0,0,0.0128687,0,0,0.0177107,0.0426838,0.0360575,0.030719,0.0172634,0.0408422,0.0432774,0.03881,0.0556491,0.0283657,0.059659,0.0409914,0.0462168,0.0683274,0.0356659,0.0122704,0.00905554,0.0457713,0.0704898,0,0,0,0,0,0,0,0,0.0456758,0.0234927,0
202,0.0467456,0.0397842,0,0,0,0,0,0.0423367,0,0.0251135,0.0333334,0,0,0.0253269,0,0,0.0618824,0.0427774,0.0297777,0.0195785,0.0178989,0.0489609,0.0264827,0.0288978,0.0441848,0.042135,0.0257123,0.033522,0.0347784,0.028941,0.025487,0.0366594,0.0382695,0.017354,0.028193,0.0442397,0,0.0237685,0.0613683,0.0447396,0,0,0.012677,0,0,0.0175593,0.043157,0.0360493,0.0302717,0.0172984,0.0404193,0.0427912,0.0387069,0.0555463,0.0283146,0.0595869,0.0408377,0.0461743,0.0683641,0.0359178,0.0125828,0.0087666,0.0462708,0.070369,0,0,0,0,0,0,0,0,0.0457697,0.0232055,0
203,0.0467123,0.0396231,0,0,0,0,0,0.0454032,0,0.0247094,0.0342661,0,0,0.025216,0,0,0.0617382,0.0422754,0.0292631,0.0199294,0.0173978,0.0488549,0.02617,0.0295947,0.0444589,0.0412824,0.0256548,0.0334253,0.0348281,0.0291626,0.0258786,0.0330338,0.0387252,0.0175016,0.0281055,0.0446946,0,0.0238706,0.0615766,0.0446174,0,0,0.0124596,0,0,0.0175129,0.0436124,0.0358804,0.0297704,0.0173136,0.0401086,0.0423751,0.0386488,0.0555728,0.0283817,0.059516,0.0406409,0.0461496,0.0683107,0.0361732,0.0128353,0.00849289,0.0466954,0.0703304,0,0,0,0,0,0,0,0,0.0458054,0.0224844,0
204,0.0467219,0.0395202,0,0,0,0,0,0.0496475,0,0.0243362,0.0352161,0,0,0.0250672,0,0,0.0616265,0.041893,0.0287876,0.0202718,0.016821,0.0486931,0.0257349,0.0303572,0.0448747,0.0402537,0.0256164,0.0334162,0.0349953,0.0294545,0.0263914,0.0290597,0.0391137,0.0176036,0.0280696,0.0450242,0,0.0238912,0.0618614,0.0445077,0,0,0.0122373,0,0,0.0175238,0.0440735,0.0358661,0.0292252,0.0174062,0.0397366,0.041924,0.0385957,0.055556,0.0284352,0.0594673,0.0405534,0.0461383,0.0682628,0.036428,0.0129639,0.00828023,0.0469844,0.0702564,0,0,0,0,0,0,0,0,0.0458468,0.0220719,0
205,0.046746,0.0394855,0,0,0,0,0,0.0512732,0,0.02372,0.0360988,0,0,0.0249083,0,0,0.0615556,0.041753,0.0284526,0.0205376,0.0161545,0.0485179,0.025283,0.0312624,0.0453189,0.0395245,0.0257527,0.0333319,0.0350777,0.0296045,0.0266624,0.0253825,0.0393818,0.0177305,0.0280233,0.045097,0,0.0239313,0.0621821,0.0444662,0,0,0.012083,0,0,0.0175811,0.0445533,0.0360541,0.0285505,0.0175211,0.0394555,0.0415442,0.0385377,0.0554655,0.028317,0.0594357,0.0406141,0.0461563,0.0682841,0.0366409,0.0130907,0.00812936,0.0471706,0.0700638,0,0,0,0,0,0,0,0,0.0458112,0.0221967,0
206,0.0467942,0.0395027,0,0,0,0,0,0.0522182,0,0.0231839,0.0369618,0,0,0.0247336,0,0,0.0615116,0.0417701,0.0281977,0.0207503,0.0154405,0.048316,0.02487,0.0321158,0.0457361,0.0389414,0.0259928,0.033377,0.0350589,0.0294692,0.0268459,0.0224134,0.039552,0.0178328,0.0279432,0.0452781,0,0.0241053,0.0624027,0.0444613,0,0,0.0119992,0,0,0.0176832,0.0450589,0.036201,0.0280376,0.0176276,0.0392684,0.0413444,0.0384951,0.0554176,0.0285609,0.0594135,0.0406866,0.0461636,0.0683423,0.036801,0.0132814,0.00800641,0.0473296,0.0698971,0,0,0,0,0,0,0,0,0.0456327,0.0223542,0
207,0.0468324,0.0395435,0,0,0,0,0,0.0537861,0,0.0229807,0.0378289,0,0,0.024571,0,0,0.0615469,0.0419008,0.0279274,0.0209237,0.0147004,0.0480134,0.0244747,0.0328365,0.0461079,0.0383378,0.0263397,0.0336606,0.0351171,0.0293191,0.0271329,0.0200051,0.039646,0.0178851,0.0278304,0.0456226,0,0.0244235,0.062516,0.0444031,0,0,0.0118962,0,0,0.0177555,0.0455742,0.0362993,0.0277351,0.0176773,0.0391028,0.0412182,0.0384952,0.0554621,0.0290713,0.0594363,0.0407207,0.0462245,0.068295,0.0368853,0.0135322,0.00790336,0.0474153,0.0698216,0,0,0,0,0,0,0,0,0.0451772,0.0223994,0
208,0.0468296,0.0395456,0,0,0,0,0,0.0555173,0,0.0229622,0.0386745,0,0,0.0244397,0,0,0.0616112,0.0421592,0.0275608,0.0211389,0.01406,0.047626,0.024109,0.0335598,0.0465335,0.0377529,0.0267868,0.0338778,0.035353,0.0293936,0.0276235,0.0180931,0.0397652,0.0179277,0.0277067,0.0460953,0,0.0247505,0.0625365,0.0443379,0,0,0.0117423,0,0,0.0177564,0.0460881,0.03635,0.0274833,0.0179222,0.038939,0.0410962,0.0384775,0.0554275,0.0294965,0.0595837,0.0408074,0.0462838,0.0683062,0.0369144,0.013666,0.00775462,0.0474064,0.069722,0,0,0,0,0,0,0,0,0.0449461,0.0224274,0
209,0.0468423,0.0395035,0,0,0,0,0,0.056982,0,0.0228547,0.0394232,0,0,0.0243129,0,0,0.061607,0.0425505,0.0271698,0.0213657,0.013482,0.047367,0.0237656,0.0342495,0.0469173,0.0374318,0.0273852,0.0339698,0.0356737,0.0294533,0.0280959,0.0166638,0.0398708,0.0180351,0.0276097,0.0464397,0,0.0250317,0.0625263,0.0442883,0,0,0.0116183,0,0,0.0176916,0.0466047,0.0364355,0.0271873,0.0181883,0.0388627,0.0410848,0.0384765,0.0552197,0.0297509,0.0596787,0.0409466,0.0464016,0.0683766,0.0368923,0.013757,0.00756977,0.0473419,0.069663,0,0,0,0,0,0,0,0,0.0448886,0.0226123,0
210,0.0468872,0.0394257,0,0,0,0,0,0.0581513,0,0.0226965,0.0400496,0,0,0.0241934,0,0,0.0615636,0.0430457,0.0269524,0.0215976,0.0129245,0.0471686,0.0234763,0.0348249,0.0472096,0.0373162,0.0280966,0.0341228,0.0360032,0.0294827,0.0285919,0.015736,0.039995,0.0181318,0.0275137,0.0465437,0,0.0252241,0.0625218,0.0442402,0,0,0.0114437,0,0,0.0175249,0.0471866,0.0366306,0.0269339,0.0184481,0.0387548,0.0410517,0.0385108,0.0548987,0.029886,0.0597364,0.0411439,0.0465673,0.068534,0.0368519,0.0138686,0.007446,0.0472333,0.0696508,0,0,0,0,0,0,0,0,0.0447845,0.0231271,0
211,0.0469303,0.0393374,0,0,0,0,0,0.0592033,0,0.0226506,0.040503,0,0,0.0241308,0,0,0.0615036,0.0436056,0.0270556,0.0218834,0.0124323,0.0469975,0.0232538,0.0353516,0.0472888,0.0373343,0.0289293,0.0345048,0.0364956,0.0295691,0.0292013,0.0151092,0.0401846,0.0182408,0.0274979,0.0462283,0,0.0253722,0.0625436,0.0441854,0,0,0.0113327,0,0,0.0173735,0.0480995,0.0370687,0.0268012,0.01871,0.0386037,0.0409762,0.0385578,0.0544604,0.0299621,0.0598384,0.0414367,0.0467645,0.0687289,0.0368563,0.0140008,0.00741837,0.0470044,0.0695828,0,0,0,0,0,0,0,0,0.0445757,0.0241484,0
212,0.0469867,0.0392437,0,0,0,0,0,0.0601186,0,0.0226321,0.040882,0,0,0.0241414,0,0,0.0614978,0.0441644,0.0270105,0.0222248,0.0121452,0.0470106,0.0231314,0.0358745,0.0471833,0.0374224,0.0297975,0.0349684,0.037034,0.0298418,0.0299455,0.0147325,0.0402506,0.0183212,0.0275602,0.0462344,0,0.0256366,0.062638,0.0441256,0,0,0.011297,0,0,0.0172524,0.0492079,0.0372668,0.0267609,0.0189514,0.0384828,0.0408695,0.0385752,0.054068,0.0300908,0.0598846,0.0416687,0.0469044,0.0688249,0.0368612,0.0140454,0.007468,0.0467325,0.0695034,0,0,0,0,0,0,0,0,0.0443975,0.0246113,0
213,0.0470419,0.0391843,0,0,0,0,0,0.0613426,0,0.0230206,0.0412395,0,0,0.0241764,0,0,0.0615309,0.0446843,0.0267844,0.022586,0.0117907,0.0468513,0.0230963,0.0365109,0.0469706,0.0375128,0.0306003,0.0355095,0.0376855,0.0302426,0.0307286,0.0145865,0.0402179,0.0184028,0.0277241,0.046416,0,0.0259128,0.0627067,0.0440729,0,0,0.0113217,0,0,0.0172069,0.0501401,0.0372735,0.0267196,0.0193373,0.0383741,0.0408091,0.0385637,0.0536059,0.0302929,0.059903,0.0417876,0.0470449,0.0688701,0.0368513,0.0140098,0.00747118,0.0464323,0.0694122,0,0,0,0,0,0,0,0,0.0442585,0.0247815,0
214,0.0470947,0.0391241,0,0,0,0,0,0.0633777,0,0.0233874,0.0415554,0,0,0.0241218,0,0,0.0616142,0.045177,0.0263817,0.0229971,0.0109795,0.0464875,0.0231529,0.0372398,0.0467945,0.0378393,0.0313038,0.0361072,0.0383582,0.0306989,0.0314321,0.0145895,0.0401179,0.0185026,0.0277465,0.0465258,0,0.026132,0.062703,0.0439809,0,0,0.011373,0,0,0.0172034,0.05097,0.0372223,0.0266939,0.0197329,0.0382392,0.0407362,0.0386386,0.053056,0.0304534,0.0598825,0.0418913,0.0471752,0.0689892,0.0368823,0.0140441,0.0074549,0.0461879,0.0692931,0,0,0,0,0,0,0,0,0.0441457,0.0249539,0
215,0.0470287,0.0389694,0,0,0,0,0,0.0641517,0,0.0246856,0.0429192,0,0,0.0239292,0,0,0.0616358,0.0456583,0.0280623,0.0258635,0.00932638,0.0463596,0.0232392,0.0369097,0.0468713,0,0.0317134,0.0353643,0.0374723,0.0301697,0.0316178,0.0145955,0.040298,0.0185423,0.0276811,0.046454,0,0.0264041,0.0633008,0.0432613,0,0,0.0112044,0,0,0.017089,0.0515251,0.0374592,0.0264756,0.0201638,0.0373163,0.0397702,0.0388016,0.0527803,0.0305104,0.0596077,0.0421232,0.0471012,0.0690103,0.0374125,0.0144694,0.00697269,0.04618,0.0683334,0,0,0,0,0,0,0,0,0.0442931,0.0249635,0
216,0.047009,0.0388806,0,0,0,0,0,0.063543,0,0.0253814,0.043086,0,0,0.0239024,0,0,0.0617098,0.0456913,0.0279881,0.0264762,0.00990273,0.0458988,0.0232526,0.0372583,0.0463786,0,0.032403,0.0359184,0.0380156,0.0304519,0.0322332,0.0148205,0.0402549,0.0185692,0.0277886,0.0465102,0,0.0267519,0.0633669,0.043128,0,0,0.011208,0,0,0.0170838,0.0523538,0.037434,0.026642,0.0204422,0.0373312,0.0395291,0.0387852,0.0522773,0.0307259,0.0595223,0.0426914,0.0471647,0.069197,0.0373786,0.0144685,0.00694015,0.0460492,0.06828,0,0,0,0,0,0,0,0,0.0441779,0.0250151,0
217,0.0470732,0.0388144,0,0,0,0,0,0.0617106,0,0.025693,0.0418821,0,0,0.0240336,0,0,0.061881,0.0454791,0.0258851,0.0249915,0.012275,0.0450867,0.0232332,0.0386977,0.0454602,0.0412223,0.033097,0.037842,0.0401019,0.0316285,0.0330405,0.0149118,0.0399877,0.0186297,0.0280003,0.0467362,0,0.027119,0.0626691,0.0434977,0,0,0.0112297,0,0,0.0169528,0.053391,0.0370256,0.0271882,0.0206084,0.0381554,0.0400562,0.0387128,0.0515303,0.0309716,0.0597682,0.0431215,0.0473848,0.0695635,0.0368724,0.0140835,0.00734008,0.0457741,0.068852,0,0,0,0,0,0,0,0,0.0437651,0.0251243,0
218,0.0470481,0.0386747,0,0,0,0,0,0.0584779,0,0.0270177,0.041975,0,0,0.023957,0,0,0.0619954,0.0452851,0.026305,0.0258425,0.0131196,0.0445622,0.023367,0.038984,0.0448138,0.0416596,0.033298,0.0384487,0.0407134,0.0319321,0.0332158,0.0150591,0.0399964,0.018653,0.0280556,0.0468472,0,0.0274099,0.0626357,0.0433328,0,0,0.0111408,0,0,0.016786,0.0541776,0.0369462,0.0272133,0.0207058,0.0379642,0.0395745,0.038655,0.0511046,0.0312211,0.0597089,0.0432815,0.0474003,0.0696167,0.0369965,0.0141666,0.00724257,0.0457308,0.068604,0,0,0,0,0,0,0,0,0.0436214,0.0250522,0
219,0.0470897,0.0386399,0,0,0,0,0,0.0557878,0,0.0281608,0.0420784,0,0,0.0238232,0,0,0.0620834,0.0449874,0.0268305,0.0267038,0.0142794,0.0442005,0.0235393,0.0390448,0.044158,0.0419215,0.0335591,0.0391126,0.0413356,0.0323112,0.0332898,0.015669,0.0400206,0.0186065,0.0280979,0.0470633,0,0.027572,0.0625291,0.0431767,0,0,0.0110716,0,0,0.01677,0.0548766,0.0368518,0.0272484,0.0208684,0.0377124,0.0391791,0.0386722,0.0507728,0.0314836,0.0596627,0.0434038,0.0474963,0.0696924,0.0371291,0.0143223,0.00711412,0.0456959,0.0684665,0,0,0,0,0,0,0,0,0.0435152,0.0251029,0
220,0.0471863,0.0385682,0,0,0,0,0,0.0522691,0,0.0294043,0.0422971,0,0,0.0236293,0,0,0.0621313,0.0445527,0.0274828,0.0274712,0.0157444,0.0438931,0.0236797,0.0389902,0.0434465,0.0422128,0.0336444,0.0397013,0.0418981,0.0325338,0.0332286,0.0169098,0.0399697,0.0185642,0.02814,0.0474196,0,0.0275546,0.0625163,0.0430187,0,0,0.0109259,0,0,0.0167758,0.0554579,0.0367181,0.0272821,0.0209244,0.0374593,0.0388379,0.0387661,0.050513,0.0317288,0.0597474,0.0435186,0.0476354,0.0698509,0.0372573,0.0145523,0.00695768,0.0456347,0.0682921,0,0,0,0,0,0,0,0,0.0434523,0.025392,0
221,0.0473304,0.0384372,0,0,0,0,0,0.048778,0,0.0308273,0.0425993,0,0,0.0235005,0,0,0.0621394,0.0440459,0.0285323,0.0280451,0.0172984,0.0436227,0.0237664,0.0388953,0.0426922,0.0424849,0.0334782,0.0401738,0.0422678,0.0325508,0.0331918,0.0188131,0.0399121,0.0186143,0.0281923,0.04778,0,0.0275258,0.062574,0.0428259,0,0,0.01071,0,0,0.0167352,0.055874,0.0365341,0.0274493,0.0210016,0.0371076,0.0385571,0.0389335,0.0503689,0.031931,0.0598061,0.0436211,0.047739,0.0698837,0.0373474,0.0148039,0.00680105,0.0455679,0.0680856,0,0,0,0,0,0,0,0,0.0433654,0.0258221,0
222,0.0474305,0.0382764,0,0,0,0,0,0.0456347,0,0.0322825,0.0429512,0,0,0.0234331,0,0,0.0621693,0.043561,0.0298825,0.0283232,0.0187226,0.0435067,0.0239017,0.0385587,0.0421511,0.0426166,0.0333068,0.0405182,0.0424368,0.0323951,0.0331307,0.0211939,0.0397543,0.018726,0.028246,0.0481997,0,0.0273825,0.0626515,0.0425646,0,0,0.0105254,0,0,0.0166159,0.0561736,0.0363929,0.027558,0.0208285,0.0368073,0.038323,0.0389332,0.0502919,0.0320289,0.0598826,0.0436237,0.0477544,0.0697993,0.0374884,0.0149959,0.00662243,0.0454971,0.0678547,0,0,0,0,0,0,0,0,0.0432706,0.026057,0
223,0.047536,0.0381104,0,0,0,0,0,0.0432929,0,0.0331799,0.0432083,0,0,0.0234013,0,0,0.06223,0.0432916,0.0308553,0.0283935,0.0194837,0.0435724,0.0241645,0.0381313,0.0418787,0.0425381,0.0334739,0.0406757,0.0426609,0.0321767,0.0331687,0.0231686,0.039709,0.0188144,0.0281936,0.0483306,0,0.0271648,0.0627747,0.0422846,0,0,0.010387,0,0,0.0165803,0.0563975,0.036304,0.0276949,0.0204827,0.036482,0.038049,0.0388573,0.0503357,0.0319668,0.0599354,0.0436604,0.0477878,0.0698076,0.0377058,0.0152083,0.00639806,0.0454719,0.0678711,0,0,0,0,0,0,0,0,0.0432338,0.0260601,0
224,0.047676,0.0379526,0,0,0,0,0,0.0410671,0,0.0337492,0.0437114,0,0,0.0233701,0,0,0.0624176,0.0429384,0.0315897,0.0285075,0.020278,0.0434307,0.0244507,0.0378019,0.0417116,0.0417451,0.0335396,0.0406041,0.0425654,0.0319164,0.0331941,0.0250902,0.0397023,0.0189553,0.0283332,0.048666,0,0.0269837,0.0629416,0.041948,0,0,0.0102903,0,0,0.016544,0.0566689,0.0362111,0.0276934,0.0201227,0.0361602,0.0377613,0.0386966,0.0504542,0.0319266,0.0599221,0.0435793,0.0477375,0.0696953,0.0379598,0.0154205,0.00611507,0.0454364,0.0679434,0,0,0,0,0,0,0,0,0.0432347,0.0263127,0
225,0.0478306,0.0378218,0,0,0,0,0,0.0403598,0,0.034181,0.0442478,0,0,0.0233308,0,0,0.0625639,0.0426029,0.0318163,0.0285417,0.0207579,0.0433572,0.0247429,0.0376915,0.041709,0.0404598,0.0335199,0.0404611,0.0423033,0.0317904,0.0332352,0.0264676,0.0396178,0.0191209,0.0284905,0.0489611,0,0.0266609,0.063148,0.0416528,0,0,0.0102878,0,0,0.0165578,0.0568724,0.0361057,0.0276443,0.0197461,0.0359248,0.0375578,0.0384727,0.0506393,0.0318135,0.0599183,0.0434611,0.0476109,0.0695341,0.0381234,0.0156048,0.00579063,0.0454219,0.068045,0,0,0,0,0,0,0,0,0.0432281,0.0267144,0
226,0.0479978,0.0377594,0,0,0,0,0,0.040386,0,0.0347914,0.044705,0,0,0.0232951,0,0,0.0626827,0.0421819,0.0312616,0.0284771,0.0211387,0.0433047,0.0250841,0.0379575,0.0418081,0.0403631,0.0332956,0.0403043,0.0419988,0.0319157,0.03342,0.0275965,0.0394792,0.0192673,0.0286266,0.0492667,0,0.0263363,0.063288,0.0414181,0,0,0.0103059,0,0,0.0166116,0.0570784,0.0361346,0.0275469,0.0193532,0.0358496,0.0374442,0.0382179,0.0508698,0.0316715,0.0598904,0.0433161,0.0474538,0.0692954,0.0383348,0.0157491,0.00559006,0.0454122,0.0681466,0,0,0,0,0,0,0,0,0.0431975,0.0269531,0
227,0.0481797,0.0377203,0,0,0,0,0,0.0400164,0,0.0349964,0.0453057,0,0,0.023247,0,0,0.0628128,0.0416456,0.0303508,0.0285915,0.0213925,0.0432978,0.02549,0.0385245,0.0420486,0.0400229,0.0328318,0.0401213,0.0417518,0.0320136,0.0335703,0.0288012,0.0393471,0.0193938,0.0287598,0.0496215,0,0.0261048,0.0634128,0.0411244,0,0,0.0102386,0,0,0.0166982,0.0573176,0.0363104,0.0273345,0.0189732,0.0357407,0.0371951,0.0379335,0.0511408,0.031518,0.0597877,0.0431757,0.0472156,0.0690254,0.0385141,0.0158838,0.0054162,0.045438,0.0682512,0,0,0,0,0,0,0,0,0.0432128,0.0269141,0
228,0.048323,0.0377247,0,0,0,0,0,0.0398145,0,0.0334306,0.0460843,0,0,0.0231969,0,0,0.0629019,0.0408921,0.0296653,0.0289756,0.0214653,0.0435208,0.0258824,0.0391605,0.0422294,0.0392169,0.0321105,0.0399656,0.0419016,0.0312791,0.0325053,0.0315736,0.0391757,0.0194542,0.0288066,0.0499354,0,0.0258729,0.0634451,0.0408385,0,0,0.0102543,0,0,0.0168367,0.0576972,0.0365226,0.0270712,0.0186226,0.0356074,0.036911,0.0375992,0.0514198,0.031414,0.0597026,0.0430338,0.0469711,0.0687171,0.0386778,0.0160308,0.00521631,0.045507,0.0683475,0,0,0,0,0,0,0,0,0.0432986,0.0267319,0
229,0.0484266,0.0378304,0,0,0,0,0,0.0396346,0,0.0317125,0.0468413,0,0,0.0231581,0,0,0.0629471,0.0399882,0.0297028,0.0295004,0.0214057,0.0440181,0.0261854,0.0396811,0.0421588,0.0382869,0.0312931,0.0398909,0.0423334,0.0302657,0.0309202,0.0347873,0.0390689,0.0194841,0.0287555,0.0501512,0,0.0255253,0.0632446,0.0406203,0,0,0.0102488,0,0,0.0169681,0.0582363,0.0367606,0.0268075,0.0182263,0.0354577,0.0367354,0.0372515,0.0516947,0.0314844,0.0596395,0.0428561,0.0467835,0.0684552,0.0388237,0.0161405,0.0050622,0.0456231,0.0685054,0,0,0,0,0,0,0,0,0.0433905,0.0263263,0
230,0.0490537,0.0384331,0,0,0,0,0,0.0366672,0,0.0341518,0.0474564,0,0,0.0226692,0,0,0.063647,0.039697,0.029865,0.0307328,0.0196896,0.0442225,0.0261517,0.0392476,0.0419731,0.0382317,0.030567,0.0400213,0.0424257,0.030993,0.031869,0.0319785,0.0388735,0.0193442,0.0289245,0.0464061,0,0.0213266,0.0626596,0.0398895,0,0,0.0103899,0,0,0.0169705,0.059212,0.036807,0.0257623,0.0201675,0.034531,0.0368045,0.0365475,0.0500089,0.0316181,0.0610569,0.0454303,0.0483993,0.0689344,0.038851,0.016057,0.00527784,0.0461213,0.0685787,0,0,0,0,0,0,0,0,0.0423663,0.0204869,0
