Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,LTIB,,LASI,IMUR_M
96,0.0531451,0.0321909,0,0,0,0,0,0.0481459,0,0.0352529,0,0,0.0211897,0,0,0.0570635,0.0316651,0.0368771,0.0181101,0.0428118,0.0199843,0.0342719,0.0310455,0.0294237,0.0277954,0.0333105,0.0259156,0.0306442,0.0153873,0.0506215,0.0173187,0.0200074,0.0449775,0,0.0181694,0.0421648,0.0379792,0,0,0.0116529,0,0,0.0169403,0.0556284,0.0539044,0.0327356,0.0276591,0.0541826,0.034991,0.0379815,0.0576831,0.0433043,0.0310356,0.0596782,0.0433901,0.0470283,0.0740842,0.0624386,0.0370683,0.0137842,0.0069118,0.0379421,0.0694218,0,0,0,0,0,0,0,0,0.031756,0.0323987,0,0.0536519,0
97,0.0530138,0.0322161,0,0,0,0,0,0.0479164,0,0.0355148,0,0,0.0212595,0,0,0.0570916,0.0317956,0.0369662,0.0180583,0.0424346,0.019592,0.0342707,0.0310295,0.0293894,0.0277733,0.0332688,0.025741,0.0305249,0.0155212,0.0507684,0.0173252,0.0196263,0.0451308,0,0.0176166,0.0427458,0.0381069,0,0,0.0116311,0,0,0.0169797,0.055306,0.0535417,0.0330457,0.0261851,0.0542074,0.0352919,0.038509,0.0582838,0.0433652,0.0314283,0.0606359,0.0445509,0.048129,0.0748586,0.0613131,0.0370444,0.0136877,0.00694232,0.0380526,0.0690725,0,0,0,0,0,0,0,0,0.0319638,0.0323503,0,0.0536617,0
98,0.0528551,0.0322897,0,0,0,0,0,0.0478086,0,0.0354582,0,0,0.0212547,0,0,0.0569761,0.0318667,0.0371369,0.0180245,0.042166,0.0192065,0.0341293,0.0308957,0.029491,0.0277381,0.0330854,0.0256024,0.0303598,0.0154482,0.0508334,0.017238,0.0193329,0.0451842,0,0.0171861,0.0432388,0.0382852,0,0,0.0116011,0,0,0.0168651,0.0550594,0.0528439,0.0332648,0.0246561,0.0542039,0.0355149,0.0390566,0.0589532,0.0435948,0.0318181,0.061462,0.0453699,0.0490122,0.0757752,0.060401,0.0369766,0.0136054,0.00702502,0.0380835,0.0687618,0,0,0,0,0,0,0,0,0.0321246,0.032245,0,0.0538154,0
99,0.0526761,0.0323444,0,0,0,0,0,0.0477649,0,0.0352656,0,0,0.0210274,0,0,0.0566561,0.031971,0.0371405,0.0179313,0.0419163,0.0194241,0.0339907,0.0307749,0.0296433,0.0277417,0.0328889,0.0254234,0.0302692,0.015366,0.0507632,0.016245,0.0194692,0.0450755,0,0.0167959,0.0438653,0.0384688,0,0,0.0112605,0,0,0.0171626,0.0548527,0.0521557,0.0334937,0.0231409,0.0541891,0.0356019,0.0395776,0.0596157,0.0439715,0.0322573,0.0621414,0.0458772,0.0495419,0.0766325,0.0591614,0.0368828,0.0134522,0.00765498,0.0381082,0.068611,0,0,0,0,0,0,0,0,0.0323581,0.0320643,0,0.0541175,0
100,0.052553,0.0323793,0,0,0,0,0,0.0478982,0,0.0351482,0,0,0.0210065,0,0,0.0564415,0.0320443,0.0370037,0.0175668,0.0419099,0.019085,0.0338022,0.0307095,0.029708,0.0278032,0.032867,0.025314,0.030239,0.0152043,0.0507801,0.0163999,0.0191741,0.0446245,0,0.0165918,0.0441156,0.0385931,0,0,0.0113854,0,0,0.0171364,0.0546122,0.0518802,0.0335621,0.0218518,0.0541688,0.035849,0.0401432,0.0604691,0.0442729,0.0327576,0.0626409,0.046369,0.0499772,0.0768459,0.0576604,0.0367848,0.0134205,0.0077379,0.0380706,0.0685375,0,0,0,0,0,0,0,0,0.0326164,0.0320418,0,0.0542955,0
101,0.0524038,0.0323646,0,0,0,0,0,0.0482823,0,0.0351265,0,0,0.0209529,0,0,0.0562091,0.0321372,0.0368557,0.0173882,0.0418905,0.0188547,0.0333603,0.0305693,0.0296653,0.027903,0.0327243,0.0252016,0.0301706,0.0150236,0.0508383,0.01638,0.0189583,0.0437497,0,0.0164825,0.0444733,0.0386957,0,0,0.0114928,0,0,0.0172701,0.0543612,0.0515258,0.0337806,0.0203593,0.054136,0.0360956,0.0407451,0.0613984,0.0446405,0.0333853,0.0629803,0.0465056,0.0502183,0.0767509,0.0555911,0.0367069,0.0133739,0.00782518,0.0379962,0.0684281,0,0,0,0,0,0,0,0,0.0328818,0.0320269,0,0.0544501,0
102,0.0522544,0.0323373,0,0,0,0,0,0.0485641,0,0.0351433,0,0,0.0208656,0,0,0.0558516,0.0322448,0.0366823,0.0173785,0.0419076,0.0187256,0.0330145,0.0303531,0.0296786,0.0280851,0.0326303,0.0251453,0.0300707,0.014774,0.0509642,0.0162525,0.0188583,0.042795,0,0.0165501,0.0448116,0.038805,0,0,0.0115645,0,0,0.0174642,0.0540904,0.0507239,0.0340077,0.0189352,0.0540469,0.0362858,0.0413175,0.062219,0.0450354,0.0341854,0.0631086,0.0463299,0.0503039,0.0765182,0.0526794,0.0366363,0.0133634,0.00786781,0.0378703,0.0683099,0,0,0,0,0,0,0,0,0.0332353,0.031925,0,0.0545126,0
103,0.0521567,0.032301,0,0,0,0,0,0.048549,0,0.0349496,0,0,0.0207345,0,0,0.0556438,0.0323943,0.0363319,0.0173211,0.041852,0.0187017,0.0333415,0.0301179,0.0297919,0.0283388,0.032519,0.0250208,0.0299501,0.0144885,0.0510093,0.0161696,0.0188257,0.0419472,0,0.0167193,0.0451326,0.0388632,0,0,0.0114896,0,0,0.0175008,0.0538591,0.0496812,0.0341817,0.0175763,0.0538772,0.0363918,0.0419035,0.0627946,0.0454304,0.0351772,0.0630425,0.0460236,0.0503664,0.0760112,0.0486756,0.0364686,0.013431,0.00785417,0.0377672,0.0682019,0,0,0,0,0,0,0,0,0.0334556,0.0317514,0,0.0544036,0
104,0.0521253,0.0322226,0,0,0,0,0,0.0485423,0,0.0346179,0,0,0.0206402,0,0,0.0555345,0.0326742,0.0360488,0.0172164,0.0417741,0.018681,0.0333285,0.0299549,0.0298443,0.0286137,0.0324175,0.0247659,0.0297876,0.0142121,0.0510065,0.0160678,0.0187513,0.0414321,0,0.0169094,0.0454232,0.0388723,0,0,0.0113078,0,0,0.017427,0.0536718,0.0492446,0.0342975,0.0162402,0.0536452,0.0363751,0.042582,0.0631762,0.0457762,0.0362422,0.0629882,0.0458362,0.0505995,0.0755892,0.0437569,0.0364659,0.0135052,0.00784453,0.0376773,0.0681123,0,0,0,0,0,0,0,0,0.0333289,0.0315805,0,0.0540974,0
105,0.0521031,0.0321458,0,0,0,0,0,0.0485807,0,0.0343959,0,0,0.0206425,0,0,0.0554379,0.0331403,0.035859,0.0170834,0.0417849,0.0186209,0.0330822,0.0297077,0.0299409,0.0289826,0.0322228,0.024414,0.0295993,0.0139295,0.0510593,0.0160459,0.0185945,0.0413094,0,0.0172452,0.0459065,0.0389229,0,0,0.0111407,0,0,0.0173058,0.0532239,0.0482933,0.0344922,0.0151001,0.0534634,0.0362997,0.043149,0.0634655,0.0459014,0.0370968,0.0634353,0.0459152,0.0509734,0.0753379,0.038652,0.0365404,0.0135535,0.00778281,0.0375822,0.0680583,0,0,0,0,0,0,0,0,0.0330156,0.0313833,0,0.0539585,0
106,0.0520887,0.0320995,0,0,0,0,0,0.0480615,0,0.0342596,0,0,0.0207547,0,0,0.0554217,0.0336906,0.0355111,0.0169099,0.0417925,0.0185666,0.0331188,0.0294468,0.029998,0.0294227,0.0322217,0.0239674,0.0293728,0.0137419,0.0511371,0.0161187,0.0184678,0.0417219,0,0.0177513,0.0465525,0.0390099,0,0,0.0110117,0,0,0.017193,0.0526484,0.0471386,0.0346872,0.0142541,0.0532347,0.0361717,0.043712,0.0633226,0.0457376,0.0380055,0.0639584,0.046009,0.051382,0.0752047,0.0331658,0.0366265,0.013521,0.00770479,0.0375015,0.0680405,0,0,0,0,0,0,0,0,0.0330498,0.0312252,0,0.0537102,0
107,0.0521165,0.0320271,0,0,0,0,0,0.0473688,0,0.0342099,0,0,0.0208362,0,0,0.0555105,0.0342291,0.0350199,0.0167177,0.041841,0.0185512,0.0332725,0.029235,0.0300646,0.0298641,0.0323866,0.0235742,0.0291355,0.0136025,0.0511314,0.0162376,0.018386,0.0426442,0,0.0183648,0.0472456,0.0388721,0,0,0.0110475,0,0,0.0171686,0.0520334,0.0461382,0.0348416,0.0138953,0.0528684,0.0360212,0.0440659,0.0627859,0.0453379,0.0391158,0.064145,0.0460154,0.0516144,0.0750591,0.0277685,0.0367248,0.0134404,0.00763989,0.0373889,0.0680836,0,0,0,0,0,0,0,0,0.0329952,0.0311184,0,0.0532061,0
108,0.0521322,0.0319999,0,0,0,0,0,0.0470347,0,0.0339939,0,0,0.0208679,0,0,0.0554818,0.0348785,0.0344845,0.0164771,0.0418002,0.0190835,0.0333328,0.0289823,0.0301418,0.0303707,0.0325018,0.0232763,0.0289061,0.013529,0.0510291,0.0155674,0.0188452,0.0435605,0,0.0190047,0.0482621,0.0387486,0,0,0.0111091,0,0,0.0172419,0.0513896,0.0453652,0.0350836,0.0138892,0.0523342,0.0358309,0.043983,0.0618644,0.0451895,0.04037,0.0639562,0.0458221,0.0516911,0.0748508,0.0235097,0.0366403,0.0134433,0.00761581,0.0373347,0.0681248,0,0,0,0,0,0,0,0,0.0327645,0.0310748,0,0.0525692,0
109,0.0521425,0.0319444,0,0,0,0,0,0.0466106,0,0.0338036,0,0,0.020927,0,0,0.055619,0.0354581,0.0341124,0.0163258,0.0419109,0.0187408,0.0334231,0.0287977,0.0300151,0.0307934,0.0327341,0.0230849,0.0286479,0.0133529,0.0510308,0.0161404,0.0184301,0.0448141,0,0.0197684,0.0488719,0.0386732,0,0,0.0112848,0,0,0.0171223,0.050806,0.0448028,0.0350572,0.014667,0.0518488,0.0356114,0.0434239,0.0607804,0.0449435,0.0414764,0.0637335,0.0455516,0.051618,0.0745698,0.0206268,0.0365549,0.0134871,0.00740309,0.0372149,0.0681176,0,0,0,0,0,0,0,0,0.0323851,0.0309672,0,0.0520819,0
110,0.0521354,0.0319331,0,0,0,0,0,0.0459389,0,0.0337311,0,0,0.0210255,0,0,0.0557842,0.0360995,0.0336602,0.0161055,0.0419129,0.0186577,0.0334923,0.0285159,0.0299935,0.0312828,0.0329353,0.0227498,0.0284078,0.0134498,0.0510869,0.0165483,0.0182417,0.0453399,0,0.020472,0.0498686,0.0386018,0,0,0.0115744,0,0,0.0168839,0.0503339,0.0445423,0.0351413,0.0157611,0.0513526,0.0354908,0.0435696,0.0593641,0.0447778,0.0425006,0.0633538,0.0451539,0.0514526,0.0743303,0.0187978,0.036476,0.0135467,0.00694911,0.0371737,0.0680385,0,0,0,0,0,0,0,0,0.0321436,0.0308698,0,0.0516757,0
111,0.0521254,0.0318873,0,0,0,0,0,0.0447861,0,0.0336596,0,0,0.0210263,0,0,0.0560519,0.0366346,0.0332267,0.0159189,0.0419829,0.0188483,0.0335005,0.0282319,0.0299735,0.0316149,0.0332355,0.0224125,0.0282364,0.0136587,0.0510796,0.0166811,0.0182601,0.0458008,0,0.0212611,0.0505665,0.0385489,0,0,0.0115129,0,0,0.0169931,0.0500088,0.0443113,0.0352438,0.0169271,0.050944,0.0352137,0.0431329,0.0580332,0.0446274,0.043221,0.0630546,0.0446986,0.0511897,0.0741347,0.0177786,0.036502,0.0136286,0.00691892,0.0371549,0.067976,0,0,0,0,0,0,0,0,0.032335,0.0308578,0,0.0511507,0
112,0.052108,0.0318228,0,0,0,0,0,0.0439884,0,0.0337539,0,0,0.0209732,0,0,0.0561466,0.0370872,0.032747,0.0158088,0.0420142,0.0191371,0.0333586,0.0280248,0.0299776,0.031887,0.0337377,0.0221253,0.028078,0.0138479,0.0510982,0.0168124,0.0183213,0.0462234,0,0.0221287,0.0513204,0.0385299,0,0,0.0114418,0,0,0.0170801,0.0497691,0.0442705,0.0354805,0.0178146,0.0505989,0.0349651,0.0428362,0.0569543,0.0446044,0.0436391,0.0628566,0.0442918,0.0510136,0.0740321,0.0171806,0.0365709,0.013702,0.00687639,0.0371915,0.0679517,0,0,0,0,0,0,0,0,0.0324293,0.0308561,0,0.0507049,0
113,0.0520633,0.0317683,0,0,0,0,0,0.0432028,0,0.0338972,0,0,0.0208753,0,0,0.0561423,0.0374686,0.0324007,0.0158056,0.0419503,0.0193881,0.0332664,0.0278776,0.0300406,0.0320787,0.0341696,0.0219124,0.0279192,0.0141112,0.0511147,0.0168906,0.0184787,0.0465715,0,0.0229598,0.0520188,0.038516,0,0,0.0114093,0,0,0.0170948,0.0496744,0.0444966,0.0357267,0.0184431,0.0503205,0.0347561,0.0431465,0.056109,0.0445703,0.0438408,0.0627137,0.0440182,0.0509621,0.0739187,0.0168112,0.0365755,0.0134801,0.00677026,0.0372981,0.0679642,0,0,0,0,0,0,0,0,0.0323545,0.0308344,0,0.0504496,0
114,0.0520058,0.0317798,0,0,0,0,0,0.042023,0,0.0341021,0,0,0.0207767,0,0,0.0561998,0.0377266,0.0321363,0.0158812,0.041801,0.0197073,0.0331592,0.0277159,0.0301429,0.032216,0.034474,0.0216722,0.0277809,0.0145015,0.0511197,0.0169317,0.0186673,0.0467794,0,0.0235411,0.052599,0.0384873,0,0,0.0114007,0,0,0.017075,0.0495299,0.0448591,0.0358003,0.0188699,0.0501278,0.0345298,0.0441598,0.0555227,0.0443472,0.0440396,0.0626907,0.0439572,0.0510009,0.0739256,0.016704,0.0365203,0.0133668,0.00670321,0.0374777,0.0679448,0,0,0,0,0,0,0,0,0.0322321,0.0308347,0,0.0504437,0
115,0.0519379,0.0318188,0,0,0,0,0,0.0413521,0,0.0342018,0,0,0.020691,0,0,0.0562249,0.0379135,0.0317914,0.0158239,0.0416009,0.0200228,0.0330772,0.0275615,0.0302055,0.032379,0.0346755,0.0215502,0.0278051,0.0147749,0.0511658,0.0170032,0.0186433,0.0468085,0,0.0237765,0.0528996,0.0384794,0,0,0.0114237,0,0,0.0170506,0.0491464,0.0452286,0.035669,0.0191077,0.0500649,0.0343052,0.0447269,0.0551992,0.0441608,0.0443448,0.0627695,0.0441364,0.0510987,0.0740754,0.016713,0.036481,0.0134758,0.00667846,0.0377245,0.0679133,0,0,0,0,0,0,0,0,0.0323149,0.0308662,0,0.0505718,0
116,0.0518622,0.0319018,0,0,0,0,0,0.0412881,0,0.0341734,0,0,0.0206105,0,0,0.0562446,0.0380391,0.0314795,0.0155993,0.0413093,0.020347,0.0329727,0.0274575,0.0302412,0.032481,0.0348353,0.0214448,0.0278276,0.0149632,0.0511622,0.0170603,0.018617,0.0467298,0,0.0237472,0.0531077,0.0385028,0,0,0.0114392,0,0,0.0170546,0.0489768,0.0451541,0.03559,0.0191054,0.05018,0.0341168,0.0449798,0.0553449,0.044176,0.0443629,0.062783,0.0443404,0.0511304,0.0741834,0.0167495,0.0364207,0.0134992,0.00665099,0.0380619,0.0678552,0,0,0,0,0,0,0,0,0.0324891,0.0309322,0,0.0509656,0
117,0.0518019,0.0320051,0,0,0,0,0,0.0413478,0,0.0340391,0,0,0.0204596,0,0,0.056259,0.0380348,0.0313029,0.0154358,0.0409753,0.0207957,0.0327949,0.0273814,0.0302636,0.0324771,0.0348871,0.0213154,0.0277606,0.0149374,0.0510768,0.0168889,0.0186847,0.0461712,0,0.023452,0.0532217,0.0385046,0,0,0.011415,0,0,0.0171137,0.0489803,0.0440995,0.0358175,0.0188048,0.0503717,0.0338768,0.0452549,0.056141,0.0442629,0.0439561,0.0626867,0.0444321,0.0510168,0.0740125,0.0168629,0.0364002,0.0134314,0.00667947,0.0384137,0.0678236,0,0,0,0,0,0,0,0,0.0326204,0.0310044,0,0.0515537,0
118,0.0518149,0.0321472,0,0,0,0,0,0.0411982,0,0.033938,0,0,0.0204736,0,0,0.0563132,0.0379145,0.0311985,0.0153427,0.0405892,0.020788,0.032545,0.0272467,0.030299,0.0323877,0.0349094,0.021202,0.027742,0.0147959,0.0510702,0.0173199,0.0184689,0.0451657,0,0.0227847,0.0532197,0.038449,0,0,0.0116274,0,0,0.0169349,0.0490739,0.0422663,0.0365898,0.018239,0.0506541,0.0336532,0.0457256,0.0572013,0.0442949,0.0434554,0.0625596,0.0443621,0.0509434,0.0738666,0.0169535,0.0364744,0.0132746,0.006382,0.0386619,0.0677726,0,0,0,0,0,0,0,0,0.0327233,0.030992,0,0.0521176,0
119,0.0519196,0.0323142,0,0,0,0,0,0.0409413,0,0.0339123,0,0,0.0204712,0,0,0.0563443,0.0376966,0.0310097,0.0154243,0.0400811,0.0208907,0.0322732,0.0272861,0.0303764,0.0322363,0.0348738,0.0211348,0.0277032,0.014766,0.0510796,0.0176063,0.0182888,0.0444368,0,0.0219458,0.0531949,0.0383845,0,0,0.0117604,0,0,0.0168668,0.049181,0.0408247,0.0372442,0.017421,0.0508796,0.033424,0.0461194,0.0581938,0.044345,0.0439425,0.0626123,0.0443431,0.0511088,0.0739816,0.017553,0.0365669,0.0131207,0.00604283,0.038821,0.0677126,0,0,0,0,0,0,0,0,0.0328394,0.030938,0,0.052729,0
120,0.0520013,0.0324807,0,0,0,0,0,0.0407103,0,0.0336966,0,0,0.0204564,0,0,0.056353,0.0375264,0.030803,0.0153991,0.039513,0.0210945,0.031987,0.0273942,0.030515,0.0320105,0.0348567,0.0210227,0.0275749,0.0147648,0.0511567,0.017847,0.0181461,0.0439631,0,0.0210593,0.0532669,0.0382674,0,0,0.0118009,0,0,0.0168934,0.0493158,0.0393598,0.0378085,0.0164955,0.0510464,0.033214,0.0465515,0.0591328,0.0447057,0.0440404,0.062834,0.0443599,0.0514119,0.0742796,0.0183034,0.0366721,0.0130323,0.00573404,0.038976,0.0676543,0,0,0,0,0,0,0,0,0.0328755,0.0307642,0,0.053418,0
121,0.0520916,0.0325665,0,0,0,0,0,0.0406245,0,0.0334509,0,0,0.0204189,0,0,0.0563642,0.0375512,0.0306133,0.0152168,0.0389125,0.0213706,0.0316194,0.0272809,0.0307185,0.0317557,0.0348757,0.0207819,0.0274434,0.0147445,0.0512618,0.018056,0.0180843,0.0436463,0,0.0203627,0.0536775,0.0381152,0,0,0.0118437,0,0,0.0169514,0.0494336,0.0372597,0.0384762,0.0158052,0.0511588,0.033013,0.0468397,0.0602115,0.0449633,0.0440036,0.0631473,0.0444382,0.051538,0.0745079,0.0188414,0.0368679,0.0132026,0.00542243,0.0392174,0.0675978,0,0,0,0,0,0,0,0,0.032816,0.0308451,0,0.0538403,0
122,0.0521714,0.0326075,0,0,0,0,0,0.0408518,0,0.032934,0,0,0.0203659,0,0,0.0562907,0.0377924,0.0303316,0.0150082,0.0382746,0.0216212,0.031325,0.0272633,0.0308124,0.0315158,0.0348984,0.0205795,0.0273258,0.0145355,0.0512864,0.018222,0.018068,0.0429137,0,0.0199917,0.0544586,0.0380054,0,0,0.011919,0,0,0.0169198,0.049471,0.034819,0.0389786,0.0159525,0.0511936,0.0327349,0.0471536,0.0608887,0.0448596,0.0438227,0.0632974,0.0445879,0.0512615,0.0744255,0.0193011,0.0371658,0.0133799,0.00509893,0.0395528,0.0675992,0,0,0,0,0,0,0,0,0.0327795,0.0308844,0,0.0537649,0
123,0.0522641,0.032599,0,0,0,0,0,0.0410955,0,0.0323531,0,0,0.0202401,0,0,0.0561798,0.038042,0.0297036,0.0148276,0.0377408,0.021876,0.0310973,0.0273506,0.0307545,0.0312725,0.0349075,0.0206513,0.0271646,0.0143188,0.0513363,0.0183524,0.0178432,0.0422344,0,0.0196342,0.0552839,0.0378087,0,0,0.0120765,0,0,0.0168631,0.0493216,0.0324864,0.0392737,0.0165642,0.0510447,0.0324105,0.0471363,0.0607397,0.0444888,0.0436336,0.0632749,0.0447484,0.0506686,0.0739305,0.0200563,0.0375294,0.0137082,0.00472676,0.0398789,0.0676553,0,0,0,0,0,0,0,0,0.0326874,0.030701,0,0.0532565,0
124,0.0524207,0.032592,0,0,0,0,0,0.0413557,0,0.0317544,0,0,0.0201031,0,0,0.0561655,0.0384515,0.0291778,0.0146426,0.0372745,0.0221645,0.0310437,0.0275065,0.030658,0.0310659,0.0349685,0.0208305,0.0269379,0.0141601,0.0514149,0.0185137,0.0176336,0.0416467,0,0.0190961,0.0559425,0.0374966,0,0,0.0122523,0,0,0.01686,0.0491108,0.0314082,0.0393779,0.0172053,0.0506613,0.0320725,0.0467303,0.0601725,0.0439001,0.043538,0.0630696,0.0447155,0.0499831,0.0733828,0.020497,0.037926,0.0140226,0.00438141,0.0401333,0.0677048,0,0,0,0,0,0,0,0,0.0325742,0.030671,0,0.0528103,0
125,0.0526097,0.0326459,0,0,0,0,0,0.0416644,0,0.0311644,0,0,0.0199818,0,0,0.0562554,0.0387682,0.028709,0.0144258,0.0368889,0.0224477,0.0309733,0.0277217,0.0306168,0.0310085,0.0349797,0.0209208,0.0266938,0.0140437,0.0515803,0.0187253,0.0174428,0.0411599,0,0.0185882,0.0562359,0.0371263,0,0,0.012339,0,0,0.0170086,0.04876,0.0311518,0.0394415,0.0171763,0.0501951,0.0317135,0.0462595,0.0597046,0.0434506,0.04339,0.0628536,0.0443494,0.0494304,0.0729721,0.0208194,0.0382457,0.0142624,0.00414376,0.0403279,0.0677688,0,0,0,0,0,0,0,0,0.0324105,0.0307779,0,0.0524428,0
126,0.052815,0.0326848,0,0,0,0,0,0.0421354,0,0.0304353,0,0,0.0196645,0,0,0.0562343,0.0388536,0.0281716,0.0141909,0.0365526,0.0234397,0.0307432,0.028135,0.0306019,0.0307849,0.035024,0.0208684,0.0263956,0.0138351,0.0516037,0.0176162,0.0179751,0.0412727,0,0.0183393,0.0560201,0.0369813,0,0,0.0113128,0,0,0.0181044,0.0483039,0.0313658,0.0394596,0.0166435,0.0499098,0.0310806,0.0458024,0.0599181,0.0430982,0.0427144,0.0628272,0.0437654,0.048876,0.0726827,0.021474,0.038579,0.014357,0.00561643,0.0404128,0.0679413,0,0,0,0,0,0,0,0,0.0321738,0.0310643,0,0.0521737,0
127,0.052983,0.0328354,0,0,0,0,0,0.0423291,0,0.029646,0,0,0.0196003,0,0,0.0562052,0.0387086,0.0275039,0.013993,0.0361276,0.023343,0.0303229,0.0285466,0.0306427,0.0302956,0.0349009,0.0206675,0.0259582,0.0138707,0.0518202,0.0179899,0.0176518,0.0409143,0,0.0181656,0.055772,0.0369637,0,0,0.0115322,0,0,0.0179784,0.0478705,0.0322283,0.0395928,0.015979,0.0498594,0.0308964,0.045679,0.0604383,0.0430354,0.0415582,0.0627569,0.0432019,0.0483759,0.0723765,0.0224409,0.0388898,0.01457,0.00534816,0.0405061,0.0681303,0,0,0,0,0,0,0,0,0.0321284,0.031014,0,0.0521421,0
128,0.0531028,0.0329479,0,0,0,0,0,0.0424022,0,0.028861,0,0,0.019561,0,0,0.0561352,0.0386068,0.0270617,0.013877,0.0357207,0.0232676,0.0297577,0.0290954,0.030603,0.0297212,0.0348535,0.0205466,0.0255375,0.0141368,0.0519567,0.0182076,0.0172998,0.0407891,0,0.0181901,0.0552466,0.03704,0,0,0.0116578,0,0,0.0178515,0.0473703,0.0335183,0.0396367,0.0156135,0.049967,0.0307531,0.0457299,0.061396,0.0428481,0.0404294,0.0626325,0.042806,0.0479394,0.0718817,0.0237517,0.0391724,0.0146808,0.00514204,0.0406303,0.0683853,0,0,0,0,0,0,0,0,0.0322026,0.0307959,0,0.0517929,0
129,0.0532342,0.0330547,0,0,0,0,0,0.0425044,0,0.0280562,0,0,0.0195729,0,0,0.0560172,0.0386532,0.0264445,0.0138634,0.0354823,0.0231832,0.0290647,0.0296514,0.0305545,0.0291576,0.0348514,0.0203803,0.0250516,0.0146528,0.0520943,0.0182523,0.0170556,0.0408971,0,0.0184179,0.0546579,0.0371626,0,0,0.0117493,0,0,0.0177438,0.0467535,0.0349152,0.0397241,0.0159644,0.0500951,0.0306626,0.0460849,0.0622188,0.0425848,0.0397722,0.0624872,0.0425932,0.0476115,0.0714176,0.0249895,0.0393808,0.0147375,0.0049934,0.0407244,0.0687221,0,0,0,0,0,0,0,0,0.0323472,0.0304306,0,0.0511561,0
130,0.0533783,0.0331473,0,0,0,0,0,0.0427033,0,0.0270642,0,0,0.0195889,0,0,0.0559371,0.0389347,0.0259136,0.0137674,0.0353853,0.0232571,0.0285953,0.0301761,0.0306563,0.028662,0.03476,0.020174,0.0244139,0.0155469,0.0521998,0.0182898,0.0169531,0.0410468,0,0.0187042,0.0542678,0.0371987,0,0,0.0118375,0,0,0.0176521,0.0460369,0.0360861,0.0400037,0.0165486,0.0499208,0.0305519,0.0461828,0.0626099,0.0423178,0.0392883,0.0621343,0.0423885,0.0472558,0.0710145,0.0259836,0.0395491,0.0148017,0.00489186,0.0408245,0.069028,0,0,0,0,0,0,0,0,0.0322018,0.0301308,0,0.0506478,0
131,0.053575,0.0332153,0,0,0,0,0,0.0429765,0,0.0261885,0,0,0.0196237,0,0,0.0559179,0.0393713,0.0253379,0.0137099,0.0353747,0.0234272,0.0286237,0.0307281,0.030815,0.0282807,0.0346447,0.0200042,0.0237727,0.0167629,0.0521906,0.0183707,0.0168256,0.0410978,0,0.0189086,0.0541826,0.0371464,0,0,0.0118642,0,0,0.0176345,0.0453657,0.0367294,0.040298,0.0171048,0.0494405,0.0304871,0.0457632,0.0623253,0.0419311,0.0390324,0.0615392,0.0420831,0.0468743,0.0705652,0.0265918,0.0397533,0.0150106,0.00485994,0.0408561,0.0693135,0,0,0,0,0,0,0,0,0.0319487,0.0300141,0,0.0496268,0
132,0.0537904,0.0333126,0,0,0,0,0,0.043253,0,0.025433,0,0,0.0196184,0,0,0.0559005,0.0399999,0.0249947,0.0138054,0.0353683,0.0237074,0.0288872,0.0313472,0.0308642,0.0279078,0.0345526,0.0198911,0.023064,0.0183307,0.0520603,0.0184893,0.0168006,0.0410179,0,0.019036,0.0544875,0.0369871,0,0,0.0118676,0,0,0.0175745,0.0447112,0.0368602,0.0399441,0.017597,0.0487342,0.030478,0.0453875,0.0615942,0.0416793,0.0387744,0.0607956,0.0416475,0.046432,0.0702465,0.0269101,0.0399424,0.0151168,0.00489756,0.040884,0.0694613,0,0,0,0,0,0,0,0,0.0319814,0.0299938,0,0.0484096,0
133,0.0539366,0.0334332,0,0,0,0,0,0.0435558,0,0.0246525,0,0,0.0196039,0,0,0.0558706,0.0405753,0.0242295,0.0141756,0.0357289,0.0239965,0.0289076,0.031952,0.0310144,0.0275197,0.0344598,0.019641,0.0223871,0.0202878,0.0519869,0.0185225,0.016848,0.0409688,0,0.0190003,0.0548597,0.0369023,0,0,0.0119013,0,0,0.0174884,0.044223,0.0362736,0.0401958,0.017983,0.0484882,0.0304813,0.0450698,0.0606946,0.0413497,0.0383141,0.0604787,0.0411915,0.0460502,0.070181,0.0268664,0.0400424,0.0150926,0.00490711,0.0408634,0.0696978,0,0,0,0,0,0,0,0,0.0321686,0.0299693,0,0.0469806,0
