Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,IMUR_M,LTHII,
77,0.0455904,0.0420808,0,0,0,0,0.0423321,0,0.0209621,0.0424694,0,0,0.0262222,0,0,0.0620858,0.0451052,0.0307634,0.0213663,0.00537962,0.049286,0.0315484,0.0284574,0.042499,0.0248539,0.0303269,0.0335286,0.0198559,0.0157227,0.0397685,0.0392304,0.0218404,0.0272206,0.0369636,0,0.0179648,0.0556992,0.0402423,0,0,0.0154736,0,0,0.0194902,0.0396901,0.030949,0.0428626,0.0113364,0.0543648,0.0417849,0.0447246,0.0670291,0,0.0341892,0.0574345,0.0379477,0.0434102,0.0687251,0.030409,0.0339578,0.00967274,0.0101014,0.0502634,0.0627584,0,0,0,0,0,0,0,0,0,0,0,0
78,0.0455785,0.0419619,0,0,0,0,0.0417978,0,0.0221231,0.0420685,0,0,0.0262506,0,0,0.0621193,0.0459744,0.0319936,0.0213845,0.00405307,0.0502878,0.0315237,0.0288104,0.043347,0.0248845,0.0304889,0.0334308,0.0200227,0.0156153,0.0457119,0.0390818,0.0219702,0.0272873,0.0368284,0,0.0184221,0.056147,0.0404142,0,0,0.0157225,0,0,0.019586,0.0392884,0.0317166,0.0425517,0.0112355,0.0543138,0.0422773,0.0445507,0.0671041,0,0.0340486,0.0572978,0.0377714,0.0433117,0.0682356,0.0300456,0.0337252,0.00950445,0.0102579,0.0501788,0.0629852,0,0,0,0,0,0,0,0,0,0,0,0
79,0.0456013,0.0418196,0,0,0,0,0.0400792,0,0.0239208,0.0413899,0,0,0.0262095,0,0,0.0620936,0.0466629,0.0344839,0.0214303,0.00327071,0.0512965,0.0314133,0.0290196,0.0439654,0.024904,0.0308549,0.0338605,0.0206266,0.015738,0.0517647,0.0390444,0.0219697,0.0273676,0.0367254,0,0.0191494,0.0563723,0.0406118,0,0,0.0158123,0,0,0.0196071,0.0388644,0.0326784,0.0421061,0.0111886,0.0541279,0.0426285,0.044414,0.0672412,0,0.0339182,0.05678,0.0374338,0.043058,0.067666,0.029512,0.0335641,0.00943235,0.0104824,0.050056,0.0632255,0,0,0,0,0,0,0,0,0,0,0,0
80,0.0456607,0.0417586,0,0,0,0,0.0374411,0,0.0262954,0.040546,0,0,0.0261393,0,0,0.0620688,0.0471142,0.0376552,0.0214987,0.00299141,0.0521238,0.0312632,0.0291081,0.0444319,0.0249234,0.0316814,0.0344142,0.0217247,0.0165264,0.0580732,0.0390543,0.0219197,0.0274095,0.0366023,0,0.0199801,0.0564635,0.0407832,0,0,0.0158321,0,0,0.0195939,0.0386083,0.0336563,0.0416702,0.0112463,0.0537694,0.0427969,0.0442749,0.0673199,0,0.0337405,0.0561646,0.0369742,0.0427453,0.0670754,0.0290084,0.0334996,0.00941871,0.0105992,0.0497505,0.0634674,0,0,0,0,0,0,0,0,0,0,0,0
81,0.0457383,0.0417749,0,0,0,0,0.0343146,0,0.0283761,0.0399719,0,0,0.0259966,0,0,0.062069,0.0473384,0.0403884,0.0216863,0.00296613,0.0525354,0.0311744,0.0290457,0.0446548,0.0249872,0.0326246,0.0348254,0.0231627,0.0179582,0.0651866,0.0390711,0.0218908,0.027272,0.0365548,0,0.0207305,0.0565385,0.0409236,0,0,0.0158012,0,0,0.0195407,0.0386512,0.0344698,0.0412196,0.0113437,0.0532873,0.042753,0.0441615,0.0673242,0,0.0335365,0.0559571,0.0365141,0.0423493,0.0665485,0.0286564,0.0336044,0.00946679,0.0104885,0.0495224,0.0637888,0,0,0,0,0,0,0,0,0,0,0,0
82,0.0458587,0.0418351,0,0,0,0,0.0324004,0,0.0288441,0.0395904,0,0,0.025786,0,0,0.0620236,0.0472963,0.04262,0.0219771,0.00298329,0.0525841,0.0311737,0.0289692,0.0446175,0.0250843,0.0337304,0.0353938,0.0244605,0.0194563,0.0718703,0.0391082,0.0218537,0.0272384,0.0365763,0,0.0212542,0.0566957,0.0409324,0,0,0.0156864,0,0,0.0194338,0.0389968,0.0349536,0.0407374,0.0114685,0.0526782,0.0425762,0.0440831,0.0673056,0,0.0335657,0.0561112,0.0362396,0.0420324,0.0661196,0.0284032,0.033845,0.00971489,0.0103608,0.0493515,0.06406,0,0,0,0,0,0,0,0,0,0,0,0
83,0.0460218,0.0418605,0,0,0,0,0.0330379,0,0.0281761,0.0390749,0,0,0.0254981,0,0,0.0619764,0.0471398,0.0438242,0.0222039,0.00245843,0.0523953,0.0312262,0.0288119,0.0444554,0.0250848,0.0345578,0.035697,0.0249535,0.0200341,0.0754015,0.0391362,0.0218026,0.0272435,0.0367084,0,0.0214475,0.0569686,0.0408287,0,0,0.015518,0,0,0.0193311,0.0394828,0.0351767,0.0403314,0.0115911,0.0520932,0.0422373,0.0441037,0.0672223,0,0.0338141,0.0559875,0.0362472,0.0419568,0.0659464,0.0281025,0.0341878,0.00990738,0.0100925,0.0493346,0.064267,0,0,0,0,0,0,0,0,0,0,0,0
84,0.0461579,0.0418479,0,0,0,0,0.034553,0,0.028548,0.0385701,0,0,0.0253116,0,0,0.06194,0.0469477,0.0441117,0.0221769,0.00175985,0.0520659,0.0312583,0.0284042,0.0444561,0.0255331,0.0338974,0.0358211,0.0242587,0.0189983,0.0746745,0.039149,0.0217502,0.0271184,0.0370516,0,0.0212349,0.0573562,0.0407549,0,0,0.0153747,0,0,0.0191916,0.0401021,0.0351894,0.0400611,0.011695,0.0515974,0.0418078,0.0442704,0.0672121,0,0.0341971,0.0560051,0.0365185,0.0421312,0.0660025,0.0276913,0.034548,0.0099534,0.00972744,0.0491461,0.0644178,0,0,0,0,0,0,0,0,0,0,0,0
85,0.0462783,0.0417848,0,0,0,0,0.0355844,0,0.03021,0.0382628,0,0,0.0252447,0,0,0.0619111,0.046764,0.0435132,0.0220438,0.00171451,0.0516506,0.0312551,0.0280479,0.0449078,0.0259282,0.0327129,0.0359827,0.0239429,0.0182255,0.0724733,0.0391984,0.0216832,0.0270676,0.037519,0,0.0209843,0.0577833,0.0406972,0,0,0.0152093,0,0,0.019129,0.0406973,0.035026,0.0398533,0.011853,0.0512291,0.041437,0.0444393,0.0671448,0,0.0345894,0.0563021,0.0368924,0.0424668,0.0662673,0.0273122,0.0348544,0.0101139,0.00959546,0.0489032,0.0646339,0,0,0,0,0,0,0,0,0,0,0,0
86,0.0463685,0.0417266,0,0,0,0,0.0365085,0,0.0311694,0.0381774,0,0,0.0251911,0,0,0.0618582,0.0466001,0.0419696,0.0221171,0.00200251,0.0513632,0.0311415,0.0276467,0.0451375,0.0261004,0.0322913,0.0355531,0.0242348,0.0187217,0.0695577,0.0393252,0.0216186,0.0270548,0.0378137,0,0.0208328,0.0580803,0.040565,0,0,0.0150225,0,0,0.0191731,0.0411381,0.0349813,0.0394866,0.0120265,0.0509558,0.041114,0.0444816,0.0668563,0,0.0349859,0.0564489,0.0372482,0.0427515,0.0665979,0.0268968,0.0351453,0.0103782,0.00945583,0.0486788,0.0647424,0,0,0,0,0,0,0,0,0,0,0,0
87,0.0463981,0.041717,0,0,0,0,0.0371137,0,0.0300609,0.0381975,0,0,0.0251444,0,0,0.0618375,0.0463745,0.0398626,0.0223622,0.00271448,0.0513393,0.0308629,0.0271125,0.0450203,0.0263737,0.032057,0.0347264,0.0247781,0.0198698,0.0658309,0.039542,0.0215842,0.0268303,0.0379254,0,0.02107,0.0583025,0.0403911,0,0,0.0148266,0,0,0.01932,0.0413747,0.0351506,0.0390182,0.0122311,0.0506036,0.0407863,0.0444373,0.0663841,0,0.0349738,0.056313,0.0374475,0.0429875,0.066489,0.0262577,0.0354747,0.0106305,0.00925769,0.0485382,0.0647275,0,0,0,0,0,0,0,0,0,0,0,0
88,0.0464296,0.0416893,0,0,0,0,0.0371444,0,0.0286001,0.0382191,0,0,0.025104,0,0,0.0617464,0.0460632,0.0379015,0.0226516,0.00372241,0.0515366,0.030542,0.0267163,0.0447642,0.0267716,0.0319935,0.034181,0.0253074,0.0207461,0.0617684,0.0399223,0.021512,0.0267387,0.0380541,0,0.0215274,0.0584486,0.0402327,0,0,0.0145563,0,0,0.0194688,0.0415371,0.0354778,0.0384787,0.0124799,0.0500581,0.0404455,0.0441426,0.0657457,0,0.0354547,0.0564903,0.0375565,0.043131,0.0664089,0.025721,0.0358146,0.0108748,0.00905501,0.048505,0.0646637,0,0,0,0,0,0,0,0,0,0,0,0
89,0.0464686,0.0416399,0,0,0,0,0.0370057,0,0.0281273,0.0383183,0,0,0.0250176,0,0,0.061532,0.045722,0.0367742,0.0227676,0.0044873,0.0518434,0.0301987,0.0269695,0.0445844,0.0270712,0.0319839,0.0340618,0.0255619,0.0210359,0.0584062,0.0403132,0.0214409,0.0267006,0.038278,0,0.0220048,0.0586151,0.0401577,0,0,0.0143348,0,0,0.0194798,0.0416748,0.0354524,0.0379875,0.0129566,0.0495182,0.0401646,0.0437359,0.0649659,0,0.0355319,0.0565964,0.0374495,0.0430083,0.0662884,0.0251078,0.0361369,0.0110107,0.00891097,0.048616,0.0645655,0,0,0,0,0,0,0,0,0,0,0,0
90,0.0464532,0.0415434,0,0,0,0,0.0368341,0,0.0284737,0.0385052,0,0,0.0249013,0,0,0.0613148,0.0453525,0.036512,0.0228245,0.0047684,0.0522102,0.0298147,0.027568,0.044524,0.0271008,0.0321156,0.034125,0.0255498,0.021005,0.0565197,0.0405696,0.0213494,0.026554,0.0387212,0,0.0225814,0.0587696,0.0401572,0,0,0.0142421,0,0,0.0194064,0.0417647,0.0353036,0.0374812,0.0134039,0.0490448,0.0400003,0.0433525,0.0641819,0,0.0352227,0.0564487,0.0372596,0.042878,0.0660919,0.0244595,0.0363505,0.0110783,0.00882787,0.0486156,0.064438,0,0,0,0,0,0,0,0,0,0,0,0
91,0.0468294,0.0413637,0,0,0,0,0.0363272,0,0.0293213,0.0390158,0,0,0.02507,0,0,0.0617337,0.0441797,0.0368011,0.0235597,0.00499701,0.0532787,0.0301185,0.0278095,0.044035,0.0268383,0.0321322,0.0342721,0.0256594,0.0212599,0.0562595,0.0401453,0.0217418,0.0271422,0.0390473,0,0.0224531,0.0561275,0.040095,0,0,0.0144343,0,0,0.019261,0.0423692,0.0339607,0.0337895,0.0146304,0.0485426,0.0400084,0.0415211,0.0608754,0.0484984,0.0333664,0.0590375,0.0400004,0.0451333,0.0680504,0.0250603,0.0362073,0.0109374,0.00892756,0.0482145,0.0651485,0,0,0,0,0,0,0,0,0,0,0,0
92,0.0467244,0.0412344,0,0,0,0,0.0357082,0,0.0303594,0.0397146,0,0,0.0250351,0,0,0.061644,0.0439,0.0370616,0.023761,0.00458363,0.0537713,0.0297181,0.0281128,0.0437275,0.0265756,0.0320156,0.0340986,0.0258891,0.0217946,0.0563704,0.0403382,0.0216625,0.0270627,0.0399331,0,0.0228102,0.0563128,0.0401209,0,0,0.0145477,0,0,0.0190853,0.042841,0.0341191,0.0333068,0.0152325,0.048296,0.0399801,0.0414677,0.0604971,0.0481878,0.0332817,0.0592104,0.0401848,0.0453726,0.0681181,0.0244876,0.0362567,0.0108567,0.00892025,0.0482983,0.0649087,0,0,0,0,0,0,0,0,0,0,0,0
93,0.0466194,0.0411794,0,0,0,0,0.0351623,0,0.0310848,0.0403961,0,0,0.0250966,0,0,0.0614896,0.043883,0.0370568,0.0240406,0.00408353,0.0542036,0.0292433,0.0279973,0.0433378,0.0263934,0.0318195,0.0339629,0.0263417,0.0225349,0.056763,0.0404952,0.0217682,0.0269421,0.0405085,0,0.0231101,0.0566905,0.04014,0,0,0.0146453,0,0,0.0190917,0.0433447,0.0343412,0.0329462,0.0158428,0.0479757,0.0400289,0.0414816,0.0600932,0.0476181,0.033313,0.0592497,0.0403509,0.0456656,0.0682928,0.0241667,0.0362716,0.010781,0.00895627,0.0484743,0.0644905,0,0,0,0,0,0,0,0,0,0,0,0
94,0.0464834,0.0412167,0,0,0,0,0.0349646,0,0.0313316,0.040929,0,0,0.025143,0,0,0.0612892,0.0440856,0.0368311,0.0243921,0.00431923,0.0545534,0.0287639,0.0282484,0.0433981,0.0263694,0.0315733,0.0340882,0.026638,0.023168,0.0567069,0.0405969,0.0217509,0.0267042,0.0408441,0,0.0234192,0.0571434,0.0402037,0,0,0.0145493,0,0,0.0191142,0.0436306,0.0346859,0.0324762,0.016396,0.0475972,0.0401104,0.0412642,0.0596008,0.0469994,0.0333364,0.0593389,0.0403841,0.0458496,0.068502,0.0240687,0.0362594,0.0107419,0.00915438,0.0486037,0.0640052,0,0,0,0,0,0,0,0,0,0,0,0
95,0.0463282,0.0412935,0,0,0,0,0.0353165,0,0.0313522,0.0413357,0,0,0.0250776,0,0,0.061125,0.0442728,0.0367547,0.0247232,0,0.0548775,0.0283848,0.0287009,0.0436298,0.0262275,0.031167,0.0339373,0.0267644,0.0237171,0.0560855,0.040615,0.0216187,0.0264884,0.0411405,0,0.0237095,0.0574926,0.0403046,0,0,0.0145699,0,0,0.0191222,0.043863,0.0353956,0.0318382,0.0167564,0.0472312,0.0402679,0.0409456,0.0591998,0.0466938,0.0333379,0.059327,0.0403793,0.04601,0.0684489,0.0239844,0.0362385,0.0107124,0.00932947,0.0486575,0.0637267,0,0,0,0,0,0,0,0,0,0,0,0
96,0.0462206,0.0413883,0,0,0,0,0.0345238,0,0.0302151,0.0402714,0,0,0.0251091,0,0,0.0610906,0.0439255,0.0334469,0.0229685,0.00635022,0.0548545,0.0280427,0.0304059,0.0430663,0.0255003,0.0336385,0.0363188,0.0290869,0.025664,0.0547388,0.0404932,0.0214172,0.0265059,0.0415207,0,0.0239111,0.0571477,0.0409243,0,0,0.0148692,0,0,0.0193448,0.0440537,0.0355865,0.0318413,0.0168559,0.0475474,0.0411361,0.0408807,0.0588726,0.0464205,0.0332134,0.0596388,0.0405366,0.0462435,0.0686637,0.0237513,0.0358022,0.010291,0.00987993,0.0484307,0.0641915,0,0,0,0,0,0,0,0,0,0,0.0457672,0
97,0.0460939,0.041483,0,0,0,0,0.0344488,0,0.0294249,0.0406791,0,0,0.0249578,0,0,0.060916,0.0439119,0.0336731,0.0236202,0.00704238,0.0550648,0.0275958,0.0306668,0.0433347,0.0255295,0.0341943,0.0363941,0.0298508,0.0264689,0.0534507,0.0407042,0.0210682,0.0262954,0.0416755,0,0.0240615,0.0575355,0.0410487,0,0,0.0148259,0,0,0.0193136,0.0444691,0.0359794,0.0311587,0.0169041,0.0471095,0.0410943,0.0408881,0.0587343,0.0465475,0.0332482,0.0595711,0.040539,0.0462865,0.0686181,0.0236071,0.0358121,0.0103886,0.00981949,0.0482022,0.0639142,0,0,0,0,0,0,0,0,0,0,0.0454357,0
98,0.0460354,0.0415668,0,0,0,0,0.0352472,0,0.0287594,0.041155,0,0,0.0248568,0,0,0.0607401,0.0437681,0.0335197,0.0242915,0.00764758,0.0552011,0.0271401,0.0306811,0.0436167,0.0256712,0.0345884,0.0362392,0.0305787,0.0272517,0.0523826,0.0409304,0.0209504,0.0261972,0.0417411,0,0.0240507,0.0578581,0.0410948,0,0,0.0146651,0,0,0.0192336,0.0448903,0.0365301,0.0304449,0.0168729,0.0466469,0.0410113,0.0410583,0.0587069,0.0467443,0.0332464,0.0596856,0.0405763,0.0462978,0.0685365,0.0234744,0.0357804,0.0107654,0.00972497,0.0478266,0.0637096,0,0,0,0,0,0,0,0,0,0,0.0447298,0
99,0.0459624,0.0415617,0,0,0,0,0.0369715,0,0.0291737,0.0431277,0,0,0.0245592,0,0,0.0604762,0.043891,0.0359149,0.0273758,0.00715405,0.0555834,0.0266233,0.0297137,0.0445381,0.0261252,0.0328123,0.0342441,0.0296302,0.0269895,0.0516853,0.0414027,0.0206751,0.0258263,0.0417917,0,0.0240597,0.058591,0.0405586,0,0,0.0141775,0,0,0.0188513,0.0452829,0.0374813,0.0291606,0.0168527,0.0453701,0.0399935,0.0408776,0.0589272,0.0472465,0.033405,0.0594871,0.0404095,0.0461348,0.0682702,0.0233171,0.0362497,0.0114482,0.00901236,0.0477768,0.0628211,0,0,0,0,0,0,0,0,0,0,0,0
100,0.0459884,0.0415341,0,0,0,0,0.0372732,0,0.0280617,0.0419906,0,0,0.02466,0,0,0.060485,0.0430066,0.0325018,0.0254556,0.00946214,0.0551824,0.0263254,0.0312203,0.0439639,0.0258401,0.0350199,0.0364124,0.0315586,0.0285715,0.0492991,0.0413474,0.0207268,0.0256389,0.041866,0,0.0240773,0.0581266,0.0410808,0,0,0.0143531,0,0,0.0190264,0.0455404,0.0371592,0.0291819,0.0167786,0.0456515,0.0406588,0.0405116,0.0587628,0.0471049,0.0332214,0.0594795,0.0405394,0.0462779,0.0683987,0.0230527,0.0358978,0.0111146,0.00938185,0.0475259,0.0635418,0,0,0,0,0,0,0,0,0,0,0.0435334,0
101,0.0459852,0.0414648,0,0,0,0,0.0390785,0,0.0284767,0.0435663,0,0,0.0243991,0,0,0.0602004,0.0430195,0.0347191,0.0282499,0.00775185,0.0554499,0.0259229,0.030509,0.0445221,0.0261459,0.0334046,0.0348961,0.0304209,0.0279018,0.0480678,0.0417697,0.0204603,0.0251406,0.0418897,0,0.0241849,0.0590099,0.04062,0,0,0.0140905,0,0,0.0187284,0.046012,0.0372193,0.0281373,0.0168999,0.0444885,0.039651,0.0404346,0.0588045,0.0474149,0.0332783,0.0591509,0.040308,0.0460546,0.0681235,0.0228023,0.0365298,0.0116828,0.00860528,0.0478826,0.062791,0,0,0,0,0,0,0,0,0,0,0,0
102,0.0460392,0.0414314,0,0,0,0,0.0390545,0,0.02734,0.0422986,0,0,0.024608,0,0,0.0601679,0.0423167,0.0314056,0.026305,0.00991366,0.0550927,0.0255749,0.0321164,0.0441709,0.0260043,0.0357871,0.0371403,0.0318459,0.0290122,0.045112,0.0417095,0.0205186,0.0252126,0.0421418,0,0.0242752,0.0588032,0.0411192,0,0,0.0142576,0,0,0.0188132,0.0464764,0.0371363,0.0282295,0.0169168,0.0447982,0.0400634,0.0402957,0.0585732,0.0471561,0.0330576,0.0593865,0.0403534,0.0461771,0.0684646,0.0225322,0.0362903,0.0113743,0.00896923,0.0477578,0.0635809,0,0,0,0,0,0,0,0,0,0,0.0423859,0
103,0.0460452,0.0413707,0,0,0,0,0.0404834,0,0.0279032,0.0437961,0,0,0.0244619,0,0,0.0598504,0.0424007,0.0333645,0.0288449,0.00860051,0.0553579,0.0251057,0.0312784,0.0446135,0.026268,0.0341889,0.0356368,0.0305067,0.0284674,0.0437894,0.0422006,0.020372,0.0247471,0.0423899,0,0.0245476,0.0594887,0.0406668,0,0,0.0139823,0,0,0.0184411,0.047131,0.0379256,0.0272259,0.0171524,0.0435999,0.0389119,0.0403371,0.0585913,0.0473008,0.0330911,0.0591913,0.0401319,0.0459234,0.0681715,0.022413,0.0368896,0.0118527,0.00830606,0.0479921,0.0630669,0,0,0,0,0,0,0,0,0,0,0,0
104,0.046108,0.0413041,0,0,0,0,0.0411376,0,0.0276843,0.0443116,0,0,0.0245497,0,0,0.0596141,0.0422265,0.0326722,0.029239,0.00924992,0.0552207,0.0247207,0.0316611,0.0445623,0.026328,0.0345138,0.0360427,0.0307124,0.0286789,0.041316,0.0424127,0.0202275,0.0245462,0.0426648,0,0.0247968,0.0597532,0.0406347,0,0,0.0139449,0,0,0.0184393,0.0474514,0.0383446,0.0266518,0.0173918,0.0431373,0.0385641,0.0399911,0.0581896,0.0470866,0.0330431,0.0591168,0.0401403,0.0458822,0.0680707,0.022387,0.0370234,0.0120001,0.00811225,0.0480206,0.0631007,0,0,0,0,0,0,0,0,0,0,0,0
105,0.0462081,0.0412115,0,0,0,0,0.0416443,0,0.0266844,0.0433512,0,0,0.0247623,0,0,0.0595517,0.0417828,0.0296341,0.0272629,0.0123199,0.054747,0.0244153,0.0332303,0.0441861,0.0265516,0.036471,0.0379353,0.0319517,0.0296357,0.0373053,0.0423819,0.0202219,0.0246866,0.0429584,0,0.0249266,0.0593775,0.0409936,0,0,0.0140708,0,0,0.0186041,0.0475452,0.0383068,0.0269489,0.0175869,0.0435936,0.0389499,0.0392799,0.0575905,0.0467281,0.0329211,0.0592481,0.0403472,0.0459921,0.0683724,0.0223211,0.0367258,0.0117915,0.00836207,0.047759,0.0636804,0,0,0,0,0,0,0,0,0,0,0.0402198,0
106,0.0464755,0.0410354,0,0,0,0,0.0564387,0,0.024568,0.0433325,0,0,0.0249403,0,0,0.0598844,0.0436847,0.0365229,0.0248401,0.0229117,0.0545097,0.0245641,0.0352128,0.057334,0.0211849,0.0302324,0.0329622,0.024112,0.0250274,0.014759,0.0419807,0.0206052,0.0250485,0.0432195,0,0.0251261,0.0600448,0.0414789,0,0,0.0144121,0,0,0.0188847,0.0480099,0.0385124,0.0269997,0.017607,0.0444811,0.0395539,0.0386138,0.0567319,0.0465437,0.0325722,0.0591073,0.0402246,0.0458742,0.0681665,0.0222674,0.0362358,0.0113923,0.00888984,0.0472116,0.0648354,0,0,0,0,0,0,0,0,0,0,0,0
107,0.0463434,0.0409021,0,0,0,0,0.0453697,0,0.0271458,0.0452275,0,0,0.0244886,0,0,0.0595202,0.0420263,0.0308173,0.0297103,0.0116301,0.0545871,0.0240917,0.0331706,0.0439792,0.0275417,0.0353685,0.0365961,0.0306697,0.0297673,0.0308012,0.0426595,0.0203553,0.0243494,0.0434504,0,0.0255556,0.0599852,0.0404118,0,0,0.0139268,0,0,0.0183215,0.0483664,0.0390434,0.0257419,0.0180667,0.042517,0.0376501,0.0397176,0.0563694,0.0466974,0.0329394,0.0591865,0.0403431,0.0459038,0.0680931,0.0225047,0.0372848,0.012357,0.00768916,0.0477618,0.0627599,0,0,0,0,0,0,0,0,0,0,0,0
108,0.0463894,0.0408069,0,0,0,0,0.0473131,0,0.0264006,0.0442958,0,0,0.0245299,0,0,0.0595765,0.0420381,0.027886,0.0276199,0.0140402,0.0540577,0.0240278,0.035054,0.0432396,0.0284606,0.0370692,0.0383138,0.0316653,0.0307572,0.0257679,0.0425517,0.0203973,0.0242331,0.0438036,0,0.0257754,0.0595917,0.0408323,0,0,0.0139466,0,0,0.0183798,0.0488426,0.0390085,0.0256011,0.0182113,0.0430291,0.0380974,0.0394614,0.0557436,0.046153,0.0326224,0.0594473,0.0405337,0.0460874,0.0683284,0.0226689,0.0368798,0.0120487,0.00803474,0.0475035,0.0632365,0,0,0,0,0,0,0,0,0,0,0.0389558,0
109,0.0464288,0.0406941,0,0,0,0,0.0496966,0,0.0271047,0.045933,0,0,0.0243385,0,0,0.0594774,0.0425824,0.0302317,0.0297096,0.0131051,0.0541206,0.0239721,0.0347557,0.0432244,0.0292194,0.0361856,0.0372329,0.0310383,0.030926,0.0234947,0.0427954,0.0202876,0.0242458,0.0440565,0,0.026043,0.0602036,0.0403436,0,0,0.013832,0,0,0.0182105,0.0493445,0.0395638,0.0247194,0.0185031,0.042219,0.0372992,0.0395186,0.0555513,0.0459101,0.0326336,0.0594177,0.0405279,0.0459783,0.0682161,0.0228112,0.0372442,0.0124346,0.00756515,0.0476257,0.062506,0,0,0,0,0,0,0,0,0,0,0,0
110,0.0458506,0.0406287,0,0,0,0,0.0522568,0,0.0269663,0.0446227,0,0,0.0241078,0,0,0.0587974,0.0436124,0.0307233,0.0275398,0.0144269,0.053029,0.0231697,0.0361074,0.0427965,0.0306618,0.037093,0.0379824,0.0317216,0.0319844,0.0209096,0.0436068,0.0196625,0.0230793,0.043544,0,0.0261001,0.0623621,0.0408362,0,0,0.0137587,0,0,0.0182457,0.0485371,0.0413215,0,0.0186406,0.0422696,0.0375944,0.0406508,0.0566656,0.0469483,0.0325924,0.0589183,0.0404208,0.0456313,0.0675167,0.0227018,0.0372968,0.0125181,0.0076978,0.047902,0.0616822,0,0,0,0,0,0,0,0,0,0,0,0
111,0.0464076,0.0405488,0,0,0,0,0.0546607,0,0.0271259,0.0463477,0,0,0.0240808,0,0,0.0595016,0.0428836,0.0308002,0.0296327,0.0162658,0.053635,0.0240979,0.0362404,0.0423554,0.0311156,0.0374483,0.0382003,0.0320163,0.0325256,0.0196107,0.0428437,0.0203887,0.0241681,0.0447482,0,0.026584,0.0603934,0.0403393,0,0,0.0137812,0,0,0.0181679,0.0503767,0.0403537,0.0235781,0.0189496,0.0419738,0.037228,0.0403083,0.0548593,0.0453918,0.0328073,0.0598508,0.0410851,0.04649,0.0678574,0.0230571,0.0371463,0.0126202,0.00759484,0.0476016,0.0623523,0,0,0,0,0,0,0,0,0,0,0,0
112,0.0463907,0.0404845,0,0,0,0,0.0556116,0,0.0275778,0.0464006,0,0,0.0240088,0,0,0.059521,0.0428682,0.0305497,0.0298006,0.0175306,0.0534364,0.0241287,0.0367791,0.04206,0.0319966,0.0380558,0.0388019,0.0324993,0.0331787,0.0192388,0.042844,0.0202984,0.0243092,0.0451556,0,0.0270301,0.0604282,0.0403018,0,0,0.0136867,0,0,0.0181906,0.0509641,0.0403285,0.0234018,0.0192689,0.0418089,0.0372076,0.0405204,0.0544689,0.0449962,0.0329805,0.0601186,0.0413363,0.0466218,0.0682211,0.0232767,0.0370937,0.0126645,0.00763616,0.0475629,0.0623359,0,0,0,0,0,0,0,0,0,0,0,0
113,0.0463472,0.0403956,0,0,0,0,0.0552486,0,0.0277857,0.0452582,0,0,0.0241234,0,0,0.0595754,0.0425605,0.0277798,0.0280705,0.0196704,0.0528882,0.0240429,0.0378242,0.0411768,0.0327832,0.0397908,0.0404816,0.033517,0.0338161,0.0184186,0.0427753,0.0201737,0.024395,0.0458437,0,0.0275225,0.0597381,0.040751,0,0,0.0137258,0,0,0.0183246,0.0517551,0.0401371,0.0236092,0.0196809,0.0424219,0.0378588,0.0405742,0.0539185,0.0441861,0.0333133,0.0603672,0.0417662,0.0469668,0.0688039,0.0237146,0.0366995,0.0123394,0.00805522,0.047313,0.062903,0,0,0,0,0,0,0,0,0,0,0.0399294,0
114,0.046369,0.0402451,0,0,0,0,0.0539329,0,0.0282537,0.0450756,0,0,0.0240657,0,0,0.0595851,0.042659,0.0287329,0.0283313,0.0213971,0.0525929,0.0240322,0.037933,0.0407175,0.0334299,0.0402288,0.0407821,0.0337099,0.0338658,0.0185206,0.0428088,0.020102,0.0243557,0.0462935,0,0.0279309,0.059785,0.0407928,0,0,0.0136457,0,0,0.0182902,0.0523475,0.0404018,0.0235082,0.0199755,0.0423025,0.0377621,0.0406267,0.0535691,0.0438331,0.0336055,0.0605716,0.0420358,0.0470706,0.0690799,0.0239958,0.036729,0.0123424,0.00796947,0.0472099,0.0629433,0,0,0,0,0,0,0,0,0,0,0.0399133,0
115,0.0464633,0.0401171,0,0,0,0,0.0524013,0,0.0286312,0.0447546,0,0,0.0240151,0,0,0.0596038,0.0426103,0.0315845,0.0284628,0.0233095,0.0521711,0.0241115,0.0381676,0.0400599,0.0341471,0.0406131,0.0411725,0.0337358,0.0339074,0.0185963,0.0427519,0.0201998,0.0242426,0.0466208,0,0.0281839,0.0597591,0.0408347,0,0,0.0136288,0,0,0.0182419,0.0529151,0.040599,0.0236794,0.0201436,0.0421446,0.0376783,0.0406616,0.053299,0.0435702,0.0338254,0.0606875,0.0423466,0.0473381,0.0689559,0.0241957,0.0368144,0.0123096,0.00786396,0.0470505,0.0630924,0,0,0,0,0,0,0,0,0,0,0.0402327,0
