Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,IMUR_M,LTHII,
197,0.0463728,0.0412791,0,0,0,0,0.0424423,0,0.0243656,0.0413511,0,0,0.0238357,0,0,0.0588474,0.0421721,0.0237304,0.0180742,0.0172469,0.0409382,0.0232563,0.0277265,0.0327937,0.0274855,0.033596,0.0359314,0.0243973,0.0241954,0.0176672,0.0428577,0.0192346,0.0238742,0.0407747,0,0.0194368,0.0586754,0.0415631,0,0,0.0126213,0,0,0.0184512,0.041971,0.0341,0,0.0164947,0.052514,0.0381223,0.0461739,0.0653663,0.0514809,0.041508,0.0622821,0.0435086,0.0483997,0.0716948,0.0267765,0.0371418,0.013838,0.00710338,0.048616,0.0655782,0,0,0,0,0,0,0,0,0,0,0.0373855,0
198,0.0469332,0.041561,0,0,0,0,0.0421931,0,0.0232097,0.041559,0,0,0.0239688,0,0,0.0597346,0.0422591,0.024644,0.0198286,0.0159822,0.0418149,0.0242593,0.0274859,0.0344634,0.0262037,0.0330351,0.0356219,0.023931,0.0229396,0.0212176,0.041786,0.0201718,0.0251113,0.0415421,0,0.0194509,0.0553384,0.041188,0,0,0.0129282,0,0,0.0184107,0.0406717,0.0326415,0.0343202,0.0165029,0.0503065,0.0381939,0.0462273,0.0641925,0.0491944,0.0399004,0.0639547,0.0448187,0.0496809,0.0733129,0.0258597,0.0367591,0.0135093,0.00729538,0.0486739,0.0660596,0,0,0,0,0,0,0,0,0,0,0.0383553,0
199,0.047043,0.0416447,0,0,0,0,0.0421203,0,0.0218731,0.040643,0,0,0.0241023,0,0,0.0600252,0.0426964,0.0250649,0.0196246,0.0147108,0.0431784,0.0247459,0.0272538,0.0354945,0.0258508,0.0330714,0.0360075,0.0236348,0.0215439,0.024695,0.0415002,0.0203654,0.0254662,0.042039,0,0.0193203,0.0545836,0.0412558,0,0,0.0131426,0,0,0.018464,0.040419,0.0323232,0.0368938,0.0166915,0.0502681,0.03834,0.0455511,0.0632223,0.049009,0.0388476,0.0638447,0.0446588,0.0495522,0.0730223,0.0251317,0.0366438,0.0132047,0.00745658,0.048486,0.0662314,0,0,0,0,0,0,0,0,0,0,0.0391395,0
200,0.0471185,0.0416928,0,0,0,0,0.0419982,0,0.0206514,0.0396153,0,0,0.024305,0,0,0.0604639,0.0432424,0.0256945,0.0193313,0.0132576,0.0444557,0.0253124,0.0267206,0.0365158,0.0255888,0.0327127,0.0363036,0.0229863,0.020041,0.02894,0.041135,0.0206282,0.0261364,0.0422929,0,0.0189195,0.0540542,0.0411717,0,0,0.0133591,0,0,0.0185593,0.0403183,0.0317415,0.0387942,0.0168223,0.0502933,0.0385851,0.0449461,0.0625397,0.0490165,0.0381661,0.0640404,0.0446631,0.0494722,0.0730217,0.0248779,0.0363948,0.0128488,0.00766343,0.0482965,0.0662934,0,0,0,0,0,0,0,0,0,0,0.0399878,0
201,0.0471653,0.0416764,0,0,0,0,0.0417107,0,0.0197235,0.0385872,0,0,0.0245636,0,0,0.0610177,0.0439103,0.026393,0.0189554,0.0115966,0.045421,0.0258823,0.0263918,0.0375057,0.0252226,0.0319769,0.0364157,0.0222727,0.0186447,0.0334862,0.040642,0.0208329,0.0268229,0.0423523,0,0.0185688,0.0537572,0.0410125,0,0,0.0136089,0,0,0.0187144,0.0400704,0.0310303,0.0395656,0.0170014,0.0504168,0.0389656,0.0448267,0.0621053,0.0490567,0.0375355,0.0640015,0.0447674,0.0494136,0.0732378,0.0248861,0.0360305,0.0126194,0.00801288,0.0481843,0.0662054,0,0,0,0,0,0,0,0,0,0,0.0408521,0
202,0.0472218,0.0415492,0,0,0,0,0.040911,0,0.019424,0.0377808,0,0,0.0248015,0,0,0.0614787,0.0446683,0.02716,0.0186026,0.00981255,0.0461981,0.0264193,0.0264872,0.0386266,0.0247753,0.0315429,0.0362255,0.0217135,0.0175841,0.038201,0.0401286,0.0210041,0.0275002,0.0423542,0,0.018452,0.0536798,0.0408611,0,0,0.0138713,0,0,0.0188212,0.0395624,0.0304531,0.0400624,0.0171152,0.0507129,0.0395091,0.045013,0.0617609,0.0489673,0.0370162,0.0637608,0.0448159,0.0493562,0.0734778,0.0249056,0.0356304,0.0122857,0.00839183,0.0481053,0.0660506,0,0,0,0,0,0,0,0,0,0,0.0418325,0
203,0.0472721,0.0413972,0,0,0,0,0.0400184,0,0.0202298,0.0370303,0,0,0.0250694,0,0,0.0617773,0.0455245,0.028153,0.0182698,0.0083729,0.0469288,0.026876,0.0266591,0.0400836,0.0244463,0.0314039,0.0359748,0.0213529,0.0169746,0.0437786,0.0396802,0.0211609,0.0280651,0.0423463,0,0.0185984,0.0537663,0.0407154,0,0,0.0141368,0,0,0.0188904,0.03885,0.0302664,0.040572,0.016997,0.0511177,0.0400315,0.045419,0.0615499,0.0487987,0.0366781,0.0639223,0.0446722,0.0492593,0.0734817,0.0248815,0.035211,0.0119616,0.0087574,0.0480707,0.0660376,0,0,0,0,0,0,0,0,0,0,0.0432418,0
204,0.0473278,0.0412507,0,0,0,0,0.0399503,0,0.0217277,0.0363527,0,0,0.0253824,0,0,0.0619173,0.0463818,0.0295926,0.0180247,0.00757832,0.0476702,0.0272204,0.0267456,0.0413237,0.0240218,0.0315072,0.0358329,0.0212799,0.0167599,0.0501083,0.0393803,0.0212679,0.0284988,0.0423434,0,0.0188672,0.0540434,0.0406353,0,0,0.0144069,0,0,0.0189262,0.038153,0.0305332,0.0409342,0.0169103,0.0513885,0.0405608,0.0453598,0.061459,0.0485057,0.0365211,0.0637878,0.0444908,0.0491694,0.0732684,0.024906,0.0348075,0.0117201,0.00911293,0.0481152,0.0662036,0,0,0,0,0,0,0,0,0,0,0.0446073,0
205,0.0473824,0.041122,0,0,0,0,0.0402925,0,0.0234421,0.0356024,0,0,0.0256304,0,0,0.0619509,0.0470719,0.0319608,0.0179231,0.00706999,0.0484703,0.0274988,0.0268888,0.042117,0.0235874,0.0319995,0.036159,0.0217755,0.0170447,0.0560805,0.0392176,0.0212145,0.0287885,0.0422956,0,0.0192362,0.0543703,0.0406147,0,0,0.0146696,0,0,0.0189248,0.0376145,0.0311637,0.0408484,0.0169305,0.0515747,0.0409162,0.0440535,0.0615297,0.0483673,0.0365591,0.0631465,0.0443029,0.0491279,0.0729108,0.0249194,0.0344703,0.0116001,0.00933473,0.0481748,0.0664389,0,0,0,0,0,0,0,0,0,0,0.0455457,0
206,0.0474257,0.0410932,0,0,0,0,0.0393015,0,0.0253192,0.0348856,0,0,0.0257609,0,0,0.0619366,0.0474598,0.0342335,0.0179428,0.00695273,0.049259,0.0276761,0.0271486,0.0424897,0.0232131,0.0329326,0.0367582,0.0230639,0.0182308,0.059694,0.03907,0.0210656,0.0289718,0.0422717,0,0.0197561,0.0548044,0.0406753,0,0,0.0149025,0,0,0.0188887,0.0373976,0.0322047,0.0396547,0.0171078,0.0513935,0.0411302,0.0439507,0.061795,0.0483838,0.0367114,0.0627096,0.0440755,0.0489861,0.0724711,0.0249809,0.0343134,0.0115471,0.00939912,0.0481763,0.0665743,0,0,0,0,0,0,0,0,0,0,0.0460033,0
207,0.0475691,0.0411781,0,0,0,0,0.0373005,0,0.0270124,0.0342908,0,0,0.0257643,0,0,0.06191,0.0475781,0.0352637,0.0182034,0.00693214,0.0499423,0.0277956,0.0273458,0.0425321,0.0229763,0.0341224,0.0372949,0.0248547,0.0200006,0.0608843,0.0388973,0.0208807,0.0291026,0.0423105,0,0.0203156,0.0552626,0.0407252,0,0,0.0149757,0,0,0.0187413,0.0375713,0.0334515,0.0378445,0.0172785,0.0507969,0.0411911,0.0442438,0.0622057,0.0486293,0.0370223,0.0625039,0.0438912,0.0487907,0.0719557,0.0250027,0.0342406,0.0116104,0.00928896,0.0481184,0.0666398,0,0,0,0,0,0,0,0,0,0,0.0462799,0
208,0.0477997,0.0412568,0,0,0,0,0.0358123,0,0.0276647,0.0339957,0,0,0.025668,0,0,0.0619055,0.0474471,0.0351429,0.0188969,0.00651324,0.0506339,0.027924,0.0272056,0.0424363,0.0231084,0.0348848,0.0376434,0.0263335,0.0216891,0.0608047,0.0387814,0.0208032,0.0291946,0.042483,0,0.0208554,0.0554942,0.040597,0,0,0.0148567,0,0,0.018561,0.0381194,0.0343775,0.0383607,0.017412,0.0504501,0.0408557,0.0438598,0.0621389,0.0488254,0.037685,0.0624721,0.0437916,0.0486797,0.071476,0.0248456,0.0344338,0.0118255,0.0090118,0.0478386,0.0667598,0,0,0,0,0,0,0,0,0,0,0.0466428,0
209,0.0480159,0.0413179,0,0,0,0,0.0357186,0,0.0271654,0.0336622,0,0,0.0255462,0,0,0.0619608,0.047219,0.0341131,0.0194419,0.00610947,0.0507538,0.0280541,0.026962,0.0424217,0.0232805,0.0351399,0.038085,0.0273802,0.0227121,0.0597834,0.0386978,0.0207326,0.0292456,0.0426498,0,0.0212238,0.0557038,0.0404436,0,0,0.0146656,0,0,0.0184403,0.0386235,0.0346795,0.0388117,0.0176767,0.0501443,0.0404059,0.0436699,0.0620306,0.0487788,0.0382942,0.0624688,0.0437613,0.0486131,0.0711759,0.0248006,0.034691,0.0121053,0.00865466,0.0475192,0.0669253,0,0,0,0,0,0,0,0,0,0,0.0469891,0
210,0.0482984,0.041364,0,0,0,0,0.0366917,0,0.0266271,0.0333366,0,0,0.025382,0,0,0.0620259,0.0470554,0.0332901,0.0197443,0.00577845,0.0504753,0.0282185,0.0265587,0.0424594,0.0238147,0.0352835,0.0383386,0.0279945,0.0230984,0.0582163,0.038487,0.0206614,0.0293474,0.0427516,0,0.0213263,0.0560661,0.0402892,0,0,0.0144583,0,0,0.0183427,0.0390673,0.034776,0.0386552,0.0179166,0.0497577,0.0398467,0.0438143,0.0619053,0.0484974,0.0387164,0.0623605,0.0439089,0.0486417,0.071141,0.0248429,0.0349738,0.0124114,0.0082042,0.047303,0.0671688,0,0,0,0,0,0,0,0,0,0,0.0474559,0
211,0.048584,0.0413862,0,0,0,0,0.0374507,0,0.0264792,0.0329785,0,0,0.0252177,0,0,0.062081,0.0469612,0.0325765,0.0198768,0.0058022,0.0498142,0.0283465,0.0262548,0.0425099,0.0242994,0.0355546,0.0385559,0.0282757,0.0232653,0.056746,0.0383349,0.0206467,0.0293899,0.0429075,0,0.0213745,0.0565035,0.0401438,0,0,0.0142211,0,0,0.0182692,0.0393873,0.0349439,0.0377796,0.0181154,0.0493332,0.0392749,0.0441317,0.0617065,0.0484958,0.0388674,0.0623673,0.0441695,0.0487595,0.0712546,0.0248464,0.0353585,0.01273,0.00779535,0.0472573,0.0674344,0,0,0,0,0,0,0,0,0,0,0.0478899,0
212,0.0488318,0.0414011,0,0,0,0,0.0378965,0,0.0265308,0.0326304,0,0,0.0251026,0,0,0.0621204,0.0468403,0.0318766,0.0198201,0.00612074,0.0489456,0.0284229,0.0261874,0.0424412,0.0246689,0.0358826,0.0385993,0.0285026,0.0234848,0.0549544,0.0383962,0.0206198,0.0293224,0.043075,0,0.021415,0.0569191,0.0400144,0,0,0.0139233,0,0,0.0181823,0.039524,0.035391,0.0363199,0.0182482,0.0487823,0.0386706,0.0444602,0.0615548,0.0486372,0.0387306,0.0623762,0.0444467,0.0489118,0.0713256,0.0248225,0.0357235,0.0130618,0.00744478,0.0472905,0.0676026,0,0,0,0,0,0,0,0,0,0,0.0482191,0
213,0.0486456,0.0413529,0,0,0,0,0.0383037,0,0.0267235,0.0320555,0,0,0.0249013,0,0,0.0617383,0.0461716,0.0315509,0.0198297,0.0064218,0.0478051,0.0277678,0.0269191,0.0426418,0.0245981,0.0358553,0.0383605,0.0287215,0.0236486,0.0533649,0.0390608,0.0202902,0.0286084,0.0441049,0,0.0210614,0.0563343,0.0400399,0,0,0.0135937,0,0,0.0181447,0.0390262,0.0337753,0.0360204,0.0174663,0.0480018,0.0382848,0,0.0646168,0.0503148,0.0409933,0.0613503,0.0432941,0.048463,0.0708973,0.0235133,0.0361242,0.0133681,0.00711809,0.0474769,0.0672032,0,0,0,0,0,0,0,0,0,0,0.0480276,0
214,0.0490401,0.0409723,0,0,0,0,0.038878,0,0.0264005,0.0325296,0,0,0.0249439,0,0,0.0619822,0.0460728,0.0303533,0.0197419,0.00694891,0.0480309,0.0282793,0.0267149,0.0421547,0.025658,0.0359658,0.0382573,0.029275,0.0240512,0.0503444,0.0390059,0.0205688,0.0289378,0.0435793,0,0.0218724,0.0574255,0.0397435,0,0,0.0133923,0,0,0.0180502,0.0399694,0.0355421,0.0352977,0.0186152,0.0475719,0.0376336,0.0435153,0.0611072,0.0485026,0.0378465,0.0622212,0.0445918,0.049044,0.0713805,0.0246592,0.0364732,0.0137112,0.00667677,0.0470971,0.0679682,0,0,0,0,0,0,0,0,0,0,0.0479873,0
215,0.0490943,0.0406211,0,0,0,0,0.0398106,0,0.0260673,0.0325872,0,0,0.0248963,0,0,0.0617382,0.0456668,0.0297023,0.0197681,0.00727933,0.0479103,0.0281165,0.0267621,0.0420775,0.0261092,0.0360205,0.0381404,0.0298252,0.0246803,0.0478239,0.0392891,0.020461,0.0287278,0.0437607,0,0.0222013,0.0576365,0.0395896,0,0,0.013158,0,0,0.0180422,0.0401018,0.0355576,0.0350461,0.0188225,0.0467873,0.0370697,0.0433571,0.0597313,0.0484673,0.0371555,0.0621088,0.0443652,0.0489386,0.0713041,0.0245202,0.036917,0.0139597,0.00638002,0.0470726,0.0680432,0,0,0,0,0,0,0,0,0,0,0.0478285,0
216,0.0491949,0.0404391,0,0,0,0,0.0408519,0,0.0257912,0.0327539,0,0,0.0248754,0,0,0.0614925,0.0453013,0.0291621,0.0198686,0.00750049,0.0480039,0.0279357,0.0268851,0.0420828,0.0261632,0.0359448,0.0380011,0.0301557,0.0253194,0.0454201,0.0395753,0.0204033,0.028519,0.0440116,0,0.0225736,0.0578398,0.0394683,0,0,0.013033,0,0,0.0181026,0.040223,0.0357595,0.0346957,0.0189856,0.0461941,0.0366394,0.0431545,0.0586757,0.0482655,0.0363109,0.0619254,0.0440705,0.0488054,0.0710106,0.024392,0.0372925,0.0142302,0.00615162,0.047054,0.0678704,0,0,0,0,0,0,0,0,0,0,0.0475871,0
217,0.0492668,0.04025,0,0,0,0,0.0420115,0,0.0255144,0.0330217,0,0,0.024866,0,0,0.061295,0.0449195,0.0287894,0.0199617,0.00760994,0.048266,0.0277449,0.0271555,0.0420139,0.0263772,0.0357816,0.0380008,0.0304294,0.0258522,0.0431131,0.0397646,0.0203813,0.0283135,0.0443153,0,0.0230006,0.0580604,0.0393721,0,0,0.0130014,0,0,0.0181372,0.0403965,0.0357657,0.0343198,0.0192184,0.0457689,0.0363213,0.0428399,0.058019,0.0479441,0.0357598,0.0617617,0.0439328,0.0487299,0.0708082,0.0244522,0.037524,0.0144471,0.00601636,0.0470553,0.0676993,0,0,0,0,0,0,0,0,0,0,0.047294,0
218,0.0492478,0.0400442,0,0,0,0,0.0425265,0,0.0253117,0.0334022,0,0,0.0248713,0,0,0.0611738,0.0445315,0.0286797,0.0200747,0.00770346,0.04867,0.0274702,0.0273891,0.0418777,0.0267236,0.035667,0.037953,0.0305558,0.0261526,0.04117,0.0399748,0.0204179,0.0281514,0.04463,0,0.0235498,0.0582843,0.0393307,0,0,0.0129992,0,0,0.018089,0.0406176,0.0352704,0.0338792,0.0194278,0.0453671,0.0360734,0.0428138,0.0575622,0.0475665,0.0354621,0.0615033,0.0438763,0.0487105,0.0706075,0.0246953,0.037637,0.0144311,0.00594752,0.0471112,0.0675475,0,0,0,0,0,0,0,0,0,0,0.0470091,0
219,0.0492414,0.0399287,0,0,0,0,0.0431399,0,0.0251909,0.0339589,0,0,0.0248231,0,0,0.0611606,0.0442513,0.0285041,0.0202292,0.00783238,0.0492642,0.0272457,0.0274697,0.0417585,0.0268593,0.0354809,0.037874,0.0306868,0.0263783,0.0399787,0.0400666,0.0204483,0.0281761,0.0449017,0,0.0239888,0.0585873,0.0393026,0,0,0.0130456,0,0,0.0180264,0.0408875,0.0350778,0.0333487,0.0196601,0.0450329,0.0357607,0.0432244,0.0572201,0.0472269,0.0352583,0.0613079,0.0439375,0.0487147,0.0705956,0.0248883,0.0376091,0.0143517,0.00593864,0.0471977,0.0674629,0,0,0,0,0,0,0,0,0,0,0.0467361,0
220,0.0492838,0.0399673,0,0,0,0,0.0437841,0,0.0251218,0.0346592,0,0,0.0247714,0,0,0.0612094,0.0440253,0.0283806,0.0204622,0.00792311,0.049903,0.0271428,0.0276724,0.0418093,0.0268346,0.0355649,0.0378472,0.0308553,0.0266345,0.0392848,0.0401641,0.0204791,0.0282847,0.0450798,0,0.0243271,0.058924,0.0392477,0,0,0.0131438,0,0,0.0179556,0.0411703,0.0350709,0.0327637,0.0199886,0.0449121,0.0354668,0.043515,0.0569658,0.0470089,0.0351062,0.0612535,0.0440167,0.0487327,0.070606,0.0250002,0.0374691,0.0143364,0.00600431,0.0472988,0.0673861,0,0,0,0,0,0,0,0,0,0,0.0465034,0
221,0.048894,0.0399233,0,0,0,0,0.0440812,0,0.0253061,0.0350826,0,0,0.0246281,0,0,0.060882,0.043536,0.0288392,0.0207464,0.00767475,0.049892,0.0264118,0.028433,0.0424131,0.0263372,0.0354841,0.0377226,0.0310496,0.0269652,0.0395535,0.0405444,0.0201485,0.0277746,0.0461239,0,0.0239868,0.0587092,0.0394005,0,0,0.0131468,0,0,0.0178807,0.0404374,0.0336579,0.0331364,0.0201957,0.0445043,0.0356089,0,0.0596588,0.0483696,0.0374535,0.0603266,0.0428279,0.0482026,0.0702096,0.0247576,0.0373304,0.0142906,0.00614378,0.0475944,0.0664904,0,0,0,0,0,0,0,0,0,0,0.0463358,0
222,0.0488819,0.0397088,0,0,0,0,0.0444955,0,0.0253424,0.035796,0,0,0.0245173,0,0,0.0609168,0.0433405,0.0290618,0.0210412,0.00790727,0.0504048,0.0263628,0.028962,0.0425811,0.0264018,0.035379,0.0378133,0.0314248,0.0274975,0.0396688,0.0404966,0.0201963,0.0279269,0.0460757,0,0.0239842,0.0592195,0.0393539,0,0,0.0131819,0,0,0.0177955,0.0407646,0.0340322,0.0326639,0.0204679,0.0443277,0.0356556,0,0.0594786,0.0482176,0.0371859,0.0602992,0.0428124,0.0481987,0.070212,0.024923,0.0372699,0.0142885,0.00617952,0.0475535,0.0662156,0,0,0,0,0,0,0,0,0,0,0.0464817,0
223,0.0487796,0.039561,0,0,0,0,0.0459023,0,0.0261846,0.0383139,0,0,0.0241766,0,0,0.0607599,0.0436188,0.0318588,0.0242723,0.00667928,0.0513259,0.0262333,0.0285277,0.0442305,0.026235,0.0331683,0.0358248,0.0301806,0.026812,0.0402598,0.040768,0.0200501,0.0278596,0.0460091,0,0.0241805,0.0605229,0.0387237,0,0,0.0130599,0,0,0.0176024,0.0412896,0.0348563,0.0315619,0.0207751,0.0430342,0.0348515,0,0.0594276,0.0484316,0.037065,0.060061,0.042643,0.0479636,0.0699162,0.025082,0.0377958,0.0148039,0.00574738,0.0476011,0.065129,0,0,0,0,0,0,0,0,0,0,0,0
224,0.048743,0.0395678,0,0,0,0,0.0452222,0,0.0256323,0.0372051,0,0,0.0243139,0,0,0.0609412,0.0429706,0.0297418,0.0219773,0.00872358,0.0515142,0.026299,0.0304233,0.0432171,0.0263819,0.0354749,0.0382276,0.0322821,0.0287182,0.040852,0.040487,0.0200585,0.0282792,0.0460503,0,0.0242278,0.0603907,0.0392438,0,0,0.0131054,0,0,0.0177248,0.0414971,0.035165,0.0316942,0.020847,0.0435888,0.0357734,0,0.0591545,0.0481985,0.0364745,0.0603373,0.0428698,0.0481802,0.0702852,0.0250271,0.0372027,0.014277,0.00620405,0.0469875,0.065865,0,0,0,0,0,0,0,0,0,0,0.0454096,0
225,0.0486982,0.0396818,0,0,0,0,0.0462953,0,0.0266324,0.0396999,0,0,0.0240144,0,0,0.0607606,0.0432732,0.0325232,0.0252706,0.00703709,0.0521052,0.0261743,0.0304736,0.0449244,0.0259412,0.0338764,0.0365977,0.0312646,0.0282051,0.0417397,0.0408788,0.0198522,0.0281744,0.0461316,0,0.024416,0.0615825,0.0385362,0,0,0.0127689,0,0,0.017601,0.0419988,0.0364984,0.0304537,0.0212069,0.0423419,0.0348119,0,0.0591813,0.0486489,0.036271,0.0601113,0.0428308,0.0480116,0.0700529,0.0250889,0.0378034,0.0148135,0.00574285,0.0469195,0.0649219,0,0,0,0,0,0,0,0,0,0,0,0
226,0.0491032,0.039741,0,0,0,0,0.0464344,0,0.0261495,0.0407809,0,0,0.0241011,0,0,0.0610932,0.0433647,0.0328603,0.025739,0.00753991,0.0524407,0.0267706,0.0309666,0.0448486,0.0263142,0.0345661,0.0371812,0.0319605,0.029004,0.0416526,0.0404442,0.0201434,0.0287612,0.045094,0,0.0249902,0.0625277,0.0381515,0,0,0.0128008,0,0,0.0175402,0.0435703,0.0386328,0.0286854,0.0211516,0.0423605,0.0344285,0.0412096,0.0564149,0.0471908,0.033714,0.0609863,0.0441416,0.0486973,0.0705184,0.0254964,0.037814,0.014866,0.0057336,0.0463724,0.0654046,0,0,0,0,0,0,0,0,0,0,0,0
227,0.049141,0.0397914,0,0,0,0,0.045825,0,0.0252422,0.0401108,0,0,0.024321,0,0,0.0612429,0.0430168,0.0314088,0.0239732,0.00939109,0.0518298,0.0268619,0.0326804,0.0442088,0.0267432,0.0368401,0.0393281,0.0337715,0.0305859,0.0417623,0.0402547,0.02015,0.02896,0.0450818,0,0.0251733,0.0624751,0.0385107,0,0,0.0128171,0,0,0.0177412,0.0439814,0.0388774,0.0286144,0.0212465,0.0427911,0.0349182,0.0417539,0.0561248,0.0468395,0.0333817,0.0611164,0.0443631,0.0489111,0.0707552,0.0255435,0.0375498,0.0144735,0.00605725,0.0459216,0.0659993,0,0,0,0,0,0,0,0,0,0,0.0375803,0
228,0.0491014,0.0397836,0,0,0,0,0.0456643,0,0.0250795,0.0408104,0,0,0.0243423,0,0,0.0613435,0.0431025,0.0312615,0.0244021,0.00974677,0.0518622,0.0268461,0.0332498,0.0444843,0.0269636,0.0370624,0.0396585,0.0340118,0.0310246,0.041358,0.0402018,0.0202232,0.0290013,0.0451876,0,0.0254058,0.0627977,0.0384154,0,0,0.0127577,0,0,0.0178848,0.0443941,0.0393931,0.0281913,0.0213624,0.0424679,0.0348774,0.0422945,0.0559366,0.0467789,0.0332074,0.0610665,0.0444913,0.0489625,0.0708463,0.0255031,0.0376504,0.0144488,0.00599423,0.0458758,0.0659425,0,0,0,0,0,0,0,0,0,0,0.0369513,0
229,0.0490129,0.0397164,0,0,0,0,0.0464047,0,0.0256509,0.0425092,0,0,0.0241126,0,0,0.0613053,0.0436313,0.032705,0.0268039,0.00861773,0.0521149,0.0267588,0.0333715,0.0457894,0.0266921,0.0358985,0.0383647,0.0329484,0.0304515,0.0401965,0.0404204,0.0201929,0.02883,0.0473679,0,0.0259653,0.0633299,0.0379089,0,0,0.012504,0,0,0.017966,0.0447199,0.0406522,0.0274655,0.0215164,0.0415549,0.0341727,0.0426792,0.0559484,0.0468944,0.033217,0.0605217,0.0441926,0.0482057,0.0701537,0.0267568,0.0381079,0.0148556,0.00568305,0.0461244,0.0651834,0,0,0,0,0,0,0,0,0,0,0,0
230,0.0490107,0.0397444,0,0,0,0,0.0467225,0,0.0252077,0.0414117,0,0,0.0242871,0,0,0.0615749,0.0433464,0.0308012,0.0245001,0.0104985,0.0516045,0.0268673,0.0344417,0.0441915,0.0280997,0.0379202,0.0408539,0.0343854,0.0318181,0.038873,0.040219,0.020471,0.0291251,0.0507557,0,0.0270612,0.0629785,0.0384161,0,0,0.0124089,0,0,0.0182606,0.0449552,0.0420396,0.0277659,0.021699,0.0420074,0.034856,0.0427153,0.0557164,0.046555,0.0329651,0.0600187,0.0436859,0.0471215,0.0691156,0.0287586,0.0375125,0.0143582,0.00615004,0.0459062,0.0658931,0,0,0,0,0,0,0,0,0,0,0.0409567,0
