Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIB,IMUL_R,LASI,RTHII,IMUR_M,IMUL_M
68,0.0532761,0.0335037,0,0,0,0.0353597,0,0.0325015,0,0,0.0193279,0,0,0.055463,0.0409344,0.0283786,0.0304197,0,0.0447259,0.0252188,0.0346174,0.0451084,0,0.0308854,0.037417,0.0230331,0.030154,0.0271111,0.0526583,0.0180521,0.0181726,0.0427826,0,0.021241,0.0565082,0.0378977,0,0,0.0110049,0,0,0.0165546,0.0569045,0.0393332,0.0215738,0.0149128,0.0386927,0.0340224,0.0365538,0.0558302,0.0286709,0.0613349,0.0490644,0.0470867,0.0684324,0.0124224,0.0383489,0.01364,0.00485392,0.0401308,0.0721012,0,0,0,0,0,0,0,0,0.0319945,0,0.0443588,0.0463807,0,0
69,0.0527621,0.0333767,0,0,0,0.0305812,0,0.0336681,0,0,0.0196978,0,0,0.0557683,0.0387132,0.0280012,0.0329412,0.0122719,0.0440338,0.0244141,0.0346734,0.043739,0,0.0280532,0.0361474,0.0232727,0.0281223,0.0319904,0.0518151,0.0181805,0.0186294,0.0451815,0,0.0231717,0.0550444,0.0387583,0,0,0.0116411,0,0,0.0162978,0.0570628,0.04095,0.0221548,0.0174083,0.0385842,0.0355626,0.0355134,0.0575871,0.0270749,0.0602544,0.0460334,0.0448936,0.067974,0.0096638,0.0378891,0.013018,0.00460505,0.0406749,0.0715709,0,0,0,0,0,0,0,0,0.0320521,0,0.0463778,0.0477192,0,0
70,0.0530299,0.0337015,0,0,0,0.0327911,0,0.032445,0,0,0.0192897,0,0,0.0559214,0.0397266,0.0270904,0.0335802,0.0144607,0.0466835,0.0258729,0.0332597,0.0449909,0,0.0280815,0.0362275,0.0228591,0.0288408,0.0290816,0.0519784,0.0181879,0.01898,0.0467877,0,0.0225086,0.0528311,0.0382103,0,0,0.0115164,0,0,0.0161754,0.0556807,0.038273,0.020942,0.0175881,0.0400053,0.0350251,0.0355032,0.0570086,0.026334,0.0605666,0.0465596,0.0448961,0.0687803,0.0163865,0.0376326,0.0128667,0.00505754,0.0408957,0.0715316,0,0,0,0,0,0,0,0,0.031469,0,0.0449524,0.0471814,0,0
71,0.052976,0.0335156,0,0,0,0.0298371,0,0.0339267,0,0,0.0193895,0,0,0.0562352,0.0373172,0.0252261,0.0337624,0,0.046358,0.0255494,0.0338355,0.0431676,0,0.0269471,0.0365172,0.0234398,0.0275446,0.0316326,0.0514101,0.0186775,0.0193525,0.0468996,0,0.0201098,0.0520666,0.0388434,0,0,0.0128554,0,0,0.0157765,0.0564326,0.0366564,0.0223962,0.0202789,0.040973,0.0370543,0.0352813,0.058415,0.0261241,0.0602602,0.0458905,0.0447994,0.0691508,0.0194883,0.0364337,0.011599,0.00495081,0.0413445,0.0716213,0,0,0,0,0,0,0,0,0.0324136,0,0.0458679,0.0477093,0,0
72,0.052853,0.0337703,0,0,0,0.029177,0,0.0323596,0,0,0.019037,0,0,0.0562962,0.0369737,0.025763,0.0342666,0.00927393,0.0490902,0.0272008,0.0326245,0.0423358,0,0.0282746,0.0359499,0.0242228,0.0293452,0.0351677,0.0513262,0.0179894,0.0202266,0.0497773,0,0.0204296,0.0507735,0.0382103,0,0,0.0121709,0,0,0.0160719,0.0557693,0.0378997,0.0224069,0.025037,0.0426685,0.0357983,0.0332636,0.0570517,0.024064,0.0601867,0.0452019,0.0442529,0.0702297,0.0244383,0.0370171,0.0119358,0.00551535,0.0417678,0.071381,0,0,0,0,0,0,0,0,0.032478,0,0.0451102,0.0468014,0,0
73,0.0528483,0.0338514,0,0,0,0.0342174,0,0.0316315,0,0,0.0190441,0,0,0.0566698,0.0383082,0.0292047,0.0358775,0.0293917,0.0499684,0.0278736,0.0322327,0.0466512,0,0.0273596,0.0350383,0.0216563,0.0293353,0.0272178,0.0508713,0.017967,0.0211,0.0574851,0,0.0217875,0.0496668,0.0378297,0,0,0.0122265,0,0,0.0161502,0.0557328,0.0357158,0.0231906,0.0310138,0.0435195,0.0355139,0.0323132,0.0559535,0.0241757,0.0580158,0.0453928,0.0412232,0.0670755,0,0.0370449,0.0119973,0.00540026,0.0423226,0.0709872,0,0,0,0,0,0,0,0,0.0297964,0,0.0457718,0.0465489,0,0
74,0.0535985,0.0323707,0,0,0,0.0315978,0,0.0298666,0,0,0.0195533,0,0,0.0573071,0.0357167,0.0297415,0.0420919,0.0771181,0.0486049,0.0266626,0.0340334,0.0476671,0,0.0241769,0.0309619,0.0209625,0.0289213,0.0333318,0.049445,0.0182986,0.0222,0.0490647,0,0.018602,0.0482723,0.0380881,0,0,0.0134846,0,0,0.0161255,0.060336,0.0353116,0.023625,0.0278552,0.0438126,0.0375986,0.0349382,0.0582503,0.0269538,0.0588737,0.0417053,0.0425907,0.0721423,0.0307475,0.0368253,0.0115803,0.0047264,0.0421979,0.0707957,0,0,0,0,0,0,0,0,0.0279981,0,0.0532151,0.0495153,0,0
75,0.0532156,0.0339261,0,0,0,0.0293006,0,0.0331862,0,0,0.0188301,0,0,0.057697,0.036425,0.0274553,0.0339218,0,0.0501522,0.0296354,0.0326934,0.0410539,0,0.0303211,0.0360965,0.0255139,0.0317901,0.0373528,0.0497034,0.0184408,0.0228201,0.0562085,0,0.0198451,0.0482872,0.037551,0,0,0.0126096,0,0,0.0159915,0.0554047,0.0332274,0.0251694,0.0336943,0.0471064,0.0357754,0.032585,0.0560288,0.0245976,0.0564858,0.0427955,0.039053,0.0673305,0,0.0364986,0.0114769,0.00537212,0.0421427,0.071759,0,0,0,0,0,0,0,0,0.033096,0,0.0431476,0.0470028,0,0
76,0.05337,0.0337691,0,0,0,0.0332321,0,0.0333546,0,0,0.019135,0,0,0.057857,0.0362885,0.0288798,0.034619,0,0.0496575,0.0297675,0.0328937,0.0449138,0,0.0283641,0.0359928,0.0229792,0.0304173,0.0293906,0.0490819,0.0180215,0.0234816,0.0462566,0,0.0137781,0.0447651,0.0378791,0,0,0.0127262,0,0,0.0162878,0.0572774,0.0331209,0.0247763,0.0311997,0.0487104,0.0363268,0.0348635,0.0579219,0.0257962,0.0581939,0.0423555,0.0426125,0.0704524,0.0483262,0.0361341,0.0111765,0.00563706,0.0415121,0.0723274,0,0,0,0,0,0,0,0,0.0313356,0,0.0441334,0.0479566,0,0
77,0.053528,0.0344035,0,0,0,0.0353369,0,0.0324222,0,0,0.0190091,0,0,0.0581939,0.0366318,0.0296251,0.0338228,0,0.0488906,0.029521,0.032092,0.0453673,0,0.0294013,0.0367803,0.0230399,0.0315979,0.0269327,0.0490868,0.0193875,0.0234622,0.0459599,0,0.0128891,0.0435122,0.0379673,0,0,0.0132815,0,0,0.0160845,0.0573028,0.0350182,0.0253343,0.032469,0.0493522,0.0369299,0.0350885,0.0579601,0.0260982,0.0576449,0.0422129,0.0426118,0.0706316,0.0534293,0.0353978,0.0106876,0.00557331,0.0411849,0.0725669,0,0,0,0,0,0,0,0,0.0316778,0,0.0435161,0.0484853,0,0
78,0.0536745,0.0347921,0,0,0,0.0283569,0,0.0338193,0,0,0.0189714,0,0,0.0581143,0.0347325,0.0285077,0.0362122,0.0148404,0.0489366,0.0295559,0.0329532,0.0405641,0,0.0290719,0.035152,0.0248391,0.0311862,0.0359817,0.0492388,0.019454,0.0233839,0.0454886,0,0.0126711,0.0434016,0.0374183,0,0,0.0130517,0,0,0.0161648,0.0577808,0.0367019,0.0250125,0.0335637,0.0492119,0.0362854,0.0348389,0.0579679,0.0266881,0.0571288,0.0424021,0.0425173,0.0707518,0.0552602,0.0356896,0.0110514,0.00534807,0.0407535,0.0721173,0,0,0,0,0,0,0,0,0.0325975,0,0.0461166,0.0496459,0,0
79,0.0539467,0.0350819,0,0,0,0.0328512,0,0.0321402,0,0,0.0192104,0,0,0.05813,0.0370125,0.026482,0.032415,0.0133094,0.0480486,0.0295134,0.0335601,0.0419373,0.0351889,0.0308718,0.0378326,0.0252724,0.0322954,0.0279796,0.0489186,0.0191713,0.0235893,0.056091,0,0.0159184,0.0426541,0.0378532,0,0,0.0131552,0,0,0.0165447,0.0556437,0.0352987,0.0267763,0.0381304,0.0496522,0.0370261,0.0335993,0.057353,0.026019,0.0538415,0.0423118,0.0389999,0.0659895,0,0.0351933,0.0106101,0.00583426,0.0399381,0.0729294,0,0,0,0,0,0,0,0,0.0337313,0,0.0423147,0.0473061,0,0
80,0.0533203,0.0351156,0,0,0,0.0296889,0,0.0340217,0,0,0.0193253,0,0,0.0569677,0.0355779,0.0257738,0.0327321,0,0.0460564,0.0275948,0.0341224,0.0404597,0.0340113,0.0294603,0.0374062,0.0255212,0.0306408,0.030305,0.0500201,0.0183348,0.0217527,0.0564055,0,0.0162339,0.0447705,0.0383888,0,0,0.0130683,0,0,0.0165033,0.0563336,0.0369098,0.0304219,0.0387026,0.0495033,0.0375121,0.0339111,0.059442,0.027138,0.0528575,0.0411386,0.0387545,0.0670038,0,0.0355117,0.0107675,0.00563629,0.0400184,0.0716543,0,0,0,0,0,0,0,0,0.0339665,0,0.044351,0,0,0
81,0.053642,0.0347141,0,0,0,0.0307222,0,0.0337529,0,0,0.0194711,0,0,0.056729,0.0353704,0.0264131,0.0335024,0.0147024,0.0451626,0.0267887,0.0332587,0.0407008,0.0347952,0.0291129,0.0369427,0.0252237,0.0306596,0.0289487,0.0501722,0.0184457,0.0211779,0.0570331,0,0.0180966,0.0446137,0.0384905,0,0,0.0132472,0,0,0.0162684,0.0562852,0.0401823,0.0307259,0.0396489,0.0484247,0.0377033,0.0332526,0.0584101,0.0267981,0.053159,0.0407706,0.0388348,0.0681762,0,0.035775,0.0109921,0.00528673,0.0399412,0.0717186,0,0,0,0,0,0,0,0,0.0333623,0,0.0454508,0,0,0
82,0.0540476,0.0340642,0,0,0,0.0331869,0,0.0320266,0,0,0.0197998,0,0,0.0565676,0.0358113,0.0264357,0.0325089,0.0147201,0.0442921,0.0257997,0.0324364,0.0407141,0.0359809,0.0302828,0.0376633,0.0259012,0.0322603,0.0264103,0.0502486,0.018422,0.0206885,0.0576172,0,0.016726,0.0444215,0.0388579,0,0,0.0133743,0,0,0.016154,0.0550523,0.0403269,0.0313315,0.0400798,0.0478859,0.0379923,0.0328847,0.0590283,0.0259866,0.0538098,0.0417278,0.0400649,0.0682262,0,0.0358626,0.0111642,0.00496729,0.0397967,0.0723632,0,0,0,0,0,0,0,0,0.0337015,0,0.0447683,0,0,0
83,0.0545267,0.0334994,0,0,0,0.031072,0,0.0320536,0,0,0.0198888,0,0,0.0566058,0.0342985,0.0260253,0.0327322,0.0142583,0.0443793,0.0255076,0.0323525,0.038513,0.036075,0.0303558,0.0377793,0.0269485,0.0327258,0.028698,0.0502718,0.0185065,0.0205183,0.0586142,0,0.0193084,0.042517,0.039055,0,0,0.0134719,0,0,0.0160488,0.0538238,0.0424597,0.0299885,0.0405484,0.0476643,0.0377856,0.032316,0.0629221,0.0227506,0.0537977,0.0367306,0.0387655,0.0701685,0,0.0360933,0.0113975,0.0046488,0.0395155,0.0732572,0,0,0,0,0,0,0,0,0.0344552,0,0.0451234,0,0,0
84,0.054458,0.0330676,0,0,0,0.0323498,0,0.0334437,0,0,0.0200003,0,0,0.0561593,0.0322085,0.0287808,0.0356923,0.0118076,0.0438977,0.0246693,0.0303118,0.0401491,0,0.0277329,0.0359151,0.0243294,0.0307781,0.0270815,0.0507791,0.018305,0.019635,0.0452041,0,0.0159504,0.0405614,0.0392956,0,0,0.0133769,0,0,0.0160694,0.0552417,0.0463997,0.0292502,0.0386514,0.0476352,0.0376632,0.0331978,0.0639853,0.02277,0.0572432,0.0382049,0.0435714,0.0748605,0.0522242,0.036546,0.0115858,0.00449938,0.039701,0.0730857,0,0,0,0,0,0,0,0,0.0318485,0,0.0489062,0,0,0
85,0.0543739,0.0327721,0,0,0,0.035857,0,0.0317197,0,0,0.0202268,0,0,0.0556187,0.0339061,0.0275295,0.0341765,0.0131835,0.0430962,0.0245204,0.0290806,0.0407947,0,0.0295532,0.0369,0.02466,0.0327451,0.0242807,0.0510661,0.0170417,0.0193486,0.0447936,0,0.0165248,0.0420196,0.0393705,0,0,0.0124807,0,0,0.0167405,0.0546195,0.0487091,0.031417,0.0386494,0.0477173,0.0372899,0.0322868,0.0585386,0.0243952,0.0565503,0.0411398,0.0441486,0.0737896,0.0571149,0.0370492,0.011754,0.00551025,0.0400605,0.0726379,0,0,0,0,0,0,0,0,0.0322799,0,0.0470634,0,0,0
86,0.054627,0.0325896,0,0,0,0.0350697,0,0.0309458,0,0,0.0202953,0,0,0.0559131,0.0336966,0.0245598,0.0328651,0.0137102,0.043187,0.0238011,0.0305737,0.0392721,0.0379366,0.0297334,0.0381299,0.026092,0.0331527,0.0237378,0.0507751,0.0183297,0.019074,0.0444073,0,0.0157462,0.0397398,0.0396669,0,0,0.0126936,0,0,0.0167992,0.0526105,0.0487331,0.0304393,0.0390657,0.0486352,0.0375601,0.0330217,0.0637202,0.0213417,0.0573252,0.0380836,0.0437295,0.0743827,0.0546792,0.036764,0.0115004,0.00555666,0.0399016,0.0734345,0,0,0,0,0,0,0,0,0.0337683,0,0.0454785,0,0,0
87,0.0550884,0.0325382,0,0,0,0.0363546,0,0.0327936,0,0,0.0202821,0,0,0.0563574,0.0323943,0.0248397,0.0344878,0.0129067,0.0441754,0.0244696,0.0316478,0.040267,0.0368763,0.0275696,0.0376561,0.0244351,0.0306501,0.0212894,0.0502174,0.018688,0.0198289,0.0442442,0,0.0157882,0.0354747,0.0396742,0,0,0.0129996,0,0,0.0168967,0.0539752,0.0496111,0.0271508,0.0391709,0.0493257,0.0376356,0.0318836,0.0591523,0.0212787,0.0586087,0.0403042,0.044768,0.0742355,0.0567834,0.0366205,0.0113882,0.00547264,0.0397356,0.0743656,0,0,0,0,0,0,0,0,0.0326304,0,0.0464749,0.0499773,0,0
88,0.0550771,0.0325171,0,0,0,0.0362762,0,0.0305751,0,0,0.0202584,0,0,0.0564086,0.0329889,0.0251519,0.032669,0.0138231,0.0442547,0.0245361,0.0306712,0.0394033,0.0378198,0.0309705,0.0384997,0.0262145,0.0336029,0.0221665,0.0502316,0.0188129,0.0199078,0.043992,0,0.0172353,0.0368276,0.039635,0,0,0.0131122,0,0,0.0169105,0.0525672,0.0520185,0.027849,0.0391109,0.0500432,0.0376394,0.0315496,0.0591819,0.0207552,0.0589071,0.0404328,0.0451435,0.0751735,0.0589533,0.0366422,0.0114135,0.00548674,0.0399824,0.0743006,0,0,0,0,0,0,0,0,0.0339759,0,0.0446466,0.0499263,0,0
89,0.0551679,0.0319291,0,0,0,0.0385235,0,0.0317796,0,0,0.0207448,0,0,0.0560906,0.0328925,0.0259107,0.0330383,0.0129335,0.0431334,0.0233263,0.0309977,0.0411845,0.0371545,0.0294266,0.0382984,0.024499,0.0314442,0.0196499,0.050188,0.017982,0.0198295,0.0454659,0,0.0159395,0.0368581,0.0402179,0,0,0.0129772,0,0,0.0177246,0.0541082,0.0525881,0.0296737,0.0383202,0.0506081,0.0392184,0.0322627,0.0558089,0.0241123,0.0591164,0.0437539,0.0464437,0.0747103,0.0663009,0.0363085,0.0110088,0.00641277,0.0404178,0.0738613,0,0,0,0,0,0,0,0,0.0328485,0,0.0453841,0.0484331,0,0
90,0.0551122,0.0317202,0,0,0,0.0377382,0,0.0320821,0,0,0.0208929,0,0,0.0561728,0.0318373,0.0265367,0.0335604,0.0124689,0.0435491,0.0231022,0.0306086,0.0406801,0.0370143,0.0287553,0.0378218,0.0242875,0.0309042,0.0198606,0.0498563,0.0180577,0.0201706,0.0452011,0,0.0154208,0.0358726,0.0404409,0,0,0.0130622,0,0,0.0177525,0.0534321,0.0528296,0.0290553,0.0379139,0.051622,0.0395804,0.0325905,0.0601206,0.021876,0.0602368,0.0421017,0.0467566,0.0764241,0.0661443,0.0362682,0.0109955,0.00639755,0.0403471,0.0740114,0,0,0,0,0,0,0,0,0.0326227,0,0.0462731,0.0503059,0,0
91,0.0545039,0.031623,0,0,0,0.0361023,0,0.0330167,0,0,0.0209422,0,0,0.0558886,0.031825,0.0270202,0.0335716,0.0120925,0.0437823,0.0223848,0.0311723,0.0398388,0.0364429,0.0276532,0.0371797,0.0241772,0.0299906,0.0209154,0.0499979,0.0180115,0.0198364,0.0469685,0,0.0154344,0.0368053,0.0404226,0,0,0.0134002,0,0,0.0171135,0.0540407,0.0546975,0.0304331,0.0369175,0.0525844,0.03942,0.0327091,0.0564765,0.024239,0.0604488,0.0450957,0.0478822,0.0767297,0.0712551,0.0367891,0.0114519,0.00532764,0.040464,0.0731421,0,0,0,0,0,0,0,0,0.0324837,0,0.0464043,0.0485393,0,0
92,0.0536913,0.0317594,0,0,0,0.0377459,0,0.0303155,0,0,0.0215692,0,0,0.0556679,0.0316084,0.0280277,0.0325307,0.0133327,0.044336,0.0222709,0.0290388,0.0408589,0.0378982,0.0292584,0.0382195,0.0252124,0.0326582,0.0201203,0.0494708,0.0181978,0.0203477,0.0417365,0,0.0208208,0.0362072,0.0411263,0,0,0.0129533,0,0,0.0176033,0.0529395,0.0575977,0.0308936,0.0384753,0.0543173,0.0394184,0.0331145,0.0628647,0.0204549,0.062125,0.0409868,0.0481043,0.0801956,0.0598702,0.0372163,0.0113385,0.00492322,0.040167,0.073232,0,0,0,0,0,0,0,0,0.0331114,0,0.0460691,0.0520955,0,0
93,0.0533337,0.0319215,0,0,0,0.0379328,0,0.0302743,0,0,0.0215399,0,0,0.0555527,0.0319686,0.0286212,0.0325966,0.013343,0.0449063,0.0223108,0.0288711,0.0412212,0.0380485,0.0291412,0.0379954,0.0251291,0.0326486,0.0199407,0.0496867,0.0179638,0.020274,0.0424418,0,0.0206807,0.0362386,0.0410736,0,0,0.0127654,0,0,0.0176593,0.0524174,0.0582319,0.0311678,0.0379629,0.0552831,0.0389028,0.0337265,0.0637332,0.0203716,0.0631174,0.0417116,0.0486039,0.0808586,0.0609049,0.0374716,0.0115827,0.00495029,0.0398913,0.0727111,0,0,0,0,0,0,0,0,0.0329062,0,0.0459202,0.0519749,0,0
94,0.0538778,0.0319733,0,0,0,0.0405655,0,0.0306011,0,0,0.0208328,0,0,0.0557973,0.0335152,0.0293703,0.0327348,0.0134052,0.0453832,0.0231183,0.0293187,0.0419277,0.0383982,0.0288806,0.0373713,0.023926,0.031888,0.0181668,0.0499676,0.016584,0.0205647,0.0491118,0,0.0144874,0.0367271,0.0404787,0,0,0.0125926,0,0,0.0176845,0.0513418,0.0557478,0.0306567,0.0354179,0.0554819,0.0383313,0.0344965,0.0624659,0.0216144,0.0635876,0.0454568,0.0492002,0.0792656,0.0722013,0.0374176,0.0118293,0.00629031,0.0395068,0.0723922,0,0,0,0,0,0,0,0,0.032074,0,0.0455823,0.0497185,0,0
95,0.0538724,0.0319902,0,0,0,0.0393728,0,0.0313047,0,0,0.0206785,0,0,0.0557004,0.0331794,0.0294895,0.0329002,0.0120976,0.0452249,0.022458,0.0296629,0.0410574,0.0380476,0.0280185,0.0365889,0.0236862,0.0310187,0.0184869,0.0503336,0.0169863,0.0201319,0.0494977,0,0.0144343,0.0369101,0.0404691,0,0,0.0126433,0,0,0.0175452,0.0513065,0.0558246,0.0311238,0.0344781,0.0559454,0.0382769,0.0349725,0.0630025,0.022062,0.064393,0.0463098,0.0498971,0.0798392,0.0731472,0.0372919,0.0117392,0.00622931,0.0392243,0.0719467,0,0,0,0,0,0,0,0,0.0317055,0,0.046522,0.0496941,0,0
96,0.0528488,0.0337353,0,0,0,0.0338858,0,0.0341361,0,0,0.0197623,0,0,0.055362,0.0317732,0.0291295,0.0343064,0.0123528,0.0446629,0.0236241,0.0308499,0.0388898,0.036374,0.0254087,0.0349755,0.0233259,0.0283031,0.0219503,0.0517872,0.0177642,0.0189554,0.0501995,0,0.014408,0.0369537,0.0395572,0,0,0.013139,0,0,0.0161342,0.052096,0.0561682,0.0311123,0.0338532,0.0556543,0.0372931,0.0352796,0.0620351,0.0229496,0.0651447,0.0475445,0.0506239,0.0803046,0.0735146,0.0363531,0.0114473,0.0055192,0.0399292,0.0707375,0,0,0,0,0,0,0,0,0.0313779,0,0.0485021,0.0489343,0,0
97,0.0525815,0.0340226,0,0,0,0.0344501,0,0.0342541,0,0,0.0196679,0,0,0.0552579,0.0328543,0.0286096,0.0335545,0.0124894,0.0443893,0.0236807,0.0310867,0.0383189,0.0359992,0.0260839,0.0352527,0.023268,0.0283703,0.0210296,0.0518753,0.0177632,0.0188952,0.0629775,0,0.0163428,0.038237,0.0393078,0,0,0.012919,0,0,0.0159853,0.0509768,0.0511555,0.031913,0.0347374,0.0555641,0.036798,0.0352606,0.061771,0.0231947,0.0624866,0.0461874,0.0464586,0.0764033,0,0.0365631,0.0117629,0.00530534,0.0400628,0.0702565,0,0,0,0,0,0,0,0,0.0316025,0,0.0476661,0.0485305,0,0
98,0.0522119,0.0341464,0,0,0,0.0336721,0,0.0343923,0,0,0.0198115,0,0,0.0549545,0.0315759,0.0285768,0.0342608,0.0125367,0.0439215,0.0234369,0.0306472,0.0382915,0.0362605,0.0251702,0.0347745,0.0230625,0.0280068,0.0213986,0.0520483,0.0173902,0.0184933,0.0495298,0,0.014069,0.0376928,0.039654,0,0,0.0122531,0,0,0.0165132,0.051646,0.0556017,0.0321282,0.0323049,0.0560242,0.0369643,0.0368561,0.0647545,0.023178,0.0664579,0.0478213,0.0515305,0.081436,0.0720221,0.036672,0.011725,0.00616457,0.0401948,0.0700934,0,0,0,0,0,0,0,0,0.0312443,0,0.0494588,0.0499398,0,0
99,0.051972,0.0342701,0,0,0,0.0336132,0,0.0345459,0,0,0.0199466,0,0,0.0548464,0.031475,0.028635,0.0340978,0.0127822,0.0433894,0.0233034,0.0305941,0.0377943,0.0364061,0.0250979,0.0346517,0.0230882,0.0278544,0.0213187,0.0521549,0.0173545,0.0181512,0.0485318,0,0.0137024,0.0383798,0.0397037,0,0,0.0121305,0,0,0.0163616,0.0516884,0.0547688,0.0326183,0.03113,0.0560321,0.0368907,0.0372052,0.0655155,0.0236463,0.0664087,0.0480762,0.0519564,0.081295,0.0704872,0.0368656,0.011845,0.00605892,0.0405151,0.0698359,0,0,0,0,0,0,0,0,0.0312402,0,0.0498838,0.0501331,0,0
100,0.0518051,0.0343633,0,0,0,0.0339427,0,0.034441,0,0,0.0200592,0,0,0.0547391,0.0314431,0.0289575,0.0337384,0.0130433,0.0430539,0.0232243,0.0305866,0.0368302,0.036245,0.0251033,0.0346648,0.0230432,0.027774,0.0209309,0.0522587,0.0173201,0.0179653,0.0473563,0,0.0136741,0.03877,0.039729,0,0,0.0120119,0,0,0.0163085,0.0516337,0.053952,0.0329932,0.0301472,0.0560768,0.036722,0.0381548,0.0661341,0.0241663,0.0662098,0.0480742,0.0521225,0.0808837,0.0681497,0.0370354,0.0120669,0.00593389,0.0408196,0.0696991,0,0,0,0,0,0,0,0,0.0313414,0,0.0502075,0.0502211,0,0
101,0.0516648,0.0344224,0,0,0,0.0340045,0,0.0344037,0,0,0.0201151,0,0,0.0546418,0.0314283,0.0292044,0.033312,0.0133332,0.0426003,0.0231062,0.0305846,0.0363867,0.036144,0.0251598,0.0347077,0.0229985,0.0276989,0.0207112,0.0524049,0.0173287,0.0177824,0.0461397,0,0.0136173,0.0393554,0.0397367,0,0,0.0119467,0,0,0.0162495,0.0515174,0.0529542,0.0335444,0.0289297,0.0560247,0.0365633,0.0387267,0.0667453,0.0249333,0.0664919,0.0479088,0.0522093,0.080481,0.064513,0.0371629,0.0122371,0.00580553,0.0411229,0.0695076,0,0,0,0,0,0,0,0,0.0312765,0,0.0506025,0.050369,0,0
102,0.0518691,0.034444,0,0,0,0.0336321,0,0.034479,0,0,0.0200825,0,0,0.0548853,0.0309729,0.0294409,0.0333464,0.0137915,0.0427714,0.0232721,0.0301829,0.0360907,0.0358223,0.0251999,0.0347908,0.0231631,0.0276801,0.0205707,0.0522224,0.0176247,0.0180361,0.0456732,0,0.0165018,0.0379501,0.0396831,0,0,0.0119978,0,0,0.0161358,0.0513641,0.0560711,0.0321398,0,0.0557504,0.0363854,0.0373827,0.0673293,0.0238059,0.0665375,0.0474055,0.0513291,0.079048,0.0592115,0.0372199,0.0123351,0.0056497,0.0411355,0.0699665,0,0,0,0,0,0,0,0,0.0314348,0,0.0508143,0.0499924,0,0
103,0.0515446,0.0343991,0,0,0,0.0336939,0,0.0347857,0,0,0.0201415,0,0,0.05459,0.0315653,0.0298382,0.0326781,0.0138205,0.0417042,0.022984,0.0302653,0.035881,0.035866,0.0255443,0.0345419,0.0230808,0.0277633,0.0200918,0.0527047,0.0170252,0.0175891,0.0438314,0,0.0137736,0.0405533,0.0397543,0,0,0.0116836,0,0,0.0161185,0.0511567,0.0510573,0.0343891,0.0259443,0.0556781,0.0362541,0.0397417,0.0682358,0.0269456,0.0666681,0.0476925,0.0523324,0.0796331,0.0551986,0.0376254,0.0125405,0.0057006,0.0416076,0.0693032,0,0,0,0,0,0,0,0,0.0314586,0,0.0513722,0.0508244,0,0
104,0.0515225,0.0343294,0,0,0,0.0339904,0,0.0349213,0,0,0.0201053,0,0,0.0546401,0.0316183,0.0298108,0.0323432,0.0139572,0.0414296,0.0227837,0.0303267,0.0356076,0.0357346,0.0257552,0.0345355,0.0231462,0.027906,0.0196018,0.0528427,0.0172316,0.0174119,0.04273,0,0.0138378,0.0409855,0.0396502,0,0,0.0115039,0,0,0.0159693,0.050982,0.0502511,0.034609,0.0244357,0.0554965,0.0360943,0.0406171,0.0687777,0.0281559,0.066585,0.0475946,0.0523562,0.0791123,0.05072,0.0378622,0.01278,0.00549769,0.0417673,0.0692719,0,0,0,0,0,0,0,0,0.0316552,0,0.0516918,0.0508014,0,0
105,0.0515731,0.0342345,0,0,0,0.0342507,0,0.0350551,0,0,0.0201912,0,0,0.0545647,0.0316422,0.0296678,0.032068,0.0143388,0.0410647,0.0225078,0.0301101,0.0352308,0.0356438,0.0259727,0.0344515,0.0231677,0.0278709,0.0193228,0.0529367,0.0175513,0.0171905,0.0419594,0,0.0138555,0.0417392,0.0394796,0,0,0.0116753,0,0,0.0157248,0.0508592,0.0489,0.0349723,0.022758,0.0552647,0.0359669,0.0415927,0.0690807,0.0294921,0.0663743,0.0473058,0.0522804,0.0787187,0.046019,0.0380249,0.0130101,0.00498437,0.041858,0.0692292,0,0,0,0,0,0,0,0,0.0317633,0,0.0521287,0.0508515,0,0
106,0.0518612,0.0341758,0,0,0,0.0349721,0,0.0349826,0,0,0.0200987,0,0,0.0546852,0.0313643,0.0297652,0.0321245,0.0147135,0.0412806,0.0227932,0.0297614,0.0347785,0.0353097,0.026217,0.034695,0.0234071,0.0280366,0.0187228,0.0526759,0.0177172,0.0175534,0.0428565,0,0.0161408,0.0405134,0.039217,0,0,0.0116107,0,0,0.0157491,0.0506279,0.0509683,0.0335467,0,0.054839,0.0355911,0.0410381,0.0689962,0.0287884,0.0665371,0.0471216,0.0516253,0.0774938,0.0409961,0.0380354,0.0132073,0.00492166,0.0416866,0.069742,0,0,0,0,0,0,0,0,0.0320047,0,0.0521796,0.050031,0,0
