Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIB,IMUL_R,LASI,RTHII,IMUR_M,IMUL_M
183,0.0503968,0.0331638,0,0,0,0.0524007,0,0.0319965,0,0,0.0216347,0,0,0.0536769,0.0437638,0.0369069,0.0288323,0.0147373,0.050094,0.0209656,0.0379368,0.044929,0.0366503,0.0313478,0.0382746,0.0297868,0.0319244,0.0185167,0.0527362,0.0165712,0.0138119,0.0444393,0,0.0260704,0.0626302,0.0408543,0,0,0.0114433,0,0,0.0167813,0.0536881,0.0382679,0.0251234,0.0195227,0.0386747,0.0384122,0.0380946,0.0499047,0.0309412,0.0581527,0.0410923,0.0468212,0.0684447,0.0226023,0.0365554,0.011931,0.0067967,0.0391053,0.0694581,0,0,0,0,0,0,0,0,0.0362314,0,0.0452225,0.043019,0,0
184,0.0501987,0.033224,0,0,0,0.0518996,0,0.0330931,0,0,0.0217804,0,0,0.0535872,0.0422994,0.0370772,0.0294366,0,0.049821,0.0209039,0.0394056,0.0428089,0.0368351,0.0320557,0.0389667,0.030795,0.0318687,0.017792,0.0528775,0.016369,0.0136737,0.0447791,0,0.0263408,0.0623276,0.0410522,0,0,0.0114946,0,0,0.0170011,0.0546697,0.0381902,0.0250979,0.0197603,0.038603,0.0385475,0.0383237,0.0494296,0.0314359,0.0585874,0.0414438,0.0469475,0.0689494,0.0229195,0.0364357,0.0117784,0.00712604,0.0391399,0.0692419,0,0,0,0,0,0,0,0,0.037871,0,0.045346,0.042712,0,0
185,0.0497042,0.033362,0,0,0,0.0535604,0,0.0339486,0,0,0.0220755,0,0,0.053303,0.0420326,0.0377419,0.0310778,0.0238191,0.0489142,0.0205043,0.0374591,0.0421655,0.0382974,0.0320044,0.0387757,0.0303539,0.0316561,0.0163714,0.0534955,0.0164076,0.0129781,0.0438739,0,0.0273907,0.0648557,0.041201,0,0,0.0116203,0,0,0.0168675,0.0561746,0.0403119,0.0267249,0.0209876,0.0381909,0.0386566,0.0403444,0.0513982,0.0335828,0.0556547,0.0389805,0.0445817,0.0671394,0.022625,0.0364646,0.0119089,0.00691786,0.039655,0.068148,0,0,0,0,0,0,0,0,0.0370573,0,0.0470152,0,0,0
186,0.050163,0.0336085,0,0,0,0.0476964,0,0.033347,0,0,0.0213927,0,0,0.0542392,0.0420176,0.0372645,0.0336739,0,0.0495497,0.0205551,0.0368359,0.0405476,0,0.0326027,0.0387517,0.0308335,0.0320172,0.0224663,0.0529752,0.0165851,0.0134685,0.0427316,0,0.023968,0.0631754,0.0405232,0,0,0.0117221,0,0,0.0167852,0.0569098,0.0377647,0.0240958,0.0213776,0.0373142,0.0383159,0.0387097,0.0476822,0.0324118,0.0595504,0.0437553,0.0481417,0.0692958,0.0200544,0.0363525,0.0119459,0.00661413,0.0397805,0.0681783,0,0,0,0,0,0,0,0,0.0375378,0,0.0477638,0.0418656,0,0
187,0.0498124,0.034623,0,0,0,0.052498,0,0.0348493,0,0,0.0230399,0,0,0.0534854,0.0431151,0.0450502,0.0430249,0.0887422,0.0490729,0.0240994,0.0325418,0.0457216,0,0.032086,0.0360617,0.0272142,0.0311014,0.0240955,0.0526858,0.0131167,0.0132486,0.0438644,0,0.0243771,0.0634105,0.0393632,0,0,0.00971975,0,0,0.0185347,0.0593314,0.0380805,0.0218592,0.0229001,0.0339763,0.036664,0.0395199,0.0467886,0.0344675,0.0596248,0.0442966,0.0480694,0.0687628,0.0206112,0.0376421,0.0122613,0.00780099,0.0417173,0.0657002,0,0,0,0,0,0,0,0,0.0333374,0,0.055734,0.0422289,0,0
188,0.0500424,0.0352927,0,0,0,0.0538319,0,0.0346899,0,0,0.0227376,0,0,0.0540206,0.0441074,0.0464842,0.0453149,0.0997943,0.0490072,0.0249525,0.0312607,0.0471985,0,0.0347519,0.0373543,0.0275354,0.0330227,0.0275616,0.0526058,0.0124598,0.0123968,0.0449168,0,0.0250222,0.0633347,0.0386381,0,0,0.0092953,0,0,0.018965,0.0598853,0.0382859,0.020975,0.0227661,0.0327863,0.0365337,0.0390943,0.0466372,0.0346019,0.0597244,0.0443533,0.0479715,0.0687919,0.0212516,0.0374962,0.0119619,0.00838717,0.0425794,0.0651483,0,0,0,0,0,0,0,0,0.0344929,0,0.0576154,0.0420815,0,0
189,0.049957,0.0353563,0,0,0,0.0548903,0,0.035058,0,0,0.0235757,0,0,0.0537591,0.0443739,0.0470861,0.0459721,0.0989585,0.0489473,0.0260776,0.0308037,0.0475441,0,0.0364331,0.0381172,0.0280144,0.0342744,0.0287711,0.0523848,0.0125584,0.0123601,0.0453072,0,0.0246069,0.0631801,0.0386166,0,0,0.00911191,0,0,0.0192544,0.0604729,0.0381108,0.0206625,0.0230471,0.0322602,0.0365959,0.0392431,0.0463343,0.0349551,0.0601688,0.0450139,0.0483186,0.0689468,0.0212997,0.0375507,0.0119409,0.00872322,0.0429674,0.0649558,0,0,0,0,0,0,0,0,0.0355004,0,0.0584028,0.0417029,0,0
190,0.049907,0.0347176,0,0,0,0.0551794,0,0.0349597,0,0,0.0197481,0,0,0.0556237,0.044332,0.046713,0.0458952,0.0975438,0.0492586,0.0203517,0.0309192,0.0469032,0,0.037035,0.0378966,0.0279346,0.0342487,0.0290191,0.0528851,0.0162096,0.0134084,0.0448683,0,0.0245106,0.0635246,0.0386462,0,0,0.0110051,0,0,0.0172032,0.0609998,0.0384322,0.0204463,0.0229409,0.0320055,0.037202,0.0397127,0.0464661,0.0350757,0.0600356,0.0450523,0.0482531,0.0688843,0.0206611,0.0370269,0.0120665,0.00581401,0.0424859,0.0648838,0,0,0,0,0,0,0,0,0.0354139,0,0.0587726,0.0419382,0,0
191,0.0499939,0.0345935,0,0,0,0.0541264,0,0.0345174,0,0,0.0198056,0,0,0.0555332,0.0440749,0.0448626,0.0456378,0.0968532,0.0495914,0.0208215,0.0317161,0.0461514,0,0.0361707,0.0366292,0.0275232,0.0334222,0.0275693,0.0529576,0.0164854,0.0133699,0.0452541,0,0.0243123,0.0640138,0.038369,0,0,0.0110861,0,0,0.0169385,0.0610532,0.0384532,0.02027,0.0227978,0.0318834,0.0370363,0.0395579,0.0465496,0.0350313,0.0601504,0.0451896,0.0482961,0.068825,0.020691,0.0370602,0.0122423,0.0056297,0.0425824,0.0647748,0,0,0,0,0,0,0,0,0.0343913,0,0.0588368,0.0418142,0,0
192,0.049927,0.034265,0,0,0,0.0520279,0,0.0350193,0,0,0.0203361,0,0,0.0551396,0.0433767,0.0426561,0.0452329,0.0965724,0.049771,0.0214743,0.0326798,0.0456351,0,0.0340976,0.0353074,0.0274304,0.0327317,0.0252001,0.0529057,0.0171471,0.0138599,0.0453207,0,0.0237043,0.0641367,0.038375,0,0,0.0113877,0,0,0.0165386,0.0614136,0.0383338,0.0203091,0.0230481,0.0322469,0.0368538,0.0390732,0.0462897,0.0352351,0.0602705,0.0456065,0.0484363,0.0684046,0.0202231,0.0372105,0.0125532,0.00520053,0.0423774,0.06487,0,0,0,0,0,0,0,0,0.03324,0,0.0589299,0.0415755,0,0
193,0.0500864,0.0358862,0,0,0,0.0500939,0,0.0351243,0,0,0.0300335,0,0,0.0503278,0.0433349,0.038876,0.0450976,0.0966987,0.0506702,0.0332714,0.0358851,0.0464959,0,0.0311253,0.033861,0.0269974,0.0317551,0.0239596,0.0531066,0.0101807,0.0107722,0.0508282,0,0.0230393,0.0623817,0.0372713,0,0,0.00788548,0,0,0.0194824,0.059402,0.0375309,0.0213221,0.0233573,0.0323957,0.0351052,0.0381076,0.0469538,0.0348937,0.0620471,0.0463663,0.0490082,0.0681542,0.0254478,0.0386742,0.0139184,0.0105913,0.0440687,0.0644732,0,0,0,0,0,0,0,0,0.0321392,0,0.0571709,0.0397175,0,0
194,0.0503289,0.0355853,0,0,0,0.0474021,0,0.0355333,0,0,0.0276112,0,0,0.05183,0.0426071,0.0368254,0.04506,0.0933144,0.0495286,0.0320883,0.0368991,0.0465928,0,0.0297734,0.0332588,0.0265239,0.0310335,0.0249014,0.0526079,0.0124974,0.0119994,0.0473304,0,0.0227918,0.0635649,0.0371589,0,0,0.0084363,0,0,0.0195711,0.0607851,0.0387965,0.021217,0.0220724,0.0320287,0.0353252,0.0377263,0.0469901,0.034594,0.0603886,0.045319,0.0481036,0.0674293,0.0218968,0.0382156,0.0136891,0.00990404,0.0437219,0.0649811,0,0,0,0,0,0,0,0,0.0316504,0,0.0577288,0.0411211,0,0
195,0.0505031,0.0346197,0,0,0,0.0407075,0,0.0345153,0,0,0.0200207,0,0,0.0556858,0.0408587,0.0307552,0.0369977,0,0.0488218,0.0226735,0.0390922,0.0419923,0,0.031196,0.0388103,0.0295844,0.0316589,0.0274672,0.0526573,0.0179494,0.014268,0.0466684,0,0.0217538,0.0631029,0.038371,0,0,0.0112556,0,0,0.0173157,0.0592051,0.0387369,0.0225905,0.0203869,0.0343604,0.0372355,0.0362663,0.0477822,0.0327008,0.060428,0.0452356,0.0479921,0.0675364,0.0206196,0.036462,0.0130447,0.00607829,0.0418969,0.0672688,0,0,0,0,0,0,0,0,0.0367639,0,0.0499657,0.0406578,0,0
196,0.0508052,0.0354864,0,0,0,0.0374666,0,0.0357498,0,0,0.023925,0,0,0.0538427,0.040011,0.0289891,0.0344243,0,0.0481737,0.0292184,0.0404113,0.0408645,0.0390501,0.0316584,0.0403008,0.0291561,0.0302128,0.0272726,0.0521436,0.0137595,0.0137568,0.0462641,0,0.0215147,0.06227,0.0383459,0,0,0.00962463,0,0,0.0191007,0.0589704,0.0386184,0.0230112,0.0190737,0.0347842,0.0369339,0.0360081,0.0484346,0.0318893,0.0602282,0.044919,0.0476675,0.0676203,0.0192758,0.0367984,0.0126415,0.0088209,0.0425131,0.0680074,0,0,0,0,0,0,0,0,0.0377734,0,0.0474118,0.040549,0,0
197,0.0504245,0.0346136,0,0,0,0.0357967,0,0.0361726,0,0,0.0211283,0,0,0.0546893,0.0388019,0.0286872,0.0340725,0,0.048324,0.0235042,0.0403351,0.0404343,0.0372249,0.0314378,0.0398397,0.0269437,0.0276228,0.0284148,0.0531162,0.0187176,0.0144378,0.0502169,0,0.0244584,0.0611009,0.0390808,0,0,0.0111286,0,0,0.0170706,0.0589147,0.0388137,0.0235062,0.0168713,0.0355234,0.0366948,0.0363647,0.0507907,0.0312195,0.0590787,0.0421983,0.0459151,0.0671932,0.0251152,0.0370721,0.0131851,0.00555386,0.0414298,0.0683198,0,0,0,0,0,0,0,0,0.0371624,0,0.0472464,0.0411828,0,0
198,0.0506551,0.0348221,0,0,0,0.0334172,0,0.0381962,0,0,0.0212352,0,0,0.0545071,0.0385713,0.028547,0.0344783,0,0.0479982,0.0244053,0.0387851,0.0398665,0.0373478,0.0321651,0.0396253,0.026846,0.0286301,0.0255945,0.0530335,0.017555,0.0148288,0.0496044,0,0.0240316,0.0601868,0.0389379,0,0,0.0105614,0,0,0.0175068,0.0592775,0.0390271,0.0232425,0.0165965,0.0352274,0.036104,0.0361122,0.0512523,0.0305103,0.0589935,0.0421093,0.0456544,0.067186,0.0237983,0.0374782,0.0134608,0.00605831,0.0415872,0.0685649,0,0,0,0,0,0,0,0,0.0368918,0,0.0474684,0.0412249,0,0
199,0.0508718,0.0349883,0,0,0,0.0346375,0,0.0372854,0,0,0.021168,0,0,0.0546097,0.0389193,0.0270356,0.0351308,0.0157477,0.0477673,0.0242814,0.036312,0.0403315,0.038101,0.0328222,0.0405569,0.0262306,0.0297839,0.0248708,0.0530684,0.0180998,0.0148046,0.0484478,0,0.0235323,0.0596003,0.0388371,0,0,0.0107131,0,0,0.0173835,0.0594648,0.0393646,0.0229056,0.016345,0.0347314,0.0356313,0.035707,0.0518572,0.0295244,0.0587832,0.042023,0.0453054,0.0670919,0.0215382,0.0378801,0.0138255,0.00561632,0.0417868,0.0687049,0,0,0,0,0,0,0,0,0.0361168,0,0.0478799,0.041605,0,0
200,0.0511191,0.0351396,0,0,0,0.0343072,0,0.036312,0,0,0.0210084,0,0,0.0547379,0.0385773,0.0276463,0.0361618,0.00896097,0.0479822,0.0243096,0.0343605,0.040919,0,0.0324706,0.0401245,0.0250724,0.0306212,0.0270057,0.0531448,0.0185477,0.014891,0.0471614,0,0.0231375,0.059672,0.0387673,0,0,0.0108517,0,0,0.0172707,0.0593552,0.0400885,0.0224433,0.0162262,0.0341912,0.0349171,0.035028,0.0526381,0.0281512,0.0583974,0.041871,0.0447672,0.0665715,0.018653,0.0384872,0.0142999,0.00524333,0.0420321,0.0687478,0,0,0,0,0,0,0,0,0.0348283,0,0.0487494,0.0422383,0,0
201,0.0512308,0.0351112,0,0,0,0.0324365,0,0.0364008,0,0,0.0209329,0,0,0.0548315,0.0375082,0.026524,0.0340927,0.0115352,0.0476154,0.0242298,0.0354891,0.0409141,0.0347843,0.0314501,0.0413271,0.0252732,0.0306745,0.0278015,0.0531106,0.0188692,0.0148743,0.0461209,0,0.0229724,0.0583766,0.0393991,0,0,0.0109937,0,0,0.0172637,0.0592822,0.0403232,0.0224031,0.0163455,0.0350051,0.0355846,0.0343941,0.0531542,0.0266539,0.0585322,0.0421461,0.0444206,0.0665767,0.0159792,0.0383091,0.0139754,0.00527599,0.0419614,0.0696648,0,0,0,0,0,0,0,0,0.0353989,0,0.0468959,0.0423967,0,0
202,0.0512859,0.0350209,0,0,0,0.0311214,0,0.03602,0,0,0.0208986,0,0,0.0547842,0.0366642,0.0264035,0.0338359,0.0116996,0.0477441,0.0244482,0.0351061,0.0414808,0.033962,0.0306008,0.0410076,0.0243646,0.0299518,0.0299843,0.0530783,0.0187343,0.0148438,0.0453363,0,0.0232802,0.0570222,0.0395364,0,0,0.0107915,0,0,0.0174372,0.0592106,0.0407455,0.0221306,0.0169459,0.035405,0.0357171,0.0337277,0.0536538,0.0252696,0.0583909,0.042528,0.0439068,0.0666882,0.0134268,0.0383256,0.0140944,0.00553396,0.0419497,0.0699832,0,0,0,0,0,0,0,0,0.0342412,0,0.0461919,0.0428216,0,0
203,0.0512808,0.0348701,0,0,0,0.0292452,0,0.0360826,0,0,0.0209403,0,0,0.0548018,0.0360504,0.0259003,0.0333469,0,0.0477346,0.0243334,0.0353598,0.0416212,0.0331448,0.0300061,0.0408653,0.0238211,0.028568,0.0312444,0.0530566,0.0189717,0.0150323,0.0449895,0,0.0235714,0.0556014,0.0398985,0,0,0.0110652,0,0,0.0173811,0.059306,0.0409584,0.0219917,0.0175927,0.0361459,0.0363655,0.0331054,0.0539293,0.0243436,0.0582347,0.0429653,0.0434161,0.0670812,0.0106631,0.0380063,0.0139242,0.00558406,0.0417673,0.0703837,0,0,0,0,0,0,0,0,0.0338704,0,0.045301,0.0434583,0,0
204,0.0512083,0.0348276,0,0,0,0.0291195,0,0.0349948,0,0,0.0209036,0,0,0.0546339,0.0361289,0.0265333,0.0352489,0,0.0483866,0.0245117,0.0333133,0.0424452,0,0.0291551,0.0390787,0.0219125,0.0274234,0.032559,0.0530086,0.018768,0.0153434,0.0450213,0,0.0239682,0.0543715,0.0397662,0,0,0.0116719,0,0,0.0168359,0.0591238,0.0410488,0.0216605,0.018996,0.0363097,0.0363924,0.0324824,0.0541101,0.0237235,0.0580578,0.0433527,0.0427659,0.0672932,0.00825704,0.0380103,0.0139903,0.00478703,0.0417861,0.0699638,0,0,0,0,0,0,0,0,0.0318541,0,0.0457913,0.0441369,0,0
205,0.051201,0.0346911,0,0,0,0.0284008,0,0.0337793,0,0,0.020963,0,0,0.0548756,0.0366563,0.0235507,0.0335191,0,0.048524,0.0246566,0.0339804,0.0424327,0.0340302,0.0290059,0.0403734,0.0225503,0.0268715,0.030659,0.0524922,0.0187215,0.015786,0.0454766,0,0.0237992,0.0521742,0.0405112,0,0,0.0119236,0,0,0.0168801,0.0583184,0.0403828,0.0220244,0.021115,0.037925,0.0375849,0.031772,0.0540179,0.0229213,0.0582114,0.0438457,0.0424342,0.0676866,0.00692549,0.0371877,0.0131872,0.00518556,0.041399,0.0704173,0,0,0,0,0,0,0,0,0.0328189,0,0.0430888,0.0443034,0,0
206,0.0511919,0.0346342,0,0,0,0.0281659,0,0.0329872,0,0,0.0208598,0,0,0.055191,0.0369165,0.0224223,0.0336925,0,0.0491647,0.0249238,0.0331137,0.0424262,0.0355599,0.0285784,0.0403209,0.0223289,0.0263274,0.0306618,0.0520997,0.0188759,0.0162911,0.0465972,0,0.0230965,0.050502,0.0408511,0,0,0.012214,0,0,0.0169161,0.0577306,0.0392984,0.0222243,0.0234665,0.039192,0.0383065,0.0312457,0.0539495,0.0226349,0.0580436,0.0439151,0.0422241,0.0680634,0.00767317,0.0367125,0.0125442,0.00560466,0.0411073,0.0704133,0,0,0,0,0,0,0,0,0.0325893,0,0.0421236,0.0447697,0,0
207,0.0511354,0.0346791,0,0,0,0.0283114,0,0.032805,0,0,0.0207117,0,0,0.0556123,0.0367322,0.0237473,0.0366233,0,0.0503776,0.0252264,0.031513,0.0435977,0,0.0272643,0.0385,0.0208442,0.0254106,0.0315666,0.0518487,0.0191294,0.016823,0.0475829,0,0.0219957,0.0490546,0.040606,0,0,0.0123859,0,0,0.0168298,0.0579506,0.0375944,0.0221156,0.0257462,0.0398509,0.0382452,0.0310324,0.0539709,0.0229148,0.0576497,0.043532,0.0421301,0.0684927,0.0104324,0.0366895,0.012403,0.00580447,0.0411273,0.0697086,0,0,0,0,0,0,0,0,0.0306963,0,0.0436051,0.0458116,0,0
208,0.0512287,0.0347101,0,0,0,0.0278889,0,0.032672,0,0,0.0206903,0,0,0.0560939,0.0362801,0.0233868,0.0372982,0,0.0515245,0.0255781,0.0314309,0.0437033,0,0.0269874,0.0381685,0.0209027,0.0252361,0.0320036,0.051335,0.0192441,0.0177846,0.04762,0,0.0206022,0.0475879,0.0405958,0,0,0.0126859,0,0,0.0168569,0.0579422,0.0354428,0.0225231,0.0281353,0.0411428,0.0385548,0.0311066,0.0537976,0.0230758,0.0574563,0.0432084,0.0420492,0.0692639,0.0146439,0.0363455,0.0121041,0.00622382,0.0411827,0.0695922,0,0,0,0,0,0,0,0,0.0305623,0,0.0434388,0.0467687,0,0
209,0.05138,0.0346929,0,0,0,0.0277642,0,0.0327125,0,0,0.0205377,0,0,0.0565977,0.0353107,0.0235398,0.0376252,0,0.0525352,0.0260796,0.0314473,0.0435871,0,0.0269912,0.0380421,0.0209461,0.0253451,0.0320408,0.0506912,0.0192608,0.0186809,0.0467453,0,0.0192259,0.0461663,0.0404858,0,0,0.0129586,0,0,0.0169779,0.0581508,0.0334124,0.0229455,0.0309387,0.0425128,0.038761,0.0313656,0.0536144,0.0237721,0.0570236,0.0427987,0.0414997,0.069613,0.0197222,0.0360725,0.0116883,0.00655785,0.0413662,0.0697109,0,0,0,0,0,0,0,0,0.030527,0,0.0434805,0.0473057,0,0
210,0.051586,0.0346938,0,0,0,0.0278357,0,0.0330327,0,0,0.0204795,0,0,0.0569414,0.0340594,0.0240225,0.0376963,0,0.0526304,0.0265895,0.0315114,0.0434098,0,0.0271566,0.0379847,0.0208349,0.0256081,0.0317809,0.0500853,0.0191592,0.0195942,0.0453942,0,0.0175916,0.0447899,0.0402891,0,0,0.013145,0,0,0.0171145,0.0584744,0.0309992,0.0234162,0.0336607,0.0439852,0.0388065,0.0316438,0.0536895,0.0242899,0.0563167,0.0421687,0.0405215,0.0694239,0.0246992,0.0358484,0.0114079,0.00684018,0.0414734,0.0699276,0,0,0,0,0,0,0,0,0.0303824,0,0.0436394,0.04743,0,0
211,0.0517852,0.034749,0,0,0,0.0277802,0,0.0334544,0,0,0.0205378,0,0,0.0570036,0.0333221,0.0247056,0.0376587,0,0.0523763,0.0270058,0.0315522,0.0432331,0,0.0273731,0.03796,0.0205802,0.0260553,0.0317032,0.0495378,0.0189713,0.0203331,0.045103,0,0.0157008,0.0434318,0.0401583,0,0,0.0132456,0,0,0.0172131,0.0588755,0.0288068,0.0237966,0.0358099,0.0454749,0.0388023,0.0319276,0.053923,0.0245999,0.0556141,0.0415344,0.0397835,0.0691552,0.0295328,0.0356032,0.0110947,0.00713145,0.0412519,0.0701996,0,0,0,0,0,0,0,0,0.0301682,0,0.0437725,0.0482611,0,0
212,0.0519621,0.0349095,0,0,0,0.0270331,0,0.0339764,0,0,0.0204438,0,0,0.0569627,0.0329689,0.0259207,0.0386214,0.0124584,0.0522861,0.0271181,0.0314321,0.0428911,0,0.0271635,0.0372018,0.0199641,0.02641,0.0328269,0.0491875,0.0192657,0.0208425,0.0458194,0,0.0139382,0.0422475,0.0398277,0,0,0.0137571,0,0,0.0167177,0.0593166,0.028898,0.0238428,0.0370361,0.0467944,0.0387103,0.0322773,0.0541763,0.0248981,0.0553664,0.0411629,0.0397328,0.069359,0.0361127,0.0354664,0.0110129,0.00649069,0.0409073,0.0702394,0,0,0,0,0,0,0,0,0.0296546,0,0.0447261,0.0495636,0,0
213,0.052167,0.0350807,0,0,0,0.027018,0,0.0343626,0,0,0.0205346,0,0,0.0569649,0.0326724,0.0264578,0.0386243,0.012499,0.0521058,0.0272979,0.0312036,0.042548,0,0.027311,0.037182,0.0197477,0.026778,0.0329158,0.0487613,0.0192028,0.0212872,0.0460319,0,0.0128323,0.0410339,0.0397529,0,0,0.0138368,0,0,0.0167246,0.0592135,0.0307807,0.024002,0.0377938,0.0481363,0.0387483,0.0325081,0.0541754,0.0250237,0.0557291,0.0413077,0.0403189,0.0701502,0.0435924,0.0351623,0.0108952,0.00666243,0.0403778,0.0705678,0,0,0,0,0,0,0,0,0.0295616,0,0.0449146,0.0502949,0,0
214,0.0523052,0.0352636,0,0,0,0.0272099,0,0.0346461,0,0,0.0205974,0,0,0.0569378,0.0323816,0.0267318,0.0387034,0.0124379,0.0518951,0.0273472,0.0310434,0.0423691,0,0.0273395,0.0371383,0.0196997,0.0269225,0.0329952,0.0486806,0.0191637,0.0214869,0.0456935,0,0.0127277,0.0398474,0.0396437,0,0,0.0138398,0,0,0.0168112,0.0590564,0.0330343,0.0241375,0.038932,0.0486994,0.0387724,0.032012,0.0540253,0.0252804,0.0560973,0.0416129,0.0409186,0.0709928,0.0475186,0.035078,0.0109751,0.00679778,0.0399337,0.0709188,0,0,0,0,0,0,0,0,0.0295178,0,0.0452215,0.0506899,0,0
215,0.0524225,0.0354236,0,0,0,0.0270295,0,0.034757,0,0,0.0207549,0,0,0.0568543,0.0322987,0.024828,0.0372233,0.0136763,0.0512427,0.0273632,0.0328532,0.041979,0.0341983,0.0274353,0.038335,0.0209135,0.0268431,0.0320762,0.0486892,0.0189268,0.0214182,0.0456636,0,0.0131413,0.0381119,0.0399055,0,0,0.0139681,0,0,0.0168974,0.0585687,0.0362236,0.0245723,0.0404063,0.0486081,0.0391952,0.0315086,0.0538338,0.0250662,0.0566595,0.0421242,0.0415375,0.0719771,0.0507538,0.0349652,0.0108287,0.00688915,0.0397278,0.0716075,0,0,0,0,0,0,0,0,0.0309969,0,0.0440041,0.0508578,0,0
216,0.0524924,0.035544,0,0,0,0.0271631,0,0.0347494,0,0,0.0208188,0,0,0.0567415,0.0320282,0.0246032,0.0374144,0.0136416,0.050682,0.0271979,0.0329258,0.0418725,0.0336463,0.0271988,0.0376837,0.0210938,0.0266846,0.0321871,0.0490274,0.0188992,0.0209347,0.0459884,0,0.0136171,0.0372352,0.0399382,0,0,0.0138022,0,0,0.0168122,0.0582668,0.0394882,0.0245635,0.0415418,0.0475943,0.0390262,0.0312892,0.0538842,0.0248897,0.0573858,0.042613,0.0423255,0.0732499,0.0541171,0.0352488,0.0111282,0.00657261,0.0400352,0.0718693,0,0,0,0,0,0,0,0,0.0310326,0,0.044586,0.0509961,0,0
217,0.0525099,0.0356341,0,0,0,0.0274454,0,0.0347085,0,0,0.0208358,0,0,0.0566066,0.0317183,0.0242651,0.0374678,0.0136761,0.0499886,0.0269114,0.032525,0.0416178,0.0338387,0.0269434,0.0373228,0.0214126,0.0265112,0.0318557,0.0494565,0.0189157,0.0203223,0.046384,0,0.0141248,0.0365866,0.0400752,0,0,0.0135602,0,0,0.0167654,0.0575701,0.0423735,0.0245204,0.0422576,0.0467929,0.0387992,0.0309848,0.0539086,0.0246384,0.058181,0.0431993,0.0434537,0.074499,0.0578144,0.035492,0.0114849,0.00631908,0.0403744,0.072162,0,0,0,0,0,0,0,0,0.0312175,0,0.0451279,0.051075,0,0
218,0.0524637,0.0356626,0,0,0,0.0276495,0,0.0345892,0,0,0.0208933,0,0,0.0564003,0.0313215,0.0239888,0.0374891,0.0136845,0.0492606,0.0265794,0.0320554,0.041253,0.0343874,0.02673,0.0372476,0.0216703,0.026418,0.031191,0.0498196,0.0188716,0.0197151,0.0467466,0,0.0144591,0.0360151,0.0402712,0,0,0.0133217,0,0,0.0167595,0.0565563,0.0449559,0.0245848,0.0425407,0.0463044,0.038578,0.0305547,0.0538456,0.0242612,0.0588315,0.0435727,0.0443656,0.0753515,0.06158,0.0356788,0.0118265,0.0061113,0.0406016,0.0723819,0,0,0,0,0,0,0,0,0.03138,0,0.0454933,0.0509396,0,0
219,0.0524438,0.0355892,0,0,0,0.0278097,0,0.0345542,0,0,0.021049,0,0,0.0561479,0.0309619,0.0239489,0.0375572,0.0137822,0.0486108,0.0262363,0.0317424,0.0407989,0.034585,0.0266841,0.0371457,0.0217985,0.0264343,0.0306005,0.0501082,0.0188158,0.0190449,0.0467466,0,0.0147791,0.0355232,0.040417,0,0,0.013105,0,0,0.0167299,0.0557814,0.0470345,0.0247363,0.0426571,0.0460038,0.038324,0.0302382,0.0538564,0.0238319,0.059088,0.0434646,0.0446991,0.0756607,0.0643194,0.035944,0.0121407,0.00591813,0.0407208,0.0724419,0,0,0,0,0,0,0,0,0.0314712,0,0.0457684,0.0506967,0,0
220,0.0525367,0.0353545,0,0,0,0.0280089,0,0.034651,0,0,0.0213497,0,0,0.0560389,0.0306745,0.0240679,0.0377013,0.0141492,0.0480884,0.0261493,0.0315118,0.0401961,0.0345974,0.0264346,0.0370007,0.0218554,0.0264776,0.0299878,0.0502702,0.0182691,0.0187053,0.0464755,0,0.0151559,0.0351624,0.0404301,0,0,0.0121494,0,0,0.0173936,0.0552419,0.0488051,0.0248342,0.0426859,0.0460468,0.037883,0.0303748,0.0538738,0.0240473,0.059075,0.0431112,0.0445737,0.0755363,0.066089,0.0362769,0.0123975,0.00680538,0.040773,0.0724971,0,0,0,0,0,0,0,0,0.0314276,0,0.0458733,0.0502829,0,0
221,0.0525298,0.0351302,0,0,0,0.0284129,0,0.0347093,0,0,0.0214304,0,0,0.0559733,0.0304622,0.0242342,0.0376764,0.0140595,0.0475421,0.0257389,0.0312385,0.0396642,0.0345884,0.0260945,0.037033,0.0219119,0.0265965,0.0290632,0.050495,0.018484,0.0182446,0.0462124,0,0.0154264,0.0350101,0.0404102,0,0,0.0120919,0,0,0.0172486,0.0547578,0.0501348,0.0250698,0.042469,0.0464253,0.0377485,0.0306641,0.0539319,0.0243413,0.0588932,0.0427674,0.0443535,0.0753758,0.066954,0.0364213,0.0126539,0.00659345,0.0408731,0.0724818,0,0,0,0,0,0,0,0,0.0313712,0,0.0456988,0.0497055,0,0
