Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,IMUR_M,
86,0.0387616,0.0439901,0,0,0,0,0.0360652,0,0.0264871,0.0449594,0,0,0.0328882,0,0,0.0583838,0.032357,0.0378921,0.0158489,0.0646686,0.0237263,0.0252062,0.021812,0.112931,0.0388499,0.039708,0.0435127,0.0279502,0.0238675,0.0778573,0.0384458,0.0171319,0.0243513,0.0457836,0,0.0198246,0.0388248,0.0610436,0,0,0.00815799,0,0,0.0209202,0.0463624,0.0317543,0.053238,0.0230852,0.0797558,0.0507962,0.0448646,0.0629641,0.0408595,0.037537,0.0639905,0.0431569,0.0467597,0.0694815,0.0268365,0.0430198,0.0119313,0.0102039,0.0463481,0.0795875,0,0,0,0,0,0,0,0,0,0,0
87,0.0383563,0.0442189,0,0,0,0,0.0339704,0,0.0283964,0.0447223,0,0,0.032651,0,0,0.0578602,0.0330364,0.040018,0.0161083,0.065007,0.0229946,0.026058,0.021947,0.112762,0.0392478,0.0391569,0.0430595,0.0279626,0.0239709,0.0808986,0.0391495,0.0165312,0.0236935,0.0464492,0,0.0208313,0.0410217,0.0612701,0,0,0.00821226,0,0,0.0209209,0.0459411,0.0333432,0.0556062,0.0205618,0.079947,0.0511683,0.0464907,0.065898,0,0.0390169,0.061371,0.0404875,0.0448585,0.0675878,0.0263551,0.0432154,0.0120595,0.00995767,0.0467834,0.0791596,0,0,0,0,0,0,0,0,0,0,0
88,0.0384718,0.0442143,0,0,0,0,0.0332936,0,0.0288231,0.0450072,0,0,0.032514,0,0,0.0578795,0.032806,0.0395578,0.0162219,0.065061,0.0228627,0.0264913,0.0220237,0.112212,0.0398516,0.0378918,0.0423847,0.0279493,0.0242778,0.0793742,0.0391798,0.0164769,0.0238852,0.0469409,0,0.0211785,0.0410695,0.0613426,0,0,0.00828198,0,0,0.0209033,0.0462166,0.0338591,0.0554188,0.0206732,0.0795444,0.0512792,0.0465924,0.0658733,0,0.0393543,0.0611334,0.040374,0.0447777,0.0673913,0.0262846,0.0433288,0.0121792,0.0098051,0.0466931,0.0792998,0,0,0,0,0,0,0,0,0,0,0
89,0.0392214,0.0439059,0,0,0,0,0.0340237,0,0.0284511,0.0456883,0,0,0.0325237,0,0,0.0585179,0.0318392,0.0380995,0.016216,0.0648529,0.0233281,0.0264534,0.0216573,0.111483,0.0407775,0.0373552,0.0419164,0.0280882,0.0246713,0.075222,0.0384366,0.0170633,0.024765,0.04705,0,0.0208062,0.0389126,0.0613166,0,0,0.00843588,0,0,0.0209027,0.0470424,0.0332541,0.0524216,0.0234645,0.0784724,0.0510148,0.0449661,0.0627483,0.0428739,0.0384526,0.0635886,0.0429161,0.0467667,0.0690676,0.0265042,0.043326,0.0123169,0.00966325,0.0461728,0.0801263,0,0,0,0,0,0,0,0,0,0,0
90,0.0393473,0.0438485,0,0,0,0,0.034382,0,0.027924,0.0462287,0,0,0.0322582,0,0,0.0583551,0.0317655,0.0365478,0.0161542,0.0641957,0.0231071,0.0265451,0.0213055,0.111086,0.0414033,0.0371395,0.0414903,0.0281432,0.0249636,0.0703872,0.0387475,0.0167987,0.0243874,0.0477999,0,0.0210364,0.0387079,0.0613545,0,0,0.00814525,0,0,0.0207741,0.0474414,0.0334167,0.0520311,0.0234183,0.0779028,0.0505467,0.0450459,0.0625358,0.0422663,0.0387497,0.0637214,0.0430708,0.0469892,0.0690491,0.0264843,0.0437601,0.012643,0.00918497,0.0463446,0.0803741,0,0,0,0,0,0,0,0,0,0,0
91,0.0394435,0.0438012,0,0,0,0,0.0345553,0,0.0277992,0.0468239,0,0,0.0319625,0,0,0.0579671,0.0319487,0.0358456,0.016276,0.0635004,0.0228711,0.0266704,0.0209331,0.110707,0.0419933,0.0368263,0.0410264,0.0283344,0.0254282,0.0666579,0.0392385,0.0164965,0.023818,0.048455,0,0.0212938,0.0392778,0.0613732,0,0,0.00778282,0,0,0.0207124,0.0477656,0.0334136,0.0516952,0.0231979,0.0770315,0.0500115,0.0450124,0.0621457,0.0418885,0.0392554,0.06385,0.0434175,0.0471614,0.0692997,0.0264174,0.044239,0.0129293,0.00875056,0.0465088,0.0805331,0,0,0,0,0,0,0,0,0,0,0
92,0.039519,0.0437452,0,0,0,0,0.0348405,0,0.0279377,0.0474088,0,0,0.0317506,0,0,0.0574402,0.032053,0.0354585,0.0164912,0.062877,0.0225838,0.0267949,0.0210225,0.110434,0.0421215,0.0367112,0.0407304,0.0287194,0.0259237,0.0642083,0.0397885,0.0160898,0.0232441,0.0491746,0,0.0214499,0.0401013,0.0613643,0,0,0.00739244,0,0,0.0206165,0.0481965,0.0334255,0.0513487,0.0230036,0.0761155,0.0494893,0.0450024,0.06167,0.0418352,0.039524,0.0641322,0.0436866,0.0474017,0.0697936,0.0264306,0.0447452,0.0132303,0.00851038,0.0465333,0.0806254,0,0,0,0,0,0,0,0,0,0,0
93,0.0395728,0.0436518,0,0,0,0,0.0352857,0,0.0281257,0.0478192,0,0,0.0316496,0,0,0.0569654,0.0319392,0.0353596,0.0166953,0.0622452,0.0222596,0.0269548,0.0208742,0.109991,0.0424532,0.0367428,0.0405027,0.0289784,0.0262443,0.0626186,0.0403951,0.0157551,0.0226639,0.0499389,0,0.0214726,0.0407927,0.061326,0,0,0.00710307,0,0,0.0205235,0.048702,0.0336659,0.0509348,0.0227614,0.0754405,0.0489334,0.0450375,0.0612081,0.0418468,0.0395405,0.0645833,0.0438219,0.0477013,0.0700289,0.0264263,0.0452296,0.0135595,0.00833052,0.0464439,0.0806507,0,0,0,0,0,0,0,0,0,0,0
94,0.0396253,0.0435676,0,0,0,0,0.0356528,0,0.0282116,0.0481288,0,0,0.0316572,0,0,0.0566415,0.0317099,0.0352536,0.0167304,0.061818,0.0218314,0.0273295,0.0207586,0.109544,0.0428298,0.0366896,0.040327,0.0291033,0.0265514,0.0613759,0.0409543,0.015459,0.0222345,0.0506467,0,0.0214154,0.0414139,0.061301,0,0,0.00702501,0,0,0.0205939,0.048928,0.0339119,0.0504929,0.022571,0.0747975,0.048379,0.0448876,0.0607683,0.0418153,0.0393785,0.0647844,0.0439331,0.047988,0.0700162,0.0264199,0.0456185,0.0137957,0.00822763,0.0462402,0.0806836,0,0,0,0,0,0,0,0,0,0,0
95,0.0395763,0.0435146,0,0,0,0,0.0359355,0,0.0282372,0.0484463,0,0,0.0316313,0,0,0.0564299,0.0314224,0.0351303,0.0168094,0.0616932,0.0213411,0.0278476,0.0206272,0.109121,0.0431776,0.0365923,0.04025,0.0290785,0.0269588,0.0600906,0.0413599,0.0152299,0.0219219,0.0514156,0,0.0215453,0.0419122,0.0612936,0,0,0.00711967,0,0,0.020757,0.0490036,0.0340656,0.0499457,0.0225116,0.0741605,0.0478578,0.044658,0.0601597,0.0416895,0.0391806,0.0648032,0.0440441,0.0481702,0.0701043,0.026586,0.0458648,0.0139077,0.008188,0.046027,0.0806296,0,0,0,0,0,0,0,0,0,0,0
96,0.0394331,0.0435142,0,0,0,0,0.0362175,0,0.0282624,0.0487283,0,0,0.0315982,0,0,0.0562484,0.0311787,0.0350334,0.0169226,0.0618236,0.0209451,0.0285823,0.0204988,0.108673,0.0433692,0.0366496,0.0401318,0.0292232,0.0272579,0.0584781,0.0416609,0.0150706,0.0216364,0.0521758,0,0.0218348,0.0422747,0.0612907,0,0,0.00717968,0,0,0.0207045,0.0491457,0.0341732,0.0492681,0.0225967,0.0734885,0.0474813,0.0443215,0.0593828,0.0414548,0.0391905,0.0648221,0.0441405,0.0482645,0.0701169,0.0269713,0.0459248,0.0140113,0.00813241,0.0459062,0.0805791,0,0,0,0,0,0,0,0,0,0,0
97,0.0392108,0.0436095,0,0,0,0,0.0366011,0,0.0282148,0.0490069,0,0,0.031622,0,0,0.0560943,0.0309397,0.0346712,0.017005,0.0620541,0.020578,0.0292362,0.0203302,0.108436,0.0434733,0.0368623,0.0399244,0.0297288,0.0276514,0.0567092,0.0419326,0.0149269,0.0214787,0.0529095,0,0.0220136,0.042781,0.0612641,0,0,0.00724342,0,0,0.0205472,0.0493255,0.0342914,0.0485641,0.0226502,0.0729182,0.0471946,0.0441065,0.0586403,0.0412332,0.0391004,0.0648985,0.0441753,0.0483589,0.069976,0.0275581,0.0459181,0.014024,0.00814867,0.0459904,0.0804479,0,0,0,0,0,0,0,0,0,0,0
98,0.0390212,0.0437118,0,0,0,0,0.0371727,0,0.0279059,0.0491483,0,0,0.0315957,0,0,0.0559958,0.0307821,0.0340406,0.0171014,0.062339,0.0202777,0.0297845,0.0200548,0.108685,0.0436605,0.0371702,0.0399255,0.0302413,0.0282855,0.0551168,0.0421301,0.0148135,0.0213333,0.053601,0,0.0220907,0.0432056,0.0612347,0,0,0.00725998,0,0,0.0204699,0.0494485,0.0347089,0.0478812,0.0226463,0.0724403,0.0470477,0.0440743,0.0579339,0.0411562,0.039015,0.0648123,0.0442651,0.0485524,0.0700119,0.0283049,0.045902,0.0141197,0.00825519,0.0462098,0.0801848,0,0,0,0,0,0,0,0,0,0,0
99,0.0388322,0.0437851,0,0,0,0,0.0382578,0,0.0275538,0.0492335,0,0,0.0315171,0,0,0.055884,0.030693,0.0333738,0.01707,0.0626016,0.0200496,0.0299392,0.0198766,0.109247,0.0439447,0.037473,0.0402486,0.030921,0.0292343,0.0535093,0.0423289,0.0147952,0.0211688,0.0544332,0,0.0221352,0.043581,0.0611858,0,0,0.0073272,0,0,0.0205374,0.0495224,0.0350572,0.0472182,0.0226646,0.071946,0.046952,0.0440386,0.0574553,0.04126,0.0390395,0.0648324,0.0444976,0.0488849,0.0699226,0.0289039,0.0458912,0.0143145,0.00835621,0.04641,0.0799247,0,0,0,0,0,0,0,0,0,0,0
100,0.0386483,0.0438543,0,0,0,0,0.039392,0,0.027133,0.0492951,0,0,0.0314945,0,0,0.0557315,0.0306047,0.0326162,0.0169319,0.0628324,0.0197865,0.0295376,0.0199331,0.108698,0.0440726,0.0377533,0.0407269,0.0315311,0.0300755,0.0516544,0.0425745,0.0145997,0.0210084,0.0552768,0,0.0222587,0.0440213,0.0610721,0,0,0.00737121,0,0,0.0205782,0.0496213,0.0352327,0.0465725,0.0226698,0.0714349,0.0468753,0.0437196,0.0570096,0.0413897,0.0391202,0.0648921,0.0448392,0.0492921,0.0699705,0.0295037,0.0460026,0.0145802,0.00842148,0.0465571,0.0796647,0,0,0,0,0,0,0,0,0,0,0
101,0.0384147,0.0438711,0,0,0,0,0.0406701,0,0.0267741,0.0493855,0,0,0.0314428,0,0,0.0555848,0.0304581,0.0319546,0.0168435,0.0630781,0.0194813,0.0294595,0.0201353,0.10715,0.0439825,0.0378766,0.0414021,0.0319853,0.0306849,0.0499485,0.0427973,0.0143832,0.020864,0.0560086,0,0.0224787,0.0445073,0.0609342,0,0,0.00731859,0,0,0.0204474,0.0497492,0.0355423,0.0458346,0.0226634,0.0709404,0.0468216,0.0435277,0.0564451,0.0415123,0.0392222,0.0649927,0.0451744,0.0496396,0.0701208,0.0300732,0.0462084,0.0147067,0.00838556,0.046663,0.0793276,0,0,0,0,0,0,0,0,0,0,0
102,0.0382229,0.0438361,0,0,0,0,0.0415406,0,0.026417,0.0494064,0,0,0.0313765,0,0,0.0554036,0.0303886,0.0314281,0.0168765,0.0633315,0.0192375,0.0297253,0.0202691,0.10618,0.0439302,0.0380908,0.0417951,0.0324245,0.0312139,0.0485533,0.0429649,0.0142055,0.0208286,0.056721,0,0.0226556,0.0449373,0.0607902,0,0,0.00722614,0,0,0.0204433,0.0499519,0.0362307,0.0450566,0.0225254,0.0704981,0.0468148,0.0438977,0.0558322,0.0412627,0.0392633,0.0649594,0.0453568,0.0498533,0.0701756,0.0306003,0.0463739,0.0147832,0.00840109,0.046742,0.079042,0,0,0,0,0,0,0,0,0,0,0
103,0.0380723,0.0437344,0,0,0,0,0.0420746,0,0.0260851,0.049304,0,0,0.0313551,0,0,0.0552237,0.0304243,0.0310161,0.0168669,0.0634533,0.0189914,0.0300617,0.0205556,0.106009,0.0439353,0.0385139,0.0420553,0.0329444,0.0318245,0.0477492,0.0430648,0.0140743,0.0207778,0.057465,0,0.0228027,0.045294,0.0606769,0,0,0.00717817,0,0,0.0204225,0.0503083,0.0365898,0.0445632,0.0224439,0.070048,0.0467783,0.0440128,0.0551889,0.041129,0.0393115,0.0649665,0.0455069,0.0499743,0.0697663,0.0310063,0.0465091,0.0148277,0.00841374,0.0466608,0.0788467,0,0,0,0,0,0,0,0,0,0,0
104,0.0378998,0.0436798,0,0,0,0,0.0429486,0,0.0258386,0.0491821,0,0,0.0313745,0,0,0.0551225,0.0304856,0.0308584,0.0168181,0.0634636,0.0187508,0.03044,0.0207194,0.105842,0.0439232,0.0390512,0.0425158,0.0335452,0.0325712,0.0472859,0.0431139,0.0141733,0.0206056,0.05789,0,0.0229909,0.0459049,0.0605366,0,0,0.00719811,0,0,0.0205025,0.0504322,0.0369824,0.0440684,0.022556,0.0696347,0.0466982,0.0438084,0.0551109,0.0411212,0.0392658,0.0650454,0.0458311,0.050127,0.0691807,0.0312738,0.0466112,0.0149036,0.00840789,0.0464602,0.0785904,0,0,0,0,0,0,0,0,0,0,0
105,0.0376703,0.0437036,0,0,0,0,0.0436872,0,0.0254988,0.0490328,0,0,0.0314452,0,0,0.0550254,0.030462,0.0309854,0.0167914,0.0634792,0.0185145,0.03075,0.0209933,0.10508,0.0438574,0.0396468,0.0430304,0.0341975,0.0332632,0.0467043,0.0431774,0.0143111,0.0204645,0.0583649,0,0.0232368,0.0465981,0.0603774,0,0,0.00722907,0,0,0.0205913,0.0505011,0.0375229,0.0435179,0.022627,0.0692217,0.0465855,0.0440511,0.054999,0.0412193,0.0392113,0.0648956,0.0460886,0.0502743,0.0698634,0.0315203,0.046743,0.014891,0.00841576,0.0462521,0.0782677,0,0,0,0,0,0,0,0,0,0,0
106,0.0374347,0.0437805,0,0,0,0,0.0445071,0,0.0251354,0.0492907,0,0,0.03159,0,0,0.0548543,0.0304809,0.0308688,0.016611,0.0634654,0.0182435,0.0310583,0.021209,0.104671,0.0438068,0.0404164,0.0435446,0.034927,0.0340026,0.046014,0.0432256,0.0143285,0.0203447,0.0587602,0,0.0234663,0.0471671,0.0602218,0,0,0.00727,0,0,0.0205488,0.0506402,0.0381457,0.0429959,0.0227168,0.068803,0.0464291,0.0443674,0.0546226,0.0414263,0.0392188,0.0648212,0.0463125,0.0503996,0.0703229,0.0317628,0.0468799,0.0149247,0.00838131,0.0461445,0.0779282,0,0,0,0,0,0,0,0,0,0,0
107,0.0372195,0.0438442,0,0,0,0,0.0449966,0,0.0246491,0.0494993,0,0,0.0317662,0,0,0.0546227,0.0306078,0.0304986,0.0163817,0.0633549,0.0179788,0.0313273,0.0216809,0.104557,0.043846,0.0415739,0.0439698,0.0357044,0.0348409,0.0453565,0.0433149,0.0142809,0.0202206,0.0593022,0,0.0237698,0.0476644,0.0600758,0,0,0.00734829,0,0,0.0206397,0.0508746,0.038286,0.0425416,0.0228532,0.068381,0.0462618,0.044477,0.0542755,0.0417597,0.0392327,0.0647856,0.0464997,0.0504862,0.0703718,0.0316334,0.0469393,0.0150331,0.00837416,0.0461259,0.0776703,0,0,0,0,0,0,0,0,0,0,0
108,0.0370357,0.0438985,0,0,0,0,0.0452324,0,0.0240059,0.0495675,0,0,0.0319967,0,0,0.0544065,0.0307709,0.0298593,0.0162162,0.063276,0.0177212,0.0316406,0.0224486,0.104603,0.0439318,0.0424839,0.0448402,0.0364649,0.0356454,0.0443865,0.0434196,0.0141087,0.0201584,0.0597079,0,0.0241306,0.0481798,0.0599246,0,0,0.0073913,0,0,0.0206567,0.0511234,0.0384548,0.0421996,0.0230086,0.0679683,0.0459681,0.0442798,0.0541206,0.0418777,0.0391548,0.0646866,0.0467182,0.0505623,0.0703564,0.0316643,0.0469758,0.0151725,0.008367,0.0461929,0.0773575,0,0,0,0,0,0,0,0,0,0,0
109,0.0368602,0.0439487,0,0,0,0,0.0458832,0,0.023307,0.0495298,0,0,0.0321701,0,0,0.0542454,0.0304658,0.0290225,0.015993,0.0631993,0.0174953,0.0320832,0.0231483,0.104917,0.0438848,0.0432174,0.0457505,0.0372853,0.0364312,0.0428972,0.0435344,0.0140765,0.0200777,0.0599137,0,0.0245024,0.0486309,0.0597663,0,0,0.00746706,0,0,0.020735,0.0513025,0.0386845,0.0419438,0.0231409,0.0676236,0.0456153,0.0439722,0.0540862,0.041794,0.0390526,0.064572,0.0469002,0.0506108,0.0703221,0.0317307,0.047077,0.015287,0.00839866,0.0463299,0.0770334,0,0,0,0,0,0,0,0,0,0,0
110,0.0367173,0.0439468,0,0,0,0,0.0469709,0,0.0227152,0.0494585,0,0,0.0322486,0,0,0.054118,0.0303298,0.0280846,0.0158948,0.0630777,0.0173135,0.0324303,0.0236431,0.105133,0.043842,0.0439246,0.0465567,0.038131,0.0371079,0.0408276,0.0436701,0.0141377,0.0199075,0.0599635,0,0.0248424,0.0490604,0.0595717,0,0,0.00747671,0,0,0.0207037,0.0515013,0.0390635,0.0415866,0.0233652,0.0672726,0.0452659,0.0443161,0.0535863,0.0416624,0.0390434,0.0645413,0.0469586,0.0506382,0.0703485,0.031817,0.0472109,0.0154166,0.00840534,0.0464437,0.0767655,0,0,0,0,0,0,0,0,0,0,0
111,0.0365918,0.0438849,0,0,0,0,0.0483319,0,0.0222409,0.0493763,0,0,0.0322974,0,0,0.0539918,0.0304406,0.0267354,0.0159216,0.0629095,0.0171659,0.0326324,0.0239696,0.10528,0.0437473,0.0446047,0.047251,0.0387346,0.0376589,0.0387001,0.0437629,0.0141714,0.0197135,0.0598634,0,0.025117,0.0495131,0.0593786,0,0,0.0074738,0,0,0.020644,0.0516761,0.0394714,0.04114,0.0236098,0.0668533,0.0449541,0.0451497,0.0527667,0.041626,0.0391114,0.064505,0.0469891,0.0504689,0.0705824,0.0318609,0.0472726,0.01558,0.00838,0.046546,0.0764797,0,0,0,0,0,0,0,0,0,0,0
112,0.0365305,0.0437607,0,0,0,0,0.0492822,0,0.0217662,0.0495796,0,0,0.0322975,0,0,0.053917,0.0306575,0.0255543,0.0159671,0.0628553,0.0170417,0.0329561,0.0244312,0.105403,0.0436316,0.0451737,0.0478648,0.0392178,0.0381663,0.0367067,0.0438236,0.0140098,0.0196069,0.0597534,0,0.0254327,0.0499043,0.0592054,0,0,0.007583,0,0,0.0208269,0.0519442,0.0398578,0.0407387,0.0237988,0.0665646,0.0446466,0.045306,0.0522922,0.0416419,0.0392824,0.0643183,0.0470397,0.0503269,0.0707457,0.0318919,0.0473612,0.0157055,0.00838429,0.046671,0.0761915,0,0,0,0,0,0,0,0,0,0,0
113,0.0365163,0.0436377,0,0,0,0,0.049728,0,0.0214297,0.0496232,0,0,0.0322635,0,0,0.0538914,0.0309257,0.0246013,0.0161085,0.062889,0.01694,0.0332949,0.0250784,0.105404,0.043592,0.0457637,0.0485694,0.0395446,0.0386476,0.0347149,0.0438821,0.0138385,0.0195847,0.0595043,0,0.0257154,0.0502337,0.0590632,0,0,0.00766851,0,0,0.020965,0.0522709,0.0404211,0.0403464,0.0239164,0.0663705,0.0443077,0.0451398,0.0519431,0.0416108,0.0394416,0.0641614,0.0471304,0.0503344,0.0705406,0.0319929,0.0474814,0.0158105,0.0083785,0.0467921,0.0759693,0,0,0,0,0,0,0,0,0,0,0
114,0.0365135,0.0435475,0,0,0,0,0.050343,0,0.0212141,0.0495279,0,0,0.0320947,0,0,0.0538731,0.0311428,0.0236025,0.0163201,0.0629631,0.016961,0.0336397,0.0258641,0.105363,0.0435492,0.0463997,0.0492915,0.0398863,0.0390334,0.0325164,0.0439219,0.0138354,0.0195578,0.0590659,0,0.0259678,0.0506454,0.0589012,0,0,0.00763548,0,0,0.0209162,0.0527117,0.0410973,0.0402313,0.0241406,0.0662205,0.0439758,0.0450932,0.0514935,0.0415754,0.0395618,0.0640738,0.0472594,0.0503632,0.0703684,0.0321485,0.047619,0.0159767,0.00835472,0.0468995,0.0758364,0,0,0,0,0,0,0,0,0,0,0
115,0.0365078,0.0434951,0,0,0,0,0.0514137,0,0.0211463,0.049612,0,0,0.0318855,0,0,0.053867,0.0313289,0.0223976,0.0165911,0.0628991,0.016989,0.0339833,0.0264493,0.105803,0.043465,0.047143,0.0501364,0.0403334,0.0395633,0.0302553,0.0440228,0.0139864,0.019469,0.0591968,0,0.0262645,0.0511545,0.0587281,0,0,0.00755275,0,0,0.0208271,0.0531839,0.0412713,0.0401026,0.0244292,0.0660454,0.0437057,0.0451533,0.0513298,0.0416124,0.0397373,0.0640913,0.0473328,0.0504244,0.070437,0.0319923,0.047735,0.0162057,0.00835298,0.0469665,0.075778,0,0,0,0,0,0,0,0,0,0,0
116,0.0364742,0.043475,0,0,0,0,0.0526285,0,0.0210854,0.0494399,0,0,0.0316981,0,0,0.0538649,0.0315189,0.0209458,0.0168824,0.0627959,0.0169243,0.0343098,0.0268049,0.106679,0.0433256,0.0479498,0.0510652,0.0408388,0.0401099,0.0282015,0.0441551,0.0139496,0.0195109,0.0591697,0,0.0265978,0.0516934,0.0586011,0,0,0.00755263,0,0,0.0208219,0.0537364,0.04152,0.0398287,0.024695,0.0658321,0.0434847,0.0452449,0.0511371,0.0416072,0.0399422,0.0640681,0.0474952,0.0505207,0.0704539,0.0318657,0.0478324,0.0163991,0.00834298,0.047077,0.0757078,0,0,0,0,0,0,0,0,0,0,0
117,0.036447,0.043381,0,0,0,0,0.0528982,0,0.0210619,0.0493241,0,0,0.0314036,0,0,0.0538348,0.031659,0.0193693,0.0168332,0.0626957,0.0167911,0.0345676,0.0269371,0.10698,0.0431968,0.0486901,0.0520125,0.0413827,0.0406133,0.0264344,0.0443341,0.0137021,0.0197652,0.0590636,0,0.0269748,0.052187,0.0584609,0,0,0.00753551,0,0,0.0208362,0.0543055,0.0418468,0.0396439,0.0249828,0.0657041,0.0432592,0.0452881,0.0508797,0.0416056,0.0401295,0.0640213,0.0476425,0.050703,0.0705619,0.031711,0.0479553,0.0166499,0.00835382,0.0470442,0.0755206,0,0,0,0,0,0,0,0,0,0,0
118,0.0364449,0.0432188,0,0,0,0,0.053558,0,0.0211872,0.048912,0,0,0.0311127,0,0,0.0537991,0.0316616,0.0178479,0.0169942,0.0626026,0.0165401,0.0349313,0.0270572,0.106983,0.0430604,0.0495046,0.0529809,0.0420387,0.0411106,0.0247434,0.0445627,0.013574,0.0201239,0.0587201,0,0.0273687,0.0526608,0.0582667,0,0,0.0075429,0,0,0.0208916,0.055003,0.0424093,0.0394283,0.0253728,0.0654868,0.0429407,0.0453604,0.0504556,0.0415431,0.0403649,0.0639907,0.0477697,0.0507245,0.0705023,0.0316779,0.048184,0.0169648,0.00839083,0.046928,0.0752566,0,0,0,0,0,0,0,0,0,0,0
119,0.0361901,0.043168,0,0,0,0,0.0548261,0,0.0215448,0,0,0,0.0309674,0,0,0.0531842,0.0282862,0.0150416,0.0228581,0.0647872,0.0161618,0.0339862,0.0267029,0.106756,0.0426784,0.0510186,0.0545909,0.0433887,0.041832,0.0226645,0.0455013,0.0130522,0.0185022,0.0594307,0,0.0288021,0.0532672,0.0585524,0,0,0.00766395,0,0,0.021149,0.0591299,0.0437246,0.038646,0.0271311,0.0669428,0.0426479,0.0455359,0.0485665,0.041836,0.042305,0.0634002,0.0474478,0.0501835,0.0698023,0.0332657,0.0487043,0.017388,0.0084996,0.0470253,0.0753882,0,0,0,0,0,0,0,0,0,0,0
120,0.0361233,0.0430149,0,0,0,0,0.0567737,0,0.0224064,0,0,0,0.0308969,0,0,0.0531198,0.0282781,0.0141973,0.023512,0.0644419,0.0160592,0.0345674,0.0264251,0.107133,0.042221,0.0517774,0.0553594,0.0441143,0.0422617,0.0214459,0.0455954,0.0131134,0.0180774,0.0587854,0,0.0292648,0.0539263,0.0583439,0,0,0.0078152,0,0,0.0213751,0.0601937,0.0446162,0.0383401,0.0276587,0.0663043,0.0422314,0.0456469,0.0479788,0.0420111,0.0425557,0.0631606,0.0475559,0.0503159,0.0697861,0.0332623,0.0489287,0.0176792,0.00856233,0.0469966,0.0751132,0,0,0,0,0,0,0,0,0,0,0
121,0.0362961,0.0427688,0,0,0,0,0.0555477,0,0.0233886,0.0508913,0,0,0.0308254,0,0,0.0535778,0.0320306,0.0151684,0.0174746,0.0616668,0.0161994,0.0369496,0.0268942,0.107702,0.0425086,0.0520349,0.0556153,0.0444077,0.0425445,0.021697,0.0449495,0.0137342,0.0188771,0.0569208,0,0.0284823,0.0542724,0.0576762,0,0,0.00790454,0,0,0.0214075,0.0574753,0.0447218,0.0388728,0.0266391,0.0639457,0.0416572,0.0455445,0.0490054,0.0418107,0.0408551,0.0635497,0.0482709,0.0510331,0.0704523,0.0316923,0.0489435,0.0178416,0.00852953,0.0467988,0.0747327,0,0,0,0,0,0,0,0,0,0,0
122,0.0362118,0.0427544,0,0,0,0,0.0542363,0,0.0250227,0.0511256,0,0,0.0307421,0,0,0.053551,0.031945,0.0136542,0.0178357,0.0614392,0.0161092,0.0375061,0.0267239,0.107919,0.0421672,0.0525506,0.0560809,0.0449595,0.0427,0.0218849,0.045137,0.0138064,0.0187911,0.0566149,0,0.02886,0.0547016,0.0574842,0,0,0.007997,0,0,0.0214428,0.0583376,0.0454508,0.0385252,0.0272097,0.0635724,0.0412335,0.0454072,0.0487193,0.0419451,0.0411922,0.0635815,0.0484925,0.0509887,0.0703649,0.0316224,0.0491391,0.0180471,0.00856169,0.046825,0.0750271,0,0,0,0,0,0,0,0,0,0,0
123,0.0361783,0.0427852,0,0,0,0,0.0522538,0,0.0265189,0.0506126,0,0,0.0306599,0,0,0.0536245,0.0318198,0.0154233,0.0187737,0.0614997,0.0160974,0.0382165,0.0263792,0.10787,0.0418359,0.0532653,0.056449,0.045508,0.0431041,0.0219756,0.0451737,0.0138833,0.0187406,0.056207,0,0.0292616,0.0551268,0.0573442,0,0,0.00805441,0,0,0.0214459,0.0593967,0.0462837,0.0381693,0.0278419,0.0634049,0.0408929,0.0455738,0.0482149,0.0419933,0.0415532,0.0635499,0.0486706,0.0509483,0.0702628,0.0315583,0.049273,0.0182199,0.00860264,0.0468183,0.0750766,0,0,0,0,0,0,0,0,0,0,0
124,0.0361909,0.04275,0,0,0,0,0.0494929,0,0.0283638,0.0504415,0,0,0.030559,0,0,0.0537438,0.0317844,0.0174572,0.0197234,0.0616085,0.0161228,0.038852,0.0258531,0.107902,0.0413725,0.0537461,0.0564326,0.0457344,0.0432273,0.0225379,0.0450996,0.013862,0.0188257,0.0559011,0,0.0296772,0.0554447,0.0572147,0,0,0.00805178,0,0,0.0213576,0.0604151,0.0469778,0.0379746,0.0283449,0.0632332,0.040587,0.0458426,0.0478356,0.0420193,0.0418785,0.0633624,0.0488291,0.0508995,0.0702054,0.0314493,0.0493705,0.0183667,0.00861513,0.0468349,0.0750575,0,0,0,0,0,0,0,0,0,0,0
