Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,IMUR_M,
203,0.0364955,0.0450767,0,0,0,0,0.0373013,0,0.0251288,0.0438419,0,0,0.0319224,0,0,0.0540738,0.0313217,0.010484,0.0149717,0.0563401,0.0166515,0.027445,0.0170678,0.110095,0.0387591,0.0430831,0.0467045,0.0325407,0.0301523,0.0160274,0.0427295,0.0141863,0.0196703,0.0457376,0,0.0202803,0.0403671,0.0612786,0,0,0.00755371,0,0,0.0210705,0.0537344,0.0324647,0.0498342,0.0210103,0.0781962,0.0464486,0.05088,0.0677922,0.0464788,0.0494648,0.0707627,0.0509218,0.0540034,0.0761424,0.0259089,0.0467488,0.0156559,0.00778078,0.0484191,0.0773485,0,0,0,0,0,0,0,0,0,0,0
204,0.0365327,0.04535,0,0,0,0,0.0374407,0,0.0236954,0.0436478,0,0,0.0320491,0,0,0.0538081,0.0312848,0.00974241,0.0146637,0.0562128,0.0168577,0.0272309,0.0177332,0.110158,0.0385486,0.0427167,0.0464424,0.0322442,0.0296309,0.017569,0.0431382,0.0138095,0.0191557,0.0459038,0,0.0201211,0.0404165,0.0617464,0,0,0.00747458,0,0,0.0210968,0.0529238,0.0323105,0.0496727,0.0206561,0.0781194,0.0470974,0.0507374,0.0680285,0.0460703,0.0483447,0.0707757,0.0505757,0.0536448,0.0761308,0.0261265,0.0467263,0.015605,0.00783107,0.048892,0.0776605,0,0,0,0,0,0,0,0,0,0,0
205,0.036464,0.0455489,0,0,0,0,0.0378617,0,0.0223049,0.0434351,0,0,0.0321074,0,0,0.0534266,0.0313325,0.00951382,0.0144148,0.056097,0.0171106,0.0270292,0.0184504,0.110293,0.0382385,0.0423688,0.0460928,0.0318334,0.0289246,0.0191982,0.0436648,0.0134182,0.0185434,0.046754,0,0.0199655,0.0404289,0.0622884,0,0,0.00734768,0,0,0.0210955,0.05207,0.0330326,0.0494487,0.0212811,0.077993,0.0478859,0.0508768,0.0683586,0.0453069,0.0469511,0.0708176,0.0505574,0.0532852,0.0756133,0.0265564,0.046581,0.0154345,0.00793861,0.0492806,0.0782567,0,0,0,0,0,0,0,0,0,0,0
206,0.0366748,0.0456966,0,0,0,0,0.0384857,0,0.0211082,0.0430493,0,0,0.0321212,0,0,0.0531135,0.0314738,0.0100235,0.0142356,0.0558852,0.0173839,0.0270658,0.0191406,0.110352,0.0378569,0.0420538,0.045907,0.0313684,0.0280252,0.0209254,0.0440508,0.0130694,0.017971,0.0479621,0,0.0198596,0.0401272,0.0627826,0,0,0.00717738,0,0,0.021061,0.0511478,0.0341542,0.0490188,0.0223838,0.0777105,0.0485287,0.0509682,0.0683338,0.044574,0.045898,0.070786,0.0506023,0.0529528,0.0748653,0.0269341,0.0464418,0.0152135,0.00811379,0.0495152,0.0789225,0,0,0,0,0,0,0,0,0,0,0
207,0.0369322,0.0458469,0,0,0,0,0.0391805,0,0.0200036,0.0428112,0,0,0.0321891,0,0,0.0530047,0.0316739,0.0113665,0.014158,0.0561847,0.0176522,0.0271254,0.0197484,0.110346,0.0376674,0.0416492,0.0457657,0.0308961,0.0272533,0.0229764,0.044148,0.0128948,0.0177332,0.0491321,0,0.019924,0.0396046,0.0632564,0,0,0.0070651,0,0,0.0209789,0.0504091,0.0349491,0.0486701,0.0233431,0.077232,0.0491376,0.0507547,0.0677505,0.0439431,0.0452293,0.0707338,0.0504588,0.0525219,0.0741472,0.0268674,0.0462637,0.0150309,0.00827393,0.0495841,0.0791691,0,0,0,0,0,0,0,0,0,0,0
208,0.0372187,0.0459947,0,0,0,0,0.0400954,0,0.0190591,0.0424979,0,0,0.0321931,0,0,0.0531463,0.0318451,0.0133407,0.0140449,0.0567699,0.0179429,0.0271071,0.0202848,0.110415,0.0377285,0.0409991,0.0456715,0.0303139,0.0263175,0.0255778,0.0441315,0.0129512,0.0178281,0.050194,0,0.0200823,0.0389085,0.0636635,0,0,0.00706192,0,0,0.0209216,0.0501031,0.0351001,0.0485358,0.0239698,0.0768146,0.0496786,0.0503721,0.0668776,0.043527,0.0446074,0.0705156,0.0500849,0.0521089,0.0737728,0.0267568,0.0460305,0.014744,0.00841562,0.0495451,0.0794574,0,0,0,0,0,0,0,0,0,0,0
209,0.0374901,0.0460715,0,0,0,0,0.0410335,0,0.0184384,0.0424534,0,0,0.0322136,0,0,0.0535304,0.0320892,0.0154409,0.013958,0.0576111,0.0182976,0.0268769,0.0208244,0.11074,0.0379349,0.0403541,0.0455573,0.0296459,0.0253943,0.0287417,0.0438326,0.0132536,0.0181507,0.0510897,0,0.0201884,0.0384622,0.0639245,0,0,0.00720722,0,0,0.0209773,0.0500428,0.0344208,0.04876,0.0243722,0.076404,0.0501355,0.0500206,0.0660461,0.0433948,0.0438575,0.0700936,0.0496025,0.0517098,0.0736802,0.0268716,0.0457236,0.0144675,0.00860456,0.0494457,0.0798008,0,0,0,0,0,0,0,0,0,0,0
210,0.0370155,0.0463058,0,0,0,0,0.0417582,0,0.0180995,0.0422354,0,0,0.0322981,0,0,0.05341,0.0333208,0.0174424,0.014241,0.0585746,0.0183382,0.0267804,0.0214025,0.111305,0.0380765,0.0396984,0.0449852,0.0288519,0.0247837,0.0319055,0.0441215,0.0130914,0.0177252,0.0516217,0,0.020662,0.0402628,0.0640933,0,0,0.00731641,0,0,0.0210653,0.0498492,0.0348648,0.052228,0.021705,0.0768751,0.050657,0.0515253,0.0679274,0,0.0441508,0.066949,0.0467856,0.0494869,0.0717467,0.0265626,0.0456007,0.0142896,0.00876888,0.0498932,0.0793282,0,0,0,0,0,0,0,0,0,0,0
211,0.0378777,0.0460113,0,0,0,0,0.0419396,0,0.0181101,0.043208,0,0,0.0325148,0,0,0.0546668,0.0330421,0.0187999,0.0143912,0.0593715,0.0192089,0.0261286,0.0221293,0.111988,0.0372656,0.0393712,0.0444675,0.0286072,0.0245622,0.0361276,0.042311,0.014375,0.0196401,0.0517198,0,0.0198509,0.0385025,0.063911,0,0,0.00774383,0,0,0.0211357,0.0496795,0.0335804,0.050077,0.0246985,0.076156,0.0509015,0.0495009,0.0645557,0.043358,0.042487,0.0685968,0.0491505,0.0511426,0.073355,0.0268931,0.0448746,0.0138905,0.00901681,0.0492502,0.0801159,0,0,0,0,0,0,0,0,0,0,0
212,0.0379402,0.0459113,0,0,0,0,0.042316,0,0.0187511,0.0436375,0,0,0.032614,0,0,0.0551668,0.0333585,0.0210019,0.0146158,0.0606549,0.0197273,0.0260123,0.0226828,0.112601,0.0366981,0.0389519,0.0442737,0.0285025,0.0248664,0.0410834,0.0415752,0.0148752,0.0205295,0.052173,0,0.0196295,0.0385498,0.0637989,0,0,0.00797836,0,0,0.0211288,0.0492096,0.0331794,0.0505674,0.0247994,0.0766314,0.0512241,0.0492157,0.0641376,0.0434181,0.0417669,0.0681867,0.0492003,0.0511456,0.0733941,0.0270412,0.0444547,0.0135201,0.00925918,0.0491266,0.0803177,0,0,0,0,0,0,0,0,0,0,0
213,0.0382123,0.0458053,0,0,0,0,0.0426609,0,0.0193641,0.0440897,0,0,0.0327146,0,0,0.0554749,0.033779,0.0234063,0.0148019,0.0612265,0.0200571,0.0257454,0.0232844,0.113211,0.0364344,0.0387161,0.04417,0.0284367,0.0250663,0.0465723,0.0409966,0.0152461,0.0211508,0.0524006,0,0.0195127,0.0392909,0.0636846,0,0,0.00820404,0,0,0.0210928,0.0485374,0.0329281,0.0510877,0.024651,0.0771268,0.0515699,0.0488626,0.0637015,0.0435324,0.0411932,0.0681082,0.0492508,0.0512944,0.0734514,0.0271443,0.0441949,0.0132598,0.0093887,0.0490308,0.0806391,0,0,0,0,0,0,0,0,0,0,0
214,0.0383182,0.0456653,0,0,0,0,0.0426697,0,0.0200289,0.0443317,0,0,0.0328398,0,0,0.0556312,0.034091,0.0261953,0.0149131,0.0619817,0.0203138,0.0254954,0.023719,0.113549,0.0365107,0.0386746,0.0440728,0.0282722,0.0250291,0.0531691,0.0405092,0.0155442,0.0216304,0.0525537,0,0.0195415,0.0404452,0.0635991,0,0,0.00837253,0,0,0.0210219,0.0478096,0.0331336,0.0512467,0.0244827,0.0774841,0.0519652,0.0485722,0.063435,0.0433982,0.0412865,0.0682516,0.0492374,0.0513835,0.0733601,0.0272346,0.0439843,0.0130929,0.00949382,0.0489008,0.0810975,0,0,0,0,0,0,0,0,0,0,0
215,0.0385596,0.0455363,0,0,0,0,0.0417364,0,0.0209697,0.0442424,0,0,0.0330081,0,0,0.0557747,0.0343065,0.0291969,0.0150889,0.0627994,0.0205283,0.0253623,0.0236668,0.113559,0.0364456,0.0383774,0.0440417,0.0281202,0.0248249,0.0603139,0.0402712,0.0157876,0.0220641,0.0526714,0,0.0196777,0.041318,0.0636074,0,0,0.00856312,0,0,0.0208954,0.0472676,0.0341978,0.051076,0.0243383,0.0776047,0.0521625,0.0485003,0.0632381,0.043047,0.0417712,0.068351,0.0491638,0.0513837,0.073029,0.0273409,0.0438058,0.0129227,0.00953347,0.0486702,0.0813048,0,0,0,0,0,0,0,0,0,0,0
216,0.0389062,0.045477,0,0,0,0,0.0395859,0,0.0224579,0.0438469,0,0,0.0330997,0,0,0.0558811,0.0344254,0.0322888,0.0152757,0.0635228,0.0204888,0.0256173,0.0234477,0.113387,0.036486,0.0381472,0.0441931,0.0283815,0.0248265,0.066668,0.0401352,0.0159039,0.0223679,0.052876,0,0.0198778,0.0420014,0.0635487,0,0,0.00875057,0,0,0.0207443,0.0470674,0.0359355,0.0509706,0.0242462,0.0774942,0.0520861,0.048718,0.0630833,0.0426758,0.0420757,0.0682298,0.0490612,0.0512544,0.0727559,0.027536,0.043761,0.0128367,0.00950969,0.0483343,0.0814154,0,0,0,0,0,0,0,0,0,0,0
217,0.0390028,0.0454826,0,0,0,0,0.0374771,0,0.0242343,0.0437315,0,0,0.0331194,0,0,0.055941,0.0344326,0.0342952,0.0154602,0.064056,0.0203565,0.0261603,0.0233835,0.113027,0.0367036,0.0384599,0.0443933,0.0292487,0.0255586,0.0702402,0.039999,0.0159609,0.0225412,0.053159,0,0.0201783,0.0426896,0.0634711,0,0,0.0089101,0,0,0.0207127,0.0471782,0.0368522,0.0509459,0.0242003,0.0772166,0.0519258,0.0488193,0.0628811,0.0424324,0.042378,0.0680655,0.0488589,0.051052,0.0727821,0.0276859,0.0438078,0.012874,0.00941664,0.0479866,0.0815089,0,0,0,0,0,0,0,0,0,0,0
218,0.0392163,0.0455128,0,0,0,0,0.0365191,0,0.0252154,0.0438648,0,0,0.0330693,0,0,0.0559362,0.03434,0.0344097,0.0155277,0.0644662,0.0201743,0.0265105,0.0234889,0.112672,0.0371866,0.0389951,0.0444376,0.0303372,0.0268336,0.0702051,0.0399225,0.0159756,0.0225461,0.0535211,0,0.0205406,0.0432308,0.0633264,0,0,0.00898717,0,0,0.0208057,0.0474988,0.0370286,0.050825,0.0241413,0.0767301,0.0515963,0.0483899,0.0627178,0.0423079,0.0427654,0.0679398,0.0487679,0.0509595,0.0726077,0.0277672,0.0439724,0.0130713,0.0092714,0.0477731,0.0815101,0,0,0,0,0,0,0,0,0,0,0
219,0.0388189,0.0457437,0,0,0,0,0.0373604,0,0.0249705,0.0435446,0,0,0.0328882,0,0,0.055238,0.0352662,0.0333361,0.0156837,0.0644837,0.0194381,0.0268754,0.0237551,0.112593,0.0376541,0.0389149,0.0439006,0.0307723,0.0276522,0.0667094,0.0408759,0.0152223,0.021412,0.0536903,0,0.0214711,0.0460662,0.0633043,0,0,0.00869346,0,0,0.0208766,0.0476483,0.0381814,0.0536659,0.0213659,0.0767719,0.0513774,0.0499089,0.0647615,0,0.044546,0.0651763,0.0465134,0.0491462,0.0707524,0.0276555,0.0444285,0.0134095,0.00912261,0.0483223,0.0808531,0,0,0,0,0,0,0,0,0,0,0
220,0.0395642,0.045403,0,0,0,0,0.0387422,0,0.02446,0.0437314,0,0,0.0327701,0,0,0.0559182,0.0344616,0.0322761,0.0157665,0.0643495,0.019926,0.0267232,0.023242,0.111839,0.038476,0.0390087,0.0438647,0.0313975,0.0284696,0.0633468,0.040027,0.0159049,0.0222764,0.0539714,0,0.0209759,0.0442894,0.0631025,0,0,0.00871252,0,0,0.0208264,0.0481317,0.0374791,0.0507792,0.0239058,0.0756138,0.050768,0.0483312,0.0620593,0.0423544,0.0437583,0.0676397,0.0491877,0.0511568,0.0726017,0.0279448,0.0443589,0.0135569,0.00889969,0.0478633,0.0814838,0,0,0,0,0,0,0,0,0,0,0
221,0.0389442,0.0455286,0,0,0,0,0.0398868,0,0.0243995,0.0435824,0,0,0.0324915,0,0,0.055055,0.0352436,0.0316834,0.0159193,0.0631772,0.0192254,0.0269093,0.023203,0.11185,0.0388815,0.0388251,0.0435699,0.031528,0.0287024,0.0597308,0.0411108,0.0150099,0.0210377,0.0541088,0,0.0216664,0.0470062,0.0629987,0,0,0.00825671,0,0,0.020853,0.0481446,0.038703,0.0535081,0.0214483,0.0759304,0.0502996,0.0498604,0.0638632,0,0.0454689,0.0649301,0.0470319,0.0494898,0.0707963,0.0279038,0.0450182,0.0139905,0.0087976,0.0484059,0.0807753,0,0,0,0,0,0,0,0,0,0,0
222,0.0395839,0.0451772,0,0,0,0,0.0404708,0,0.0247316,0.0440022,0,0,0.0324262,0,0,0.0555241,0.0340781,0.0315483,0.0157897,0.0634315,0.0196526,0.0268131,0.0226781,0.111234,0.0393986,0.0389979,0.0434895,0.031837,0.0291072,0.0579169,0.0404349,0.0154871,0.0218019,0.0546746,0,0.021092,0.0451163,0.062784,0,0,0.0083117,0,0,0.020783,0.0484076,0.0377089,0.0503457,0.0238522,0.0748832,0.0497083,0.047722,0.0610634,0.0425706,0.0442954,0.0676626,0.0496946,0.051515,0.07249,0.0283185,0.0450402,0.014305,0.00847278,0.0478119,0.0813558,0,0,0,0,0,0,0,0,0,0,0
223,0.0396004,0.0450986,0,0,0,0,0.0408256,0,0.0251908,0.0442762,0,0,0.032289,0,0,0.0553721,0.0338534,0.0314943,0.016004,0.0634106,0.019527,0.0269597,0.0225438,0.110883,0.0398076,0.0386168,0.0425761,0.0316368,0.0290354,0.0560533,0.0407817,0.0152662,0.0216042,0.0553338,0,0.0213696,0.0453325,0.0626885,0,0,0.00801522,0,0,0.0209388,0.0484153,0.0373737,0.0499329,0.0239014,0.0744859,0.0491625,0.047426,0.0602672,0.0428641,0.0441427,0.0678269,0.0498184,0.0516025,0.0724011,0.028809,0.0453781,0.0145967,0.00854511,0.0476922,0.081479,0,0,0,0,0,0,0,0,0,0,0
224,0.03963,0.0449763,0,0,0,0,0.0411341,0,0.0255561,0.0446395,0,0,0.0321679,0,0,0.0551842,0.0337669,0.0311007,0.0161978,0.0631516,0.0193335,0.0271452,0.0224352,0.110544,0.0401734,0.0382254,0.0419205,0.0313181,0.0289478,0.0541942,0.0411605,0.0150309,0.0212799,0.0557986,0,0.0215777,0.0457417,0.0625996,0,0,0.00777453,0,0,0.0211121,0.0483999,0.0375111,0.049634,0.0238743,0.0739799,0.0485707,0.0472608,0.0594487,0.0431482,0.0437195,0.0677187,0.0498036,0.0516689,0.0721834,0.028892,0.0457142,0.0148647,0.00857442,0.047536,0.0815573,0,0,0,0,0,0,0,0,0,0,0
225,0.0396552,0.0448451,0,0,0,0,0.0419761,0,0.0256845,0.0450613,0,0,0.0320501,0,0,0.0549275,0.0336401,0.0305175,0.0165352,0.0628379,0.0190925,0.0273846,0.0223347,0.110209,0.0405006,0.0379676,0.041466,0.0310873,0.0290394,0.0522725,0.0414571,0.0146799,0.0208853,0.0566052,0,0.021808,0.0461462,0.0625617,0,0,0.00755792,0,0,0.0212344,0.0483665,0.0379505,0.0492101,0.0239619,0.0734683,0.048132,0.0469772,0.0588096,0.0428454,0.0433612,0.0675115,0.0497383,0.0517431,0.0720388,0.0293486,0.0460392,0.015117,0.00859688,0.0474299,0.0816717,0,0,0,0,0,0,0,0,0,0,0
226,0.0395299,0.0446568,0,0,0,0,0.0428737,0,0.0255552,0.0454968,0,0,0.0319073,0,0,0.0546332,0.0334874,0.0298525,0.0167407,0.0626497,0.018774,0.0277558,0.0221169,0.109889,0.0408044,0.0379857,0.0411975,0.031274,0.0294865,0.0500446,0.0419151,0.0144364,0.0205917,0.0567595,0,0.0220826,0.0466437,0.0624748,0,0,0.00734033,0,0,0.0212857,0.0484124,0.0381903,0.0485883,0.0240362,0.0729306,0.0478085,0.0466808,0.0577981,0.0427685,0.0430593,0.0673352,0.0497844,0.0518857,0.0720943,0.0294196,0.0464034,0.0154067,0.00856573,0.0473856,0.08166,0,0,0,0,0,0,0,0,0,0,0
227,0.0392019,0.0444551,0,0,0,0,0.0435493,0,0.0253356,0.04592,0,0,0.0318547,0,0,0.0543184,0.0333141,0.0292354,0.0169052,0.0626224,0.0183584,0.0285931,0.021909,0.109559,0.0409806,0.0380488,0.0412543,0.031838,0.0302417,0.0479042,0.0423507,0.0142139,0.0203532,0.0574293,0,0.0225774,0.0470696,0.0623182,0,0,0.00720923,0,0,0.0212807,0.0485197,0.0373565,0.0479474,0.0241794,0.0723619,0.0474434,0.0464094,0.0569146,0.0426943,0.0426116,0.0672089,0.0496622,0.0518256,0.0720571,0.0298108,0.0467071,0.0155624,0.00849879,0.047372,0.0813015,0,0,0,0,0,0,0,0,0,0,0
228,0.0390999,0.0443135,0,0,0,0,0.0445122,0,0.0250761,0.0463214,0,0,0.0318151,0,0,0.0541449,0.0331712,0.0287014,0.0169507,0.0627193,0.0179512,0.0293293,0.0218413,0.109223,0.0411717,0.0380587,0.0415355,0.0326504,0.0310707,0.0459737,0.0427225,0.0139889,0.0202465,0.0580701,0,0.0230816,0.0474502,0.0621728,0,0,0.00709536,0,0,0.0212602,0.0486107,0.0369046,0.0472625,0.0244642,0.071773,0.047139,0.0464246,0.0560818,0.0426275,0.042286,0.0669132,0.049692,0.051807,0.0719524,0.0302584,0.0469602,0.0156354,0.00851873,0.0474153,0.0810397,0,0,0,0,0,0,0,0,0,0,0
229,0.0390711,0.044216,0,0,0,0,0.0455725,0,0.024723,0.046521,0,0,0.031673,0,0,0.054108,0.0332285,0.028294,0.0168603,0.0627141,0.0176466,0.0297188,0.0219217,0.108869,0.0413687,0.0384153,0.0418299,0.0335302,0.0320108,0.0440321,0.0429934,0.0138369,0.0200756,0.058487,0,0.0234134,0.0478553,0.0620735,0,0,0.00705572,0,0,0.0212902,0.0485691,0.0369076,0.0467691,0.0246688,0.0710606,0.0468009,0.0468364,0.0554084,0.0426853,0.0418922,0.066646,0.0498205,0.0518967,0.0717992,0.0305586,0.0472172,0.0157802,0.00849051,0.047438,0.080899,0,0,0,0,0,0,0,0,0,0,0
230,0.0388756,0.0442112,0,0,0,0,0.0464282,0,0.024394,0.0462989,0,0,0.0314246,0,0,0.0541307,0.0336365,0.0280843,0.0164304,0.0623287,0.0174244,0.0302999,0.0221145,0.108416,0.0415982,0.039232,0.0421735,0.0342234,0.0329697,0.0422394,0.0430578,0.013789,0.019972,0.0586188,0,0.0235313,0.0482094,0.0619749,0,0,0.00707151,0,0,0.0213312,0.0481479,0.0364901,0.0465748,0.0246308,0.0703955,0.0465095,0.0471292,0.0550739,0.0426699,0.0415779,0.0664627,0.0497305,0.0521155,0.0717195,0.0305963,0.0473136,0.0160909,0.00845207,0.0474073,0.080483,0,0,0,0,0,0,0,0,0,0,0
