Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,L5FT,LKNE,LTIBA,LTHI,LASI,LHEE,RTHII,IMUL_M,IMUR_M
88,0.0527788,0.0402239,0,0,0,0,0.0370664,0,0,0.0198117,0,0,0.0607379,0.0330725,0.0304349,0.0457056,0.0348759,0.0319066,0.0368756,0.0283532,0.0346083,0.0257348,0.0298644,0.0148124,0.0455987,0.0188295,0.0262658,0.049927,0,0.0222221,0.049225,0.0338261,0,0,0.0145382,0,0,0.0151704,0.0509136,0.0424269,0.0375998,0.0198674,0.0582765,0.032049,0.0512924,0.0668359,0.0485238,0.067062,0.0502686,0.0543906,0.0771707,0.0194116,0.0341913,0.0113495,0.00420339,0.0462891,0.0642459,0,0,0,0,0,0,0,0,0,0.041208,0.0189938,0.0359782,0.0289436,0.0486712,0.029496,0.0538864,0,0
89,0.0529433,0.0401565,0,0,0,0,0.0370216,0,0,0.0197832,0,0,0.0607968,0.0337903,0.0301283,0.0455441,0.0350006,0.0313791,0.0367923,0.0289156,0.0350424,0.0259708,0.0300739,0.0143246,0.0454591,0.0189346,0.0265412,0.0502085,0,0.0229047,0.050274,0.0334702,0,0,0.0144543,0,0,0.0151292,0.0511143,0.0428175,0.0379901,0.0222388,0.0579276,0.0316624,0.0519558,0.0646299,0.0498413,0.0665558,0.0502207,0.0543699,0.0773655,0.0193198,0.0342474,0.011523,0.00419717,0.0461671,0.0641043,0,0,0,0,0,0,0,0,0,0.0421133,0.0194617,0.0360783,0.0292171,0.0483731,0.0294669,0.0543122,0,0
90,0.0526593,0.0400617,0,0,0,0,0.0370836,0,0,0.0195589,0,0,0.0602506,0.0345184,0.030017,0.0446459,0.0343157,0.0312865,0.0365378,0.0290919,0.0353324,0.0262636,0.0302434,0.014348,0.0459899,0.0184409,0.0259616,0.0526321,0,0.0251201,0.0524796,0.0334406,0,0,0.0141739,0,0,0.0151477,0.0513863,0.0455785,0.0408868,0.0250569,0.0578306,0.0312768,0.0551517,0.0659049,0.0530032,0.0625715,0.0467416,0.0508531,0.0742649,0.0205811,0.034537,0.0119016,0.00425971,0.0463919,0.0629574,0,0,0,0,0,0,0,0,0,0.0425065,0.0198961,0.0361493,0.0298995,0.048135,0.0295341,0,0,0
91,0.0526516,0.0403342,0,0,0,0,0.0356245,0,0,0.0196371,0,0,0.0606986,0.0347651,0.029842,0.0438591,0.0346227,0.0302206,0.0363955,0.0299536,0.0365449,0.0278944,0.0317053,0.0155421,0.0455895,0.0182121,0.026333,0.0519892,0,0.0236934,0.0528394,0.0332457,0,0,0.0135286,0,0,0.0159194,0.0516096,0.0454039,0.0411536,0.0253134,0.0568989,0.0314338,0.0536783,0.0633541,0.0528044,0.0650369,0.0499668,0.0529978,0.0751762,0.0206841,0.0343624,0.0116103,0.00443805,0.0466078,0.0629104,0,0,0,0,0,0,0,0,0,0.0404795,0.0207511,0.0367092,0.0299365,0.0479344,0.0289482,0,0,0
92,0.0526647,0.0403309,0,0,0,0,0.0356532,0,0,0.0196386,0,0,0.0609775,0.0348384,0.0297299,0.0433322,0.0350437,0.0299175,0.0364507,0.0301942,0.0367673,0.0282066,0.0317168,0.015863,0.0454423,0.0177794,0.026377,0.0527508,0,0.0241617,0.0530998,0.0331063,0,0,0.0132122,0,0,0.0162304,0.0517744,0.0462582,0.0415818,0.0253771,0.0564145,0.0314888,0.0535437,0.0624895,0.0530489,0.0657355,0.0506114,0.0532698,0.0750678,0.02137,0.0343316,0.0115423,0.00445396,0.0465743,0.0628178,0,0,0,0,0,0,0,0,0,0.0407266,0.0207388,0.0369523,0.0294735,0.0479483,0.029452,0,0,0
93,0.0527942,0.0402342,0,0,0,0,0.0351686,0,0,0.0196542,0,0,0.060851,0.0351341,0.0293654,0.0432743,0.0350704,0.0301581,0.0362919,0.0305301,0.0369462,0.0284718,0.0321212,0.0144391,0.0453103,0.0179818,0.0266669,0.052407,0,0.0244933,0.0530595,0.0329062,0,0,0.0130242,0,0,0.0163901,0.0515785,0.0467353,0.0418937,0.0250744,0.0564051,0.0313382,0.0539212,0.0622861,0.0531265,0.0656937,0.0504425,0.0531894,0.0749313,0.021355,0.0344376,0.0115553,0.00435788,0.0464659,0.0628742,0,0,0,0,0,0,0,0,0,0.0418925,0.0212834,0.0369841,0.0296471,0.0478962,0.0291383,0,0,0
94,0.0528258,0.040075,0,0,0,0,0.0346067,0,0,0.0195771,0,0,0.0607088,0.0352956,0.0290431,0.0430638,0.0352146,0.0303866,0.0364324,0.0307206,0.0368885,0.0285976,0.0322654,0.0137024,0.0452406,0.0179715,0.0265248,0.0512254,0,0.0244713,0.0529231,0.0328074,0,0,0.0130652,0,0,0.0162533,0.0513783,0.0466689,0.0423385,0.0247278,0.0565279,0.0312442,0.0548046,0.0628732,0.0533558,0.0649222,0.0496283,0.0526802,0.0748446,0.0210017,0.0345185,0.0116504,0.00422208,0.0463574,0.062837,0,0,0,0,0,0,0,0,0,0.0426536,0.0213324,0.0369224,0.029551,0.0481175,0.0290444,0,0,0
95,0.0529916,0.0397011,0,0,0,0,0.0355697,0,0,0.0194444,0,0,0.0603085,0.03542,0.0290568,0.043387,0.0352253,0.0314912,0.036367,0.0300397,0.035685,0.0269621,0.0306788,0.0120823,0.0454295,0.0180028,0.0260721,0.0548012,0,0.0268805,0.0526117,0.0326603,0,0,0.0136112,0,0,0.0154858,0.0511841,0.0477713,0.0426961,0.0245155,0.0571448,0.0309335,0.05706,0.0651617,0.0543109,0.061429,0.0454209,0.0487502,0.072484,0.0254004,0.0348565,0.0121127,0.0042266,0.0459976,0.0627895,0,0,0,0,0,0,0,0,0,0.0465862,0.0207882,0.036028,0.0295648,0.0486508,0.0300781,0,0,0
96,0.0529106,0.0397009,0,0,0,0,0.034793,0,0,0.0194568,0,0,0.0602191,0.0353537,0.0288624,0.0428426,0.0351404,0.0316573,0.0364253,0.0300561,0.0354081,0.0267506,0.0304952,0.011655,0.0453972,0.0178239,0.0259393,0.0491317,0,0.0243879,0.0527409,0.0326701,0,0,0.0137285,0,0,0.0154155,0.0508829,0.0451072,0.0433697,0.0236606,0.0571998,0.0310192,0.0572331,0.0660373,0.0538167,0.062602,0.0466795,0.0514477,0.0758288,0.0190707,0.0348629,0.0122058,0.00414613,0.0460285,0.0627072,0,0,0,0,0,0,0,0,0,0.0475636,0.0203458,0.0357475,0.0295324,0.04909,0.0299678,0,0,0
97,0.0533853,0.0397728,0,0,0,0,0.0339021,0,0,0.0198729,0,0,0.0609673,0.0343622,0.02929,0.0435631,0.0363176,0.0316188,0.0360751,0.0296785,0.0354885,0.0268042,0.0303968,0.0111665,0.0444621,0.0182856,0.0269953,0.0421835,0,0.0238595,0.0485332,0.0323583,0,0,0.0139886,0,0,0.0154278,0.050392,0.0444752,0.0393424,0.0205412,0.056696,0.0313323,0.0554725,0.0634137,0.0503133,0.0677467,0.0513544,0.0572598,0,0.0174672,0.034473,0.0120024,0.00414989,0.0456358,0.0640212,0,0,0,0,0,0,0,0,0,0.0482092,0.0199366,0.0359104,0.0291229,0.0489182,0.0296532,0,0,0
98,0.0532338,0.0398125,0,0,0,0,0.0330711,0,0,0.019942,0,0,0.06079,0.0345128,0.0289598,0.0432185,0.0364643,0.0322214,0.036161,0.0296037,0.0353298,0.0265774,0.0302503,0.0106381,0.0443995,0.0180366,0.0265984,0.0417642,0,0.0231337,0.0485866,0.0323837,0,0,0.01393,0,0,0.0154986,0.0495103,0.0426786,0.039684,0.0198921,0.0566968,0.0314791,0.055662,0.0641179,0.0497705,0.0681717,0.0518352,0.0578546,0,0.017461,0.0344599,0.0119513,0.00416418,0.0457098,0.0638753,0,0,0,0,0,0,0,0,0,0.0490795,0.0194809,0.0357853,0.0289105,0.0487927,0.0296315,0,0,0
99,0.0525023,0.0398287,0,0,0,0,0.0321932,0,0,0.0195977,0,0,0.0597404,0.0358594,0.0278722,0.0417096,0.0352146,0.0329143,0.0367166,0.0298919,0.0346582,0.0260519,0.0300266,0.0101963,0.0452575,0.0171227,0.0250712,0.047299,0,0.0212129,0.0531215,0.032696,0,0,0.0136661,0,0,0.015594,0.0486233,0.0393814,0.044449,0.0217931,0.0571197,0.0315366,0.0574427,0.068011,0.0520162,0.0634133,0.047547,0.0525418,0.0753291,0.0194905,0.0347981,0.0120974,0.00414943,0.0462386,0.062349,0,0,0,0,0,0,0,0,0,0.0503752,0.0187272,0.0352433,0.0289487,0.0489788,0.0298223,0,0,0
100,0.052363,0.039795,0,0,0,0,0.0311193,0,0,0.0195191,0,0,0.059507,0.0363964,0.0274426,0.0414884,0.0348789,0.0331795,0.0367292,0.0298013,0.0342683,0.0257848,0.0296449,0.0096877,0.0452918,0.0170112,0.0246325,0.0448907,0,0.0203883,0.0534244,0.0327831,0,0,0.0136162,0,0,0.0157512,0.0478843,0.0372587,0.0447545,0.0215064,0.0568565,0.0317766,0.0564776,0.0677101,0.0505316,0.0629429,0.0468634,0.0512954,0.0743386,0.0205514,0.0348208,0.0120531,0.00424171,0.0463576,0.0623042,0,0,0,0,0,0,0,0,0,0.0514794,0.0178737,0.0351346,0.0288003,0.0488041,0.0294252,0,0,0
101,0.0522432,0.0396091,0,0,0,0,0.029659,0,0,0.0193546,0,0,0.0593969,0.0369259,0.0269339,0.0415471,0.0346118,0.0338599,0.0367386,0.0297126,0.0339122,0.0254661,0.02925,0.00971006,0.0453017,0.0170955,0.0242258,0.0423011,0,0.0199283,0.0533441,0.0329622,0,0,0.0131256,0,0,0.0162751,0.0470335,0.0364267,0.0447969,0.0211108,0.0565724,0.0319211,0.054816,0.0669264,0.0488235,0.0619922,0.0455116,0.0496586,0.0731261,0.0219724,0.0348085,0.0120388,0.00512062,0.0463637,0.0622972,0,0,0,0,0,0,0,0,0,0.0530368,0.0166187,0.0351416,0.0285634,0.0482186,0.0287343,0,0,0
102,0.0521474,0.0395567,0,0,0,0,0.0287655,0,0,0.0194217,0,0,0.0592027,0.0372359,0.0265973,0.0416829,0.0343476,0.0346049,0.0367177,0.0292102,0.0337008,0.025146,0.0285968,0.00863705,0.0453551,0.0168506,0.0239766,0.0409294,0,0.0200534,0.052954,0.0331308,0,0,0.0131764,0,0,0.0163578,0.0461887,0.0355401,0.0445693,0.0204685,0.0562369,0.0322009,0.0528207,0.0661889,0.0473464,0.061321,0.0439436,0.0483835,0.0722208,0.0227661,0.0346615,0.0119066,0.0050476,0.0464571,0.0623097,0,0,0,0,0,0,0,0,0,0.0532337,0.0161668,0.0348652,0.0283425,0.0476943,0.028355,0,0,0
103,0.0520056,0.0396057,0,0,0,0,0.0277636,0,0,0.0193532,0,0,0.0590664,0.0375739,0.0261366,0.0418445,0.0341537,0.0352483,0.0366764,0.0285812,0.0333695,0.0249525,0.0279695,0.00760359,0.0453603,0.0165541,0.0237994,0.0395823,0,0.0204415,0.0528455,0.0333661,0,0,0.0132904,0,0,0.0163677,0.0452596,0.0346183,0.0444155,0.0192738,0.0559112,0.0325191,0.0509749,0.0659081,0.0462354,0.0609326,0.0425384,0.0475135,0.0715289,0.0233896,0.0344616,0.0117424,0.00505411,0.046623,0.0622828,0,0,0,0,0,0,0,0,0,0.053666,0.0154942,0.0346092,0.0283231,0.0469323,0.0282688,0,0,0
104,0.0518798,0.0397306,0,0,0,0,0.0265844,0,0,0.0191958,0,0,0.0590706,0.0379768,0.0256285,0.0420432,0.0341746,0.0360773,0.0365693,0.0276903,0.0329261,0.0248172,0.0273612,0.00641138,0.0454059,0.0165768,0.0234733,0.0389746,0,0.0209972,0.0528357,0.0336287,0,0,0.0134055,0,0,0.0163233,0.0443383,0.0338294,0.044311,0.0177695,0.0556812,0.032904,0.0496599,0.066151,0.0451964,0.0608118,0.0415702,0.0470066,0.0710952,0.0239431,0.0342281,0.011582,0.00519398,0.0467945,0.0622921,0,0,0,0,0,0,0,0,0,0.0540781,0.0148663,0.0342947,0.0284617,0.0461147,0.0282884,0,0,0
105,0.0517624,0.0398233,0,0,0,0,0.0253099,0,0,0.0190798,0,0,0.0592357,0.0384217,0.0250759,0.0422927,0.0341572,0.0371406,0.0366906,0.0267032,0.0326132,0.0246902,0.0267471,0.00547816,0.0454535,0.0169808,0.0230381,0.0389893,0,0.0216366,0.0528571,0.033892,0,0,0.0134515,0,0,0.0162845,0.0434521,0.0332783,0.04425,0.0162152,0.0556682,0.033387,0.0489003,0.0667111,0.0437832,0.0606507,0.0409893,0.0465167,0.0703497,0.0242045,0.0340074,0.0114657,0.00536247,0.0468971,0.0623622,0,0,0,0,0,0,0,0,0,0.0546115,0.0142944,0.0340754,0.0285101,0.0452898,0.0282703,0,0,0
106,0.0516537,0.039812,0,0,0,0,0.0239707,0,0,0.0190082,0,0,0.0593656,0.0389402,0.0244846,0.0425699,0.0340769,0.0382954,0.0371158,0.0256484,0.0324095,0.0246566,0.0259966,0.00499754,0.0454597,0.0172033,0.022716,0.038994,0,0.0218461,0.0527543,0.0341626,0,0,0.0134934,0,0,0.0162884,0.0425206,0.0328679,0.0442942,0.0151518,0.055854,0.0338849,0.0485419,0.0673023,0.042132,0.0603009,0.0405387,0.0459385,0.0696964,0.0245456,0.033706,0.0112569,0.00557864,0.0469233,0.0625167,0,0,0,0,0,0,0,0,0,0.0551478,0.0137677,0.0341133,0.0285247,0.0444882,0.0285688,0,0,0
107,0.0515531,0.0397465,0,0,0,0,0.0225176,0,0,0.019001,0,0,0.0594307,0.0394686,0.0239085,0.0429817,0.0340495,0.0394737,0.0377723,0.0246589,0.0322048,0.0245087,0.0250148,0.00523502,0.0453939,0.0172672,0.0225164,0.0390954,0,0.021657,0.0524043,0.0344459,0,0,0.0135708,0,0,0.0164143,0.0415792,0.0325552,0.0443639,0.0148734,0.0560676,0.0343796,0.0482214,0.0676029,0.0406529,0.0598789,0.0400269,0.0453447,0.0692599,0.0246657,0.0334088,0.0110157,0.0058586,0.0467912,0.0626046,0,0,0,0,0,0,0,0,0,0.0556219,0.0131015,0.0342973,0.0285288,0.0435305,0.0287634,0,0,0
108,0.0514761,0.0397283,0,0,0,0,0.0212248,0,0,0.019126,0,0,0.0594782,0.0400032,0.0232826,0.0436145,0.0340744,0.0405985,0.0385909,0.0238439,0.0318729,0.0240475,0.0237038,0.00644984,0.0452569,0.017241,0.0225063,0.0392298,0,0.0213119,0.0519588,0.0346925,0,0,0.0137305,0,0,0.0165646,0.0408031,0.0323003,0.0445025,0.0147202,0.0561932,0.0348762,0.0478144,0.0675356,0.039555,0.0594065,0.0395742,0.0448514,0.0688207,0.0246702,0.0330041,0.0107046,0.00613928,0.0464261,0.0627141,0,0,0,0,0,0,0,0,0,0.0558582,0.0121862,0.0344413,0.028456,0.0424618,0.028733,0,0,0
109,0.0514086,0.0397498,0,0,0,0,0.0202838,0,0,0.0193964,0,0,0.0595065,0.0406829,0.0226747,0.0444846,0.034253,0.0417097,0.0395966,0.022985,0.0312936,0.023162,0.0220121,0.00819741,0.0449915,0.017241,0.022555,0.0394984,0,0.021051,0.051527,0.0349071,0,0,0.0140461,0,0,0.0167155,0.0403265,0.0319609,0.0448869,0.0144998,0.0562872,0.0354314,0.0473561,0.0672423,0.0387661,0.0590686,0.039329,0.0446484,0.0686285,0.0246463,0.0324507,0.0102947,0.00640742,0.0459203,0.0628399,0,0,0,0,0,0,0,0,0,0.0559216,0.0108901,0.0343713,0.0284768,0.0413156,0.0285959,0,0,0
110,0.0513244,0.0397131,0,0,0,0,0.0195097,0,0,0.0199488,0,0,0.0595612,0.0415653,0.0219362,0.0456091,0.0346894,0.0427564,0.0407863,0.0222295,0.0305663,0.021963,0.0202986,0.00995654,0.0445187,0.0170887,0.0228192,0.0399002,0,0.0207627,0.0509943,0.0351145,0,0,0.0142743,0,0,0.0170198,0.0400047,0.031399,0.0454743,0.0145632,0.0565237,0.0360355,0.0470456,0.0669908,0.0381635,0.0589032,0.0392811,0.0445541,0.0686004,0.0245698,0.0318736,0.00983637,0.00719469,0.0455926,0.063055,0,0,0,0,0,0,0,0,0,0.0556119,0.00949444,0.0339739,0.0287352,0.0400662,0.0286714,0,0,0
111,0.0512087,0.0397311,0,0,0,0,0.018846,0,0,0.0204122,0,0,0.059803,0.0425709,0.0211865,0.0467413,0.0352775,0.0437646,0.0421785,0.0216668,0.0299107,0.0208001,0.0188561,0.011473,0.0439911,0.0171873,0.0231715,0.0403442,0,0.0204414,0.0506815,0.0352943,0,0,0.0152903,0,0,0.0165389,0.0397318,0.0309276,0.0461153,0.0146973,0.0569085,0.0369428,0.0468058,0.0667546,0.0377903,0.0589149,0.0393217,0.0442913,0.068798,0.0246437,0.031275,0.00940766,0.00704823,0.0455308,0.0633337,0,0,0,0,0,0,0,0,0,0.0550011,0.00836092,0.0333726,0.0291848,0.0389528,0.028893,0,0,0
112,0.0511755,0.0396155,0,0,0,0,0.0187195,0,0,0.0210799,0,0,0.0600675,0.0435855,0.0206504,0.0478677,0.0358338,0.0448559,0.043666,0.0212563,0.0296942,0.0201105,0.0177944,0.0132512,0.0433651,0.0171891,0.0235162,0.0408253,0,0.020103,0.0505798,0.0355197,0,0,0.0157318,0,0,0.0168263,0.039358,0.0306235,0.046523,0.0149373,0.0573384,0.03775,0.0464317,0.0665779,0.0373246,0.0591084,0.0394582,0.0441834,0.0689377,0.0248664,0.0306841,0.00896857,0.00776393,0.0454868,0.0636357,0,0,0,0,0,0,0,0,0,0.05429,0.00758352,0.0326978,0.0296734,0.0380755,0.0293859,0,0,0
113,0.0516437,0.0394606,0,0,0,0,0.0191117,0,0,0.0219903,0,0,0.0608934,0.0436485,0.0207834,0.0496699,0.0370396,0.0455095,0.0449404,0.0208982,0.0298219,0.0198799,0.0171046,0.0166901,0.0421162,0.0175591,0.0247357,0.0410592,0,0.0197989,0.0481386,0.0356346,0,0,0.0164371,0,0,0.0172619,0.0393913,0.0289165,0.0435783,0.0167921,0.0572967,0.0385904,0.0445466,0.0634921,0.0354126,0.0617667,0.0421918,0.0464112,0.070865,0.0259492,0.0297439,0.00832659,0.00853879,0.0449823,0.0649576,0,0,0,0,0,0,0,0,0,0.0535154,0.00722268,0.032465,0.0295547,0.0379069,0.0297736,0.0484046,0,0
114,0.0511458,0.0393677,0,0,0,0,0.0203985,0,0,0.0221254,0,0,0.060484,0.0454309,0.01974,0.0501095,0.0364803,0.0465679,0.0463194,0.0208957,0.0295085,0.0192307,0.0163845,0.021524,0.0423744,0.017278,0.0241491,0.0408792,0,0.0203174,0.05108,0.035991,0,0,0.0166304,0,0,0.0174362,0.038453,0.0310517,0.0469311,0.0150156,0.0580403,0.0391586,0.0464335,0.066078,0.0366525,0.0585442,0.0393662,0.0443425,0.068877,0.0251295,0.0294853,0.00809903,0.00888616,0.0452319,0.0642999,0,0,0,0,0,0,0,0,0,0.053545,0.00636585,0.0320382,0.0304255,0.0369153,0.030574,0,0,0
115,0.0515879,0.0392214,0,0,0,0,0.0219218,0,0,0.0229063,0,0,0.0611456,0.0451441,0.0200784,0.0519112,0.0376074,0.0467914,0.0469123,0.0206841,0.0291575,0.0192263,0.0159137,0.0280323,0.0412273,0.0175077,0.0250381,0.0413693,0,0.0203215,0.0486436,0.0361791,0,0,0.0171753,0,0,0.0177434,0.0386365,0.0298739,0.0435024,0.0167584,0.0576673,0.0396985,0.0442295,0.0629545,0.0348443,0.060806,0.0418743,0.0465169,0.0705704,0.0261003,0.0287477,0.00760504,0.00961441,0.0446726,0.0656733,0,0,0,0,0,0,0,0,0,0.052386,0.00599421,0.0323489,0.0302834,0.0370534,0.0310198,0.0480929,0,0
116,0.0515926,0.0391595,0,0,0,0,0.0238621,0,0,0.0230497,0,0,0.0611728,0.0455391,0.0197323,0.0529757,0.0375701,0.047023,0.047451,0.0208912,0.0292457,0.0196502,0.0158046,0.033888,0.0410141,0.0174205,0.0251736,0.0415318,0,0.0207583,0.0490743,0.0363679,0,0,0.0173913,0,0,0.0179172,0.0384852,0.0306005,0.0433587,0.0166271,0.05761,0.0399581,0.0439851,0.0626085,0.0346832,0.0611856,0.0416955,0.0465537,0.0702635,0.026263,0.0285112,0.00739734,0.00994143,0.0443631,0.0660258,0,0,0,0,0,0,0,0,0,0.048788,0.00544715,0.0325219,0.0309097,0.0364732,0.0325217,0.0479332,0,0
117,0.0515857,0.0391036,0,0,0,0,0.0258046,0,0,0.02327,0,0,0.0611277,0.0457443,0.0196872,0.0536832,0.0376326,0.0469021,0.0477752,0.0211867,0.0300546,0.0206769,0.016314,0.0397196,0.0408392,0.0172017,0.0251637,0.0416168,0,0.0211611,0.049498,0.0365148,0,0,0.0173768,0,0,0.0181182,0.0384754,0.031222,0.0431214,0.0165943,0.0572577,0.0400026,0.0438124,0.0623424,0.0347045,0.0613708,0.0416216,0.0467054,0.0701028,0.0262551,0.0285043,0.00724454,0.0101361,0.0440933,0.0662438,0,0,0,0,0,0,0,0,0,0.0435058,0.00527212,0.0329869,0.0316077,0.0359824,0.0347723,0.0478391,0,0
118,0.051656,0.039082,0,0,0,0,0.0270017,0,0,0.0233046,0,0,0.061098,0.0458368,0.0198153,0.0538735,0.0376369,0.046934,0.0481314,0.021294,0.0310795,0.0217629,0.0170831,0.0443004,0.0408047,0.0171079,0.0249633,0.0416254,0,0.0213194,0.0498493,0.0365482,0,0,0.0172901,0,0,0.0182366,0.0385393,0.0316597,0.0428668,0.0165784,0.0566936,0.0398325,0.0436205,0.0621173,0.0348728,0.0612395,0.0416421,0.0466886,0.0700855,0.0261495,0.0286327,0.00736659,0.0101234,0.0439445,0.0664235,0,0,0,0,0,0,0,0,0,0.0409353,0.00529759,0.0334781,0.0311043,0.0355274,0.0363917,0.0477835,0,0
119,0.0518153,0.0390498,0,0,0,0,0.0272713,0,0,0.023203,0,0,0.0609796,0.0457671,0.0199278,0.0536705,0.0376409,0.0469476,0.0487153,0.02158,0.0314913,0.0222948,0.0174426,0.0456208,0.0409243,0.0169677,0.0248193,0.0416307,0,0.0212608,0.0501483,0.0364397,0,0,0.0169347,0,0,0.0182066,0.0386534,0.0318985,0.0426111,0.0166256,0.0561633,0.0394261,0.0434496,0.0618667,0.0350696,0.0609906,0.0419463,0.0465166,0.0699103,0.0260754,0.0289338,0.00762457,0.0100197,0.0438889,0.0666731,0,0,0,0,0,0,0,0,0,0.0400421,0.00545189,0.033681,0.030306,0.0348708,0.0364879,0.0479544,0,0
120,0.0520014,0.0390742,0,0,0,0,0.0275898,0,0,0.0230492,0,0,0.0607659,0.0455685,0.0199788,0.0532725,0.0377559,0.0469276,0.0493815,0.0219663,0.0316653,0.0227191,0.0178424,0.0462755,0.0411086,0.0168555,0.024639,0.0417868,0,0.021114,0.0505472,0.0362619,0,0,0.0166826,0,0,0.0178093,0.039005,0.032005,0.0423041,0.0167639,0.0555935,0.0389692,0.043519,0.0617096,0.0351944,0.0606834,0.0422636,0.0465404,0.0697778,0.0258981,0.0293402,0.00779696,0.00937237,0.043942,0.0669694,0,0,0,0,0,0,0,0,0,0.039145,0.00597557,0.0339413,0.0294197,0.0339712,0.03618,0.0483604,0,0
121,0.0521795,0.0390767,0,0,0,0,0.0280096,0,0,0.0229508,0,0,0.0605454,0.0453288,0.0198171,0.0529161,0.0378584,0.0469059,0.0499729,0.0222794,0.0322018,0.0232729,0.0184312,0.0478837,0.0412626,0.016816,0.0244411,0.0419091,0,0.0210165,0.0508552,0.0360748,0,0,0.0162803,0,0,0.0176603,0.0395462,0.0320525,0.0419971,0.0165751,0.0550235,0.0384021,0.0436667,0.0615288,0.0351286,0.0606004,0.0421539,0.0466237,0.0697466,0.0255956,0.0297992,0.00791122,0.00891136,0.0439532,0.0672238,0,0,0,0,0,0,0,0,0,0.0385098,0.00685082,0.0343387,0.0282628,0.0332597,0.0360613,0.0486183,0,0
122,0.052299,0.0390397,0,0,0,0,0.0283477,0,0,0.0228969,0,0,0.0603454,0.0450831,0.0195245,0.0526852,0.0377997,0.0469678,0.0504302,0.0225643,0.0327508,0.0238741,0.0191208,0.0500795,0.0414172,0.0167427,0.0242226,0.0419396,0,0.0208511,0.0513704,0.0358974,0,0,0.0159901,0,0,0.017474,0.0399824,0.0322768,0.0417553,0.0162948,0.0544377,0.0378065,0.0437175,0.06131,0.0349492,0.0606778,0.0421017,0.0468452,0.0697431,0.025264,0.0302095,0.00821225,0.00863904,0.0439131,0.0673648,0,0,0,0,0,0,0,0,0,0.0385876,0.0076188,0.0346425,0.0274915,0.0329004,0.0362281,0.0483651,0,0
123,0.0523831,0.039028,0,0,0,0,0.0287255,0,0,0.0228561,0,0,0.0602245,0.0448418,0.0193288,0.0525793,0.0375611,0.0471985,0.0505865,0.0229875,0.0330039,0.0244158,0.0196391,0.0520206,0.0415321,0.0166695,0.0240848,0.0419626,0,0.0205517,0.0520302,0.0357649,0,0,0.0158248,0,0,0.0173828,0.0402407,0.0326598,0.0413782,0.0160319,0.0538577,0.0372618,0.0436392,0.0609272,0.0346692,0.0604977,0.0421285,0.0470306,0.0696641,0.0248645,0.0305446,0.00853402,0.00856065,0.0438839,0.0674953,0,0,0,0,0,0,0,0,0,0.0383082,0.00810338,0.0347744,0.0270888,0.0327143,0.0364648,0.048228,0,0
124,0.0524242,0.0390311,0,0,0,0,0.0289811,0,0,0.0228265,0,0,0.0601916,0.0446695,0.0192569,0.0526332,0.0373554,0.0472368,0.0505461,0.0231617,0.0330969,0.0248771,0.0201546,0.0534493,0.0416836,0.0166441,0.0241146,0.0420733,0,0.0206196,0.052471,0.0356753,0,0,0.0156413,0,0,0.0173788,0.0404377,0.0328284,0.0408791,0.0160338,0.0532588,0.0368426,0.0434903,0.0605512,0.0343287,0.0601946,0.0421668,0.0468525,0.0695611,0.0243159,0.030876,0.00858818,0.00850074,0.0437872,0.0675314,0,0,0,0,0,0,0,0,0,0.037658,0.00875896,0.0348771,0.0267416,0.0326042,0.0365358,0.0482281,0,0
125,0.05238,0.0390649,0,0,0,0,0.0291862,0,0,0.0227463,0,0,0.0601436,0.0444722,0.0191939,0.0528775,0.0372804,0.0471107,0.0503975,0.0230471,0.0332576,0.0252483,0.0206699,0.0541831,0.0418938,0.0166624,0.0241174,0.0422339,0,0.0208773,0.0529456,0.035642,0,0,0.0160434,0,0,0.0168306,0.0406303,0.0329682,0.0403143,0.0161784,0.0527153,0.0366684,0.0433696,0.0601359,0.0340274,0.0602739,0.0421435,0.0467526,0.0695133,0.024043,0.0310701,0.00863249,0.00783207,0.0439366,0.067458,0,0,0,0,0,0,0,0,0,0.0369592,0.00937134,0.0348867,0.0263997,0.0326481,0.03631,0.0482877,0,0
126,0.0523316,0.0389576,0,0,0,0,0.0293363,0,0,0.0226782,0,0,0.06014,0.0442924,0.0191573,0.0533224,0.0370525,0.0469542,0.05018,0.0227839,0.0333804,0.0255125,0.0211199,0.0540994,0.0420146,0.0166728,0.0241139,0.0425065,0,0.0212245,0.0534675,0.0356392,0,0,0.0159665,0,0,0.0168339,0.0409095,0.0330049,0.0397871,0.0163317,0.0523484,0.0364429,0.04328,0.0596946,0.0338438,0.0603708,0.0420495,0.0470081,0.0696995,0.0238682,0.0311927,0.00871616,0.00778022,0.0442549,0.0673056,0,0,0,0,0,0,0,0,0,0.0365665,0.00982404,0.0349388,0.0261042,0.0327988,0.0358351,0.0484449,0,0
