Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
119,0.0495583,0.0388842,0,0,0,0.0396548,0,0.0345228,0,0,0.0212331,0,0,0.0610778,0.0425552,0.0273548,0.0334047,0.0502846,0.0336678,0.0426157,0.0460569,0.0316023,0.0384788,0.0405155,0.0303418,0.0325206,0.0270699,0.044605,0.019771,0.0248811,0.0614876,0,0.0257233,0.0604503,0.0373051,0,0,0.0139136,0,0,0.0174301,0.0564005,0.0403977,0.0277384,0.0171459,0.0374848,0.0361002,0.0367355,0.0526485,0.0307787,0.0618577,0.0461811,0.0488382,0.03994,0.0351493,0.0110824,0.00487754,0.0489692,0.0640643,0,0,0,0,0,0,0,0,0,0.0442216,0.015231,0.0698926,0,0,0.0396118,0.0449756
120,0.0497612,0.0391584,0,0,0,0.0376059,0,0.0354336,0,0,0.0211069,0,0,0.0612356,0.0419781,0.0266849,0.0334533,0.049948,0.0339319,0.0410663,0.0452874,0.0317343,0.0380099,0.0407904,0.0290815,0.0317021,0.0276253,0.0446106,0.0200527,0.0249766,0.0617222,0,0.0253238,0.0598932,0.03713,0,0,0.0139578,0,0,0.0172456,0.0566358,0.0406284,0.0277587,0.016895,0.0373304,0.0356122,0.0366018,0.0532544,0.0305237,0.0617173,0.046117,0.0486309,0.0401354,0.0355618,0.0113744,0.0045057,0.0491576,0.0642378,0,0,0,0,0,0,0,0,0,0.0444995,0.0150063,0.0696325,0,0,0.0399382,0.0451567
121,0.0499247,0.0394742,0,0,0,0.0358734,0,0.0358526,0,0,0.0210036,0,0,0.0613226,0.0410418,0.0261246,0.0331794,0.0497377,0.0341634,0.0392163,0.0443508,0.0322031,0.0375737,0.0412392,0.0282011,0.0313356,0.0276426,0.0446275,0.0202808,0.0250012,0.0613441,0,0.0250595,0.0591703,0.0370749,0,0,0.0139868,0,0,0.0171576,0.0569418,0.0410467,0.0278279,0.0167248,0.0373682,0.035145,0.0364963,0.0538801,0.0300624,0.0616845,0.0460254,0.0484303,0.0399849,0.0359094,0.011851,0.00413755,0.0494137,0.0644874,0,0,0,0,0,0,0,0,0,0.0446995,0.0135606,0.0694878,0,0,0.0403771,0.0453834
122,0.0501166,0.0398071,0,0,0,0.0345678,0,0.0359165,0,0,0.0209257,0,0,0.0614017,0.0399521,0.0254303,0.0333364,0.049846,0.0344042,0.0379156,0.0437,0.0322697,0.037197,0.0413821,0.0276291,0.0313055,0.0275578,0.0445992,0.0205075,0.0250311,0.0604586,0,0.0247892,0.0584007,0.0370882,0,0,0.0139064,0,0,0.0170255,0.0572235,0.0415499,0.0277704,0.016704,0.0374669,0.0348295,0.036343,0.0545498,0.0293901,0.0615061,0.0459837,0.0480844,0.0391799,0.0362419,0.0121693,0.003837,0.0497523,0.0647728,0,0,0,0,0,0,0,0,0,0.0447013,0.0126996,0.0692057,0,0,0.0404126,0.0457077
123,0.0503497,0.0401165,0,0,0,0.0337226,0,0.0357453,0,0,0.0208975,0,0,0.0614599,0.0388863,0.0246884,0.0332799,0.0500298,0.0346196,0.0373187,0.0434692,0.0315153,0.0368684,0.0412814,0.0273084,0.0313041,0.0281267,0.0445059,0.0206197,0.0251557,0.05968,0,0.0245535,0.0576692,0.0370754,0,0,0.0137803,0,0,0.0169135,0.0573344,0.0421174,0.0275713,0.0167864,0.0377349,0.0346478,0.0361746,0.0553964,0.0284756,0.06124,0.0461315,0.0476894,0.0373683,0.0365216,0.0123887,0.00366309,0.050022,0.0651733,0,0,0,0,0,0,0,0,0,0.0447545,0.0124592,0.0690884,0,0,0.0392156,0.0461926
124,0.0505873,0.0402987,0,0,0,0.0331263,0,0.0352547,0,0,0.0209387,0,0,0.0616161,0.037862,0.0242369,0.0329796,0.0500376,0.0348212,0.0369752,0.0436966,0.0301587,0.0363671,0.040911,0.0269752,0.0308657,0.0297212,0.0443494,0.0208169,0.0253465,0.0583011,0,0.0244702,0.056923,0.0370151,0,0,0.0136742,0,0,0.0169426,0.0573032,0.0426735,0.027603,0.016836,0.0381664,0.0346144,0.0358936,0.0563867,0.0274495,0.0612147,0.0466041,0.0474792,0.0348794,0.0366725,0.0126067,0.00373149,0.0500693,0.0656236,0,0,0,0,0,0,0,0,0,0.0446964,0.0122329,0.0692802,0,0,0.0372228,0.0468851
125,0.0507169,0.0403454,0,0,0,0.0327452,0,0.0348288,0,0,0.0210173,0,0,0.0618208,0.0370178,0.0240017,0.0328901,0.0498624,0.0348541,0.0365046,0.0439969,0.0288914,0.0355419,0.0402696,0.0262088,0.0298314,0.0311783,0.0440772,0.0209869,0.025495,0.0562158,0,0.0245839,0.0557905,0.0371024,0,0,0.0135534,0,0,0.017052,0.0572621,0.0431569,0.027564,0.0169364,0.0387487,0.0346774,0.0356342,0.057321,0.0266799,0.0615536,0.0475249,0.0475203,0.0324128,0.0366419,0.0127952,0.00393343,0.0499426,0.0659796,0,0,0,0,0,0,0,0,0,0.0444342,0.0122124,0.0694601,0,0,0.0359131,0.0478514
126,0.050788,0.0403005,0,0,0,0.0323051,0,0.0346258,0,0,0.0211307,0,0,0.0620417,0.0365263,0.0236807,0.0330406,0.0493417,0.0349676,0.0360287,0.044163,0.0281643,0.0346375,0.0395758,0.0253527,0.0287782,0.0314959,0.0437623,0.0211502,0.0257774,0.0545952,0,0.0252533,0.0542445,0.03727,0,0,0.0135202,0,0,0.0172111,0.0570419,0.0435877,0.0273203,0.0174435,0.0394871,0.0348702,0.0356182,0.0581453,0.0263348,0.0618318,0.04882,0.047442,0.0295942,0.0364664,0.0128266,0.00424989,0.0497405,0.0662365,0,0,0,0,0,0,0,0,0,0.0438909,0.0128613,0.0697217,0,0,0.0362483,0.0487388
127,0.050834,0.0401967,0,0,0,0.0322922,0,0.0339895,0,0,0.0213364,0,0,0.0623369,0.0365274,0.0231705,0.0330289,0.0485832,0.0351453,0.0352423,0.0444749,0.0278677,0.033882,0.0391518,0.0247766,0.0282782,0.030763,0.0435302,0.0212574,0.0264329,0.0537673,0,0.0263184,0.0523903,0.0374348,0,0,0.0134741,0,0,0.0173345,0.0565625,0.0435392,0.0270254,0.0187525,0.04029,0.0351681,0.0356206,0.0588457,0.026458,0.0618593,0.0500903,0.0471247,0.0260679,0.0361964,0.0126884,0.00476262,0.0494631,0.0666864,0,0,0,0,0,0,0,0,0,0.0428845,0.0121771,0.069922,0,0,0.0361319,0.0493832
128,0.0508033,0.0401037,0,0,0,0.0321209,0,0.0336911,0,0,0.0215051,0,0,0.0626853,0.0364841,0.0245723,0.0349183,0.0488179,0.0353895,0.0334523,0.0450724,0.0270815,0.0320357,0.0374092,0.0233634,0.027607,0.0320483,0.0432789,0.0213804,0.0272413,0.0537115,0,0.0269572,0.0513003,0.0372056,0,0,0.0134931,0,0,0.0172669,0.0563461,0.0423883,0.0266549,0.0204666,0.0406674,0.0350957,0.0356823,0.059596,0.0268814,0.0613901,0.0505359,0.046412,0.0222802,0.0360957,0.0125827,0.00505151,0.0494025,0.0667856,0,0,0,0,0,0,0,0,0,0.0435391,0.00914803,0.0700033,0,0,0,0.0504138
129,0.0507183,0.0399944,0,0,0,0.0309433,0,0.0337515,0,0,0.0220626,0,0,0.0632503,0.0368522,0.0220794,0.033358,0.0490461,0.0359694,0.0347955,0.0444961,0.0265137,0.0330729,0.0386694,0.0240327,0.0269567,0.0319157,0.042497,0.021679,0.0277447,0.0542074,0,0.0263045,0.0493053,0.0377281,0,0,0.0140515,0,0,0.0173868,0.0557792,0.0401348,0.0270037,0.0226893,0.0422669,0.0360639,0.0357148,0.0599764,0.0266677,0.0611106,0.0504595,0.0458472,0.0187898,0.0352123,0.0116631,0.00584285,0.0490789,0.0672913,0,0,0,0,0,0,0,0,0,0.0413056,0.0104925,0.0703508,0,0,0.0390364,0.0507899
130,0.0507247,0.0398958,0,0,0,0.030342,0,0.033899,0,0,0.0225602,0,0,0.0637928,0.0365891,0.0217507,0.0341056,0.0498299,0.0368041,0.0344296,0.0445969,0.0259586,0.0328672,0.0387588,0.023831,0.0265806,0.0328878,0.0418051,0.0217192,0.0284241,0.0545173,0,0.0249101,0.0481059,0.0377869,0,0,0.0146088,0,0,0.0173866,0.0558429,0.0375414,0.027129,0.0249626,0.043307,0.0364287,0.0358123,0.0601037,0.0267988,0.0603171,0.0497572,0.0450676,0.016337,0.0346621,0.0111376,0.00628205,0.0490816,0.0671409,0,0,0,0,0,0,0,0,0,0.0408804,0.0105981,0.0702813,0,0,0.0395367,0.0512689
131,0.0502986,0.0397316,0,0,0,0.0299369,0,0.0342911,0,0,0.0225319,0,0,0.0634604,0.0360347,0.0220493,0.0342881,0.0498583,0.0365004,0.0339394,0.044813,0.0256896,0.0324326,0.0385027,0.0234082,0.02628,0.0336205,0.042054,0.0213637,0.0281388,0.0543874,0,0.023098,0.0502939,0.037883,0,0,0.01488,0,0,0.0172899,0.0564033,0.035427,0.029692,0.0254904,0.0450034,0.0366687,0.0373277,0.0634513,0.0286552,0.0576258,0.0465427,0.0430909,0.0156728,0.0345632,0.01108,0.0065284,0.0495116,0.0661376,0,0,0,0,0,0,0,0,0,0.0418691,0.0107279,0.0691601,0,0,0.0394166,0
132,0.0510282,0.0396946,0,0,0,0.0293375,0,0.0345495,0,0,0.0236485,0,0,0.0646299,0.0353101,0.0220867,0.0350538,0.0516406,0.0390413,0.0339156,0.0448497,0.025626,0.0326215,0.0387969,0.0236554,0.0263653,0.034899,0.0403041,0.0215895,0.0302357,0.0543326,0,0.0210388,0.0461067,0.0376623,0,0,0.0155183,0,0,0.0173385,0.0559541,0.0315514,0.0270857,0.0296165,0.045793,0.0371003,0.0359075,0.060251,0.0274077,0.0580498,0.0472092,0.0433653,0.0149047,0.0338515,0.0107173,0.00716454,0.0494308,0.0674972,0,0,0,0,0,0,0,0,0,0.0409733,0.0116069,0.0692056,0,0,0.0382699,0.0525881
133,0.0505741,0.0395822,0,0,0,0.0291036,0,0.0346752,0,0,0.0234023,0,0,0.0641091,0.0348808,0.0230255,0.0346087,0.0513619,0.0385768,0.0337723,0.0448909,0.0256071,0.0319812,0.0379216,0.023212,0.0263039,0.0352607,0.0407503,0.0210218,0.0297005,0.0538122,0,0.0191335,0.0482724,0.0378062,0,0,0.0155985,0,0,0.0172545,0.0565654,0.0291328,0.0298487,0.0302379,0.047901,0.0371708,0.0372762,0.0633958,0.0292048,0.0555431,0.0438061,0.0411401,0.0153861,0.0339195,0.0106824,0.00726864,0.0497688,0.0667538,0,0,0,0,0,0,0,0,0,0.0421849,0.0115803,0.0679962,0,0,0.038198,0
134,0.0513301,0.0396595,0,0,0,0.0290185,0,0.0346925,0,0,0.0244013,0,0,0.0653058,0.034362,0.0232381,0.0350354,0.0524525,0.0407629,0.0337114,0.0445766,0.0258305,0.0324979,0.0381181,0.0234363,0.0265654,0.0356696,0.039164,0.0215363,0.0314719,0.0545892,0,0.0170292,0.0440229,0.0377726,0,0,0.0161485,0,0,0.0173874,0.0565124,0.0260428,0.0270032,0.0331976,0.0490155,0.0375136,0.0360357,0.0602413,0.0278982,0.0565996,0.044654,0.0416461,0.0168191,0.0332061,0.0100062,0.00774817,0.0493037,0.0683788,0,0,0,0,0,0,0,0,0,0.0414952,0.0120172,0.0682995,0,0,0.0377209,0.0543345
135,0.0514308,0.0397715,0,0,0,0.0291871,0,0.034858,0,0,0.0248917,0,0,0.065586,0.0338703,0.0236143,0.0351303,0.0523301,0.0416436,0.033511,0.0444632,0.0258468,0.0326659,0.0380537,0.0234328,0.0265532,0.0358391,0.0385929,0.021224,0.0319099,0.0556783,0,0.0149816,0.0428738,0.0378726,0,0,0.0163231,0,0,0.0175124,0.0568021,0.0262744,0.0269177,0.0340978,0.0503754,0.0377161,0.0358236,0.060469,0.0279654,0.0566805,0.0441592,0.0419448,0.019239,0.0329921,0.00977989,0.00796705,0.0488421,0.0687908,0,0,0,0,0,0,0,0,0,0.0419159,0.0120499,0.0687286,0,0,0.0377176,0.0549359
136,0.05152,0.039986,0,0,0,0.0294218,0,0.0348881,0,0,0.0251604,0,0,0.0658018,0.033289,0.0238756,0.035256,0.0520737,0.04217,0.0335735,0.0442769,0.0257783,0.0326221,0.0379993,0.0234409,0.0265968,0.0355029,0.0383967,0.0209556,0.0320652,0.0559054,0,0.0139624,0.04182,0.0379213,0,0,0.0163486,0,0,0.0176851,0.0569596,0.0277525,0.0269127,0.0348424,0.0509994,0.0378749,0.0355889,0.060927,0.0280365,0.0570854,0.0443249,0.0427884,0.0222642,0.0329409,0.00980567,0.00809253,0.0481095,0.069114,0,0,0,0,0,0,0,0,0,0.0426653,0.0120023,0.0694555,0,0,0.0374087,0.0552927
137,0.0515581,0.0402182,0,0,0,0.0295928,0,0.0347263,0,0,0.0252168,0,0,0.0658,0.0328862,0.0240272,0.0352913,0.0517628,0.0423881,0.0334877,0.0440545,0.0257393,0.0326,0.0379359,0.0235535,0.0266665,0.0349508,0.0383964,0.0206466,0.0319447,0.0549944,0,0.0139811,0.0406647,0.0379801,0,0,0.0162917,0,0,0.0178828,0.05697,0.0294727,0.026983,0.035782,0.0508089,0.0379312,0.0354296,0.061237,0.0281466,0.057501,0.044783,0.0436376,0.0238995,0.0330164,0.00985322,0.00809432,0.0472868,0.0694356,0,0,0,0,0,0,0,0,0,0.0433279,0.0119361,0.0702693,0,0,0.0374089,0.0553606
138,0.0515552,0.0404277,0,0,0,0.0298492,0,0.0345305,0,0,0.025086,0,0,0.065601,0.0324625,0.02411,0.0352573,0.0512759,0.0423122,0.0331731,0.04381,0.0256567,0.0326788,0.0379366,0.0236518,0.026689,0.0343566,0.0385446,0.0203565,0.0315799,0.0538055,0,0.0143469,0.03938,0.0381129,0,0,0.0161157,0,0,0.0180083,0.0568016,0.0315616,0.0270249,0.0366588,0.050187,0.0380051,0.0354841,0.0613082,0.0282248,0.0581172,0.0452818,0.0445362,0.0251694,0.0332318,0.00992005,0.00794934,0.0468126,0.0697885,0,0,0,0,0,0,0,0,0,0.043752,0.0119133,0.0713463,0,0,0.037969,0.0556348
139,0.0515394,0.0405513,0,0,0,0.0301008,0,0.0343514,0,0,0.0248083,0,0,0.0652926,0.0319826,0.0241909,0.0353958,0.0505378,0.041992,0.0328007,0.0435206,0.0253911,0.0327054,0.0378263,0.0236595,0.0267153,0.0337614,0.0388278,0.020132,0.0310313,0.0528971,0,0.0145918,0.0383086,0.0382562,0,0,0.0158931,0,0,0.0181113,0.0565304,0.0341277,0.0269219,0.0372764,0.04957,0.03797,0.0353084,0.061413,0.028173,0.0591124,0.0457387,0.0455092,0.0278717,0.0335154,0.0101421,0.00769621,0.0467849,0.0701049,0,0,0,0,0,0,0,0,0,0.0440195,0.0119459,0.0725869,0,0,0.0381169,0.056036
140,0.0515639,0.0405287,0,0,0,0.0302776,0,0.034305,0,0,0.0243987,0,0,0.0649519,0.031406,0.0242814,0.0356013,0.0497196,0.0414817,0.032472,0.0432239,0.0250292,0.0326274,0.0376508,0.0236055,0.0266707,0.0330329,0.0392957,0.02001,0.0303373,0.0518663,0,0.014719,0.0372738,0.0383559,0,0,0.0155958,0,0,0.0181633,0.0562463,0.0366797,0.0268162,0.0376064,0.0491725,0.0378716,0.0349485,0.0615713,0.0281781,0.0597986,0.0460533,0.0464008,0.0320773,0.0338318,0.0104901,0.0074144,0.0470027,0.0703844,0,0,0,0,0,0,0,0,0,0.0444354,0.0123757,0.0735664,0,0,0.037981,0.0561977
141,0.0508716,0.0403819,0,0,0,0.0305885,0,0.0345033,0,0,0.0230309,0,0,0.0637159,0.0312325,0.024929,0.0352291,0.0479715,0.0391298,0.0324759,0.0431071,0.0245206,0.0322685,0.0370963,0.0232795,0.0264785,0.0325359,0.0409824,0.0196848,0.0283296,0.05017,0,0.0153111,0.0393532,0.0384582,0,0,0.0150328,0,0,0.0181258,0.0557993,0.0397287,0.0301565,0.0371248,0.0494563,0.0375063,0.0359814,0.0653018,0.0294743,0.0586089,0.0438771,0.0456601,0.0361838,0.0345463,0.0111186,0.00704012,0.0477032,0.069208,0,0,0,0,0,0,0,0,0,0.0453491,0.0127288,0.073613,0,0,0.0381815,0
142,0.0508791,0.0401668,0,0,0,0.031114,0,0.0344204,0,0,0.0226391,0,0,0.0634115,0.030796,0.0250814,0.0352109,0.0472578,0.0383931,0.0323064,0.0427634,0.0243633,0.0323109,0.0369958,0.0233202,0.0266208,0.0317715,0.0414789,0.0197849,0.0278358,0.0485964,0,0.0154665,0.0384825,0.0385339,0,0,0.0148284,0,0,0.0180817,0.0552167,0.0420078,0.0301467,0.0371244,0.049296,0.0372424,0.0358578,0.0653745,0.029548,0.0585232,0.0434115,0.0455919,0.0413578,0.0347945,0.0113267,0.006913,0.0478982,0.0693347,0,0,0,0,0,0,0,0,0,0.0456496,0.0129556,0.073697,0,0,0.0381592,0
143,0.050925,0.0399139,0,0,0,0.0314573,0,0.0343741,0,0,0.0223782,0,0,0.0631387,0.0304621,0.0252787,0.0352013,0.0466822,0.0376624,0.0316553,0.0424472,0.0242027,0.0323217,0.0369189,0.0233717,0.0267653,0.0310782,0.0418346,0.0198878,0.0275196,0.0473231,0,0.0155673,0.0378498,0.0385764,0,0,0.014646,0,0,0.0180012,0.0546553,0.0440009,0.0301774,0.0369781,0.0494566,0.0370084,0.0357644,0.065435,0.0293554,0.0583724,0.0428048,0.0452598,0.0463711,0.0350343,0.0114655,0.00685763,0.0481082,0.0693819,0,0,0,0,0,0,0,0,0,0.045913,0.0130265,0.0736605,0,0,0.0382413,0
144,0.0509436,0.0396475,0,0,0,0.0318626,0,0.0343619,0,0,0.0221798,0,0,0.062878,0.0301785,0.0255285,0.0351937,0.0463029,0.0369492,0.0312606,0.0420667,0.0240415,0.0323238,0.0368337,0.0234415,0.026872,0.0304688,0.0420483,0.0200956,0.0271312,0.0464713,0,0.0155174,0.0375219,0.0386049,0,0,0.0145154,0,0,0.0180844,0.0543346,0.0455871,0.0302946,0.0366114,0.0499152,0.0369397,0.0357432,0.0654119,0.028828,0.0582457,0.0422468,0.0447678,0.0510711,0.0351871,0.0117022,0.00687085,0.048405,0.0693608,0,0,0,0,0,0,0,0,0,0.046109,0.0130586,0.0736991,0,0,0.0382846,0
145,0.0516516,0.0393851,0,0,0,0.0321265,0,0.0342842,0,0,0.0224846,0,0,0.0635066,0.0294016,0.0254728,0.0355359,0.047095,0.0374795,0.0309434,0.0412639,0.024013,0.0327192,0.0371036,0.0237548,0.0270085,0.0296553,0.0413789,0.0209409,0.0280119,0.0461877,0,0.0149517,0.03474,0.0385936,0,0,0.0146855,0,0,0.0182498,0.0545998,0.046528,0.0271138,0.0365988,0.0501491,0.0369563,0.0344626,0.0617646,0.0267881,0.0595718,0.0440561,0.0457067,0.0561616,0.0349048,0.0117032,0.00720242,0.0482773,0.0706235,0,0,0,0,0,0,0,0,0,0.0460421,0.0135076,0.0744286,0,0,0.0378512,0.0548801
146,0.0515697,0.0391336,0,0,0,0.0325347,0,0.0341905,0,0,0.022476,0,0,0.0633211,0.0292171,0.0261459,0.0353189,0.0471368,0.0369587,0.0308029,0.0410498,0.0239164,0.0327766,0.0370353,0.0238562,0.0271824,0.0290207,0.0415635,0.0209276,0.0278402,0.0461397,0,0.0146793,0.0348924,0.0386389,0,0,0.0145591,0,0,0.0182043,0.054763,0.0478873,0.0273603,0.0362561,0.0509246,0.036864,0.0346048,0.0616684,0.0264422,0.0598308,0.044112,0.04575,0.0604321,0.0349453,0.0115384,0.00730137,0.0486016,0.0705135,0,0,0,0,0,0,0,0,0,0.0463135,0.0136377,0.0749611,0,0,0.0377729,0.054679
147,0.0514989,0.0389497,0,0,0,0.0328576,0,0.034231,0,0,0.0224294,0,0,0.0632455,0.0290327,0.0266801,0.035132,0.0472647,0.0364349,0.030731,0.0409034,0.02382,0.0327906,0.037013,0.0238984,0.0273102,0.0285662,0.0416615,0.0210038,0.0278588,0.0465044,0,0.0142968,0.0350674,0.0386173,0,0,0.0144702,0,0,0.018248,0.0544894,0.0491723,0.0276644,0.035744,0.0516475,0.0368434,0.0348159,0.0616485,0.0264888,0.0604875,0.0445789,0.0462037,0.0646762,0.0349174,0.0115271,0.00749797,0.0488224,0.0703515,0,0,0,0,0,0,0,0,0,0.046688,0.0136765,0.0758292,0,0,0.0378119,0.0547913
148,0.0514255,0.038842,0,0,0,0.0331034,0,0.0343322,0,0,0.0223345,0,0,0.0632215,0.0289129,0.0272959,0.0349503,0.0474742,0.0359428,0.0306677,0.0407633,0.0236077,0.0327476,0.0370211,0.023985,0.0274671,0.0281206,0.0417126,0.0212095,0.0278119,0.0474181,0,0.0139949,0.0352096,0.0385669,0,0,0.014483,0,0,0.0184193,0.054321,0.0499843,0.0281223,0.0351496,0.052516,0.036945,0.035066,0.0617869,0.0265389,0.0613743,0.0453259,0.046948,0.0679485,0.0347816,0.0117069,0.00778578,0.0488877,0.0700996,0,0,0,0,0,0,0,0,0,0.047042,0.0136902,0.0769114,0,0,0.0378307,0.0547037
149,0.0513054,0.0388028,0,0,0,0.0332712,0,0.0344977,0,0,0.0222883,0,0,0.0632367,0.0288846,0.0283674,0.0347682,0.0477688,0.0355337,0.0306334,0.040636,0.0233246,0.0327881,0.0369402,0.0241626,0.0277968,0.027504,0.0417694,0.0212406,0.0278348,0.0484858,0,0.013732,0.0353747,0.038527,0,0,0.0145494,0,0,0.0185317,0.0543616,0.0504325,0.0287197,0.0342398,0.0533055,0.0370954,0.0354586,0.0620376,0.0266096,0.0624657,0.0463073,0.0479893,0.0704394,0.0346234,0.0116064,0.00805302,0.0487356,0.069784,0,0,0,0,0,0,0,0,0,0.0474285,0.0138036,0.0780492,0,0,0.0377211,0.0546395
150,0.0511389,0.0388178,0,0,0,0.0335413,0,0.0347029,0,0,0.0222372,0,0,0.0632392,0.0289509,0.0289773,0.0347486,0.0477335,0.0352222,0.0306184,0.0405756,0.02363,0.0327703,0.0366583,0.0241879,0.0279624,0.0269072,0.0418315,0.0213192,0.0277945,0.0495198,0,0.0135194,0.0356536,0.0384492,0,0,0.0145383,0,0,0.01847,0.0545099,0.0508513,0.0292811,0.0329952,0.0540355,0.0372114,0.0360057,0.0622588,0.0269088,0.0636355,0.0474809,0.0490498,0.0721099,0.034505,0.011308,0.00816976,0.0483667,0.0694276,0,0,0,0,0,0,0,0,0,0.047977,0.0140477,0.079097,0,0,0.0374811,0.0546051
151,0.0509842,0.0388258,0,0,0,0.0339033,0,0.0347999,0,0,0.0221698,0,0,0.0631776,0.0290494,0.0291239,0.0347092,0.0474865,0.0350004,0.0305248,0.0404698,0.0237911,0.0327711,0.0363951,0.0240956,0.0279566,0.0263351,0.0418619,0.0212514,0.0279104,0.0504024,0,0.0132577,0.0360841,0.0383328,0,0,0.0144647,0,0,0.0184452,0.054499,0.0508646,0.0299117,0.031662,0.0547088,0.0373455,0.036649,0.0626073,0.0273765,0.0648201,0.0487113,0.05011,0.0728932,0.0343888,0.0112495,0.0082838,0.0478247,0.0691102,0,0,0,0,0,0,0,0,0,0.0485633,0.0142002,0.0800809,0,0,0.0377371,0.0546258
152,0.0507966,0.038759,0,0,0,0.0342006,0,0.0349022,0,0,0.0221092,0,0,0.063039,0.0291594,0.0290895,0.0346504,0.0471436,0.0348205,0.0304015,0.0401546,0.0236343,0.0327221,0.0361564,0.0239921,0.0278579,0.0259096,0.0418746,0.0210312,0.0278933,0.0511284,0,0.0129356,0.0367697,0.0382083,0,0,0.0144673,0,0,0.018581,0.054381,0.0504117,0.0306026,0.0300354,0.0549503,0.0374794,0.0374457,0.0632169,0.0279835,0.0659293,0.0498599,0.0511637,0.0729426,0.0342686,0.0114224,0.00844537,0.0472332,0.0687848,0,0,0,0,0,0,0,0,0,0.04926,0.0144105,0.0809076,0,0,0.0378237,0.0547275
153,0.0506511,0.0386898,0,0,0,0.0346236,0,0.0349067,0,0,0.0220246,0,0,0.0629483,0.0292591,0.029084,0.0345128,0.0468196,0.0346061,0.0301261,0.0397092,0.0234528,0.0326387,0.0359767,0.0240189,0.0279233,0.025361,0.0420349,0.0207506,0.0280683,0.051479,0,0.0127225,0.0373798,0.0381396,0,0,0.0144821,0,0,0.0186538,0.0541742,0.0501326,0.0311711,0.0281751,0.0552243,0.0375337,0.0383876,0.0639161,0.028623,0.0668999,0.0507285,0.0519991,0.0731458,0.0341652,0.0114473,0.00850113,0.0465496,0.0685029,0,0,0,0,0,0,0,0,0,0.0498774,0.0143994,0.0814454,0,0,0.037687,0.0547995
154,0.050468,0.0386361,0,0,0,0.0349212,0,0.0349565,0,0,0.0220018,0,0,0.0627922,0.0293276,0.0291779,0.0343356,0.0463256,0.0343776,0.0297734,0.0394297,0.0234354,0.0325274,0.0357552,0.0240773,0.0278944,0.0250118,0.0421648,0.0205274,0.0280356,0.0517186,0,0.0125264,0.0382432,0.0381125,0,0,0.0144305,0,0,0.0186255,0.0540147,0.049896,0.0317975,0.0259085,0.0554076,0.0375775,0.0394051,0.0647275,0.0294378,0.0677278,0.0514025,0.0527279,0.073302,0.0340253,0.0112746,0.00853435,0.0458149,0.0682122,0,0,0,0,0,0,0,0,0,0.0504757,0.0144664,0.0818702,0,0,0.037595,0.0549404
155,0.0502757,0.0386813,0,0,0,0.0352266,0,0.0349699,0,0,0.0220262,0,0,0.0626496,0.0293991,0.0289205,0.0341638,0.0458063,0.0341202,0.0294679,0.0391676,0.0234,0.0325385,0.0355649,0.0240082,0.0278849,0.0246849,0.0423679,0.0202531,0.0279095,0.0518163,0,0.0125599,0.0390858,0.0381238,0,0,0.0142582,0,0,0.0186482,0.0538115,0.049608,0.0321065,0.0235799,0.0554417,0.0376215,0.0404536,0.0657368,0.0303425,0.0682455,0.0518343,0.0532747,0.0730509,0.0338924,0.0112769,0.00853854,0.0451599,0.0679233,0,0,0,0,0,0,0,0,0,0.0510615,0.0144972,0.0819778,0,0,0.0377598,0.055133
156,0.0500977,0.0387977,0,0,0,0.0355352,0,0.0349574,0,0,0.0220347,0,0,0.0625248,0.0295103,0.0289758,0.0339412,0.0452156,0.0338431,0.0293644,0.0388156,0.0234728,0.0326516,0.035428,0.0240266,0.0279789,0.0240256,0.0424613,0.0200787,0.0277094,0.0514258,0,0.012664,0.0398042,0.0382099,0,0,0.0140394,0,0,0.0188253,0.0535272,0.0494193,0.0320536,0.0212184,0.055448,0.0376891,0.0415759,0.0669164,0.0313884,0.0684581,0.0520449,0.0536291,0.0720247,0.0339568,0.0114039,0.00861168,0.0447076,0.0676916,0,0,0,0,0,0,0,0,0,0.0515186,0.0146959,0.0817186,0,0,0.0381245,0.0554571
