Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
All Timesteps RMSE,0.0492677,0.039032,0,0,0,0.0418067,0,0.0310379,0,0,0.0225721,0,0,0.0616531,0.0396162,0.0307564,0.0301328,0.0481844,0.0333167,0.0326859,0.0437477,0.0260128,0.0336042,0.0361176,0.0258278,0.0273813,0.0332765,0.0426759,0.019846,0.0261225,0.0493284,0,0.021524,0.0516572,0.0389152,0,0,0.0147816,0,0,0.018286,0.0498074,0.0384187,0.033258,0.0229177,0.0488557,0.0389108,0.0426511,0.0617001,0.0351354,0.0616763,0.0454361,0.0485755,0.0346193,0.0331969,0.0101627,0.00803925,0.0467124,0.0659477,0,0,0,0,0,0,0,0,0,0.0437038,0.0156194,0.0730204,0,0,0.0416929,0.05141
0,0.048168,0.04125,0,0,0,0.0300967,0,0.0347836,0,0,0.0204609,0,0,0.0595042,0.035809,0.0304091,0.0387532,0.0514014,0.0299752,0.0348442,0.0446922,0.0276904,0.0308701,0.0341101,0.0222763,0.0276931,0.036476,0.0475734,0.0215322,0.0225682,0.0461015,0,0.0229837,0.0560407,0.0403762,0,0,0.0141784,0,0,0.0179532,0.0579317,0.0405606,0.0223802,0.0143861,0.0399585,0.0389697,0.037116,0.060265,0.0274482,0.0606835,0.0430511,0.0471978,0.0229098,0.034958,0.00959993,0.00592042,0.050807,0.0656359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0478695,0.0415837,0,0,0,0.0310758,0,0.0344231,0,0,0.0204935,0,0,0.0591247,0.0373253,0.0294216,0.0345465,0.0504204,0.0293088,0.0350409,0.0442562,0.0282865,0.0317514,0.0363172,0.0230831,0.0284625,0.0372194,0.0478496,0.0213232,0.0218551,0.0468067,0,0.0232389,0.0573047,0.0403012,0,0,0.0139864,0,0,0.0179633,0.0555304,0.0435308,0.0246627,0.0139799,0.0411437,0.0386582,0.0379749,0.0640107,0.0270931,0.058737,0.0422926,0.0441205,0.0180119,0.0352756,0.00987822,0.00574938,0.0508625,0.0651399,0,0,0,0,0,0,0,0,0,0.045814,0.0116004,0.0653626,0,0,0,0
2,0.0478276,0.0417712,0,0,0,0.0306671,0,0.0346437,0,0,0.0206422,0,0,0.0592614,0.0368079,0.0295634,0.0347654,0.0500185,0.0293931,0.0346648,0.0440728,0.0277358,0.0310961,0.0356974,0.0225232,0.0277798,0.0375651,0.0476834,0.0214814,0.0221048,0.0450351,0,0.0231125,0.0562415,0.0403329,0,0,0.0141528,0,0,0.018149,0.0556233,0.0432602,0.0249255,0.0141135,0.0417191,0.0389998,0.0380541,0.0645855,0.0274042,0.0591001,0.0435163,0.0439079,0.0135451,0.0350294,0.00962699,0.00589422,0.0507669,0.0652084,0,0,0,0,0,0,0,0,0,0.0449929,0.0109516,0.0661914,0,0,0,0
3,0.0477554,0.0418754,0,0,0,0.0300564,0,0.0348245,0,0,0.020826,0,0,0.0595603,0.0366504,0.0293274,0.0350787,0.0498578,0.0295025,0.0343029,0.0440327,0.0271723,0.0305788,0.0352047,0.0220264,0.0272765,0.0374124,0.0474707,0.0217317,0.0224428,0.0440424,0,0.0234134,0.0546374,0.0404699,0,0,0.0144611,0,0,0.0183983,0.0555899,0.04298,0.0250945,0.0151703,0.0425467,0.0395003,0.0380898,0.0649262,0.027703,0.0593629,0.044597,0.0438548,0.00961176,0.034681,0.0094216,0.00610976,0.0505106,0.0653653,0,0,0,0,0,0,0,0,0,0.0442321,0.00938301,0.065987,0,0,0,0
4,0.0476427,0.0418956,0,0,0,0.0293826,0,0.0351611,0,0,0.021046,0,0,0.0599782,0.0366639,0.0289975,0.0355317,0.0500225,0.0297184,0.0340024,0.0441155,0.0265004,0.030258,0.0348123,0.0217227,0.0268395,0.0371971,0.0471445,0.0221954,0.0230469,0.0440338,0,0.0237352,0.0530768,0.0406494,0,0,0.0148531,0,0,0.0185978,0.0555747,0.04198,0.0252464,0.0167157,0.0435202,0.0400639,0.0383364,0.0651596,0.0279352,0.0590039,0.0452781,0.0435864,0.0070203,0.0342478,0.00903948,0.00645369,0.0500611,0.0653612,0,0,0,0,0,0,0,0,0,0.0437001,0.00866473,0.0664281,0,0,0,0
5,0.0475186,0.0418444,0,0,0,0.0286132,0,0.0354713,0,0,0.0213023,0,0,0.0604868,0.0365047,0.0285429,0.0359623,0.050474,0.0300266,0.0340009,0.0441723,0.0257555,0.0300696,0.0345324,0.0215727,0.0264189,0.0375068,0.0466701,0.0225168,0.0238104,0.044728,0,0.0235376,0.0516043,0.0408156,0,0,0.0151776,0,0,0.0187388,0.0556259,0.0402956,0.0254035,0.0188931,0.0445285,0.0406868,0.0388375,0.0655228,0.0283315,0.0583699,0.0453606,0.0429993,0.00785018,0.0337847,0.00859097,0.00687749,0.0495854,0.0651582,0,0,0,0,0,0,0,0,0,0.0434078,0.00861849,0.0673727,0,0,0,0
6,0.0475156,0.0417009,0,0,0,0.0280833,0,0.035587,0,0,0.0215211,0,0,0.0609965,0.0359266,0.0281828,0.0363648,0.0512439,0.0305131,0.0343443,0.0440469,0.0251919,0.0299795,0.0343413,0.0213825,0.0260596,0.0379158,0.0460442,0.0226919,0.0247499,0.0457801,0,0.022555,0.0503469,0.0408259,0,0,0.0154719,0,0,0.0188727,0.0557804,0.0381605,0.0254813,0.0215329,0.0455245,0.0411936,0.039485,0.0658938,0.0288078,0.0575774,0.0448504,0.0418724,0.0112778,0.0333114,0.00820378,0.00731766,0.0495485,0.0650404,0,0,0,0,0,0,0,0,0,0.0433249,0.00883953,0.0678425,0,0,0,0
7,0.0476156,0.0415667,0,0,0,0.0275261,0,0.0360102,0,0,0.0217864,0,0,0.0615043,0.0350518,0.0276259,0.0368924,0.0521343,0.0310201,0.0350425,0.0436419,0.0246955,0.0304341,0.0345675,0.0213343,0.0255007,0.0380414,0.0453307,0.0228393,0.0257311,0.0462124,0,0.0210511,0.0490857,0.0407921,0,0,0.0161152,0,0,0.0190131,0.0560837,0.0357992,0.0255831,0.0244018,0.0466648,0.0416928,0.0395606,0.0658554,0.0293758,0.0566535,0.0438336,0.0407138,0.0150806,0.0328344,0.0079318,0.00772729,0.0495964,0.0651727,0,0,0,0,0,0,0,0,0,0.0432843,0,0.0677043,0,0,0,0
8,0.0477991,0.0414709,0,0,0,0.0279842,0,0.0355637,0,0,0.0219634,0,0,0.0619108,0.0345705,0.0283173,0.038059,0.053089,0.0322677,0.0341983,0.0436243,0.0248733,0.0300584,0.0344293,0.0212042,0.0258789,0.0387938,0.0446927,0.0225413,0.0267732,0.0455415,0,0.0192854,0.0481582,0.0406167,0,0,0.0164372,0,0,0.0190052,0.0563001,0.0332376,0.0255771,0.0274187,0.0477346,0.0420261,0.0394583,0.0658551,0.0299448,0.05536,0.0425597,0.0393769,0.0193283,0.0325871,0.00776983,0.00800241,0.0497949,0.065301,0,0,0,0,0,0,0,0,0,0.0433899,0.00944009,0.0671576,0,0,0,0
9,0.0473805,0.0414517,0,0,0,0.0230389,0,0.037426,0,0,0.0217999,0,0,0.0614562,0.0340809,0.0288564,0.0386861,0.0532715,0.0320614,0.0372127,0.0417176,0.0242297,0.0317442,0.0339357,0.0222587,0.0247842,0.0459726,0.0451153,0.0222468,0.0259687,0.0431037,0,0.0167041,0.0502137,0.040576,0,0,0.0164548,0,0,0.0187163,0.0555263,0.0304088,0.0288635,0.028,0.049334,0.0419575,0.0440998,0,0.0316062,0.0529801,0.0369323,0.0372657,0.0211041,0.032825,0.00786567,0.00788884,0.0503694,0.0642972,0,0,0,0,0,0,0,0,0,0.0438644,0,0.0665705,0,0,0,0
10,0.0474348,0.0414258,0,0,0,0.0273593,0,0.0360497,0,0,0.021911,0,0,0.0617409,0.0346041,0.0294369,0.0380016,0.0534787,0.0328474,0.0345571,0.0431151,0.0250722,0.0302571,0.0341949,0.021316,0.0261745,0.0400509,0.0445941,0.0223415,0.0261371,0.0421877,0,0.014725,0.0488045,0.040725,0,0,0.0166417,0,0,0.0189226,0.0557402,0.0286134,0.0291515,0.0301592,0.0513781,0.0423335,0.0435848,0,0.0310872,0.0525093,0.0360397,0.0369268,0.0268277,0.0324212,0.00762824,0.00839521,0.0502546,0.0647859,0,0,0,0,0,0,0,0,0,0.0434124,0.00875482,0.0663223,0,0,0,0
11,0.0474435,0.0415028,0,0,0,0.029168,0,0.0355412,0,0,0.021983,0,0,0.0619888,0.0347098,0.0298367,0.0378537,0.0533918,0.0334056,0.0339003,0.0438223,0.0253216,0.0298071,0.0342951,0.0209393,0.0269462,0.0376259,0.0442258,0.0221695,0.0266668,0.0451969,0,0.0155739,0.0473728,0.0407876,0,0,0.0168367,0,0,0.0191139,0.0559738,0.0335147,0.0292835,0,0.0532522,0.0425247,0.0419913,0,0.0296698,0.0510234,0.0342605,0.0355761,0.0347007,0.0321298,0.00741264,0.00862337,0.0500003,0.0650977,0,0,0,0,0,0,0,0,0,0.0436866,0.0110812,0.0649946,0,0,0,0
12,0.0474716,0.0416291,0,0,0,0.0223178,0,0.0380403,0,0,0.0218648,0,0,0.0620951,0.0329395,0.0295562,0.0382589,0.0532416,0.0335874,0.0371569,0.0405371,0.0243922,0.0322581,0.0338697,0.0227458,0.0257512,0.0473769,0.044277,0.0221822,0.0270969,0.0447304,0,0.0113612,0.0470292,0.0407136,0,0,0.0168102,0,0,0.0191147,0.0562033,0.0314077,0.0292561,0.0319809,0.0542682,0.0423768,0.0428827,0,0.0304309,0.053585,0.036251,0.0387931,0.0405106,0.0321344,0.00737645,0.00836882,0.0496586,0.0651692,0,0,0,0,0,0,0,0,0,0.0453708,0,0.068403,0,0,0,0
13,0.0480883,0.0417106,0,0,0,0.0256722,0,0.0377656,0,0,0.0222173,0,0,0.0629124,0.0325289,0.0295989,0.038532,0.0533414,0.0348724,0.0353354,0.0412449,0.0245929,0.030814,0.0342489,0.0217257,0.0256421,0.0402761,0.043286,0.0227311,0.0280731,0.0564063,0,0.0171862,0.0430584,0.0407794,0,0,0.0171694,0,0,0.0195024,0.0574602,0.0313495,0.0260913,0.0373204,0.0539616,0.0427716,0.0369585,0.0648779,0.0291099,0.0516365,0.038978,0.0364448,0,0.0315819,0.00721286,0.00857378,0.0488127,0.0667476,0,0,0,0,0,0,0,0,0,0.0457977,0,0.0650991,0,0,0,0
14,0.0480549,0.0417576,0,0,0,0.0218081,0,0.037991,0,0,0.0219836,0,0,0.0626688,0.0309935,0.0299706,0.0391424,0.0529925,0.0346978,0.0362894,0.0399536,0.0237397,0.032341,0.0337259,0.0226822,0.0256636,0.04665,0.0434912,0.022566,0.0275244,0.0452343,0,0.0129159,0.0421405,0.0410018,0,0,0.0170942,0,0,0.0195988,0.0576979,0.0372906,0.0256821,0.0355253,0.0532634,0.0426892,0.0371434,0.0662504,0.0289478,0.0559548,0.0411683,0.0419607,0.0519777,0.0317543,0.00753745,0.00850547,0.0485287,0.0671533,0,0,0,0,0,0,0,0,0,0.0477399,0,0.0704364,0,0,0,0
15,0.0480884,0.0419152,0,0,0,0.0345418,0,0.0368439,0,0,0.0214924,0,0,0.0622525,0.0344037,0.0353065,0.0449223,0.0533667,0.0341219,0.0331072,0.0483614,0.0227609,0.0245807,0.0300123,0.0160381,0.0252367,0.0285554,0.0442886,0.0225931,0.0268433,0,0,0.0374596,0.0413971,0.04002,0,0,0.0160498,0,0,0.0192205,0.0581231,0.0133577,0.0244765,0.0482941,0.0505092,0.0407838,0.0334408,0.0644868,0.0292886,0.0419336,0.0343777,0.0241078,0,0.032991,0.00849358,0.0074213,0.0491442,0.0659807,0,0,0,0,0,0,0,0,0,0.0523548,0.0904776,0.0532442,0,0,0,0
16,0.0481771,0.0419186,0,0,0,0.0340287,0,0.0341541,0,0,0.0217203,0,0,0.0621235,0.0329512,0.0299484,0.0369423,0.0513017,0.0337142,0.0309587,0.0430117,0.0266433,0.030445,0.0356465,0.0214541,0.0285254,0.0306799,0.0443118,0.0226202,0.0264052,0.0574994,0,0.0164602,0.0400278,0.041501,0,0,0.0165224,0,0,0.0198305,0.0554467,0.0408189,0.0264301,0.039501,0.0512762,0.0425923,0.0359755,0.0656072,0.0276239,0.0539722,0.0413958,0.0392552,0,0.0321894,0.0078695,0.00834966,0.0485912,0.0678184,0,0,0,0,0,0,0,0,0,0.0454871,0,0.0675596,0,0,0,0
17,0.0484935,0.0419493,0,0,0,0.0352439,0,0.0341325,0,0,0.0217189,0,0,0.0621755,0.0345961,0.0280245,0.0361344,0.0508282,0.0335322,0.033743,0.0423993,0.0261559,0.0313504,0.0366752,0.0219522,0.0281022,0.0265492,0.0444782,0.0231858,0.0261583,0,0,0.0317712,0.0387941,0.0413424,0,0,0.0163817,0,0,0.0196691,0.0532846,0.0147539,0.0257654,0.0468804,0.0501002,0.0421283,0.0335099,0.0647116,0.0271166,0.0458695,0.0390767,0,0,0.0324551,0.00812184,0.00781211,0.0484531,0.0682745,0,0,0,0,0,0,0,0,0,0.0436569,0,0.0569329,0,0,0,0
18,0.0481138,0.0418634,0,0,0,0.0371177,0,0.0336492,0,0,0.021587,0,0,0.0613847,0.0355738,0.02726,0.037401,0.0495925,0.0323165,0.0377253,0.0719396,0.0236606,0.0314004,0.0367097,0.0216665,0.0274084,0.0207425,0.0453142,0.0226805,0.0247686,0.0599318,0,0.0162948,0.0367705,0.041619,0,0,0.0160403,0,0,0.0195181,0.0539274,0.0456933,0.0261005,0.0399802,0.0500289,0.0420613,0.0361297,0.0661535,0.0275382,0.0547862,0.0413069,0.0402762,0,0.0328149,0.00830771,0.00778993,0.0485388,0.0679187,0,0,0,0,0,0,0,0,0,0.0447834,0.0160923,0.068655,0,0,0,0
19,0.0481474,0.041713,0,0,0,0.0354872,0,0.0350557,0,0,0.0216985,0,0,0.0612574,0.0346092,0.026197,0.0371574,0.0489457,0.031481,0.0389135,0.0697081,0.0231614,0.0328102,0.0371091,0.0227915,0.0269858,0.0205384,0.0455762,0.0230047,0.0241117,0.0600208,0,0.0158823,0.0362639,0.0418302,0,0,0.0159787,0,0,0.019406,0.0535686,0.0469477,0.0262529,0.0400262,0.0502894,0.0421,0.0357346,0.0659119,0.0274113,0.0544365,0.0409726,0.0397759,0,0.0329075,0.00822841,0.00797818,0.0484326,0.0681263,0,0,0,0,0,0,0,0,0,0.0445164,0,0.0687869,0,0,0,0
20,0.0481959,0.0414855,0,0,0,0.03438,0,0.0348907,0,0,0.0217177,0,0,0.0613607,0.0324238,0.0281469,0.0374155,0.0488485,0.0311756,0.0329158,0.0418096,0.0241505,0.0313797,0.0359673,0.0223776,0.0274491,0.0257386,0.045836,0.0230091,0.0237646,0.0605358,0,0.0150849,0.0378917,0.0417265,0,0,0.0158239,0,0,0.0192462,0.0534181,0.0475181,0.0262408,0.039649,0.050544,0.0416794,0.0351026,0.0657962,0.0273258,0.0541898,0.0408796,0.0394675,0,0.0331987,0.00842234,0.00790782,0.0485457,0.0680032,0,0,0,0,0,0,0,0,0,0.0458026,0,0.0689447,0,0,0,0
21,0.0477024,0.0412525,0,0,0,0.0333343,0,0.0347798,0,0,0.0221699,0,0,0.060975,0.0301657,0.0280117,0.03623,0.04804,0.0306645,0.0311557,0.041286,0.0239003,0.0320135,0.0366982,0.0230909,0.0277186,0.0273945,0.0457712,0.023008,0.0235734,0.0424178,0,0.0227837,0.0364918,0.0426917,0,0,0.0157556,0,0,0.0198217,0.0549551,0.0575737,0.027052,0.0384143,0.0521001,0.0424392,0.0355269,0.0675412,0.0264744,0.058195,0.0383379,0.0442562,0.0657863,0.0331894,0.00794858,0.00817689,0.0488275,0.0681904,0,0,0,0,0,0,0,0,0,0.046447,0.0121007,0.0769058,0,0,0.038489,0
22,0.0482721,0.0410409,0,0,0,0.0343681,0,0.0350183,0,0,0.0217914,0,0,0.0611822,0.0316599,0.0282565,0.0354424,0.048441,0.0309166,0.0312336,0.0412813,0.0245758,0.0320043,0.0365511,0.0231946,0.0278531,0.0265651,0.0458438,0.0232877,0.0236834,0.0614629,0,0.0142998,0.0382238,0.0416431,0,0,0.0158225,0,0,0.019172,0.053156,0.0477505,0.0266945,0.0386415,0.0522329,0.0414979,0.0355673,0.0652401,0.0271784,0.0546012,0.0414077,0.0394944,0,0.0332424,0.00846796,0.00815521,0.0491633,0.0678067,0,0,0,0,0,0,0,0,0,0.045659,0.0137836,0.0698288,0,0,0.0381938,0
23,0.0482703,0.0407594,0,0,0,0.0348005,0,0.0350511,0,0,0.0217343,0,0,0.0610615,0.0313844,0.0284449,0.0351851,0.0483492,0.030665,0.0313118,0.0404932,0.0243292,0.0321202,0.0363802,0.0233783,0.0278985,0.0257445,0.0457809,0.0234465,0.0236807,0.0619908,0,0.0139828,0.0384935,0.0414326,0,0,0.0156783,0,0,0.0190923,0.0532921,0.047382,0.0273688,0.0385909,0.0532819,0.0413458,0.0358391,0.0652098,0.0273135,0.0554127,0.0420643,0.039981,0,0.0333143,0.00847884,0.00818525,0.0495484,0.0675299,0,0,0,0,0,0,0,0,0,0.0460356,0.0139863,0.0707022,0,0,0.0374853,0
24,0.0481725,0.0405718,0,0,0,0.0346237,0,0.0348416,0,0,0.02173,0,0,0.0609127,0.0301772,0.0289864,0.0356788,0.0481935,0.0303408,0.0308259,0.0404643,0.0235747,0.0320152,0.0359708,0.0232975,0.0278705,0.0257508,0.0457341,0.0234235,0.0235833,0.0513575,0,0.0133365,0.0377611,0.0415133,0,0,0.0154941,0,0,0.0191899,0.0542812,0.0519491,0.027887,0.0355889,0.0545456,0.0416077,0.036725,0.0663871,0.0274659,0.0602121,0.0440376,0.0456282,0.0785303,0.0331892,0.00838321,0.00853994,0.0496965,0.0673201,0,0,0,0,0,0,0,0,0,0.0472256,0.013127,0.0763288,0,0,0.0374019,0
25,0.0475351,0.0405092,0,0,0,0.0344383,0,0.03476,0,0,0.0220514,0,0,0.0605662,0.0290304,0.0294,0.0352718,0.0475642,0.0301051,0.0302757,0.0397147,0.023373,0.0322488,0.0359842,0.023473,0.0279717,0.0256558,0.0456395,0.0234809,0.0237174,0.0433064,0,0.0217216,0.0379475,0.0420428,0,0,0.0151285,0,0,0.0196453,0.0551633,0.0568621,0.0293934,0.0359316,0.0558283,0.0420867,0.0366681,0.0686521,0.0273382,0.0621103,0.0418779,0.0474217,0.0689719,0.0333116,0.00796281,0.00866396,0.0497408,0.06694,0,0,0,0,0,0,0,0,0,0.047792,0.0140746,0.0803652,0,0,0.0372687,0
26,0.0480571,0.040583,0,0,0,0.0361299,0,0.0350643,0,0,0.0215749,0,0,0.0610207,0.0311931,0.0293381,0.0349386,0.0476137,0.0304699,0.0310125,0.038643,0.0242745,0.032344,0.0357344,0.0234476,0.0280554,0.0240249,0.0455133,0.0231675,0.0242547,0.0632947,0,0.0146091,0.0397703,0.0408481,0,0,0.0151863,0,0,0.0189718,0.0531223,0.048457,0.0293396,0.0354124,0.0555728,0.0413608,0.0366164,0.065844,0.0289126,0.058616,0.0452913,0.0433949,0,0.0332383,0.00842775,0.0084743,0.0496719,0.0664185,0,0,0,0,0,0,0,0,0,0.0466577,0.0148305,0.0733662,0,0,0.0371838,0
27,0.0472745,0.0405456,0,0,0,0.0353553,0,0.0346337,0,0,0.0220166,0,0,0.0605356,0.0288744,0.0295372,0.0351415,0.0468317,0.0300886,0.0299857,0.0382424,0.0233382,0.032339,0.0353449,0.0238483,0.0282448,0.0248126,0.045463,0.0230556,0.0242187,0.0437207,0,0.0212175,0.0390077,0.0417606,0,0,0.014959,0,0,0.0196307,0.0546333,0.0569525,0.0309856,0.0330935,0.0568829,0.0421434,0.0386367,0.0698245,0.028719,0.0641621,0.0440881,0.0498955,0.0700059,0.0332177,0.00798161,0.00864923,0.0493877,0.0661626,0,0,0,0,0,0,0,0,0,0.0485748,0.0147086,0.0821462,0,0,0.0372625,0
28,0.0485802,0.0405448,0,0,0,0.0370024,0,0.0350074,0,0,0.0217446,0,0,0.061855,0.0301344,0.0291533,0.0348815,0.0478994,0.0320352,0.0304939,0.0381207,0.0243703,0.0326631,0.0355492,0.0239886,0.0283614,0.0229671,0.0443494,0.0232068,0.0260735,0.0646042,0,0.0151868,0.038484,0.0405991,0,0,0.015727,0,0,0.0188724,0.0533818,0.0500334,0.0276755,0.0330039,0.0560504,0.0415061,0.0364982,0.0624981,0.0290347,0.0620063,0.0491569,0.04614,0,0.0327529,0.00834358,0.0083929,0.0484436,0.0671443,0,0,0,0,0,0,0,0,0,0.04746,0.0157016,0.0746861,0,0,0.0369722,0.0560693
29,0.047014,0.0405637,0,0,0,0.035769,0,0.034579,0,0,0.0219571,0,0,0.0604055,0.0284086,0.0299389,0.0346248,0.0463946,0.0306601,0.0296553,0.0386012,0.0234182,0.0325061,0.0349919,0.0242495,0.0284748,0.0243775,0.0453139,0.0222783,0.0247197,0.0448151,0,0.0209883,0.0399909,0.041652,0,0,0.0152999,0,0,0.0193319,0.0543192,0.0568532,0.0325068,0.0294634,0.0577069,0.0421996,0.0406931,0.0714474,0.0299299,0.0657899,0.0452849,0.0503791,0.0683624,0.0331856,0.00818446,0.00827191,0.0483879,0.0653741,0,0,0,0,0,0,0,0,0,0.0494132,0.0152818,0.0823525,0,0,0.0375198,0
30,0.0483635,0.0407566,0,0,0,0.037689,0,0.0350173,0,0,0.0216959,0,0,0.061702,0.0299883,0.0294423,0.0342619,0.0472359,0.0318249,0.0300956,0.038134,0.0242782,0.0329276,0.0352767,0.0243525,0.0284476,0.022482,0.0444415,0.0228932,0.0261795,0.0653966,0,0.0157104,0.0394034,0.0404195,0,0,0.0157817,0,0,0.0186695,0.053265,0.051147,0.0292581,0.0290348,0.0566802,0.0415013,0.0380873,0.0637795,0.0300571,0.0639567,0.0503369,0.0470395,0,0.0328155,0.00849522,0.00811727,0.0473482,0.066086,0,0,0,0,0,0,0,0,0,0.0483823,0.0157642,0.0754725,0,0,0.0373572,0.0554542
31,0.0472898,0.0407607,0,0,0,0.0363715,0,0.0346538,0,0,0.0224885,0,0,0.0609742,0.0272861,0.0298354,0.0347292,0.0462175,0.0312803,0.0285041,0.0382539,0.0231412,0.0328222,0.0348997,0.0246652,0.0284204,0.0237067,0.0442585,0.022807,0.0261143,0.0459437,0,0.0206624,0.0387244,0.0416983,0,0,0.0154126,0,0,0.0193122,0.0548957,0.057336,0.0311585,0.0256103,0.0578332,0.042322,0.0403642,0.0690684,0.029996,0.0680195,0.0481537,0.0521564,0.071842,0.0330311,0.00809158,0.0080051,0.0467848,0.066127,0,0,0,0,0,0,0,0,0,0.0508971,0.0152123,0.0834994,0,0,0.0376004,0.0591862
32,0.0471971,0.0408011,0,0,0,0.0364537,0,0.0344731,0,0,0.0225313,0,0,0.0608086,0.027173,0.0300203,0.0346183,0.0458097,0.0310301,0.0282912,0.0379593,0.0230739,0.0328406,0.0347787,0.0248198,0.028464,0.0234912,0.044252,0.0226301,0.0260802,0.0459321,0,0.0200866,0.039424,0.0416652,0,0,0.0152716,0,0,0.0192734,0.0548929,0.0568747,0.0318027,0.0234894,0.0579098,0.0422102,0.0413789,0.0702303,0.0308122,0.0682379,0.0480869,0.0527527,0.0719971,0.0330827,0.00820711,0.0078866,0.0466065,0.0660735,0,0,0,0,0,0,0,0,0,0.0513977,0.0153906,0.0836118,0,0,0.0377748,0.0595622
33,0.0471854,0.0407419,0,0,0,0.0366748,0,0.0344725,0,0,0.0225787,0,0,0.060639,0.0271021,0.0304427,0.034188,0.045344,0.0308037,0.0277974,0.0377516,0.0229824,0.0328744,0.0347012,0.0249585,0.0286079,0.0231415,0.0443549,0.0224452,0.026005,0.0456469,0,0.0194077,0.0401507,0.0416325,0,0,0.0152435,0,0,0.0192574,0.0548216,0.0557791,0.0323872,0.0212922,0.057958,0.0420845,0.0423645,0.0716133,0.0317595,0.0684757,0.0481336,0.0532666,0.0710918,0.0332137,0.00834759,0.00776572,0.0466831,0.0658854,0,0,0,0,0,0,0,0,0,0.0517338,0.0156535,0.0841456,0,0,0.0378186,0.0596451
34,0.0475249,0.0408014,0,0,0,0.0370937,0,0.0339212,0,0,0.0222082,0,0,0.0606653,0.027645,0.030509,0.0340284,0.0448952,0.0306627,0.0280497,0.0375003,0.0232112,0.0331911,0.0346981,0.0253201,0.0290532,0.0232557,0.0447509,0.0220867,0.0256257,0.0445667,0,0.0192657,0.0412408,0.0413328,0,0,0.0152705,0,0,0.019149,0.0540369,0.0547393,0.0326888,0.0191784,0.0577267,0.0416539,0.0435934,0.073418,0.03255,0.0686622,0.0481678,0.053174,0.0687467,0.0332864,0.00848083,0.00764383,0.0468768,0.0655826,0,0,0,0,0,0,0,0,0,0.0518486,0.0163756,0.0854116,0,0,0.0376995,0.0601804
35,0.0475659,0.0408114,0,0,0,0.0376064,0,0.0336895,0,0,0.0221438,0,0,0.0606053,0.0278348,0.0305209,0.034119,0.0444222,0.0305644,0.0278384,0.0370777,0.0233103,0.0333169,0.0346242,0.0255325,0.0292265,0.0228232,0.0448973,0.0220977,0.0253905,0.0432573,0,0.0184602,0.0420797,0.0413094,0,0,0.0152013,0,0,0.0191531,0.0537753,0.0530257,0.0330705,0.0168522,0.0575932,0.0412745,0.0446828,0.0743504,0.0337468,0.0687985,0.048608,0.0531785,0.0652463,0.0335095,0.00872392,0.00739064,0.0468882,0.0653451,0,0,0,0,0,0,0,0,0,0.0522643,0.0166903,0.084041,0,0,0.0377664,0.0600613
36,0.0482387,0.0408364,0,0,0,0.0393188,0,0.0342949,0,0,0.0215722,0,0,0.0609824,0.0287696,0.030647,0.034133,0.0441167,0.030354,0.0285667,0.0371737,0.0232468,0.0331022,0.0346852,0.0251297,0.0288462,0.0205493,0.0449661,0.0222122,0.0252637,0.0479983,0,0.0116788,0.0427721,0.0404976,0,0,0.015276,0,0,0.0184939,0.0534039,0.048475,0.0325579,0.0136169,0.0568428,0.0406676,0.0446617,0.0720061,0.0353897,0.0687321,0.0517037,0.0537235,0.0692575,0.0335583,0.00906765,0.00730614,0.0468522,0.0654507,0,0,0,0,0,0,0,0,0,0.052264,0.0173286,0.0809678,0,0,0.0375377,0.0577998
37,0.0483151,0.0406759,0,0,0,0.0396702,0,0.0344479,0,0,0.021527,0,0,0.0608699,0.0290288,0.030845,0.0338132,0.0436858,0.0300636,0.0284266,0.0365007,0.0238542,0.0331892,0.0351024,0.025287,0.0289802,0.0199019,0.0450258,0.0221043,0.0251795,0.0454147,0,0.0120476,0.0435662,0.040323,0,0,0.0150206,0,0,0.0182477,0.0532853,0.0468086,0.0329357,0.0117662,0.0565389,0.0402265,0.0455875,0.072683,0.0368285,0.0684953,0.0512475,0.0537677,0.0617535,0.0338646,0.00904044,0.00711803,0.0467766,0.0654954,0,0,0,0,0,0,0,0,0,0.0521456,0.0178084,0.0802719,0,0,0.0373926,0.0580692
