Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,,x76
770,0.038237,0.03003,0,0,0,0,0,0.0252089,0,0.0330424,0.0474584,0,0,0.0232733,0,0,0.0501014,0.0466776,0.0450548,0.014434,0.0281159,0.0578034,0.025886,0.0339674,0.0529734,0.0471803,0.0157413,0.0347521,0.0341039,0.0220615,0.0247805,0.0831986,0.0502279,0.0105813,0.0107787,0.0291992,0,0.0157157,0,0.0334897,0,0,0.0217168,0,0,0.0171833,0.0537266,0.0475133,0.0130122,0.0421078,0.0599771,0.0443703,0.0281723,0.0641379,0.0719855,0.0402185,0.0658202,0.0463601,0.0485961,0.0759366,0.0501883,0.0283253,0.001627,0.00244045,0.0394027,0.0817782,0,0,0,0,0,0,0,0,0,0,0
771,0.0384381,0.0300964,0,0,0,0,0,0.0252387,0,0.0330303,0.0473447,0,0,0.0231485,0,0,0.0499513,0.0463856,0.0451144,0.0144438,0.0278891,0.0576081,0.0258532,0.0336836,0.0526749,0.0472393,0.015876,0.034561,0.0340256,0.0219961,0.0247606,0.0834206,0.0502233,0.0105625,0.0107447,0.0291857,0,0.0156383,0,0.0337095,0,0,0.022005,0,0,0.016992,0.0531789,0.0473806,0.0128513,0.0419578,0.0597727,0.044282,0.0279775,0.064039,0.072121,0.0401133,0.0657673,0.0464215,0.0487285,0.0759055,0.0501376,0.028442,0.00164278,0.00259433,0.0391428,0.0817412,0,0,0,0,0,0,0,0,0,0,0
772,0.0385126,0.030102,0,0,0,0,0,0.0251856,0,0.0330544,0.0475537,0,0,0.0229729,0,0,0.0498916,0.0461597,0.0451127,0.014424,0.0278013,0.057483,0.0258749,0.0333314,0.0521998,0.0474724,0.01613,0.034434,0.0339655,0.0218875,0.0247336,0.0835355,0.0501181,0.0105133,0.0108332,0.0291752,0,0.0155911,0,0.0338606,0,0,0.0223935,0,0,0.0168058,0.053014,0.0472551,0.0126595,0.0413585,0.0596249,0.0442046,0.0280951,0.0639481,0.0722114,0.0402089,0.0654403,0.0464348,0.0487221,0.0759561,0.0500194,0.0285203,0.00171384,0.00303631,0.0389679,0.0814557,0,0,0,0,0,0,0,0,0,0,0
773,0.0384859,0.0300951,0,0,0,0,0,0.0250455,0,0.0330384,0.047738,0,0,0.0227764,0,0,0.0498922,0.0461642,0.0448644,0.0144004,0.0279134,0.0574464,0.0260199,0.0334442,0.0523696,0.0473042,0.0160633,0.0345671,0.0341747,0.0220169,0.024708,0.0835425,0.0500156,0.0105078,0.0109771,0.0292633,0,0.0155799,0,0.0338882,0,0,0.022713,0,0,0.0167274,0.0527656,0.0472515,0.012518,0.0410963,0.0595439,0.0441114,0.0283398,0.0640895,0.0722751,0.0407045,0.0654216,0.0464552,0.0486426,0.076493,0.0501377,0.0285881,0.00178366,0.00344641,0.0389857,0.0814893,0,0,0,0,0,0,0,0,0,0,0
774,0.038067,0.0300804,0,0,0,0,0,0.0252975,0,0.0341056,0.0473794,0,0,0.0225043,0,0,0.0500252,0.0461836,0.0459893,0.0161448,0.0262553,0.0577427,0.0269215,0.0336798,0.0552431,0,0.0155176,0.0327237,0.0324749,0.0202794,0.0230599,0.0832194,0.0499675,0.0106549,0.0111878,0.0293207,0,0.0155032,0,0.0331947,0,0,0.0229696,0,0,0.0166367,0.0520156,0.0471725,0.0128036,0.0403716,0.0591037,0.0435236,0.0291309,0.0650354,0.0733907,0.0422811,0.0648974,0.0462846,0.0485429,0.0771396,0.0509651,0.0289945,0.00242401,0.00330667,0.0394891,0.0807956,0,0,0,0,0,0,0,0,0,0,0
775,0.0387326,0.0298298,0,0,0,0,0,0.025102,0,0.0332291,0.0473267,0,0,0.0221795,0,0,0.0503962,0.0456129,0.0449925,0.0145718,0.0285367,0.0572003,0.0262004,0.0331995,0.0523688,0.0474974,0.0159416,0.0344954,0.0342993,0.0221572,0.0247414,0.0838629,0.0499209,0.0102851,0.0118883,0.0293382,0,0.0153378,0,0.0339365,0,0,0.0229007,0,0,0.0171363,0.0532034,0.0468877,0.0130172,0.0409224,0.0595006,0.0442312,0.0282693,0.0643613,0.0725704,0.0417319,0.0659177,0.0465439,0.0488684,0.0769681,0.0500212,0.0284524,0.0022051,0.00364588,0.0391465,0.0814148,0,0,0,0,0,0,0,0,0,0,0
776,0.0387408,0.0295667,0,0,0,0,0,0.0250685,0,0.0330526,0.0469985,0,0,0.0224837,0,0,0.0505557,0.0457302,0.0447849,0.0144901,0.0282715,0.0571624,0.0266622,0.0334699,0.0525101,0.0469353,0.0156963,0.0346613,0.0344103,0.0222641,0.0248415,0.0839154,0.0498202,0.0107281,0.0114035,0.0293482,0,0.0152398,0,0.0339164,0,0,0.0227683,0,0,0.0172942,0.053753,0.0467109,0.0131542,0.0403811,0.0594531,0.0442249,0.0285397,0.0648251,0.0727888,0.0418844,0.066222,0.0466221,0.0488036,0.0766138,0.050011,0.0283023,0.00240134,0.00370449,0.039174,0.0811904,0,0,0,0,0,0,0,0,0,0,0
777,0.0384615,0.029326,0,0,0,0,0,0.0250509,0,0.0327958,0.0470076,0,0,0.0223779,0,0,0.0507757,0.0456033,0.044781,0.0144944,0.0283875,0.0571068,0.0267679,0.033393,0.0526972,0.0469427,0.0156357,0.0349721,0.0344976,0.0223296,0.0249742,0.0838176,0.0497383,0.0107265,0.0116828,0.0293603,0,0.0151146,0,0.0338296,0,0,0.0225952,0,0,0.0172746,0.0536387,0.0465037,0.0133215,0.0398965,0.0594438,0.0442689,0.0288525,0.0649549,0.0729183,0.0420841,0.0662084,0.0467249,0.0489304,0.0766789,0.0498704,0.0281247,0.00257303,0.00377801,0.0391732,0.080976,0,0,0,0,0,0,0,0,0,0,0
778,0.0382598,0.0291625,0,0,0,0,0,0.025071,0,0.0326746,0.0472132,0,0,0.0222587,0,0,0.0509736,0.0452597,0.0449719,0.0146399,0.0283961,0.057078,0.0266682,0.0330836,0.0524568,0.047364,0.0157072,0.0350875,0.0345078,0.0223267,0.0251078,0.0837432,0.0496933,0.0106166,0.0121816,0.0293507,0,0.014976,0,0.0336878,0,0,0.022359,0,0,0.0171641,0.0530542,0.0462264,0.013452,0.0395783,0.0594504,0.0442983,0.02894,0.064946,0.0729627,0.0422821,0.0659463,0.0468197,0.0492731,0.0767957,0.0496164,0.0279555,0.00272806,0.0038836,0.039146,0.0808179,0,0,0,0,0,0,0,0,0,0,0
779,0.0381508,0.029063,0,0,0,0,0,0.0250146,0,0.0325416,0.0472386,0,0,0.0220922,0,0,0.0511003,0.0450818,0.0447263,0.0146659,0.0282143,0.0570635,0.0267053,0.0330489,0.052162,0.0473817,0.0156121,0.0351034,0.034699,0.0224437,0.0251713,0.0837139,0.0497524,0.010481,0.0128171,0.0293296,0,0.0148697,0,0.0333616,0,0,0.0221444,0,0,0.0170549,0.0527804,0.0459969,0.0136652,0.0390968,0.0594818,0.0443301,0.0290446,0.0651267,0.073108,0.0424672,0.0660865,0.0468419,0.0493516,0.076886,0.0493959,0.0278331,0.00286203,0.00395876,0.0390511,0.0806718,0,0,0,0,0,0,0,0,0,0,0
780,0.0382078,0.0290135,0,0,0,0,0,0.0249927,0,0.0324754,0.0475209,0,0,0.021968,0,0,0.0510685,0.0447156,0.0447882,0.0148599,0.028319,0.0570412,0.0266767,0.032732,0.0519641,0.0481257,0.0157722,0.0350249,0.0347656,0.0225439,0.0252747,0.0835608,0.0498035,0.010541,0.0125257,0.0293176,0,0.0147104,0,0.0332263,0,0,0.0219908,0,0,0.0171068,0.0525169,0.045734,0.0138341,0.0386205,0.0594833,0.0443764,0.0291042,0.0651186,0.073155,0.042354,0.0658878,0.0469738,0.0492817,0.0770336,0.0490164,0.0277268,0.00298673,0.00406957,0.0389475,0.0805754,0,0,0,0,0,0,0,0,0,0,0
781,0.0381698,0.0290421,0,0,0,0,0,0.0249048,0,0.0323974,0.0474616,0,0,0.0218985,0,0,0.0509378,0.0444948,0.0449175,0.0148835,0.0281699,0.056983,0.0266365,0.0326154,0.0521834,0.0482246,0.0158134,0.0350759,0.0349015,0.0226648,0.0253757,0.0833725,0.0497246,0.0104994,0.0123263,0.0293312,0,0.0146005,0,0.033189,0,0,0.0219157,0,0,0.0172232,0.0522391,0.0454632,0.0140069,0.0381724,0.0594019,0.044373,0.0290869,0.0651948,0.0732578,0.0421889,0.0658073,0.0470814,0.0494109,0.0771247,0.0486662,0.0276457,0.0031057,0.0042915,0.0388716,0.0803875,0,0,0,0,0,0,0,0,0,0,0
782,0.0380374,0.0291333,0,0,0,0,0,0.0247277,0,0.032168,0.047032,0,0,0.0218811,0,0,0.0507389,0.0444858,0.0444863,0.01475,0.0277809,0.0568673,0.0267508,0.0328867,0.05258,0.0473816,0.0155149,0.0352337,0.0351694,0.022761,0.0253519,0.0832471,0.0496414,0.0103784,0.0123994,0.0293828,0,0.0145399,0,0.0330924,0,0,0.0218462,0,0,0.0173617,0.0518717,0.0453053,0.0141483,0.0376658,0.0593042,0.0442865,0.0294241,0.0654128,0.0734474,0.042446,0.0658203,0.0471466,0.0498007,0.0771748,0.0484759,0.0276019,0.00332085,0.00459871,0.038803,0.0800801,0,0,0,0,0,0,0,0,0,0,0
783,0.0379247,0.0292296,0,0,0,0,0,0.0246106,0,0.0320257,0.0468149,0,0,0.0219102,0,0,0.0505798,0.0443346,0.0439187,0.0147014,0.0275812,0.0567878,0.0267785,0.0330201,0.0527124,0.0471437,0.0151219,0.0354695,0.0354289,0.0227679,0.0252673,0.0829506,0.0495667,0.010291,0.0124406,0.0294043,0,0.0144807,0,0.0330772,0,0,0.0217573,0,0,0.0175939,0.0516413,0.0450991,0.014224,0.0370539,0.0592292,0.0442736,0.0295405,0.0656377,0.0737581,0.0427396,0.0659598,0.0471739,0.050061,0.0770918,0.0481359,0.0275338,0.00363177,0.00477394,0.0387752,0.0798723,0,0,0,0,0,0,0,0,0,0,0
784,0.0379819,0.0293317,0,0,0,0,0,0.0245786,0,0.0319791,0.0467824,0,0,0.0219378,0,0,0.0504113,0.0440883,0.0435322,0.0148476,0.0275625,0.0566825,0.0267448,0.0329857,0.0530032,0.0472197,0.0147006,0.0356652,0.0356376,0.0228919,0.0252443,0.0824493,0.0495594,0.0102265,0.0123437,0.0294004,0,0.0144858,0,0.0331017,0,0,0.0216939,0,0,0.0178336,0.0515419,0.0448897,0.0142868,0.036408,0.0591951,0.0442735,0.0296413,0.0658375,0.0741283,0.0429521,0.066272,0.0471584,0.0500692,0.0771284,0.0476233,0.0274773,0.00378063,0.00502556,0.0387544,0.0797175,0,0,0,0,0,0,0,0,0,0,0
785,0.0373807,0.0294736,0,0,0,0,0,0.0248726,0,0.0330333,0.047263,0,0,0.0218327,0,0,0.050355,0.0440608,0.0450272,0.0171644,0.0255252,0.0569795,0.027419,0.0328854,0.0551857,0,0.015045,0.033863,0.0336923,0.0210936,0.0237699,0.0816131,0.049625,0.010234,0.0123277,0.029256,0,0.014395,0,0.0323455,0,0,0.0216911,0,0,0.0177542,0.0507918,0.0446413,0.0144449,0.0349148,0.0585822,0.043559,0.0305187,0.0666987,0.0751193,0.0439723,0.0659077,0.0470009,0.0496739,0.0770756,0.0479254,0.0279192,0.00426707,0.00476041,0.0391306,0.0788166,0,0,0,0,0,0,0,0,0,0,0
786,0.0379808,0.0295567,0,0,0,0,0,0.0245045,0,0.0319233,0.0466061,0,0,0.0220438,0,0,0.0502945,0.043885,0.0436657,0.0151501,0.0271705,0.0564892,0.0267446,0.0325965,0.0524775,0.0474874,0.0154265,0.0358355,0.0356305,0.0230662,0.0253957,0.082133,0.0495041,0.010261,0.0121149,0.0292831,0,0.0141589,0,0.0330458,0,0,0.0213275,0,0,0.0184005,0.0511344,0.0442866,0.0145631,0.0350618,0.0590097,0.0440905,0.0299105,0.0660547,0.0742787,0.0431793,0.0654013,0.0473473,0.0499381,0.0777069,0.0469118,0.0274695,0.0037906,0.00573756,0.0386835,0.0794775,0,0,0,0,0,0,0,0,0,0,0
787,0.0374073,0.0296616,0,0,0,0,0,0.0244773,0,0.032592,0.0474714,0,0,0.021854,0,0,0.0503507,0.0437246,0.044661,0.0175524,0.0252826,0.0567106,0.0272341,0.0329673,0.0551518,0,0.0156742,0.0338708,0.0338051,0.0210883,0.0237701,0.0805973,0.0495456,0.0102866,0.0123128,0.029261,0,0.0140639,0,0.0322788,0,0,0.0215795,0,0,0.0181765,0.0505032,0.0441088,0.0145747,0.033548,0.0583941,0.0433717,0.031164,0.067029,0.0753868,0.0444128,0.0653281,0.0471,0.0497125,0.0781132,0.0470934,0.0279508,0.00426258,0.00528721,0.0391692,0.078658,0,0,0,0,0,0,0,0,0,0,0
788,0.0379388,0.0296719,0,0,0,0,0,0.024073,0,0.0316008,0.0472406,0,0,0.0219453,0,0,0.0504165,0.0437927,0.043263,0.015397,0.0268485,0.056363,0.0264839,0.0327842,0.0523945,0.0481985,0.0159957,0.0358436,0.0358707,0.0231142,0.0254883,0.0809371,0.049386,0.0103857,0.0122259,0.0295106,0,0.0139557,0,0.0330038,0,0,0.0213537,0,0,0.0189487,0.0504945,0.0438914,0.0146786,0.0337148,0.0588175,0.0439395,0.0305441,0.0666158,0.0747597,0.0438071,0.0676866,0.0473646,0.0500655,0.0779556,0.0462497,0.0274772,0.00375844,0.00623632,0.0388403,0.0792429,0,0,0,0,0,0,0,0,0,0,0
789,0.0373188,0.0298467,0,0,0,0,0,0.0240913,0,0.0323586,0.0475582,0,0,0.0216585,0,0,0.0505787,0.043402,0.0441491,0.017726,0.0247842,0.0564832,0.0269755,0.033154,0.0553631,0,0.015951,0.0339485,0.0340685,0.0211632,0.0238322,0.0790625,0.0494697,0.0104465,0.0123844,0.0293992,0,0.0139151,0,0.0322378,0,0,0.0216358,0,0,0.0187018,0.0499912,0.0435884,0.0147633,0.0320626,0.0580626,0.0432528,0.031519,0.0675925,0.0758868,0.0450175,0.0681858,0.0470676,0.0499468,0.0773238,0.0462709,0.0279134,0.00415015,0.00573847,0.0392692,0.0782764,0,0,0,0,0,0,0,0,0,0,0
790,0.0379518,0.0299133,0,0,0,0,0,0.0236802,0,0.0313714,0.0462701,0,0,0.0216988,0,0,0.0505909,0.0432113,0.0425379,0.0153274,0.026319,0.0559376,0.0262782,0.0329005,0.0525304,0.0492532,0.0159295,0.0361113,0.0361756,0.0232125,0.0255382,0.0794766,0.0493165,0.0105178,0.0121531,0.0294464,0,0.0137334,0,0.032915,0,0,0.0214207,0,0,0.0193164,0.0502675,0.0431518,0.0149642,0.0322652,0.0585312,0.0437808,0.0308377,0.0670647,0.0751586,0.0443079,0.0675674,0.0474595,0.0505281,0.0776928,0.0452366,0.0273836,0.00351976,0.00669933,0.0389015,0.0789218,0,0,0,0,0,0,0,0,0,0,0
791,0.0379227,0.0300736,0,0,0,0,0,0.0234725,0,0.0312181,0.045687,0,0,0.0214074,0,0,0.0506102,0.0429426,0.042008,0.015265,0.0261973,0.0557218,0.0261423,0.0330268,0.0522676,0.0501794,0.0158599,0.0363125,0.0362718,0.0232818,0.0255563,0.07863,0.0492628,0.0105163,0.0123089,0.0294244,0,0.0136792,0,0.0327401,0,0,0.0216757,0,0,0.0191845,0.0502178,0.0428106,0.0150462,0.0315722,0.0584095,0.043618,0.0315412,0.0672988,0.0753452,0.0446072,0.0673943,0.0474607,0.0506486,0.0778415,0.0446217,0.0273942,0.00344783,0.00680258,0.03888,0.0787954,0,0,0,0,0,0,0,0,0,0,0
792,0.037787,0.030009,0,0,0,0,0,0.0239614,0,0.0307758,0,0,0,0.0213149,0,0,0.0503127,0.035203,0.041591,0.0229658,0.0264615,0.0568897,0.0250033,0.0293193,0.0517695,0.0508707,0.0159077,0.03716,0.0370745,0.0241631,0.0260477,0.0816982,0.0497433,0.010505,0.0122054,0.029788,0,0.0142674,0.0360042,0.0326974,0,0,0.0215806,0,0,0.0192261,0.0555776,0.0420233,0.0117021,0.0314608,0.0585534,0.0431688,0.0336517,0.067116,0.07505,0.0453847,0.0674594,0.0465876,0.0501055,0.0770475,0.0384429,0.0276047,0.00357313,0.00677914,0.0385503,0.0783941,0,0,0,0,0,0,0,0,0,0,0
793,0.0382808,0.0304007,0,0,0,0,0,0.0239489,0,0.0312855,0.0443668,0,0,0.0209138,0,0,0.0508882,0.0401708,0.0427039,0.0158502,0.0261565,0.0555507,0.0260362,0.0334754,0.0534664,0.0500355,0.0140823,0.0364762,0.0367437,0.0237179,0.02605,0.0805852,0.0491176,0.010511,0.0132752,0.0297188,0,0.0144446,0.0354199,0.0328355,0,0,0.0217526,0,0,0.0196071,0.0520133,0.0425406,0.0120782,0.0310653,0.058033,0.043849,0.0340682,0.0681667,0.0751323,0.0442509,0.0680179,0.0470725,0.0501867,0.0772381,0.0409879,0.027052,0.00319866,0.00745333,0.0383255,0.079214,0,0,0,0,0,0,0,0,0,0,0
794,0.0376544,0.0305034,0,0,0,0,0,0.024084,0,0.0321946,0.0442703,0,0,0.0207807,0,0,0.0508867,0.0398727,0.0440295,0.0185413,0.0243164,0.0558451,0.026556,0.0338599,0.056355,0,0.0142407,0.0343299,0.0347873,0.0216013,0.0244001,0.0784815,0.0491311,0.0106537,0.0129035,0.0295602,0,0.0145218,0.0360803,0.0320699,0,0,0.0215571,0,0,0.0194716,0.0516696,0.0422704,0.0117044,0.0296403,0.0573051,0.043009,0.0349511,0.069104,0.0761815,0.0452724,0.0675299,0.0467664,0.0499487,0.0770909,0.0406653,0.0274982,0.00368383,0.0068526,0.0385063,0.0782295,0,0,0,0,0,0,0,0,0,0,0
795,0.0383036,0.0307155,0,0,0,0,0,0.0234279,0,0.0310974,0.0435981,0,0,0.0211205,0,0,0.0508521,0.0399477,0.0418406,0.0159156,0.0260272,0.0552125,0.0261583,0.0333559,0.0537147,0.0507833,0.0142714,0.0366527,0.0372021,0.0237877,0.0260262,0.0782144,0.0488489,0.0107695,0.012384,0.0296254,0,0.0141705,0.0358799,0.0328608,0,0,0.0212566,0,0,0.0201844,0.051724,0.0416259,0.0126793,0.0296451,0.0577013,0.0437319,0.0336273,0.0687135,0.0757333,0.0448806,0.0678895,0.0472305,0.0505454,0.0775574,0.039729,0.0268276,0.00307222,0.00783895,0.0381583,0.078696,0,0,0,0,0,0,0,0,0,0,0
796,0.0378255,0.0309137,0,0,0,0,0,0.0227775,0,0.0307496,0.0450686,0,0,0.0208815,0,0,0.0508934,0.0420366,0.0399669,0.0157763,0.0255269,0.0550478,0.0262101,0.0328297,0.0533571,0.0507538,0.0165217,0.0363905,0.0371054,0.0233117,0.0254818,0.0730204,0.0490011,0.0108887,0.0123099,0.0292751,0,0.0133772,0,0.032383,0,0,0.0210052,0,0,0.0201198,0.0497817,0.0408094,0.0161441,0.0276914,0.0575799,0.0433336,0.0326189,0.0687053,0.0767513,0.0462123,0.0679216,0.0475137,0.0510478,0.0778528,0.041324,0.0271008,0.00316582,0.00752093,0.0384211,0.0778269,0,0,0,0,0,0,0,0,0,0,0
797,0.0382206,0.0311052,0,0,0,0,0,0.0232108,0,0.0309401,0.0440724,0,0,0.0208471,0,0,0.0509832,0.0399434,0.0412325,0.0159123,0.0257493,0.0549833,0.0262843,0.0336232,0.0538185,0.0496309,0.0141924,0.0365282,0.0372093,0.0236848,0.0259722,0.0758065,0.0488186,0.0110596,0.0123085,0.0297579,0,0.0141926,0.0357266,0.032761,0,0,0.0208766,0,0,0.0203963,0.0513864,0.0410215,0.0127772,0.0281959,0.0573538,0.0436091,0.0341988,0.0692221,0.0760708,0.0450708,0.067729,0.0473302,0.050864,0.077616,0.0384323,0.0267397,0.00295038,0.00787135,0.0380282,0.0784497,0,0,0,0,0,0,0,0,0,0,0
798,0.0381423,0.031299,0,0,0,0,0,0.0231182,0,0.0308744,0.0444486,0,0,0.0204658,0,0,0.0511183,0.0399021,0.0408555,0.0158845,0.0254625,0.0546908,0.0263042,0.0336729,0.053753,0.049758,0.0143774,0.0365405,0.0372699,0.0236855,0.0259654,0.0746257,0.0487068,0.0109196,0.0127738,0.0297961,0,0.0140489,0.0361123,0.0327331,0,0,0.0207847,0,0,0.0204298,0.0512239,0.0405192,0.0130453,0.0270752,0.0569307,0.0436161,0.0353837,0.0695273,0.0761477,0.0451037,0.0675369,0.0473527,0.0508298,0.0780044,0.0376199,0.0266705,0.00298976,0.00782432,0.0380862,0.0782574,0,0,0,0,0,0,0,0,0,0,0
799,0.0377188,0.0314403,0,0,0,0,0,0.0230225,0,0.0308705,0.045623,0,0,0.0205497,0,0,0.0507339,0.0389267,0.0405394,0.0163822,0.0246812,0.0535967,0.024922,0.0334008,0.0541013,0.0506864,0.0147524,0.0363885,0.0370357,0.0234415,0.0257212,0.0738632,0.0493005,0.0109206,0.0122769,0.0294359,0,0.014582,0.0376624,0.0328234,0,0,0.0204334,0,0,0.0206047,0.0514156,0.0406438,0.0161115,0.02424,0.057081,0.0436479,0.0374584,0.0708227,0.0779628,0,0.0660522,0.046408,0.0499055,0.0769252,0.0375925,0.026794,0.00301939,0.00797773,0.0386672,0.0767559,0,0,0,0,0,0,0,0,0,0,0
800,0.0376783,0.0315417,0,0,0,0,0,0.0229401,0,0.0307629,0.0453797,0,0,0.0203309,0,0,0.0508636,0.0390115,0.0401445,0.016297,0.0246246,0.0535013,0.0249188,0.0333831,0.0541889,0.0508472,0.0149457,0.0364366,0.0371825,0.0233706,0.0257814,0.0722968,0.0493426,0.0109781,0.0123867,0.0294516,0,0.0145214,0.0379908,0.0328495,0,0,0.0201213,0,0,0.0207931,0.0510822,0.0402008,0.0162702,0.023135,0.0568471,0.0435846,0.0372907,0.0710977,0.078112,0,0.0661468,0.0463323,0.0499477,0.0768296,0.0366402,0.0267886,0.00292837,0.00812353,0.0386708,0.0765908,0,0,0,0,0,0,0,0,0,0,0
801,0.0379949,0.0316529,0,0,0,0,0,0.0229527,0,0.0305686,0.0437341,0,0,0.0199968,0,0,0.0513838,0.0401981,0.0397464,0.0157775,0.0252065,0.054404,0.026536,0.0336702,0.0540335,0.0502446,0.0150613,0.0366909,0.0376042,0.023603,0.0261454,0.0700526,0.0486411,0.0110849,0.0130227,0.0299018,0,0.0137897,0.0371148,0.0327728,0,0,0.0201152,0,0,0.0208348,0.0501957,0.0390588,0.0133202,0.024013,0.0561105,0.0434728,0.0357622,0.070428,0.0765448,0.0471836,0.0675288,0.0472346,0.0511001,0.0778981,0.0348323,0.0267178,0.00288043,0.00801704,0.038177,0.0777637,0,0,0,0,0,0,0,0,0,0,0
802,0.0379265,0.0318007,0,0,0,0,0,0.0230729,0,0.0304998,0.0436315,0,0,0.0201992,0,0,0.0512958,0.0403166,0.0395461,0.0157574,0.0251168,0.0542219,0.0267468,0.033588,0.0543776,0.0503211,0.0153879,0.0367276,0.0377079,0.0236837,0.0262306,0.0683471,0.0485867,0.0111326,0.0128858,0.0299521,0,0.0136743,0.037635,0.0327971,0,0,0.020161,0,0,0.0208296,0.0499366,0.0383879,0.0136155,0.0227893,0.0557706,0.0434718,0.0360749,0.0707146,0.0768881,0.046889,0.067367,0.0471617,0.0511778,0.0778397,0.0336188,0.0268046,0.00305513,0.00784976,0.0382842,0.0775791,0,0,0,0,0,0,0,0,0,0,0
803,0.0378796,0.0319093,0,0,0,0,0,0.0233682,0,0.0303935,0.0435846,0,0,0.0201456,0,0,0.0513211,0.0404115,0.039055,0.0156213,0.0251068,0.0539801,0.0268728,0.0333866,0.054341,0.0504017,0.0156528,0.0367655,0.0378388,0.0236939,0.0262919,0.0662158,0.0485566,0.011179,0.0129218,0.0301236,0,0.0135871,0.0379649,0.0328413,0,0,0.0200812,0,0,0.0209916,0.0497629,0.0377189,0.0141106,0.0214515,0.0555703,0.0434608,0.0360318,0.0709668,0.0772876,0.0471392,0.0676026,0.0470833,0.0511728,0.077965,0.0321726,0.0268067,0.00303828,0.00795411,0.038336,0.0773632,0,0,0,0,0,0,0,0,0,0,0
804,0.0378224,0.0321085,0,0,0,0,0,0.0240629,0,0.0302304,0.0433952,0,0,0.0200354,0,0,0.0513682,0.040523,0.0385645,0.0153276,0.0251922,0.0538239,0.0269449,0.0332679,0.0543377,0.0504961,0.0159099,0.0366231,0.0379164,0.0235851,0.0263606,0.0635665,0.0485699,0.0112449,0.0128961,0.0305871,0,0.0136329,0.0378388,0.0328567,0,0,0.0199387,0,0,0.0211461,0.0495719,0.0371974,0.0146578,0.0204531,0.0554635,0.0434906,0.0362785,0.0711586,0.0774084,0.0479498,0.0683941,0.0470046,0.0512341,0.0783761,0.0305334,0.0268622,0.00308007,0.0080778,0.0384241,0.0771128,0,0,0,0,0,0,0,0,0,0,0
805,0.0377925,0.0323404,0,0,0,0,0,0.0248605,0,0.0300804,0.0431994,0,0,0.0199789,0,0,0.051385,0.0405892,0.0382024,0.0151084,0.0252773,0.053625,0.0269484,0.0331964,0.0547203,0.0506188,0.0161769,0.0364421,0.0379592,0.0234329,0.0264684,0.0607942,0.0484878,0.0113024,0.01286,0.0311122,0,0.0136992,0.0381759,0.0329313,0,0,0.0198273,0,0,0.0213191,0.0493247,0.0366709,0.015028,0.0194756,0.055286,0.0436006,0.0366951,0.0712941,0.077456,0.048594,0.0686148,0.0469881,0.0514738,0.0786076,0.0288259,0.0268111,0.00312755,0.00828296,0.0385104,0.0768252,0,0,0,0,0,0,0,0,0,0,0
806,0.0377149,0.0325978,0,0,0,0,0,0.0257633,0,0.0300266,0.0429482,0,0,0.0199594,0,0,0.0513923,0.0407158,0.037993,0.0149696,0.0253434,0.0534473,0.0269472,0.0331325,0.0555429,0.0506994,0.0164712,0.0363304,0.0380846,0.0232655,0.026603,0.0579756,0.0484471,0.0114095,0.0128362,0.03146,0,0.0138175,0.0386142,0.0330084,0,0,0.0197167,0,0,0.0214713,0.0489842,0.0361375,0.0152217,0.0185048,0.0550574,0.0437709,0.0368678,0.0713588,0.0774972,0.0490137,0.068408,0.0469852,0.0515802,0.0784703,0.027059,0.0267752,0.00315618,0.00846174,0.0386071,0.0766156,0,0,0,0,0,0,0,0,0,0,0
807,0.0375965,0.0328549,0,0,0,0,0,0.0269728,0,0.0300568,0.0425987,0,0,0.0198587,0,0,0.0514639,0.0409632,0.0377718,0.0148375,0.0254429,0.0533272,0.0270567,0.0332377,0.0560213,0.0507465,0.0166523,0.0362463,0.0381691,0.0230483,0.0267232,0.0550808,0.0483823,0.0114851,0.012862,0.0319935,0,0.0140143,0.0387165,0.0330487,0,0,0.0195957,0,0,0.0216543,0.0489133,0.0355852,0.0152577,0.0177384,0.0548129,0.0439586,0.0377466,0.0714658,0.0774803,0.0492651,0.0682511,0.0469633,0.0515515,0.0781551,0.0253056,0.0267596,0.0032168,0.00860787,0.0387195,0.0764688,0,0,0,0,0,0,0,0,0,0,0
