Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHI,IMUR_B,
393,0.0327021,0.0320946,0,0,0,0,0,0.0442335,0,0.0347401,0.0360296,0,0,0.0234,0,0,0.0549744,0.0463671,0.0365887,0.0230843,0.0302377,0.0431389,0.0318895,0.0498879,0.0468258,0.0258698,0.0403696,0.0398529,0.027428,0.033508,0.0285818,0.0476513,0.0118513,0.0182715,0.0424286,0,0.024099,0.0432436,0.0268618,0,0,0.0188013,0,0,0.0204067,0.0491906,0.0358573,0.0220401,0.0260705,0.0435395,0.0458979,0.0416777,0.0660366,0.0711951,0.0523476,0.0664,0.0463113,0.0503595,0.0757559,0.0103543,0.0257137,0.00673196,0.0127662,0.0359987,0.0718821,0,0,0,0,0,0,0,0,0.0383652,0,0
394,0.032887,0.0316786,0,0,0,0,0,0.0449942,0,0.0352272,0.0361068,0,0,0.023584,0,0,0.054632,0.0461105,0.0367345,0.0224762,0.0297521,0.0437084,0.0316836,0.050119,0.0469764,0.0257724,0.0400483,0.0397445,0.0270306,0.0331744,0.0275321,0.0477813,0.0122227,0.0183305,0.0488349,0,0.0284136,0.0429866,0.0271598,0,0,0.019028,0,0,0.0199662,0.0491143,0.0400148,0.0218825,0.0261737,0.0444143,0.0457088,0.0430831,0.067276,0.0718129,0.0527752,0.0631862,0.0430876,0.0466488,0.0732557,0.0129689,0.0256342,0.00707478,0.0127822,0.0355229,0.0719823,0,0,0,0,0,0,0,0,0.0381032,0,0
395,0.0329589,0.0316651,0,0,0,0,0,0.0449037,0,0.0351093,0.0357623,0,0,0.0235562,0,0,0.0545562,0.0460649,0.0366426,0.0223296,0.0295006,0.0437559,0.0315827,0.0504884,0.0470852,0.0257027,0.0398987,0.0395053,0.0268939,0.0330338,0.0276737,0.0477438,0.012234,0.0182448,0.0454627,0,0.025974,0.0428544,0.0272812,0,0,0.0190556,0,0,0.0200007,0.0493161,0.0358607,0.0216921,0.0258,0.0446583,0.0457357,0.0429887,0.0671293,0.0718674,0.0527598,0.0639517,0.0432641,0.0480245,0.0751941,0.0105239,0.0255243,0.00701481,0.0127159,0.0354277,0.0718288,0,0,0,0,0,0,0,0,0.0380883,0,0
396,0.0331207,0.0316147,0,0,0,0,0,0.0447702,0,0.0350913,0.0358539,0,0,0.023354,0,0,0.0545458,0.0459332,0.0366684,0.0220557,0.0292963,0.0438802,0.0314363,0.0505699,0.0472288,0.0257216,0.0397315,0.0393095,0.0267911,0.0328431,0.027873,0.0478459,0.0122343,0.0183329,0.043521,0,0.0247826,0.0428357,0.0274202,0,0,0.0190823,0,0,0.0200027,0.0495138,0.0335912,0.0215042,0.0253099,0.0449041,0.0457813,0.0428133,0.0671766,0.0718812,0.0526999,0.0644315,0.0434409,0.0488764,0.075922,0.0106265,0.0254564,0.00695444,0.0126628,0.0352839,0.0717792,0,0,0,0,0,0,0,0,0.0380925,0,0
397,0.0333192,0.0315402,0,0,0,0,0,0.044834,0,0.035061,0.0359631,0,0,0.0233631,0,0,0.0544039,0.0459315,0.0365051,0.0217879,0.0289626,0.0440408,0.0313444,0.0508555,0.0473443,0.0257354,0.0395944,0.0391677,0.0267016,0.0327357,0.0278767,0.0480211,0.0121771,0.0182108,0.0434914,0,0.0244365,0.0427751,0.0276411,0,0,0.0191158,0,0,0.0200173,0.04946,0.0333379,0.0213976,0.0245557,0.0451574,0.0458368,0.0426453,0.0674149,0.0718844,0.0526796,0.0645946,0.0435087,0.0489592,0.0758889,0.0105979,0.0254297,0.00694119,0.0126092,0.0351411,0.0718686,0,0,0,0,0,0,0,0,0.0380756,0,0
398,0.0334195,0.0314403,0,0,0,0,0,0.0448031,0,0.0351118,0.0361288,0,0,0.0233811,0,0,0.0542781,0.0459509,0.036285,0.0215864,0.0285819,0.0441689,0.0312473,0.0511322,0.0474429,0.0256182,0.0394347,0.0391725,0.0266268,0.0326529,0.0280235,0.0481427,0.0121057,0.0180052,0.043627,0,0.024043,0.0425991,0.0278715,0,0,0.019182,0,0,0.0201354,0.0493453,0.0331111,0.0213594,0.0236483,0.0454195,0.0459106,0.0424433,0.0677336,0.0719377,0.0526551,0.0648149,0.043583,0.0490414,0.0759838,0.0107325,0.0253851,0.00707003,0.0125928,0.0350136,0.0720003,0,0,0,0,0,0,0,0,0.038006,0,0
399,0.0334946,0.0313356,0,0,0,0,0,0.0446388,0,0.0348573,0.0362651,0,0,0.0234116,0,0,0.0541658,0.0459319,0.0361104,0.0213917,0.0281191,0.0443188,0.0312155,0.0514312,0.0475931,0.0254807,0.0392637,0.0391546,0.0264742,0.0324752,0.0282934,0.0481203,0.0120495,0.0178647,0.0438053,0,0.0236805,0.0423535,0.028074,0,0,0.019238,0,0,0.0202249,0.0492906,0.0329019,0.021263,0.0226731,0.0457344,0.0459648,0.0422354,0.0680445,0.0720401,0.0525838,0.0649868,0.0436328,0.049131,0.0758021,0.0108277,0.0253073,0.00701179,0.0126199,0.0349032,0.0721257,0,0,0,0,0,0,0,0,0.0379753,0,0
400,0.0335462,0.0312807,0,0,0,0,0,0.0443101,0,0.0343373,0.0363659,0,0,0.0234635,0,0,0.0541038,0.0457856,0.0360088,0.021161,0.0276872,0.0445409,0.0311857,0.0517835,0.0477733,0.025273,0.0390793,0.0388914,0.0262756,0.0322094,0.0286811,0.0479931,0.0120226,0.0178831,0.0438679,0,0.0232879,0.0420297,0.0281446,0,0,0.0192229,0,0,0.0202629,0.0492171,0.0326941,0.02097,0.0216321,0.0460926,0.0459428,0.0420267,0.068366,0.0721677,0.0524136,0.0652119,0.0436886,0.0492425,0.0750401,0.0108715,0.0253365,0.00692483,0.012607,0.0348057,0.0722056,0,0,0,0,0,0,0,0,0.0379241,0,0
401,0.0335562,0.0312601,0,0,0,0,0,0.0436775,0,0.0340836,0.0365822,0,0,0.0234488,0,0,0.0541098,0.0455934,0.0359347,0.0209173,0.0273268,0.0447247,0.0311423,0.0521706,0.0479554,0.0251046,0.0389604,0.038479,0.0260848,0.0319454,0.0292232,0.0477943,0.0120324,0.0178816,0.0437771,0,0.0229208,0.0416611,0.0281936,0,0,0.0192143,0,0,0.0203583,0.0491152,0.0326405,0.0205169,0.0205497,0.0464277,0.0460081,0.0418318,0.0689306,0.0723335,0.0521938,0.0654621,0.0437519,0.0493515,0.074806,0.0109791,0.025272,0.0068109,0.012611,0.0346482,0.0723462,0,0,0,0,0,0,0,0,0.0378765,0,0
402,0.0336161,0.0312548,0,0,0,0,0,0.0428528,0,0.033783,0.0368282,0,0,0.0234317,0,0,0.0541515,0.0454083,0.0359456,0.0207207,0.0268095,0.0449376,0.0311642,0.0526569,0.0481658,0.0249397,0.0388014,0.0385298,0.0259111,0.0317038,0.029771,0.0477718,0.0120516,0.0178785,0.0435341,0,0.02252,0.041311,0.0283264,0,0,0.0192001,0,0,0.0204116,0.0490402,0.0327272,0.0202511,0.0195752,0.046802,0.0460497,0.041633,0.0694268,0.0724821,0.0519545,0.0657085,0.0437975,0.0494472,0.0748551,0.0111618,0.0251571,0.00674562,0.0126016,0.0344925,0.072498,0,0,0,0,0,0,0,0,0.0377742,0,0
403,0.0337314,0.0312067,0,0,0,0,0,0.0422698,0,0.0335899,0.0371266,0,0,0.023424,0,0,0.0541906,0.0453064,0.0359166,0.0205921,0.0262738,0.0451405,0.0311925,0.0528753,0.0483471,0.0247315,0.0385957,0.0385813,0.0257453,0.0314904,0.0302931,0.0477728,0.0120403,0.0179015,0.0432056,0,0.0220879,0.0409939,0.0284507,0,0,0.0191841,0,0,0.020403,0.0490263,0.0327921,0.0201488,0.0187232,0.0471616,0.0460882,0.0414786,0.0698342,0.0726412,0.0517142,0.0659205,0.0438477,0.0495448,0.0749426,0.0113204,0.0251026,0.00667054,0.0125565,0.0343572,0.0726283,0,0,0,0,0,0,0,0,0.0376652,0,0
404,0.033808,0.0311509,0,0,0,0,0,0.0417895,0,0.0334581,0.0374644,0,0,0.0234085,0,0,0.0542178,0.0451868,0.0358985,0.0204416,0.0258696,0.045351,0.0312336,0.0531514,0.0485365,0.0244528,0.0383952,0.0385241,0.0255065,0.0312918,0.0308766,0.0477109,0.0120376,0.0178957,0.0428495,0,0.0216789,0.0407559,0.0285751,0,0,0.0191911,0,0,0.0203762,0.0490674,0.0328715,0.0201091,0.0178999,0.047456,0.0461147,0.0413008,0.0701689,0.0727793,0.0514607,0.0659749,0.0439164,0.0496533,0.075282,0.0114552,0.0251452,0.00658916,0.0124732,0.034208,0.0727625,0,0,0,0,0,0,0,0,0.0376332,0,0
405,0.0339144,0.0310956,0,0,0,0,0,0.0410976,0,0.0333411,0.037916,0,0,0.0234011,0,0,0.0542114,0.0449937,0.0358408,0.0202382,0.025575,0.0455517,0.0312652,0.0535705,0.04873,0.0240801,0.0382492,0.0383312,0.0253267,0.031126,0.0316579,0.0476728,0.0120194,0.0178414,0.0424596,0,0.0212949,0.0406176,0.0287295,0,0,0.0192103,0,0,0.0203617,0.0490397,0.0329524,0.0200658,0.0171222,0.0477132,0.0461864,0.0410335,0.070578,0.0729377,0.0511842,0.0660722,0.0439879,0.049766,0.0757639,0.0115921,0.0251552,0.00646764,0.0123939,0.0340478,0.0729445,0,0,0,0,0,0,0,0,0.0376205,0,0
406,0.0340593,0.031063,0,0,0,0,0,0.0403745,0,0.0331905,0.0384862,0,0,0.0234377,0,0,0.0541935,0.0448103,0.0358588,0.0200166,0.025258,0.0457752,0.0312929,0.054026,0.0489513,0.0237639,0.0381794,0.0381202,0.0253104,0.0309505,0.0325758,0.047741,0.0120416,0.0177499,0.0420283,0,0.0209244,0.04048,0.0290619,0,0,0.0192373,0,0,0.0203555,0.048963,0.0330322,0.0200064,0.0164684,0.0479558,0.0463619,0.0407203,0.0708614,0.0731266,0.0509371,0.0662458,0.0440349,0.0498308,0.0758007,0.0117187,0.0250943,0.00638306,0.0122833,0.0339201,0.0731048,0,0,0,0,0,0,0,0,0.0376754,0,0
407,0.0341986,0.0310238,0,0,0,0,0,0.0398062,0,0.0330851,0.0386293,0,0,0.0234931,0,0,0.0541537,0.0448239,0.0359888,0.019848,0.0248615,0.0460367,0.0312883,0.0545076,0.0491524,0.0235332,0.0380868,0.0382894,0.0253438,0.0307553,0.0334145,0.0477809,0.0120664,0.0177023,0.0415499,0,0.0205488,0.0403584,0.0295585,0,0,0.0192526,0,0,0.020356,0.0490554,0.033127,0.0198768,0.0159713,0.0482371,0.0465499,0.0405645,0.0709948,0.0732695,0.050759,0.0663462,0.0440667,0.0498272,0.0755377,0.0118786,0.0250183,0.00631088,0.0122086,0.0338405,0.0732794,0,0,0,0,0,0,0,0,0.03769,0,0
408,0.0343265,0.0309046,0,0,0,0,0,0.0390707,0,0.0330145,0.0388159,0,0,0.0235295,0,0,0.0541567,0.0448019,0.0360585,0.019665,0.0244774,0.0463146,0.0312441,0.0548245,0.049317,0.0233675,0.0379914,0.0383838,0.0252845,0.0305079,0.0342654,0.0477274,0.0120798,0.0176522,0.0410772,0,0.0202022,0.0402571,0.0295335,0,0,0.0192693,0,0,0.0204043,0.0492342,0.0332809,0.0197641,0.0155813,0.0485832,0.046553,0.0407237,0.0711918,0.0734825,0.0506108,0.066429,0.0440446,0.0498582,0.0755573,0.0120911,0.0249394,0.00622573,0.0121608,0.0336709,0.0734547,0,0,0,0,0,0,0,0,0.0377028,0,0
409,0.0343448,0.0308351,0,0,0,0,0,0.0383792,0,0.0329449,0.0391069,0,0,0.0235167,0,0,0.0541407,0.0447416,0.0360998,0.0194929,0.0241455,0.0466392,0.0312107,0.055082,0.0494959,0.0232658,0.0379345,0.038342,0.0251309,0.0302418,0.0352259,0.047725,0.0120857,0.0175638,0.040605,0,0.0198996,0.0401602,0.02991,0,0,0.01925,0,0,0.0204025,0.0494322,0.0335362,0.0196212,0.0152531,0.0489672,0.0465456,0.0407185,0.0716764,0.073681,0.0505052,0.0664321,0.0440298,0.049912,0.0757716,0.0123894,0.0248961,0.00612515,0.012127,0.0335496,0.0736373,0,0,0,0,0,0,0,0,0.0376634,0,0
410,0.0343982,0.030784,0,0,0,0,0,0.0378744,0,0.0328517,0.0394369,0,0,0.0234598,0,0,0.0540961,0.0447427,0.0361635,0.0193459,0.0238703,0.046946,0.0311672,0.0553317,0.0496859,0.0231571,0.0378296,0.0382724,0.0249601,0.0300705,0.0362343,0.0477329,0.0120765,0.0175114,0.0400008,0,0.019631,0.0400555,0.0301117,0,0,0.0192637,0,0,0.0203887,0.0497704,0.0338145,0.0193907,0.0149169,0.0493534,0.0466134,0.0405629,0.0720142,0.0738162,0.0503985,0.0664236,0.0440222,0.0497866,0.0757664,0.0128073,0.0248365,0.00605117,0.0120497,0.0334764,0.0738218,0,0,0,0,0,0,0,0,0.0375851,0,0
411,0.0344762,0.0307459,0,0,0,0,0,0.0373136,0,0.0327274,0.0397507,0,0,0.0233986,0,0,0.0540711,0.0447959,0.0362733,0.0192037,0.0235995,0.0472057,0.0311242,0.0554511,0.0498366,0.0230488,0.0376743,0.0382907,0.0248623,0.0298609,0.0371456,0.0477687,0.0120903,0.0174721,0.0392529,0,0.0193549,0.0399212,0.0300174,0,0,0.0192957,0,0,0.0204179,0.0501737,0.0340885,0.0190726,0.014629,0.0497684,0.0467113,0.0404083,0.0721912,0.0739864,0.0502627,0.0664595,0.0439865,0.0496613,0.0755669,0.0133564,0.024779,0.00597595,0.0119814,0.0333875,0.0739666,0,0,0,0,0,0,0,0,0.0375529,0,0
412,0.0345915,0.0306797,0,0,0,0,0,0.0364407,0,0.0326729,0.0400415,0,0,0.0233657,0,0,0.0540849,0.0447646,0.0363338,0.0190632,0.0233995,0.0474734,0.031091,0.0558179,0.0499356,0.022891,0.0376119,0.0382599,0.0247996,0.0296015,0.038161,0.0478189,0.0121115,0.017401,0.0386478,0,0.0191303,0.0397633,0.0298668,0,0,0.0193161,0,0,0.0203924,0.050445,0.0343158,0.0189675,0.0144562,0.0502364,0.0467618,0.0403068,0.0721807,0.0741562,0.0501284,0.0665023,0.0439248,0.0496217,0.0755803,0.0139018,0.0247463,0.00589431,0.0119063,0.0332947,0.0740951,0,0,0,0,0,0,0,0,0.0374957,0,0
413,0.0347621,0.0306015,0,0,0,0,0,0.035716,0,0.0326761,0.0403464,0,0,0.0233492,0,0,0.0540711,0.0446612,0.0363998,0.0190069,0.0231921,0.0477567,0.0310393,0.0558927,0.050059,0.0225615,0.0375596,0.0381636,0.0246137,0.0293075,0.0391497,0.0478509,0.0121107,0.01729,0.0382701,0,0.0188759,0.03956,0.0300327,0,0,0.0193244,0,0,0.020282,0.0505872,0.034554,0.0190026,0.0143704,0.0506526,0.0466924,0.0402784,0.0719983,0.0742747,0.0499943,0.0665782,0.0439681,0.0496307,0.0755727,0.0144005,0.024754,0.00583942,0.0117304,0.0332599,0.0742427,0,0,0,0,0,0,0,0,0.0374711,0,0
414,0.0349407,0.030477,0,0,0,0,0,0.0351033,0,0.032714,0.040687,0,0,0.0233625,0,0,0.0540363,0.0444425,0.0364933,0.0190154,0.0230037,0.0479997,0.0309646,0.0559497,0.0501916,0.0221641,0.0374462,0.0381336,0.0244351,0.029073,0.0400946,0.0479037,0.0120801,0.017153,0.0377846,0,0.0185979,0.0394341,0.0300662,0,0,0.0193185,0,0,0.0201751,0.0507352,0.0347761,0.0190573,0.0143934,0.051002,0.0466198,0.0402189,0.0721518,0.0743411,0.0498473,0.0665592,0.0440417,0.0495597,0.0757021,0.0149412,0.0247264,0.0058166,0.0114801,0.0331728,0.0743985,0,0,0,0,0,0,0,0,0.0374346,0,0
415,0.0350663,0.030356,0,0,0,0,0,0.0345481,0,0.0328144,0.0409747,0,0,0.0233374,0,0,0.0539562,0.0442472,0.0365869,0.0189763,0.0228538,0.0482212,0.0308855,0.0559144,0.0502845,0.0218114,0.0373267,0.0381394,0.0243343,0.0289223,0.0409816,0.0479537,0.0120463,0.0169894,0.0372001,0,0.0183793,0.0392519,0.0301585,0,0,0.0193106,0,0,0.0200764,0.0509183,0.0350934,0.018932,0.0145771,0.0513328,0.0465384,0.040023,0.0727866,0.0744557,0.0496586,0.0665036,0.0441001,0.0495136,0.0757303,0.0156528,0.0247399,0.00577856,0.011226,0.0330621,0.0745428,0,0,0,0,0,0,0,0,0.0373697,0,0
416,0.0351233,0.0302491,0,0,0,0,0,0.0340915,0,0.0329064,0.0412799,0,0,0.0233429,0,0,0.0538787,0.0441313,0.0366552,0.0188801,0.0226995,0.0484554,0.0308465,0.0556945,0.0503348,0.0215218,0.0372279,0.0381197,0.0242261,0.0287592,0.0418029,0.0480068,0.0120327,0.0168918,0.0366502,0,0.0181777,0.0389613,0.0301373,0,0,0.0193319,0,0,0.0200213,0.0511089,0.0354158,0.0188478,0.0147873,0.0516539,0.0464398,0.0397356,0.0731614,0.0745834,0.0494274,0.0663841,0.0441338,0.0494579,0.0755602,0.0163616,0.0247697,0.00572988,0.0109948,0.032971,0.0747189,0,0,0,0,0,0,0,0,0.0373721,0,0
417,0.0351647,0.0301424,0,0,0,0,0,0.0336558,0,0.0328617,0.0416614,0,0,0.0232134,0,0,0.0538868,0.0440338,0.0367162,0.0187493,0.0225966,0.0486721,0.0306341,0.0556192,0.0504267,0.0213741,0.0371762,0.0380636,0.0240781,0.0285331,0.0426715,0.0480323,0.0119822,0.0169812,0.0361146,0,0.0180222,0.0387491,0.0303321,0,0,0.0191426,0,0,0.0203024,0.0514223,0.0357655,0.0188815,0.0149832,0.0520245,0.0462646,0.0395099,0.073246,0.0746667,0.0491335,0.0662107,0.0440706,0.0493288,0.07547,0.0170663,0.0247868,0.00553549,0.0112901,0.0328787,0.0748465,0,0,0,0,0,0,0,0,0.0374096,0,0
418,0.0351194,0.0300792,0,0,0,0,0,0.0332357,0,0.0329226,0.0421881,0,0,0.0231307,0,0,0.0538455,0.0439817,0.0366943,0.0186464,0.0225104,0.0488507,0.030529,0.055331,0.0505617,0.0211938,0.0370909,0.0379925,0.0241103,0.0283227,0.0435328,0.0480348,0.012028,0.0169091,0.0356114,0,0.017878,0.0387084,0.0303711,0,0,0.0193261,0,0,0.0199537,0.0516121,0.0361625,0.0189261,0.0151751,0.0524542,0.0462944,0.0392099,0.0732839,0.0746601,0.0488251,0.066185,0.0439551,0.0491651,0.0753424,0.017868,0.0247204,0.00564126,0.0105633,0.0328459,0.074907,0,0,0,0,0,0,0,0,0.0374579,0,0
419,0.0350367,0.0300152,0,0,0,0,0,0.0326797,0,0.0329305,0.0430255,0,0,0.0231505,0,0,0.053794,0.0439009,0.0367498,0.0185879,0.0223597,0.0489445,0.0304368,0.0552999,0.0507313,0.0210438,0.0370274,0.037911,0.0241196,0.028134,0.044474,0.0480527,0.011996,0.0167753,0.0350806,0,0.0177281,0.0391543,0.0303679,0,0,0.0192618,0,0,0.0199442,0.0517536,0.0364715,0.019045,0.0153005,0.0527375,0.0462336,0.0390352,0.0731748,0.0747157,0.0486709,0.0663002,0.0438272,0.0490601,0.0753103,0.0186206,0.024706,0.0055625,0.0104228,0.0328856,0.0750037,0,0,0,0,0,0,0,0,0.0374617,0,0
420,0.0350132,0.0299863,0,0,0,0,0,0.0319829,0,0.0328278,0.0437409,0,0,0.023224,0,0,0.0537641,0.0437795,0.0367887,0.0184724,0.0222169,0.0489566,0.0302903,0.0554621,0.0509039,0.0209682,0.0369678,0.0377971,0.0240023,0.0279157,0.0452714,0.0480879,0.0119539,0.0166273,0.0346627,0,0.017568,0.0397621,0.0303742,0,0,0.0192322,0,0,0.0199168,0.0519643,0.0367139,0.0192036,0.0155039,0.0531828,0.0461495,0.0388948,0.0727996,0.0748166,0.0485424,0.0663786,0.0436847,0.0488465,0.0752332,0.0191908,0.024692,0.0055258,0.0102569,0.0328847,0.0751779,0,0,0,0,0,0,0,0,0.0373803,0,0
421,0.035096,0.0299711,0,0,0,0,0,0.0315598,0,0.0326903,0.0440327,0,0,0.0233004,0,0,0.0536793,0.043847,0.0368394,0.0182097,0.0221061,0.0490336,0.030134,0.0556405,0.0510101,0.0208801,0.0368073,0.0377013,0.0239002,0.0277171,0.0458516,0.0481683,0.0119147,0.0163883,0.0342608,0,0.0173692,0.0399237,0.0305316,0,0,0.0191942,0,0,0.0198593,0.0520652,0.0368976,0.019358,0.015875,0.0536181,0.0460114,0.0385969,0.0723664,0.0747995,0.048165,0.0664571,0.0436116,0.0487074,0.0752492,0.0197709,0.0247204,0.0055046,0.0100385,0.0328444,0.0753746,0,0,0,0,0,0,0,0,0.0372966,0,0
422,0.0356887,0.0300057,0,0,0,0,0,0.0345672,0,0.0324741,0.04348,0,0,0.0235984,0,0,0.0535952,0.0450696,0.0381846,0.0158666,0.0219504,0.0489109,0.0300335,0.0568089,0.0512505,0.0205259,0.0350246,0.0366851,0.0226076,0.0279757,0.0415419,0.0480477,0.0118644,0.0161674,0.0336336,0,0.0169049,0.0401679,0.0313575,0,0,0.0193726,0,0,0.0201271,0.0517348,0.0368523,0.0200885,0.0166914,0.0542644,0.046417,0.037737,0.0718689,0.0744166,0.0472629,0.0666802,0.0438425,0.0489172,0.0754178,0.0205962,0.0245125,0.00529099,0.0103956,0.0326552,0.0760342,0,0,0,0,0,0,0,0,0.0360667,0,0
423,0.0357578,0.0299202,0,0,0,0,0,0.0336858,0,0.0325498,0.0436222,0,0,0.023621,0,0,0.0535127,0.0449946,0.0383258,0.0158583,0.0219058,0.0489495,0.0299172,0.0568063,0.0513315,0.0203617,0.0349304,0.0366409,0.0224508,0.027727,0.0429123,0.0481358,0.0118013,0.0159995,0.033204,0,0.0167884,0.0404776,0.0314335,0,0,0.0193258,0,0,0.0200521,0.0518411,0.0371646,0.0200091,0.0172572,0.0543063,0.0462977,0.0373863,0.0716417,0.0742342,0.0468688,0.0665367,0.0438051,0.0488081,0.0752408,0.0213335,0.0245197,0.00521868,0.0102261,0.0325981,0.0761744,0,0,0,0,0,0,0,0,0.0361442,0,0
424,0.0358585,0.0298581,0,0,0,0,0,0.0328336,0,0.0323729,0.0436514,0,0,0.0236183,0,0,0.0534648,0.0449746,0.0385079,0.0158878,0.0218972,0.0490335,0.0297751,0.0568073,0.0514383,0.0201711,0.0348425,0.0365189,0.0223711,0.0275485,0.0443657,0.0482306,0.011795,0.0158808,0.0327793,0,0.0167107,0.0409073,0.031307,0,0,0.0193084,0,0,0.019983,0.0519528,0.0375501,0.0198116,0.01785,0.0542859,0.0462108,0.0371966,0.0715475,0.074056,0.0464607,0.0664228,0.0437339,0.0487098,0.0750394,0.0221442,0.024487,0.00516722,0.0100442,0.0325643,0.0763285,0,0,0,0,0,0,0,0,0.0361401,0,0
425,0.0359093,0.0298225,0,0,0,0,0,0.0320377,0,0.032273,0.0437224,0,0,0.0236074,0,0,0.0534241,0.0449543,0.0387113,0.0159325,0.0219208,0.0491664,0.0296327,0.0567034,0.0514785,0.019936,0.0347994,0.0363809,0.0224419,0.0273166,0.0457424,0.0482667,0.0117898,0.0157264,0.0324274,0,0.0166695,0.0404272,0.0314381,0,0,0.0192787,0,0,0.0198887,0.0521217,0.0379167,0.0196368,0.0184589,0.054398,0.0460865,0.0370602,0.0714601,0.0739429,0.0460432,0.0663924,0.0436344,0.0486387,0.0751413,0.0229074,0.0244657,0.0051816,0.00982799,0.0326111,0.0764617,0,0,0,0,0,0,0,0,0.0361658,0,0
426,0.035911,0.029774,0,0,0,0,0,0.0312236,0,0.0322784,0.0438229,0,0,0.0235904,0,0,0.0533695,0.0448803,0.0387644,0.0160573,0.0219749,0.0493036,0.0294993,0.0565733,0.051506,0.0197235,0.0348005,0.0362407,0.0224702,0.0271306,0.0470931,0.0482691,0.0118008,0.0155231,0.0321134,0,0.0165818,0.0399389,0.0314982,0,0,0.0192513,0,0,0.0198262,0.0523766,0.0382982,0.019462,0.0190102,0.0545692,0.045962,0.0368984,0.0713066,0.0738659,0.0456932,0.0663754,0.0435914,0.0485098,0.0752447,0.0236461,0.0245611,0.00519345,0.00963552,0.0326905,0.0766006,0,0,0,0,0,0,0,0,0.0361706,0,0
427,0.0360153,0.0297029,0,0,0,0,0,0.0304758,0,0.0322796,0.0440209,0,0,0.0235249,0,0,0.0532864,0.0447343,0.0389124,0.0162288,0.0220893,0.0493886,0.0293376,0.0564397,0.0515245,0.0196306,0.0348622,0.0362034,0.0225067,0.0270534,0.0484258,0.0482809,0.0117789,0.015327,0.0317899,0,0.0164759,0.0398899,0.031368,0,0,0.0192238,0,0,0.0198125,0.0526494,0.0387181,0.0192798,0.0195168,0.0547589,0.0458795,0.0367086,0.0711196,0.0737428,0.0454372,0.0663528,0.0435916,0.0484098,0.0751697,0.0244008,0.0246095,0.00520058,0.00947139,0.0327,0.0767308,0,0,0,0,0,0,0,0,0.0361547,0,0
428,0.0361009,0.0296648,0,0,0,0,0,0.0297677,0,0.0322885,0.0443264,0,0,0.023482,0,0,0.0531915,0.0445705,0.0391587,0.0163922,0.0221396,0.0494334,0.0291799,0.0563735,0.0515114,0.0197325,0.0349537,0.0362434,0.022638,0.0269715,0.0497757,0.0483348,0.0117221,0.0151666,0.0313769,0,0.016416,0.0402699,0.0313836,0,0,0.019172,0,0,0.0197968,0.0528886,0.039149,0.0190734,0.0199575,0.054931,0.0458638,0.0366481,0.0708772,0.0735899,0.0453905,0.0662438,0.0435113,0.0482928,0.0751567,0.0252444,0.0246282,0.00518923,0.00930999,0.0327646,0.076781,0,0,0,0,0,0,0,0,0.0361574,0,0
429,0.0360666,0.0296778,0,0,0,0,0,0.0290516,0,0.0323257,0.0446249,0,0,0.0234889,0,0,0.0530928,0.044424,0.039154,0.0165015,0.0221463,0.0495057,0.0289489,0.0563063,0.0515146,0.0196921,0.0350606,0.03625,0.0227616,0.0268455,0.0511228,0.048354,0.0116614,0.0149638,0.0309924,0,0.0164365,0.0405118,0.0314238,0,0,0.0190796,0,0,0.0197699,0.0531015,0.0395539,0.018933,0.0204072,0.0551054,0.0458227,0.0366092,0.0705968,0.0732868,0.0454666,0.0661075,0.0434154,0.0481507,0.0754777,0.0260049,0.0246478,0.00515169,0.00912274,0.0328688,0.0768366,0,0,0,0,0,0,0,0,0.0361041,0,0
430,0.0360906,0.0297155,0,0,0,0,0,0.0283446,0,0.0323697,0.0449586,0,0,0.0235013,0,0,0.0529942,0.0441999,0.0391543,0.016639,0.0221547,0.0496615,0.028715,0.0563182,0.0515396,0.0195662,0.0351457,0.036242,0.0227942,0.0266998,0.0525927,0.0484454,0.0116397,0.0147274,0.0307826,0,0.0163961,0.040137,0.0314749,0,0,0.0189625,0,0,0.0197482,0.0533317,0.0398301,0.0188047,0.0209506,0.055353,0.0457768,0.0363417,0.0704086,0.0731933,0.0453516,0.0660664,0.0434266,0.0481091,0.0754902,0.0267548,0.0247034,0.00516541,0.00891999,0.0328864,0.0769874,0,0,0,0,0,0,0,0,0.0359385,0,0
