Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHI,IMUR_B,
431,0.0361748,0.0297407,0,0,0,0,0,0.0277851,0,0.0324018,0.0452582,0,0,0.0235223,0,0,0.0529207,0.0439366,0.0392427,0.0167922,0.0221451,0.0498441,0.0284466,0.0564812,0.0516249,0.0193935,0.0352144,0.0363207,0.0228355,0.0265996,0.0543171,0.0485941,0.0116351,0.0144782,0.0306332,0,0.0163022,0.0399256,0.0314938,0,0,0.0188966,0,0,0.0197485,0.0535237,0.0400453,0.0186298,0.021551,0.0555375,0.045717,0.0359956,0.0702489,0.073147,0.0446945,0.0661459,0.0434682,0.0481305,0.0755213,0.0274995,0.0248187,0.00516867,0.0087467,0.032913,0.0771026,0,0,0,0,0,0,0,0,0.035767,0,0
432,0.0362293,0.0297296,0,0,0,0,0,0.0272707,0,0.0324036,0.0454125,0,0,0.0235504,0,0,0.0528748,0.0437308,0.0393806,0.0168685,0.0221389,0.0500225,0.0281843,0.0562546,0.0517069,0.0192076,0.0353685,0.036475,0.0229862,0.026568,0.055875,0.0486938,0.0116416,0.0141896,0.0304183,0,0.0162248,0.0398725,0.0314532,0,0,0.0188655,0,0,0.0197685,0.0536929,0.0403365,0.018452,0.0221804,0.05565,0.045646,0.035857,0.0701622,0.0730747,0.0442124,0.0661982,0.043518,0.0481462,0.0756311,0.0281469,0.0248824,0.00513934,0.00856797,0.0329115,0.0771585,0,0,0,0,0,0,0,0,0.0356751,0,0
433,0.0361921,0.0297196,0,0,0,0,0,0.0267326,0,0.0323722,0.0456134,0,0,0.0235439,0,0,0.0528309,0.0435393,0.0396046,0.0169489,0.0221118,0.0501437,0.0279343,0.0563463,0.0517583,0.0190176,0.0355561,0.0364753,0.02325,0.0265533,0.0573562,0.048739,0.0116527,0.0139871,0.0299594,0,0.0161427,0.0398285,0.0314197,0,0,0.0187982,0,0,0.0197548,0.0538786,0.04062,0.0183189,0.0227498,0.0557441,0.0455944,0.0357901,0.0701015,0.0730138,0.043933,0.0661497,0.0435883,0.0481509,0.0756891,0.0290562,0.024911,0.00506825,0.00840931,0.0328836,0.0772414,0,0,0,0,0,0,0,0,0.0356008,0,0
434,0.0361298,0.029683,0,0,0,0,0,0.0262118,0,0.0323296,0.0457974,0,0,0.0234988,0,0,0.0527644,0.0433573,0.0396718,0.0170047,0.0221004,0.0502468,0.0276807,0.0564139,0.051804,0.01881,0.0356867,0.0364882,0.0234069,0.0265005,0.0587448,0.0487855,0.0115344,0.0141501,0.0295926,0,0.0160298,0.0397393,0.0314195,0,0,0.0187881,0,0,0.0197404,0.0540687,0.0408828,0.0182318,0.0232724,0.0558581,0.0455457,0.035805,0.0699918,0.0729646,0.0436442,0.0661967,0.0436658,0.0481813,0.0758099,0.0300918,0.0249478,0.00499622,0.0082259,0.0328676,0.0772818,0,0,0,0,0,0,0,0,0.0355519,0,0
435,0.0360864,0.0296595,0,0,0,0,0,0.0257676,0,0.0322717,0.0458828,0,0,0.0234044,0,0,0.0527526,0.0431832,0.0398586,0.0170907,0.0221187,0.0503887,0.0274731,0.0564263,0.0518647,0.0184843,0.0358179,0.0364053,0.0235342,0.0264399,0.0601223,0.0488518,0.0113574,0.0146598,0.0293353,0,0.0159409,0.0396351,0.0313902,0,0,0.0187957,0,0,0.0197264,0.0542424,0.0412063,0.0182184,0.0237596,0.0560302,0.0455027,0.0353444,0.0699099,0.0730454,0.0433827,0.0662249,0.0437325,0.0482002,0.0759923,0.0311858,0.024994,0.00491932,0.00805375,0.0328771,0.0772715,0,0,0,0,0,0,0,0,0.0352544,0,0
436,0.0360117,0.0295823,0,0,0,0,0,0.025428,0,0.0322368,0.0459207,0,0,0.0233308,0,0,0.0527292,0.0430064,0.0400804,0.0171953,0.0221136,0.0505399,0.0273224,0.0564272,0.0518951,0.0181679,0.0359207,0.0365604,0.0236825,0.0264317,0.061431,0.0488016,0.0113408,0.014544,0.0291098,0,0.0158694,0.0395664,0.0314144,0,0,0.018819,0,0,0.0196955,0.0544069,0.0415292,0.0181941,0.0242462,0.0562452,0.0454796,0.035004,0.0698242,0.0731088,0.0431105,0.0662072,0.0437916,0.0482987,0.0761546,0.0323608,0.0250389,0.00485398,0.00791005,0.0328786,0.077213,0,0,0,0,0,0,0,0,0.035033,0,0
437,0.0360077,0.0295428,0,0,0,0,0,0.0251229,0,0.0322214,0.0459974,0,0,0.0233013,0,0,0.0526555,0.0428262,0.0403228,0.017337,0.022134,0.0506925,0.0272361,0.0563898,0.0518045,0.0178943,0.0360045,0.036645,0.0237358,0.0264456,0.0627474,0.0486611,0.0115119,0.0138505,0.0288775,0,0.0158123,0.0395463,0.0313587,0,0,0.0188334,0,0,0.019639,0.0545623,0.0419141,0.0181222,0.0247256,0.0564503,0.0454393,0.0348602,0.0696934,0.0731002,0.0429171,0.0662124,0.0438048,0.0484407,0.0762685,0.0334342,0.0250674,0.00477954,0.00779031,0.0328729,0.0772212,0,0,0,0,0,0,0,0,0.0352389,0,0
438,0.035969,0.0294962,0,0,0,0,0,0.0248191,0,0.0322044,0.0460697,0,0,0.0232877,0,0,0.0526182,0.0426919,0.0405473,0.0174999,0.0222076,0.0508997,0.0271583,0.0563232,0.0516985,0.0176645,0.0360841,0.0364877,0.0237651,0.026435,0.0640603,0.0485202,0.0116153,0.0135074,0.0285839,0,0.0157433,0.0394723,0.0312876,0,0,0.0188956,0,0,0.0195532,0.0546977,0.0423429,0.0180493,0.0251628,0.0566805,0.045394,0.0347764,0.0695433,0.0731193,0.0428943,0.0662754,0.0438174,0.0483653,0.0763562,0.034424,0.0250834,0.00471127,0.00765208,0.0329112,0.0773006,0,0,0,0,0,0,0,0,0.035395,0,0
439,0.0359214,0.0294644,0,0,0,0,0,0.0245593,0,0.0321792,0.0462075,0,0,0.0232933,0,0,0.0525942,0.0425468,0.04074,0.0176098,0.0223258,0.0511435,0.0270309,0.0561846,0.0516325,0.0174386,0.0361155,0.0362128,0.0238131,0.0263744,0.0653229,0.0484265,0.0116583,0.0133831,0.028347,0,0.0156416,0.0393595,0.0312716,0,0,0.0189484,0,0,0.0194417,0.0548581,0.0426882,0.0179711,0.0255006,0.0569506,0.0453563,0.0346282,0.069358,0.0731646,0.0428635,0.0662685,0.0438676,0.0483299,0.0764354,0.0355636,0.025164,0.00461934,0.00748102,0.0329122,0.0773733,0,0,0,0,0,0,0,0,0.0354233,0,0
440,0.0359153,0.0294692,0,0,0,0,0,0.0243884,0,0.0321621,0.0463864,0,0,0.0233112,0,0,0.0525401,0.0423904,0.0409275,0.0176567,0.0224083,0.0514259,0.0268938,0.0561311,0.0515822,0.0172045,0.0362517,0.0361287,0.0239259,0.0263283,0.0664362,0.0484015,0.0116624,0.0132909,0.0282047,0,0.0155637,0.039184,0.0312529,0,0,0.0189832,0,0,0.0193386,0.055089,0.0430054,0.0178271,0.0260116,0.0571545,0.0453745,0.0344399,0.0691266,0.0734367,0.042911,0.0663299,0.0440573,0.0483868,0.0766143,0.0368966,0.0251861,0.00453267,0.00728923,0.0329191,0.077427,0,0,0,0,0,0,0,0,0.0352685,0,0
441,0.0359319,0.0294795,0,0,0,0,0,0.0242592,0,0.0321253,0.0464352,0,0,0.0232888,0,0,0.0524957,0.042247,0.041107,0.0177373,0.0225573,0.0516966,0.0267706,0.0560394,0.0515498,0.0169131,0.0362975,0.0361256,0.0240778,0.0264098,0.067489,0.0484399,0.0116502,0.0131106,0.0281475,0,0.0155018,0.0389432,0.0312237,0,0,0.0189902,0,0,0.0192475,0.0552474,0.0433018,0.0176619,0.0264912,0.0572883,0.0454093,0.0343776,0.0688938,0.0736221,0.0427732,0.0664536,0.0442551,0.0484619,0.0766795,0.0380269,0.0252142,0.00444346,0.00712961,0.0329763,0.077433,0,0,0,0,0,0,0,0,0.0350609,0,0
442,0.0352009,0.0294026,0,0,0,0,0,0.0248256,0,0.0332495,0.0472688,0,0,0.0231017,0,0,0.0523644,0.0419646,0.0432607,0.0207689,0.0207185,0.0522104,0.0271578,0.0580528,0,0.0170956,0.0341674,0.0340092,0.0222048,0.0249465,0.0675584,0.0486809,0.0117088,0.0129087,0.027843,0,0.015504,0.0396163,0.0302081,0,0,0.0187937,0,0,0.0187194,0.0552194,0.0435575,0.0167938,0.0260731,0.0566262,0.0445003,0.0350177,0.0692179,0.074392,0.0432347,0.0661356,0.0440216,0.0481439,0.0763345,0.0393231,0.025686,0.004603,0.00619531,0.0333643,0.0765954,0,0,0,0,0,0,0,0,0.0353569,0,0
443,0.0359211,0.0294174,0,0,0,0,0,0.0240333,0,0.0321046,0.046476,0,0,0.0232889,0,0,0.0522846,0.0420939,0.0416375,0.0179919,0.0227042,0.0521556,0.0265354,0.0559175,0.0509454,0.0160355,0.0364946,0.0363455,0.024366,0.0265587,0.0692417,0.0485534,0.0117324,0.0126436,0.0280251,0,0.0153562,0.0387131,0.0310995,0,0,0.0190501,0,0,0.0190816,0.0554545,0.0437135,0.0173662,0.0274767,0.0574596,0.0453385,0.0340837,0.0685166,0.0736929,0.0424356,0.0667801,0.0443835,0.0483739,0.0763754,0.0398264,0.0253056,0.00428607,0.00675863,0.0330552,0.0773761,0,0,0,0,0,0,0,0,0.035013,0,0
444,0.0351931,0.0293805,0,0,0,0,0,0.0244915,0,0.0333512,0.0470745,0,0,0.0231741,0,0,0.0521634,0.0418619,0.0437821,0.0208438,0.0208379,0.0525968,0.0269437,0.0583249,0,0.0163038,0.0344098,0.03431,0.0224517,0.025051,0.069394,0.0487765,0.0117616,0.0124695,0.0278901,0,0.015483,0.0397254,0.0302051,0,0,0.0189133,0,0,0.0185939,0.0554283,0.0440959,0.0165025,0.0270356,0.0568262,0.044402,0.0342598,0.0689458,0.0744095,0.0432967,0.0662706,0.0441909,0.0481016,0.0762886,0.040965,0.0257826,0.00449064,0.00583956,0.0334571,0.0766146,0,0,0,0,0,0,0,0,0.035418,0,0
445,0.0358938,0.0294367,0,0,0,0,0,0.023753,0,0.0321287,0.046197,0,0,0.0233719,0,0,0.0521085,0.0420395,0.0420783,0.0180431,0.0228133,0.0523903,0.0263812,0.0563857,0.0497166,0.0154938,0.0366661,0.0366077,0.0245357,0.0265612,0.0708303,0.0486266,0.0117183,0.012247,0.028109,0,0.0155082,0.0390662,0.0310613,0,0,0.0191622,0,0,0.0189578,0.0556783,0.0443461,0.0170549,0.0283381,0.0576832,0.0452212,0.0331926,0.0683526,0.0736413,0.0424998,0.0666047,0.0445993,0.0484272,0.0766238,0.0413281,0.0254116,0.00416086,0.0063652,0.0331543,0.0774121,0,0,0,0,0,0,0,0,0.0352644,0,0
446,0.0352152,0.0294031,0,0,0,0,0,0.0242701,0,0.0333327,0.0468704,0,0,0.0231726,0,0,0.0520173,0.0418411,0.0441422,0.0206991,0.0209387,0.0527492,0.0268522,0.0587097,0,0.0159781,0.0345478,0.0343684,0.0226688,0.0251022,0.0711549,0.048798,0.0116717,0.012268,0.0279645,0,0.0156005,0.0401956,0.0301338,0,0,0.0190313,0,0,0.0185002,0.0555812,0.0446482,0.0163084,0.0279162,0.0571072,0.0442748,0.0338115,0.0687933,0.0742639,0.0431856,0.0662473,0.0444172,0.0483726,0.0762193,0.0421791,0.025858,0.00429712,0.00543919,0.0335685,0.0766978,0,0,0,0,0,0,0,0,0.0354469,0,0
447,0.0352965,0.0293394,0,0,0,0,0,0.0243633,0,0.0332637,0.0466646,0,0,0.0227619,0,0,0.0521842,0.0417595,0.0442348,0.0205372,0.0210817,0.0528573,0.0266222,0.0588172,0,0.0157808,0.034568,0.0342479,0.0226899,0.0251788,0.0722551,0.0488414,0.0115195,0.0128196,0.0280232,0,0.0156092,0.0402818,0.0301103,0,0,0.0188637,0,0,0.0187768,0.0556425,0.0449013,0.0161835,0.0283391,0.0572336,0.0440718,0.0339793,0.0686953,0.0743068,0.0430457,0.0663378,0.044448,0.0483716,0.0764838,0.0426394,0.0259081,0.00418749,0.00569846,0.0336339,0.0768451,0,0,0,0,0,0,0,0,0.0354864,0,0
448,0.0360216,0.0293667,0,0,0,0,0,0.024117,0,0.0322249,0.045771,0,0,0.0229216,0,0,0.0521958,0.0418005,0.0428573,0.0176738,0.0230775,0.0526807,0.0260913,0.0560712,0.0496932,0.0155134,0.0366936,0.0363233,0.0247128,0.0269313,0.0742041,0.0487467,0.0114241,0.0127613,0.0281771,0,0.0155084,0.0396529,0.0309216,0,0,0.0190826,0,0,0.0190908,0.0557829,0.0450357,0.0168014,0.0294927,0.0579925,0.0448099,0.0330651,0.0679713,0.0732494,0.0420551,0.0668681,0.0448153,0.0484968,0.077001,0.0428841,0.0255858,0.00389734,0.00617285,0.0333082,0.0777774,0,0,0,0,0,0,0,0,0.0349003,0,0
449,0.0360719,0.0293755,0,0,0,0,0,0.0241886,0,0.0322648,0.0456022,0,0,0.0232419,0,0,0.0519932,0.0416635,0.0430051,0.0177247,0.0231904,0.0527693,0.026257,0.0559268,0.048284,0.0153814,0.0366809,0.0362686,0.0247663,0.0269592,0.0747301,0.0488862,0.0114516,0.0122854,0.0281887,0,0.0155282,0.0395649,0.0309151,0,0,0.0193059,0,0,0.018766,0.0558364,0.0452451,0.0166708,0.0298665,0.057986,0.044741,0.0327814,0.0678333,0.0729893,0.0417049,0.0667955,0.0449334,0.0483917,0.0770944,0.0434021,0.0256979,0.00398827,0.00549715,0.0333634,0.0778632,0,0,0,0,0,0,0,0,0.0349494,0,0
450,0.0354099,0.0292873,0,0,0,0,0,0.0246351,0,0.0333294,0.0461599,0,0,0.0227496,0,0,0.0521171,0.0414504,0.0445007,0.0203581,0.0215303,0.0532242,0.0265126,0.0583344,0,0.0152821,0.0346468,0.0342647,0.0229209,0.0254578,0.0741323,0.0490798,0.0114852,0.0125756,0.0280667,0,0.0156919,0.0398684,0.0302472,0,0,0.0189293,0,0,0.0186696,0.0557609,0.0455887,0.0159105,0.029576,0.0573475,0.0437211,0.0334682,0.068113,0.0735796,0.0420289,0.0664045,0.044712,0.0480766,0.0768531,0.0443776,0.0261773,0.00417905,0.00507129,0.033683,0.0771534,0,0,0,0,0,0,0,0,0.0354345,0,0
451,0.0360768,0.0293303,0,0,0,0,0,0.0243035,0,0.0323266,0.0454885,0,0,0.0229222,0,0,0.0520916,0.041508,0.0431273,0.0177355,0.023382,0.0531149,0.0259495,0.055518,0.0483353,0.0151351,0.0367572,0.0363231,0.024935,0.027121,0.0754627,0.0489129,0.01144,0.0124496,0.0281359,0,0.0156066,0.0389398,0.031145,0,0,0.0190853,0,0,0.0189575,0.0558036,0.045694,0.0163921,0.0309348,0.0579933,0.0443587,0.0328933,0.0673313,0.0728116,0.0410951,0.0668161,0.0451209,0.0483771,0.0769953,0.044572,0.0257752,0.00378105,0.0055524,0.0333304,0.0779621,0,0,0,0,0,0,0,0,0.0350177,0,0
452,0.0361268,0.0293219,0,0,0,0,0,0.0243787,0,0.032327,0.0454746,0,0,0.0229344,0,0,0.0520615,0.0415141,0.0430943,0.0177055,0.0234851,0.0532923,0.0258816,0.0555144,0.0487717,0.0150919,0.036735,0.0363168,0.0249735,0.0271555,0.075938,0.0489322,0.0114255,0.012401,0.0281937,0,0.0156085,0.0386721,0.0310835,0,0,0.0191632,0,0,0.0189432,0.055605,0.0458834,0.016251,0.031467,0.0580799,0.0442164,0.0327527,0.0671277,0.0727436,0.0410004,0.0666271,0.0452326,0.0484583,0.0768052,0.0448403,0.025752,0.00371572,0.00540954,0.0333928,0.0780796,0,0,0,0,0,0,0,0,0.0349748,0,0
453,0.0361636,0.0293277,0,0,0,0,0,0.0244455,0,0.0323375,0.0455158,0,0,0.0229079,0,0,0.0519989,0.0415693,0.0430196,0.0176694,0.023508,0.0534548,0.0257749,0.0554586,0.0489329,0.0150801,0.036649,0.0363013,0.0249322,0.0271832,0.0764371,0.0489338,0.0113962,0.0122738,0.0282777,0,0.0156961,0.0384042,0.0311062,0,0,0.0192313,0,0,0.0189843,0.0558524,0.0461844,0.0161306,0.0319545,0.0581862,0.0440983,0.032486,0.0669425,0.0727172,0.0408933,0.0664324,0.0452291,0.0485312,0.0769555,0.0452226,0.0257311,0.00364488,0.00531643,0.0334456,0.0781386,0,0,0,0,0,0,0,0,0.0351645,0,0
454,0.0361691,0.0293398,0,0,0,0,0,0.0244941,0,0.0323041,0.0454984,0,0,0.0228627,0,0,0.0519552,0.0416417,0.0431146,0.0176186,0.0235101,0.0536378,0.0258026,0.0553164,0.0489652,0.0150494,0.0367144,0.0362206,0.024964,0.0271376,0.0768804,0.0489188,0.0113647,0.0122087,0.0282479,0,0.0157917,0.0381932,0.0312973,0,0,0.0192884,0,0,0.0190251,0.0559188,0.0463853,0.016089,0.0324518,0.0583332,0.0439699,0.0319847,0.0667803,0.072698,0.0408346,0.0663663,0.0451983,0.0485156,0.077055,0.045414,0.0257574,0.00351507,0.00526407,0.0335128,0.0782175,0,0,0,0,0,0,0,0,0.035315,0,0
455,0.0363254,0.0293563,0,0,0,0,0,0.0245285,0,0.0322766,0.045336,0,0,0.0228533,0,0,0.0519478,0.0416866,0.0432202,0.0175154,0.0235811,0.0538095,0.0258673,0.0554384,0.0489588,0.0149792,0.0368063,0.0361911,0.0249715,0.0270509,0.0773374,0.0488528,0.0113658,0.0122089,0.0282041,0,0.0158779,0.0381061,0.0314354,0,0,0.0193726,0,0,0.0190512,0.0557513,0.0465216,0.0160798,0.0329798,0.0585152,0.0438558,0.031456,0.0666006,0.0726482,0.0408162,0.0664095,0.0451355,0.0484203,0.0771005,0.0454481,0.0258197,0.00338366,0.00519821,0.0336331,0.0783284,0,0,0,0,0,0,0,0,0.0352433,0,0
456,0.0366583,0.0293803,0,0,0,0,0,0.0245462,0,0.0322556,0.0450398,0,0,0.0228096,0,0,0.0519212,0.0417114,0.043307,0.0173521,0.0238762,0.0539717,0.0259647,0.0554659,0.0489185,0.0148047,0.0367077,0.036208,0.0249352,0.02706,0.0777786,0.0487525,0.0114086,0.012165,0.0281701,0,0.0159017,0.0380637,0.0314614,0,0,0.0195072,0,0,0.0190923,0.0560329,0.0466068,0.0160519,0.033396,0.0587026,0.0437632,0.0313408,0.0665288,0.0726433,0.0407745,0.0663158,0.0450763,0.0483051,0.0771287,0.0456377,0.0258144,0.00327405,0.00513154,0.0338955,0.0784539,0,0,0,0,0,0,0,0,0.0348679,0,0
457,0.0368715,0.0293729,0,0,0,0,0,0.0246201,0,0.0322805,0.0449038,0,0,0.022691,0,0,0.0519281,0.0417634,0.0434341,0.0173392,0.0240017,0.054103,0.026019,0.0552645,0.0487791,0.0146371,0.0366592,0.036126,0.0248764,0.0271298,0.0781564,0.0487912,0.0114397,0.012187,0.0281416,0,0.0159285,0.0379943,0.0314634,0,0,0.0197405,0,0,0.0189747,0.0562915,0.0466913,0.0160136,0.0337136,0.0588878,0.0437006,0.0313848,0.0665688,0.0726457,0.0406131,0.0662974,0.0449839,0.0481856,0.0771336,0.0457282,0.0257522,0.00329472,0.00477865,0.0341346,0.0786539,0,0,0,0,0,0,0,0,0.0347395,0,0
458,0.0369567,0.0293987,0,0,0,0,0,0.0247359,0,0.0323174,0.0450043,0,0,0.0226919,0,0,0.0519256,0.0417734,0.0435718,0.0174048,0.0239673,0.0541991,0.0260813,0.0553237,0.0485538,0.0144977,0.0365629,0.0360299,0.0248613,0.0271822,0.0784696,0.0488037,0.0114669,0.0122162,0.0281388,0,0.0159099,0.0381352,0.031482,0,0,0.0199537,0,0,0.0189273,0.0563394,0.0467568,0.0159516,0.0342361,0.0590106,0.0436402,0.0316221,0.0665552,0.0726458,0.040354,0.0662056,0.0449605,0.0480771,0.0771302,0.045811,0.0257318,0.0032069,0.00466741,0.0343459,0.0788154,0,0,0,0,0,0,0,0,0.0348706,0,0
459,0.0369263,0.0294924,0,0,0,0,0,0.0248102,0,0.0323563,0.0451142,0,0,0.0227069,0,0,0.0518716,0.0417919,0.0436326,0.0173407,0.0238874,0.0543569,0.0260596,0.0553234,0.0484882,0.0144213,0.0364336,0.0359005,0.0248613,0.0271916,0.0787386,0.048799,0.0114928,0.0121387,0.0281171,0,0.0157928,0.0384969,0.0315367,0,0,0.0201515,0,0,0.0188772,0.0560319,0.0467237,0.015892,0.0360601,0.0590829,0.0436234,0.0317419,0.0666083,0.0725594,0.0403284,0.0660223,0.0448498,0.0479563,0.0770835,0.0456064,0.0257431,0.003082,0.00459583,0.0345807,0.0788362,0,0,0,0,0,0,0,0,0.0351459,0,0
460,0.0368815,0.0296221,0,0,0,0,0,0.0248256,0,0.0323676,0.04518,0,0,0.0227822,0,0,0.0518075,0.0417188,0.0436574,0.0172702,0.0241095,0.0544488,0.0261754,0.0552018,0.0485904,0.0143108,0.0364128,0.0357949,0.0248767,0.0271364,0.0790328,0.0487997,0.0114864,0.0119996,0.0279987,0,0.0157067,0.0389475,0.0314809,0,0,0.020526,0,0,0.0186224,0.0553617,0.0466493,0.0160084,0.0397373,0.0591493,0.0436775,0.03187,0.0667781,0.0724601,0.040385,0.065912,0.0446184,0.0479302,0.0770005,0.045427,0.0257281,0.00295299,0.00431603,0.0349629,0.0786174,0,0,0,0,0,0,0,0,0.0351311,0,0
461,0.0371508,0.0296799,0,0,0,0,0,0.024866,0,0.0322786,0.0450188,0,0,0.0225788,0,0,0.0522045,0.0417952,0.0436586,0.0173426,0.0258453,0.0553516,0.027391,0.0542908,0.0480228,0.0144334,0.0366125,0.0359206,0.0249842,0.027377,0.079042,0.0483054,0.011673,0.0126373,0.0291061,0,0.0191406,0.0385937,0.0313625,0,0,0.0208559,0,0,0.0185714,0.0565479,0.0509362,0.0144567,0,0.0592545,0.0435424,0.0291488,0.0643249,0.0709748,0.0397484,0.0646891,0.0437033,0.0464056,0.0752626,0.046101,0.0255302,0.00276955,0.00421619,0.0348022,0.0795066,0,0,0,0,0,0,0,0,0.0346682,0,0
462,0.0370243,0.0297615,0,0,0,0,0,0.0251342,0,0.0325242,0.0449451,0,0,0.0226259,0,0,0.0522189,0.0418712,0.0444341,0.0172789,0.0262846,0.055676,0.0275273,0.054215,0.04779,0.0148735,0.0363114,0.035635,0.0247695,0.0273964,0.0798697,0.0481306,0.0116744,0.0126268,0.0290263,0,0.0192399,0.0379508,0.0312873,0,0,0.0207355,0,0,0.0189794,0.0572614,0.0510067,0.0145525,0,0.0595855,0.0435491,0.0290484,0.0642112,0.0709504,0.0397477,0.0646574,0.043546,0.0461944,0.0752047,0.0462582,0.0253456,0.00258907,0.00460129,0.0350315,0.0794483,0,0,0,0,0,0,0,0,0.0343304,0,0
463,0.0367103,0.0298968,0,0,0,0,0,0.0252738,0,0.0326564,0.0446119,0,0,0.0226129,0,0,0.052301,0.0418399,0.0447114,0.0173601,0.0264354,0.0559959,0.0276126,0.0543419,0.0477579,0.0150941,0.0361052,0.0354675,0.0246474,0.0274314,0.0804386,0.0479931,0.0117128,0.0127655,0.0290318,0,0.0193007,0.0382304,0.0311822,0,0,0.0208828,0,0,0.0192012,0.0576634,0.0511237,0.014706,0,0.0599592,0.0437075,0.0290641,0.0642431,0.0709317,0.0396979,0.064553,0.0434322,0.0460122,0.0750782,0.0461918,0.0252464,0.00240292,0.00468431,0.0353585,0.0793377,0,0,0,0,0,0,0,0,0.034146,0,0
464,0.0363537,0.0299923,0,0,0,0,0,0.0253385,0,0.0327378,0.0440513,0,0,0.0225795,0,0,0.052418,0.0417884,0.0448083,0.0174954,0.0264677,0.0563611,0.0276649,0.0542751,0.0476106,0.0150839,0.0360342,0.0354432,0.0245405,0.0274003,0.0808427,0.0479123,0.0118209,0.0128621,0.0291499,0,0.0194115,0.0385164,0.0310481,0,0,0.0210243,0,0,0.0193924,0.0578189,0.0512681,0.0148696,0,0.0603725,0.0438142,0.0289017,0.0641709,0.0708944,0.0396689,0.0643709,0.043372,0.0459347,0.0749857,0.0463113,0.02516,0.00223303,0.0047473,0.0356641,0.0792038,0,0,0,0,0,0,0,0,0.0341519,0,0
465,0.0364366,0.0301026,0,0,0,0,0,0.0253981,0,0.0328274,0.044382,0,0,0.0224863,0,0,0.0525554,0.0420856,0.0449436,0.01752,0.0264614,0.0567023,0.0277903,0.0542649,0.0475482,0.014919,0.0359486,0.0353834,0.0245337,0.0272903,0.0811992,0.0478457,0.0120524,0.0128526,0.0293208,0,0.0194611,0.0386369,0.0308784,0,0,0.0211676,0,0,0.0195367,0.0579158,0.0513754,0.0150052,0,0.0607182,0.0438903,0.0286871,0.0640387,0.0709244,0.0399982,0.0641361,0.0434474,0.0459478,0.0749113,0.0463303,0.0250959,0.00209815,0.00478897,0.0360228,0.0791317,0,0,0,0,0,0,0,0,0.0338998,0,0
466,0.0364379,0.0301689,0,0,0,0,0,0.0254411,0,0.0329183,0.0435388,0,0,0.0223823,0,0,0.0526403,0.0426511,0.0449737,0.017579,0.0265318,0.0570017,0.0279404,0.0544787,0.0475678,0.0147772,0.0358612,0.0354111,0.0245369,0.027252,0.0815311,0.0477912,0.0121224,0.0129578,0.0293061,0,0.0195317,0.0386874,0.0307292,0,0,0.0213277,0,0,0.0196344,0.0581686,0.051431,0.015146,0,0.0610644,0.0438533,0.0288459,0.0640307,0.070985,0.0402817,0.0638251,0.0435803,0.045812,0.0748756,0.0462901,0.0250958,0.00200162,0.00480614,0.036431,0.079069,0,0,0,0,0,0,0,0,0.0337269,0,0
467,0.0362817,0.0302193,0,0,0,0,0,0.0255078,0,0.0328552,0.0429814,0,0,0.0222921,0,0,0.0526666,0.0428485,0.0451238,0.01762,0.0266127,0.05727,0.0281268,0.0545259,0.0475281,0.0147066,0.0358871,0.0352999,0.0245319,0.0272942,0.0817628,0.0477724,0.0121279,0.013182,0.0292138,0,0.0195998,0.0387995,0.0305426,0,0,0.0214973,0,0,0.0196842,0.0581173,0.0515403,0.0152661,0,0.0613887,0.0437538,0.0288636,0.064108,0.0710103,0.0405042,0.0637049,0.0435691,0.0458685,0.0748214,0.0464423,0.0251945,0.00191506,0.00487998,0.0368612,0.0789954,0,0,0,0,0,0,0,0,0.0337048,0,0
468,0.0360583,0.0302773,0,0,0,0,0,0.0256035,0,0.032865,0.042991,0,0,0.0222189,0,0,0.0527319,0.0428264,0.0452724,0.0177975,0.026694,0.0575862,0.0282421,0.0543987,0.0473786,0.0146411,0.0359574,0.0351413,0.0244946,0.0273966,0.0819674,0.047774,0.0120383,0.0136998,0.0291217,0,0.0196668,0.0388821,0.0303497,0,0,0.0216665,0,0,0.0196984,0.0574669,0.0516722,0.0154154,0,0.0617223,0.0436657,0.028687,0.063996,0.0709537,0.0405785,0.063645,0.0435394,0.0458635,0.0747994,0.0467109,0.0252314,0.00180315,0.00500221,0.037204,0.0788671,0,0,0,0,0,0,0,0,0.033739,0,0
