Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTIB
149,0,0.0200748,0.0227478,0,0,0,0.0285088,0.0132208,0.00797998,0.00882602,0,0,0,0,0.015261,0,0.0179538,0.00394476,0.043726,0.0124121,0.0207284,0.0229589,0,0,0.0230302,0.0111054,0.0165019,0.0197229,0.01842,0.0526014,0.022412,0,0.010932,0,0.0380574,0,0.00654635,0.0094226,0.00259719,0.0226919,0.00881806,0.0205445,0.00872461,0.0170678,0,0,0.0279694,0,0.0143537,0.0199667,0.0507623,0.0133694,0.0225391,0.0092173,0.0210905,0.0226444,0.00818943,0.0548201,0.00881975,0.00912725,0.0109585,0.0103095,0.00929778,0.0128944,0.0327384,0.00934507,0.00789123,0.0119575,0.0235531,0.00949792,0,0,0,0.0174145
150,0,0.0200703,0.0220386,0,0,0,0.0299213,0.0132768,0.00762871,0.00849877,0,0,0,0,0.0141419,0,0.0179419,0.00342298,0.0438219,0.0135197,0.0206202,0.0218191,0,0,0.0230284,0.0103839,0.0160787,0.0198623,0.0189335,0.0518687,0.0221771,0,0.0116953,0,0.0397036,0,0.00590259,0.00936554,0.00245594,0.0214647,0.00876583,0.0190035,0.00924426,0.0172632,0,0,0.0285789,0,0.0146239,0.020059,0.0506295,0.0117238,0.0224635,0.0099194,0.0207098,0.0220311,0.00902169,0.0556651,0.0100099,0.0105706,0.00951473,0.0109707,0.00852188,0.0114275,0.0317331,0.00945969,0.00723455,0.0116373,0.0227956,0.00924639,0,0,0,0.0170727
151,0,0.0198828,0.0211651,0,0,0,0.0303677,0.0132705,0.00688151,0.00847437,0,0,0,0,0.013183,0,0.0179577,0.00314875,0.0439292,0.0138281,0.0202567,0.0208203,0,0,0.0230109,0.00969476,0.0170514,0.0209951,0.019133,0.0515601,0.0217856,0,0.0116561,0,0.0402905,0,0.00534885,0.00935264,0.00240183,0.0199689,0.0088247,0.0171547,0.00973856,0.0176522,0,0,0.0289935,0,0.0148433,0.0200773,0.0505682,0.012036,0.0224329,0.0104547,0.0203655,0.0215505,0.00998798,0.056491,0.0110867,0.0120168,0.00789381,0.0116728,0.00782261,0.00957335,0.0305771,0.0095898,0.00651305,0.011228,0.0220012,0.00944175,0,0,0,0.0165289
152,0,0.0192991,0.0202773,0,0,0,0.0306437,0.0132768,0.00579104,0.00881604,0,0,0,0,0.012456,0,0.0179205,0.003073,0.0440671,0.0135836,0.0196919,0.0201286,0,0,0.022962,0.00943754,0.0177774,0.021592,0.0192888,0.051552,0.0210833,0,0.0109871,0,0.0405973,0,0.00478636,0.00932754,0.00239972,0.0188992,0.00886053,0.0151864,0.01026,0.018059,0,0,0.029201,0,0.014896,0.0200261,0.0505024,0.014527,0.0223643,0.0109282,0.0202166,0.0210261,0.0110095,0.0572741,0.0120708,0.0134935,0.0064261,0.0123557,0.00725245,0.00765871,0.0286332,0.00967365,0.00560851,0.0108176,0.0213175,0.0100044,0,0,0,0.0157843
153,0,0.0183927,0.0194005,0,0,0,0.0311091,0.0133053,0.00478333,0.00916752,0,0,0,0,0.0120197,0,0.0179622,0.00315637,0.0443145,0.0130243,0.0193647,0.0198686,0,0,0.0224267,0.00932786,0.0180575,0.0217671,0.0193567,0.0517277,0.0204597,0,0.0101105,0,0.0411505,0,0.00446373,0.00934622,0.00238382,0.0178137,0.00884237,0.013193,0.0105505,0.0185959,0,0,0.0294139,0,0.0148826,0.0201037,0.0504753,0.0178221,0.0223978,0.0113088,0.0198623,0.020427,0.0119261,0.0579813,0.0129278,0.0148738,0.00507788,0.0130508,0.00689273,0.00577002,0.0251492,0.00977132,0.00483639,0.0103551,0.0206107,0.010763,0,0,0,0.0151363
154,0,0.0175911,0.0186663,0,0,0,0.0319151,0.0132956,0.00472437,0.00928796,0,0,0,0,0.0119015,0,0.018083,0.00338436,0.0444777,0.0122013,0.019557,0.0201134,0,0,0.0212139,0.00913976,0.0181807,0.0218863,0.0187432,0.0519893,0.020256,0,0.00915485,0,0.0420244,0,0.00424213,0.00939816,0.00236645,0.0167849,0.00884807,0.011856,0.0104548,0.0190495,0,0,0.02955,0,0.0149117,0.0202283,0.0505875,0.0201622,0.0226034,0.0115394,0.0191222,0.0198434,0.0126203,0.0585171,0.0135802,0.0160835,0.00397168,0.0137817,0.00667592,0.00410649,0.0206703,0.00988056,0.0048004,0.00988931,0.0198684,0.0114015,0,0,0,0.0148137
155,0,0.0171534,0.0183538,0,0,0,0.0329079,0.0132841,0.00565901,0.00954967,0,0,0,0,0.0120059,0,0.018175,0.00358288,0.0444016,0.0107373,0.0195292,0.0207266,0,0,0.0205629,0.00893902,0.0178648,0.0220103,0.0183793,0.0523141,0.0206122,0,0.00843601,0,0.0429944,0,0.00398906,0.00942903,0.00234561,0.0160615,0.00881817,0.0111895,0.0105287,0.0190286,0,0,0.0296104,0,0.0149866,0.0203094,0.0509225,0.0209905,0.0226915,0.011689,0.018737,0.0191834,0.0133015,0.0589792,0.0141074,0.017259,0.00330271,0.0144979,0.00642937,0.00311489,0.0175462,0.0100413,0.00554114,0.00949577,0.0195438,0.011729,0,0,0,0.014976
156,0,0.0171224,0.0184422,0,0,0,0.0338382,0.0132703,0.00695653,0.00964328,0,0,0,0,0.0123531,0,0.0182088,0.00360753,0.0444558,0.00885597,0.0193597,0.021342,0,0,0.0204381,0.00885316,0.0170871,0.022194,0.0177847,0.0524061,0.0214781,0,0.00804873,0,0.0437979,0,0.00403154,0.00943527,0.00235658,0.0159576,0.00863652,0.0108274,0.0109081,0.0187199,0,0,0.0297875,0,0.0151046,0.020533,0.0514228,0.0209342,0.0227626,0.0117709,0.0186702,0.0184541,0.013954,0.0594178,0.0145421,0.0184328,0.00292134,0.0151285,0.00609236,0.00262679,0.016532,0.0102889,0.00670253,0.00931709,0.0195744,0.0116272,0,0,0,0.0154983
157,0,0.0173983,0.0188383,0,0,0,0.0340546,0.0132617,0.00787991,0.0095787,0,0,0,0,0.0128329,0,0.0182503,0.00344153,0.0445499,0.0076358,0.0192535,0.0215455,0,0,0.0206801,0.00901139,0.0164074,0.0223257,0.0158409,0.0521489,0.0222805,0,0.00794299,0,0.0439098,0,0.00425858,0.00949066,0.00244744,0.0162478,0.00831258,0.0103289,0.0116394,0.0184473,0,0,0.0300236,0,0.0153365,0.0208656,0.0518935,0.0204171,0.0227817,0.0117863,0.0188854,0.0177046,0.0146524,0.059793,0.0149839,0.0195059,0.00268247,0.0157622,0.00571618,0.00259005,0.0162654,0.0107003,0.00800571,0.00912793,0.0198125,0.0111455,0,0,0,0.0158844
158,0,0.0179082,0.0192772,0,0,0,0.0334949,0.0131957,0.00833036,0.00948244,0,0,0,0,0.0130999,0,0.0182676,0.00319937,0.0444924,0.00692421,0.0192609,0.0212914,0,0,0.0209163,0.00931823,0.015762,0.022038,0.0147575,0.0516423,0.0225904,0,0.00804417,0,0.0431901,0,0.004467,0.00948875,0.00251155,0.0162562,0.00802322,0.0094893,0.0125287,0.0184278,0,0,0.0302363,0,0.0156198,0.0210693,0.0519486,0.0193951,0.0227618,0.0116946,0.019128,0.016759,0.0154669,0.0600735,0.0153561,0.0204689,0.00270644,0.0163849,0.00525027,0.0031324,0.0161739,0.0111494,0.00949534,0.00906948,0.0200175,0.0106066,0,0,0,0.0159763
159,0,0.0183573,0.0196317,0,0,0,0.0326603,0.0131488,0.0080406,0.00938393,0,0,0,0,0.0131654,0,0.0183548,0.0029591,0.044622,0.00698139,0.0193386,0.0210882,0,0,0.0208755,0.0095057,0.015169,0.0216038,0.0147748,0.051205,0.0224437,0,0.00833759,0,0.0422983,0,0.00446214,0.00947848,0.00260324,0.0159431,0.0078567,0.00849339,0.0132997,0.0182981,0,0,0.0302069,0,0.0158662,0.0209908,0.051713,0.0181343,0.0227565,0.0114437,0.0192388,0.0159816,0.0160192,0.0602778,0.01561,0.0213386,0.00321291,0.016956,0.00474072,0.00421594,0.0162445,0.0115214,0.010664,0.00910378,0.0200758,0.0102863,0,0,0,0.0159518
160,0,0.0187029,0.0198605,0,0,0,0.0316728,0.0132127,0.00712813,0.00951551,0,0,0,0,0.0130144,0,0.0185525,0.00284626,0.0447403,0.00768821,0.0194176,0.0209009,0,0,0.0207067,0.00947711,0.0147347,0.0212918,0.0152538,0.0509611,0.0220288,0,0.00885863,0,0.0413084,0,0.00431431,0.00949877,0.00269286,0.0155663,0.00785694,0.00757755,0.0138389,0.0183252,0,0,0.029899,0,0.0159957,0.0207426,0.0516532,0.0169675,0.0226601,0.0111646,0.0194553,0.0154583,0.0162878,0.0604579,0.0159601,0.0219104,0.00420254,0.017387,0.00444226,0.00576049,0.0168014,0.011763,0.011052,0.00917588,0.0199876,0.0103883,0,0,0,0.0159069
161,0,0.0188961,0.0199054,0,0,0,0.0160456,0.0133236,0.00949146,0.00988404,0,0,0,0,0.0126504,0,0.0187169,0.00297048,0.0447224,0.018805,0.0194914,0.0176959,0,0,0.0203439,0.00914164,0.00871591,0.0126991,0.013453,0.0513142,0.0146707,0,0,0,0.0218867,0,0.00425033,0.0095132,0.00280904,0.015693,0.00786051,0.00677219,0.0137956,0.0184396,0,0,0.0295688,0,0.0160391,0.0209338,0.0516918,0.0159014,0.0226285,0.0108551,0.0196863,0.0148477,0.0163407,0.060508,0.0161775,0.0220352,0.00541462,0.017792,0.00433401,0.00759895,0.0173163,0.0120491,0.0114,0.00924348,0.0198058,0.0107516,0,0,0,0.014478
162,0,0.0191415,0.01994,0,0,0,0.0148369,0.0133625,0.0102092,0.0100796,0,0,0,0,0.012162,0,0.0187276,0.0029274,0.0445196,0.0199398,0.0194667,0.0178266,0,0,0.0200653,0.00898338,0.00825203,0.011985,0.0133048,0.0513003,0.0150401,0,0,0,0.0207337,0,0.00388986,0.00945945,0.00279441,0.0151306,0.00785086,0.00564724,0.0137243,0.0185091,0,0,0.0294742,0,0.016046,0.0211476,0.0515507,0.0146532,0.0225011,0.0105616,0.0199,0.0144502,0.016251,0.060709,0.0163168,0.0217911,0.00680877,0.018258,0.00419401,0.00972594,0.0193371,0.0122207,0.0116199,0.00923448,0.0195991,0.0110569,0,0,0,0.0152266
163,0,0.0194774,0.01966,0,0,0,0.0275164,0.0134397,0.00515471,0.0105893,0,0,0,0,0.0116165,0,0.0187229,0.00306267,0.0445389,0.0105341,0.0196128,0.0204882,0,0,0.0196788,0.00846776,0.0151169,0.0209444,0.0170355,0.0508274,0.0211106,0,0.0110577,0,0.0370604,0,0.00350011,0.00942106,0.00289492,0.0158582,0.00787519,0.00463111,0.0138795,0.0188355,0,0,0.0290876,0,0.0158597,0.0212493,0.0512827,0.0137763,0.0221046,0.0102386,0.0199744,0.0138487,0.0158787,0.0608027,0.0164856,0.0211126,0.00821263,0.0184867,0.00410165,0.0117241,0.0207205,0.0123913,0.0115988,0.00909155,0.0190802,0.011612,0,0,0,0.0160908
164,0,0.0199903,0.0195393,0,0,0,0.0265957,0.0134455,0.00465197,0.0106253,0,0,0,0,0.0113642,0,0.018737,0.00327024,0.0444316,0.0113701,0.0196975,0.0207182,0,0,0.0191713,0.00827836,0.0153843,0.0206314,0.0177252,0.0507495,0.0212199,0,0.0121838,0,0.0358702,0,0.00327529,0.0094078,0.0030924,0.0167173,0.00789199,0.00382755,0.0135849,0.0190767,0,0,0.0290889,0,0.0157346,0.0215568,0.0511652,0.0130148,0.0220164,0.0100266,0.0198561,0.0135038,0.0154571,0.0607519,0.0166552,0.0202997,0.00957712,0.0185417,0.00419324,0.0135857,0.0231468,0.0128155,0.0114262,0.00907764,0.0187485,0.0119882,0,0,0,0.0162933
165,0,0.0203848,0.0198984,0,0,0,0.0128256,0.0132493,0,0.0102797,0,0,0,0,0.0114371,0,0.0187371,0.0032846,0.0431254,0.0188437,0.0194522,0.0145317,0,0,0.0195303,0.00862532,0.00878365,0.0114542,0.0117025,0.0511727,0.0151578,0,0,0,0.0199926,0,0.00319219,0.00940361,0.00319069,0.0185839,0.00782602,0.00319485,0.0135343,0.0187168,0,0,0.0294621,0,0.0158204,0.0222142,0.0511374,0.012928,0.0220871,0.0100453,0.0202636,0.0134345,0.015218,0.0607822,0.0168157,0.0195389,0.0106514,0.018509,0.00429022,0.0151753,0.0252073,0.0135535,0.0110589,0.00933195,0.0190286,0.0120158,0,0,0,0.0134434
166,0,0.0205601,0.0200008,0,0,0,0.0119459,0.0132051,0,0.010148,0,0,0,0,0.0113008,0,0.0187266,0.00313259,0.042891,0.0194439,0.0194183,0.0156544,0,0,0.0196072,0.00866475,0.00878511,0.0117205,0.0122918,0.0509696,0.0153612,0,0,0,0.0188813,0,0.00302412,0.00933351,0.00306159,0.020238,0.0078021,0.00261542,0.0134454,0.0186114,0,0,0.0296531,0,0.0157499,0.0226943,0.0511977,0.0132587,0.0221136,0.00976792,0.0206127,0.0134146,0.014967,0.0607208,0.016742,0.0189096,0.0117448,0.0184264,0.00468186,0.0167791,0.0280663,0.0138736,0.0107534,0.00954457,0.0190946,0.0121773,0,0,0,0.0139011
167,0,0.0205789,0.019231,0,0,0,0.0148936,0.0133338,0,0.0102076,0,0,0,0,0.0105007,0,0.0186634,0.00322884,0.0446637,0.0178741,0.0204202,0.0122358,0,0,0.0177445,0.00809071,0.00927131,0.00872963,0.0112963,0.0494158,0.0155645,0,0.0162585,0,0.0203916,0,0.0026592,0.00924268,0.00300765,0.0223639,0.0080373,0.0025689,0.0124184,0.0192348,0,0,0.0286491,0,0.0152802,0.0222188,0.0518062,0.0140737,0.0218964,0.00900871,0.0195854,0.0132156,0.0142524,0.0600263,0.0160744,0.0180245,0.0128873,0.0185414,0.00518569,0.0181298,0.0309845,0.0134287,0.0103039,0.00928931,0.0180327,0.0130739,0,0,0,0.0122103
168,0,0.0207567,0.019986,0,0,0,0.0228088,0.0132399,0.0066125,0.00964342,0,0,0,0,0.0109728,0,0.018806,0.00307113,0.0438212,0.013906,0.0196764,0.0209694,0,0,0.0188957,0.00891786,0.0152393,0.0199441,0.0185027,0.0496897,0.0218164,0,0.0138729,0,0.030962,0,0.002902,0.00933399,0.0032297,0.0242869,0.00785021,0.0022662,0.0129762,0.0188735,0,0,0.0292669,0,0.0154792,0.0228959,0.0514895,0.0162394,0.022076,0.00923025,0.0207629,0.0136522,0.0142934,0.0602099,0.0162852,0.0174076,0.0137919,0.0182461,0.00577248,0.0194425,0.0337276,0.0137024,0.00986219,0.00990752,0.0187487,0.0126289,0,0,0,0.0173915
169,0,0.0211182,0.0203568,0,0,0,0.0216269,0.0132258,0.00752496,0.00950343,0,0,0,0,0.0110861,0,0.0188922,0.00313098,0.043679,0.0142309,0.0195862,0.0214494,0,0,0.0192449,0.00940743,0.0147623,0.0201155,0.0183745,0.0490911,0.0222822,0,0.0140027,0,0.0292945,0,0.00280709,0.00943856,0.00352967,0.0263993,0.00781359,0.00245259,0.0131225,0.018875,0,0,0.0292953,0,0.0155265,0.0230051,0.0515472,0.0182025,0.0220939,0.00912623,0.0213284,0.0140598,0.0140681,0.0599523,0.0161012,0.0167422,0.0145421,0.0180345,0.00631674,0.020267,0.0367569,0.0136228,0.00948876,0.010049,0.0189583,0.0126662,0,0,0,0.0174596
170,0,0.0215182,0.0206904,0,0,0,0.0203343,0.0131444,0.0086116,0.00939129,0,0,0,0,0.0112853,0,0.0188999,0.0029856,0.043545,0.0142934,0.0195459,0.02184,0,0,0.0195286,0.00984145,0.0142482,0.0202611,0.0180094,0.0486969,0.0228123,0,0.0141023,0,0.0275432,0,0.00274731,0.00943604,0.00354016,0.0284033,0.00774388,0.00305809,0.0130962,0.0189727,0,0,0.0292539,0,0.015582,0.0230282,0.0515418,0.020514,0.0221337,0.0089383,0.0217694,0.0145535,0.0137859,0.0596256,0.0158175,0.0162286,0.0150427,0.0178281,0.00689741,0.0209477,0.0395311,0.0133833,0.00909477,0.0101237,0.0191741,0.0125317,0,0,0,0.0174098
171,0,0.0216768,0.0209865,0,0,0,0.0192575,0.0130472,0.00924443,0.00923842,0,0,0,0,0.0115443,0,0.0188934,0.00276069,0.0433824,0.0145025,0.0194964,0.0222394,0,0,0.0196929,0.0102366,0.0137729,0.0206123,0.017778,0.0483511,0.0227907,0,0.0142512,0,0.0260316,0,0.00286325,0.00934564,0.00338118,0.030515,0.00766314,0.00346184,0.0130294,0.019173,0,0,0.0292241,0,0.0156171,0.0232385,0.0515431,0.0226728,0.0221852,0.00881475,0.02215,0.0149946,0.0135201,0.0593101,0.0154423,0.0158067,0.0151189,0.0175966,0.00727127,0.0215938,0.042368,0.0130972,0.0087417,0.0102852,0.0193967,0.012183,0,0,0,0.017283
172,0,0.0218108,0.0212809,0,0,0,0.0182798,0.0129961,0.00932943,0.00915657,0,0,0,0,0.0117684,0,0.0189136,0.00276898,0.0432542,0.014601,0.0194454,0.02264,0,0,0.0198951,0.0106625,0.0133973,0.0210894,0.0178264,0.0479694,0.022308,0,0.014385,0,0.0245334,0,0.00295317,0.00931953,0.00337116,0.0326678,0.0075744,0.00353127,0.0129779,0.0193522,0,0,0.0292633,0,0.015673,0.0234294,0.0515392,0.0243188,0.0221989,0.00875198,0.0226223,0.0153383,0.0132549,0.0589646,0.0149714,0.0154823,0.0152771,0.0172717,0.00758654,0.0219739,0.0451582,0.0129417,0.00845784,0.0105299,0.0196501,0.0119433,0,0,0,0.0173168
173,0,0.0220478,0.0216437,0,0,0,0.0172626,0.0130064,0.00971053,0.0092129,0,0,0,0,0.0120381,0,0.0189293,0.00292298,0.0431764,0.014608,0.0194246,0.0231504,0,0,0.0203332,0.0111655,0.0131435,0.0214745,0.0179207,0.0475183,0.0218605,0,0.0145312,0,0.0230324,0,0.00300619,0.00937652,0.00357345,0.0346703,0.00747521,0.00367705,0.0130418,0.0192088,0,0,0.0293168,0,0.0157607,0.0235693,0.0515383,0.0256284,0.0221512,0.00870396,0.0232626,0.0156411,0.0129883,0.0585895,0.0147175,0.0151818,0.0154618,0.0169077,0.00786287,0.0221378,0.0477665,0.0128288,0.00820205,0.0108389,0.0199924,0.0118522,0,0,0,0.0175925
174,0,0.0222971,0.0219935,0,0,0,0.0165635,0.0130077,0.0099775,0.00918125,0,0,0,0,0.0123522,0,0.0189708,0.00302826,0.0431989,0.0148588,0.0194882,0.0236303,0,0,0.0207187,0.0116396,0.0128749,0.02157,0.0178948,0.047015,0.0219264,0,0.01475,0,0.0218089,0,0.00299588,0.00946826,0.00382477,0.0365818,0.00739803,0.00423878,0.013045,0.0192266,0,0,0.0294326,0,0.0159006,0.0237886,0.0514742,0.0267993,0.0221009,0.00866452,0.0237608,0.0159028,0.0126041,0.0582887,0.0145071,0.0146991,0.0156649,0.0165374,0.00806491,0.0222968,0.0501474,0.0126888,0.00800751,0.0110665,0.0203302,0.011795,0,0,0,0.0178815
175,0,0.0225169,0.022332,0,0,0,0.0162708,0.012906,0.00981808,0.00908169,0,0,0,0,0.0127292,0,0.0190089,0.00290589,0.0432916,0.0160431,0.0196654,0.0241731,0,0,0.020914,0.0120178,0.0126942,0.0215771,0.0179351,0.0465125,0.0221466,0,0.014994,0,0.020738,0,0.00323914,0.00945376,0.00381854,0.038371,0.00739427,0.00486752,0.0128828,0.0190635,0,0,0.0295724,0,0.0161358,0.0240764,0.0514235,0.0280477,0.022115,0.008598,0.0241373,0.0162232,0.0120314,0.0579645,0.0141479,0.0142612,0.0157497,0.0162204,0.00818596,0.0225294,0.0523651,0.0125487,0.00790466,0.0112814,0.0206596,0.0117148,0,0,0,0.0181292
176,0,0.0225024,0.022676,0,0,0,0.0162639,0.012835,0.0104224,0.00894307,0,0,0,0,0.0132273,0,0.0190578,0.0028728,0.0435114,0.0170412,0.019927,0.0248082,0,0,0.0210738,0.0123689,0.012649,0.0216207,0.0181519,0.0461064,0.0222077,0,0.0151611,0,0.0198763,0,0.00366435,0.00944739,0.00382164,0.0400352,0.00741694,0.00521531,0.0126751,0.0187272,0,0,0.0296791,0,0.0163995,0.0243133,0.0513721,0.0292786,0.0221662,0.0085514,0.0244794,0.0165825,0.0117366,0.0575328,0.0138221,0.0139587,0.015687,0.0158903,0.00846241,0.0226786,0.0544319,0.0123612,0.00784869,0.0115347,0.0209145,0.0115665,0,0,0,0.0183603
177,0,0.0224961,0.0230666,0,0,0,0.0159081,0.0128586,0.0110859,0.00892091,0,0,0,0,0.0137876,0,0.0191508,0.00304106,0.0436611,0.0173164,0.020199,0.0254455,0,0,0.0213403,0.0128705,0.012631,0.0216909,0.0184191,0.0456896,0.0218414,0,0.0153202,0,0.0190515,0,0.00406795,0.00954138,0.00404228,0.0413777,0.00739242,0.00557968,0.0125916,0.0184996,0,0,0.029754,0,0.0166164,0.0244563,0.051319,0.0303238,0.0221794,0.00861684,0.0249978,0.0169214,0.0117244,0.0569666,0.0135295,0.0138185,0.0156008,0.0155269,0.0085997,0.0226535,0.0562753,0.0120953,0.00785915,0.011768,0.0211185,0.0113916,0,0,0,0.0183966
178,0,0.0225626,0.0235292,0,0,0,0.0154919,0.0128745,0.011317,0.00880268,0,0,0,0,0.0144947,0,0.0193036,0.00321572,0.0436375,0.017786,0.0203715,0.0260825,0,0,0.0217946,0.0134767,0.0126425,0.0217472,0.0186697,0.0450885,0.0216639,0,0.0154851,0,0.0183409,0,0.00446375,0.00966821,0.00430019,0.0425357,0.00736922,0.00600072,0.0126479,0.0183669,0,0,0.0299164,0,0.0168618,0.024607,0.0513208,0.0308631,0.0221235,0.0087508,0.0257255,0.017109,0.0114232,0.0565735,0.0132096,0.0136997,0.0157715,0.0151077,0.00855452,0.0227908,0.057738,0.0120279,0.00791465,0.0120228,0.021476,0.011236,0,0,0,0.0184705
179,0,0.0226651,0.0239166,0,0,0,0.015253,0.0127695,0.0118903,0.00868614,0,0,0,0,0.0151939,0,0.0194419,0.00316253,0.0436445,0.0182814,0.0205168,0.0267327,0,0,0.0223301,0.0139475,0.0127954,0.0218496,0.0190562,0.0445774,0.021777,0,0.015515,0,0.0177712,0,0.00482953,0.00965192,0.00414472,0.0435178,0.00734259,0.00618345,0.0128044,0.0184007,0,0,0.0301765,0,0.0171666,0.0249273,0.0513665,0.0309315,0.0219846,0.00900333,0.0262392,0.0172494,0.0111931,0.0563121,0.0130677,0.0136431,0.015095,0.0147127,0.00860446,0.022829,0.0586809,0.0120691,0.00797305,0.0122617,0.0219223,0.0110393,0,0,0,0.0188238
180,0,0.022877,0.0242877,0,0,0,0.0147765,0.0127414,0.0124442,0.00865557,0,0,0,0,0.0156814,0,0.0194908,0.00309364,0.0436303,0.0185281,0.0206502,0.0273042,0,0,0.0228311,0.0144041,0.0129754,0.0220551,0.0194403,0.0441202,0.0216479,0,0.0154647,0,0.0170161,0,0.00523615,0.00961135,0.00398764,0.0441761,0.00733669,0.00613117,0.0130697,0.0184773,0,0,0.0303446,0,0.0175038,0.0251123,0.0514182,0.0304991,0.0218102,0.00932208,0.0265875,0.0173146,0.0111097,0.0561018,0.0131716,0.0136297,0.0140397,0.0143354,0.00846966,0.0224123,0.0590096,0.0120724,0.00808949,0.0124953,0.022372,0.0108887,0,0,0,0.0190063
181,0,0.0232174,0.0247074,0,0,0,0.0145338,0.0127104,0.0124683,0.00859266,0,0,0,0,0.0160116,0,0.0195333,0.00313585,0.0435512,0.0186329,0.0207266,0.0279095,0,0,0.0232922,0.014856,0.0131816,0.0223361,0.0197743,0.0435133,0.0212106,0,0.0154051,0,0.0161975,0,0.00544587,0.00962705,0.00397205,0.0441147,0.00739331,0.00616057,0.013459,0.0182979,0,0,0.030375,0,0.0178827,0.0251706,0.0515103,0.0291682,0.0216029,0.00980751,0.0268925,0.0174178,0.011088,0.0559324,0.0134687,0.0135739,0.0132323,0.0138605,0.00814575,0.0217154,0.0583812,0.0120069,0.00825992,0.012696,0.0228273,0.0108102,0,0,0,0.0190192
182,0,0.0233137,0.0251302,0,0,0,0.0147309,0.0126475,0.0120971,0.00853135,0,0,0,0,0.016626,0,0.0196097,0.00340114,0.0435175,0.0184764,0.0207792,0.0284262,0,0,0.023723,0.0152524,0.0134739,0.0226687,0.020162,0.042851,0.0208513,0,0.015367,0,0.0154074,0,0.00575129,0.00966616,0.0041262,0.0433568,0.00750274,0.0063414,0.0137726,0.0182075,0,0,0.0302608,0,0.0182944,0.0251438,0.0515657,0.0279306,0.021391,0.0103411,0.0271651,0.0175064,0.0111218,0.055806,0.0135409,0.0135042,0.0122242,0.0133621,0.00735268,0.020553,0.057032,0.0118797,0.00839975,0.0128565,0.0232459,0.0107381,0,0,0,0.0190361
183,0,0.0231796,0.0254417,0,0,0,0.0146478,0.0125856,0.0121373,0.00847737,0,0,0,0,0.0175527,0,0.0196691,0.00378864,0.0435075,0.0182125,0.0208283,0.0288482,0,0,0.0239897,0.0154354,0.0138621,0.0229728,0.0206681,0.042293,0.0206347,0,0.0153159,0,0.0148872,0,0.00640925,0.00967642,0.00426234,0.0417503,0.00759122,0.00664637,0.0139402,0.0181809,0,0,0.02998,0,0.0186505,0.0250528,0.0515449,0.0262646,0.0212013,0.0109168,0.0272179,0.0174663,0.0111903,0.0557695,0.0134952,0.013457,0.0109332,0.0129139,0.00681429,0.0190259,0.0547008,0.0116857,0.00856938,0.012904,0.0235402,0.0105872,0,0,0,0.0190545
184,0,0.0228635,0.0255625,0,0,0,0.0143766,0.0125444,0.0125315,0.00824971,0,0,0,0,0.0184473,0,0.0196816,0.00420063,0.0435211,0.0180417,0.0208305,0.0291953,0,0,0.0240141,0.0152805,0.0142067,0.0230835,0.0211833,0.0418829,0.0203921,0,0.0152051,0,0.0145265,0,0.00718795,0.00964479,0.00428237,0.0393456,0.00762725,0.00708024,0.0139904,0.0181673,0,0,0.029638,0,0.0189594,0.0249518,0.0515,0.0243079,0.0210893,0.0114279,0.0268876,0.0172842,0.0112372,0.0557691,0.013225,0.013127,0.00955784,0.0124277,0.00657499,0.0171449,0.0511822,0.0115751,0.00878018,0.0129815,0.0237016,0.0103287,0,0,0,0.0191006
185,0,0.0226129,0.0255861,0,0,0,0.0143384,0.0125262,0.0128072,0.00785257,0,0,0,0,0.019072,0,0.0196453,0.00455695,0.0435448,0.0182279,0.0207766,0.0295439,0,0,0.0240352,0.0148659,0.0145524,0.0230422,0.0214992,0.041562,0.0202656,0,0.0150879,0,0.0145446,0,0.00785797,0.00954774,0.00417123,0.0360765,0.00767349,0.00780015,0.0141403,0.0180809,0,0,0.0293159,0,0.0192286,0.024894,0.0514428,0.0223528,0.0209332,0.0117821,0.0265546,0.017085,0.0111593,0.0557122,0.0127792,0.0126104,0.0080955,0.0119241,0.00682951,0.0148495,0.046637,0.0115243,0.00900077,0.0130846,0.0238443,0.0100172,0,0,0,0.0192935
