Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTIB
All Timesteps RMSE,0,0.0203779,0.0223897,0,0,0,0.0441175,0.0136401,0.0225664,0.00874437,0,0,0,0,0.0170668,0,0.0194105,0.00496909,0.0402795,0.0264096,0.0200729,0.0228641,0,0,0.0210721,0.0122455,0.0183175,0.0232875,0.019304,0.0534292,0.0382862,0.0581012,0.0145542,0,0.0493643,0,0.00806837,0.00940499,0.00376569,0.0228217,0.00857868,0.0119416,0.0097009,0.0191732,0,0,0.0267944,0,0.0156468,0.0209607,0.0525908,0.0209506,0.0240389,0.0128331,0.0216404,0.0207195,0.0112206,0.0546131,0.0128276,0.0129388,0.0118886,0.0126855,0.00824688,0.014496,0.0299157,0.0120118,0.00802756,0.0106467,0.0223441,0.0124161,0,0,0,0.0200064
0,0,0.0175135,0.0183755,0,0,0,0.0398172,0.0140089,0.0132575,0.00962029,0,0,0,0,0.0132095,0,0.0196351,0.00385614,0.038346,0.0356951,0.0196101,0.022015,0,0,0.0189536,0.00674936,0.0180041,0.0287867,0.0189686,0.0624404,0.0675372,0.0102407,0.0207145,0,0.0585999,0,0.00654121,0.00956152,0.0026508,0.0125511,0.00917777,0.00926631,0.0036113,0.0168037,0,0,0.0270169,0,0.0119479,0.0203289,0.0535682,0.0163558,0.0254231,0.0166957,0.0183937,0.0207297,0.0067018,0.0530812,0.0117265,0.0135378,0.0171578,0.011458,0.0105589,0.0195293,0.0143768,0.0117275,0.00658386,0.00832852,0.0186431,0.0113525,0,0,0,0
1,0,0.018886,0.0191065,0,0,0,0.0442635,0.0141229,0.0126914,0.010665,0,0,0,0,0.012215,0,0.0194707,0.00373825,0.0383558,0.0300968,0.01993,0.0216296,0,0,0.0194662,0.00730515,0.0176865,0.0278488,0.0183241,0.0619298,0.0662782,0.00870453,0.0166117,0,0.062134,0,0.00595667,0.00945055,0.00243967,0.0117573,0.00932198,0.00943599,0.00454598,0.018696,0,0,0.025683,0,0.0118251,0.0194973,0.0533052,0.0158246,0.0256586,0.0164253,0.0189872,0.0227332,0.00659739,0.0528699,0.011402,0.0128588,0.0168024,0.011439,0.0103863,0.0187699,0.0136295,0.0104851,0.00651718,0.00796742,0.0194816,0.0126618,0,0,0,0
2,0,0.0192607,0.0185522,0,0,0,0.0362791,0.0143376,0.00814729,0.0117201,0,0,0,0,0.0111702,0,0.0192602,0.00366396,0.0390428,0.0325496,0.0203011,0.0202692,0,0,0.0187759,0.00703401,0.0166511,0.0270774,0.0163646,0.0611436,0.0658386,0.00827034,0,0,0.0509348,0,0.00524661,0.00927048,0.00229701,0.0119727,0.00967846,0.00925244,0.00501838,0.0196661,0,0,0.0233135,0,0.0114741,0.0181029,0.0534077,0.0156657,0.025299,0.0162164,0.0188158,0.0232953,0.00648651,0.0524847,0.011075,0.0126419,0.0166179,0.011482,0.0102451,0.0184041,0.0141157,0.00932896,0.00627922,0.00732,0.0188617,0.0138112,0,0,0,0
3,0,0.0194355,0.0195468,0,0,0,0.047311,0.0142872,0.0158713,0.0103746,0,0,0,0,0.0120149,0,0.0193097,0.00356866,0.0382705,0,0.0195268,0.0203696,0,0,0.0209641,0.00734922,0.0159349,0.0243141,0.0165713,0.0608229,0.0631808,0.0103619,0.00961714,0,0.062683,0,0.00552081,0.00923528,0.00219489,0.0119677,0.00957668,0.00936414,0.00426185,0.0194717,0,0,0.023785,0,0.0115375,0.0184946,0.0531019,0.0161666,0.0252277,0.0163114,0.0198758,0.0240739,0.00666709,0.0526137,0.010991,0.0126261,0.0169026,0.0111296,0.0105496,0.0186334,0.0145473,0.00980437,0.0065933,0.00750529,0.0200965,0.0131202,0,0,0,0
4,0,0.0195803,0.0200474,0,0,0,0.0460433,0.0144382,0.0168659,0.00996806,0,0,0,0,0.0121605,0,0.0192213,0.00344276,0.0379149,0.0176629,0.0185748,0.0198239,0,0,0.0228435,0.00761521,0.014669,0.0215438,0.0159359,0.0605022,0.0614362,0.0115969,0.00745318,0,0.0590015,0,0.00542287,0.00912503,0.00206248,0.0121611,0.00971942,0.00937974,0.00380197,0.0192528,0,0,0.0231212,0,0.0114076,0.0180391,0.052998,0.0162443,0.0249792,0.0164293,0.0208923,0.0245248,0.00695261,0.052588,0.0109932,0.0125964,0.0169245,0.0110282,0.0105494,0.0186368,0.0148184,0.00969865,0.00658327,0.00732672,0.0207561,0.0130173,0,0,0,0
5,0,0.0197303,0.0203529,0,0,0,0.0448375,0.0145339,0.019084,0.00948077,0,0,0,0,0.0120795,0,0.0191562,0.00335317,0.0380781,0.0144663,0.0190039,0.0192208,0,0,0.0233715,0.00755148,0.0137788,0.0193943,0.015111,0.0597963,0.0597928,0.0137672,0.00612666,0,0.0554591,0,0.00509145,0.00903036,0.00198942,0.0124598,0.0098883,0.00938258,0.003755,0.0193297,0,0,0.0223198,0,0.0112813,0.0174986,0.0529441,0.0164746,0.024959,0.0164223,0.0210431,0.0248289,0.00725873,0.0524896,0.0108901,0.0125533,0.016946,0.0109606,0.0105702,0.0187287,0.0152415,0.00960133,0.00646698,0.00710522,0.0209792,0.0129116,0,0,0,0
6,0,0.019747,0.0204066,0,0,0,0.042283,0.0144597,0.0203749,0.00896719,0,0,0,0,0.0120669,0,0.019116,0.00322783,0.0385048,0.0134716,0.0196197,0.0186557,0,0,0.0230327,0.00796291,0.0131732,0.0179177,0.0141947,0.0588846,0.0581725,0.0156574,0.00680816,0,0.0509232,0,0.00500825,0.00898714,0.00193459,0.0130683,0.0100623,0.00941707,0.00362332,0.0196307,0,0,0.0215438,0,0.011171,0.0169612,0.0528843,0.0169293,0.0249971,0.0163439,0.020616,0.0250221,0.0072926,0.0523495,0.0107017,0.0126061,0.0169524,0.0108824,0.010656,0.0188307,0.0161434,0.00960762,0.00632484,0.00690806,0.0209863,0.0128261,0,0,0,0
7,0,0.0199026,0.0205176,0,0,0,0.0389262,0.0143915,0.0209937,0.0085559,0,0,0,0,0.0120069,0,0.0190408,0.00304809,0.0390299,0.013332,0.0200768,0.0185392,0,0,0.0225974,0.00760572,0.012982,0.0171958,0.0140498,0.0579416,0.0567355,0.0172635,0.00829842,0,0.045755,0,0.00486904,0.00897614,0.00193409,0.0137637,0.0102282,0.00937513,0.00424883,0.0198446,0,0,0.0207397,0,0.0110351,0.0164226,0.0529083,0.0175288,0.0249275,0.0163022,0.0201404,0.0251489,0.00733914,0.0521514,0.0105615,0.0127995,0.0170784,0.0108061,0.0107702,0.0190984,0.0172878,0.00967253,0.00616553,0.00671979,0.0209505,0.0127197,0,0,0,0
8,0,0.0200196,0.0204602,0,0,0,0.035747,0.0143408,0.0211601,0.00858854,0,0,0,0,0.0119346,0,0.0189379,0.00288002,0.0394838,0.0133529,0.0205724,0.0192731,0,0,0.0224749,0.00767865,0.0133892,0.0176471,0.0147782,0.0572605,0.0556329,0.0182015,0.0102873,0,0.0410749,0,0.00483034,0.00900245,0.0019826,0.0143272,0.0104105,0.00931574,0.00327236,0.0200397,0,0,0.0197713,0,0.0108656,0.0157644,0.0529689,0.0179083,0.024699,0.016285,0.0199949,0.0252126,0.0074288,0.0519368,0.0105347,0.01283,0.0170821,0.010891,0.0107753,0.0192021,0.018289,0.00966925,0.0060074,0.00646761,0.0208617,0.0128077,0,0,0,0
9,0,0.0201043,0.0203773,0,0,0,0.0327692,0.0142781,0.0209065,0.00879096,0,0,0,0,0.0119704,0,0.0188523,0.00281852,0.0399546,0.0135769,0.0209796,0.0209201,0,0,0.0224263,0.00818945,0.0144964,0.0191354,0.0162022,0.0566682,0.0548995,0.0186978,0.012306,0,0.0367132,0,0.00485574,0.00902281,0.00206281,0.0146746,0.0105957,0.00919756,0.00293658,0.0203341,0,0,0.0187291,0,0.0107094,0.0150208,0.0530811,0.0180998,0.0244365,0.0162767,0.0200092,0.0252909,0.00754174,0.0517469,0.0105198,0.0128136,0.0170233,0.0109998,0.0107239,0.0192139,0.0191597,0.00968001,0.00591779,0.00619328,0.0205944,0.0130624,0,0,0,0
10,0,0.0201121,0.0201819,0,0,0,0.0300618,0.0142327,0.0205153,0.0090556,0,0,0,0,0.012258,0,0.0187616,0.00288018,0.0404022,0.0142618,0.0212815,0.0235366,0,0,0.0224236,0.00929942,0.0163801,0.021775,0.0184552,0.0559576,0.0544639,0.0191907,0.013947,0,0.0328954,0,0.00509641,0.00902889,0.00220133,0.0151117,0.0107998,0.00899536,0.00299688,0.0206815,0,0,0.0177407,0,0.0106113,0.0142502,0.0531748,0.0182973,0.0241688,0.0162646,0.0201319,0.0254228,0.00765476,0.0514935,0.0104864,0.0128512,0.0169822,0.011096,0.0106646,0.0192591,0.0200194,0.00971708,0.00597732,0.0059387,0.0203681,0.013432,0,0,0,0
11,0,0.0201714,0.0200332,0,0,0,0.0277618,0.0142041,0.0201653,0.00941365,0,0,0,0,0.0122233,0,0.0187197,0.00292021,0.0407281,0.0157709,0.0216134,0.0266878,0,0,0.0224616,0.00990378,0.0190729,0.0253592,0.0211245,0.0556083,0.0543136,0.019464,0.0152874,0,0.0301389,0,0.0051725,0.00904561,0.00230178,0.015535,0.0109907,0.00874722,0.00324259,0.0209897,0,0,0.0166499,0,0.0104725,0.0133313,0.0532426,0.0184728,0.023894,0.0162136,0.0203313,0.0255411,0.00773164,0.0512174,0.0104275,0.0129076,0.0169497,0.0111888,0.0106052,0.0192667,0.020786,0.00977548,0.00577403,0.00571221,0.0200641,0.0138499,0,0,0,0
12,0,0.0202322,0.0198513,0,0,0,0.0261484,0.0142603,0.0202571,0.00983148,0,0,0,0,0.0121665,0,0.0187404,0.00306739,0.0409415,0.0180766,0.0218551,0.0299063,0,0,0.022422,0.0100765,0.0221753,0.0292427,0.0240177,0.0556793,0.0547068,0.0195441,0.0162881,0,0.0283964,0,0.00521587,0.00908755,0.00240712,0.0159303,0.0111671,0.00852433,0.00355502,0.0213149,0,0,0.0153566,0,0.0102887,0.0123016,0.0533016,0.0186632,0.0236552,0.0161791,0.0205421,0.0255922,0.00779049,0.0509443,0.0103922,0.0128904,0.0169463,0.0112406,0.0105945,0.0192642,0.021559,0.00985498,0.00515443,0.00556116,0.0195528,0.0143283,0,0,0,0
13,0,0.0202868,0.0197019,0,0,0,0.0258712,0.0144267,0.0238897,0.0102751,0,0,0,0,0.0120777,0,0.0186017,0.00348141,0.0411275,0.0242139,0.0221055,0.0324499,0,0,0.0223386,0.0101074,0.0251627,0.0324787,0.0265804,0.0559975,0.0542196,0.0211141,0.0167241,0,0.0314052,0,0.00562185,0.00911179,0.00258664,0.0163613,0.0113417,0.00841104,0.00381505,0.021634,0,0,0.0145131,0,0.0101291,0.0118147,0.0533273,0.0189645,0.0234762,0.0161451,0.0207314,0.0256925,0.00790325,0.050654,0.0102365,0.0128642,0.0169729,0.0112229,0.0106073,0.0192403,0.0223036,0.00995422,0.00504308,0.00542518,0.0192864,0.0147702,0,0,0,0
14,0,0.0201993,0.0194905,0,0,0,0.0352811,0.0143672,0.0361221,0.0110493,0,0,0,0,0.0118015,0,0.0185325,0.00376433,0.0414598,0.0398238,0.0224527,0.0344169,0,0,0.0224111,0.0101029,0.0278342,0.0352339,0.0289175,0.0563611,0.0526762,0.0265823,0.0183921,0,0.0471029,0,0.00564599,0.00909542,0.00280463,0.0164931,0.0114528,0.00814231,0.00427072,0.0217759,0,0,0.0133151,0,0.0101041,0.0109573,0.0533697,0.0190333,0.0233549,0.0162826,0.0210768,0.0259271,0.00794529,0.0503148,0.0101795,0.012806,0.0168372,0.0112547,0.0105882,0.0190998,0.0225387,0.0103753,0.00494944,0.00538708,0.0191469,0.0151937,0,0,0,0
15,0,0.020219,0.0195149,0,0,0,0.0474338,0.0143736,0.0474006,0.0117393,0,0,0,0,0.0119063,0,0.0184219,0.00403645,0.0417546,0.0536891,0.0227354,0.0363075,0,0,0.0227931,0.0101312,0.0303807,0.0378224,0.0311166,0.0569609,0.0520739,0.0319455,0.0212759,0,0.0611874,0,0.00582911,0.00906694,0.00293659,0.0165876,0.0115012,0.00812121,0.00481675,0.0218192,0,0,0.0126449,0,0.0100488,0.01037,0.0533137,0.019502,0.0232301,0.0160956,0.0216383,0.0262098,0.00798656,0.0500182,0.0100931,0.0127428,0.0168567,0.0111956,0.0107769,0.0191429,0.0228873,0.0108665,0.00511725,0.00538673,0.0192732,0.0154964,0,0,0,0
16,0,0.0203377,0.0196331,0,0,0,0.0575983,0.0142506,0.055911,0.0115284,0,0,0,0,0.0124708,0,0.0183905,0.00445828,0.0421593,0.064249,0.0229603,0.0380789,0,0,0.0221425,0.0107686,0.032472,0.0400055,0.0327445,0.0574753,0.0520053,0.0357434,0.0234192,0,0.0719555,0,0.00635533,0.00911649,0.00317213,0.0175704,0.011466,0.00831563,0.0045888,0.0221528,0,0,0.0121437,0,0.0100023,0.00997262,0.0530037,0.0201867,0.0233256,0.0162812,0.02152,0.0264843,0.00776187,0.0501847,0.00998517,0.0126522,0.0167449,0.0112038,0.0110126,0.0192927,0.0241322,0.0114492,0.00553257,0.0054927,0.0191672,0.0156513,0,0,0,0
17,0,0.020617,0.0197927,0,0,0,0.0641112,0.0141304,0.0608061,0.00940626,0,0,0,0,0.0129205,0,0.018375,0.00469908,0.0426825,0.0708016,0.0221351,0.0394118,0,0,0.0191069,0.0119688,0.0343054,0.0418294,0.0339392,0.0580179,0.0519805,0.0374884,0.0243316,0,0.0790055,0,0.00636079,0.00912761,0.00336213,0.0163245,0.0113337,0.00848551,0.00363584,0.0230159,0,0,0.012117,0,0.010075,0.0100261,0.0532753,0.0211335,0.0241722,0.0162424,0.0189339,0.0269182,0.0079185,0.0496876,0.00987419,0.0126678,0.0170553,0.0108252,0.0114778,0.0196957,0.0233252,0.0118893,0.00589077,0.00579379,0.0184552,0.0152785,0,0,0,0
18,0,0.0201596,0.0192604,0,0,0,0.0667498,0.0140803,0.0623939,0.00796655,0,0,0,0,0.0140131,0,0.0182574,0.00516124,0.0430284,0.0729229,0.0220714,0.0397482,0,0,0.0178287,0.0118324,0.0354417,0.0427093,0.0343295,0.0582141,0.0520522,0.0375644,0.0241854,0,0.0805902,0,0.00738711,0.00916411,0.00360137,0.016113,0.0112674,0.00901888,0.00389555,0.0233886,0,0,0.0120949,0,0.0100101,0.0099144,0.0533103,0.0224397,0.0243071,0.0161349,0.0176613,0.02705,0.00786985,0.0495877,0.00960475,0.0127953,0.017442,0.0105209,0.0120183,0.0203661,0.0236458,0.0124237,0.00644914,0.00598785,0.0181371,0.015237,0,0,0,0
19,0,0.0201043,0.0193519,0,0,0,0.0640037,0.0143206,0.0598497,0.0103947,0,0,0,0,0.0132874,0,0.0180391,0.00510775,0.0428655,0.0699446,0.0235613,0.0392678,0,0,0.0223945,0.0110562,0.0357741,0.042899,0.0335029,0.0581337,0.0523352,0.0359525,0.0228364,0,0.07732,0,0.00681527,0.00899456,0.00343369,0.0172005,0.0112575,0.0142819,0.00533436,0.0223029,0,0,0.0114738,0,0.00994277,0.00939675,0.0525154,0.0316969,0.0223633,0.0225162,0.021282,0.0270816,0.00851126,0.051181,0.0148657,0.0173351,0.0213215,0.00927401,0.0159565,0.0263759,0.0231834,0.0127982,0.00680462,0.00607489,0.0193359,0.0156381,0,0,0,0
20,0,0.0197733,0.0194869,0,0,0,0.0569083,0.0144348,0.0539328,0.010104,0,0,0,0,0.0136314,0,0.0179225,0.00527797,0.0431339,0.0627774,0.0232123,0.03866,0,0,0.0235078,0.0105991,0.0361086,0.0428941,0.0324233,0.0577885,0.0527261,0.0330883,0.0206959,0,0.0700136,0,0.00711061,0.00890309,0.00333724,0.0148084,0.0110395,0.0102236,0.00528064,0.0218825,0,0,0.0118636,0,0.0100296,0.00972989,0.0529218,0.0235847,0.0228523,0.0158726,0.0222553,0.0271534,0.00723228,0.0495173,0.00882653,0.0122609,0.017578,0.0100943,0.0126403,0.0206683,0.0230472,0.0130124,0.00752734,0.00638917,0.0200368,0.0152113,0,0,0,0
21,0,0.0196765,0.0196947,0,0,0,0.046703,0.0144935,0.0453386,0.0097203,0,0,0,0,0.0139348,0,0.0179465,0.00537574,0.0433006,0.0519463,0.0232316,0.0373471,0,0,0.0240154,0.010551,0.0354088,0.0420355,0.0305223,0.0568372,0.0533198,0.0290564,0.0179713,0,0.0591095,0,0.00718149,0.00887192,0.00331526,0.0143127,0.0108478,0.0102742,0.0047481,0.0217339,0,0,0.0121757,0,0.0101408,0.00999811,0.0528091,0.0221094,0.0231752,0.0148194,0.0226529,0.0272587,0.00681007,0.0493868,0.00781635,0.0109871,0.01674,0.00990388,0.0121845,0.0192117,0.0231631,0.0131809,0.00811801,0.00666773,0.0204445,0.0149139,0,0,0,0
22,0,0.0195395,0.0198969,0,0,0,0.0357488,0.0144785,0.035298,0.00934891,0,0,0,0,0.014227,0,0.0179363,0.00548715,0.0433178,0.0390396,0.0231722,0.0356008,0,0,0.0244895,0.0104452,0.0343573,0.0409057,0.0284018,0.0559348,0.0539517,0.0244243,0.0155592,0,0.0461476,0,0.00724364,0.00883492,0.00333622,0.0142551,0.0107015,0.0106368,0.00424017,0.0214731,0,0,0.0125686,0,0.0102312,0.0103,0.0526655,0.0213684,0.0234347,0.0140687,0.0228852,0.0272789,0.00640728,0.049386,0.00711065,0.00998245,0.0162028,0.00957501,0.0121319,0.0182199,0.0235608,0.013311,0.00865389,0.00697361,0.0207511,0.0145173,0,0,0,0
23,0,0.019341,0.0201612,0,0,0,0.0261641,0.0144282,0.025449,0.00894615,0,0,0,0,0.0143799,0,0.0179909,0.00553962,0.0431365,0.0263413,0.0229904,0.0337061,0,0,0.0249764,0.0102346,0.0332221,0.0398133,0.0265205,0.0552203,0.0548172,0.0199826,0.0144642,0,0.0325929,0,0.00731332,0.00882269,0.00331792,0.0145957,0.0105812,0.0111983,0.00385115,0.0211116,0,0,0.0130299,0,0.0103137,0.0106335,0.0525286,0.0209131,0.0236514,0.0133774,0.0229728,0.0272569,0.00596829,0.0494143,0.00653644,0.00902008,0.0158147,0.00912187,0.0122048,0.0174252,0.0244999,0.0134047,0.00911963,0.00723764,0.0210113,0.0140758,0,0,0,0
24,0,0.0191241,0.0205156,0,0,0,0.0203971,0.0144443,0.0193279,0.00829987,0,0,0,0,0.0143132,0,0.0180108,0.00553914,0.0428798,0.0171175,0.0226,0.032427,0,0,0.0251737,0.0100801,0.0321047,0.0390188,0.0251741,0.0546573,0.0558828,0.0175106,0.0151736,0,0.0227305,0,0.00725756,0.00881798,0.00318785,0.0149273,0.0104379,0.0120288,0.0034069,0.0207262,0,0,0.0138255,0,0.0103974,0.0111515,0.052398,0.021246,0.0237828,0.0127271,0.0226475,0.0271913,0.00544452,0.0494992,0.00603346,0.0080309,0.0156008,0.00857696,0.0124521,0.0168959,0.0256244,0.0135287,0.00968241,0.0073994,0.0212583,0.0135322,0,0,0,0
25,0,0.0187624,0.0208511,0,0,0,0.0178815,0.01446,0.0189029,0.00788659,0,0,0,0,0.0142119,0,0.0179718,0.00556111,0.0427302,0.014504,0.0222116,0.0313425,0,0,0.0254629,0.00970226,0.0307005,0.0377044,0.024118,0.0540046,0.0562197,0.0169226,0.0150399,0,0.0209623,0,0.00735261,0.00880342,0.00308601,0.0155053,0.0103005,0.0129191,0.00309849,0.0201693,0,0,0.0147057,0,0.0105121,0.0117948,0.0523371,0.0212328,0.0237147,0.0119033,0.0223748,0.0271508,0.00486068,0.0496414,0.00552256,0.00681363,0.0152403,0.00808408,0.0125901,0.0161575,0.0266158,0.0135797,0.00999506,0.00759872,0.0216905,0.0130783,0,0,0,0
26,0,0.0184101,0.0212843,0,0,0,0.0155453,0.0143944,0.0198738,0.00749255,0,0,0,0,0.0141294,0,0.0179306,0.00571057,0.0424158,0.0114544,0.0218204,0.0306545,0,0,0.0256174,0.00945007,0.0293234,0.0364444,0.0233053,0.0531994,0.0565325,0.0165634,0.0139416,0,0.019221,0,0.00757531,0.00881353,0.0031319,0.0159944,0.0101427,0.0139185,0.00284554,0.0192919,0,0,0.0160056,0,0.0106623,0.0126913,0.0523636,0.0208911,0.0234586,0.0109354,0.0221725,0.027142,0.0042441,0.0499022,0.00500677,0.00535377,0.0146208,0.00774056,0.012588,0.0151291,0.0270061,0.0136557,0.0101768,0.00787188,0.0224015,0.0124946,0,0,0,0
27,0,0.0180405,0.0217595,0,0,0,0.0132416,0.0142586,0.0196938,0.00732274,0,0,0,0,0.0142022,0,0.0178654,0.00595515,0.0417986,0.00806718,0.0214904,0.029555,0,0,0.025766,0.00941324,0.0280469,0.0352518,0.0223201,0.0524451,0.0559596,0.0169395,0.0116415,0,0.0176333,0,0.00785749,0.00881628,0.00331168,0.0161454,0.00991953,0.0151117,0.00311614,0.018079,0,0,0.0177852,0,0.0108525,0.0137967,0.0523989,0.0201795,0.0231363,0.00996253,0.0223345,0.0270579,0.0038352,0.0503283,0.00460397,0.00377054,0.0137197,0.00760629,0.0124501,0.0137013,0.0267217,0.013644,0.0101657,0.00826196,0.0233186,0.0117306,0,0,0,0
28,0,0.017655,0.0219577,0,0,0,0.0123217,0.0141902,0.0169787,0.00748017,0,0,0,0,0.0143887,0,0.0178069,0.00614151,0.0411982,0.00419473,0.0212782,0.0278569,0,0,0.0258143,0.0093786,0.0269514,0.0343044,0.0211853,0.0520823,0.0545126,0.0174522,0.00981123,0,0.0176397,0,0.0081656,0.00882721,0.00349974,0.0163213,0.00967591,0.0165004,0.00400121,0.0167654,0,0,0.0196895,0,0.0110943,0.0149077,0.0523937,0.019021,0.0228856,0.00921535,0.0227098,0.0269136,0.00405441,0.050961,0.00474383,0.00318454,0.0127159,0.00767853,0.0122309,0.0120937,0.0261122,0.0135378,0.0102124,0.00867495,0.0241404,0.0108993,0,0,0,0
29,0,0.0173211,0.0217159,0,0,0,0.0138968,0.0142859,0.0131349,0.00785766,0,0,0,0,0.0144561,0,0.0178072,0.00604988,0.0411514,0.00371541,0.0212967,0.0259483,0,0,0.025659,0.00903806,0.0259743,0.033257,0.0199829,0.0525569,0.0529217,0.017265,0.00917119,0,0.020023,0,0.00833949,0.00887377,0.00355099,0.0167982,0.00940246,0.0179451,0.00528417,0.0156529,0,0,0.0213605,0,0.0113338,0.0159355,0.0523547,0.0174529,0.0226366,0.00890796,0.0230392,0.0266218,0.00507642,0.0517735,0.00565122,0.00470301,0.0118466,0.00792691,0.011828,0.010922,0.0259045,0.0131808,0.010073,0.00914259,0.024578,0.0102685,0,0,0,0
30,0,0.0169594,0.0212816,0,0,0,0.0160764,0.0143627,0.00990555,0.00818611,0,0,0,0,0.0141048,0,0.0179042,0.00578127,0.0415983,0.00683401,0.021498,0.0247471,0,0,0.0251033,0.00848951,0.0247824,0.0315089,0.0186433,0.0535363,0.0521406,0.0164997,0.00912978,0,0.0228101,0,0.00812278,0.00895841,0.00354814,0.0178678,0.00911061,0.0193581,0.00641967,0.0150062,0,0,0.0229082,0,0.0116345,0.0168924,0.0523644,0.0155636,0.0224327,0.00898683,0.0229256,0.026112,0.00638596,0.0526455,0.00692004,0.00673857,0.0114519,0.00829815,0.0112692,0.0112407,0.0259775,0.0126264,0.0101968,0.00959728,0.02456,0.00994762,0,0,0,0
31,0,0.0165351,0.020905,0,0,0,0.0170999,0.0143694,0.00834593,0.00843916,0,0,0,0,0.0133165,0,0.0180255,0.00557022,0.0419213,0.00935415,0.0215742,0.0241543,0,0,0.0246519,0.00784184,0.0225893,0.0283602,0.0173351,0.053867,0.0523328,0.0159625,0.0093381,0,0.024417,0,0.00772743,0.00897956,0.00347289,0.0190215,0.00880592,0.0204097,0.00742683,0.0147211,0,0,0.0242865,0,0.0119354,0.0176822,0.0523968,0.0132078,0.0222082,0.00944116,0.0226257,0.0254133,0.00770876,0.0536403,0.00841709,0.00862354,0.0114284,0.008623,0.0107269,0.0126916,0.0261896,0.0120504,0.0102453,0.0100012,0.024373,0.00976136,0,0,0,0
32,0,0.0162018,0.0205357,0,0,0,0.0177551,0.0143599,0.00796598,0.00859581,0,0,0,0,0.0123871,0,0.018123,0.00523207,0.041961,0.0108847,0.0214471,0.0234444,0,0,0.0244037,0.00718525,0.0188317,0.0241008,0.0163548,0.0532123,0.0528392,0.0158672,0.00988602,0,0.025732,0,0.00724286,0.00891523,0.00320758,0.0197215,0.00853959,0.0203988,0.00864112,0.014791,0,0,0.0255686,0,0.0122232,0.0182443,0.052353,0.0101644,0.0220296,0.0101849,0.0222263,0.0247079,0.00893877,0.0547031,0.00998797,0.0102863,0.0112775,0.00894548,0.0102186,0.013759,0.0261478,0.0117143,0.0103459,0.0102746,0.0240052,0.00956634,0,0,0,0
33,0,0.0161276,0.0201177,0,0,0,0.0193893,0.0143602,0.00785386,0.00870015,0,0,0,0,0.0113718,0,0.0182311,0.00479837,0.041917,0.0114982,0.0212384,0.0221643,0,0,0.0244569,0.00661499,0.0150138,0.0204372,0.0161264,0.0521065,0.0529107,0.0158035,0.0104872,0,0.0278435,0,0.00674416,0.00890339,0.00289572,0.0198233,0.0083563,0.0189789,0.00993835,0.0150355,0,0,0.0266635,0,0.0124764,0.0185969,0.0521436,0.00666002,0.0219896,0.0111314,0.0219356,0.0241082,0.0101194,0.0557972,0.0114454,0.0117713,0.0105812,0.00931199,0.00963665,0.0135982,0.0253855,0.0115247,0.0103727,0.0103754,0.0234476,0.00929165,0,0,0,0
34,0,0.0161378,0.019473,0,0,0,0.0214223,0.0143951,0.0078978,0.00900629,0,0,0,0,0.0102475,0,0.018346,0.00435859,0.0419892,0.0111937,0.0210319,0.0205729,0,0,0.0245588,0.00604882,0.0131535,0.0188188,0.0160988,0.0513411,0.0526203,0.0156977,0.0107033,0,0.0302421,0,0.00611037,0.00893536,0.00262154,0.0195598,0.00826791,0.0165895,0.010968,0.0155553,0,0,0.0272554,0,0.0125986,0.0186146,0.051811,0.00464138,0.0219968,0.0121418,0.0216957,0.0236965,0.0112345,0.0568439,0.0128138,0.0131545,0.00929997,0.00981782,0.00893057,0.0122782,0.0238343,0.0113356,0.00972559,0.0102728,0.0227462,0.00903334,0,0,0,0
35,0,0.0160661,0.0185272,0,0,0,0.0231538,0.014457,0.00794567,0.00927166,0,0,0,0,0.00908858,0,0.0184307,0.00409491,0.0421556,0.0100977,0.0206928,0.0191205,0,0,0.0241919,0.00536084,0.0132674,0.0190336,0.0156207,0.0511316,0.0522307,0.0155085,0.0103164,0,0.0318726,0,0.00550747,0.00897191,0.00251393,0.0184005,0.00829715,0.0138879,0.0113943,0.0165503,0,0,0.0275533,0,0.0126392,0.0185017,0.0514707,0.00721734,0.022073,0.0131266,0.0211757,0.0234696,0.0121526,0.0577696,0.01403,0.0142944,0.00778289,0.0104216,0.00823964,0.0102319,0.022084,0.0111453,0.0084368,0.0100562,0.0219386,0.00887783,0,0,0,0
