Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LTIBI
66,0,0.0228692,0.0225989,0,0,0,0.0509992,0.00965019,0.0994997,0.0119343,0,0,0,0,0.00729192,0,0.00839531,0.0290927,0.0547685,0.0189514,0.0657179,0,0,0.0208409,0.00830241,0.0423302,0.0512087,0.0546025,0.0817848,0.0429459,0.0398939,0.0518859,0,0.0483544,0,0.00877745,0.00837107,0.00712247,0.0113013,0.0113741,0.0146125,0.00710037,0.0237221,0,0,0.0122034,0,0.0101623,0.0116684,0.0577653,0.0134528,0.0267046,0.0108223,0.0168141,0.0277311,0.00609762,0.0501303,0.00815697,0.00660988,0.00541879,0.0150627,0.00308759,0.0026299,0.00961492,0.00808755,0.00706501,0.00584924,0.020819,0.0182712,0,0,0,0,0.167402
67,0,0.0230292,0.0229166,0,0,0,0.0485788,0.00963576,0.0988791,0.0116936,0,0,0,0,0.00745781,0,0.00839412,0.0296173,0.0561244,0.0189814,0.0666384,0,0,0.0212159,0.00867105,0.0422882,0.0522104,0.0547175,0.0808881,0.0432017,0.0403374,0.0514503,0,0.0454502,0,0.00884103,0.00838745,0.00705247,0.0117047,0.0113461,0.0141419,0.00698184,0.0235982,0,0,0.0118729,0,0.0100822,0.0114337,0.0576018,0.0132139,0.0265974,0.0105949,0.0166021,0.0281599,0.00604882,0.0501977,0.00800477,0.00645646,0.00563965,0.0150086,0.00306618,0.00288299,0.0108029,0.00881816,0.00688769,0.00586329,0.0211051,0.0178826,0,0,0,0,0.167468
68,0,0.0231862,0.0232275,0,0,0,0.0463,0.00964533,0.0985248,0.0113887,0,0,0,0,0.00760964,0,0.00840499,0.0301135,0.0572279,0.0191142,0.06718,0,0,0.0215986,0.0089772,0.0421293,0.0531498,0.0544262,0.0799128,0.0433813,0.0408049,0.0508374,0,0.0423086,0,0.00885742,0.00842918,0.00698024,0.0120894,0.0113674,0.0136585,0.00681401,0.0235004,0,0,0.0116194,0,0.0101,0.0112511,0.0574314,0.01311,0.0265481,0.010465,0.0164066,0.0286431,0.00601443,0.0502632,0.00788156,0.00631944,0.00583783,0.0149186,0.00298184,0.00317573,0.0118843,0.00957534,0.00689871,0.00589553,0.0214107,0.0173664,0,0,0,0,0.168164
69,0,0.0233592,0.0235972,0,0,0,0.0438225,0.00965652,0.0981416,0.0110173,0,0,0,0,0.00772894,0,0.00847703,0.0306145,0.0583106,0.0192573,0.067334,0,0,0.0220282,0.00929734,0.0418801,0.0538785,0.053917,0.0789183,0.0431495,0.0410583,0.0503749,0,0.0394123,0,0.00896792,0.00846815,0.00694866,0.0124671,0.0113634,0.0133069,0.00661671,0.0233642,0,0,0.0114721,0,0.0101293,0.0111347,0.0572317,0.0129334,0.0265722,0.010381,0.0162993,0.0290708,0.0060201,0.0503227,0.00782597,0.00631811,0.00601733,0.0148141,0.00300018,0.00348775,0.0128482,0.0101794,0.00690027,0.00590999,0.0217644,0.0168353,0,0,0,0,0.169009
70,0,0.0235127,0.02396,0,0,0,0.0401962,0.00966487,0.0976481,0.0106703,0,0,0,0,0.00789281,0,0.00857371,0.0311593,0.0590759,0.0193726,0.0671368,0,0,0.0225145,0.00965139,0.0416083,0.0544727,0.0533178,0.0779527,0.0427507,0.0410525,0.049949,0,0.0359688,0,0.00906476,0.00849697,0.00698539,0.0129211,0.0113245,0.0129752,0.00648206,0.0232569,0,0,0.0113455,0,0.0101254,0.0110096,0.0570269,0.0127415,0.0265892,0.0102547,0.0163031,0.0294429,0.00608216,0.050348,0.00779116,0.00649282,0.00614802,0.0147128,0.00310441,0.00369987,0.0136494,0.0107568,0.00689629,0.00592036,0.0220875,0.0164189,0,0,0,0,0.169657
71,0,0.023582,0.0243164,0,0,0,0.0344874,0.00965777,0.0973874,0.0103156,0,0,0,0,0.00826263,0,0.00868344,0.0319006,0.0595507,0.0194352,0.0668158,0,0,0.0230356,0.0101689,0.0414059,0.0550832,0.0524133,0.0770821,0.0423712,0.041006,0.0494335,0,0.0319959,0,0.0091696,0.00851389,0.00704667,0.0134308,0.0113115,0.0126144,0.00644488,0.023179,0,0,0.0112101,0,0.0101391,0.0108388,0.0568719,0.012612,0.0265063,0.0101214,0.0163621,0.0297693,0.00613109,0.0503354,0.00771181,0.00657005,0.00628093,0.014603,0.00322426,0.00385339,0.0145712,0.0114049,0.00692297,0.00590871,0.0224412,0.0161733,0,0,0,0,0.169881
72,0,0.0235929,0.024639,0,0,0,0.0283584,0.00964033,0.0973015,0.0100535,0,0,0,0,0.00859252,0,0.00882052,0.0327686,0.0597594,0.0197315,0.0661042,0,0,0.0235653,0.0106798,0.0410246,0.0552244,0.0512361,0.0761347,0.0422164,0.0411189,0.0486531,0,0.0272755,0,0.00934171,0.00850849,0.00709372,0.0138401,0.0113082,0.0122999,0.00635686,0.0230389,0,0,0.0111644,0,0.0101277,0.0107078,0.0567338,0.0125323,0.026487,0.00999841,0.016476,0.0300086,0.00617916,0.0503197,0.00763269,0.00662401,0.00640581,0.0144471,0.00337181,0.00407924,0.015412,0.0120411,0.00687662,0.00590223,0.0228362,0.0159966,0,0,0,0,0.16987
73,0,0.0235611,0.0249762,0,0,0,0.0236367,0.00963444,0.0973365,0.00972134,0,0,0,0,0.00888072,0,0.0089856,0.0336317,0.0597937,0.0200679,0.0651173,0,0,0.0241227,0.0111545,0.0405716,0.0551531,0.0499974,0.0751741,0.042008,0.0413353,0.0477524,0,0.0218668,0,0.00956801,0.00851186,0.00715062,0.0141426,0.0113442,0.0120666,0.00627665,0.0228602,0,0,0.0112879,0,0.0101647,0.0106897,0.0565779,0.0124487,0.0264748,0.00994841,0.0165935,0.0302494,0.00627078,0.0503098,0.00760172,0.00672548,0.00651698,0.0142668,0.00358317,0.00420109,0.0161338,0.0126185,0.00679867,0.00599632,0.0233049,0.0158502,0,0,0,0,0.169931
74,0,0.0235637,0.0253458,0,0,0,0.0192295,0.00963746,0.0976229,0.00932796,0,0,0,0,0.00938721,0,0.00918956,0.0344416,0.0594448,0.0203086,0.0636749,0,0,0.0247844,0.0116554,0.0399589,0.0550267,0.0484696,0.0741649,0.0414863,0.0414182,0.046814,0,0.0161402,0,0.00979285,0.00851791,0.00726696,0.014454,0.0113744,0.0119205,0.00632513,0.0227022,0,0,0.0115382,0,0.0101798,0.0107109,0.0564038,0.0123568,0.0264342,0.0099516,0.0167458,0.0304697,0.00640699,0.0503087,0.00764598,0.0069309,0.00666185,0.0140797,0.00383682,0.00445023,0.0166234,0.0130948,0.00645586,0.0060754,0.0238208,0.0156771,0,0,0,0,0.169989
75,0,0.0236209,0.0258163,0,0,0,0.0144385,0.0096816,0.0981226,0.00917907,0,0,0,0,0.009891,0,0.00940603,0.0352254,0.0584844,0.0205772,0.0615488,0,0,0.0255398,0.0121905,0.0390909,0.0544504,0.046418,0.0730514,0.0405688,0.041364,0.0458912,0,0.0109769,0,0.0101189,0.0085593,0.00741186,0.01476,0.0113513,0.0117748,0.00652321,0.0225819,0,0,0.0118519,0,0.0101775,0.0107623,0.0562466,0.0122484,0.0263283,0.00993414,0.0169679,0.0306615,0.00649514,0.0503135,0.0077049,0.00720539,0.00683458,0.0138959,0.00409532,0.00486791,0.01705,0.0135138,0.00641974,0.0061535,0.0244128,0.0154611,0,0,0,0,0.169834
76,0,0.0236752,0.0263232,0,0,0,0.0100068,0.00972183,0.0989127,0.00900231,0,0,0,0,0.0101896,0,0.00962579,0.036041,0.0568637,0.0208903,0.0583322,0,0,0.0264176,0.0126549,0.037779,0.0530033,0.0436129,0.071922,0.0390883,0.0409682,0.0447953,0,0.00956486,0,0.0104357,0.00858967,0.00757604,0.0150223,0.0113192,0.0116121,0.00678018,0.0224386,0,0,0.0121454,0,0.0101698,0.0108073,0.056073,0.0120802,0.026115,0.00997024,0.0173062,0.030865,0.00664282,0.0503513,0.00779701,0.0075308,0.0069318,0.0137254,0.00435109,0.00499994,0.0175927,0.0138749,0.00635928,0.00617685,0.0250413,0.0152057,0,0,0,0,0.1696
77,0,0.0237478,0.0268392,0,0,0,0.00879172,0.00971601,0.10011,0.00852605,0,0,0,0,0.0105532,0,0.00983521,0.0364252,0.0540612,0.0211574,0.0532225,0,0,0.0275294,0.0131021,0.0355332,0.0497687,0.0395419,0.0708835,0.0366751,0.0398816,0.0432219,0,0.013476,0,0.0107179,0.00858407,0.00771723,0.0152852,0.011239,0.0115157,0.0069899,0.0222888,0,0,0.0125253,0,0.0101459,0.0109238,0.0558587,0.0118625,0.0257884,0.0100494,0.0178163,0.0310205,0.00691325,0.0504173,0.00793779,0.00779633,0.00692287,0.0136256,0.00463245,0.00477313,0.0179552,0.0141809,0.00644096,0.00620062,0.0256691,0.0148811,0,0,0,0,0.169204
78,0,0.0238855,0.0283799,0,0,0,0.00891123,0.0097313,0.104999,0.00700594,0,0,0,0,0.0112363,0,0.0101678,0.033648,0.0441216,0.0214189,0.037157,0,0,0.0317048,0.0140093,0.0281866,0.0350426,0.0286245,0.0711882,0.0301396,0.0347835,0.0374133,0,0.0105457,0,0.0111251,0.00862549,0.0079836,0.0148892,0.0110711,0.0119653,0.00868472,0.0214933,0,0,0.0141392,0,0.0103326,0.0117888,0.0551874,0.0117282,0.0253616,0.0103095,0.0208371,0.0315079,0.00750581,0.0508816,0.00836933,0.0078402,0.00657245,0.0134102,0.00507193,0.00391171,0.017093,0.014752,0.00667063,0.0065166,0.0276625,0.0138425,0,0,0,0,0.165299
79,0,0.0239444,0.0292224,0,0,0,0.0129623,0.00977198,0.107695,0.0064372,0,0,0,0,0.0115544,0,0.0103505,0.0312647,0.0399413,0.0219556,0.0285547,0,0,0.0345922,0.0144331,0.0239366,0.0254174,0.0236474,0.0719072,0.0274069,0.0334282,0.0331772,0,0.010198,0,0.0113788,0.00863748,0.00812142,0.0149963,0.0110394,0.0123103,0.0103728,0.0210104,0,0,0.0145985,0,0.0103495,0.0118639,0.0548781,0.0117995,0.0248143,0.0105212,0.0229301,0.0317908,0.00801196,0.0510306,0.00860205,0.00790312,0.00642426,0.0133398,0.00528872,0.00366117,0.0171282,0.0152314,0.00651813,0.00656359,0.0288918,0.0134176,0,0,0,0,0.163266
80,0,0.0239417,0.0295771,0,0,0,0.0205294,0.0097941,0.108999,0.00640291,0,0,0,0,0.0115797,0,0.010393,0.0287126,0.041341,0.0223639,0.0306744,0,0,0.0364268,0.0145166,0.0223882,0.0227338,0.0249798,0.0732873,0.0278348,0.0355242,0.0290294,0,0.013165,0,0.0114966,0.00859515,0.00816375,0.0154187,0.0110962,0.0125586,0.011742,0.0208323,0,0,0.0143424,0,0.0103028,0.011488,0.0547328,0.0119199,0.0242926,0.0106185,0.0243173,0.0318899,0.00827744,0.0509329,0.00869686,0.00794944,0.00632807,0.0133921,0.00533815,0.00360148,0.0177754,0.0154856,0.00621894,0.00642649,0.0294768,0.0134209,0,0,0,0,0.16245
81,0,0.0237786,0.0291505,0,0,0,0.0230956,0.00986732,0.107259,0.00703059,0,0,0,0,0.0115537,0,0.0105325,0.0276571,0.0433024,0.022301,0.0389981,0,0,0.0366022,0.0140606,0.0230985,0.0271687,0.029505,0.0743507,0.031639,0.0399128,0.0259386,0,0.0132759,0,0.0114441,0.00852921,0.00809769,0.0160586,0.0112295,0.0125762,0.0123533,0.0210922,0,0,0.0131548,0,0.0100995,0.0105329,0.0547611,0.0117145,0.0239133,0.0104834,0.0247179,0.0316953,0.00815919,0.0504729,0.00857741,0.00787475,0.00610923,0.0136605,0.00516199,0.00347344,0.018507,0.0155439,0.00564037,0.00604575,0.0291683,0.014028,0,0,0,0,0.163923
82,0,0.0236616,0.0284409,0,0,0,0.0109596,0.0100355,0.103738,0.00770576,0,0,0,0,0.0116036,0,0.0105957,0.0280582,0.0456699,0.021444,0.0370931,0,0,0.0357314,0.013675,0.0238432,0.0278473,0.0284913,0.0738836,0.0350132,0.0416358,0.0280794,0,0.0201982,0,0.0112761,0.00840322,0.0079282,0.0168794,0.0114479,0.0123732,0.0128163,0.0216084,0,0,0.0118462,0,0.00992353,0.0094313,0.0548558,0.01104,0.0234709,0.0102616,0.0246327,0.0314612,0.00805838,0.0498653,0.00835934,0.00778896,0.00593034,0.0140586,0.00482467,0.00334543,0.0193733,0.0156304,0.00554103,0.0056371,0.0284229,0.0148331,0,0,0,0,0.167648
83,0,0.0259236,0.0291802,0,0,0,0.00706471,0.0102317,0.104751,0.00891239,0,0,0,0,0.0107202,0,0.00973891,0.0288309,0.0484954,0.0194281,0.0286396,0,0,0.0339402,0.0158578,0.0282283,0.0310531,0.0283737,0.0736691,0.0315688,0.036948,0.0329269,0,0.011481,0,0.0116093,0.00833591,0.00722452,0.017519,0.0111217,0.0124957,0.0138527,0.0231616,0,0,0.00935148,0,0.0105104,0.00717549,0.0554513,0.0106036,0.0229741,0.00953749,0.0238807,0.0332392,0.00738872,0.0485911,0.00776538,0.00697867,0.00485486,0.0152652,0.00424736,0.00251673,0.0194165,0.0166237,0.00455877,0.00502726,0.0279723,0.0154867,0,0,0,0,0.166412
84,0,0.0265804,0.0292557,0,0,0,0.003398,0.0104657,0.104259,0.0098097,0,0,0,0,0.0111265,0,0.00954723,0.0294037,0.0505511,0.018786,0.028715,0,0,0.0332279,0.0167052,0.0332937,0.0366538,0.0325858,0.0749082,0.0319913,0.0354638,0.0350431,0,0.0181584,0,0.0119458,0.00812405,0.00704472,0.0186769,0.0113138,0.0124992,0.0144394,0.0238399,0,0,0.00848401,0,0.0103933,0.0062712,0.0556802,0.010364,0.0225271,0.00926594,0.023887,0.0337065,0.00731909,0.0478563,0.00756792,0.0069166,0.00447461,0.0159263,0.00402178,0.00239075,0.0198975,0.0170203,0.0041976,0.00472598,0.0277671,0.0160899,0,0,0,0,0.166994
85,0,0.027164,0.0294739,0,0,0,0.00870286,0.0106138,0.10434,0.0104365,0,0,0,0,0.0111862,0,0.00938499,0.029967,0.051976,0.0184116,0.0306933,0,0,0.0329376,0.0175167,0.0379462,0.0419085,0.0366672,0.0761053,0.0323522,0.0340522,0.0368809,0,0.0230591,0,0.0122436,0.00801938,0.00696669,0.0196873,0.0113724,0.0122895,0.0150649,0.024294,0,0,0.00810572,0,0.010249,0.00556995,0.0558119,0.010019,0.0221003,0.00905511,0.0240668,0.0341842,0.00732749,0.0472511,0.00738043,0.00702269,0.00432848,0.0164299,0.00386336,0.0027811,0.021101,0.0173633,0.0037374,0.00457886,0.0278529,0.0165205,0,0,0,0,0.168155
86,0,0.02756,0.0297801,0,0,0,0.0129335,0.0107538,0.104668,0.0102571,0,0,0,0,0.0113973,0,0.0095167,0.0304262,0.0536998,0.0182722,0.0330451,0,0,0.0327658,0.0181809,0.0411204,0.0457605,0.0396439,0.0767083,0.0326065,0.0330466,0.0382145,0,0.0284783,0,0.0124852,0.00797695,0.00695366,0.0206328,0.0113981,0.0118909,0.0151113,0.0244947,0,0,0.00814494,0,0.0101428,0.00533537,0.0558716,0.00975582,0.0218125,0.00889772,0.0239184,0.0344866,0.00744356,0.0468475,0.00720765,0.00728765,0.0044604,0.0167505,0.00364382,0.0032304,0.022964,0.017575,0.00372185,0.00452833,0.0280856,0.0166137,0,0,0,0,0.169751
87,0,0.0277276,0.0300823,0,0,0,0.0155324,0.0107743,0.10498,0.00964702,0,0,0,0,0.0115669,0,0.00958665,0.0308489,0.0549049,0.0184498,0.0344875,0,0,0.0329072,0.018603,0.0424145,0.0476325,0.0406958,0.0764384,0.0328474,0.0327339,0.0390816,0,0.0310351,0,0.0125999,0.00796437,0.0070393,0.0214349,0.0113663,0.0112367,0.0151066,0.0244594,0,0,0.00839403,0,0.0100925,0.00541501,0.055826,0.00929694,0.0216441,0.00880262,0.0237004,0.0346545,0.00756864,0.0466989,0.0070035,0.00756428,0.00482285,0.0168635,0.00348652,0.00369616,0.024998,0.0177203,0.0039277,0.00459739,0.0284652,0.0164874,0,0,0,0,0.170058
88,0,0.0275297,0.0302229,0,0,0,0.015751,0.0107244,0.10514,0.00882095,0,0,0,0,0.0116996,0,0.00975082,0.0312282,0.0554701,0.0189482,0.034441,0,0,0.0333193,0.0185676,0.0420027,0.0474655,0.0398726,0.0755755,0.0330199,0.0330686,0.0393805,0,0.0311166,0,0.0125507,0.00794938,0.00720408,0.0221101,0.0112871,0.0104064,0.0150137,0.0241508,0,0,0.00877263,0,0.0100703,0.00570978,0.0556668,0.00884424,0.0215308,0.00868527,0.023695,0.0346735,0.00763979,0.0468063,0.00673173,0.00780715,0.00529661,0.0167535,0.00350581,0.004283,0.0266238,0.0177131,0.00430902,0.00477366,0.0288755,0.0161977,0,0,0,0,0.169811
89,0,0.0269784,0.03019,0,0,0,0.0139356,0.0106791,0.105127,0.00801579,0,0,0,0,0.011809,0,0.00999972,0.031468,0.0546672,0.0196137,0.0330629,0,0,0.0338974,0.0180638,0.0403176,0.0457471,0.0377003,0.0744924,0.033014,0.0340277,0.0389622,0,0.0289449,0,0.0123951,0.00799889,0.00739807,0.0225971,0.0111885,0.00947464,0.0147772,0.0235925,0,0,0.00924803,0,0.0100844,0.00611688,0.0553571,0.00878308,0.0214684,0.00849863,0.0238877,0.0345591,0.0075622,0.0471036,0.00634508,0.00786319,0.00582711,0.0164563,0.00368887,0.0051357,0.0276491,0.0176189,0.00482756,0.00504101,0.0292325,0.0158202,0,0,0,0,0.169721
90,0,0.0262718,0.0299994,0,0,0,0.0111668,0.0106383,0.105016,0.00723616,0,0,0,0,0.0118962,0,0.0101947,0.0315003,0.0522921,0.0204318,0.0310768,0,0,0.0346436,0.0172081,0.0379588,0.0431142,0.034413,0.0734594,0.0328602,0.0354011,0.0378857,0,0.0252934,0,0.012176,0.00810041,0.00756383,0.0228656,0.0110718,0.00873387,0.0145339,0.0228639,0,0,0.00975239,0,0.0101295,0.00660602,0.0549214,0.00917168,0.0215124,0.00822319,0.0243029,0.0343349,0.00727074,0.0475167,0.00588635,0.0076229,0.00639316,0.0159705,0.00408363,0.00596032,0.0281413,0.0175277,0.00542787,0.00537528,0.029452,0.0154249,0,0,0,0,0.169599
91,0,0.0256009,0.0297931,0,0,0,0.00933061,0.0105543,0.10492,0.00659178,0,0,0,0,0.0118079,0,0.0102674,0.0312695,0.0478311,0.0212885,0.0294681,0,0,0.0355286,0.0162309,0.0355022,0.0402194,0.0307812,0.0725075,0.0327701,0.0369172,0.0367436,0,0.0207432,0,0.0119438,0.00815926,0.00764494,0.0230641,0.0109074,0.00829377,0.0144302,0.022078,0,0,0.0102587,0,0.0102092,0.00713267,0.0544722,0.0100308,0.0216163,0.00789561,0.024817,0.0340664,0.00684227,0.0479835,0.00536967,0.00712038,0.00702619,0.0153181,0.00472244,0.00675451,0.0284731,0.0174023,0.00598676,0.00570005,0.0296172,0.0151195,0,0,0,0,0.168661
92,0,0.0249228,0.0296657,0,0,0,0.00968213,0.0104373,0.105256,0.00584577,0,0,0,0,0.0115814,0,0.0102754,0.0308821,0.042723,0.0220725,0.0291919,0,0,0.0364505,0.0152333,0.033554,0.0378775,0.0281927,0.0718337,0.0327679,0.0381758,0.0360821,0,0.0166456,0,0.0117262,0.00817388,0.00768154,0.0233892,0.0107611,0.00843595,0.0144391,0.021219,0,0,0.0107216,0,0.0102448,0.00767867,0.0540472,0.0113027,0.0217687,0.00735121,0.0251595,0.0338115,0.00617664,0.0485312,0.00446695,0.00623595,0.00765597,0.0145303,0.00554981,0.00751771,0.0290227,0.0173228,0.00656238,0.00600852,0.0297758,0.0147786,0,0,0,0,0.166466
93,0,0.0243571,0.0297538,0,0,0,0.0125193,0.0103569,0.106025,0.00514721,0,0,0,0,0.0114145,0,0.010282,0.0304179,0.0373221,0.0226694,0.0299469,0,0,0.0374061,0.0144842,0.0321422,0.036427,0.0271334,0.0716015,0.0323506,0.0384648,0.0354489,0,0.0141091,0,0.0115375,0.00820304,0.00764073,0.0236437,0.0106454,0.0091807,0.0144145,0.0203597,0,0,0.0112404,0,0.0103019,0.00829821,0.0536886,0.0126246,0.0217834,0.00657406,0.0252669,0.0337896,0.00550397,0.0491748,0.00355058,0.00504302,0.00823029,0.0137,0.00634776,0.00812474,0.029779,0.0173047,0.00707466,0.00626763,0.0300506,0.0143522,0,0,0,0,0.163382
94,0,0.0216394,0.0289469,0,0,0,0.0215096,0.0101644,0.1037,0.00481271,0,0,0,0,0.0117347,0,0.0109563,0.0295162,0.0383876,0.0244204,0.0378876,0,0,0.0399841,0.0118471,0.030984,0.0370953,0.0300399,0.0725701,0.0350179,0.0418261,0.0298366,0,0.0348618,0,0.0111458,0.00831069,0.00821666,0.0237279,0.0107287,0.010747,0.0147868,0.018221,0,0,0.0133291,0,0.0101284,0.0100398,0.0527828,0.014629,0.0216376,0.00613445,0.0265382,0.0324535,0.00545549,0.0506516,0.00302058,0.00401384,0.00919987,0.0123632,0.00759681,0.00915513,0.0305226,0.0169632,0.00793038,0.0068141,0.0306004,0.0132215,0,0,0,0,0.164646
95,0,0.0212329,0.0293418,0,0,0,0.0168976,0.0101394,0.105404,0.00418661,0,0,0,0,0.0117197,0,0.0110797,0.0287697,0.0298187,0.0243737,0.0379869,0,0,0.040789,0.0118939,0.0303292,0.03701,0.0297374,0.0721293,0.0332603,0.040567,0.0271684,0,0.0277917,0,0.0113978,0.0083862,0.0082331,0.0241279,0.0104968,0.0122439,0.0152924,0.0170049,0,0,0.0145504,0,0.0102675,0.0109856,0.0522762,0.0151022,0.0214749,0.00565864,0.0266468,0.0328284,0.00530881,0.0517085,0.00323431,0.0031774,0.00927374,0.0119154,0.00779769,0.00907526,0.0309194,0.0170231,0.00819396,0.00731745,0.0313272,0.0118308,0,0,0,0,0.161218
96,0,0.0207306,0.0294382,0,0,0,0.0207492,0.0101449,0.107164,0.00389397,0,0,0,0,0.0116248,0,0.0111325,0.0280691,0.0272142,0.0245543,0.0386568,0,0,0.0415596,0.0119033,0.0296426,0.0371163,0.0292288,0.07163,0.0331506,0.0405849,0.0244745,0,0.0255573,0,0.0115857,0.00837595,0.00816523,0.0246075,0.0102235,0.0143035,0.0160999,0.0156642,0,0,0.0160927,0,0.0104113,0.0120601,0.0517267,0.0159142,0.0212999,0.00569136,0.0269714,0.033247,0.00571993,0.0530029,0.00429335,0.00404875,0.00970086,0.0114887,0.00797484,0.00967252,0.0311467,0.0170065,0.00836555,0.00799236,0.0320956,0.0100966,0,0,0,0,0.157867
97,0,0.0201504,0.0291383,0,0,0,0.0308255,0.0101697,0.108631,0.00404038,0,0,0,0,0.011309,0,0.0108924,0.0279127,0.0312239,0.0249003,0.0402851,0,0,0.0421628,0.0114149,0.0293321,0.0374578,0.0293477,0.0717636,0.0336738,0.0407365,0.02216,0,0.0302091,0,0.0115223,0.00832493,0.00795584,0.0249157,0.00997061,0.0165721,0.0173686,0.0145257,0,0,0.0174467,0,0.0105846,0.0129433,0.0512727,0.0164677,0.0210778,0.00617787,0.0274327,0.0335164,0.00696675,0.0543737,0.00571061,0.00618659,0.0104905,0.0108829,0.00832331,0.0109704,0.0312462,0.0166434,0.00863322,0.00847861,0.0326482,0.00848137,0,0,0,0,0.155237
98,0,0.0195586,0.0286766,0,0,0,0.0420164,0.0102621,0.109966,0.00421664,0,0,0,0,0.0107184,0,0.0102782,0.0280503,0.0388921,0.0253213,0.0425471,0,0,0.0427114,0.0102022,0.0294325,0.0378597,0.0304808,0.0725461,0.0337188,0.0409379,0.0208503,0,0.0378808,0,0.011052,0.00824939,0.00759854,0.0243096,0.00974439,0.0185667,0.0190667,0.0138842,0,0,0.0184403,0,0.0107541,0.0135851,0.0509542,0.0164577,0.0209128,0.00712143,0.0278585,0.0336311,0.00838047,0.0557809,0.00718526,0.00811903,0.0114652,0.0100562,0.00893125,0.0126149,0.0303761,0.0159044,0.00895898,0.00870518,0.0328401,0.00753297,0,0,0,0,0.153768
99,0,0.0191909,0.0281321,0,0,0,0.0497726,0.0102793,0.11127,0.00406825,0,0,0,0,0.010162,0,0.00949891,0.0281283,0.0451455,0.0256967,0.0426513,0,0,0.043433,0.00787765,0.028774,0.0366378,0.0313887,0.0731769,0.0328383,0.0406232,0.021514,0,0.0435392,0,0.0103336,0.00828596,0.00724818,0.0215302,0.00958328,0.0193747,0.0210682,0.014172,0,0,0.0193872,0,0.0109818,0.0142544,0.0507055,0.0155905,0.0210582,0.00825633,0.0283635,0.0338248,0.00983601,0.0572873,0.00883935,0.00992745,0.0120889,0.00935835,0.00945014,0.0138053,0.028824,0.0150864,0.00921127,0.00887626,0.0327641,0.0079816,0,0,0,0,0.153215
100,0,0.0187349,0.0269995,0,0,0,0.0318276,0.0103026,0.109411,0.00357206,0,0,0,0,0.00982642,0,0.00887573,0.0315589,0.0361232,0.0248141,0.0258975,0,0,0.0417766,0.00602628,0.0237117,0.0251386,0.0247235,0.0705146,0.0290576,0.0347249,0.0277361,0,0.0271458,0,0.00985064,0.00827731,0.00689214,0.0186411,0.00967657,0.0183521,0.0214665,0.0144915,0,0,0.0183572,0,0.0109969,0.0137631,0.0505535,0.0124254,0.0214756,0.0090412,0.0272976,0.0330744,0.0112261,0.0584412,0.0104076,0.0118022,0.0116022,0.00951871,0.00906288,0.0136488,0.0265585,0.0138437,0.00928445,0.00863643,0.0314524,0.00876229,0,0,0,0,0.154703
101,0,0.018598,0.0259843,0,0,0,0.0227195,0.0103224,0.106885,0.00304446,0,0,0,0,0.00955733,0,0.00835737,0.0340742,0.0329117,0.0239727,0.021315,0,0,0.039777,0.00492347,0.0207834,0.0217857,0.0217679,0.0682061,0.0289592,0.0332121,0.0322631,0,0.0200081,0,0.00962252,0.00824419,0.00655755,0.0150331,0.00978164,0.0163409,0.0210491,0.0147696,0,0,0.0174373,0,0.0109348,0.0130912,0.0504196,0.00898062,0.0219449,0.00968368,0.0256689,0.0322061,0.0125616,0.0595517,0.0119754,0.0135515,0.0103038,0.0101788,0.00819786,0.0123427,0.0236835,0.0129227,0.00910221,0.00825727,0.0299646,0.00919667,0,0,0,0,0.156706
102,0,0.0187702,0.0249841,0,0,0,0.0186983,0.0103441,0.105115,0.00281844,0,0,0,0,0.00929799,0,0.00788702,0.0356452,0.0325361,0.0233863,0.0222608,0,0,0.0381691,0.00432809,0.0198394,0.0226443,0.0204886,0.0665858,0.0297265,0.0331613,0.0349089,0,0.0178389,0,0.00957685,0.00823545,0.00629516,0.0115261,0.00992268,0.0139955,0.0206331,0.0152395,0,0,0.0167231,0,0.0108171,0.0123834,0.0502802,0.00725417,0.0222574,0.0101498,0.0242941,0.031492,0.0138375,0.0606251,0.0133911,0.0151353,0.0086227,0.0111113,0.00717957,0.010361,0.0201834,0.0123224,0.00869049,0.00786841,0.0285877,0.00950227,0,0,0,0,0.158097
