Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LTIBI
141,0,0.0260746,0.0394225,0,0,0,0.0290161,0.0100005,0,0.0155257,0,0,0,0,0.0144703,0,0.0133038,0.0315434,0.0632275,0.0270168,0.0540875,0,0,0.0329098,0.0176318,0.0282094,0.0464746,0.0445007,0.0605366,0.0397457,0.0345044,0,0,0.0370309,0,0.0155888,0.00934695,0.00882847,0.0093377,0.00768824,0.0153865,0.0164189,0.0206062,0,0,0.0288684,0,0.0154423,0.0203591,0.0539866,0.0227276,0.0244661,0.0147152,0.0230237,0.0338688,0.0162639,0.0560307,0.0137603,0.0166339,0.00479163,0.0113109,0.00617886,0.00345873,0.00781274,0.00979708,0.00698599,0.00938812,0.0397276,0.0077596,0,0,0,0,0.0514162
142,0,0.0253735,0.0387179,0,0,0,0.035931,0.0100423,0.0389488,0.0148666,0,0,0,0,0.0137107,0,0.0130143,0.0327937,0.0659164,0.026469,0.0584758,0,0,0.0321952,0.0168388,0.0302456,0.0508651,0.0469652,0.0599991,0.0411207,0.0373561,0,0,0.0455806,0,0.0152394,0.00922953,0.00859866,0.0119843,0.00781427,0.0160889,0.0161107,0.0203977,0,0,0.0287525,0,0.0152887,0.0201839,0.0532051,0.0239124,0.0246052,0.0137753,0.0225921,0.0335753,0.0175956,0.0567055,0.0158352,0.0182665,0.00802218,0.0143415,0.00653873,0.00635891,0.0181464,0.0100514,0.00716468,0.00922744,0.0393424,0.00756261,0,0,0,0,0
143,0,0.0249675,0.0386266,0,0,0,0.0378292,0.0100807,0.0411965,0.0144914,0,0,0,0,0.0134735,0,0.0130207,0.0329332,0.066218,0.0263309,0.0598575,0,0,0.0322174,0.0167097,0.0307171,0.0519309,0.0476312,0.0596618,0.0408592,0.0388327,0,0,0.0476077,0,0.0151159,0.00919682,0.00856475,0.0228254,0.00781432,0.021257,0.015895,0.0203104,0,0,0.0288133,0,0.015232,0.0201981,0.05224,0.0274654,0.0247907,0.0136015,0.0226517,0.0335263,0.0192058,0.0575772,0.0186143,0.0202147,0.0108167,0.0178466,0.010254,0.0101986,0.0283127,0.0103553,0.00728222,0.00914832,0.039501,0.00740009,0,0,0,0,0
144,0,0.0246218,0.0387419,0,0,0,0.0383402,0.0101108,0.0413667,0.014134,0,0,0,0,0.0134821,0,0.0131505,0.0327571,0.0662947,0.0261602,0.0606138,0,0,0.0324184,0.0168046,0.0309794,0.0523117,0.0479602,0.0595208,0.0394282,0.0398276,0,0,0.0480327,0,0.0150673,0.00918797,0.00861086,0.0303424,0.00770639,0.0253504,0.0157242,0.0202704,0,0,0.0289118,0,0.0151524,0.0202594,0.0515367,0.0302892,0.0249567,0.0135324,0.0228518,0.0335859,0.0203341,0.0582695,0.0203068,0.0215199,0.0124247,0.0202531,0.0127738,0.0124513,0.0344575,0.0104862,0.00730587,0.00896519,0.0398026,0.00735223,0,0,0,0,0
145,0,0.0246714,0.039207,0,0,0,0.0341861,0.0101122,0.0394703,0.0141368,0,0,0,0,0.0137928,0,0.0134182,0.0314521,0.0632434,0.0263352,0.0570216,0,0,0.0330577,0.0172357,0.0289969,0.0484352,0.0454228,0.0592191,0.0373083,0.0380341,0,0,0.0428676,0,0.0152032,0.00921129,0.00879039,0.0324162,0.00762744,0.0258468,0.0157023,0.0202845,0,0,0.0290899,0,0.0152046,0.0204015,0.0513053,0.0308068,0.0251404,0.0133361,0.0232394,0.0338768,0.0206538,0.058594,0.020218,0.0214049,0.0126401,0.0206022,0.0130822,0.0126161,0.0356625,0.0105561,0.00717128,0.00889018,0.0404061,0.00733358,0,0,0,0,0.0426473
146,0,0.0247362,0.0393849,0,0,0,0.0335232,0.0101175,0.0394521,0.0141085,0,0,0,0,0.0141156,0,0.0135944,0.0309487,0.0631198,0.0262805,0.0564239,0,0,0.033152,0.0173888,0.028958,0.0479662,0.0447527,0.0591993,0.0376955,0.0372244,0,0,0.0424846,0,0.0152885,0.00919567,0.0089306,0.0288674,0.00760494,0.0227137,0.0155175,0.0202995,0,0,0.0289605,0,0.0151629,0.0203982,0.0515539,0.028036,0.0252986,0.0129033,0.0233373,0.0340128,0.0199115,0.0581895,0.0186741,0.0197866,0.0117309,0.0192432,0.0113139,0.0111089,0.0322644,0.0106708,0.00704366,0.00887201,0.0406372,0.00753393,0,0,0,0,0.0415879
147,0,0.0248495,0.0393863,0,0,0,0.0326024,0.0101138,0.0398297,0.0139751,0,0,0,0,0.0143325,0,0.0137496,0.0304023,0.0630413,0.0261015,0.0560755,0,0,0.0330996,0.0173736,0.0291409,0.0477161,0.0443654,0.059381,0.0385494,0.0362807,0,0,0.0416974,0,0.0152942,0.00921797,0.00915254,0.020985,0.00761022,0.0173256,0.0152646,0.0202571,0,0,0.0287465,0,0.0151515,0.0203617,0.0520315,0.0225245,0.0254534,0.0124832,0.0235087,0.0340245,0.0184427,0.05734,0.0166093,0.0175339,0.00996561,0.0168853,0.00809151,0.00837996,0.0243215,0.010602,0.00687512,0.00895138,0.0405909,0.00781406,0,0,0,0,0.0411636
148,0,0.024727,0.0392548,0,0,0,0.0320533,0.0100955,0.0401999,0.0137499,0,0,0,0,0.0143986,0,0.0138642,0.0299329,0.0630024,0.0258363,0.0556456,0,0,0.032846,0.0172659,0.0294793,0.0473604,0.0440315,0.0597557,0.0393861,0.0367791,0,0,0.0412548,0,0.0151624,0.00922789,0.00927428,0.0128004,0.00760458,0.0126077,0.0149379,0.020177,0,0,0.0285188,0,0.0150888,0.0202615,0.0526034,0.0177174,0.0256029,0.0123192,0.0237451,0.0337865,0.0168166,0.0563121,0.0145353,0.0151129,0.00785045,0.014428,0.0048226,0.00489684,0.0136581,0.0102658,0.00650253,0.00898959,0.0402581,0.00801181,0,0,0,0,0.0411739
149,0,0.0245369,0.0389006,0,0,0,0.0316818,0.0100656,0.0408796,0.0134782,0,0,0,0,0.0143533,0,0.0139388,0.0295068,0.06344,0.0252724,0.0556154,0,0,0.0321301,0.0171082,0.0301399,0.0473789,0.0441355,0.0602764,0.0403088,0.0387834,0,0,0.0406951,0,0.0148716,0.00922194,0.0092906,0.0114585,0.00764546,0.0141249,0.0143106,0.0200972,0,0,0.028114,0,0.0149851,0.0199967,0.0531494,0.0177247,0.0257757,0.01255,0.0238069,0.0331974,0.0151141,0.0552882,0.012703,0.0127226,0.00580928,0.0125082,0.00522208,0.0015011,0.00614359,0.00981456,0.0061696,0.00889491,0.0395747,0.00798512,0,0,0,0,0.0415863
150,0,0.0244719,0.0386775,0,0,0,0.03088,0.0101296,0.0414002,0.0131423,0,0,0,0,0.0142179,0,0.0139461,0.0289564,0.0632526,0.0247865,0.0551371,0,0,0.0316954,0.0167716,0.0307454,0.0472074,0.0439772,0.0609735,0.0410001,0.0401849,0,0,0.0400241,0,0.0145133,0.00927435,0.00937942,0.00795232,0.00772076,0.0129288,0.0138343,0.0201018,0,0,0.0277477,0,0.0148626,0.0197799,0.053447,0.0140885,0.0258151,0.012203,0.023996,0.0327583,0.0135893,0.0545674,0.0113138,0.0110934,0.00589436,0.0120258,0.0057874,0.00117629,0.0047391,0.00935121,0.00599739,0.0087978,0.0390557,0.00790663,0,0,0,0,0.0420875
151,0,0.0244413,0.0385302,0,0,0,0.0294416,0.0101604,0.0418077,0.0125301,0,0,0,0,0.0139789,0,0.0138053,0.0283437,0.0625729,0.0241484,0.0545823,0,0,0.0314515,0.0163585,0.031361,0.0468598,0.0439771,0.0619148,0.0417355,0.0410028,0,0,0.0386583,0,0.0144404,0.00930488,0.00934211,0.00507286,0.0077983,0.0102249,0.0134952,0.0200749,0,0,0.0274896,0,0.0147262,0.0196027,0.0535013,0.0096937,0.0258333,0.0118974,0.0243185,0.032386,0.0122191,0.0542246,0.0103933,0.00992786,0.00563157,0.0118362,0.00620121,0.00140281,0.00357335,0.00879618,0.00573532,0.00874142,0.0386028,0.00779057,0,0,0,0,0.0423601
152,0,0.0246099,0.0383982,0,0,0,0.0277173,0.0101662,0.0421041,0.0114066,0,0,0,0,0.0137604,0,0.0136362,0.0277041,0.0616279,0.023279,0.0540856,0,0,0.031457,0.0160284,0.0319701,0.046297,0.0441842,0.0630403,0.042615,0.0418866,0,0,0.0366085,0,0.0143841,0.0093091,0.0093204,0.00491261,0.00787201,0.00718104,0.0133794,0.0199038,0,0,0.0272942,0,0.0145795,0.0194609,0.0532534,0.00779737,0.0258254,0.0113705,0.0248994,0.0319951,0.0110774,0.0543841,0.00991506,0.00910972,0.00455653,0.0123594,0.0058522,0.0013488,0.00496694,0.00832058,0.00550289,0.00865426,0.0382025,0.00776796,0,0,0,0,0.043174
153,0,0.0248563,0.0381192,0,0,0,0.0256071,0.0101756,0.0424736,0.00951185,0,0,0,0,0.0136162,0,0.0134687,0.0271102,0.0604073,0.0222,0.0533861,0,0,0.032048,0.0156776,0.0323633,0.0452792,0.0443958,0.0643421,0.0437096,0.0434028,0,0,0.0335406,0,0.0142101,0.0093018,0.00927133,0.00845662,0.00795152,0.00622877,0.0136782,0.0195958,0,0,0.0270257,0,0.0143838,0.0192176,0.0526739,0.0107491,0.0258144,0.0107393,0.025835,0.0316451,0.0100359,0.0547919,0.00963062,0.00808993,0.00334977,0.0133831,0.00448616,0.000509469,0.00785768,0.00812823,0.00535653,0.0085433,0.0378456,0.0080656,0,0,0,0,0.0438438
154,0,0.0251249,0.037567,0,0,0,0.0230323,0.0101795,0.0433607,0.00677619,0,0,0,0,0.0133578,0,0.0131694,0.026724,0.0596431,0.0208983,0.0524784,0,0,0.0332204,0.0151273,0.032564,0.0439261,0.0445871,0.0658365,0.0457144,0.0457309,0,0,0.0296362,0,0.013845,0.00927622,0.009129,0.0151778,0.00807397,0.00910436,0.014588,0.0193603,0,0,0.0264516,0,0.0141285,0.0188243,0.0520168,0.0165746,0.0259322,0.0107245,0.0270513,0.0313108,0.0090657,0.0552002,0.00973166,0.00733287,0.00408636,0.0143118,0.00287851,0.00236095,0.0128854,0.00777548,0.00525372,0.0083869,0.0373914,0.0089161,0,0,0,0,0.0447779
155,0,0.0249367,0.0365873,0,0,0,0.0219378,0.0102136,0.0450769,0.00425145,0,0,0,0,0.0129637,0,0.0126975,0.0265742,0.0599831,0.0193598,0.0516636,0,0,0.0337413,0.0143366,0.0329309,0.0427408,0.0449948,0.0675549,0.0491685,0.047888,0,0,0.0269569,0,0.0133299,0.00929476,0.00892983,0.0218535,0.0081896,0.0128263,0.0152691,0.0194452,0,0,0.0256976,0,0.0138576,0.0186244,0.0517187,0.0217936,0.0261349,0.0116312,0.0276045,0.0307608,0.00848341,0.0552701,0.0106177,0.00737281,0.00646606,0.0151232,0.00200264,0.00420009,0.0189335,0.00729244,0.0051751,0.00824201,0.0365241,0.0101911,0,0,0,0,0.0476844
156,0,0.0246622,0.0354427,0,0,0,0.0224235,0.0102783,0.0477451,0.00233403,0,0,0,0,0.0123306,0,0.0121299,0.0265639,0.0620207,0.0178163,0.0515157,0,0,0.0338988,0.0133267,0.0336584,0.0421035,0.0458164,0.0695227,0.0527963,0.049131,0,0,0.0260097,0,0.0126299,0.0093478,0.00858831,0.0271534,0.00837871,0.0154951,0.0159695,0.0194595,0,0,0.0246186,0,0.0135923,0.018096,0.0517229,0.0254112,0.0263698,0.0130045,0.0278874,0.0299443,0.00856351,0.0552127,0.01181,0.00789685,0.00851175,0.0157038,0.00197365,0.00586981,0.0242517,0.00680106,0.00505065,0.00803686,0.0353503,0.0118075,0,0,0,0,0.0516976
157,0,0.0240975,0.034041,0,0,0,0.0243286,0.0102896,0.0513372,0.00271312,0,0,0,0,0.0115166,0,0.0115554,0.0265146,0.0656032,0.0163988,0.0528993,0,0,0.0334217,0.0120581,0.034992,0.0426818,0.0474225,0.0717681,0.0557558,0.0497791,0,0,0.027562,0,0.0118456,0.00932558,0.0082327,0.0299387,0.00866854,0.0170292,0.0163958,0.0194826,0,0,0.0233483,0,0.0133268,0.0172987,0.0520072,0.0271662,0.0264806,0.0139989,0.0278014,0.028851,0.00858926,0.0549348,0.012132,0.00837342,0.00931259,0.0159348,0.00199277,0.00669996,0.0271032,0.00653195,0.00489577,0.00770223,0.0337255,0.013508,0,0,0,0,0.0563806
158,0,0.0233514,0.0321236,0,0,0,0.0277475,0.0102384,0.0563174,0.00472988,0,0,0,0,0.0105466,0,0.0108875,0.0263711,0.0711846,0.0151348,0.0581684,0,0,0.0320939,0.0103751,0.0381688,0.0463019,0.0517681,0.0747467,0,0.05551,0,0,0.0326756,0,0.0109491,0.00920166,0.00782169,0.0305344,0.00898837,0.0177731,0.0161845,0.019419,0,0,0.0218594,0,0.0129346,0.0162186,0.0526217,0.0275567,0.0264302,0.0140095,0.0272256,0.0274274,0.00768229,0.0541799,0.0111356,0.00783692,0.00897405,0.0160098,0.0017312,0.00649705,0.027824,0.00617688,0.00476594,0.00717685,0.0314572,0.0152389,0,0,0,0,0.0626138
159,0,0.0229176,0.0305066,0,0,0,0.028578,0.0101758,0.0584886,0.0067331,0,0,0,0,0.00971732,0,0.0103156,0.0261418,0.0739351,0.0145948,0.0593295,0,0,0.0310978,0.00904741,0.0391803,0.046725,0.0525905,0.0766986,0,0.0586713,0,0,0.0332166,0,0.0103789,0.00909105,0.00752236,0.0302208,0.00920679,0.0182984,0.01592,0.0194531,0,0,0.0206191,0,0.0125544,0.0153352,0.0533509,0.0273755,0.0262802,0.0131539,0.0270091,0.0262805,0.00646637,0.0532452,0.00982193,0.00691678,0.00787557,0.0158932,0.00177666,0.00521922,0.0283848,0.00565866,0.00477721,0.00671434,0.0294135,0.016432,0,0,0,0,0.0652094
160,0,0.0226326,0.0287635,0,0,0,0.0289604,0.0101569,0.0598063,0.00856983,0,0,0,0,0.00889031,0,0.00971372,0.0258723,0.076164,0.0143716,0.0611175,0,0,0.0298285,0.00770112,0.0406896,0.0478842,0.0539433,0.0787824,0,0.0607737,0,0,0.0328523,0,0.00993082,0.00901214,0.00721531,0.0298171,0.00948101,0.0185968,0.0155107,0.0200477,0,0,0.0193892,0,0.0121749,0.014363,0.0542627,0.0274131,0.0261763,0.0120367,0.0268014,0.0254464,0.00566982,0.0521692,0.0088989,0.00631529,0.00668324,0.0156695,0.0022893,0.00357823,0.0293539,0.00513645,0.00471746,0.00617557,0.0272408,0.0171439,0,0,0,0,0.0671574
161,0,0.0224646,0.0269389,0,0,0,0.0299612,0.0101948,0.0620707,0.0101592,0,0,0,0,0.0082318,0,0.00908799,0.0254677,0.0801775,0.0143624,0.0656559,0,0,0.0282061,0.00637235,0.0439611,0.0512222,0.0575669,0.0816433,0,0,0,0,0.0330331,0,0.00951788,0.00896662,0.00687698,0.0291046,0.00988522,0.0186218,0.014903,0.0213007,0,0,0.018278,0,0.0118583,0.0134765,0.0552926,0.0272293,0.0262016,0.0111381,0.0262927,0.0248211,0.00563924,0.0511327,0.00862216,0.0060289,0.00560549,0.0153712,0.00291916,0.00249911,0.0299278,0.00466659,0.00456616,0.00554339,0.0249991,0.0174582,0,0,0,0,0.0701132
162,0,0.0220393,0.0251533,0,0,0,0.0309767,0.0102487,0.0627203,0.0113977,0,0,0,0,0.00782669,0,0.00851083,0.0250863,0.0823792,0.0146817,0.0682188,0,0,0.0262626,0.00516673,0.0463005,0.0533397,0.0597349,0.0838202,0,0,0,0,0.0318705,0,0.00923172,0.00888433,0.00655807,0.0279151,0.010425,0.0186059,0.0142007,0.022687,0,0,0.0171188,0,0.0115784,0.0126807,0.0563128,0.0268363,0.0261468,0.0105601,0.0253249,0.0244833,0.006022,0.0503319,0.00866883,0.00577717,0.00477197,0.0152259,0.0033508,0.00261405,0.0295963,0.0045227,0.00468004,0.00493901,0.0229018,0.0177246,0,0,0,0,0.0707713
163,0,0.0218037,0.0223841,0,0,0,0.0439227,0.0103665,0,0.0134228,0,0,0,0,0.00801562,0,0.0076196,0.0249092,0.0857044,0.015864,0.0786301,0,0,0.0226721,0.00353702,0.0526647,0.0620044,0.0683659,0.0877578,0,0,0,0,0.0386885,0,0.00917562,0.00866091,0.0060717,0.0266313,0.0111452,0.0187075,0.0132948,0.0242354,0,0,0.0154763,0,0.0110205,0.0114559,0.0573764,0.0263696,0.0260404,0.00995369,0.0233876,0.0241392,0.00602268,0.0495148,0.00840049,0.00554794,0.00383211,0.0155656,0.00345023,0.00371742,0.0286577,0.00483682,0.00482306,0.00416479,0.0199043,0.0188985,0,0,0,0,0.0765585
164,0,0.0218736,0.0209809,0,0,0,0.0559772,0.0103519,0,0.0141917,0,0,0,0,0.00873541,0,0.007172,0.0243396,0.0833276,0.0165791,0.0785924,0,0,0.0206321,0.00340921,0.0537266,0.0627797,0.0693916,0.0891686,0,0,0,0,0.0492477,0,0.00939992,0.00850379,0.00602394,0.0252106,0.0115543,0.0189479,0.0127318,0.024933,0,0,0.0146377,0,0.0106925,0.0108232,0.0578907,0.0258788,0.025951,0.00977807,0.0220286,0.0241795,0.00584793,0.0493293,0.00818237,0.00557787,0.00330871,0.015868,0.00357621,0.00499295,0.0271977,0.00523043,0.00521172,0.00374068,0.0184293,0.019435,0,0,0,0,0.0763859
165,0,0.0218266,0.0198654,0,0,0,0.0660263,0.0104692,0,0.014755,0,0,0,0,0.00995024,0,0.0069108,0.0235291,0.0819659,0.0169972,0.0778583,0,0,0.0190839,0.00353255,0.0542393,0.0627457,0.0698214,0.0903202,0,0,0,0,0.0599228,0,0.00960645,0.00840955,0.00584788,0.0245107,0.0118669,0.0195131,0.0122537,0.0254267,0,0,0.014185,0,0.0104139,0.0104477,0.0580824,0.0256862,0.0259127,0.00989508,0.0209115,0.0241085,0.00536017,0.0493842,0.00777016,0.00560264,0.00323939,0.0162752,0.00361319,0.00611084,0.0262949,0.00553376,0.00555141,0.0033825,0.0173352,0.0198642,0,0,0,0,0.0764465
166,0,0.0214658,0.0188676,0,0,0,0.0717435,0.010699,0,0.0150985,0,0,0,0,0.0109473,0,0.0068941,0.0226564,0.0817501,0.0170919,0.0772361,0,0,0.0179897,0.00376975,0.054678,0.0626512,0.0703364,0.0914208,0,0,0,0,0.0656603,0,0.0100316,0.00840525,0.00575641,0.02451,0.0121283,0.0201815,0.0116777,0.0258525,0,0,0.0138359,0,0.0102431,0.0104063,0.0580481,0.0255768,0.0260041,0.0101986,0.0200681,0.0239757,0.00474654,0.0495558,0.00730729,0.00581164,0.00366641,0.0167252,0.00348606,0.00661827,0.0260194,0.00582266,0.0054632,0.00313511,0.0165498,0.020215,0,0,0,0,0.0769668
167,0,0.0215114,0.0175179,0,0,0,0.078199,0.0109327,0,0.0180654,0,0,0,0,0.0120922,0,0.00674299,0.0229923,0.0881501,0.017752,0.0777104,0,0,0.0186556,0.00501679,0.0562761,0.0648595,0.0716348,0.0919741,0,0,0,0,0.0684017,0,0.0099961,0.00833867,0.00571445,0.0248951,0.0125314,0.0210259,0.0139118,0.026641,0,0,0.0131848,0,0.00995746,0.00994072,0.0576996,0.0261624,0.025168,0.0105368,0.0211713,0.0237463,0.00450876,0.0500802,0.0072827,0.00610359,0.00395985,0.0170551,0.00374163,0.00697581,0.0266003,0.00625223,0.00510311,0.00290954,0.0155607,0.0217633,0,0,0,0,0
168,0,0.020836,0.0187125,0,0,0,0.0689443,0.0108442,0.0687716,0.0155917,0,0,0,0,0.0117058,0,0.00700886,0.021877,0.0780249,0.0165041,0.0703415,0,0,0.0186545,0.00409668,0.053054,0.0581599,0.0669227,0.0926622,0,0,0,0,0.0599972,0,0.00998427,0.00834124,0.00597803,0.0254009,0.0122288,0.0212579,0.0110655,0.0255891,0,0,0.014087,0,0.0101243,0.0108126,0.0575449,0.0250898,0.0264171,0.0109771,0.0206667,0.0242707,0.00412395,0.0499474,0.00706088,0.00612296,0.00507171,0.0171217,0.00285461,0.00623606,0.0267824,0.00618111,0.00449002,0.00320551,0.0170045,0.0204074,0,0,0,0,0.0723937
169,0,0.0210533,0.0179131,0,0,0,0.0695719,0.0110691,0,0.0169429,0,0,0,0,0.0124416,0,0.00683322,0.0223425,0.083075,0.0174558,0.0750089,0,0,0.0180549,0.00514699,0.0563748,0.0617955,0.0712216,0.0949989,0.0681059,0,0,0,0.0611656,0,0.00988996,0.00824116,0.00564135,0.0257556,0.0124661,0.02168,0.0107817,0.0260853,0,0,0.0137646,0,0.00981696,0.0106426,0.0577464,0.0251155,0.0264132,0.0111326,0.0204511,0.0242432,0.00383659,0.0496684,0.0069785,0.00628632,0.00557664,0.0173177,0.00272976,0.00618558,0.0269248,0.0063248,0.00385782,0.00319078,0.0163026,0.0215494,0,0,0,0,0.0738087
170,0,0.0208577,0.0186411,0,0,0,0.0650742,0.0110901,0.0630656,0.0168288,0,0,0,0,0.0123001,0,0.00704212,0.0224002,0.0795536,0.0172103,0.0700411,0,0,0.0192539,0.00514741,0.0546832,0.0585464,0.068479,0.0951642,0.0639922,0,0,0,0.0572226,0,0.00962622,0.00835635,0.00531135,0.0253131,0.0123413,0.0214286,0.0105715,0.0260611,0,0,0.0142448,0,0.00983174,0.0111463,0.0577057,0.0247592,0.0266917,0.0112468,0.0211251,0.0246325,0.0038892,0.0498462,0.00724199,0.00621735,0.00571421,0.0169422,0.00250171,0.00569722,0.026311,0.00649121,0.0031519,0.00352068,0.0173242,0.0214775,0,0,0,0,0.0637239
171,0,0.0211335,0.0189251,0,0,0,0.0634566,0.0111617,0.0623011,0.0172033,0,0,0,0,0.0123709,0,0.00701549,0.0226475,0.080059,0.017442,0.0695976,0,0,0.0195831,0.00547054,0.0552257,0.0590844,0.0690346,0.0960413,0.0651286,0,0,0,0.0569685,0,0.00954185,0.00829509,0.00503628,0.0244127,0.0123786,0.0210705,0.0106026,0.0261773,0,0,0.0145312,0,0.00975219,0.0115007,0.057771,0.0239891,0.0267813,0.0112476,0.02131,0.025155,0.00409466,0.049846,0.00745559,0.00609388,0.00555597,0.0165866,0.00260937,0.00537023,0.025168,0.00662522,0.0024313,0.00383236,0.0177874,0.0217786,0,0,0,0,0.0659413
172,0,0.021509,0.0191028,0,0,0,0.0624605,0.0111866,0.0636664,0.0173396,0,0,0,0,0.0125312,0,0.00698803,0.0229465,0.0799282,0.0176608,0.0698364,0,0,0.0199351,0.00586819,0.0556213,0.0592632,0.0693815,0.096553,0.0661984,0,0,0,0.0575852,0,0.00940961,0.00829225,0.00505346,0.023247,0.0124025,0.0205929,0.0108105,0.0263909,0,0,0.0144666,0,0.00971641,0.0116907,0.0577566,0.0230419,0.0267634,0.0111919,0.0213074,0.0258663,0.00440574,0.0498929,0.00768879,0.00607426,0.00523859,0.0161842,0.00268991,0.00502866,0.023939,0.00687382,0.00210608,0.00410139,0.0180847,0.0219937,0,0,0,0,0.0657152
173,0,0.0215923,0.0193593,0,0,0,0,0.0112383,0.065761,0.0171969,0,0,0,0,0.0124727,0,0.00691703,0.0232471,0.0760114,0.0178812,0.0702375,0,0,0.0204999,0.00574287,0.0558015,0.0595174,0.0693665,0.0964009,0.0670684,0,0,0,0.0637793,0,0.00931997,0.00834064,0.00516796,0.021817,0.0125229,0.0199625,0.0111372,0.0261595,0,0,0.0131444,0,0.00969854,0.0110432,0.0577003,0.0219781,0.0265349,0.0111114,0.0212964,0.0267551,0.00474657,0.050031,0.00794601,0.00603842,0.00500439,0.0157154,0.00265441,0.00448567,0.0226633,0.00721624,0.00237235,0.00432658,0.0183162,0.0215977,0,0,0,0,0.0651895
174,0,0.0221041,0.0194823,0,0,0,0.0630341,0.0112597,0.0630159,0.0172002,0,0,0,0,0.0125652,0,0.00675507,0.0235441,0.0772685,0.0181629,0.0719311,0,0,0.0207044,0.00633921,0.0565426,0.0602151,0.070553,0.0967675,0.0668402,0,0,0,0.0602839,0,0.00914517,0.00832059,0.00516654,0.0209644,0.0125975,0.0193731,0.0111083,0.0265606,0,0,0.012612,0,0.00958677,0.0109227,0.0576202,0.0208735,0.0265473,0.0109988,0.0211654,0.0276476,0.00511382,0.0501011,0.00819496,0.00633433,0.00508584,0.0152722,0.00249869,0.00390764,0.0218306,0.0076481,0.0030495,0.00453437,0.018272,0.021599,0,0,0,0,0.065375
175,0,0.022353,0.0198072,0,0,0,0,0.011197,0.0635154,0.0167996,0,0,0,0,0.0123988,0,0.00670147,0.0237088,0.0761532,0.0184046,0.0729255,0,0,0.0209892,0.00651408,0.0565544,0.0605229,0.0708941,0.0962668,0.0665712,0,0,0,0.0647754,0,0.00897022,0.00831916,0.00514775,0.020143,0.0126391,0.0189576,0.0111428,0.0265419,0,0,0.0114384,0,0.00953561,0.0101992,0.0574892,0.0200034,0.0265218,0.0109465,0.0209301,0.0285508,0.00544887,0.0502329,0.00844677,0.00653742,0.00532478,0.0149254,0.00243539,0.00335583,0.0209957,0.00830538,0.0037322,0.00437721,0.0183143,0.0212938,0,0,0,0,0.066096
176,0,0.023001,0.0194328,0,0,0,0.064511,0.0111915,0,0.0172592,0,0,0,0,0.0127396,0,0.00653534,0.0243707,0.0824955,0.0191868,0.0774223,0,0,0.0203986,0.00738805,0.058304,0.0634266,0.073839,0.0964325,0.0719078,0,0,0,0.062174,0,0.00896408,0.00827834,0.00500527,0.0195768,0.0128135,0.0187487,0.01119,0.0271714,0,0,0.0102669,0,0.00936068,0.00975726,0.0575569,0.0192032,0.0264739,0.0108109,0.0204779,0.0292798,0.00561027,0.050048,0.00845991,0.00658147,0.00560551,0.0148402,0.00228807,0.00310485,0.0201584,0.00919832,0.00432387,0.00454895,0.0176004,0.021946,0,0,0,0,0.0694696
177,0,0.0230837,0.0200549,0,0,0,0.0608583,0.0110724,0.0631301,0.0164436,0,0,0,0,0.0124214,0,0.00658648,0.0244258,0.0801676,0.019135,0.0776608,0,0,0.0209383,0.00715619,0.0574156,0.0626101,0.0734777,0.0957921,0,0,0,0,0.0585613,0,0.00873594,0.00828499,0.0050535,0.0187474,0.0127441,0.0182805,0.0108896,0.0269062,0,0,0.00933329,0,0.00934537,0.00950411,0.0574178,0.0182517,0.0266773,0.0107965,0.0205449,0.0299958,0.00578609,0.0501688,0.0084657,0.00650142,0.00611565,0.0146039,0.00225941,0.00283161,0.0188186,0.0100137,0.00487214,0.00475686,0.0180115,0.0215417,0,0,0,0,0.064752
178,0,0.0235306,0.0197885,0,0,0,0.0603497,0.0109931,0,0.0167676,0,0,0,0,0.0126215,0,0.0064413,0.0251406,0.0834985,0.0198329,0.0804185,0,0,0.0204731,0.00766434,0.0578253,0.0644787,0.0745277,0.0946953,0,0.0696364,0,0,0.0588093,0,0.00826006,0.00825624,0.00496874,0.0177356,0.0128726,0.017923,0.0109325,0.0273552,0,0,0.00801723,0,0.00925444,0.00866566,0.0575559,0.0175916,0.026408,0.0106216,0.0201595,0.0305461,0.00581554,0.050051,0.0083122,0.00629971,0.00641735,0.0146914,0.00209982,0.00300985,0.017246,0.0110697,0.00558278,0.00465754,0.0174022,0.0222244,0,0,0,0,0.0682983
