Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,
56,0.00393146,0.00960929,0,0,0,0.0292467,0.0153809,0.016316,0.00320532,0,0,0,0,0.00505353,0,0.0181155,0.00241746,0.0453009,0.0120894,0.018799,0.0127825,0,0,0.00218917,0.0112069,0.00751509,0.0087752,0.0103075,0.0500897,0.0123982,0.0152461,0.0136103,0.0153117,0,0.02923,0,0.00509016,0.00893135,0.001272,0.0288126,0.0122981,0.00796829,0.00424969,0.00883714,0,0,0.00780606,0,0.0113003,0.00181411,0.0616584,0.0301082,0.023508,0.00684763,0.00317883,0.0115773,0.00455815,0.0462667,0.00622663,0.010399,0.0165355,0.0190425,0.0078732,0.023163,0.0417967,0.00747339,0.00260807,0.00219045,0.0112283,0.00526763,0,0,0,0
57,0.00338193,0.010433,0,0,0,0.0267552,0.0155885,0.0126001,0.00320929,0,0,0,0,0.00577672,0,0.0182672,0.0024893,0.0455449,0.00932104,0.0191643,0.0147152,0,0,0.00204,0.0129874,0.00962058,0.0107873,0.0121346,0.0497151,0.0141229,0.0165264,0.013141,0.0146666,0,0.0262898,0,0.0063365,0.00897427,0.00115398,0.0294165,0.0123599,0.0076689,0.00394157,0.00835069,0,0,0.00806653,0,0.0112492,0.00172248,0.061746,0.0298986,0.0231596,0.00705289,0.00307759,0.0116111,0.00489045,0.0458976,0.00635462,0.0106149,0.016715,0.0191556,0.00786185,0.0231119,0.042713,0.00661792,0.00321029,0.00228291,0.01214,0.00506563,0,0,0,0
58,0.0039832,0.0109731,0,0,0,0.0244318,0.0158957,0.009499,0.00365204,0,0,0,0,0.00726484,0,0.0183851,0.00334151,0.0456691,0.010802,0.0195522,0.0176327,0,0,0.00178891,0.0142899,0.0124427,0.0143952,0.0142704,0.0497183,0.0153754,0.0177982,0.0117589,0.0142226,0,0.0238152,0,0.00706481,0.00897555,0.000854674,0.0299278,0.0123736,0.00735716,0.00365347,0.00932609,0,0,0.0101038,0,0.0111946,0.0032812,0.0618003,0.0296143,0.0227936,0.00727208,0.00293053,0.0123723,0.00525224,0.0454485,0.00654134,0.0107799,0.0167024,0.0192673,0.00782327,0.0230272,0.0434311,0.00836283,0.0024429,0.00234369,0.0131546,0.0055762,0,0,0,0
59,0.0038318,0.0113252,0,0,0,0.0219274,0.0162223,0.00772772,0.00447721,0,0,0,0,0.00845959,0,0.0185701,0.00402384,0.0456858,0.0151511,0.0199791,0.0204501,0,0,0.00154363,0.0146111,0.015445,0.0183101,0.0165631,0.0501764,0.0160277,0.0187635,0.0102119,0.0137132,0,0.0208929,0,0.00788693,0.00899158,0.000931392,0.0304292,0.0124594,0.00704836,0.00332388,0.00909901,0,0,0.0107721,0,0.0111395,0.00349775,0.0617944,0.0293621,0.0224404,0.00746088,0.00272988,0.012446,0.00563911,0.0449265,0.00675571,0.0109657,0.0165735,0.0193869,0.00773519,0.0228662,0.0439991,0.0078274,0.0027988,0.00248296,0.0137204,0.00513983,0,0,0,0
60,0.00398797,0.011644,0,0,0,0.0161772,0.016585,0.00863318,0.00533052,0,0,0,0,0.00950604,0,0.0185927,0.00456154,0.0457176,0.0186983,0.0204426,0.0231451,0,0,0.0014311,0.0151591,0.0185571,0.0218035,0.0194536,0.0510698,0.0168516,0.0197804,0.00968724,0.0119385,0,0.0174145,0,0.0088505,0.00890819,0.00116097,0.0309992,0.0124912,0.00676732,0.00322326,0.00907635,0,0,0.0118098,0,0.0110252,0.00416521,0.0617327,0.0292707,0.0221088,0.00763681,0.00254059,0.0125342,0.00606923,0.0444882,0.00701264,0.0113018,0.0165211,0.0195658,0.00770095,0.0228153,0.0445588,0.00798265,0.00298631,0.00261091,0.0142734,0.0050394,0,0,0,0
61,0.0040602,0.0123295,0,0,0,0.0177272,0.0166739,0.0211191,0.00637019,0,0,0,0,0.0107003,0,0.0188593,0.00489542,0.0459626,0.0280642,0.0210399,0.025525,0,0,0.00137855,0.01572,0.0220444,0.0250885,0.022915,0.0522986,0.0189627,0.022354,0.0144932,0.00886145,0,0.0269179,0,0.0102237,0.00904223,0.00126997,0.0314449,0.0124443,0.00639045,0.00353959,0.00972561,0,0,0.0127959,0,0.0111788,0.00419233,0.0617238,0.0291732,0.0216711,0.0079675,0.00244848,0.0135482,0.00658589,0.0440609,0.00748267,0.0117223,0.0165221,0.0198327,0.00775631,0.0228553,0.0450946,0.00724046,0.00400368,0.00251298,0.0153135,0.00515244,0,0,0,0
62,0.00416546,0.0128609,0,0,0,0.031612,0.0168603,0.0344088,0.00698821,0,0,0,0,0.0113304,0,0.0188026,0.00494815,0.0459502,0.0419267,0.021387,0.0279048,0,0,0.00141113,0.0164986,0.0259391,0.028827,0.0262203,0.0539764,0.0213427,0.0255574,0.0208817,0.0106573,0,0.0419574,0,0.0111326,0.00896815,0.00145605,0.0320701,0.0125286,0.00616795,0.00419362,0.00966918,0,0,0.0135772,0,0.0111723,0.00445209,0.0616584,0.0291763,0.0213281,0.00820191,0.0022565,0.0137701,0.00710269,0.0436748,0.00782831,0.0119927,0.0164933,0.0200454,0.00778896,0.0229044,0.0457833,0.00725,0.0042987,0.00251782,0.0160382,0.0053271,0,0,0,0
63,0.00431075,0.0134331,0,0,0,0.0453276,0.0169746,0.0455239,0.00711996,0,0,0,0,0.0118058,0,0.0187077,0.00506485,0.0458866,0.0534579,0.021506,0.0301622,0,0,0.0013325,0.0173926,0.029501,0.0323655,0.0285424,0.0552649,0.0231077,0.028338,0.0261688,0.0136954,0,0.0551302,0,0.0117708,0.00889609,0.00153863,0.0325341,0.0125601,0.00607996,0.00499168,0.00948797,0,0,0.0141273,0,0.0111514,0.00453879,0.0615364,0.0293679,0.0210445,0.00833687,0.00199948,0.0138668,0.00759865,0.0433629,0.00813292,0.0124083,0.0165113,0.0201986,0.00793681,0.0228695,0.0464848,0.00738919,0.00464319,0.00242309,0.0167042,0.00557922,0,0,0,0
64,0.00464315,0.0138414,0,0,0,0.0551936,0.0171273,0.0530898,0.00687456,0,0,0,0,0.0121192,0,0.0187266,0.00539599,0.0458931,0.0612143,0.021362,0.0318953,0,0,0.00116331,0.0182172,0.0320551,0.0348331,0.0299913,0.0558897,0.0236815,0.0299471,0.0292951,0.015649,0,0.0642351,0,0.0120569,0.00887882,0.00159948,0.0329488,0.0124156,0.00617689,0.0056816,0.0092884,0,0,0.0144563,0,0.0110439,0.00451753,0.0614069,0.0295954,0.0207951,0.00839135,0.00174558,0.0137623,0.00794204,0.0431536,0.00832281,0.0128011,0.0164351,0.0202894,0.00818274,0.0228309,0.0470812,0.00739095,0.00493576,0.00236871,0.0172005,0.00587718,0,0,0,0
65,0.00515589,0.0140672,0,0,0,0.0592506,0.0173891,0.0556446,0.00648807,0,0,0,0,0.0124566,0,0.0189518,0.00576412,0.0461718,0.0639441,0.0211466,0.0329899,0,0,0.0010172,0.0189192,0.0334601,0.0362514,0.0306025,0.0558265,0.0236384,0.0305152,0.0298496,0.0159628,0,0.0679494,0,0.0120666,0.00894256,0.00172936,0.0331982,0.0122748,0.00639192,0.00612021,0.00900687,0,0,0.0147264,0,0.0108965,0.00447163,0.0613054,0.029638,0.0205673,0.00835483,0.00153336,0.0134539,0.00810624,0.0430475,0.00827474,0.0127793,0.0163337,0.020266,0.00836038,0.0228505,0.0476523,0.00726839,0.00510408,0.00234933,0.0174877,0.00614971,0,0,0,0
66,0.00601147,0.0140504,0,0,0,0.057003,0.0174822,0.0530891,0.00580665,0,0,0,0,0.011776,0,0.0194482,0.00541611,0.0465748,0.0614154,0.0208208,0.033128,0,0,0.000981769,0.0198637,0.0336107,0.0365648,0.0300018,0.0551495,0.0231242,0.0299367,0.0279679,0.0145911,0,0.0651877,0,0.0117233,0.00927709,0.00187977,0.0334822,0.0120822,0.0069125,0.00631275,0.0103871,0,0,0.0164193,0,0.0108261,0.00579167,0.0611961,0.0301027,0.0204172,0.00845029,0.00151365,0.0143046,0.0081604,0.0431979,0.00822688,0.0128798,0.0163749,0.020105,0.00875015,0.0230864,0.048281,0.0103637,0.00310297,0.00213538,0.0178671,0.00707573,0,0,0,0
67,0.0065872,0.0137157,0,0,0,0.0492454,0.0178161,0.0463479,0.00526018,0,0,0,0,0.013503,0,0.0195172,0.00665408,0.0470214,0.0542873,0.0206137,0.0323718,0,0,0.00124573,0.0197658,0.0328353,0.0359691,0.0284906,0.0538425,0.0221794,0.0282941,0.024261,0.0120337,0,0.0576538,0,0.0119982,0.00926821,0.00227657,0.0334975,0.0121472,0.00728865,0.00621148,0.00966563,0,0,0.0155109,0,0.0107867,0.0045948,0.0610987,0.0300014,0.020446,0.008163,0.00130806,0.0129993,0.00803747,0.043278,0.00795067,0.0125968,0.0162407,0.0198113,0.00891643,0.0227568,0.0487029,0.00799794,0.00504358,0.00229113,0.0173086,0.00707607,0,0,0,0
68,0.00654649,0.0128952,0,0,0,0.0373013,0.0179346,0.0364354,0.00454519,0,0,0,0,0.0134353,0,0.0195886,0.0065374,0.0473507,0.0436421,0.0203201,0.0308343,0,0,0.00157498,0.0188203,0.0315359,0.0347677,0.0263841,0.0523555,0.0208532,0.0258135,0.0194149,0.00920523,0,0.0455494,0,0.0114667,0.00931643,0.00240968,0.0334612,0.0120454,0.00794042,0.00598594,0.0100313,0,0,0.0156276,0,0.0107751,0.00460316,0.0609828,0.0302094,0.0205789,0.00787861,0.00118686,0.0128567,0.00780739,0.0433879,0.00772465,0.0122168,0.0160907,0.0194371,0.00923885,0.0225088,0.0492712,0.00804901,0.00547413,0.00227773,0.0165638,0.00698489,0,0,0,0
69,0.00643238,0.0119683,0,0,0,0.0236758,0.0178937,0.024667,0.00405414,0,0,0,0,0.0129141,0,0.0193809,0.00601516,0.0475893,0.0315331,0.0200273,0.0287017,0,0,0.00190532,0.0177213,0.0300372,0.0333447,0.0239387,0.051074,0.0192808,0.0228823,0.0140613,0.00792432,0,0.0307674,0,0.0109187,0.00920382,0.00234199,0.033425,0.0119058,0.00877021,0.00570962,0.0102378,0,0,0.0157989,0,0.0107797,0.00454407,0.0609174,0.030463,0.0207868,0.00749583,0.00113561,0.0125712,0.00741879,0.043487,0.00745953,0.0115837,0.015822,0.0189543,0.00958741,0.0221562,0.0500833,0.00833245,0.0057448,0.00225082,0.0155798,0.00686469,0,0,0,0
70,0.00617342,0.0111998,0,0,0,0.0127582,0.0177378,0.0132159,0.00376936,0,0,0,0,0.0122567,0,0.0192236,0.00545999,0.0476891,0.0208995,0.0197544,0.0263248,0,0,0.00223302,0.0166145,0.0285801,0.0319829,0.0212611,0.0500573,0.0174794,0.0199628,0.00938706,0.00992556,0,0.0156978,0,0.0104017,0.00907194,0.00220177,0.0335094,0.0117516,0.00983803,0.00537325,0.0103333,0,0,0.0158195,0,0.0108001,0.00435662,0.0609016,0.0307603,0.0210359,0.0068937,0.00122406,0.0123574,0.00691985,0.0436278,0.00709173,0.0106828,0.0155361,0.0184126,0.00997576,0.0218196,0.0509595,0.00882814,0.00591568,0.00220833,0.0146401,0.0067945,0,0,0,0
71,0.00571068,0.010592,0,0,0,0.0102704,0.0175662,0.00763017,0.0033011,0,0,0,0,0.0118238,0,0.0192175,0.00510348,0.0475933,0.0156804,0.0194231,0.0244316,0,0,0.00253431,0.0154809,0.0271074,0.0309999,0.0191257,0.0493287,0.015588,0.0178622,0.00831591,0.0138373,0,0.00434566,0,0.0100462,0.00904905,0.00216456,0.0336482,0.0115458,0.0114573,0.00492532,0.0104375,0,0,0.0157743,0,0.0108228,0.00418361,0.0609238,0.0314787,0.0212219,0.00633073,0.00166335,0.0123712,0.00636085,0.04385,0.00684135,0.00976877,0.0153184,0.0177942,0.0105379,0.0215414,0.0517529,0.00973313,0.00626764,0.00208793,0.0137788,0.00668592,0,0,0,0
72,0.0050238,0.0101161,0,0,0,0.00640816,0.0174389,0.00536085,0.00284195,0,0,0,0,0.0114242,0,0.0194362,0.00458178,0.047475,0.0121867,0.0191421,0.0228892,0,0,0.00285987,0.0142915,0.025159,0.0292251,0.0177781,0.0486994,0.0136403,0.0157391,0.00810372,0.0147892,0,0.00443375,0,0.00964444,0.00922501,0.00236517,0.03374,0.0113276,0.0133636,0.00442233,0.00990679,0,0,0.0147088,0,0.0108191,0.00316019,0.060974,0.0322616,0.0212755,0.0055106,0.00224646,0.0119163,0.00575498,0.0440945,0.00654555,0.00857265,0.0149712,0.0171245,0.0110186,0.0208966,0.0523694,0.00945502,0.00776139,0.002176,0.0127871,0.0063617,0,0,0,0
73,0.00534718,0.0094116,0,0,0,0.00376033,0.0174328,0.00399759,0.00248634,0,0,0,0,0.0110074,0,0.0194893,0.00426997,0.0472122,0.00961861,0.018869,0.0225767,0,0,0.00323119,0.0139493,0.0234528,0.027599,0.01738,0.0480356,0.0117567,0.0134639,0.00725812,0.0146902,0,0.00311549,0,0.00902898,0.00927375,0.00253623,0.0334111,0.0111383,0.0153529,0.00390207,0.0104875,0,0,0.0146388,0,0.0108539,0.0031307,0.0610731,0.0320743,0.0212366,0.00448591,0.0026957,0.0115483,0.00517799,0.0443022,0.00616245,0.00688572,0.0141111,0.0166128,0.0111065,0.0194465,0.0522996,0.0104875,0.00769328,0.00220678,0.0117746,0.00661386,0,0,0,0
74,0.00583117,0.00882599,0,0,0,0.0061617,0.0173803,0.00264357,0.00233742,0,0,0,0,0.0103117,0,0.0194741,0.00391177,0.0466199,0.0110667,0.0184318,0.0223619,0,0,0.00365589,0.0141101,0.0216955,0.0254691,0.0172412,0.0472324,0.010634,0.0123011,0.00659221,0.0126936,0,0.00145018,0,0.00852178,0.00924551,0.00254119,0.0326678,0.0109437,0.0176231,0.00330318,0.0112226,0,0,0.0144564,0,0.010953,0.0030975,0.0611394,0.0313007,0.0211751,0.00377475,0.00276404,0.0111678,0.00479592,0.0446957,0.00580337,0.00505869,0.012546,0.0163614,0.0108245,0.0170931,0.0512834,0.0114476,0.00748668,0.00227195,0.0109093,0.0069701,0,0,0,0
75,0.00660589,0.00829677,0,0,0,0.0103161,0.0172295,0.00221593,0.00258647,0,0,0,0,0.00947819,0,0.0192964,0.00350902,0.0461605,0.0145714,0.0180386,0.0213447,0,0,0.00397576,0.0147729,0.0202443,0.0235663,0.0175756,0.0467852,0.0109749,0.0122288,0.00696727,0.0102339,0,0.0044402,0,0.00829425,0.00912582,0.00225998,0.0317285,0.0106748,0.0197288,0.00272478,0.0121549,0,0,0.0143063,0,0.0110018,0.00324875,0.0612564,0.0298624,0.0212405,0.00370681,0.00246497,0.0108033,0.0048038,0.0453126,0.00545376,0.00395956,0.0103179,0.0163157,0.010295,0.0136732,0.0499704,0.0119732,0.00732507,0.00239183,0.0101717,0.00764133,0,0,0,0
76,0.00773704,0.00778206,0,0,0,0.0131008,0.0170302,0.00454316,0.00303823,0,0,0,0,0.00892487,0,0.0190134,0.00320657,0.0465004,0.0168631,0.0180233,0.0188027,0,0,0.00407207,0.0156127,0.0193386,0.0221997,0.0176323,0.0471757,0.0114959,0.0119409,0.00687085,0.00901703,0,0.00724843,0,0.00843821,0.00897578,0.00191189,0.0308343,0.0104065,0.021433,0.00247688,0.0131559,0,0,0.0141885,0,0.0110137,0.00359499,0.0614081,0.0280901,0.021473,0.00409991,0.00202255,0.0103701,0.00519843,0.0460522,0.00511837,0.00447464,0.0082309,0.0163122,0.00967657,0.00984889,0.0482591,0.0118904,0.00723922,0.00255613,0.00944791,0.00865636,0,0,0,0
77,0.0091387,0.00715407,0,0,0,0.0131199,0.0170001,0.00545956,0.00328859,0,0,0,0,0.00887212,0,0.0188803,0.00307095,0.0474912,0.0169128,0.0183736,0.0157629,0,0,0.00409318,0.016358,0.0180638,0.0196598,0.0163571,0.047935,0.0108317,0.0112368,0.00613343,0.00916379,0,0.00789623,0,0.00896771,0.00892655,0.00185654,0.0297582,0.0102954,0.0226169,0.002956,0.0142285,0,0,0.0139646,0,0.0110721,0.0039298,0.0614563,0.0264839,0.0218829,0.00455827,0.00153284,0.009684,0.00555388,0.0469208,0.00479814,0.00560196,0.00705708,0.0162234,0.00898691,0.0072661,0.0469349,0.0112119,0.00732417,0.00260782,0.00861976,0.00984767,0,0,0,0
78,0.0105143,0.0064332,0,0,0,0.0118308,0.0171696,0.00527714,0.00319141,0,0,0,0,0.00918872,0,0.0190331,0.00318252,0.0481799,0.0155518,0.0186709,0.0131705,0,0,0.00424907,0.0170974,0.0150495,0.0146566,0.0136431,0.0479876,0.00943487,0.0103666,0.00554775,0.0100271,0,0.00689968,0,0.00962937,0.00901679,0.00195933,0.0280011,0.0102502,0.0232144,0.00401265,0.0154368,0,0,0.0134716,0,0.0110768,0.00403326,0.061498,0.02557,0.0223964,0.0050288,0.001275,0.00907216,0.00570069,0.0479386,0.00446955,0.00653067,0.0067818,0.0161662,0.00850518,0.00658049,0.0448801,0.010184,0.00757778,0.0024439,0.00775552,0.0110271,0,0,0,0
79,0.0115999,0.00596064,0,0,0,0.00997079,0.0173658,0.00464841,0.00295218,0,0,0,0,0.00966207,0,0.0192891,0.00347748,0.0484228,0.0136211,0.018812,0.0104355,0,0,0.0047443,0.0179698,0.0099152,0.00775883,0.0108547,0.0469918,0.0078666,0.00946678,0.00558166,0.0114384,0,0.00571908,0,0.0102968,0.00915753,0.00196951,0.0253802,0.010284,0.0230969,0.00533656,0.0164726,0,0,0.0127409,0,0.0110213,0.00402554,0.0614158,0.0254293,0.0229444,0.00547649,0.00120713,0.00874266,0.00589536,0.0490181,0.00433498,0.00732466,0.00664236,0.0162495,0.00828772,0.00630839,0.0422211,0.00934078,0.00773257,0.00214864,0.00707135,0.0120452,0,0,0,0
80,0.0119175,0.00598613,0,0,0,0.00860272,0.0173891,0.00423969,0.00285379,0,0,0,0,0.0102777,0,0.019501,0.00377979,0.0485777,0.0119517,0.0188976,0.00797653,0,0,0.00530742,0.0187379,0.00577911,0.00442056,0.00930102,0.0456422,0.00712956,0.0089945,0.00607566,0.0130654,0,0.00628836,0,0.0111305,0.00930641,0.00201138,0.0218127,0.0104772,0.0222267,0.00661284,0.0162997,0,0,0.00929928,0,0.0109376,0.00222156,0.0611724,0.0260503,0.0234431,0.00573387,0.00126468,0.00832505,0.00643795,0.0501235,0.00461295,0.00815178,0.00625613,0.0165285,0.00821829,0.00574677,0.0395125,0.00663033,0.00929172,0.00202119,0.00667032,0.0124615,0,0,0,0
81,0.0128481,0.00595855,0,0,0,0.00798388,0.0174474,0.0039937,0.00278597,0,0,0,0,0.0115017,0,0.0194359,0.00487707,0.0488231,0.0107109,0.0189716,0.00568364,0,0,0.00559718,0.020515,0.00558431,0.00686866,0.00852486,0.044894,0.00670325,0.00907103,0.00646617,0.0141986,0,0.00735157,0,0.0124182,0.00925623,0.00208215,0.0179739,0.0108203,0.0210376,0.00739956,0.0174578,0,0,0.0105546,0,0.0108753,0.00401694,0.0608456,0.027542,0.0238515,0.00574805,0.0015053,0.00907327,0.00736482,0.0511603,0.00522634,0.00902939,0.0058274,0.0168367,0.00822435,0.00511692,0.0354211,0.00839494,0.00763963,0.00175885,0.00688585,0.0136477,0,0,0,0
82,0.0135355,0.00627273,0,0,0,0.0072429,0.0176201,0.00403723,0.00311414,0,0,0,0,0.0126749,0,0.0197681,0.00573193,0.049158,0.0102349,0.0191012,0.00331733,0,0,0.00561044,0.0223256,0.00598224,0.00825474,0.00763702,0.0447499,0.00590494,0.00973312,0.00663705,0.0144578,0,0.00772081,0,0.0137606,0.00947906,0.00221258,0.0144023,0.011446,0.020009,0.00777567,0.0179944,0,0,0.0095429,0,0.0108603,0.00454319,0.0606182,0.0291269,0.0241269,0.00568416,0.00181005,0.00962666,0.0083488,0.0519803,0.00586421,0.0100058,0.00521104,0.0171251,0.0082306,0.00489496,0.0284064,0.00801668,0.00726949,0.0021729,0.00742842,0.0146989,0,0,0,0
83,0.0145299,0.00665063,0,0,0,0.00678568,0.0178424,0.00478361,0.00347864,0,0,0,0,0.013526,0,0.0200517,0.00630009,0.0493109,0.0106498,0.0191764,0.00216218,0,0,0.00535199,0.0241816,0.00546387,0.00770193,0.00653326,0.0448811,0.00506881,0.0106054,0.00667915,0.013953,0,0.00755535,0,0.0148881,0.0097105,0.00234885,0.0114501,0.0121768,0.0193623,0.00787097,0.018485,0,0,0.00902793,0,0.0107607,0.00553871,0.0605364,0.029265,0.0242085,0.00567966,0.00201605,0.00971804,0.00917107,0.0525079,0.00638017,0.0110487,0.00431792,0.0174687,0.00826444,0.00509724,0.0211161,0.00751124,0.00674853,0.00294291,0.00801257,0.0159037,0,0,0,0
84,0.0137613,0.00640475,0,0,0,0.00783511,0.0178314,0.00562809,0.00369077,0,0,0,0,0.0138465,0,0.0200527,0.00634086,0.049037,0.0111843,0.0190751,0.0019882,0,0,0.00481206,0.0230283,0.00472758,0.0059597,0.00590464,0.0453511,0.00456792,0.0106902,0.00634301,0.0129208,0,0.0081777,0,0.0150648,0.00970663,0.0023749,0.0093628,0.0127847,0.0187445,0.00784155,0.0177708,0,0,0.00860424,0,0.0107631,0.00609866,0.060603,0.0274727,0.0242544,0.00554267,0.00211335,0.0100757,0.00985752,0.0527738,0.00665899,0.0121535,0.00397938,0.0178788,0.00818624,0.00540147,0.0156887,0.00721501,0.0061894,0.00360314,0.00810588,0.0154771,0,0,0,0
85,0.0131531,0.00654336,0,0,0,0.00899984,0.0176815,0.00610549,0.00394267,0,0,0,0,0.0139047,0,0.0199287,0.00633629,0.0485416,0.0116173,0.0189765,0.00254318,0,0,0.00416167,0.0217273,0.00355103,0.00485403,0.00452111,0.0461885,0.00400203,0.0103808,0.00544842,0.0121036,0,0.00876216,0,0.0150857,0.00961691,0.00227745,0.0094875,0.0133286,0.0178811,0.00760818,0.0171628,0,0,0.00831969,0,0.0108058,0.00643398,0.0608093,0.0246303,0.0242285,0.0052208,0.00222712,0.0104518,0.0106171,0.0528793,0.00685685,0.0135882,0.0041567,0.018407,0.00803042,0.00560441,0.0115406,0.00643573,0.00572767,0.00415753,0.00839571,0.0150394,0,0,0,0
86,0.0130943,0.00712828,0,0,0,0.0100531,0.0175385,0.00700414,0.00426464,0,0,0,0,0.0131111,0,0.0201133,0.00570026,0.0480253,0.0119562,0.0188739,0.00289059,0,0,0.00362164,0.0213484,0.00224685,0.0046014,0.00243785,0.0472061,0.00323486,0.00965423,0.00475319,0.0116555,0,0.00837701,0,0.0150071,0.00970332,0.00221771,0.0107414,0.0136494,0.0169514,0.00734894,0.0179242,0,0,0.0091161,0,0.010989,0.0069245,0.0610677,0.0208456,0.0242572,0.00500967,0.00246997,0.0118116,0.0116332,0.0529795,0.00713827,0.0154907,0.00431225,0.0190269,0.00754961,0.00526074,0.0109491,0.00813797,0.00492016,0.00439118,0.00939031,0.0153992,0,0,0,0
87,0.0112834,0.00755154,0,0,0,0.00996493,0.0177219,0.00826297,0.00449166,0,0,0,0,0.014444,0,0.0202327,0.00650346,0.0476542,0.0124364,0.0188021,0.0028819,0,0,0.00337213,0.0195812,0.000859522,0.00482212,0.00195809,0.0481486,0.00263018,0.00874149,0.00475359,0.0114822,0,0.00863498,0,0.0152962,0.00982204,0.00236583,0.01397,0.0140267,0.0160649,0.0071256,0.0159846,0,0,0.00797514,0,0.0110407,0.00636166,0.0612654,0.016483,0.0242352,0.00508261,0.00265918,0.0115687,0.0127134,0.0531106,0.00756616,0.0175473,0.00475999,0.0197802,0.00691262,0.00446785,0.0125001,0.00299127,0.00514438,0.00454377,0.00951365,0.0137766,0,0,0,0
88,0.0111579,0.00753771,0,0,0,0.00991096,0.0178854,0.00917884,0.00434025,0,0,0,0,0.0151215,0,0.0200919,0.00737947,0.0473971,0.01327,0.0186774,0.00266569,0,0,0.00337041,0.0188571,0.000985487,0.00490144,0.00230964,0.0485891,0.00282898,0.00814732,0.0051037,0.0114634,0,0.00877179,0,0.0149702,0.00977208,0.00240699,0.0180873,0.0140145,0.015148,0.0068579,0.0166652,0,0,0.00752064,0,0.0111421,0.00649195,0.0612975,0.0122039,0.0241875,0.00542062,0.00262389,0.0121065,0.0136722,0.0531336,0.0080139,0.0192493,0.00605474,0.0205333,0.00633614,0.00444649,0.0174939,0.00578985,0.00581719,0.00453026,0.00984349,0.0136962,0,0,0,0
89,0.0109594,0.00737303,0,0,0,0.00989839,0.017793,0.00969227,0.00401181,0,0,0,0,0.0146829,0,0.0201877,0.00735158,0.0473312,0.0141708,0.018586,0.00236115,0,0,0.00339652,0.0181888,0.00147919,0.00478888,0.00215404,0.0485027,0.00336546,0.00788858,0.00518819,0.0114673,0,0.00873964,0,0.014275,0.00985805,0.00233792,0.0223902,0.0139205,0.014292,0.00659369,0.0164888,0,0,0.00679575,0,0.0112238,0.00627139,0.0612081,0.00888733,0.0241157,0.00587198,0.00235894,0.0124126,0.0143491,0.0530074,0.00828063,0.0207472,0.00808677,0.0211811,0.00566661,0.00622412,0.0245407,0.00458778,0.00652689,0.00441214,0.00981046,0.0130191,0,0,0,0
90,0.0111476,0.0071888,0,0,0,0.00969488,0.0175947,0.00984256,0.00400589,0,0,0,0,0.0141023,0,0.0201477,0.00715015,0.0473745,0.0148441,0.0185626,0.00222558,0,0,0.00328145,0.0176638,0.00174634,0.00484683,0.00177046,0.0482794,0.00383564,0.00819721,0.00541132,0.0113455,0,0.00877994,0,0.0137296,0.00985243,0.00215906,0.0268411,0.0137385,0.0132829,0.00656808,0.0162032,0,0,0.00602093,0,0.0113085,0.00587744,0.061034,0.00828655,0.0240275,0.00629567,0.00198397,0.0124444,0.0146134,0.0527937,0.00832422,0.0216346,0.010457,0.0217112,0.00495086,0.0090449,0.031165,0.00350435,0.00683384,0.00425433,0.00966093,0.0123141,0,0,0,0
91,0.0115939,0.00697927,0,0,0,0.00936124,0.0173983,0.00958535,0.00385981,0,0,0,0,0.0134255,0,0.0200202,0.00686039,0.0472876,0.0147881,0.0186273,0.00247108,0,0,0.00297218,0.0173657,0.00208413,0.00514342,0.00147939,0.0482592,0.00409175,0.00907126,0.00503461,0.0111329,0,0.00893414,0,0.013305,0.00978965,0.00201859,0.0309532,0.0135403,0.0121313,0.00667711,0.0160643,0,0,0.0055263,0,0.0114069,0.00554558,0.0608118,0.0101916,0.023907,0.00661173,0.00150627,0.0123694,0.0145732,0.0525183,0.008177,0.0218012,0.0128078,0.0220636,0.0044304,0.0121366,0.037314,0.00285263,0.00702187,0.00414549,0.00946469,0.0118964,0,0,0,0
92,0.0122222,0.0067334,0,0,0,0.00921018,0.017243,0.00939455,0.00353121,0,0,0,0,0.0120846,0,0.0201343,0.00607778,0.0470868,0.0147715,0.0187414,0.00309326,0,0,0.00254627,0.0176274,0.0022022,0.00577142,0.00113092,0.0483074,0.00460996,0.0102295,0.00505417,0.0109178,0,0.00920282,0,0.0127387,0.00983696,0.00205449,0.0343277,0.0132249,0.0109469,0.00674444,0.0170391,0,0,0.00540136,0,0.011534,0.00606446,0.0606731,0.0126655,0.0237547,0.00685054,0.00106498,0.0128636,0.0142449,0.0522286,0.00790099,0.0213299,0.0150196,0.0222121,0.00441195,0.0152512,0.0429933,0.00366391,0.00791286,0.00419215,0.00944197,0.0122288,0,0,0,0
