Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x75,x73,
147,0.0032097,0.00540057,0,0,0,0.0219347,0.0152257,0.0143744,0.00800904,0,0,0,0,0.00583905,0,0.0196755,0.00613782,0.0433881,0.0183584,0.017938,0,0,0.00363554,0.00525018,0.0054836,0.0107079,0.0136792,0.0404136,0.0116214,0.015551,0.0136439,0,0,0.0329949,0,0.00628891,0.00973552,0.00338009,0.028333,0.00971313,0.0200336,0.00520214,0.00293809,0,0,0.0124566,0,0.0135373,0.00563054,0.0584917,0.0223127,0.0242968,0.00750107,0.00199723,0.00503912,0.0130269,0.0498129,0.0120147,0.0120889,0.00988804,0.0234819,0.00946413,0.00957369,0.0308371,0.00950378,0.00463309,0.00186656,0.00575693,0.000802794,0,0,0,0,0,0
148,0.00468118,0.00601206,0,0,0,0.0217917,0.0154554,0.0136191,0.00788257,0,0,0,0,0.00519817,0,0.0195759,0.00588748,0.0431784,0.0189439,0.0181661,0,0,0.0035202,0.00522787,0.00560268,0.0120297,0.0126771,0.0408779,0.0116207,0.0158396,0.0136501,0,0,0.033298,0,0.0062746,0.00961492,0.00346462,0.0208616,0.00960473,0.0146913,0.00566311,0.00513759,0,0,0.0159509,0,0.0134099,0.00928506,0.0590556,0.0165205,0.0242297,0.00726338,0.00192917,0.00653828,0.0107733,0.0491589,0.00930819,0.00883197,0.0077759,0.0212443,0.00621441,0.00784471,0.0229297,0.0152829,0.0026228,0.00197706,0.00663473,0.0026167,0,0,0,0,0,0
149,0.0021563,0.00479986,0,0,0,0.0211282,0.0154997,0.0130076,0.00807268,0,0,0,0,0.00562129,0,0.0197249,0.00608417,0.0429159,0.0198424,0.0183583,0,0,0.00369964,0.00541546,0.00629457,0.0135233,0.0115082,0.0415182,0.0114072,0.0160247,0.0134892,0,0,0.0336376,0,0.00636355,0.00971581,0.00338342,0.0170238,0.00971659,0.0128606,0.00591874,0.00241303,0,0,0.0117189,0,0.0134224,0.00527056,0.0596414,0.0153399,0.0242735,0.00688649,0.00206238,0.00433166,0.00817389,0.0485019,0.00669271,0.00561944,0.00574944,0.0197017,0.005364,0.00724854,0.0182481,0.00906521,0.00368116,0.00178655,0.00462446,0.000992382,0,0,0,0,0,0
150,0.00195119,0.00448051,0,0,0,0.0199992,0.0156318,0.012703,0.0081513,0,0,0,0,0.00536828,0,0.019614,0.00585496,0.0424734,0.0209637,0.0185744,0,0,0.0037754,0.00537068,0.00725042,0.0149763,0.0105901,0.042144,0.0112946,0.0160406,0.01307,0,0,0.0335314,0,0.00615481,0.0096003,0.00322357,0.014417,0.00978116,0.0100167,0.00581858,0.00241461,0,0,0.0115254,0,0.0133221,0.00529451,0.0597352,0.0111796,0.0243145,0.00546007,0.00221589,0.00398855,0.00603939,0.048156,0.00489068,0.00355741,0.00493451,0.01962,0.00467605,0.0061353,0.0164995,0.00907796,0.00308758,0.00163762,0.00393269,0.0015564,0,0,0,0,0,0
151,0.00216038,0.00425787,0,0,0,0.0183903,0.0158086,0.0127457,0.00807132,0,0,0,0,0.00540138,0,0.0193949,0.00563203,0.0419822,0.0220443,0.0186517,0,0,0.00379957,0.00532165,0.0082491,0.0162619,0.010272,0.0428015,0.0114006,0.0157681,0.0127851,0,0,0.0329346,0,0.00598116,0.00939557,0.00293809,0.0119241,0.00985184,0.00712068,0.00548704,0.00261574,0,0,0.0114361,0,0.0132184,0.00538678,0.0596557,0.00840859,0.0243696,0.00459193,0.00237118,0.00363368,0.00390736,0.047944,0.00318324,0.00158993,0.00422929,0.0197716,0.00446853,0.00547574,0.0144223,0.00910028,0.00249347,0.00141824,0.00328309,0.00222565,0,0,0,0,0,0
152,0.00293528,0.00409036,0,0,0,0.0164904,0.0158033,0.0127274,0.00773187,0,0,0,0,0.00581948,0,0.0192576,0.00561951,0.0415057,0.0222798,0.0185764,0,0,0.00374176,0.0053086,0.00909379,0.0168491,0.0102274,0.0436178,0.0113043,0.0152858,0.0134098,0,0,0.03163,0,0.00617024,0.00929724,0.00276319,0.0104642,0.00987874,0.00560757,0.00515075,0.00314879,0,0,0.0114666,0,0.0131271,0.00557063,0.0594118,0.00996186,0.0245495,0.00406128,0.0025871,0.00311924,0.00217817,0.0479382,0.0020815,0.00168465,0.00445422,0.0205084,0.00459972,0.0056456,0.0120874,0.00916434,0.00201462,0.00128426,0.00274982,0.00299814,0,0,0,0,0,0
153,0.00406444,0.00376552,0,0,0,0.0149603,0.0156839,0.0123839,0.00725874,0,0,0,0,0.00645861,0,0.0191545,0.00558616,0.0411423,0.021628,0.0184693,0,0,0.00383229,0.00563125,0.00953015,0.0167142,0.0106856,0.0447326,0.0111502,0.0149176,0.0140681,0,0,0.0297889,0,0.00664981,0.00926678,0.00263035,0.0108041,0.00987668,0.00622568,0.00512403,0.00390335,0,0,0.0115922,0,0.013065,0.00589976,0.0591714,0.0140505,0.0249179,0.00399691,0.00277524,0.00270123,0.00208226,0.0479786,0.00257971,0.00252336,0.00576582,0.0213897,0.00476022,0.00658739,0.0105852,0.00928638,0.00162623,0.00131989,0.0022205,0.00382252,0,0,0,0,0,0
154,0.00551219,0.00330602,0,0,0,0.00646532,0.0155391,0.00730178,0.00643734,0,0,0,0,0.00698693,0,0.0192015,0.00551397,0.0412062,0.0170776,0.0188128,0,0,0.0034279,0.00619781,0.0128551,0.0175123,0.00947707,0.0467443,0.00240202,0.00870784,0.00587086,0.0135834,0,0.0195189,0,0.00708656,0.00934344,0.00281072,0.0124746,0.00996522,0.00867935,0.00555526,0.00528744,0,0,0.0116258,0,0.0129292,0.00624911,0.059422,0.0179969,0.0252325,0.00449921,0.00253579,0.00238002,0.00350871,0.0476617,0.00430208,0.00318076,0.00693876,0.0222356,0.00486879,0.00767007,0.0110266,0.00933505,0.00131024,0.00132712,0.00166873,0.00505719,0,0,0,0,0,0
155,0.00519495,0.00359407,0,0,0,0.0166368,0.0152855,0.0107981,0.00579726,0,0,0,0,0.00863685,0,0.0194696,0.00606114,0.0409911,0.0158991,0.0184439,0,0,0.00422308,0.00693226,0.0090947,0.0129934,0.0114997,0.0477327,0.0125163,0.0136249,0.0130171,0,0,0.0266575,0,0.00818271,0.00956772,0.00314434,0.0129364,0.00981917,0.0110583,0.00545882,0.0053538,0,0,0.0109809,0,0.013069,0.00591114,0.0592697,0.0197416,0.02572,0.00518587,0.00273092,0.00215254,0.00452606,0.0477266,0.00559437,0.00441827,0.00753431,0.0222192,0.00454541,0.00842831,0.0100802,0.00821447,0.00130067,0.0014785,0.00103489,0.00544655,0,0,0,0,0,0
156,0.00564032,0.00364896,0,0,0,0.0180469,0.0153902,0.00880216,0.00486364,0,0,0,0,0.0083193,0,0.0192886,0.00557848,0.0408853,0.0117498,0.0186768,0,0,0.0043494,0.00815729,0.0077854,0.00949771,0.0112801,0.0495027,0.0152583,0.0128708,0.0190319,0,0,0.0256936,0,0.008412,0.00942745,0.00309105,0.0119618,0.00966781,0.0117829,0.00603466,0.0072665,0,0,0.0123539,0,0.0130333,0.007796,0.0595937,0.0188552,0.0258829,0.00513193,0.00260722,0.00239959,0.00488431,0.0477108,0.00600521,0.00502056,0.00741497,0.0219541,0.00420588,0.00859324,0.00902215,0.0103108,0.00153372,0.00183148,0.00143004,0.00739901,0,0,0,0,0,0
157,0,0.0159743,0,0,0,0.0191228,0.0152401,0.00583603,0.00503764,0,0,0,0,0.00949222,0,0.0193693,0.0063087,0.0410321,0.00952669,0.0194802,0,0,0.00547509,0.0195076,0.00607622,0.00587818,0.0110046,0.0510939,0.0163518,0.011741,0.0539199,0,0,0.0247967,0,0.0126677,0.00940648,0.00328078,0.00957866,0.0083397,0.0111392,0.00759989,0.0126339,0,0,0.0153994,0,0.013975,0.00903204,0.0604262,0.016247,0.0261224,0.0040792,0.00302009,0.0163834,0.00438827,0.0471149,0.00516385,0.00464002,0.00645411,0.0217727,0.00378267,0.00788891,0.00653699,0.0159272,0.00234783,0.00382005,0.0104883,0.0126,0,0,0,0,0,0
158,0.00632594,0.00476904,0,0,0,0.0216974,0.0152698,0.0057539,0.00521389,0,0,0,0,0.00923815,0,0.0194815,0.00565812,0.0405087,0.0153472,0.0195773,0,0,0.00501483,0.00965946,0.00332987,0.00209974,0.00986741,0.0533383,0.0173152,0.0120484,0.0696184,0,0,0.0251118,0,0.00945732,0.00940693,0.00278043,0.00655482,0.00964311,0.00947617,0.0077547,0.00680584,0,0,0.00947298,0,0.0129218,0.00459445,0.0605046,0.0129926,0.0259417,0.00241096,0.00316717,0.0033062,0.00322075,0.0470048,0.0037443,0.00341274,0.00441448,0.0206722,0.00204237,0.00578832,0.00347168,0.00637272,0.000868317,0.00173691,0.00112059,0.0082696,0,0,0,0,0,0
159,0.00708709,0.0051213,0,0,0,0.0238196,0.015273,0.00877922,0.00594892,0,0,0,0,0.00879752,0,0.0195577,0.0053672,0.0405078,0.0242484,0.0201427,0,0,0.00532099,0.0100197,0.00182614,0.00510729,0.00872646,0.0550215,0.0184456,0.0121587,0.0712795,0,0,0.025789,0,0.00903772,0.00940853,0.00241883,0.00452114,0.00986058,0.0083441,0.00800022,0.00724264,0,0,0.0088131,0,0.0127341,0.00405834,0.0609586,0.0107187,0.0257714,0.00131089,0.00390605,0.00402828,0.00234412,0.0464665,0.00277801,0.00257871,0.00288476,0.019823,0.0011553,0.00439997,0.00306954,0.0061975,0.000679481,0.00136418,0.00219126,0.00883103,0,0,0,0,0,0
160,0.00774249,0.00552401,0,0,0,0.025038,0.0153852,0.014016,0.00713596,0,0,0,0,0.00805876,0,0.0195955,0.00494576,0.0406023,0.0342545,0.0206485,0,0,0.00563748,0.0103553,0.00366585,0.00973289,0.0078811,0.0567082,0.0194607,0.0119797,0.071428,0,0,0.026393,0,0.00828996,0.00940396,0.00192751,0.00364117,0.010256,0.00784644,0.00769386,0.00775304,0,0,0.00824167,0,0.0125306,0.00353187,0.061358,0.00936941,0.0254683,0.00125579,0.00467204,0.00477045,0.00208447,0.0461754,0.00246211,0.00247665,0.00242544,0.0191743,0.0014682,0.00377308,0.00424959,0.0063743,0.000627613,0.000769016,0.00342531,0.00912779,0,0,0,0,0,0
161,0.00861285,0.00597703,0,0,0,0.0262143,0.0156002,0.0197552,0.00813865,0,0,0,0,0.00729704,0,0.0195861,0.00449309,0.0407615,0.0440913,0.0210017,0,0,0.00586496,0.0107086,0.0062784,0.014434,0.0076738,0.0584117,0.0201513,0.011652,0.0732374,0,0,0.0265765,0,0.00732846,0.00937595,0.0015355,0.0035267,0.0107383,0.00788521,0.00700541,0.00835766,0,0,0.0080582,0,0.0123062,0.00340562,0.0615521,0.00866642,0.0251484,0.000968269,0.00532621,0.00542614,0.0021777,0.0462319,0.00235992,0.00276616,0.00211658,0.0189106,0.00143515,0.00317011,0.00478974,0.0067959,0.000978329,0.000252776,0.00462069,0.00931033,0,0,0,0,0,0
162,0.00916233,0.00665373,0,0,0,0.0278245,0.0158156,0.0248409,0.0092443,0,0,0,0,0.006594,0,0.0196262,0.00396668,0.0409258,0.0533139,0.0212786,0,0,0.00599507,0.0112282,0.00874206,0.0188578,0.00791559,0.0599814,0.0205759,0.0113082,0.0754464,0,0,0.0272076,0,0.00630771,0.00937146,0.00128996,0.0035549,0.0112506,0.00811572,0.00622245,0.0090958,0,0,0.00865647,0,0.0120799,0.00394494,0.061527,0.00825466,0.0248083,0.000441095,0.00578273,0.00616576,0.00216417,0.0466054,0.00237419,0.00289441,0.0016229,0.0189702,0.00119815,0.00251461,0.00516227,0.00755659,0.00137737,0.000474923,0.00571631,0.00960696,0,0,0,0,0,0
163,0.00991653,0.00723883,0,0,0,0.0300115,0.0159023,0.0298736,0.00992514,0,0,0,0,0.00591891,0,0.0196435,0.00333046,0.0411049,0.0624383,0.0215536,0,0,0.00628076,0.0118519,0.0109019,0.0230228,0.00832822,0.0612356,0.0209754,0.0111463,0.0777939,0,0,0.0277551,0,0.00532426,0.00935587,0.00107547,0.00398891,0.0117063,0.0086856,0.00582885,0.00980453,0,0,0.0101206,0,0.0118641,0.0050754,0.0613195,0.00825859,0.0245899,0.000722195,0.00592065,0.00665723,0.00210465,0.0470481,0.00250849,0.00297901,0.00107348,0.0191524,0.00125908,0.00194501,0.00537986,0.0085512,0.00158113,0.000905269,0.00642489,0.0100838,0,0,0,0,0,0
164,0.0103017,0.00949858,0,0,0,0.0327038,0.0158288,0.033399,0.0104397,0,0,0,0,0.00695078,0,0.019817,0.00385331,0.041353,0.0698692,0.02167,0,0,0.00676362,0.0117485,0.0125879,0.0268076,0.00872384,0.0622168,0.0211787,0.0114872,0.0798755,0,0,0.0300551,0,0.00532649,0.00947143,0.00108696,0.00402061,0.0120704,0.00926165,0.00579912,0.00917898,0,0,0.00402403,0,0.0118639,0.00173996,0.0611319,0.00806851,0.0244763,0.00137531,0.0056955,0.00845756,0.00224689,0.0473501,0.00283794,0.00338891,0.000870528,0.0193629,0.00143687,0.001724,0.00597519,0.00443058,0.00446681,0.00168546,0.00833777,0.00989498,0,0,0,0,0,0
165,0.0111434,0.0088216,0,0,0,0.0354921,0.0161742,0.0359328,0.0108287,0,0,0,0,0.00485285,0,0.0196441,0.00252209,0.0417098,0.0761141,0.0216435,0,0,0.00682129,0.0129006,0.0141567,0.0303264,0.00915769,0.0630512,0.0212016,0.0120237,0.0814129,0,0,0.0321895,0,0.00444763,0.00928379,0.00102799,0.00482224,0.012302,0.00988252,0.00586464,0.0101504,0,0,0.00815413,0,0.0115868,0.00419619,0.0609226,0.007955,0.0243821,0.00175621,0.00555006,0.00737233,0.00248111,0.0475386,0.00295005,0.00378956,0.00107105,0.019512,0.0015648,0.00182966,0.00573066,0.00680599,0.00244807,0.00158935,0.00733266,0.0109352,0,0,0,0,0,0
166,0.0115038,0.00927422,0,0,0,0.0383739,0.0164257,0.037825,0.0109496,0,0,0,0,0.00457051,0,0.0196502,0.00231111,0.0421624,0.0805871,0.02155,0,0,0.00672529,0.0133421,0.0155476,0.0334639,0.00940714,0.0637269,0.0214897,0.0130805,0.0824545,0,0,0.0357211,0,0.00451051,0.0092624,0.00115045,0.00501103,0.0124826,0.010274,0.00571326,0.0102255,0,0,0.00732805,0,0.0114909,0.00398665,0.0608752,0.00766907,0.0243893,0.00172752,0.00540941,0.00732315,0.00277679,0.0475307,0.00293983,0.00410517,0.00177439,0.0196256,0.00157786,0.00240671,0.00558823,0.0062865,0.00242057,0.00165102,0.00726275,0.0112781,0,0,0,0,0,0
167,0.011909,0.0105334,0,0,0,0.0406641,0.0165316,0.0387538,0.010904,0,0,0,0,0.0063126,0,0.0197906,0.00334279,0.0427496,0.0834859,0.0214969,0,0,0.00650751,0.0131178,0.016648,0.0363581,0.00965254,0.0642103,0.0222314,0.0148606,0.083238,0,0,0.0389921,0,0.00539996,0.00939608,0.00156337,0.00458524,0.0124555,0.0105418,0.00534449,0.00965498,0,0,0.00224608,0,0.0115979,0.00221022,0.0609765,0.0073563,0.0244078,0.00159851,0.00527613,0.00828899,0.00297112,0.0473728,0.00283163,0.00410139,0.00241903,0.0196968,0.00129023,0.00310198,0.00575391,0.00334182,0.00335344,0.00184817,0.00805732,0.0109748,0,0,0,0,0,0
168,0.0132257,0.0103823,0,0,0,0.0419915,0.0166763,0.038368,0.0106722,0,0,0,0,0.00620553,0,0.0196782,0.00325173,0.0430841,0.0836404,0.0214008,0,0,0.0062311,0.0132869,0.0167286,0.0375481,0.00976953,0.0649582,0.0233646,0.0165973,0.0841998,0,0,0.0420357,0,0.00547808,0.00930098,0.00174505,0.00464105,0.0123856,0.0106811,0.00497161,0.00975641,0,0,0.0019139,0,0.0115204,0.0022351,0.0611485,0.00711887,0.02448,0.00140873,0.00522519,0.00778091,0.00311425,0.0472118,0.00290545,0.00399583,0.00298004,0.0196452,0.000861589,0.00375987,0.00542832,0.00295731,0.00261959,0.00182777,0.00772908,0.0110922,0,0,0,0,0,0
169,0.0135518,0.0104761,0,0,0,0.0431105,0.0167819,0.0373939,0.0104576,0,0,0,0,0.00600348,0,0.0197009,0.00315024,0.0434509,0.0823402,0.0212766,0,0,0.00613548,0.0136605,0.0175125,0.0397368,0.0100631,0.0652531,0.0250047,0.0191792,0.0855381,0,0,0.045778,0,0.00564598,0.00925331,0.00175463,0.00470906,0.012333,0.0106574,0.00492054,0.0100207,0,0,0.00196019,0,0.0114026,0.00256627,0.0612503,0.00695966,0.0244691,0.00131624,0.0053289,0.00744967,0.00312581,0.0471031,0.00290466,0.00367329,0.00350043,0.0195018,0.000459147,0.00436095,0.00510374,0.00281481,0.00244143,0.0018307,0.00763662,0.0113818,0,0,0,0,0,0
170,0.0132278,0.0102752,0,0,0,0.042274,0.0169178,0.0355682,0.00998641,0,0,0,0,0.00444121,0,0.0195968,0.00222716,0.0418859,0.07611,0.0212561,0,0,0.00586749,0.0144855,0.0143221,0.0336198,0.0112832,0.0674274,0.0262596,0.0186409,0.0866283,0,0,0.045168,0,0.00517837,0.00911685,0.00157313,0.00488667,0.0123104,0.0106408,0.00503503,0.0106543,0,0,0.00314829,0,0.0112017,0.00329681,0.0612704,0.00689058,0.024678,0.00145212,0.00511967,0.00673622,0.00308852,0.0470761,0.00275612,0.00324872,0.00384601,0.0192576,0.000524439,0.004819,0.0047298,0.00298309,0.00311257,0.00198668,0.00745342,0.0121723,0,0,0,0,0,0
171,0.0130045,0.0103747,0,0,0,0.0444965,0.0167858,0.0342167,0.0100704,0,0,0,0,0.00514326,0,0.0196709,0.00273677,0.0425728,0.073986,0.0210181,0,0,0.00601199,0.0147141,0.016548,0.0390709,0.0107824,0.065846,0.0281726,0.0229482,0.0879834,0,0,0.0499836,0,0.00565848,0.00916008,0.00156362,0.00465901,0.0121858,0.0104052,0.00534988,0.0107638,0,0,0.00431122,0,0.0111947,0.00406365,0.0611875,0.00655041,0.0245975,0.00128642,0.00473694,0.00646526,0.00270715,0.0472062,0.00238866,0.00272602,0.00368043,0.0189807,0.000536869,0.00464197,0.00488529,0.00319141,0.00448345,0.00210818,0.00746922,0.0123557,0,0,0,0,0,0
172,0.0141103,0.0124374,0,0,0,0.0393364,0.0167531,0.0312292,0.00854492,0,0,0,0,0.0065111,0,0.0197494,0.00331416,0.0386723,0.0618097,0.021156,0,0,0.00580234,0.0147676,0.0099035,0.0196384,0.0196192,0.071104,0.0301775,0.0192006,0.088583,0,0,0.0405689,0,0.00573265,0.00919487,0.00160839,0.00460028,0.0123029,0.0102273,0.0061863,0.0108261,0,0,0.00511345,0,0.0111422,0.0045341,0.0612773,0.00675761,0.0253474,0.00149798,0.00391184,0.00911817,0.00266106,0.0472255,0.00222787,0.00203856,0.00405565,0.0187446,0.00108982,0.00527334,0.00489588,0.00431776,0.00351602,0.00233674,0.0097623,0.0116537,0,0,0,0,0,0
173,0.0143306,0.0125312,0,0,0,0.0424343,0.0166623,0.0281592,0.00799526,0,0,0,0,0.00690074,0,0.0196953,0.0034312,0.0391226,0.0558177,0.020829,0,0,0.00558511,0.0151976,0.00964344,0.021969,0.0171529,0.0693141,0.0300139,0.0203019,0.0884171,0,0,0.04547,0,0.00590977,0.00911346,0.00156316,0.00468307,0.0122564,0.00972257,0.00619235,0.0109613,0,0,0.00555905,0,0.0110494,0.00465166,0.0612165,0.00659235,0.0253147,0.00143655,0.00383298,0.00898761,0.00238341,0.0474128,0.0018987,0.0014557,0.00419413,0.0185372,0.00131782,0.0054298,0.00483825,0.00449023,0.00414681,0.00252314,0.0099149,0.0118486,0,0,0,0,0,0
174,0.0147229,0.0128581,0,0,0,0.0413767,0.016655,0.0253187,0.00665826,0,0,0,0,0.00707147,0,0.0196724,0.003198,0.037445,0.0463958,0.0208347,0,0,0.00567385,0.015728,0.0102399,0.0127743,0.0232627,0.0710224,0.031312,0.0196533,0.0881474,0,0,0.0425853,0,0.00567333,0.00904058,0.00147091,0.00483025,0.0123032,0.00968216,0.00665197,0.011328,0,0,0.00647282,0,0.0109398,0.00513605,0.0613939,0.00749101,0.0256848,0.00162012,0.00385813,0.00928436,0.00242636,0.047498,0.00184717,0.001248,0.00455363,0.0183529,0.00183109,0.00597909,0.00476665,0.00446078,0.00482071,0.00275455,0.0104809,0.0120622,0,0,0,0,0,0
175,0.0150204,0.013106,0,0,0,0.0427603,0.0166769,0.0233333,0.0056954,0,0,0,0,0.00717511,0,0.019629,0.00310019,0.0368922,0.0385921,0.0207727,0,0,0.00571688,0.0161368,0.0110607,0.00951948,0.0248102,0.0706514,0.0310344,0.0193011,0.0873516,0,0,0.0435113,0,0.00571236,0.0089826,0.00128116,0.00509731,0.0123269,0.00947794,0.00673166,0.01149,0,0,0.00716875,0,0.01088,0.00544631,0.0615287,0.00841369,0.0258415,0.0016017,0.00403256,0.00935444,0.00200205,0.0475118,0.00185845,0.00145507,0.00494014,0.0181814,0.00234668,0.00654492,0.00498273,0.00458381,0.0054168,0.0029176,0.0107664,0.01229,0,0,0,0,0,0
176,0.0152548,0.0134084,0,0,0,0.0437354,0.0167404,0.0222075,0.00471112,0,0,0,0,0.00715036,0,0.0195896,0.00301309,0.0366544,0.0322283,0.0206932,0,0,0.0057752,0.0165429,0.0122141,0.00784561,0.0262501,0.0701865,0.0303158,0.0184939,0.0862336,0,0,0.0439671,0,0.0057891,0.00892906,0.00107785,0.00558107,0.0123954,0.00951547,0.00676646,0.0116548,0,0,0.0078108,0,0.0108448,0.00562835,0.0615576,0.00945554,0.0259579,0.00170153,0.00435527,0.009476,0.00178946,0.0475373,0.00180881,0.00158181,0.0053596,0.0180364,0.00272435,0.00728779,0.00555627,0.00463108,0.00604839,0.00301907,0.011082,0.0125117,0,0,0,0,0,0
177,0.0153276,0.013494,0,0,0,0.0439957,0.0166479,0.0214411,0.00369528,0,0,0,0,0.00671402,0,0.0195252,0.00284267,0.0368464,0.0275368,0.020657,0,0,0.00591444,0.0165025,0.013972,0.00887746,0.0276546,0.0697039,0.0294824,0.0174807,0.0847993,0,0,0.0437346,0,0.00566883,0.00889108,0.00100027,0.00618259,0.0124819,0.00961102,0.00685351,0.011825,0,0,0.00829341,0,0.010808,0.00581075,0.0614503,0.0101577,0.0259891,0.00192775,0.0048662,0.00963691,0.00176218,0.0474188,0.00163742,0.00156961,0.00564807,0.0179144,0.0029334,0.007618,0.00649641,0.00410976,0.00665108,0.00311983,0.0112467,0.0124827,0,0,0,0,0,0
178,0.01538,0.0133308,0,0,0,0.0435262,0.0161601,0.0207823,0.00282735,0,0,0,0,0.00580703,0,0.0194901,0.00264739,0.0371088,0.0240658,0.0206341,0,0,0.00609286,0.0163933,0.0158122,0.0117759,0.0286441,0.0691548,0.0287742,0.0163769,0.0832543,0,0,0.0427469,0,0.00552526,0.00891949,0.00135962,0.00684505,0.012589,0.00950835,0.00700639,0.0121464,0,0,0.00868434,0,0.0107677,0.00597118,0.0614331,0.0106222,0.026008,0.00211925,0.00532132,0.00958264,0.00170369,0.0472234,0.00147045,0.00130452,0.00595,0.0178082,0.0031002,0.00789081,0.00773042,0.00319026,0.00729549,0.0032458,0.0112333,0.0125092,0,0,0,0,0,0
179,0.0157528,0.0146672,0,0,0,0.0426016,0.0158103,0.0201668,0.00198459,0,0,0,0,0.00607631,0,0.0194397,0.00311285,0.0375166,0.0215639,0.0205954,0,0,0.00634389,0.0157756,0.0174727,0.0152311,0.0296123,0.0685073,0.0280531,0.0153803,0.0816251,0,0,0.0414176,0,0.00594923,0.00894725,0.00156589,0.00790051,0.0126055,0.00932061,0.00720948,0.0124119,0,0,0.0107835,0,0.0108258,0.00665184,0.0614756,0.0117417,0.0260086,0.00191872,0.00584633,0.0118411,0.00173238,0.0470725,0.00149853,0.00158824,0.0065183,0.0176639,0.00365686,0.00880743,0.00935728,0.00745321,0.00524695,0.00308899,0.0125309,0.012299,0,0,0,0,0,0
180,0.0158708,0.0147752,0,0,0,0.0415196,0.0157475,0.0196263,0.00151998,0,0,0,0,0.00555131,0,0.0193302,0.00311356,0.0376223,0.0198122,0.0205074,0,0,0.00637408,0.0157874,0.0190984,0.0189963,0.0306374,0.0677785,0.0272429,0.0146467,0.0797268,0,0,0.0397805,0,0.006149,0.00893638,0.00189864,0.00898985,0.0126423,0.00907042,0.00724751,0.0125863,0,0,0.0110402,0,0.0108399,0.00661148,0.0615154,0.0129502,0.0259524,0.0015156,0.00617008,0.0120592,0.0018479,0.0469655,0.0016734,0.00214902,0.0069849,0.017448,0.00424048,0.00971904,0.0108835,0.00759428,0.005207,0.00310439,0.0126478,0.0124774,0,0,0,0,0,0
181,0.0165476,0.0145333,0,0,0,0.0389184,0.0151599,0.0187415,0.00167235,0,0,0,0,0.00702942,0,0.0193832,0.0051234,0.037709,0.0191974,0.021223,0,0,0.00713928,0.0158657,0.0211122,0.0237261,0.0321045,0.068027,0.0257863,0.0139045,0.0764046,0,0,0.0367142,0,0.00952443,0.00913319,0.00264469,0.0296202,0.0122072,0.01716,0.0152793,0.0135842,0,0,0.00819804,0,0.0109911,0.00397696,0.0502579,0.0424763,0.0279505,0.0139121,0.00366327,0.0121949,0.00914962,0,0.0166591,0.00719259,0.0142929,0.0184304,0.0127175,0.0253873,0.0411222,0.00631608,0.00560807,0.00266706,0.0120134,0.0144192,0,0,0,0,0,0
182,0.01679,0.0152077,0,0,0,0.0363987,0.015115,0.0181327,0.00235488,0,0,0,0,0.00685622,0,0.0194082,0.00520053,0.0382006,0.0193268,0.021147,0,0,0.00766178,0.015789,0.0226352,0.0275444,0.0329403,0.0672692,0.0253574,0.014719,0.074154,0,0,0.0340593,0,0.00949491,0.0091812,0.00281754,0.0307196,0.0122021,0.0166413,0.0161001,0.0139334,0,0,0.00976382,0,0.0110423,0.00462445,0.050492,0.0419638,0.0278871,0.0134587,0.00432786,0.0131941,0.00888232,0,0.0161475,0.00767055,0.0144022,0.0183908,0.0127411,0.0252651,0.0424415,0.00800264,0.00491437,0.00249042,0.0127384,0.0144515,0,0,0,0,0,0
183,0.0167024,0.0150663,0,0,0,0.0334158,0.015013,0.0172611,0.00269006,0,0,0,0,0.00684741,0,0.0193897,0.00534264,0.0384095,0.0199103,0.0211373,0,0,0.00770249,0.0157765,0.0241159,0.0312079,0.0337017,0.0665553,0.0251184,0.0161867,0.0719329,0,0,0.0309635,0,0.00952706,0.00921077,0.00272297,0.0316359,0.0122082,0.0162348,0.0165129,0.0141031,0,0,0.0100381,0,0.0110037,0.00462495,0.0505314,0.0414034,0.0278772,0.0131202,0.00466422,0.0129718,0.00878758,0,0.0156337,0.00790458,0.0144022,0.0183208,0.0127221,0.0250905,0.0435721,0.00780439,0.00489787,0.00248997,0.0125842,0.0144757,0,0,0,0,0,0
