Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x75,x73,
73,0.00397485,0.00367996,0,0,0,0.0404087,0.0142526,0.0254212,0.00657062,0,0,0,0,0.0148928,0,0.0196061,0.00756865,0.0402889,0.0251622,0.0195689,0,0,0.00503331,0.00685506,0.0220747,0.0321915,0.0304504,0.0617218,0.0157259,0.00476697,0.00522987,0.0226775,0,0.0409744,0,0.0112919,0.00896257,0.00335406,0.0203307,0.0125545,0.00827816,0.00798451,0.00416214,0,0,0.00954628,0,0.0108724,0.00556169,0.0623452,0.0190649,0.0245036,0.0064252,0.00495345,0.00261754,0.00430304,0.0457252,0.00516994,0.00955518,0.0129907,0.0187781,0.00522228,0.016804,0.0267502,0.00739453,0.00434277,0.00322229,0.00308936,0.00453529,0,0,0,0,0,0
74,0.00423705,0.00374954,0,0,0,0.0361036,0.014189,0.0238689,0.00682067,0,0,0,0,0.0150382,0,0.0196495,0.00759616,0.0409297,0.0261823,0.0195017,0,0,0.00560955,0.00615732,0.0229347,0.0340979,0.0307293,0.0610013,0.0148982,0.0057672,0.00465604,0.0214696,0,0.0356558,0,0.0111705,0.00904429,0.00335862,0.0211256,0.0124599,0.008099,0.00832805,0.00413687,0,0,0.0102289,0,0.0108558,0.00560722,0.0620507,0.0190969,0.0243918,0.0066922,0.00509452,0.00283678,0.00456849,0.0456125,0.0053602,0.00984812,0.0131329,0.0187031,0.0053365,0.0170229,0.027946,0.00744642,0.00460756,0.00316313,0.00295113,0.00435645,0,0,0,0,0,0
75,0.00439929,0.00381695,0,0,0,0.0313297,0.0141261,0.0219528,0.00692618,0,0,0,0,0.0150793,0,0.0197979,0.00752967,0.0416505,0.026295,0.0195786,0,0,0.0055712,0.0056501,0.0234045,0.0352629,0.0305314,0.0601506,0.0142187,0.00696087,0.00380752,0.0201294,0,0.0298343,0,0.0112699,0.00917727,0.00342097,0.0220421,0.0124121,0.00781858,0.00837146,0.00417576,0,0,0.01087,0,0.0108417,0.00566017,0.0620322,0.0195256,0.0243049,0.00694372,0.00506856,0.00318485,0.00489067,0.0455696,0.00546979,0.0101838,0.0133591,0.0185582,0.00557636,0.0173546,0.0292521,0.00759715,0.00480171,0.00306744,0.00293951,0.00434766,0,0,0,0,0,0
76,0.00477297,0.00415247,0,0,0,0.0261604,0.0140537,0.0207985,0.0072109,0,0,0,0,0.0151732,0,0.0198001,0.00738078,0.0423941,0.0255042,0.0197094,0,0,0.00568712,0.005354,0.0234656,0.035735,0.0298058,0.0591859,0.0134317,0.00838359,0.00304447,0.018923,0,0.0236191,0,0.0112162,0.0092266,0.00350297,0.0229875,0.0123431,0.00759888,0.00820836,0.00447849,0,0,0.011462,0,0.0108238,0.00558007,0.0622619,0.0200184,0.0242525,0.00717316,0.00514481,0.00361258,0.00502947,0.0455838,0.00550214,0.0105771,0.0135929,0.0183906,0.00584784,0.0177048,0.0306253,0.00778665,0.00495991,0.00288149,0.00320844,0.00461769,0,0,0,0,0,0
77,0.00516138,0.00450008,0,0,0,0.0203271,0.0139778,0.0194357,0.00713304,0,0,0,0,0.0152943,0,0.0197752,0.00726665,0.0430987,0.0240812,0.0198464,0,0,0.00546088,0.00509951,0.0230797,0.0352972,0.0283908,0.058062,0.0124345,0.0098895,0.00261396,0.0176717,0,0.017087,0,0.0111308,0.0092505,0.00356378,0.0239815,0.0122449,0.0073933,0.00792332,0.00485937,0,0,0.0117305,0,0.01082,0.00538645,0.0627297,0.0206925,0.0242522,0.00742051,0.00534139,0.00405713,0.00512888,0.0456572,0.00549518,0.0110665,0.0139433,0.018355,0.00616638,0.0182935,0.0322172,0.0079593,0.00522137,0.00274779,0.0035735,0.00493277,0,0,0,0,0,0
78,0.00543584,0.00478313,0,0,0,0.0141575,0.0139495,0.016899,0.00694341,0,0,0,0,0.0152647,0,0.0197895,0.00716612,0.0437552,0.022121,0.0198981,0,0,0.00558351,0.00490386,0.0219278,0.0336986,0.0261022,0.0567734,0.0109181,0.0110674,0.0027171,0.0166704,0,0.010405,0,0.0110661,0.00932045,0.0036404,0.0247227,0.0121667,0.00723867,0.00760445,0.00516713,0,0,0.0119628,0,0.0108161,0.0051772,0.0628553,0.0208589,0.024156,0.00766749,0.00574623,0.00442593,0.00522492,0.045613,0.00555982,0.0114036,0.0141397,0.0184587,0.00619821,0.0186147,0.0332176,0.00794326,0.00557385,0.00277013,0.00393433,0.00514764,0,0,0,0,0,0
79,0.00548175,0.0050161,0,0,0,0.00773148,0.0139638,0.0141166,0.00663642,0,0,0,0,0.0151446,0,0.0197773,0.00710069,0.044313,0.0195445,0.0199291,0,0,0.00537378,0.00475825,0.0201296,0.0311984,0.0230536,0.055396,0.009536,0.0119727,0.0032613,0.0158529,0,0.00417479,0,0.0109477,0.00935162,0.00370792,0.0251622,0.0121507,0.007064,0.00722714,0.00532919,0,0,0.0123362,0,0.0107986,0.00506976,0.0628076,0.0209697,0.0239142,0.00800277,0.00574962,0.00467451,0.0054459,0.0454514,0.00574005,0.0117719,0.0143155,0.0185288,0.0062177,0.0188908,0.0336615,0.00779621,0.00599344,0.00281087,0.0042802,0.0052836,0,0,0,0,0,0
80,0.00549958,0.00510826,0,0,0,0.00309886,0.0140353,0.0114125,0.00622235,0,0,0,0,0.015083,0,0.0199167,0.00702529,0.0446515,0.0160846,0.0199844,0,0,0.00463629,0.00468242,0.0175394,0.0276031,0.0191641,0.0540318,0.00832753,0.0123953,0.00408007,0.0152388,0,0.00513113,0,0.0108991,0.00943914,0.00377107,0.0258153,0.0121971,0.00689627,0.00684851,0.00534013,0,0,0.0127348,0,0.0107763,0.00500418,0.0627798,0.0207277,0.0235711,0.00820553,0.00545925,0.00472163,0.00562638,0.0452873,0.00589113,0.0119551,0.0142151,0.0186028,0.00624606,0.0187699,0.0345358,0.00732424,0.00669365,0.00283933,0.00457921,0.00534508,0,0,0,0,0,0
81,0.00614279,0.00589347,0,0,0,0.00575897,0.0141041,0.00965029,0.00561094,0,0,0,0,0.0155753,0,0.0200395,0.00733668,0.0447714,0.012152,0.0199699,0,0,0.00396057,0.00459163,0.0138069,0.0221435,0.0142197,0.0528638,0.00680112,0.0119688,0.0045375,0.0148898,0,0.00958275,0,0.0108532,0.00947661,0.00390607,0.026329,0.0121947,0.00668982,0.00644602,0.00569254,0,0,0.0147955,0,0.0107851,0.00626448,0.062803,0.0203307,0.0232031,0.00835962,0.00499514,0.00608891,0.00584276,0.0450783,0.00605623,0.012127,0.0140364,0.0186529,0.00616333,0.018518,0.0353059,0.00984304,0.00529925,0.00269649,0.0057185,0.00536891,0,0,0,0,0,0
82,0.00614883,0.00602305,0,0,0,0.0101421,0.0141852,0.00981093,0.00496277,0,0,0,0,0.0157144,0,0.0200646,0.00732707,0.0447067,0.00966032,0.0199994,0,0,0.00373592,0.00455213,0.00931076,0.0156009,0.00883416,0.0519263,0.00545673,0.0116566,0.00505769,0.0144499,0,0.0133418,0,0.010451,0.00948971,0.00394194,0.0268017,0.012261,0.00678085,0.00609216,0.00566754,0,0,0.0153311,0,0.0108081,0.00644981,0.0627556,0.0195984,0.0229083,0.0083133,0.00442577,0.00636423,0.0059324,0.0448428,0.00610204,0.0120892,0.0135792,0.0189009,0.00566054,0.0178804,0.0360532,0.0099512,0.00535228,0.00278837,0.00630463,0.00536648,0,0,0,0,0,0
83,0.0059959,0.00610404,0,0,0,0.013721,0.0142456,0.0118718,0.00471994,0,0,0,0,0.0156624,0,0.0200332,0.00716531,0.044499,0.0114227,0.0201253,0,0,0.00385582,0.00445905,0.0043476,0.00839916,0.0034516,0.0514879,0.00495932,0.0116505,0.00591969,0.0140443,0,0.0160168,0,0.0105679,0.00946911,0.00398603,0.0271636,0.012318,0.00673194,0.00576451,0.00550488,0,0,0.0158984,0,0.0107884,0.0066931,0.0626931,0.018784,0.0225722,0.00828462,0.00382247,0.00653725,0.00599265,0.0445561,0.00617353,0.01203,0.0131395,0.0192053,0.00523029,0.0173155,0.0366576,0.00990621,0.0054854,0.00293339,0.00680199,0.00536136,0,0,0,0,0,0
84,0.00577915,0.00624466,0,0,0,0.0169661,0.0143868,0.0152035,0.00483229,0,0,0,0,0.0152477,0,0.0200032,0.0066201,0.04436,0.0161993,0.0204688,0,0,0.00350048,0.00424338,0.00266675,0.00237449,0.00353833,0.0515098,0.00585764,0.012161,0.00713005,0.0140908,0,0.0184672,0,0.0104714,0.00943341,0.00390565,0.0273466,0.0123905,0.0064458,0.00557619,0.00531218,0,0,0.016543,0,0.0107529,0.00697922,0.0627237,0.0180628,0.0221672,0.00837059,0.0034067,0.00670905,0.00622442,0.0442522,0.00638844,0.0121076,0.01289,0.0194604,0.00505867,0.0169814,0.037021,0.00972527,0.00571524,0.00305192,0.00727936,0.00577876,0,0,0,0,0,0
85,0.00560501,0.00650948,0,0,0,0.0187986,0.0145751,0.0188678,0.00557667,0,0,0,0,0.0148295,0,0.0200198,0.00629383,0.0443354,0.022494,0.0209982,0,0,0.00286466,0.00405409,0.00776251,0.00700036,0.00917955,0.0521061,0.00779824,0.0133147,0.00856434,0.0144349,0,0.0196669,0,0.0102775,0.00942468,0.00383907,0.0278427,0.012501,0.00635373,0.00533625,0.00527074,0,0,0.0176318,0,0.0107408,0.00758885,0.0627871,0.0173635,0.0216466,0.00839639,0.00303301,0.00707956,0.0065603,0.0438676,0.00666048,0.0122108,0.0125637,0.0197201,0.00479062,0.0165208,0.0375867,0.010005,0.00564771,0.00311555,0.00784022,0.00611967,0,0,0,0,0,0
86,0.00541989,0.00678405,0,0,0,0.020901,0.014815,0.0229003,0.00654312,0,0,0,0,0.0143349,0,0.019997,0.00608293,0.0444305,0.0293545,0.0216803,0,0,0.00275282,0.00389479,0.0136432,0.0142563,0.0146798,0.0531228,0.010007,0.0148376,0.0102608,0.0147204,0,0.0213728,0,0.00979687,0.00941485,0.00379288,0.0286788,0.0126106,0.00658042,0.00523729,0.00532523,0,0,0.0185928,0,0.0107214,0.00817466,0.062826,0.0168226,0.0211124,0.00831725,0.00280724,0.00738563,0.00691484,0.0434364,0.00690071,0.0123115,0.0120892,0.0200504,0.00430849,0.0158739,0.0384721,0.0102389,0.00559376,0.00312743,0.00830515,0.0062052,0,0,0,0,0,0
87,0.00482736,0.00651932,0,0,0,0.0315801,0.0150306,0.0336649,0.00733239,0,0,0,0,0.0137656,0,0.0198927,0.0059411,0.0446178,0.0413869,0.0223444,0,0,0.00277118,0.00375921,0.0190786,0.0199674,0.0197967,0.0543437,0.0135597,0.0182153,0.0166904,0.0138911,0,0.035831,0,0.00890071,0.00933707,0.00372724,0.0291936,0.0127355,0.00611471,0.00534408,0.00500083,0,0,0.0185586,0,0.0107248,0.00812045,0.0628249,0.016743,0.0206514,0.00834175,0.00266515,0.00686234,0.00739868,0.0430318,0.00722445,0.012661,0.0120163,0.0201759,0.00433451,0.015828,0.0392644,0.00900636,0.00671111,0.00322288,0.00828076,0.00595855,0,0,0,0,0,0
88,0.00542522,0.00690889,0,0,0,0.0442243,0.0149205,0.0436929,0.00767532,0,0,0,0,0.0136479,0,0.0201474,0.00680254,0.0445954,0.0529432,0.0227646,0,0,0.00280861,0.00377363,0.0237126,0.0245978,0.023606,0.055487,0.015864,0.020984,0.0223054,0.0155077,0,0.048804,0,0.00882235,0.00959741,0.00399453,0.0294972,0.0127506,0.00495907,0.00564714,0.00543009,0,0,0.0201143,0,0.0106739,0.00948023,0.0627414,0.0174253,0.020361,0.00850939,0.00265163,0.00761333,0.00794458,0.042763,0.00762284,0.0132931,0.01231,0.0202109,0.00492484,0.0164856,0.0399847,0.0109948,0.00498827,0.00320278,0.00877709,0.00600982,0,0,0,0,0,0
89,0.00559877,0.00706033,0,0,0,0.0541558,0.0151063,0.0512592,0.00775262,0,0,0,0,0.0129118,0,0.0200975,0.00664706,0.0445447,0.0615653,0.0229223,0,0,0.00275714,0.00357821,0.0266528,0.0275171,0.0257066,0.056179,0.016543,0.0224373,0.0258632,0.0170855,0,0.0589816,0,0.00861861,0.00960248,0.00397232,0.0294614,0.0127461,0.00436372,0.00611478,0.00557104,0,0,0.0202983,0,0.0106818,0.0096201,0.0626885,0.0184678,0.0201753,0.00853634,0.0026094,0.0076249,0.00836704,0.0425983,0.00778826,0.0136982,0.0126375,0.020063,0.00551933,0.0171901,0.0402881,0.0110039,0.00487108,0.00313163,0.00891146,0.00601792,0,0,0,0,0,0
90,0.00568269,0.00721713,0,0,0,0.0595586,0.0152342,0.0546453,0.00747475,0,0,0,0,0.0123528,0,0.0200487,0.00658592,0.0448171,0.06543,0.0228307,0,0,0.00297628,0.00337106,0.0277479,0.028674,0.0264068,0.0561964,0.0158889,0.0223948,0.026752,0.0175887,0,0.0642068,0,0.00869972,0.00960048,0.00410239,0.028975,0.0126796,0.00405926,0.00656003,0.00570726,0,0,0.0203795,0,0.0106782,0.0095735,0.0627527,0.0197769,0.0200749,0.00849633,0.00265329,0.00767591,0.00872881,0.0425865,0.00779141,0.0141388,0.0130644,0.0197291,0.00625173,0.0180367,0.0401518,0.0108829,0.00476504,0.00292798,0.00897541,0.0059486,0,0,0,0,0,0
91,0.00549839,0.00739061,0,0,0,0.0590103,0.0155094,0.0533926,0.00703461,0,0,0,0,0.0123362,0,0.0196641,0.00666214,0.0452949,0.0643217,0.0226353,0,0,0.00350162,0.00316507,0.0274253,0.0286422,0.0258671,0.0554351,0.0148444,0.0213492,0.0252985,0.0171231,0,0.0640523,0,0.00835462,0.00918885,0.00408975,0.028179,0.0125253,0.00447306,0.00694633,0.00587726,0,0,0.0199764,0,0.010716,0.00897694,0.0627429,0.0204207,0.0200507,0.00823338,0.00263476,0.00772393,0.0088686,0.0427157,0.00751776,0.0142294,0.01313,0.0194777,0.00660995,0.0183316,0.0395822,0.0101137,0.00512552,0.00265013,0.00916057,0.00571158,0,0,0,0,0,0
92,0.00542228,0.00743362,0,0,0,0.0529769,0.0154352,0.0479642,0.00619519,0,0,0,0,0.0123923,0,0.0195313,0.00722491,0.0456807,0.0575073,0.0222475,0,0,0.00366673,0.00309365,0.0262467,0.0277338,0.0243746,0.0540798,0.0137285,0.0195729,0.0219559,0.0160259,0,0.0577032,0,0.00803018,0.00912973,0.00419319,0.0273951,0.0123926,0.00493459,0.00718901,0.00601095,0,0,0.0197136,0,0.0107336,0.00861012,0.062626,0.0210657,0.0200135,0.0077901,0.00257202,0.00770461,0.00878497,0.0429979,0.00709259,0.014174,0.0131727,0.0192621,0.00698484,0.0185816,0.0392655,0.00978265,0.00520302,0.00239881,0.00909685,0.00545454,0,0,0,0,0,0
93,0.00534246,0.00719317,0,0,0,0.043387,0.0153628,0.0396756,0.00539186,0,0,0,0,0.0125873,0,0.0195566,0.00747169,0.0458139,0.0469139,0.0217695,0,0,0.00355741,0.00322132,0.0246414,0.0263547,0.0220428,0.0525259,0.012515,0.0175069,0.0176397,0.0150022,0,0.0470064,0,0.00826429,0.00925576,0.00425288,0.0264038,0.0122881,0.00539522,0.00721085,0.00595969,0,0,0.019374,0,0.0107561,0.00829541,0.0624409,0.0215581,0.02011,0.00724186,0.00239028,0.00743019,0.00852098,0.0432899,0.00664916,0.0138519,0.0131824,0.0189058,0.00738542,0.0185933,0.0387377,0.00948235,0.00538499,0.00220845,0.00868758,0.00510237,0,0,0,0,0,0
94,0.00530214,0.00677997,0,0,0,0.0324872,0.0152963,0.0298733,0.00461019,0,0,0,0,0.0127501,0,0.0196146,0.00724726,0.0457842,0.0355813,0.0213203,0,0,0.00339421,0.0035382,0.0229328,0.0246681,0.0192941,0.051213,0.0111707,0.0154685,0.0130533,0.01457,0,0.0346793,0,0.00824461,0.00939307,0.0042196,0.0253459,0.0122289,0.00588441,0.00709361,0.00576464,0,0,0.0191613,0,0.0107658,0.00807631,0.0622417,0.0219118,0.0203775,0.00657859,0.00222926,0.00688524,0.00815897,0.0435674,0.00621537,0.0133255,0.0130808,0.0183804,0.00784174,0.0184149,0.0381758,0.00925882,0.00558086,0.00212623,0.00806286,0.00476877,0,0,0,0,0,0
95,0.00502366,0.00611962,0,0,0,0.0234867,0.0154621,0.0218976,0.00353315,0,0,0,0,0.0121378,0,0.0197092,0.00650894,0.0455553,0.0273165,0.0207807,0,0,0.00307079,0.00363025,0.021156,0.0226616,0.0163695,0.0504592,0.00960465,0.0141828,0.00975849,0.0149672,0,0.026023,0,0.00846669,0.00928323,0.00405915,0.0244999,0.0122405,0.00640595,0.00708633,0.00522768,0,0,0.0175826,0,0.0107428,0.00685555,0.0620551,0.0225657,0.0206014,0.00584992,0.00236056,0.00557035,0.00757841,0.0440034,0.00571159,0.0126488,0.0129279,0.017789,0.00844388,0.0182828,0.0378694,0.00740942,0.00723718,0.00228005,0.00698114,0.00446822,0,0,0,0,0,0
96,0.00573383,0.00631949,0,0,0,0.0209831,0.0154161,0.0185845,0.00275258,0,0,0,0,0.0122538,0,0.0199362,0.00638692,0.045396,0.0229457,0.0203034,0,0,0.00288234,0.00387137,0.019091,0.0201769,0.0139394,0.0499619,0.00792827,0.0136627,0.00889712,0.0145248,0,0.0238662,0,0.00900741,0.00940216,0.00411427,0.0236311,0.0120018,0.00701606,0.00677633,0.00595873,0,0,0.0185416,0,0.0106728,0.00780625,0.0619364,0.0224587,0.0206229,0.00466295,0.00227505,0.00590361,0.00669478,0.0442811,0.00511764,0.0112515,0.0123215,0.0172648,0.00854739,0.0174041,0.0376141,0.00981555,0.0052986,0.00220731,0.00671504,0.00482745,0,0,0,0,0,0
97,0.00574099,0.00565614,0,0,0,0.0196656,0.0153107,0.0163918,0.00227059,0,0,0,0,0.0124954,0,0.019963,0.00635136,0.0451997,0.0197698,0.0197829,0,0,0.00282945,0.00423723,0.0171194,0.0182304,0.0126195,0.0492414,0.00635696,0.0129701,0.00803007,0.012978,0,0.0221903,0,0.00920409,0.0094438,0.00409997,0.0222525,0.0118679,0.00800092,0.00639578,0.00592334,0,0,0.017595,0,0.0106992,0.00712722,0.0618897,0.0223249,0.0205312,0.00317706,0.00217906,0.004744,0.00568844,0.0445875,0.00453143,0.00937123,0.0115408,0.016757,0.00863068,0.0162985,0.0367753,0.00967181,0.00565351,0.00227484,0.00545577,0.00503188,0,0,0,0,0,0
98,0.00550368,0.0049171,0,0,0,0.0186308,0.0151633,0.0138719,0.0023065,0,0,0,0,0.0129831,0,0.0198446,0.00649892,0.0450309,0.0182548,0.0191889,0,0,0.00296467,0.00454869,0.0153196,0.0168227,0.0124363,0.0482647,0.00594138,0.0125727,0.00725037,0.0108089,0,0.0205505,0,0.00909103,0.00948961,0.00417519,0.020248,0.0116635,0.0094405,0.00613714,0.00590586,0,0,0.0163712,0,0.0107267,0.00617917,0.0618671,0.0221629,0.0205001,0.00156608,0.00200775,0.00353224,0.00466212,0.0450485,0.00405436,0.00702675,0.0104884,0.0164183,0.00864513,0.0149242,0.0350679,0.00955814,0.00587937,0.00230483,0.00405269,0.00515738,0,0,0,0,0,0
99,0.00537814,0.00470957,0,0,0,0.0177228,0.0149147,0.0121716,0.00281655,0,0,0,0,0.0135558,0,0.0197108,0.00684306,0.0449528,0.0188148,0.0188368,0,0,0.00289907,0.00471423,0.0136904,0.015589,0.0124741,0.0474795,0.00707853,0.0134189,0.00742461,0.00871289,0,0.018862,0,0.00903947,0.00949508,0.00423245,0.0180696,0.0113702,0.0111025,0.00626184,0.00654299,0,0,0.0156059,0,0.0107979,0.00544703,0.0616767,0.0212708,0.0206638,0.000760739,0.00215915,0.0035428,0.00391408,0.0456061,0.00389175,0.00448458,0.0091371,0.0162847,0.00850101,0.0129249,0.0327076,0.00962293,0.0063113,0.00227352,0.00336007,0.00532276,0,0,0,0,0,0
100,0.00359589,0.00363157,0,0,0,0.0167953,0.0146942,0.0118332,0.00316178,0,0,0,0,0.0134225,0,0.0195795,0.00687829,0.0452685,0.019534,0.0188305,0,0,0.0030366,0.00473518,0.0120888,0.0137363,0.0119696,0.0473409,0.00819233,0.0146855,0.0077004,0.00748294,0,0.0174692,0,0.00903446,0.00948673,0.00420228,0.0160558,0.0111366,0.012442,0.00580097,0.00537177,0,0,0.0143438,0,0.010847,0.00453808,0.0615722,0.0192206,0.0208554,0.00142712,0.00217885,0.00273704,0.00380555,0.0462022,0.00403922,0.00264986,0.0073016,0.0162416,0.00778516,0.00986096,0.0306549,0.00926615,0.00701008,0.00247323,0.00256678,0.00420449,0,0,0,0,0,0
101,0.00273343,0.00317828,0,0,0,0.0157806,0.0146135,0.0120601,0.00327811,0,0,0,0,0.0131934,0,0.0196219,0.00693635,0.0458153,0.0197107,0.0191238,0,0,0.00279992,0.00483574,0.0103808,0.0112339,0.0105019,0.0475823,0.00868175,0.0153385,0.0076156,0.007167,0,0.0160581,0,0.00915874,0.00952901,0.00416442,0.0146417,0.0109184,0.0138611,0.00492993,0.00477424,0,0,0.0132931,0,0.0109429,0.00404292,0.0614818,0.0166919,0.0211338,0.00198189,0.00237645,0.00267928,0.00427406,0.0468275,0.00435498,0.00300985,0.0059855,0.0161399,0.0068929,0.00682278,0.029009,0.00845975,0.00771273,0.00266611,0.00251084,0.0033368,0,0,0,0,0,0
102,0.00243446,0.00319963,0,0,0,0.0154236,0.0147176,0.0122272,0.00291144,0,0,0,0,0.0128426,0,0.0197151,0.00674692,0.0462265,0.0187578,0.0194758,0,0,0.00262305,0.00507895,0.00756334,0.0075019,0.00853111,0.0476999,0.0083953,0.015338,0.00725265,0.00763276,0,0.0159806,0,0.00858697,0.0095733,0.00399912,0.013548,0.0107486,0.0154603,0.00367312,0.00433338,0,0,0.0118115,0,0.0110238,0.0034664,0.0614632,0.0143461,0.0214346,0.00239059,0.00250348,0.00266651,0.00489437,0.0475546,0.00482575,0.00441959,0.0060277,0.0158504,0.00606358,0.0057998,0.0274414,0.00719528,0.00841417,0.00281921,0.00280854,0.00278613,0,0,0,0,0,0
103,0.00246582,0.00341963,0,0,0,0.0147895,0.0148069,0.0119292,0.00223602,0,0,0,0,0.0123327,0,0.0197987,0.00629668,0.0463162,0.0174355,0.0195683,0,0,0.00264398,0.00530798,0.00404903,0.00371655,0.00622687,0.0474913,0.00798756,0.0152312,0.00697089,0.00854467,0,0.0154749,0,0.00889589,0.00958857,0.00365364,0.012968,0.0106771,0.0170458,0.00248415,0.00417153,0,0,0.0101682,0,0.0110721,0.00280993,0.0614944,0.012601,0.0217272,0.00283881,0.00258495,0.00243943,0.00537642,0.0483057,0.00537556,0.00566461,0.00691068,0.0154691,0.00549056,0.00729986,0.0253478,0.00579086,0.00912646,0.00280957,0.00292162,0.00274254,0,0,0,0,0,0
104,0.00278203,0.00348447,0,0,0,0.0131731,0.0146955,0.0105609,0.00149633,0,0,0,0,0.0117632,0,0.0198912,0.0059413,0.0463677,0.0155685,0.0195064,0,0,0.00290136,0.00532474,0.00252924,0.00435652,0.00426632,0.0469804,0.00776338,0.0153281,0.00702308,0.00972275,0,0.0142646,0,0.0088264,0.00963355,0.00342533,0.0111184,0.0106692,0.0178845,0.00228673,0.00453597,0,0,0.0107227,0,0.0110885,0.00372844,0.061394,0.0112612,0.022124,0.00345505,0.00287303,0.00188097,0.00569837,0.0491192,0.00589637,0.00664625,0.00790835,0.0153485,0.0050884,0.00912258,0.0235458,0.00660007,0.00802329,0.00258792,0.00256199,0.00324179,0,0,0,0,0,0
105,0.00266254,0.00331726,0,0,0,0.0114729,0.0145195,0.008925,0.00109301,0,0,0,0,0.0112071,0,0.0198017,0.00558095,0.0464198,0.0139043,0.0193374,0,0,0.00297535,0.00509632,0.00379991,0.00671528,0.00330134,0.0466269,0.00755871,0.0154165,0.00715119,0.0104409,0,0.0124524,0,0.00844817,0.00963838,0.00329032,0.00979269,0.0108263,0.0180975,0.00308485,0.00438205,0,0,0.00934703,0,0.0110757,0.00336316,0.0611373,0.0107188,0.022496,0.00408256,0.00323792,0.00143283,0.00591145,0.0499206,0.00622943,0.00735138,0.00851686,0.0156261,0.00470351,0.0101983,0.0211213,0.00615834,0.00779262,0.00245959,0.00213246,0.00339074,0,0,0,0,0,0
106,0.00232832,0.00303639,0,0,0,0.0102212,0.0143825,0.00781109,0.00115084,0,0,0,0,0.0107138,0,0.0198038,0.00555122,0.0464792,0.0126489,0.0190554,0,0,0.0029006,0.00471588,0.00440849,0.0076793,0.00292372,0.0466032,0.00737445,0.0153649,0.00699972,0.0106014,0,0.0111041,0,0.00801184,0.00970295,0.00342555,0.00780712,0.0111197,0.0177417,0.00398857,0.00409088,0,0,0.00763971,0,0.0110581,0.00301642,0.0607373,0.0112733,0.0227538,0.00473049,0.00355971,0.00115763,0.0062804,0.0507251,0.00639619,0.00803396,0.00871752,0.0161273,0.00434571,0.0104837,0.0186922,0.00567894,0.00739575,0.00248613,0.00192077,0.00334705,0,0,0,0,0,0
107,0.00201235,0.00276319,0,0,0,0.0093945,0.0142815,0.00693263,0.00142488,0,0,0,0,0.0102428,0,0.0196484,0.005593,0.0464417,0.0116887,0.0186842,0,0,0.00262905,0.00427962,0.00440225,0.00775944,0.00257185,0.0467536,0.0071613,0.015133,0.00640246,0.0105545,0,0.0101996,0,0.00738654,0.00965013,0.00354112,0.00598582,0.0114838,0.0169616,0.0045973,0.00375272,0,0,0.00600796,0,0.0110308,0.00284045,0.0603611,0.0133233,0.0229362,0.00535605,0.00383065,0.00113759,0.00689839,0.0514672,0.00659581,0.00878186,0.0085282,0.0166484,0.00410981,0.0101675,0.0157261,0.0050682,0.00690444,0.0025785,0.00198835,0.00309572,0,0,0,0,0,0
108,0.00206657,0.00259916,0,0,0,0.00858053,0.0142329,0.00606707,0.00180789,0,0,0,0,0.00973382,0,0.0194501,0.00546907,0.0462265,0.010849,0.0183783,0,0,0.00227056,0.00399689,0.00441303,0.00825026,0.00237039,0.0469367,0.00685607,0.0146346,0.00548427,0.010739,0,0.00949756,0,0.00676432,0.00951118,0.00336005,0.00573232,0.011888,0.0160277,0.00502021,0.00345731,0,0,0.00462942,0,0.0109919,0.00292101,0.0600553,0.0159596,0.0230423,0.00578575,0.00398835,0.00122624,0.00768334,0.0520609,0.00687465,0.00980666,0.00817339,0.0171828,0.00403969,0.00960273,0.0123267,0.00405246,0.00642678,0.00272145,0.0020235,0.00272875,0,0,0,0,0,0
109,0.00385922,0.00346841,0,0,0,0.00860518,0.0142341,0.0054759,0.0022106,0,0,0,0,0.00953007,0,0.0195248,0.0052628,0.0458849,0.0103575,0.0181431,0,0,0.00190408,0.00433236,0.00458904,0.00891458,0.00245344,0.0471625,0.00645422,0.0138626,0.00451385,0.0109873,0,0.0080831,0,0.0064784,0.00954382,0.00290942,0.00927034,0.0121751,0.0156484,0.00549207,0.00523847,0,0,0.00729624,0,0.0110437,0.00452827,0.0599095,0.0178585,0.0231609,0.00606572,0.00407403,0.00248978,0.00857649,0.0523579,0.00712586,0.0111011,0.00783857,0.0178241,0.00385196,0.00913544,0.00884826,0.00717206,0.00377387,0.00269899,0.00245265,0.00392531,0,0,0,0,0,0
