Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LBR
126,0.010643,0.00829078,0,0,0,0.048795,0.0176319,0.0119936,0.0266232,0,0,0,0.0178887,0,0.018518,0.00781387,0.0421828,0.017065,0.0271327,0.0195095,0,0,0.0365645,0.0105113,0.0182962,0.0245385,0.0160484,0.0557684,0.0179986,0.0255865,0.0152829,0.0149383,0,0.0658352,0,0.0146773,0.0088752,0.00464682,0.0168083,0.0179769,0.00572346,0.0313132,0.0148172,0,0,0.00426319,0,0.0115666,0.00490152,0.0515288,0.0177635,0.023998,0.00759797,0.0323719,0.00360968,0.012912,0.0587142,0.0121664,0.0160436,0.00569528,0.0159681,0.00319851,0.00796068,0.0164852,0.00337101,0.0135421,0.00711733,0.0148637,0,0,0,0.015812,0
127,0.0108853,0.00830651,0,0,0,0.0485739,0.0175279,0.0117516,0.0262481,0,0,0,0.0179146,0,0.0185695,0.00774764,0.0424319,0.0167763,0.026884,0.0196098,0,0,0.0367419,0.0103792,0.017672,0.0244719,0.0158449,0.0554951,0.0179872,0.0254938,0.0153436,0.0148817,0,0.0655738,0,0.0149314,0.00891349,0.00464737,0.0184183,0.0178072,0.00489905,0.0316649,0.0146524,0,0,0.00403752,0,0.0114334,0.00443464,0.0511316,0.0173195,0.0242562,0.00730793,0.0325451,0.00358127,0.0139882,0.0591588,0.0126207,0.0178117,0.00641337,0.0165408,0.00291835,0.00889159,0.0197578,0.00320414,0.0142662,0.00710463,0.0148855,0,0,0,0.0157004,0
128,0.0110999,0.0083421,0,0,0,0.0477471,0.0174504,0.011134,0.0261012,0,0,0,0.0178141,0,0.0187853,0.00792325,0.0426288,0.0164153,0.0266252,0.01959,0,0,0.0367282,0.0103204,0.0170672,0.0241592,0.0157486,0.0554216,0.0177802,0.0251508,0.0153313,0.0149056,0,0.0645991,0,0.0150563,0.00902048,0.00476062,0.0202038,0.0175798,0.00439658,0.0319662,0.0145009,0,0,0.0038492,0,0.0112476,0.00418185,0.0508818,0.0168504,0.0245099,0.00690235,0.0326248,0.00364711,0.0148303,0.0596725,0.0129927,0.0192552,0.00764704,0.0170814,0.00290785,0.0103529,0.0233774,0.00347656,0.0151137,0.00712217,0.0153393,0,0,0,0.0154802,0
129,0.0112873,0.00833395,0,0,0,0.04654,0.017476,0.0103131,0.0261498,0,0,0,0.0179289,0,0.0191093,0.00838327,0.0426854,0.0161253,0.026436,0.0193942,0,0,0.0365229,0.0101412,0.0165366,0.0237431,0.0157147,0.0554277,0.0174549,0.0246516,0.015289,0.0149887,0,0.0631797,0,0.0151468,0.00917329,0.00494009,0.0223437,0.0173218,0.00400252,0.0322905,0.0144086,0,0,0.00366787,0,0.0110596,0.00413526,0.0504966,0.0168681,0.0247738,0.00649659,0.032664,0.00376783,0.015286,0.059997,0.0132146,0.0202615,0.00923206,0.0175574,0.00322844,0.0123077,0.0272991,0.00384261,0.0159054,0.00718792,0.0155876,0,0,0,0.0153646,0
130,0.011618,0.00833985,0,0,0,0.0452735,0.0174923,0.00963053,0.02628,0,0,0,0.0181454,0,0.0192304,0.00876968,0.0426413,0.0160434,0.0263135,0.0190912,0,0,0.03605,0.0099718,0.0161496,0.0233505,0.0157457,0.0554003,0.0172558,0.0241401,0.0152286,0.0151769,0,0.0616885,0,0.0150611,0.00923957,0.00486753,0.0247598,0.0170804,0.00358861,0.03263,0.0143385,0,0,0.00382698,0,0.0109013,0.00416544,0.0503051,0.0171717,0.0249021,0.00616355,0.0327227,0.00382762,0.015467,0.0601753,0.0133289,0.0209518,0.010938,0.0178921,0.0037475,0.0144973,0.0312322,0.00403311,0.0166592,0.0072388,0.0156157,0,0,0,0.0151655,0
131,0.0120044,0.00839728,0,0,0,0.0440735,0.01749,0.00925534,0.0265171,0,0,0,0.0181926,0,0.0191104,0.00863468,0.042629,0.0161721,0.0261239,0.0189169,0,0,0.0355396,0.00978988,0.0159785,0.022959,0.0160301,0.0552607,0.0172738,0.0238645,0.0152349,0.0154435,0,0.0602,0,0.0147735,0.00921114,0.00445409,0.027398,0.0168647,0.00322607,0.0329728,0.0143888,0,0,0.00427126,0,0.0107751,0.00421164,0.050424,0.0175962,0.024733,0.00589151,0.0330168,0.00379619,0.0154937,0.0602202,0.0134382,0.0213177,0.0124258,0.0181091,0.00431127,0.0165959,0.0350829,0.00406339,0.0173926,0.00720796,0.0157248,0,0,0,0.0150362,0
132,0.0122478,0.00845405,0,0,0,0.0429952,0.0175587,0.00928763,0.0267669,0,0,0,0.0179466,0,0.0191519,0.00825823,0.0426837,0.016526,0.0258208,0.0188058,0,0,0.0353194,0.00961636,0.0160625,0.0224637,0.0163934,0.0551592,0.0173689,0.0238198,0.0153012,0.01573,0,0.0589039,0,0.0144692,0.00923872,0.00402744,0.0300615,0.0167218,0.002961,0.033287,0.0146103,0,0,0.00483368,0,0.0107219,0.00422525,0.050764,0.0181876,0.0242459,0.00576395,0.0335526,0.00383278,0.0154305,0.0601474,0.0134666,0.0214253,0.0137497,0.018247,0.00482268,0.0185315,0.0387817,0.00414092,0.0179731,0.00716676,0.0159579,0,0,0,0.0150294,0
133,0.0122458,0.00848065,0,0,0,0.0420897,0.017628,0.00962385,0.0268412,0,0,0,0.0174643,0,0.0192587,0.0081285,0.0426896,0.0169065,0.0256503,0.0186908,0,0,0.0350805,0.00952503,0.0160646,0.0220917,0.0166189,0.0549817,0.0173336,0.0238359,0.0153978,0.0159741,0,0.0578043,0,0.0143359,0.00926354,0.00389427,0.03246,0.0166712,0.00284615,0.0333987,0.0147,0,0,0.00549239,0,0.0107485,0.00410893,0.0508915,0.0192626,0.0242547,0.00578338,0.0336593,0.00394713,0.0151607,0.0601068,0.0133868,0.0211599,0.0149993,0.0182365,0.00538997,0.0203682,0.0419535,0.00439926,0.0184107,0.00716485,0.0159331,0,0,0,0.0149173,0
134,0.0121749,0.00852983,0,0,0,0.0412596,0.0176347,0.0100392,0.026791,0,0,0,0.0168374,0,0.0192013,0.00814251,0.0426447,0.01719,0.0255586,0.0185925,0,0,0.0348841,0.00947652,0.0160635,0.0218496,0.0166605,0.0547826,0.0172591,0.0238229,0.0154321,0.0161902,0,0.0566483,0,0.0141836,0.00919976,0.00391188,0.0347802,0.0166303,0.00289419,0.033451,0.0147626,0,0,0.00624251,0,0.0107966,0.00393981,0.0509687,0.0206461,0.0244814,0.00591999,0.0336781,0.00411978,0.0146562,0.0599853,0.0132383,0.0205475,0.0161759,0.0181389,0.00604808,0.0219502,0.0452626,0.00486956,0.01875,0.00709282,0.0157168,0,0,0,0.0148075,0
135,0.0121281,0.00861762,0,0,0,0.040221,0.0176994,0.0103726,0.0265538,0,0,0,0.0163185,0,0.0190439,0.00803843,0.0425663,0.0173493,0.0254437,0.0184697,0,0,0.034832,0.00940602,0.0159996,0.0215926,0.0167255,0.054569,0.0172722,0.0238114,0.0154465,0.0163779,0,0.055174,0,0.0139235,0.00908667,0.00377635,0.0369696,0.016598,0.00322514,0.0335701,0.014883,0,0,0.00702878,0,0.0108564,0.00381946,0.0510765,0.0222604,0.0246304,0.00606779,0.0339325,0.00431754,0.0140287,0.0598248,0.0129901,0.0196422,0.0172426,0.0179906,0.00659933,0.0233202,0.0485274,0.00545334,0.0189834,0.00699416,0.015492,0,0,0,0.014676,0
136,0.0121291,0.00867533,0,0,0,0.0389365,0.017752,0.0105082,0.0262394,0,0,0,0.0161075,0,0.019002,0.00798496,0.0424372,0.0172156,0.0252916,0.0183185,0,0,0.0348564,0.00928508,0.0156302,0.0212453,0.0168006,0.0543116,0.0174104,0.0237867,0.0155591,0.016478,0,0.0532979,0,0.0137369,0.00905262,0.00360706,0.0388894,0.0165991,0.00376202,0.0337057,0.0150179,0,0,0.00766418,0,0.0109134,0.00383266,0.0511076,0.0240789,0.0247039,0.0061959,0.0344219,0.00459859,0.013366,0.0595377,0.0126838,0.0185127,0.0182354,0.0178127,0.00714774,0.0245924,0.0514975,0.00604694,0.0191291,0.00710913,0.0152941,0,0,0,0.0145385,0
137,0.0121738,0.00877691,0,0,0,0.0374143,0.0177829,0.0104772,0.0258992,0,0,0,0.0162423,0,0.0190275,0.00815178,0.0422507,0.0168804,0.0251219,0.0181884,0,0,0.0348472,0.0091648,0.0147863,0.0209999,0.0167438,0.0539946,0.0175561,0.0237202,0.0157657,0.0164661,0,0.0510685,0,0.0136061,0.00905514,0.00359437,0.0406411,0.0165836,0.00450185,0.0337845,0.0151335,0,0,0.00829033,0,0.0109648,0.00390638,0.0512185,0.0259272,0.0247587,0.00633842,0.0349509,0.00486817,0.0127703,0.0592262,0.0123779,0.0173815,0.0191592,0.0175816,0.00783163,0.0257223,0.0541778,0.00669099,0.019232,0.00718272,0.015154,0,0,0,0.0144816,0
138,0.0123593,0.00897744,0,0,0,0.0358521,0.0177103,0.0106087,0.0255489,0,0,0,0.0166214,0,0.0190181,0.00843392,0.0420465,0.0167913,0.0249222,0.0180776,0,0,0.034676,0.00918158,0.0138893,0.0208928,0.0164513,0.0537714,0.0176709,0.0236042,0.0160461,0.0164508,0,0.0488214,0,0.013745,0.00903878,0.00382575,0.042062,0.0164876,0.00544313,0.0338476,0.0152042,0,0,0.00899347,0,0.0109961,0.00407133,0.0514008,0.0277431,0.0247842,0.00648898,0.0354048,0.00495445,0.0122177,0.05894,0.0120312,0.0162457,0.0200078,0.0173053,0.00849636,0.0267339,0.0564526,0.00717669,0.0192945,0.00711893,0.0150907,0,0,0,0.0145845,0
139,0.012631,0.00929951,0,0,0,0.0341743,0.0175249,0.0106026,0.0251738,0,0,0,0.0170653,0,0.0189097,0.00866819,0.0419261,0.0163534,0.0246762,0.0179341,0,0,0.0348775,0.00935287,0.0132459,0.0208316,0.0161067,0.0535593,0.017694,0.0234502,0.016202,0.0163701,0,0.0464908,0,0.0140912,0.00899032,0.00417256,0.0431918,0.0162992,0.00659152,0.0338806,0.0152369,0,0,0.00980595,0,0.0110308,0.00419662,0.0516372,0.0295822,0.0247651,0.00669966,0.0356783,0.00486674,0.0117405,0.0586618,0.0116696,0.0151194,0.0207972,0.0169481,0.00911598,0.0277098,0.0582684,0.00757296,0.0193888,0.00697635,0.0151096,0,0,0,0.0147957,0
140,0.0129408,0.00964463,0,0,0,0.0326956,0.0173491,0.0106631,0.024809,0,0,0,0.0174243,0,0.0186986,0.00881394,0.0419123,0.0153285,0.0245699,0.0178293,0,0,0.0349501,0.00948282,0.012669,0.0207713,0.0159389,0.0532815,0.0177936,0.0233842,0.0164265,0.0165885,0,0.0444552,0,0.01427,0.00894953,0.00445487,0.0441277,0.0161005,0.00776387,0.0338668,0.0152059,0,0,0.0104534,0,0.0110712,0.00434609,0.051848,0.0313223,0.0248508,0.0070291,0.0357818,0.00462986,0.0112914,0.0583473,0.0112463,0.014008,0.0215199,0.0165462,0.00973544,0.0285069,0.059476,0.00784076,0.0193165,0.0069258,0.0151067,0,0,0,0.0149122,0
141,0.0132854,0.0100338,0,0,0,0.0312273,0.0172115,0.0107009,0.0244682,0,0,0,0.0176226,0,0.0185396,0.00883843,0.0418885,0.0139673,0.0244854,0.0177279,0,0,0.0349611,0.00961809,0.012071,0.0206678,0.0159407,0.0529593,0.0179474,0.0233205,0.0166278,0.016777,0,0.0424217,0,0.0143946,0.00894813,0.00465443,0.044604,0.0158799,0.00880613,0.0338152,0.0151493,0,0,0.0109528,0,0.0111155,0.00478927,0.0520306,0.0327175,0.0250883,0.00754451,0.0359248,0.00433236,0.010908,0.0580747,0.0108488,0.0129856,0.0220268,0.0161198,0.0103556,0.0290454,0.06007,0.00801704,0.0190415,0.00688525,0.0151423,0,0,0,0.0149569,0
142,0.0136412,0.0103961,0,0,0,0.0296168,0.0171529,0.0105843,0.0241131,0,0,0,0.017461,0,0.0185677,0.00867257,0.0417513,0.0146603,0.0243222,0.0176272,0,0,0.0351635,0.00973616,0.011435,0.020422,0.0159549,0.0525756,0.0180502,0.0232654,0.0166353,0.0168712,0,0.0400416,0,0.0143937,0.00898367,0.00453158,0.0446606,0.0156238,0.00975415,0.0337933,0.0150889,0,0,0.0114438,0,0.0111302,0.00528874,0.0521662,0.0337717,0.0251898,0.00815338,0.0361506,0.00403381,0.0106434,0.0578941,0.0106193,0.0121462,0.0222176,0.0156815,0.0109223,0.0292417,0.0602967,0.00813475,0.0187212,0.00678028,0.0153666,0,0,0,0.0150132,0
143,0.0141031,0.0107784,0,0,0,0.0280277,0.017051,0.0107231,0.0237704,0,0,0,0.0173464,0,0.018622,0.00861527,0.0415001,0.0152551,0.0240435,0.0174369,0,0,0.0355465,0.00991464,0.0108646,0.0199892,0.0157867,0.0521973,0.0181203,0.0231942,0.0164839,0.0168677,0,0.0375723,0,0.0143915,0.00903983,0.00458106,0.0443693,0.0153417,0.0106347,0.0338037,0.0150661,0,0,0.0119244,0,0.0111521,0.00584141,0.05224,0.0345911,0.0251953,0.00870733,0.0364147,0.00374254,0.0104203,0.0577988,0.0104781,0.0115212,0.022415,0.0152693,0.011462,0.0291661,0.0601489,0.00818825,0.0183594,0.00668953,0.015906,0,0,0,0.0150696,0
144,0.0145001,0.0111565,0,0,0,0.0264754,0.01687,0.0108042,0.0235118,0,0,0,0.0171262,0,0.0185304,0.00850317,0.0413484,0.0155466,0.0237962,0.0171748,0,0,0.0356819,0.0100443,0.0104613,0.0195518,0.0155903,0.0517942,0.0179867,0.0230419,0.0163491,0.0169339,0,0.0351682,0,0.0142904,0.00904032,0.00463176,0.0435461,0.0150338,0.0114717,0.0338918,0.0151344,0,0,0.012417,0,0.011182,0.00637129,0.0522894,0.0351111,0.0251902,0.00925025,0.0367396,0.00353578,0.0102513,0.0577926,0.010376,0.0111282,0.0224183,0.0149344,0.0119603,0.028927,0.0593665,0.00825113,0.0179008,0.00655043,0.0161895,0,0,0,0.0152131,0
145,0.0148146,0.0115252,0,0,0,0.0249884,0.0166407,0.010817,0.0232971,0,0,0,0.0170563,0,0.0183695,0.00840643,0.0413158,0.0156528,0.023753,0.0170534,0,0,0.035598,0.0101395,0.0100899,0.0191125,0.0153086,0.0514461,0.0178587,0.0228532,0.0161145,0.0170544,0,0.0329887,0,0.0143052,0.00903642,0.00477176,0.0423465,0.0147582,0.012228,0.03403,0.0152578,0,0,0.0128675,0,0.0112529,0.00703113,0.0522335,0.0354263,0.0252362,0.0096501,0.0370874,0.00345671,0.0101428,0.0578514,0.010427,0.0108267,0.022151,0.0146978,0.0122309,0.0284298,0.0580287,0.00828471,0.0176066,0.00650357,0.016282,0,0,0,0.0153871,0
146,0.0150054,0.0118528,0,0,0,0.0236951,0.0165132,0.0109583,0.0230804,0,0,0,0.0168642,0,0.0183279,0.00811102,0.0413541,0.0156763,0.023912,0.0171795,0,0,0.0357628,0.010202,0.00978339,0.0186706,0.0150603,0.0511017,0.0178487,0.022698,0.0159794,0.0171659,0,0.0310692,0,0.0142878,0.0090322,0.00453868,0.0408753,0.0144836,0.0125423,0.0341487,0.0153136,0,0,0.0133245,0,0.0112994,0.00751737,0.0521738,0.0350656,0.0252836,0.0101383,0.0374263,0.00356498,0.0101279,0.0579221,0.0105212,0.0106307,0.0214553,0.0145025,0.0121992,0.0275008,0.0561861,0.00832139,0.0174136,0.0065182,0.0162589,0,0,0,0.0155794,0
147,0.0152481,0.0122173,0,0,0,0.0225302,0.0164878,0.0111388,0.0228059,0,0,0,0.0168418,0,0.018402,0.00796698,0.0414736,0.0158496,0.0241641,0.0173081,0,0,0.0360951,0.010353,0.00969818,0.0184666,0.0150682,0.0507663,0.0178919,0.0225112,0.0159526,0.0171502,0,0.0293434,0,0.0144426,0.00907837,0.00445137,0.0389443,0.0142171,0.0126397,0.0342161,0.0152814,0,0,0.0137975,0,0.0113417,0.00792081,0.0521571,0.0340667,0.0253721,0.0103502,0.0377215,0.00381309,0.0101067,0.05801,0.0105706,0.0105672,0.0202972,0.0142522,0.0121341,0.0260587,0.0536002,0.00842929,0.0172281,0.0065263,0.016215,0,0,0,0.0158904,0
148,0.015597,0.0126264,0,0,0,0.0213848,0.0165042,0.011351,0.0225996,0,0,0,0.0170369,0,0.0184534,0.00799404,0.0415876,0.0160764,0.0241075,0.0173056,0,0,0.0362185,0.0105937,0.00970119,0.0184811,0.0150662,0.0504329,0.0179284,0.0223826,0.0159569,0.0170306,0,0.0276739,0,0.0147477,0.00915899,0.00467198,0.0367325,0.0139567,0.0125376,0.0342892,0.0153185,0,0,0.0141289,0,0.0113959,0.00825342,0.0521815,0.0322727,0.0254416,0.0104432,0.0379988,0.00411139,0.0100314,0.0580602,0.0104622,0.0104745,0.0187507,0.013888,0.0120926,0.0241882,0.050305,0.00851208,0.0171589,0.00640942,0.0162713,0,0,0,0.0164551,0
149,0.0159462,0.0130444,0,0,0,0.0202657,0.0164458,0.0114892,0.0224528,0,0,0,0.0171791,0,0.0184495,0.00796683,0.041674,0.0163175,0.02385,0.0172897,0,0,0.0364625,0.0108659,0.00979713,0.0186156,0.0151475,0.0499809,0.0179704,0.0222752,0.0159073,0.0169924,0,0.0259036,0,0.0149805,0.00920508,0.00481434,0.0336039,0.0136927,0.0123475,0.0343265,0.0154086,0,0,0.0145146,0,0.0114378,0.00852239,0.0520632,0.0306686,0.0254229,0.0105722,0.0382464,0.0045065,0.00997957,0.0581618,0.0103235,0.0104637,0.0173684,0.0136757,0.0118416,0.0224249,0.0461716,0.00861195,0.0170175,0.00608166,0.0164258,0,0,0,0.0172283,0
150,0.0161747,0.0133356,0,0,0,0.0191766,0.016401,0.0115965,0.0223544,0,0,0,0.0172993,0,0.0184245,0.00791157,0.0417722,0.0165222,0.0236027,0.0173748,0,0,0.03691,0.0110922,0.00986373,0.0188296,0.0153786,0.0495687,0.0179553,0.0220908,0.0157873,0.0169259,0,0.0241252,0,0.0152324,0.00920558,0.00484716,0.0300227,0.0134923,0.0124702,0.0344059,0.015451,0,0,0.0147645,0,0.0114912,0.008774,0.0518079,0.0290948,0.0253914,0.010567,0.0385255,0.00491083,0.00995891,0.0582865,0.0102163,0.0105813,0.0158461,0.0136183,0.0113718,0.0206033,0.0414817,0.00862742,0.0168116,0.00601034,0.016626,0,0,0,0.0178698,0
151,0.0162134,0.0135406,0,0,0,0.0182285,0.0164444,0.0117483,0.0221917,0,0,0,0.0172561,0,0.0184112,0.00778949,0.0418895,0.0166822,0.0235931,0.0175523,0,0,0.0373893,0.0112691,0.0099299,0.0190341,0.0153588,0.04915,0.0178744,0.0218632,0.015713,0.0168564,0,0.0226054,0,0.0154269,0.00915824,0.00465447,0.0261421,0.0133448,0.0126618,0.0345222,0.0153869,0,0,0.0150127,0,0.011535,0.0089393,0.0514844,0.0274701,0.0253948,0.0103364,0.0387715,0.00539974,0.00995801,0.0583775,0.00999524,0.0106985,0.0139747,0.0136025,0.0106945,0.0184731,0.0363792,0.00866888,0.0166247,0.0059379,0.016734,0,0,0,0.0182667,0
152,0.0161324,0.0138347,0,0,0,0.0174794,0.0165541,0.0119854,0.0219418,0,0,0,0.0170528,0,0.0184684,0.00758524,0.0420729,0.0169957,0.0238651,0.017756,0,0,0.0378428,0.01142,0.0100424,0.0192063,0.015105,0.0486839,0.0177251,0.0215469,0.0156179,0.0167702,0,0.02169,0,0.015617,0.00909711,0.00424838,0.0221441,0.0131827,0.0128459,0.034655,0.0152078,0,0,0.0153143,0,0.0115443,0.00899753,0.0511343,0.0261646,0.0255038,0.0100497,0.0389234,0.00596306,0.00993424,0.0583697,0.0099236,0.0106123,0.0118972,0.0134989,0.0099811,0.0162232,0.0308985,0.00877724,0.0163839,0.00568398,0.0167002,0,0,0,0.0185399,0
153,0.0159952,0.0140323,0,0,0,0.0169401,0.0167143,0.0122298,0.021779,0,0,0,0.0170637,0,0.0185335,0.00753984,0.0422391,0.0173431,0.0238687,0.0179407,0,0,0.0383738,0.0114942,0.0101165,0.0191739,0.0152059,0.0481538,0.0174917,0.0211389,0.0152959,0.0166071,0,0.0208359,0,0.0159648,0.00906034,0.00397124,0.0180675,0.0130807,0.0133876,0.0348482,0.0149982,0,0,0.0155408,0,0.0115383,0.0089965,0.0507393,0.0252414,0.0256285,0.0100859,0.0390797,0.00646653,0.0100379,0.0583406,0.010248,0.0104607,0.00991466,0.0132207,0.00951942,0.0140613,0.0250406,0.00886195,0.0161304,0.00537932,0.0166647,0,0,0,0.0188292,0
154,0.0158924,0.0141733,0,0,0,0.0166015,0.0169097,0.01239,0.0216547,0,0,0,0.017239,0,0.018566,0.00755658,0.04223,0.017795,0.0236516,0.0180531,0,0,0.0388026,0.0115112,0.0101916,0.0190458,0.0155449,0.0475719,0.0172817,0.0207819,0.0148542,0.0164353,0,0.0200809,0,0.0162934,0.00901755,0.00381979,0.014233,0.0130267,0.0142928,0.0350994,0.0148302,0,0,0.0157108,0,0.0115277,0.00903111,0.0503122,0.024823,0.0258191,0.0105515,0.0392886,0.00690438,0.0105291,0.0583055,0.0110908,0.0104894,0.00818198,0.0128394,0.00937617,0.0120027,0.0190803,0.00888697,0.0157836,0.00502988,0.0167099,0,0,0,0.0191443,0
155,0.0156818,0.0143357,0,0,0,0.0168179,0.0170879,0.0128514,0.0214502,0,0,0,0.0174934,0,0.0186313,0.00762571,0.0422192,0.0186733,0.0234199,0.0180533,0,0,0.0392392,0.0115199,0.0103261,0.0188361,0.0153471,0.0469293,0.0171674,0.0205455,0.0146784,0.0164918,0,0.0201436,0,0.0165419,0.00898542,0.00381143,0.0113513,0.0129741,0.0155753,0.0352958,0.0147,0,0,0.0158824,0,0.0114873,0.00899399,0.0499131,0.0248798,0.0260403,0.0112344,0.039525,0.00732414,0.0117017,0.0583033,0.012397,0.0110916,0.00690843,0.0125059,0.00958771,0.0101167,0.0133147,0.00890454,0.0152612,0.00462513,0.016801,0,0,0,0.0194765,0
156,0.0154269,0.0145282,0,0,0,0.0169194,0.0172457,0.0133435,0.0211913,0,0,0,0.0178493,0,0.0189429,0.00779461,0.0423112,0.0191999,0.0232079,0.0180419,0,0,0.0398528,0.011505,0.0105622,0.0186401,0.0153397,0.0462663,0.0169777,0.0203037,0.0144801,0.0165584,0,0.020349,0,0.0168158,0.00906812,0.00399122,0.0101102,0.0129421,0.0171348,0.0353813,0.0146156,0,0,0.0161019,0,0.0114497,0.00897261,0.0494721,0.0254007,0.0261884,0.0118793,0.0397754,0.00773571,0.0133839,0.0584001,0.0140625,0.0123703,0.00624869,0.0123461,0.00960103,0.00870975,0.00809736,0.00894267,0.014708,0.00435205,0.0168531,0,0,0,0.0198586,0
157,0.0151538,0.0146927,0,0,0,0.016349,0.0174188,0.0133449,0.0210054,0,0,0,0.0181814,0,0.0191101,0.00799064,0.0423845,0.0192869,0.0231343,0.0177809,0,0,0.0404213,0.0115068,0.0107711,0.0182211,0.0155865,0.0457041,0.0164986,0.0198693,0.0140145,0.0163391,0,0.0191433,0,0.017054,0.00905689,0.00394658,0.00970919,0.0129498,0.0179844,0.0354069,0.0146241,0,0,0.016166,0,0.0114309,0.0089522,0.0488172,0.0258984,0.0261864,0.0121822,0.0400754,0.00809861,0.015207,0.0589637,0.0162933,0.0140184,0.00654901,0.0126852,0.00896983,0.00813835,0.0106259,0.00900059,0.0141369,0.00397955,0.0168938,0,0,0,0.0202717,0
158,0.0148942,0.0149702,0,0,0,0.0166199,0.0175022,0.0136761,0.0206287,0,0,0,0.0177621,0,0.0192371,0.00768136,0.0423227,0.0197112,0.0228653,0.0175682,0,0,0.0407858,0.0114316,0.0111456,0.0181044,0.0154995,0.0452706,0.016075,0.0195807,0.0136485,0.0161754,0,0.0191283,0,0.0167625,0.00911305,0.00368791,0.017198,0.0128988,0.0215865,0.0353835,0.0144932,0,0,0.0166858,0,0.0113918,0.00919606,0.0482092,0.0293714,0.0262254,0.01228,0.0403876,0.00852808,0.01676,0.0597712,0.0185458,0.0156318,0.00795811,0.0146623,0.00972823,0.00970345,0.0227161,0.00907085,0.0135717,0.00366241,0.016761,0,0,0,0.0206721,0
159,0.0146297,0.0152131,0,0,0,0.0168204,0.0175955,0.0137557,0.0201399,0,0,0,0.0175709,0,0.0193607,0.00750717,0.0421866,0.0201201,0.0226939,0.0171832,0,0,0.0410316,0.0113836,0.0114568,0.0177706,0.0158671,0.0449529,0.015697,0.0191904,0.0134316,0.0159926,0,0.0190747,0,0.016571,0.00918315,0.00378149,0.0230696,0.0128381,0.0245055,0.0352615,0.014385,0,0,0.017054,0,0.0113504,0.009287,0.0478231,0.0324416,0.0262473,0.0122501,0.0406425,0.00892044,0.0176303,0.06042,0.0195785,0.0165218,0.00857421,0.0158614,0.0106844,0.0109706,0.0285199,0.0091738,0.0129625,0.0033372,0.0166121,0,0,0,0.0210435,0
160,0.0145108,0.0154225,0,0,0,0.0169508,0.017747,0.0137272,0.0196266,0,0,0,0.0176988,0,0.0193935,0.00757592,0.0419576,0.0206175,0.0225482,0.0168298,0,0,0.0411668,0.0113763,0.011711,0.0174146,0.0160756,0.0447366,0.0154111,0.0187868,0.0132863,0.0158574,0,0.0190715,0,0.0166267,0.00916838,0.00383089,0.02272,0.0127537,0.0242361,0.0350786,0.0143425,0,0,0.0171998,0,0.0113188,0.00923604,0.0477971,0.0336892,0.0263037,0.0119636,0.0408501,0.00926943,0.0175503,0.0606139,0.0190483,0.0161302,0.00843604,0.0156509,0.0104941,0.0112878,0.0286057,0.00916881,0.0123395,0.00304173,0.0164536,0,0,0,0.0214053,0
161,0.0145634,0.0156683,0,0,0,0.0169996,0.0178515,0.0136888,0.0193798,0,0,0,0.0174667,0,0.0194002,0.00750577,0.0416932,0.0210423,0.0224606,0.0165504,0,0,0.0412441,0.0113402,0.0117979,0.0170449,0.0159944,0.0446997,0.0152652,0.0184788,0.0129341,0.0157257,0,0.0189598,0,0.0164129,0.00916076,0.00368226,0.0164127,0.012657,0.0210347,0.0348693,0.014328,0,0,0.0172006,0,0.0112818,0.00918029,0.0480864,0.0311798,0.0264372,0.011408,0.0411156,0.00960949,0.0166555,0.0603788,0.0175431,0.0147488,0.00751694,0.0143752,0.00933335,0.0106365,0.0225199,0.00900342,0.0115415,0.00280852,0.0162309,0,0,0,0.0217499,0
162,0.0147189,0.015933,0,0,0,0.0171904,0.0178888,0.014044,0.0191893,0,0,0,0.0170496,0,0.0193796,0.0073346,0.041407,0.0217021,0.0224357,0.0162492,0,0,0.0412668,0.0113684,0.0117599,0.0167331,0.0154835,0.044811,0.0151342,0.0184032,0.0128514,0.0157541,0,0.0192977,0,0.0160152,0.00914787,0.00345656,0.00902646,0.0125471,0.0183411,0.0346278,0.0143375,0,0,0.0172087,0,0.0112725,0.00917912,0.0485307,0.0281867,0.0266255,0.0109055,0.0413882,0.00981685,0.015266,0.0598206,0.015684,0.0130646,0.00656894,0.0131846,0.00923385,0.0103476,0.0122852,0.00878274,0.0107586,0.00268883,0.0159557,0,0,0,0.0219859,0
