Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RFHD,RHEE,LMR,LBR
117,0.00406691,0.0017912,0,0,0,0.0161297,0.0163497,0.00975,0,0,0,0.00573283,0,0.0194841,0.00188224,0.0395043,0.043825,0.0195214,0.0203639,0,0.00381587,0.00541797,0.0192609,0.0371591,0.0104265,0.0636388,0.0208587,0.0231626,0.0109008,0.0293817,0,0.0606586,0,0.00476113,0.00888881,0.00137738,0.0116712,0.0103446,0.0137558,0.00469791,0.00563339,0,0,0.0117029,0.012831,0.00518119,0.0637818,0.0246339,0.00188466,0.0064062,0.00104379,0.00373243,0.0460623,0.00491148,0.00522425,0.00682241,0.0212965,0.00176727,0.00870303,0.0133208,0.006309,0.00131165,0.00176701,0.00261801,0.0075799,0,0,0,0.0405278,0,0.00947661,0,0
118,0.00411132,0.00176648,0,0,0,0.0160026,0.0156227,0.00908942,0,0,0,0.00595888,0,0.0193716,0.00169867,0.0393197,0.0400299,0.0194044,0.0180883,0,0.00341369,0.00586122,0.0178314,0.0346139,0.0100181,0.0633551,0.0213734,0.023717,0.0107286,0.0294205,0,0.0629396,0,0.00499696,0.00880474,0.0012619,0.0114134,0.0101568,0.0137464,0.0043428,0.00571018,0,0,0.0114895,0.0128221,0.0051441,0.0638069,0.0246809,0.00171949,0.0056915,0.0012285,0.00358199,0.0461437,0.00477392,0.00502513,0.0073161,0.0211087,0.00188965,0.00959603,0.0128477,0.00577484,0.00138473,0.00192581,0.00282866,0.00716442,0,0,0,0.0436534,0,0.0101142,0,0
119,0.00412565,0.00183241,0,0,0,0.0159523,0.0153701,0.00819316,0,0,0,0.00626942,0,0.01934,0.00179864,0.0390945,0.0355604,0.0191848,0.0150709,0,0.00294184,0.00618129,0.0158953,0.0308217,0.00981228,0.0631104,0.0212214,0.0235954,0.0104901,0.0292635,0,0.064499,0,0.00532869,0.00874449,0.00130732,0.0109402,0.010077,0.0136951,0.0038408,0.00564122,0,0,0.0112192,0.0127855,0.00506544,0.0637764,0.0246844,0.00152128,0.0049384,0.00148616,0.0034657,0.046233,0.00466746,0.00486493,0.00799591,0.020964,0.00211655,0.0105421,0.0121601,0.00549429,0.0016204,0.00207249,0.00284876,0.00653977,0,0,0,0.0462771,0,0.0110288,0,0
120,0.00467439,0.00171779,0,0,0,0.0156576,0.0151894,0.00730662,0,0,0,0.00936114,0,0.0198713,0.00324187,0.0386762,0.0301695,0.0190421,0.0113363,0,0.00243887,0.00634583,0.013664,0.0262527,0.00957915,0.0628679,0.0206302,0.0227879,0.0101185,0.0288104,0,0.0649158,0,0.00719991,0.00908764,0.0016645,0.0102689,0.0101732,0.0137217,0.00333764,0.00623329,0,0,0.0110326,0.0126533,0.00656678,0.0637178,0.0247971,0.00139094,0.00419623,0.00140952,0.00336724,0.0463206,0.00445136,0.00477262,0.00868532,0.0208073,0.00247464,0.0115452,0.0110877,0.00627359,0.00278251,0.00233368,0.00292341,0.00647178,0,0,0,0.0485579,0,0.0121531,0,0
121,0.00476296,0.00329131,0,0,0,0.0158692,0.015719,0.00636621,0,0,0,0.00645377,0,0.0193355,0.00227834,0.0379863,0.0235703,0.019201,0.00624391,0,0.00194403,0.0066989,0.0109229,0.0198445,0.00968537,0.0627656,0.0194996,0.020664,0.00957009,0.0281146,0,0.0634844,0,0.00598075,0.00868834,0.00125907,0.00951354,0.0101987,0.0137802,0.00334397,0.00499955,0,0,0.0111155,0.0126749,0.00405309,0.0637407,0.0250356,0.00131435,0.00336985,0.00313355,0.00326919,0.0463645,0.00433126,0.00475725,0.00985534,0.0206569,0.00300021,0.012801,0.00963964,0.00676584,0.00115975,0.00193696,0.00259362,0.0054627,0,0,0,0.0497443,0,0.0136304,0,0
122,0.00538428,0.00418043,0,0,0,0.0157601,0.0177834,0.00523549,0,0,0,0.00610838,0,0.0191987,0.00263448,0.0370675,0.0159095,0.0197236,0.00909345,0,0.00216832,0.00709588,0.00920682,0.00858146,0.0150987,0.064086,0.0171202,0.0146307,0.00851704,0.0275089,0,0.0577479,0,0.00596966,0.00862891,0.00113918,0.00881518,0.0103891,0.0140324,0.00380026,0.00533395,0,0,0.0102845,0.012459,0.00365729,0.0638341,0.0252831,0.00114813,0.00282084,0.00408517,0.0031668,0.0463767,0.00422395,0.00484632,0.011034,0.0205073,0.00366417,0.0143239,0.00838915,0.00692967,0.0008892,0.00170483,0.00299274,0.00555885,0,0,0,0.0482323,0,0.0157958,0,0
123,0.00595237,0.00481904,0,0,0,0.0154489,0.0195556,0.00443156,0,0,0,0.0060331,0,0.0190175,0.0028838,0.0371648,0.0145531,0.0199876,0.0144305,0,0.00235697,0.00736807,0.0103234,0.00726692,0.0177107,0.0639055,0.0160779,0.0121703,0.0080708,0.0268637,0,0.054946,0,0.0060743,0.00859951,0.000962897,0.00816412,0.01051,0.0141419,0.00414153,0.00585937,0,0,0.00973211,0.0122631,0.00352768,0.0638828,0.0252619,0.00110845,0.00281526,0.00514137,0.00317769,0.0463888,0.00410061,0.00515488,0.0117528,0.0204227,0.0043222,0.0156711,0.00768895,0.00715955,0.000811005,0.00164116,0.00324426,0.00587739,0,0,0,0.0474484,0,0.0174812,0,0
124,0.00662441,0.00553695,0,0,0,0.0151553,0.0208318,0.0041926,0,0,0,0.00615575,0,0.0188485,0.00310173,0.0373681,0.0154816,0.0199236,0.0189904,0,0.00256262,0.00765639,0.0116645,0.00990841,0.0195916,0.0635862,0.0154483,0.0098218,0.0077845,0.0260987,0,0.0517875,0,0.00622544,0.00860315,0.000859529,0.00767462,0.0107502,0.0141689,0.00458062,0.00638399,0,0,0.00883697,0.0121647,0.00333168,0.063939,0.0250613,0.00141224,0.00287284,0.00613741,0.0033266,0.0463476,0.00417079,0.00563356,0.0121454,0.0203328,0.00496377,0.0168581,0.00762889,0.00717185,0.00100643,0.00170414,0.00361872,0.00642592,0,0,0,0.0459536,0,0.0189998,0,0
125,0.00729725,0.00618484,0,0,0,0.0149463,0.0217927,0.00440161,0,0,0,0.00654196,0,0.0187126,0.00326652,0.0377246,0.017147,0.0197122,0.0229033,0,0.00306569,0.0078873,0.0129238,0.0134792,0.0213119,0.0632153,0.015086,0.00737379,0.00772541,0.0251954,0,0.048175,0,0.00649089,0.0086229,0.000811772,0.00741157,0.0109924,0.014207,0.00515129,0.0069236,0,0,0.00792467,0.0120509,0.00329401,0.0639564,0.0248809,0.00164989,0.00299285,0.00692845,0.00355836,0.0462732,0.00413092,0.00610245,0.0129816,0.020287,0.00567716,0.0179989,0.00814813,0.00701294,0.00137019,0.00176127,0.00403318,0.0070885,0,0,0,0.0440695,0,0.020442,0,0
126,0.00802383,0.00615866,0,0,0,0.0148085,0.0221341,0.00463702,0,0,0,0.00626971,0,0.0186255,0.00326291,0.0380867,0.0186182,0.0196755,0.0260404,0,0.00367731,0.00840177,0.0142214,0.0168111,0.0224363,0.062717,0.0147163,0.00513066,0.00734595,0.0242131,0,0.0442657,0,0.00643626,0.00865489,0.000835939,0.0071566,0.0112386,0.0142236,0.00555081,0.0077559,0,0,0.00766818,0.0118491,0.00415094,0.0639367,0.0247302,0.00197454,0.00326,0.00691458,0.0037449,0.0461847,0.00417071,0.0066604,0.013912,0.0202575,0.00609616,0.0190451,0.00918167,0.00631239,0.00193478,0.00200926,0.00385704,0.00828373,0,0,0,0.0416257,0,0.0215978,0,0
127,0.00838073,0.00686543,0,0,0,0.014624,0.0216634,0.00465572,0,0,0,0.00747818,0,0.0189018,0.00342872,0.0385608,0.0198957,0.0197194,0.0285783,0,0.00396348,0.00841043,0.0154438,0.0198073,0.0234835,0.0622276,0.0143287,0.00351739,0.00649562,0.0232347,0,0.0399865,0,0.00713795,0.00891087,0.000684844,0.00740611,0.0114903,0.0143572,0.0062287,0.00799775,0,0,0.00721595,0.0117907,0.00438534,0.0639656,0.0246132,0.00224536,0.00383028,0.0077357,0.00389801,0.0461194,0.00416058,0.00723991,0.0145863,0.020219,0.00640149,0.0200913,0.0104452,0.00628038,0.0025974,0.00211322,0.00444902,0.00848368,0,0,0,0.0386723,0,0.022748,0,0
128,0.00868718,0.00870312,0,0,0,0.0148529,0.0210609,0.00470656,0,0,0,0.00425891,0,0.0184827,0.00275866,0.0390365,0.0207847,0.0197509,0.0307308,0,0.00426907,0.00832272,0.0166003,0.0226119,0.0245856,0.0617409,0.0140132,0.00326313,0.0056938,0.0222881,0,0.0354472,0,0.00554493,0.00864514,0.00141235,0.00773744,0.0115175,0.0143836,0.00713696,0.0081581,0,0,0.00780035,0.0118669,0.00258427,0.0639564,0.0246278,0.00253708,0.00453477,0.0103394,0.00402377,0.0460807,0.00417997,0.00778383,0.0149164,0.0201583,0.00686515,0.0208753,0.0117012,0.00965512,0.000832391,0.00186645,0.0062487,0.00751541,0,0,0,0.0352694,0,0.0237561,0,0
129,0.00901241,0.00912138,0,0,0,0.0147496,0.0205361,0.00502522,0,0,0,0.00440157,0,0.0184521,0.00279992,0.0395303,0.0212235,0.0197598,0.0323022,0,0.00445282,0.0084372,0.0176241,0.0250853,0.0253973,0.06124,0.0137514,0.00428119,0.00487675,0.0213517,0,0.0308692,0,0.0056168,0.00867408,0.00167333,0.00793743,0.0116305,0.0143308,0.00757035,0.00852172,0,0,0.00722938,0.0117593,0.0022812,0.0639265,0.0245973,0.00289739,0.00504621,0.0107515,0.00411023,0.0460282,0.00428875,0.00834212,0.015324,0.0200584,0.00725954,0.0215424,0.0128012,0.00947463,0.0010001,0.00196967,0.00662077,0.00758203,0,0,0,0.0315395,0,0.0245484,0,0
130,0.00930347,0.00942443,0,0,0,0.0145985,0.0197542,0.00532635,0,0,0,0.00464017,0,0.0184075,0.00284531,0.0400621,0.0215263,0.019803,0.0332993,0,0.00460012,0.00847907,0.018428,0.0270289,0.0257762,0.0606568,0.0133823,0.00581487,0.00429713,0.0203884,0,0.0262085,0,0.00556289,0.00869823,0.00177539,0.00815288,0.0117073,0.0143141,0.00775369,0.0088304,0,0,0.00679526,0.0116839,0.00194833,0.0638829,0.0245427,0.00320282,0.00547313,0.0111277,0.00408606,0.045885,0.00430804,0.00875769,0.0156191,0.0199372,0.00750226,0.022094,0.0137632,0.00928064,0.00135184,0.00206058,0.00692554,0.00758066,0,0,0,0.0279326,0,0.0251393,0,0
131,0.00948561,0.00968639,0,0,0,0.0144381,0.0183903,0.0055169,0,0,0,0.00488803,0,0.0184456,0.00288353,0.0406489,0.0212664,0.0198603,0.0338416,0,0.00475499,0.00838921,0.0190805,0.0285428,0.0259257,0.0598972,0.0129017,0.00741425,0.00365363,0.0193809,0,0.0211401,0,0.00576092,0.00875584,0.00180254,0.00831988,0.0117452,0.0141873,0.00776219,0.00904263,0,0,0.00646224,0.0116093,0.00157105,0.063811,0.0244675,0.00347925,0.00588965,0.0113959,0.00421061,0.0458108,0.00425846,0.00915461,0.016034,0.0198458,0.00775395,0.0226902,0.0146285,0.00903073,0.00186678,0.00214809,0.00719847,0.00752768,0,0,0,0.0238977,0,0.0255515,0,0
132,0.0095099,0.00981535,0,0,0,0.0143272,0.0169479,0.00551305,0,0,0,0.00519573,0,0.0185181,0.00291218,0.0413779,0.0205737,0.0198409,0.03375,0,0.00487215,0.0081596,0.0194412,0.0295264,0.0256689,0.0590399,0.0120437,0.00877729,0.00311435,0.0184224,0,0.0157853,0,0.0059526,0.00883476,0.00179157,0.00852951,0.0117806,0.0140343,0.0077071,0.00912591,0,0,0.00623184,0.0115389,0.00115433,0.0637162,0.0243121,0.00377044,0.00625653,0.011533,0.00440891,0.0457586,0.00428079,0.00957345,0.016228,0.0197185,0.00790039,0.0231895,0.0154337,0.00869486,0.00255462,0.0023111,0.00733422,0.0074485,0,0,0,0.0194243,0,0.025926,0,0
133,0.00947472,0.0093042,0,0,0,0.0143124,0.0154993,0.00560293,0,0,0,0.00456466,0,0.0184377,0.00288875,0.0421862,0.0197398,0.0198939,0.0326642,0,0.00479777,0.0083249,0.0192606,0.0297058,0.0243578,0.0579767,0.0108068,0.00969903,0.00259043,0.017671,0,0.0111746,0,0.0055921,0.00882054,0.00189775,0.00870034,0.0117862,0.0137417,0.00740602,0.0091704,0,0,0.00538181,0.0113751,0.000618526,0.0635831,0.0240784,0.00409451,0.00640732,0.0108227,0.00461713,0.0456618,0.00446522,0.00999452,0.0163695,0.0195786,0.00791041,0.0233981,0.016078,0.00747544,0.00368433,0.0026389,0.0067645,0.00798577,0,0,0,0.0151693,0,0.0260128,0,0
134,0.00947376,0.00958234,0,0,0,0.0143355,0.0139182,0.00567539,0,0,0,0.00434616,0,0.0183106,0.00271808,0.0429978,0.0193306,0.0199764,0.0307305,0,0.00478699,0.00815371,0.0185594,0.0290216,0.022428,0.0568607,0.00980847,0.010476,0.00235965,0.0170685,0,0.00657835,0,0.00531403,0.00878377,0.00195793,0.00903885,0.011714,0.0133935,0.00732871,0.00926194,0,0,0.0059798,0.0113221,0.000326588,0.063554,0.0239079,0.00440797,0.0067239,0.0111257,0.00486111,0.0455919,0.00445082,0.0104275,0.0166016,0.0194797,0.00805192,0.0235387,0.0169248,0.00795276,0.00408867,0.00258857,0.00704244,0.00788033,0,0,0,0.0111155,0,0.0260273,0,0
135,0.0093699,0.00975954,0,0,0,0.0141929,0.0119683,0.00571679,0,0,0,0.00657825,0,0.0186503,0.00288572,0.0436912,0.0179257,0.0200755,0.0276963,0,0.00465253,0.00774991,0.0171978,0.0272993,0.0198088,0.0556852,0.00893857,0.0110519,0.00302756,0.0164669,0,0.00273596,0,0.00657469,0.00903659,0.00164674,0.00938647,0.0117685,0.0130528,0.00720461,0.00925696,0,0,0.00592968,0.0113456,0.000814383,0.0635385,0.0237046,0.00474641,0.00684767,0.0112173,0.0051781,0.0455094,0.0044423,0.0109534,0.0166206,0.0194318,0.00807873,0.0237545,0.0177687,0.00724031,0.00538194,0.00255671,0.00730493,0.00773658,0,0,0,0.00683386,0,0.0259496,0,0
136,0.0093443,0.0103702,0,0,0,0.0144277,0.0100515,0.00543396,0,0,0,0.00447012,0,0.0182839,0.00230172,0.0442361,0.0151838,0.0200897,0.023444,0,0.0044102,0.00756736,0.0150155,0.0241846,0.0163497,0.0543515,0.00791365,0.0112669,0.00400602,0.0159937,0,0.00445612,0,0.00535833,0.00872466,0.001953,0.00966986,0.0116915,0.0127046,0.00696994,0.00940744,0,0,0.00887694,0.0113872,0.00219067,0.0634075,0.0233619,0.0051298,0.00673533,0.0123127,0.0055617,0.0453836,0.0045086,0.0115258,0.0166988,0.0194018,0.00795836,0.0238628,0.0184204,0.0102444,0.00392007,0.00239398,0.00810485,0.00732425,0,0,0,0.00356874,0,0.0256984,0,0
137,0.00921973,0.0104604,0,0,0,0.0143973,0.00889963,0.00509776,0,0,0,0.0048373,0,0.0183815,0.00215826,0.0446869,0.0117794,0.0201028,0.0181769,0,0.00413708,0.00739765,0.0119753,0.0196867,0.0121155,0.0530957,0.0066626,0.0112122,0.00476051,0.0156723,0,0.00774291,0,0.00560785,0.00876351,0.00178969,0.00986841,0.0117272,0.0121608,0.00673903,0.00937332,0,0,0.00938804,0.0113582,0.00228176,0.0632088,0.0229714,0.00552798,0.00654193,0.012392,0.0059233,0.0451561,0.00481901,0.0118544,0.0165137,0.0194135,0.00774342,0.0235746,0.0187123,0.0103339,0.00417295,0.00244999,0.00833298,0.00727833,0,0,0,0.00437879,0,0.0249337,0,0
138,0.0091324,0.0105163,0,0,0,0.0144191,0.00922208,0.00481085,0,0,0,0.0050998,0,0.0184966,0.00200602,0.044967,0.00952109,0.0202154,0.0123702,0,0.00378391,0.00724322,0.00821504,0.0141421,0.0075141,0.0521577,0.00548844,0.0111171,0.00553871,0.0154085,0,0.01057,0,0.00570314,0.00882988,0.00146497,0.0101465,0.0117377,0.0115251,0.0064237,0.00930527,0,0,0.00980615,0.011278,0.00241728,0.0630228,0.0226649,0.00587766,0.00624427,0.0124623,0.00632792,0.0448306,0.00522525,0.0121554,0.0163662,0.0194881,0.00743009,0.0231723,0.0189834,0.0104007,0.00430834,0.00241173,0.00855658,0.00724455,0,0,0,0.00759525,0,0.0240902,0,0
139,0.00902404,0.0105697,0,0,0,0.0144425,0.0112014,0.00465104,0,0,0,0.00539806,0,0.0186242,0.00184705,0.0449657,0.0113854,0.0205143,0.00652409,0,0.00334061,0.00713384,0.00412977,0.00770016,0.00313473,0.0516209,0.00488626,0.0110698,0.00626145,0.0152892,0,0.0125133,0,0.00577287,0.00890728,0.000896579,0.0104716,0.0117971,0.0109327,0.00593216,0.0092708,0,0,0.0101682,0.0112287,0.00258646,0.0629441,0.0223465,0.00621132,0.0058291,0.0124964,0.00676379,0.0444945,0.00559571,0.0125794,0.016142,0.0195973,0.0072942,0.0228224,0.0192589,0.0103818,0.00435677,0.00233327,0.00881782,0.00721405,0,0,0,0.0106138,0,0.0233793,0,0
140,0.00894097,0.0106528,0,0,0,0.0144863,0.0143851,0.00481947,0,0,0,0.00502138,0,0.0185142,0.00181014,0.0448676,0.0163311,0.0208338,0.00348626,0,0.00306286,0.00720421,0.00259041,0.00153545,0.0029952,0.0514024,0.00527822,0.01136,0.0071545,0.0153187,0,0.0144836,0,0.0054417,0.00878624,0.000576935,0.010851,0.0119134,0.010354,0.00545848,0.00927128,0,0,0.0102726,0.0112002,0.0025312,0.0628776,0.0220235,0.00654712,0.00541722,0.0123972,0.00720111,0.0441015,0.00596888,0.0130189,0.0157882,0.0197324,0.00714764,0.0224644,0.0196306,0.00999488,0.00447694,0.00239735,0.00906073,0.00736575,0,0,0,0.0138911,0,0.0227655,0,0
141,0.00873192,0.0108329,0,0,0,0.0145404,0.0177997,0.00534266,0,0,0,0.00487665,0,0.0184255,0.00175195,0.0447061,0.0221524,0.0212038,0.00723891,0,0.00284398,0.00703582,0.00644983,0.00529221,0.00712241,0.0516116,0.00639856,0.0121099,0.00820862,0.0154855,0,0.0159668,0,0.00520866,0.00869736,0.000570241,0.0114368,0.0120494,0.00972385,0.00500869,0.00914135,0,0,0.0108714,0.011192,0.00307318,0.0627953,0.0217231,0.00682012,0.00499922,0.0124337,0.00757829,0.0437368,0.00638566,0.0133284,0.0153589,0.0198589,0.00676104,0.0219437,0.0202913,0.0101081,0.00435988,0.00241227,0.00945782,0.00732455,0,0,0,0.0163443,0,0.0221449,0,0
142,0.0085524,0.0110679,0,0,0,0.0147154,0.0208282,0.00607968,0,0,0,0.00458135,0,0.0183789,0.00180669,0.044726,0.0273745,0.0217134,0.0121819,0,0.00273547,0.0068554,0.01115,0.0114265,0.0114657,0.0523004,0.00795594,0.0132684,0.00927461,0.0156968,0,0.0174544,0,0.00491095,0.00867357,0.000873501,0.0119473,0.0121758,0.00923529,0.00471913,0.00898176,0,0,0.0118674,0.0111576,0.00355893,0.0626978,0.0214115,0.00711524,0.00463565,0.0124587,0.00805137,0.0434012,0.00685406,0.0135855,0.015134,0.0199831,0.00655606,0.0215718,0.0209706,0.0100546,0.00425869,0.00249739,0.0098952,0.00726156,0,0,0,0.0187548,0,0.0216759,0,0
143,0.0081392,0.0110358,0,0,0,0.0147029,0.0234077,0.00682397,0,0,0,0.00603562,0,0.0190467,0.00172507,0.0447633,0.0318678,0.0221825,0.0167095,0,0.00272254,0.00636673,0.0161212,0.0174511,0.0154028,0.0534268,0.00973977,0.0146204,0.0102478,0.0157665,0,0.0189404,0,0.00625314,0.0091351,0.000813838,0.0122798,0.012343,0.00887343,0.00469968,0.00875393,0,0,0.0119494,0.0111042,0.00337319,0.0625496,0.0210423,0.00746477,0.00433373,0.0119339,0.0086338,0.0431141,0.00740082,0.0140199,0.0150975,0.0201387,0.00646209,0.0214967,0.0216206,0.00809808,0.00551103,0.00267136,0.0101367,0.00720791,0,0,0,0.0205765,0,0.0215251,0,0
144,0.00788793,0.0116292,0,0,0,0.0147509,0.0315103,0.00737763,0,0,0,0.00549808,0,0.0188307,0.0013862,0.0449696,0.0396526,0.0225263,0.0192362,0,0.00286527,0.0059074,0.0203878,0.0217554,0.0189802,0.0546244,0.0127791,0.0175947,0.0151989,0.0141566,0,0.0322373,0,0.00555558,0.00895282,0.000753239,0.0128017,0.0123022,0.00841813,0.00493336,0.00896947,0,0,0.013515,0.0110636,0.00461662,0.0623787,0.0206845,0.00772452,0.004047,0.0127223,0.00908457,0.0427197,0.0079911,0.0144344,0.0149567,0.0203224,0.0064183,0.0214317,0.0223746,0.00958237,0.0046167,0.00260774,0.0110986,0.00683087,0,0,0,0.0300006,0,0.0214279,0,0
145,0.00770203,0.0116517,0,0,0,0.0146882,0.0399315,0.00774639,0,0,0,0.00547946,0,0.0187384,0.00129841,0.0449613,0.0483053,0.0226048,0.0214458,0,0.00309002,0.00578502,0.0241496,0.0255664,0.0220091,0.0556645,0.0151333,0.0204759,0.0202862,0.014885,0,0.0444631,0,0.0052736,0.0089129,0.00082831,0.0132682,0.0123378,0.00815683,0.00531744,0.00890848,0,0,0.0139734,0.0110363,0.00487533,0.0622644,0.0203414,0.00782336,0.00377371,0.0125707,0.00946426,0.0424327,0.00830497,0.0147785,0.0149106,0.0204604,0.00655384,0.0214088,0.0231215,0.00949127,0.00477164,0.00261898,0.0113262,0.00674499,0,0,0,0.0407917,0,0.0215968,0,0
146,0.00758503,0.0116245,0,0,0,0.0146911,0.0459662,0.0078184,0,0,0,0.00543094,0,0.0188294,0.00117487,0.0449205,0.0545799,0.0225818,0.0230234,0,0.00308949,0.00561677,0.026652,0.0281201,0.0238186,0.0561934,0.0160534,0.0219801,0.0233864,0.0160064,0,0.0528535,0,0.00513951,0.00896925,0.00114565,0.0135547,0.0123666,0.00808549,0.00568957,0.00880579,0,0,0.0143991,0.0110273,0.00500332,0.0621927,0.0200941,0.00779572,0.00360507,0.0124115,0.00973651,0.0423562,0.00828568,0.0149934,0.0149006,0.0205172,0.00664433,0.0216061,0.0237362,0.0094062,0.00500245,0.00260459,0.011447,0.00662591,0,0,0,0.0490983,0,0.0221359,0,0
147,0.00742071,0.0114636,0,0,0,0.0147797,0.0484934,0.0075599,0,0,0,0.00493808,0,0.0186278,0.0013128,0.0449788,0.0574046,0.02249,0.0238409,0,0.0027106,0.00567466,0.0276085,0.0291937,0.0243084,0.0560291,0.015887,0.0221408,0.0241562,0.0164677,0,0.0570672,0,0.00447445,0.00881638,0.00145973,0.0134522,0.0123409,0.00837521,0.00598742,0.00862046,0,0,0.0149536,0.0109965,0.00526688,0.0621119,0.0199419,0.00762549,0.00351643,0.0121473,0.00987865,0.0424057,0.00808593,0.0150642,0.0149291,0.0204463,0.00682993,0.0218194,0.0240467,0.00997595,0.00485946,0.00263178,0.011423,0.00653078,0,0,0,0.0531236,0,0.0228014,0,0
148,0.00714819,0.0112619,0,0,0,0.0147428,0.0470191,0.0071459,0,0,0,0.00525145,0,0.0186399,0.00129952,0.045172,0.0560193,0.022285,0.0238956,0,0.00247935,0.00559101,0.0273127,0.0290491,0.023724,0.0552816,0.014937,0.0211218,0.0226324,0.0159963,0,0.0562733,0,0.00440369,0.0088141,0.00169707,0.0131604,0.0122448,0.00890696,0.00622848,0.00841286,0,0,0.0151732,0.0109647,0.00529465,0.0620084,0.0198689,0.00725509,0.00349745,0.0118245,0.00979599,0.0425591,0.00782335,0.0148797,0.0148471,0.0202951,0.00696994,0.021901,0.0243873,0.0101963,0.00501695,0.00271745,0.0113791,0.00631505,0,0,0,0.0523409,0,0.0236289,0,0
149,0.00681941,0.010971,0,0,0,0.0147202,0.0422555,0.00657512,0,0,0,0.00569875,0,0.0186547,0.00134243,0.0453577,0.0509103,0.0220081,0.0231739,0,0.00244359,0.0055736,0.0261813,0.0280845,0.0222865,0.0541404,0.0137647,0.0194531,0.0196198,0.0150122,0,0.0508993,0,0.00444464,0.00884692,0.0020221,0.0126463,0.0121187,0.00939375,0.00639258,0.00816587,0,0,0.0152417,0.0109421,0.00522242,0.0618834,0.0198858,0.00679293,0.00345345,0.0114983,0.00951437,0.042832,0.00745628,0.0144657,0.0147626,0.0201387,0.00716881,0.021875,0.0244314,0.010443,0.00521823,0.00259961,0.0112491,0.00594651,0,0,0,0.0475348,0,0.0244693,0,0
150,0.00653354,0.0103499,0,0,0,0.0143803,0.0353294,0.00586755,0,0,0,0.00686475,0,0.0189801,0.0013796,0.0453346,0.0430077,0.021728,0.0217589,0,0.00244772,0.00539569,0.0246264,0.0265956,0.0201621,0.0527612,0.0126564,0.0176592,0.015871,0.0142461,0,0.042104,0,0.00576759,0.00919443,0.00190016,0.0117175,0.0121225,0.00991376,0.00646098,0.00780581,0,0,0.0143483,0.0109371,0.00423803,0.0617589,0.0201624,0.00650743,0.00351127,0.0104802,0.00910524,0.0431624,0.00727392,0.0140011,0.0147971,0.0198338,0.00777017,0.0220371,0.0241724,0.00867073,0.00702545,0.00260326,0.0106384,0.00554063,0,0,0,0.0402547,0,0.0256474,0,0
151,0.00635856,0.0100277,0,0,0,0.0142892,0.0274996,0.00540042,0,0,0,0.00699517,0,0.0189126,0.00142206,0.0451986,0.0340907,0.0216171,0.0198828,0,0.00230928,0.00514747,0.0230929,0.0249027,0.0175806,0.0514652,0.0114037,0.0159226,0.0118816,0.0143319,0,0.0319565,0,0.0056611,0.00913941,0.00190126,0.0106183,0.0120213,0.010773,0.00641542,0.00773757,0,0,0.0146599,0.0109187,0.00436579,0.0616699,0.0204307,0.00571838,0.00336755,0.0101759,0.00852595,0.0433914,0.00687976,0.01303,0.0145759,0.019356,0.00819128,0.0218419,0.0238251,0.00919277,0.0070056,0.00252851,0.0102334,0.00518513,0,0,0,0.0319459,0,0.0264344,0,0
152,0.0063342,0.00989936,0,0,0,0.0144799,0.0216479,0.00479708,0,0,0,0.00668819,0,0.018528,0.00137578,0.0448965,0.0280739,0.0213366,0.017865,0,0.00215112,0.00490857,0.021409,0.0230012,0.0148611,0.0507632,0.0101871,0.0149578,0.00951793,0.015547,0,0.0245589,0,0.00451305,0.00895379,0.00216522,0.00943229,0.0119313,0.0114918,0.00630283,0.00789829,0,0,0.015557,0.0108783,0.00519281,0.0615992,0.0206564,0.0050887,0.00336302,0.0102665,0.00778227,0.0437596,0.0066259,0.0120223,0.0141656,0.0188102,0.00879095,0.0216226,0.023169,0.0109215,0.00590269,0.00240371,0.0100066,0.00495833,0,0,0,0.0260054,0,0.0273329,0,0
153,0.00612391,0.00937033,0,0,0,0.0143726,0.019957,0.00445473,0,0,0,0.00697629,0,0.0186348,0.0015588,0.0448407,0.0258206,0.0208376,0.0154398,0,0.00240648,0.0047448,0.0191038,0.0200962,0.0125183,0.0503418,0.009071,0.0144358,0.00913423,0.0150765,0,0.0241133,0,0.0047646,0.00906863,0.00238637,0.00822089,0.0118972,0.0122201,0.00603279,0.00779889,0,0,0.0152786,0.0108425,0.005094,0.0616369,0.0206941,0.00424055,0.00347524,0.00955931,0.00699855,0.0440055,0.00635276,0.0106693,0.0136808,0.0183112,0.00911704,0.0210327,0.0228897,0.0109733,0.00596065,0.00243261,0.00942953,0.00506994,0,0,0,0.0235666,0,0.027793,0,0
