Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LASI,LMR,LBR
69,0.00786825,0.0140542,0,0,0,0.0218516,0.018522,0.0208585,0,0,0,0.0124981,0,0.0204685,0.00806019,0.0458362,0.028265,0.0173798,0.020137,0,0.0383912,0.00710026,0.013376,0.0190448,0.0144794,0.0389687,0.0117946,0.0150428,0.0124272,0.0118301,0,0.0184834,0,0.0109463,0.00872782,0.00311449,0.0190912,0.0117209,0.00694523,0.0303797,0.0096644,0,0,0.0181104,0,0.0113174,0.00947265,0.0481174,0.0147623,0.0261315,0.00733333,0.0399266,0.00819667,0.00872657,0.0557851,0.00921082,0.0108328,0.00887244,0.0159593,0.00745804,0.0123053,0.0236053,0.00889407,0.00461918,0.0025674,0.020528,0,0,0,0.0244779,0.0230571,0,0
70,0.00838661,0.0132406,0,0,0,0.0196659,0.0186409,0.0215184,0,0,0,0.0117297,0,0.0204133,0.00763287,0.0457348,0.0291229,0.0172179,0.0194817,0,0.0383393,0.00679058,0.0127316,0.0189681,0.0132735,0.0398518,0.0124575,0.0163836,0.012886,0.0120218,0,0.0147162,0,0.0106116,0.0086055,0.00312373,0.0204661,0.0119754,0.00787748,0.029786,0.0102832,0,0,0.0183201,0,0.0113147,0.00944713,0.0482041,0.0156701,0.0261354,0.00653371,0.0396928,0.00737141,0.00901108,0.0559757,0.0104542,0.0108424,0.00684099,0.0166797,0.00592074,0.00963892,0.0226567,0.00927867,0.00518567,0.00221473,0.0206646,0,0,0,0.0238524,0.0238382,0,0
71,0.00893569,0.012431,0,0,0,0.0184596,0.0187104,0.0224471,0,0,0,0.0111627,0,0.0203978,0.00717556,0.0456474,0.0293382,0.0172377,0.0188113,0,0.0380636,0.00650622,0.0121451,0.0190344,0.0119111,0.0409551,0.013257,0.0180109,0.01338,0.0122823,0,0.0113204,0,0.0100653,0.00853549,0.00311929,0.022095,0.0121974,0.00966204,0.0290345,0.0110072,0,0,0.0184535,0,0.011324,0.00956409,0.048762,0.0167313,0.0261696,0.0058585,0.039085,0.00659014,0.00940181,0.055861,0.011924,0.0105488,0.00458578,0.0171468,0.00487945,0.00605438,0.0228118,0.00956948,0.00568313,0.00197237,0.020665,0,0,0,0.023256,0.0245558,0,0
72,0.00924208,0.0116608,0,0,0,0.0185664,0.0187043,0.0238739,0,0,0,0.0107619,0,0.0205099,0.00671725,0.0454628,0.0294494,0.0175593,0.0183714,0,0.0376152,0.00617791,0.0117578,0.0194184,0.0108882,0.0423015,0.0143452,0.0197913,0.0139561,0.0126391,0,0.00862378,0,0.00958299,0.00856439,0.00306029,0.023405,0.0124303,0.0111446,0.0285428,0.0116989,0,0,0.0183871,0,0.0113433,0.00962574,0.0497073,0.0176143,0.0261222,0.00551285,0.0380879,0.00582261,0.00952604,0.0555129,0.0127425,0.0103389,0.00376579,0.0172063,0.00430637,0.00326564,0.0237352,0.00971707,0.00599426,0.00180367,0.0205652,0,0,0,0.022493,0.0251751,0,0
73,0.00929213,0.0109162,0,0,0,0.0200264,0.0186867,0.0255363,0,0,0,0.0103798,0,0.020731,0.0062876,0.045312,0.0290494,0.0181526,0.0184018,0,0.0370732,0.00574697,0.0115353,0.0201729,0.0100911,0.0439038,0.0158764,0.0216563,0.0145069,0.0129317,0,0.00864122,0,0.00919438,0.00866435,0.0029265,0.0239554,0.0125817,0.011663,0.0285601,0.0123767,0,0,0.0179487,0,0.0112969,0.00945576,0.0507544,0.0180549,0.0258356,0.00543,0.0371367,0.00510934,0.00852434,0.0548455,0.0121335,0.00948765,0.00338411,0.0168072,0.00394494,0.00132897,0.0247983,0.00981441,0.00624373,0.00153212,0.0204958,0,0,0,0.0217132,0.0257523,0,0
74,0.00923643,0.0101661,0,0,0,0.0227064,0.0186985,0.0271026,0,0,0,0.00983486,0,0.0208666,0.00575017,0.0450823,0.0280952,0.0189822,0.018883,0,0.0365276,0.00520716,0.0115802,0.0211925,0.00987418,0.0456882,0.0174563,0.0234384,0.014925,0.0131081,0,0.0115585,0,0.00870232,0.00870791,0.00269913,0.0236809,0.0127389,0.0115428,0.0290646,0.0129333,0,0,0.0172687,0,0.0112342,0.00906166,0.0518793,0.0183744,0.0254552,0.0058409,0.0364469,0.00465788,0.00647756,0.0538227,0.010342,0.00776931,0.00364388,0.0160089,0.00434715,0.00204863,0.0258107,0.00978624,0.00691744,0.00136908,0.0204652,0,0,0,0.0208468,0.0265006,0,0
75,0.00913899,0.00949479,0,0,0,0.0256133,0.0187179,0.0285821,0,0,0,0.00918346,0,0.0208944,0.00511216,0.0446998,0.026667,0.0198869,0.0196647,0,0.0360151,0.00455619,0.0120196,0.0224568,0.0107947,0.0475311,0.0178486,0.0250399,0.0153417,0.0131177,0,0.0155565,0,0.00779869,0.00869087,0.00244255,0.0235012,0.012947,0.0113938,0.0297548,0.0132915,0,0,0.0165182,0,0.0111965,0.00850607,0.0529446,0.0184893,0.0250655,0.00677547,0.0360783,0.0045301,0.00434763,0.0524905,0.00799505,0.00589391,0.00505723,0.0152129,0.00531566,0.00428662,0.0270453,0.00960581,0.00804766,0.00142293,0.0206047,0,0,0,0.0198832,0.0273745,0,0
76,0.00904067,0.00890133,0,0,0,0.028532,0.0187003,0.030078,0,0,0,0.0086333,0,0.021016,0.00443289,0.0441849,0.0254848,0.0206746,0.0205907,0,0.0355407,0.00392733,0.012743,0.0241166,0.0120258,0.0492765,0.0179151,0.0267658,0.0158098,0.0131206,0,0.0200192,0,0.0071254,0.00874961,0.0021888,0.0236877,0.0131618,0.0110474,0.0304094,0.0134467,0,0,0.0158438,0,0.011176,0.00793661,0.0538707,0.0180836,0.0248242,0.00761145,0.0359691,0.00468638,0.00267521,0.0513522,0.00604153,0.00427668,0.00632869,0.0147962,0.00627727,0.00586853,0.0283232,0.00949266,0.0089838,0.00163917,0.0208533,0,0,0,0.0188741,0.028276,0,0
77,0.00905264,0.00830264,0,0,0,0.0311319,0.0186214,0.0314109,0,0,0,0.00809683,0,0.0211039,0.00378868,0.0435611,0.0245096,0.0212851,0.0216939,0,0.0350159,0.00342059,0.0134528,0.0258258,0.0131338,0.0509443,0.0192837,0.028241,0.016068,0.0129237,0,0.0245432,0,0.00651624,0.00881449,0.00193172,0.0236993,0.0133587,0.0109752,0.0308285,0.0135563,0,0,0.0152333,0,0.0111419,0.00744237,0.0546524,0.0175389,0.0247426,0.00774914,0.0359321,0.0048918,0.00166603,0.0506617,0.00518354,0.00338259,0.00672067,0.01475,0.00661364,0.00624519,0.028907,0.00939845,0.00963681,0.00187163,0.0212307,0,0,0,0.0179322,0.0291798,0,0
78,0.00923183,0.00779013,0,0,0,0.0333409,0.0185214,0.0327312,0,0,0,0.00756878,0,0.0211498,0.00314011,0.0428539,0.0238271,0.0217785,0.0229364,0,0.0343393,0.00291857,0.0142935,0.0274384,0.0140329,0.0526102,0.0206033,0.0295216,0.01629,0.0126979,0,0.0290836,0,0.00544225,0.00888503,0.00174082,0.0232168,0.0136291,0.0109723,0.0308876,0.0136825,0,0,0.014571,0,0.0110969,0.00694274,0.0552536,0.0168526,0.0246009,0.0072418,0.0357067,0.00498778,0.00113115,0.0504247,0.00512146,0.00340308,0.00635454,0.014986,0.00649947,0.00588665,0.0287559,0.00930945,0.0103912,0.00208654,0.0217551,0,0,0,0.0171591,0.0299738,0,0
79,0.00970126,0.00744812,0,0,0,0.0353792,0.0185182,0.0335318,0,0,0,0.00691809,0,0.0211846,0.00249837,0.0420282,0.0235934,0.0221863,0.0241722,0,0.0334669,0.00229418,0.0151494,0.0289505,0.0149062,0.0541796,0.0216367,0.0306477,0.0165756,0.01241,0,0.0339427,0,0.00453733,0.00893859,0.00165122,0.0225398,0.0140182,0.010895,0.0306766,0.0138873,0,0,0.0138996,0,0.0110638,0.00644871,0.0554825,0.0160808,0.0244666,0.00639743,0.0351213,0.00496778,0.000968362,0.0504483,0.00533134,0.00406122,0.00552738,0.0152717,0.00610642,0.00549629,0.0282325,0.00923773,0.0111025,0.00225598,0.0224271,0,0,0,0.0165868,0.0306234,0,0
80,0.0103663,0.00733549,0,0,0,0.037085,0.018629,0.0337653,0,0,0,0.00608565,0,0.0211958,0.00195564,0.041223,0.0237542,0.0225096,0.0252967,0,0.0325556,0.00165449,0.0160645,0.0305296,0.0156892,0.0555188,0.0224554,0.0316079,0.0167571,0.0119493,0,0.0392233,0,0.00411535,0.0089561,0.00170723,0.0218704,0.0144075,0.0108846,0.0301377,0.0141645,0,0,0.0132333,0,0.0110127,0.00595677,0.0555268,0.0152924,0.0242872,0.005468,0.0342894,0.00492031,0.00169848,0.0506737,0.00564645,0.00527546,0.00464767,0.0155474,0.00569737,0.00523994,0.0275955,0.00918705,0.0112956,0.00232243,0.0231484,0,0,0,0.0163024,0.0311484,0,0
81,0.0110646,0.00743519,0,0,0,0.0388079,0.0188634,0.033357,0,0,0,0.0051926,0,0.0212573,0.00162663,0.0405831,0.0236575,0.0226958,0.0262061,0,0.0317785,0.00143525,0.0170428,0.0323044,0.0161315,0.0565654,0.0229464,0.0323652,0.0169317,0.0114328,0,0.0447665,0,0.00384479,0.00897711,0.00180725,0.021426,0.0147294,0.0110464,0.0294862,0.0145266,0,0,0.012542,0,0.0109119,0.0055248,0.0554351,0.0143689,0.0242158,0.0048606,0.0335466,0.00485698,0.00277914,0.0509878,0.0060265,0.00646649,0.00392803,0.015828,0.00520165,0.00474319,0.0269388,0.00914849,0.0114279,0.00238005,0.0238263,0,0,0,0.0163146,0.0316658,0,0
82,0.0116998,0.00763933,0,0,0,0.0406622,0.0190875,0.0325506,0,0,0,0.00442951,0,0.0213259,0.00160518,0.0402235,0.0235572,0.0228532,0.0269714,0,0.0313294,0.00217087,0.0180984,0.0341934,0.0161384,0.0574788,0.0230955,0.032918,0.0173813,0.0109245,0,0.0495997,0,0.00356384,0.00898589,0.00190491,0.0213086,0.0149557,0.0114283,0.0288528,0.014933,0,0,0.0120688,0,0.0107847,0.00523558,0.0554919,0.013323,0.0241281,0.00464027,0.0330786,0.00472012,0.00359177,0.0511708,0.00635618,0.00716384,0.00338012,0.0160908,0.00458644,0.00357741,0.0262599,0.00929556,0.0111931,0.00252338,0.0242547,0,0,0,0.0165031,0.0322265,0,0
83,0.0121679,0.00776429,0,0,0,0.0430253,0.0192332,0.0313559,0,0,0,0.00392681,0,0.021284,0.00172716,0.0399952,0.0236127,0.0230148,0.0277134,0,0.0311467,0.00284647,0.0191725,0.0361256,0.0157319,0.0582565,0.0236389,0.0333698,0.0176225,0.0105777,0,0.0531389,0,0.00336316,0.00896531,0.00189372,0.0215794,0.0150963,0.0119842,0.0281494,0.0152709,0,0,0.0120707,0,0.0106864,0.00532423,0.0556554,0.0124781,0.0241499,0.00466954,0.0329306,0.00444793,0.00382721,0.0510038,0.00656902,0.00737797,0.00340326,0.0164021,0.00392118,0.00215412,0.0258526,0.00959797,0.0108451,0.00244432,0.0242818,0,0,0,0.0166974,0.0326561,0,0
84,0.0124366,0.00788277,0,0,0,0.0447496,0.0192219,0.0303995,0,0,0,0.00351329,0,0.0212637,0.00187144,0.039882,0.0237754,0.0231868,0.0284619,0,0.0310531,0.0033685,0.0202951,0.0381316,0.015482,0.0588346,0.0243975,0.0338022,0.0175342,0.0105001,0,0.0564586,0,0.00337441,0.00895693,0.0017991,0.0215976,0.0151097,0.0123531,0.0275225,0.0156047,0,0,0.0121171,0,0.0106507,0.00541062,0.0559568,0.0116231,0.0243028,0.00479121,0.0328914,0.00403597,0.00352576,0.0506955,0.00676335,0.00726662,0.00394339,0.0166398,0.00345431,0.00198248,0.0254815,0.0096788,0.0101931,0.00220031,0.0240627,0,0,0,0.0169762,0.0329786,0,0
85,0.0124028,0.00804704,0,0,0,0.0466071,0.0190832,0.0305711,0,0,0,0.0031199,0,0.0213071,0.00208558,0.0398579,0.0247226,0.0235043,0.0290326,0,0.0309533,0.00352572,0.0213606,0.0399265,0.0152954,0.0592688,0.0251303,0.0342717,0.017269,0.0106813,0,0.0596385,0,0.00356857,0.00900068,0.00179755,0.0212629,0.0150003,0.0124929,0.0270236,0.0157763,0,0,0.0120976,0,0.0106443,0.00549466,0.0563395,0.0108649,0.0244676,0.00492438,0.0326752,0.00374013,0.00312945,0.0502846,0.00682592,0.00681536,0.00474231,0.0166806,0.0031695,0.00321869,0.0251993,0.00960882,0.00928785,0.00194269,0.023727,0,0,0,0.0172455,0.0332631,0,0
86,0.0121665,0.00819856,0,0,0,0.0494763,0.0190633,0.0312013,0,0,0,0.00302983,0,0.0212813,0.00220098,0.0398671,0.0261782,0.023877,0.0294607,0,0.0308757,0.00342894,0.0221168,0.0416979,0.0149839,0.0598107,0.0256126,0.03484,0.0170902,0.0111553,0,0.0631073,0,0.00363896,0.00897073,0.00181814,0.0208398,0.0148467,0.0125161,0.0268037,0.0157526,0,0,0.0120688,0,0.0106131,0.005577,0.056653,0.0104201,0.0245722,0.00496146,0.0323245,0.00358478,0.00321652,0.0498688,0.00661823,0.00623596,0.00531286,0.0165465,0.00318586,0.00410786,0.0248575,0.00949055,0.00844223,0.00171431,0.0234249,0,0,0,0.0174425,0.0335033,0,0
87,0.0118411,0.00829543,0,0,0,0.0524929,0.0190932,0.0321596,0,0,0,0.00333314,0,0.0212406,0.00219674,0.0398452,0.0281042,0.0242325,0.0299599,0,0.0307556,0.00320511,0.0227753,0.0432076,0.0150077,0.0603951,0.026093,0.0355365,0.017041,0.0118284,0,0.0670887,0,0.00379769,0.00890695,0.00180416,0.0202608,0.014649,0.0124151,0.0267191,0.0156082,0,0,0.0119985,0,0.0105643,0.00560371,0.0568466,0.00990534,0.0246186,0.00494194,0.0319376,0.00341692,0.00325153,0.0496579,0.00624782,0.0056782,0.00556364,0.0163328,0.00326379,0.00435053,0.0243104,0.00917955,0.00707342,0.00146668,0.0232458,0,0,0,0.0176124,0.0336156,0,0
88,0.0115735,0.00836052,0,0,0,0.0559225,0.0190514,0.0328247,0,0,0,0.00374382,0,0.0211787,0.0021577,0.0398813,0.0304748,0.0244611,0.0303608,0,0.0306685,0.00299089,0.0232996,0.0441784,0.0152605,0.0606586,0.0264031,0.0363897,0.0171734,0.0124519,0,0.0714475,0,0.00404897,0.00884738,0.00176374,0.0196713,0.0144086,0.0122937,0.0267823,0.0153738,0,0,0.0118882,0,0.0105224,0.00560882,0.0569349,0.00935296,0.0246167,0.00494503,0.0316287,0.00322264,0.0026462,0.0496708,0.00574918,0.00513267,0.0056171,0.0161569,0.00343552,0.0043905,0.0238086,0.00873807,0.00527387,0.00118364,0.0230729,0,0,0,0.0177309,0.0336083,0,0
89,0.0113528,0.00833345,0,0,0,0,0.0189394,0.0371096,0,0,0,0.00413894,0,0.021149,0.00212435,0.0397565,0.0345514,0.0247838,0.030747,0,0.0306678,0.00277117,0.0234419,0.0443269,0.0157139,0.0604459,0.0278058,0.0390476,0.0199126,0.0121156,0,0.0791823,0,0.0043548,0.00882438,0.00169711,0.0188232,0.0141689,0.0121716,0.0267532,0.015065,0,0,0.0118385,0,0.0105163,0.0056952,0.0570245,0.00906567,0.0244229,0.00503337,0.0313157,0.00316036,0.00212057,0.0495883,0.00532668,0.00478928,0.00577933,0.0160544,0.00353866,0.00465189,0.0228991,0.00822215,0.00430256,0.00083799,0.022805,0,0,0,0.0176959,0.033257,0,0
90,0.0112762,0.00829522,0,0,0,0.0621537,0.0188378,0.0349365,0,0,0,0.00429823,0,0.0210557,0.00214278,0.040029,0.0340638,0.0248573,0.0307719,0,0.0307163,0.00285291,0.0241172,0.0450894,0.0159164,0.0605415,0.0268397,0.0377544,0.0173039,0.0132803,0,0.078692,0,0.00450665,0.00876551,0.00163465,0.0185413,0.0139782,0.0121789,0.0268136,0.01478,0,0,0.0117206,0,0.0105151,0.00579566,0.0568964,0.00906421,0.0245971,0.00520281,0.0313275,0.00315184,0.00205101,0.0496816,0.00506656,0.00470328,0.00609462,0.0158915,0.00362765,0.00509678,0.0224496,0.00770701,0.00382588,0.000624319,0.0226122,0,0,0,0.0176993,0.0332247,0,0
91,0.0110993,0.00818611,0,0,0,0.0660964,0.018681,0,0,0,0,0.0044482,0,0.0209254,0.00216404,0.0403573,0.0370533,0.0252199,0.0305457,0,0.0307677,0.00274993,0.0240946,0.0447396,0.0160029,0.060235,0.0270517,0.0387706,0.018578,0.0122447,0,0.0831885,0,0.00442467,0.00870227,0.00157004,0.0179174,0.0138189,0.012222,0.0265198,0.0145118,0,0,0.0116435,0,0.0105383,0.00595249,0.0570289,0.00916284,0.0245125,0.00531297,0.0310633,0.00312748,0.00196664,0.0496485,0.00504297,0.00477119,0.00659493,0.0159925,0.0035556,0.0060829,0.0214604,0.00731506,0.00366807,0.000504393,0.0222667,0,0,0,0.0176049,0.0328678,0,0
92,0.010952,0.00806437,0,0,0,0.0670206,0.0184988,0,0,0,0,0.00448424,0,0.0207526,0.0022492,0.0405856,0.0371147,0.025516,0.0303405,0,0.0308976,0.00270713,0.0242286,0.0444265,0.0163667,0.0599539,0.0267859,0.0385969,0.0183109,0.0122602,0,0.0849542,0,0.00431605,0.00862607,0.00151317,0.0170798,0.0136885,0.0122413,0.0261849,0.0142889,0,0,0.0116704,0,0.0105548,0.00610946,0.0570397,0.00958294,0.0244111,0.00546781,0.0308344,0.00306409,0.0018346,0.0495597,0.00518539,0.00479107,0.00716369,0.016145,0.0035379,0.00718911,0.0202012,0.00710736,0.00366095,0.000473779,0.021911,0,0,0,0.0174645,0.0325558,0,0
93,0.0108998,0.00792358,0,0,0,0.0674672,0.0182895,0,0,0,0,0.00454111,0,0.020593,0.00233195,0.0406174,0.0369984,0.0257827,0.0299139,0,0.031085,0.00273047,0.0242398,0.0437616,0.0170133,0.0596607,0.0262607,0.0381889,0.0181857,0.0122238,0,0.085945,0,0.00425445,0.00855579,0.00146813,0.0159487,0.0135953,0.0122803,0.0257957,0.014197,0,0,0.0116972,0,0.0105405,0.0062334,0.057014,0.0100771,0.0242981,0.00568981,0.0306781,0.00297003,0.00188231,0.0494191,0.00542036,0.00480527,0.00760418,0.0162605,0.00358422,0.0080716,0.0185466,0.00699799,0.00361147,0.000468607,0.0217118,0,0,0,0.0173093,0.0322843,0,0
94,0.010904,0.00782334,0,0,0,0.0654716,0.0180655,0.0330829,0,0,0,0.00471058,0,0.0205025,0.00245085,0.0406727,0.0349352,0.0259262,0.0294149,0,0.0313451,0.00278371,0.0243826,0.0428948,0.0177419,0.0594722,0.0253238,0.0367769,0.0165885,0.0132342,0,0.0839548,0,0.00414895,0.00853543,0.00141361,0.0146237,0.0135639,0.012145,0.0254226,0.0141277,0,0,0.0117157,0,0.0105504,0.0063781,0.0570399,0.010773,0.0240875,0.00595276,0.0306347,0.00293163,0.00213859,0.0492784,0.00564934,0.00489263,0.00798072,0.0163395,0.00365759,0.00881109,0.0166897,0.00713123,0.0035113,0.000550288,0.0216178,0,0,0,0.0172995,0.0319838,0,0
95,0.0109472,0.00777134,0,0,0,0.0672376,0.0178335,0,0,0,0,0.0048966,0,0.02045,0.00260196,0.0406795,0.0368789,0.0261964,0.028244,0,0.0314474,0.00290487,0.0239185,0.0410089,0.0179956,0.0588855,0.0247798,0.0366991,0.0175461,0.0121463,0,0.0856318,0,0.00412062,0.0085379,0.00137064,0.0130453,0.0135873,0.0119827,0.0249746,0.0141399,0,0,0.0117346,0,0.0105712,0.00651226,0.057223,0.0116252,0.0237988,0.00621051,0.0304622,0.00288586,0.00199769,0.0490978,0.0057597,0.00513867,0.00837163,0.0164755,0.00369975,0.00972594,0.0145197,0.00730098,0.00341309,0.000610964,0.0216175,0,0,0,0.017248,0.0316629,0,0
96,0.011081,0.00776839,0,0,0,0.0646044,0.0175981,0.0321739,0,0,0,0.00494523,0,0.0203013,0.00279789,0.0405409,0.034825,0.0262777,0.0273456,0,0.0317012,0.00317869,0.0239123,0.039931,0.0183679,0.058608,0.0237579,0.0348933,0.0155959,0.0134105,0,0.0825167,0,0.00414424,0.00853613,0.00137798,0.0114936,0.013602,0.011695,0.0247651,0.0142044,0,0,0.0119224,0,0.0105329,0.00673917,0.0572925,0.0122446,0.0235985,0.0065968,0.0304102,0.00281059,0.00196023,0.048991,0.0059237,0.00548122,0.00857445,0.0165541,0.0037766,0.0104972,0.0125911,0.0075001,0.00334782,0.000613433,0.0216366,0,0,0,0.0171732,0.031459,0,0
97,0.0112257,0.00777491,0,0,0,0.0636423,0.0173745,0.0320906,0,0,0,0.00496825,0,0.020106,0.00297924,0.0404393,0.0346563,0.0266237,0.0262864,0,0.0318046,0.00354145,0.0237509,0.0385916,0.0185901,0.0586128,0.0229774,0.0337397,0.0153018,0.0135369,0,0.0810456,0,0.00412685,0.00847848,0.0014042,0.0102279,0.0136266,0.0114373,0.0245568,0.0142825,0,0,0.0120136,0,0.0105443,0.00694417,0.0573785,0.0131095,0.0234232,0.00699996,0.0300336,0.00286735,0.00205597,0.0486848,0.00611257,0.00585742,0.00890911,0.0166762,0.00394746,0.0112288,0.0108452,0.00768399,0.00326172,0.000755905,0.0215017,0,0,0,0.0169912,0.0313162,0,0
98,0.011436,0.00786568,0,0,0,0.0624101,0.0171652,0.0313085,0,0,0,0.00504503,0,0.0200185,0.00314356,0.0403709,0.0348206,0.0268931,0.0251927,0,0.0318767,0.00387195,0.0237592,0.0372272,0.0187216,0.0588074,0.0221456,0.0326463,0.0147798,0.0135699,0,0.0793897,0,0.00422743,0.00848454,0.00141374,0.00924302,0.0136675,0.0112224,0.0244647,0.0144673,0,0,0.0120477,0,0.0105156,0.00710604,0.0574099,0.0138874,0.0233133,0.00736173,0.0297764,0.00302282,0.0021356,0.0483279,0.00629313,0.00613726,0.00940713,0.0167759,0.00406455,0.0119075,0.00948488,0.00777002,0.00308437,0.00101604,0.021375,0,0,0,0.0168826,0.0312432,0,0
99,0.0116315,0.00798032,0,0,0,0.06134,0.0169578,0.0308319,0,0,0,0.00506087,0,0.0199517,0.00323675,0.0402937,0.0350867,0.0270052,0.024029,0,0.0320028,0.00423408,0.0236473,0.035973,0.01871,0.0588397,0.0213614,0.031673,0.0144952,0.0137399,0,0.0779429,0,0.00428235,0.00851149,0.00142724,0.00843738,0.0136708,0.0110061,0.0243809,0.0145834,0,0,0.0119949,0,0.0104797,0.00723319,0.0573713,0.0145102,0.0232364,0.00772679,0.0296329,0.00332446,0.00234755,0.0480455,0.00652553,0.00632639,0.00979913,0.0168471,0.00414085,0.0126061,0.00849262,0.0078532,0.00288749,0.00127907,0.0212623,0,0,0,0.0168783,0.0311711,0,0
100,0.0118213,0.00815761,0,0,0,0.0603942,0.0167351,0.0303036,0,0,0,0.00503948,0,0.0198911,0.00330555,0.0403134,0.0346264,0.0271736,0.0229996,0,0.032103,0.00463445,0.0233414,0.0351025,0.0184662,0.0586372,0.0208597,0.0306469,0.0141539,0.0138051,0,0.0762744,0,0.00431777,0.00854496,0.00145471,0.00774106,0.0136667,0.0107541,0.0241719,0.0146546,0,0,0.0120598,0,0.0104766,0.00735611,0.0572363,0.014849,0.0230752,0.00802307,0.0294112,0.00367675,0.00264113,0.0477441,0.00677374,0.00669698,0.0101454,0.0169454,0.00420377,0.0130176,0.00770095,0.00789387,0.00282552,0.00136067,0.0210904,0,0,0,0.0168854,0.0309975,0,0
101,0.0118856,0.00835694,0,0,0,0.0593852,0.0165526,0.0296413,0,0,0,0.00495967,0,0.0198719,0.00336544,0.0404135,0.0339708,0.0272313,0.0221489,0,0.0321267,0.00495757,0.0229825,0.0341867,0.0180607,0.0583752,0.0204824,0.0295347,0.0138181,0.0138422,0,0.0743823,0,0.00428433,0.00859439,0.00159715,0.00729094,0.0136645,0.0104694,0.0239046,0.0146748,0,0,0.0120634,0,0.0104912,0.00732083,0.0569369,0.0148241,0.0229859,0.00820472,0.0292267,0.00406171,0.00294621,0.047337,0.00692986,0.00698779,0.0104399,0.0170546,0.00433664,0.0131664,0.00718574,0.00792031,0.00267934,0.00127348,0.020894,0,0,0,0.0169185,0.0307838,0,0
102,0.0119207,0.0085248,0,0,0,0.0578755,0.0164283,0.0287506,0,0,0,0.00488664,0,0.019896,0.0033842,0.0405777,0.0335344,0.027152,0.0215736,0,0.0320287,0.00515214,0.0226475,0.0333677,0.0176586,0.0581456,0.0200748,0.02857,0.0134913,0.0138337,0,0.0723979,0,0.00423696,0.00867063,0.00160163,0.00695193,0.013676,0.0101966,0.0236224,0.0146665,0,0,0.0119222,0,0.0104798,0.00709687,0.056515,0.0146024,0.0229439,0.00832535,0.029126,0.00433705,0.00329759,0.0469482,0.00699524,0.00724122,0.010529,0.0171318,0.00420761,0.0130042,0.00685654,0.00770928,0.00245461,0.00136099,0.0211551,0,0,0,0.0169292,0.030621,0,0
103,0.0120316,0.00865412,0,0,0,0.0578656,0.0163673,0.0300186,0,0,0,0.00488101,0,0.0198904,0.00340459,0.0408552,0,0.0270711,0.0214708,0,0.0317761,0.00528553,0.022493,0.0331102,0.0174586,0.0577941,0.0193826,0.0282397,0.0141856,0.0126381,0,0.0729463,0,0.00438234,0.00870467,0.00144088,0.00665979,0.0137568,0.00981311,0.0233809,0.0148169,0,0,0.0110819,0,0.0104443,0.00684454,0.0563447,0.0142845,0.0227912,0.00852843,0.0290507,0.00457808,0.00375927,0.0466186,0.0070541,0.00750348,0.0104395,0.0171786,0.00398047,0.0128269,0.00661658,0.00740637,0.00241853,0.00156865,0.0221074,0,0,0,0.0169317,0.0306985,0,0
104,0.011675,0.00907031,0,0,0,0.0551277,0.0162559,0.0270022,0,0,0,0.00489787,0,0.0199223,0.00332013,0.0409017,0.0326741,0.0273016,0.0201886,0,0.0319215,0.00577763,0.021191,0.0312621,0.0164888,0.0574036,0.0192402,0.0272624,0.0132271,0.0136342,0,0.0690633,0,0.00415498,0.00874002,0.00127122,0.00649226,0.0136576,0.0096175,0.0225507,0.0143775,0,0,0.0108594,0,0.0104868,0.00688253,0.0563549,0.0148315,0.0229187,0.00867208,0.0289075,0.00504169,0.00407619,0.0463658,0.00699276,0.00769775,0.0106721,0.0170971,0.00416788,0.0132994,0.0069417,0.00757283,0.00248168,0.00151066,0.0220102,0,0,0,0.0171614,0.0300759,0,0
105,0.0114981,0.00941264,0,0,0,0.0542473,0.0161714,0.0268373,0,0,0,0.00498033,0,0.0200568,0.00327688,0.0411146,0.0317211,0.0275562,0.0193212,0,0.0319981,0.00608046,0.0201593,0.0297998,0.0155968,0.0569117,0.0189849,0.0267298,0.0133129,0.0135257,0,0.0676436,0,0.00407618,0.00882749,0.00120972,0.00626033,0.0135829,0.00942031,0.021975,0.0141436,0,0,0.0107187,0,0.0104456,0.00688079,0.0564366,0.0153058,0.0229686,0.00880599,0.0287719,0.00541275,0.0043235,0.0461472,0.00694359,0.00791938,0.0110264,0.0170353,0.00440413,0.0137461,0.00734121,0.00763588,0.00270848,0.00135097,0.0217207,0,0,0,0.0173645,0.0296948,0,0
