Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHIP
66,0.0175043,0.0191864,0,0,0,0.0206168,0.0163997,0.0153807,0.0231575,0,0,0,0,0.0204009,0,0.019047,0.0116966,0.0394371,0.0279073,0.0253768,0.0110211,0,0,0.0427315,0.00331313,0.00816385,0.0118117,0.011764,0.0143204,0.017568,0.0144775,0.0150267,0,0.0214235,0,0.012843,0.00917168,0.0041885,0.0103313,0.0076003,0.015147,0.0352666,0.0175415,0,0,0.0287179,0,0.017795,0.022121,0.04887,0.0209147,0.0244701,0.0167425,0.0434068,0.0140895,0.0207282,0.0629217,0.0228187,0.019832,0.00898656,0.00849504,0.00836486,0.00617737,0.0130763,0.0156632,0.00932533,0.0120557,0.0277322,0.0223014,0,0,0,0.0424389
67,0.0172709,0.0195595,0,0,0,0.0189511,0.0164136,0.0145297,0.0228644,0,0,0,0,0.0201472,0,0.0189726,0.0117955,0.0395279,0.0269685,0.0252449,0.010864,0,0,0.0429824,0.00330406,0.00836305,0.0120714,0.0113989,0.0138719,0.0169309,0.0139068,0.0144554,0,0.0205009,0,0.0128172,0.00913179,0.00425324,0.0102368,0.00764445,0.014738,0.0352471,0.0173776,0,0,0.0285648,0,0.0179787,0.0221672,0.048951,0.0206632,0.0246792,0.0165663,0.0437127,0.0143464,0.020814,0.0631576,0.0223894,0.0196365,0.00866159,0.00835138,0.00833651,0.00576129,0.0126883,0.0154875,0.00944852,0.0122257,0.0282299,0.0220873,0,0,0,0.0420525
68,0.0171132,0.0199322,0,0,0,0.01801,0.0163991,0.0143038,0.022661,0,0,0,0,0.020186,0,0.0189311,0.0118866,0.0393782,0.0267275,0.0252442,0.0107049,0,0,0.0432237,0.00329519,0.00847762,0.0120223,0.0108513,0.013287,0.0162594,0.0134756,0.013842,0,0.0197616,0,0.013019,0.00910554,0.00434536,0.00954768,0.00769017,0.0148147,0.0352185,0.0172514,0,0,0.0282981,0,0.0181565,0.0221114,0.049152,0.0196839,0.0248655,0.016119,0.0440728,0.0145198,0.0204591,0.0630906,0.0212156,0.0187239,0.00821883,0.00803976,0.00929224,0.00534821,0.0084659,0.0152002,0.00957859,0.012395,0.028646,0.0218606,0,0,0,0.0418969
69,0.0170146,0.0202161,0,0,0,0.0179586,0.0163694,0.0149744,0.0227481,0,0,0,0,0.0199591,0,0.0190682,0.0117542,0.0390353,0.0273494,0.0253662,0.0102382,0,0,0.0434816,0.00332848,0.00841318,0.011614,0.010697,0.0127392,0.0160175,0.0134692,0.0137162,0,0.0196803,0,0.0127455,0.00918363,0.00441184,0.0102861,0.00770873,0.0150131,0.0352138,0.017219,0,0,0.0279508,0,0.0182967,0.0219269,0.0493773,0.0199676,0.024954,0.0156114,0.0444685,0.0145548,0.0198114,0.062709,0.0199379,0.0175078,0.00812191,0.00786702,0.00957428,0.00550112,0.00954804,0.014923,0.00961945,0.012467,0.0289446,0.0216938,0,0,0,0.041987
70,0.016983,0.020526,0,0,0,0.0178656,0.0162745,0.0152033,0.0232313,0,0,0,0,0.019367,0,0.0192182,0.011455,0.0387445,0.0274811,0.0255309,0.00980523,0,0,0.043717,0.00333758,0.0083458,0.0114513,0.0103363,0.0125123,0.0161549,0.013227,0.0134468,0,0.0189923,0,0.0120991,0.00926802,0.00441095,0.0117701,0.00770499,0.0150112,0.0351057,0.0172168,0,0,0.0274776,0,0.0183981,0.0216621,0.0495791,0.0202352,0.0250648,0.0151016,0.0449175,0.0144974,0.0189264,0.0621796,0.0186714,0.0161784,0.00818763,0.00782073,0.00970349,0.00586366,0.0120322,0.0146544,0.00960373,0.012476,0.0291624,0.0216068,0,0,0,0.0422414
71,0.017063,0.0208192,0,0,0,0.0180521,0.0161408,0.0156095,0.0231299,0,0,0,0,0.0185685,0,0.0192647,0.0112729,0.0384873,0.0275121,0.0255727,0.00973945,0,0,0.0438647,0.00336182,0.00830909,0.0116568,0.00990736,0.0125719,0.0166035,0.0135558,0.0130184,0,0.0182098,0,0.0115699,0.00927746,0.0044289,0.013476,0.00769823,0.0150883,0.0349853,0.0172339,0,0,0.0269259,0,0.0184803,0.0213564,0.0497473,0.0202156,0.0252361,0.0146052,0.0453396,0.0143008,0.0178896,0.0616467,0.0173628,0.0147224,0.00842546,0.00772921,0.00998527,0.00647786,0.0149327,0.0144425,0.00953423,0.0124004,0.0293285,0.0216033,0,0,0,0.042556
72,0.0173746,0.0210409,0,0,0,0.0184241,0.0160182,0.0162199,0.0228038,0,0,0,0,0.017744,0,0.0191935,0.0109149,0.0383113,0.0274295,0.0255222,0.0100281,0,0,0.0439603,0.00338687,0.00830619,0.0121589,0.00948664,0.0127685,0.0172207,0.0132046,0.0125821,0,0.0174563,0,0.0111783,0.00924937,0.00446745,0.0146322,0.00766761,0.0148566,0.0348632,0.0173372,0,0,0.0263685,0,0.0185291,0.0210336,0.0498519,0.0194645,0.0254572,0.0141464,0.0457017,0.0139474,0.0168256,0.0611332,0.0160733,0.0132122,0.00887378,0.00749493,0.0105124,0.00735888,0.0171576,0.0142961,0.0094648,0.0122659,0.0294109,0.021681,0,0,0,0.0429423
73,0.0177809,0.0213239,0,0,0,0.0194491,0.0158727,0.0170991,0.0229691,0,0,0,0,0.0169455,0,0.0191712,0.0104621,0.038164,0.027418,0.0254786,0.0106706,0,0,0.0440994,0.00347559,0.00837821,0.0129819,0.00906432,0.0130835,0.0179759,0.013114,0.0122122,0,0.0169786,0,0.0105964,0.00925475,0.00445324,0.0147949,0.00759568,0.0138106,0.0346308,0.0175001,0,0,0.0259019,0,0.018542,0.020753,0.0499611,0.0179183,0.0256606,0.0136933,0.0460173,0.0135336,0.0159199,0.0606805,0.0149651,0.0118881,0.0094336,0.00724945,0.0111431,0.00807086,0.0184262,0.0142403,0.0094389,0.0120915,0.0294116,0.0217937,0,0,0,0.0434345
74,0.0181423,0.0215627,0,0,0,0.0209598,0.015729,0.0179278,0.0227118,0,0,0,0,0.0160674,0,0.0193106,0.0101538,0.0379278,0.0271427,0.0252414,0.0114089,0,0,0.0442054,0.003609,0.00852761,0.0138582,0.00855717,0.0134725,0.0187003,0.0130576,0.0118339,0,0.0164849,0,0.00983359,0.00934611,0.00441322,0.0151385,0.00753881,0.0123164,0.0343605,0.0177175,0,0,0.0255326,0,0.0185415,0.0204925,0.0499752,0.0151854,0.0257996,0.0135973,0.046303,0.0130768,0.0153121,0.060513,0.0143208,0.0110134,0.00996213,0.00722874,0.011592,0.00865622,0.019989,0.0142228,0.00933266,0.0118666,0.0292971,0.0220479,0,0,0,0.0440001
75,0.018536,0.0218002,0,0,0,0.0229693,0.015601,0.0195302,0.0226115,0,0,0,0,0.0153168,0,0.0193758,0.00976998,0.0374827,0.0272121,0.0248678,0.0123491,0,0,0.0443844,0.00384493,0.00873439,0.0148466,0.00826265,0.0141779,0.0198293,0,0.011282,0,0.0168681,0,0.00919053,0.00940566,0.00432525,0.0165832,0.0074912,0.00979203,0.0340146,0.0179502,0,0,0.0252709,0,0.0185433,0.0203141,0.0498056,0.0103845,0.0256665,0.0137803,0.0466205,0.0126063,0.0150713,0.0608419,0.0143776,0.0107227,0.00978479,0.00763713,0.0112382,0.00861402,0.0223779,0.0142654,0.00928482,0.0116478,0.0291802,0.022488,0,0,0,0.044718
76,0.0190846,0.0219344,0,0,0,0.0246666,0.0154733,0.020939,0.0227683,0,0,0,0,0.0146833,0,0.0194052,0.00932487,0.0368847,0.0264993,0.0244695,0.0135348,0,0,0.0446924,0.00418418,0.00904224,0.0161898,0.00819165,0.0147756,0.020921,0,0.010863,0,0.0178008,0,0.00879341,0.00944963,0.00422991,0.0182811,0.00742801,0.00771922,0.0336081,0.0182941,0,0,0.0250212,0,0.0184847,0.0201953,0.0493993,0.00480402,0.0253172,0.0140478,0.0468943,0.0121614,0.0149072,0.0616959,0.0152408,0.0108766,0.00830832,0.00853437,0.00965256,0.00741325,0.0236107,0.0143085,0.0089493,0.0114553,0.0290771,0.0230371,0,0,0,0.0456497
77,0.0198396,0.0217975,0,0,0,0.0271815,0.0153679,0.0221867,0.0231227,0,0,0,0,0.0141825,0,0.0193262,0.00890978,0.0362228,0.0257213,0.0241371,0.015256,0,0,0.044959,0.0044222,0.00942465,0.0178825,0.00839322,0.0153359,0.0221568,0.0146152,0.0106548,0,0.019976,0,0.00849474,0.00944928,0.00419801,0.0194948,0.00730201,0.00864822,0.0331811,0.0189623,0,0,0.0246503,0,0.0182954,0.0200767,0.0490311,0.0053066,0.0250253,0.0139243,0.0468211,0.0117719,0.0146004,0.0626381,0.0167467,0.0114279,0.00605865,0.00954721,0.00810892,0.00518481,0.0227208,0.0142169,0.00858381,0.0113502,0.0288932,0.0235489,0,0,0,0.0469077
78,0.0206753,0.0213036,0,0,0,0.0308697,0.0153155,0.0238366,0.0236832,0,0,0,0,0.0138174,0,0.0192643,0.00860695,0.0357588,0.0255998,0.0239393,0.0174918,0,0,0.0450417,0.00435233,0.00997733,0.0198377,0.00914446,0.0162483,0.0239287,0.0144577,0.0102874,0,0.0236474,0,0.00831109,0.00942957,0.00419415,0.0203616,0.00722969,0.0110058,0.0328272,0.0199151,0,0,0.024023,0,0.0180851,0.0198694,0.049094,0.00982233,0.0249035,0.0134535,0.0463493,0.0114133,0.0143718,0.0629691,0.0182477,0.0122574,0.00520181,0.00986906,0.00774811,0.00344363,0.0216593,0.0139163,0.00826003,0.0112638,0.0285064,0.0239372,0,0,0,0.048467
79,0.0211997,0.0206278,0,0,0,0.0348159,0.0153627,0.0256731,0.0244381,0,0,0,0,0.0134928,0,0.0193233,0.00836193,0.0355789,0.0259001,0.023915,0.0202996,0,0,0.0449253,0.00397106,0.0108133,0.0221974,0.0105769,0.0177092,0.0263238,0.012914,0.0099615,0,0.0278234,0,0.00816557,0.00943498,0.00410677,0.0217004,0.00718509,0.012497,0.0326949,0.0207342,0,0,0.0231434,0,0.0179128,0.019539,0.049615,0.012644,0.0248766,0.0131851,0.04569,0.0109563,0.0138935,0.0625425,0.0187147,0.0127843,0.00659814,0.0093097,0.00799882,0.0042082,0.0223594,0.0133926,0.00801783,0.0111556,0.0279144,0.024299,0,0,0,0.0501792
80,0.0211973,0.0200196,0,0,0,0.0385258,0.0154991,0.0276209,0.0256067,0,0,0,0,0.0129989,0,0.0195061,0.00810139,0.0354503,0.0259372,0.0241091,0.0235462,0,0,0.0447238,0.00354403,0.0121035,0.0251498,0.012795,0.019617,0.0291596,0.0125578,0.00967046,0,0.0323543,0,0.00795705,0.00945376,0.0038851,0.0233424,0.00716597,0.0129906,0.0326942,0.0211173,0,0,0.022106,0,0.0178387,0.0190002,0.0503237,0.0137588,0.0248563,0.0131969,0.0451509,0.0103796,0.0128516,0.0614525,0.0176534,0.0123823,0.00838532,0.00845062,0.00848524,0.00592684,0.0244038,0.0126413,0.00780249,0.0109374,0.0270843,0.0247425,0,0,0,0.0519328
81,0.0208677,0.019527,0,0,0,0.0424709,0.0155986,0.0296487,0.0272686,0,0,0,0,0.0123767,0,0.019689,0.0080159,0.03534,0.0253303,0.0244839,0.0265071,0,0,0.0444802,0.00322063,0.0137199,0.0284554,0.015558,0.0216013,0.0320639,0.0129603,0.00953352,0,0.0372962,0,0.00771454,0.00946742,0.0036184,0.0233973,0.00717805,0.0132017,0.0326662,0.0212168,0,0,0.0211438,0,0.017801,0.018357,0.0510194,0.0148383,0.0248683,0.0132348,0.0448209,0.00972889,0.0117607,0.0602272,0.0157116,0.0111897,0.00958729,0.00793213,0.00900626,0.00712459,0.0252359,0.0118117,0.00774007,0.0106235,0.0260915,0.0252028,0,0,0,0.0537585
82,0.0206811,0.0189124,0,0,0,0.0478489,0.0156396,0,0.0287386,0,0,0,0,0.0116742,0,0.0197719,0.00783826,0.0352645,0.0278276,0.0248912,0.0275395,0,0,0.0440211,0.00287846,0.0149931,0.0305043,0.0170358,0.0232037,0.0353014,0.0148366,0.00929954,0,0.0437519,0,0.00735019,0.00944808,0.00340508,0.0216368,0.00723473,0.0134411,0.0325267,0.0213959,0,0,0.0203012,0,0.0176934,0.0176317,0.0517049,0.0169245,0.0249528,0.0131351,0.0446901,0.0090047,0.0113957,0.0592153,0.0139214,0.0101623,0.0104254,0.00788372,0.00949991,0.00809224,0.0243091,0.0109799,0.00784732,0.0102307,0.0249401,0.0256111,0,0,0,0.0553515
83,0.0209428,0.0182724,0,0,0,0.0507761,0.0156316,0,0.0298507,0,0,0,0,0.0109386,0,0.0198232,0.00757186,0.0350398,0.0281437,0.0252437,0.0291476,0,0,0.0435789,0.00309657,0.0166906,0.0328612,0.0193026,0.0229813,0.0371824,0.0149043,0.00897081,0,0.0481924,0,0.00681187,0.00943513,0.00325443,0.0197439,0.00731415,0.0138936,0.032221,0.0217694,0,0,0.0196302,0,0.0176183,0.0169713,0.0524091,0.018938,0.0251999,0.0128872,0.0449066,0.00843881,0.0117567,0.0584092,0.0128362,0.00986181,0.0111658,0.00820397,0.0100193,0.00924324,0.0231279,0.0102602,0.00799654,0.00979729,0.0237105,0.0258,0,0,0,0.0574607
84,0.0214376,0.0175227,0,0,0,0.053953,0.0156505,0,0.0307863,0,0,0,0,0.0102498,0,0.0199074,0.00727208,0.0346323,0.029242,0.0255893,0.030015,0,0,0.0429061,0.00386295,0.018231,0.0347007,0.020911,0.0229432,0.0388269,0,0.0085427,0,0.0532021,0,0.00613559,0.00945812,0.0031862,0.018268,0.00733182,0.0146168,0.0317566,0.0224093,0,0,0.0191244,0,0.0174379,0.0164625,0.0531447,0.0201872,0.025458,0.0125202,0.0449835,0.00797594,0.0119757,0.0577956,0.0122859,0.00965657,0.0115996,0.00870059,0.0103761,0.0100038,0.0218785,0.00976418,0.00859236,0.00926153,0.0224708,0.0258761,0,0,0,0.0595595
85,0.0218549,0.0168695,0,0,0,0.0548883,0.0157147,0,0.0315242,0,0,0,0,0.0097106,0,0.0199834,0.00701999,0.0340053,0.029751,0.0258332,0.0309418,0,0,0.0419888,0.00474405,0.0198744,0.0367543,0.0225227,0.0227749,0.0390383,0.0155171,0.00823766,0,0.0572012,0,0.00571246,0.00946501,0.00313884,0.0170962,0.00740994,0.015025,0.031055,0.023256,0,0,0.0188091,0,0.0171751,0.0161496,0.0537655,0.0201161,0.0256327,0.0120322,0.0445953,0.00771815,0.0115492,0.0573315,0.0119078,0.00892315,0.0116077,0.00919504,0.0103701,0.0100454,0.0205383,0.00948122,0.00964862,0.00871192,0.0214876,0.0260654,0,0,0,0.0618721
86,0.0221081,0.0163561,0,0,0,0.0558744,0.0158383,0,0.0321314,0,0,0,0,0.00928989,0,0.0200418,0.00690899,0.0333119,0.0315518,0.0260198,0.0317162,0,0,0.0408981,0.00567532,0.0215796,0.038893,0.0237381,0.0241035,0.0391368,0.0158597,0.00801278,0,0.0624675,0,0.00531376,0.00945086,0.00310069,0.0161293,0.00753749,0.0148683,0.0301847,0.0242667,0,0,0.0187032,0,0.0168521,0.0160746,0.0541817,0.0190057,0.0254798,0.0114737,0.0436884,0.00766389,0.0106413,0.0571745,0.0116033,0.00773931,0.0111532,0.00950436,0.00997048,0.00946583,0.0192274,0.00937811,0.0109057,0.00822424,0.0208754,0.0265192,0,0,0,0.064004
87,0.022282,0.0158935,0,0,0,0.0567583,0.0160563,0,0.0327028,0,0,0,0,0.0090331,0,0.0199978,0.00679905,0.0324715,0.0335706,0.0260573,0.032555,0,0,0.0397348,0.00648454,0.023334,0.0410041,0.0246891,0.0267457,0.0390508,0.0160134,0.00776092,0,0.0676678,0,0.00484985,0.00937539,0.00310307,0.0156121,0.00775342,0.0142588,0.0294613,0.0253334,0,0,0.0187144,0,0.0165133,0.0161735,0.054364,0.0175583,0.025093,0.0109225,0.042636,0.00771293,0.00970468,0.0572109,0.0113989,0.00652216,0.0103697,0.00965545,0.00937892,0.00853444,0.0187056,0.00943859,0.0119977,0.00783305,0.0204962,0.0271912,0,0,0,0.0659468
88,0.0225151,0.0154053,0,0,0,0.0581076,0.0163589,0,0.0332524,0,0,0,0,0.00886439,0,0.0198838,0.00677851,0.0316997,0.0357267,0.0260563,0.0334312,0,0,0.0386976,0.0068915,0.024934,0.0430748,0.0251852,0.0269088,0.0390848,0.0164671,0.00722786,0,0.0716499,0,0.00464413,0.00924366,0.00314444,0.0151842,0.00795513,0.0133202,0.0287494,0.0261454,0,0,0.0188388,0,0.0162136,0.0163925,0.0543833,0.0158554,0.0247711,0.0105517,0.0417524,0.00775872,0.00894849,0.0573198,0.0112365,0.00569296,0.00937551,0.00966162,0.0087943,0.00744798,0.0185686,0.00964713,0.0124521,0.00756193,0.020175,0.0278375,0,0,0,0.0674422
89,0.0225285,0.0151481,0,0,0,0.0574979,0.0166504,0.029162,0.033073,0,0,0,0,0.00921822,0,0.0199455,0.00697966,0.0313896,0.0411428,0.0256698,0.038315,0,0,0.0386579,0.00702383,0.0280948,0.0490911,0.0276092,0.0282274,0.0394786,0.0167807,0.00806256,0,0.0731197,0,0.00467718,0.00921005,0.00329707,0.0144344,0.00803005,0.0122449,0.028347,0.0263707,0,0,0.019166,0,0.0160725,0.01675,0.0542708,0.0143125,0.0246793,0.0105365,0.0417238,0.00771065,0.00863927,0.0575499,0.0112732,0.00548949,0.00866899,0.00952363,0.00853294,0.00677895,0.018431,0.0101035,0.012545,0.00753093,0.020248,0.0280748,0,0,0,0.0684201
90,0.0223854,0.0144664,0,0,0,0.0615856,0.017037,0,0.0333874,0,0,0,0,0.00936011,0,0.0199848,0.00714824,0.0306575,0.0395617,0.0261944,0.0357902,0,0,0.0378541,0.007408,0.0275775,0.0479206,0.0249031,0.027198,0.0384363,0.017965,0.00654904,0,0.0786732,0,0.004542,0.00913876,0.00339755,0.0135072,0.00807022,0.0111907,0.0272596,0.0265779,0,0,0.0194425,0,0.0157527,0.0169972,0.0543485,0.0129787,0.0247559,0.010248,0.0413156,0.00747684,0.00806795,0.0573032,0.0109734,0.00519828,0.00812035,0.0095667,0.00828089,0.00639678,0.0181755,0.0106125,0.0122728,0.00748883,0.0199594,0.0283549,0,0,0,0.0689344
91,0.0218788,0.0142503,0,0,0,0.0636753,0.0173239,0,0.0335429,0,0,0,0,0.00966685,0,0.0199636,0.00739702,0.0308721,0.0419698,0.0264203,0.0372196,0,0,0.0379946,0.00750401,0.0287934,0.0506132,0.0249606,0.0275825,0.0387765,0.0171948,0.00675956,0,0.0828895,0,0.00457776,0.00904345,0.0034684,0.0125143,0.00802255,0.0107341,0.0267328,0.026338,0,0,0.019911,0,0.0156246,0.0172953,0.0543541,0.0124388,0.0248746,0.0101167,0.0414954,0.00724094,0.00781154,0.0570414,0.0107644,0.0051323,0.00817671,0.00948274,0.00833457,0.00648832,0.0175149,0.0113062,0.0119035,0.00759501,0.0201552,0.028231,0,0,0,0.0695401
92,0.0212737,0.0142028,0,0,0,0.0663285,0.0175289,0,0.033808,0,0,0,0,0.0097567,0,0.0199569,0.00761151,0.0314711,0.0441957,0.0267286,0.0386882,0,0,0.0382904,0.00732211,0.0302084,0.0530263,0.0251995,0.0282023,0.039684,0.0157864,0.00740893,0,0.0879193,0,0.00466917,0.00897553,0.00352971,0.0118014,0.00791149,0.0110144,0.0264876,0.0259178,0,0,0.0204781,0,0.0155461,0.0175017,0.0543642,0.012379,0.0249766,0.0100501,0.0415551,0.00711613,0.00764049,0.0566983,0.0105762,0.00515101,0.00861334,0.00941197,0.00847147,0.00673137,0.0166088,0.0119319,0.0112651,0.00775615,0.0203698,0.0280272,0,0,0,0.0701919
93,0.020779,0.014259,0,0,0,0.0694378,0.0176514,0,0.0341374,0,0,0,0,0.00962506,0,0.0199311,0.00764299,0.0319733,0.0456369,0.0270348,0.0398579,0,0,0.0386071,0.00695851,0.031299,0.054904,0.0254659,0.0288132,0.0409597,0.0160563,0.00830714,0,0.093084,0,0.00484591,0.00891509,0.00355751,0.0116058,0.00780345,0.0119048,0.0264468,0.0254042,0,0,0.0210556,0,0.0155013,0.0176928,0.0543508,0.0125858,0.0250421,0.0101485,0.0413745,0.00715213,0.00761199,0.0564781,0.0105118,0.00524537,0.00925417,0.00945674,0.00860014,0.00707783,0.0156532,0.012513,0.0102665,0.00790513,0.0205583,0.0278292,0,0,0,0.0705897
94,0.0204496,0.0143666,0,0,0,0.073015,0.0177087,0,0.0344804,0,0,0,0,0.00942636,0,0.0198834,0.00740678,0.0323384,0.0464492,0.0272279,0.0405605,0,0,0.0389034,0.00650613,0.031853,0.0560619,0.0257437,0.0292493,0.0423723,0.0166438,0.00919407,0,0.0974398,0,0.00490325,0.00884511,0.00351368,0.0119274,0.0076892,0.012989,0.026614,0.0248845,0,0,0.0216944,0,0.0154457,0.0179397,0.0543183,0.0129824,0.0250255,0.0104273,0.0410714,0.00745311,0.00771441,0.0564273,0.0106048,0.00549441,0.0100659,0.00957216,0.00874577,0.00786661,0.0149722,0.0129805,0.00945062,0.00806613,0.0207729,0.0276737,0,0,0,0.070588
95,0.0202593,0.014541,0,0,0,0.0768334,0.0177404,0,0.0345287,0,0,0,0,0.00909195,0,0.0198588,0.00723509,0.0326747,0.0472396,0.027305,0.040975,0,0,0.0390863,0.0062077,0.0317378,0.0565568,0.0259114,0.0296784,0.043963,0.0168062,0.0101042,0,0.100848,0,0.00456397,0.00879928,0.00344493,0.0123072,0.00773658,0.0138808,0.0269006,0.0244697,0,0,0.0222795,0,0.0154406,0.0181633,0.0542453,0.0133265,0.0249462,0.0107622,0.0407992,0.00803022,0.00801176,0.0565361,0.0107744,0.00589986,0.0108103,0.00966343,0.00892876,0.00895556,0.0143945,0.0131489,0.00850206,0.00820863,0.0209871,0.0275582,0,0,0,0.0703441
96,0.0201371,0.0151111,0,0,0,0,0.0176688,0.0354234,0.0339078,0,0,0,0,0.00884784,0,0.019877,0.00713586,0.0329335,0.0480849,0.0271324,0.0442791,0,0,0.0397825,0.00593557,0.0329924,0.0587885,0.0280976,0.0329511,0.0485205,0.0185851,0.0108245,0,0.106658,0,0.00440204,0.00880724,0.00343668,0.0120892,0.00780431,0.0144045,0.027493,0.024038,0,0,0.0229146,0,0.0155458,0.0185052,0.0541231,0.0136626,0.0246811,0.0110917,0.0408869,0.00887665,0.00864628,0.0568757,0.0109648,0.00644846,0.0113472,0.0096999,0.00919607,0.00989399,0.0134756,0.0131893,0.00730827,0.0084155,0.021449,0.0272322,0,0,0,0.069757
97,0.0203314,0.0151717,0,0,0,0.0812295,0.0176712,0,0.033973,0,0,0,0,0.00828541,0,0.0199487,0.00693989,0.0332437,0.0475369,0.0274066,0.0408007,0,0,0.0392679,0.00617535,0.0317176,0.0557398,0.0260633,0.0300891,0.0464377,0.0163691,0.0115735,0,0.105143,0,0.00399397,0.00882309,0.00339301,0.0116719,0.0079107,0.0144187,0.0273181,0.0240634,0,0,0.023382,0,0.015435,0.0187584,0.0540235,0.0136163,0.0247885,0.0109881,0.0404515,0.00954189,0.00871344,0.0569721,0.0107551,0.00642784,0.0113754,0.00962317,0.00927754,0.0100711,0.0131765,0.0130413,0.00648735,0.00850743,0.0212898,0.0271124,0,0,0,0.0695203
98,0.0206148,0.0155811,0,0,0,0.0814131,0.0175757,0,0.033635,0,0,0,0,0.00799894,0,0.0199212,0.00669645,0.0335346,0.0468485,0.0275554,0.0400914,0,0,0.0394141,0.00635017,0.0312392,0.0545792,0.0260423,0.0296439,0.0467104,0.0170349,0.0119453,0,0.105141,0,0.00385593,0.00881384,0.00335658,0.0106152,0.00777429,0.0141825,0.0273507,0.0240884,0,0,0.0240328,0,0.0152085,0.019208,0.0538941,0.0135198,0.0246217,0.0108661,0.0402447,0.0102241,0.00883103,0.0569731,0.0105252,0.0063434,0.0113368,0.00934349,0.00942855,0.0098905,0.0124209,0.0130367,0.0061136,0.00870027,0.0213419,0.0267702,0,0,0,0.068955
99,0.0210173,0.0159278,0,0,0,0.0809958,0.0175072,0,0.0332925,0,0,0,0,0.00768594,0,0.0198855,0.006526,0.033707,0.045617,0.0277175,0.0391603,0,0,0.0396826,0.00668843,0.0309394,0.0532421,0.0260795,0.0289193,0.0461395,0.0168089,0.0120258,0,0.10391,0,0.00382134,0.00880247,0.00329125,0.00965563,0.00769692,0.0137688,0.0273297,0.0242079,0,0,0.0247236,0,0.0148717,0.0196394,0.053743,0.0133361,0.0244327,0.010792,0.0400117,0.0108468,0.00870688,0.0569397,0.0102696,0.00616984,0.0113988,0.00912674,0.00960763,0.00990464,0.0116996,0.0130065,0.00562618,0.00883049,0.021385,0.0265231,0,0,0,0.0683386
100,0.0214172,0.0163831,0,0,0,0.0782964,0.0174378,0.0332566,0.0327415,0,0,0,0,0.00722187,0,0.0197827,0.00629409,0.0338788,0.0440652,0.0275745,0.0401012,0,0,0.040377,0.00697904,0.0317948,0.0535675,0.0275267,0.028416,0.0451328,0.0150725,0.0136718,0,0.10032,0,0.00381596,0.00878667,0.00323892,0.00906695,0.0077581,0.0136177,0.0274338,0.0242506,0,0,0.0255279,0,0.0145589,0.0201989,0.0534993,0.0135966,0.024292,0.0108462,0.0401002,0.0112801,0.00833102,0.0570802,0.0101784,0.00596814,0.0115815,0.00893626,0.00976275,0.00999825,0.0110172,0.0133029,0.00522583,0.0089969,0.0216046,0.0263384,0,0,0,0.0679398
101,0.0218316,0.0166516,0,0,0,0.0778273,0.0173191,0.0315208,0.0323291,0,0,0,0,0.00650942,0,0.0196651,0.00605952,0.0340176,0.0429746,0.0277145,0.0385266,0,0,0.0408169,0.00735313,0.0314143,0.0512108,0.0275011,0.0273436,0.043916,0.0145883,0.0136441,0,0.0990654,0,0.00339556,0.00872748,0.00316498,0.00869871,0.00798253,0.0135436,0.0272447,0.0243719,0,0,0.0259986,0,0.0142525,0.0204748,0.0534092,0.0139639,0.0242056,0.0108149,0.0400043,0.0116548,0.00788339,0.0570492,0.010102,0.00567776,0.0117997,0.0089898,0.00973136,0.0103458,0.0105827,0.0134647,0.00489686,0.00894946,0.0216906,0.0263933,0,0,0,0.0675942
102,0.0221339,0.016914,0,0,0,0.0771377,0.0171748,0.0327134,0.0320859,0,0,0,0,0.00597271,0,0.0195888,0.00604845,0.0342269,0.0416945,0.0278988,0.0363904,0,0,0.0411498,0.00772081,0.0307384,0.0484179,0.0271584,0.0260063,0.0421627,0.0139823,0.0136888,0,0.0976129,0,0.00300939,0.00871344,0.00307289,0.00849342,0.00822741,0.0135841,0.0268622,0.0244261,0,0,0.0264314,0,0.0139056,0.0207411,0.0532915,0.0144357,0.0241996,0.0108082,0.039938,0.0119546,0.00751454,0.0568574,0.0100724,0.0054307,0.0120895,0.00914956,0.00974093,0.0108972,0.0100765,0.0137664,0.00476831,0.00883987,0.0217804,0.0265149,0,0,0,0.0675994
