Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHIP
177,0.0200141,0.0164949,0,0,0,0.0195961,0.0158736,0.0184557,0.0211958,0,0,0,0,0.0148304,0,0.0188378,0.00971412,0.0401543,0.0254021,0.024646,0.0159414,0,0,0.0430337,0.00725238,0.00841,0.0144409,0.0146704,0.0150624,0.0178548,0.0146353,0.0177765,0,0.0213727,0,0.0102857,0.00939446,0.00517813,0.0215028,0.00741901,0.0142317,0.0339604,0.0208096,0,0,0.0259756,0,0.0178043,0.0208076,0.0491718,0.0225464,0.0237161,0.0140113,0.0429745,0.0130831,0.0159935,0.061473,0.0150968,0.013514,0.0104828,0.00669124,0.0111272,0.0112231,0.0271031,0.0111646,0.0124153,0.0106048,0.0222891,0.0256586,0,0,0,0.0439263
178,0.0199719,0.0164959,0,0,0,0.0199992,0.015983,0.0184964,0.0206971,0,0,0,0,0.0150552,0,0.0187667,0.00975119,0.0403707,0.025736,0.0244973,0.0158231,0,0,0.0434311,0.0075397,0.00838107,0.0143021,0.0146476,0.0139213,0.0175414,0.0137318,0.0176079,0,0.0216414,0,0.0104823,0.00932602,0.00521337,0.0169482,0.00738375,0.0142808,0.0342777,0.0205686,0,0,0.0256751,0,0.0179711,0.0206629,0.0487718,0.0211876,0.0238547,0.0150033,0.0429282,0.0131019,0.0174815,0.0618999,0.016765,0.0152622,0.00995543,0.00648012,0.0108221,0.00945798,0.02028,0.0112205,0.0127645,0.0106126,0.0225143,0.0257341,0,0,0,0.0434118
179,0.0199638,0.0164629,0,0,0,0.0206217,0.0160145,0.017892,0.0204569,0,0,0,0,0.015202,0,0.0187575,0.00977988,0.0404564,0.0256913,0.0243339,0.0154659,0,0,0.0438296,0.00791002,0.00841006,0.0139079,0.0144072,0.0132263,0.0172773,0.0133304,0.0171352,0,0.021683,0,0.010495,0.00925197,0.00509216,0.0128366,0.007322,0.0143091,0.0345537,0.0204734,0,0,0.0253664,0,0.018111,0.020632,0.04829,0.020171,0.0239574,0.0160179,0.0430693,0.0132043,0.0190218,0.0622913,0.0188989,0.0170743,0.00947622,0.00638202,0.0106019,0.00778633,0.0133735,0.0112761,0.0131174,0.0106519,0.0227495,0.0258509,0,0,0,0.0429796
180,0.0195154,0.0174138,0,0,0,0.0058085,0.0158519,0.0119757,0.0194165,0,0,0,0,0.0149647,0,0.0187598,0.00965187,0.0387755,0.0198112,0.0236549,0.0196667,0,0,0.0461894,0.00775054,0.00856227,0.0165067,0.018448,0.0167708,0.0198558,0.0167263,0,0,0.00954267,0,0.0103932,0.0092205,0.00495112,0.0098202,0.00733558,0.0147261,0.0355297,0.0200109,0,0,0.0253295,0,0.0186578,0.0209355,0.0473867,0.0195432,0.0249315,0.0172103,0.0447447,0.0139789,0.0209016,0.0633113,0.021662,0.0192873,0.00983647,0.00621153,0.0106442,0.00717382,0.00747438,0.0112301,0.0134139,0.0110205,0.0242125,0.0257188,0,0,0,0.044311
181,0.0197701,0.0164014,0,0,0,0.0209169,0.0161774,0.0175502,0.0206231,0,0,0,0,0.0152094,0,0.0187409,0.00961379,0.0401575,0.0261862,0.0243621,0.0145696,0,0,0.0451929,0.00860337,0.00867021,0.0131907,0.0136377,0.0125499,0.0167805,0.013167,0.0160826,0,0.0213893,0,0.0103318,0.00916495,0.00493693,0.0075578,0.00732225,0.0138329,0.0351983,0.0206524,0,0,0.024766,0,0.0183232,0.0205563,0.0471651,0.0189818,0.0243161,0.0171694,0.0442046,0.0137297,0.0217046,0.0635868,0.0235065,0.0206397,0.0103841,0.00773399,0.00922488,0.00790213,0.0113056,0.0111731,0.0137169,0.0106186,0.023396,0.026275,0,0,0,0.0422707
182,0.0195715,0.0164803,0,0,0,0.0194081,0.0161769,0.0166314,0.0204119,0,0,0,0,0.0152788,0,0.0187626,0.00957329,0.0398935,0.0257248,0.0244272,0.0141182,0,0,0.0452668,0.00869656,0.00887103,0.0129972,0.0132145,0.0121235,0.0159619,0.0124372,0.0153671,0,0.0201568,0,0.0101493,0.00915519,0.00489794,0.0116606,0.00734681,0.0153109,0.0347853,0.020516,0,0,0.0242105,0,0.0185284,0.0204167,0.0469103,0.020937,0.0243121,0.0171942,0.044265,0.0140778,0.0225107,0.0639432,0.0243637,0.0215846,0.0111863,0.00953041,0.00952803,0.00921551,0.0172255,0.0108542,0.0139373,0.0107909,0.0236469,0.0260466,0,0,0,0.0419767
183,0.0194825,0.0166376,0,0,0,0.0182381,0.0162395,0.0155421,0.0202563,0,0,0,0,0.0153648,0,0.0188235,0.00954884,0.0395243,0.0255637,0.0244787,0.0137175,0,0,0.0455205,0.0086003,0.00903926,0.0130356,0.0127769,0.0120215,0.0151462,0.0119757,0.0146995,0,0.0186944,0,0.0099696,0.00916915,0.00500942,0.00981449,0.00734559,0.014129,0.0345402,0.020491,0,0,0.0236598,0,0.0186316,0.0202821,0.0468843,0.0207615,0.0244412,0.0169017,0.0444948,0.0142872,0.0224317,0.0638448,0.0235912,0.021237,0.0107734,0.00917879,0.00905845,0.00836745,0.0156369,0.0103472,0.0138513,0.0109615,0.0239715,0.0259273,0,0,0,0.0418773
184,0.0194563,0.0169001,0,0,0,0.018047,0.0162948,0.0152996,0.0201635,0,0,0,0,0.0153085,0,0.0189189,0.00960905,0.0391051,0.0257643,0.0245872,0.0131609,0,0,0.0457729,0.00824687,0.00915766,0.0131357,0.0120756,0.0121629,0.0152271,0.0119297,0.0144397,0,0.0182568,0,0.00982503,0.00922131,0.00527561,0.00657843,0.00736008,0.0125065,0.0342816,0.0205184,0,0,0.0230604,0,0.0187337,0.020094,0.0470672,0.0185492,0.0245995,0.0163184,0.0448212,0.0144178,0.0213557,0.063346,0.0218443,0.0198898,0.00963255,0.0074085,0.00875313,0.00630414,0.00869869,0.00998008,0.013584,0.0110468,0.0243027,0.0258525,0,0,0,0.0419692
185,0.0193317,0.017239,0,0,0,0.0181986,0.0162716,0.0156691,0.0200982,0,0,0,0,0.0147637,0,0.0187929,0.00944406,0.038727,0.0262807,0.0247379,0.0127767,0,0,0.0459757,0.00767817,0.00918398,0.0133722,0.0114115,0.0124939,0.0156763,0.0121065,0.0141262,0,0.0178581,0,0.00930555,0.00916731,0.00515358,0.0105209,0.00733322,0.0135717,0.0339853,0.0205159,0,0,0.0224362,0,0.0188309,0.0198384,0.0472956,0.0181529,0.0246867,0.0156081,0.0452078,0.0143803,0.0200002,0.0627486,0.0200229,0.018214,0.00906463,0.0070488,0.00969431,0.00568601,0.00958018,0.00953365,0.0131851,0.0110481,0.0245615,0.0257563,0,0,0,0.0422136
186,0.0192259,0.0176058,0,0,0,0.0184279,0.0162889,0.01616,0.0201537,0,0,0,0,0.0139379,0,0.0187889,0.00915676,0.0384081,0.0264673,0.0248904,0.0125653,0,0,0.0461857,0.00686844,0.0090749,0.0135891,0.0107266,0.0129547,0.016268,0.0124079,0.013589,0,0.0170325,0,0.0086621,0.00911891,0.00490437,0.0134262,0.00732261,0.0131475,0.0336846,0.0204891,0,0,0.0217594,0,0.0189161,0.0194649,0.0475481,0.0164143,0.024699,0.0149505,0.0455287,0.0141195,0.01851,0.0620561,0.0183363,0.0164284,0.00904395,0.006811,0.0102476,0.00586127,0.0142346,0.00912077,0.0130737,0.0109732,0.0247285,0.0256315,0,0,0,0.0426761
187,0.0191702,0.0179454,0,0,0,0.0186213,0.0162954,0.0159651,0.0201794,0,0,0,0,0.0132695,0,0.0188665,0.00894628,0.0381108,0.0260871,0.0249387,0.0125729,0,0,0.0464309,0.00619605,0.00891189,0.0139037,0.0100513,0.013419,0.0169047,0.012509,0.0128818,0,0.0158333,0,0.00817639,0.00913801,0.00481023,0.0171222,0.00731496,0.011655,0.0334203,0.0205555,0,0,0.0211209,0,0.0189761,0.0191219,0.0477956,0.0138451,0.0247034,0.0145565,0.0458817,0.0138878,0.0168701,0.0613636,0.0166458,0.014609,0.00937287,0.00652926,0.010954,0.00668094,0.0197135,0.00889426,0.0129297,0.0109008,0.0247869,0.0256124,0,0,0,0.04325
188,0.0191803,0.0183461,0,0,0,0.019369,0.0161902,0.0162468,0.0202683,0,0,0,0,0.0127914,0,0.0188473,0.00883026,0.0377987,0.0260136,0.0248363,0.0128796,0,0,0.0467016,0.00559012,0.00878361,0.0144158,0.00944243,0.0139719,0.0178627,0.01256,0.0123667,0,0.0153142,0,0.00777501,0.00918233,0.00495633,0.0212609,0.00730166,0.00913411,0.0330067,0.0206893,0,0,0.0206152,0,0.0190192,0.0188236,0.0478752,0.0115237,0.0246476,0.0143982,0.0463587,0.0137678,0.0155472,0.060978,0.0153077,0.0130833,0.00981638,0.00681734,0.0111398,0.00797589,0.0256172,0.00852116,0.0127977,0.0107963,0.0248196,0.0257154,0,0,0,0.0440749
189,0.0193479,0.0188123,0,0,0,0.0209539,0.0160395,0.0171529,0.0205007,0,0,0,0,0.0122321,0,0.0188392,0.00865239,0.0374569,0.0263089,0.0246302,0.0136012,0,0,0.0470803,0.0046674,0.00871315,0.0152122,0.00902374,0.0146448,0.0191681,0.0127642,0.0120119,0,0.0161907,0,0.00733596,0.00928296,0.0051593,0.0242114,0.00725997,0.00688646,0.0324168,0.0208987,0,0,0.0201319,0,0.0190387,0.0185209,0.0476772,0.00950117,0.0244798,0.014445,0.0469538,0.0135767,0.0146838,0.0610664,0.0146983,0.0119728,0.00988324,0.00771891,0.0102204,0.00887867,0.0298731,0.00836822,0.0127252,0.0107483,0.0248587,0.0258526,0,0,0,0.0451124
190,0.019896,0.0191516,0,0,0,0.0236823,0.0159215,0.0182149,0.0208032,0,0,0,0,0.0113232,0,0.0188045,0.00822173,0.0370643,0.0261413,0.0243297,0.0148478,0,0,0.0474181,0.00360999,0.00883335,0.0164293,0.00895812,0.0154645,0.020719,0.0135052,0.011613,0,0.0186021,0,0.00671744,0.00932152,0.00503086,0.0252717,0.00717778,0.006314,0.0317633,0.0213046,0,0,0.0195941,0,0.0189819,0.0185252,0.0474461,0.00701723,0.0243059,0.0146194,0.0473145,0.0132102,0.0138229,0.0612646,0.0148106,0.0110791,0.00904168,0.0083214,0.00927464,0.00835988,0.0305159,0.00819104,0.012749,0.0107774,0.0248716,0.0260159,0,0,0,0.0462849
191,0.0205416,0.0192187,0,0,0,0.0277305,0.0157807,0.0196513,0.021205,0,0,0,0,0.0106943,0,0.0187618,0.00793829,0.036756,0.0262391,0.0240134,0.016703,0,0,0.0476033,0.00280806,0.00932914,0.0181269,0.00946376,0.0166952,0.0226077,0.0141975,0.0112901,0,0.022595,0,0.00625051,0.00935896,0.00507482,0.0260843,0.00714747,0.00711758,0.0311121,0.0219824,0,0,0.0189277,0,0.0188716,0.0183517,0.0474592,0.00800183,0.0242331,0.0144489,0.0472685,0.0127291,0.013025,0.0612634,0.0158998,0.0110511,0.00807489,0.00833875,0.0088005,0.00689911,0.0297088,0.00796497,0.0127314,0.0106419,0.0247267,0.0261839,0,0,0,0.0476693
192,0.0209924,0.019016,0,0,0,0.0324259,0.0155917,0.0220081,0.0218818,0,0,0,0,0.0100648,0,0.0187206,0.00758592,0.0366581,0.0271491,0.0238343,0.0191323,0,0,0.0476068,0.00246842,0.0102231,0.0202219,0.0108008,0.0187249,0.0250307,0.0144185,0.0111268,0,0.0276729,0,0.00576304,0.0093338,0.00501529,0.0274831,0.00712714,0.00922264,0.0306049,0.0224021,0,0,0.0181751,0,0.0187577,0.0180556,0.0478796,0.0114845,0.0242817,0.0139474,0.0468681,0.0121613,0.0129633,0.061233,0.0176267,0.0122516,0.00801956,0.00826465,0.00863125,0.00601007,0.0296639,0.00776897,0.0126586,0.0105118,0.0243289,0.0263542,0,0,0,0.0493858
193,0.0210513,0.0186665,0,0,0,0.0373894,0.0155436,0.0254526,0.0227731,0,0,0,0,0.00961862,0,0.01883,0.00735224,0.0366459,0.0288349,0.0238856,0.0216685,0,0,0.0474546,0.00245623,0.0112998,0.0226503,0.012623,0.0185391,0.0282796,0.0147245,0.0110907,0,0.03325,0,0.00535813,0.00936616,0.00502571,0.0287562,0.00710886,0.010924,0.0303383,0.0226921,0,0,0.0173707,0,0.0187674,0.0176843,0.0485129,0.0134544,0.0243611,0.0136581,0.0462325,0.0114376,0.0133406,0.0613247,0.0188487,0.0134799,0.00878284,0.00842886,0.0085933,0.00663573,0.0301655,0.00775097,0.0127271,0.0103517,0.0236648,0.0264446,0,0,0,0.0511408
194,0.0208376,0.0181484,0,0,0,0.0428245,0.0156014,0.0293903,0.0237637,0,0,0,0,0.00911385,0,0.0189707,0.00711784,0.0365756,0.0304134,0.0241807,0.0239039,0,0,0.0471768,0.00284523,0.012764,0.0252944,0.0145155,0,0.0322953,0.0155695,0.0111553,0,0.0393376,0,0.00509569,0.00940251,0.00484377,0.0288234,0.00712147,0.011232,0.0302767,0.0228971,0,0,0.0166234,0,0.0187575,0.0172623,0.0490594,0.013609,0.0243482,0.0134413,0.0456099,0.0105457,0.0129788,0.0611252,0.0184391,0.0132263,0.00956742,0.00849677,0.00869049,0.00774992,0.0304304,0.00799028,0.0128705,0.010174,0.0227079,0.0264712,0,0,0,0.0528613
195,0.0207495,0.0174768,0,0,0,0.0480079,0.0157037,0.0327222,0.0248138,0,0,0,0,0.00852123,0,0.0190947,0.00684697,0.0364482,0.0310445,0.0245289,0.0260788,0,0,0.0469332,0.00349166,0.0149605,0.0283897,0.0167916,0,0.0358058,0.0160993,0.0114166,0,0.045897,0,0.00498492,0.00943433,0.00449231,0.028303,0.00714266,0.0109308,0.0302968,0.0228131,0,0,0.0160237,0,0.0187375,0.0169565,0.0494706,0.0135139,0.024376,0.0131313,0.0453146,0.00961537,0.0120281,0.0602879,0.0166262,0.0115831,0.0103106,0.00837237,0.00917361,0.00869717,0.0307485,0.00845018,0.0132845,0.0098839,0.0218051,0.0266454,0,0,0,0.0545988
196,0.0209876,0.0167408,0,0,0,0.0532317,0.0157561,0.0361624,0.02588,0,0,0,0,0.00773259,0,0.0191841,0.00642716,0.0362486,0.0316327,0.0249148,0.0280075,0,0,0.0464791,0.00417813,0.0173345,0.0312422,0.0192867,0,0,0.0165354,0.0114421,0,0.0526631,0,0.00476699,0.00941852,0.00390462,0.0276657,0.007133,0.0108438,0.0301896,0.0227561,0,0,0.0158571,0,0.0186506,0.0167234,0.0499754,0.0142581,0.0245127,0.0127524,0.045243,0.00879674,0.0111788,0.0592826,0.0146002,0.00994636,0.0110068,0.00828335,0.00978378,0.0096008,0.0308954,0.00883602,0.0138678,0.00953013,0.0208587,0.0267777,0,0,0,0.0563952
197,0.021167,0.0159825,0,0,0,0.0558775,0.0158141,0.0369521,0.0270086,0,0,0,0,0.00682328,0,0.01925,0.005804,0.0359082,0.0309388,0.0251661,0.0294942,0,0,0.0458902,0.00507424,0.0186846,0.0337374,0.0214633,0,0.0408464,0.0156247,0.0116302,0,0.0576437,0,0.00433827,0.0093681,0.00310012,0.0267017,0.00713694,0.0110379,0.0300118,0.0227991,0,0,0.0159956,0,0.018423,0.0164152,0.0505265,0.0152746,0.0249382,0.0124428,0.0455102,0.00834739,0.0106219,0.0584468,0.0133006,0.00891477,0.0115218,0.00826564,0.0103686,0.0102528,0.0304693,0.00904584,0.0143902,0.00920018,0.0197856,0.0269083,0,0,0,0.0584711
198,0.021292,0.0153142,0,0,0,0.0579563,0.0158105,0.0372548,0.0279693,0,0,0,0,0.00638708,0,0.0194081,0.00552249,0.0354311,0.0304878,0.0252348,0.0306535,0,0,0.045158,0.00604935,0.0198554,0.0358194,0.0230564,0,0.0423111,0.0161235,0.0112728,0,0.0624342,0,0.00408023,0.00940293,0.00283021,0.025473,0.00721134,0.0111963,0.0298496,0.0232531,0,0,0.0162674,0,0.0179814,0.016296,0.0511145,0.01577,0.0250288,0.0120488,0.0458616,0.0083923,0.0101007,0.0579326,0.0126247,0.00811143,0.0117441,0.00838609,0.0106222,0.0102948,0.0294549,0.0090109,0.0145605,0.00896578,0.0188068,0.0271584,0,0,0,0.0604074
199,0.0217213,0.0147941,0,0,0,0.0587719,0.0158752,0.0360023,0.0287277,0,0,0,0,0.00649361,0,0.0195351,0.00554676,0.0347863,0.0306422,0.0250139,0.0317331,0,0,0.044297,0.00692615,0.0211838,0.0378842,0.0242684,0,0.0432203,0.0166782,0.0108239,0,0.0666107,0,0.00421383,0.00946092,0.00287897,0.0242861,0.00729533,0.0111975,0.0295092,0.0241812,0,0,0.0167549,0,0.0174412,0.016513,0.0516371,0.0158143,0.0246821,0.0116176,0.0455942,0.00866196,0.00955519,0.0577318,0.0123575,0.00752885,0.0115363,0.00852057,0.0104822,0.00985718,0.0283926,0.0089499,0.0147195,0.00879335,0.0180619,0.0275794,0,0,0,0.06231
200,0.0224759,0.0143863,0,0,0,0.0590822,0.0159705,0.0345125,0.0292163,0,0,0,0,0.00700129,0,0.0195937,0.00567181,0.0339779,0.0321235,0.0248588,0.0327525,0,0,0.0433206,0.00756267,0.0227115,0.039978,0.025094,0,0.044011,0.0159538,0.0103908,0,0.0709859,0,0.00418365,0.00951483,0.00321073,0.0232128,0.00736253,0.0109138,0.0290384,0.025276,0,0,0.0175343,0,0.0170655,0.0169002,0.0520062,0.0153886,0.0243582,0.0111425,0.0447452,0.00885568,0.00907864,0.0577675,0.0122574,0.00700197,0.0109677,0.00861126,0.0101405,0.00937286,0.0275535,0.00912106,0.0151114,0.00841098,0.0175021,0.0280659,0,0,0,0.0640683
201,0.0234848,0.0131303,0,0,0,0.0517553,0.016163,0.0358403,0.030488,0,0,0,0,0.00770659,0,0.019568,0.0055905,0.0306626,0.0241145,0.0281475,0.0186024,0,0,0.0389159,0.00919563,0.0214631,0.0192938,0.0245012,0,0,0.0129754,0.0115187,0,0.0566186,0,0.0041803,0.0094624,0.00324564,0.0224271,0.00760991,0.0100874,0.0250021,0.0268097,0,0,0.0184289,0,0.0163216,0.0172606,0.052951,0.0130162,0.0245917,0.00956621,0.0409581,0.00889253,0.0074101,0.056479,0.0109838,0.00577365,0.00942915,0.00940908,0.00879882,0.00804375,0.0269198,0.00955697,0.0151316,0.00775905,0.01569,0.0288372,0,0,0,0.070995
202,0.0237844,0.012961,0,0,0,0.0554715,0.0162453,0.0343084,0.0307726,0,0,0,0,0.00784648,0,0.0195124,0.00540515,0.0294234,0.0235442,0.0279149,0.017983,0,0,0.0383005,0.00981672,0.0202306,0.0194089,0.0239988,0,0,0.0127732,0.0102082,0,0.0631586,0,0.0038675,0.00935103,0.00310375,0.0217736,0.00776641,0.00992786,0.0246389,0.0273091,0,0,0.0193623,0,0.0158739,0.0178078,0.0528975,0.01239,0.0247725,0.00945695,0.0404769,0.00930288,0.00729767,0.0566283,0.0110316,0.00556149,0.00918132,0.00947218,0.00855767,0.00781346,0.026504,0.00998645,0.0143016,0.00763639,0.0156245,0.0293774,0,0,0,0.0719962
203,0.0239269,0.0129275,0,0,0,0.0589891,0.0164273,0.0323097,0.0309057,0,0,0,0,0.00836458,0,0.0196195,0.00569185,0.0286402,0.02339,0.0275738,0.0171212,0,0,0.0381601,0.0101604,0.0191022,0.0204846,0.0227792,0,0,0.0128159,0.00886811,0,0.0686231,0,0.0039264,0.00935906,0.00345798,0.0210354,0.00786667,0.00984969,0.0244425,0.0274062,0,0,0.0204486,0,0.0155717,0.0184703,0.0528351,0.0118371,0.0249432,0.00955335,0.04049,0.00948107,0.0071999,0.0566628,0.0110103,0.00541152,0.00920694,0.00947666,0.00850087,0.00787351,0.025901,0.0105856,0.0130827,0.00762902,0.0158106,0.029696,0,0,0,0.0723742
204,0.0236543,0.0131682,0,0,0,0.062717,0.016562,0.0298042,0.0308717,0,0,0,0,0.00906182,0,0.0195848,0.00605067,0.0294675,0.0305039,0.0263021,0.0213187,0,0,0.0393799,0.0100612,0.0197006,0.0315152,0.0198858,0,0,0.0142207,0.00787656,0,0.0781342,0,0.00413885,0.00932915,0.00379595,0.0202672,0.0077926,0.00983734,0.0254535,0.0270516,0,0,0.0217746,0,0.0154662,0.019274,0.0526715,0.0122901,0.0246742,0.0100022,0.0416772,0.00947814,0.00742083,0.0569238,0.0112698,0.00565513,0.00949425,0.00928162,0.00881926,0.00829438,0.0255345,0.011323,0.0116169,0.00768623,0.016531,0.0297521,0,0,0,0.0702917
205,0.0233129,0.0133554,0,0,0,0.0652872,0.0166317,0.0292742,0.0311273,0,0,0,0,0.00978269,0,0.0194718,0.00619857,0.0303458,0.0375854,0.0258336,0.0289457,0,0,0.0402512,0.010019,0.0232208,0.0407512,0.0216425,0,0,0.015595,0.00815841,0,0.0850101,0,0.0043022,0.00926496,0.00401357,0.0194922,0.00774016,0.0103761,0.0258814,0.0266805,0,0,0.022989,0,0.0152467,0.0199344,0.0527735,0.0127385,0.0245482,0.0102155,0.0423648,0.00946683,0.00742897,0.0569274,0.0112899,0.00566486,0.00974355,0.00925374,0.008878,0.00836709,0.0249454,0.0120479,0.00995265,0.00778192,0.0171039,0.0296619,0,0,0,0.0697562
206,0.0229498,0.0134895,0,0,0,0.0678887,0.0167094,0.029925,0.0314418,0,0,0,0,0.0101059,0,0.0194283,0.00625457,0.0311264,0.0433799,0.0257154,0.0351919,0,0,0.0408324,0.00994552,0.0264621,0.0479032,0.0243839,0,0,0.0167266,0.00897711,0,0.0911311,0,0.00442778,0.00923328,0.00408159,0.0186317,0.00770055,0.0111696,0.0261126,0.0263562,0,0,0.0240406,0,0.014907,0.0205397,0.0528602,0.0131864,0.0247226,0.0103505,0.04264,0.00957341,0.00736404,0.0568584,0.0112307,0.00549832,0.0100822,0.00919387,0.00898109,0.00853284,0.0241194,0.0126583,0.0081223,0.00795741,0.017546,0.0295062,0,0,0,0.0696539
207,0.0225094,0.0136439,0,0,0,0.0697766,0.0168412,0.0305878,0.0316807,0,0,0,0,0.00985206,0,0.0193693,0.00606332,0.0320914,0.049174,0.0255167,0.0417973,0,0,0.0413483,0.00996592,0.0303296,0.0553476,0.0277031,0.0304582,0,0.0169877,0.00993808,0,0.0961227,0,0.00429159,0.0091396,0.00376859,0.0176406,0.00765849,0.0117162,0.0264602,0.0260877,0,0,0.0249586,0,0.0145771,0.0208941,0.0528631,0.0137436,0.0248108,0.0106297,0.0428659,0.00998556,0.00736605,0.056819,0.0112784,0.00554869,0.0105055,0.00918941,0.009176,0.00879495,0.022954,0.0128715,0.00649704,0.00812417,0.0179403,0.0294852,0,0,0,0.0695349
208,0.022282,0.0137815,0,0,0,0.0719141,0.0169498,0.0316685,0.0318835,0,0,0,0,0.00913203,0,0.0192769,0.00565858,0.0323733,0.0502768,0.0256411,0.0426358,0,0,0.041165,0.0100989,0.0311323,0.056809,0.0281763,0.0311577,0,0.0173765,0.0106344,0,0.0989834,0,0.00396319,0.00899652,0.00323589,0.0164391,0.00772382,0.0115783,0.0262965,0.0258887,0,0,0.0255321,0,0.0143382,0.0210523,0.0528807,0.0138966,0.0248244,0.0108877,0.0428031,0.0106654,0.00735476,0.0566514,0.0112864,0.00564329,0.0107139,0.00929917,0.0093454,0.00890613,0.0214916,0.0127377,0.0056822,0.00810983,0.0181798,0.0295516,0,0,0,0.0699041
209,0.0222932,0.0141246,0,0,0,0.0742494,0.016825,0.0331061,0.0319444,0,0,0,0,0.00855454,0,0.0192226,0.00558324,0.0325644,0.0509115,0.0257708,0.0432175,0,0,0.0410707,0.0100593,0.0317381,0.0577725,0.0285838,0.0315996,0,0.0177935,0.0113377,0,0.101506,0,0.00386875,0.0089374,0.00323578,0.0148043,0.00789739,0.0111792,0.0261723,0.0257318,0,0,0.0258755,0,0.0141909,0.0213152,0.0528727,0.0139657,0.024697,0.0111356,0.0426294,0.0114925,0.00754308,0.0565451,0.0113021,0.00594766,0.0107308,0.00937446,0.0094837,0.00891127,0.0197806,0.0123976,0.00548478,0.00793811,0.0184776,0.0295307,0,0,0,0.0700458
210,0.0225593,0.0144929,0,0,0,0.0764532,0.0167144,0.0339583,0.0317835,0,0,0,0,0.00819912,0,0.0191546,0.00550767,0.0327139,0.0507546,0.0259785,0.0435415,0,0,0.0410973,0.0101548,0.0324049,0.0583211,0.0288308,0.0318195,0,0.0177511,0.0118765,0,0.103339,0,0.00371454,0.00890492,0.00327452,0.0127215,0.00806944,0.011632,0.0260524,0.0256353,0,0,0.0260366,0,0.0139747,0.0216064,0.0528723,0.0139807,0.0246019,0.0113339,0.0422572,0.0126247,0.00785677,0.0564317,0.0111893,0.00635158,0.0107784,0.00938967,0.00957381,0.00901768,0.0177547,0.0119354,0.00578474,0.00808898,0.0186901,0.0294828,0,0,0,0.0700452
211,0.0228105,0.0148863,0,0,0,0.077896,0.0167121,0.0343558,0.0314571,0,0,0,0,0.00803912,0,0.0191799,0.00534418,0.0328813,0.0505165,0.026228,0.0435089,0,0,0.0411469,0.0102663,0.0327889,0.0583676,0.0289765,0.0317943,0,0.0177307,0.0122863,0,0.104527,0,0.00356579,0.00891635,0.00329169,0.0104898,0.00813636,0.0122627,0.0258132,0.0256685,0,0,0.0260987,0,0.0136854,0.0216643,0.0529366,0.0142701,0.0250077,0.0115531,0.0417755,0.0137149,0.0081373,0.0563571,0.011076,0.00672967,0.0108999,0.0093017,0.00984905,0.00920847,0.0154502,0.0115146,0.00632265,0.00849367,0.0188035,0.0292736,0,0,0,0.0697578
212,0.022997,0.0152566,0,0,0,0.0786269,0.0167314,0.0345745,0.03131,0,0,0,0,0.00821733,0,0.0192132,0.00526599,0.0330456,0.0498982,0.0266389,0.0428525,0,0,0.0410886,0.0104104,0.0326582,0.057615,0.0288749,0.0313671,0,0.0177154,0.0125562,0,0.10495,0,0.00355902,0.00896563,0.00349742,0.0082211,0.00822777,0.0123298,0.0254437,0.0257033,0,0,0.025994,0,0.0134083,0.0215723,0.0529697,0.0144855,0.0259561,0.0117159,0.0412271,0.0147289,0.00826844,0.0563481,0.0110327,0.00700585,0.0109683,0.0091789,0.0100913,0.00937118,0.0128882,0.0110854,0.00676552,0.00865573,0.0188339,0.0289097,0,0,0,0.0694193
213,0.0231914,0.015566,0,0,0,0.0789578,0.0166058,0.0346126,0.0312209,0,0,0,0,0.00824999,0,0.0190399,0.00516489,0.0331613,0.0487806,0.0269549,0.0418802,0,0,0.0411768,0.010602,0.0324465,0.056444,0.0287084,0.030564,0,0.0173883,0.0126847,0,0.104529,0,0.0035249,0.00887019,0.0034127,0.00624938,0.00834917,0.0118502,0.0251045,0.0256578,0,0,0.0257614,0,0.0130899,0.0213785,0.0530236,0.0143798,0.0263014,0.0118255,0.0409831,0.0156824,0.00822133,0.0563371,0.0110572,0.00706327,0.0109009,0.00916449,0.0100763,0.00929112,0.0104714,0.0105256,0.00684793,0.00862178,0.0189601,0.0285308,0,0,0,0.0689093
