Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,R5FT
117,0,0.0224775,0.0458015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043171,0,0.0276385,0.0661295,0,0,0.0286056,0,0,0.0549015,0.0341882,0.0365198,0.0154075,0.0232419,0.0319978,0.0444587,0.0296965,0.0451906,0.0738434,0.0603184,0.0630415,0.0582325,0.0602548,0.0601265,0.0137999,0.0468863,0.0174209,0.0171075,0,0.0193422,0.0594248,0.0119909,0,0,0.0154777,0,0,0.0383768,0.0451345,0.0514824,0.0088447,0.0213969,0.0442872,0.0253221,0.0687396,0.0895325,0.0605474,0.0284482,0.0610666,0.0478222,0.0435725,0.0614276,0.0809546,0.0203244,0.0110103,0.0141837,0.0283428,0.0257082,0,0,0,0
118,0,0.0224443,0.0457698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433009,0,0.0276791,0.0660286,0,0,0.0285198,0,0,0.0548018,0.034729,0.0365588,0.0156144,0.0230946,0.0319489,0.044294,0.0296662,0.0448898,0.0737336,0.0603602,0.0631691,0.058322,0.0602646,0.0600019,0.0137093,0.046952,0.0172624,0.0171261,0,0.0195947,0.0595224,0.012009,0,0,0.0154429,0,0,0.038374,0.0451063,0.0514777,0.00878061,0.021294,0.0440832,0.0252702,0.0688733,0.0895329,0.0604619,0.0287066,0.0609832,0.0478486,0.0435915,0.0613989,0.0805758,0.0203275,0.0110278,0.0141779,0.028206,0.0257462,0,0,0,0
119,0,0.0224368,0.0457385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432474,0,0.0276909,0.0660145,0,0,0.0284782,0,0,0.0545685,0.0351726,0.0365335,0.015526,0.0230635,0.0319018,0.0441496,0.0296878,0.0445708,0.0736042,0.060403,0.0631736,0.0583594,0.0601705,0.0598928,0.0136231,0.0469732,0.0168214,0.0173018,0,0.0197592,0.0595715,0.0120027,0,0,0.0154845,0,0,0.0384002,0.0446004,0.0514876,0.00872412,0.0211913,0.0439227,0.0252321,0.0689912,0.08949,0.0604194,0.0290438,0.0609976,0.0478737,0.0435961,0.0613638,0.0802222,0.0203779,0.011082,0.0141398,0.0280427,0.025789,0,0,0,0
120,0,0.0224142,0.0456888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430488,0,0.0276938,0.06587,0,0,0.0283006,0,0,0.0544282,0.0354019,0.0364837,0.0150564,0.0230962,0.031865,0.0440356,0.0297254,0.0444848,0.0734439,0.0604446,0.0631474,0.058293,0.0600815,0.0598302,0.0136169,0.0469196,0.0165825,0.0173015,0,0.0198247,0.0594796,0.0120081,0,0,0.015457,0,0,0.0383947,0.044432,0.0515054,0.00863356,0.0211932,0.0438425,0.0251366,0.0691157,0.0894785,0.0602953,0.0292926,0.0610157,0.0479077,0.0436028,0.0613376,0.080035,0.0204171,0.0110591,0.014091,0.0278966,0.025818,0,0,0,0
121,0,0.022386,0.0456677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429674,0,0.0276121,0.0656037,0,0,0.0279399,0,0,0.0543243,0.0352595,0.0364377,0.0143442,0.0232173,0.0317663,0.0439703,0.0297012,0.044564,0.0733436,0.0605061,0.0631116,0.0581596,0.0600621,0.059775,0.0135794,0.0469233,0.0164677,0.0171661,0,0.0198692,0.0596658,0.0119958,0,0,0.0154325,0,0,0.0383988,0.0446219,0.0515278,0.00867058,0.0212719,0.0436861,0.0250379,0.0693115,0.0895478,0.0601603,0.0296275,0.0610074,0.0478846,0.043613,0.0612901,0.0799987,0.0204481,0.0110153,0.0141818,0.0278343,0.0258595,0,0,0,0
122,0,0.0223624,0.0456964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434121,0,0.0274294,0.0653322,0,0,0.0278299,0,0,0.0542325,0.0353777,0.0364318,0.0140948,0.0230936,0.0316178,0.0439183,0.0297138,0.0442363,0.0732737,0.0606137,0.0630586,0.0582112,0.060038,0.0596593,0.0133807,0.0469353,0.0164371,0.0171064,0,0.0198726,0.0601248,0.0119554,0,0,0.0154898,0,0,0.0384854,0.0447459,0.0514863,0.00893418,0.021256,0.0433763,0.0249218,0.0695677,0.0896858,0.0600496,0.0298971,0.0609601,0.047815,0.0435261,0.0612131,0.0799822,0.0204584,0.0110461,0.0142908,0.0277925,0.0259055,0,0,0,0
123,0,0.0223152,0.0456873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043917,0,0.0273348,0.0653098,0,0,0.0277844,0,0,0.0541684,0.0357934,0.0363194,0.014176,0.0229593,0.0316043,0.0438504,0.0296759,0.0438827,0.0731182,0.0606884,0.0630637,0.0582902,0.059891,0.0596283,0.0131448,0.0469023,0.0164111,0.0170668,0,0.0197357,0.0602492,0.0119426,0,0,0.0154514,0,0,0.0384074,0.044862,0.0512157,0.00878197,0.0211155,0.0431707,0.0247001,0.069778,0.0897953,0.0599582,0.0302385,0.0609351,0.0477987,0.0434646,0.0611606,0.079833,0.0205814,0.0111221,0.0142553,0.0276651,0.025989,0,0,0,0
124,0,0.0223378,0.0456161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442629,0,0.0273504,0.0653036,0,0,0.0276097,0,0,0.0539728,0.0363152,0.036145,0.0140781,0.0228834,0.0316102,0.0437907,0.0296651,0.043549,0.0729045,0.0606205,0.0630837,0.0581909,0.0597818,0.0596149,0.0129186,0.0469317,0.0163886,0.0169425,0,0.0177349,0.0602608,0.0119672,0,0,0.015367,0,0,0.0382737,0.044896,0.0495017,0.00824829,0.0206592,0.0430445,0.024399,0.0701535,0.0900904,0.0598675,0.0307942,0.0609938,0.0474573,0.043109,0.0612641,0.0803236,0.0207033,0.0112107,0.0142018,0.0274645,0.026032,0,0,0,0
125,0,0.022376,0.0455446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444986,0,0.0274268,0.0652922,0,0,0.0275247,0,0,0.0537319,0.0367076,0.035958,0.013892,0.022865,0.0315645,0.0437249,0.0296603,0.0431705,0.0726383,0.0605493,0.0631112,0.0580345,0.0596542,0.059555,0.0127354,0.046911,0.0163704,0.0168306,0,0.0161041,0.060471,0.0119803,0,0,0.0152638,0,0,0.0381633,0.0448363,0.0484284,0.00790299,0.0202071,0.0428948,0.0240501,0.0704641,0.0903385,0.0598602,0.0313979,0.0610381,0.0471604,0.0428434,0.0612981,0.0808248,0.0208523,0.0112656,0.0142065,0.0273101,0.0260506,0,0,0,0
126,0,0.0223393,0.0455067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445835,0,0.0275252,0.065198,0,0,0.0272823,0,0,0.0535487,0.0369796,0.0358264,0.0137711,0.0228843,0.0315495,0.0435788,0.0296204,0.0428801,0.0724491,0.060557,0.0631063,0.0581287,0.0594663,0.0593994,0.0126086,0.0468565,0.0162277,0.0167617,0,0.0161174,0.0605034,0.0119834,0,0,0.0151876,0,0,0.0381288,0.0448743,0.0483911,0.00794639,0.0201281,0.0427088,0.0238456,0.0705504,0.0903872,0.0598507,0.0317554,0.0610492,0.0471896,0.0428484,0.0612249,0.0807116,0.0207802,0.0113014,0.0141821,0.0271854,0.0261159,0,0,0,0
127,0,0.0222961,0.0454834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449007,0,0.0274894,0.0648341,0,0,0.0270122,0,0,0.0534249,0.0372495,0.0358201,0.0136888,0.0226994,0.0315597,0.0434762,0.0296117,0.0427326,0.072277,0.060674,0.0630226,0.0581661,0.0593903,0.0592587,0.0124801,0.0467657,0.0160337,0.0167927,0,0.0161824,0.0604683,0.0119636,0,0,0.0151767,0,0,0.0381522,0.0450663,0.048417,0.00801944,0.020062,0.0425548,0.0237983,0.0706782,0.0904664,0.0598558,0.0319489,0.0610469,0.047253,0.0428445,0.0611552,0.0806273,0.0204603,0.0113731,0.0140276,0.0270696,0.0262293,0,0,0,0
128,0,0.0222844,0.0454991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451461,0,0.0274894,0.0647677,0,0,0.027064,0,0,0.0533513,0.0376052,0.0357262,0.0135054,0.0226516,0.031572,0.043451,0.0296852,0.0427291,0.0722037,0.0606563,0.0628848,0.0580901,0.0593412,0.0592313,0.0123892,0.0468181,0.0162679,0.0165498,0,0.0162938,0.0605369,0.0119483,0,0,0.0150986,0,0,0.0380639,0.0456014,0.0483877,0.00809317,0.0200557,0.0423452,0.0237606,0.070902,0.0906103,0.0598604,0.0322334,0.0610029,0.0472824,0.0428396,0.0611479,0.0804259,0.0205004,0.0114432,0.0137498,0.0269959,0.0263087,0,0,0,0
129,0,0.0222519,0.045451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045345,0,0.0274978,0.0647722,0,0,0.0268215,0,0,0.0533115,0.0380031,0.0355434,0.0133226,0.0225804,0.0316129,0.0435328,0.0297679,0.0423909,0.0721189,0.0606314,0.0627495,0.057988,0.0592616,0.0591282,0.0122719,0.0468384,0.0162026,0.0165235,0,0.016462,0.0605734,0.0119393,0,0,0.0149095,0,0,0.0379284,0.045957,0.0484421,0.00817096,0.0200347,0.0421364,0.0235193,0.0710852,0.0907018,0.0598496,0.0325885,0.0609385,0.0472906,0.0428366,0.0610731,0.0804404,0.0208975,0.0114741,0.0136473,0.0269109,0.026382,0,0,0,0
130,0,0.0222445,0.045367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455364,0,0.0276067,0.0649164,0,0,0.0265971,0,0,0.053227,0.0383775,0.035352,0.0131807,0.0225451,0.0316451,0.0433619,0.0298282,0.0421853,0.0720626,0.0606633,0.0628849,0.0580818,0.059146,0.0590531,0.0121619,0.0468846,0.0161685,0.0164724,0,0.0166274,0.0607995,0.0119078,0,0,0.0148746,0,0,0.0377824,0.0461824,0.0485084,0.00820026,0.0200207,0.0419148,0.0232048,0.0711922,0.0907583,0.0597882,0.0328116,0.0608889,0.0473305,0.0428347,0.060994,0.0804234,0.0210075,0.0114842,0.013679,0.0268464,0.0264708,0,0,0,0
131,0,0.0222535,0.0453415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457448,0,0.027732,0.06523,0,0,0.0264196,0,0,0.0531299,0.0387346,0.0351382,0.0130475,0.0225329,0.0317124,0.0432575,0.0298678,0.0420225,0.0719276,0.0606995,0.0630164,0.0581691,0.0590135,0.0590604,0.0120634,0.0468421,0.0160932,0.016448,0,0.0168185,0.0610212,0.0118619,0,0,0.0149632,0,0,0.0376709,0.0463485,0.0486148,0.00823757,0.0199903,0.0416885,0.0230692,0.0713425,0.0908193,0.0596783,0.0331005,0.0608621,0.0473793,0.0428152,0.0609179,0.0803798,0.0208189,0.0114897,0.0138016,0.0267853,0.0265931,0,0,0,0
132,0,0.0222532,0.0453334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461672,0,0.0276932,0.0652668,0,0,0.0262693,0,0,0.0530395,0.0391295,0.0350182,0.0129353,0.0224912,0.0317183,0.0432015,0.029896,0.0419306,0.0717842,0.0607125,0.0630526,0.0582055,0.0588877,0.0589916,0.0119824,0.0467888,0.0160086,0.0164464,0,0.0170626,0.0611626,0.0118136,0,0,0.0148924,0,0,0.0376271,0.0465221,0.0487606,0.00825149,0.0199653,0.0414724,0.0228676,0.0715497,0.0907886,0.0596178,0.0334935,0.0608397,0.0473529,0.04279,0.0608334,0.0802353,0.0209019,0.0114171,0.0139253,0.0267301,0.0267085,0,0,0,0
133,0,0.0222186,0.0453326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466372,0,0.0277218,0.065146,0,0,0.0260895,0,0,0.0529524,0.0395546,0.0348778,0.0128495,0.0223908,0.0316701,0.0431857,0.0298398,0.041816,0.0716486,0.0607004,0.0630774,0.0582144,0.058847,0.0590023,0.0118962,0.0467938,0.0158853,0.0164672,0,0.0171783,0.0612524,0.0117589,0,0,0.014826,0,0,0.0374987,0.0467109,0.0489688,0.0081999,0.0199677,0.0412751,0.0224843,0.0717083,0.0907939,0.0595676,0.0339009,0.0608283,0.0472562,0.0427547,0.0607473,0.0799847,0.0211257,0.0113722,0.0140574,0.0266918,0.0268307,0,0,0,0
134,0,0.0222106,0.0452834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469114,0,0.027836,0.0650068,0,0,0.0259074,0,0,0.0528704,0.0400241,0.0347006,0.0128101,0.0222333,0.0314899,0.0432486,0.029752,0.0414258,0.0715528,0.0606847,0.063022,0.0582371,0.0588367,0.0589125,0.0118242,0.0468175,0.0157848,0.0164528,0,0.017379,0.0613661,0.0117111,0,0,0.0147631,0,0,0.0373608,0.0468855,0.0491463,0.00816114,0.0199836,0.041109,0.0220674,0.071822,0.0908798,0.0595324,0.0342787,0.0607983,0.0471674,0.0426782,0.0606433,0.0796015,0.0212587,0.01135,0.0141002,0.0266129,0.0269585,0,0,0,0
135,0,0.0222394,0.0451359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473639,0,0.0277951,0.0649107,0,0,0.0258741,0,0,0.0528843,0.0403288,0.0345555,0.0127874,0.0221586,0.0309693,0.0432161,0.0298836,0.0411759,0.0714992,0.0607449,0.0628622,0.0582332,0.0587286,0.0587752,0.0118062,0.046872,0.0157709,0.0165544,0,0.0176209,0.0614797,0.0116497,0,0,0.0147606,0,0,0.0372277,0.0470702,0.0492669,0.00816976,0.0198941,0.0409487,0.0218909,0.0719858,0.090958,0.0594793,0.0346696,0.0607605,0.0470984,0.0425647,0.0605556,0.0793014,0.021389,0.0113731,0.0141252,0.0265183,0.0271161,0,0,0,0
136,0,0.0222975,0.045038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478498,0,0.0277596,0.0648741,0,0,0.0258581,0,0,0.052886,0.0405624,0.0343953,0.0127643,0.0221177,0.0306489,0.0431647,0.0300458,0.0410344,0.0713923,0.0608278,0.0628738,0.0581995,0.0585553,0.0586297,0.0117956,0.0468795,0.0157076,0.0166707,0,0.0178406,0.0615905,0.0116263,0,0,0.0147637,0,0,0.0370983,0.0472877,0.0494249,0.00817516,0.0198896,0.0407792,0.0218151,0.0721502,0.0909856,0.0593951,0.0350538,0.0606836,0.0470282,0.0425082,0.0604668,0.0792362,0.0215249,0.0114092,0.0141955,0.0265057,0.0271834,0,0,0,0
137,0,0.0223591,0.0449822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481552,0,0.0278408,0.0649045,0,0,0.0258164,0,0,0.0528921,0.0409051,0.0342494,0.0127575,0.0222063,0.0304368,0.0431861,0.0302697,0.0409139,0.0713583,0.0609568,0.0628313,0.0580537,0.0583359,0.0584412,0.0117032,0.0468519,0.0156683,0.0167275,0,0.01803,0.0616984,0.011647,0,0,0.0147707,0,0,0.0370229,0.0475345,0.0495921,0.0080397,0.0199759,0.0405433,0.0218081,0.0722107,0.0909622,0.0593312,0.0354676,0.0606477,0.0469864,0.0424923,0.0604334,0.0793392,0.0215567,0.0114492,0.0142681,0.0265858,0.0271849,0,0,0,0
138,0,0.0229892,0.0448239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478772,0,0.030504,0.0635862,0,0,0.0256703,0,0,0.0527814,0.0442045,0.0372522,0.0123715,0.0222936,0.0312163,0.0432375,0.0334908,0.0417844,0.0739403,0,0.0596062,0.0547452,0.0554609,0.0556687,0.0123042,0.047104,0.0156605,0.0168427,0,0.0180948,0.0639885,0.0116738,0,0,0.0148513,0,0,0.0365681,0.047257,0.0491706,0.00779343,0.0202378,0.0401447,0.020793,0.0716285,0.0908305,0.0595671,0.0354744,0.0606315,0.0471665,0.0425902,0.0604581,0.0782009,0.0221142,0.0117973,0.0144358,0.02639,0.0273236,0,0,0,0
139,0,0.0227685,0.0448166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470633,0,0,0.0645527,0,0,0.0256419,0,0,0.0528762,0.0426061,0.0338822,0.0121381,0.0215574,0.030776,0.0432564,0.031389,0.0406175,0.0721941,0.0621308,0.0615448,0.0569108,0.0581065,0.0582121,0.0119514,0.0470387,0.0156505,0.016852,0,0.0183397,0.0622674,0.0116231,0,0,0.0147978,0,0,0.0366129,0.0480442,0.0499158,0.00819636,0.0200647,0.0401489,0.0209117,0.0725458,0.091104,0.0593707,0.0358846,0.0606551,0.0469047,0.0423658,0.0602727,0.0795778,0.0220224,0.0118255,0.0143765,0.0264558,0.027629,0,0,0,0
140,0,0.0224165,0.0449821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485089,0,0.0279199,0.0647949,0,0,0.0256699,0,0,0.0530129,0.041657,0.0342421,0.0128199,0.0213217,0.0303716,0.0433091,0.0304062,0.0402224,0.0714738,0.0611525,0.0625121,0.0581789,0.0580699,0.0582458,0.011319,0.0469078,0.0155932,0.0169232,0,0.0184227,0.0616252,0.011606,0,0,0.0147152,0,0,0.0367204,0.0482582,0.050136,0.0082061,0.0199538,0.0403535,0.0211266,0.0728214,0.0911298,0.0592468,0.0361279,0.0607629,0.0468729,0.0422976,0.0602631,0.0800933,0.0218097,0.0117334,0.014313,0.026582,0.0278475,0,0,0,0
141,0,0.0225181,0.0450512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486557,0,0.027989,0.0648808,0,0,0.0255006,0,0,0.0530447,0.0419077,0.034344,0.0129822,0.0214208,0.0302104,0.0433809,0.0305458,0.0400298,0.0713465,0.0613123,0.0624232,0.0581367,0.0578212,0.0581134,0.0112782,0.046835,0.015139,0.017284,0,0.0183938,0.0615786,0.0116752,0,0,0.0148234,0,0,0.0366187,0.0479612,0.0502171,0.008131,0.0201417,0.0403468,0.0210174,0.0729868,0.0911283,0.0591715,0.0362192,0.0607134,0.0467758,0.0422427,0.0602235,0.0805047,0.0217734,0.0116154,0.0143613,0.0267289,0.0277354,0,0,0,0
142,0,0.021976,0.0451552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442271,0,0.0298591,0.0623424,0,0,0.025641,0,0,0.0533257,0,0.0361167,0.0152107,0.0221929,0.0305489,0.0436578,0.0332478,0.0360635,0.0709455,0.0638442,0.0616177,0.0569832,0.0570547,0.0573296,0.0110335,0.0465809,0.0149455,0.0174369,0,0.0176424,0.0643602,0.0115281,0,0,0.0148695,0,0,0.0368641,0.0451657,0.0492348,0.00566317,0.0208115,0.0408685,0.0214798,0.0719573,0.0906882,0.0589839,0.034793,0.060932,0.0472612,0.0427237,0.0606209,0.0805712,0.0213075,0.0114831,0.0142743,0.0269479,0.0280633,0,0,0,0
143,0,0.0226455,0.0450161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487734,0,0.0278541,0.0651842,0,0,0.0254683,0,0,0.0531523,0.0418666,0.0349087,0.0131547,0.0207577,0.030436,0.0435758,0.0303404,0.0399841,0.0710737,0.0610717,0.0624857,0.0582082,0.0574267,0.0581294,0.0111248,0.046701,0.0145245,0.017913,0,0.0180528,0.0611939,0.0115886,0,0,0.0150193,0,0,0.0365604,0.0480043,0.0501353,0.00838067,0.0199436,0.0407119,0.0208732,0.0732529,0.0914378,0.0591547,0.0363729,0.0605335,0.0465863,0.0419464,0.0600268,0.0810659,0.0217259,0.011698,0.0143856,0.0268286,0.0281356,0,0,0,0
144,0,0.0226785,0.0450635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487677,0,0.027967,0.0655031,0,0,0.0256618,0,0,0.0532261,0.0418692,0.0352328,0.0133976,0.0204432,0.0303292,0.0435642,0.0299843,0.039966,0.0711104,0.0610226,0.0623159,0.0581451,0.0573654,0.0581121,0.0110382,0.0465871,0.0144283,0.0181287,0,0.0175135,0.0609685,0.0115996,0,0,0.0150607,0,0,0.0365019,0.0478831,0.0497513,0.00821191,0.0198054,0.0408721,0.0209365,0.0734365,0.0916724,0.0591368,0.0363646,0.0603583,0.0464398,0.0418169,0.0599168,0.0817383,0.0217331,0.0117393,0.0144003,0.0269081,0.0282042,0,0,0,0
145,0,0.0227925,0.0451616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487169,0,0.0279714,0.0658437,0,0,0.0254694,0,0,0.0533265,0.0418444,0.0356779,0.0135654,0.0202455,0.0301824,0.0436374,0.0298307,0.0401056,0.0712525,0.0610082,0.0622624,0.058071,0.0573982,0.0579712,0.0109883,0.0464598,0.0142801,0.0181988,0,0.0170401,0.0607007,0.0116375,0,0,0.0150577,0,0,0.036407,0.0478045,0.0491956,0.00797768,0.0197308,0.0410579,0.0209382,0.0737225,0.0919667,0.0591179,0.0363005,0.0603152,0.0463356,0.0416987,0.0599183,0.0824495,0.0216725,0.0117517,0.0144495,0.0270387,0.0281891,0,0,0,0
146,0,0.0227302,0.0452351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446743,0,0.0272467,0.0659397,0,0,0.0255029,0,0,0.0526439,0.0431114,0.037486,0.0150725,0.0183241,0.0292785,0.0434898,0.0301203,0.0383934,0.0704066,0.0612318,0.0623763,0.058298,0.057935,0.0583451,0.0111396,0.0464863,0.0145822,0.019104,0,0.021197,0.0602701,0.012158,0,0,0.0144602,0,0,0.0370463,0.0486834,0.0460963,0.0080983,0.0225902,0.0419187,0.021263,0.0763632,0.0934524,0.0571134,0.0367343,0.0594821,0.0471027,0.0418639,0.0595494,0.0755688,0.0211171,0.011806,0.0140807,0.0271975,0.0275795,0,0,0,0
147,0,0.0228485,0.0453411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447173,0,0.0271716,0.0661403,0,0,0.0254243,0,0,0.0527297,0.0429418,0.0379678,0.0150674,0.01813,0.0292437,0.0433974,0.0302689,0.0384331,0.0703485,0.0612196,0.0622823,0.0582312,0.0578288,0.0583077,0.0115838,0.0465538,0.0143604,0.0189738,0,0.0217911,0.0601391,0.0120731,0,0,0.0144297,0,0,0.0367661,0.048618,0.0455872,0.0076916,0.0224759,0.0420583,0.0211799,0.0764656,0.0936685,0.0570703,0.0363084,0.0596421,0.0472599,0.0420177,0.0595163,0.0762427,0.0209803,0.0120431,0.0142214,0.0273327,0.0276978,0,0,0,0
148,0,0.0228618,0.0453192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445816,0,0.0271172,0.0664823,0,0,0.0254376,0,0,0.0525693,0.0427823,0.0386611,0.0152991,0.0178448,0.029141,0.0431929,0.030316,0.038686,0.0703812,0.0611994,0.062165,0.0581272,0.0576216,0.0582024,0.012251,0.0465727,0.0143316,0.0187423,0,0.0221541,0.0599188,0.0120878,0,0,0.0143407,0,0,0.0365767,0.0488257,0.0447235,0.0076274,0.0219898,0.0422602,0.0213259,0.0764331,0.0937345,0.0570357,0.0361437,0.0599296,0.0475955,0.0423285,0.0594883,0.076545,0.0210709,0.0123017,0.0142627,0.0274804,0.0279409,0,0,0,0
149,0,0.0228297,0.0453558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444602,0,0.0271235,0.0670273,0,0,0.0252126,0,0,0.0524143,0.0426098,0.0395534,0.0157123,0.0175825,0.0290007,0.0431015,0.0302692,0.0388569,0.0704059,0.0610009,0.0620436,0.0581054,0.0573975,0.0580789,0.013056,0.0464342,0.0141854,0.0187085,0,0.0223582,0.0597379,0.0120747,0,0,0.0143306,0,0,0.0364664,0.0489514,0.0443481,0.00743561,0.0215083,0.042487,0.0215608,0.0763272,0.0937698,0.0571268,0.036028,0.0601436,0.0479612,0.0426391,0.0594321,0.0764919,0.0211699,0.0123484,0.0142652,0.0277258,0.0281945,0,0,0,0
150,0,0.0230703,0.0453877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476423,0,0.027945,0.0675325,0,0,0.0250139,0,0,0.0530256,0.0411835,0.0396585,0.0148546,0.0189111,0.0295166,0.0430466,0.0299989,0.0406512,0.0712132,0.0604674,0.0615867,0.0577473,0.0567032,0.0573337,0.012758,0.0460704,0.0136961,0.0182022,0,0.0178813,0.0594646,0.0117223,0,0,0.0150139,0,0,0.0359043,0.048349,0.045956,0.00681875,0.0180016,0.042192,0.0215455,0.0739569,0.092321,0.0592146,0.0359249,0.0610971,0.0474535,0.042549,0.0597303,0.0848474,0.0217736,0.0122664,0.0143541,0.0279525,0.0287908,0,0,0,0
151,0,0.0231483,0.0454017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466424,0,0.0282215,0.067417,0,0,0.024903,0,0,0.0531578,0.0408673,0.0410322,0.0150291,0.0185376,0.0295,0.0429544,0.02984,0.0408742,0.0711543,0.0601779,0.0612917,0.0576164,0.0565343,0.0571319,0.0137173,0.0459856,0.0135173,0.0183404,0,0.0178454,0.0591411,0.0117033,0,0,0.01507,0,0,0.0358712,0.0483133,0.0461287,0.00666355,0.0174399,0.0424364,0.0218755,0.0739435,0.0921638,0.0593554,0.0358854,0.0610085,0.0474954,0.0425176,0.0595153,0.0849099,0.0215009,0.0123417,0.0142552,0.028176,0.0289142,0,0,0,0
152,0,0.0232288,0.0454621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457796,0,0.0286518,0.0676014,0,0,0.0243204,0,0,0.0533204,0.0404014,0.0425451,0.0151437,0.0181848,0.029549,0.0432059,0.0296235,0.0412135,0.0711068,0.0599263,0.0609824,0.0573554,0.056357,0.0567961,0.0148873,0.0456412,0.0131205,0.0184207,0,0.0177434,0.0587277,0.0117115,0,0,0.0152865,0,0,0.0358421,0.0482848,0.0463671,0.00650149,0.0168733,0.0427391,0.0222881,0.073954,0.0920552,0.0593682,0.0357081,0.0608152,0.0473093,0.0422408,0.059246,0.0850861,0.0210891,0.012295,0.014096,0.0283422,0.0289973,0,0,0,0
153,0,0.0233585,0.0454193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449597,0,0.0290806,0.0681529,0,0,0.0245408,0,0,0.0536592,0.0399621,0.0441971,0.0153061,0.0179863,0.0295204,0.0433341,0.0294536,0.041615,0.0711703,0.059758,0.0605611,0.0570328,0.0559676,0.0563463,0.0163618,0.045309,0.012867,0.0187499,0,0.0175735,0.0581891,0.0117899,0,0,0.0152902,0,0,0.0359436,0.0482077,0.0466013,0.0062353,0.0165887,0.0429981,0.0228276,0.0739741,0.0919148,0.0592539,0.0354232,0.0606122,0.0471157,0.0419588,0.0590479,0.0855596,0.0206047,0.0123978,0.0140512,0.0284801,0.0290502,0,0,0,0
154,0,0.0234227,0.0452922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438678,0,0.0294425,0.0685891,0,0,0.0248598,0,0,0.0540413,0.0394531,0.0458949,0.0156433,0.0177528,0.0295386,0.0434994,0.0292487,0.0420067,0.0712326,0.0595493,0.0600867,0.0566798,0.0555038,0.0558831,0.0180314,0.0448239,0.0126443,0.0191546,0,0.0173631,0.0577438,0.0118154,0,0,0.0154458,0,0,0.0360054,0.0480464,0.0470053,0.00603212,0.0165928,0.043344,0.0233336,0.0740479,0.0918654,0.0591588,0.0350284,0.0605139,0.0469681,0.04173,0.0588755,0.086506,0.0201512,0.0124057,0.0140449,0.0286092,0.0290914,0,0,0,0
